-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
-0.0363453-0.0190561j 0.00246188+0.0428607j 0.0357947+0.00273931j 0.0083454+0.032716j -0.0367951-0.025254j 0.0101215-0.0398164j -0.00863557+0.00401011j 0.0225448+0.00965844j -0.0112324-0.0216706j -0.00368153+0.0163546j -0.0262087-0.0191321j 0.00878339+0.0155775j 0.00428908+0.0167924j 0.00461222+0.00314384j -0.00331896-0.00687633j 0.00143568-0.0130482j -0.0164536+0.00308351j 0.0136431+0.0153787j -0.0114618-0.000268771j 0.00841547+0.00442641j -0.0138594-0.00730902j 0.00145852-0.00233297j -0.0164611-0.00994j -0.00614379-0.0198023j -0.0127727-0.000762554j -0.00832983+0.0114499j -0.017347-0.00578094j 0.00273639+0.00550465j -0.0178454+0.00358685j -0.00412073-0.00410123j -0.000920785+0.0256408j -0.00825611-0.0130448j 0.00807479+0.0172274j -0.00900609-0.0149619j 0.0215896+0.0138084j -0.00626914-0.00695288j 0.00449598+0.00259939j -0.00820424-0.00593148j -0.00321887-0.0104411j -0.0026563-0.0190576j 0.000141526-0.00348089j -0.00817154+0.00198316j 0.0238896+0.0184929j 0.0162362+0.00983055j -0.0243278+0.00409742j -0.00542225+0.0197117j -0.0270217-0.020287j -0.0126739+0.0141817j -0.00900458+0.0271557j -0.000716958+0.0128598j 0.0193983+0.024569j 0.0212741+0.00367725j 0.00657318+0.00262935j 0.0169834-0.00180036j -0.0113517-0.00112766j 0.0159074-0.00641433j 0.00336591-0.000545779j -0.0123888-0.0195392j 0.0219375+0.0163126j 0.0228757+0.0206145j 0.000374091+0.00678334j -0.000758109+0.00227651j -0.0165032-0.00759218j -0.0307488-0.0257004j 0.0120894-0.00179761j 0.0204177+0.0115746j 0.00337818+0.0159222j -0.00659828-0.00819169j -0.00463845+0.00720939j -0.000801793+0.0191725j 0.00131293+0.0109539j 0.0107655+0.00428976j -0.00166139+0.0035989j -0.00128423-0.0151971j 0.00277178+0.0098228j -0.00533237-0.00549145j -0.0151929+0.0204743j -0.0151945-0.019928j -0.000514303-0.0294185j -0.000786081+0.00944424j -0.00723201-0.0149981j -0.00633982-0.0205087j 0.0230526-0.00235624j -0.00641458-0.00398652j 0.00602456-0.0136729j -0.00144852+0.0200059j 0.00736229-0.00614023j -0.0105234+0.00531082j -0.000284632+0.00312036j -0.0107355-0.0269387j -0.00021317-0.00387372j -0.00693337+0.00490148j -0.00718906-0.0033674j -0.000983545-0.0187715j -0.0107443+0.0124394j 0.00576032-0.00914596j -0.00346873-0.00477043j 
0.022351-0.0099799j -0.0368134-0.0319263j -0.0192558+0.0150706j -0.0342227-0.0186247j 0.00613258-0.014216j 0.0304222+0.012253j -0.0251976+0.000183967j 0.00478334+0.00160146j 0.00651122-0.0054392j -0.0205066-0.0246708j 0.0138242-0.0120277j 0.00927206+0.00297357j -0.011338-0.0195541j 0.00850821-0.00645492j 0.0125118+0.00798583j 0.00920466+0.00200793j -0.0134597-0.00972455j -0.00715557+0.00128873j -0.0223446+8.54175e-05j -0.0108198-0.00369253j 0.000429975-0.0163982j -0.0260775-0.000343064j -0.0145326+0.0244035j 0.0182427+0.0136053j -0.0109943-0.0201393j -0.00473672-0.0131707j 0.0155133+0.00655029j -0.0067937-0.00555793j -0.00657728-0.00373556j 0.0193633+0.00695958j -0.00657278+0.00806442j -0.00225469-0.00277269j -0.0174418-0.00792801j 0.0169626+0.00044113j -0.00983381+0.00943441j 0.0116266+0.0112818j 0.00927393-0.0191302j -0.0308025+0.0160869j -0.000125701-0.0248386j 0.00111214+0.0219638j 0.00544665-0.00728882j -0.0261295-0.0087618j 0.0113725-0.0194696j 0.0190563+0.0181158j -0.0254122+0.0206399j 0.0129449+0.0227198j -0.00066298+0.00419378j 0.0148633+0.0254373j -0.00141074-0.018517j 0.011506+0.00258488j 0.0117539-0.00594296j 0.0122177+0.00202057j 0.00822127+0.0126224j 0.0129024-0.0120475j 0.0128988-0.0191409j 0.0237302+0.0184573j -0.00912477+0.010815j -0.000734149-0.0101864j -0.00874023+0.00524077j -0.00780681-0.00257295j 0.0138996+0.0085074j 0.0161951-0.00950772j -0.0283519+0.00235461j -0.00226608-0.0118086j -0.0144659-0.00441118j -0.0150771+0.00517939j -0.00147457+0.0115575j 0.00742971+0.0232653j 0.000728+0.00301039j -0.0230103+0.00934788j -0.0191077-0.0177541j 0.00115954+0.00232824j -0.0023124+0.0141004j -0.0230996-0.0361536j -0.000454651+0.00415118j 0.00271855-0.011306j -0.00149642+0.0113676j 0.0218104+0.0053299j 0.0103818+0.0123671j 0.00157782-0.0170673j -0.00652719+0.0031476j -0.0209712+0.00347932j 0.00834626-0.000739695j 0.0215589+0.00560948j -0.0150659+0.0199526j 0.00211178-0.00116739j -0.000687357+0.0107322j 0.0125994-0.00378178j 0.0160344-0.014202j 0.000279085+0.00808037j 0.00651928+0.0124219j -0.000428951-0.000829817j -0.000789173+0.00814336j -0.0137563-0.00351978j 0.00889786+0.00370857j -0.00855384+0.000805941j 0.00851834-0.00329824j 
-0.00418258-0.0111473j 0.00136764-0.002574j 0.00953242-0.00714869j 0.00319612+0.00372833j -0.0144871+8.64525e-05j -0.00908996-0.00929715j -0.0109769-0.00282732j -0.00785283+0.0101691j 0.0109493+0.0213621j 0.00642563+0.000255117j -0.0166542+0.00275739j 0.00924606-0.00597585j -0.00715558+0.0022833j -0.00115226-0.00118934j -0.0103046-0.00402225j -0.00909503+0.00589494j -0.00660929+0.00164275j 0.01533-0.00446933j -0.0119555+0.00965089j -0.0124427+0.00267352j -0.00942668-0.0119147j 0.0115443+0.00899453j 0.00378013+0.00525251j 0.00344996-0.00982151j -0.00481086+0.00359176j -0.00248732+0.00925742j -0.00282315-0.00314184j -0.00233812+0.00116332j -0.0194357-0.00897279j 0.00514811+0.010249j 0.00267886-0.00573773j -0.00103669-0.00748139j 0.0214207-0.00803774j 0.00492532+0.0180328j -0.00368307+0.00405852j 0.00756218-0.00179704j -0.00377106-0.00574595j -0.00989417+0.0176335j -0.00757365-0.000618774j 0.0100302-0.00512793j 0.00539971+0.00259457j 0.000509796+0.00020804j 0.0141411-0.0118459j -0.00229842-0.00915469j -0.0212017+0.021504j -0.00345707-0.00658402j -0.0247658-0.00265866j 0.0109432+0.00313464j -0.0140444-0.0155019j -0.0128056+0.0080083j 0.00104489-0.0025169j 0.0200052-0.0235065j 0.00988075+0.0242833j 0.016197+0.000633661j -0.00740058-0.0124305j 0.0128258+0.00580754j -0.00646409+0.0128726j -0.00815087+0.00643195j -0.00171772-0.00896199j 0.0389301-0.0100353j -0.0212062-0.0110293j -0.0044011+0.0158459j 0.0203113+0.00951236j -0.00851266+0.0262901j 0.00874686+0.00551788j 0.0112963-0.0111288j 3.51929e-05+0.0216447j -0.0306558-0.00151797j -0.00808633-0.00572305j 0.00855097+0.0128439j 0.0206143+0.00948107j 0.00248965-0.00231672j 0.00288079+0.00695448j -0.00567352-0.0159235j 0.00716156-0.0328301j -0.00789186+0.0151803j -0.00615762-0.0104461j -0.0250732-0.0113202j 0.00388553-0.00270408j 0.0150715-0.0120959j 0.00603816+0.00674734j 0.0113313+0.00523992j 0.0275617-0.00319747j 0.0128298+0.00683665j -0.00402932-0.00152231j -0.00454625+0.0122065j -0.012445-0.00178968j -0.0103045-0.00223655j -0.0059129+0.00995952j -0.003374+0.00215349j -0.00975656-0.00596506j -0.00233221+0.00348794j -0.00355541+0.00406202j 0.0247928+0.0029511j 0.0129523-0.00881591j 0.000847416+0.00458848j -0.0142322+0.0112737j 
0.0126057-0.0108777j -0.0209098-0.0080348j -0.0144694-0.00512451j -0.0109544-0.016186j 0.0139683-0.0123372j 0.00604794+0.0184723j 0.00203173-0.00778199j 0.0120044-0.00692446j -0.0126975-0.0131304j 0.013555+0.000124812j 0.000536233-0.00941046j -0.00431004-0.00683838j -0.0153834+0.00103001j 0.00216526+0.0138469j -0.00460739+0.00638922j -0.00172756+0.0243089j -0.0068373-0.0123373j -0.0123784-0.00449609j 0.0021935-0.00154273j 0.0104836-0.00704203j 0.00737369-0.0231489j -0.0221191-0.00455078j -0.0118153-0.00250412j 0.0132659-0.00925562j -0.00626675-0.00449876j -0.0201608-0.0100726j -0.00636128-0.0128261j -0.0079155-0.00895174j 0.00345411-0.00140186j 0.0108614+0.00434909j 0.00412169-0.0109838j -0.00487548+0.0131081j -0.012479-0.0136002j 0.0190087-0.0151878j -0.0218479+0.00246635j -0.0117586-0.00677889j 0.00910445+0.0156227j 0.000389202-0.00598237j 0.0162266+0.00730494j -0.0144144+0.0251225j -0.0104613+0.000562952j 0.000961876-0.0126654j 0.000347611+0.0188834j 0.0125185+0.00861353j -0.00919283-0.0046437j -0.0101951-0.0083204j 0.0223599+0.00243223j 0.00577203-0.00186986j 0.00401157-0.0166249j -0.00419219-0.00289706j 0.0123578-0.00200256j -0.00860425-0.000694843j 0.00256486-0.00927276j -0.00854199+0.032852j 0.00911097-0.00957815j -0.00374604+0.012064j -0.00515197-0.00238207j 0.00274132+0.0110376j 0.0072279-0.0062411j 0.000187471-0.0157799j 0.0140395+0.0107577j 0.00603426+0.0132917j -0.00930753+0.0195896j 0.0191373-0.00963574j -0.0027286-0.00247101j 0.00582408+0.00882676j -0.0155014-0.00571619j 0.00802681+0.0152512j 0.00108857-0.000637824j -0.00276182-0.000457081j -0.0135011+0.00695153j 0.00241216+0.0148108j 0.00667761+0.00416652j -0.0031427+0.00136327j -0.01577-0.0098492j 0.0151005-0.00358272j -0.00250215+0.0135422j -0.00204163+0.0070537j 0.00198341+0.0131965j 0.00366848-0.0149603j 0.00456447-0.00772707j -0.0175435+0.00250491j -0.0170816+0.00977793j 0.0153512+0.0107349j 0.011706+0.00418198j -0.0185369+0.00310454j 0.0090973+0.0148775j -0.00178471-0.00921827j 0.00276435+0.00653819j 0.00716228+0.0146385j 0.00322048-0.00467676j -0.00500353-0.000338349j -0.00675748+0.0205846j -0.00235415-0.00608308j -0.00429482+0.000223021j 0.00119589-0.00605091j 0.00900814+2.16682e-05j 
0.0025014+0.00364108j 0.00811328-0.00159723j -0.0185945-0.0183125j 0.0124046-0.00210677j -0.0141862-0.00581558j 0.00868892-0.0100691j -0.0078779-0.00231283j -0.00596295+0.00730138j -0.0249492+0.00295935j -0.00151059-0.0194677j -0.0187326-0.00839437j 0.00647871-0.00282869j 0.00382468-0.0132735j -0.0186745-0.013439j 0.0197183-0.0219149j -0.00275371+0.0228831j -0.0158915+0.0165135j -0.00471636-0.011005j 0.00132451+0.0119425j 0.0131614+0.0128937j 0.0115851+0.00643862j -0.00238133-0.00165953j -0.00232749-0.00472312j 0.00377215-0.0123596j 0.000713905+0.0258431j -0.00516747-0.000669337j -0.00554454+0.00497156j -0.00197083-0.00531733j -0.00198269-0.00200507j 0.00602874+0.000268121j 4.56922e-05-0.00418977j 0.00536268+0.0109916j -0.00345011-0.00376803j -0.00685529-0.0015717j 0.000503165-0.00316917j -0.00921437-0.0169503j 0.00702636+0.0104099j -0.000181926+0.0171782j -0.00409577+0.00936571j 0.00207301-0.00557384j 0.00832439+0.0109239j -0.00579518-0.00202561j 0.00217202+0.000500835j -0.00343668-0.0107884j -0.0229064-0.0172892j 0.00217023-0.0073541j -0.00684988+0.00475177j -0.00142085-0.00365014j -0.00117499+0.0120549j -0.0124927+0.011451j 0.0141084+0.00174042j 0.00232929-0.000210106j 0.0055713-0.00482711j 0.00642474+0.0135024j -0.00571792+0.0105751j 0.00399321-0.00143382j 0.00318952-0.0163343j -0.0175399+0.0126706j 0.00306626-0.00437058j 0.0162675+0.00593409j 0.00626693-0.0369211j -0.000175718-0.0032583j -0.00714511+0.00553812j 0.00253334+0.00810024j -0.00278101-0.000602658j 0.013436+0.0191064j -0.0083764+0.00521259j -0.0162613-0.00388475j -0.00801082+0.00419524j 0.0152324-0.00941654j -0.00400964+0.0125177j 0.0111537+0.0129418j 0.00632438-0.00642502j 0.000490483+0.0257409j -0.0198599-0.0114481j 0.0185783-0.00181535j -0.0052391-0.0194124j -0.00392962+0.0114603j -0.00223399-0.00996423j 0.0136391-0.00774609j 0.00196656+0.00144335j 0.00658884+0.00152476j -0.00852647+0.00598332j 0.0119575+0.00382524j 0.0142621-0.0102811j -0.0158986-0.0106948j -0.00236307+0.00189773j 0.0144752-0.00474661j 0.00727215+0.00534109j -0.000154368+0.00632256j -0.000821858-0.00598097j 0.00512462-0.00654441j -0.00827042+0.00302762j -0.00927034+0.00651301j 0.00307083+0.00740427j 0.00164644+0.00259013j 0.00278021+0.0039854j 
0.0188495-0.00506319j -0.0094174-0.030551j -0.0170863-0.0122295j -0.00511438-0.00408267j -0.0369469+0.0465094j -0.0113547-0.0260974j -0.00800691+0.0163882j -0.00974315-0.00719684j 0.00348884+0.00146824j 0.00915948-0.00592246j 0.0205518-0.0104023j 0.0118424+0.0123703j 0.0022908-0.00473542j 0.0161212-0.020048j -0.00075312+0.0109813j -0.00266873-0.00950747j -0.0214794+0.00581365j 0.00381414+0.00626048j -0.00226479+0.000682768j -0.00627892-0.00549684j -0.0145043+0.00928435j 0.0100324-0.0234289j -0.000243779-0.00768947j 0.00802821+0.0210519j -0.000811024+0.00583916j -0.00978241+0.00388007j -0.0205548+0.0183506j 0.00760769-0.00331428j 0.0177827+0.0115798j 0.00347269-0.00179044j -0.0109799-0.00154689j -0.00190923-0.00978606j 8.43528e-05+0.00260351j -0.00162119+0.0234862j 0.0314432+0.00273876j -0.00770549-0.0148042j -0.0132509-0.00732606j -0.0191692+0.000582273j -0.00717051-0.00120699j 0.00484888-0.00397659j 0.00222981+0.00511626j 0.00448818+0.021355j 0.00336037-0.0223655j -0.00948139+0.0118409j 0.0286401+0.00100277j -0.00156201-0.00171513j -0.0242286+0.00869949j -0.00459815+0.00265688j -0.00523211-0.0023207j -0.00608898+0.00354434j -0.00324573+0.00263332j 0.0043147-0.00211969j -0.00079848+0.00195823j -0.00704326-0.0380345j -0.00964242+0.0212438j 0.0139151+0.00600039j 0.0126139-0.005623j -0.0247706-0.0198122j -0.0160409+0.00157927j -0.0165725+0.00560853j -0.00518798-0.0308801j -0.00163785-0.00673362j -0.00198516-0.00662384j -0.00339836+0.00214325j 0.00565433+0.000373794j 0.00848148-0.0019389j 0.0229446+0.0110066j -0.0137688+0.0016769j 0.00263637+0.00685863j -0.011552-0.00621583j -0.00705132+0.00285654j 0.0103663-0.0159314j -0.00639149-0.00164105j -0.00235075+0.00226208j -0.00838064+0.00975593j -0.000863968-0.000855078j -0.0134113-0.0128553j 0.0153645-0.0149066j -0.00428363+0.000971895j 0.00219621+0.000273059j -0.00123659+0.0189772j 0.0113542+0.00611307j 0.0135803-0.00538458j 0.00702974+0.00842925j -0.0199621-0.00587814j 0.0113667-0.0239844j -0.00412374-0.00541111j 0.0157045+0.00808323j -0.00405992+0.00610293j 0.00730245+0.00191518j -0.0109596+0.0124245j 0.00399723-0.0146252j 0.000801215-0.0201929j -0.00441549+0.00410813j 0.0107873+0.00433374j -0.00751621+0.0117027j -0.00378459-0.00407705j 
0.0274705+0.0208808j 0.015385-0.0094269j -0.000577897-0.00571735j 0.00273108-0.00200863j 0.02381+0.0047319j 0.0104197+0.00452734j -0.0162302+0.00545405j 0.00299975+0.0237809j 0.0302578-0.0114189j 0.0158398-0.00776352j -0.00591324+0.0177984j -0.0050191+0.0131651j 0.00183001+0.00437525j 0.00288146-0.000988731j -0.00196047+0.00812289j 0.00645636-0.00735286j 0.00198433+0.00660581j 0.0327653-0.000846988j -0.0144751+0.00734404j 0.00603544-0.0111101j -0.00395745-0.000639358j 0.00976904+0.00968785j -0.000898818-0.00299346j 0.00426044+0.00451983j 0.00234052+0.00257284j -0.00681632-0.0109024j 0.00729521+0.00441342j -0.00797984-0.011028j 0.00942731+0.00509063j -0.00806156+0.00417924j 0.00454832+0.00590628j 0.0167925+0.0042296j -0.0140784+0.000612741j -0.0124882-0.00349831j 0.00180275-0.0187108j 0.00716699+0.00462452j -0.0115294-0.0145276j -0.00590793+0.0115036j 0.00617642-0.00489036j 0.00527594+0.0101216j 0.00656131+0.0111199j -0.00096685-0.00549982j -0.00898151-0.00236223j 0.00103374+0.00325871j 0.019775-0.0112304j 0.00136234+0.00534193j 0.00680763+0.0124573j 0.00434126-0.00345381j 0.00131-0.0172775j 0.0174423+0.0026277j -0.00222464-0.00433233j -0.00868466-0.00434251j 0.00417897+0.000421031j -0.00338569+0.0116548j 0.00280198-0.00797922j 0.00550654-0.00086613j -0.00684202+0.00102936j 0.0137981+0.00462106j -0.0016577-0.00230816j 0.00288881-0.00104525j -0.00228861+0.0162973j -0.0151367+0.00734214j 0.010779-0.0112572j -0.000297572+0.00407575j 0.000263818-0.000373153j -0.00338378-0.015292j 0.0137676-0.00755038j 0.00436133-0.0152362j -0.00307524-0.016427j 0.00422187+0.00555865j 0.00582467-0.00269386j -0.0108289-0.00693428j 0.0110955+0.015155j -0.00633613-0.00808295j 0.0112308-0.00536426j -0.0307983-0.00242301j 0.0108937+0.00151203j -0.00879463+0.00318916j -0.00151685+0.0078774j -0.0114145+0.00996775j -0.000885374+0.00217371j -0.00917619-0.00972713j 0.00202006+0.000387764j -0.00485118+0.00459379j 0.0071825-0.00519058j 0.0142589+0.0046721j -0.00590155+0.00537842j -0.0270635+0.0068531j -0.00821053-0.0146933j 0.00032196-0.00662031j -0.00440237+0.00406307j -0.00770643+0.00330133j -0.00269231-0.00253331j 0.0155858+0.00721702j 0.00151905-0.0146959j 0.0107323-0.00616491j -0.000462576+0.00294731j 
0.00486793+0.0135844j 0.00338027+0.00145636j -0.0268684+0.00109854j -0.0144601-0.00206653j -0.0115905+0.0181657j -0.0102697-0.0131993j -0.00607791-0.00256162j -0.0206024-0.00457275j -0.00024538+0.0107738j 0.0193533+0.00311634j 0.00893843-0.00178336j -0.00649968+0.00611924j -0.00272925+0.0084381j -0.00900779+0.00984802j -0.00445433+0.00340292j -0.0101181-0.00759065j 0.0032132-0.00121672j 0.00163464+0.00861214j -0.00207966-0.00618977j 0.00509808-0.0122488j -0.0017327+0.00780357j 0.0112109-0.00632196j 0.00417444-0.00502255j -0.00940792+0.00499132j 0.0178509-0.00446079j 0.00408701-0.0056657j 0.000711879+0.0101637j -0.0104451-0.00831994j -0.00297998+0.0116531j -0.00470088+0.00516281j 0.0147325-5.46265e-05j 0.00853705+0.000684431j 0.00618034+0.00536598j -0.00423968+0.00940596j -0.00120908+0.00853642j -0.00275031+0.0093927j -0.0118692-0.00108224j 0.0140322-1.22711e-05j -0.00841919+0.00408938j 0.00813155+0.00727567j 0.00999714+0.0169063j 0.00368883-0.00269143j 0.00157285+0.00617184j -0.0147885+0.0107896j 0.011492-0.00802287j 0.00540468+0.00804636j 0.0119873+0.00382961j -0.00969978-0.00320275j -0.00953102-0.00769106j 0.0122947-0.00199424j -0.013644+0.00720608j -0.0134821+0.000166616j 0.00750223-0.015981j -0.00108741-0.0130905j -0.0158318-0.0138188j -0.00524093-0.0146891j -0.0161129+0.0047166j 0.0221259-0.0078245j 0.00304801+0.0137388j -0.00211252+0.00208165j -0.024711+0.00372353j -0.00955328-0.0120887j -0.0181468-0.0174319j -0.00439898-0.0225018j 0.0254588+0.00649034j 0.0107281-0.006028j 0.00517657-0.0104673j 0.0209491+0.0147661j -0.00295998-0.0148778j -0.0279857-0.00991036j 0.0027308-0.0177604j 0.0109625+0.00525425j -0.0086465+0.00679965j 0.0124751-0.00695729j -0.0131842+0.00692439j 0.0152211-0.00420799j 0.00697206+0.00354991j 0.0326185-0.00444672j 4.54827e-05+0.00134677j -0.0149316+0.00753628j 0.00393983-0.00696793j -0.00178403+0.00724088j -0.00365468+0.00156351j -0.00643937+0.00640912j -0.00756505+0.000537927j 0.00214387+0.00288524j 0.0157515-0.00342901j -0.00290488+0.0104959j 0.00713664+0.00871989j 0.0139604-0.0031208j -0.0112245-0.00425811j -0.00542066+0.0107122j 0.0065026-0.0107857j -0.0160791+0.0024511j -0.000650376+0.0171277j -0.011061+0.000289002j 0.015683-0.0172887j 
-0.0137414-0.0130721j -0.0308429-0.0288j -0.0148132+0.0424128j -0.0666868-0.0180817j -0.00679097-0.0137285j 0.00782197-0.00573937j -0.0120596-0.00706475j -0.0120336-0.0024471j 0.0217596+0.0185995j -3.97588e-06-0.00547445j -0.00519318-0.00281067j 0.0168715-0.0179131j -0.00904591+0.00165236j -0.00936535+0.0112557j -0.00469359+0.00894332j 0.0151535+0.00804955j 0.00977092-0.00262441j 0.00955167-0.00182197j -0.0267169+0.000749156j -0.00478515+0.000532443j -0.0149138-0.00626724j -0.00147543+0.0164904j -0.011938+0.00387188j 0.00271276-0.0182865j -0.000949587+0.00891601j 0.0125739+0.0102141j 0.029221+0.0101175j -0.00335321-0.0100339j -0.022181-0.00786103j 0.00361372+0.00763914j 0.00118059-0.00545356j 0.00676498+0.0139003j -0.0064521-0.0205064j 0.0193739+0.000720622j -0.00823872+0.0200625j 0.0154711+0.00520622j -0.00349412+0.00331209j -0.0208883+0.00176943j 0.0218229+0.00699327j 0.00320884+0.00755377j -0.0193898+0.00406365j -0.00667775-0.0026346j -0.00295569+0.0263341j 0.00165609+0.00145595j -0.0306739+0.00723697j 0.00457786-0.00388474j 0.00399503-0.00137517j 0.0167346-0.0114861j 0.00104535-0.00855866j 0.00384168-0.0135306j -0.00152016+0.0053451j 0.00224306+0.0158303j -0.00476499-0.0185848j -0.0158686+0.0102019j 0.001531-0.0105005j -0.00950919+0.0138798j 0.00603587+0.0134121j -0.0226636+0.00304052j 0.00858055+0.0218072j -0.0102981-0.0130864j 0.00490436+0.0135589j 0.0189776-0.00581485j 0.00708827+0.00355747j 0.000114745+0.00618265j -0.00896681+0.000258862j -0.0103021-0.00110299j -0.0185828-0.000220406j -0.0096663+0.0170511j 0.0122338+0.0058675j -0.00226211+0.00629351j 0.0167817+0.0101768j -0.0170854+0.0220798j -0.00344861-0.00534024j -0.00368664+0.00487875j 0.00834457-0.0162302j 0.00674045+0.0011293j -5.39069e-05-0.00865266j 0.0091636-0.0140345j 0.00441142+0.00902503j 0.0132239-0.0145126j 0.0110777-0.0105418j -0.00493444+0.00371942j -0.00885754+0.00227335j -0.00481573+0.00471778j -0.00305905+0.0025181j 0.00555729+0.00106738j 0.00597991+0.00309519j -0.00207349-0.000230188j -0.00635489+0.00674153j -0.0102918+0.0355701j 0.00165332-0.00190014j 0.00108088+0.0167333j 0.011327+0.00040346j -0.00927506+0.00730416j 0.0271404-0.0112668j -0.025229+0.0130484j 0.0036154-0.00180215j 
-0.0150874-0.0344168j -0.050723-0.0279321j -0.00243835+0.0329916j -0.0504964-0.00268783j 8.45948e-05+0.011829j -0.025295+0.02473j -0.0193116+0.0473051j 0.0371769-0.0137616j -0.00133984-0.0251721j -0.0157874-0.00487981j 0.0146363-0.0322746j -0.00183431+0.00379219j -0.0132297+0.00335019j -0.00948402-0.0106788j 0.0190895-0.0116403j -0.00331583+0.0217425j -0.0203191-0.00863666j -0.025465-0.005729j -0.000892206-0.00358905j -0.000343049+0.00911099j -0.000305007+0.0018885j -0.00548432-0.0311541j 0.00445251-0.0050505j 0.0114532-0.000829394j 0.00185467-0.0106971j 0.0042323-0.00248488j -0.00849429+0.0127385j 0.000376267-0.00361225j 0.01655+0.00108314j 0.00683562-0.0103711j 0.00684922+0.00186749j 0.0130239-0.0194831j -0.0103544-0.0151744j 0.017602+0.0167463j -0.0198291+0.00138109j 0.0106414+0.00505638j 0.00192199+0.025736j -0.0249349+0.00488687j -0.0094213+0.0090386j -0.0121842+0.0157185j -0.0316589-0.0108055j 0.0133961-0.00907499j -0.00190765-0.0185603j -0.0243167+0.00168311j 0.00840401-0.00918353j -0.0216898-0.0037372j -0.0200561+0.00957062j 0.0190127+0.0034764j 0.00849529+0.00497168j 0.0111448+0.000282167j 0.0109598+0.00655355j -0.00809359-0.0199982j -0.0222977-0.00625444j -0.00157702+0.00895164j -0.00436384+0.0161724j 0.0038922+0.0100698j -0.0196431+0.0177648j -0.0111981-0.0235685j -0.0159725-0.0132981j 0.0201778-0.0242835j 0.0274149-0.00439409j -0.00075578+0.028822j 0.0246291-0.0165034j -0.0180665-0.0240384j 0.00275342-0.0072288j 0.0142815+0.0141191j -0.000925422+0.00823205j -0.0160201+0.0101919j -0.00377885-0.0209248j 0.0190694-0.00129741j 0.0267909+0.0113775j -0.00646536+0.0211109j -0.00874819+0.0165435j 0.00490403+0.00846025j -0.0115418-0.0235537j 0.00524577-0.02966j -0.00179845-0.0226033j -0.00400711-0.0212526j 0.00127322+0.00468431j -0.0114088-0.0101947j -0.00204173+0.00592707j -0.0150218-0.00289018j -0.0162281+0.00861929j 0.01622+0.012613j -0.00252448-0.00103415j -0.00921314-0.00185804j -0.00112948+0.0187712j -0.000689669-0.00846812j 0.0185929+0.0289001j 0.0158184+0.0138932j -0.012841-0.00622603j -0.00496959-0.00467161j 0.00738518+0.00726485j -0.0236924-0.00298082j 0.00998217+0.0134239j -0.0156583+0.0154725j 0.0112972-0.0159782j 
