0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
0.00171431-0.000565162j 0.00516125-0.00256056j -0.00127214+0.00514572j 0.00291883+0.0018126j -0.000770116+0.00176626j 0.00186941-0.000845812j -0.00285919+0.000797621j -0.000251151-0.00523689j 0.00056329-0.00125625j -0.00520611+0.00386072j 0.00241387+0.000405151j 0.000613993+0.0025941j -0.00376376+0.00289497j 0.00279725+0.000495225j 0.00467045-0.000389436j 0.00114304+0.000638486j 0.00173965-0.0015819j -0.00226017+0.0012676j -0.00274749+0.00181653j 0.0039589+0.00272228j -0.000222254-0.00107296j 0.00486154-0.00120459j 0.000668309-0.00265608j -0.00119687+0.00142813j 0.000963787-2.29194e-05j 0.000952998+0.00177566j 0.000228048-0.000514821j 5.71261e-05-0.000304355j -0.000429053-0.00199331j -0.000646067-0.00031003j 0.00179579+0.000168499j -0.000992183-0.000979336j 0.0013062-7.85888e-07j 0.000494499+0.000846772j 0.0018081-0.00228855j 0.000334127+0.0009529j 0.000418715+0.00222533j 0.00122431-0.000652505j 0.00146113+0.00124178j -0.00138983+0.000201099j 0.0012432+0.00109892j -0.000423144-0.00144486j -0.00107415+0.00149699j 0.000311653-0.00301056j 0.000186082-0.0028463j -0.00115353-0.00175376j 0.000303736+0.00163611j -0.00280519+0.00177433j 0.00293474+0.000751684j -0.0022911+0.000938396j 0.000884984-0.00120968j -0.00258204+0.0014575j 0.00284994-0.000722728j 0.00177292+0.000265324j -0.00207182+0.000498938j -0.00116118-0.00169178j 
-0.00343377+0.00555842j -0.00246807-0.000574051j -0.00114128+0.000993348j -0.00394012+0.000120563j 0.00348104-0.000376211j 0.000187452+0.00301717j -0.00105303-0.000121013j -0.0010137-0.00525035j 0.000871889-0.00379466j -0.00122956-0.00178095j -0.00269831+0.00136764j -0.00179379+0.00196748j -0.00285582+0.00128284j -0.00401752+0.001451j -0.00244753+0.00216264j -0.000145985+0.00136276j 0.000771463-0.00213639j 0.000166141+0.00267826j 0.000969904+0.000248207j -0.00418395+0.00476223j 0.00254766-0.000781538j 0.00035934-0.00105778j 0.00223484-0.00112738j -0.000224452-0.000975008j -0.00235723-0.00199342j -0.0036606+0.0024133j 0.000778008+0.00120641j 0.00187445+0.00131493j -7.2897e-05+0.000362958j -0.000797991-0.00135107j 0.000116849+0.00044984j 0.00254331-0.000562758j -0.00368588-0.000110657j -0.00294885+0.00297144j 0.00103624+0.00222764j -0.00229321+0.00315977j -0.000536884+0.00158326j -0.000528765-0.000417688j -0.00223718-0.000210492j -0.00206923+0.0012667j 0.000227769+0.000246439j 0.00253727-0.00191737j -0.00232067-0.00072543j 0.00230666+0.000406268j 0.000778322-0.00259463j 0.00261693-0.000830948j -0.00265676+0.000224118j 0.00148447+0.0003509j 0.000883013-0.000464992j 0.00137-0.000626661j 0.00306302+9.54522e-05j 0.00066829+6.20479e-05j -0.000750189+0.00343714j -0.00271816-0.00159782j -0.000978394+0.000270082j 0.00414093-0.000637314j 
-0.00176569+0.00080819j -0.000176577-0.0041786j -0.00251152-0.00127079j -0.0028665+0.00565887j -0.00142844-0.00398589j 0.0016742-0.000806704j 0.000916392+0.00246451j -0.00488701+0.00381341j -0.00336367-0.000852773j -0.00127014+0.00369093j 8.81399e-06+0.000349967j -0.00117123-0.000169462j 0.00079888+0.00368763j -0.000314498+0.00100056j 0.000805834-1.3856e-05j 0.000570159-0.00176461j -0.000144619-0.00137373j 0.00318594-0.00037996j 0.000186458-0.000499217j 0.00178439-0.00195934j 0.00196406-0.00120069j -0.00103586-0.00188877j 0.000106169-0.000261442j 0.000641509+6.68084e-05j -0.00333897+0.0020955j -4.32151e-05+0.00274337j 0.0029582-1.55814e-05j 0.00150545-0.00281201j -0.00126784-2.99709e-05j -0.00232526+0.000615606j 0.0013645+0.000630063j 0.00158743+0.000607601j -0.0016219+0.00291728j 0.001975+0.00180278j 0.00290244-0.000707607j 0.00285293+0.000242355j 0.00405308-0.00233994j -0.00250776+0.000121259j -0.000824035+0.000843444j -0.000216848+0.00330146j -0.000207093-0.00253583j -0.00166477-0.000657047j -0.000411342+0.00161973j 0.00097032-0.00142267j -2.17067e-05+0.00050319j 0.0011939+0.00163839j 0.000942571+0.000831586j 0.00175763-0.00226292j -0.000574401-0.00173248j 0.00106653+0.00100915j 0.0031296-0.00387049j -0.000866394-0.00213985j 0.00350898-0.001145j -0.000543833+0.00245422j -0.00147133+0.0034082j 0.00217988-0.000481985j 
0.00137581+0.0022539j -0.001181+0.00279561j 0.00174259-0.00143996j -0.00195071-5.2437e-06j 0.00229265+0.000383499j -0.00555052-0.00146377j -0.000194942+0.00367892j -0.00403163-0.000604641j -0.00182721+0.0005987j -0.00350398-0.00506496j -0.000278477+0.00127977j 0.00103544+0.00101031j 0.000755977-0.00225075j 0.00317572+0.00406811j -0.000313573+0.000692373j 0.00519975+0.0050645j -0.00186383+0.000300895j 0.0018271-0.0012055j 0.00212169+8.28317e-05j 0.00183917+0.00272627j -0.00253788-0.00308635j -0.00144498+0.000979051j -0.00111577+0.000256058j 0.000593814-0.00146375j -0.00408539-0.000564014j -0.00152616-0.000464709j -0.000143778-0.000465976j -0.000797291+0.000975001j 0.000452389+0.000914767j -0.000584801-0.0004193j -0.0010758+0.000654715j -0.0013916-0.00449753j -0.00106957+0.00115902j 0.0030981+0.000843731j 0.00146455+0.00168567j 0.00142356+0.000135446j -7.86283e-05+0.000944818j -0.0025123-0.00105235j 0.000242751+0.00198358j 0.00157755+0.000562919j 0.00250059+0.00471685j -2.03709e-05-0.0030015j 0.00186206+0.00277483j -0.00140802-0.00242845j -0.000560032-0.000532561j -0.000395047-0.000348871j 0.00268173+0.00463293j 0.00215733-0.00126417j 0.000591308+0.000466511j -0.002221+0.000405797j 0.00166723+0.00469867j 0.00292358+0.00128426j -0.00132582+0.000276498j -0.000748297+6.51272e-05j 0.000388327+0.00134799j 0.00210785-0.00133647j 
0.000564446+0.000893666j -0.00126124+0.00176501j 0.00141814+0.000643131j 8.68746e-05-0.00217833j 0.00228924-0.0013411j 0.00139695+0.00528756j 0.00157673-0.00366255j 0.000417668-0.00128633j 0.00181473+0.000100911j 0.000377727+0.00335735j 0.000677202+0.00130875j 0.000436894-0.00131743j -0.000928706+0.00121675j -0.000596301-0.00351311j -0.00168269+0.00115341j -0.000554906-0.00392237j -0.000102756+0.00130185j -0.00102407-0.000645992j 0.000598627+7.01537e-05j -0.00151913+0.0024467j -0.000233272+0.00293642j -0.00127997+0.00180806j -0.000792923-0.00205971j -4.03547e-05+0.00153734j -0.000674742+0.00293789j -0.00191452+0.00197951j -0.00178043+0.000591387j 2.43343e-05+0.000518788j 0.00159183-0.00255873j 0.000381462-0.000546599j 0.000549117+0.000285234j -0.00178881+0.0017528j 0.000954282-0.00132929j -0.000753756-0.000778885j 0.000548277-0.00163903j -0.00225399+0.0012417j -0.000365897+0.00187037j 0.000865514+0.000314353j 0.00064576-0.00213027j -0.00093787-0.00135153j 0.00231194-0.00326746j 9.89745e-05+0.00152589j 0.000579163-0.00182638j -0.00099274+0.00238223j -0.000563462-0.000183562j -0.000168661-0.00148902j 0.000904835-0.00419428j -0.000799928+0.00134182j 0.000655737-0.00107409j 0.00167591+0.000636152j 0.00192562-0.00155245j 0.00135917-0.000502514j -0.00209276+0.00161387j -0.000887787-0.00169504j 0.00129993-0.00153324j -0.000438521-0.000264928j 
0.00115686+0.0010629j 0.000131398+0.000879997j 0.00261688+0.0015111j -0.000928434-0.00110062j -0.00111472-0.000693328j 0.00568418-0.00498774j -0.00616499-0.00151934j -0.00257953-0.00359396j -0.000939538-0.00256055j 0.00518252-0.000642704j 0.00180779+0.00046252j -0.000389167+0.00110332j 0.00250125+0.00168161j -0.00409383+0.00238848j 0.00196499+0.000840874j -0.00544588+0.00392477j 2.06275e-05-0.00163615j -0.000196116+0.000936627j 0.000157911+0.00275881j 0.00206431+0.00374127j 0.0031974-0.0029408j 0.00151268+0.000601736j -0.00328141-0.00287346j 0.00262053+0.000335161j 0.00234143-0.000841959j 0.00117213+0.00327822j 0.000925018-9.51759e-05j -0.00157134-0.000866975j -0.00267557-0.00103521j -0.000479795+9.67648e-05j 0.000113954-0.000370177j 0.00370169-0.000375269j -0.00125418-0.000499589j 0.00129597+0.00144491j -0.00197177-0.00189668j 0.00154317+0.00244535j 0.00221766+0.00140988j 0.000384687-0.00265682j -0.00269237+0.000352294j -0.000846231+0.00194374j -0.00456113+0.000490895j 0.00247684-0.000510096j -0.00281161+0.00173393j 0.00315102-0.00117463j -0.000431213+2.46524e-05j -0.0020765-0.000867811j -0.00534444+0.0017705j 0.00172897+0.00241915j -0.000508741+9.66422e-05j -0.000846005-0.0023413j -0.00365549-0.00052439j -0.00110367+0.00130681j 0.00168701+0.00031575j -0.00112701+0.000466284j -0.00227422-8.52987e-05j 0.000556585+0.000814854j 
0.00124597-0.000183677j 0.000682166-0.00377342j 0.00366116+0.00254195j 0.000450882-0.000715801j 0.0022797-0.000384234j 0.000200142+0.000644045j -4.70676e-05+0.00323382j -0.00774438-0.00122561j -0.00140061-0.00119381j -0.00137501+0.00697855j 0.00174843-0.000733397j 0.0022884+0.00179846j 0.000667384+0.00402798j 0.00192422-0.00170625j 0.00180156-0.00361327j 0.00383554-0.00163855j -0.000899245-0.00265059j 0.000363388+0.00176367j 0.000856532+0.00197191j 0.00643951-0.000913598j -0.00160027-0.000979576j 0.00229695-0.00237733j -0.00169384-0.00199675j -7.65703e-05-0.000564339j 3.13887e-05+0.000479478j 0.000429501+0.000808388j 0.00151565-0.000386212j 0.00124648+0.000265591j -0.00365201-4.18627e-05j -0.00205947+0.000460461j -0.000176576-0.00221828j -0.00264232-0.00116272j -0.000950264+0.0004343j 0.00173612-0.000317861j -0.000456789-0.00452401j 0.00177719+0.00094095j 0.00310881+0.00152865j -0.00196324-0.000129431j 0.000805587-0.000938749j 7.79083e-07+0.00193713j 0.00268786-0.00122214j -0.00222103-0.00120784j 0.00103192+0.00057263j -0.00231892-0.000453796j -0.00328655-0.00153647j -0.00190615-0.000379201j 0.00198212-0.000436706j 0.00106349+0.00209085j 0.00120321-0.00264539j 6.37874e-05+0.00207409j 0.00190133-0.001512j 0.00120737+0.00141783j 0.00119191-0.000461018j -0.000517383-0.0010109j -0.000491097+0.00133317j -0.0014443-0.000948342j 
0.00159453-0.00271704j 0.000998259+0.000796989j 0.00203877-0.00180636j -0.00033934-0.000723504j -0.00158357-0.00159221j 0.00311952-0.00264208j -0.00142076-0.00093685j -0.000991542+0.00266848j -0.000689032+0.000733293j 0.00391461+0.000535211j 0.00176886-0.000588544j 0.00118098-0.00145687j 0.00254014-0.000311019j -0.00108587-3.96113e-05j 0.000547247-0.000795068j -0.00271094-0.000620317j -0.00102011+0.000960514j 0.00059004-0.00037361j 0.000309988+0.000259549j 0.00211894-0.00168694j 0.000242948-0.000437771j -0.000318653+0.000421694j -0.00229946-0.000334013j 0.00098166-3.8036e-05j 0.00239398+0.000383147j 0.00148893+0.000243374j 0.000161727-0.000333082j -0.000671892-0.00108564j -0.000501226+0.000897176j 0.000422987+0.00101138j -0.000855074-0.000440375j -4.23288e-05+0.000927329j 0.000279923+0.000431998j 0.00155321-0.00148284j -0.0020913-0.00117047j 0.00200201-0.000356749j 0.00177754-0.000496741j 0.000145043-0.000263292j -0.00120268-0.000138783j 0.000585428-8.11913e-05j -0.00195177-0.00140971j -0.00041711+0.00114294j -0.000383663+0.000294076j 0.00116291+0.000645792j -0.000645727+0.00259882j -0.00244994+0.000729085j -0.00169232-0.000392065j 0.000688337+0.000262154j -0.00137825+0.000286003j -0.000471813-0.000634843j -0.00212131-0.00070789j -0.00018958-0.000742773j 0.00133332-0.00101993j -1.47576e-05+0.00141036j -0.00126212-0.000448953j -0.0014359+0.00189195j 
-0.00119202+0.000186659j -0.00177641-0.00348398j -0.00120454+0.00235686j 0.00511621+0.00212186j -0.00302843+0.00381132j -0.00334334-0.00384865j 0.000767376+0.00264272j 0.00400467+0.00265616j 0.000164392+0.00127942j 0.00276413-0.00020646j -0.000439949-0.00235965j 0.000791432+0.000793365j 0.000481989-0.00112862j 0.00184178+1.52368e-05j -6.48975e-05-0.00320646j 0.000114773+0.00190872j -0.000319624-0.000360999j -0.00196508-8.98798e-05j 0.000146359+0.000519153j -0.0023261-0.00477484j -0.00209776-0.00187357j 0.00206742-0.00252523j -0.000369049+0.00248899j -0.000579079-0.00124467j 0.00208364-0.000151959j 0.00285128-0.000573159j -0.00192392-0.00116575j -0.00182403-0.0014533j 0.000928469+0.00248886j 0.00238135+0.000953409j 0.000459799+5.09445e-05j 0.00131767-0.00178344j 0.00246322-4.75322e-05j -0.000470554-0.00235818j -0.00364216-0.00140851j -0.00120996-0.00200071j -0.00181962-0.00430903j 0.0012218+0.00168749j 0.00164166+0.00164556j 0.00133451+0.00027184j -0.000806787+0.00253299j -0.000144984+0.000330915j 0.00163231+0.000721743j -0.00180614-0.00232417j 0.00119538-0.000576675j 0.00119448+0.00116409j 0.00106334+0.00155246j -0.0010611-0.000952101j 0.000403985+0.000171515j -5.78095e-05+0.000746398j -0.00268543-0.000828907j -0.00191514+0.00173425j -0.000574194-0.00382431j 0.00294486+2.16725e-05j 0.00190728+0.00296926j 0.00051127-0.00138032j 
0.0010751+0.00597188j -0.0043685+0.000858869j -0.000991969+0.00155741j 0.000965707+0.00501541j -0.0019596-0.00276071j 0.00285871+0.000872229j 0.000934508-0.00129092j -0.00114193+0.00405206j -0.00119022-0.000309372j 0.00314685+0.00277725j 0.000434614+0.00146521j 0.000172594+0.00244158j 0.00265028+0.000895029j -0.000655135+0.00151707j -0.000285908+0.00206254j -0.00212779-0.00117276j -0.00128522-0.00082554j 0.000580091-0.00226909j 0.000120256-0.000179833j 0.000214826+0.000199457j 0.000752265-0.00253142j -0.000675724+0.000913436j -0.00140519-0.00217296j 0.000276163-8.34678e-05j -0.000785977+0.00424998j -0.000849788+0.00473543j 0.000103873-0.00205431j 2.80672e-05-0.00340521j -0.000655663+0.00230483j -0.00046102+0.00284675j -0.00103332+0.00123538j 0.000745055+0.000346643j 0.000748812+0.00297199j 0.00230653+0.00123796j 0.000400611-0.00358224j 0.000463372+0.000469011j 0.000704067-0.00158267j -6.08822e-05+0.00267555j -0.00166236+0.00129648j 0.00147392+0.0016523j -0.00237412-0.00091184j 0.000308943-0.000614966j -0.000252289+0.000643894j 0.000780817-0.000808511j -0.000867002-0.000227642j 0.000857084-0.00190035j -0.00146662+2.63053e-05j 0.000453376-0.00172413j -0.00105981-0.000770964j 0.00147607-0.00171366j -0.000512945-0.00478761j -0.000500865-0.000999128j 0.000676604+0.000393778j -0.00113757+0.00150687j 0.00128036+0.00237215j 0.00256889-0.00337207j 
0.00111724-0.00087271j 0.00560113+0.0036936j -0.00724242-0.00479288j -0.0034471+0.00668153j -0.00405454-0.00356472j 0.00123651+0.00067111j -0.000334498-0.000478526j 0.00341205+0.00471323j 0.000162683+0.000789013j -0.00503684-0.00407723j -3.40301e-05+0.00100311j -0.00258341-0.000698181j -0.00269334-0.0042496j 0.0015261+0.00282876j 0.00232846+0.00411953j 0.00102454+0.000145654j 0.00206947+0.00252465j -0.00184141-0.00399551j -0.00207311-0.00424196j 0.000421309-0.000728152j 0.000794983-0.000359121j 0.00312667+0.00518985j 0.00138485+0.00301434j -0.000972656-0.00252614j -0.000320579+0.00289199j -0.000953173+0.00155219j 0.00116594+0.000676187j 0.000969954-0.00114689j 5.4741e-05-0.000668945j -0.000534183+0.000240253j 0.000675162+0.00345768j 0.00100838+0.000843218j 0.00014778+0.00303091j 0.000436822-0.00113324j 0.00310017+0.000753971j 0.000420609-0.00195955j 0.000966965-0.00147555j -0.00102388+0.00227539j -0.00118269+0.00242384j 0.000517433-0.000415545j -0.000948744+0.00015104j -9.97074e-05-0.00105741j -0.000244686-0.000652889j 0.00290575-0.000637049j 0.0025389+0.00147544j 0.00113235+0.00192918j -0.000527858+0.00108622j -0.000627436-0.00501302j -0.00102948+0.00214665j -0.00124218-0.000896543j 0.00298441-0.000697484j -0.00124603-0.00534185j 0.00343037+0.00299189j -0.000876538+0.00416288j -0.00152123-0.000323169j 0.00138074-0.0016591j 
-0.00772573-0.00292177j 0.000882581-0.00751981j -0.00174246-0.000989366j -0.00291443+0.00102196j 8.90335e-05+0.000399987j -0.00135561-0.00236278j -0.000452444+0.00174808j -0.000460332+2.85263e-05j 0.00102751+0.000546926j 0.000283549+0.00240512j -0.000430008-0.00183792j -0.00168323-0.0012638j -0.000739279+0.00155565j -0.00123351-0.00136203j -0.00146039-0.00310841j -0.00128069-0.000180675j 0.000742459-2.46623e-05j 0.00105654+0.000370532j -2.48472e-05+0.00152353j -0.00205183-0.0034081j 0.00197774-0.000327423j 0.000376007-0.00220006j 0.000502333+0.000376239j 0.00115788+0.000538887j -0.00227891-0.000461345j -0.00306684-0.00169005j 0.000297112+0.000139648j 0.00133364-0.000698499j -0.000903641-0.000150593j -0.000712663-0.000143888j -0.000251845-0.00106415j 0.00156916+0.000781169j -0.000932135-0.000851946j -0.00102765-0.000663359j 0.00142101+0.000111901j -0.000918068-0.00154164j 0.00170342-0.00255924j -0.00189392-0.000752369j -0.000508282-0.0010465j -0.00155139+0.000902422j -0.000336792-0.00141938j 0.00137062+0.00163931j 8.01271e-05+0.00102227j 0.00124484-0.000807824j 0.00221095+5.45891e-05j 0.000991156+0.00278342j -0.000449176-0.000874283j 0.00111868+0.000782056j 0.00134057+6.37885e-05j 0.000432547+0.00269307j 0.00276016-1.62489e-05j -0.000803221+0.000569491j -1.86109e-05-0.00311817j 0.00116574-0.000800429j -0.00396863+0.00259633j 0.00321147+0.00523308j 
0.00186999+0.00219773j 0.00104946-0.00156636j -0.00364621+0.00750738j 0.00718098+0.00351092j -0.00289318+0.00313302j 0.00129816+7.56492e-05j -0.000437374-0.00119635j 0.00458813-0.00395979j 0.000839972-0.00010855j -0.00337259+0.00338667j 0.00090649+0.00119214j -0.000167288+0.00311298j -0.00322865+0.0023497j 0.00225711+9.5734e-05j 0.0037956+0.000416143j -0.000254244+0.000197117j 0.00180637-0.000925547j -0.00358192+0.000752884j -0.00330429+0.000813855j -0.000713838+0.00351408j -0.000152275-0.000678361j 0.00321565-0.000134619j 0.00208592-0.00172514j -0.0017252+0.00135342j 0.00239182+0.00199131j 0.00213566+0.00200004j -0.000510205-0.000737556j -0.000929757-0.00116534j 0.000676386-0.00105775j 0.000956951+0.000384772j 0.00326659-0.000859751j 0.00119254-0.00168132j 0.0030388-5.91088e-05j -0.000247474+0.00104919j 0.00135535-0.00425229j -0.00240866+0.00117875j -0.00284953+0.00035768j 0.0029602+0.00153889j 0.00212521+0.00157626j -0.000329377-0.000936389j 0.000131468+0.00150261j -0.00056283-0.000879562j -0.00065457+1.24272e-05j -0.0010174-0.00306397j 0.000372304-0.00341j 0.00162187-0.00319238j 0.000589274+0.000774742j -0.00485921+0.000721525j 0.0018732+0.000754905j -0.000482169-4.65796e-05j -0.00157994-0.00343262j -0.00412016+0.00141129j 0.0018372-0.00160449j 0.00275823+0.000611809j 0.00156605+0.00124404j -0.00116538-0.00395112j 
0.00419949-0.00583522j 0.0049957+0.00176808j 0.00337089-8.13255e-05j 0.000923243-0.00438631j 0.000243674+0.000908673j 0.00153935-0.00191487j -0.00223246+5.44683e-05j -0.00186067-0.00172032j -0.000565167+0.000234286j -0.000679558+0.000507118j 0.00195031-0.000550761j 0.00188304-0.00114907j -7.95453e-05+0.000174241j 0.00122344-0.000928209j 0.00311632-0.00184213j 0.000824196+0.000139681j 0.00018605-2.75363e-05j -0.000781959+0.00157093j -0.000447886+0.00118184j 0.00485189-0.000483811j -0.000493449+0.000645913j 0.00188811-0.000141399j -0.00176411+0.000143866j 0.00041084+0.000684262j 0.00201842-0.00163671j 0.00301781-0.00157234j 9.7766e-06+0.000513764j -0.000747979+0.00167041j -0.000720585-0.00158621j 0.000102801-0.000885932j 0.00114606-0.000924353j -0.000954425+0.000113702j 0.000584003-0.00170936j 0.0010114-0.00165829j -0.00232592+0.000618219j 0.0017437+0.000311916j 0.00246371+0.00210123j 0.000823102-0.00266752j 0.00151183-0.000594102j -0.000909046-0.000638443j 0.00149971+5.32288e-05j -0.00185684+0.000567582j -0.00059572+0.000721908j -0.00100987+0.000869281j -0.00141917+0.0014136j -0.00322811+0.000233362j 0.00120488+8.54572e-05j -4.89325e-05+0.00207637j 0.000123177+0.000252794j -0.00180413+0.000301255j -0.0016678+0.00244733j 8.80054e-05+0.000653728j 0.00165961-0.000330901j 0.000670488+0.000181187j -0.000233522-0.00347375j -0.0054073+0.00129622j 
0.0046976+0.00873044j -0.00799124+0.0067275j 0.00373342+0.000175437j 0.00128657-0.000793122j 0.0016217-0.00143919j -8.93562e-05+0.0023676j 0.000657022-0.00102933j -0.00209848+0.000181226j -0.000594205-0.00149823j 0.0039226-0.00333492j -0.000334785+0.000950909j 0.00109804+0.00140063j 0.00390703-0.000831059j -0.00148765+0.00214843j -0.00214213+0.00415859j -0.000465145+0.00221286j -0.00149479-0.000154205j 0.00136079-0.00163042j 0.00284559-0.00115618j 0.000689656+0.00504619j -0.0012404-0.000434865j -0.00463219+0.00220484j -0.00261863-0.000947875j 0.00129695-0.000957582j 0.000775478+0.00102983j 0.00117155+0.00344284j -0.00072809+1.35254e-05j -0.00158513+2.19064e-05j 0.00137365+0.000367414j 0.000782931+0.000152797j -0.00201338+0.00123346j -0.00111295-0.000888502j -0.000629443+0.000839714j 0.0015149+0.0019779j -0.00142235-0.00109012j 0.000869116+0.00217474j -0.00260039+0.00246496j 0.000613263+0.00111691j -0.00136078+0.000706391j 0.00130078+0.000450503j -0.00130739+0.00133059j 0.000863329-0.00270166j 0.000739069-0.00116496j -0.00142162+0.000240228j -0.00243106-0.00112992j -0.000706894-0.00274176j -0.00120751+0.00134803j 0.00146123-0.000312863j -0.00124168-0.00168966j 0.00153006-0.00276595j -0.00289627-0.000948427j 0.0029862+0.000628055j -0.00378745+0.00344755j -0.00260657-0.00121523j 0.00498797+0.00126412j 0.00230218-0.00618753j 
0.00784146-0.00409324j 0.00612434+0.00728655j -3.70841e-05-0.00335768j -0.000907661-0.000996296j -0.00142001-0.00165912j 0.00249272+3.16734e-05j -0.00111398-0.000909872j 0.000375232+0.00183294j -0.00148366+0.000492117j -0.00292897-0.00363729j 0.00105611+0.000591014j 0.00132408-0.00106015j -0.00101546-0.00362935j 0.00170762+0.00122665j 0.00366968+0.00212989j 0.00154937+0.000310379j -0.000288847+0.00135166j -0.00142457-0.00139781j -0.00103495-0.00209513j 0.00396492-0.000431729j -0.000414442+0.000775303j 0.00179205+0.00374688j -0.0011552+0.00165302j -0.000879606-0.00111925j 0.00060622-0.000481676j 0.00271793-0.000156876j -1.21853e-05+0.000536093j -0.000356323+0.00127j 0.000973858-0.00102039j 0.000250041-0.000567959j 0.00135299+0.00264131j -0.000509537+0.00124389j 0.00094836+0.000808932j 0.00204268-0.00180972j -0.000950238+0.00166809j 0.00194951-0.00103505j 0.00252514+0.00242999j 0.00108741-0.000829089j 0.000569544+0.00144675j 0.00032492-0.00126099j 0.00119984+0.00117874j -0.00235745-0.000784361j -0.00129193-0.000468142j 0.000623108+0.00117535j -0.000570381+0.00241191j -0.0024295+0.000731018j 0.00119321+0.00121725j -0.000316193-0.00150367j -0.00153606+0.0014238j -0.0026655-0.00129851j -0.000571924+0.00255325j 0.000296348-0.00291775j 0.0032997+0.00323402j -0.000894683+0.00253828j 0.000968026-0.00427511j -0.00519556-0.00199533j 
