0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
0.00128649+0.00147004j 0.000500486-0.000997148j 0.00249722+0.000663942j 0.000558826-0.000960047j 0.00207564-0.000105881j -1.21635e-05+0.00151652j -0.000638987+0.00151557j 0.000340058-0.00171431j 2.78912e-05-0.00373655j 0.000290862-0.00070552j 0.0015319+0.000667405j 0.000862233-0.000588389j -0.00200747+0.00318364j -0.00135111-0.000378316j -0.00011448+0.000668135j 0.000308829-0.00083232j -0.00317531-0.00101744j 0.000530531+0.00845174j 0.00148478+0.000374582j 0.000602158+0.000497151j -0.00472734+0.00355355j 0.00280839-0.00294966j 0.00258541-0.00210824j -0.00102634+0.000333651j 0.0017012-0.0020119j 0.00192249+0.00108081j -0.00297147+0.00578794j -0.00186208+0.00155364j 0.0051914+0.00204778j -0.00252981+0.00165778j -0.0041833+0.00100294j -0.0032386+0.000825162j -0.0014743+0.00260949j -0.00252738+0.00318948j -0.00369211+0.000583059j -0.000143987+0.00327381j -0.000939322-0.00170182j 0.00138515-0.00218207j 0.00416947-0.000556397j 0.00310037+0.00139703j 0.00098062+0.000755064j 0.000788694-0.000292575j -0.00181896-0.000964749j 0.00165946+0.00167136j 0.000814952-0.000479406j -0.000384513-0.00106511j -0.000726184-0.000262312j -0.000691623-0.00220652j 0.00215344-0.000166965j -0.000883208-0.000316339j 0.00104383-0.000447783j 0.000290923+0.000342851j -0.000367124-0.000103178j 2.29551e-05-0.000386199j -0.00110891+6.11452e-05j 0.000250414-0.00107914j 
-0.000438389-0.000910717j -0.00133504+0.000723926j -0.000276645-0.00106956j 0.000395103-0.00143237j -0.000135403-0.000313305j 0.000543588-0.000239306j 0.000947531-0.00118491j -0.000992922-0.00269022j 0.00128066+0.000327997j -0.000257253-0.00391934j 0.00100497+0.00085309j -0.00290338-0.00323372j 0.00179946+9.64916e-05j 0.00327641-0.00268969j -0.00226947+0.0026936j -0.00342881+0.00156295j -0.00206426+0.0039821j -0.00603922+0.00622964j -0.000815973-0.00157719j 0.00153756+0.00835864j 0.00117347+0.00473138j -0.00180228-0.00276993j -0.00110224+0.00156483j 0.00231072+0.00212856j 0.0016985-0.00101795j -0.00515276-0.000535415j -0.00719305+0.00528251j 0.00147581+0.00180844j -0.0040062-0.00102895j -0.00334983-0.00364534j 0.0041695-0.00262512j -0.000142335-0.00202995j -0.00158845-0.00203141j 0.00175373+0.00347617j -0.000140317+0.00148165j -0.00598626+0.00289904j -0.00114403+0.00262748j 0.00200197-0.00107267j 0.000874994-0.000477021j 0.00113726-0.00255261j -0.00221042-1.37169e-05j -0.00162519-0.000778481j 0.00437068-0.00213385j -0.0015168-0.000134105j -0.000469882-1.43722e-05j 0.000321656-0.000603216j -0.00248426-0.000547589j 0.000355646+0.000192633j -0.00206158+0.000236385j 0.00216959+0.000391289j -0.00210151-0.000320964j -0.000160112-0.000517657j -0.000160542-0.00045484j -0.000564065+0.000339983j 0.0010344+0.000761706j -0.000555532+0.000628395j 
-7.49915e-05-0.000422928j 0.000353782+0.00124925j -0.000162824-0.000181139j -0.000113507-0.000908747j 0.000415399+0.000336286j -0.000369192+0.000183192j -0.000270492-0.000311877j 0.000570306-0.00119365j 0.00138314+0.00160783j -0.00161525-0.000486036j 0.000223515-0.000156195j 0.000848743-0.00125335j -0.00171605-0.00114095j -0.00154666-0.000897676j -5.42408e-05-0.000417914j 0.000916805-0.000313717j 0.00109676-1.53836e-06j 0.00215119-0.00185524j -0.0018888+0.0012682j 6.19608e-05+0.00372829j -0.0040501-0.00306163j -0.00108419+0.00278019j -0.00127727+0.00231675j -0.00056015-0.00284678j 2.42626e-06+0.00130152j 0.000224446+0.00105652j 0.00328379-0.000853696j 0.000269723-0.000176676j 0.00297656+0.00211405j -0.00095018-0.00380475j -0.00229234-0.00337174j 0.0016184-0.00212598j 0.00209894-0.00140944j -0.000702161-0.00564523j 0.00176496-0.00233057j -0.00193358-1.41962e-05j -0.00266969+0.00215591j -0.000485142+0.000329037j 0.00272574+0.00397904j -0.00149786+0.000542106j 0.0011332-0.00152127j 0.000879486-0.000821818j -0.000820143-0.00211247j -0.00182463+0.00141347j -0.0012243+8.41331e-07j -0.00143823+0.000966627j -0.000456757-0.00120907j 0.000428846+0.00118931j -0.000776594+0.00134626j -0.000583333+0.00108629j 0.00104071+0.00062158j 5.11486e-05-0.00125847j -0.000107989-7.80547e-05j 0.000723904-9.96304e-05j -0.000112214+0.000617437j 0.001078+0.000553489j 
-0.000924185+0.000731404j 0.00129958+0.000327742j -0.00073675+0.000147218j -0.000529051+0.000507812j -0.00223343+8.8849e-05j -0.000203747+0.00132048j -0.00358307+0.000906781j -0.00102618+0.00134784j -0.00175552+0.000329393j 0.000803215-0.00113379j 0.00139841+0.00186795j -0.00270419-0.000996782j 0.00132135+0.00136785j -0.0025405+0.00105654j 0.00565381-0.000900782j -0.00114955-0.00237191j 0.000303846-0.00150991j -0.00334261+0.00389924j 0.0031529-0.00345399j 0.00196094+0.00219459j -0.00294146+0.00265149j 0.000410379+0.00189535j 0.00260595-0.0027734j 0.00313231+0.00278491j 0.00244993-0.00144358j 0.00109564+0.000884829j -0.00283063+0.00232464j -0.00373077-7.82628e-06j -0.0052764+0.00087219j 0.00302974-0.0072056j -0.0068464+0.000736896j 0.00283552+0.0005891j -0.00258031+0.00129482j -0.00100293+0.00340131j 0.00187612+4.28988e-05j -0.00168738+0.000869045j 0.00437652-0.00364233j 0.000905016-0.00195475j -0.00210008+0.004031j 0.00209975+0.00298312j -0.000194248-0.00198072j 0.000664439+0.00209737j -0.00275793+2.95113e-05j -9.58942e-05+0.00167955j 0.0013631-0.000254027j 0.000993882-0.00180842j 0.00578387-0.00329859j 0.00121625-0.00127233j 0.00213635-0.000949708j -0.00145116-0.000555668j 0.000346-0.000113201j 5.48769e-06-9.55855e-07j -0.00179651+0.000107663j 0.00188352-0.000905048j 0.000941995-0.00136429j 0.0011216-0.00100115j 
0.00108208+0.000407097j -0.000734244-0.00121357j 0.00158342+9.48115e-05j 0.000584813-0.0010983j 0.00168844-0.000330182j -0.000744339+0.000554618j -0.000319994+0.000628281j 0.00175299-0.00259107j -0.00215875-0.002522j 0.00228101+0.000668254j -0.00208522-0.000961623j 0.00123108-0.000457408j -0.00156812+0.00221321j -0.00397458-0.000697911j 0.000564794-0.000104316j 0.00266877-0.0015746j -0.000911086-0.00181891j 0.0031517-0.00113079j 0.00149225+0.00187461j -0.00521321-0.000573423j -0.00274096-0.0014368j 0.00285477-0.00117311j 0.00267274+0.0015631j -0.00236613-0.00220443j -0.000720625-0.000858356j 0.00621721-2.87046e-05j 0.00351905-0.00126196j -0.00239941-0.000531986j 0.00271493-0.0017208j 0.00163641+0.000774314j -0.000840555-0.00202283j 0.00158352+0.00115829j 0.000880904-0.000965497j -0.00355612-0.00229374j -0.00134051-0.000468416j 0.00188216+0.000723863j -0.00336023+0.00213547j -0.00105467+0.000397727j 0.00159257-0.000167443j 0.00229879+0.0020812j 0.00239846-0.00128002j 0.00277755-0.000940788j -0.00201791-0.00216549j 0.00030955+0.000859189j -0.000911809-0.000554263j 0.000705701+0.0024546j -0.000737269+0.00194254j -0.000502727+0.00088057j 0.000405937-0.000632012j -0.0016265+0.000143602j 0.000928235-0.000631004j 0.0010599-0.000415501j 0.000536322+0.000655549j -0.00111395+0.000107409j -0.00106578+0.0011682j -0.000666315-0.000319242j 
0.00120317-0.00028064j -0.0010759-0.000335675j 0.00116686+0.00131862j 0.000396551+0.000342936j 0.000454934+0.000221031j 0.000741554-0.000557249j -0.000501475-0.000285703j -0.000622892+0.000311469j 0.000906542+0.0020529j 0.00113197+0.00188398j 0.000752786-0.000180246j 0.00141166+0.00152381j -0.000689627-0.0010339j -0.00663492-0.000598576j 0.00134448-0.00255412j -0.000424297+0.000355369j -0.0043099+0.00110964j -0.00533848-0.00109596j 0.00265617+0.000247937j 0.000134862-0.00201924j -0.000274527-0.00274622j -0.0023861+0.00084137j 0.00242581-0.00354678j 0.00162469-0.00218999j 0.00216901+0.00511483j 0.0023338+0.00209409j -0.00302042+0.00138834j -0.00121308+0.000900609j -0.000437211-0.000484799j -0.0039238+0.00133164j -0.00163596-0.00072889j -0.00017666-0.00214079j -0.00402679+0.000890711j 0.00180768-0.0031208j -0.0021738-0.00535364j -0.00181901-0.00261323j 0.00358845-0.00368345j -0.000778954+0.000835524j 0.000482144-0.00080514j 0.00267653-0.000426304j 0.000475936+8.56658e-05j -0.00148531+0.000802401j -0.00474694-0.00224351j 0.00192878-0.000483105j 0.000809698-0.000816946j 0.000780199-0.00180213j 0.00125712-0.00146317j -0.000713652-0.000343351j 0.000555756-0.000271318j -0.000551093+0.00107381j 0.00110646-0.000341316j -8.89705e-05+0.000535657j 0.00104579-0.000574499j -0.000460787-0.000292295j 0.000636104+0.000355196j -0.00095358-9.12905e-05j 
-0.000836363+0.00135759j -0.000878614-0.000188534j -0.000712304+0.0020797j -2.03266e-05-0.00090103j 0.000284007+0.00150839j 0.000269861+0.000191697j -5.60616e-05+0.000534237j 9.10814e-05+0.000317764j -0.000330093-0.00163516j -0.000347194+0.00151478j -0.00127236+0.00131128j -0.000497817+2.58525e-05j -0.00137378+0.000627349j -0.00202449+0.000415646j -0.00108691-0.00359341j 6.45263e-05+0.000368978j 0.00378337-0.00425835j 0.000887444+0.00167167j 0.000801526-0.000129771j -0.000142016-0.00280101j 0.00746942+1.27082e-05j -0.00364183+0.00114231j 0.00326225+0.000142072j -0.000922354-0.000709761j -0.00106943-0.00305692j 0.00157839+0.00474178j 0.00118516-0.00221712j -0.000136504+0.000186j -0.000567387+0.00392434j 0.00303459-0.00338065j 0.00146938+0.00244504j -0.00203595-0.00307434j -0.00237892-0.000690497j -0.000743315+0.000433758j -1.96702e-05-0.000811293j 0.00377346+0.00471657j 0.00367953-0.00244827j 0.00299491-0.000930008j -0.006217+0.000237004j -0.0049357+0.00103433j 0.000689601-0.000623445j -0.00124842+0.00155757j -0.00276326+0.000451844j 0.000512168+0.00126466j 9.37665e-05+0.00338981j 0.000809556-1.86774e-05j 0.00276331-0.00122331j 3.28491e-05-0.00121281j 0.000821984-0.00143183j 0.000692094-0.000277081j -0.000414738+0.00108861j -0.000424016+0.000512245j 0.00018783+0.00032858j 0.000244848-0.000318629j 0.00132174-0.00176297j -0.0004638-0.000206845j 
-0.001069-0.00127506j -0.000967601-0.000287474j -0.00218821-0.00121171j 3.99033e-05-0.000653405j 0.000435409+9.97065e-05j -0.00184603-0.00103965j 0.00215591+0.000128324j 0.00115139-0.000411108j 0.000678121-0.00167042j -0.00511365-0.000613218j -0.000853162-0.000798353j -0.00316189-0.00241707j -0.000712635+0.000414859j -0.00240483-0.000202953j 0.000210558-4.45733e-05j 0.00112477+0.00243552j 0.00221151+0.00256852j 0.00662047+0.00329009j -0.00261752-0.000624718j 0.00244294-0.00252028j 0.00585409+0.00516091j -0.00506393+0.00193132j 0.00202039+0.000210729j 0.0018048-0.000927524j -0.00198762-0.00553444j 0.000614558+0.00270937j 0.00664108+0.00421688j 0.00157109+0.000398108j 0.00295982-0.00163781j -0.00453488+0.000726507j 0.000362352+0.00219748j -0.000896827-0.000130869j 0.000662456+0.00200988j 0.00197498+0.00185535j 0.00124993+0.00111019j -0.00102194+0.00429257j -0.00318525-0.00146719j -0.00125671-0.00194984j 0.00198176-0.00115707j -0.000603067-0.00227078j 0.0013232+0.0018993j -0.000866018+0.00247483j -0.00299316-0.00154191j -9.49932e-05-0.00107795j -0.0011925+0.00112885j -0.000324837+0.000877856j -0.00117309+0.00145699j -0.00271901-0.000186679j 0.0012686-0.000836316j 0.000757941-0.000107574j -0.000609612+0.00249995j 0.000535361+0.000415243j -0.000588099+4.17036e-05j -0.00107649+0.000186711j 0.00108754+0.0001117j -0.0013359+0.000650256j 
-0.0003089-0.000858826j -0.000843077+0.000656733j -0.000529189-0.00126908j 0.000930139+0.000409737j -0.00117062-0.00188141j 0.000609343-0.000407785j -0.00120147-0.00189609j 0.00290089-0.000711266j 0.00134311+0.000770561j 0.00219036-0.000253354j 0.00100765+0.000504225j -0.00247824-0.00368688j 0.00133207+0.00229527j -0.00292433+0.00134507j 0.00123293+0.00198082j -0.00345046-0.00178811j -0.000315979-0.000121425j -0.00352182-0.00444573j -0.00106131+0.00101465j -0.00244196+0.00311445j 0.00164754+0.00350181j -7.84121e-05+0.00267303j -0.0017814+0.000381812j 0.00339815+0.00278595j -0.00191467+0.00283878j 0.00193428-0.001624j -0.00221158-0.00303856j -0.0037916-0.00104265j -0.00161496-0.00566986j -0.00293766-0.00117725j 0.000210317+0.00224975j 0.00167771+0.000802916j 0.00292799-0.00184894j 0.000290229+0.00223837j 0.000583608-0.00142293j -0.00388838-0.00119177j -0.00319332+0.00180993j 0.00015401-0.000865438j 0.00313709-0.00107081j 0.00159515+0.00163687j -0.000501964-0.00211138j 0.00436012+0.000647978j -0.002197+0.000646128j -0.00123337+0.00061164j -0.00109786+0.00108476j -0.000747654+0.000192243j -0.0011934-0.00103222j 0.000473317+0.000171543j -0.000375525-3.27439e-05j -0.00107638+0.000164841j -4.36129e-05-0.00075097j 0.00135221-0.00101193j -0.000694236-0.000472039j -0.000909664+0.000210888j -4.88314e-05+0.000600601j -0.000138323+0.000467617j 
0.000290196+0.000156636j -0.000329268-0.000575735j 0.00065453+0.000365382j -0.000205897-0.000410301j 0.00123687+0.00050562j -0.000710246+0.000365476j 0.00136509+0.000439634j -0.000783063-0.000231886j 0.000888882+0.000715345j -0.00165896+0.00143219j 0.001128-0.00108321j 0.00150995-0.00020591j -0.00101873-0.000869001j -0.000329426-0.00097317j -0.0015702-0.000795903j 0.000976499-0.000172286j -0.00238013-0.000211082j -0.00139463-0.00217426j 2.1728e-05+0.00142411j -4.67544e-06-0.00110561j -0.00221483-0.00055442j -0.00266961-0.000969412j -0.000958446+0.0011323j -0.00152473-0.000632747j 0.000687293+0.00069829j -0.00121928+0.000848649j 9.52195e-05-0.00214152j 0.00176207-0.000391625j 0.00117862-2.26431e-05j -0.00149625+4.53354e-05j -0.000348437+0.000532261j -0.00256635-0.0013771j 0.00105096-0.0016146j 0.00105994-0.00138348j 0.000210091-0.000637392j -0.00250703-0.000750692j -0.00221443+0.000822335j -0.000546642+0.00145581j 0.000542252-0.000520179j 0.000257539-0.000132681j 0.00131627+0.000462524j -0.00100666-0.000668441j -0.00033568-0.000966702j -0.000524149+1.93573e-05j -0.000666297-9.30494e-06j -0.00162308-0.000513191j -0.000317863+0.000141317j -0.00084816+0.000772938j -0.00064679-0.000316993j -0.00065777+0.00048531j 0.00138462+0.00111257j 0.000498964+0.000187463j 0.000281467+0.000174946j 0.000158301-0.000330299j -0.000516046+0.000465992j 0.000111106+0.000217245j 
0.00117662+0.000306247j -0.000408463-0.000773543j 0.00143545+0.00136733j -5.44793e-05-0.000754053j 0.00129403+0.00158151j -0.00083577-0.000729875j 0.00223454+0.000372531j -0.00176125-0.00073734j -0.00167566-0.000443224j 0.000858918+0.00219753j -6.84508e-05-0.000637336j 0.000973552+0.00144481j 0.000806751-0.00170929j 0.00599715-0.00228189j -0.00398578-0.00181737j 0.00173642+0.00342689j -0.00362484+0.00119885j -0.00230797-0.0018536j 0.00179457+0.000591845j -0.00131662-0.00306664j 0.000100598-0.00209125j 0.000950775+0.00127785j 0.000276425-0.00178745j -0.00304633-0.00235582j -0.000759724+0.000259039j -0.00166295+0.00128793j -0.00443721+0.000116941j 0.00214936+0.000824651j 1.55755e-05-0.00339136j 0.000521405+0.00170314j 0.00495627+0.000878277j -0.00357632-0.00163484j -0.00171942-0.00039216j 0.00227016-0.00243576j -0.000324915-0.00287545j 0.0030014-0.000872404j 0.00102066-0.000725031j 0.000200932+0.000846949j -0.00195801-0.00225445j 0.00137585-0.000960238j -0.000710372+0.0020608j -0.00317776+0.00054957j 0.00574964+0.00108598j 0.00117728-0.00255791j 0.00264281-0.00100369j 0.000633614+0.00156352j 0.00023327+0.000475048j -0.000866685+0.000937817j -0.00108975-0.00213044j 0.000652208+0.000703142j 2.52972e-05+0.000579738j -0.000368736+0.00173641j 0.000405105+0.000142583j 0.000320652-0.00106857j -0.000388967+0.000908965j -0.000368284-0.000653005j 
0.000409599-0.000879351j 0.000125711+0.000713373j 4.84426e-05-0.000878752j 0.000941695-0.000629242j -0.000599395-0.000368187j 0.00088067+0.000451885j -0.00143273+4.91456e-05j 0.00262429-0.00192812j 0.000599919+0.00109288j 0.000609692-0.00072903j 0.000832044-0.00117212j -0.00157147+0.00066874j 0.000122315+0.000595917j -0.00224967+0.00306368j -7.49056e-05-0.00198469j -0.00158269+0.000451784j 0.00600313+0.00264167j 0.00466679-0.00175632j -0.00112055-0.00241529j 0.00045171+0.000173621j 0.00907945+0.00244463j -0.00075298+0.00187293j -0.000614763-0.00238711j 0.00101853-0.000887563j -0.00303382+0.00153846j 0.00727225-0.00160771j 0.00197094+0.000955385j -0.00221732+0.00379969j 0.000710541-0.00132204j 0.00111044+0.00179559j 0.00158878+0.00384413j -0.00345303+0.000319037j 0.0012927-0.000358129j 0.00077879-0.000625918j -0.000427431-0.00155552j 0.00832531+0.00280057j -0.00167882+0.000894353j 0.00179741+0.000104748j -0.00179773-0.00306619j -0.00332427-0.00605359j -9.50366e-05-0.00232519j 0.00449688-0.00105602j -0.00293983+0.00145867j 0.00054963-0.00145199j 0.000707256+0.00102146j -0.00102811-6.77156e-06j 0.000302197-0.000631549j -0.00130559+0.000921246j 0.000907268-0.00181701j -0.00100048+0.00209809j -0.00045969-0.000853711j 0.00104095-0.000999833j -0.000891261+0.000733205j 3.40691e-06+0.000506192j -0.000266644+0.00101707j 0.000292019+0.000601755j 
6.17727e-05+0.000635629j -0.000720828+6.37375e-05j 0.000859143-1.51145e-05j 0.000339745-0.00101599j 0.000667998-0.000498089j 0.000349689+0.00208628j -6.68609e-05-0.00137714j 0.000688281-0.000906642j 0.00121676-0.00196382j 0.00249568+0.00190333j -0.00191537-0.0013766j 0.00230478+0.00167445j -0.0011482-0.000422212j -0.000522123-4.83989e-05j -0.000221586+0.00121695j -0.000518468-0.00101958j 0.000557547-0.000431641j -0.00563193-0.00087119j 0.00198225+0.000767957j -0.00328164-0.00314189j -6.84876e-05-0.00358032j -0.00367798-6.3459e-05j 0.00231497-0.0013826j -0.00198103-0.00155978j 0.00159815+0.00114592j 0.000200073-0.00259136j -0.00518437-0.00114103j -0.00122345+0.000335936j -0.00261753-0.000956312j 0.00485321+0.00621487j 0.000649365-0.00188274j -0.00409351+0.00395484j -0.00236966+0.000507725j -0.0010082-0.00269223j 0.00202494+0.00156469j 0.00165983-0.00358739j 0.0027269+0.00296684j 0.00273498+0.00264673j -0.00547899-0.00414827j -0.00145772-0.000466344j -0.000335195-0.000647794j -0.000182418-0.000290015j -0.000586693-0.000858505j 0.000474874+0.000215194j 0.00155661-0.000507062j -0.000185737+0.000774411j 0.00226129+0.00222968j 0.000136842+0.00067352j 0.000476968+0.000808272j -0.000899615-0.000469421j 0.000226607-0.000831527j 0.000437465-0.000103774j -0.000614828+0.000329819j 0.000529628-2.53962e-05j -0.000282982+0.000240367j 0.000483447+0.000315484j 
-0.000674934+0.000261154j -0.00273275-0.00112582j -1.65852e-06+0.00111384j 0.000138083-0.000522231j -0.000111006+0.000924835j 0.000511735-0.00265918j 0.00126515-0.000631882j -0.000311645+0.00152731j -0.00021068-0.000482302j 0.00129338+0.00265142j 3.81134e-05-0.000588386j -0.000549732-0.00165551j 0.00138371-0.000120258j -0.00286695-0.00178089j -0.00112127-0.00255434j -0.00150434+0.00232044j -0.00275006-0.00114257j 9.31445e-05-0.00144333j 1.60228e-05+0.00269709j -0.00114224-0.00411228j 0.00233675+0.00202559j -0.00365576+0.00298399j -0.00196382+0.00143301j 0.00132128-0.000653954j -0.000363537-0.000891218j -0.00169684+0.00443296j 0.0022584-0.00142529j 0.00144445-0.00182753j 0.000172118-0.00109855j -0.00259348-0.000404381j 0.00119644+0.00217635j 0.00264274-0.00193412j 0.00161747-0.00157082j 0.00233286+0.000179665j -0.00036165-0.00469298j -0.00541585+0.00190402j -0.000939883-0.00304886j -0.00117736-0.000511363j 0.000564413-0.00116058j 0.000760453+0.00168768j -0.00036567+0.00176963j -0.00111867+0.00255575j -0.00132358-0.000541406j -0.000103518+0.000216445j -0.00184032+0.00129182j -0.000579654+0.000417693j -0.00171316-0.00112317j -0.000315381+0.00057053j -0.000925978-0.00196515j 0.000857439-0.000635725j -0.00108426+0.00151003j 0.000103258+0.00133327j 0.000305863-0.000200958j -0.00106782-0.000942059j 0.000913708-0.000102692j -0.00105168+0.000439176j 
0.00111382-0.00161664j -0.00131982-0.000370512j -0.00150142+0.00028298j -9.12597e-05-5.44085e-05j -0.000809181+9.85275e-05j 0.00222307-0.00193269j 0.00257412-0.000863139j -0.00177053+0.000120478j -0.00219378+0.000864087j -0.00229877-0.000167739j -0.000839477+0.000400552j -0.000647633-0.000284127j 0.00156047-0.000552778j -0.00060047-0.00199136j 0.00127374+0.000135358j -0.00252593+0.00230467j -0.00490101+0.00204189j 0.00159553+0.00451949j -0.00196052+0.000391351j 0.00158512-1.69477e-05j 0.000896089+0.000473983j -0.00578523+0.000748841j 0.00138316-0.00285908j 0.000536717+0.00111056j -0.00208227-0.0015258j -0.00525012+0.000828076j 0.000257966+0.00545708j 0.0020599+0.000432332j 0.0012425+0.0016783j -0.00404963-0.00070017j 0.000550944-0.000616798j 0.00267657+0.00240978j -0.000345741+0.00207405j 0.00436311+0.000971801j 0.00309904-0.00139939j -0.00402488-0.00142505j 0.00369595-0.000976907j 4.34035e-05-0.00270702j 0.000723174+0.00245476j 0.00282632-0.00086689j -0.00172186+0.00229836j -0.00438993+0.00080576j -0.00217445-0.00109327j 0.00186346-0.000920432j 0.000141248-0.000610064j 0.00115833+5.90769e-05j 8.15807e-05+8.26927e-05j -0.00199273+6.59511e-05j -0.000552333+0.000964535j 0.000140189+0.000821367j -0.00162446+0.000815862j -0.00215484+0.000274652j 0.00199953-0.00118339j 0.000227543+0.000138171j 0.00114329+0.000580441j -0.00226441+0.000413366j 
-0.000412372+0.000562711j 0.000972202+0.000188457j -0.000134335+0.000538802j -0.00218436+0.000298592j -0.000404771+0.000339568j 0.000468538+0.000841619j -0.00193127-9.93187e-06j -0.00260518-0.000617727j -0.00183747+0.00071883j -0.00012265+4.9434e-05j 0.00238244-0.00161132j -0.00201912+0.00359895j 0.000234135-0.00154306j -0.0023072+0.00142859j 0.000682064-0.000456719j -0.000142315+0.000555245j -0.00167721+0.00456563j -0.00169036+0.00226918j 0.0015494-0.000449368j -0.000199851+0.00127552j -0.00130911+0.00253533j 0.00247847-0.00217993j -0.00394752-0.00141018j -0.0010689-0.00279384j 0.000940027-0.00109158j -0.000227824-1.66396e-05j 0.00118373+0.0015451j 0.00190125+0.000495545j -0.0051166-0.00135906j -0.0011074+0.00513008j -0.000917881+0.00137862j 0.00156697-0.00280716j 0.000737872+0.00048681j 0.00245486-0.00116185j -0.00289107+0.0016618j -0.00321342+0.00406472j -0.00241083+0.00244162j -0.00176349+0.00285799j 0.00109532-0.00539029j 0.00192351-0.00448837j 0.00066652+0.00097956j 0.00151755+6.42669e-05j -0.00198616-0.000274753j 0.000441129-0.000200263j 0.000739628-0.00248312j -0.000596108-0.00182319j -0.00106728+0.000825951j 0.000962292+0.00161092j -0.00303301-0.000189663j -0.00128495-0.00113711j 0.00234065+0.000206562j -0.000648346-0.000379214j 0.0011221+0.000811626j 0.000926683+0.000383869j -0.000443524-0.000427884j 0.00139188+0.00037976j 
-0.000822507+0.000203457j 0.00152698+0.000663439j 1.28921e-05-0.0010527j -0.00171639+0.000180597j -0.000141056-0.00109406j 0.000748784-0.000300012j -0.00103697-0.000518241j -0.00325871+0.000802069j 0.000561694-0.000618634j -0.00300477-1.85609e-05j 0.00170133-0.00116267j -0.00152157+0.00116448j 0.00142469-0.000176805j 0.00267301-0.00271367j 0.00111903+0.00386848j 0.000736806+0.00204019j 0.00455177+0.00169322j 0.00715268+0.00213604j -0.00186802-0.000466063j 0.00825001+0.00118857j 0.00346174-0.00023788j -0.000630671-0.000655748j -0.00170241+0.00234296j 0.00210532+0.00115378j -0.000786408-0.000735448j -0.00285374+0.00288922j 0.00409263+0.00426663j 0.0030868-0.000733623j 0.000327182-0.00028781j 0.000175106+0.000748485j -0.000779821-0.00379373j -0.0019144+0.00180828j -8.51087e-05+0.000134502j 0.00274941+0.000774877j 0.00205335+0.00348504j 0.0046096+0.00271131j 0.0017324+0.00129551j -0.00116301-0.00163399j -0.00133957-0.000395307j -0.00416833-0.000207995j -0.000389028+0.00017009j -0.000808257+0.000330139j 0.0028425-0.00158237j -0.000408084-7.38202e-05j 3.92211e-05-0.000861366j -0.00182978-0.000518783j -0.00143018+0.00154218j 0.000504687+0.000582829j 0.000780825+0.000915236j 0.00143634-0.00171808j -0.00072387+1.11871e-05j -6.66397e-05+0.00063127j -0.00128608+0.000538096j 0.000209112-0.000225407j -0.000427954-0.000618536j 0.0013962-4.37489e-05j 
