-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
-0.00115743-0.000746541j -0.000217555+0.000210844j 0.0115718+0.0104439j -0.000245488-0.00272489j -0.00455123-0.00473242j 0.00248289-0.00341834j 0.000118912-0.00244914j 0.00326379-0.00348639j 0.000935319+0.00263795j -0.00398967+0.00193979j -0.00227763-8.60338e-07j -0.00213379-0.0016877j -0.00101175-0.00590058j 0.00160538+0.00552764j -0.00295443-0.000525514j -0.00535189+0.00223571j 0.00371372+0.00107733j 0.00714427-0.0055368j -0.00313612+0.00202886j 0.00607925-0.0028946j -0.00553265-0.00356705j -0.00228124+0.000757875j -0.00118703+0.000782511j 0.000982639+0.0047746j -0.00246899+0.003466j 0.00178334-0.00043494j 0.00148508+0.00516547j 0.00374437+0.0062314j 0.000541626+0.00224391j -0.00146695-0.00572886j 0.00365138+0.00023482j -0.00266409-0.00712525j 0.00294788+0.00668769j -7.55934e-05+0.00187374j -0.000524285-0.00579768j 0.000985233+0.00187274j 0.00111231-0.00101j 0.00384701+0.00169605j -0.00107288+0.000729871j -0.000631007+0.00487652j 0.00071089+0.00317452j 0.000704087-0.00225031j 0.00019015-0.00649427j -0.0016973+0.00325015j 0.000755688-0.00110587j 0.00174455+0.00414313j -0.000900364+0.0037j -1.87219e-05+0.00134728j 4.55305e-05+0.0015026j -0.000717396+0.000153633j -0.000758851-0.0016579j -0.00283212-0.00330147j -0.00056719-2.32838e-05j -0.00020885-0.00350414j -0.000880155-8.65789e-05j -0.00189247+0.00507434j -0.000394373-0.000904932j 0.000148986+0.00142041j -4.34503e-06-0.00260806j 0.00065375-0.00362785j 5.97545e-05-0.000500785j 0.0017549-0.00498819j 3.89521e-05-0.00142455j 0.0020699-0.0049168j 0.00165464-0.00314484j 0.0015662-0.00220244j 0.000719533-0.00217684j -9.37399e-05+9.65644e-06j -0.001643+0.00220743j 0.00104682-0.00256473j -0.000332442+0.000228913j -2.36202e-05+0.00414325j 0.000649332-0.0018625j 9.6072e-05+0.0144441j -0.000545509+0.0103398j -0.000627416+0.0349978j 0.000852838+0.00317687j -0.00173102-0.00042734j -0.000553802-0.00877281j -0.000771919+0.00156856j 0.000709579-0.00188154j 0.000658134+0.00354003j -0.000917448+0.00115282j 0.000252543-0.00102315j -0.000542095+0.00204431j -0.00159381-0.00140661j -0.00046825+0.00139541j 0.000295314+0.000270649j 0.000430657-0.000775616j 0.000408279+0.000850871j 0.000544859-0.00108206j 0.000171417+6.99738e-05j 
-0.000734812-0.00542548j 0.00329845-0.000333207j 0.00436794+0.0145359j -0.00122544-0.000718409j -0.00657331-0.00205623j -0.00449109-0.0016933j -0.0040147-0.00263541j 0.00205317+0.000748811j -0.0100563+0.00723511j 0.0116996+0.0030929j 0.016234-0.00155492j 0.00442608-3.05524e-05j 0.00623578+0.000934658j 0.00647887-0.0011849j 0.00782295-0.00105558j 0.00784568-0.00143203j -0.00980866-0.00142074j 0.00286035+0.000698133j 0.0075006+0.000752627j 0.00310706+1.03504e-05j -0.0042643+0.00403566j 0.00188744-0.000854731j 0.0070236+0.00251103j -0.00540338-0.00323205j -0.0102244-0.000309349j 0.00207483+0.000382977j -0.000836387-0.00157823j -0.00313526-0.00718977j -0.00276595-0.00286544j 0.000357942-0.00358118j -0.00307487-0.00181574j 3.21504e-05-0.000921848j -0.00388261-0.00231027j 0.000195623+0.000991605j -7.00891e-05+0.00129487j 0.000907128-0.00108573j -0.00173219+0.00514024j 0.00273576-0.00040648j 0.000871964-0.00525371j -0.000442578-0.00591666j -0.000130346-0.00450733j -3.97125e-05+0.00390885j 0.000342854+0.00328057j -3.00266e-06-0.00839519j 0.000480397-0.00258341j -0.00114352+0.000841048j 0.00302964-0.00277794j -0.000670526+0.000113174j 0.00130193-0.002433j 0.00180524-0.00411028j 1.61376e-05+0.0015896j 0.0011504-0.00114455j -0.000770456+0.0029999j -0.00060962+0.00238072j 0.000957854-0.00148418j -5.31143e-05+0.000484477j -0.000545842-0.000785629j -0.000580568+0.00265727j -0.00170792-0.00479006j 0.000237142+0.0017765j -0.000150093+0.00358168j -0.000298275+0.00389062j 0.00197654+0.00465603j 0.000636178+0.00563247j 0.00051415-0.00217325j 0.000409475-0.00287682j -0.00141531+0.000545985j -1.74451e-05-0.000550516j 0.000352386+0.00133573j 0.000446107-0.000600292j 0.00105239+0.00101282j 0.00124598-0.000749519j 0.00154933+0.000633872j -9.72436e-05-0.000594537j 0.000179833+0.00187586j 0.00142899+0.00219177j -0.000870907-0.00107916j 0.000700551-0.000261524j -0.00125507-0.000486815j 0.000478881-0.000800545j -0.00147133+0.000648751j -0.00029371+0.00235627j -0.00028701-0.0017472j -0.000205196+0.000275513j -0.000165089-0.00115191j 0.000656398+0.00131151j 0.000577495-0.000478294j -0.00021953+0.000750883j 0.000929981-0.00311689j -0.000594232+0.000866221j -0.00102606+0.00152597j 0.000569326-0.00218956j 
-0.00120336-0.00716654j -0.00534639-0.00166488j 3.53618e-05+0.00339367j -0.00368588-0.00418195j 0.00600427+0.00258763j 0.00211637-0.00289154j 0.000203185-0.000523159j 0.00475861+0.00481977j 0.00354507+0.000358876j -0.00730039-0.00208016j -0.00701634-0.000219816j -0.000827985+0.00170965j -0.000204634+0.0027727j -0.00270966-0.00143739j -0.00430103-0.00419004j -0.0023871-0.00209074j 0.00448552+0.000800476j 0.00274665+0.00197218j -0.00667403-0.00246339j 0.000600557-0.00606363j 0.00108254+0.00266774j -0.00476204-0.00455204j 0.000987432+0.00726977j 0.00493968-0.0012934j 0.00248284+0.00327562j -1.55669e-05-0.000530714j -0.00156184-0.00599669j 0.00112565-0.00768905j -0.000429631-0.00388162j -0.00206458-0.00651527j -0.000322771+0.00412693j 0.00301563+0.00467072j -0.000303533-4.22266e-05j -0.000272101-0.00565159j -0.00116832-4.42219e-05j 0.0036106-0.000403168j -0.0026757+0.00755864j 0.00067694-0.00175172j -0.000871339-0.0121868j 5.09497e-05-0.011721j 0.00217983-0.00824599j -0.00136885+0.00562291j 0.00205298+0.00534359j 0.00132929-0.0111528j 0.000704923-0.000415091j -0.000565743+0.00166627j 0.00460627-0.00510763j -0.00259179-0.00433078j -0.00153551-0.00535397j 0.00126987-0.0043668j 0.00245373-0.00225855j -0.00084905+0.000211016j 0.00136906+0.000114878j -0.000892802+0.00304456j 0.000876577+0.0020607j 0.00193273-0.00731522j 0.00036656+0.00248939j -0.00396726+0.0102622j -0.000574172-0.0122706j -0.00189746+0.00315332j -0.00238117+0.0124211j -0.00341676+0.00332104j -0.00179391+0.00227668j -0.00227831+0.0045627j 0.00320405+0.0023251j 0.00194976-0.000393584j -0.000410908-0.00256267j 8.92096e-05-0.000210861j 0.00356188+0.00264637j -0.000880388-0.000264256j -0.000806196+0.0019659j 0.00154936-0.0033627j 0.0022586-0.00133066j 0.000213305-0.00464585j -0.0010381+0.00374518j -0.00217643+0.00462921j -0.00117584-0.00380569j 0.000117091+0.00237253j -0.000138077-0.00122766j 0.0032333-0.00136998j -0.00149139+0.00264587j -0.00268029+0.00296564j 0.0031394-0.00345855j 0.00139094+0.000676423j 0.00410673-0.00478653j -0.00397399+0.0031724j -0.00411632-0.00438214j -0.000516177+0.00503957j 0.000822034-0.0054363j 0.00101813+0.00200777j 0.00468182-0.00162056j 0.000400223+0.00215061j 
0.00121927-0.00119093j -0.00039748-0.00277201j -0.00584371-0.00177215j 0.000119497+0.00491834j -0.000985021-0.00157117j -0.00107758+0.000866826j -0.00198575+0.00379673j 0.00391382-0.000773877j 0.000127132-0.00435581j -0.0051705-0.00292814j -0.00356613-0.00060664j 0.000417399-0.00233757j 0.00441407-0.00176246j -0.0035742+0.00102884j -0.000862468+0.00877448j 0.00211157-0.00444154j -0.00147556-0.00234017j 0.00244046-0.00519691j -0.00317778+0.00266833j 0.0072169-0.0043272j 0.00507369-0.000933319j 0.0028282-0.000569685j 0.00239652+0.00852271j 0.00248684+6.71061e-05j -0.00106865+0.0046643j 0.00436674+0.00753856j 0.00378737-0.00449268j 0.00211249+0.00656427j -0.00167493+0.00325396j -0.00041901-0.00707531j -0.00267678-0.00547662j -0.00291589+0.000786142j -0.00139422-0.000969241j 0.00150572-0.0006874j 0.00346644+0.00216117j -0.00441627-0.00636051j -0.00239332-0.00213565j -0.000120813-0.00173019j 0.001174-0.000244806j 0.00325316+0.0059883j 0.00195982+0.00948331j -0.000738666+0.00158549j 0.000710989+0.00205476j -0.00303711-0.00779782j 0.00358271+0.00214537j -9.65374e-05-0.000729826j 0.00318249-0.00156419j -0.00253636-0.00030883j 0.00244604-0.00488966j -0.00355984-0.00226593j -0.00428082+0.00190509j -0.00332936-0.00175609j -0.000136048+0.00408751j 0.00288353-0.00921498j 0.00189742-0.00581874j -0.000662236-0.00460409j -0.00100591-0.00237454j -0.00597862+0.0038622j -0.0037425-0.00448045j -0.00357014-0.0037983j -0.00376253-0.00388365j 0.00113179+0.00543177j -0.00277617+0.00129274j -0.0047035+0.00350098j -0.00212472+0.000205449j -0.00129279-0.00256986j -0.00531643-0.000891754j -0.00280292-0.0033034j -0.00259443-0.00459672j 0.000241963+0.000107323j 0.00131941-0.00207194j 0.00119622+0.000780824j -0.00535951+0.00434889j 0.00164998+0.00034732j -1.89848e-06-0.000329813j -0.00160119-0.00440564j 0.00131263-0.000155587j 0.00113694-0.00306636j -0.003022-0.00168848j -0.0012709-0.00299307j -0.00130137-0.00349864j 0.00378452+0.00344522j -0.00855522+0.00220311j -0.000896927-0.000785198j -0.00198504-0.000300484j -0.00651493-0.00680143j -0.000208711-0.00136868j -0.00235702-0.00268791j -0.00572659+0.00436159j -0.000509561-0.0017208j -0.0011789+0.00317987j -0.00513588-0.00426795j 
0.00209709+0.00240969j -0.00153125-0.000929349j -0.00274988+0.00437376j 0.00441757-0.00311788j 0.00249761-0.00606363j -0.00211181-0.0010054j 0.00492761-0.00337718j 0.0024052+0.00218906j -0.00469289-0.00130401j -0.00296839+0.00208845j 0.00772943+0.000296279j -0.000501581-0.00202137j 0.00383112+0.000904629j -0.00235559-0.00256985j 0.00177595-0.0050338j -0.00374782+0.00227207j -0.00152763-0.00440978j 0.0120487-0.00128681j -0.00719328-0.00417192j 0.00123848+0.00630398j -0.000839524+0.000161271j -0.0038741-0.000248659j -0.00749-0.00570822j 0.000239507+0.00166363j -0.00741188+0.000797646j -0.00162539+0.00672227j -0.00262092-0.000543214j -0.0010379+0.000653198j 0.000185075+0.000192651j 0.0017279-0.000183554j 0.000280261-0.0025999j 0.00418488-0.00479933j 0.00111292-0.000686969j -0.000213393-0.00423788j -0.0016604+0.00238633j 0.000736564-0.00905351j 0.00235828+0.000376281j 0.00605542+0.00608512j 0.000803275+0.00288397j -0.00344302+0.00105357j -0.00143952+0.00436934j -0.000563783+0.00474997j 0.0011698-0.00102821j 0.00449251-0.00558688j -4.18475e-05-0.00228864j -0.000593198+0.00682993j -0.000806887+0.00608497j 0.00179022-0.00362666j -0.00106877+0.00219358j -0.00146494-0.00193662j 0.00139852+0.00222278j 0.00176047-9.49402e-05j 0.00214906-0.000728609j 0.00428054-0.0027326j 0.00334039+0.00474205j -8.99356e-05-0.000345087j -0.00222689-0.000862382j 0.0018754-0.00309557j 0.00241039-0.0015663j 0.00110312-0.00869316j 0.00441877+0.000756386j -0.00479327-0.00497595j 0.00356464+0.00441955j 0.000505506+0.00669142j 0.00497903+0.00248189j 0.00325954+0.0118561j -0.000290282-0.00149973j -0.000630479+0.00569744j 0.000839759-0.00311324j -0.00124908+0.00498469j -0.00250712+0.00212383j 0.00183438+5.20686e-05j -0.00160828-0.00236819j 0.00297887+0.00406759j -0.000928265-0.000950314j -0.00106589+0.000790658j 0.00276024+0.00102843j -0.004052+0.00298729j -0.00746513+0.0031961j 0.00153837-0.00296777j 0.00288936-0.0027946j 0.00587304-0.000187226j 0.000779672+5.897e-05j 0.000378357-0.00426959j 0.000803688+0.00546899j 0.0028398-0.00282345j -0.00042787-0.000666171j -0.00144019+0.00528314j 0.00532896+0.00147567j 0.00153362+0.00539447j 0.0029458-0.00142751j -0.00160902+0.00349345j 
-0.00221319-0.00201612j -0.00239476+0.00337726j 0.00136958+0.00193798j 0.000727351-0.00035958j -0.00351203+0.00268126j 0.00277297-0.00131891j 0.00247164-0.000379404j -0.00537545+0.00206159j -0.00804761-0.0054774j 0.000846437+0.00149583j 0.00554959+0.0048732j -0.00646422+0.000592472j -0.00119925-0.0058649j -0.00285411+0.00321621j 0.0040032+0.00209727j -0.0148649+0.000651709j -0.00124429-0.00310836j 0.0011414-0.00237344j -0.00115198+0.00338128j 0.00545697-0.0021725j 0.0059021-0.00507366j 0.00539709+0.0030316j 0.0112761-0.000625328j -0.00470071-0.00456344j -0.00286443-0.00130014j 0.0059409-0.00649924j 0.00167676-0.00029157j -0.00249073-0.00305137j -0.000291781+0.00301821j -0.0013132-0.00475316j 0.0003483+0.00236215j 0.00257292+0.00375317j -0.000178358+0.00253386j -0.00573521+0.00230762j 0.00407806-0.000854603j -0.00122485+0.00887417j -0.000145559-0.00378367j 0.00312943+0.00309822j -3.13434e-06+0.000868907j -0.00345886-0.00374422j -0.000994957-0.00313175j 0.00355458-0.000816265j -0.00494034+0.0069036j 0.00166325+0.00537949j -0.00240627-0.00346912j -0.00217+0.0119767j -0.00281216-0.00115389j 0.00234117+0.00135692j -0.00259573+0.0073841j 0.00228763+0.000387542j 0.00248332-0.00515598j 0.0037104+0.000342898j 0.000393445-0.00512625j -0.0044549+0.00452218j 0.0022422-0.00246182j 0.00152318-0.00242744j 0.00185465-0.00452133j 0.00168297-0.00244654j 0.000794689-0.00307035j -0.00186239+0.00367285j -0.0039474+0.00126799j -0.00171954+0.000919888j -0.00243858+0.00157938j 0.00090445+0.00403001j -0.00669793+0.00934649j 0.00246734+0.00107207j -0.000410214+0.00243572j -0.000695877+2.54471e-05j 0.000602149-0.00304442j -0.00053317+0.00126604j 0.00088972-0.000241156j 0.00093889+0.00119943j -0.00153542+0.00296408j -0.00110483+0.00495173j 0.000476106-0.00261529j -0.000552011-0.00582375j -0.00114951+0.00115158j -6.42677e-05-0.0012234j 0.000349799-0.00467607j 0.000246007-9.38015e-05j 0.00121099-0.0021206j -0.00145613+0.00387938j 0.00338043-0.000711995j -0.00101734-0.00182772j -0.000852862-0.000256607j 0.00772654-0.00505039j -0.000103083+0.00104691j 0.00275579-0.00579702j -0.00349254+0.00538946j -0.00175091-0.00347852j 0.00249205-0.00534241j 0.0048075-0.000156737j 
-0.0012914-0.00187897j -0.00180646+0.00302271j -0.00366257+0.00570568j 0.00192196+0.00513085j 0.000717454-0.0029461j 0.00106639+0.00455653j 0.00416512+0.00240299j 0.000274693-0.00735034j -0.00516196+0.00149948j -0.00142462+0.00433184j -0.00240097+0.00359731j -0.00225415-0.00141487j 0.00236629-0.00474901j 0.00316963-7.70686e-07j 0.0124212-0.000498022j -0.00104076-0.00694105j -0.00149896-0.00103653j -0.00613524-0.00136568j 0.00104927+0.00162067j -0.00633613-0.00350133j 0.00157442-0.00244266j -0.00761518-0.00296142j 0.00584728-0.00511202j 0.00311763-0.00266849j 0.00667948+0.00342169j 0.00502259-0.00298715j 0.0010271-0.00630025j 0.00250707-0.00703314j 0.00132727+0.00173211j -0.00497821+0.0031157j -0.00249561+0.00295893j 0.00282091-0.000932325j -0.000583238-0.000233861j 0.000764856-0.00606382j 0.000403753+0.00243038j 0.00091539+0.000679841j -0.00510995+0.0043534j -0.000711938+0.00527622j -0.00131124+0.00311788j 0.000904983-0.000856712j 0.000617794-0.000642826j -2.11099e-05+0.0062809j 0.00247649-0.00983127j -0.00309056+0.0028816j 0.00128779-0.00878784j 0.0016697+5.78063e-05j -0.00107802-0.00107285j 0.00225822-0.000113036j 0.00139754-0.00347681j -0.000655079+0.00476571j -0.00355163+0.00559836j -0.00436852+0.0158025j -0.00337846-0.000865103j 0.00599607-0.00429039j 0.000580054+0.00284449j -0.00399839-0.00098231j -0.00156261+0.00134934j 0.000604575+0.00878075j -0.00756619+0.0042696j 0.0017576+0.00319811j 0.00266212+0.000777721j 0.00476182+0.000856173j 0.000212734+0.000966553j 0.0013643+0.0047983j 0.00728432+0.00420599j -0.00118544+0.00276705j -0.000742572+0.00526862j -3.17838e-05+0.00188706j 0.000529965+0.000912067j 0.00013564+0.000118828j -0.000185112-0.00197906j 0.000590795-0.000579049j 0.000528866+0.00460512j 0.000405991+0.000595051j 0.000232797-8.37787e-05j 0.00036041+0.00558622j -1.15825e-06+0.000126054j 0.00055072+0.000940395j -0.00327657+0.00556064j -0.00155446+0.00112468j 0.000223882+0.00235769j 0.00306273-0.00542832j -0.00125046+0.00610796j -0.000499431-0.000515411j -0.00122222-0.000631001j -0.00366311+0.0086062j -0.00297026+0.00286397j -0.00190496-0.000329274j -0.00141371+0.00553525j -0.00232496-0.00294265j 6.77492e-05-0.00228117j 0.00032249+0.00390765j 
0.00510744+0.000326593j -0.00271947+0.00118911j 0.00262627+0.00257646j -0.000642042+0.0012821j -0.00487105-0.00149799j 0.00298603-0.00119386j -0.00163696-0.0079176j -0.000818822+0.00114563j 0.00648118+0.00343244j -0.00418013+0.00411331j -0.0073571+0.000125001j -0.000908892-0.00349779j 0.00472092-0.00387297j -0.00540803-0.00126192j -0.00504091+0.00611495j 0.000778154-0.00835615j -0.00222506+0.00312826j 0.00361102-0.00492962j -0.00270956-0.00106983j 0.00109107+0.0109499j 0.00437836+0.00793147j -0.00300829+0.00863933j 0.00086884+0.00497063j -0.00175009-0.0034323j 0.00779991-0.00354239j 0.000586017-0.000823227j 0.00111958+0.00239383j 0.000336903-0.00489226j 0.003072-0.000740047j -0.000679554-0.00266589j 0.000970224+0.002398j 0.00435368-0.00128297j 0.00294654+0.000503584j 0.000813358-0.000291325j 0.002254+0.00811828j 0.00286535-0.00128188j -0.0010365+0.00259408j 0.00246496+0.00250029j 0.00121359-0.000961519j -0.00234899-0.000416156j -0.00148915-0.00129888j 0.000439648+0.0037545j -0.0049755-0.00605613j 0.00286465-0.000114663j -0.00306179+0.00038699j -0.000713462-0.00406014j -0.00070805+0.00355057j -0.00190456+0.00170974j -0.000802571+0.00193267j 0.00229361+0.00131087j -0.000901834-0.0026905j 0.00541917+0.00609555j -0.000830893-0.00335302j -0.0091567-0.00252729j -0.00117835+0.00315077j 0.0010354-0.00119219j 0.00133523+0.00241586j 0.00694293+0.00513414j 0.00114393-0.00404735j 0.00285976-8.95467e-05j -0.000545009+0.000396593j -0.00381452-0.00139515j -0.0038706-0.00288766j -0.00591134+0.00265152j -0.00244944+0.00367937j 0.00209412-0.00548361j -0.00415204-0.000342741j -0.00192722-0.00256945j -0.00258836-0.0010181j 0.00107587-0.00127816j 0.00321293-0.00107121j 0.00244777+0.000767357j -0.00397141+0.000974581j 0.000289804+0.00269266j 0.00290563-0.00101259j 0.000239033-0.00677573j -0.00476502-0.00186027j 0.00278085-0.000772748j -0.00178339-0.00629159j -0.000288642+0.00239119j -0.000466235+0.000662268j -0.00286721+0.00150225j 0.00347065+0.00283553j -0.00224564-9.41954e-05j -0.00410336-0.00105539j 0.00427142+0.00445083j 0.00185476+0.000209518j 0.0032617-0.00231601j -0.000853627+0.00178173j 4.45425e-05-0.00624467j -0.00119634+0.00720468j -0.000697239+0.00445024j 
0.00100666+0.00337393j 0.000884037-3.7091e-05j -0.0070696-0.00114057j -0.00164312+0.00286576j -0.00167333+0.000196323j 0.00515159-0.00224912j 0.00343797-0.000646748j 0.000167662+0.00423046j -0.00469722+6.81693e-05j -0.00364887-0.00511778j 6.36881e-05-0.00375098j -0.00015957+0.00116j 0.00470773-0.0012818j -0.000195162-0.00341726j -0.00268989+0.0090286j 0.00473451+0.00595759j -0.00999419-0.00395627j 0.00283725-0.000301681j -0.00141276-0.00630249j 0.000757365+0.0010127j 0.000246164+0.00775596j 0.00171261-0.00810066j -0.00141907-0.00561414j -0.00620027+0.000470099j 0.00464607+0.00563954j 0.00180183-0.00826283j -0.00133055+0.00255547j -0.000770264-0.000224102j -0.00444638+0.000708123j 0.00103167-0.0011311j -0.000449187-0.00507397j -0.00424646+0.00304937j -0.00166064+0.00214473j 0.00228361+0.00452031j 0.00174833-0.00193725j -0.00309334+0.000605382j -0.00235437-0.00678123j -0.000680806-0.00178306j 0.000332885-0.00360494j -0.000532256-0.00236201j -0.000889551-0.00314535j -0.00195683-0.00199587j 0.00553066+0.00297207j -7.92316e-05-0.00287944j 0.00269097+0.00226248j 0.00389533+0.00132995j -0.00136378-0.00213053j -0.00133246+0.0011778j 0.00534677+0.00112433j 0.000579029+0.000694596j -0.00290745+0.000906844j -0.0118224-0.00717144j -0.00237297-0.00480184j 0.00140272-0.00207388j -0.00395013+1.79257e-05j 0.00130211+0.00232034j -0.00296035+0.00169457j -0.000673272+0.00181851j 0.00240427+0.000737592j 0.00471643-0.00150552j 0.000701637-0.00308857j 0.00304445+0.00123987j -0.00313295+0.00736867j 0.00445934+0.000395283j -0.00568186+0.00502774j 0.00236976+0.00132391j 0.00408116+0.00155577j 0.00237745+0.00625034j 0.000360269+0.00510727j -0.000131868-0.000488435j 7.74032e-05-0.000489562j 0.00160961-0.00149686j 0.000458775+0.000561931j 0.000985704-0.000469637j 0.00206817-0.000907104j 0.000448773+0.0051292j -0.000516145+0.00240073j -0.00548101+0.0038622j -0.00486789+0.00733268j 0.000620338+0.000229974j -0.00105294+0.00208234j 0.00546082-0.00341752j 0.00176104-0.00253487j -0.00108927+0.000115087j 0.000176022+0.00292696j -0.00509745+0.00217422j -0.00147304+0.003548j 0.00480476-0.00335928j 0.0013306-0.00546283j 0.00358199-0.000961071j 0.000756703-0.00861794j 0.00380112+0.0015911j 
0.00188692+0.00218189j -0.000693372+0.00588749j 0.000419192-0.000243777j 0.000565715-0.00462316j -0.00124718+0.00131698j -0.00573174+0.00567685j 0.000213621-0.00222181j 0.00380709+0.00140787j -0.00139602-0.00250055j -0.000392656-0.000720562j 0.000817655-0.0045861j -0.00190241+0.000364962j -0.000842129+0.00774379j -0.00219047-0.00185517j 0.00530579-0.00312818j 0.00316057+0.000456225j 0.00816174+0.00206312j -5.73163e-05+0.0029917j -0.00563284+0.000927381j 0.00560061+0.00594745j 0.00509156+0.000673488j -0.0049802-0.000393679j 0.00484818+0.000150225j 0.00487737+0.00243075j -0.00284463+0.00688651j 0.00403419+0.0111057j -0.0040825+0.00263028j -0.000625035-0.00247975j -0.000320159-0.00113809j -0.00036325+0.00281398j -0.00318285-0.00170906j -0.00134696-0.00674777j -0.00244751-0.00615133j 0.00298598+0.00184879j -0.00095046-0.000944184j -0.00197374+0.00288448j -0.00365227-0.00663207j -0.000457221+0.00556643j -0.00170093+0.00391431j 0.00306967+0.0012616j 0.00240172-0.00133694j -0.00300237-0.00133684j 0.00355156-0.00157196j -0.00160551+0.000187854j 0.00462027-0.00104111j -9.59528e-05+0.00554585j -0.000675482-0.00150282j 0.00326871-0.00223305j -0.000702269+0.00218474j -0.00481508-0.000867137j -0.00152196-0.0019786j -0.00402444-0.00111062j -0.000418084-0.00566912j 0.00467892+0.00529044j -0.00132585+0.000528687j 0.00106411+0.00292595j 0.00157758-0.000707107j -0.00127993-0.000897836j -0.0021552-0.00195636j -0.00468765+0.0065719j -0.000638609-0.000715701j -0.000895259+0.0120854j -0.000235214-0.00340394j -0.00315021-0.00343262j -0.0022058+0.00317872j -0.000896713+0.00441002j 0.000561046+0.0002226j -0.000483531-0.00423031j 0.00031212+0.00314254j -0.000712035-0.00193643j -0.00140323-0.000868742j -4.07139e-05+0.00069421j -8.88729e-05+0.00433003j 5.87423e-05+0.000782877j -0.000259584-0.000159279j -0.000369673+0.00167586j 0.000371899-2.20018e-05j 0.000833995-0.00127154j -0.00283838+0.00249656j 0.000747818+0.000775055j -0.00018996+0.000319248j 0.00234262+1.47144e-05j 2.99804e-05-0.00139871j 0.00117296-0.000786825j 0.00247487-0.00582556j -0.00237495+0.000733448j -0.00345065-0.00154173j -0.00369698-0.00329151j -0.000407636+0.00255376j -0.00157701-0.00652893j -0.000604441-0.000297879j -2.78366e-05+0.00293566j 
