-0.0168944-0.18966j 0.0516783+0.187733j -0.0561006-0.0784421j 0.11414+0.518119j -0.287615-0.219061j -0.0338117+0.285022j -0.000727713-0.60685j -0.197074+0.259668j -0.432593+0.622944j -0.534245-0.162526j -0.108167+0.316224j -0.0496027+0.36993j -0.144061+0.00952858j -0.705694-0.247938j 0.454658+1.31503j 0.28383-0.661734j -0.385202+0.536403j 0.125711+0.127367j 0.158126-0.274624j 0.926267-0.467142j 0.340188-0.0981235j -1.22287-0.49455j -0.390176-1.04877j -0.244654+0.148075j 0.429807-0.816711j -0.976078-0.458799j -0.08965+0.0895197j 0.396713-0.373375j 0.579918+1.06096j -0.0503208+0.301249j -0.000421069+0.0441867j 0.67036+0.16366j -0.647955-0.877786j 0.170694+0.209622j 0.325571+0.290284j 0.645237-0.185322j 0.0118823+0.771493j -0.162255+0.694231j 0.776252-0.877916j 0.654586+1.02528j 0.246014+0.933665j -1.50017-0.407394j 0.412702-0.0654394j 0.452263-1.42607j 0.106919+0.363688j 0.782323-0.935809j -0.357879-0.111758j -0.374156-0.226071j -0.31881+0.19j 1.27277+0.4046j 1.25383-1.4781j -1.74617-0.992678j 
0.883277-1.21976j -0.299029+1.41393j 0.547535-1.89862j -3.14153-0.683169j -0.858831-0.666883j 0.171282+1.34548j -0.276128+1.44489j -0.360581-0.530844j 1.4233+0.0156033j 0.505896+0.329448j -0.203543+0.844136j 1.51749+0.885231j -0.780143+1.35078j 0.63814+0.102219j 0.591425+0.22092j -0.149536-0.745668j -0.14916-0.570254j -0.750036+0.821526j -1.56881+0.79825j -0.102181-0.728383j -0.468062+0.00917827j -0.221805-0.169095j -0.450493+0.49497j 0.0578733+0.422507j 0.303578+0.644491j -0.408881-1.51112j 0.823817+0.0835071j 0.260339-1.31893j 0.145584+0.37562j 0.0692722+0.885914j 0.401507+0.47539j -0.120022-0.0946701j 1.18958+0.255644j -0.312325+0.566998j -0.180163+0.292181j 0.0612031+0.268545j -0.282011+0.268115j 0.323322-0.55638j 0.0630414-0.391495j 0.300321-0.21846j -0.22447+0.342843j -0.601348+0.0265255j 0.850044-0.227707j 0.117424+0.151919j 0.123407-0.12362j 0.0577431+0.637551j 0.167725-0.242939j 0.50614-0.0942959j -0.306188+0.793373j -0.139723+0.698886j 0.353428-0.408257j -0.0946425+0.0533438j 
-0.384391-2.62053j -2.78767+0.599557j -1.32328+1.43579j -0.665021-1.03593j 0.406304-0.0347081j -0.613496-0.703283j -0.437127-0.899193j 0.589767+0.146532j -1.00124+0.513952j -0.8408+0.188956j 0.73377+1.03691j -0.00743248-0.334332j 0.614936-0.899568j 0.295617-0.125092j 1.27168-0.0938858j 0.345448+1.24202j -0.26116-0.000417669j 0.299351+0.442707j 0.894462+0.722983j -0.245116+0.23696j -0.225161-0.118247j 0.917193-0.553641j -0.00798012-0.185583j -0.110462-0.691452j -0.0608373-0.0371135j -0.688512+0.096381j -0.225553-0.652846j -0.282913-0.344754j -0.400057-0.0118098j 0.454771-0.42245j -0.56375+0.386914j -0.0757101-0.0550475j 0.274779-0.0518997j 0.398399-0.282589j 0.0973849+0.0627217j 0.16495+0.227915j -0.192213-0.297851j -0.0922786-0.622599j 0.296741-0.0666034j 0.101657-0.144486j -0.0916937+0.128334j -0.0680495+0.0290573j 0.387905-0.225905j 0.04506-0.325106j 0.012988+0.131044j -0.0702433+0.341634j 0.0434876-0.165243j 0.163137+0.0261476j -0.264694+0.239569j 0.0722343+0.0875429j 0.0787604-0.140388j -0.175073+0.0525736j 
3.24672-1.01969j -1.41107-3.40138j -2.15694-1.43884j 1.20605-1.3024j 0.225246+0.381779j 0.586477-1.01035j 1.19615-0.839513j 0.0247631+0.771265j -0.889848-0.921191j -0.59566-1.03214j -0.951549+1.28247j 0.467787-0.18165j 1.03533+0.448824j 0.31964+0.270626j 0.475061+1.35987j -1.53833+0.657723j 0.117052-0.364297j -0.528714+0.413373j -0.682161+1.1649j -0.191102-0.143848j 0.0864173-0.206051j 0.798389+0.964479j 0.227899-0.121742j 0.791881-0.191032j 0.0356782-0.100324j -0.147417-0.692388j 0.710151-0.390072j 0.424871-0.454843j -0.0911617-0.475846j 0.508592+0.453348j -0.639166-0.730084j 0.0260578-0.0861911j 0.142875+0.312421j 0.396449+0.383461j -0.0679167+0.106118j -0.332998+0.23041j 0.436964-0.243084j 0.775232-0.204502j 0.14503+0.386567j 0.165296+0.0676951j -0.221168-0.0663366j -0.0760198-0.0990058j 0.359612+0.471368j 0.387126-0.0227943j -0.164282+0.0553954j -0.436585-0.0178342j 0.210894+0.0314142j 0.00116171+0.227109j -0.36845-0.267523j -0.120063+0.110467j 0.208357+0.0878763j -0.0955796-0.227897j 
-0.0304884-0.161523j -0.103168+0.0954433j 0.066886+0.0278361j 0.015612+0.395819j -0.0745035-0.131152j -0.197236+0.156509j 0.222152-0.33188j -0.211191+0.0808817j -0.381886+0.254565j 0.029095-0.513457j 0.0891943+0.111791j -0.0116233-0.217437j 0.138134-0.181827j 0.0807205-0.322119j -0.681748+0.251531j 0.04947+0.0717121j -0.0946166-0.125143j -0.0370777-0.0133161j 0.150285-0.399063j 0.00799064-0.29737j -0.0887485-0.0617951j -0.121506-0.596373j -0.182582+0.534832j -0.346711-0.295731j 0.402096+0.133882j -0.071569+0.668327j -0.972377-0.0717753j -0.117309+0.0202324j -0.80205+0.0365111j -0.10692-0.441855j -0.764349+0.826797j -0.155167-0.137128j 0.00350691+0.204141j -0.172903-0.919856j -0.374414-0.256695j 0.230792-0.236087j -0.910202-0.115524j -0.395298+0.372646j -0.228791-0.493785j 0.636837-0.272264j -0.458749-0.835529j -1.05042-0.688354j -1.03282+0.6774j -0.140041-0.463356j 0.688282-0.963055j -1.66764-0.983157j -0.000400105-0.733598j 0.338131+0.607102j 0.357845+0.811999j 0.73426-1.15525j -2.07291-1.3562j -1.96477+2.54176j 
0.199092-0.0966415j -0.194517-0.0830338j 0.00918973+0.141653j -0.494522+0.106832j 0.133163-0.201169j -0.258873-0.0586117j 0.481071+0.128754j -0.15278-0.0589002j -0.431477-0.161379j 0.634805-0.210048j -0.140564-0.127225j 0.248966+0.0546295j 0.233292-0.0814591j 0.391606-0.267626j -0.582604-0.586095j 0.0388284+0.654926j 0.0613209-0.540358j -0.0126581-0.0903512j 0.547856+0.0980931j 0.367584-0.019993j 0.0544809-0.0217621j 0.766067+0.234666j -0.753457+0.0678439j 0.294315-0.0893568j 0.0497258+0.492782j -0.825137+0.233714j -0.204075-0.708695j -0.040556-0.134412j -0.31335-0.433361j 0.560341-0.123474j -1.10582+0.0230163j 0.111668-0.163025j -0.352871+0.0330238j 0.795159-0.552024j 0.0790069-0.484752j 0.420623+0.63449j -0.290166-1.57913j -0.257697-0.0259242j 0.536544-0.211867j 0.517003+0.607905j 0.979456-0.428088j 0.288194-1.04126j -0.845777-1.04908j 0.457789-0.414269j 1.16232+0.479606j 0.88505-2.17542j 0.679994+0.122435j -0.862+0.503537j -0.723303+0.492146j 1.25635+0.538081j 0.865549-3.25392j -3.97229-1.47845j 
0.0091495-0.0416483j 0.288183-0.0332713j -0.61937-0.10755j 0.830848+0.146143j -0.131929+0.107999j -0.0770621+0.255231j -0.383419-0.503608j -0.420231+0.369191j -0.455264+0.221903j -0.597916-0.0132275j 0.635213-0.799884j -0.652764+0.179268j -0.0705896-0.389842j 0.135912-0.676484j 0.136556+0.598892j -0.474801+1.05151j 0.411017-0.64617j 0.190971+0.016432j -0.231813+0.367311j -0.833778+0.930951j -0.246989+0.311484j -0.659801+0.846443j 0.460835-0.0400976j -0.711678+0.538694j -0.406584-0.727112j -0.139462-0.324587j -0.231313+0.67294j -0.157457+0.395735j -0.571823+0.617336j 0.660675-0.371471j -0.67685+1.1654j -0.425438+0.137106j -0.21415+0.182269j 1.72381+0.464167j 0.67139+0.748565j -0.349676+0.142752j 0.785631-1.68002j 0.770242-0.854711j -1.0107+0.0644153j 0.176183+1.27273j 1.17338-0.929016j 0.354143+0.980508j 0.0430877-0.670322j 0.482525-0.0712799j 1.10571+0.316591j -0.599737-0.770091j 0.195921-0.696271j 0.266616+0.0717538j -0.164064-1.56651j 2.01772-0.272021j -1.04066+0.374473j 1.71772+0.155131j 
-0.117785-0.107425j -0.0169952+0.117465j 0.10111+0.00549337j 0.133251+0.249078j -0.163573-0.0291475j 0.0608308+0.13815j -0.0542586-0.29225j 0.0165642+0.0907625j -0.0118888+0.290584j -0.25523-0.30212j -0.132419+0.176626j 0.0378964-0.164798j -0.110531-0.0698892j -0.359925-0.106767j -0.191199+0.467365j 0.481334-0.352575j -0.411624+0.205072j -0.0385365+0.0320594j -0.00125289-0.408309j 0.0725466-0.24918j 0.0354907-0.0448802j -0.00714765-0.663981j 0.120191+0.410459j -0.0286863-0.268458j 0.293128-0.106188j 0.125435+0.464143j -0.317174+0.0920979j -0.0310624-0.0191652j -0.0574942+0.211112j -0.179704-0.312878j 0.327129+0.445515j -0.00463187-0.0586715j -0.0166411+0.159508j -0.468872-0.455883j -0.272483-0.0517158j 0.463607-0.536632j -1.0164+0.675296j -0.127516+0.0766808j -0.102768-0.413909j 0.360598-0.409872j -0.532493-0.572671j -0.715097-0.236973j -0.545489+0.780065j -0.313364-0.214867j 0.114867-0.840927j -1.54601-0.134692j -0.0218782-0.487108j 0.447457+0.533047j 0.335893+0.398218j -0.0319293-0.988895j -2.3876+0.16667j -0.277613+2.87281j 
0.0544343-0.020939j 0.164571+0.491725j 0.0237151-0.81j 0.0281526+1.04373j -0.277963-0.257293j -0.190788+0.316686j 0.550928-0.671575j -0.282358-0.0248586j -0.105227-0.0974803j -0.353746-0.867677j 0.80243-0.0916202j -0.256057-0.564154j 0.213731-0.582871j 0.578124-0.655094j -0.589027+0.584873j -0.710421+0.961681j 0.560425-0.504015j -0.0628132+0.196453j -0.210787+0.232336j -1.40736-0.478791j -0.360088+0.0258547j -0.431254+0.755343j 0.113432+0.378233j -0.26958+0.464282j 0.717448-0.809142j 0.42065-0.548835j -0.157385+1.11812j -0.460343+0.038995j -0.267894+0.52839j 0.284693+0.845906j -0.771096+1.04568j -0.108092-0.159269j -0.538774-0.780647j -0.437909+1.74995j -0.650944+1.11497j 0.064209+0.458962j 1.51564-0.651757j 1.27975+1.23817j 0.10591-0.51778j -1.03645+0.953301j 1.48084+1.75344j -0.790615+1.46555j 0.873974+0.197591j 0.423593+0.960978j -0.595377+0.825646j 0.699257-0.642093j 0.879297+0.407706j 0.0267775+0.229056j 2.18312-0.714627j 1.0451+2.84638j -0.923481-1.21795j 0.477622+2.43772j 
0.0085191+0.00106889j 0.420477-0.679552j 0.0296037+0.344151j -0.547972-0.457189j -0.76763+0.558524j 1.55338-0.511069j 0.313898+0.116429j 1.88765+5.40745e-05j 1.69411-0.228616j -0.292513+0.516269j -3.61208-0.219058j 1.89273+0.0565482j -1.78584+0.520675j -3.26234+0.53656j 0.846083-0.039064j 6.57421-1.23834j -4.31543+0.688105j -0.948049-0.311671j 1.41466-0.556555j 1.36896-0.0171315j 1.75006-0.0297045j 6.2761-0.921043j 0.290162+1.04878j 5.61593-0.41088j 0.0118919+0.561031j 0.179821+0.232834j 5.3455-0.834705j 0.62013+0.293963j 5.63551-0.706947j 1.5804+1.022j 8.34531-0.908123j 0.875135-0.298898j -1.41968-0.42635j -2.41699+0.733805j 0.347949-0.198454j 4.77164+0.129129j -6.30958+0.333244j 1.01639-0.852823j 3.51504-1.02509j 1.64341+0.653407j 1.65486-0.482734j 3.59091+0.0341473j 0.931-1.0685j 2.76617-0.628907j -1.93284+1.18907j 0.173565-0.735065j 2.74318-0.0743613j 2.05015-0.175845j -0.747529-0.939894j 1.16644-1.86946j -0.381366+1.26749j -0.16232-0.211729j 
-0.0155049+0.00978373j 0.0770022-0.0202545j -0.656544+0.019797j 0.963796+0.0310121j 0.283355+0.119647j -0.556185+0.143307j -0.710615-0.342675j -1.00264+0.136242j -1.04028+0.0925786j -0.239991+0.133562j 1.60829-0.378111j -1.25585+0.0465402j 0.544637-0.197829j 1.16074-0.33706j -0.14635+0.198111j -2.69124+0.564921j 1.95258-0.441118j 0.513239+0.196191j -0.587913+0.299666j -0.902339+0.99426j -0.782079+0.153964j -2.81951+0.339508j 0.20434-0.436118j -2.57768+0.0563077j -0.517567-0.530863j -0.544202-0.27727j -2.08608+0.0225899j -0.26606+0.0936363j -2.49261+0.142495j 0.129852-0.744752j -3.42062+0.293166j -0.535637+0.138061j 0.24964+0.817093j 2.44406+0.00263559j 0.554157+0.416102j -2.04349-0.37636j 2.70707-0.802187j 0.214157-0.766702j -2.20052+0.182409j -0.224751+0.327628j 0.195883-1.05099j -0.73938+0.131317j -0.254797-0.359702j -0.748359-0.343216j 1.68027+0.108108j -0.641786-0.145701j -1.12038-0.710108j -0.776355+0.0155615j -0.75525-1.15995j 1.25885-0.535047j -0.487516+0.446484j 1.70762-0.611066j 
-0.0234122+0.115715j -1.01197+0.108403j 0.313921+0.614111j -0.206104-0.0399445j 0.988913-0.372678j -1.44206+1.22971j 0.0286383-0.398447j -1.10586+1.58587j -1.42848+1.91856j 0.644746-0.715388j 1.43463-1.71083j -0.951295+0.39583j 1.56357-1.51222j 2.21952-1.5928j -0.697707+1.35988j -5.01266+4.17976j 3.14872-2.64239j -0.00895253+0.565565j -1.45468+1.5406j -1.11387+0.572412j -0.691514+0.0904722j -4.3509+6.01681j 1.10109-0.0630902j -2.82531+3.2011j 1.1012-1.1278j 0.0720635+0.111241j -3.38267+4.15774j -0.0142766-0.358309j -3.34379+3.10989j 1.45993-1.44189j -4.37285+2.95446j -0.832026+1.17253j -0.622147-0.825057j 1.65665+0.429129j -0.674382+0.440261j -1.51391+1.79832j 3.61751-4.61639j -0.978724+1.44321j -2.94178+1.01532j -0.0416252+1.28003j -0.36495+1.74898j -1.48629+2.27984j -1.19304-0.281167j -1.66303+1.00998j 2.33375-1.29591j -0.991349-0.0694882j -0.639561-0.763816j -0.717082-1.27732j -0.836986+2.35545j -2.54829+0.138976j 1.35617+0.86493j 0.332171+1.39955j 
-0.14517-0.207319j -0.190008+0.663996j 0.208439-0.0321128j -0.0454912+0.396319j 0.20321-0.276567j -1.00627+0.497508j 0.194388+0.303579j -0.688859+0.480761j -0.918587+0.324023j -0.203721-0.480235j 0.973964-0.536235j -0.245049-0.0812414j 0.557607+0.034101j 1.41511-0.750863j -0.24725+0.257983j -2.26819+0.245451j 1.30923-0.209262j -0.620451-0.136285j -1.19028+0.735049j -0.839257+0.257417j -0.594964-0.0241715j -2.76923+0.280604j 0.689375-0.602649j -2.69624+1.37981j -0.328456-0.361805j 1.44108-0.863662j -2.38884+1.12703j 0.616847+0.163927j -1.97737+0.968841j -0.44255-0.110027j -1.81209+1.06947j -0.741161+1.3649j 1.00367-0.401432j 0.870068-0.398943j 0.757597+0.521887j -2.42878+0.773961j 2.34298+0.260717j -1.0301-0.0171416j -0.493397+0.717466j -0.639759+1.03926j -1.30676+0.294536j -0.0928667+0.253662j -1.47826-0.658278j -1.57863+0.95341j 1.45017-0.445004j -0.183594+1.1355j -0.13158-0.0341955j 0.773323-0.857386j -1.09201-0.186183j 1.45064+0.247919j -0.212831-1.02394j -0.393524-0.0560502j 
0.123177+0.0806443j -0.998513-0.238131j -1.11021-0.214994j 1.40897+0.719982j 1.69854+0.86801j -3.99594-0.196834j -0.839047-0.561586j -4.31225-0.754066j -4.24115-0.544446j 1.25945+0.693813j 7.44808+1.19205j -4.37584-0.396831j 3.92509+0.236974j 7.67789+0.740403j -2.29468-0.138902j -14.2273-1.22238j 10.1425+0.648192j 0.27571+0.655747j -2.9523-1.51509j -3.31823-0.760963j -3.15208-1.03468j -15.5423-2.43053j -0.367608-0.778976j -12.6313-1.40482j -0.113076+0.769114j -0.599216+0.611526j -12.9693-0.477614j -0.149897-0.0672099j -13.4465-1.33715j -0.197326-0.267378j -16.1147-1.89758j -2.45042+0.0141533j 2.38128+0.881333j 3.82042+0.343023j -1.10038+0.920841j -9.01036-0.45454j 14.1328+1.40058j -1.71753-0.594806j -6.05075+0.358825j -4.76703-0.592377j -5.00954+0.163192j -6.54166-0.684096j -2.59231-0.529949j -3.65501-0.0628596j 4.88277+0.0614519j -1.62096+0.154328j -2.66715+0.00517533j -1.09001-2.03216j -0.963928+0.144501j -1.52822-0.611995j 0.162786-0.452366j 0.554671+0.0278517j 
-0.282422+0.184166j 0.947846-0.235876j -0.272068-0.496776j 0.62648+0.325168j -0.341551+0.366239j 0.667719+0.0625699j 0.545983-0.449765j 0.46708-0.548104j 0.353068-0.291638j -0.462757+0.953314j -0.556441+0.894885j 0.0167067-0.627801j 0.0761685+0.651419j -0.990953+0.37924j 0.404576-0.668513j -0.00509925-1.67474j 0.0976113+1.23257j -0.160591+1.10129j 0.781999+0.204559j 0.230347+0.00211944j 0.0955797-0.0302322j -0.303395-1.08683j -0.897271-0.795618j 1.63805-0.189749j -0.179482+1.00508j -1.23831-1.81584j 1.19021-0.605926j 0.144303-0.885856j 1.19152-1.12681j 0.0955208+0.861095j 1.20636-2.36764j 1.81667-0.291922j -0.375305-0.611606j -0.692754+0.0586989j 0.656997-1.33789j 1.07078+0.560417j 0.632015+0.97859j 0.00770194+0.158588j 0.691829-1.43363j 1.2723-0.388009j 0.117723+0.772551j 0.252048-2.12234j -0.699791+1.52818j 1.41202+0.403703j -0.476011-0.328316j 1.47788-0.494213j 0.197677-1.05153j -1.25791-1.52568j -0.75519+0.801513j 0.357442-3.03276j -1.63815+0.546875j -0.328725+0.458788j 
0.0655056-0.0288433j -0.328859-0.382399j -0.10113+0.597467j -0.176641-0.422711j 0.1847+0.178085j -0.373154+0.101138j 0.219188+0.154205j -0.329779+0.643992j -0.423343+0.487697j 0.61284-0.111657j -0.00400553-1.18491j 0.283643+0.559583j 0.232255-0.245486j 0.296395-0.539257j -0.668851+0.350851j -0.367358+1.00277j 0.14004-0.898322j -0.460899-0.404607j -0.71777-0.197278j -0.175093+0.140319j 0.189363+0.332583j -1.48411+1.76809j 0.0794967+0.855975j -0.431674+1.68808j 0.848764+0.334219j 0.419098+0.520833j -0.574067+1.60205j 0.365399+0.214349j -0.00977646+1.87677j 1.06591+0.935678j 0.400961+1.80174j -0.403078+0.0371175j 0.214866-1.16231j -0.964803-0.271728j -0.203445+0.0767421j 0.326349+1.4271j 0.255621-1.61784j -0.593239-0.0719701j 0.439566+0.137984j 0.0816897+1.49393j -0.213018+1.10434j -0.0966215+1.24199j 0.4717-0.762723j -0.29696-0.0725083j -0.360977+0.469794j -0.165506-0.344828j 1.27856+0.321058j 1.02301+0.00586379j -1.39218-0.239719j -0.193942-0.849244j -0.111138+0.808036j -0.805112+0.281247j 
-0.146148+0.195237j -0.0197087-0.193972j -0.254811+0.402324j -0.141415-0.504118j 0.197666-0.236507j -1.71745+1.03025j 0.397748-0.0130325j -1.62303+2.00284j -1.98948+2.00518j -0.483763-0.250818j 2.30095-2.79228j -1.34291+0.86458j 1.86992-1.60282j 2.01718-1.70749j -0.878923+1.17059j -5.84349+4.96074j 4.10146-2.43822j 0.0495501-0.53009j -0.435633+2.27415j -0.493388+0.631556j -0.302888+0.623068j -4.87944+6.42746j 0.283006+0.273646j -3.99282+4.03115j -0.476569-0.607957j -0.606026+0.425017j -5.39647+3.97098j -0.266541+0.83786j -4.84733+2.19828j -0.0715882-0.00569278j -4.6766+6.15622j -1.87556+2.0386j -0.16404-1.87039j 1.50639-0.484703j -0.746068-0.11408j -3.602+3.70116j 5.84202-6.11168j -0.643486+1.82212j -2.83101+2.90971j -2.5805-0.10456j -2.59815+0.0641661j -3.03008+4.30056j -0.0236668-1.12575j -0.984581+2.86185j 3.88019-1.81791j -0.391731-0.697958j -1.37414+2.79129j 1.52349+0.856711j -0.99186+1.09833j 0.145494-0.202312j 0.0468382+1.17299j -0.174862+0.817085j 
0.255978-0.279237j 0.269089+0.112828j 0.572313+0.0268188j -1.04214+0.141104j 0.0160283-0.120198j 2.72266-0.471569j 0.238864+0.36415j 3.06218-0.911482j 3.18991-1.27124j -0.876143-0.380044j -5.10201+1.01441j 2.78976+0.202526j -3.02462+1.14262j -5.9534+0.234685j 1.93018-0.321767j 10.1743-3.07075j -6.03652+0.774837j 0.491571+0.886815j 1.47438-1.39338j 2.04282-0.182883j 1.2286-0.0226289j 10.5297-2.22259j -0.763373+0.334489j 8.38799-1.49539j 0.588882+0.616543j 1.10765+0.17458j 9.32497-2.01925j 0.000811263-0.156403j 7.7629-1.8269j -0.623591-0.347442j 11.4318-1.70051j 1.53387-0.227419j -2.02491+0.791219j -2.31689+1.67017j 2.1382-0.401076j 6.87797-1.92262j -9.21135+2.3194j 1.07606-1.31617j 6.11833-2.8797j 1.55624-1.67477j 2.55988+0.614546j 4.83811-1.55556j 0.762805+1.11476j 4.64781-2.53888j -1.26351+1.11129j 0.255584+0.573709j 3.41408-2.01299j -0.659663-0.457024j 0.736886-1.30414j 0.342808+0.247442j -0.117471-0.508211j -0.161888-0.644584j 
-0.270326+0.0321484j 1.37343+0.223314j 0.900206+0.259547j -1.09899-1.01147j -1.6592-0.337161j 4.38132+1.10525j 0.660964+0.676936j 5.03347+0.548289j 4.76726+0.693404j -0.423889+0.0177483j -7.75026-1.35415j 4.65256+1.05667j -4.31569-0.851604j -7.43067-2.04239j 3.21649+0.100123j 16.2438+2.96788j -11.3852-1.71319j -1.14087+0.319909j 4.21306+0.8358j 3.69293+0.685791j 3.05634-0.0933564j 17.2049+2.62005j 1.12144+0.960044j 14.1035+1.17027j -0.489948+0.893874j 0.394548-0.267541j 13.0992+2.22584j 1.0992-0.139842j 12.8073+1.55041j 0.424255-0.544964j 17.5338+1.99699j 2.39997+1.25003j -2.41638+0.511852j -3.60346+0.64899j 0.645151+0.485949j 10.8788+1.26958j -16.0073-2.06986j 2.91662+0.509813j 7.54233+0.294047j 3.67087+0.907887j 2.74168-0.532171j 8.71297+0.463031j 0.173176+1.69611j 5.80274+0.210471j -5.5227-0.619723j 1.80522+0.0551342j 4.56871+1.35743j 1.56913-0.229501j 3.09345+0.137234j 0.936574+0.606123j 0.0764725+0.559771j -0.319062-0.269638j 
0.208216+0.2066j -0.285157-0.619075j -0.268998+0.283652j 0.166392-0.413703j 0.20898+0.101296j 0.081565-0.269748j -0.231199-0.27698j -0.244752-0.0274098j -0.0659298-0.0423532j 0.628521+0.169789j 0.410702-0.184156j -0.409878+0.225517j 0.269513-0.331453j 0.292115+0.247216j -0.544693+0.0521256j -0.665153+0.872735j 0.592621-0.769924j 0.660868-0.144783j 0.264731-0.309295j 0.166672+0.0252209j 0.0617133+0.196291j -0.307405+1.11109j -0.601079+0.759859j 0.138392-0.214671j 0.617246+0.125557j -1.10087+0.931211j -0.0910295-0.119333j -0.622586+0.0281002j -0.399798+0.0783604j 0.521794+0.0624577j -1.12626+0.290668j -0.219778-0.923535j -0.435996-0.0588764j -0.226867+0.0824493j -0.875287-0.412766j 0.660343-0.212971j 0.219662-1.19138j 0.0546111+0.139261j -0.444069-0.0092274j -0.227658-0.63048j 0.629339+0.123789j -1.38893+0.361609j 1.22963+0.502323j 0.288086-0.714917j -0.4695+0.0911936j -0.5411-0.728505j -0.689196+0.417853j -0.709776+1.223j 0.588087+0.624204j -2.21092-0.109389j 0.399751+1.03966j 0.268173+0.308463j 
-0.0995336+0.0682964j -0.163094-0.215996j -0.241684+0.362501j 0.193462-0.0112626j 0.329653-0.72038j -1.16024+0.699039j 0.207289-0.2553j -1.48545+1.11228j -1.77343+1.25767j 0.0247787+0.439855j 2.04209-1.60429j -0.634341+0.523809j 1.54763-1.13863j 1.51724-0.165752j -0.590222+0.00772303j -4.78444+3.34283j 2.84737-2.37781j 0.875429-0.99684j -0.845329+0.929545j -0.888738+0.0332804j -0.689597+0.524151j -3.8103+2.79838j 0.65037+0.277271j -3.86295+1.99315j 0.811735-0.53555j -0.126397+0.0412826j -4.48712+3.06882j 0.296196+0.633581j -5.27114+4.12266j -0.644155+1.19025j -3.81556+2.37331j 0.89603+1.87251j 0.922851+0.0616014j 3.24143-1.81784j -1.177-0.888329j -3.13801+2.02697j 3.41024-4.47332j -0.630677+0.616307j -3.5432+0.921913j -3.39802+3.92802j -1.43093+2.45904j -1.72229+2.36177j 0.492283+0.239724j -2.0487-0.595802j 1.00626-4.6665j -0.110633-0.0636568j -0.68623+0.429099j -0.266347+0.536491j -0.724382+0.204476j -0.0356483+0.27129j 0.228917+0.619j -0.129707+0.330725j 
-0.158844-0.242659j -0.417946+0.426236j -0.141899-0.745297j 1.28281+1.45602j -0.266626+0.399707j -1.05655-1.24153j -0.557272-0.262648j -0.743043-2.1117j -0.900955-1.98737j 0.110721+1.42797j 1.59692+3.51424j -1.43326-1.37254j 0.786202+2.19787j 2.9685+3.60045j -0.39178-0.785834j -3.95929-6.13578j 1.8204+2.46583j -0.165389-0.0409047j -1.04758-1.20281j -0.926028-1.07919j -0.826202-0.541453j -2.75302-6.59881j -0.668939+1.30135j -1.55898-4.6577j -0.580601+0.841484j 0.667052-1.4845j -2.30078-6.57006j -0.349455+0.475356j -2.87949-5.50441j -0.187072+0.837307j -2.28457-7.52543j -1.51466-1.54144j -0.109002+1.75064j 0.0352467+1.49249j 0.758753-1.49049j -1.76506-4.46551j 2.96498+6.08577j -0.625252-0.270932j -1.07964-3.73356j -2.26299-2.40164j 0.486002-2.619j -1.23363-3.33967j -1.14525-1.20782j -1.85551-2.497j 0.959047+0.424394j -0.051569+0.994185j -2.85948-0.401447j 0.0363715-0.16644j -0.825065+1.01851j -0.39364-0.731587j -0.499625-0.9139j 0.366079-0.209031j 
0.25074+0.000210067j -0.00830962-0.25416j 0.136362-0.55931j -0.242223+0.814579j -0.222731+0.975463j 1.01197-0.991688j -0.131032-0.439495j 1.87068-1.78604j 2.01209-1.74223j -0.152122+0.839292j -2.35899+2.85635j 0.617798-1.04972j -1.49763+1.37056j -1.45002+1.97293j 0.928058-0.719117j 4.76271-4.52585j -2.30873+2.57547j -0.719493+0.825785j 1.99618-2.24499j 0.710333-1.10727j 0.549217-1.44173j 5.25794-6.24589j -0.147221-0.447384j 3.67244-4.17819j -0.802466+1.05943j 0.0559384+0.0583978j 3.50575-3.88678j 0.505126-0.208061j 2.66682-4.37426j 0.0343572-0.445868j 4.84871-5.68844j 1.01454-0.78114j -1.40859+1.83098j -1.46989+1.54869j 0.127059+0.355575j 3.16334-2.63824j -4.73953+5.00075j 1.52512-1.24625j 3.35088-1.80285j 0.706229-1.75964j 0.0591486-0.99203j 3.33914-2.50512j -1.31006-0.448583j 2.74968-1.46352j -1.64982+1.40937j -0.531536+0.25607j 2.40621-0.641217j 0.739689-2.08945j 1.22834-0.252616j -0.198192-0.874417j 0.483909-0.71302j 0.651148-0.345094j 
