-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
-0.295997+0.0925305j -0.132624+0.00866833j -0.589159-1.218j 1.11045+0.335739j -0.656112+0.283162j 0.483034-0.236919j 0.696035-0.20455j -0.0344113-0.538047j 0.0230045+1.04165j 0.394333+0.0741455j 0.169432-0.481883j -0.208434+0.288883j -0.116164-0.219529j 0.0019009+0.230209j -0.231497-0.0236981j -0.281144+0.478082j -0.317997-0.184323j -0.657027+0.0334159j 1.08957-1.11384j -0.334467+0.361902j -0.194943-0.834861j -1.34263+1.60122j 0.100664+0.137475j 1.24116+0.677703j -0.0631656-0.203294j 0.320294+0.142123j -0.929941+0.0765575j 0.724377+0.760953j -0.280142+0.985955j -0.0509048+1.07396j 0.314136-0.171007j -0.0683357+0.0818657j -0.351022-0.425684j 0.0612443-0.542841j -0.373212-0.388819j 0.322982+0.166274j 0.398014+0.0406045j -0.7481+0.812724j 0.164147-0.927599j 1.00723-0.204686j 0.484726-0.488252j -0.893882+0.420144j -0.429514+0.680419j 0.586454+0.286549j -0.186026-2.04679j -0.468878+0.0627017j -0.866531-0.249136j 1.27644-0.86049j 1.35312+1.43267j -0.476763-0.538971j -1.16105-0.0885004j -1.79234-0.466062j 0.0954794-1.04896j 0.451725+1.13937j -1.44764-0.590716j 1.04399-0.959236j -0.83449+0.106811j 1.26207-0.678502j -0.0627086+1.28137j 0.961001-0.0845333j -0.0415332-0.47973j 0.202922+0.367186j 0.188926-0.723562j -0.816922+0.74713j -0.124023+0.0700859j -0.582203-0.229164j -0.351205+0.109531j -0.0148206-0.0139073j -0.27499-1.43153j -0.0625211+0.00186796j -0.0356476+0.721454j -0.879699-0.498802j 0.820831-0.252071j 0.557895+1.26106j 0.345449-0.198003j -0.414672-0.138184j 0.0164225-0.149058j -0.613341+0.391061j -0.0454257-0.013375j 0.88977-1.15637j 0.604851+0.45085j 0.223649+0.249237j 0.00926968+0.454616j -0.641606+0.973367j 0.0181256-0.10118j -0.437254+0.425319j -0.247083-0.732156j -0.650651-0.085741j -0.281254-0.285721j -0.0870872+0.566197j 0.120393+0.141955j 0.0775647+0.12596j -0.126028+0.0778083j -0.290044-0.102269j -0.150315-0.0717513j 
0.796528-0.367947j 1.55118-0.904056j -0.694116-1.95454j 0.852087-0.83924j 0.955552-0.591257j -1.17205+1.03979j -0.342904+0.155238j 1.75632-0.191797j 0.331882+1.09557j 0.898247+0.423094j -0.125901-0.734019j 0.962152-1.40256j 0.337121+0.736674j 0.324019-0.685502j 0.465255+0.448411j 0.582295+0.155681j -0.436752-0.285888j 0.136237-0.632073j -0.0847334+0.0536634j -0.427153-0.135145j -0.717501+0.00153519j -0.108621-0.0881515j 0.2343+0.44009j 0.231976-0.46453j 0.178952+0.346081j 0.622386+0.265776j 1.09462+0.0344701j -0.128544+0.143964j 0.11716-0.404821j -0.419943+0.015724j 0.657674-0.336506j 0.404284+0.164031j 0.199951+0.255442j -0.190378-0.47926j -0.346723+0.263754j 0.445498-0.023001j 0.239996-0.130985j -0.5282+0.0618393j -0.0781127-0.251787j -0.212791+0.755788j 0.194493+0.181582j 1.08197+0.371383j 0.0330048-0.443622j 0.296779-0.948976j -0.56691+0.180958j 0.492895-0.022488j 0.275792+0.364389j 0.110813-0.0863193j 0.320789+0.423467j -0.0700391+0.147332j 0.0276433+0.382327j 0.298666-0.352769j -0.0966407-0.0168183j 1.11547-0.448777j -0.0754972+1.12107j 1.15726-0.702964j 0.337908+0.496237j -0.744915+0.0810536j -0.126835+0.208939j -0.036779-0.26114j -0.841595-0.226115j -0.163656-0.355008j 0.0905713+0.325054j -0.137825-0.302536j -0.76545+0.283025j 0.313962-0.435131j 0.186012+0.0615792j -0.50798-0.423j -0.579016+0.736605j 0.0457074-0.0201436j 0.213298+0.151256j -0.149293-0.145977j -1.02288+0.0341135j -0.154232-0.423678j 0.268592-0.508973j 0.0992418+0.398324j 0.173581-0.0818136j 0.562068-0.499013j -0.593631-0.0869744j 0.107005+0.192486j -0.0412614-0.0235824j 0.196849+0.275853j -0.173174+0.517712j -0.435116-0.210476j -0.0796984+0.173436j -0.660855+0.271762j -0.792876+0.0752257j -0.227155-0.720009j 0.185815+0.215533j 0.365284+0.751362j -0.235853+0.220761j -0.348533+0.0776016j -0.130903-0.172026j 0.0511879+0.0106042j 0.106513-0.128779j 
-0.946482+1.33351j -0.865881-0.468848j -0.854214+0.511448j 0.00227388+1.00333j -0.358471-0.122836j -0.763586+0.134001j -0.0893363-0.233628j 0.428236-0.385767j -0.154423+0.098691j -0.172367+0.278132j 0.124544-0.00341536j 0.187567+0.00047089j -0.28757+0.287203j 0.464859+0.202267j -0.144169-0.270172j -1.61106+1.39462j 0.71476+2.46836j -0.589596+0.751125j -0.186654+0.507122j -0.798696+0.336459j -0.527804-1.17247j -0.417942-0.277189j 1.13904-0.563798j -0.798753-0.360116j 0.188746-0.436769j -0.400528-0.692315j 0.41986-0.0654945j 0.418638-0.14066j -0.232426-0.416424j 0.136674-0.333146j 0.55787+0.322902j 0.114856+0.041608j -0.196397+0.0951922j 0.0110765-0.404981j -0.390906-0.569481j -0.0871254+0.629453j -0.271631+0.175326j -2.35143+0.70689j -0.715825+1.56466j -0.689848-3.36431j 2.23364+0.982531j -0.151907-0.64773j 0.493208+0.255822j -0.889516+0.606491j -0.973201-0.121958j -0.171183+0.662916j 0.747078-0.729477j -0.150106-0.33126j 0.540165+0.499846j 0.508566-0.128138j 0.515542-0.308577j 0.150521-0.949905j -0.340543-0.65924j -0.956097-0.770722j -0.0503035-0.27337j -0.799098-0.00388529j -0.579747+0.0263945j 0.111967-0.101009j -0.328751-0.586154j 0.731317-0.205611j 0.444919-0.824482j 0.855717-0.110615j 0.0457605+0.205861j -0.485179+0.959993j -0.165044+0.10222j 0.366506+0.926554j -0.0240716+0.465624j 0.128203+0.359407j -0.252811+0.0358863j 0.365295+0.344644j 0.309791+0.183619j 0.0838323+0.179366j -0.395206+0.27962j -0.0621743-0.00892201j 0.148007-0.103405j 0.513337-0.511608j 0.278057-0.154317j 0.0274106+0.0332895j 0.00503523+0.587287j -0.0472692-0.296684j -0.0526219-0.0118335j -0.531609-0.328353j -0.0323967+0.067998j -0.012701-0.127809j -0.1554-0.0290864j -0.389668+0.64291j 0.0135398-0.0332101j -0.0861564+0.0408528j 0.190169+0.33845j -0.0120022+0.22705j -0.334871+0.272249j -0.0668587+0.00986442j -0.183767-0.186773j -0.0474707+0.105989j 0.00242382+0.153951j 
-1.42317+1.28934j -0.103955-1.35765j 1.71268-0.729375j 0.387046-0.328373j 1.3426+0.825868j -1.17682+0.821077j 0.533976-0.187225j 0.630755-1.35345j 0.0504276-0.597208j -1.15492-0.739461j -0.0865649-0.577624j -0.366028+0.570664j 0.161338-0.393841j 0.378013+0.156364j -0.448362-0.456175j -1.28408+0.116769j 0.259674+0.635043j 1.18754-0.548094j -0.155731+1.32911j 0.537539-0.96651j -0.532648+0.748514j 0.668321+0.641688j -0.342898+0.320043j 0.100662+0.214193j -0.277733-0.487705j -0.125939-1.01557j -0.0157167+0.0269654j 0.176656+0.322207j -0.367082+0.0248579j 0.498324+0.0122651j -0.284769+0.854212j 0.0822094-0.0356634j 0.278023-0.0955367j 0.379465-0.151781j 0.185459-0.131974j -0.0168187+0.317967j -0.139194+0.394334j 0.355027-0.061323j -0.862176+0.531571j 0.00749222+0.434615j 0.17053-0.327084j 0.105131+0.392766j -0.473564+0.707362j 0.230399+0.163095j -0.705676-0.222638j 0.199527-1.14809j -1.4206-0.203504j -0.545762-0.154903j 0.358202-0.10045j -0.437978+0.345986j -0.0546403+0.108009j -0.410614-0.0130105j 0.595552+0.106978j -0.228239+0.424739j -0.064492+0.132738j 0.293826-0.626303j 0.208878-0.543964j -0.143449+0.289728j -0.455807+0.158704j 0.347006-0.323814j -0.05985-0.672292j -0.357581+0.0169896j -0.206667-0.0892055j -0.0200566-0.596185j -0.24459-0.0772138j -0.0455423+0.158707j -0.414693+0.255235j -0.0116633+0.0248642j -0.0519431+0.0626851j -0.139849-0.260374j -0.632775+0.494867j 0.22804+0.799346j 0.0931859-0.0872517j -0.0108089-0.571527j -0.174178+0.188229j 0.196727-0.363455j -0.632257-0.490834j 0.133689-0.0235385j 0.0942491+0.17014j -0.0492062+0.262252j 0.274113-0.376872j -0.00446841-0.388564j 0.352795-0.243687j 0.0812507+0.190942j -0.139452-0.0197781j -0.00111221+0.223505j -0.209554+0.125844j -0.0949904-0.152066j 0.00235051+0.318584j 0.0406146+0.0584573j 0.0875527+0.0478574j 0.0848066-0.0403666j -0.0166857+0.054831j -0.130195+0.0625032j 0.0400061-0.0548281j 
-0.216513+0.211289j 0.208869+0.208788j -0.20999-0.139945j -0.375554+0.0634053j -0.571673-0.283868j -0.308913+0.39034j -0.342256-1.16295j 0.680246+0.992354j -0.262138-1.30381j -0.231838+0.218672j -0.289191-0.534768j 0.934851-0.932605j 0.146055-1.71401j -0.0112012-0.227905j -0.57031+0.202355j -0.252176-0.278692j 0.157356-0.166664j 0.370251+0.00143872j -0.256065-0.296591j -0.802023+0.363517j -0.231625-0.0561041j -0.284818-0.208707j 1.51807-0.776813j 0.498087-0.946198j 1.06968+0.177361j -0.186911+0.0506017j 0.172092+1.5937j 0.562591-0.79584j 1.07077+0.804061j -1.48073-0.184988j -1.53607+0.803951j 1.12469-1.47671j 0.949011-0.515171j 0.669137-1.73781j -0.247705+1.34525j 0.0182412-0.146708j -0.25281+0.81908j 0.172765-0.0470877j -0.0280546-0.160513j -0.0202311-0.0240621j 0.0254925-0.00546583j -0.213638+0.538817j -0.110412-0.16065j 0.327625-0.687499j -0.121884+0.462641j -0.363253-0.0456662j 0.171042+0.105133j -0.455147-0.211873j 0.477921-0.096455j 0.193052+0.0180872j 0.0382983-0.271411j 0.181096-1.09054j -0.200419-0.104611j -1.06391-0.461308j 0.662767-0.511295j 0.858688-0.0472518j -0.292317+0.255579j 0.368067-0.679164j -0.257817+0.173031j 1.29304+0.205251j -0.327651+0.767968j 0.138804-0.184643j -0.851517+0.180805j -0.0110286+0.792209j 0.792301-0.210755j 0.555793+0.0895428j -0.244471+0.265251j 0.372496-0.488643j -0.379754+0.0265241j -0.0212212+0.267691j -0.322305+0.623353j -0.186563-0.787788j -0.32714+0.0390759j -1.93092-0.988777j -0.355442-0.0418462j 0.631802+0.926204j -0.758527-0.0102487j -1.52039+0.420309j -1.17377+0.194239j 0.445109+0.646445j 1.1239-0.126292j 0.939937+0.344117j 0.0380143+0.205956j 0.862172+0.0198518j -0.437531+1.04104j 1.1641-0.597892j -0.336847-0.61155j 0.504177-0.963818j 0.571714-0.37055j 0.673792+0.510578j 0.333043+0.433052j 0.0670434+0.544548j -0.0905925+0.323012j -0.295808+0.438624j 0.305917+0.62215j 
-0.010896+0.110395j 0.250234+0.0302207j 0.256064+0.822239j -0.512008-0.0210114j 1.50625-0.536801j -0.77687+0.0528741j -1.8923+1.05433j 0.205751+0.456964j 0.262808+0.140399j -0.269547-0.142998j -0.348672+0.395502j -0.0454879+0.339766j 0.017134-0.180601j 0.167629-0.316697j 0.096986+0.0172675j 0.148231-0.0453209j 0.165405+0.0700352j 0.154209-0.436438j -0.00838112+0.121513j 0.0457558+0.104744j 0.626575+0.498501j -1.90732+1.0681j 1.28282-0.038529j -0.126651+0.289378j -0.956926-0.195617j -0.0268375+0.517299j -1.44775+0.439539j -0.345115+0.96911j -0.0439745-0.361218j 0.43812+0.0494299j 0.250682+0.111716j 0.163094-0.205236j 0.217957+0.532182j -0.215082-0.548086j -0.0588539+0.120078j -0.0887978-0.274568j -0.113431+0.194958j 0.00184743+0.103976j -0.226784+0.222362j 0.0953537-0.0895241j -0.329956+0.0552643j -0.110175+0.0348064j -0.0885871-0.519821j -0.14499-0.234858j 0.0802189+0.0119106j 0.361382-0.633491j -0.425111-0.124836j 0.219677-0.328973j -0.296112+0.231205j -0.174464-3.70617j 0.896312-0.938551j 0.0453344-0.254196j 0.78396-0.0746189j 0.678078+0.258186j 0.50617-0.242259j 0.057772-0.292177j -2.3106-1.72016j -0.018585+1.67408j -0.0472438+0.0829679j 0.00703371-0.482276j 0.624359-0.378094j -0.74707-0.693407j -0.325014-1.50943j 0.225161-0.775275j 0.528512-0.253084j 0.0632215-1.05959j -0.34678-0.84355j -1.30507+0.833168j -0.875568-0.420521j 2.1111+1.37778j -0.185615+0.508757j 0.177965-0.343236j 1.36114+1.07032j -0.214117-0.0199018j 0.247773-0.046201j 0.30751-0.856807j 0.0335863+0.510003j 0.0292496+0.13025j 0.227031-0.0633811j -0.195987+0.0778328j -0.197075+0.350507j 0.964075+0.195503j -0.0657992+0.460575j -0.0274018+0.173662j -0.112477-0.0922045j -0.249038-0.765172j 0.0546807+0.600175j 0.136708-0.0548094j 0.266471+0.797025j 0.319336+0.626122j 0.0742395+0.423387j 0.0234167-0.056676j 0.0793813+0.137455j 0.067325-0.239957j -0.0468564+0.197826j 
-0.25407+0.127174j -0.67409+0.223484j -0.505273+2.08128j -0.829868-0.28008j -0.871342+0.0350335j 0.621171-0.245311j 0.425398+0.0618963j -1.18044+0.166298j 0.349012-1.09019j -0.4452-0.741497j -0.481377+0.229046j -0.79328+0.520217j 0.0115951-0.387509j -0.126239+0.0506438j 0.0622985-0.115474j -0.331222+0.641414j -0.124464-0.787064j 0.989551-0.350673j 0.103068-0.188583j 0.120309-0.778742j -0.746001+0.0511259j -0.257489+0.441991j -0.262745+0.750058j 1.20876+0.0273921j 0.422008-0.319375j 0.451191+0.140154j 0.536346+0.180134j -0.0204729+0.2645j -0.0147085-0.320259j -0.588313-0.286679j 0.992288+0.294121j 0.430444+0.182411j -0.208302+0.387368j 0.256-0.849588j -0.477017-0.562166j 0.15933+0.575305j 0.467558+0.363655j -0.178031-0.234576j -0.0233723-0.698374j -0.174785+0.374437j 1.32464+0.472238j 0.109723-0.179542j 0.880863-1.63921j 0.106793-0.0774597j 0.243983-0.155261j 1.35311+1.48237j -0.209865+0.843088j 0.312839+0.538307j 0.000527413+0.160657j -0.39624-0.741093j -1.06789+0.592059j -0.131116-0.270907j 0.38545-0.302124j -0.195913-0.280314j 0.380454+0.0152335j 0.103275-0.446296j -0.898021+0.500026j -1.3419-1.36865j -0.486989-0.556331j 0.381444-0.300744j -0.46828-2.29824j 0.438214-0.0948581j 0.0926031-1.17918j -0.995503-0.657994j -0.0848572+0.255763j 0.757019-0.700621j -0.0864466+0.279703j 0.386021-1.51181j 0.589261+0.284795j -0.400055-1.05502j 0.161433-0.0690738j -0.506983-0.0410479j 0.111173-0.661505j -0.557366+0.00112467j -0.51536-0.230638j -0.455313-0.338018j 0.507866-0.0718062j 0.806277+0.311869j 0.0947223-0.191641j 0.06182+0.96333j 0.057103-0.15422j 0.274628+0.167602j 0.409497+0.963695j -0.705339+0.44859j -0.228812-0.789987j -0.84699-0.972079j -0.778826+0.163249j 0.617279-0.634645j -0.957604+0.0276243j -0.749875+0.297585j -0.333659-0.230084j -0.222166+0.0572186j -0.0824172-0.198152j -0.146918-0.174949j 0.242787-0.0388422j 
-0.220193-0.848152j -1.51903-0.0907765j 1.09955-1.33798j 0.211217+2.34494j 0.655364+0.229391j 1.69169-0.208793j -1.16633-0.548248j 0.585833-1.04445j -0.76846+0.0915081j 0.343457+1.21567j 0.975127-0.320888j -1.02891+0.684993j 0.114782-0.21716j -1.31668+0.224597j -0.212525-0.910898j 0.195654+0.0894958j 0.181605+0.160775j 0.692523-0.118041j -0.568854+0.644533j 0.728445-0.628139j -0.0328741+0.491226j 0.414354+0.198266j -0.0832889+0.138917j -0.586255-0.676845j 0.034742+0.41553j -0.473221+0.156731j -0.153995+0.804372j -0.0994137-0.201168j 0.069245-0.847668j 0.143805-0.0835912j 0.320659+0.569414j 0.73354-0.21502j -0.417487+0.422818j -0.0292909+0.119871j 0.0926847+0.0320587j 0.140546+0.0179785j -0.0895756-0.194891j 0.276689+0.576257j 0.064858-0.119901j -0.21272-0.882072j -0.109972+0.396739j 0.569724+0.732478j 0.595589-0.755134j 0.813252-0.303638j -1.3697+0.0345177j 0.790362+0.511923j 0.273167+0.474922j 0.979695-0.201532j 1.06334-0.753485j -0.376529-0.135519j 0.261589+0.43228j -1.58896+1.01183j -0.722975-0.320018j -0.405851-0.401123j -0.916209+0.951702j -0.40553-0.613913j -0.21966+0.175787j -1.49093-1.01065j 0.155627+0.278336j 1.47583-0.129252j 0.198141+0.0146344j 0.136555-0.188164j -0.587585-1.11584j -1.31559+0.104162j 0.164257+0.419995j -0.414909-0.149798j -0.451113+0.0304071j -0.39352-0.661139j 0.452177-0.0764955j -1.04242-0.459612j 0.566142+0.0574306j -0.517023+0.206327j 0.600107-0.271617j 0.38053-0.364142j -0.554358-0.337495j -0.523876+0.11322j -0.305391-0.000266135j 0.184934+0.202687j 0.79825+0.451151j -0.968831-0.157574j 0.698286-0.160438j -0.899043-0.916095j 0.195525+0.952939j 0.193847+0.215042j -1.03068-0.366078j -0.341594-0.525858j -0.495999+0.175113j 0.219644+0.620906j -0.24654+0.132399j 0.0344771+0.278222j 0.280807+0.0767382j 0.0230606-0.129646j 0.212305-0.135591j 0.00912721-0.122117j -0.063675+0.195992j 
-0.773948+0.223682j 0.654275+0.482324j 0.140661-0.185218j -0.468872+0.443735j -1.4126-1.23816j -0.189388+0.734291j 0.230783+1.03521j -0.253898+0.429218j -1.86913+1.14945j -0.7775-1.28837j -0.108349+0.749358j 0.0625346-0.902085j 0.99593-1.04024j 0.912426+0.576916j -0.445343+0.299948j -0.164838-0.588642j 0.694615-0.225054j 0.644644-0.0213507j -0.488568-0.364438j -1.06058+0.44467j -0.409216+0.369366j 0.761932-0.0782274j 0.512939+0.251322j 0.783594+0.491972j -0.995143-1.10479j 1.16633-0.293036j 0.976334-1.18022j -0.0485022-0.190884j 0.598757+0.376111j 0.922313-1.18374j -0.307057-0.972481j -1.28912+0.761682j 0.354071+0.192097j 0.292811-0.629437j -0.357067+0.172624j -0.724286-0.27222j -0.250177+0.678418j 0.132755+0.387827j -0.281802-0.232543j 0.0178165-0.492103j -0.126347-0.0383946j -0.298008+0.399789j 0.172669-0.354839j 0.611939-0.534598j -0.213556+0.292143j 0.104469+0.675384j 0.482725+0.912147j 0.0357487-0.323678j 0.249005-0.517122j 0.11882-0.170059j 0.299142+0.222188j -0.114957-0.331241j -0.847277+0.0895642j 0.0476616-0.20606j -0.321474+0.454109j -0.366687+0.180416j -0.380429+0.537162j -0.375977+0.0710384j 0.669512-0.240812j -0.66928-1.00131j -0.431383+0.288837j 0.126722-0.623839j 0.684379+0.474157j 0.144145-0.180669j -0.732856+0.512306j -0.651771+0.149553j 0.266916+0.376109j -0.0322936+1.02004j -0.912851+0.0623185j 0.876298+0.197277j -0.425463-0.190846j 0.151434-0.191814j -0.596969-0.211577j 0.669416+0.360106j 0.272994+0.593471j 0.249354+0.476941j -0.163246+0.23612j 1.44876+0.348472j -0.285592-0.662788j -0.2368-0.139267j -1.02369+0.0105369j 0.820857-0.0325074j 0.275461+0.766646j 0.339552+0.124556j 0.629373-0.656209j 0.658638+0.10168j 0.0189186-0.413575j 0.0339739-0.0702452j -0.182769+0.0660996j 0.201133+0.221138j -0.00133972-0.00433176j 0.173277+0.370778j -0.00333116+0.338896j -0.108243+0.368688j -0.0991285+0.224071j 
0.194557-0.159991j -0.765899-0.181148j 0.313498-0.38652j -0.59497-0.0515787j 0.854671+0.475664j 0.52744-0.300277j -0.570608-1.85609j 0.039834-0.394717j 0.505577+1.47568j -0.142096-0.0458761j 0.286538+1.77472j 0.312603+0.705674j -0.00115996+0.285437j -0.621328-0.175491j -0.204564-0.434525j -0.0615634+0.106025j -0.245667+0.22j 0.129062+0.267514j 0.278693-0.618376j 0.428192-0.415946j -0.0594046+0.112877j -0.325816-0.213553j 1.09428-1.26655j -0.141533-0.391205j -1.22463+1.24275j -0.16767-0.756997j 1.19149-0.51655j -0.977158+1.90453j 1.58936-0.655645j 0.594535-1.24714j -0.214324-0.886981j -0.978548+0.219966j -0.0772213-1.69539j 0.613478-0.488818j -0.156681-0.0413496j 0.185546-0.140093j -0.176601+0.0766836j 0.137971-0.0963593j 0.251088-0.0674705j 0.0852502+0.202435j 0.231057+0.224992j -0.285356-0.0502061j 0.00315212-0.33836j 0.452889+0.125504j 0.289099+0.0223741j 0.178389-0.562658j -0.391115-0.239194j -0.233281-0.454144j -0.0286179+0.132769j 0.155741+0.106396j -0.231933-0.0705782j -0.673214-1.13113j -0.182744-0.234278j -1.32649-0.43274j 0.285475+0.436765j 0.527884+0.231711j -0.135251-0.297152j 0.219962-0.362495j -0.487997-0.204917j -0.0437285-1.08064j -0.170433-0.519955j 0.0769337+0.351533j 1.32412+0.678106j -0.405419-0.577828j -1.17529+1.21498j -1.08224-0.293351j -0.116456+0.770965j -0.212441+0.553739j -0.346094-0.294023j 0.0193619+0.172894j -0.342563+0.355069j -0.342855-0.29717j -0.150603+0.74851j 0.752878+0.0280249j 0.191286+1.26j -0.525353+0.646155j -0.0681435-0.299043j 0.649665-0.000995985j -0.291192-0.512867j 0.52225+0.45443j -0.695089-0.0351243j -0.293911+0.586679j 0.684239+0.597839j 0.156348-0.43095j 0.740233-0.719134j 0.622539+0.0562319j 0.44559+0.0756058j 0.267044-0.794086j 0.137871-0.0252828j 0.00277889+0.0301055j 0.222205+0.0705166j -0.151703+0.168866j 0.250691+0.120937j -0.448762-0.0612043j 0.231112+0.404568j 
-0.281007+0.427762j 0.571857+0.47501j 0.788463-0.919176j -0.38648-1.08513j -0.321116+0.612339j 0.806093-0.0930726j -0.264213+0.274409j -0.251966-0.124985j -0.0361431-0.658366j -0.357542-0.377351j 0.496108+0.508024j 0.583699-1.08085j -1.62575+0.511149j 0.757241+0.828893j -0.635761-0.259214j -0.226995-0.726335j 0.320982-0.226381j 0.649927+0.946425j 1.32799-0.194437j 0.841034+0.32819j -0.0633525+1.65071j -0.112784+0.491583j -0.261167-0.699137j -0.0394159-0.21978j 0.829134+0.114602j -0.226447-1.01165j -0.0635316-0.433286j -0.669685-0.115068j 0.346036+1.86481j 0.616663-0.351491j 0.574694-0.419389j 2.01974-0.399423j -0.965946-0.929748j 0.0478677-0.474254j 1.55841-1.00873j -1.12857-0.396154j -0.767622+0.268535j 0.530779-0.0218024j -0.157912-0.0979373j -0.111293+0.159549j 0.118328-0.109936j -0.218966-0.252047j 0.045784-0.0638157j -0.701931+0.812783j -0.0702999+0.973524j 0.166992+0.30421j -0.51168-0.189604j 0.610946+0.456759j 1.31761+0.487996j -0.204511+0.248362j 0.402071-0.482435j -0.902249-0.171126j -0.317227+0.144156j 0.00663228+0.782128j 0.100194-0.265027j 0.666696+0.683968j 0.0956009+0.0268181j -0.126989+0.0501544j -0.618987-0.313637j -0.271634+0.164789j -0.837177-0.00467226j 0.28988-0.168663j 0.188465-0.370385j -0.0833219+0.0682168j -0.88496-0.0273489j 0.296881+0.0139214j -0.72285+0.824298j -0.411957+0.538993j 1.19075+0.377023j 0.0665744+0.996009j -0.204993+0.189996j 1.46337-0.0828252j 0.583928-0.881179j 0.219229+0.59118j 0.0388363-0.90538j -0.139918+0.286249j 0.774113-0.823217j -0.104435-0.336162j 0.767775+0.525488j -0.099792+0.490998j 0.665362+0.562928j 0.315132+0.258202j -0.649514-0.0468686j -0.0999939-0.265186j -0.696072+0.325117j 0.201751+0.136145j 0.164474+0.96357j -0.374426-0.138547j -1.10357-0.155979j -0.0855347-0.321308j 0.422966-0.998877j 0.61892+0.0661244j 0.370981+0.279851j -0.603239-0.140658j -0.170577+0.276541j 
1.15813-0.305412j -0.338061+0.760616j -0.837345-0.126862j -0.282063+0.0170094j -0.422894-0.750585j 0.819903+0.0388155j -0.352224+0.0447658j -0.86847+0.503524j -0.199192+0.237208j 0.215049+0.53445j -0.0718246+0.181149j 0.251303-0.0936407j -0.195193+0.0755213j -0.143881-0.102626j -0.041123+0.350486j 1.14069-0.749031j -0.535377-0.617945j -0.617013+0.463001j -0.613692-1.27926j -0.101462+0.573536j 0.0226361-0.780275j -1.08778-0.483568j 0.11346-0.470525j -0.415149-0.26577j 0.663318+0.479679j 0.739314+1.18734j 0.386741+0.0321019j -0.534222-0.172797j 0.85421-0.523485j -0.588434+0.0123861j -0.41515-0.801303j -0.0446231+0.0268695j -0.176589+0.463874j -0.296879+0.460483j 0.0354015+0.342009j -0.200958-0.621879j 0.109255-0.471036j 1.36921-0.749317j -0.585065+1.20663j 0.808707-0.428492j -0.0601527-0.373769j -0.603303+1.21724j 0.796834+0.618413j -0.607473+1.31989j -2.32089-1.21543j -0.521064-0.463925j -0.891867+0.714865j -0.7101+1.06286j 0.12493-0.560848j -0.0714341+0.353467j 0.25278+0.309727j -0.246964-0.448844j 0.563763-0.739639j -0.578151+0.826626j 0.13329-0.0777737j -0.356409-1.13473j -0.38627-0.267939j -0.00775157-0.388122j -0.662737+0.163283j 0.174188-0.543533j -0.409987-0.0908379j 0.12249-0.00845701j -0.255255+0.463937j 0.0144192-0.986035j -0.377449-0.0131109j 0.35748+0.11073j -0.149323+0.555953j 0.0402253-0.0540106j -0.303629+0.343066j 0.0581241-0.0275441j -0.741878+1.1153j 0.912196+1.56015j -0.298935-0.302777j -0.290629-0.954723j 0.0978303+0.409169j -0.471716-0.207873j -0.486443+0.694751j 0.36973+0.0478152j 0.0193141-0.0823322j -0.0272623+0.281244j -0.0211493-0.698085j 0.413132-0.664398j -0.0516087-0.804631j 0.363547+0.165803j 0.086823-0.260905j 0.629129-0.376187j -0.0843843+0.269816j -0.0140539+0.406157j 0.21878+0.398461j 0.0897705-0.228316j -0.0217085-0.0082979j 0.0389396-0.202939j -0.0178571+0.0899971j -0.117114+0.137205j -0.13537+0.0253418j 
