-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
-0.000373879+0.0015917j -0.00324127+0.00139707j 0.000240033+2.60553e-05j -0.00300695-0.000459007j -0.0008602+0.00298168j 0.00175904+0.000999261j -0.000510503-0.000145793j 0.000897512-0.0023784j 0.000554213+0.00185031j -0.000573658+0.000818827j -0.000974928+0.00453256j -0.00586502-0.00579396j -0.00158913-0.000230769j 0.00109758-0.000373151j -0.00234235+0.00100547j 0.00301778-0.00451011j -0.000200797-0.000649537j 0.00161587+0.0013402j -0.00224854+0.00185472j 0.000632294+0.00196126j 0.00048735-3.74043e-05j 0.0014229+0.0015071j 0.00125394-0.00108544j 0.00140988+0.00041347j 0.00221427+0.00220294j -0.00332661-0.00188837j -0.000201832-0.000798787j -0.00167754-0.000257218j -0.000124731+0.00213983j 0.000984354-0.0074435j 0.00159454+0.00297123j 0.00123125-0.0064349j -0.00191513-0.00335318j 0.0045411+0.00404065j -0.00617414+0.00541575j 0.00326055-0.0108548j -0.000270714-0.00105954j -0.00864167+0.00154351j -0.00263369+0.000132848j -0.00575885+0.00163465j 0.00369251+0.00321403j -0.0044911-0.00483532j 0.00153137-0.000899958j -0.00311492+0.000829712j -0.00183132+0.0009407j 0.00199801-0.00254341j -0.00068703+0.00155692j 0.00177601-0.00230533j -0.00476425-0.000181912j -3.86799e-05+0.0004625j 0.00142928+0.00441962j -0.00401054-0.000581634j 0.000765251+0.000176466j -0.00517123-0.00483939j 0.000729831-0.00198327j -0.00142995-0.00585892j -0.00474536-0.00328354j 0.00780329-0.00347468j -0.00346079-0.00281808j -0.0025847-0.00584614j -0.00783321+0.00338673j -0.000912106-0.00130729j -0.00699841+0.00112271j 0.00813742+0.00562596j -0.00143936-0.00367655j -0.00639348-0.00173255j -0.00250926-0.00112449j 0.000937796+0.00578229j 0.00426244-0.00904559j 
-6.69528e-05+0.000875288j -0.00140363-0.000506158j -0.000446761-0.000876309j -0.00244669+0.00152042j -0.00177534+0.000559288j -0.000392969-0.00142444j -0.00019542-0.0003277j -0.000370236-0.00295007j 0.000190196-0.00297968j 0.000166161+0.00103102j -0.000313091-0.00017132j -0.00254304+0.00148336j -0.00252856-0.000429308j -6.01129e-05-0.000201643j 0.00171604-0.000131696j 0.00351616+0.00248858j -0.00241481-0.00231217j 0.00348956+0.00332181j 0.00109133-0.000252679j -0.00114692+0.000836208j 0.00149608+0.00223046j 0.00230622+0.00118434j 0.00128226-0.00202802j 0.00153524+0.00133691j 0.00395051+0.00267296j -0.000831671+0.00165458j -0.000478508-0.000659039j 0.00244165+0.000725751j 0.000194279+0.000431805j -0.000114195-0.00259146j 0.00127224+0.00142704j 0.00233911-0.00293678j -0.001229+0.000257827j -0.000627225+0.000592513j -0.0040886+0.00275028j 0.00253959-0.00645419j 0.00640339+0.00304148j -0.00455131-0.000191498j 1.751e-05+0.00152661j -0.00327063+0.000223874j 0.00296796-0.0027j -0.00111263+0.00152558j 0.00137097+0.00165012j 0.000798125-1.92619e-05j 0.00145159+0.00189109j 0.00117648-0.000559065j -0.00179878+0.00130076j 0.00283947+0.000498997j -0.00437792+0.0013198j -0.000784897+2.53714e-05j -0.00480843+0.00111972j 0.000383847+0.00131635j -0.00143321+0.00292829j -0.00494441+0.000755795j -0.00181276-0.00272988j 0.00085416+0.0013001j -0.000390457-0.00336049j 0.00497834-0.00131446j 0.0028234+0.00249309j -0.000958778-0.00165213j 0.000565674+0.00284992j 0.00858946-0.00173151j -0.0115039-0.000369986j -0.00289801+0.00115748j -0.00259183-0.00134918j 0.000169894+0.00215565j -0.000225908+0.00439148j -0.00262891+0.00170707j 0.00508278-0.00379488j 
0.000561205+0.000498477j -0.00247104-0.000611077j -0.00163026-0.000188614j -0.000401538+0.00290561j -0.0020623+0.000883951j -0.000720069-0.0019405j -0.000550329-0.00121639j 0.000606787-0.000465994j -0.00020125-0.00231783j -0.000189174-0.000567233j 0.00254495+0.00295682j -0.00430317+1.45098e-05j -0.000223691-0.0049j -0.00125881+0.00111155j 0.000152489-0.000283699j 0.00105672-0.00368109j -0.00333442+0.000214336j 0.00287204+0.00163436j 0.00297103+0.000207882j 0.00179013+0.00150314j 0.00517111+1.78158e-05j 0.000726732+0.00215849j -0.000685693-0.00218212j 0.00262031+0.00129932j 0.00432094+0.00265272j 0.00340993+0.00182477j 4.23208e-05-0.000890484j 0.0025002+0.00157141j -0.000236853+0.0010536j -0.00111327-0.00472j -0.000307859+0.002756j 0.00272303-0.00263195j -0.00426201-0.00274092j 0.00190723+0.0044833j -0.0052178+0.00144089j 0.00812246-0.012507j -0.00139463+0.00202545j -0.00452928+0.00142138j 0.000535789+0.00177988j -0.00138029+0.000734251j 0.00124635+0.000494895j -0.00393417-0.000717997j -0.000218614+9.2709e-05j -0.000658374+0.00186521j 0.000362271+0.00321847j 0.00115376-0.00216997j 0.000698691+0.00326816j 0.000383405-0.00240493j -0.00290478+0.000373636j -0.00144887+0.00101582j -0.000586341+0.00148612j -0.00103576+0.00424658j -0.000810968-0.00408026j -0.00187121-0.000822777j 0.00163258-0.00188039j -0.00152941-0.000172607j 0.0013955-0.00368858j 0.00413812-0.00393349j 0.00800538-0.00127466j -0.0113457+0.00856885j -0.00130211+0.00185235j 0.00225196-0.00163172j -0.00880472+0.00140308j 0.00533565+0.00345295j -0.00164858-0.00204171j 0.0025367+0.0010012j -0.00301197+0.00237156j -0.000262488-0.00348848j 0.00776302-0.00674237j 
0.000335371-6.35504e-05j -0.000127629+7.94832e-05j 0.00041427-0.00037018j -0.000209342-0.000168642j -0.000811086-0.000529916j -0.000258774-0.000377222j 0.000151065+0.00017818j 0.000480219+2.06973e-06j 0.000195695-0.000394643j 0.000671933-0.000262022j 0.00101962-0.000739695j -0.00127879+0.000780393j -0.00022925+0.000889141j 0.000881794+0.000135878j 0.000142939-0.000112105j 0.000434998+0.00128305j -0.00044397-0.00174419j -0.000138725+0.00107741j 0.000845385+0.000524899j 0.000402818+0.000295361j 0.000485885-6.56154e-05j 0.000544028+0.00037631j -0.000299322-0.000291989j 1.42699e-05+0.000392068j 0.00071782+0.000264269j 0.00111499+0.00053823j -0.000776139-8.28846e-05j 0.00180519-0.000106109j 0.000327234-0.000172643j 0.000968059-0.000205473j 0.000536+0.000497445j -0.000373668+0.000102157j 0.000106434-9.16064e-05j -0.000400773+0.000456264j -0.00221451-0.00218644j -0.00260779+0.000558669j 0.000378919-0.00100072j -0.00053857-0.000697389j -0.00052402+0.000343413j -0.0014738-0.000894364j -0.000395636+0.000196078j 0.00111302+0.000638646j -0.000386333-4.46419e-05j -7.58147e-05-0.00044916j 0.000383718+0.000593982j 0.000594751+0.000379125j -0.000624829-0.000502503j 0.000990577+0.0005619j -0.000295476-6.69622e-05j -0.000266138-0.000342809j -0.00222152-0.000378215j 0.00139693+0.000943763j -0.00228772+0.00131186j 0.00108631+0.00185721j 0.00094045+0.000224978j 0.000357753+0.000372488j 0.000297834+0.00066124j 0.000753812+0.001532j -0.00182798-0.000126633j -0.00123707-0.000183159j 0.000851335-0.00204701j 0.00149269-0.000264867j -0.000502087+0.000659194j -0.00169292-0.000147393j 0.000271547+6.06504e-05j 0.00144337+0.00236753j -0.00319408-0.00121831j 0.000955115+0.0018264j -0.00700697-0.000367649j 
-0.000603063-0.0001776j 0.00128234+0.000702399j 0.00186356+0.000284583j -0.00256533-0.000587153j 0.00173216-3.64434e-06j 0.000947879+0.00179181j 0.00142376+0.000216594j 0.000747576-0.000911748j 0.00133554+0.00233522j 0.00026997+0.000552523j -0.00134292+0.000634249j -0.00198934+0.00197479j -0.000977388+0.00443741j 0.00170865-0.000981656j -7.80498e-05+0.0028687j 0.00272807+0.00225329j 0.00187607-0.00181095j -0.00186098+0.00157141j -0.00174782+0.000398962j -0.000711375-0.00190505j -0.00295826-0.00135962j 0.000525308-0.00108771j 0.00137003+0.00273544j -0.000447133-0.000306323j -0.000517117-0.000271182j -0.00235321-0.00182303j -0.00113601+0.000386534j -0.00126575+3.19802e-05j -2.22561e-05-0.0014075j 0.0013039+0.00123839j 0.000735154-9.17683e-05j -0.00295452-0.000392514j 0.00069217+0.00359641j 0.00072103-0.00348981j -0.00169478+0.00095964j -0.00844448+0.0091534j 0.00801642-0.00198697j 0.00320419-0.00256262j 0.000684665-0.00348072j -0.00064985+0.00154591j -0.000859674+0.00220992j 0.00324245-0.00343818j -0.00050804-0.00290531j 0.00344826-0.00182135j 0.000759392-0.00547482j -0.000640512+0.000675841j 0.00132512-0.00213634j 0.000401326+0.000656531j 0.000398629+0.00360975j -0.00019278-0.00145217j -0.00205002+0.00140609j 5.70594e-05-0.00197917j -0.00148951+0.0017115j -0.000810937+0.00120572j -0.00178716-0.000981674j 0.00491511-0.00192468j -0.000721119+0.00308414j -0.00102689+0.0032059j -0.00367042-0.000331448j 0.00311515-0.00096165j 0.00338439-0.00406668j 0.000148285-0.00208489j -0.00256585+0.00841758j -0.00421446-0.0071541j 0.00164754+0.000758687j -0.00520149-0.00372124j 0.000472422-0.00254662j 0.00522713-0.00297882j 0.000183624+0.00193621j 
-0.000631637+0.0007983j -0.0014419+0.00257462j 0.000962101+0.000763364j -0.000535113+0.00280233j -0.000367327-0.000959378j 0.000317099+9.21854e-05j 0.000617519-0.00138978j 0.000133125+0.000659543j 0.000455524-0.000465613j -0.000701766+0.000318186j 0.00287146-0.00297563j -0.000332716+0.00237835j 0.00368375+0.00119548j 0.000417849+0.00221879j -0.000977226-0.00212984j 0.00276375+0.00154486j 0.00122522-0.00237225j -0.00254456+0.00174763j 0.00287282+0.000170046j 0.000733052-0.000162879j 0.00367713+0.000449604j -0.00253673+4.88444e-05j 0.00151399+0.00123921j 0.000374783-0.000105263j -0.000276169-0.00058661j 0.0045091+0.000240722j 0.000968966+0.00123907j 0.00222006+0.000347584j -0.00014279-0.00103977j -0.000606978-0.00184528j 0.000427055+0.00406831j 0.000732899+0.000214592j 0.000910105+0.000381105j 0.000848414+0.0047772j -0.000409677-0.00492044j -0.00625581-0.00260567j 0.00112845-0.000720528j 0.00415226-0.001853j -0.00210791+0.00251361j 0.00104729+0.00472749j 0.00050669+0.00129672j 0.00121445-0.00120476j -0.00300234-0.00382532j -0.00239206+0.00417225j -0.00628201-0.000206379j 0.00157299-0.00114528j -0.000449629+0.00242607j 0.00095452-0.00312332j 0.00750857+0.00112388j -0.0013581-0.00168367j 0.000758761-0.000327018j 0.00350618-0.00164166j -0.00285644+6.78318e-05j 0.00224894+0.000295084j -0.000214192+0.000257362j 8.0891e-05+0.00258591j -0.00392726-0.000641355j 0.00372783-0.0095369j -0.0041381-0.0058576j -0.00612905+0.0183265j 0.00449866+0.000537868j 0.000236123+0.000532199j -0.00147365-0.00205405j 0.00416058+0.00527754j -0.00189211-0.00220172j 0.0097663+0.00536172j -0.00718494+0.00518502j -0.000743599-0.00815725j -0.0110529-0.00128773j 
0.00201606-0.000385275j 8.28852e-05+0.00181452j 0.000694042-0.000186219j 5.9939e-05-0.0015439j -0.00269215-0.00410299j -0.000752623-0.00164708j 0.00111616+0.0013083j 0.00329518+0.00291606j 0.00075849+0.000704703j 0.00591983-0.00268881j -0.000988602-0.000939683j -0.00488623-0.00177928j -0.00291224+0.00161378j 0.00353806-0.00144452j 0.000737468-9.03876e-05j -0.00190103+0.00174531j 0.000377-0.00177712j -0.0025327-0.00174427j -0.00252045+0.00251936j 0.00200268+0.00136226j 0.00079377-0.000315228j 0.00185665+0.000194791j -0.00223824-0.000544172j 0.000234669+0.00267146j -0.0047427+0.000879178j 0.00167643-0.00132445j -0.000846016-0.00227442j 0.00742051-0.000211345j 6.08115e-05+0.00143265j 0.0041711-0.000226822j -0.00119331-0.00213668j -0.00413454-0.000231591j 0.00128654-0.00127323j -0.000587434-0.00265098j -0.00257684-0.000737273j 0.000559476-0.000993741j -0.00247131-0.00371477j -0.00316727-0.000951167j -0.00286204-0.00163484j -0.00397249-0.00435828j -0.000143241+0.00337238j 0.000553781-0.000949691j -0.00134459-3.69434e-05j 0.00179237-0.00106711j 0.000534688+0.000677649j 7.59411e-05-0.00051202j 0.000748285-0.000208871j -0.000609215+0.0002966j 0.00277785-0.000230263j -0.000558601-0.00177693j -0.00176137+7.29968e-05j 0.00447255+0.00539401j -0.00516054-0.000544543j 0.00640962+0.00699989j 0.00142422+0.00327686j -0.00264965-0.0013969j 0.00276406+0.00629216j -0.00284983+0.00207062j 0.00299719+0.00477108j 0.00259109+0.000484372j 0.00425517+0.00220361j -0.000736015-0.000379841j 0.00298901+0.00310738j -0.000264579-5.47453e-05j -0.000185711-0.000529948j -0.000941138+0.00291758j -0.00360943-0.00522506j 0.0033758+0.00340088j 0.000637702+0.00190951j 
0.000296464-0.000100898j -0.000470558-6.66943e-05j 0.00101114+0.000605217j -3.39349e-05-0.000120701j 0.00148731+0.000313264j 0.000460727+0.00197253j -6.27882e-05-0.000590139j -0.00149333-0.000678039j 0.00136501-0.00164773j -0.00150304-0.00143495j -0.000180438+0.000302911j 0.000542598+0.00217133j 0.00101855-0.000432056j -0.00139197+0.000989376j -0.00122641-0.000325346j 0.000220098-0.000645451j -0.000459634-0.000569763j 0.000626901-0.00012315j -0.000407195+0.000530967j 0.000543966+0.00109198j -0.00028699+8.05327e-05j 0.00107036+0.000864311j 0.00252276-0.000639442j 0.00126897+8.00005e-05j 0.000778023-0.00135757j -0.000447513+0.000711115j -0.000720701-0.00126809j -0.00225648+5.58978e-05j 0.00174252-4.05487e-05j 8.35506e-05-0.000756967j 0.00122038-8.16569e-05j 0.000924907+0.000454975j -0.000238018+0.00108352j 0.00222298+0.00143161j -0.00108771+0.000398995j -0.00078958-0.000251549j 0.00180023-1.29937e-06j 0.000226595+0.00199662j 0.000392367-0.00120619j -0.000395601-0.000866694j 0.00160582+0.00285714j -0.00168769-0.00164743j 0.00144026-0.00106537j -0.000756541+0.00101553j 0.00200638-0.000346359j 0.00137105+0.000484738j -0.000836228-0.000188568j 0.000560178-0.000245293j 0.00193692-0.00129617j -0.000701552+0.00133741j -0.000961141+0.00164176j -0.00130292+0.00086979j -0.00151599-0.000539497j -0.000545155+0.000727279j 0.00144016+0.000648919j 0.000585409+0.00204199j 0.00215764-0.000202169j -2.00783e-05+0.000244577j 2.57772e-05-0.00228803j -0.000988766+0.00289335j -0.000311424-0.000132285j 0.000644423+0.000872547j -0.00120564+0.000766658j 0.0014402-0.00036287j -0.00218815-0.00152219j 0.000584684-0.00214434j -0.000492203+0.000863873j 0.000686778-0.00221544j 0.00105579-0.000919539j 
-0.00085143-0.000197743j 0.000892985+0.000131511j -0.00283997-0.000931678j -0.000962287+0.00140848j -0.00200998-0.00087933j 0.000447023-0.00611292j 0.00111192+0.00264339j 0.00210325+0.000600939j -0.00336114+0.00404484j 0.00288704+0.00429135j 0.00111408+0.000936871j -0.00258408-0.0026983j -0.00190851+0.000217145j 0.00407258-0.00176182j 0.00186201-1.61405e-05j 0.000933709+0.00110987j 0.000788494+0.00154736j -0.00133499+0.00254257j 0.000720255-0.00194002j -0.00152681-0.0025525j 0.000598499+0.000439338j -0.00312015-0.00136336j -0.00429012+0.000196301j -0.00269651-0.000427563j -0.00102184+0.00409724j 0.00107214-0.00212863j 0.00120672+0.00224654j 0.00593862-0.000279506j -0.00404391+0.000158992j -0.00201422+0.000619977j -0.00182833+0.00237815j -0.00328443-0.00234336j -0.000614545-0.00234836j -0.00519816-0.00218482j 0.00149025+0.000984577j 0.000187029+0.00138087j -0.00131235+0.000194055j 0.00322252-0.00502278j 0.000415931+0.00165725j 0.000806328+0.00373507j -0.00261554-0.00711895j 0.00442993+0.00304915j -0.00410124-8.94562e-05j 0.00253322-0.00174629j -0.00507002-0.00283869j -0.00242457-0.00191545j 0.00210447+0.00105571j -0.00115913-0.000734257j -0.00340923+0.00437068j 0.00125796-0.00261679j 0.00319731-0.00394411j 0.00255114-0.00318535j 0.00458558-0.00109866j -0.00222557-0.00304976j -0.00483045-0.00185482j 6.49451e-05-0.0056027j -0.00335719+0.000860851j 0.00141127-0.000585217j -0.00155606+0.00178422j -0.00157741-0.00168968j -2.28908e-05+0.00341944j 0.000504-0.00271732j -0.000300103+0.00116227j -0.00201655-0.000350264j 0.000378454+0.00145517j -0.00225549+0.00238803j 0.00122902-0.00297762j -0.000280898+5.46798e-05j -0.000122326+0.00100023j 
0.000660376+0.00346495j -0.000328162+0.00139119j 0.00279797+0.00132244j -0.000589235+0.0014673j -0.005992-0.00238429j -4.53208e-05-5.00868e-05j 0.000376001+0.000328796j -0.00122208+0.0027253j 0.00076917+7.7609e-05j 0.00293709-0.00460241j 0.000953452-0.00150998j -0.00372951-0.00269863j -0.00369506+0.00117426j 0.00323424-0.00208653j 0.00290045-0.00214038j 0.0012553-0.00136762j 0.00304789+0.00112555j -0.000697426-0.00177173j 0.00277059+0.00116279j 0.000470857+0.000433774j 0.00115999-0.000727748j 0.00131669+0.00167871j -0.00294067+0.00025768j 0.00114554+0.00157459j -0.00356537+0.00306172j 0.00293708-0.00134431j 0.00160534-0.00146209j 0.00181565-0.00179058j -0.00184826-0.00239334j 0.00110915-0.00358598j -0.00272151-0.00133426j -0.00145974+0.00046143j 0.00195082+0.000907096j 0.00079998-0.000855642j -0.00191502+0.00413232j 0.00717384-0.00571491j -0.000833702-0.000792152j -0.00238792-0.00205197j -0.00361304+0.00156026j -0.00330881+0.000233668j -0.00143169+0.00537226j 0.00202638-0.00365345j -0.00559597-0.00110491j 0.00541709+4.0066e-05j 0.00274456-0.00253877j -0.000750969+0.00093528j 0.00129187-0.00448949j -0.000592013+0.00284278j 0.000857986-0.00155725j 0.000289331-0.00108886j -0.000513737-0.00179251j 0.00672859+0.000590776j -0.00375108+0.00168252j 0.00562638+0.00511291j -0.000794205+0.00233296j -0.00646095+0.00117861j -0.00147366-0.00142913j -0.00293347-0.0037382j 0.00521181+0.00472198j -0.00062406-0.00249707j 0.0115653+0.00162973j -0.00140537-0.000826129j 0.00509473+0.00256362j 0.000711025+0.000250179j -0.00053508-0.0010601j 0.00414217-0.000638147j -0.00934977-0.00274144j 3.80773e-05-0.000738907j 0.00516395-0.00174396j 
0.00388472-0.00481756j 0.000900542+0.0014324j -0.00360692-0.00207194j 4.42774e-05-0.00270199j -6.09639e-05-0.00355199j -0.00183809-0.00319973j 0.00136276+0.00193633j 0.00754184+0.00201109j -0.000104755-0.000257411j 0.00675556-0.00383187j -0.003352+0.000272571j -0.00330334+0.00300457j -0.0010724+0.00197927j 0.00337214-0.000436529j -0.00135238+0.00310375j -0.0039362+0.00536027j -0.00579687-0.00267733j -0.00664218+0.00119667j -0.00506792+0.00448408j 0.00531815+0.00186307j 0.00203978-0.000471623j 0.0018081-0.00153045j -0.000434725-0.00169183j 0.00123201+0.00361601j -0.00606782+5.58795e-05j 0.000672248-0.00268992j -0.00384561-0.00166393j 0.015397-0.00390481j 0.00500842+0.0065241j 0.00650831+0.000608677j -0.00104503-0.00239252j -0.00741175-0.000910968j -0.00303298-0.00397009j -0.00367891-0.00271008j -0.00362089-0.00372945j -0.0046775+0.0026532j -0.0038501-0.00167309j -0.00510929+0.00163872j -0.00289719-0.00420592j -0.00567158-0.00739242j 0.00251933+0.00223503j -0.00159517+0.000593152j 0.00235709+0.000786303j -0.00166469-0.000604506j -8.18983e-05+0.00482898j 0.00054381-0.00375984j -0.000337334+0.0066559j -0.000114186-0.00516071j 0.00371287-0.000437988j -0.0018429-0.00119747j -0.00394404+0.00343593j 0.00502001+0.00686488j -0.00834651-0.000864048j 0.00957976+0.00641417j 0.00515239+0.00387807j 0.00015701-0.00251787j 0.00799573+0.00956521j -0.000989816+0.00861446j 0.00329579+0.00186582j 0.00562056+0.00699194j -0.00123766+0.000324057j -7.47668e-05+0.000543355j -0.000244679-0.000294029j 0.000128225+0.00229174j -0.000404089-0.00182934j -0.00372731+0.00328882j -0.00120577-0.00283305j 0.00527939+0.000847525j -0.00495488+0.000927004j 
0.000871927-0.0007302j -0.0019513-0.000637081j -0.00182433+0.00102438j 0.00229803+0.00349066j 0.00736142-0.000637365j 0.00328958-0.00243188j 0.00187369+0.00493545j -0.00910665-0.00480057j 0.000176568+0.000690231j -0.000286019-0.00355376j 4.23298e-05+0.000494109j -0.00216984+0.000242361j 0.00115973+0.00174901j -0.000839038-0.00227983j -0.00106111+0.00133937j 0.00108331+0.00125199j -0.000721991-7.42602e-05j 0.000768692+0.00300729j -0.00413737-0.00311193j 0.000225756+0.00117034j -0.00295882+0.000237545j 0.0042902+3.32414e-05j 0.00353972+0.00170145j 0.00215595+0.000545489j -0.000617768-0.000602685j -0.00221616-0.00383901j -0.00265529-0.0049149j 0.00201671-0.00473799j 0.00106723+0.00138147j 0.000892035-0.000807468j 0.00248894+0.000976249j -0.00237443+0.00262885j -0.00078185+0.00203677j -0.00460263+0.000977367j 0.00289412-0.000409667j -0.00250107-0.000242906j -0.00231139+0.000945063j 0.00456922-0.00126395j -0.00245703+0.00140839j 0.00179355+0.000462914j -0.00281366-0.00165554j 0.000975934+0.00171704j -0.000226213+0.000479659j 0.000209552+0.00115055j 0.00748177+0.000723553j 0.0028913+0.0015828j -0.00119672+0.00128243j 0.000271121-0.000681061j 0.00476751+0.00126811j 0.00292758-0.000775479j 0.00515229-0.000221227j -0.00372057+9.3292e-05j 0.00378208+0.00124327j -0.00879902-0.000829338j -0.00301513-0.000703558j -0.000846117-0.00181241j 0.00268095+0.000157773j 0.00327016+0.00148654j -0.0018938+0.00219751j -0.000216717-0.00231468j -0.00103556+0.00375289j -0.00128358+0.000286758j 0.000681555+0.000995644j -0.00148809-0.000895639j 0.00193469-0.00112792j -0.0010541+0.00370887j 0.00244587-0.00215212j 0.000173515+0.000892052j -0.00080125+0.000949499j 
0.00110975-0.00258768j -0.000165905+0.001272j 0.00371156-6.38404e-05j 0.00262452-0.00147222j -0.00181336+0.00659571j -0.00129887+0.000536704j 0.00301435-0.00196892j -0.00341178-0.00536386j 0.00277954+0.00153443j -0.00157995-0.00242521j 0.00136061-0.000297631j -0.000501154-0.000360375j -0.00120745+0.000365708j 0.00226089-0.00383254j 0.00201663+0.00553548j -0.000397713-0.00302467j -0.00585311-0.00502789j -0.00195103-0.00341998j -0.00387237+0.00224419j 0.0116058+0.000426192j 0.00426491+0.00618578j -0.00196501-0.00123458j -0.00139442-0.000755619j -0.00241889-0.00114328j -0.00710344-0.00372982j -0.00699743-0.00132832j -0.00708104-0.00575957j 0.00906887-0.00659885j -0.00255122+0.00687177j 0.00230056-0.00450715j -0.00244892-0.00214101j 0.000776668-0.000691392j 0.00395938+0.00455204j 0.00386738-0.000870776j -0.00169502-0.00278935j 0.0022505+0.00146789j 0.000454403+0.000161399j -0.000722006+0.00202389j -0.00189491-0.00230016j -0.00117952-0.00168455j 0.000478999+0.00101893j 0.000143886-0.000230609j -0.00155602+0.00304445j 0.00296882+0.00064357j 0.00136805+0.000207124j 0.00537237+0.000939389j 0.000925968+0.00101402j -0.00034475-0.000501874j 0.00210659-0.000708008j 0.000600338-0.000276235j -0.001204+0.00243216j 0.000336123+0.00336956j -0.00207535-0.00113953j 0.0037922+0.00197316j 0.000579521+0.00104621j -0.0010333+0.000270932j -0.00157236-8.84259e-06j -0.0025619+0.000640493j -0.000194935-0.00130301j -0.00104848+0.00121447j 0.00159883-0.00153106j 0.000998997-0.00159473j -0.00098502-0.000577505j -0.000414533-3.45046e-05j 3.88357e-05+0.00101969j 0.000595343-0.00101417j -0.00127236+0.000566144j -0.000315768-6.97321e-05j -7.64422e-05-0.000228597j 
0.0015084-0.00104066j -0.00293146+0.000557587j 0.0036683+0.00138069j 0.00390281+0.000128547j 0.00913117+7.70179e-05j 0.00364894+0.004007j 0.00138256+4.61803e-05j -0.0131695-0.00382604j 0.00351811-0.00457781j -0.00663253-0.00666413j -0.000584356-0.000393695j 0.00175547+0.00203235j 0.00315629+0.000613652j -0.00526776-0.000202069j -0.00145478+0.00352272j -5.15232e-05-0.00142949j -0.00319579-0.00242185j 0.00176817-0.00171362j -0.00478278+0.000957385j 0.00604114+0.0029768j -0.00142606+0.00242936j 0.0062909-0.000202792j 0.00736241-0.000473242j 0.00337683-0.00113355j -0.00244607-0.00577267j -0.00563831-0.000279571j -0.00723376-0.00727214j -0.00438839-0.00432847j 0.00454649+0.00155062j 0.00250894-0.00385255j 0.00281793-0.00308658j 0.00354364+0.00411998j 0.00254471+0.00616055j 0.00392754+0.00205748j 0.000302158-0.00188474j -0.00129225-0.00112108j 0.000137374+0.000242956j 0.00177159+0.00509057j -0.00353962-0.0007661j 2.47878e-05-0.00334072j 0.00222002+0.00572606j -0.00459914-0.00119357j 0.00341528+0.000174601j -0.000681757+0.00374902j 0.0133814+0.000799527j 0.00731939+0.00298274j -0.00298622+0.000411631j 0.0013465+0.000171154j 0.00773241-0.00535774j 0.00150695+0.00193662j 0.00153883+0.00490661j -0.00543556+0.00532194j -0.00102588+0.00213621j -0.00403533+0.00308635j 0.00220004+0.000921828j 1.48613e-06+0.00510832j 0.00416372-0.00250889j 0.00100337+0.00109865j -0.000505817-0.000534961j 0.0005598-0.000261431j -0.000495777-0.000684515j -0.000943644+0.00198896j 0.00044644-0.000104987j 0.000980032-0.00129785j 0.000415803-0.0019008j 0.000912641-0.000341076j 0.000754897+0.00145623j -3.45729e-05+0.000286331j 0.000233972-4.398e-05j 
