-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
0.00159058+0.00171869j -0.00149405-0.000399374j -0.0027238-0.000829403j 0.000994156+0.00440908j 0.00390776+0.00150865j 0.00438161-0.00362652j 0.00396378+0.00153487j -0.000628638+0.00292014j -0.00239124-0.00270082j 0.00548489-0.00644793j 0.00255708+0.00175119j 0.00246735+0.00359814j 0.00076533+0.00153794j 0.00147692+0.00791491j -0.00380282-0.00189927j -0.000541522+0.00319965j 0.00161787-0.00064912j 0.00286458+0.000598569j -0.000774138-0.00517157j -0.000523495-0.00405563j -0.00153016-0.00246897j 0.00850874-0.00202154j 0.0110466-0.00675794j -0.00285932+0.00015304j -0.00387311+0.00789606j 0.00402795-0.00386173j 0.00171433+0.00444007j -4.37639e-05+0.00180838j 0.00138974+0.0067594j 0.00519073-0.00259697j -0.000958263-0.002267j -0.00017792+0.00327487j -0.00251531-0.00134042j 0.00340003+0.00526454j -0.00129209+0.00141655j -0.00185438+0.000407331j 0.00199218-0.00191865j 0.00239906-0.0033472j 0.00144679-0.00082356j 0.000140337-4.45367e-05j 0.000595115-0.00310868j 0.00110514-0.00499406j -0.000732151-0.00810923j 0.00435699-0.00696379j -0.000993887+0.00012736j 0.00238398-0.01652j -0.00113756-0.00406382j 0.00192698+0.00237347j -0.000514387+0.00452847j 0.000124679-0.0040789j -0.00385068-0.0030927j -0.00109635-0.00052848j -0.00454564-0.0019614j -0.000322239+0.00134394j 0.00211014+0.00266412j 0.00441429+3.39214e-05j 0.00085356-0.00118922j -0.00106584+0.000772373j 0.000451403-6.1064e-05j 0.000726609-0.000272598j 0.002223+0.00252305j 0.00390161+0.000684645j 0.00244153-0.00166269j -0.00558126-0.00142664j -0.00326536+0.00199967j -0.000345686+0.00120115j -0.00105763+0.000858513j 0.00150648+0.000194252j 0.00357062-0.000515003j 
0.00266681-0.000591044j -0.000983337+0.00270247j -0.00307049-0.0044966j 0.000504633-0.00136118j -0.00146219-0.00072541j 0.00226364-0.00609239j 0.00668873+0.00342407j -0.00766548-0.00377878j -0.0057285-0.0016247j 0.000117141+0.000537759j -0.00147177+0.00500067j -0.000439984+0.000803094j -0.00229654+0.000919629j 9.02307e-06-0.00188034j 0.00341264-0.00438853j -0.00232593+0.00489395j 0.00106631-0.00118889j 0.00486842+0.0111643j -0.000343142-0.00373631j -0.00270469+0.00261811j -0.00168242+0.00160628j -0.00597125+0.00332904j -0.00524808+0.00441015j -0.00672601-0.00977488j -0.000448875+0.00371875j 0.00420909-0.01054j 0.00170034+0.000548393j 0.00364437-0.00818561j -0.000149828+0.00135136j -0.000611657-0.00385392j 0.0045168-0.00268085j -0.00114393+0.000102053j -0.0030051-0.00656717j -0.00170741+0.000850297j -0.00088848+0.000564902j 0.000173165-0.00117803j -0.000544411-0.00250788j -0.000391644-0.00299421j 0.000541432-0.000813837j -0.00240091+0.000956751j -0.000928-0.00304773j -0.00119064-0.000502788j -0.00392465+0.00132851j 8.27135e-05-0.00269554j 0.00144591-0.00495837j -0.00176515-5.94883e-05j 0.000689004+0.00345647j -0.00320178-0.00141322j 0.00393629-0.000567811j 2.3327e-05-0.000688088j -0.00199475-0.00140605j -0.00216119-0.00486584j -0.00269369-0.00184425j -0.00390729-0.000668726j -5.23456e-05+1.6373e-05j -0.000672057+0.00209082j 0.00380849+0.000833464j 0.0024846-7.66543e-05j 0.00327827+0.00138786j -0.000303211+0.00164398j 0.00182006+0.00187776j 0.00771015+0.00236662j -0.000444468-0.000445698j -0.00672687-0.00241053j -0.00550827-0.000740664j 0.00123507+0.00281336j -0.00059427+0.000712868j 0.00186636+0.00043288j -0.00031744-0.000327074j 
-0.000359733+0.000272669j -0.00163623+0.00203164j -0.0019004+0.000299553j -0.00088122-0.00324763j 0.000851106-0.00341619j -0.00098324-0.000275339j -0.00419966+0.00684048j -0.00248792-0.000946452j 0.00161526+0.0070984j -0.00179781+0.00104067j 0.000198088-0.00180822j -0.000224306+0.00144026j -0.000799316+0.00531101j -0.00126979+0.00403124j 0.00120881+0.00235987j -0.00262407+0.00393501j -0.00259377+0.00353835j 0.000101889-0.00102674j -0.00220019-0.00754745j 0.00344337-0.00413241j 0.00288221-0.00528592j 0.00386953+0.0008191j -0.000849182+0.00242621j -0.00146513-8.19407e-05j 0.0026807-0.00264276j 0.00438367-0.00135013j 0.0025789-3.57304e-05j 0.00388843-0.00193021j -0.00675385-0.00128548j -0.00257214+0.00021363j 0.000823465-0.00691447j 0.00957941-0.00651879j -0.0039412+0.00528621j 0.00103741+0.00216687j 0.00311579-0.00443405j 0.00314647-5.55077e-05j -0.00132027+0.000738805j -0.0053052+0.00045787j 0.00174274+0.00169899j -0.00142833-0.0073735j 0.0028877+0.00413909j -0.00276414+0.00667607j -0.00676989-0.00444723j -0.00657999-0.000237363j 0.00498499+0.00732107j 0.00101291-0.00581125j 0.00241736-0.0027109j -0.00276555+0.00389003j 0.000646857-0.0034065j 0.00908203-0.00616745j 6.78378e-05+0.00495218j -0.00154684+0.00782585j 0.0029571+0.00820714j 0.00343072+0.00223539j -0.00728676-0.000851221j 0.000302976+0.00223281j 0.00202585-0.00255714j -0.00291322-0.00170476j 0.000694419+0.00146739j -0.00457041+0.00291836j -0.000559188+0.000557348j -0.00303786+0.000648319j 0.000672351+0.00127899j 0.00764163-0.000194908j 0.000817452-0.00110272j 0.000857342-0.00123703j -0.00202776-0.00154625j -0.000927973-0.00155879j -0.00304445-0.000181586j 
0.00135116+0.00127983j -0.000124567+0.000871288j 0.000710076-0.00160212j 0.00125746+0.00402033j 0.000469853+0.000867041j 0.00865833-0.00224669j 0.004317+0.00489105j 0.000228057+0.00306393j -1.41094e-05+0.00282125j -8.82777e-05-0.00531253j 0.00162526+0.00325633j 0.00170569+0.00297841j 0.00153715-0.00179741j 0.0015042+0.000176866j -0.00339099+0.00115572j 0.00497922+0.00464424j 0.00479663+0.00208656j -0.00499006+0.00224374j -0.00194539-0.00568024j -0.00330033+0.000689604j -0.00184678+0.00107783j 0.000465949+0.00191688j 0.00394683+0.000978507j 0.00358788+0.00755342j 0.00016084+0.00323323j 0.00232907-0.00298855j -0.00346584-0.00568613j 0.00292244+0.000337532j -0.00170557-0.00150082j 0.00353401+0.00111336j -0.00198953+0.0011481j -0.0052821+0.00294403j 0.00208146+0.00203103j 0.00169615-0.00290837j 0.00082374-0.00179677j 1.05497e-05-0.00027691j 0.00254195+0.000796571j 0.00587567+0.00359308j -0.00504469+0.00219987j 0.00460957+0.00265111j -0.0043054+0.00390408j 0.00111965-0.00180255j 0.010682+0.00542703j 0.00358791+0.00449469j 0.000462848+0.00424576j 0.00152977-0.000397976j -0.00383416-0.00221343j 0.00399887+0.00256579j 0.00121902-0.00394929j -0.00648958+0.00370422j 0.007849+0.00181754j 0.00525897+0.00601903j 0.0014682-0.00348596j -0.00142721-0.00118526j 0.00370994+0.000800759j -0.00420939-0.00267628j -0.000780134+0.000987438j -0.000222683+0.000373352j -0.00295256-0.00149185j 0.00374431-0.000596357j 0.000212001-3.31572e-06j -0.0111953-0.00587651j 0.000256293+0.00511716j 0.00804036+0.00297745j 0.00939485-0.00287252j -2.44493e-06-0.00406386j -7.09791e-05-0.00103964j -0.00138076-0.0020896j 0.0023917+0.00216525j 
5.14365e-05+0.00401814j -0.0031822+0.00161536j 0.000285012-8.13543e-05j 0.00469597-0.000104052j 0.0042752+0.00297723j 0.00696229-0.000237142j 0.00337386+0.00555445j 0.00233109+0.00826062j -0.0055115-0.000264261j 0.00213004-0.00571495j -0.00206597-0.00398685j -0.00232866+0.00165156j 0.00209228+0.000666887j 0.00186918+0.00206265j 0.000175074-0.00228217j -0.000798134-0.00235309j -0.00287373+0.00612936j 0.0037436+0.0021419j -0.00198302-0.00178526j -0.00202689+0.00186151j 0.000734776-0.00335446j 0.00982326-0.00676542j 0.00394707+0.00160294j 0.0128904+0.010303j -0.00317378-0.00408901j -0.00128582-0.00125859j 0.00137702-0.00303477j -0.0013572-0.00341262j 0.00386908-0.000436909j -0.00100095-0.00389849j 0.00228639+0.00745904j 0.00300615-0.00299912j -0.00267419+0.000349589j -0.00142927+0.00081048j -0.00169126-0.00193358j 0.00487344+0.000548739j -0.00284675+0.000696251j -0.00308288-0.000217884j 0.000607984-0.00336568j -0.00528776+0.00144969j 0.00261864+0.00114057j -0.000810541+0.000271488j -0.00793019-0.00233551j -0.00530136+0.00186265j 0.00265015+0.000660081j -0.00197685+0.00877889j 0.00580341+0.00272266j -0.0043788-0.0018247j -0.000608975+0.00114891j 0.00453861-0.000614457j -0.000519461+0.000302176j -0.00259138-0.0104631j 0.000636785+0.00544647j -0.0031875-0.0023181j -0.00677388+0.00109284j 0.00383179+0.0033496j -0.00120164-0.00494239j 0.0011899+0.00203743j 0.000606921-0.00170835j -0.00227935+0.00110012j -0.00407938+0.000467815j 0.00848515+0.00372547j -0.00272209-0.00531819j -0.00248097-0.00280495j -0.00748562+0.00298328j -0.00164351+0.00417961j 0.00511863+0.000406781j -0.00153202-5.82937e-05j 0.000779595+0.000240968j 
0.000943655+0.000462224j 0.000308444-0.000344532j -0.000844237-0.00192724j -0.00132538-0.00160225j -0.00120147+0.000307545j 0.00257897+0.00251851j 0.0053327-0.00267707j -0.00161524-0.00109559j -0.00370813-0.00297411j 0.0038363-0.000821033j 0.00205043+0.00191969j -0.000596952-0.00159705j -0.00293209-0.00323476j -0.00163742-0.00234729j 0.00383176-0.000865204j 0.00127551-0.000804335j 0.000886368-0.00313646j 0.00338765+0.00454551j 0.000307127-0.000661011j -0.00141511-0.000521576j 0.000794022-0.000371221j 0.000464516-0.00286787j -0.00159671-0.00489757j -0.00187353-0.00487036j -0.00169081+0.00679565j 0.000629031-0.00220568j -0.00257685-6.06232e-05j -0.00149129-0.00130531j 0.00529793+0.00273704j 0.00318838-0.00190266j -2.51039e-05+0.00351618j -0.00469274+0.00138232j -0.000705467-0.00556557j 0.00138617-0.000141562j 0.00279446+0.00169878j 0.00198964-0.00260544j -0.003568+0.00294585j 0.000683033-0.00496916j -0.000684491+0.00417156j 0.000843879+0.00701245j 0.000310718-0.00673216j -0.00140644+0.00108955j 0.00679836+0.0040843j -0.0027541+0.000468919j -0.00343205-0.00117273j 0.00125415+4.53804e-05j -0.00113443+0.000862219j 0.0012085-0.000180601j -0.00046405-0.00144176j -0.00223156+0.00167116j 0.00365572-0.00643973j 0.00201143-0.00800523j 0.00267402-0.00307026j -0.000577916-0.00680567j 0.00274239-0.00168121j -0.00475837-0.0101326j -0.00190066+0.0036036j 0.00126085-0.00360404j -0.00140534+0.000370129j 0.00253528-0.00309236j -0.000873175-0.0041576j -0.00340356-0.00227974j -0.00465769+0.00628579j -0.000881563+0.00611382j 0.00367153-0.00631176j 0.00145499-0.00244797j 0.000836438-0.000735791j -0.00264556+1.49291e-05j -0.003218-0.000285041j 
0.00112722+0.000406821j -0.00112969+0.00208641j -0.00292365-0.00406069j -0.000393423-0.00508612j -0.00317624-0.00064248j 0.00260215+0.00393359j 0.00499166-0.00260784j -0.00402519-0.00056277j -0.00385624-0.0004911j 0.00325047+0.000683598j 0.00138751+0.00117681j -0.00252316-0.00291439j -0.00254096+0.00240568j 0.000514678-0.00115154j 0.00474926+0.00117914j 0.00173562-0.00129125j -0.0016911-0.00273229j 0.00611788+0.00168916j -0.00281137-0.00133779j 0.000519234-0.00448221j 0.00570703-0.00850875j -0.00178502-0.00855422j -0.00218875-0.00232064j -0.00336033-0.0137549j -0.00134443+0.0026357j 0.00158506-0.0047404j 0.000794932+0.00317183j -0.00316288-0.00515443j 0.0065174+0.00297439j 0.00178555-0.00270424j 0.002158-0.000998591j 0.00145562-0.00754458j -0.00280439-0.00247712j 0.00144798+0.0009878j 0.00325124+0.003849j 0.0023288-0.00253263j -0.00410992+0.00411083j -0.00156338-0.0100155j 0.00528503+0.00658708j 0.000899736+0.00326047j -0.000331186-0.00779959j -0.000704099+0.00823672j -0.00368975-0.000260009j -0.00982205-0.00259548j 0.000847028-0.00219424j 0.000444528-0.00107223j 0.00142318-0.00330022j -0.00153518+0.00309872j -0.000309256+0.000427952j 0.00670038-0.00521001j -0.000198773-0.0068235j -0.00219666-0.0104444j 0.00198828+0.00385796j 0.00309722-0.00770354j -0.00191553+0.000744683j 0.0042706-0.00863792j 0.00321608+0.00253488j -0.000617701-0.00104018j -0.00261539-0.0017225j 0.00050288-0.00121913j -0.00355936-0.00275333j -0.00732309-0.000931045j -0.00390623+0.00258978j 0.00691917+0.00469644j 0.00484459-0.00202765j -0.00302616-0.00108842j 0.00482956-0.00226578j -0.00293232-0.000552511j 0.00411038+0.00170441j 
0.00113597-6.49913e-05j -0.000932358+0.00114338j -0.00397616+0.00176493j 0.00101128-0.000533625j 0.00573281-0.00295841j 0.0022739+0.0044048j 0.00639363-0.00197673j 0.00475033+0.00448175j -0.00193209-0.0012797j 0.0039528-0.00730643j 0.0036297-0.0028063j -0.00199984+0.00662265j -0.00250509+0.00587168j 0.000518009+0.00109142j 0.00547089+0.0023369j -0.003387+0.00110456j 0.000372486+0.00643505j -0.00116295+8.1919e-05j 0.00122665-0.00598464j 0.00174503-0.00538064j 0.00271218-0.00712783j 0.00427624-0.0119334j 0.00330722-0.00625028j 0.00295687-0.00130162j -0.00779961+0.00749115j 0.00619145+0.0028218j 0.000855424-0.00217402j -0.00164315+0.00247524j 0.00547258+0.00281227j 0.00204063+0.00322513j -0.00286557+0.00489594j -0.00309882+0.00215424j -0.00584992+0.00183959j -0.00110971+0.00115189j 0.00639437-0.00230234j 0.00125397+0.00533527j 0.000563393+0.00403855j 0.00282497-0.0102896j 0.00144499+0.0037473j 0.00142604-0.000481387j -0.00288591-0.00688464j 0.00213739+0.00567076j -0.00504084+0.0042992j 3.13292e-05-0.00545242j 0.00279384+0.00147926j -0.0021355-0.0011492j 0.00299643+0.00120505j -0.000200058+0.00028749j -1.47483e-05+0.00446467j 0.00609939-0.00543458j 0.00110141-0.00725767j 0.00285043-0.00524546j 0.000807359-0.00712058j 0.00568827-0.00292745j -0.0029411+0.00022493j -0.00030153-0.00717384j 0.00154623+0.00852062j -0.00432997-0.00474866j 0.00102972+0.00188591j -0.0035245+0.00329726j 0.00861318+0.000188037j -0.00659336-0.00136397j 0.00466951+0.00799109j 0.000196666+0.000724162j 0.00412804-0.00345033j 0.00424573-0.00637924j -0.00754193+0.000679681j 0.00368075-0.00227779j -0.00257373-0.000123361j 
0.00160369-0.00228896j 0.000473788+0.00448354j -0.00236431-0.00661344j 0.00164126-0.00290154j -0.00662887+0.00496979j 0.00255478-0.00463876j 0.00738522+0.00098704j -0.00864143+0.000995898j -0.0043828+0.00120677j -0.00536684+0.00496668j -0.000231246+0.00653235j -0.00116927-0.00384468j -0.00229053+0.00221623j -0.00138041-0.00646852j 0.00259499-0.000347928j 0.00155251+0.0037267j -0.000411276-0.00134879j 0.00342954+0.00582531j 0.00198011+0.00154058j 9.91755e-05+0.00394068j 0.00177969+0.00123875j -0.0134292+0.00611948j -0.00869509+0.0111958j -0.0092288-0.011054j 0.0023551-0.00299438j -0.000889105-0.00474058j 0.000133397-0.00207541j 0.00149817-0.0075574j -0.00182343-0.0020143j -0.00166161+0.00223305j 0.00298254-0.0046089j 0.000804462-0.00229624j -0.0027518-0.00181122j -0.00341101-0.00235132j 0.000517069+0.00183505j -0.000675349-0.00209332j -0.00104729+0.000925677j -0.000433918-0.00170163j 0.000914256+0.0025717j -0.000431404-6.19379e-05j -0.00267602+9.57875e-05j 0.000554642+0.00469158j -0.00208523+0.00544001j -0.00120674+0.000963726j 0.00077016-0.00250803j -0.00249153+0.00635924j 0.00110538+0.0034753j -0.00337011-0.000980993j 0.00281048-0.0016838j 0.000749324-0.00051686j -0.00183214+0.000350144j -0.00218901+0.00105837j -0.0002471+0.00140733j -1.99146e-05+0.000311654j -0.0011177-0.0020653j -2.50918e-05+0.0030567j 0.00423642+0.000237187j 0.00204417+0.0016209j -0.000664943+0.000587226j 0.000365469+7.91212e-05j 0.000131477-0.000780973j 0.00119025-0.00261905j 0.0038725-0.000451978j 0.00163027-0.00054686j -0.00086341+0.000865195j -0.00192619-0.000786281j -0.000712131-0.00114163j 0.00185207+0.000466994j 0.00129022-0.00048186j 
-0.00218654-0.00164386j 0.00148115-0.000647991j 0.0016564+0.00411181j 0.000122205-0.000793233j 0.00123782-0.00206453j -0.00312486+0.00500501j -0.00235711-0.00383362j 0.00724572+0.00317227j 0.00172678-0.00194083j -0.0031871+0.00234395j -0.00283211-0.00282441j -0.00148875+0.00314371j 0.000363331-0.000371033j -0.00224544-0.00597291j 0.00342254-0.000707112j -0.00305397-0.00237483j -6.7265e-05+0.00372679j -0.00621781-0.00141348j 0.00621891+0.0063292j 0.0012532+0.00461226j -0.000452715+0.00248075j -0.00425956-0.00134122j -0.00282461+0.00592954j 0.00793369+0.00224785j -0.00312716-0.0059622j -0.000199406+0.00945769j -0.000741118-0.00228867j -0.00114849+0.0039631j 0.000865647-0.00573375j -0.00262896+0.0069457j 0.000181392+0.00565389j -0.00497896+0.0037794j -0.000425265+0.00304894j -0.00710021-0.00233268j 0.00307853+0.000667365j -0.00140764+0.00451254j 0.0058302+0.00229232j 0.00271263+0.00160497j 0.000225318-0.00335531j -8.94568e-05-0.00127081j -0.00187814+0.000952822j 0.0024803+0.0011139j -0.000949084+0.00800166j 0.00417111+0.00190446j 0.000758581-0.00352855j -0.00140694+0.0148022j 0.00358753+0.00654339j -0.00210637-0.00540305j -0.000528037+0.00167676j -0.000370947+0.00422645j 0.000262505-0.000864295j 0.00339571-0.000616851j -0.00064493-0.00720514j 0.00255462+0.00408278j -0.0013842-0.000109991j -0.00258231+0.00269029j 0.00189322+0.00522655j -0.000596748-0.000545656j 0.00506046+0.00334725j -0.00141863+0.0046556j 0.00657911+0.00467064j 0.000123407+0.000536948j 0.00279075+0.000799529j -0.000816276-0.00286561j -0.00167169+0.000662968j 0.00322377-0.00147512j -0.00455394+0.00370961j 0.00166822-0.00242891j -0.00396222+0.00253136j 
-0.00264011-0.00171066j 0.000770097-0.00129924j 0.00181032+0.000715509j -0.00299676-0.00168059j -0.00418926+0.000565706j -0.00622471+0.00543099j -0.00689719-0.00438001j -6.01568e-05-0.00128713j 0.00282122-0.00130846j -0.00129686+0.00706231j -0.0014066-0.00027859j -0.000476166-0.00564504j 0.000514262+0.000885165j -0.00237876-0.000888645j 0.000631061+0.000123388j -0.00239051-0.00275821j -0.00360811-0.00548776j -0.00119252-0.00627615j 0.00232849+0.00768065j 0.00259703-0.00214151j 0.000730036-0.0029484j -0.00311529+0.00192102j -0.00274667+0.00129751j -0.00598308-0.00684745j 0.00249525-0.00489358j -0.00136691+0.00536352j 0.00241477+0.00610363j -0.00232192+0.00248101j 0.000242261+0.000386634j -0.00156311+0.00311931j -0.00118049-0.00476963j 0.00220658-0.00502215j 0.00017316+0.0012524j 0.000428065+0.00127319j 0.000869322+0.00323098j -0.00273981-0.00113915j -0.00151905+0.000972048j -0.0027383-0.0003006j 0.0030783+0.00043356j -0.00074049-0.00234113j 0.000750094-0.000413646j 9.0131e-05+0.00193777j -0.00349161-0.00245629j -0.00350449-0.00115728j -0.000733659-0.00243352j -0.00076329-0.00283728j 0.000701861-0.00108494j -0.000675045+9.76204e-05j -0.000296173+0.0021718j 0.00215441-0.00358317j -0.00316258+0.0017053j -0.00297956+0.00284313j 0.00127588+0.00312444j 0.0030998+0.00119252j 0.00041699+0.00045929j 0.00253523+0.000470863j 0.00143951-0.000356506j -0.000515069+0.00254318j 0.000890467+0.000816018j -0.000995593-0.000217919j -0.00158941-0.000529288j -0.000181815+0.00114163j 0.000165482-0.00197355j 5.53559e-05-0.000116273j 0.000659763+0.00300855j -0.00180494+0.00152102j 0.00118774-0.000952914j 0.0011442+0.00104789j -0.000438635-0.000136301j 
-0.00223399-0.000302104j -0.000302745-0.00508611j -0.000930924+0.00693731j -0.00689758+0.00265207j 0.0031895-0.0140667j -0.0101774+0.00222944j -0.0109665-0.00501544j 0.00237282-0.00589506j 0.005382-0.0011084j 0.00314778+0.00347713j -0.00242813-0.000474027j 0.00143436-0.00019748j 0.00426312+0.000609619j -6.04098e-05+0.00257528j -0.00150522-0.00310114j -0.00519337-0.00409223j 0.00121136+0.0027156j -0.00359176+0.00189226j -0.00299548-0.000971239j 1.80837e-05+0.00562354j -0.00473572-0.00366285j 0.00282165+0.00263152j 0.00425055+0.00327129j 0.00559412-0.000237223j 0.000928176-0.00558243j 0.00334087-0.00765246j 0.00296264+0.00537377j -0.0029763-0.00642483j 0.00112054-0.00302768j 0.000648653-0.00157574j 0.00225798-0.00313626j -0.00183501-0.00544005j -0.00233951-0.0028722j -0.00227113+0.00612283j 0.00102508+0.00209452j -0.000509574+0.00195748j -0.00288341-0.000598826j -0.00399387+0.00116863j 0.00604027-0.00180474j -0.00105959-0.00488226j -0.00145042+0.00211107j -0.000614293+0.000956194j -0.00572137-0.00184229j -0.00631785-0.00104185j 0.00239488+0.000510991j -0.000908055+0.00253045j 0.00245928+0.00213736j -0.001416-0.000335107j 0.0028698-0.00620444j 0.00349122+0.00149962j -0.000496588+0.00436794j -0.0025223-0.00176468j -0.000591969-0.000863506j 0.00383459+0.0036099j 0.00230591+0.0064058j 0.0054603+0.0013694j 0.00454442+0.000163519j 0.00184005-0.00198288j 9.63696e-05+0.00167637j 0.00187784-0.000973549j 0.0020551-0.000558318j -0.00689621+0.000242669j -0.00231514+0.000819898j -0.00121064+0.000680621j 0.0050496-0.00054844j 0.000190539-9.22575e-05j -0.000795913-4.46913e-05j 0.000670042+0.00058821j 0.00115499-0.000379017j 
-0.00113004+0.00175123j -0.000855764-0.00143004j 0.000399184+0.00243594j 0.000635736-0.000931114j 5.53328e-05-0.00450002j 0.000101766+0.00276987j -0.00375651-0.00208073j 0.00382409-1.26704e-05j 0.00109321-0.00351282j 0.00165366+0.00112064j -0.00244333-0.00356283j -0.00421064-0.00344357j -0.000200691+0.0003513j -0.00022398-0.0051065j -0.00164832+0.0037337j 0.00136661-0.00115517j -0.000857797+0.00239321j 0.00132074-0.000940993j -0.000133477+0.00221014j -0.00197102+0.00183671j 0.00298894-0.000131253j 0.00252503-0.00557281j 0.00172947-0.000345218j 0.0112388+0.00364564j 0.000326757-0.00170448j -0.00369591+0.000952932j -0.00126368-0.00324628j -0.00384874-0.00092443j 0.00683415-0.00506006j -0.000548851+0.0028724j 0.00341306+0.00401766j 0.00188099-0.000554166j 0.000777069-0.000749215j -0.0023174-0.00351811j -0.00447103-0.0038742j 0.000655561-0.00572202j -0.00655461+0.000955574j -0.00265275-0.0025762j -0.00163256+0.00516889j -0.00257963+0.0054933j 0.00327796+0.00116953j -0.000312953+0.00372658j 0.00139677+0.00640214j -0.00350297+0.00619355j -0.00211861+0.00185744j -0.000927769+0.013608j 0.00245737+0.0026821j -0.0009961-0.00088003j -0.00179916+0.00320533j -0.000165344-0.000799698j -0.000762691-0.00095053j -0.00446049-0.00324066j 0.00276381+0.00620633j -0.000467589-0.00313854j -0.00172093-0.0053j 0.00224817+0.000883523j -0.00175086-0.00352339j 0.00444033+0.00186205j -0.0045518-0.00259627j 0.000854991-0.00452525j -0.00666416-0.00561372j 0.00486503-0.00182785j 0.000515876-0.00116517j -0.00077648+0.00167436j -0.001736-0.000491176j -0.00707223+0.00263375j 0.00452075-0.00475255j 0.00164453+0.0038602j 0.0030574-0.00272062j 
-0.00115705-0.00106901j 0.00243323-0.00236828j -0.0041029+0.00698181j -0.00591161-0.00378298j -0.00210234-0.0115115j -0.00681102+0.00400394j -0.0100402-0.00186532j -0.000884042-0.00672857j 0.00526045-0.00321908j 0.00531551+0.00568989j -0.000191663-0.00301574j 0.000802868+0.000862651j -0.00241856-0.00240038j -0.00132217-0.00532471j 0.000344131-0.00212834j 0.00289543+0.00960795j -0.000476765-0.00837155j 0.00146744+0.00352128j 0.00201457+0.000345321j -0.00244776-0.0013791j -0.000341693+0.0017664j 0.0037435+0.00323431j 0.00375559-0.00325146j 0.000270601-0.00288113j 0.00445271+0.00598781j 0.00116671-0.00400146j 0.00101668+0.00460155j 0.00270159+0.000288674j 0.00448412-0.000814113j -0.000519025+0.0038431j 0.00168602-0.00418799j -0.00155658+0.000923778j -0.00242056-0.000918666j 0.000488657-0.0031193j -0.00203965+0.000625292j -0.00480085-0.00441484j 0.00247757+0.00102251j 0.00310708-0.00418433j -0.00168457+0.0035625j -0.000468675+0.00436504j 0.00395682-0.00282513j -0.00206063+0.000289621j 0.00599654+0.00367308j 0.00323316-0.000374537j -0.00291226-0.00405284j 3.61207e-05-0.00430724j -0.00339124-0.00162944j 0.00323915+0.0010257j -0.00270817+0.00259068j -0.00541208-0.00209195j -0.00164454-0.00575841j 0.00242919+0.00368617j 0.000141853+0.000548883j -0.00236897+0.00118288j 0.00236016-0.00457742j -0.00361918-0.000936254j 0.00310881-0.00109644j 0.00118556+0.00286385j 0.00221983-0.00204771j 0.000584337+0.00245931j -0.00213104+0.000622791j 0.00851852-0.000953998j 0.000463409+0.000677615j 0.000588057+0.000640861j -0.0073206-0.00174863j 0.000268633+0.000923798j 0.000743093-0.00047103j 0.000289809-0.000986871j 0.00149285+0.000478839j 
