0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
-0.0203709+5.77463e-15j 0.00595395+4.87686e-16j -0.0178247-8.19199e-16j -0.057179+2.62765e-15j 0.0596554-3.03414e-15j -0.0971531+2.70661e-15j -0.0825127+3.92439e-15j 0.0347735+5.34091e-16j -0.0671349+7.37597e-16j 0.000163995-7.40304e-16j -0.125712+3.08478e-15j 0.0479314-4.19871e-15j -0.122511+3.97483e-15j 0.0794223-2.17054e-15j -0.155848+7.41478e-15j -0.0438777+2.69748e-15j -0.0135119-2.86702e-15j -0.0323971-1.74044e-15j 0.00128739+1.26875e-16j -0.117331+1.58419e-15j 0.0670444-5.31458e-16j -0.128293+5.97805e-15j -0.225987+9.87021e-15j -0.0934275+3.33061e-15j -0.15466+4.43084e-15j 0.0712895-2.41597e-15j -0.118221+4.65108e-15j 0.0665549-6.94347e-16j -0.17027+6.20188e-15j 0.249444-1.1501e-14j -0.0102482+3.08397e-16j 0.0113675-5.12471e-15j 0.0574452-2.78408e-15j 0.0846975-4.81848e-15j 0.103931-6.70254e-15j -0.193506+6.51217e-15j 0.0657385-3.14287e-15j 0.291903-1.20228e-14j 0.0581313+4.55234e-15j -0.0762492+4.71632e-15j -0.0522257+5.60119e-15j -0.0949974+8.55193e-15j -0.094188+3.36667e-15j -0.102708+2.25106e-15j -0.0574261+1.30809e-15j -0.0232643-3.83614e-16j -0.0997359+5.01232e-15j -0.161623+4.84522e-15j 0.0496992-1.35132e-15j 0.0320209-9.42512e-16j -0.10714+3.83236e-15j 0.128813-4.1898e-15j 0.0721474-2.30814e-15j -0.00274402+2.3471e-16j -0.0319194+9.0225e-15j 0.072583-3.37695e-14j 
-0.0189474+1.23587e-15j 0.0716222+5.37403e-16j -0.0457896+4.38757e-16j 0.0334535-4.52278e-16j -0.0587455-5.5919e-16j -0.00591143+8.3833e-16j 0.0573741+7.31235e-17j -0.0716048-4.44507e-16j -0.0595909+8.0804e-16j 0.162159+8.63598e-16j -0.0249309+5.58054e-16j 0.0512914+3.24826e-16j -0.136866-5.6401e-17j -0.224722-6.47721e-16j -0.00250613+5.40042e-16j 0.0441427-7.44728e-16j 0.0563506+5.00373e-15j 0.0357734+4.90182e-17j 0.143453-9.10021e-17j 0.117643+7.35046e-16j 0.0851694-6.48903e-16j 0.0514161-2.90899e-16j 0.105309+2.33503e-15j 0.218166+3.15522e-17j -0.219998-1.29118e-15j -0.188161+1.03284e-15j -0.0196833+2.2248e-15j 0.010243+5.73239e-15j -0.14831+8.92703e-16j -0.27055-1.71737e-15j 0.00841669-4.74189e-16j -0.0898433-5.30191e-16j -0.163618-2.31531e-15j 0.0129093-1.13246e-15j -0.112423-6.23943e-16j 0.111088+1.23699e-15j 0.116862-8.55612e-16j -0.0318513+6.82671e-16j 0.0636539+2.7925e-15j 0.0288077-8.35434e-16j 0.181465+2.88971e-16j 0.00836239-1.34531e-15j 0.0830614+1.65625e-15j -0.0544964-1.87869e-15j -0.0192287+1.5886e-15j 0.131287+9.94838e-16j -0.0371856+1.10472e-15j 0.107602+4.78531e-16j 0.0770523+9.26215e-16j -0.0114401+4.6337e-16j 0.0811843-1.49844e-16j -0.0599608-5.26633e-16j 0.044243-9.14015e-16j 0.0290819-1.40905e-16j -0.0318235-2.11903e-15j -0.0317421+9.81023e-15j 
-0.0429275+1.16624e-14j 0.00617709+2.39031e-15j -0.0480537-8.3711e-16j 0.00809001-4.99042e-16j 0.0421445+4.97396e-16j -0.124924+1.14725e-15j 0.0317502-1.98157e-15j 0.11531+1.11766e-15j -0.102985-1.2924e-15j -0.0268989-8.87356e-16j -0.0927677-1.55411e-16j -0.0684402+2.10997e-15j -0.074273+1.05835e-16j 0.0742445+7.81263e-16j 0.0645034+2.81857e-15j 0.0677686+2.18004e-15j -0.102523-6.9785e-15j -0.149486-2.79047e-15j 0.054308+9.47565e-16j -0.156702-2.88706e-15j 0.198948+1.09634e-15j 0.084426-1.14829e-15j -0.00887547-3.7047e-15j -0.0135365+1.51444e-16j -0.0956036+2.75861e-15j 0.0111707+2.20883e-15j -0.121001-6.37507e-15j -0.0734574+8.61978e-16j -0.0724322+7.53229e-15j -0.156563+9.5797e-15j 0.0657269+1.75412e-15j -0.358725+1.0521e-15j -0.0478274+3.80122e-15j 0.012207+4.90577e-15j 0.0299452+5.34839e-15j -0.15377-5.39491e-15j 0.164337-3.01627e-15j -0.0929915+3.76133e-15j 0.00639774-2.7791e-15j 0.150889-1.26582e-16j 0.112975-8.13105e-15j 0.107434-3.55719e-15j -0.103673-5.6332e-15j -0.0729932+2.58105e-15j -0.0909738-3.22328e-15j 0.00234783-1.70335e-15j -0.0496133-4.29117e-15j -0.111676-2.32686e-15j 0.0101813-1.30861e-15j -0.0184039-1.40484e-15j -0.0544169-3.40953e-16j 0.0727501+9.30438e-16j 0.100558+1.65359e-15j 0.0257101+3.03738e-16j 0.00105945+2.90234e-15j 0.0446744-1.67917e-14j 
-0.0291746+1.04201e-14j 0.029081-8.06008e-16j -0.0389674+6.15105e-15j 0.0194393-2.49685e-15j -0.0144787+3.70138e-15j 0.067612-1.10873e-14j -0.00389353+3.51392e-15j 0.0248523+8.03772e-16j -0.0513209+6.23859e-15j 0.0545923-5.61343e-15j 0.0642785-7.77854e-15j 0.102146-1.49088e-14j 0.0135446-2.83387e-15j -0.0932035+1.46805e-14j 0.249254-3.14613e-14j 0.0961428-1.18188e-14j 0.0287724+1.24496e-15j -0.0122839-9.22218e-16j 0.107092-1.21218e-14j 0.0370299-4.2788e-15j -0.0348717+6.44925e-15j -0.0652399+1.0837e-14j -0.0794878+9.26554e-15j 0.0665536-9.80978e-15j 0.224384-2.74876e-14j -0.0400378+8.04708e-15j -0.222966+2.84075e-14j -0.0605556+2.41296e-15j 0.208335-3.31386e-14j 0.339127-4.57475e-14j 0.136395-1.49333e-14j 0.162518-2.47752e-14j 0.0358174-5.83516e-15j 0.3157-4.03294e-14j 0.26483-3.35419e-14j -0.0465593+4.39995e-15j -0.0834972+1.24445e-14j 0.179818-2.79975e-14j -0.16461+1.74325e-14j -0.064362+8.72848e-15j -0.280562+4.14017e-14j -0.027573+8.69601e-15j -0.149856+1.64338e-14j 0.134435-1.93762e-14j -0.160546+2.01029e-14j -0.00580049+1.27106e-16j -0.157442+2.18595e-14j 0.0278679-4.82859e-15j -0.0534921+7.12926e-15j -0.0803158+1.05185e-14j 0.0584312-9.59018e-15j -0.0729827+8.1796e-15j 0.0458468-6.09709e-15j 0.0462873-5.62846e-15j -0.0346346+4.50493e-15j -0.0149061+4.26843e-15j 
-0.0235209+1.24431e-14j -0.0837774+1.32886e-15j -0.0770676-8.59878e-17j 0.00945817+5.37063e-17j -0.0853248-3.85354e-16j 0.094204+8.26727e-16j -0.127266-1.56347e-15j -0.083093+1.02819e-15j -0.0541507-9.17289e-17j -0.11178-1.94438e-15j -0.0239409+2.72725e-16j 0.0588769+1.02343e-16j 0.0762404+1.52686e-16j -0.104253+2.71213e-15j 0.0127328+4.31427e-16j 0.180027+2.19468e-15j -0.330784-2.14271e-14j 0.0253117+4.27664e-16j -0.158604-6.21174e-15j -0.185143-4.19729e-15j -0.00966225-9.78995e-16j -0.0643339+9.16115e-17j 0.0422583+3.88258e-15j 0.0412258+8.16946e-17j -0.10592-1.91038e-15j -0.110243+1.34343e-15j -0.182362+1.51242e-15j -0.171315-1.31667e-15j 0.083604-4.92687e-15j 0.094185-2.78873e-15j 0.0736374+1.41632e-15j 0.026658-6.52876e-15j -0.0190698+1.20597e-16j -0.0548431-7.62832e-15j -0.0169645-2.15439e-15j -0.0236705+6.83584e-16j -0.00498904+8.24162e-16j 0.0405996-5.96591e-15j 0.0485707+6.31535e-15j 0.119925+5.15253e-15j -0.0530767+4.44096e-15j -0.0281094+5.00392e-15j -0.00833805+1.94065e-15j 0.0815058-3.1217e-15j -0.00641858+2.75682e-15j -0.0320529-1.93968e-15j -0.0915459+2.59385e-15j -0.0764119-4.32678e-15j -0.0400446+3.68245e-16j 0.00611018-3.37607e-16j 0.0674249-5.75499e-16j 0.0690386+3.43563e-15j 0.0503369+6.73331e-16j 0.00183573-3.31611e-16j -0.0230231+5.85401e-15j 0.0659251-2.67833e-14j 
-0.0345627+9.23031e-15j 0.0170165+2.25593e-15j 0.0352466+7.96406e-16j -0.034994+1.95221e-17j 0.0598603+7.82544e-16j -0.0783601-1.04565e-15j 0.03033+2.3611e-15j -0.123682+1.11224e-16j -0.0323574+1.19011e-15j -0.0276322+5.96439e-16j -0.0691409-9.7388e-17j -0.00792026-2.24765e-15j 0.0520894+8.56844e-17j -0.024152+1.14244e-15j -0.115545-2.61884e-16j -0.190774-1.22563e-15j -0.0678445+1.37926e-15j 0.134554+1.51337e-15j 0.112868+2.29496e-15j 0.0498829+1.88798e-15j 0.106656+9.67634e-16j -0.0284619+5.7683e-16j -0.163508+7.31428e-17j -0.0701544-8.64449e-16j -0.142925+1.49581e-15j -0.0539148+2.76051e-15j 0.00461104+2.8561e-15j -0.130422+2.95316e-16j 0.131858-8.78717e-16j -0.14347-8.22347e-16j -0.0164268-2.27892e-15j 0.20824+8.15057e-16j -0.0750377-5.92897e-16j 0.0411415+8.93697e-16j -0.131076-2.48918e-16j -0.131942-3.53733e-16j 0.0819412-3.56834e-15j 0.252549-1.36704e-15j -0.0877422-2.74336e-16j 0.121534-4.20421e-16j 0.0947612+2.79171e-15j -0.293454-5.52447e-16j -0.017796+5.61586e-16j 0.0405773-7.53002e-17j -0.0385689-2.18456e-16j 0.105124+1.77757e-15j -0.0910496+1.16128e-15j 0.0648679+2.87292e-15j -0.0611725+3.63851e-16j 0.124048+8.84747e-16j -0.00143235+4.31342e-16j -0.0677564-6.87924e-16j -0.0306214-1.18342e-15j -0.0259945-6.21723e-16j -0.0222423+1.38364e-15j 0.000816208-2.97484e-15j 
0.0178921-9.92776e-15j 0.066869-4.37701e-15j 0.00902497-1.4246e-15j 0.0305264+5.91505e-16j 0.0611288-2.33298e-15j 0.0290801-1.13883e-15j -0.0637906+1.08783e-15j 0.0379521+3.82193e-16j -0.0284963-5.70303e-16j 0.0585207-2.38762e-15j 0.0384956-1.85456e-15j 0.0872998-1.91519e-15j 0.00660963-5.42351e-16j 0.0587225-1.40587e-15j 0.00243875+8.83977e-16j -0.0405703+3.51332e-15j -0.0765958-5.02017e-15j -0.0850732-1.21108e-16j -0.0564538-1.8196e-16j 0.122322-4.16356e-15j -0.053668+1.74695e-15j 0.0515235-1.30005e-15j -0.0371762+3.76467e-15j -0.0589666+1.71784e-15j 0.0925551+1.04367e-15j -0.0777891+2.10073e-15j 0.0819347+5.24669e-16j -0.0382638+3.56182e-15j -0.0609957+2.48673e-15j -0.0595616+4.54546e-15j 0.183683-3.1086e-15j -0.0897687+3.00434e-15j 0.112535+2.26619e-15j -0.0532328+1.39496e-15j 0.025493+2.88145e-16j 0.0357624+7.2683e-16j 0.0560759-1.12327e-15j -0.182524+8.44715e-16j 0.18237-1.08444e-15j 0.289759-4.90814e-15j 0.0428669-7.06838e-15j 0.16496-1.83956e-15j 0.0179621+3.07904e-15j -0.0284837+2.3309e-15j 0.0841158-2.19823e-15j -0.0273589-2.11661e-15j -0.0326696+7.51644e-16j -0.0972953+2.07534e-15j -0.00950587+1.87094e-15j -0.0872864+1.80194e-16j -0.060792+1.39047e-15j -0.0764241+4.17009e-15j 0.0413798-2.5595e-16j 0.0508296-1.40421e-15j -0.0571851-1.26746e-15j -0.050135+1.62853e-14j 
-0.0248161+9.40762e-15j -0.0299449+2.29149e-15j -0.0104426+4.21772e-16j 0.0225955-6.4949e-16j -0.0120738+9.9151e-16j -0.0843206+1.66766e-15j 0.0907991-1.90117e-15j -0.0245957+5.44508e-16j -0.0511421+4.37148e-16j -0.046127+1.10896e-17j -0.0960899+1.33926e-15j -0.0622217+1.73793e-15j -0.0552883+9.92626e-16j 0.0041036+1.70202e-15j -0.0188823+1.09066e-15j 0.00328142-1.55917e-15j -0.0794254-4.93996e-15j 0.0619539-1.34583e-15j 0.127413-1.26922e-15j -0.0378324+1.3645e-15j 0.0745991-2.03466e-16j 0.0380681+1.77324e-15j 0.0318278-2.06003e-16j 0.0925927-3.14223e-15j 0.174813-7.52953e-16j 0.0967112-2.05498e-15j 0.215174+9.85088e-17j 0.0500791-1.6111e-15j 0.0236606-2.78197e-15j 0.210065-6.41213e-15j -0.235025+2.35825e-15j 0.152996-6.55602e-15j 0.346535-4.15756e-15j 0.0750805-3.07667e-15j 0.0187687-4.33359e-16j 0.083765+7.33969e-16j -0.0485507+1.6372e-15j -0.0777791-3.7024e-15j -0.0523162-8.93404e-18j -0.127071+4.91912e-15j -0.271474+6.65448e-15j 0.0793233+4.61689e-15j 0.175277+3.70022e-16j 0.176103-3.70007e-15j 0.00593125+7.24354e-16j -0.110494+9.94434e-16j -0.0343712+1.24088e-15j 0.159063-4.13895e-15j 0.0435048-1.25254e-15j -0.0031136-3.3606e-16j 0.0761982-1.73315e-15j 0.051034-9.11817e-17j -0.0431159+9.9588e-16j -0.0652905+9.75942e-16j 0.0205875-3.89584e-15j -0.0305139+1.44849e-14j 
0.0212443-1.18129e-15j -0.0619214-7.34447e-15j -0.0187635-1.50659e-15j 0.0190068+1.0375e-15j -0.103738-1.08042e-14j -0.0381818-4.50299e-15j 0.0865545+1.03987e-14j -0.02711-5.21121e-15j -0.023122-2.80604e-15j -0.04294-6.08595e-15j -0.0202124-2.9393e-15j 0.00868476+1.98035e-15j -0.0157212-1.60389e-15j -0.0281486-4.21138e-15j 0.103926+1.06667e-14j -0.0587924-5.60311e-15j -0.14956-2.40501e-14j -0.0132381+1.34725e-16j 0.107259+1.52495e-14j -0.00571366+5.00055e-16j 0.131696+1.6953e-14j 0.00625331+1.45228e-15j 0.165365+1.913e-14j -0.133693-1.22941e-14j 0.0999157+1.38118e-14j -0.0560997-7.31618e-15j 0.153417+2.33329e-14j 0.0619751+9.90928e-15j -0.170456-1.36514e-14j -0.0801479-1.60841e-14j -0.100626-1.51768e-14j -0.0229017-5.11039e-15j -0.139776-8.67149e-15j 0.07503+5.53393e-15j -0.0702929-8.19871e-15j 0.0513486+1.02587e-14j -0.120216-8.13748e-15j -0.0401245-1.25537e-14j -0.102039-9.92957e-15j 0.0637579+8.86691e-15j -0.0243554-1.27909e-15j 0.123227+1.64421e-14j 0.194587+2.80109e-14j -0.14162-1.28684e-14j -0.146843-1.17644e-14j 0.0453174+4.59895e-15j 0.125517+1.14596e-14j -0.0366327-4.39401e-15j 0.0285374+4.913e-15j 0.0273404+1.59912e-15j 0.000716322+7.49454e-17j 0.171861+2.25758e-14j 0.00669897+3.1733e-16j -0.0487277-6.25252e-15j 0.0802737+9.00049e-15j 0.0446717-4.71153e-15j 
0.0728126-1.99789e-14j -0.0313762-3.9003e-15j -0.026086-1.01127e-16j 0.0791452-7.72587e-17j -0.0751748+6.67482e-16j -0.0482078+6.54258e-17j 0.0291455-1.2185e-15j 0.0510612+1.18753e-15j -0.0139299-1.66765e-15j 0.0273503-2.73014e-16j -0.0229451-3.35432e-16j -0.0729861-9.65453e-16j -0.0486554-4.9568e-16j 0.0567084+2.89708e-15j -0.0785718-4.06717e-15j -0.0162908-4.56222e-16j -0.0843854-3.83583e-15j -0.100528-4.0495e-15j -0.122585-9.91716e-16j -0.0580705-2.52129e-15j 0.00778072-4.71241e-15j -0.025396-2.12862e-15j 0.0868712-4.7373e-15j -0.129295+1.9023e-15j -0.109632-3.93858e-15j -0.035907+1.26387e-16j -0.233307-5.58213e-15j 0.0142679-3.20996e-15j -0.00618665-2.341e-15j 0.32403+7.31376e-15j 0.0194643+6.43489e-15j 0.155555+3.03892e-15j -0.185304-5.64382e-15j 0.228887+5.80742e-16j 0.0355005+4.21312e-15j -0.163666-4.23986e-15j -0.143766-2.13018e-15j 0.212745+7.08018e-15j -0.220286-8.99304e-15j -0.0677191-1.72511e-15j -0.147724+4.06393e-15j -0.149472-5.56235e-15j -0.0994409-1.1671e-14j -0.0297012-1.81255e-15j -0.270832-6.11401e-15j -0.0227315-3.51457e-16j 0.0853871+1.26846e-15j 0.000661328-1.24329e-15j 0.0246627-3.35194e-15j -0.00789645-9.30722e-16j -0.0404925+3.04525e-15j -0.0260995-5.47672e-15j 0.0400745-7.93711e-16j 0.0503816+1.78262e-15j 0.144279-4.3842e-15j -0.0155897+1.80602e-14j 
-0.0555297+1.94425e-14j -0.0401106+2.54714e-15j -0.0248687-1.3086e-15j -0.0288543+1.0378e-15j -0.023456-2.87525e-15j 0.0247936-5.57389e-16j -0.0103187-1.51973e-16j -0.0272644-8.01289e-17j -0.0478457-7.75577e-16j -0.0865223-1.57718e-15j -0.00677937-1.018e-15j -0.00402912-2.75411e-15j 0.037599+7.69968e-17j 0.0364827+1.42937e-15j -0.0109361-3.02657e-15j -0.0162874+4.70762e-16j -0.0556408-3.97469e-15j -0.0300959-4.16793e-15j 0.143769-1.67282e-16j -0.0782863-4.27324e-15j -0.0989807-4.07583e-15j -0.0461043-2.49996e-15j -0.0848523-4.30358e-16j 0.0824609+1.33612e-15j 0.0329534-2.46797e-15j 0.00665259-1.02018e-15j 0.108623-4.13743e-15j 0.0189423+3.89137e-15j -0.1659+2.05088e-15j -0.0264827+8.21521e-15j 0.113642+5.1717e-15j -0.0115748+4.69559e-15j -0.236738-8.45845e-15j -0.1135+1.43651e-15j 0.0606506+3.98045e-15j 0.00484798-2.44579e-15j -0.136587-6.98601e-15j 0.215893+7.87646e-15j -0.235008-1.42979e-14j -0.0232761-5.73792e-15j 0.0675493-1.45303e-15j -0.131441-7.45881e-15j -0.224615-1.12708e-14j -0.133189-2.27363e-15j -0.171366-9.29489e-15j 0.0675647+6.53972e-16j 0.11361+4.11707e-15j 0.00759275+1.57133e-15j -0.185539-4.14122e-15j 0.01815-7.90228e-16j 0.198819+6.40304e-15j -0.100822-3.71412e-15j -0.0598384-8.09056e-16j -0.00835226+8.98542e-16j -0.0291124+2.97929e-15j 0.00603128-5.84292e-15j 
-0.0283754+1.2384e-14j -0.0650503+4.46716e-15j -0.00702389+4.99709e-16j -0.0979045+9.22122e-16j -0.0319998+1.46265e-15j 0.0764338-3.07035e-15j 0.0049327+3.6122e-16j -0.0187026-7.1332e-16j 0.0744824-2.70603e-15j 0.065844-6.29441e-16j 0.0372829-1.69258e-15j -0.104689+1.59115e-15j 0.0354523-1.83756e-15j 0.00965157-1.07845e-16j 0.109448-3.92351e-15j 0.0672317-1.38739e-15j 0.14912+3.71303e-15j 0.0427765-2.15239e-16j -0.0646323+2.51593e-15j 0.0876027-1.41365e-15j -0.12296+1.55087e-15j 0.0155368+2.86697e-16j 0.186516-3.82252e-15j -0.0464299+1.52813e-15j 0.0785925-1.40561e-15j 0.0373956-3.51589e-16j -0.240113+7.58075e-15j 0.0251209-4.18096e-15j 0.13489-1.01839e-14j 0.0561902-1.11244e-15j -0.043209-9.55126e-16j 0.131284-3.31161e-15j -0.24176+5.94327e-15j 0.00622622-1.73333e-15j -0.0260227+1.02598e-15j 0.107086+3.68816e-16j -0.0581156+1.78195e-15j 0.0328598-2.38357e-15j -0.117793+1.27158e-16j -0.146754+2.74381e-15j 0.103332-2.32955e-15j -0.113016+4.38144e-15j -0.048189+2.06462e-15j 0.0898696-2.88854e-15j -0.0570287+3.01319e-15j 0.199946-3.21395e-15j 0.00806209-7.19846e-16j 0.0658854-4.4749e-16j -0.00104616-1.56811e-15j 0.126564-2.48119e-15j 0.095628-1.05582e-15j -0.000871075-2.79478e-16j -0.0244567-5.10154e-16j -0.0490513+1.92267e-16j 0.0488144+1.18691e-15j 0.0516971-1.77756e-14j 
-0.0507752+1.90347e-14j -0.057737+4.49851e-15j 0.0239874+1.31861e-16j -0.108689+2.19745e-16j 0.0248565+4.29634e-16j 0.039465-1.78253e-15j 0.0515082+2.08751e-16j -0.0430758-1.07775e-15j -0.0610779-1.12422e-15j 0.0420503+1.57136e-15j 0.0340798-3.91335e-16j -0.0358833-7.25172e-16j -0.0856244-1.4921e-15j 0.0336338-3.94626e-16j 0.09281-1.36228e-15j 0.0247086+8.33761e-16j -0.0602488-3.29032e-15j 0.0322048-4.32664e-16j 0.0862304-6.84261e-16j 0.0943742+9.29604e-16j 0.0672913+3.37628e-16j 0.0102091+1.46929e-16j 0.0713902+1.75876e-15j 0.00433706-8.06533e-16j 0.0658694-1.49299e-15j -0.0699195+2.60841e-16j -0.146398-3.3487e-16j -0.0699716+6.08537e-16j 0.0298907-1.05006e-15j -0.0795977+2.64267e-15j 0.0166076-1.11904e-15j -0.0193+1.31312e-15j 0.0260408+2.53967e-15j 0.0464191+1.94029e-15j 0.0339056-4.12247e-16j 0.0249966+3.35716e-16j 0.155102-1.99006e-15j -0.0625322-7.99992e-17j 0.0818421+1.91812e-15j 0.193596+1.24922e-15j 0.178631-4.43613e-15j -0.0644149-8.10207e-16j -0.0285223+2.73709e-15j 0.116728+2.09548e-16j -0.0397711+3.81687e-16j 0.131698-3.97618e-16j -0.11311-1.17397e-15j -0.142576+1.44515e-15j 0.0286134-3.00145e-16j 0.0178609-1.28149e-15j -0.025262-1.57156e-15j 0.0886822+6.5544e-16j 0.0097474-5.80862e-16j -0.000954355-4.60752e-16j -0.0126721+1.04211e-14j 0.118635-4.90614e-14j 
-0.0324228+7.09401e-15j 0.0341381+1.05133e-16j 0.0564008-1.69421e-15j -0.107278+2.0534e-16j 0.0685657-8.34245e-16j -0.0878317+3.63855e-15j 0.0422859-7.8638e-16j -0.0688178+1.46445e-15j -0.112768+2.63009e-15j 0.142874-1.34468e-15j -0.0342878+9.9827e-16j -0.0810721+5.10361e-16j -0.121884+1.59975e-15j 0.0464114+1.90792e-16j -0.0452294+3.10939e-15j 0.0335898-1.14131e-16j -0.0376672-6.87174e-16j -0.0328299+1.64692e-15j 0.0323748-4.57227e-16j 0.0680415+3.38385e-16j 0.0050473-5.40869e-16j 0.0594884+8.6792e-17j 0.0990288-1.09082e-15j -0.00656929-6.21676e-16j -0.0684813+2.06141e-15j 0.021795+5.41589e-16j -0.0401113-4.59268e-15j 0.0535547+1.1476e-15j -0.177739+8.77745e-15j 0.125058-9.58016e-16j -0.0475433+1.0008e-15j 0.00709095+2.25751e-15j 0.122306-4.02067e-15j 0.00419499+6.19212e-16j 0.0112509-1.72844e-15j 0.0281183-6.44549e-16j 0.0485998+1.29499e-17j 0.00680777+1.97778e-15j 0.00952737+1.02467e-15j 0.0641021+7.93729e-17j -0.0362657+3.11248e-15j 0.0417541-2.90754e-15j 0.0971523-2.2286e-15j 0.0101564+2.15517e-15j 0.0521333-1.15306e-16j 0.0501373+2.72709e-15j -0.0774986-5.17053e-16j 0.0209919-1.15137e-15j -0.0340981+1.16702e-15j -0.00841838+4.23867e-15j -0.0113403+2.05555e-16j -0.00411461-1.9963e-16j -0.0762727+2.2158e-15j -0.0625481+8.16064e-16j -0.0646288+5.28606e-16j -0.0269334+7.15008e-15j 
0.0195756-5.92286e-15j 0.000722742-4.38608e-16j -0.0229716+5.785e-16j -0.0240303-1.53742e-16j 0.0339252+1.53635e-15j 0.0225711-3.47905e-16j -0.103822-3.96939e-16j 0.0587274+1.77871e-16j 0.0501068-4.01113e-16j 0.0260291+1.66538e-15j -0.0331467+4.22019e-16j 0.0787582-8.19074e-16j 0.0144339-1.22517e-15j 0.0278596-2.47517e-16j 0.0101355-1.22093e-15j -0.0161696+2.27609e-15j -0.0835202-2.63105e-15j 0.151022+1.97029e-15j -0.0141463-1.53462e-15j 0.0212349+5.71689e-16j 0.0436313-5.39475e-16j 0.03185+6.72578e-16j -0.123208-5.98481e-16j -0.150636+1.60459e-15j 0.00728793-1.90993e-15j 0.068236+3.10238e-16j 0.0389189-1.84036e-15j -0.0135306+1.36274e-15j -0.0483729+1.68358e-15j 0.0337819+1.54662e-15j -0.010051+2.13209e-16j 0.0708319-2.1165e-16j -0.0135043+3.08481e-15j -0.0542774+1.59441e-16j -0.237703+6.72647e-16j -0.0901261-5.84627e-16j 0.0197342+9.70318e-16j 0.127912+2.21936e-15j 0.137494+7.62917e-15j 0.12002-7.11936e-16j -0.0983361-1.13187e-15j 0.122697+9.66478e-16j 0.140041+1.66186e-15j -0.0413278+1.71718e-15j 0.135005+2.15917e-15j -0.0573084-5.67708e-16j -0.00602667-1.97352e-15j 0.0081204+1.68534e-15j -0.00603387+2.52728e-16j 0.280847-6.28775e-16j -0.160342-6.41732e-16j -0.0474306-1.27233e-15j 0.0652718-4.12172e-16j -0.0430058-2.73272e-17j 0.0705434-3.72135e-15j -0.017891+1.22319e-14j 
