0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
-0.0123076+6.7363e-15j -0.0426592+1.44735e-15j 0.00472945+1.88807e-16j 0.0190015-6.14442e-16j 0.0216066-5.14572e-16j 0.0311444-2.96697e-16j -0.0125643+5.50702e-17j -0.02881+6.35167e-17j 0.0212655-7.85273e-17j -0.0416402+2.90816e-16j 0.0374496-5.29654e-16j 0.00283634-3.95087e-16j 0.0122837-2.65904e-16j -0.0278385+6.28412e-16j 0.0046834+1.63207e-16j 0.0217944-5.07542e-16j -0.00121694-4.60929e-16j 0.0152272-1.45545e-16j 0.00296776-2.36243e-17j 0.0250457-5.01548e-16j -0.00777758+1.73614e-16j 0.00755174-3.16855e-16j 0.0296552-1.27898e-16j 0.0136487-6.15652e-16j 0.0197315+8.7127e-17j -0.0236894+2.52474e-16j -0.0265902+6.75124e-16j 0.0105152-4.26022e-16j 0.025359-1.70114e-15j -0.0893041+1.06846e-15j -0.00727729-2.34029e-16j 0.014036-6.62026e-16j -0.0313347+2.98376e-16j -0.0155625+3.10109e-16j -0.0287544+5.88322e-16j 0.0429963-1.81688e-16j -0.0143783+8.77997e-16j -0.0443442+9.88542e-16j 0.0323031-1.65188e-16j -0.0127399+4.68095e-16j 0.102193-2.04459e-15j -0.0347454+2.20071e-16j 0.0310202-7.8865e-17j 0.0136883-3.3222e-16j 0.046253-3.38138e-16j 0.119521-7.18754e-16j 0.0351007-6.60306e-16j 0.0188023-4.63103e-16j 0.0541966-7.9782e-16j 0.0548048-7.99245e-16j 0.100957-1.10733e-15j 0.0289583+4.77476e-16j -0.0245478+7.68779e-16j -0.0594533+7.16963e-16j -0.00056364-8.25826e-16j -0.0093819+4.10104e-15j 
-0.03282+1.03133e-14j -0.0121355+2.18026e-15j -0.0247474+2.29956e-17j -0.0028112-9.19808e-17j 0.031939+1.94668e-16j -0.0361219-1.32496e-16j 0.00246489-4.92745e-17j 0.0630784+2.37998e-16j -0.044602-3.35737e-16j 0.00396165-1.0643e-16j 0.00360431+3.65657e-16j 0.0298369+2.75762e-17j -0.0654478-2.25147e-16j 0.0503741+7.7105e-17j 0.0432184-2.9924e-16j 0.00178094+6.85314e-16j 0.0149723+3.75873e-16j -0.00794391-5.44328e-16j 0.036118-1.82736e-17j 0.000202125-1.92402e-16j 0.0125761-1.16154e-16j -0.0153715-2.16813e-17j 0.000962278+9.88866e-17j -0.0199899-1.2291e-16j 0.0342761-2.71919e-16j 0.0175805-2.75382e-16j 0.0144363-8.05928e-16j 0.0118908+1.22856e-15j -0.0554142+9.94457e-16j -0.0027831+2.52124e-17j -0.000953808+5.1592e-16j -0.0229815-3.26189e-17j 0.0276043+3.08957e-16j 0.0181736+1.6194e-16j 0.00317955-9.29027e-18j -0.0142508-3.42841e-16j 0.0148655-4.03057e-16j 0.00313342+5.76429e-16j 0.0228909+7.1435e-16j 0.0195745-2.11613e-16j -0.074099-2.82731e-16j 0.0610792+2.43822e-16j 0.00804686+9.35556e-17j -0.0225355+4.66457e-17j -0.0852613-7.7027e-16j -0.112464-1.32426e-15j 0.00495985+3.3695e-16j -0.0540074-4.71442e-16j -0.0295287-2.23218e-16j -0.00468452-2.20942e-16j -0.150693-8.97082e-16j 0.00745226+1.31293e-16j 0.0187499-4.93375e-16j 0.067665+9.74061e-18j 0.0564874+4.83916e-15j 0.0647016-2.06476e-14j 
0.0162589-5.8317e-15j 0.00441399-1.72643e-15j 0.0203357-8.97986e-16j 0.000897763-1.39445e-16j 0.0158542-4.82057e-16j -0.0125264+3.74883e-16j -0.0186849+3.945e-16j -0.00512554+1.49186e-16j -0.016593+6.02092e-16j -0.0128168+1.04686e-17j 0.0162593-2.07831e-16j -0.0189673+7.31837e-16j 0.0170674-7.24153e-16j 0.00965203+1.76104e-16j -0.00663084+5.019e-16j 0.015023-3.62716e-16j -0.0486821-1.04721e-15j -0.0328886+7.99779e-16j -0.00508444+4.47463e-16j -0.0377374+1.13561e-15j -0.00432551-3.14256e-16j 0.00996241-1.71016e-16j -0.0337051+9.17123e-16j -0.0309029+7.78297e-16j -0.0388729+1.73446e-15j -0.00249937+1.80932e-16j -0.00878279-4.82093e-16j -0.0249599+1.06511e-15j -0.0178743+1.24479e-15j 0.038456-1.12399e-15j 0.0478693-5.97723e-16j -0.0238767+1.53279e-15j 0.0116861-3.53647e-16j 0.0189838-7.02113e-16j -0.00197591-5.24523e-16j -0.0500892+1.45789e-15j -0.0259979+2.46261e-16j 0.0553564-1.29258e-15j -0.0276034+1.04279e-15j 0.0324332-1.05524e-15j -0.0716393+2.96238e-15j 0.0291565-7.91582e-16j -0.0169647+2.94565e-16j -0.0252175+8.34244e-16j 0.0130137-5.16726e-16j -0.0442624+1.50066e-15j 0.000330243+6.09879e-16j 0.0126842-8.64666e-16j -0.069712+2.02657e-15j -0.0143529+1.28233e-15j -0.02459+4.39967e-16j -0.0393991+1.28464e-15j -0.0223116+4.37291e-16j -0.00790839+2.40551e-16j -0.00674651-2.21667e-15j -0.0364891+1.55129e-14j 
0.0207674-9.53543e-15j 0.0457049-1.13054e-15j 0.0247877-7.08936e-16j 0.0205722-1.19336e-16j 0.0181111-6.41641e-16j 0.016101-5.89388e-16j 0.0100673-5.39597e-16j 0.00722878-1.19337e-15j -0.00746317-1.08257e-15j 0.0315085+8.9386e-16j -0.000124931-6.37637e-16j 0.0307221+1.90198e-15j 0.0136118+2.7049e-16j -0.0436006-8.01936e-16j 0.0266063-1.68827e-16j -0.00366666-1.187e-15j 0.0261388+1.7113e-15j -0.020864-1.559e-16j -0.028179-1.01961e-15j 0.000999839+1.29606e-15j 0.0601704-4.50165e-16j -0.0212202-2.19482e-15j -0.000101561+1.08502e-15j 0.012858+5.30474e-16j -0.04293+6.91819e-17j -0.00729533-1.09337e-15j 0.00914808+5.05721e-16j 0.00288694+1.03699e-16j 0.0240348-2.49579e-16j -0.0318569+7.94727e-18j -0.00234612-7.86047e-17j -0.0723346+7.54711e-16j 0.0199928-7.03801e-16j 0.0134114-5.63373e-16j 0.0631438+2.34144e-15j -0.0250188+9.32615e-16j 0.044172-8.28202e-16j -0.0697984-1.63723e-15j 0.00365789-1.62391e-15j 0.0146259-1.00171e-16j -0.00220177+5.15837e-16j 0.0452095-2.43898e-15j 0.0207024-3.39521e-16j -0.0203942-3.57073e-16j 0.00934383-1.97581e-15j 0.00704764+1.35395e-15j -0.0757829-3.41964e-16j 0.00598921-1.26353e-15j 0.0189689+3.40472e-16j -0.0876996-2.48057e-15j 0.0215272+6.26338e-16j 0.047191+5.46231e-16j 0.0483196-6.99677e-18j -0.00181509+7.62796e-16j -0.073486-2.0673e-15j -0.0283671+5.51781e-15j 
0.0114146-4.91737e-15j -0.0204558+2.31697e-15j 0.0174885-3.93257e-15j -0.00391057+4.95665e-16j 0.00805288-2.03018e-15j 0.0207266-4.40993e-15j 0.02333-4.26666e-15j 0.032246-6.62251e-15j 0.0426541-8.25009e-15j -0.019643+2.91067e-15j 0.0187128-4.05448e-15j -0.058072+1.03269e-14j 0.000519105-3.88304e-16j 0.0182584-2.83597e-15j 0.00470281-1.31221e-15j 0.0473087-9.4926e-15j 0.00256146-1.44969e-15j 0.013702-1.99814e-15j 0.0357415-5.7368e-15j -0.0313031+5.50983e-15j 0.0155648-3.7039e-15j 0.0717149-1.22675e-14j -0.0157425+3.62601e-15j -0.00117286-1.80942e-17j 0.00346027-1.26858e-16j 0.0459219-8.17993e-15j -0.00815221+2.01481e-15j -0.00203151+2.44144e-16j -0.00331816+2.1713e-17j -0.0161445+3.53658e-15j -0.0287253+4.37247e-15j -0.0311312+6.81156e-15j 0.0114141-2.81758e-15j -0.000703137-2.8715e-16j -0.091324+1.59672e-14j -0.0172318+3.46777e-15j 0.015281-3.67246e-15j 0.0232092-2.54235e-15j 0.0183413-2.9554e-15j -0.00964542+1.85238e-15j -0.0106058+2.21304e-15j 0.0595115-1.24537e-14j 0.0187368-3.67966e-15j 0.0152153-2.46985e-15j 0.0692055-1.30748e-14j -0.0204678+3.57856e-15j 0.00947456+5.98922e-17j 0.0486006-9.32159e-15j -0.00493883+5.10347e-16j 0.0815608-1.34371e-14j -0.0108399+1.97153e-15j -0.0156314+1.40533e-15j -0.00375782-8.13778e-16j -0.0301191+5.92532e-15j 0.0260082-5.05298e-15j -0.0141431+1.1193e-14j 
0.0082312-2.23251e-15j -0.00787054-3.36328e-17j -0.00740882-5.2697e-16j -0.0117003+1.74266e-16j -0.0065432-5.23202e-16j -0.00518009-5.39353e-16j -0.0190236-4.07644e-16j 0.00273596-6.90783e-16j 0.0249515-5.03131e-16j 0.00907927+3.15622e-16j 0.0150798+4.55797e-16j -0.00174347+1.13882e-15j -0.0117215+4.56978e-16j 0.0109821-6.24672e-16j -0.00994572+5.00054e-16j -0.00692725-6.92142e-16j 0.0235894+2.0169e-15j 0.0113373+2.08265e-16j 0.00331221-1.01707e-15j 0.0435802+1.00146e-15j -0.0236412-1.62098e-15j -0.00137918-1.44056e-15j -0.0404543+4.78928e-16j -0.00507077+3.86339e-16j 0.0475867+6.07364e-16j -0.0158265-8.66111e-16j -0.0324081+2.7808e-16j 0.0210345-9.33881e-16j 0.0305072-5.94422e-16j 0.000965053-4.89946e-18j 0.00763454+1.03874e-15j 0.0600531+1.59892e-15j 0.0188028-5.58242e-16j 0.0135582-3.48147e-16j -0.0156882+1.55572e-15j 0.0320253+1.22081e-15j -0.0415244-4.92903e-16j 0.0139588+4.94258e-16j 0.0350793+1.56325e-16j -0.0534807-1.20627e-15j 0.0140495-3.74423e-16j -0.0345081-1.2616e-15j 0.00181944-2.50551e-16j 0.0226885-1.24157e-16j 0.0117511-7.59228e-16j 0.0740477-9.29747e-17j 0.01909+1.25232e-15j 0.0149009-4.13928e-16j 0.0358956-3.36968e-16j 0.0454114-1.2641e-15j 0.0229543-4.79507e-16j 0.0142-9.63672e-16j 0.00766623-1.00897e-15j -0.0290418+1.05181e-15j 0.0195477-4.77035e-16j -0.00587119+4.22276e-15j 
-0.0184147+1.81657e-14j 0.0202035-1.38488e-14j -0.0206146+1.50576e-14j -0.00153964+1.14345e-15j -0.0198097+1.4243e-14j -0.0284425+2.13196e-14j -0.00436704+3.08357e-15j -0.0113957+9.01442e-15j -0.0219903+1.67709e-14j 0.0184282-1.32371e-14j 0.0254198-1.83236e-14j 0.0484292-3.54702e-14j 0.012895-9.81348e-15j -0.0201448+1.46884e-14j 0.047595-3.54614e-14j -0.00778057+6.14442e-15j 0.0497336-3.3595e-14j 0.0145656-1.0204e-14j -0.0305356+2.21067e-14j 0.020517-1.44164e-14j -0.0472182+3.45873e-14j -0.0457774+3.30341e-14j 0.046029-3.45106e-14j 0.0261828-1.89178e-14j 0.0162044-1.1079e-14j -0.012317+8.33075e-15j 0.0169203-1.27658e-14j 0.00330049-2.49659e-15j 0.0272933-2.01107e-14j -0.0180002+1.28978e-14j 0.0103531-7.36447e-15j 0.0218618-1.54405e-14j -0.0140745+1.08618e-14j -0.0280065+2.08924e-14j 0.0449161-3.28785e-14j 0.0328014-2.32806e-14j -0.0463373+3.44203e-14j -0.0291088+2.03442e-14j -0.0323453+2.3228e-14j -0.0462727+3.26813e-14j -0.0396359+2.96541e-14j -0.0297374+2.24059e-14j -0.000173375+1.21351e-16j -0.0134372+1.04985e-14j -0.0381706+2.76061e-14j -0.0570946+4.23277e-14j 0.0528685-3.89099e-14j -0.0231942+1.71421e-14j -0.0294418+2.25921e-14j -0.0513765+3.77534e-14j -0.0660503+4.86011e-14j -0.0337789+2.57629e-14j -0.0436098+3.31194e-14j 0.0530651-3.91428e-14j 0.0238507-1.58653e-14j 0.0217303-2.25757e-14j 
-0.016942+3.15514e-15j 0.0274829+1.09151e-15j 0.00355365-5.04284e-17j -0.0309261-1.31116e-16j -0.00772629-5.05901e-17j -0.02071+2.62916e-16j 0.0426081+5.42656e-16j -0.00887968+2.34608e-16j 0.0154172+5.41934e-16j 0.0103588+7.29478e-17j -0.0291866+3.96157e-17j 0.0120448+1.48093e-16j 0.0143042+3.2215e-16j 0.0237317+5.23067e-16j -0.0239581-8.24421e-18j -0.017435-7.56112e-17j -0.029856-1.7789e-15j 0.0200891+3.45455e-16j -0.00648759-1.90443e-16j -0.0131167-5.78164e-17j 0.0378054+5.40385e-16j 0.0279949+7.04875e-16j -0.0204146-7.54857e-16j -0.0173853-8.20082e-17j -0.0147767+2.82019e-16j 0.0207249+4.33313e-16j -0.033668-7.07462e-16j -0.00617135+2.06624e-16j -0.00651653+5.5815e-16j -0.0438961-7.90386e-16j -0.0333232-4.47579e-16j 0.00757719-4.26693e-16j -0.0122382-2.35077e-16j -0.0441925-6.10118e-16j -0.0407155-4.23312e-16j -0.0263012-6.04901e-16j 0.0302767-5.47958e-16j 0.0295188+5.24129e-16j 0.010269+1.0484e-15j 0.0279761+8.56655e-16j 0.0746519+7.63659e-16j -0.0420551-8.8159e-16j 0.0257503+4.32779e-17j -0.0267952-4.43165e-16j 0.0234322+1.79553e-16j 0.0537604+1.39484e-15j -0.0341764-6.33311e-16j -0.0370218-3.33516e-16j 0.0408812+4.94516e-16j 0.0423421+4.24424e-16j 0.000539464+2.71312e-16j 0.0719918+1.04228e-15j 0.0258524+7.87652e-16j -0.0151465-1.93175e-16j -0.0373365+3.57764e-15j 0.0404195-1.88324e-14j 
0.0538951-1.77853e-14j 0.0276017-3.5304e-15j 0.00312917+1.07413e-16j 0.0352162-2.46806e-16j -0.0346507-1.49778e-16j 0.0821121-5.01259e-16j 0.017275+2.59147e-16j 0.0639783+4.87345e-17j 0.0725754-2.01393e-17j 0.037979+3.02467e-16j 0.0482865-3.26215e-16j 0.0232221+2.37062e-16j 0.0247163+9.43212e-17j 0.0159946-2.39578e-16j 0.031948-8.55117e-17j 0.0341812-2.1282e-16j -0.0204986-1.01125e-15j -0.00937168+5.34021e-16j -0.0640564-3.8625e-16j 0.0275811+1.92509e-16j 0.00130559+1.25853e-16j 0.0372101+1.44214e-16j -0.0279178-2.03735e-16j 0.0193941-1.03355e-16j 0.051727+4.79478e-17j -0.0242997+4.79855e-16j -0.099558+1.3593e-17j -0.00750776-2.29929e-15j 0.082908-2.41191e-15j 0.0266382+2.00549e-16j 0.0473612+1.54834e-16j 0.0307493+6.19072e-16j -0.0325556-2.93527e-16j 0.0164862-2.98844e-16j -0.0137277+1.47527e-16j -0.0137683+8.15525e-17j -0.058851+1.05681e-15j -0.00544514+2.82129e-17j -0.0180459-1.05508e-15j -0.00398681+1.67255e-17j -0.0402126+4.27122e-16j 0.0216703+7.18035e-17j -0.0253743+1.92732e-16j 0.018293-1.46792e-16j -0.0559479+5.72654e-17j 0.0489809+3.78551e-16j -0.0521884-4.63611e-16j 0.0452146+8.63963e-17j 0.0215439+1.92415e-16j -0.0060876+1.27502e-16j 0.0464967+8.10451e-17j 0.0398367+2.95686e-16j 0.124582-1.39199e-16j 0.00376095-3.90058e-16j -0.0170638-1.71807e-15j -0.0195053+6.48139e-15j 
0.0340685-1.11899e-14j 0.015034-2.3381e-15j 0.00502335+5.42195e-17j -0.013611+3.37881e-16j -0.0332579+4.36965e-16j -0.0316791+5.97183e-16j -0.0144964+2.27113e-16j -0.0290761+2.59513e-16j 0.0145253-1.39518e-16j 0.0188618-1.29784e-16j -0.0234139+3.54542e-16j 0.00473093+1.46947e-17j 0.0157472-4.29909e-17j -0.0169949+7.76257e-17j 0.00735278-2.60139e-16j -0.0194795+6.04251e-16j -0.0201755-7.34945e-16j 0.0252766+7.32738e-17j -0.0288386+2.13855e-16j -0.0160707+7.91194e-17j 0.0444037-7.99186e-17j -0.00966071+1.12989e-16j 0.00816369-2.6265e-16j -0.0351607+4.05617e-16j -0.0392435+3.77103e-16j 0.0125497-1.06119e-17j -0.0137177+3.47146e-16j 0.0130139-1.03858e-16j -0.00878842+2.75599e-16j 0.0329017-5.10826e-17j -0.0173248-4.52575e-16j -0.0271937-2.45764e-16j -0.032541+7.01232e-16j -0.00211189+3.81823e-16j -0.00158175+2.61118e-16j -0.0450685+9.49767e-17j -0.0276022+6.38781e-16j 0.0152672-5.92007e-16j -0.028499-2.23609e-16j -0.0197025+2.60894e-16j -0.0109876+2.83136e-16j -0.0101108+7.53812e-16j 0.0274071-1.71425e-17j -0.037555+2.92924e-16j 0.0351196+2.50853e-16j 0.040219-5.46528e-17j 0.0355363-6.33977e-16j -0.00771677+3.90806e-18j 0.0166476+5.55271e-17j 0.0308793-5.75108e-16j 0.00779139+8.21375e-17j 0.0211651-1.86923e-16j -0.0094358+2.91639e-16j -0.0477022+5.1873e-16j 0.00361265-3.56444e-15j -0.0362862+1.48296e-14j 
0.0103572-4.66698e-15j 0.00834532-1.48569e-15j 0.00602596-6.39376e-16j -0.00876432+7.9094e-16j 0.0132976-1.19875e-15j -0.0246925+2.05583e-15j -0.0441104+4.17809e-15j -0.0145513+9.24814e-16j -0.0174976+1.41163e-15j 0.0133055-1.32663e-15j 0.0264473-3.11752e-15j 0.0239538-2.46219e-15j 0.00197532-2.25594e-16j -0.00886781+6.98434e-16j 0.0381511-4.53201e-15j 0.00100192-1.12633e-16j 0.0268965-1.56831e-15j 0.00768753-5.33994e-16j -0.0214372+2.15349e-15j 0.0191796-2.04386e-15j -0.0110884+1.24754e-15j -0.036234+3.23753e-15j -0.00145452+1.65364e-16j 0.0134626-1.39425e-15j 0.0123743-1.90896e-15j 0.00281067-3.44426e-16j 0.0174617-1.346e-15j 0.0213024-2.15437e-15j 0.00591189-1.68095e-15j -0.00301601+2.7156e-16j 0.0283179-2.77618e-15j -0.0395736+3.6994e-15j 0.0284125-2.83653e-15j -0.0273337+2.53294e-15j 0.05844-5.8171e-15j 0.00238952-4.00448e-16j -0.0391019+5.06553e-15j -0.0512582+5.26055e-15j 0.00232069-1.44721e-15j -0.0316015+3.02884e-15j -0.0215338+2.35426e-15j 0.00106869-6.81314e-17j -0.00328243+2.86068e-16j -0.0132115+1.06041e-15j 0.0354665-3.07321e-15j 0.0204324-1.75483e-15j 0.0519477-5.06706e-15j -0.0102312+9.5299e-16j -0.0148459+1.28106e-15j -0.0163234+1.58304e-15j 0.00526189-2.72147e-16j -0.0245408+2.22811e-15j -0.0430228+4.10259e-15j -0.0276444+2.67649e-15j -0.000115779-3.85479e-15j -0.0422484+2.06774e-14j 
-0.0120843+4.59349e-15j -0.0159097+1.06101e-15j -0.0170945+9.53291e-17j 0.00162127-1.3446e-17j 0.00514916-1.1973e-16j 0.016706-1.25251e-17j -0.00271266+1.45279e-16j 0.0273569-3.88008e-17j -0.00690335-4.28838e-17j 0.0171611-1.06675e-16j 0.0241997-1.6597e-16j 0.00781889+7.55658e-17j -0.00730551-9.41067e-17j 0.00973622-6.55873e-17j 0.06609-1.14033e-15j 0.0211838+8.22342e-17j 0.0301384+8.02651e-16j 0.0385551+5.29743e-16j -0.0351641-9.18922e-17j 0.0210339+3.89069e-17j 0.0038047-2.70747e-16j -0.0206875-3.11315e-17j 0.0603913-1.88883e-16j 0.0446705-2.52634e-16j 0.00798038+2.1656e-16j 0.00349398-1.27295e-16j -0.0563138+8.15188e-16j -0.0142412-1.40943e-15j 0.0707429-2.21824e-15j -0.0471535+5.09915e-16j 0.00231245-4.45553e-16j -0.00648516+3.21908e-16j -0.0674311+5.6208e-16j -0.0408882+2.36148e-16j 0.0133559+1.05727e-16j -0.00240705+3.14803e-16j -0.00648071+2.75381e-16j -0.0531269-9.3419e-16j -0.049536-1.55897e-15j -0.017117+7.304e-16j 0.0109982+1.45203e-16j -0.0470628+3.23732e-16j -0.0399432-6.46693e-17j 0.0357896+6.35376e-19j -0.0823912+1.66213e-18j 0.0127159-6.736e-16j 0.0156957-2.86807e-16j 0.00992522-2.57594e-16j -0.0192753+7.06809e-17j 0.0114005-3.25866e-16j -0.00714915-1.17553e-16j -0.019151+1.59072e-16j 0.0204996-7.33972e-20j 0.0249197+1.3273e-16j 0.0367127+9.55566e-16j 0.0210885-5.02346e-15j 
-0.0254413+9.39902e-15j -0.0314918+2.04906e-15j 0.0117047-2.50938e-16j -0.0264251+3.58847e-17j 0.0227922+3.47275e-17j -0.00160733-1.92818e-16j -0.00217755-4.43373e-17j -0.0235959-1.65286e-16j -0.0307961-1.60801e-16j -0.028936+1.52861e-16j 0.0194663-2.59433e-16j -0.00198721+2.45901e-16j 0.00305246-2.52707e-16j 0.00742393+3.38437e-17j 0.0431593-5.27674e-16j 0.00252381+2.31908e-16j -0.0135512-9.94286e-16j 0.0207472+3.29021e-16j 0.0230608-5.98007e-17j -0.00570787+1.48041e-16j 0.000210717+1.28294e-16j -0.0225237-2.20622e-16j 0.0294168+2.38873e-16j -0.0186246-1.73111e-16j 0.0243204-8.14999e-17j 0.011315-3.03288e-16j 0.0184834-1.26908e-16j -0.0234509+3.01275e-16j 0.00726699+3.26375e-17j -0.00755737-1.53949e-16j -0.00716515-2.80474e-16j -0.00873789+1.63129e-16j 0.0253673-1.91086e-17j 6.84121e-05-2.38578e-17j 0.0219377-2.59908e-16j -0.00359165+1.10109e-16j 0.0248963-3.98207e-16j -0.0132712-3.01144e-16j 0.00017147+2.63944e-17j 0.044619+4.57579e-16j -0.00592349+1.36218e-16j -0.00164157-2.19857e-16j 0.00469281+4.1579e-16j 0.0210289-9.33631e-17j 0.00890578-4.69872e-16j -0.0419304+1.40802e-16j 0.00778071-1.31362e-16j -0.0478149-2.37594e-16j -0.0374119+1.04868e-16j -0.00277238+3.63471e-17j -0.0501506-9.87915e-17j -0.0066988+6.00879e-16j -0.0553476+4.07781e-16j 0.00773977+9.29487e-17j 0.0137448+2.45296e-15j 0.0316495-1.11513e-14j 
-0.0162733+1.91367e-15j 0.0356777+6.89874e-16j -0.0377525-2.79278e-16j 0.0124024+9.45661e-17j -0.060166-1.31256e-16j 0.00583876-2.53754e-16j 0.0466706+2.09067e-16j 0.0191539+3.40252e-17j 1.92673e-05-5.49645e-17j 0.0259157-3.50484e-16j -0.0565245-7.31542e-17j -0.00528873+9.32937e-16j 0.0245612+2.3856e-16j -0.0188196-5.28933e-17j -0.00501836-2.90784e-17j 0.00133344+1.71091e-16j -0.0307263-2.08137e-15j -0.0361749-5.12516e-16j 0.0222813+1.56554e-16j -0.0190755-3.92437e-16j -0.0230404-3.82781e-16j 0.064812+7.67771e-16j 0.045769+5.81938e-16j -0.028749-3.16423e-16j 0.0137653+4.06871e-16j -0.00447056-1.46714e-16j 0.0448261+1.52025e-16j -0.0247971+1.19517e-15j -0.0640211+1.61222e-15j 0.0338011-3.30339e-17j 0.00528802+2.83817e-16j -0.000858427+7.73411e-16j -0.0637528-1.51918e-16j 0.0171976-3.3648e-16j -0.0529242-6.11718e-16j 0.023659+2.92253e-16j 0.0443025-1.04036e-15j 0.0226402+5.34025e-17j -0.0052289+1.16468e-15j 0.0850741+8.31938e-16j 0.0196634-4.51924e-16j 0.0702419-3.77286e-16j 0.0128236+1.13961e-15j -0.0298259-6.67844e-16j 0.00402866+3.43012e-16j -0.0757628-9.45879e-16j -0.00692978+5.60563e-16j -0.0180436-8.00294e-16j 0.0110273+6.78755e-16j 0.000318944+6.55345e-16j -0.0301926-7.67728e-16j -0.054886+1.16802e-16j 0.0123796-5.98428e-16j 0.0654664+1.78079e-16j 0.0047454+2.15098e-15j 0.023743-8.39134e-15j 
-0.0412024+1.27797e-14j -0.0119163+2.84677e-15j -0.00533636-4.50394e-16j -0.00339571+5.78099e-17j 0.0342198-7.89893e-16j -0.0287876+5.95244e-16j -0.0145972+4.35837e-16j -0.0337463+1.86976e-16j -0.0261115+4.03595e-17j -0.0302735+7.49956e-17j 0.0208802-5.20689e-16j 0.0849744-7.24333e-16j -0.00885218+3.67469e-16j -0.0011664-1.78925e-16j 0.0144111+1.94025e-16j 0.00610884+3.83093e-16j -0.0461147-2.75102e-15j 0.0307216+3.5018e-16j -0.00465792+1.92981e-16j 0.00466518-4.21553e-16j -0.00017536-4.37776e-16j -0.0264773+3.84285e-16j 0.00686981+6.13518e-16j -0.0198309+3.57585e-17j 0.0364288+3.02882e-16j 0.00278172-1.71168e-16j 0.00701325+4.29926e-16j 0.0229206+3.80242e-16j -0.0412839+2.44374e-16j -0.0192033+3.97839e-16j -0.0256399+3.32773e-16j 0.0394272-2.11794e-16j 0.0644283-8.01168e-16j -0.0264585+2.76215e-16j -0.00155861-5.38214e-16j 0.0144132+3.30923e-16j -0.0308378+1.54944e-15j -0.00436743+1.32379e-15j 0.0570066+8.96097e-16j 0.0107821+1.10135e-15j -0.0137148+2.07036e-16j 0.00347283+7.63324e-16j 0.0999491+2.22156e-16j -0.0350048+4.37539e-16j 0.0393857-9.9676e-18j 0.00944401-9.89752e-16j 0.0190236-3.41239e-18j -0.0601783-1.68382e-16j 0.0334564-1.31783e-16j 0.0300954-5.47324e-18j -0.0345313-2.34055e-16j 0.0754629-9.89543e-16j -0.0369154+2.39708e-16j -0.0239296+1.00401e-15j -0.00941604+3.96368e-15j 0.0401114-1.65311e-14j 
