-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
0.0870106-8.81864e-15j 0.0510058-3.24771e-15j 0.0500462-4.3013e-16j -0.149516-3.89501e-16j 0.1374+2.26587e-15j 0.0285586+1.22029e-15j -0.0765996-3.77158e-16j -0.00403042-1.37019e-15j 0.0254838-1.92882e-15j 0.0480213+1.38114e-15j 0.015631+1.1376e-15j 0.0408873+2.63329e-15j -0.13205-5.71246e-16j -0.00264194+1.84613e-15j -0.0822171+2.37552e-16j 0.13367-4.84682e-16j -0.0132452+1.61827e-15j -0.0467239-4.54325e-16j 0.0844956-7.75485e-16j -0.0289709+6.21551e-16j 0.0216515+1.77227e-15j -0.0133261+9.96118e-16j -0.00499184-7.75707e-16j 0.0386557+9.36667e-16j -0.000977986-1.06728e-15j -0.0502206-1.46651e-16j 0.0389709+6.29389e-15j 0.0132715+3.46759e-15j 0.0438144+2.79986e-15j 0.0251975-8.21327e-16j 0.087249+3.05609e-15j 0.0156953+1.22078e-15j -0.0505246+1.66395e-15j 0.00287442-7.63018e-16j 0.0132144+1.2291e-14j 0.0888186-1.01327e-16j -0.023056+3.24145e-15j 0.0255155-4.98106e-15j -0.0816905+6.46874e-16j -0.114437-9.9721e-15j 0.020097-1.08906e-14j 0.0324239+2.91951e-15j 0.140886-1.53461e-15j -0.0583101-6.00244e-15j 0.117223-1.46915e-14j -0.0749822+3.43493e-15j 0.0915163+3.30786e-15j 0.0407704+1.57656e-15j 0.0650612-7.51161e-15j -0.0625477+8.85091e-16j -0.119979-6.41272e-15j -0.0871106-4.31262e-16j 0.0175943-2.80155e-15j 0.00913555+8.07352e-16j -0.109046-6.73354e-16j -0.0879242-5.95145e-14j 0.0987565+2.00362e-15j -0.00112831-1.25553e-17j 0.0107361+2.54532e-16j -0.12438+3.6929e-15j -0.0624361-1.42356e-15j 0.0347622-1.15367e-15j -0.195957-1.07879e-15j -0.059767+4.3167e-15j -0.0601722+5.38617e-17j -0.0434291-4.13901e-16j 0.0331424-2.50233e-15j 0.0434374-1.25384e-15j -0.0379801+1.87936e-16j -0.0395303-1.37755e-15j 0.0440569-4.06219e-16j -0.0132316+1.68243e-16j 
-0.0404967+5.1364e-16j 0.0107598+6.2509e-16j -0.0301852-1.11062e-15j 0.0423597-2.99591e-15j -0.0688891-7.4901e-16j 0.0366594+2.57019e-15j 0.00725448-1.55116e-15j -0.115345+2.58261e-15j -0.0551418-3.40616e-15j 0.0647645-9.17141e-16j 0.0262779-1.74517e-15j -0.00743363+5.04964e-15j 0.0345302-5.15227e-15j 0.104496-1.93949e-17j -0.00654816+2.3082e-15j 0.0683629+2.85536e-16j -0.0279803+1.47013e-15j -0.0398648+5.34528e-15j 0.0559071+2.11239e-15j 0.0121551+3.16733e-15j 0.14217+2.1826e-15j 0.0161005+3.48364e-15j 0.0310483-1.43052e-15j -0.022404-4.00581e-15j 0.039195-6.42614e-15j -0.044276-1.00189e-15j 0.0634767+4.10003e-15j 0.00883581+9.68349e-15j -0.0670008+4.08349e-16j 0.0311728+8.28206e-16j 0.106921+6.81331e-15j 0.0980826-3.02914e-15j 0.0978589-1.06825e-15j -0.0367453-3.53575e-15j 0.00821181-1.75124e-15j 0.0287483-2.49268e-16j 0.0506326+5.86308e-16j 0.0863501-2.63337e-15j 0.0700566-1.18903e-15j -0.0499669+6.67864e-16j 0.0600722+2.0096e-15j 0.0397932-3.54211e-15j -0.108723-3.3006e-15j 0.175887-7.05606e-15j 0.0650448-2.03122e-14j -0.0603314+1.54824e-15j -0.262954+7.20158e-15j 0.0963734+1.01642e-15j -0.0337897+2.36127e-15j -0.0702873-2.35842e-15j 0.0541556+1.46582e-15j -0.0632401+2.30434e-15j -0.195581+8.81638e-16j 0.0669787+5.47204e-15j -0.212156+7.44199e-16j -0.418028-2.90408e-13j 0.0761988-1.18287e-15j 0.115231-2.4436e-15j 0.0424264-2.69379e-15j -0.0463553-4.63122e-15j 0.0890586-3.95625e-15j 0.186278-7.89199e-16j -0.170526+5.07271e-15j 0.152597-1.01152e-15j 0.0607012+9.96644e-16j 0.0518295-3.39881e-15j -0.118124+4.40125e-16j -0.115022+5.98512e-15j 0.0026218+2.68589e-16j 0.0214785-1.07875e-16j 0.0264899-3.9734e-15j -0.016289+4.22196e-15j 
-0.0563706+2.33472e-13j -0.0242082+9.92521e-14j -0.0278972+1.13027e-13j -0.0537844+2.16756e-13j -0.025694+1.01967e-13j 0.0488739-1.98115e-13j -0.0167262+6.89939e-14j 0.0555135-2.26681e-13j -0.0764694+3.10564e-13j -0.0306656+1.23185e-13j -0.0387277+1.58313e-13j 0.0916474-3.70573e-13j -0.0979308+3.96124e-13j 0.00984703-3.53716e-14j 0.0391008-1.58525e-13j 0.026952-1.05023e-13j 0.0354167-1.44993e-13j 0.121148-4.94044e-13j 0.0199364-8.07975e-14j 0.0637287-2.58208e-13j 0.0477796-1.86741e-13j 0.0565014-2.23581e-13j -0.0251815+1.01104e-13j -0.090914+3.67435e-13j -0.137445+5.58369e-13j 0.00650332-3.01204e-14j 0.0595301-2.40642e-13j 0.156551-6.32812e-13j -0.0145794+5.26809e-14j 0.00918241-3.57303e-14j 0.0707268-2.74585e-13j -0.0304858+1.30432e-13j 0.0250991-9.881e-14j -0.0979826+3.93661e-13j -0.163819+5.42628e-13j -0.00686509+2.98786e-14j 0.00367758-1.0024e-14j -0.0471248+1.9898e-13j -0.00666649+3.26026e-14j -0.0418122+1.60915e-13j -0.0430583+1.64235e-13j -0.0173181+7.5343e-14j -0.0700149+2.79887e-13j -0.0717712+3.04044e-13j -0.0999968+4.23661e-13j 0.0718114-2.91611e-13j 0.244026-9.96063e-13j 0.0577283-2.244e-13j -0.0351937+1.45528e-13j -0.0251575+9.65263e-14j 0.0184379-7.08998e-14j 0.0254484-1.07525e-13j -0.0120166+3.97511e-14j -0.0945612+3.7352e-13j 0.232205-9.37921e-13j 0.104915-3.73655e-13j -0.0406667+1.69202e-13j -0.0416335+1.77025e-13j -0.0691422+2.83071e-13j -0.105474+4.21297e-13j -0.0396438+1.65061e-13j 0.0319588-1.20446e-13j 0.0949501-3.95862e-13j 0.0116534-3.94468e-14j 0.025981-1.04821e-13j -0.0705378+2.85197e-13j -0.0113653+3.95122e-14j 0.121926-4.99083e-13j 0.010826-4.61983e-14j -0.00656429+2.67141e-14j -0.0641975+2.63202e-13j 0.0482379-2.00795e-13j 
-0.0464615+3.5132e-14j 0.0754562-5.0863e-14j -0.0590596+4.11708e-14j 0.0335893-2.29593e-14j -0.00916883+8.51951e-15j 0.0763263-5.47553e-14j -0.00298006+3.43896e-15j -0.10045+6.73317e-14j -0.0924867+6.59516e-14j 0.156767-1.0643e-13j -0.0175446+1.44859e-14j -0.0678355+4.44589e-14j 0.0328366-2.11118e-14j -0.0160894+1.0064e-14j -0.023615+1.51501e-14j -0.00506747+2.83074e-15j -0.0248289+1.6504e-14j 0.0607517-4.70422e-14j 0.0331399-2.40734e-14j 0.0289622-2.27287e-14j 0.0188998-1.40432e-14j -0.105334+6.75924e-14j 0.0377985-2.48136e-14j 0.0305707-1.85524e-14j 0.0285148-1.64248e-14j -0.0436905+2.80288e-14j 0.0804227-5.71237e-14j -0.11255+7.49111e-14j 0.101422-6.96353e-14j 0.0323594-2.37948e-14j -0.0321027+1.89408e-14j -0.105387+7.39753e-14j 0.0367348-2.5768e-14j 0.0348115-1.98493e-14j 0.122508+6.71729e-15j 0.0332736-2.4119e-14j -0.156384+1.0676e-13j -0.0723559+5.10635e-14j -0.0837377+6.00153e-14j -0.0901416+5.31851e-14j -0.0304695+5.84354e-15j -0.11+7.91933e-14j -0.0746445+5.25416e-14j -0.0314046+2.15569e-14j 0.0624231-4.82127e-14j -0.0416453+2.74312e-14j 0.112974-8.50689e-14j -0.00919667+5.98868e-15j 0.0160752-1.15213e-14j 0.0332832-2.22858e-14j -0.0157771+1.09227e-14j 0.0603311-4.17593e-14j -0.00726519+4.22445e-15j -0.0364054+2.56261e-14j -0.0029033-4.70186e-15j 0.0791571-1.25888e-15j -0.0410631+3.0529e-14j -0.142393+1.00779e-13j -0.0555896+4.06859e-14j 0.0137189-7.00897e-15j 0.0379374-2.4239e-14j 0.00913362-6.43816e-15j 0.0805948-5.70685e-14j -0.0837981+5.95774e-14j 0.0869561-6.18748e-14j 0.0863811-5.65894e-14j 0.0919148-6.47999e-14j 0.0337782-2.69599e-14j 0.0802286-5.42658e-14j 0.0338143-2.3675e-14j 4.43665e-05+1.79988e-15j 0.0170593-1.45084e-14j 
-0.054401+4.3342e-15j 0.00700084+2.0261e-15j 0.00359828-1.83712e-16j 0.113357-6.82217e-16j -0.102005-1.24718e-16j 0.0623557+3.00889e-16j -0.087909+7.5562e-16j 0.0189344-4.607e-18j -0.0737892-5.62464e-17j -0.0424111-3.21826e-16j -0.0619912+1.46527e-16j 0.0401301+2.84581e-16j 0.0781336-2.4356e-16j 0.0316372+3.2996e-16j -0.00492074-3.26561e-16j -0.0408498+1.043e-15j 0.0300733-3.42215e-16j 0.0161069-7.95551e-16j 0.134302-1.4215e-15j 0.0825284+2.90502e-16j 0.0204261+1.32159e-15j 0.0249495+8.26917e-16j 0.0417832-8.98373e-16j -0.108295+1.9476e-15j -0.030903-1.03966e-15j 0.0244216-9.93988e-16j 0.112815+2.61725e-16j 0.0547094+5.97027e-16j -0.0213934-8.02874e-16j -0.0139212+3.63447e-16j 0.00986054+1.38631e-15j -0.0306645+4.13377e-16j 0.0378369-9.50645e-16j -0.0867659+1.30233e-15j -0.0898888-6.50763e-14j 0.0922507+1.35063e-15j -0.0387595-1.78693e-17j -0.103442-7.07216e-16j -0.0849325+1.8226e-15j -0.0376314-1.76408e-15j 0.00730801-2.1268e-15j -0.0580394+1.95065e-15j -0.00140722-5.63747e-16j -0.0786875+1.24838e-15j -0.0324018+6.80731e-15j -0.0409712+1.84537e-15j 0.306046+4.96779e-15j -0.0430775+2.64463e-15j -0.0415349+4.22122e-15j 0.010703+5.84976e-16j 0.0178859-1.14502e-15j -0.0754264-5.65061e-17j 0.117734-8.9406e-16j -0.0766917-9.01363e-15j 0.0439983+2.52081e-15j 0.0226027+1.47257e-14j -0.0186871+6.46712e-16j -0.0922662+6.19801e-16j -0.0792831+1.77872e-16j 0.0341482-2.6051e-16j -0.122468+1.49708e-15j -0.0597916+1.28086e-15j -0.0507666-2.94692e-16j -0.16126+2.04629e-15j 0.08674-8.50872e-16j -0.106884-4.81465e-17j 0.0711862-9.42237e-16j -0.0117883-3.2527e-16j -0.0742204-1.17329e-16j 0.0697027-6.8436e-16j 0.000285091+4.66882e-16j 0.0258499-2.15177e-15j 
0.0201014-4.86866e-16j -0.0249609-3.50257e-16j 0.0814826-5.70706e-16j 0.0380898-2.16654e-16j -0.0400562+1.81959e-15j -0.096011+1.62265e-16j -0.0970147+9.29889e-16j 0.0770986+3.15495e-17j 0.15521+3.91093e-16j -0.00649797+1.36394e-16j -0.0064513-1.43491e-16j 0.0822205-9.66634e-17j 0.0167082+1.19224e-15j 0.052391-1.49926e-16j 0.0858122-1.10637e-15j -0.134074+1.54355e-15j -0.0526013+2.66787e-16j -0.0931734+4.10951e-16j 0.024572-8.79088e-16j 0.00808778-4.50193e-16j -0.0363959+3.19259e-16j 0.111992+2.37886e-15j -0.0137484+2.20532e-16j 0.00798136+9.18325e-16j 0.106603+7.75643e-17j -0.0223924-6.02246e-16j -0.0488837-6.34797e-16j -0.0100524+9.50135e-17j -0.038314-3.4253e-16j -0.0571741+6.79489e-16j 0.0895384+3.45594e-15j -0.0250854-1.1349e-15j -0.0153226-1.97415e-17j -0.0351011+6.07538e-16j -0.0900767-6.20152e-14j -0.0400561+3.67316e-17j 0.0109286+5.416e-16j -0.0152917-5.65919e-17j 0.117466+1.41919e-15j 0.0117052+6.3226e-15j 0.0380056+9.73813e-15j -0.132641+9.77349e-16j 0.052825-1.06591e-15j 0.126102+2.46335e-15j -0.0490447+5.40309e-15j 0.137054-1.24132e-15j -0.0904456-5.93182e-15j -0.0724725+7.5316e-17j -0.0934836+1.02322e-14j -0.112762+6.0085e-16j 0.046955-1.64797e-15j 0.019109-6.86418e-16j -0.106886-1.54362e-15j -0.0245516-7.47288e-16j -0.0385013-3.0982e-15j 0.0617167+4.05194e-14j -0.0405882+2.11342e-15j 0.0368205+1.39197e-15j 0.00914584+1.83213e-16j 0.0367254+2.94698e-16j -0.0708228+2.09285e-15j -0.0973886+2.85901e-15j 0.0282327-1.08863e-15j 0.0996438+3.06593e-16j -0.0335996-3.80829e-16j -0.0597694+4.12321e-16j -0.06769-1.25674e-15j -0.0789721+1.91147e-16j -0.0779539+7.50592e-16j 0.00572617-4.66267e-17j -0.028787-3.97357e-16j -0.0288717+1.26292e-15j 
0.00625235+2.86041e-15j -0.0646885+1.98204e-15j 0.00144837-2.29482e-16j -0.0016667-3.44355e-16j -0.0239219+2.06952e-15j -0.0113783+4.33019e-16j -0.0140899+1.23229e-15j -0.0369765+4.90894e-16j -0.124806+1.27185e-15j -0.0338998+6.02705e-16j 0.012456+6.91687e-16j 0.0250415-1.35097e-15j -0.144676+1.77239e-15j 0.00582599-1.3956e-15j 0.0550393-6.23744e-16j 0.0591753-8.83298e-17j 0.0762612-1.34159e-16j -0.0330024+9.3535e-17j -0.00728823-3.9771e-16j 0.0336067-5.77682e-16j -0.0172688-4.36384e-16j 0.0220051-2.64198e-16j -0.0930873+1.53871e-15j 0.0139254-9.03784e-16j -0.0615398-2.469e-16j 0.185077-1.96233e-16j 0.0301416-3.82701e-15j -0.0464064-3.35749e-16j 0.0446002-7.96942e-16j -0.0401833+1.35857e-16j -0.0470458-3.10069e-15j -0.0327565+1.13974e-15j -0.0732654+8.05724e-17j -0.0869464+2.09235e-15j 0.0392039+2.65715e-14j 0.137246-2.70325e-17j 0.0868965+8.00386e-16j -0.112381+1.76629e-15j -0.116114+7.98362e-16j 0.0267415+8.91499e-15j 0.0449689+1.29355e-14j -0.0206993+2.36265e-15j 0.0594782+4.20407e-16j -0.114571+1.93532e-15j -0.054504+1.38006e-14j 0.0740498-1.88322e-15j 0.142763-2.94823e-16j -0.0859112+1.11595e-15j 0.0288152-1.80985e-15j 0.0963826+2.92738e-16j 0.0724446-1.31711e-15j -0.0539091-1.14503e-15j 0.0966886-1.10843e-16j -0.0469181-3.70942e-15j 0.053165-4.10343e-16j 0.163518+1.1279e-13j -0.143304+2.96553e-15j 0.00163652+1.10562e-15j 0.0235033+9.16931e-16j -0.0449232+9.18484e-16j -0.103385+2.31543e-15j -0.00634053+1.66272e-15j 4.98977e-05-2.0068e-15j -0.0148073-3.98545e-16j 0.0450263-9.83877e-16j 0.0383024-4.20556e-16j 0.0166685-4.41223e-16j 0.0389368-1.15165e-15j -0.00755907+4.4813e-16j -0.00798768-1.79001e-16j 0.0526056+4.27709e-16j 0.0315143-1.45626e-15j 
0.0479241-2.48793e-15j -0.065447+8.57659e-17j -0.00840991+7.29975e-16j 0.0219051+3.81374e-16j 0.152833-2.84224e-15j -0.0772625+3.07471e-15j -0.0140103-4.38804e-15j 0.1237-1.60269e-15j -0.0532883+1.51379e-15j -0.0277456+5.43152e-16j 0.0352137+6.87652e-16j 0.0442165+1.39237e-15j -0.037759+1.79664e-15j -0.0702873+4.42788e-15j 0.0541966-1.7143e-15j -0.0987087+3.81759e-15j 0.159228-6.58835e-15j 0.0055412-9.97437e-16j -0.0313554+2.04699e-15j -0.054294+1.05146e-15j -0.133853+7.35299e-16j -0.0254743-1.10663e-15j 0.00193544-1.68993e-15j -0.00179062+2.24783e-15j -0.0493863+2.07582e-15j 0.0406203+1.55919e-15j -0.0683808+2.84272e-15j -0.0242374-1.58305e-15j 0.061012+2.45849e-15j -0.0526202+1.62389e-15j -0.0613073-6.3141e-16j -0.0707783+1.86246e-15j -0.0540968+5.80259e-15j 0.00863668+1.01804e-15j 0.0770563+4.82901e-14j 0.0976043-3.4674e-15j -0.0183249-5.24684e-15j -0.0294066-7.21791e-16j -0.0182977+3.99632e-15j 0.0271409-7.003e-15j -0.0423414-1.65324e-15j 0.1224-4.93017e-15j 0.0596147-2.89181e-16j -0.0522301+1.18505e-15j 0.197949-2.74076e-14j -0.0420123+6.54501e-15j -0.0580621+1.48182e-15j 0.0755678-2.65342e-16j 0.183741-2.35432e-14j 0.130357-1.36213e-15j 0.0321264-6.81404e-15j -0.109293+1.79198e-15j -0.0195396-8.30073e-15j 0.125607+8.25164e-15j -0.156571-7.69082e-15j 0.03195+2.03478e-14j 0.102003-3.84344e-15j 0.1892-4.22836e-15j 0.0417348-1.82776e-15j -0.0178788+7.39012e-16j -0.0363522-1.02192e-15j 0.199885+4.03941e-15j -0.0662239+3.46904e-15j 0.0168803+3.79268e-15j 0.00788598+1.41318e-15j -0.0350473-2.49322e-15j -0.196675+2.98756e-15j 0.00693375+7.58543e-15j 0.028538+2.00645e-15j -0.0100549+7.83401e-16j 0.0136961-6.46824e-16j 0.0139646+1.74585e-15j 
0.0102224-3.33142e-15j -0.00214626+2.23491e-15j 0.0146052-4.84769e-15j 0.0646989-2.40182e-14j -0.0384836+1.1247e-14j -0.0321685+7.49107e-15j 0.000827755+1.07536e-14j 0.0136763-7.76786e-15j 0.0378248-1.18724e-14j -0.116103+4.08285e-14j -0.0757451+2.24962e-14j -0.015755-4.48949e-16j 0.0923098-3.48221e-14j -0.0574109+1.32975e-14j 0.0808088-2.71073e-14j -0.0335088+9.99511e-15j -0.00678406+9.18732e-15j -0.136652+4.81455e-14j -0.019149+4.75669e-15j -0.0197038+6.31616e-15j -0.0593328+2.39112e-14j -0.049061+1.57911e-14j 0.00345309+1.70992e-15j -0.0362294+7.33629e-15j -0.00910527+8.95252e-16j 0.0461599-1.61205e-14j 0.0116833-1.06657e-14j 0.0383731-1.07655e-14j -0.169476+4.51243e-14j -0.00220348-3.33145e-15j -0.0568868+1.33498e-14j -0.0293588+9.47083e-15j -0.122361+3.20069e-14j 0.0944133-3.5654e-14j -0.0578816-1.62883e-14j 0.119042-3.37718e-14j 0.0982326-1.98434e-14j 0.0644613-1.87672e-14j -0.0737997+1.43715e-14j -0.0619646+2.81118e-14j 0.0319783-2.02145e-14j 0.0456891-1.02914e-14j 0.148866-4.72377e-14j -0.0882689+1.45824e-14j 0.029379-2.55057e-14j -0.136882+3.23524e-14j -0.0259548+6.14401e-15j -0.0552374+1.27065e-14j 0.0380646-1.6408e-14j -0.0680918+1.61266e-14j -0.0854935+4.79832e-14j -0.0590464+2.33863e-14j 0.0957853-7.44212e-15j 0.0774308-5.85234e-15j -0.192978+6.54769e-14j -0.00333898+6.01004e-15j 0.0914876-2.90591e-14j -0.0611999+1.88741e-14j 0.142516-4.44747e-14j 0.0668528-2.05345e-14j -0.109887+3.89641e-14j -0.0697727-1.42561e-15j -0.125094+4.01137e-14j -0.0650284+1.16403e-14j -0.0759162+2.15883e-14j -0.0128032+1.15671e-14j -0.00435763+7.93826e-15j -0.0516113-1.15194e-15j -0.00950773-3.58149e-15j -0.00316832-2.10926e-16j 0.00876631-2.14896e-15j -0.0307925+5.93337e-15j 
0.005593-3.33759e-15j 0.0130522-5.28114e-16j -0.00907524+1.53065e-15j -0.037842+8.29178e-15j 0.00641065-9.6663e-15j -0.0332797+3.16431e-15j 0.121223-1.09084e-14j -0.0221342-1.2231e-15j -0.0113801+6.26554e-15j 0.0425898-1.44468e-14j -0.0140246-7.20501e-15j -0.051493+1.29581e-15j -0.0651819+1.67724e-14j -0.0612219+3.80787e-15j -0.015911+6.12366e-15j -0.0234384+3.65187e-15j 0.0962766-1.65944e-14j 0.0533681-1.7838e-14j -0.0252262-4.827e-16j -0.00415149-6.30494e-16j 0.0553942-6.71441e-15j 0.0248861-5.33482e-15j 0.0357211-5.07649e-15j -0.0524216+5.02537e-15j -0.0239678+4.73709e-15j -0.0291964+5.70594e-15j -0.0710863+1.12057e-14j 0.0127621+1.49911e-15j -0.0863752-7.60175e-15j -0.0215176+4.35284e-15j -0.010131-1.29455e-15j -0.0139471+1.40482e-15j -0.0856567+1.02186e-15j -0.0590584+1.44004e-14j 0.0891665+4.63414e-14j 0.0230236+2.53413e-15j 0.105103+1.15571e-15j -0.00694571+8.58872e-15j -0.0799173+2.64511e-15j 0.108497-2.44937e-14j -0.111239+6.54272e-15j 0.0505008-5.32904e-15j -0.0210142+1.30481e-14j -0.132159+1.41418e-14j -0.147287+3.59987e-14j -0.12045+2.33392e-15j -0.00489087-1.81009e-15j -0.0211655-4.60926e-15j 0.0124126-6.07062e-15j -0.0405372-6.32506e-15j 0.241245-3.55172e-14j 0.0427736-6.22913e-15j 0.247194-1.82446e-14j 0.0966265+2.33662e-15j 0.15715-1.98826e-14j 0.0718564+4.15102e-14j -0.00250621+3.23932e-15j 0.0142909-1.40754e-14j -0.00250033+1.04175e-14j -0.00504242+5.94004e-15j 0.0524303-1.12628e-14j -0.249312+1.21362e-14j -0.0017488-8.64935e-15j -0.104484+4.12566e-15j -0.0106517-5.30151e-15j 0.0856124-6.77793e-15j 0.0496035+1.93733e-15j -0.192472+1.62925e-14j -0.0749285+5.48469e-15j -0.0118482+1.17056e-15j 0.0179304-3.42862e-15j -0.0600052+8.47626e-15j 
0.0428518-3.1242e-15j -0.0151993-1.51901e-15j 0.0349879+1.86222e-16j 0.0193247+1.59047e-16j 0.00579047+8.89956e-18j -0.0388356+6.32639e-16j -0.0100425-1.14124e-15j 0.0182758+1.04643e-15j -0.0187465-9.75426e-17j 0.0139611-2.56744e-16j 0.0134197+2.79009e-16j 0.0688736+3.47603e-16j -0.0639373+7.47257e-16j -0.0115371+4.4074e-16j -0.00800122+1.4352e-16j -0.0401665+1.84361e-16j 0.0577182-8.40949e-16j 0.00628796-1.48217e-15j 0.145461-1.4468e-15j 0.0523089-7.74696e-17j 0.0366631-1.72997e-15j -0.0255244-1.81219e-15j 0.0650091-1.49093e-15j -0.120575+3.43077e-15j -0.0756685+1.37671e-16j 0.0421615+2.34616e-15j -0.0520079-6.13583e-16j 0.0986581-2.52853e-15j -0.0550078+7.47002e-16j 0.0155971-1.08822e-15j -0.0577769-2.73192e-15j -0.0257488+3.17978e-16j -0.0497433+1.36079e-15j -0.00769427+8.71711e-16j -0.0733433-5.32003e-14j 0.0284435+1.85377e-15j -0.102887-3.53574e-15j 0.00405019+1.01395e-15j -0.0494556+9.56634e-16j 0.0532982+3.95919e-15j -0.00120497+8.50751e-15j -0.0135565-9.91261e-17j 0.0389159+1.0208e-15j -0.0796035+2.19043e-15j -0.0171455+7.47751e-15j -0.0744389+1.59966e-15j 0.0523342-7.72263e-16j -0.0862005-8.03935e-16j -0.02476+2.61013e-15j 0.028034+1.68947e-15j 0.0810509-3.57208e-15j 0.0499848-1.76272e-15j 0.0665021-3.33242e-15j 0.0469494+5.39078e-15j -0.0723135-6.77411e-15j 0.0221775+1.54822e-14j 0.0269942+4.34033e-16j 0.0336588+4.05094e-16j 0.0312733+8.43401e-16j -0.0311373+7.80931e-16j -0.0798279-5.64364e-16j 0.0886106+3.35063e-15j 0.0626687+1.32845e-16j 0.0298704+1.50849e-15j -0.0598722-5.08191e-16j 0.0114579-1.44829e-15j -0.0331561-8.18557e-16j -0.026846+1.82452e-15j 0.0475808+5.60179e-16j 0.00272225-9.64302e-18j 0.0206135-8.29356e-16j -0.00642613+1.34721e-15j 
-0.00942513+3.54629e-15j -0.0401208+2.05821e-15j 0.00401919+1.48062e-16j -0.0881212+5.96102e-15j 0.000144003+1.44273e-15j -0.0964861+4.68891e-15j 0.0520492-3.2753e-15j 0.000241488+6.24116e-16j 0.046907-7.53877e-16j 0.000972448-1.34046e-15j -0.043377+1.33091e-15j 0.0128769-6.42377e-16j -0.0167628+3.88381e-15j -0.023513+2.19785e-15j -0.0547773+2.71011e-15j 0.00620808-1.90016e-15j -0.00903816+8.98532e-16j -0.0282674+2.57519e-15j -0.0295549+1.38298e-15j -0.0300124+2.05535e-15j 0.0214757-2.28037e-15j -0.0542386+3.35678e-16j 0.0166801+8.11796e-16j 0.0313799-4.89398e-15j 0.00413979+8.08156e-16j -0.000168311-3.11805e-16j -0.0461995+2.75787e-15j 0.000582858+1.13428e-15j -0.000977382-1.07609e-15j 0.0822089-4.80832e-15j 0.0280355-4.71236e-16j -0.0350026+2.06707e-15j -0.0146513+1.74212e-15j 0.0750949-6.20211e-15j 0.00357487+2.68458e-15j -0.0214431+2.20651e-15j -0.0590976+1.58303e-15j 0.0225103+1.52967e-15j 0.0235663-1.5158e-15j -0.0838966-7.02505e-15j -0.0500501-1.80806e-14j -0.0429336+3.09103e-15j 0.0409003-1.34188e-15j 0.00970228-3.58621e-16j 0.026137-7.37499e-15j 0.0502378-5.60114e-15j 0.0152683+4.82901e-16j 0.00602855-2.23523e-15j -0.0900903+1.37476e-14j -0.0406646+2.08481e-15j -0.0847584+9.08401e-15j 0.118287-4.57066e-15j -0.0488191+7.66179e-15j 0.0311101+1.30941e-15j 0.0347425+1.19754e-15j 0.129566+7.93901e-14j 0.0415762-5.0831e-15j -0.0877507+6.56329e-15j 0.0154321-4.27543e-15j -0.0636172+2.82656e-15j -0.0499093+5.64816e-15j 0.00689614-5.21165e-15j 0.168464-1.25798e-14j 0.0397104-7.44449e-15j -0.163918+1.16404e-14j 0.0900483-2.63907e-15j -0.00781217+3.05773e-15j 0.0706546-4.30755e-15j 0.0580339-5.64053e-15j -0.0302398+2.98795e-15j -0.0551215+7.03668e-15j 0.0418442-4.91059e-15j 
