-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
-0.00115343+0.0057084j -0.00156023+0.00264647j -0.00119717-0.000185381j -0.00161011-0.00391711j 0.0015383+0.00201126j 0.000302236-0.00231085j -0.00148209+0.00915696j -0.00108573-0.00214453j -0.000933755-0.00265752j -0.00245778-0.00166774j -0.00418691-0.00125528j 0.0110106+0.0145703j -0.000995736+0.00493749j 0.00570592+0.00288514j -0.00147747-0.00544062j 0.000716891+0.0133464j -0.000914677+0.00154774j -0.0124202-0.00243851j 0.00618428-0.0140019j 0.00150788+0.00666005j 0.000913321+0.00623891j 0.00109573+0.00136089j 0.00663779+0.00132348j -0.00192426+0.00631291j -0.00339783-0.00251867j 0.00197129-0.000206161j -0.00611469-0.00608114j -0.00204733+0.000216854j 0.00623801+0.00131601j -0.00145768-0.00114467j -0.00370121-0.000284779j -0.00473137-0.000127742j 0.00172868+0.000524314j -0.00363178-0.00414247j 0.0019372+0.000414434j -0.00128307+0.00330148j 0.00453044+0.00193997j 0.0038319+0.00484517j -0.00289814+0.000963032j 0.0018932+0.00288263j -0.00337104-0.00319782j -0.00417809-0.00228212j 0.00259961-0.00178718j -0.000329807-0.00176557j 0.00132772-0.000638653j 0.000846214-0.00255764j 0.00186151-0.00308588j 0.000820754+0.00142094j 0.00180797-0.00010912j 0.00371586+0.00170332j -0.00723757-0.00189441j -0.00230998-0.00143353j -0.00667585-0.000260087j -0.00681859+0.000296624j 0.00412677-0.00328442j 0.00126575+0.00283614j 0.000310016+0.00336501j -0.00295659-0.00393338j 0.00038862-0.00372432j 0.00300567-0.00393989j -0.00490467+0.00153381j -0.000298962+0.000665648j -0.000614864-0.000995745j 0.0018418+0.000211445j 0.00184193-0.00396352j 0.000427381-0.00325792j -0.000863547+0.00159253j -0.00199947+0.00401634j 0.000608307+0.0024391j -0.0036709-0.00290499j 0.000508459+0.00206178j -0.0017104-0.00141149j -0.00134628-0.000591721j -0.0022076-0.00110245j 0.000414969+0.000756296j -0.000414364+0.00101888j 0.00222192+0.000839047j 
-0.00373578-0.00210577j 0.00296561+0.00323784j 0.00107616+0.00138671j -0.00214517-0.00480932j -0.000440138+0.000955827j 0.00436462+0.00525799j 0.000105135+0.0095131j 0.000293092-0.00085524j 0.00134678+0.0016916j -0.00192392-0.00186469j -0.00438226+0.000478293j -0.00315465+0.0046709j 0.00521389+0.0051889j -0.012811-0.00249543j 0.00507136-0.00837759j 0.00698211+0.00178818j -0.00594926-0.00724357j 0.00430444+0.00707387j 0.00273385-0.00726781j 0.00013772+0.0065416j 0.00709228+0.000376619j 0.0136491-0.0009975j 0.00537288+0.00725394j -0.00313462+0.0059282j -0.00199341-0.00224312j -0.00456953+0.000723109j 0.00100118-0.00254288j 0.000396785+0.00307295j -0.0123662-0.00313881j 0.00644404+0.00758038j -0.0054781+0.00814123j -0.00326502-0.00163954j -0.00711962-0.00069761j -0.000199344+0.00198576j -0.0022794+0.00272388j 0.00376779-0.00088959j -6.36e-05-0.00472265j -0.00525649+0.000754419j 0.00447094+0.000972257j -0.000585658-0.000742622j 0.00792927-0.00337715j 0.000173947-0.00025836j 0.000200392-0.00194067j -0.00662737+0.00060331j -0.00374475-0.00350539j -0.00260004-0.00407866j 0.000872405+0.000226386j -0.00484651-0.00255571j 0.000301166-0.000146583j -0.00254221+0.000652257j 0.00632085+0.00514491j 0.00636867+0.00116024j 0.00349719+0.0034756j 0.00143341+0.000276034j -0.00527061-0.00220283j -0.00491381+0.00386352j 0.000769847-0.0030281j -0.00183396+0.00573829j 0.00844908+0.000471702j -0.00622391+0.00296288j 0.00301164+0.000510693j 0.0021452-0.000847929j -0.0020878+0.00355314j -0.000264468+0.00410936j 0.000862854-0.00118029j -0.00295054-0.00605316j 0.000748435-0.00293943j -0.0012319+0.00205297j -0.00200598-0.00428295j 0.00215294-0.00113087j 0.00111072+0.00371647j -0.00219481+0.00226085j -0.0022471-0.00115976j 0.00116468+0.00285266j -0.00402132+0.00175518j 0.00154533+0.00149833j 0.000326997+0.000450284j 
0.00160078-0.00276292j -0.00272642+0.00461611j 0.00255026-0.00465699j -0.000862665-0.0040796j 0.00446149-0.00134848j -0.00225785-0.000728716j 0.00281035-0.00130887j 0.00126817+0.000189188j -3.0948e-05+0.00209051j -0.00645093-0.00152054j 0.00159081-0.00471652j 0.00430949-0.000433075j 0.0029881+0.00284509j 0.0114545-0.0066898j -0.00637814-0.0159728j 0.0107273-0.000211352j 0.00588316-0.00110154j -0.00806464+0.0133082j -0.0119674+0.0155533j -0.000444701+0.00401021j -0.00109276+0.00657733j 0.00322388-0.000354295j 0.00315796+0.00200298j -0.00345229+0.00454923j 0.00588774+0.0043488j 0.00435762+0.0034067j -0.00446805-0.00394467j 0.00109171+0.000932005j 0.0103532+0.0046209j -0.00566594-0.00656513j -0.00145482+0.00423854j -0.00278333-0.00164892j 0.00164833+0.00507002j 0.00254306-0.00668307j -0.00259308-0.00276036j -0.000663449+0.00271724j -0.00257575-0.00266509j 0.00479918-0.00163337j -0.00178116-0.00280509j -0.000984235-0.000270042j 0.00498527-0.00171321j -0.00321717-0.00187316j -0.00408727-0.00524734j -6.14183e-05+0.00388736j -0.00111037-0.00155862j 0.00290909-0.00382389j -0.00747563-0.00239651j 0.00548176+0.00241555j 0.00456798+0.00219909j 0.000299884-0.00262656j 0.000766919+0.00185805j -0.000585203-0.00765733j 0.000315315+0.00377347j -0.00177417+0.00807345j -0.00215129+0.00424883j 0.00304114+0.00145882j 0.0082826+0.00328905j 0.00138661-0.000270279j -0.000951821-0.0028774j -0.00669137-0.00714544j 0.00128937+0.00371859j 0.00291124-0.00196889j -0.00484844-0.00154572j 0.00311836+0.00363155j -0.00391464+0.00109934j -0.000510653-0.00251776j 0.00115204+0.000916662j 0.00281518+0.00163824j 0.00312781+0.00156364j 0.000323571+0.00455432j -0.000325453-0.00323579j -0.0035883-0.00479611j 9.91728e-05+0.00362762j -0.000222399+0.000284129j -0.00030935-0.00276278j 0.00179615+0.00467457j 0.000534945-0.00131746j 
-0.000928698+0.0027372j -0.00061554-0.00282686j 0.00296851-0.00467861j 0.00237765-0.00517341j -0.00216157+0.00173884j 0.000875989+0.00645829j -0.0030419-0.0026076j -0.000552267+0.00159103j 4.72735e-06-0.00886834j 0.00261102+0.00606762j -0.0038151-0.00324638j -0.000654426+0.00467513j -0.00434069+0.0175113j 0.00373257+0.00681537j 0.00213196+0.00239023j -0.00461139-0.00231149j 0.00349344-0.000482695j 0.0108288-0.0025239j -0.00975182+0.00457952j -0.00880748+0.00929698j 0.000398224+0.00903581j 0.000503424-0.00435892j -0.00616463-0.000969298j -0.000721023+0.00152325j -0.00135678-0.00923967j -0.0017909+0.00105886j 0.00501067+1.66695e-05j -0.00581305+0.00387963j 0.00341694+0.00232901j -0.00558595+0.00505941j 0.00487751-0.00656912j 0.00752119-0.0011547j -0.0111044+0.00119152j -0.00627787+0.00410765j -0.00394925+0.0020894j -0.0043591+0.000873291j -0.00198075+0.00256596j -0.00150882+0.00369334j 0.00220696-0.00289367j -0.00103044-0.00211191j -0.00274321+0.00481884j -0.00248105+0.00240668j 0.00648863+0.00254193j 0.000581784+0.0041247j 0.00830577+0.000643915j 0.00292841+0.00187203j 0.00773861+0.00335297j -0.00462495+0.00366098j -0.003756-0.0015106j -0.00271725+0.000415719j -0.000352032-0.00300207j 0.0021005-0.000355634j 0.000973794+0.00268674j 0.00176353-0.000284989j 0.00112143-0.00196886j -0.0018488+0.000163839j 0.000147024-0.00209566j -0.00126903+0.00266917j 0.000176979+0.00745212j -0.00191231+0.00361734j 0.000138876+9.54695e-05j -0.00347997+0.000290402j 0.00047325-0.00155265j -0.00266108-0.00138089j -0.00191424-0.00116683j 0.00228369-0.00163378j 0.000924001+0.000275486j -0.0012742-0.00260376j 0.00515659-0.00234947j 0.000996341-0.000245397j 0.0023368+0.00166754j -0.00225705-0.000632549j 0.000233004-0.00147773j -0.00206415-0.000566578j 0.00086147-0.000959476j -0.000861815-0.000983497j 0.00105397-0.00125506j 
-0.0012923+0.00529999j -0.00134902+0.000224007j -0.00313651-0.00187795j 0.00276125+0.00141583j -0.00205206-0.00104543j 0.0015177-6.26151e-05j 0.000700393+0.00155335j 0.00168068+0.00250366j -0.00704138-0.00536727j -0.00520317+0.00277093j -0.00825874-0.00178523j -0.00340703-0.00103405j -0.00392224+0.0014632j 0.00532616+0.000246195j 0.0124916-0.00413609j 0.00775705+0.0182799j -0.000634057-0.00376768j -0.000692717-0.00886912j 0.000768583-0.00320575j -0.00785982+0.000843237j -0.0114414-0.00712119j -0.00547027+0.00326509j -0.000224938+0.00139727j -0.0021359-0.00431204j 0.0137927+0.0105335j 0.00504767-0.000487832j 0.00257629-0.000912894j 0.00960134+0.00549393j -0.0089319-0.00264816j -0.000905039-0.0021075j 0.00395721-0.000610233j -0.000690095-0.00714221j 0.00463836+0.00797945j 0.00137493-0.00314366j -0.00585857-0.00412665j 0.00767038+0.00355155j -0.0135984-0.0113375j -0.00130816+0.00014798j 0.00270877+6.56292e-05j -0.00179142-0.00259229j 0.00347196+0.00233477j 0.00050561-0.00535187j -0.0107862-0.0151676j -0.0053406-0.00471627j 0.000331812-0.00267488j 0.000147563-0.00013626j 0.00221945-0.00320042j 0.00363352+0.00137336j 0.00374113+0.00304853j -0.00143948-1.56555e-05j -0.00325487-0.000506951j 0.0006506-0.00109637j -0.00103478+0.00123476j -0.00309142+0.00119129j 0.00294597-0.00350612j 0.00415869+0.000341723j 0.00596322+0.00433948j 0.00530026-0.00251276j 0.00174699-0.000723212j 0.000994509-0.00260755j 0.00178965+0.0019367j -0.000483633+0.0031266j -0.0026426-0.00419618j -0.00688129-0.00239349j -0.00375561-0.00260026j -0.00423067-0.000555527j -0.000436793-0.000706505j 0.00224948-0.00279287j 0.000303617-0.00171065j -0.000206124-0.00103796j 0.00198028+0.00147324j -9.71115e-05-0.000590249j 0.00099377+0.00209424j -0.00230552-0.00721287j 0.00403515+0.00136971j -0.00203453-0.000693514j 0.00197965+0.00269506j 
0.00350872+0.00334152j 0.00323727-0.00221635j 0.00138801-0.00347446j -0.00360165-0.00523604j -0.000184835+0.00488989j -0.00288511-0.00855282j 0.000165025-0.00311293j 0.00217395+0.00725636j -0.0023296-0.0122478j -0.00599036+0.00158738j 0.00315716+0.00420892j 0.00881321+0.00272623j -0.00370518-0.00830264j -0.0041908+0.0120267j -0.00607373+0.015848j 0.0164624-0.00158273j -0.00707625+0.00707831j -0.00305446-0.00223949j -0.00990448-0.00543456j 0.0036935-0.00211375j -0.00329656+0.00712786j 0.00408934+0.00192406j 0.00285079+0.00715304j 0.000520128+0.00282701j 0.00389196+0.00182071j -0.00251454+0.00735994j 0.000591943-0.00119986j -0.00132263-0.000106691j -0.00464211-0.00148574j 0.00500032-0.00460747j -0.00105388+0.00252109j -0.00247545+0.000433893j 0.00195899+0.00227203j -0.00115803+0.0011487j -0.000194968-0.00312722j -0.000254451-0.00592263j -0.00486512-0.0031843j 0.00158978-0.000470986j 0.00289289+0.000320692j 0.00291931-0.00138764j -0.00629366+0.00665029j -0.00210027-0.00203456j 0.000139969-0.00461024j -0.000331707-0.00269781j -0.00061577-0.00341073j -0.00109108-0.000134117j 0.000472302-0.00567507j -0.00454092-0.00402425j -0.00235965+0.00308969j 0.000387321-0.00522594j 0.000348751+0.000116444j 0.000940266-0.00198837j -0.00389094+0.00176169j 0.000330724-0.00203055j -0.00355835+0.00321917j 0.00185494-0.0042822j 0.0015261-0.00243741j -0.00469344-0.00110018j -0.0011127-0.000744747j -0.00217873-0.000298751j 0.00187928+0.00241487j -0.000927045+0.00263909j 0.00264195-0.00297584j 0.00235337+0.00405436j -0.00132651+0.00452976j -0.00260291+0.000704533j 0.00260712-0.000721273j 0.000513484+0.00162528j 0.00273332-0.00224147j -0.00314535-3.55291e-06j 0.00397584-0.00142812j 0.00153144-0.00219512j -0.000498441-0.00166237j -0.00275291+0.00182576j 0.000813681+0.0005954j -0.000180447+0.000325484j 0.00217553-0.000777224j 
-8.29757e-05+0.00616606j -0.00294628-0.00019625j -2.86671e-05+0.0001794j -0.00151692+0.00199391j 0.0025019-0.000828463j -0.000591153+0.000569171j -0.000205556+0.000252045j -0.00137288+0.00730952j 0.00174344+0.00929861j 0.00243131+0.000584123j -0.00380051-0.00306814j -0.000765668-0.0119611j 0.00325711-0.00641089j 0.0068124+0.0120384j 0.000161413-0.00864562j -0.00880977+0.00959033j 0.00633956-0.00528017j 0.00432199-0.00685174j -0.00677413+8.05696e-05j 0.00420662-0.00245079j 0.0048208+0.00176506j -0.000519102-0.000722503j -0.00857532-0.00817266j -0.000827884-0.0155829j -0.000228256+0.0067708j -0.000292956+0.00950589j -0.00450644-0.00785229j -0.000131188-0.0037734j 0.00244904+0.00608276j 6.82279e-05-0.00261044j 0.00288027+0.000132513j 0.00296682-0.0014269j -7.25826e-05+0.00245671j -0.00261693+0.00240909j 0.00390806-0.00565058j 0.00215842-0.000703073j 0.00760615+0.000498133j 0.00289662+0.00129033j 0.00113592-0.00211412j 0.00938121-0.000983806j 0.00031887+0.00342076j 0.00592832+0.00081015j 0.000960712+0.00246484j 0.00371464+0.00499864j 0.00279685-0.00419038j 0.00112459-0.00132336j 0.0020014-0.00472164j -0.000666007+0.00415162j -0.00368326+0.00259183j -0.0007735+0.0024252j 0.00264875+0.00343577j 0.00549332+0.000289084j 0.00191919+0.000271049j -0.00166833-0.00240794j -0.000893318+0.00181173j -0.00134453+0.00405626j -0.000291234+0.00607323j 0.00725905+0.002848j 0.00423948-0.00165983j -0.00243216-0.00247158j 0.000754476+0.000397819j -0.00410644-0.000520429j -0.00138883-0.00501379j -0.00295519+0.000955547j -0.00314784-0.00292104j -0.00161331+0.00120862j -0.000385602+0.00145024j 9.3146e-06+0.00099455j -0.000464371+0.00141001j -0.00104923+0.00101194j 0.00269166-2.39652e-05j -0.000219299-0.00106553j -0.00258945+0.000969174j -0.000362038-0.000865815j 0.00216758+0.000640195j -0.00126929+0.00221704j 0.00347901+0.00215899j 
0.00369124-0.00215802j -0.000575443+0.000856431j 0.00221767+0.0045683j 0.000630837+0.0028866j 0.00603281+0.00174104j -0.000191151+0.00115921j 0.00138015+0.000194014j 0.00123119-0.00610284j -0.00103423+0.00456059j 2.43496e-06-0.00162311j 0.00189919-0.00851188j 0.010329-0.00382397j -0.00491788+0.00193453j -0.00390048-0.00333401j 0.0126253-0.000542382j 0.00107028-0.0013605j -0.00173512-0.00432283j -0.00323535-0.00384196j -0.00999123+0.00737097j 0.000817186-0.00165537j -0.00590316-0.000582814j 0.00257588-0.00307521j 0.00593355-0.00050726j 0.00382727+0.00144573j -0.00706348+0.0115747j -0.0121219+0.00479867j 0.000353003-0.00482007j -0.00365619+0.00645062j -0.00877882-0.00230245j 0.00686083-0.00132824j -0.00762949+0.000675584j 0.00514708-0.00531942j -0.0085964+0.00554866j 0.00217155+0.00218621j 0.00232791-0.0039354j -0.00718966+0.00292559j 0.000926478-0.00739149j 9.61047e-05+0.00309236j -0.00258602-0.000645613j -0.00253418-0.0019397j -0.00291736+0.000888019j -0.0059936-0.00468321j 0.0081654-0.00593349j -0.000165365-0.00561512j 0.00467737-0.00305855j 0.000925924-0.00199736j 0.00124449-0.00560229j -0.00332624-0.00388034j -0.00634985-0.00209259j 8.35444e-05-0.00136532j -0.00233857-0.00449196j 0.00170712+0.000201929j 0.000229385+0.000492212j -0.00278028+0.000515799j 0.00370462+0.00103885j -0.00339197+0.000831198j -0.000933546+0.00378151j -0.00221135-0.00256551j 0.00139436-0.000467608j 0.00447617-0.00214555j -0.00114113+0.00196056j 0.00196063-0.00140614j -0.000628803-0.00115938j 0.00208103-0.00216498j 0.0011713-0.000583624j -0.00103573-0.000215106j -0.000535813+0.000311438j -0.000977511+0.00269892j -0.000774643+0.00350338j -0.00323037+0.00313703j 0.000861518+0.00236566j 0.00200196+0.000115776j -0.00349823-0.000540593j 0.00262216+0.0028582j -0.00068515-0.000884349j -0.00151144-0.00122239j -0.000918172+0.000475496j 
0.00179696-0.000732778j -0.00190316-0.00292642j -0.00560448-0.000891616j -0.000334888+0.00142625j 0.000545591+0.000559523j -0.0030135-0.00547341j 0.0019991+0.00410888j 4.68977e-05-0.00979235j -0.000398887-0.00742587j -0.0042097-0.00713867j 0.00430658+0.00380847j 0.000594461+0.0063784j 0.01486+0.00493023j 0.00445874-0.00175634j 0.00782382+0.00588949j -0.00204298-0.00888868j 0.00249606+0.0029603j 0.0143961+0.00368042j 0.00303123+0.000730925j -0.00107882+0.00669202j 0.00862199+0.0025362j -0.00448866+0.00528082j -0.0105381-0.00347682j 0.00863601+0.00530612j -0.0086679-5.47032e-05j 0.00303583+0.00160683j 0.00333522+0.000116298j 0.00400585-0.00319995j 0.00115852+0.00390117j 0.00369924-0.00184397j 0.000466788+0.00210989j -0.00541211-0.00309204j -0.000872874+0.00945375j -0.00687319-0.00362896j 0.00160265+0.00204306j 4.65957e-05+0.00205958j 0.00503697+0.00235816j -0.00167335+0.00029731j 0.000349757-0.00253317j 0.00613526+0.00686363j 0.00120148-0.00103245j 0.00494891+0.00287637j 0.00266929-0.00162975j -0.00100653+0.00606822j 0.000356115+0.00167647j 0.00548923-0.00522421j 0.00315692-0.000205584j -0.00241281-0.000407309j 0.000935426+0.00327891j 6.121e-05+0.000394287j 0.00165781+0.0047094j 0.000501827-0.00123734j -0.00158988-0.00208279j 0.000803874-0.00181871j -0.0025369-0.00220181j -0.00135267+0.00216216j -0.00231581+0.00135252j 0.00415911-0.00328211j 0.00582549+0.00057016j 0.000190972-0.00189291j 0.000733123+0.0066839j -0.00360134-0.00349797j -0.00386428-0.00431641j -0.00142499+0.00134215j -0.00489007-0.0022253j 0.00335548+0.00154023j -0.000139378+0.00485871j 0.000208612+0.00352998j 0.000587168-0.0016717j -0.00219934-0.000642249j -0.00154706-0.00406186j 0.000236542-0.000458665j -0.00129666+0.00175753j 0.000338791-0.00197587j 0.00232645-0.000118258j -0.00292084+0.00247302j 0.00154097+0.00117349j 
0.00154767+0.00142098j -0.00220075-0.00276719j -0.00085084-0.00490176j -0.00236007+0.00131267j -0.00439655-0.00646126j -0.000128262+0.0063816j 0.00154307+0.00128373j -7.30375e-05+0.00650794j 0.00643312+0.00735434j -0.00406421-0.00953992j -0.00392353-0.00583484j 0.00766406-0.00908181j 0.0072653+0.00624838j -0.0154252+0.00132657j -0.00228915-0.00121029j -0.000942117-0.000833791j -0.00672105-0.00493904j 0.0148653+0.00501939j -0.000419574+0.00052272j -0.00132173-0.00804729j -0.0114048-0.000379929j -0.00116304+0.00021909j -0.00612204-0.00483959j 0.01515-0.000321214j -0.000441042-0.000873161j -0.00828325-0.00241492j 0.00236946-0.00124863j 0.00541644+0.000685821j -0.00447877+0.00293911j 0.00306269-0.0042034j 0.00168854+0.00490059j 0.00142702-0.00378191j -0.00167383-0.000708929j -0.00466359-0.00421924j 0.00120592+3.10928e-07j -0.00189732+0.00351827j -0.00295123+0.00382561j -0.00051415-0.00171438j -0.00299011+4.61324e-05j -0.00254914+0.00656042j -0.00927796-2.91167e-06j -0.0055942-9.75235e-05j 0.000996877+0.00211557j -0.00472997+0.000341273j 0.00162473+0.000436817j -0.00215137-0.00159336j 0.00106972+0.00201145j -0.00386056-0.00366355j -0.00249416-0.00153584j 0.000511207+0.00285039j -0.00166644+0.00184119j -0.00177774+0.00206455j 0.000583398+0.00248292j 0.000667213+0.00364356j 0.00200483-0.00283486j -0.000588092+0.00190806j 0.00243763-0.00060329j -0.0040751-0.00316323j -0.00427528+0.00147533j -0.00258638+0.00268275j 0.00331448+0.00443201j -0.0019373-0.00188232j 0.000772557-0.000691566j -0.00086652-0.00239689j 0.00125742-0.00568356j -0.00202868+0.00217754j -0.000734607+0.000828744j 0.00190603+0.0059996j 0.00452016-0.0019994j -0.000113643+0.000215507j -0.000883397-0.0053839j -0.00157723+0.00278801j -0.00157725+0.000889066j 0.00133618+0.00451651j -0.00204711-0.000994484j -0.00125075+0.00054046j 0.00153587-0.00227774j 
0.00295636-0.00022586j 0.000290293-0.00316356j 0.000356104+0.00410354j 0.00117638+0.00395556j 0.00438093+0.00521306j 0.00255213+0.000697144j -0.000405145-0.00152081j -0.000749389-0.0073278j -0.00383985-0.000103987j 0.00348524+0.00477906j -0.00954015-0.00202142j 0.00266134-0.00793396j 0.00431902+0.00468186j 0.0101432+0.000132702j 0.00834005-0.00183637j 0.00297566-0.00898815j -0.00120263+0.00249718j -0.0115014-0.0041372j 0.000319803-0.00186187j -0.0106409+0.00713295j 0.00180614+0.00188554j 0.00143003-0.0067844j -0.00131904-0.00939228j -0.00616617-0.00246453j 0.000290031-0.000437745j -0.00598468-0.00101976j -0.00318772-0.00381795j 0.0057952-0.00448527j -0.00256751+0.00725035j 0.00321615+0.00137992j -0.00102834-0.000503998j -0.00127319-0.000273037j 0.00842612-0.00287678j -0.00311807+0.00106999j -0.00674588-0.00189676j 0.00797085-2.43909e-05j -0.00443497+0.00234732j 0.00197228+0.00537774j -0.00105886-0.00168396j -0.00466367-0.00257447j 0.0018764+0.00133877j -0.00143976-0.000886533j -0.00578686+0.00297587j -0.00894668+0.00345186j -0.00180659-0.00421734j -0.00115437-0.00199673j -0.00098715-0.00226215j -0.00150161-4.32293e-06j -0.00410182-0.000306151j -0.00347382+0.00100638j -0.00293557-0.005725j 0.00281653+0.00341042j 0.000137333+0.00572117j -0.00296996-0.000575577j -0.00190786-0.0051353j 0.00261245+0.00244447j 0.00351112+0.00233739j -0.0035315-0.000566564j 0.00148912+0.00353663j 0.00154849-0.0013604j 0.00389677-0.0028619j 0.00408264+0.00246912j -0.00277798-0.000168849j -0.00532032-0.00328676j -0.000667533-0.00146458j 2.2481e-05+0.00155372j 0.00171096-0.000556334j 0.00192401-0.00189435j -0.00366586-0.00103367j -0.000965877+0.00135798j -7.04774e-05+0.00135912j 0.002578+0.000832275j -0.00300949-0.00045397j 0.00150549-0.00101603j 0.00320759+0.000476044j -0.0031203-0.00172067j 0.000270969+0.0018541j 
-0.00240865+0.000961817j -0.00130569+0.00100795j -0.000231533+0.00351904j 0.00430162+0.00353823j 0.00159555-0.000158921j -0.0041521-0.0046872j -0.00276867+0.000518305j 0.0017889+0.00186177j -0.00459484+0.0023156j 0.0021491+0.00358287j 0.00801268+0.00272902j -0.00720104-0.000520096j -0.0130227-0.00107842j -9.935e-05+0.00470978j 0.0135232-0.00441283j -0.00110099-0.00066459j 0.00623101+0.00289017j -0.00205815+0.00433313j -0.00813647-0.000573111j 0.000503465+0.00307919j -0.0033622+0.0133022j 0.0015673-0.00290265j 0.00662465-0.00793919j -0.00462068+0.000698648j 0.00550596-0.000697114j 0.00155898+0.00562623j 0.00346013+0.00563015j -0.00154316-0.00251198j -0.00893627+0.0024976j -0.00107508-0.00317616j -0.000273855-0.00311612j 0.00350679-0.00188138j -0.00412868-0.0022486j 0.00740284-0.002934j -0.000939322+0.00359039j -0.00414217-0.0023404j -0.00728351+0.00943782j -0.00222879-0.00358504j 0.00488976+0.00240561j -9.17129e-05+0.00712621j 0.00276587+0.0043129j -0.0023147+0.00661159j -0.00226704+0.00256018j -0.00119343-0.00023845j -0.00303029+0.00447814j 0.000317819+0.00609722j 0.00283419-0.00324912j -0.000588785+0.000623362j 0.00357422-0.00127428j -0.00375869+9.82732e-05j 0.000701745+0.00390213j -9.11303e-05+0.00127993j -0.00167154-0.000694018j -0.00433986+0.000244594j 0.001438+0.00348518j -0.00283578-0.00176471j -0.00084657-0.000611776j 0.0018724+0.00287999j -0.00111204+0.000913477j 0.00370938-0.00147487j -0.00260125-0.000253067j 0.00152388-0.00263862j 0.000957995-0.00176232j 0.000490576+0.00156421j 0.0010043+0.000207994j -1.89016e-05-0.000166626j -0.00365852+0.000296244j -0.00234673-0.00325015j -0.00190851+0.00471331j -0.00180197-9.9171e-05j 0.00140297+0.00393585j 0.00150241-0.00190813j 0.000366797+0.000770022j -0.000747562-0.00386229j 0.00124165+5.89611e-06j -0.000620879-0.000342012j -0.000205201+0.0023883j 
