0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
0.00512255+0.00289615j -0.00281746+0.00112054j -0.00314663-0.000869847j 0.00271242+0.00179623j 0.00946806-0.00567767j -0.00437755+0.00542304j 0.0145074+0.00775606j -0.00203348+0.00823786j -0.00803007+0.0154561j -0.00871145-0.00445299j -0.000863768+0.000954506j -0.0134509+0.00481233j -0.0075899+0.00513672j 0.000413855+0.00313753j -0.00224514-0.00527541j -0.009679+0.000960131j 0.000621376+0.00251731j 0.0038331-0.00198942j -0.00603375-0.00117971j 0.00168861+0.00125133j -0.00198666-0.00157516j 0.00579565-0.00206593j 0.000167698+0.0022113j 0.00865783-0.00261179j 0.00698844-0.00735665j 0.00197295+0.00243435j -0.00254776+0.00106202j -0.00027568+0.000620912j 0.0017521+0.00308771j 0.00259065-0.00158113j 0.000239754+0.00367731j 0.00080788-0.000534891j 0.00338126-0.00305317j -0.00213069-0.00187659j -0.000162815-0.00221114j -0.000444421+0.000833335j 0.00539236-0.00100809j -0.00275655-0.00303472j -0.00229641-0.00108552j 0.00166054+0.00480023j 0.00063618+0.00490934j 0.00194278-0.000660787j -0.000426132+0.000404571j 0.0024773-0.00187497j 0.00162001+0.00218462j -0.00792572+0.00145265j 0.0020547+0.00591312j 0.00452959+0.00310559j -0.0016748-0.000251636j -0.00279986-0.00241377j -0.00641875-0.00116185j -0.000428746-0.000769871j -0.00186361-0.00114741j -0.00119232+0.000277966j -0.00305642+0.000199981j 0.0031213+0.00511303j 
0.00300411+0.00310182j 0.00185286+0.00844699j -0.0045111+0.00678931j 0.0055074+0.00530197j 0.00244636+4.93711e-05j -0.00706496-0.00217788j -0.0047034-0.00659383j -0.00054607-0.0162939j 0.00482112-0.00338258j -0.00659291+0.00891863j -0.000934796+0.00209696j -0.00182536-0.00848933j -0.00183829+0.00762105j 0.00326993+0.00498443j -0.00456575+0.00895011j 0.00585068+0.00562781j -0.000150619+0.0042357j 0.00388182-0.000448338j 0.00571718-0.00486181j -0.00416538-0.00440188j -0.00248765-0.00019826j -0.00449603-0.00166828j -0.00352845+0.00476408j 1.60791e-05+0.000874716j -0.00438044-0.00290224j -0.0010117+9.09633e-05j 0.000291235+0.000845824j 0.000791099+0.00226592j -0.0002516+0.00470582j -0.000321795-0.00170432j -0.0035523+0.00129941j 0.00166384+0.00249136j -0.00105123+0.000855248j 0.000879498-0.00270817j -0.00150808-0.000662985j 0.00107308-0.00586594j -0.000856697+0.000255685j 0.000731783-0.000646561j -0.00215082-0.000365036j 0.00122038+0.00130332j -0.00254036+0.00255039j 0.00261735-0.00169864j -0.000263357-0.00368511j 0.00134586+0.00143635j 0.00128291+0.000117042j 0.00151997-2.37455e-05j -0.0024649+0.00139302j 8.07789e-05-0.00129109j -0.00159934-0.00170864j -0.00108436-0.000876506j 0.000497007-0.000652332j 2.0569e-06+0.00112709j 0.00202823-0.000410749j -0.00127742-0.000518815j 0.00127669-0.00111244j -0.00159017-0.000948916j 
0.00501158+0.00522308j -0.00584122-0.0083105j 0.00336117+0.00164656j 0.00787817+0.00389126j -0.00622584+0.00487146j 0.00697531+0.0123089j -0.0067763+0.00643187j -0.0114173+0.00531357j -0.00038075+0.00115803j -0.00530214+0.00300499j 0.00518951+0.00174079j -0.00540498-0.00370769j -0.000123805+0.0028074j 0.00309645+0.00373812j 0.00073868-0.000261357j 0.00278099-0.00053273j 0.00118708+0.0050427j 0.00452328-0.00019427j -0.00438652+0.00539213j -0.00601593+0.00502962j 0.00165924-0.00115411j -0.000613884+0.00297582j 0.00470642+0.00118229j 0.00175527+0.000994006j -0.00012049+0.000831496j -6.66279e-05-0.00201906j 0.000208805+0.000699197j 0.00183872-0.000994125j 0.00172893+0.00308141j -0.000222502-0.00120444j 0.000610332+0.000183356j 0.00148394+0.000803662j 0.00156472-0.000647323j -0.00341172-0.00357081j -0.00081285+0.00169515j -0.00274729-0.00143878j -7.06547e-05-0.000908485j -0.00119568-0.00350755j 0.0012033+0.000119412j 0.00118375-0.00236843j 0.00109748+0.00133796j 0.000100733+0.00127155j -0.00123939-0.0010876j 0.00120693+0.000917758j 0.000859207+0.00433988j 0.000233967-0.000301631j -0.000399782+0.00224506j 0.000738312+0.00197803j 0.000121187-0.00241716j 0.000708595+0.000202672j -0.000277811+0.000706429j 0.000938086+0.000740078j -0.0024029-0.00253588j -0.000185042-0.0020272j -0.000886116-8.23861e-05j 0.00136119+0.00457499j 
0.00460145+0.00842277j 0.00299626-3.84009e-05j 0.00625256+0.00314901j -0.0137968-0.00529584j -0.0160056-0.0141674j -0.00934021+0.00485799j 0.00485407-0.0143209j -0.000966129+0.00783279j -0.00479156+0.00261456j 0.00654991-0.0051944j 0.000196597-0.00467335j 0.000981639+0.00261872j -0.0023978+0.00240621j -0.00619306-0.00183821j 0.00452449-0.00891467j -0.00798364-0.000136175j -0.00421263-0.000799233j -0.000172298+0.00100737j -0.00211826-0.00223475j -0.00255563-0.000429545j 0.00116765+0.00284669j 0.00427279-0.00399258j 8.08178e-05-0.000358513j 0.000231112+0.00246299j 0.00198958+0.00209017j -0.000594959-0.000447423j 8.67218e-05-0.00130842j 0.000248324+0.000276659j -0.00373634-0.00355441j -0.00245798+0.00142305j 0.00217977-0.00242127j -0.00199263-0.00199578j -0.00114322+0.000256767j 0.00210574-0.00266171j -0.000687941-0.00568226j 0.00122764+0.000619982j 2.43546e-06+0.00195018j 0.000488443-0.00121293j 0.00178054-0.000257402j -0.00241263+0.00177016j 0.00218976-0.00263295j -0.00110066-0.00111841j 0.000332878+0.00264815j -0.00276828-0.00245082j -0.00598665-0.00134824j -0.000955064-0.000269139j -0.000574608-0.00100187j 0.000224118+0.00261283j 0.00224057-0.000577316j 0.00227627+0.00303101j -0.00063976-0.00110604j 0.00138636+0.0016985j -0.00146902-0.00226004j -0.00136723-0.000139023j 0.000873373+0.0012595j -0.000360576+0.000169049j 
0.00515969+0.0034665j -0.00366882-0.0020952j 0.0205848+0.00128791j -0.000768485-0.00888476j 0.00990527+0.0033495j 0.00786167+0.0155077j -0.0183779+0.00211814j -0.00643687-0.0124705j 0.00719944-0.00246678j -0.000147619-0.00377408j -0.0079949-0.00182598j -0.0058201-0.00193674j -0.00246037+0.00308252j -0.00433836-0.000190476j -0.00549779+0.000703729j 0.00088266+0.00359278j 0.00582095+0.00205221j -0.00294646+0.00634122j -0.0106709+0.000920729j 0.00249196-0.000965816j 0.00158275-0.00103239j -0.00355435+0.00176489j 0.000197711+0.000273994j 0.000625392+0.00509962j -0.00109013-0.000117289j 0.00019611-0.00105558j 0.000574849+0.00149436j 0.00465768-0.00146106j 0.00168708-0.00505352j 0.00148654+0.00178979j -0.0014283-0.0039978j -0.000288012+0.00169774j 0.00507875-0.000589971j -0.0014014-0.0015577j 0.00155858+0.00131993j -0.00268176-0.00329584j -0.000884708-0.000677585j 0.00162555+0.000375328j -0.000186011+0.00250279j 0.00209343-0.00284503j -0.00442903+0.00145189j -0.00131495+0.00541525j 0.00126181+0.00108167j -0.00128087-0.00170315j 0.00345663+0.000322732j 0.00472585-0.000148547j 0.000835653-0.00066117j -0.00492718-0.00115194j 0.00190974+0.00576819j 0.000510891-0.00136569j -0.0027129-0.000489001j -0.00504622+0.00125178j 0.00181413-0.00281753j 0.00405131+0.00270443j 0.00333627+0.000291434j -0.00194951-0.0015881j 
-0.00923823-0.0108657j 0.00832735-0.00270679j -0.0066001-0.00173425j 0.00148404-0.00323919j 0.0168726+0.0123535j -0.00703935+0.000285875j 0.020461-0.00426829j 0.0142124+0.00144989j 0.00630625-0.00569183j -0.00272693+0.00387322j 0.00378991+0.0065497j 0.00692652+0.000437446j -0.00112273+0.00310919j -0.00434844+0.000477731j -0.00540095+0.00496082j -0.006564+0.00645531j 9.90377e-05+0.00662674j -0.00272811-0.00421327j -0.00535417-0.000874756j 0.00269134-0.00699769j -0.00292534-0.00143433j 0.000522418-0.0050259j -0.00495445+0.000705244j -0.00179433-0.00599695j -0.000418088-0.00258303j 0.00382921+0.000115514j -0.00088428-0.00433718j 0.00311045+0.00246182j -0.000826206+0.00275547j -0.00016578+0.00140744j 0.00114983-0.00109634j 0.000553487-0.00230219j -0.000738531-0.00201913j 0.00279909+0.000103761j 0.00108138-0.000506156j 0.0040969+0.000611204j 0.00505791-0.00235178j -0.00448751-0.00114085j -0.00170208-0.000415028j 0.00371601+0.00320845j 0.00102095+0.00155794j -0.000876057-0.000314194j -0.000344991+0.00299844j -0.000490717+0.00133335j -0.000870569-0.000149007j -0.00435392+0.000987166j 0.00313965+0.00101156j 0.00263529-0.00128265j 0.00105099+0.000450786j -0.00194731-0.00285454j -0.00479824-0.000951625j -0.00405449+0.00389766j 0.000726963-0.00117556j 0.00176571+0.00232656j 0.000191072+0.00208664j 0.00274039-0.00170886j 
0.0109096+0.000522216j 0.0114262+0.0109903j 0.00314025-0.00036328j -0.0201329-0.00225825j -0.00736388-0.00861623j -0.0276549+0.00205358j -0.00666625-0.0106421j 0.00833003-0.010611j -0.0106944-0.0048741j -0.000307849+0.0048774j -0.00560099-0.00885333j 0.00544331+0.00145841j -0.00125383+0.000116809j -0.000615442+0.00200948j -0.00566859+0.00115809j 0.000911965+0.00106844j -0.000530774+0.00349829j -0.000340117-0.00145058j -0.00384637-0.00184373j -0.000422602-0.00139135j 0.00248792+0.00115522j -0.0046991+0.000143068j -0.00101936+0.00353129j 0.00178216-0.000538742j -0.00115368-0.00476269j 0.00127164-0.00081846j 0.000417529+0.000533765j -0.000228143+0.000803517j -0.00323661+0.0012907j -0.000455359-0.00151742j -0.00228786+0.00205819j 0.00228502+0.00153472j 0.000255238-0.00142097j 0.00166448+0.0011099j -0.00495807+0.00125957j -0.000889379-0.0035464j 0.00266886-0.00449952j 0.00104608-0.000285906j -0.00275732-0.00238622j 0.00247767+0.00316811j -0.00434979+0.00380141j 0.00114949+0.00224226j -0.000762481-0.00213187j -0.00253785+0.000127842j -0.00330753-0.000119433j -0.00080566+0.00400665j -0.002485+0.00242921j 0.00166592-0.000650029j -0.001063-0.00109405j 0.00229479-0.00133593j -0.00391839-0.00188356j 0.000544981+0.00144547j -0.000418992-0.000625476j 0.000250624-0.00116989j 0.00114324+0.00205976j -0.000853688-0.00110223j 
0.00767346+0.00620298j -0.00462806+0.000770093j 0.00553651+0.00244986j -0.00136903+0.00501539j -0.00308459-0.00508362j 0.00792362+0.0278468j 0.0108753-0.00745281j -0.00450214-0.00377694j 0.000672301+0.00906027j 0.0093801+0.012679j -0.00341021+0.0034227j 0.00579098-0.000683503j 0.00200484+0.00586135j 0.000818629-0.00361037j 4.26584e-05+0.00996882j -0.00919725+0.00168309j 0.00585051+0.00381036j 6.53403e-06-0.00439347j -0.000635931+0.00555996j 0.00404249+0.000243242j -0.00291194+0.00127844j 0.00697045+0.0017965j -0.00226319+2.15316e-05j -0.00116595-0.00708493j 0.00148736-0.000729867j 0.00212588-0.00381759j 0.000762904+0.00215286j 0.000896393+0.00388576j -0.00155268-0.00188048j -0.00119824-0.00365946j 0.00204001-0.000797397j 0.00417059-0.000442727j -0.00225895-0.0046328j -0.00105987-0.00316798j 0.00143317-0.000648706j 0.00118496-0.000427074j 8.68218e-05-0.00161982j -0.00344905-0.00388946j 0.00177615+0.000358658j -0.00216129-0.0023202j 0.00286072+0.00262238j 0.00473523-0.00193218j -0.00227011+0.00200109j -0.00126187-0.000581018j 0.000845827-0.00190282j -0.00122146+0.00278478j 0.00145174+0.00332447j 0.000627875+0.00337108j 0.00298266+0.00252846j 3.10908e-05-0.000277408j -0.00418607+0.000245333j -0.00146856+0.0030411j -0.00313429-0.00308727j 0.0022934-0.00124933j 0.000201666+0.0027281j 0.00239178+0.00146598j 
0.00252823+0.00265907j -0.0117682-0.00435577j 0.00135873+0.000978609j -0.00281143+0.00536158j -0.00647799+0.0143556j 0.0108646+0.0118711j -0.0030713-0.0199815j 0.0185022-0.00675847j 0.00283894+0.00769922j -2.74083e-05-0.000297872j -0.0057123-0.00933948j 0.0052799-0.00988439j -0.000714095+0.00301477j 0.00121376+0.00330669j 0.000913058+0.00276914j 0.00134342+0.00759836j 0.00177598-0.00399781j -0.00216322-0.0041077j 0.00466558-0.00118134j 0.00281016-0.00227184j -0.00191604-0.000896771j -0.00176368-0.00353278j -0.0042602-0.00151521j -0.00217082-0.00133721j -0.00134503-0.000167769j -0.0028071+0.00211545j -0.000438619-0.00142432j 0.00358218-0.000384236j -0.00354465+0.000411954j -0.00153196+0.00302489j -0.00149621-0.000627889j -0.00441917-0.000893738j -0.00196701+0.00245493j -0.00209519-0.000616325j -0.00184494-0.00328683j 0.00228012-0.00100997j 0.00398903-0.000850893j -0.00428752+0.0063413j 0.00106456-0.000299028j -0.00201836-0.00111952j 0.00222189-0.00475749j -0.0036793-0.000897978j 0.00276134+0.00151412j -0.00116748+0.000287506j -0.000383143+0.00202562j -0.000398306+0.00510633j 0.00270098-0.0031362j 0.000289726-0.00507996j -0.000486551+0.000542173j 0.00134272+0.0025301j 0.00254894+0.00231757j -3.69851e-05-0.002288j 0.0001605+0.001874j 0.00104793+0.00474185j -8.69386e-05-7.19809e-05j 0.00106579-0.00200016j 
0.000400076+0.000904491j 0.0053502+0.00319528j 0.000426273+0.00180234j -0.00112069-0.00544076j 0.00783726-0.0263918j 0.0141854-0.00576968j -0.00133658-0.0169696j -0.00548464+0.000900994j -0.00196147-0.000348517j 0.00566668-0.00364692j 0.0115385-0.00237236j -0.00579285+0.00465675j 0.00599323+0.0022142j -0.00467633+0.00115192j 0.00796826-0.00136622j -0.000217621+0.0078757j 0.00835527-0.00513465j -0.0041354+0.000720107j -0.000818448+0.00569215j -0.00504025-0.000807435j -0.000516376+0.00575745j 0.00088418-0.00244564j 0.00219248+0.0030376j -0.00132527+0.00144858j -0.00168996-0.000998039j -0.00198917-0.00483665j -0.00146505+0.00357043j 0.00298879-0.00195772j 0.000133597-0.00138174j 0.00120999-0.0024238j -9.12344e-05-0.00055973j -0.000795923-0.000294221j -0.00191048+0.000172424j -0.0023243-0.00123458j -0.00115877-0.000724845j 0.000139297-0.00249269j -0.00318996-0.00282172j -0.00256195+0.00261937j 0.000708984+0.000838343j 0.00239193-0.00291849j 0.00434799-0.00185032j -0.000630982-0.00170874j 0.000149144-0.00189797j -0.000220451+0.00308409j -0.00151745-0.000833858j 0.00296796+0.00280092j 0.00228411-0.00490292j 0.000409044-0.00178841j -0.00177216-0.00382884j 0.00014878+0.00103087j -0.000650924+0.0052027j 0.00446032+0.00304721j -0.00229856+0.00256837j -0.00204851-0.00329402j 0.00436976-4.55257e-05j -0.00183206-0.00409331j 
0.0110004+0.00459712j 0.000568349+0.00361561j 0.00251614+0.0131978j 0.0177674-0.00353139j -0.0149789-0.000501578j 0.000374486-0.00192398j 0.00184983-0.00771782j 0.00123499+0.00639372j 0.00615321-0.00481458j -5.07307e-05+0.00354604j 0.00527619-0.00748775j 0.00923768+0.00309481j -0.00101365-0.00654498j -0.000885545+0.00330616j -0.00838056-0.00217571j -0.00128499+0.000723569j 0.00280606+0.00331723j 0.00251629-0.00274034j 0.00260989+2.26244e-05j 0.00193373+0.00318769j 0.00427448+0.00248888j 0.000207717+0.000385063j 0.0025525-0.000561901j 0.00129142-0.00245895j -0.000818019+0.0017436j -0.00380279+0.00242351j 0.000758631-0.000715805j 0.00110511-5.32627e-05j 0.00132075-0.00141015j -0.00147431+0.00144302j 0.000975741+7.99622e-05j -0.00118735-0.000151866j -0.000732998+0.00288584j -0.00619513+0.000668115j 0.00280143-0.00139888j -0.00301718-0.00083993j 0.00126561+0.00220398j -0.00389821+0.00169428j -0.001945-0.00035613j 0.000233167+0.000823347j -2.06124e-05-0.0038813j -0.00222673-0.00369945j -0.0022241-0.00124964j 0.00478243-0.00309902j 0.00276625+4.27735e-05j 0.00289383+0.00198095j -0.00147042+0.0016061j 0.00545468-0.00200833j -0.00437482-0.00138101j 0.00343388+0.00220843j 0.00495918-0.0041023j -0.000162504-0.00420457j -0.00127537+0.00168512j -0.00625169-0.0012215j 0.000751148+0.0056026j 0.00755811+0.0019207j 
-0.00877199+0.00358441j -5.20682e-05-0.00659403j 0.00850665+0.016909j 0.0202675-0.0182887j 0.0225948-0.00326155j -0.00274633+0.00402838j -0.00200441-0.00127379j -0.0073653-0.00995617j -0.00194295-0.00656956j 0.00553302+0.00467221j 0.0045239-0.00274773j -0.000221567-0.00327303j -0.00529569+0.00210177j 0.00167847-0.00320521j 0.00304601+0.00627693j -7.03881e-05-0.00259182j 0.00533425+0.00354589j -0.00270193-0.00191097j -0.00602345-0.00435378j 0.00155885+0.00381033j -0.0010059-0.00198585j 0.000462963+0.00431264j 0.000460793+7.39676e-06j -0.00229245+0.00415767j -0.000984518+0.00507617j 0.00182968-0.000378183j -0.000638513+0.000232038j 0.00508614-0.00117232j 0.00362745-0.00085515j 0.00119953+0.00304524j 0.00185422-0.00295095j 0.00139519+0.000238095j 0.0039622+0.00201564j -0.000582836+0.000612552j 0.00557553+0.00255292j -0.00190539-0.000747107j 0.00281873-0.00235041j -0.00123807+0.00316932j -0.00195827+0.00167924j 0.00248652-0.00206113j -0.00210433-0.000259211j -0.00265044+0.00157313j -0.00344875+0.00225038j 0.00517586-0.00235842j 0.00437161-0.000348044j 0.00196541+0.000793578j 9.94656e-05+0.00188079j -0.00163354-0.00348664j -0.00486188+0.0035979j 9.77939e-05-0.000887767j -0.000602592-0.00405858j -0.00290202-0.000695417j 0.00125471-0.00139879j -0.00040161+0.00161491j 0.000886279+0.00339064j 0.00289162-0.000761715j 
0.00595222+0.0121701j -0.0188228+0.00809524j 0.00554658-0.00613953j -0.0104101-0.0128642j 0.0124285-0.00959125j 0.0101285-0.00821749j 0.00439788-0.00207079j 0.00567365+0.0037785j -0.00500187-0.00589142j -0.00699036+0.00473979j 0.00499139-0.00415301j -0.00645967+0.00609303j -0.000718234+0.00321751j -2.7231e-05+0.0013829j 0.00301026+9.89587e-05j 0.00105944-0.00108824j 0.00246115-0.00121673j -0.000534345+0.00201986j -0.00310501+0.0037271j -0.000722981+0.00215513j -0.000601532+0.000329675j 0.00383838-0.0025474j 0.000463903-0.000297727j 2.05491e-05+0.000814866j 0.00263393+0.000400311j 0.00125525-0.00184788j 0.000216299+0.00216702j 0.000967164-0.00197915j -0.00422681-0.00291312j 0.000645771-0.00153781j -6.50212e-05-0.00281697j 0.00149599+0.000989642j 0.00118172-0.00305328j -0.00153175+0.000730246j -0.000341135-0.00365878j -0.00048197+2.49133e-05j 0.00334069-0.000420119j 2.93724e-05-1.81458e-05j 0.0044189-0.00010559j -0.00409486-0.00263253j -0.000771356-0.000513447j 0.00115537+0.00248082j 0.00134488+0.000501755j -0.00304191-0.00400271j 0.000940265-0.00404722j -0.0025634-0.000334298j -0.000399895-0.00100914j -0.00398434+0.0024128j 0.00677489+0.00279293j -9.13866e-05+0.0036134j 0.000468603-0.00207326j -0.00407307+0.00265283j 0.000386775-0.00493174j 0.00683224+0.00227833j -0.00343945-0.000602376j -0.000537097+0.00111532j 
0.0174289-0.00927213j 0.00738616+0.0128213j 0.0121443-0.00850729j -0.00136493-0.0105535j -0.000142821+0.00863887j 0.00987876-0.00487324j -0.00915831+0.00121532j -0.00534609+0.000245814j 0.0071846-0.00926517j 0.0024434-0.00506893j -0.00197228+0.00482057j -0.00500852-0.000506717j -0.0010715+0.00295144j -0.00380879-0.00210894j -0.000859965+0.0051519j -0.0012161+0.00407081j 0.000946711-0.000170366j 0.000124719-0.00291577j -0.00228696-0.0045937j -0.00294145-0.000780672j 0.00220386-0.000220955j 0.000157446-0.000744286j 0.000974898-0.00043281j -8.97527e-06+0.000311645j -0.00174968-0.000316578j -0.00280934+0.00216832j 0.00183512+0.000141074j 0.00370336-0.000426929j -0.00402604+0.00121277j -0.00111027+0.000499115j -0.00156264+0.00029497j 0.00139884+0.00200712j -0.000616692+0.000577095j -0.00187162+0.00468357j 0.00100139-0.0018218j -0.00268103-0.00051801j -0.00131309+0.00100404j -0.00110383+0.00221391j -0.00199002-0.000175745j -2.72917e-05+0.00254142j -0.00267234+0.00103275j 0.00158473-0.00193106j -0.000674612-0.0026605j -0.00142101-0.00133112j 0.000633942-0.00594097j 0.00529852-0.000838879j -0.000412004+0.000677438j 0.00176627-0.00153097j 0.000437941-0.000627233j 0.00491659-0.00163958j -0.0019091-0.00517633j -0.00269311+0.00172471j -0.00395968+0.00143104j -0.0023967-0.00204198j 0.00499253+0.0053416j 0.00656544-0.00447758j 
0.00602561+0.00955035j -0.0116518+0.00915388j -0.010863+0.00956396j 0.0144945+0.014133j 0.00361033+0.00846724j 0.00640656+8.01976e-05j 0.00237967-0.00715392j 0.00434561-0.00830515j 0.0105002-0.00146464j -0.00257431+0.00772279j 0.00302684+0.00225621j 0.00248156-0.00153615j 0.00215498-0.000397133j 0.00183563-0.000383142j -0.00123755-0.00299475j 0.00199865+0.00116408j -0.00026192+0.00786192j 0.000560289-0.00254226j 0.00139789-0.00374696j 0.00159154-0.000569648j -0.00230219+0.00268221j -0.00088788-0.000404424j -0.00357489+0.00268028j -0.00146108+0.000416488j -0.00119818+0.000488532j 0.00144691+0.000465327j -0.000836864-0.00176297j 0.00124706+0.00238814j 0.00144753+0.00237481j -8.51296e-05+0.00223421j 5.2869e-05-0.000228736j -0.00146945+0.000308672j -0.00123285+0.00324735j -0.00220721-0.0031285j -0.00103228+0.00136429j 0.00193099-0.00373218j 0.00348043+0.000146655j -0.00301186-0.00108168j -0.00163079-0.00249333j 0.000421922+0.00361767j -0.000346412-0.00290329j -0.00083266-0.00266523j 0.000942943-0.00187338j 0.00237259+0.00171184j 0.000747458+0.00348858j -0.000887758+0.00439778j -0.00188222+0.00113597j 0.00442894+0.00121877j 0.000805332-0.00394549j 0.00135394+0.00285108j 0.0053734-0.00171393j -0.000462415-0.00261216j 0.00042989-0.00105168j 0.00091094-0.00210928j -0.00456308+0.00296951j 0.00281946+0.00489077j 
-0.0175095-0.0158541j 0.0159675-0.0173716j -0.0105923-0.00447693j -0.0013449+0.00902653j 0.00284934+0.012437j -0.0122716+0.00329849j 0.00342823+0.00810234j 0.00292318+0.00438307j -0.00387296-0.00085628j -0.00137545-0.00318331j 0.00213606+0.00235035j 0.00044575-0.00189143j 0.00259622-0.00243767j 0.000307198+0.00277012j -0.00192774+0.00167043j 0.00124944+0.000480847j -0.00142737+0.00199503j 0.00066447-0.00172922j 6.69735e-05+0.0013571j -0.00237607+0.00211871j -0.000704948-0.0023162j -0.00535161+0.00284635j -0.00020239-0.00178477j 3.97102e-05-0.00182397j -0.00127262-0.000212092j 0.0012783+0.00201571j -0.00155473-0.00172939j -0.00161476+8.83074e-05j 0.00459546+0.003416j 0.00050647+0.000601386j 0.000154916+0.00302126j -5.04544e-05-0.000367652j -0.00013118+0.00111637j 0.00415589-0.00083924j -0.00230973+0.00254115j 0.00116827+0.00146341j -0.000157039+0.00196048j 0.000789392-0.001099j -0.00109499+0.00122874j 0.00414854-0.00049474j 0.00147445+0.00196138j -0.00216399-0.000362552j -0.00195209-0.000409816j 0.000571484+0.00507092j -0.0036874+0.0045159j -0.0026136-0.00317757j 0.00104495-0.000495786j 0.000543905-0.00229665j -0.00533725-0.00295604j -0.0023961-0.00522213j -0.00464984+0.00486593j 0.00509767+0.00135815j 0.000254977+0.00480452j -0.00397313+0.000777267j 0.00394999-0.0043494j -0.00451573-0.00434467j 
