0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
-0.000487011-0.000610059j -0.00213493+0.00100393j -1.41869e-08+0.000867366j -0.00302157-4.01618e-05j 0.00321313-0.0023412j -0.00117206+0.00409987j -0.00278611+0.00128816j 0.00187339-0.00344447j -0.00443224-0.00064688j -0.00281049+0.00275041j -0.00268067+0.00205631j 0.00131885-0.00749118j 0.00345288-0.0103464j 0.00254348-0.00404902j -0.00302635-0.00376796j -0.00163447+0.0100404j 0.00650026-0.00854997j 0.00509742-0.000373086j 0.000619715-0.00600429j 0.00184881+0.00277167j 0.0121433-0.00587839j 0.000634594-0.00421745j -0.00106825+0.00252572j -0.00990202+0.0186546j 0.00867588-0.00733303j 0.00115027+0.00154725j 0.00560021+0.00544634j 0.000664023+0.00353852j 0.00701787-0.00829353j 0.0101111+0.00342127j 0.00639105+0.00141673j -0.00339981-0.00603799j -0.0127215+0.002466j -0.00185357+0.00313331j -0.00057967-0.00272461j -0.00787621-0.00298597j 0.00595243+0.00282773j 0.00866877+0.00505693j -0.00338176-0.000981069j 0.00964331-0.00177511j 0.00640034-0.00488705j 0.00842258+0.00127324j 0.00365394+0.00188267j -0.00468618+0.00375161j 0.00590885+0.00274184j -0.00344066-0.000847343j -0.00168075+0.00128609j 0.000498247-0.00247824j -0.00301585+0.00335365j 0.000745781-0.00160302j -0.000811035+0.00238273j -0.000487697-0.00141723j 0.000169241+0.000355092j 0.000692621+0.000265837j -0.000358085-0.00116439j 9.15624e-05-0.000124634j 
-0.00177612-0.0024286j -0.00511202-6.91657e-06j -0.0054776+0.00182627j -0.00462812-0.00356021j 0.00243201+0.00401311j -0.0016083+0.000488196j -0.000456421-0.00204323j 0.00155262-0.00108412j -0.00170444-0.000578626j 0.00148521-0.00290901j -0.00533819+0.00344901j -0.00152178-0.00243909j -0.000441267+0.00303911j 0.00717736-0.00178287j 0.00376983-0.00390786j -0.00499282-0.00415866j -0.00269033+0.009623j 0.00262666+0.00353622j 8.19513e-05+0.00673282j 0.0103979-0.000598832j 0.00590783+0.00724464j 0.00503712-0.000917663j -0.00377258-0.000925976j -0.000598892-0.000804655j 0.00275182-0.00385106j 0.00476354-0.000779249j 0.00210988+0.00463673j -0.0046433-0.00233998j 0.00912913+2.28193e-05j -0.00517732+0.0068163j 0.00130251+0.00448551j -0.000501751-0.00837097j -0.00415519-0.000158233j 0.0037394+0.00207931j 0.00411846+0.00172933j -0.00271042+0.00426628j 0.00224235-0.00188611j -0.00144119+0.00465046j -0.00684825+0.0110261j -0.000658761-0.00314806j -0.00340984-0.00490944j -0.000288182-0.000179271j -0.0057615-0.00444712j 0.00173084-0.00434621j -0.0018734-0.00700366j -0.00419038-0.00388117j -0.00145312-0.00102104j 0.00411841-0.00271056j -0.000833845-0.0030336j 0.00185306+0.00160238j -0.00192623-0.00074306j 0.000528288+0.000101822j -0.0015593+8.28189e-05j -0.00282253+0.00144751j 0.00102346-0.00296028j 0.00305067-0.00369686j 
-0.000963683+0.00141828j -0.000914511+0.00150863j -0.000674872+0.00162981j -0.00125178-1.18236e-05j 0.00272427-0.000223066j 0.000904982-0.00122253j 0.00265076-0.00223129j 0.0031019-0.00250694j -0.000417524-0.00268762j 0.00542564-0.00497253j 0.000473958-0.00287532j -0.00365052+0.00333449j -0.00706734+0.0128738j 0.00105413-0.000934467j 0.00361252-0.00730479j 0.000515769+0.00434426j 0.00295864+0.0035055j 0.00418317-0.00485879j 0.000132026-0.00570915j -0.00178974+0.00219585j 0.00238884+0.00659424j 0.00262671-0.00557538j -0.000224766+0.00313678j -0.00343382-0.00812698j -0.0054246+0.0111731j 0.00418489+0.00260456j 0.0143332-0.0116456j 0.00325625-0.00636536j -0.000282485+0.00305449j 0.0142128-0.00914802j 0.0025693-0.00499923j -0.00563841+0.00584666j 0.00126253+0.0106107j 0.00500272+0.000345057j 0.000514318+4.32527e-05j 0.00369226-0.00158607j -0.00354784-0.000778755j -0.00575815-0.00891347j 0.00388456-0.0056462j -0.00457461-0.0133641j -0.00274015+0.00668064j 0.00291204+0.00565632j 0.00176334+0.00445578j 0.00236727+0.00660112j -0.00296191+0.000394354j 0.00184086-0.000298778j 0.00327287+0.00130072j 0.00431154+0.00216546j -0.00182843+0.000874556j 0.00187565-0.00109233j -0.000871215-0.00173474j 0.000422245+0.00025336j 0.00162764+0.00454273j -0.000840588+8.08489e-05j 0.000396314+0.000971654j -0.000576675-0.00223089j 
0.00166753+0.0022412j 0.00108342-0.0016825j -0.00151113-0.00432331j 0.00150094-0.000591314j -0.000506346-0.00133262j -0.000100521+0.00165891j 0.00155889+0.00235397j -0.00208662-0.00191119j -0.000258429+0.00110022j -0.000624099-0.00340767j -0.00435888+0.000360471j -0.00364846+0.0082719j -0.00286803+0.00107428j -0.000560355+0.00391023j -0.00511096+0.00517127j 0.00183323-0.0026875j -0.00190723+0.000330177j -0.0038937-0.00228812j -0.00463107-0.00465493j -0.00202979+0.00321865j 0.00460962+0.00352669j 0.000597667-0.000549985j -0.00478661-0.0139317j 0.00366889+0.00225244j 0.000740079+0.00204931j 0.00284308+0.0062743j 0.000950786-0.00313049j -0.00265062-0.00195171j 0.00712176-0.00173985j 0.0062334-0.00247292j -0.00434382-0.0070489j -0.0093535-0.00443521j -0.00732991-0.0115285j -0.00183205+0.00128319j -0.00195141-0.00476334j -0.0137826-0.0091755j -0.00350576+0.00245477j -0.00420601-0.00189934j -0.00663828-0.000949262j 0.00269186+0.0057885j 0.000603513-0.00509175j -0.00579609-0.00629011j -0.00210379-0.00703733j -0.0036786+0.00326988j 0.00345301-0.000499798j -0.00502897-0.00410383j 0.00304955+0.00148501j -0.00647057-0.00212649j -0.00133782-0.00165702j -0.00144438-0.00293916j 0.00244239+0.000822116j -0.00112225+0.00185868j 0.000827514-0.00411666j 9.63342e-05-0.00230091j 0.00102413-0.00202878j -0.00207857+0.00200223j 
-0.00121414+0.00406616j 0.00215376+0.000326627j -0.000218827-0.00200393j 0.00338764-0.000365819j -0.00168693+0.00327961j -0.00180424-0.00244586j -8.52748e-06-0.00197453j -0.00394389+0.00548698j 0.00163496-0.00608368j -0.00181576+0.00337489j -0.0039719+0.000868724j -0.000288759-0.00723837j -0.000250608-0.00153252j 0.0010199-0.00140826j -0.000741676-0.00196366j -0.00472232+0.00923074j -0.00629126+0.00638193j -0.000792276+0.00147234j -0.00069665-0.00268784j -0.0014475+0.0101519j 0.000440008-0.00378872j 0.00688337-0.00289908j -0.00181031+0.000435065j -0.00384764+0.00228004j 0.00114477-0.00220674j 0.00477478-0.00432432j 0.0014298+0.00511794j -0.00497885+0.00271926j -0.000138197+0.00767492j 0.000351187+0.00167311j -0.00668923+0.00286268j -0.00133077-0.00234412j -0.00596116+0.00113252j 0.00381841+0.00548336j 0.0109976+0.00503949j -0.00308886-0.00330221j 0.0069856-0.00226763j 0.00306276-0.000607148j 0.0021868+0.00475163j -0.00437647-0.00308528j 0.00274207+0.00420368j 0.00167805+0.00509064j 0.000626183+0.00214113j -0.00306631+0.00353063j 0.00104752+0.00107417j 0.00705398+0.00362696j -0.000737865-0.0017736j 0.0022813-4.08158e-05j -0.00105264-0.00742684j -0.00122369+0.00262092j -0.000955647-0.00247949j -0.000903069+0.000871294j 0.00180429+0.00269519j -0.000260786-0.00233685j 0.000302805+0.00211879j -0.00232358-0.001152j 
-0.000995115-0.000366658j -0.00206241+0.00384938j -0.000806385+0.000486086j -0.000139703-0.00153557j 0.00191575+0.00322494j 0.00124766-0.00427845j 0.000272695+0.00378299j 0.00367224-0.00184258j -0.006439+0.000982583j 0.00117887-0.00170161j -0.00584968-0.000139183j 0.0059024-0.00437982j -0.000926056+0.00600468j 0.00723508-0.00917189j 0.00262368-0.00204795j -4.01888e-07+0.002704j 0.00272068+0.000806597j 0.00723526+0.00127348j -0.00586555+0.00157145j 0.00332569+0.0021043j -0.000471065+0.00548153j -0.00929109+0.00563911j 0.00664931+0.00360994j -0.00496352-0.00420411j 0.00116616+0.00519628j -0.00157401+0.0027985j -0.0101452+0.00111381j -0.00158705+0.00171709j 0.00195174-0.0015684j -0.00585455+0.00331587j 0.00365413+0.00127681j 0.00908262+0.00913698j 0.000203906+0.00298677j -0.0148314+0.00676369j -0.0147798-0.0011005j -0.000206381+0.00397079j -0.00366243+0.00796291j -0.00495745-0.00468881j -0.0108943+0.00052943j -0.000738919+0.0106181j 0.00469177+0.00295784j 0.00200225-0.00404147j 0.0045118+0.00596218j -0.000934109+0.000144061j 0.00245535+0.00585602j 0.00173086-0.00248922j -0.000811249-0.00164518j -0.000347502-0.00109101j -0.000517914+0.00192161j -0.00135838-0.0053842j 0.00530749+0.00335876j 0.00176263-0.00109648j 0.000772053-0.000674787j 7.41425e-05+0.00101915j -0.000549513+0.00100938j 0.000178235+0.000387109j 
-0.00143318+0.000508449j -0.000801518+0.00189249j -7.08244e-06-0.00183899j 0.00173106-0.000480623j -0.000734583-0.000152028j 0.000629924-0.00111195j -0.00196546+0.000591176j -0.00226866+0.00153524j -0.00166572-0.00297236j 0.00223211+0.00172074j -0.00474921-0.00176337j 0.00136534-0.0026323j -7.61404e-06+0.00692783j 0.00495101-0.00354204j 0.00137044-0.000181208j -0.00555604+0.00280107j 0.00115113+0.00379472j -0.000286588-0.00294099j 0.00252505-0.00272566j 0.00508541-0.000175501j -0.00282893-0.00141419j -0.000271303+0.00396097j 0.00696979+0.000697511j -0.00402981-0.000573127j -0.00747905+0.00233478j -0.00771617-0.00316341j -0.00838886-0.00922273j -0.00374636-0.00186663j 0.000246468+0.0034293j 0.00671734-0.00516797j 0.0110605+0.00551965j 0.000972322+0.0068739j -0.0136934+0.000228374j -0.00422958-0.00878709j -0.00550797+0.00203674j -0.00306317+0.00526706j -0.00310273+0.00195833j -0.00521308+0.00726572j 0.003134-0.00476107j 0.00604663+0.00167774j -0.00204447-0.00414324j 0.00368541+0.00186229j -0.0046267-0.00512346j -0.00308661-0.00563709j 0.00101435+0.000835108j 0.00387657-0.00663283j 0.000258777+0.00429753j 0.000264794-0.00631784j 0.000887701-0.00295049j -0.00255923-0.00174537j -0.00101706+0.00397249j -0.00202721-0.00145183j 0.000507283-0.00103639j 0.000249229-0.00116167j -0.000475573-0.00059558j -0.00132585-0.00160618j 
-0.00114791-0.00313328j -0.00272565+0.00217916j 0.000114328+0.0021905j 0.000903444+0.0029056j -0.00331425-0.0010506j -0.00184624+0.000299538j 0.00201681-0.00467058j 0.00235031-0.001923j 0.00124835-0.00331173j 0.00442929-0.00332876j 0.00165604+0.00500903j -0.00269289+0.00624857j -0.00488833+0.00499874j 0.00379714+0.0021379j -0.00206585-0.00106899j -0.00291549-0.0080616j -0.000214048+0.00808034j 0.00271121+0.00986687j 0.0156623-0.000667426j -0.00317579+0.00674201j -0.00371585+0.0113162j 0.00347018-0.00737216j 0.00144328-0.00451703j 0.000975949-0.00222559j -0.00417395-0.00264578j 0.00106994+0.00244306j 0.0014546+0.0117113j -0.000179286+0.00351709j -0.00283327-0.00155215j -0.00240064+0.00465693j -0.00403527+0.000264777j 0.00133093-0.00230113j -0.00583162-0.0114178j 0.00193813+0.00346092j -0.000296922-0.0102518j -0.00191366-0.000440111j 0.00529792+0.000842822j 0.0005472-0.00362857j -0.00650706+0.00156097j 0.00228944+0.00605621j 0.0007437+0.000626034j -0.00760685+0.00234305j -0.00236506+0.00251312j -0.000331178-0.00110252j -0.00218113-0.00420281j -0.00282414-0.00309047j 0.0033631+0.00160863j -0.00201245+0.0014126j 0.00196314+0.00361309j -0.00264672-0.00216786j -0.00383814-0.00109976j -0.00219395-0.00514517j -0.00300255+0.00074459j 0.00419302+0.00158419j -0.00114129-0.00296633j 0.00146183+4.84656e-05j 
0.00284865-0.00149841j -0.00187285-0.00241404j -0.00118666-0.000324397j -0.000552639+0.0014183j 0.000325929-0.00139029j -0.00318873-0.00310219j 0.0020156-0.00314521j 0.000470307-0.00171588j -0.00275793+0.000194225j -0.00386394+0.00460089j -0.000304377-0.00240264j 0.00381152-0.00288895j 0.00686976-0.0044898j -0.00372954+0.00575928j 0.0087853+0.00306633j -8.76162e-05-0.00393562j 0.000732016-0.0034087j -0.00454981+0.006344j -0.00891069+0.000955539j 0.00104102+0.00551307j 0.00278165-0.00370577j -0.00375395-0.00403339j -0.00585351-0.00474315j -0.00674598+0.000131559j 0.00441198+0.00183522j 0.00124281+0.00106695j -0.00140788-0.0116523j 0.00331863-0.00657481j 0.00370211+2.83045e-05j -0.000678074-0.0137963j -0.00753008-0.00536315j 0.0015491+0.0113168j -0.0018392-0.00145385j 0.00355337-0.0031603j -0.00307499-0.00598587j 0.00395761+0.00478695j -0.00406551-0.00349501j -0.0157981+0.0013631j 0.000413546-0.0161278j 0.000125802+0.00691703j 0.00603326+0.00881724j 0.00559121-0.00466535j 0.00813284-0.00106432j 0.00516353-0.0109074j 0.00497539+0.00183783j 0.00268353-0.00247538j -0.000273845-0.0016865j 0.00685161-0.0012858j 0.00187861+0.000336919j -0.00300513+0.000474088j -0.00323337-0.00349378j -0.00462073-0.00381373j 0.00214317+0.000284805j -0.00340812+0.00181734j 0.00440861-0.00178286j -3.34983e-05+0.00105815j 
-0.00265531-0.00324245j -0.00113267+0.00593405j -0.000930514+0.00183616j -0.00274211-0.00182991j 0.00222402+0.000699888j -0.00242627-0.00157594j 0.000258117-2.06047e-05j 0.0016628-0.000535401j 0.000737702+0.00187387j -0.00542496+0.00246228j -0.000139603+0.00552285j 0.00295712+0.000404709j 0.0015545-0.00619745j 0.00552079+0.00217182j 0.00374598-0.0048069j -0.00305217+0.0014209j -0.00698813-0.000755643j -0.00233873+0.00707146j -0.00775263+0.00481972j 0.00134065+0.00110127j 0.00913852+0.00276526j -0.0110646-0.0062714j -0.00536147+0.00554453j -0.000981906-0.00131382j 0.00628623+0.00736788j -0.000727878+0.00116269j 0.00160354-0.00603591j -0.000117831-0.0039373j 0.000578664-0.000544465j 0.00491404-0.0086097j 0.00146626-0.00265239j -0.00822693-0.00179975j -0.00980489+0.00291088j -0.00337605+0.0055742j -0.0102216-0.00319316j -0.0094498-0.0111372j -0.00148792+0.000393979j -0.000270982-0.00293052j 0.00895255-0.000711847j -0.00148286-0.00323431j -0.00777058-0.00353359j 0.00561306+0.00487958j -0.00356531+0.000357813j 0.00657707+0.00708405j -0.00135257-0.00562245j -0.00155093+0.00519378j 0.00446607+0.00036966j 0.000861429+0.00906656j 0.000386481+0.00408579j -0.000121802-0.00235502j -0.00188402-0.00179188j 0.00171162-0.00199443j -0.00151788+0.00348471j 0.00373077-0.000609029j -0.00422341-0.000986694j 0.00164301-0.00118833j 
-4.27742e-05-0.000520806j -0.00146723+0.000976263j 0.000500895+0.000159411j -0.000592113+0.00137572j 0.00397984-0.00523688j -0.00236336-0.00140708j -0.00193572-0.0035022j 0.0011399+0.00445844j -0.00617243-0.000539429j -0.00210698+0.00557558j 0.0018239-0.00703947j -0.00135334+0.00202633j 0.00309701+0.00431567j -0.00204824+0.00701078j -0.00446771-0.00608217j 0.00283497+0.0012527j 0.00245025-0.00155708j 0.00213853-0.0118602j -0.0112243+0.0087147j 0.00320016-0.00590932j 0.00141322+0.00184079j -0.000948701+0.00203735j -0.00685627+0.0072406j -0.00333557-0.00135991j 0.00536422+0.00627257j -6.9399e-06+0.0048628j -0.0115615+0.0133027j -0.00292871+0.00360206j 0.000184772+0.0101168j -0.0136733+0.00849202j -0.00213034-0.000179237j 0.00912796-0.00990633j -0.00214593-0.00189013j -0.0016736+0.00155528j 0.0013521-0.00199102j 0.00142311-0.0164552j -0.00455624+0.00762003j 0.00376027-0.000600268j -0.00709546+0.00210813j -0.000714563-0.00380827j 0.00372359-0.00407641j 0.000683177+0.0023807j 0.00336346-8.12376e-05j 0.0018115+0.00356111j 0.00327351-0.000753206j 0.000291914-0.00608107j 0.00512119-0.00233323j 6.98365e-05-0.00397756j -0.00102495+0.00254624j -0.00164743+0.00136404j -0.00327901+0.000208373j -0.000728602-0.00153899j -0.000532994+0.00189642j 0.000355827+0.000650093j 0.000535156-0.000590469j 0.000141193-0.000673556j 
0.00132529+0.0013168j 0.00172162-0.000908992j -0.00186742-0.000107779j -0.00195531+0.00100978j 0.000101084-0.00283084j -0.00194861-0.00673855j -0.0024048-0.00204332j 0.00201602-0.00206552j -0.00193226+0.00446252j -0.000225734-0.000469051j 0.00137396-0.00203485j 0.00107789+0.00420767j 0.011424+0.0107129j -0.0021421-0.00473754j 0.0018975+0.00434194j 0.00484726+0.00758615j -0.000450429+0.00170754j -0.00830412+0.00433038j 0.00273829-0.00716866j 0.000736246+0.00110604j -0.000586919-0.00921383j 0.00369839-0.0047j 0.00653697-0.00051486j -0.00482356-0.0080737j 0.00801569-0.00192942j -0.00263297-0.00605764j -0.00131084-0.00271287j -0.000470258+0.00364487j 0.00858815+0.00478391j -0.00373233+0.00404753j -0.000187515+0.00559434j -0.00480761+0.0023528j -0.00180276-0.00295569j 0.00378794-0.00263766j 0.0101162+0.00339498j -0.00548805+0.00688438j 0.00558155+0.00200759j 0.00485039+0.00312614j 0.00235721+3.68341e-05j -0.00287902-0.000241106j -0.0034242+0.0078181j 0.00674604+0.0105655j 0.00144567+0.00169208j 2.94318e-05-0.00196179j 0.0020138-0.00123518j 0.00291394-0.000899614j 0.00459812+0.00273444j 0.00290854-0.000363632j 0.00155861-0.000884529j -0.00264501+0.00454064j 0.000242171-0.00101042j 0.00208534+0.00385405j -0.000515602-0.00044042j 0.000423123-0.000633542j 0.0023868+0.00343581j 0.000644508+0.000445502j 
6.22555e-06-0.00182847j 0.00294719+0.0029356j 0.000439373+0.000628016j 0.00177232-0.00448712j -0.00515353+0.004319j 0.00511459+0.00370182j 0.0037255+0.00388444j -0.00608772-4.52934e-05j 0.00569307+0.00905106j -0.0031528-0.00286954j -0.00137592+0.00283935j -0.000651015+0.00332618j 0.00609957+0.00271871j -0.00546586-0.00235218j -0.00632489-0.0147228j 0.004253+0.0013515j -0.0026018+0.00660857j 0.00218539+0.00773485j -0.00170566-0.00071402j -0.00280039-0.00517814j 0.00706385-0.00228249j 0.000168609+0.00364109j -0.00148755-0.00184146j -0.00598847-0.00438215j 0.00918155+0.00747157j 0.00618742+0.0122585j -0.0063406-0.00555314j -0.0106032-0.00747786j -0.000240692-0.00867021j -0.00628455+0.00516078j -0.00977893-0.00314326j 0.00761395+0.00565602j 0.00601204+0.000732549j -0.000745768+0.00604835j -0.000121608+0.00357375j -0.00442699-0.00888011j -0.000747072+0.00766615j -0.000772671+0.0116041j -0.00343803-0.0100369j -0.00502653+0.00134398j 0.00706335+0.00217418j -0.0010112-0.0024973j 0.00679691-0.00198476j 0.00273825+0.00152759j 0.00118376+0.000663655j -0.00447109+0.00369038j -0.00180541-0.00268203j -0.00822714-0.000284574j -0.00419815+0.000191794j 0.00511293-0.00335179j 0.00524036+0.00401486j -0.000744858+0.00438715j 0.000837753-0.00315897j -0.00188017-0.0010901j -0.00204158-0.000335438j 0.000722418+0.000392455j 
0.00235424-0.00157465j -0.00171278-0.00213059j -0.00160691-0.00158742j -0.00249443+0.00227874j 0.0022318-0.00446975j -0.00152999+0.00205953j -0.00472772+0.0013555j 0.00552825-0.000419189j -0.00140801-0.00325535j -0.00198599+0.00292612j 0.00386792+0.00514576j -0.00400422+0.00504752j -0.00912681-0.00715904j 0.00313803+0.00480148j -0.000588989+0.00264038j -0.00492735-0.000888274j -0.00470063-0.00953508j 0.000282654+0.0064494j -0.00350698+0.00473516j 0.00853714-0.00129286j -0.00834801-0.00382676j -0.00707674+0.00124099j 0.00451678+0.00548372j 0.000814061+0.00472493j 0.000921379+0.00539625j -0.00267776+6.03581e-05j -0.0102171-0.0068277j -0.00323338-0.00398326j -0.00175158-0.00117548j -0.0128513-0.0100806j 0.000430055-0.000938971j 0.00551461-0.000979724j 6.3435e-05+0.00307712j 0.00124094-0.00435425j -0.000360269+0.000567816j 0.00152385-0.00149932j 0.000521819+0.00395729j 0.00878189+0.00547001j -0.00638093-0.00932515j 0.00110073-0.00513943j 0.00431399-0.00090163j 0.00634088+0.00211273j 0.00157914-0.0034964j -0.00665178-0.0069633j 0.000239467-0.00143144j 0.000829205+4.02179e-05j -0.000135148-0.00041769j -0.00282518+0.000516158j -0.00291551-0.00239489j 0.00420976+0.00708519j -0.0014745+0.00118909j 0.00187476+0.00343563j -0.00336624-0.000639215j 0.0026192+0.00075678j -0.00107374+0.000628754j 0.00226873+0.00139359j 
-0.00202593+0.00134497j 0.000685753-0.00146916j 0.000705506+0.000968214j 0.00252472-0.00318096j 0.000504607+0.00377554j 0.000113214-0.000775372j 0.00348175-0.00187368j -0.00195579+0.00161503j 0.00311797-0.00298024j 0.00286143-0.000591044j 0.00105726+0.000309335j -0.00194608-0.00669397j -0.00513991-1.47336e-05j 0.000602451+0.00867707j -0.00448119-0.00604487j -0.00273385-0.0044675j 0.000688149+0.0012061j 0.0029131-0.0044827j 0.00316231-0.000102641j -9.68135e-05+0.01009j 0.00562709-0.00546312j 0.00432231+0.00506758j -0.00377418+0.0074743j -0.00123709-0.00289847j 0.000618365-0.0128194j 0.00163116-0.00114028j 0.000369971-0.000138719j -0.00224693-0.00602024j 0.00142233+0.00143768j -0.00377786+0.000972102j -0.000146813+0.00513567j 0.00103936+0.00990821j -0.00300938-0.00945444j -0.00286168-0.00407175j 0.00477475+0.00193309j -0.00137685-0.00194887j 0.00517603-0.00168664j 0.0106175-0.00264633j -0.00229733-0.00232911j 0.00433789+0.000134296j 0.00222638-0.00148261j -0.00199936-0.000873949j -0.00271285-0.0047127j -0.00236749+0.00218729j -0.00217421-0.00254177j -0.00025841-0.00431088j 0.00175437+0.00581079j -0.00225676+0.0004719j -0.00190699+0.000718109j 0.000302273-0.00256239j 0.00119263-0.0023873j 0.00179498-0.000732318j -0.00050321+0.000450084j -0.00027501-9.41506e-05j -0.000150271-0.00193191j -0.000695216-0.000629327j 
-0.00229392+0.00163987j 0.00170684+0.0019819j -0.000644665+0.00177208j -0.00261212+0.000310538j -0.000858536+0.000584382j -0.00211954-0.000258102j -1.06827e-05-0.00328659j -0.00332268+0.000360198j 0.000428499+0.000974534j 0.000342713+0.0023291j -0.0035095+0.00418959j 0.000699927-0.00234796j 0.00136407-0.00483344j 0.000619225-0.00379533j 0.0103851-0.00135782j -0.00143638+0.000933915j -0.00320148+0.00624138j -0.00443948-0.00201087j 0.00321117+0.00882134j -0.00150193+0.00116045j 0.00122307-0.000808273j -0.00316212-0.00132849j 1.05681e-05+0.00475325j 0.0086276-0.0102505j -0.00222971-0.00689126j -0.00181813-0.00430537j 0.00357042+0.00693361j 0.00608334+0.00393925j 0.00448691-0.00169053j -0.0184357-0.000931885j -0.00336626-0.00247611j 0.00140267+0.00834492j 0.0123848+0.00461952j -0.00715926+0.00804632j -0.00165006+0.00323502j 0.00924928+0.0070542j -0.000690605-0.00522382j 0.0013722-0.00999958j -0.00884895+0.00197963j -0.00443798-0.000481313j 0.00214275+0.00685468j -0.00547922+0.00169586j -0.00117492+0.00142011j -0.00469306-0.00816596j 0.000768632+0.00424545j -0.00339493-0.00115313j -0.000896517-0.00731915j -0.000575411-0.00242319j 0.000939245-0.00344377j -0.00258988-0.000354873j -0.000405295-0.0003549j 0.000954086-0.000466766j 2.65188e-05-0.000337276j 0.00170989-0.00237075j -0.00147322+0.000302596j -0.000435-0.000438736j 
-0.000197533-0.00154506j -0.00201087+0.00210815j 0.000366047-8.71008e-05j 0.00086468-0.00222923j 0.00256481-0.000176002j 0.00165818-0.000992288j -0.00281196+0.0011657j 0.00257471+5.89056e-05j -0.00213879-5.05395e-05j -0.000923964-0.000904587j 0.00312792-0.00516968j 0.00406027+0.00207299j 0.00264571+0.00423318j 0.000103611-0.00134035j -0.00494085+0.00277815j 0.00126902+0.0034138j 0.0064676-0.00208523j 0.00178794-0.00375274j 0.00136334-0.0143774j -7.22324e-05-0.000761349j -0.000604745-0.00258168j 0.00354161-0.00525052j -0.00138897-0.000219396j -7.28215e-05+0.00802584j -0.00111831-0.0031187j -0.000373116-0.00437074j -0.00145396-0.00643708j -0.00164598+0.00174205j -0.00432983+0.00275241j -0.00462789-0.0096699j -0.00184717+0.00174458j 0.00984639+0.000915882j 0.00540339+0.00899011j -0.00234504-0.0121217j 0.00443852+0.00107478j 0.0035688+0.00334663j -0.000925982-0.00356963j 0.00229924+0.00460224j -0.00692468+0.000507553j 0.000825617-0.00161535j 0.000155793-0.000875676j -0.00434598-0.00322849j -0.00430467+0.0011823j -0.00611261-0.00347316j 0.00230969+0.00377591j -0.00314962-0.00376326j 0.000759706-0.00286034j -0.00327551+0.000243336j -0.000871217+0.00156521j 0.000383414+0.00130941j 0.00164122+0.00228607j 0.00276085-0.000713857j -0.00163158+0.000354038j 0.00138071+7.03293e-05j -0.00173412-0.000940376j 0.00105323-0.000419775j 
0.00106943+0.000610777j -0.000447322-0.000477973j 0.00133942-0.00267293j 0.000371986+0.00112181j 0.00401831-0.00477784j -0.0030805-0.00114808j -0.00430803+0.00148306j 0.00173459-0.00258697j -0.00105325+0.00253753j -0.00292991+0.00273732j -0.00182725+0.0021308j 0.00452173+0.00144302j -0.00422188+0.00816947j 0.00333404-0.00166022j -0.00388597+0.00115883j 0.000781295+0.00571468j 0.000193766-0.000547085j -0.00595014-0.00188408j 0.0043643-0.00130308j 0.00232476+0.00310619j 0.00719206-0.00320672j -0.0066222+0.00378407j 0.00249659+0.00188383j 0.00506708+0.00139777j 0.00468099-0.0047145j 0.00433812+0.00153369j 0.0019537-0.00646719j -0.000182177-0.00250538j 4.12122e-05+0.000341897j 0.00545683-0.00698951j -0.00594953+0.00122621j -0.00468734+0.00205185j 0.00903847+0.000507417j 0.00403884+0.00630537j -0.00905053+0.00560231j -0.00443561+0.00510952j -0.000918398+0.00368024j -0.0104335-0.00506771j -0.00048597+0.00362918j 0.00198788-0.00344001j -0.00188377+0.00273764j -0.00727682+0.00252436j -0.000154346-0.00221201j 0.00906282+0.00258497j -0.0022523-0.00195665j 0.00405125+0.0049831j -0.00473403-0.00459005j 0.00401576-0.000400035j 0.00315291-0.00264043j -0.00184792-0.00110737j -0.00207055-0.00397218j -0.00535447-0.00414729j 0.00108097-0.00113432j 0.000865076+0.00199222j 0.00028222+0.0022168j -6.86587e-05+0.000893324j 
