-0.101423-0j -0.0146982-0j 0.702657-0j -0.00105411-0j 0.709938-0j -0.00106503-0j -0.00483821-0j 0.0822902-0j -0.00598698-0j -7.12736e-05-0j -0.00349241-0j 0.101829-0j -8.81966e-05-0j 0.0594002-0j -5.1448e-05-0j -0.00360593-0j -0.000600989-0j -0.00420692-0j 0.0711871-0j -0.0025762-0j 0.00722794-0j -0.00368105-0j -0.000701153-0j -4.4267e-06-0j -0.00151836-0j 0.0830516-0j -0.000429367-0j 0.0508585-0j 0.00843259-0j -0.000613509-0j 0.00516389-0j 0.0726701-0j -5.16448e-06-0j -0.00025306-0j 0.00737852-0j 0.0299749-0j -3.16259e-06-0j -4.51892e-06-0j 0.00304348-0j -1.86396e-06-0j -0.00286668-0j -0.000462608-0j -0.00323826-0j -0.00264402-0j 0.0363417-0j -5.45189e-05-0j -0.00267142-0j -0.000522571-0j 0.00913265-0j -0.00231352-0j 0.000535364-0j -0.00190856-0j -0.000426678-0j 0.0410524-0j -2.53975e-07-0j -0.000609793-0j -0.000431099-0j -6.15856e-05-0j 0.0335191-0j -0.000373343-0j 0.0103164-0j -5.02844e-05-0j 0.0338665-0j 0.000604758-0j -0.000307992-0j 0.0293292-0j 0.00842332-0j -5.08055e-05-0j -2.86895e-07-0j -9.8405e-05-0j 0.000493783-0j -4.39989e-05-0j 0.00851061-0j 0.0241954-0j 0.00737041-0j -2.34249e-07-0j 0.00773054-0j 0.0004989-0j -3.62972e-05-0j 0.00043206-0j 0.00608028-0j -1.15971e-05-0j -2.36676e-07-0j -2.04968e-07-0j 0.000356431-0j 0.00194268-0j -1.6909e-07-0j 0.000113882-0j -5.4025e-08-0j 
0.0294484-0j -0.00414617-0j -0.00208645-0j -0.000301153-0j -0.00214157-0j -0.000309109-0j 0.00140479-0j 0.000248334-0j 0.00166176-0j 2.06945e-05-0j 0.000928663-0j 0.000293761-0j 2.44801e-05-0j 0.000164166-0j 1.36805e-05-0j 0.00104699-0j 0.000174499-0j -0.00118672-0j 0.000106858-0j -0.00222003-0j 2.18124e-05-0j 0.00105124-0j -0.000197787-0j 1.28531e-06-0j 0.00210497-0j -0.000121119-0j -0.000370005-0j -0.000226581-0j -2.47233e-05-0j 0.000175206-0j -4.62506e-05-0j 0.000107291-0j -1.45684e-06-0j 0.000350828-0j 2.19007e-05-0j 0.000214838-0j -2.72534e-06-0j 1.29051e-06-0j 4.38535e-05-0j 2.58409e-06-0j 0.000832349-0j 0.00013432-0j -0.000913471-0j -0.000755386-0j 0.000109672-0j 1.58297e-05-0j -0.000775342-0j -0.000147411-0j 1.37089e-05-0j 0.00193691-0j 1.61561e-06-0j -0.000499362-0j -0.0001219-0j -0.00012036-0j 7.37424e-08-0j 0.00187272-0j -0.00012512-0j -1.73725e-05-0j -9.95309e-05-0j 0.000312567-0j -1.50451e-05-0j -1.4366e-05-0j -0.00010216-0j -1.77308e-06-0j -8.05842e-05-0j 0.00025521-0j -1.24414e-05-0j -1.47456e-05-0j -8.09295e-08-0j 0.000302209-0j -1.46623e-06-0j 3.68364e-05-0j -1.277e-05-0j -6.57967e-05-0j 3.19013e-05-0j -6.69239e-08-0j 0.000246753-0j -1.50496e-06-0j -9.49694e-06-0j 3.7596e-06-0j -8.22459e-06-0j 3.56157e-05-0j -6.86919e-08-0j 1.71602e-07-0j -9.69277e-07-0j 3.08441e-05-0j -4.42413e-08-0j 3.63501e-06-0j 1.65915e-07-0j 
-0.0121469-0j 0.00518074-0j -0.000874648-0j -0.000126245-0j -0.00421945-0j -0.000609025-0j -0.000579447-0j -0.000102433-0j 0.00211026-0j -8.53605e-06-0j -0.000486687-0j 0.000373045-0j 3.10871e-05-0j -8.6035e-05-0j -7.16958e-06-0j -0.000431863-0j -7.19771e-05-0j 0.00148283-0j -4.40768e-05-0j -0.000308538-0j -8.99714e-06-0j -0.00210497-0j 0.000247139-0j -5.30162e-07-0j 0.00256468-0j 0.000151341-0j -5.1423e-05-0j -3.149e-05-0j 3.08924e-05-0j -0.000350828-0j -6.42787e-06-0j -0.000214838-0j 1.82035e-06-0j 0.000427447-0j -4.38535e-05-0j 0.000261757-0j -3.78766e-07-0j -2.58409e-06-0j 5.34308e-05-0j 3.14844e-06-0j -0.000343326-0j -5.5404e-05-0j 0.0011414-0j -0.00031666-0j -4.52372e-05-0j -6.52943e-06-0j -0.00152762-0j 0.000184193-0j -5.65465e-06-0j 0.000815458-0j -6.66407e-07-0j -0.000265969-0j -5.11009e-05-0j 0.000150393-0j -3.04172e-08-0j 0.00136509-0j -0.000246519-0j 2.17074e-05-0j -4.17237e-05-0j 0.000131594-0j 1.87991e-05-0j -6.0223e-06-0j -0.000201282-0j 2.2155e-06-0j -4.29205e-05-0j 0.000107446-0j -5.21546e-06-0j -2.90526e-05-0j 1.01123e-07-0j 0.00022029-0j -6.14648e-07-0j 1.55085e-05-0j -2.51603e-05-0j -3.50445e-05-0j 1.34308e-05-0j -2.80547e-08-0j 0.000179866-0j -2.96517e-06-0j -5.05823e-06-0j 1.58283e-06-0j -4.38056e-06-0j 2.59614e-05-0j -1.35341e-07-0j 7.2246e-08-0j -5.16254e-07-0j 2.24832e-05-0j -2.35636e-08-0j 2.64967e-06-0j 1.20941e-07-0j 
-0.00360593-0j -0.000522571-0j 0.0249819-0j -3.74771e-05-0j 0.0252408-0j -3.78655e-05-0j -0.000172015-0j 0.0029257-0j -0.000212858-0j -2.53402e-06-0j -0.000124167-0j 0.00362037-0j -3.13569e-06-0j 0.00211188-0j -1.82915e-06-0j -0.0757944-0j 6.44883e-05-0j 0.0292989-0j -0.00763863-0j 0.0179418-0j -0.000775584-0j 0.0256365-0j -2.49284e-05-0j 4.75001e-07-0j 0.0105745-0j 0.00295277-0j -1.52655e-05-0j 0.0018082-0j 0.000299808-0j -2.18124e-05-0j 0.000183594-0j 0.00258367-0j -1.83615e-07-0j -8.99714e-06-0j 0.000262332-0j 0.00106571-0j -1.12441e-07-0j -1.60663e-07-0j 0.000108206-0j -6.62702e-08-0j -0.00010192-0j 0.00322181-0j 0.000347477-0j -9.40042e-05-0j 0.00129207-0j -1.93833e-06-0j -9.49784e-05-0j -0.0109841-0j 0.000324697-0j -8.22537e-05-0j 1.9034e-05-0j -6.78558e-05-0j 0.00297157-0j -0.00440507-0j -9.02968e-09-0j -2.16803e-05-0j 0.00300237-0j 6.60836e-06-0j 0.00119172-0j 0.00260013-0j -0.00110699-0j -1.78779e-06-0j 0.00120407-0j -6.48928e-05-0j 0.002145-0j 0.00104275-0j 0.000299478-0j -1.80631e-06-0j 3.07849e-08-0j 0.000685336-0j 1.75557e-05-0j -1.56431e-06-0j 0.000302582-0j 0.000860229-0j 0.000262043-0j -8.32835e-09-0j 0.000274847-0j 1.77376e-05-0j -1.29049e-06-0j 1.53612e-05-0j 0.000216175-0j -4.12318e-07-0j -8.41466e-09-0j -7.28731e-09-0j 1.26724e-05-0j 6.90689e-05-0j -6.01172e-09-0j 4.04888e-06-0j -1.92077e-09-0j 
0.00532138-0j -0.000519228-0j 0.000383172-0j -0.00528754-0j -0.000376122-0j 0.00519025-0j -0.000506349-0j 0.00423409-0j 4.47114e-06-0j 0.00107344-0j -0.00035865-0j -3.73876e-05-0j -9.47864e-06-0j 0.00299902-0j 0.000760323-0j 0.000189193-0j -0.00149155-0j -6.26688e-06-0j 1.93095e-05-0j 0.000135166-0j -0.00037683-0j -0.000187637-0j 4.94065e-05-0j -4.46421e-05-0j -0.000234457-0j -6.3961e-07-0j -0.00106562-0j 1.37954e-05-0j 1.24822e-05-0j 0.00147928-0j -0.000269221-0j -1.91506e-05-0j 1.47873e-06-0j 0.0018484-0j 0.00037373-0j -2.39291e-05-0j -3.18939e-05-0j 4.42748e-05-0j 0.000466984-0j 5.53224e-05-0j -0.0370992-0j -0.00114812-0j -0.000596512-0j 0.0682541-0j 1.98178e-05-0j -0.000273474-0j -0.0669982-0j -1.84604e-05-0j -0.000117179-0j -0.000426169-0j -4.2013e-05-0j 0.0483447-0j 0.00211227-0j 3.18647e-07-0j -3.20492e-06-0j 0.0310051-0j -0.00207341-0j -4.39714e-06-0j -3.64602e-05-0j -1.31887e-05-0j -1.8841e-06-0j 0.00050313-0j 3.57894e-05-0j -6.75519e-07-0j 0.00149613-0j 2.27653e-07-0j 0.000215583-0j -0.000493872-0j -5.15313e-08-0j 0.000959519-0j 7.72942e-05-0j -3.14147e-06-0j -0.000211616-0j -2.5825e-05-0j -1.34607e-06-0j 5.89631e-06-0j -1.65624e-05-0j -7.5872e-05-0j 0.000356369-0j -4.82614e-07-0j 0.000152698-0j 0.000228551-0j -5.78782e-06-0j -3.68158e-08-0j 5.47479e-05-0j 9.79305e-05-0j 4.17639e-06-0j 3.51116e-05-0j 2.67846e-06-0j 
-0.00240395-0j -0.000348381-0j -0.000173099-0j -2.49847e-05-0j -0.000174893-0j -2.52437e-05-0j 0.0335407-0j -2.02722e-05-0j 0.0415045-0j -1.68935e-06-0j 0.0242109-0j -2.50855e-05-0j -2.09046e-06-0j -1.46332e-05-0j -1.21944e-06-0j 0.000257953-0j -0.0125744-0j -9.97137e-05-0j 2.63272e-05-0j -6.10619e-05-0j 5.37402e-06-0j -8.72495e-05-0j 0.00486071-0j 3.16667e-07-0j -3.59886e-05-0j -1.0177e-05-0j 0.00297657-0j -6.23211e-06-0j -2.07737e-06-0j 0.00425312-0j -1.27212e-06-0j -8.90486e-06-0j -1.2241e-07-0j 0.00175432-0j -1.8177e-06-0j -3.67307e-06-0j -7.49606e-08-0j -1.07109e-07-0j -7.49762e-07-0j -4.41801e-08-0j -6.79468e-05-0j -1.09649e-05-0j 0.000231651-0j -6.26695e-05-0j 0.00261851-0j 0.000377949-0j -6.33189e-05-0j 3.73825e-05-0j -1.1191e-06-0j -5.48358e-05-0j -1.31887e-07-0j -4.52372e-05-0j -1.01132e-05-0j -0.00892729-0j -6.01979e-09-0j -1.44535e-05-0j -1.0218e-05-0j -0.00128854-0j 0.00241513-0j -8.84909e-06-0j 3.81534e-06-0j 0.000348595-0j 0.00244016-0j 4.49642e-07-0j -7.30012e-06-0j 0.00211324-0j -1.03218e-06-0j 0.000352207-0j 2.05233e-08-0j -2.33242e-06-0j -1.21643e-07-0j 0.00030502-0j -1.04287e-06-0j 0.00174334-0j -9.03156e-07-0j -5.55224e-09-0j 0.000557004-0j -1.22904e-07-0j 0.000251629-0j -1.06438e-07-0j -7.45066e-07-0j 8.03966e-05-0j -5.60977e-09-0j -4.85821e-09-0j -8.78068e-08-0j -2.38052e-07-0j -4.00782e-09-0j -2.80547e-08-0j -1.28052e-09-0j 
0.000520471-0j -0.00721117-0j 3.74771e-05-0j 0.0242018-0j 3.78655e-05-0j 0.0244526-0j 2.48282e-05-0j -0.000419616-0j 3.07234e-05-0j 0.0050145-0j 1.7922e-05-0j -0.000519248-0j 0.00620512-0j -0.000302895-0j 0.00361965-0j 0.01094-0j 0.0008899-0j -0.00422893-0j -5.70001e-06-0j -0.00258968-0j -0.00520562-0j -0.00370031-0j -0.000343997-0j -0.00189311-0j -0.0015263-0j 2.20338e-06-0j -0.000210655-0j 1.34929e-06-0j 0.00201227-0j -0.000300998-0j 0.00123226-0j 1.92796e-06-0j 0.000731794-0j -0.000124155-0j 0.00176074-0j 7.95243e-07-0j 0.000448131-0j 0.00064032-0j 0.000726266-0j 0.000264119-0j 1.47109e-05-0j 0.044459-0j -5.01539e-05-0j 1.35683e-05-0j 1.93833e-06-0j 0.00125173-0j 1.37089e-05-0j -0.151574-0j -2.31643e-05-0j 1.18723e-05-0j 0.00039148-0j 9.79414e-06-0j 0.0410059-0j -6.60836e-06-0j 6.01883e-05-0j 3.12928e-06-0j 0.0414309-0j -0.00426752-0j 1.78779e-06-0j 0.0358802-0j 7.89741e-05-0j 0.00115451-0j 1.80631e-06-0j -0.00133467-0j 0.0295997-0j 1.56431e-06-0j -2.13652e-05-0j 0.00116647-0j -0.0002052-0j 0.00945723-0j 0.000361074-0j 0.00101019-0j -2.15866e-05-0j 1.29049e-06-0j -1.86945e-05-0j 5.55135e-05-0j 4.12318e-07-0j 0.000364816-0j 0.000833367-0j 0.00031594-0j -1.54222e-05-0j 0.000266265-0j 5.60888e-05-0j 4.85743e-05-0j 0.000260637-0j -4.92747e-06-0j 4.00718e-05-0j 8.32748e-05-0j 1.28031e-05-0j 
0.00325867-0j -0.0223384-0j -0.000696404-0j 0.00960996-0j 0.000237075-0j -0.0032715-0j 0.000155449-0j -0.00129987-0j -0.000570905-0j -0.000329547-0j 0.000112209-0j 0.0047739-0j 0.0012103-0j -0.000938293-0j -0.000237879-0j 0.000115857-0j -0.000913387-0j 0.000135166-0j 1.18246e-05-0j 7.75037e-05-0j -0.00023076-0j -0.000351017-0j -0.00106562-0j -2.73376e-05-0j 4.87841e-05-0j 1.37954e-05-0j -0.00061102-0j 7.91019e-06-0j -0.000269221-0j 0.00276733-0j -0.00015437-0j -3.58255e-05-0j -3.18939e-05-0j -0.000384602-0j 0.000699146-0j 4.97901e-06-0j -1.82878e-05-0j 8.28261e-05-0j -9.71668e-05-0j -1.15111e-05-0j -0.0227186-0j -0.000703075-0j -0.0256633-0j 0.0621898-0j 1.21359e-05-0j -0.000167468-0j -0.0211712-0j -0.000794208-0j -7.17573e-05-0j -0.0171678-0j -2.57276e-05-0j 0.044891-0j 0.0019246-0j 1.37089e-05-0j -1.9626e-06-0j -0.00483264-0j -0.000655188-0j -0.000189175-0j -3.32208e-05-0j -0.000531294-0j -8.10585e-05-0j 0.000458427-0j 1.13093e-05-0j -2.90624e-05-0j 0.00138925-0j 9.17075e-06-0j 0.000196429-0j -0.000156062-0j -2.217e-06-0j -0.000149557-0j 7.04268e-05-0j -0.000126551-0j -6.68699e-05-0j -2.39801e-05-0j -5.4225e-05-0j 5.37244e-06-0j 2.58152e-06-0j -2.39753e-05-0j 0.00033091-0j -1.94416e-05-0j 0.00014179-0j -3.56235e-05-0j -1.82893e-06-0j -1.48308e-06-0j 5.08367e-05-0j -1.52641e-05-0j 3.87803e-06-0j -5.47272e-06-0j -4.17481e-07-0j 
-0.00465621-0j -0.03101-0j 0.000329897-0j -0.00455238-0j 0.000338612-0j -0.00467265-0j -0.000222117-0j 0.00185734-0j -0.000262748-0j 0.000470879-0j -0.000146834-0j 0.00219709-0j 0.000557014-0j 0.00122783-0j 0.000311283-0j -0.000165544-0j 0.00130511-0j 0.000187637-0j -1.68958e-05-0j 0.000351017-0j 0.000329726-0j -0.000166215-0j -0.00147928-0j 3.90619e-05-0j -0.000332825-0j 1.91506e-05-0j -0.00276733-0j 3.58255e-05-0j -0.00037373-0j 0.0013104-0j -0.000699146-0j -1.69642e-05-0j -4.42748e-05-0j 0.00262391-0j 0.000331062-0j -3.39688e-05-0j -8.28261e-05-0j 3.92201e-05-0j 0.000662912-0j 7.85335e-05-0j 0.0324618-0j 0.0010046-0j -0.0356257-0j -0.0294603-0j -1.73406e-05-0j 0.00023929-0j -0.0302386-0j -0.00110251-0j 0.000102532-0j 0.07554-0j 3.67614e-05-0j -0.0194753-0j -0.000911712-0j 1.90307e-05-0j 2.8043e-06-0j 0.0730367-0j -0.000935799-0j -0.000262612-0j 1.57372e-05-0j 0.00233775-0j -0.000112525-0j -0.000217164-0j 1.6153e-05-0j -4.03442e-05-0j -0.000602704-0j -4.03523e-05-0j -9.30513e-05-0j -0.000222901-0j -3.07762e-06-0j 0.00226028-0j -3.33623e-05-0j 0.000556837-0j -9.55095e-05-0j 1.04034e-05-0j 0.000238596-0j -2.54501e-06-0j -3.9015e-05-0j -3.42436e-05-0j -0.00014356-0j 8.55452e-05-0j -6.15133e-05-0j 0.000538384-0j -2.61224e-06-0j 6.52573e-06-0j -2.20547e-05-0j 0.000230689-0j -1.68242e-06-0j 8.27103e-05-0j 6.30948e-06-0j 
0.00420692-0j 8.67789e-06-0j -0.0291455-0j 4.37233e-05-0j 0.0286092-0j -4.29188e-05-0j -0.000400304-0j 0.00680853-0j 3.53475e-06-0j -5.89704e-06-0j -0.000283537-0j -6.01204e-05-0j 5.20717e-08-0j 0.00482252-0j -4.1769e-06-0j -0.0292989-0j 2.49284e-05-0j 0.000970501-0j -0.00295277-0j -0.0209321-0j -0.000299808-0j 0.0290578-0j -8.25734e-07-0j 1.83615e-07-0j 0.0363084-0j 9.78081e-05-0j 1.78097e-05-0j -0.00210956-0j 9.93089e-06-0j -2.47233e-05-0j -0.000214193-0j 0.00292848-0j -6.0821e-09-0j -3.08924e-05-0j 0.000297341-0j 0.0036592-0j 1.31181e-07-0j -1.82104e-07-0j 0.000371535-0j -2.27544e-07-0j 0.000118907-0j -0.00375878-0j 1.91188e-06-0j -0.000218761-0j -0.00150742-0j 2.26139e-06-0j 0.000214736-0j -6.04367e-05-0j -0.000378813-0j 1.36592e-06-0j -2.22064e-05-0j -0.00015495-0j 0.00691528-0j -2.42375e-05-0j 1.05346e-08-0j -9.93744e-05-0j -0.00678804-0j 3.63605e-08-0j 0.0027733-0j -4.31781e-05-0j -6.09087e-06-0j -4.16044e-06-0j -0.00272228-0j -3.57053e-07-0j 0.00489813-0j -1.73161e-05-0j 0.000696929-0j 4.08388e-06-0j 1.69384e-10-0j 0.00314133-0j 4.08546e-05-0j 2.59772e-08-0j -0.000684106-0j 0.00196435-0j -4.35153e-06-0j -1.93813e-08-0j 0.0012598-0j -4.01029e-05-0j -2.94686e-06-0j -2.55091e-07-0j 0.000493638-0j -1.88992e-06-0j 1.90247e-08-0j 1.21014e-10-0j 2.89375e-05-0j 0.000316587-0j -1.37279e-08-0j 1.85586e-05-0j -8.80413e-09-0j 
0.000600989-0j -0.00411982-0j -0.00416364-0j -0.000597167-0j -0.00420679-0j -0.000603355-0j -0.00417825-0j 0.0230655-0j -0.00517032-0j -6.07775e-05-0j -0.00301602-0j 0.0285421-0j -7.52084e-05-0j 0.0166496-0j -4.38715e-05-0j -6.44883e-05-0j -0.0740957-0j 2.49284e-05-0j 0.00127311-0j 1.52655e-05-0j -0.0123583-0j 2.18124e-05-0j 0.0286422-0j 1.52167e-05-0j 8.99714e-06-0j -0.000492128-0j 0.0175397-0j -0.000301366-0j 0.00477719-0j 0.025062-0j 0.00292542-0j -0.000430612-0j -5.88212e-06-0j 0.0103375-0j 0.00418004-0j -0.000177619-0j -3.60205e-06-0j -5.14685e-06-0j 0.00172418-0j -2.12297e-06-0j 1.69867e-05-0j -0.000129667-0j -5.79128e-05-0j 1.56674e-05-0j 0.0313845-0j 0.00450129-0j 1.58297e-05-0j 0.000442072-0j 0.00255983-0j 1.37089e-05-0j 0.000456524-0j 1.13093e-05-0j -0.000119596-0j -0.106999-0j -3.61959e-07-0j 3.61338e-06-0j -0.000120835-0j -0.0153463-0j 0.0289469-0j -0.000104646-0j -0.00872724-0j 0.00415168-0j 0.0292469-0j -0.00155643-0j -8.63286e-05-0j 0.0253285-0j 0.00236101-0j 0.00419471-0j 1.23403e-06-0j -2.75824e-05-0j 0.000421066-0j 0.00363272-0j 0.00238548-0j 0.020895-0j 0.00206589-0j -3.33846e-07-0j 0.00667604-0j 0.00042543-0j 0.00299684-0j 0.000368433-0j 0.00170427-0j 0.000957506-0j -3.37305e-07-0j -2.92115e-07-0j 0.000303942-0j 0.000544522-0j -2.40983e-07-0j 9.71109e-05-0j -7.69951e-08-0j 
0.00192059-0j 0.0387477-0j 0.000138294-0j -0.00190838-0j 0.000667154-0j -0.00920633-0j 9.16185e-05-0j -0.000766113-0j -0.000333662-0j -0.000194228-0j 7.6952e-05-0j 0.00279007-0j 0.000707349-0j -0.000643472-0j -0.000163135-0j 6.82835e-05-0j -0.000538331-0j -0.000234457-0j 6.96916e-06-0j 4.87841e-05-0j -0.000136005-0j 0.000332825-0j 0.0018484-0j -1.61122e-05-0j -0.000405511-0j -2.39291e-05-0j -0.000384602-0j 4.97901e-06-0j 0.000466984-0j -0.00262391-0j -9.71668e-05-0j 3.39688e-05-0j 5.53224e-05-0j 0.00319695-0j -0.000662912-0j -4.13873e-05-0j -1.15111e-05-0j -7.85335e-05-0j 0.000807687-0j 9.56846e-05-0j -0.0133898-0j -0.000414377-0j 0.0445151-0j -0.0123499-0j 7.15263e-06-0j -9.87021e-05-0j -0.0595778-0j 0.00137762-0j -4.22922e-05-0j 0.0318031-0j -1.51633e-05-0j -0.0103729-0j -0.000382193-0j -2.37792e-05-0j -1.15672e-06-0j 0.0532387-0j -0.00184376-0j 0.000328139-0j 6.59709e-06-0j 0.000984216-0j 0.000140602-0j -9.1036e-05-0j 3.18255e-05-0j 5.0411e-05-0j -0.000321011-0j -1.69887e-05-0j -3.90074e-05-0j -0.000439173-0j 3.84556e-06-0j 0.00164759-0j -1.39856e-05-0j 0.000234434-0j -0.000188178-0j 5.54101e-06-0j 0.000100451-0j -1.06688e-06-0j -2.84393e-05-0j -6.74688e-05-0j -7.64627e-05-0j 3.60154e-05-0j -3.2763e-05-0j 0.000392445-0j -5.14679e-06-0j 2.7474e-06-0j -1.17467e-05-0j 0.000168156-0j -8.96088e-07-0j 6.02901e-05-0j 4.59917e-06-0j 
0.00280461-0j 5.78526e-06-0j 0.000201949-0j 2.91489e-05-0j -0.000198233-0j -2.86125e-05-0j 0.078054-0j -4.71763e-05-0j -0.000689229-0j -3.93136e-06-0j 0.0552861-0j 4.16574e-07-0j 3.47145e-08-0j -3.34152e-05-0j -2.7846e-06-0j 9.97137e-05-0j -0.00486071-0j -3.30293e-06-0j 1.0177e-05-0j 7.12389e-05-0j 2.07737e-06-0j -9.88933e-05-0j 0.000161007-0j 1.2241e-07-0j -0.000123569-0j -3.37104e-07-0j -0.00347266-0j 7.27079e-06-0j -6.88111e-08-0j 0.00482072-0j 1.48414e-06-0j -1.00933e-05-0j -4.05473e-09-0j 0.0060236-0j -2.06028e-06-0j -1.26118e-05-0j 8.7454e-08-0j -1.21403e-07-0j -2.57436e-06-0j -1.51696e-07-0j 7.92713e-05-0j 1.27924e-05-0j 1.27459e-06-0j -0.000145841-0j -0.00305493-0j -0.000440941-0j 0.000143157-0j 2.05686e-07-0j 1.30561e-06-0j 9.1061e-07-0j 1.53868e-07-0j -0.0001033-0j -2.3535e-05-0j -4.91197e-05-0j 7.02308e-09-0j -6.62496e-05-0j 2.31019e-05-0j -7.08981e-06-0j 0.00562037-0j 1.46949e-07-0j 2.09927e-08-0j 0.00081123-0j -0.00551695-0j 2.47402e-09-0j -1.66699e-05-0j -3.50928e-05-0j -2.40203e-06-0j -0.000796304-0j 1.12923e-10-0j -1.0691e-05-0j -2.83082e-07-0j -5.06521e-06-0j 2.35783e-06-0j 0.00398093-0j 1.49979e-08-0j -1.29209e-08-0j 0.0025531-0j 2.77873e-07-0j 0.000574598-0j 1.76752e-09-0j -1.70137e-06-0j 0.000368509-0j 1.26831e-08-0j 8.0676e-11-0j -2.00508e-07-0j -1.09114e-06-0j -9.15191e-09-0j -1.28593e-07-0j -5.86942e-09-0j 
0.000212482-0j 3.07928e-05-0j -0.00444681-0j 2.20836e-06-0j -0.00449289-0j 2.23125e-06-0j 1.01361e-05-0j -0.000520779-0j 1.25428e-05-0j 1.49319e-07-0j 7.31662e-06-0j -0.000644432-0j 1.84772e-07-0j -0.000375918-0j 1.07784e-07-0j -2.28001e-05-0j -3.80001e-06-0j 8.81353e-06-0j -0.130595-0j 5.39716e-06-0j 0.000138055-0j 7.71184e-06-0j 1.46892e-06-0j -2.79897e-08-0j 3.18097e-06-0j 0.0504824-0j 8.99527e-07-0j 0.030914-0j -5.33663e-05-0j 1.28531e-06-0j -3.268e-05-0j 0.0441721-0j 1.08196e-08-0j 5.30162e-07-0j -4.66955e-05-0j 0.0182201-0j 6.62564e-09-0j 9.46717e-09-0j -1.92609e-05-0j 3.90501e-09-0j 6.00571e-06-0j 9.69167e-07-0j -2.04753e-05-0j 5.53925e-06-0j -0.000229991-0j 1.14217e-07-0j 5.59665e-06-0j -3.30418e-06-0j 0.00555123-0j 4.84684e-06-0j -3.38809e-06-0j 3.99844e-06-0j 8.93893e-07-0j 0.000784109-0j 5.32079e-10-0j 1.27752e-06-0j 9.03156e-07-0j -3.89402e-07-0j -0.000212128-0j 7.82156e-07-0j -0.0189258-0j 1.05346e-07-0j -0.000214326-0j 1.1551e-05-0j 6.45246e-07-0j -0.000185612-0j 0.00512007-0j 1.06438e-07-0j -1.81402e-09-0j 2.06159e-07-0j -3.12494e-06-0j 9.2178e-08-0j 0.00517313-0j -0.000153122-0j 0.00448006-0j 4.90753e-10-0j -4.89233e-05-0j -3.15732e-06-0j 7.6043e-08-0j -2.73432e-06-0j 0.00369586-0j 2.42961e-08-0j 4.95839e-10-0j 4.29409e-10-0j -2.2557e-06-0j 0.00118085-0j 3.54244e-10-0j -7.20708e-07-0j 1.13183e-10-0j 
0.0025762-0j 0.000373343-0j 0.0529711-0j -7.94658e-05-0j -0.0180329-0j 2.70524e-05-0j 0.000122894-0j -0.00209022-0j -0.00045134-0j 1.81039e-06-0j 8.87093e-05-0j 0.00767657-0j -6.64887e-06-0j -0.0015088-0j 1.30681e-06-0j -0.0179418-0j 1.52655e-05-0j -0.0209321-0j -0.0018082-0j -0.0120024-0j -0.000183594-0j 0.0543592-0j 1.78097e-05-0j 1.12441e-07-0j -0.0075548-0j -0.00210956-0j 1.0212e-05-0j -0.00120961-0j -0.000214193-0j -4.62506e-05-0j -0.000122817-0j 0.00547838-0j 1.31181e-07-0j 6.42787e-06-0j 0.000556244-0j -0.000761381-0j 7.52185e-08-0j -3.40668e-07-0j -7.73064e-05-0j 4.73457e-08-0j 7.28153e-05-0j -0.00230177-0j 8.22537e-05-0j -0.000199325-0j -0.000923102-0j 1.38481e-06-0j 6.78558e-05-0j -0.00260013-0j -0.000231975-0j 5.50245e-05-0j -1.35986e-05-0j -0.00014388-0j 0.00630087-0j -0.00104275-0j 6.45112e-09-0j 1.54891e-05-0j -0.002145-0j 1.56431e-06-0j 0.0025269-0j -0.00173938-0j -0.000262043-0j -3.79079e-06-0j -0.000860229-0j -1.53612e-05-0j 0.00454821-0j -0.000697562-0j 0.000635009-0j 1.29049e-06-0j 7.28731e-09-0j -0.000489628-0j 3.72248e-05-0j 1.04646e-06-0j -0.000216175-0j 0.00182401-0j -0.000175297-0j -1.76593e-08-0j -0.00019636-0j -1.26724e-05-0j -2.73634e-06-0j -1.02761e-05-0j 0.000458373-0j 2.94574e-07-0j 6.01172e-09-0j 4.87492e-09-0j 2.68703e-05-0j -4.93452e-05-0j -1.27472e-08-0j -2.89266e-06-0j 1.37227e-09-0j 
