-0.35418-0j -0.41321-0j 0.750996-0j 0.355759-0j -0.149135-0j -0.045438-0j -0.0513277-0j 0.0412366-0j -0.0423432-0j 0.108834-0j 0.0297662-0j -0.00966548-0j -0.0291464-0j -0.00420692-0j -0.0322591-0j -0.00465621-0j 0.025094-0j -0.0170021-0j 0.00362201-0j -0.0257674-0j -0.00245404-0j -0.0037192-0j 0.0292763-0j 0.0520912-0j 0.00422567-0j -0.0173563-0j 0.00751872-0j 0.0546367-0j -0.00250516-0j 0.00788613-0j 0.0105664-0j 0.00152513-0j -0.00280144-0j -0.000404353-0j -0.0218946-0j -0.00387046-0j -0.000322538-0j -0.0238939-0j -0.00422389-0j -0.000351991-0j 0.0182113-0j -0.0187-0j -0.0168956-0j 0.00321933-0j 0.000268277-0j -0.00330572-0j -0.00298674-0j 0.0205718-0j -0.000275477-0j -0.0139381-0j -0.000248895-0j -0.0121959-0j 0.0358251-0j 0.00363662-0j -0.00246394-0j 0.0169709-0j 0.000303052-0j -0.00215595-0j 0.00633304-0j 0.0427039-0j -0.000205328-0j -0.00711426-0j -0.000179662-0j 0.000527753-0j 0.00300006-0j 0.0258599-0j 0.00754905-0j 0.000250005-0j -0.00125763-0j 0.00387387-0j 0.000629088-0j 0.00457143-0j -0.000104803-0j -0.000868031-0j 0.000684809-0j 0.000380952-0j 5.70674e-05-0j -0.000153448-0j -1.27873e-05-0j 
-0.000799971-0j -0.000300432-0j 0.000189367-0j -0.000270471-0j 0.000532897-0j -0.00325101-0j -0.0107681-0j -0.00299851-0j 0.00302835-0j 0.002549-0j -0.00198222-0j -0.00731453-0j -0.00209865-0j 0.0140859-0j 0.00225666-0j -0.0151464-0j 0.0055422-0j -0.00122422-0j -0.0371985-0j -0.00559736-0j 0.00821677-0j 0.0375687-0j 0.00208139-0j -0.000757445-0j -0.01397-0j -0.00114451-0j 0.00508386-0j 0.00132499-0j 0.00768179-0j -0.00889316-0j -0.00369191-0j 0.0247796-0j -0.00369599-0j 0.024807-0j 1.63853e-05-0j 0.026644-0j 0.0033093-0j -1.73725e-05-0j -0.0282493-0j -0.00350868-0j 1.3851e-05-0j -1.39889e-05-0j -3.81613e-05-0j 0.022523-0j 0.00279745-0j -0.0227472-0j -0.0620537-0j 4.5878e-05-0j -0.0028253-0j -1.0134e-05-0j -0.00770735-0j -2.52273e-05-0j 9.03344e-06-0j 0.0746016-0j -0.0164787-0j -1.29024e-05-0j 0.00926585-0j -0.0410218-0j 0.0146892-0j -6.27008e-06-0j -0.00204673-0j 2.5421e-05-0j -0.00509508-0j 0.00182446-0j -0.0209804-0j 5.97172e-06-0j -0.0101957-0j -0.00260586-0j 0.0413368-0j 3.11637e-05-0j -0.00126635-0j 0.00971055-0j 0.00513421-0j 1.8197e-05-0j 0.050675-0j 0.00120609-0j 0.00629406-0j 0.0295899-0j 0.0036752-0j 
0.00530227-0j -0.0182058-0j -0.0112428-0j -0.0254296-0j -0.0314883-0j 0.000680233-0j -0.00226147-0j -0.000617336-0j 0.00302668-0j 0.00479517-0j -0.000518511-0j -0.00270465-0j 0.000436338-0j 6.298e-05-0j -0.00142132-0j -0.00020515-0j -0.000375672-0j 0.000254531-0j -5.42235e-05-0j 0.00184185-0j 3.67383e-05-0j 0.000265848-0j 0.0012899-0j -0.000779835-0j 0.000186181-0j 0.000302337-0j -0.00011256-0j -0.00390542-0j 4.36386e-05-0j -0.000563699-0j 0.00223098-0j 0.000322014-0j 0.0013587-0j 0.000196112-0j 0.000327775-0j 5.79429e-05-0j 4.82858e-06-0j -0.00105275-0j -0.000186102-0j -1.55085e-05-0j -0.000272633-0j 0.00133667-0j 0.000252936-0j -4.81952e-05-0j -4.01627e-06-0j 0.000236292-0j 4.47133e-05-0j 0.000906382-0j 1.9691e-05-0j -0.000614105-0j 3.7261e-06-0j 0.000212446-0j -0.000536322-0j 0.000160227-0j -0.00010856-0j -0.00121308-0j 1.33523e-05-0j 3.75555e-05-0j -9.48092e-05-0j 0.00188151-0j -9.04663e-06-0j -0.0015021-0j 3.12962e-06-0j -7.90077e-06-0j -0.000214444-0j -0.000450466-0j 0.000332607-0j -1.78703e-05-0j -0.000265536-0j 0.00108401-0j 2.77172e-05-0j -7.96319e-05-0j -2.2128e-05-0j 0.00268764-0j 0.000191627-0j -6.63599e-06-0j 1.59689e-05-0j 0.000475113-0j 3.95927e-05-0j 
-0.000865677-0j -0.00100996-0j -0.00786248-0j 0.00437603-0j -0.000364513-0j 0.00525335-0j 0.00593429-0j -0.0239934-0j 0.00489554-0j 0.0538979-0j -0.0173194-0j 0.00111748-0j -7.12389e-05-0j 0.000983054-0j -7.8847e-05-0j 0.00108804-0j 0.00030867-0j -4.1556e-05-0j -0.00425947-0j -6.298e-05-0j 0.000573448-0j 0.000869087-0j 0.000360116-0j -0.000183574-0j -0.00496938-0j -4.24218e-05-0j 0.00253321-0j -0.000572014-0j 0.000585395-0j 0.00789345-0j 0.000129973-0j -0.00179354-0j -6.84721e-06-0j 9.44874e-05-0j 0.00779917-0j 0.000447485-0j 0.000113448-0j 0.00851137-0j 0.000488348-0j 0.000123808-0j -0.0326471-0j 0.0066612-0j 0.00601844-0j -0.00187316-0j -0.00047489-0j 0.000382193-0j 0.000345314-0j -0.0368788-0j 9.68949e-05-0j 0.00496496-0j 8.75453e-05-0j 0.00434434-0j 0.0546623-0j -0.00211596-0j 0.00028487-0j -0.0304235-0j -0.000536446-0j 0.000249261-0j 0.00313631-0j 0.0219327-0j 7.22212e-05-0j 0.0025342-0j 6.31935e-05-0j 0.000795127-0j -0.00174558-0j 0.0394573-0j 0.00125841-0j -0.000442545-0j 0.000145402-0j -0.00694462-0j 0.000319037-0j 0.00226391-0j 3.68629e-05-0j 0.000309205-0j -0.000398455-0j 0.000573953-0j -0.000101018-0j 1.7741e-05-0j 4.49775e-06-0j 
-0.0014994-0j 4.96663e-05-0j 0.0031793-0j -0.00146321-0j 0.00185812-0j -0.000192359-0j -3.0929e-06-0j -0.000348219-0j -0.000347384-0j 6.55814e-06-0j -0.000246645-0j 0.000160761-0j 0.023867-0j -1.78097e-05-0j 0.000375999-0j -2.80574e-07-0j -0.0205486-0j -0.0694643-0j 1.53335e-05-0j -0.0204993-0j 5.18348e-05-0j 1.52968e-05-0j 0.000680655-0j -0.0426557-0j -5.07911e-07-0j 0.0554884-0j 3.183e-05-0j 0.0434664-0j -4.14059e-05-0j -3.2435e-05-0j 0.0254647-0j -1.9002e-05-0j -0.0112741-0j 8.41282e-06-0j -9.26894e-05-0j 0.00316938-0j -1.36544e-06-0j -1.4398e-06-0j 4.92319e-05-0j -2.12103e-08-0j 7.70963e-05-0j 7.69115e-05-0j 0.000142673-0j -0.0026362-0j 1.13574e-06-0j -0.00262988-0j -0.0048785-0j 1.23962e-06-0j 1.13301e-06-0j 4.19051e-06-0j 2.10178e-06-0j 0.000101056-0j -0.000302522-0j -4.23869e-05-0j -0.000143288-0j 0.00013923-0j 1.82613e-08-0j -0.00345547-0j 0.0103443-0j 2.57325e-06-0j 6.17321e-08-0j -0.000176807-0j 1.4887e-06-0j -4.45657e-06-0j -0.00476075-0j -0.000214278-0j -8.79886e-05-0j 2.05105e-06-0j 0.00604565-0j -6.44319e-05-0j 3.79076e-08-0j 0.00732692-0j -2.60461e-06-0j 2.16824e-05-0j 0.00220316-0j -3.15661e-06-0j -9.49171e-07-0j -0.000741398-0j 3.19412e-07-0j 
0.00142829-0j 0.00650576-0j 0.00102042-0j 0.0013353-0j 0.000699796-0j -0.00866758-0j 0.0191641-0j 0.0159463-0j 0.0147552-0j 0.0136915-0j -0.0223434-0j 0.0238887-0j 0.000117538-0j -0.00162196-0j -0.000254627-0j 0.0035137-0j 0.000102846-0j -0.000342092-0j -0.00141921-0j 9.51636e-05-0j 0.00472067-0j -0.0013132-0j 0.000468455-0j 4.24218e-05-0j -0.00646439-0j -0.000540571-0j -0.000585395-0j 6.79882e-05-0j 0.00745956-0j -0.000938197-0j 5.03895e-05-0j -0.000695346-0j -0.000499749-0j 0.00689624-0j -0.012868-0j -0.000738313-0j -0.00018718-0j 0.0274864-0j 0.00157706-0j 0.000399822-0j -0.0108777-0j -0.0100652-0j 0.0198072-0j -0.000624119-0j -0.000158229-0j -0.000577499-0j 0.00113646-0j 0.0240506-0j -0.00014641-0j -0.0799986-0j 0.000288119-0j -0.0277531-0j 0.0141509-0j 0.00137993-0j -0.00459-0j 0.0185176-0j 0.000349844-0j -0.00159236-0j 0.000811924-0j 0.00992037-0j -0.00116367-0j 0.00970456-0j -0.000403701-0j 0.000205842-0j 0.00106246-0j -0.0198278-0j 0.000569192-0j 0.00026936-0j 0.000556809-0j 0.02998-0j 0.000144303-0j -0.00113764-0j 0.000141164-0j 0.0502113-0j 0.00172013-0j -0.000288418-0j 0.000436094-0j 0.00288093-0j 0.000730382-0j 
1.03057e-05-0j -5.99889e-05-0j 7.36273e-06-0j 1.05204e-05-0j 4.33944e-06-0j -0.000254126-0j -0.000287066-0j 0.00116945-0j 0.00118157-0j -0.00020509-0j -0.00016919-0j -5.40571e-05-0j 8.48082e-07-0j 0.00338001-0j 9.38655e-07-0j 0.00374099-0j 7.42072e-07-0j 3.44204e-06-0j 0.00295751-0j 7.49762e-07-0j 0.0137182-0j 0.00298816-0j -4.31957e-06-0j 3.06089e-07-0j -0.0172155-0j -2.51975e-06-0j 0.00121991-0j 5.35656e-07-0j -0.0100424-0j 0.00213484-0j 3.12466e-07-0j 0.00124533-0j 8.15144e-08-0j 0.000324874-0j 6.37074e-07-0j -2.16467e-05-0j -0.0246009-0j 6.9525e-07-0j -2.36234e-05-0j -0.0268473-0j 5.38538e-07-0j 5.44119e-07-0j -2.45286e-06-0j -1.82986e-05-0j -0.0207959-0j -1.84882e-05-0j 8.33441e-05-0j 6.08344e-07-0j -0.0210114-0j 2.82175e-06-0j 0.0947183-0j 3.54867e-07-0j -1.75241e-06-0j -2.06705e-05-0j -9.58782e-05-0j -2.50397e-06-0j -0.0234914-0j -1.20578e-05-0j 5.95439e-05-0j 2.50929e-07-0j -0.108963-0j -1.03283e-06-0j -0.0137033-0j 0.06767-0j 8.50804e-05-0j 2.53529e-07-0j -8.52613e-06-0j 0.0966916-0j 3.50939e-05-0j 1.14557e-07-0j -0.00968972-0j -8.61449e-06-0j 0.0398832-0j 2.52574e-08-0j -3.89244e-06-0j -0.00979013-0j -0.00442365-0j -8.58202e-07-0j -0.000975324-0j 
4.71388e-05-0j 1.77031e-05-0j -1.11585e-05-0j 1.59376e-05-0j -3.14013e-05-0j 0.000385139-0j 0.00127567-0j 0.000355225-0j -0.000358761-0j -0.000301974-0j 0.000234828-0j 0.000866534-0j -1.28531e-06-0j -0.00512256-0j 1.38208e-06-0j 0.00550823-0j 3.39428e-06-0j -7.49762e-07-0j 0.0135278-0j -3.42806e-06-0j -0.00298816-0j -0.0136625-0j 1.27473e-06-0j -4.63892e-07-0j 0.00508041-0j -7.00946e-07-0j -0.00184883-0j 8.11481e-07-0j -0.00279361-0j 0.00323414-0j -2.26108e-06-0j -0.0090115-0j -2.26358e-06-0j -0.00902146-0j -9.65515e-07-0j 3.28065e-05-0j 0.0372837-0j 1.02369e-06-0j -3.47831e-05-0j -0.03953-0j -8.16179e-07-0j 8.24303e-07-0j 2.24868e-06-0j 2.77323e-05-0j 0.031517-0j -2.80084e-05-0j -7.64062e-05-0j -2.70338e-06-0j -0.0318308-0j 5.9715e-07-0j -0.0868336-0j 1.48653e-06-0j -5.32301e-07-0j 9.18563e-05-0j -2.02901e-05-0j 7.6028e-07-0j 0.104392-0j -5.05098e-05-0j 1.80867e-05-0j 3.69468e-07-0j -0.0230592-0j -1.49795e-06-0j -0.057403-0j 0.020555-0j -2.5833e-05-0j -3.51887e-07-0j -1.25539e-05-0j -0.0293585-0j 5.08977e-05-0j -1.83634e-06-0j -0.0142671-0j 1.19565e-05-0j 0.0578438-0j -1.07227e-06-0j 6.23957e-05-0j 0.0135883-0j 0.070911-0j 3.64338e-05-0j 0.041406-0j 
-0.00138323-0j 0.00793101-0j -0.000988226-0j -0.0258727-0j -0.0188693-0j -0.000177455-0j 0.000985167-0j -0.000163673-0j -0.00303003-0j 0.000703837-0j 0.00522628-0j -0.0053961-0j -0.00011383-0j -1.64299e-05-0j 0.000619172-0j 8.93697e-05-0j -9.96009e-05-0j -6.64006e-05-0j -1.43761e-05-0j -0.00184388-0j -9.5841e-06-0j -0.000266142-0j 0.000571081-0j -4.10833e-05-0j 8.24285e-05-0j 0.00299849-0j -5.92986e-06-0j -0.00131733-0j 0.000432795-0j -0.000190141-0j -0.0013587-0j -0.000196112-0j 0.00172477-0j 0.000248949-0j -8.55081e-05-0j -1.51158e-05-0j -1.25965e-06-0j 0.000458613-0j 8.1072e-05-0j 6.756e-06-0j -7.22826e-05-0j -0.00133815-0j -6.59847e-05-0j -1.27779e-05-0j -1.06482e-06-0j -0.000236553-0j -1.16646e-05-0j 0.000401286-0j -1.97128e-05-0j 0.000267524-0j -9.72046e-07-0j 0.00210697-0j -4.71417e-05-0j 7.0938e-05-0j 4.7292e-05-0j -0.00123422-0j 5.9115e-06-0j 0.000372464-0j -8.33356e-06-0j 0.000165522-0j 3.941e-06-0j -0.000900129-0j 3.10387e-05-0j -6.94463e-07-0j -0.000218181-0j 0.0015053-0j 2.92604e-05-0j -1.81817e-05-0j -0.000159122-0j -0.00219798-0j 2.43837e-06-0j 0.000266101-0j -1.32602e-05-0j 0.0034007-0j -0.000388552-0j 2.21751e-05-0j -3.23794e-05-0j 0.000601164-0j 5.0097e-05-0j 
-0.000530117-0j -0.00061847-0j -0.00481477-0j 0.00267976-0j -0.000223217-0j -6.80091e-05-0j -7.68245e-05-0j 0.000310616-0j -6.3377e-05-0j -0.000697756-0j 0.000224214-0j -1.44668e-05-0j 0.00843824-0j -6.29669e-06-0j 0.00933942-0j -6.96916e-06-0j -0.036562-0j 0.00492231-0j 2.72829e-05-0j 0.00745998-0j -3.67307e-06-0j -5.5667e-06-0j -0.0426557-0j 0.0217443-0j 3.183e-05-0j 0.00502486-0j -1.62258e-05-0j 0.067755-0j -3.74959e-06-0j -5.05593e-05-0j -0.0153952-0j 1.14881e-05-0j 0.000811052-0j -6.05214e-07-0j -3.27706e-05-0j 0.00112055-0j -4.82757e-07-0j -3.57632e-05-0j 0.00122287-0j -5.26841e-07-0j 0.000137177-0j -2.79891e-05-0j -2.52884e-05-0j -0.00469057-0j 2.02081e-06-0j 0.000957047-0j 0.000864699-0j 0.000154958-0j -4.12318e-07-0j -2.08618e-05-0j -3.72533e-07-0j -1.82541e-05-0j -0.000229681-0j -0.00529856-0j 0.000713341-0j 0.000127834-0j 2.28275e-06-0j 0.000624173-0j 0.0078536-0j -9.21573e-05-0j -3.07324e-07-0j -1.06482e-05-0j -2.68908e-07-0j -3.38352e-06-0j -0.00437109-0j -0.000165792-0j 0.00315118-0j 1.88317e-06-0j 0.000364101-0j 2.918e-05-0j -1.3576e-06-0j 0.00566903-0j -1.56863e-07-0j -1.29922e-06-0j -0.000997768-0j -2.44235e-06-0j 4.29862e-07-0j 4.4425e-05-0j -1.91393e-08-0j 
0.00151493-0j -0.00171711-0j 0.00101343-0j 0.00458801-0j 0.00304576-0j -0.00919336-0j 0.0100894-0j 0.0251659-0j 0.00856372-0j 0.00674939-0j 0.0166364-0j -0.0206844-0j 0.000124668-0j -0.00172035-0j -0.000134054-0j 0.00184987-0j -0.000323754-0j 7.2723e-05-0j 0.00446761-0j -0.00011017-0j -0.00100353-0j 0.00152029-0j 0.00036696-0j 0.000572014-0j -0.00506384-0j 6.79882e-05-0j -0.00789345-0j -7.36996e-05-0j -0.000938197-0j 0.00101701-0j -0.000650904-0j 0.00898209-0j 0.000219556-0j -0.00302974-0j -0.0136485-0j -0.0007831-0j -0.000198534-0j 0.0144709-0j 0.000830281-0j 0.000210496-0j 0.0342424-0j 0.0116524-0j -0.0105323-0j 0.0019647-0j 0.000498096-0j 0.000668567-0j -0.0006043-0j -0.0375798-0j 0.000169497-0j 0.00844134-0j -0.000153204-0j -0.00696256-0j -0.00704568-0j -0.00215618-0j 0.000484331-0j -0.0318972-0j -0.000546642-0j -0.000399484-0j -0.000404253-0j 0.0663966-0j 0.000122789-0j -0.021175-0j -0.000101279-0j -0.000102488-0j -0.00183014-0j -0.00465768-0j 0.00380957-0j -0.000463982-0j -0.00121494-0j 0.0770429-0j 0.000965816-0j -0.000267239-0j -0.000308016-0j -0.0151576-0j 0.00442042-0j -6.77514e-05-0j 0.00112068-0j -0.000869684-0j -0.000220485-0j 
0.000306063-0j -1.01381e-05-0j -0.000648971-0j 0.000298676-0j -0.000379287-0j -0.00375394-0j -6.0359e-05-0j -0.0067956-0j -0.00677931-0j 0.000127984-0j -0.00481336-0j 0.00313729-0j -0.00242332-0j 0.016265-0j -3.81769e-05-0j 0.000256238-0j 0.00208639-0j 0.00705301-0j -0.0140036-0j 0.00208139-0j -0.0473389-0j -0.01397-0j -6.91099e-05-0j 0.00433102-0j 0.000463856-0j -0.00563399-0j -0.0290692-0j -0.00441334-0j 0.0378145-0j 0.0296217-0j -0.00258554-0j 0.0173538-0j 0.00114471-0j -0.00768312-0j 1.89201e-05-0j 0.0307658-0j 0.00382125-0j 2.93898e-07-0j 0.000477905-0j 5.93578e-05-0j -1.57372e-05-0j -1.56995e-05-0j -2.9123e-05-0j -0.0255901-0j -0.0031784-0j -0.0255288-0j -0.0473567-0j -2.53036e-07-0j -0.00317078-0j -8.55384e-07-0j -0.00588191-0j -2.0628e-05-0j 6.1752e-05-0j -0.000411459-0j -0.00139093-0j -2.84201e-05-0j -5.1105e-05-0j -0.033543-0j 0.100414-0j -5.25263e-07-0j -0.00017276-0j 3.60905e-05-0j -0.00416618-0j 0.0124719-0j -0.0462136-0j 4.37393e-05-0j -0.000854124-0j -0.00573994-0j 0.0586864-0j 1.31521e-05-0j -0.000106086-0j 0.0711239-0j 0.00728911-0j -4.4259e-06-0j 0.0213865-0j 0.0088339-0j 0.0026563-0j -0.0071969-0j -0.000893887-0j 
0.000874648-0j 0.00398395-0j 0.000624879-0j 0.000817702-0j 0.000428535-0j 0.000112209-0j -0.000248095-0j -0.000206439-0j -0.000191019-0j -0.000177248-0j 0.000289255-0j -0.00030926-0j -0.0139224-0j 1.0389e-05-0j 0.0301605-0j -2.2506e-05-0j -0.0121821-0j 0.0405208-0j 9.09038e-06-0j -0.0112721-0j -3.0237e-05-0j 8.41136e-06-0j -0.0554884-0j -0.00502486-0j 4.14059e-05-0j 0.0640306-0j 3.74959e-06-0j -0.0080532-0j -4.77802e-05-0j 6.00936e-06-0j -0.00596864-0j 4.45385e-06-0j 0.0591952-0j -4.4172e-05-0j 5.40688e-05-0j -0.00184881-0j 7.96509e-07-0j -0.000115493-0j 0.00394911-0j -1.70137e-06-0j 4.5706e-05-0j 4.22919e-05-0j -8.3226e-05-0j -0.00156285-0j 6.73313e-07-0j -0.00144611-0j 0.00284579-0j -0.000101056-0j 6.23019e-07-0j 0.000336139-0j -1.22604e-06-0j 0.000116613-0j -5.94596e-05-0j 0.00345547-0j -0.0114938-0j -7.78074e-05-0j -1.4887e-06-0j -0.00398742-0j 0.00203313-0j -4.16835e-05-0j 4.9518e-06-0j -4.07768e-05-0j 1.71788e-06-0j -8.75922e-07-0j 0.00266051-0j 8.33126e-05-0j 0.00142531-0j -1.14621e-06-0j 0.0013943-0j -0.00012597-0j -6.14056e-07-0j -0.00284875-0j -6.00698e-07-0j -0.000210979-0j 0.00430738-0j 1.22731e-06-0j -1.85572e-06-0j 0.00721411-0j -3.10801e-06-0j 
0.00010821-0j 0.000126245-0j 0.00098281-0j -0.000547004-0j 4.55641e-05-0j -0.00132722-0j -0.00149925-0j 0.00606177-0j -0.00123682-0j -0.0136169-0j 0.00437561-0j -0.000282323-0j -0.000856772-0j 0.00575054-0j -0.000948273-0j 0.00636468-0j 0.0037123-0j -0.000499784-0j -0.0249165-0j -0.000757445-0j 0.00335448-0j 0.00508386-0j 0.00433102-0j -0.0022078-0j -0.0290692-0j -0.000510196-0j 0.0148184-0j -0.00687946-0j 0.00342437-0j 0.046174-0j 0.00156315-0j -0.0104916-0j -8.23497e-05-0j 0.00055272-0j 6.68928e-06-0j 0.0108774-0j 0.00135102-0j 7.30012e-06-0j 0.0118706-0j 0.00147439-0j -2.80011e-05-0j 5.71325e-06-0j 5.16197e-06-0j -0.0455323-0j -0.00565532-0j 0.00929025-0j 0.00839382-0j -3.16306e-05-0j 0.00115389-0j 4.25841e-06-0j 0.00104255-0j 3.7261e-06-0j 4.68834e-05-0j -0.0514342-0j 0.00692454-0j -2.6094e-05-0j -0.00638836-0j 0.00605898-0j 0.0762365-0j 1.88115e-05-0j 0.000860059-0j 2.17356e-06-0j 0.000752552-0j 0.00946891-0j -0.0424311-0j 3.38422e-05-0j 0.0305892-0j -0.00527013-0j 0.0035344-0j -5.95634e-06-0j 0.00379931-0j 0.0550304-0j 0.000438988-0j 2.65203e-07-0j -0.00968554-0j 0.00683502-0j -0.00120299-0j 0.000431243-0j 5.35623e-05-0j 
0.000927704-0j -0.00105151-0j 0.000620598-0j 0.00280957-0j 0.00186514-0j 0.000119016-0j -0.000130616-0j -0.000325795-0j -0.000110865-0j -8.73767e-05-0j -0.000215373-0j 0.000267777-0j -0.0147669-0j 1.10192e-05-0j 0.0158787-0j -1.18488e-05-0j 0.0383486-0j -0.00861404-0j -2.86161e-05-0j 0.0130497-0j 6.42787e-06-0j -9.73777e-06-0j -0.0434664-0j -0.067755-0j 3.2435e-05-0j -0.0080532-0j 5.05593e-05-0j 0.00872972-0j 6.00936e-06-0j -6.51419e-06-0j 0.0770996-0j -5.75323e-05-0j -0.0260064-0j 1.94062e-05-0j 5.73486e-05-0j -0.00196095-0j 8.44825e-07-0j -6.08039e-05-0j 0.0020791-0j -8.95725e-07-0j -0.00014388-0j -4.89611e-05-0j 4.42546e-05-0j 0.00491978-0j -2.11956e-06-0j 0.00167415-0j -0.00151322-0j 0.000157903-0j -7.21265e-07-0j -3.54689e-05-0j 6.51933e-07-0j 2.92554e-05-0j 2.96046e-05-0j -0.00539927-0j 0.00121281-0j 0.000134026-0j 2.32613e-06-0j -0.00100034-0j -0.00101229-0j -0.000278986-0j -5.22507e-07-0j 8.89735e-05-0j 4.30972e-07-0j 4.36117e-07-0j -0.00458283-0j 1.95707e-05-0j 0.00953952-0j 1.97439e-06-0j -0.00304232-0j -0.00032372-0j -4.10985e-06-0j -0.000669191-0j 1.3107e-06-0j 6.36895e-05-0j 0.0110691-0j 2.88303e-07-0j -4.76885e-06-0j -0.00217777-0j 9.38235e-07-0j 
-0.000178537-0j -0.00081322-0j -0.000127553-0j -0.000166913-0j -8.74744e-05-0j 0.0021898-0j -0.00484166-0j -0.00402873-0j -0.00372779-0j -0.00345905-0j 0.0056449-0j -0.00603531-0j 0.0014136-0j -0.0094879-0j -0.00306233-0j 0.020554-0j 0.0012369-0j -0.00411426-0j -0.00830192-0j 0.00114451-0j 0.0276143-0j -0.00768179-0j 0.00563399-0j 0.000510196-0j -0.0378145-0j -0.00650131-0j -0.00342437-0j 0.000817677-0j 0.0436359-0j -0.00548814-0j 0.000606022-0j -0.00406754-0j -0.00601035-0j 0.0403407-0j -1.10368e-05-0j -0.0179467-0j -0.00222906-0j 2.35749e-05-0j 0.0383348-0j 0.00476135-0j -9.3297e-06-0j -8.6328e-06-0j 1.69884e-05-0j -0.0151709-0j -0.00188429-0j -0.0140377-0j 0.0276247-0j 2.0628e-05-0j -0.00174354-0j -6.86141e-05-0j 0.00343111-0j -2.38036e-05-0j 1.21371e-05-0j 0.033543-0j -0.111573-0j 1.58824e-05-0j 0.00416618-0j -0.0387067-0j 0.0197361-0j 8.50862e-06-0j -0.0138578-0j 8.32352e-06-0j -0.00480755-0j 0.0024513-0j 0.0258261-0j -1.70061e-05-0j 0.0138358-0j 0.00320772-0j 0.0135348-0j 2.57136e-05-0j 0.00171846-0j -0.0276534-0j 0.00168108-0j 4.30658e-05-0j 0.0418126-0j -0.00343468-0j 0.00519331-0j 0.0700288-0j 0.00869789-0j 
-1.80349e-05-0j 5.97393e-07-0j 3.8241e-05-0j -1.75996e-05-0j 2.23497e-05-0j 0.00044472-0j 7.15057e-06-0j 0.000805058-0j 0.000803128-0j -1.5162e-05-0j 0.000570226-0j -0.000371667-0j -1.48414e-06-0j -0.00591502-0j -2.33811e-08-0j -9.31851e-05-0j 1.27779e-06-0j 4.31957e-06-0j 0.00509262-0j 1.27473e-06-0j 0.0172155-0j 0.00508041-0j -4.23259e-08-0j 2.6525e-06-0j -0.000168689-0j -3.45049e-06-0j 0.0105715-0j -2.70292e-06-0j -0.0137519-0j -0.0107724-0j -1.5835e-06-0j -0.006311-0j 7.01068e-07-0j 0.00279409-0j -1.11488e-06-0j 3.78817e-05-0j 0.0430515-0j -1.73181e-08-0j 5.8844e-07-0j 0.000668746-0j 9.27324e-07-0j 9.25101e-07-0j 1.71609e-06-0j -3.15089e-05-0j -0.035809-0j -3.14334e-05-0j -5.83099e-05-0j 1.49103e-08-0j -0.0357231-0j 5.0404e-08-0j -0.0662675-0j 1.21552e-06-0j -3.63877e-06-0j -5.06626e-07-0j -1.71264e-06-0j 1.67467e-06-0j -0.000575766-0j -4.13012e-05-0j 0.000123639-0j 3.09514e-08-0j -0.00194637-0j -2.12666e-06-0j -0.0469376-0j 0.140513-0j -5.69025e-05-0j -2.57736e-06-0j -1.05168e-06-0j -0.0646681-0j 7.22601e-05-0j -7.74995e-07-0j -0.0011952-0j 8.75743e-05-0j 0.0821216-0j 2.60799e-07-0j 2.6333e-05-0j 0.0995258-0j 0.0299267-0j -8.86149e-06-0j -0.0100708-0j 
-0.000883712-0j 0.00303429-0j 0.00187381-0j 0.00423826-0j 0.00524805-0j 0.00536279-0j -0.0178288-0j -0.00486692-0j 0.0238616-0j 0.037804-0j -0.00408782-0j -0.0213228-0j -7.2723e-05-0j 0.00100353-0j 0.000236886-0j -0.00326889-0j 6.26119e-05-0j -4.24218e-05-0j -0.000864007-0j -0.000306975-0j 0.000585395-0j 0.00423607-0j -0.000214983-0j 0.000129973-0j 0.00296663-0j -5.03895e-05-0j -0.00179354-0j 0.000650904-0j 0.000695346-0j -0.00898209-0j -0.00037183-0j 0.00513103-0j -0.000226451-0j 0.00312488-0j 0.00796165-0j 0.000456808-0j 0.000115812-0j -0.0255714-0j -0.00146718-0j -0.000371965-0j -0.00662227-0j 0.0324678-0j 0.00614383-0j -0.000379959-0j -9.63286e-05-0j 0.00186287-0j 0.000352508-0j 0.022016-0j 0.000472281-0j -0.0149166-0j 8.93692e-05-0j 0.00516031-0j -0.0130273-0j 0.00126319-0j -0.000855857-0j -0.0294656-0j 0.000320249-0j 0.000296078-0j -0.000747453-0j 0.0457018-0j -0.00021698-0j -0.036486-0j 7.50627e-05-0j -0.000189497-0j -0.00169062-0j -0.0109418-0j 0.00262219-0j -0.000428612-0j -0.00209342-0j 0.0263305-0j 0.000664786-0j -0.000627799-0j -0.000530732-0j 0.0652829-0j 0.00151074-0j -0.000159162-0j 0.000383008-0j 0.00374568-0j 0.000949616-0j 
