-0.201932-0j -0.223498-0j 0.533269-0j -0.117794-0j 0.538795-0j -0.206139-0j -0.0728812-0j -0.120248-0j -0.127542-0j -0.0743995-0j -0.0194089-0j -0.0268153-0j -0.029264-0j -0.0226678-0j -0.0229027-0j 0.0624527-0j 0.0772813-0j -0.0170707-0j 0.0450808-0j -0.0147836-0j -0.0211239-0j -0.0105619-0j -0.00871315-0j -0.0106714-0j -0.00482184-0j -0.00106312-0j -0.0176256-0j -0.00254403-0j -0.0190378-0j -0.00274787-0j -0.0145403-0j -0.00209872-0j -0.014691-0j -0.00212047-0j -0.0130053-0j 0.062651-0j -0.00187715-0j 0.00904289-0j -0.0160932-0j -0.00232286-0j -0.00938771-0j 0.0443389-0j -0.001355-0j 0.0271519-0j 0.00639977-0j -0.00848187-0j 0.00391904-0j 0.0387965-0j -0.00122425-0j -0.00856977-0j 0.0055998-0j 0.0160028-0j -0.0104958-0j -0.00123694-0j 0.0023098-0j -0.00262394-0j -0.00151493-0j -0.00865857-0j -0.00530227-0j -0.000378734-0j -0.00124976-0j -0.00276646-0j -0.000765317-0j -0.00378813-0j -0.000399304-0j -0.000546769-0j -0.00139756-0j -0.000201721-0j -0.000266852-0j -3.85167e-05-0j 
0.0106616-0j 0.0464795-0j 0.00932891-0j 0.00621927-0j -0.00942176-0j -0.0105739-0j 0.00384798-0j 0.00581435-0j -0.00673123-0j 0.0187557-0j 0.0187764-0j 0.00141579-0j -0.00150109-0j -0.00485221-0j 0.00490051-0j 0.00109254-0j -0.00131346-0j -0.000875639-0j 0.000722241-0j 0.000780546-0j -0.00111485-0j -0.000541774-0j 0.00219653-0j 0.000515994-0j 0.00269274-0j 0.00157233-0j 0.000930594-0j 0.00013432-0j -0.000976542-0j -0.000140952-0j 0.000767701-0j 0.000110808-0j -0.000775342-0j -0.000111911-0j -0.00278388-0j 0.000470119-0j -0.000401818-0j 6.78558e-05-0j 0.00334681-0j 0.00048307-0j -0.00184033-0j -0.000753576-0j -0.000265629-0j 0.000474991-0j -0.000108769-0j 0.000447826-0j 6.8559e-05-0j -0.000678425-0j 6.46381e-05-0j -0.000452283-0j -9.79221e-05-0j 0.00133667-0j -0.00053838-0j -6.52814e-05-0j 0.000192932-0j 0.000138539-0j -7.77085e-05-0j 0.000418669-0j -0.000279836-0j 1.99964e-05-0j 6.04296e-05-0j 0.00154492-0j -4.03908e-05-0j 0.000954964-0j 0.00022299-0j 0.000137837-0j 0.00135202-0j 0.000195147-0j 0.000558566-0j 8.0622e-05-0j 
-0.00963285-0j -0.0106616-0j 0.0254387-0j 0.0280362-0j 0.0257024-0j 0.0196149-0j -0.00347668-0j 0.011442-0j -0.00608419-0j -0.00354911-0j -0.000925873-0j -0.00127918-0j -0.00139599-0j -0.00108133-0j -0.00109254-0j -0.00594261-0j 0.00368658-0j 0.004063-0j 0.00215051-0j 0.00140672-0j 0.00201001-0j -0.00050384-0j 0.000829089-0j -0.000509061-0j -0.000230018-0j -5.07143e-05-0j -0.000840799-0j -0.000121359-0j -0.000908167-0j -0.000131083-0j -0.000693624-0j -0.000100116-0j -0.000700812-0j -0.000101153-0j 0.0012375-0j 0.00298866-0j 0.000178618-0j 0.000431377-0j -0.000767701-0j -0.000110808-0j -0.000447826-0j -0.00421901-0j -6.46381e-05-0j 0.00129524-0j -0.000608962-0j 0.00201878-0j 0.000186952-0j 0.00185073-0j 0.000291385-0j 0.0020397-0j 0.000267129-0j 0.000763386-0j 0.000998713-0j 0.000294405-0j 0.000110185-0j -0.000125171-0j 0.000144152-0j 0.000823896-0j -0.000252936-0j -1.80669e-05-0j 0.000118919-0j 0.000263239-0j -3.65082e-05-0j -0.000180706-0j 3.79952e-05-0j -2.60827e-05-0j -6.66685e-05-0j -9.62277e-06-0j -1.27297e-05-0j -1.83738e-06-0j 
0.00186539-0j -0.00837051-0j -0.00160604-0j 0.00108815-0j 0.00164913-0j -0.00187371-0j -0.00333388-0j 0.00111082-0j -0.00349679-0j -0.000676257-0j 0.000179294-0j -0.0117174-0j -0.0127874-0j -0.0395138-0j 0.0405741-0j -0.00904207-0j 0.0110095-0j -0.00745933-0j -0.00652691-0j 0.0191727-0j 0.00908238-0j 0.022854-0j -0.00380737-0j 0.0138396-0j 0.00207319-0j -0.000464548-0j -0.0156656-0j -0.00224682-0j -0.0169207-0j -0.00242684-0j 0.0127161-0j 0.0018238-0j -0.0130574-0j -0.00187274-0j 0.0468637-0j -0.00791395-0j 0.00672138-0j -0.00113505-0j -0.0570606-0j -0.00818386-0j 0.033828-0j -0.0130574-0j 0.00485175-0j 0.0237314-0j -0.00187274-0j 0.00741774-0j 0.00340365-0j 0.0112419-0j 0.00106388-0j -0.00761679-0j 0.00161236-0j -0.00471265-0j 0.0276866-0j -0.00109243-0j -0.000675908-0j 0.0161755-0j 0.00397093-0j 0.00757228-0j 0.0233365-0j 0.00231995-0j 0.00108605-0j -0.00245882-0j 0.00334701-0j 0.00999262-0j -0.000352654-0j 0.00143318-0j 0.00122223-0j 0.000175297-0j -0.000237177-0j -3.40169e-05-0j 
-0.000155449-0j 0.000697542-0j 0.000133836-0j -9.06788e-05-0j -0.000137428-0j 0.000156142-0j 0.000277823-0j -9.2568e-05-0j 0.0002914-0j 5.63548e-05-0j -1.49412e-05-0j 0.00297064-0j 0.00324191-0j 0.0100177-0j -0.0102865-0j 0.00229238-0j -0.00279117-0j 0.00189111-0j 0.00165473-0j -0.00486072-0j -0.0023026-0j -0.00579403-0j 0.000965256-0j -0.00350865-0j -0.000525603-0j 0.000117774-0j -1.35683e-05-0j -0.0268499-0j -1.46555e-05-0j -0.0290013-0j 1.10138e-05-0j 0.0217948-0j -1.13093e-05-0j -0.0223796-0j 4.05898e-05-0j -6.85447e-06-0j 0.0803218-0j -0.0135641-0j -4.94216e-05-0j -0.0977988-0j 2.92993e-05-0j -1.13093e-05-0j 0.0579793-0j 2.05543e-05-0j -0.0223796-0j 6.42469e-06-0j 0.0406743-0j 9.7369e-06-0j 0.0127136-0j -6.59709e-06-0j 0.019268-0j -4.08174e-06-0j 2.39801e-05-0j -0.0130548-0j -0.00807723-0j 1.401e-05-0j 0.0474534-0j 6.55854e-06-0j 2.02123e-05-0j 0.0277239-0j 0.0129785-0j -2.12965e-06-0j 0.0399974-0j 8.65486e-06-0j -0.00421429-0j 0.0171268-0j 1.0586e-06-0j 0.00209483-0j -2.05425e-07-0j -0.000406509-0j 
-0.00188472-0j -0.00821649-0j -0.00164913-0j -0.00109942-0j 0.00166555-0j 0.00186922-0j -0.000680233-0j -0.00102784-0j 0.00118993-0j -0.00331557-0j -0.00331923-0j 0.0118389-0j -0.0125521-0j -0.0405741-0j 0.040978-0j 0.00913577-0j -0.0109831-0j -0.00732208-0j 0.00603937-0j 0.00652691-0j -0.00932232-0j -0.00453031-0j 0.0183674-0j 0.00431474-0j 0.0225167-0j 0.0131478-0j 0.0158279-0j 0.0022701-0j -0.0166094-0j -0.00238219-0j 0.0130574-0j 0.00187274-0j -0.0131873-0j -0.00189138-0j -0.0473493-0j 0.00799597-0j -0.00679103-0j 0.00114681-0j 0.0569238-0j 0.00816425-0j -0.0313011-0j -0.0128171-0j -0.00448934-0j 0.00807883-0j -0.00183828-0j 0.00761679-0j 0.0011587-0j -0.0115389-0j 0.00109243-0j -0.00769261-0j -0.00165496-0j 0.0227346-0j -0.00915698-0j -0.00110331-0j 0.00326069-0j 0.00235632-0j -0.00131333-0j 0.00712088-0j -0.00475956-0j 0.000337954-0j 0.00102131-0j 0.0262766-0j -0.000682635-0j 0.0162424-0j 0.00376869-0j 0.00232955-0j 0.0229956-0j 0.00329812-0j 0.0095003-0j 0.00136257-0j 
0.00170286-0j 0.00188472-0j -0.00449698-0j -0.00495615-0j -0.00454358-0j -0.00346746-0j 0.000614596-0j -0.00202268-0j 0.00107554-0j 0.0006274-0j 0.000163673-0j -0.0106965-0j -0.0116733-0j -0.00904207-0j -0.00913577-0j -0.049692-0j 0.0308271-0j 0.0339748-0j 0.0179825-0j 0.011763-0j 0.0168077-0j -0.0042131-0j 0.00693283-0j -0.00425676-0j -0.00192341-0j -0.000424072-0j -0.0143006-0j -0.00205106-0j -0.0154465-0j -0.00221539-0j -0.0117974-0j -0.00169204-0j -0.0119197-0j -0.00170957-0j 0.0210479-0j 0.0508324-0j 0.00301878-0j 0.00729059-0j -0.0130574-0j -0.00187274-0j -0.00761679-0j -0.0717586-0j -0.00109243-0j 0.0220299-0j -0.0102919-0j 0.0343361-0j 0.00315962-0j 0.0314779-0j 0.00492463-0j 0.034692-0j 0.00451469-0j 0.012984-0j 0.0169865-0j 0.00497567-0j 0.00186221-0j -0.00212896-0j 0.00243627-0j 0.0140131-0j -0.00430204-0j -0.000305344-0j 0.00200982-0j 0.00447727-0j -0.000617016-0j -0.00307353-0j 0.000642148-0j -0.000440818-0j -0.00113392-0j -0.000162632-0j -0.000216512-0j -3.10531e-05-0j 
0.01192-0j 0.000187788-0j 0.0309739-0j 0.00695336-0j 0.0308996-0j -0.000170424-0j -0.0213038-0j -0.0138933-0j 0.0217087-0j 0.012718-0j -0.0056307-0j 0.00158291-0j 2.45882e-05-0j -0.00131661-0j -0.00131346-0j -0.00368658-0j 6.38918e-05-0j 1.43431e-05-0j 0.0052086-0j -0.00259003-0j 0.00119201-0j -4.39448e-05-0j -0.00151373-0j 0.00365933-0j 0.00110034-0j -0.000370282-0j 0.00104044-0j 0.000150174-0j 1.5996e-05-0j 2.30882e-06-0j -0.000844547-0j -0.0001219-0j -0.000842523-0j -0.000121608-0j 0.000767701-0j -0.00369828-0j 0.000110808-0j -0.000533801-0j -1.3305e-05-0j -1.92041e-06-0j -0.00108465-0j -3.72545e-05-0j -0.000156556-0j 0.00475691-0j -5.37723e-06-0j -0.000492653-0j 0.000686601-0j -0.00218927-0j -7.11083e-05-0j -0.000491472-0j -0.000315994-0j 0.00278014-0j -2.61734e-05-0j -7.09378e-05-0j 0.000401279-0j -0.0010743-0j -3.77781e-06-0j 0.000984357-0j 0.00150578-0j -0.000155062-0j 0.00014208-0j -0.000641593-0j 0.000217341-0j 0.00195321-0j -9.26059e-05-0j 0.000281921-0j 0.000398941-0j 5.75821e-05-0j -0.000108472-0j -1.56566e-05-0j 
0.00015706-0j 0.000684708-0j 0.000137428-0j 9.16185e-05-0j -0.000138796-0j -0.000155768-0j 5.66861e-05-0j 8.56534e-05-0j -9.91604e-05-0j 0.000276297-0j 0.000276603-0j -0.00300143-0j 0.00318226-0j 0.0102865-0j -0.0103889-0j -0.00231613-0j 0.00278448-0j 0.00185632-0j -0.00153112-0j -0.00165473-0j 0.00236343-0j 0.00114854-0j -0.00465656-0j -0.00109389-0j -0.0057085-0j -0.00333328-0j 1.37089e-05-0j 0.0271282-0j -1.43858e-05-0j -0.0284676-0j 1.13093e-05-0j 0.0223796-0j -1.14219e-05-0j -0.0226024-0j -4.10104e-05-0j 6.92551e-06-0j -0.0811542-0j 0.0137047-0j 4.93031e-05-0j 0.0975644-0j -2.71107e-05-0j -1.11012e-05-0j -0.0536485-0j 6.99727e-06-0j -0.0219678-0j 6.59709e-06-0j 0.0138467-0j -9.99414e-06-0j 0.0130548-0j -6.66276e-06-0j -0.0197771-0j 1.9691e-05-0j -7.93109e-06-0j -0.0131847-0j 0.0389659-0j 2.04087e-06-0j -0.0156946-0j 6.16757e-06-0j -4.12237e-06-0j 0.00403862-0j 0.0122048-0j 2.27588e-05-0j -0.00815763-0j 1.40679e-05-0j 0.0450366-0j 0.0278386-0j 1.99171e-05-0j 0.0394133-0j 8.22845e-06-0j 0.016283-0j 
0.00794669-0j 0.000125192-0j 0.00695336-0j 0.0322525-0j -0.00682542-0j -0.000576117-0j 0.00286811-0j 0.0462129-0j -0.00487631-0j -0.0086169-0j -0.0037538-0j 0.00105527-0j 1.63922e-05-0j 0.000892052-0j -0.000875639-0j -0.004063-0j 1.43431e-05-0j 6.65294e-05-0j -0.00115053-0j -0.00290275-0j 0.00402957-0j 5.91625e-06-0j 0.00503505-0j -0.000821976-0j -0.000745517-0j -0.000246854-0j 0.000693624-0j 0.000100116-0j 1.0664e-05-0j 1.53921e-06-0j 0.000572211-0j 8.25915e-05-0j -0.000561682-0j -8.10718e-05-0j -0.00255357-0j 0.000350406-0j -0.000368577-0j 5.05767e-05-0j 9.01458e-06-0j 1.30114e-06-0j -0.000723099-0j -4.10585e-05-0j -0.00010437-0j 0.000354037-0j -5.92628e-06-0j 0.00232238-0j 5.11009e-05-0j -0.000491472-0j 0.000335207-0j -0.00227965-0j -7.09378e-05-0j -0.000614105-0j -2.93336e-05-0j -0.000329039-0j -8.86385e-05-0j 0.000103261-0j -4.23394e-06-0j 0.00332761-0j -0.000202722-0j 1.49044e-05-0j 0.000480299-0j 0.0021341-0j -2.92604e-05-0j -0.000438738-0j 0.000308032-0j -6.33264e-05-0j -0.000270296-0j -3.90139e-05-0j -7.23146e-05-0j -1.04377e-05-0j 
-0.000141905-0j -0.00015706-0j 0.000374748-0j 0.000413012-0j 0.000378632-0j 0.000288955-0j -5.12163e-05-0j 0.000168557-0j -8.96286e-05-0j -5.22833e-05-0j -1.36394e-05-0j 0.00271181-0j 0.00295945-0j 0.00229238-0j 0.00231613-0j 0.0125981-0j -0.0078154-0j -0.0086134-0j -0.00455898-0j -0.00298218-0j -0.00426115-0j 0.00106812-0j -0.00175763-0j 0.00107919-0j 0.00048763-0j 0.000107512-0j -1.23861e-05-0j -0.0245105-0j -1.33786e-05-0j -0.0264744-0j -1.0218e-05-0j -0.0202202-0j -1.03239e-05-0j -0.0204297-0j 1.82301e-05-0j 4.40272e-05-0j 0.036075-0j 0.087124-0j -1.13093e-05-0j -0.0223796-0j -6.59709e-06-0j -6.21519e-05-0j -0.0130548-0j 1.90807e-05-0j -0.12299-0j 2.97394e-05-0j 0.0377581-0j 2.72638e-05-0j 0.0588503-0j 3.00476e-05-0j 0.0539514-0j 1.12457e-05-0j 1.47124e-05-0j 0.0594602-0j 0.0222538-0j -1.84394e-06-0j 0.0291139-0j 1.21371e-05-0j -3.7261e-06-0j -0.00364892-0j 0.0240178-0j 3.87787e-06-0j -0.00737347-0j -2.66206e-06-0j 0.0076738-0j -0.00526786-0j -9.82119e-07-0j -0.00194348-0j -1.87527e-07-0j -0.00037109-0j 
-0.00695336-0j 0.0150633-0j 0.0183627-0j -0.00405613-0j 0.016991-0j 0.0138933-0j -0.0025096-0j -0.0160322-0j -0.00402207-0j -0.00298096-0j 0.0295643-0j -0.000923362-0j 0.00197233-0j -0.000780546-0j -0.000722241-0j 0.00215051-0j -0.0052086-0j 0.00115053-0j 0.00601044-0j -0.000509061-0j -0.000666146-0j 0.000711852-0j -0.000349109-0j -0.00142277-0j 0.00215126-0j 0.00360299-0j -0.000606921-0j -8.76015e-05-0j 0.00128311-0j 0.0001852-0j -0.000500684-0j -7.22675e-05-0j -0.000463285-0j -6.68694e-05-0j -0.000447826-0j 0.00215733-0j -6.46381e-05-0j 0.000311384-0j 0.00108465-0j 0.000156556-0j -0.00125163-0j -0.00298835-0j -0.000180657-0j 0.000934953-0j -0.000431331-0j -0.000292066-0j 0.000134949-0j 0.00122346-0j -4.21561e-05-0j -0.000270249-0j 0.000176591-0j 0.000641181-0j 0.000707393-0j -3.90071e-05-0j 9.25465e-05-0j -9.03532e-05-0j 0.000102103-0j -0.00115441-0j -0.000167208-0j -1.30414e-05-0j -0.000166625-0j 0.00123425-0j -2.41344e-05-0j -0.000151779-0j 0.000178149-0j -2.19073e-05-0j 0.00212881-0j 0.000307267-0j 0.00166558-0j 0.000240406-0j 
0.00688204-0j 0.00761702-0j -0.0178722-0j -0.02003-0j 0.00608419-0j 0.0415911-0j 0.0315768-0j -0.00817458-0j 0.00407008-0j -0.00752547-0j 0.000661475-0j 0.000913891-0j 0.000997345-0j -0.00229283-0j 0.000780546-0j -0.00140672-0j -0.00259003-0j -0.00290275-0j 0.000509061-0j -0.000941039-0j 0.004262-0j 0.00457611-0j -0.00059233-0j 0.000340542-0j -0.000487727-0j 3.6232e-05-0j 0.000600696-0j 8.6703e-05-0j 0.000648826-0j 9.36499e-05-0j -0.00147075-0j -0.000212284-0j 0.000500684-0j 7.22675e-05-0j -0.000884114-0j 0.00030346-0j -0.000127611-0j 4.38007e-05-0j -0.00162782-0j -0.000234956-0j 0.000319942-0j -0.000998713-0j 4.61797e-05-0j 0.00028709-0j -0.000144152-0j 0.00428058-0j 4.14378e-05-0j -0.00130024-0j 0.000617849-0j -0.00145723-0j -0.000187674-0j 0.000180706-0j -0.000668099-0j -0.000210333-0j 2.60827e-05-0j 0.00289397-0j -9.64319e-05-0j 0.00174697-0j 0.00229729-0j 0.000417709-0j 0.000252154-0j -0.000188067-0j 0.000331585-0j 0.000120886-0j -2.71451e-05-0j 1.74483e-05-0j -0.000141363-0j -2.04039e-05-0j 9.09455e-06-0j 1.31269e-06-0j 
-0.00210719-0j -3.31965e-05-0j -0.00547546-0j -0.00122919-0j -0.00546234-0j 3.0127e-05-0j 0.00376602-0j 0.00245602-0j -0.0038376-0j -0.00224825-0j 0.000995376-0j 0.0132362-0j 0.000205607-0j -0.0110095-0j -0.0109831-0j -0.0308271-0j 0.000534263-0j 0.000119937-0j 0.0435542-0j -0.0216578-0j 0.00996757-0j -0.000367466-0j -0.0126578-0j 0.0305993-0j 0.00920101-0j -0.00309629-0j 0.0176961-0j 0.00253805-0j 0.000272066-0j 3.90208e-05-0j -0.0143644-0j -0.0020602-0j -0.01433-0j -0.00205526-0j 0.0130574-0j -0.0629019-0j 0.00187274-0j -0.00902164-0j -0.000226296-0j -3.24563e-05-0j -0.0184481-0j -0.00063364-0j -0.00264591-0j 0.0809074-0j -9.08792e-05-0j -0.00837923-0j 0.0116041-0j -0.037236-0j -0.00120178-0j -0.00835914-0j -0.00534054-0j 0.0472857-0j -0.000445168-0j -0.0011989-0j 0.00678192-0j -0.0182721-0j -6.38478e-05-0j 0.0167423-0j 0.0256109-0j -0.00262066-0j 0.00240125-0j -0.0109125-0j 0.00367322-0j 0.0332209-0j -0.00156511-0j 0.00476468-0j 0.00678534-0j 0.000973181-0j -0.00184493-0j -0.000264608-0j 
-0.00140479-0j -2.2131e-05-0j -0.00122919-0j -0.0057015-0j 0.00120657-0j 0.000101844-0j -0.000507016-0j -0.00816936-0j 0.000862019-0j 0.00152327-0j 0.000663584-0j 0.00882416-0j 0.000137071-0j 0.00745933-0j -0.00732208-0j -0.0339748-0j 0.000119937-0j 0.000556318-0j -0.00962069-0j -0.0242728-0j 0.0336953-0j 4.94716e-05-0j 0.042103-0j -0.00687335-0j -0.006234-0j -0.00206419-0j 0.0117974-0j 0.00169204-0j 0.000181377-0j 2.60138e-05-0j 0.00973238-0j 0.00139586-0j -0.00955331-0j -0.00137017-0j -0.0434322-0j 0.00595984-0j -0.00622922-0j 0.000854785-0j 0.000153324-0j 2.19903e-05-0j -0.0122987-0j -0.000698338-0j -0.00176394-0j 0.0060216-0j -0.000100159-0j 0.0395-0j 0.000863643-0j -0.00835914-0j 0.00566525-0j -0.0387732-0j -0.0011989-0j -0.0104449-0j -0.000498917-0j -0.00556101-0j -0.00149806-0j 0.0017563-0j -7.15567e-05-0j 0.0565972-0j -0.00344797-0j 0.000251896-0j 0.00811741-0j 0.0362977-0j -0.000494522-0j -0.00746223-0j 0.00520596-0j -0.00107026-0j -0.00459731-0j -0.000659365-0j -0.00122995-0j -0.000176405-0j 
-0.00983353-0j 0.0105739-0j 0.00846632-0j 0.0286203-0j 0.00868999-0j 0.0191415-0j 0.0175748-0j 0.0106971-0j -0.0184261-0j 0.0170214-0j -0.0173181-0j -0.00130583-0j 0.00138451-0j 0.00108615-0j 0.00111485-0j 0.00201001-0j -0.00119201-0j -0.00402957-0j -0.000666146-0j -0.004262-0j 0.00201816-0j -0.00247443-0j 0.00404111-0j 0.00141248-0j 0.00244376-0j -0.00145021-0j -0.000858316-0j -0.000123887-0j 0.000900695-0j 0.000130004-0j 0.000696716-0j 0.000100562-0j 0.000715122-0j 0.000103219-0j 0.00126328-0j -0.000433605-0j 0.000182339-0j -6.25855e-05-0j -0.000749171-0j -0.000108134-0j -0.000418669-0j -0.00138641-0j -6.04296e-05-0j 0.00130024-0j -0.00020011-0j -0.00202778-0j 0.000187674-0j -0.000615695-0j -0.000292684-0j -0.00208135-0j -8.88678e-05-0j -0.00123285-0j 0.00293971-0j -0.000300417-0j -0.000177947-0j 0.000886253-0j 0.000424311-0j -0.000757898-0j -0.00127809-0j 0.00012792-0j -0.000109393-0j 0.00284229-0j -0.000184476-0j 0.00261412-0j 0.000410249-0j 0.000377316-0j 0.001227-0j 0.000177103-0j -0.000515182-0j -7.43602e-05-0j 
0.000175599-0j 2.76638e-06-0j 0.000456288-0j 0.000102433-0j 0.000455195-0j -2.51059e-06-0j -0.000313835-0j -0.000204668-0j 0.0003198-0j 0.000187354-0j -8.2948e-05-0j -0.0033557-0j -5.21261e-05-0j 0.00279117-0j 0.00278448-0j 0.0078154-0j -0.000135448-0j -3.04069e-05-0j -0.011042-0j 0.00549076-0j -0.00252701-0j 9.31611e-05-0j 0.00320904-0j -0.00775764-0j -0.00233267-0j 0.000784982-0j 1.53271e-05-0j 0.0303302-0j 2.35643e-07-0j 0.000466306-0j -1.24414e-05-0j -0.0246198-0j -1.24115e-05-0j -0.0245608-0j 1.13093e-05-0j -5.44809e-05-0j 0.0223796-0j -0.10781-0j -1.96001e-07-0j -0.000387859-0j -1.59784e-05-0j -5.48811e-07-0j -0.0316191-0j 7.00759e-05-0j -0.00108602-0j -7.25746e-06-0j 0.138671-0j -3.2251e-05-0j -0.0143616-0j -7.24006e-06-0j -0.0638205-0j 4.09554e-05-0j -3.85571e-07-0j -0.0143271-0j 0.0810453-0j -1.58259e-05-0j -0.000762994-0j 1.4501e-05-0j 2.21822e-05-0j -0.0313174-0j 0.0286955-0j -9.45155e-06-0j 0.0438957-0j 2.87735e-05-0j -0.0187034-0j 0.0569389-0j 5.87695e-06-0j 0.0116297-0j -1.59794e-06-0j -0.00316212-0j 
0.00122919-0j -0.00266284-0j -0.00324609-0j 0.000717028-0j -0.00300362-0j -0.00245602-0j 0.000443639-0j 0.00283411-0j 0.000711007-0j 0.000526964-0j -0.00522628-0j -0.00772114-0j 0.0164926-0j -0.00652691-0j -0.00603937-0j 0.0179825-0j -0.0435542-0j 0.00962069-0j 0.0502592-0j -0.00425676-0j -0.0055703-0j 0.0059525-0j -0.00291925-0j -0.0118972-0j 0.0179888-0j 0.0301282-0j -0.0103227-0j -0.00148053-0j 0.0218236-0j 0.00313003-0j -0.00851583-0j -0.00122138-0j -0.00787973-0j -0.00113014-0j -0.00761679-0j 0.0366927-0j -0.00109243-0j 0.00526262-0j 0.0184481-0j 0.00264591-0j -0.0212881-0j -0.050827-0j -0.00305323-0j 0.015902-0j -0.00728982-0j -0.00496757-0j 0.00228074-0j 0.020809-0j -0.000712469-0j -0.00459651-0j 0.00298452-0j 0.0109055-0j 0.0120316-0j -0.00065925-0j 0.00156411-0j -0.00153676-0j 0.00172562-0j -0.0196347-0j -0.00284394-0j -0.000220409-0j -0.00281609-0j 0.0209927-0j -0.00040789-0j -0.00258151-0j 0.00301085-0j -0.000370251-0j 0.0362076-0j 0.00519305-0j 0.0283289-0j 0.00406305-0j 
-0.00121658-0j -0.00134651-0j 0.00315938-0j 0.00354084-0j -0.00107554-0j -0.00735234-0j -0.00558205-0j 0.00144508-0j -0.000719496-0j 0.00133033-0j -0.000116933-0j 0.00764194-0j 0.00833978-0j -0.0191727-0j 0.00652691-0j -0.011763-0j -0.0216578-0j -0.0242728-0j 0.00425676-0j -0.00786895-0j 0.0356388-0j 0.0382654-0j -0.00495305-0j 0.00284761-0j -0.00407837-0j 0.000302972-0j 0.0102169-0j 0.00146535-0j 0.0110355-0j 0.00158275-0j -0.0250151-0j -0.00358776-0j 0.00851583-0j 0.00122138-0j -0.0150373-0j 0.00516137-0j -0.00215672-0j 0.000740265-0j -0.0276866-0j -0.00397093-0j 0.0054417-0j -0.0169865-0j 0.000780471-0j 0.00488294-0j -0.00243627-0j 0.0728058-0j 0.000700331-0j -0.022115-0j 0.0104421-0j -0.0247851-0j -0.00317182-0j 0.00307353-0j -0.0113633-0j -0.00355479-0j 0.000440818-0j 0.0492218-0j -0.00162977-0j 0.0297132-0j 0.0390731-0j 0.00705959-0j 0.00426159-0j -0.00319871-0j 0.00560403-0j 0.00205607-0j -0.000458773-0j 0.00029489-0j -0.00240435-0j -0.000344842-0j 0.000154684-0j 2.21854e-05-0j 
-0.00491677-0j -7.74586e-05-0j 0.0213038-0j -0.00286811-0j 0.00422301-0j 0.000353774-0j -0.0126699-0j 0.00573071-0j 0.0383554-0j -0.0264006-0j 0.00232254-0j -0.000652915-0j -1.01421e-05-0j 0.00273308-0j 0.000541774-0j -0.00050384-0j 4.39448e-05-0j -5.91625e-06-0j 0.000711852-0j -0.00457611-0j -0.00247443-0j -2.6135e-05-0j 0.00062438-0j 0.00646537-0j -0.00228413-0j 0.000152733-0j -0.000429158-0j -6.19436e-05-0j -6.598e-06-0j -9.52339e-07-0j 0.00175315-0j 0.000253045-0j 0.000347523-0j 5.01606e-05-0j -0.00031666-0j -0.000216803-0j -4.5706e-05-0j -3.12928e-05-0j 2.7619e-05-0j 3.98646e-06-0j 0.000447395-0j -5.09153e-06-0j 6.45759e-05-0j -0.00278473-0j -7.34899e-07-0j 0.00102267-0j -0.000401941-0j -0.00150578-0j 0.00014761-0j 0.000202722-0j -0.000217341-0j 0.000379958-0j -4.62436e-05-0j 2.92604e-05-0j 5.48423e-05-0j 0.00437804-0j -6.67469e-06-0j -0.00204337-0j 0.000895524-0j 0.000631915-0j -0.000294935-0j 0.000264644-0j 0.000129258-0j 0.00345096-0j 3.8198e-05-0j 0.000498103-0j -0.000828139-0j -0.000119532-0j 4.47424e-05-0j 6.458e-06-0j 
0.000117066-0j 1.84425e-06-0j 0.000102433-0j 0.000475125-0j -0.000100548-0j -8.487e-06-0j 4.22513e-05-0j 0.00068078-0j -7.18349e-05-0j -0.000126939-0j -5.52987e-05-0j -0.00223713-0j -3.47507e-05-0j -0.00189111-0j 0.00185632-0j 0.0086134-0j -3.04069e-05-0j -0.00014104-0j 0.00243907-0j 0.00615371-0j -0.00854254-0j -1.25422e-05-0j -0.0106741-0j 0.00174256-0j 0.00158047-0j 0.000523321-0j 1.0218e-05-0j 0.0202202-0j 1.57095e-07-0j 0.000310871-0j 8.42946e-06-0j 0.0166808-0j -8.27436e-06-0j -0.0163739-0j -3.76177e-05-0j 5.16197e-06-0j -0.0744404-0j 0.0102149-0j 1.32797e-07-0j 0.000262788-0j -1.06523e-05-0j -6.04848e-07-0j -0.0210794-0j 5.21546e-06-0j -0.00119691-0j 3.42119e-05-0j 0.0103207-0j -7.24006e-06-0j 0.0677008-0j -3.35824e-05-0j -0.0143271-0j -9.04663e-06-0j -4.32124e-07-0j -0.0664551-0j -0.0179021-0j 1.52118e-06-0j -0.000855117-0j 4.90203e-05-0j -2.98637e-06-0j 0.00301021-0j 0.0970047-0j 3.14383e-05-0j -0.00590964-0j -6.46322e-06-0j 0.0622123-0j -0.0127899-0j -3.98184e-06-0j -0.00787954-0j -1.06529e-06-0j -0.00210808-0j 
