-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
0.0372475+0.0046968j -0.0364483-0.0114763j -0.0881617+0.00171196j -0.0234078+0.00292216j 0.0263653+0.00410137j -0.00245622-0.0460817j 0.0492201-0.00343873j -0.0446651+0.00184661j 0.0191699+0.00884753j -0.0379792-0.021244j 0.0508612-0.0222756j 0.00786451-0.0419359j 0.0548246-0.026315j 0.0177725+0.03472j -0.0104463+0.0184021j -0.0212629-0.00568152j 0.0225275+0.0348189j 0.011255+0.0424053j -0.0173213-0.0300727j -0.0215029-0.0265944j -0.0117305+0.00878258j 0.0172893+0.0421175j 0.00104571+0.0248221j 0.0510659-0.0197755j -0.0502143-0.00804181j -0.0181228-0.00391684j 0.0148553+0.0265992j 0.0282289+0.0288048j 0.0329988-0.0394864j 0.00772253-0.0118805j 0.0174059-0.0559613j 0.0372862-0.0072167j 0.001489+0.0252855j -0.00379933+0.0150568j -0.00200393+0.0254702j -0.0134524+0.0319044j -0.0334255-0.00914133j 0.0180836-0.00363992j -0.000318273-0.0129684j 0.00327383+0.00444162j -0.0203384-0.0108524j 0.0107706+0.0122519j -0.0183437-0.0113638j 0.0418515-0.00279724j 0.0209269+0.0050042j 0.0234911+0.0126307j 0.00386272-0.0128373j -0.00885836+0.00273755j -0.00693843-0.0165686j 0.002931-0.0131929j 0.014896-0.039132j -0.00811243+0.0864075j 0.00257665-0.0518251j -0.0139931-0.0765723j 0.000895053+0.000892709j -0.0220869-0.020305j -0.00975938-0.00459421j 0.00606271-0.00161511j 0.0116681-0.00434361j -0.0439465+0.0475399j 0.00777139-0.0416385j 0.0125815-0.0449561j 0.000364226-0.0057156j -0.0119104+0.0124834j 0.00184686+0.00261191j 0.00514868+0.0142034j 0.00856772+0.0187574j 0.0151409-0.0217198j 0.0178356+0.0113086j -0.0078271+0.00286913j 0.00837647-0.00836863j -0.0100998-0.00656579j -0.0325012-0.00739251j 0.00116546+0.00688396j 0.00683391+0.0051273j 0.0127125-0.0157462j -0.00479282+0.011599j 0.011882-0.00586273j -0.00819158-0.00117717j -0.0057189-0.0239697j 0.000940418+0.0148443j -0.0146798-0.00168394j -0.00562865-0.021287j -0.0126603-0.00534004j -0.000553807-0.0065375j 0.00126232+0.0267531j 0.0101427-0.00617122j 0.0250215+0.0257485j 0.00777198-0.00827795j -0.0046474+0.00352999j 0.0209931+0.000974967j 0.00381984+0.0195655j -0.00373544-0.0044089j 0.00529126-0.0020048j 0.0309535-0.0118203j 0.00640713+0.0015224j -0.0199669+0.00236059j 
-0.0218174-0.0259673j -0.163953-0.00642919j -0.0315106-0.0104783j 0.0438721-0.0261862j -0.0322534+0.110028j 0.0223533-0.0100617j 0.0154277+0.0597001j 0.00212468+0.0106988j -0.0283311+0.0073651j 0.0204661+0.0215578j 0.025623-0.0122541j -0.0141546-0.019325j 0.0060596+0.0249141j -0.0441464-0.0399311j -0.0334325+0.00702277j 0.0293246-0.0204108j 0.0243199+0.0239647j 0.0304878+0.081153j -0.0322459-0.0138089j -0.00124905+0.0310216j -0.0382286+0.027186j 0.00277415-0.0446496j -0.0297909-2.94637e-05j -0.0423915+0.0327473j 0.0138682-0.0234713j 0.0356113-0.0389836j -0.00914593+0.0549224j 0.0166755+0.00174963j 0.0106547+0.00994464j 0.0110934+0.000828596j 0.0182053-0.0363015j 0.0169746+0.000613659j -0.0088034+0.0226388j 0.024804+0.0198408j 0.00334659-0.0107555j -0.0309034+0.0106985j -0.00100024-0.00128112j 0.00334771+0.0038158j 0.0181999+0.00529936j -0.00330127-0.0172742j -0.00815017+0.00578972j 0.00280602-0.00121607j -0.00794735+0.0116649j 0.01554+0.03398j -0.0319639+0.0250002j 0.00407308+0.0129002j -0.0324256-0.0086164j 0.0070939+0.00118502j -0.000405808+0.0298534j 0.00739894+0.0418149j 0.0132704+0.0152312j -0.0527859-0.0162854j 0.0320708+0.0343545j 0.023284-0.0253664j -0.00611069+0.0528105j -0.013959+0.00652813j 0.0242714+0.0072056j -0.0087481+0.0164559j 0.0066646-0.0248668j -0.0133463+0.0114128j -0.0306609-0.0190159j 0.00578664+0.0106971j 0.00994451-0.00125419j -0.0054754-0.0141525j 0.00632822+0.0222771j 0.00121349-0.00789896j 0.0169906-0.000736495j 0.0133763-0.00333969j 0.00217695+0.000964783j -0.00639498+0.00383916j 0.00351273-0.0219257j 0.0102478+0.0153825j 0.00375669+0.00810763j -0.00583711+0.0160337j 0.00358526-0.00759331j 0.00088537-0.00101978j 0.00428584-0.0084925j -0.00419321-0.0042427j 0.00242484-0.00546454j -0.00789339+0.0066972j 0.00696243+0.0119944j 0.00276316+0.0143444j -0.00393891-0.00758423j -0.00338988-0.00951198j 0.00666758-0.0133035j -0.000186831-0.012652j 0.00590612-0.00301798j -0.00538189-0.00512311j -1.89529e-05-0.00703806j 0.00466842-0.0160453j -0.00537208-0.00248817j -0.00521438-0.0052699j 0.00102993+0.0158504j 0.018225+0.00996246j -0.0214972+0.00249442j -0.00760665-0.00332357j 8.29147e-05-0.013339j 
-0.0158389-0.0400724j -0.160952-0.0136068j -0.00648953+0.0124655j -0.0389531-0.0124901j -0.00841396+0.128906j 0.0586358-0.0378747j 0.0340744+0.083068j -0.0451987+0.032083j -0.0378018+0.00562152j -0.009455+0.0177352j -0.00773086-0.00525036j -0.0318467-0.0525311j 0.0239504-0.0518025j 0.00492636-0.0669756j 0.0147937+0.0375791j -0.00628469-0.0107918j -0.00695779-0.0114531j -0.00178286+0.0484063j -0.021852+0.00782142j 0.026981+0.00378641j 0.0118907-0.0131784j 0.0326806-0.0119488j -0.00299416+0.0348838j 0.00028364-0.000637618j -0.0166116+0.0388921j -0.0241619+0.0167415j -0.00328139+0.0290744j -0.0139037+0.00399849j 0.00418061-0.00163951j -0.0117882-0.00985733j 0.0104501-0.053498j 0.0103299+0.00344046j -0.00458738-0.00480399j 0.0272815-0.0207267j -0.0124976+0.0434435j 0.020652-0.0290341j -0.0158794-0.0102725j 0.00811359-0.0121845j -0.0161874+0.0215383j 0.00927676-0.0303538j -0.0169919-0.0260632j 0.0134253+0.0202662j -0.0206527+0.0462509j 0.00388263-0.00690883j 0.00885958+0.025233j 0.000399127-0.0013168j 0.0136262-0.00253898j 0.0174395+0.00610119j -0.0142809+0.02367j 0.000348048+0.011j 0.0166164-0.00579026j 0.029908+0.0318156j -0.00662508-0.0331592j -0.000972599-0.00122664j -0.019141-0.0184497j 0.00461567+0.019399j 0.0197057-0.0135138j -0.033681+0.00851767j 0.00509463+0.0371668j -0.00334882+0.0294879j 0.0134512-0.0372984j -0.00478427+0.0202528j -0.011287+0.0133998j 0.00387551+0.0222678j -0.00859784+0.00306909j 0.0116589+0.00844415j -0.00341315+0.0066026j 0.00328206+0.0251152j 0.00131415-0.0184771j 0.012166+0.013849j -0.0060595+0.0165603j -0.00140423+0.0107217j 0.00348035-0.00956199j -0.00217623-0.00418039j 0.00862652-0.00340437j 0.0026291+0.0123497j -0.000132294-0.0103519j -5.26074e-06-0.012181j -0.00508249+0.00635536j -0.00769234+0.0061817j 0.0175439+0.00818986j 0.0074533-0.00218609j -0.00817407+0.0189866j 0.0113182-0.00262176j -0.000967586+0.0018726j -0.00203616+0.0223401j 0.00278068+0.00256087j 0.01234+0.0122999j 0.00809138-0.00863749j 0.0210414-0.0136162j 0.00157562-0.0122667j 0.00755521-0.00647705j 0.00676555+0.0158121j -0.00291514+0.0132642j 0.0221655+0.000129074j -0.013666-0.00497772j 0.00899014-0.00884826j 
-0.19621+0.00291143j 0.104+0.0479108j 0.000293596+0.0400226j -0.0307244-0.0083788j -0.0485144-0.0493597j -0.0525785+0.174625j -0.0602889+0.0192526j -0.0256557-0.0483741j -0.0134786-0.0685929j -0.000878162+0.0355871j 0.0148054+0.0774936j 0.00771537+0.042252j 0.0346812+0.0360479j -0.0104257-0.0557059j -0.0332157-0.0307091j -0.0314743+0.0371126j -0.000991184+0.0146791j -0.0165695-0.0367671j -0.000432347-0.0228705j -0.0117012-0.00994686j -0.00624397-0.0363455j 0.00412223-0.0170531j 0.01268-0.0388472j -0.00870347-0.0264629j 0.00796115-0.0347956j 0.0235865-0.0209223j 0.0139963-0.0322137j 0.0105921-0.00920522j -0.00606523-0.00929372j -0.00166318+0.0179184j 0.0145264-0.00641512j -0.0121777+0.0429096j -0.0125481-0.0298559j 0.00272299-0.0124143j 0.00679432-0.013046j 0.0223522+0.00883883j -0.0247095-0.0173911j 0.0357879+0.0183445j 0.0417066-0.0247846j -0.00520018+0.00605894j -0.00180208+0.019695j 0.00595816+0.0272447j 0.00505652-0.0102255j -0.02084+0.0463929j 0.00511911+0.0190835j -0.0125654+0.0419343j -0.00124098-0.00830891j 0.00145874-6.19205e-05j 0.0130644-0.0160565j -0.0251486-0.00715066j 0.00398724+0.0116409j -0.0313745-0.0225268j -0.00176297+0.0297555j 0.00290591-0.0544307j 0.00396911-0.00261494j -0.0350853-0.00684166j 0.0167911+0.00330878j -0.019033+0.00231457j 0.0104574-0.00150729j -0.0224882-0.0122717j 0.0150691-0.0398169j 0.0159768+0.0341993j -0.00396644+0.00501459j -7.34767e-05+0.0107068j -0.0209833-0.000331124j -0.00417357-0.00921051j 0.00106975-0.000465949j -0.0100814+0.00642201j 0.0186269+0.0157466j 0.00393258-0.00505141j -0.0178783-0.0370471j 0.00454077+0.0163978j -0.00859539+0.00235653j -0.00133341+0.0101122j 0.0058453+0.00808763j -0.00455027+0.0218069j 0.00212244-0.0103048j -0.00914623+0.0337852j -0.02322+0.00348812j 0.00747043-0.000881585j -0.0219189-0.000914567j 0.00248228+0.028003j 0.00333002-0.00745674j 0.00526164-0.00266068j 0.0045607-0.0103233j -0.00271884-0.030115j -0.00660701+0.000185172j 0.00357903+0.0271665j 0.00877865-0.0153725j -0.00778781+0.0135198j -0.0122687+0.0188731j 0.00627417+0.0317724j -0.0135019-0.00368845j 0.0165971-0.00420215j -0.00894616-0.0221045j 0.00394566+0.0168103j -0.0237635+0.00239874j 
-0.177184-0.0284231j -0.0243623+0.0342555j -0.082789+0.0240067j 0.0390802-0.0232066j -0.0588318+0.053678j 0.030655+0.144725j -0.0343585+0.0497029j 0.0338331+0.0258747j -0.00650518-0.046601j -0.0140185+0.0155852j 0.0120139-0.0332392j -0.0522249-0.0287888j 0.0160775+0.0270335j 0.0238637-0.0530706j -0.0169158-0.0538827j 0.0446897+0.0358599j 0.0338758+0.0198689j 0.0249129-0.000446084j 0.0277486-0.0543383j -0.00188002+0.00941461j -0.0133723-0.0159449j 0.0277639-0.021684j -0.00465509-0.0380561j 0.0172583-0.047801j -0.0175673-0.0373671j -0.00597037-0.0143997j -0.0216832+0.011006j -0.0106927+0.0354111j -0.00602771+0.0230213j -0.0240865+0.0131652j 0.00681218-0.0289041j -0.00172815+0.00472192j -0.0339568+0.0261264j 0.0158904-0.00619627j -0.0123076-0.00888941j -0.0170935-0.00227609j 0.017156+0.0138492j 0.00775634+0.035693j 0.0028416-0.00434632j -0.0050087+0.00556745j 0.00110172+0.00783264j 0.00581681+0.0188041j -0.0324351+0.020438j 0.00473011+0.0026539j 0.000401761-0.0037191j 0.0114701-0.0426417j -0.0333121+0.0334304j -0.00350856+0.0147386j -0.0381359+0.0238494j -0.0177269+0.028406j -0.029616+0.0106608j 0.0360028-0.00051119j 0.00437614-0.00928466j 0.0168146+0.024616j 0.01419-0.0350305j 0.0158533-0.0273261j 0.0208583+0.0123271j 0.0195455+0.0301214j -0.00473798+0.0186528j 0.00782014-0.00510198j -0.00722965-0.0140034j -0.0176197-0.0139896j 0.000201563+0.0159137j 0.00485698-0.0356449j 0.00427972-0.0177605j 0.00786004-0.0244013j 0.015043-0.0105452j -0.00509429+0.0139867j 0.00618416-0.012317j -0.0170543+0.0125052j -0.00359279-0.00702852j 0.0155388+0.0080362j 0.0062646+0.0172792j -0.0116367+0.0316973j -0.00552149+0.00681668j -0.024537-0.0124108j 0.00285997+0.00702998j -0.0229197-0.0410788j -0.00109127+0.0138416j -0.0145353-0.0242643j -0.00443589-0.0043728j -0.0222713-0.000429187j 0.00278078-0.0277495j 0.0049518-0.00223273j -0.00415759-0.0211776j -0.00716306-0.0298152j 0.0242332-0.0133195j 0.00176175-0.0421157j 0.00463548+0.0177535j -0.0153147-0.0084827j 0.0216791+0.00495461j -0.00881154-0.0150463j 0.00936746+0.0309437j -0.00898755-0.001821j -0.0355763+0.0107648j -0.0261176+0.00323204j 0.0212409-0.0172213j 
0.0283313+0.0385685j 0.176417+0.0101649j -0.000438483+0.0265503j -0.0620237+0.016282j 0.020154-0.145953j -0.077776+0.00444149j -0.0300014-0.0693774j -0.0148097-0.0411877j -0.0994449-0.0378452j -0.0262568+0.0216899j 0.0111614+0.0317695j -0.0286808+0.0251515j -0.0162376+0.0333601j 0.0189462+0.0273132j 0.00420399+0.0286661j -0.0259843-0.00166583j 0.0377389-0.00765371j 0.0235098-0.0389974j 0.00174378+0.00583355j 0.00589924-0.0210361j 0.0121368-0.0107811j -0.00392429+0.0695718j -0.000200835+0.00464472j 0.00531989-0.00382743j 0.00425076-0.0460171j 0.00166125-0.0390669j 0.00232216-0.0320881j 0.00333378+0.00367097j -0.0103461-0.0241783j 0.0102142+0.0120449j 0.0330719-0.0251749j -0.0208527+0.0444146j 0.0127809-0.0506703j -0.0309299+0.00211547j -0.00549404+0.0129881j 0.00628222+0.0324461j 0.00768939+0.0435586j 0.00578934+0.0418203j -0.0008647-0.0125287j -0.00965284-0.0178589j 0.0119598-0.030752j 0.0268053+0.0177051j -0.0232256+0.0821407j -0.0171102+0.00494646j -0.00564738+0.00466252j -0.00971012+0.0087107j -0.0171063-0.02211j -0.0221306-0.00471569j 0.0135267-0.0231065j -0.0297214-0.0051877j 1.49291e-05+0.0183149j -0.000573035-0.0233264j -0.00747073-0.00219448j 0.0113971-0.0151385j 0.000121952-0.0203787j -0.0056564+0.0134151j 0.0106526-0.00063166j -0.00423+0.0145721j -0.013401+0.00353002j 0.000861261-0.00625116j -0.00877069+0.0106931j 0.00110736+0.00454778j -0.00721178-0.0177629j -0.00281672+0.00127859j 0.00420658-0.0266373j 0.00319743-0.0363382j -6.31398e-05-0.0250147j -0.00810004+0.00211092j 0.00976604+0.00165975j -0.00724038-0.0119965j 0.000178536-0.0106563j 0.0176999+0.00137829j 0.00503953+0.00764993j -0.000131632-0.0131412j -0.00797037-0.00341806j -0.00504833-0.0115953j 0.0014232-0.00115983j -0.00577264+0.0115944j -0.00233634+0.00585628j 0.00407986+0.0181672j -0.00317444-0.000571112j 0.00617972+0.0102538j -0.0020428+0.0254214j 0.00137466+0.0227812j -0.0179915-0.00970655j 0.00167196-0.0284836j -0.0126313-0.00404831j -0.00776074-0.00413989j 0.0146058+0.0207596j 0.0085859-0.00173056j -0.00862209+0.00753705j -0.00404951-0.000340718j -0.00511458-0.00651988j 0.0059278-0.0139518j -0.0217381+0.00184945j 0.00476401+0.00324268j 0.00207311+0.00645693j 
-0.0670003-0.0244422j -0.0746599+0.00644308j -0.0373988-0.00137158j 0.0555478-0.033599j -0.030209+0.0544148j 0.0236624+0.0415451j 0.0355676+0.059722j 0.00065497+0.0412941j -0.0409263-0.00525212j 0.0538246-0.0156573j 0.00406913-0.0164813j 0.0600805-0.00230238j -0.0410985-0.0554373j -0.00516168+0.0135984j 0.0182643-0.00103398j -0.0703933+0.0419603j -0.00976432-0.0256896j -0.00305044+0.0561316j -0.0221707-0.0116308j -0.0340474+0.0101944j -0.00203914-0.0120975j 0.0132302-0.0611837j 0.0261628-0.0377465j -0.00321859+0.00213051j 0.00248283-0.00697184j 0.00162492-0.0307701j -0.0215399-0.0148872j -0.00538763-0.00439848j -0.0156887-0.0248803j -0.00298247+0.00563432j -0.00468323-0.0265339j -0.00278227-0.0147742j 0.0227609+0.0164676j -0.011531-0.0158958j -0.011201+0.00732456j 0.00331448-0.00145107j -0.0291344-0.0109203j -0.0184294-0.0234748j -0.0390788+0.014956j 0.00093338-0.000595239j 0.0108161+0.0360958j 0.0260453-0.0504698j 0.0176629+0.0327019j -0.0207522+0.0402894j 0.000831295-0.0394529j -0.00575032+0.0206597j -0.0520031-0.0199188j -0.0127698+0.00726621j -0.00662081-0.0464955j -0.0185596-0.0272858j -0.00470823+0.025j 0.00428503+0.0188799j 0.0215378+0.0713808j -0.0208687+0.0175969j 0.03302-0.048223j -0.027373+0.00653994j 0.0361929+0.028446j -0.00826124-0.0054567j -0.00272369+0.00266497j 0.0239085+0.0129312j 0.00568065+0.0343706j -0.0266715+0.0218935j -0.00887335-0.0057638j 0.0156501+0.0119393j 0.00590292-0.0179989j 0.00481999+0.00855342j 0.000610687+0.00577636j -0.0271857-0.0331202j 0.00186832-0.00924921j 0.00151953-0.0216198j -0.00651937-0.0088415j 0.0145017+0.00822709j 0.0352384+0.011547j 0.000432234-0.0216107j -0.00295448-0.0402032j -0.0222562-0.0216262j -0.0022442-0.000755001j -0.0172859+1.65802e-05j 0.00544216+0.0269909j 0.000343196+0.0137512j 0.00941406-0.0137136j 0.0012667-0.0152426j -0.004007+0.00909728j 0.00375428+0.0419787j -0.0264384-0.0243668j -0.000425525-0.0222969j -0.00895557+0.00609095j -0.0195103-0.0128915j -0.0141932+0.0285246j 0.020483-0.00697128j -0.00496996+0.00334328j -0.000611506-0.011399j 0.00390281+0.0238717j -0.00918634-0.00188301j -0.027739+0.0166397j -0.0182056-0.00382037j 0.0188527-0.0112354j 
-0.142171-0.0220445j -0.00287204+0.0223161j 0.0874182+0.0531912j -0.0266506+0.0206064j -0.0774572+0.0480226j 0.0147948+0.119375j 0.0433824+0.023295j 0.0704741+0.0379246j -0.0432691-0.0304944j -0.0617813+0.0310973j -0.0052074+0.0665347j -0.0306057-0.00380533j -0.00619761-0.00226925j 0.045909-0.0321221j 0.0335175+0.0109645j 0.00256938+0.0121688j 0.0013742+0.0061942j 0.00564012-0.029786j 0.0163871-0.0139237j 0.0257219-0.0146049j -0.00326227+0.00601554j 0.0392184-0.0438417j -0.012414-0.00849783j 0.00299231+0.00189145j -0.0173988+0.015177j -0.00191226+0.00218616j -0.017091+0.001452j 0.0195734-0.0192431j -0.0528572+0.050414j -0.0215314+4.16618e-05j -0.00844529-0.0307127j -0.000447106+0.0261767j 0.0105531+0.00916797j -0.0247393-0.00169223j -0.00683019+0.00450179j 0.0109227-0.00283104j 0.0117657-0.0242563j -0.00435626-0.00664027j 0.0123379+0.0309275j 0.0085502+0.0317456j -0.0158227+0.0247943j 0.0376602-0.0310441j 0.0507975+0.015212j -0.0140991+0.0440013j 0.0126375-0.000837639j -0.0377913+0.0183822j 0.019883+0.0702812j 0.0127723+0.0394565j -0.0200188-0.00927861j 0.0296109+0.0431026j 0.0065737-0.017734j 0.00310656-0.0900483j 0.0267424-0.0876518j -0.0159825+0.0516271j 0.00732757-0.0470345j -0.00634795-0.0199913j -0.0189351-0.0189467j 0.0143622+0.00539219j -0.00904963+0.00782541j 0.00205065-0.00364363j 0.0183154-0.00191489j 0.00644407+0.00815914j -0.0109337-0.0273225j -0.0112756+0.0145019j -0.000585456-0.00730285j 0.0205098+0.0107571j 0.0030375-0.0299911j -0.0130627-0.00599961j -0.00873913-0.0080011j -0.000369872+0.0127946j 0.0152235+0.0135438j -0.00628118-0.0136843j -0.00745326-0.00820178j 0.00419954-0.00168982j -0.0123139-0.00992168j 0.00672156-0.00438949j -0.00864099+0.0184942j 0.0109631-0.018771j 0.00536372+0.0240592j -0.00579252+0.00486259j 0.0192696+0.0143987j -0.0048041-0.0221394j -0.00187103+0.0156637j -0.00231932+0.00990067j -0.0118882+0.0159122j -0.00871008+0.0221048j 0.0103334-0.00674273j 0.0129846+0.0119436j -0.00306721-0.00741561j 0.0338736+0.00512438j 0.0232003-0.00793312j -0.00517471-0.0107256j 0.0100114-0.030923j -0.00243937+0.00796599j 0.0329286-0.0109964j 0.022608-0.000768691j 0.00392011+0.00587562j 
0.0390676-0.00233316j -0.0458454-0.0202921j 0.0250083+0.0135776j -0.0645424-0.00823357j 0.0507702+0.037743j 0.0175831-0.0588424j -0.0624587-0.020637j -0.00358908+0.0329624j -0.0516351+0.0333312j -0.0868643+0.00477472j 0.00460455+0.0223726j -0.0598341-0.0835521j 0.0190683+0.0282547j 0.0339284-0.0113018j -0.0305165+0.0296066j 0.0277869+0.0233406j 0.0135242-0.00829507j 0.00570945-0.0288024j -0.0154375+0.0161337j 0.0133519+0.0506912j 0.00668232+0.0134441j -0.00517127+0.0513097j -0.0257681+0.00412795j -0.00623179-0.0211407j -0.0137715+0.0231466j -0.0086737+0.00544617j -0.00499671-0.0023803j 0.00920992+0.00494634j -0.0146935+0.000537441j 0.00599208-0.00765992j 0.0185073+0.00188289j 0.0170365+0.0313972j 0.0238333-0.0254472j 0.0362575-0.0347336j -0.00702055-0.0271759j 0.0332477+0.0436187j 0.0283341+0.0261849j -0.0188415+0.0491878j 0.0313385-0.0621858j 0.00194847-0.0308537j 0.0112877-0.0277198j 0.000444054+0.0175384j -0.00273536-0.0126077j 0.00214187-0.00989037j -0.0222641+0.0252306j -0.00518951-0.00098179j -0.0358696+0.0462437j -0.00605858+0.0179219j -0.0101579+0.0377538j -0.0163012+0.0320089j -0.00324797+0.0103346j 0.000522624-0.0425493j 0.0172184-0.0274085j -0.00747941-0.0096534j -0.00907783-0.00572251j -0.0220985+0.0303028j 0.015485-0.00709644j 0.00453907-0.0099385j -0.0292195-0.0205583j 0.00109632+0.0279118j -0.00728531+0.00199479j 0.0158464-0.0107843j 0.00403433+0.00205153j -0.000784036+0.0048274j -0.00567422-0.0338243j -0.00918772-0.016993j 0.00208265-0.0182051j 0.000468451+0.0355384j 0.00292473-0.0291314j -0.00988733+0.012195j -0.00960086+0.00747028j 0.00390701+0.00392121j 0.0121166+7.8746e-05j -0.0181144-0.00233931j 0.000809802-0.0224046j -0.00625169-0.00700338j 0.0037541-0.00637168j 0.010754+0.0364628j 0.0113026-0.0193496j -0.00521552+0.026566j -0.00268079-0.0060675j 0.0126256+0.0258187j -0.0059061+0.0181426j -0.000746808+0.00514987j -0.0105997+0.000170972j 0.00810301-0.0233126j -0.0146923-0.00362733j -0.0054214+0.00504768j 0.019802-0.0036701j -0.00667534-0.00518639j -0.00997252+0.00532454j -0.00329566+0.00609015j -0.00445419-0.00379344j 0.00703128-0.00508362j -0.0196967-0.000284361j 0.00642551+0.00085404j -0.00293455+0.000970552j 
0.0394347+0.00432426j -0.022044-0.00402839j 0.0238314+5.54037e-05j 0.0459823+0.0383947j 0.0357929+0.0196171j -0.00710484-0.0452904j -0.0896308-0.0204369j 0.058457-0.0457225j -0.113278-0.0239348j 0.0387993+0.0934139j 0.0457549-0.0344914j 0.0016789+0.00399525j -0.0141804-0.0111347j -0.0244195+0.0201773j -0.0173469-0.0133252j -0.0305055+0.0155602j 0.0118394-0.0314824j 0.0703906+0.00614899j -0.0103223+0.0210837j -0.0196619+0.00587701j -0.0172098+0.00448931j 0.0150142-0.0118468j 0.0110136-0.00123476j 0.0136328-0.00459728j 0.0226841-0.00755295j 0.00520355-0.0246233j -0.00943851-0.0210759j 0.0117552+0.00749597j 0.022138-0.00109501j -0.00115237+0.0240831j -0.0255829-0.0148384j -0.0193014-0.0222515j -0.00650001-0.0263201j 0.0220907-0.0491349j 0.0354833-0.0617246j -0.00310927+0.0478569j -0.0299945+0.0158129j -0.0195799+0.072768j -0.0139613-0.0499479j -0.0141345+0.00624494j 0.0231124-0.0103343j 0.0321191-0.0650048j -0.0388405+0.0282938j -0.0153458+0.0111123j -0.00557629-0.0227037j -0.0127285+0.0300891j 0.0218188-0.0555446j 0.0211708-0.0194246j 0.00472312-0.0183315j 0.00901055-0.0452195j -0.0392513+0.00588177j -0.00769677-0.00888459j -0.0355834+0.0214486j -0.0108517+0.0236414j 0.0285405-0.0240734j -0.00840039+0.024116j 0.0357072+0.0339449j -0.0238681-0.000387042j -0.00594974+0.0160427j 0.00951035-0.013638j -0.0110767+0.0019362j -0.00844433+0.0222833j 0.00657526+0.00758725j 0.00481547+0.00119136j -0.00368857+0.000770893j -0.00703835-0.0143372j 0.00559917-0.0241715j -0.00668999+0.022572j -0.00986988+0.00807618j -0.000710834+0.00470845j -0.00940724-0.0188909j 0.000544164+0.0416182j 0.00575352+0.0106866j 0.00863412+0.0137322j -0.0145419-0.001352j -0.00458844-0.00307467j 0.0032995-0.00988257j -0.0196406-0.00628801j 0.000280467-0.00777363j 0.0111771+0.0134505j 0.00094954+0.00147949j 0.00219031+0.0129679j -0.00442383-0.012171j 0.00408317+0.000938163j -0.00634531-0.0165489j -0.0128136-0.0188233j 0.00508561+0.00711504j -0.0199716-0.0377869j -0.0107073+0.0141562j 0.00048652-0.0197899j -0.00331512-0.00339042j -0.00810189-0.0195343j 0.0139343+0.048626j -0.00744467+0.00205761j -0.0450384+0.022415j -0.0401698-0.00360719j 0.0206122-0.0182954j 
