-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
0.0215891+0.0482784j -0.0342271-0.0227351j 0.00986179-0.00676876j 0.0488308+0.0118906j 0.0118942+0.00851919j -0.0316943-0.00881358j 0.0519157-0.0288015j -0.0172202-0.0269303j -0.0103272-0.00973145j 0.0354866-0.0104707j 0.00696714+0.0410186j 0.00960155-0.0127743j -0.00958114-0.00588468j -0.0110322+0.00680904j -0.0244824-0.0110149j 0.00246801-0.0300014j -0.010094-0.00826281j 0.0169137+0.0280933j -0.0136269-0.00355988j 0.0171153+0.0247903j 0.00335303+0.0302466j -0.0115548+0.0152488j 0.00666342+0.0216544j 0.00493422+0.0258549j -0.00227515-0.0204718j 0.0106187+0.0166553j 0.0302183+0.00066697j 0.0247137+0.00730204j 0.00934476-0.0182266j 0.0159322+0.0212834j 0.0265449-0.0192291j -0.00975654+0.00846409j -0.0231294-0.013899j -0.0134634+0.0114694j 0.0564859-0.00566162j 0.000226462-0.0374037j 0.0505544+0.0107689j 0.000786415-0.039037j -0.00141843-0.0215484j 0.00738233+0.0238233j 0.0119146+0.0262989j 0.0337101-0.0171097j 0.0149462+0.0254979j 0.00176136-0.010594j -0.03152-0.0235543j 0.00742022+0.0234913j -0.0299258-0.0121039j 0.00658044+0.00539459j -0.0243015-0.00472097j 0.00474773+0.00355174j -0.0350929-0.00743033j 0.00016328-0.00259637j 0.036424-0.0156193j 0.0189509-0.0254939j 0.00996073+0.0121375j -0.0166401+0.0258943j 0.0127402-0.0249463j -0.033441+0.0285595j -0.0128118+0.00304783j -0.021752+0.000812656j 0.00907679+0.0068341j -0.0163555+0.0168735j 0.00921774+0.0200267j -0.00582174-0.0276652j 0.00714533-0.0053567j 0.00455099+0.00633882j -0.000600434+0.0128242j -0.0171356-0.029201j -0.00182953+0.00622839j -0.00208442-0.0122336j -0.0184558+0.00427169j -0.0102905-0.0118396j -0.00374744-0.0134186j -0.0221072+0.0152646j -0.0114949+0.0133081j -0.0110926+0.00626697j 0.0180609-0.0106214j -0.00183729-0.00477415j -0.0219671-0.0198562j 0.00126149+0.0108997j 0.0425356-0.00077129j -0.00587739-0.0010681j 0.0224832-0.0142142j 0.0233697-0.0434586j -0.0314859+0.0145363j 0.00068578-0.0309874j -0.0231749-0.00537361j -0.0183327-0.000599302j 0.00288232+0.0480519j 0.014514-0.0193377j -0.00233138-0.000310448j 0.0210878+0.0218582j -0.0249849+0.0190654j 0.00695098+0.00695428j 0.0249334+0.0379074j 0.00406611-0.00837351j 0.022997+0.0362576j 
0.0193146-0.0362267j -0.00542859+0.00443445j -0.0159911+0.0271429j 0.0728582+0.0487811j 0.0196437+0.035911j -0.0151225-0.0084099j 0.0218665-0.0452082j 0.037808-0.0387996j 0.0125987+0.0359339j 0.0113425+0.0240165j -0.0288764-0.00229372j -0.0248041-0.0470405j -0.0176237-0.051316j -0.00381707-0.0213508j 0.0226275+0.0132235j -0.0492447-0.0191179j -0.0173328-0.0179701j 0.028002+0.0203612j -0.00614993+0.0178209j 0.00312914+0.00862866j -0.0138315+0.00351782j -0.0103612+0.0263326j 0.00736794+0.00372563j 0.0241644+0.0375822j -0.0156968-0.0294578j -0.00221465-0.0160277j 0.0174129+0.0146147j 0.0107911+0.0112584j 0.0330208+0.0366858j 0.0318788-0.00750064j -0.0094924-0.0593049j -0.00892413+0.000528314j -0.0229851-0.00210872j 0.0154842-0.00300118j 0.0392603-0.00285636j 0.00389295+0.014255j -0.0048317+0.00403401j 0.0125094-0.0117186j 0.0168052-0.0146435j 0.00103038-0.00819525j -0.0339091-0.0052283j 0.0206043+0.0220578j -0.021412+0.00641755j -0.0313096+0.0188424j -0.0249135-0.00743877j 0.030147+0.0147171j 0.0203201-0.00570274j 0.00385151+0.00128984j 0.0239563-0.00728475j 0.0032486+0.000479298j 5.01888e-05-0.023603j 0.0386954+0.0130516j 0.000934852-0.041836j 0.0143757+0.0271906j 0.0366694-0.0386338j 0.00259413+0.00637773j -0.000549405+0.00508455j 0.0180616-0.0083408j 0.00174136+0.0359739j 0.00704091+0.00657304j 0.0138348-0.00512508j -0.000126809+0.0187312j 0.0122499+0.0135778j 0.0272098+0.00982913j 0.000156844+0.0057313j 0.0054131-0.0138998j 0.0267934+0.000533498j -0.0119048-0.0227332j -0.00855474-0.0102077j 0.0207354-0.00124218j -0.00848272-0.00595777j 0.00592866+0.0258593j -0.0160891-0.0296295j 0.0133481+0.00755437j 0.0295898+0.0161997j 0.00386195-0.0146679j -0.0113405-0.0201809j 0.0236052-0.0210738j -0.025483-0.0154087j 0.00884413+0.00885481j -0.00233724+0.000120206j -0.000625011+0.0121256j -0.0119882-0.00476777j 0.0046331-0.00346031j 0.00138414+0.019501j -0.020028+0.000585837j -0.0193884+0.00773404j -0.0267871-0.0157587j -0.00802024-0.0173018j -0.00416178-0.0082652j 0.0067539+0.0130812j 0.0153126-0.0139043j 0.00909499-0.0156961j -0.0186302-0.00625684j -0.0373546-0.00396896j 0.00823145+0.00220729j 0.0189743-0.0203063j 
0.00259535-0.0246242j 0.0226595+0.0168052j 0.0145896+0.0436366j 0.0163857+0.00028864j -0.0274873+0.0322805j 0.0384106+0.0225565j -0.0272114+0.0189023j 0.00113018-0.00447779j -0.0243303-0.0445646j -0.0175871+0.0137071j 0.0343616-0.00892626j 0.0328764+0.0151946j -0.0270997-0.00394805j 0.0138897-0.00643502j -0.0167516-0.00672011j -0.0071964+0.00798044j -0.00707005-0.0100909j -0.0494435+0.00833301j -0.0260355-0.000431289j -0.00772186+0.00131136j 0.015891+0.00887339j 0.00673737-0.00593287j -0.00249828-0.0189526j -0.0301841-0.0222843j 0.00176796-0.0228971j -0.00484059+0.0233791j -0.00894959-0.00161795j -0.0105463+0.00331991j -0.0402214+0.00137j 0.00065326+0.00445256j -0.0325877+0.0185921j 0.0189635+0.00138192j -0.000702752-0.00976717j 0.0188142+0.00511488j -0.0371756-0.00025552j -0.000234066+0.0164216j -0.0191856+0.00611944j 0.00602536+0.01606j 0.00235675-0.00399254j -0.0161327-0.0181664j -0.0245431-0.0097883j -0.0173899+0.00544325j 0.00626068-0.0144351j 0.00603517-0.00488643j 0.0217051-0.00524283j -0.00874654+0.00428115j -0.0098087+0.00211187j -0.00483949-0.00885452j 0.0165999-0.0142789j -0.00500901-0.00642326j 0.0244069-0.0218606j 0.00230369+0.00333371j 0.0237973+0.0393672j -0.0286212+0.00894253j 0.0203541+0.0225862j -0.00752982+0.00223266j -0.0223942-0.00517525j 0.00667915-0.0110352j 0.016656-0.00805637j 0.0197291+0.0222123j -0.0313695-0.00406902j 0.0070919+0.0082761j 0.0124651-0.0164778j 0.0304742+0.0220829j -0.023832+0.000410996j -0.0142054-0.0157891j 0.00858834-0.00395569j 0.013658+0.00660185j 0.00136954-0.0122807j 0.0136204+0.00423847j 0.000267363-0.00408649j 0.00027208+0.0231571j 0.0068878-0.0117364j -0.000700128-0.00562588j 0.0148617+0.00185737j 0.00072854-0.00991351j -0.0321806+0.00952858j 0.0111685-0.00369274j -0.0178582-0.012983j 0.00192822-0.00516664j -0.047757+0.00263962j 0.0033245+0.0174958j -0.0102812+0.00096336j 0.00757145+0.0158023j 0.0160051-0.0149348j -0.0198412+0.0157834j 0.0264725+0.00945537j -0.0132092+0.00257633j -0.00303334-0.0151512j -0.0175843+0.022223j 0.00769092+0.00981338j -0.0226043-0.00929291j 0.0217473-0.0321956j -0.00732754+0.00562762j -0.014624-0.0220533j 0.0102039+0.0029187j -0.00951571-0.0347981j 
0.0317501+0.0155113j 0.01325+0.0474502j 0.0211515+0.0434514j 0.0597293+0.0171013j 0.0474551+0.0598544j 0.0256184+0.0272573j -0.0579828+0.00686274j 0.000746255-0.0135318j -0.0219708-0.0237529j 0.0651671-0.0125179j -0.00260567-0.0109336j 0.0196101+0.00236765j -0.018464+0.0175922j 0.00195381+0.0175491j 0.0431038-0.00935916j 0.0182237-0.0223114j 0.0279778+0.0295141j 0.013963-0.0216255j 0.013975+0.0195025j -0.0148374-0.0117066j 0.00444207-0.00934829j -0.0338392+0.0106434j -0.0205118+0.0434114j -0.00189652+0.0111984j -0.0083223+0.0290957j -0.0114812+0.0185971j 0.0103418+0.000685832j 0.00105474-0.0328778j 0.00643964-0.00986452j 0.0218413+0.0412748j -0.0269943-0.0357193j -0.0262963+0.00466423j 0.0433889+0.0119783j -0.00999028-0.0370154j -0.00945634+0.0165868j 0.0329149+0.0102405j 0.0298011+0.013504j 0.0129183-0.0240766j 0.0183261-0.00637459j -0.00837553+0.0146746j -0.0201655+0.00342912j 0.0160358+0.0142387j -0.00944394+0.0568818j 0.0193458+0.0175754j -0.0272361-0.00585089j -0.0547044+0.00254026j 0.0236156-0.0472469j -0.0432199+0.0172789j 0.0089187-0.0292131j -0.0016194+0.0317249j -0.0230631-0.0215265j 0.0253205+0.0328005j -0.00127676-0.021467j 0.0018144+0.0265302j 0.0115925+0.00879315j -0.0284837-0.011388j 0.00351355-0.00526813j -0.027818-0.0091005j 0.000179898-0.00874535j -0.030478+0.00201836j -0.0332356+0.00527489j -0.00142-0.00200907j 0.0298414+0.0180355j 0.0208416-0.0249573j -0.0334246+0.00360717j -0.0187774-0.0236964j 0.0361417-0.0108392j -0.0410946-0.00431111j 0.0196957+0.00482825j 0.0395589-0.0110834j -0.0274993-0.0184856j 0.00334453+0.00550564j 0.00517169+0.013371j -0.00738993+0.0205835j 0.0334479+0.021145j 0.000316391-0.0140667j -0.012699+0.0279921j -0.00881638-0.0216389j 0.00828698-0.011648j -0.00779564+0.00231258j 0.00232169+0.0464101j 0.00661563-0.00394388j -0.00426339+0.00292983j -0.012616-0.00519101j -0.0291674+0.00647207j 0.00568799+0.0105803j -0.00692149-0.022612j -0.0190847-0.0137091j 0.00903445-0.00211786j 0.0338526+0.0354689j 0.0140196+0.000950324j 0.014241-0.0241238j -0.0167237-0.0391664j 0.0244374+0.0110434j -0.0111727-0.0339374j 0.0122832+0.017034j -0.00834389+0.00629689j 
0.00895111+0.0600539j 0.00652408+0.0174987j -0.00833577-0.0361372j -0.00806761-0.0222471j 0.0313726-0.0434096j -0.0251576+0.0509132j -0.0670594-0.0493473j 0.032275+0.0107895j 0.0319394-0.0204988j 0.0441447-0.012059j -0.0935623-0.0081473j -0.0144084-0.00359771j 0.00380538+0.0485126j 0.045064+0.0299539j -0.016836+0.01764j 0.0147095-0.0262843j -0.000552312-0.00679774j 0.0153366-0.0393526j 0.0153763-0.020304j 0.0163253+0.00193497j 0.000870233-0.020918j -0.0085928+0.0054225j -0.000891285+0.0105824j 0.0388287-0.0150406j -0.0416538+0.0253956j 0.0293779-0.000320939j 0.00994583-0.00588879j -0.0374871-0.0154467j 0.019709-0.0115591j 0.00519011+0.00725506j 0.00150079+0.0111621j -0.072072+0.0218997j 0.0280545-0.0235439j -0.0890007-0.046202j -0.00371444-0.0134054j -0.00356313-0.0331237j 0.0259886-0.00101751j -0.00210412+0.00405787j 0.0036573+0.00310985j 0.0140505+0.0228865j 0.0104254-0.0233071j 0.0122023+0.018515j 0.0499352+0.00293527j 0.0103023-0.0143424j -0.0417327+0.0303414j 0.0327603-0.0117739j -0.014155-0.0350046j -0.0395342+0.0330777j 0.0320547+0.0156661j -0.000670832+0.02062j -0.00706056+0.0306061j -0.00838064-0.00529664j -0.0201732+0.00199573j 0.0375746+0.0132115j 0.00414437+0.00337356j 0.0308208-0.0114726j 0.0287071-0.0113734j -0.0161+0.0270482j -0.0274973-0.0273443j -0.0219433-0.0223939j 0.0139124+0.0415149j 0.0133465-0.0369928j 0.010312+0.000325242j -0.0395899+0.00184152j -0.000129948+0.0186102j -0.00139863-4.82223e-05j -0.0317094-0.0167953j 0.00157252+0.0276277j -0.0216661-0.0109292j 0.0173358+0.00101844j -0.0178357-0.000204238j 0.021882-0.0133387j -0.0101287+0.00380566j 0.0299032-0.00211534j -0.00654097+0.00241283j -0.0187803-0.0101939j -0.0155846+0.00641019j -0.0284648-0.0017335j 0.0418018+0.0304333j -0.00157822-0.00727381j 0.0358899+0.0214652j -0.00266999-0.0118398j 0.00026362+0.0244906j -0.0430972+0.0188225j 0.0202056+0.0114058j 0.0459833+0.00339616j -0.0195764-0.0238143j 0.0231534+0.00348738j -0.00149414-0.0152871j 0.032064-0.00803849j -0.000966186-0.0174412j 0.0160479-0.0251052j -0.0164522+0.0290266j 0.0302959+0.00178429j 1.63996e-05-0.0421395j -0.00550755-0.00997614j -0.0478149+0.00920061j 
-0.0219093-0.00661309j 0.0256496+0.0550397j 0.0468352-0.0372822j -0.0841189-0.0593137j -0.0243412-0.0304531j -0.0686998-0.0178303j -0.014714+0.0570624j -0.0396746+0.01843j -0.0707265+0.00694843j -0.0360676-0.0247972j 0.012594-0.0625255j -0.059974+0.0243236j 0.0364132+0.0154077j -0.0360424+0.0116154j 0.00525156-0.0189061j 0.0361209-0.00214556j -0.0188054+0.0277801j -0.00819154+0.0123123j -0.0109536+0.0109688j 0.0140969-0.00131823j -0.00347738-0.0233591j 0.00285233-0.0203902j -0.0146431+0.0209958j 0.0194328-0.0329553j -0.00232315-0.0427844j 0.0214866+0.0907668j -0.00640399-0.0139173j -0.00222281-0.0284634j -0.0195159-0.0625019j -0.0253986+0.0134993j 0.051476+0.044566j 0.0138806-0.0380126j 0.00494239-0.0013908j -0.0182825-0.0276712j -0.020256-0.0180659j 0.0480271-0.00217137j 0.0157781-0.00166736j 0.0544514-0.0380787j -0.033683+0.0396033j -0.0209244-0.0180272j 0.00543513+0.0111461j -0.0187383-0.00121325j -0.00737609+0.0308146j -0.00346753-0.0487696j 0.021116-0.0495634j 0.0219499+0.0205209j 0.00831475-0.0172517j -0.00647484+0.00102703j -0.0061978+0.00432409j -0.0170827+0.0121353j -0.0367587-0.0330495j 0.0369368-0.0039573j -0.0288775-0.0305274j 0.0429911-0.0109952j -0.0116465+0.00759908j -0.0099584-0.00228112j 0.0158227+0.04338j -0.020615+0.0191872j 0.00408417-0.0229454j 0.0185448-0.029304j -0.0529082+0.0171766j 0.00697347-0.000261338j -0.00123658+0.0180557j -0.0165538-0.0688917j 0.0125514-0.0153142j 0.007168+0.00414171j -0.0191772-0.0118524j -0.0311935+0.0218416j 0.0336727+0.0140124j 0.00563993+0.0105137j -0.0319849-0.00447374j -0.0125899+0.0300443j -0.0132285+0.0239712j -0.00323813+0.000819451j -0.0226238+0.00457904j 0.0386442+0.01335j 0.00303764+0.0113734j -0.0241115-0.00134919j 0.0117548+0.00650788j 0.00269944+0.0121105j -0.0118041+0.012711j -0.0285292-0.022573j 0.0181867+0.00458617j 0.0267537-0.0220472j -0.0319914-0.0234255j 0.0288932+0.0193256j 0.0684002-0.009805j -0.0310767+0.0300448j 0.00832727+0.0309462j 0.00384996+0.0103449j -0.0137585-0.000467411j -0.0110967-0.00769437j 0.0437661-0.00741587j 0.0134951+0.00024686j 0.00478213+0.00763573j -0.0164063+0.0409884j -0.00700429-0.00439859j 
-0.00771398+0.00723607j 0.0484952+0.0160628j -0.0383913-0.0294125j 0.0829973+0.0196794j 0.0351032+0.0388931j 0.00569097-0.00441841j -0.0622343+0.0226808j 0.0435757+0.0503291j 0.00630388-0.034355j -0.0454359-0.0298674j 0.0417453+0.0115217j 0.0223211+0.00475256j 0.0321709-0.0200735j 0.0243129+0.0235188j 0.0405802-0.0424049j -0.0207859+0.00823296j 0.0341321-0.0166423j -0.0185724+0.00120568j 0.0170078-0.010066j -0.0138007-0.00190542j 0.000305701+0.0104048j 0.0206471+0.0281296j 0.0260635+0.00298883j -0.0125936-0.0250708j 0.0376026+0.0191568j 0.0175918-0.0133694j -0.00887862+0.00909177j -0.0392395+0.0179412j -0.0121748-0.0100352j 0.0186992+0.00359941j 0.0040808+0.000252224j 0.0384748+0.0196097j 0.0357375-0.00645595j 0.0417621+0.00518421j -0.00482439+0.0101087j 0.0132915+0.00180444j 0.0291895+0.00461262j -0.0429445-0.016065j 0.025272+0.00691844j 0.0140526-0.023961j 0.0132101+0.0133529j -0.0149691+0.0131584j 0.0141822-0.000389738j -0.0137267+0.036059j -0.0110188-0.00190961j 0.0183904+0.0238511j -0.0427654+0.0183455j -0.0124637+0.0105442j -0.00409399+3.58277e-05j -0.00648534-0.0125686j -0.023487-0.00380555j -0.00040744-0.021273j 0.0113604+0.0169115j -0.00864461-0.00588714j 0.0140014+0.0114892j -0.00392855+0.0100546j 0.00844689-0.018291j -0.00803258+0.0119283j 0.00928252+0.0108338j -0.0174032+0.0284071j -0.0109248+0.0141855j -0.0253036-0.00230018j -0.00578403+0.00393735j -0.0303218+0.0177061j -0.0105202+0.015796j 0.00167401-0.00517695j 0.0190496+0.00632893j -0.0106755+0.0234867j -0.0172656-0.0222147j 0.00975479+0.0146529j 0.00956623+0.025481j -0.00547926+0.0127761j -0.0200898+0.0175811j -0.00177351+0.00282468j 0.00431868-0.00694781j -0.0145101-0.0394407j -0.0413861-0.0141109j -0.0319157-0.0150213j 0.00492738+0.01345j 0.000132356-0.0027057j 0.012806-0.00646996j 0.0119642+0.00631992j 0.0250132-0.018705j -0.0181827-0.00416282j -0.00075371+0.020692j 0.0140783+0.000457284j 0.0169391-0.00768367j -0.0149922+0.00673802j 0.022498+0.0161737j -0.0108392-0.0255242j -0.00411105-0.00953357j 0.00672758+0.0108116j 0.00299128-0.00954933j 0.0222868+0.014426j 0.0487528+0.0172307j -0.00117144-0.0143787j 0.00308585+0.0300726j 
0.00452053+0.00984661j 0.0598972+0.0270005j 0.0467116-0.00607196j 0.00173617-0.0241495j 0.0146725+0.010417j 0.0858323-0.0124416j -0.0876013-0.0110943j 0.0378166+0.0417761j 0.00449928-0.0629038j 0.00209505+0.0137304j -0.0701714-0.0347525j 0.0325419-0.0350648j -0.0162948+0.0144573j -0.00756611+0.0658243j 0.00150691+0.0413537j -0.0307786+0.0124994j -0.0198593+0.0357422j 0.0170887-0.0785592j -0.00515388-0.00954514j -0.0157004-0.0200697j -0.012806-0.00763805j 0.0562832-0.0545071j 0.0195348-0.0301253j -0.0174732-0.0293419j -0.0144421+0.014774j 0.00184296-0.0292284j 0.0236415-0.0209336j 0.0122997-0.0353025j 0.024891+0.0238269j -0.0430888+0.00828965j 0.00357305-0.0404023j -0.0342193+0.0439328j -0.0204794+0.0115341j -0.00614774-0.0106721j -0.0156513+0.00773995j -0.0117469+0.000821917j -0.00355475-0.0145233j 0.00183271+0.00402325j 0.0208245+0.0327431j 0.00146863-0.0198716j 0.000996005-0.00936104j 0.00200626-0.00544237j 0.0423538-0.0392709j 0.0187128-0.0398667j -0.0057703+0.0528116j -0.02339-0.0127057j 0.00319482+0.00483922j -0.0121176+0.0012097j 0.0389787+0.00331336j -0.0253725+0.0137389j 0.0274084-0.00511365j -0.0285193+0.0363526j -0.0330409-0.00171398j 0.0149113-0.02415j -0.0121299+0.0282589j -0.00259338-0.019942j -0.000500423-0.0321355j 0.0182453+0.0165679j -0.00167936+0.0131909j -0.0248041-0.003246j -0.0109969-0.0272198j -0.0214876+0.03227j -0.00451694+0.0123699j 0.0195674+0.0254979j -0.00640963+0.0134607j 0.0189231+0.0088412j 0.00741597+0.0220889j -0.00170128+0.00606971j 0.0230531+0.0199276j -0.00620641+0.0315198j 0.00351203-0.0247154j -0.00689217-0.0122358j 0.0290853+0.0236809j 0.00135372+0.00837493j -0.021138-0.00285343j -0.0153939+0.00992648j 0.0109134-0.0238925j -0.001539+0.0114352j 0.0206299-0.0155645j -0.0280238-0.00119295j -0.010989+0.00451491j 0.0261972-0.00348745j -0.00801873+0.0215741j 0.0184858-0.0261485j -0.0061367+0.0161202j 0.00231087+0.0331226j 0.00356625+0.00257276j 0.0400212-0.028537j -0.00374608+0.0292025j 0.00303485+0.0289812j 0.0164969+0.0214958j -0.0218118+0.00917958j -0.026397-0.000624168j 0.0295843+0.00221591j -0.0138453-0.0359027j 0.0157844+0.00638793j -0.0544321+0.00261915j 
0.0663219+0.0104154j 0.0402511-0.00898955j -0.0147991-0.0160331j -0.0625508-0.102015j -0.0511063+0.00975209j 0.0136224+0.0265786j -0.0507602+0.0115943j 0.0264795-0.0502396j -0.0210928-0.070092j 0.0170786-0.0135491j 0.0172912-0.026711j 6.40829e-06-0.0984429j -0.0144411-0.0143348j 0.0198835+0.00323438j 0.00965019-0.0100248j 0.00118388-0.0210005j -0.062108+0.011721j 0.022963-0.0120213j 0.00675348+0.00364987j -0.0107196+0.0515096j -0.000424444+0.0245661j 0.00392303-0.0347541j -0.0194817+0.0127889j 0.0109098-0.00804203j 0.00216382-0.047146j 0.00386834-0.0103854j 0.00241428-0.0110268j -0.0180613+0.00489728j -0.0145832+0.0103694j -0.0203519-0.00562795j 0.00926183-0.0253318j -0.0336972-0.00694927j 0.0438909-0.0231462j 0.0363224-0.0104317j -0.0319738-0.0475283j -0.0433016-0.00536977j 0.00988826+0.018113j -0.00305026-0.0162182j -0.0157029-0.00974604j -0.043845+0.00185369j -0.0188321-0.0114694j 0.0181199-0.0212428j -0.0154336-0.0301792j -0.00774815+0.00644706j 0.0203748-0.00134741j 0.0234191+0.00199487j -0.0132586+0.0554366j 0.00501013-0.0221117j 0.0140518+0.0161397j -0.00749794+0.0201028j -0.00195372+0.0417153j 0.000981456+0.00814785j -0.0216961-0.0197842j -0.0383056-0.0302096j -0.0289854+0.011368j 0.0131034-0.0178301j 0.00534395-0.0142708j 0.025741+0.0162439j -0.0302956-0.00301867j 0.0126717+0.0513575j -0.0214575-0.00716113j -0.042244+0.0270462j 0.0404795-0.00194753j -0.0114816-0.0209859j 0.0186309+0.00401449j -0.0019728+0.00472402j 0.0156771-0.00824588j -0.011101-0.0215714j -0.0208582-0.0164102j 0.0129265-0.03573j -0.0102342+0.0159336j -0.0160307-0.00614652j -0.00192714+0.00590477j 0.0079576+0.0166547j 0.0070141-0.000428152j 0.00754739-0.0195681j -0.0160682-0.00760773j 0.039526+0.0234102j 0.00718027-0.0251591j 0.00954917-0.0131622j -0.00982937+0.000183235j -0.00715941+0.00935413j 0.000824052+0.00339412j -0.0186706+0.0159864j 0.051265+0.0410671j -0.0222613+0.0122451j 0.00515449-0.00175222j 0.0133319+0.00195331j -0.0338808-0.00735423j 0.0263887-0.0276554j 0.00644443+0.0377348j -0.0265362+0.00219491j 0.0093253+0.00380391j -0.00620957-0.0385512j 0.0145088-0.0385349j 0.030885-0.0380305j -0.0398246-0.0206451j 
-0.0373958-0.0187235j -0.0631169-0.0534467j 0.0627146-0.0298458j -0.0282667+0.0116023j -0.0944643+0.01201j 0.00831145+0.0597021j 0.0888119-0.0568978j -0.101111+0.00326994j 0.0619056+0.0553649j -0.00252413+0.0380005j 0.00037976-0.00680806j -0.00714204+0.0129502j 0.00398342-0.00510205j 0.00085023+0.0355809j -0.015357+0.0233653j -0.0325036-0.0323025j 0.0123721-0.021581j 0.0260455+0.0507473j -0.015581-0.000230669j 0.00668319-0.0116078j 0.0112271+0.0107116j -0.0156134-0.00165251j 0.0138392-0.000965723j 0.0407936+0.0562912j -0.019073-0.00874232j 0.00804855-0.00547314j -0.021214+0.0139425j 0.00165023-0.00579197j 0.0229402+0.00687038j 0.0154089+0.0132437j -0.0384805-0.0356023j 0.0185565+0.00192307j -0.0352509+0.0140036j -0.0227937-0.0290606j 0.0209956+0.0381425j 0.0227002-0.0297773j 0.00855169-0.0103633j -0.023015-0.0186964j 0.00960554+0.00039862j 0.0110093-0.00115136j 0.0276879+0.0174733j -0.010241-0.0149882j 0.0163255+0.0199355j -0.0175839-0.0111644j -0.00460068+0.0181844j 0.021874+0.0204384j -0.000227591-0.0311848j -0.00230636-0.00551289j -0.0123064+0.0238004j 0.00808841-0.024395j 0.0233274+0.02403j 0.027371+0.0101176j -0.0242034-0.00469176j 0.00588647+0.0255899j 0.0155244-0.00728656j -0.0133983+0.0107829j -0.00192621-0.00580245j 0.0231685+0.0126596j 0.0263358+0.0146773j 0.0236836-0.0326614j -0.00459704+0.0152813j 0.0282257+0.0261308j -0.0281338-0.0159817j -0.0224155-0.000995797j -0.0240765-0.0198884j 0.0296255+0.00448436j -0.00498774+0.00278944j -0.0184876+0.0119245j 0.0216315+0.0113236j -0.0186572+0.0169856j -0.00234925+0.00551317j -0.0214236+0.0105886j -0.0115449-0.00802357j 0.0317526-0.00449834j -0.00555196-0.0333784j 0.0252209+0.00667321j -0.0151712-0.0159188j 0.0262398-0.00888552j -0.0195651+0.0254573j 0.00474122+0.0347835j -0.0023951-0.0482416j 0.0108135-0.0231205j 0.00694782-0.035331j 0.018465-0.0044189j -0.0198459+0.00771804j -0.00644616+0.00259128j 0.00600639-0.00261786j 0.000363771+0.0182087j 0.00698648+0.00629543j -0.0152127-0.0460971j 0.000859703+0.0129074j -0.00885277-0.0270425j 0.00634392+0.0149942j -0.0246018-0.0165758j -0.0128247-0.000451981j -0.0151665-0.0168868j 0.0244081+0.00310177j 
