-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
5.17447e-16+0.0343886j -1.24564e-15-0.0219381j 1.78572e-16+0.0708829j -1.8215e-16-0.00506965j 6.70984e-16+0.112852j 6.33543e-16+0.0174016j -6.11673e-16-0.0490731j -2.84481e-16+0.0316132j -6.80002e-16-0.0449792j 1.11371e-16+0.0249016j -4.19154e-16+0.0344027j 3.60235e-16+0.0504077j -4.25438e-16+0.00858251j -2.11904e-16-0.0058242j -1.57437e-16+0.063865j -1.98062e-16+0.00356796j -1.9529e-16+0.0308438j -4.33548e-16-0.00946868j 1.11044e-16-0.0164357j -4.10302e-16-0.0506283j 8.31407e-16+0.0759957j 3.30263e-17+0.00842589j -4.28305e-15+0.0392013j 2.3232e-15-0.0620274j 5.69829e-16+0.0213859j -1.31478e-16-0.0188307j -5.522e-17-0.0461782j 1.6935e-15-0.0287481j 1.04509e-13-0.0304525j 1.59635e-16+0.0170978j -2.75027e-16-0.02398j 1.58086e-16+0.0370759j 8.83731e-16-0.042438j 6.05845e-17-0.0362009j 7.60608e-16-0.0576642j 2.96933e-17-0.0732557j 2.82299e-18+0.0658763j 3.87442e-16-0.044762j 2.67274e-16-0.121951j 1.67403e-17-0.0209165j -4.38083e-16-0.0331416j -5.01749e-17+0.00559673j 3.67938e-16-0.0234792j 3.66562e-16+0.00422169j -9.36797e-16-0.000861231j -1.3875e-15-0.197497j 3.96866e-16+0.00235254j 3.8621e-16+0.117339j -1.87401e-16+0.0502234j 4.98391e-16+0.0434781j -6.29223e-16-0.170269j -6.29474e-16-0.0209858j 5.56001e-17-0.031895j 8.68559e-16+0.163584j 1.65913e-14+0.0398773j 4.71827e-15+0.153056j 
-2.3293e-15-0.0212796j 3.06944e-17-0.00311363j -3.28547e-15-0.0390936j 5.58867e-16+0.0091415j -5.79014e-16-0.0154446j 7.77545e-16+0.00549762j 1.77445e-15+0.0177293j -3.26313e-15-0.0436134j -2.3291e-15-0.0196711j 4.66518e-17+0.000532434j -6.28365e-15-0.0715582j -2.5004e-15-0.0173538j -1.39789e-15-0.0232338j -6.76014e-15-0.0768606j -2.08361e-15-0.00291885j 3.14956e-14+0.0714381j 3.90468e-15+0.0444691j 1.85731e-16-0.00374415j 1.39001e-15+0.0188305j -2.18012e-15-0.0194372j 2.08357e-15+0.0184539j 1.69699e-15+0.0171062j 2.9097e-16-0.00602324j -6.49689e-16-0.0152177j -8.63055e-15-0.0871002j 2.90829e-16+0.00312076j 6.6396e-15+0.067374j 6.08976e-16+0.0108052j -2.43932e-14+0.00711119j -1.0071e-15+0.0008624j 1.41552e-15+0.0146239j -3.23318e-15-0.0356479j -4.77139e-16-0.00313684j 3.18924e-15+0.0305147j -1.84953e-15-0.0139946j 2.21919e-15+0.0332325j -2.00337e-16-0.00448538j -4.06505e-15-0.0288851j -3.35097e-15-0.0355559j -5.94223e-15-0.0532975j -3.34031e-15-0.0344457j -2.37503e-16-0.0164162j 1.801e-15+0.0230059j -1.56909e-15-0.0170311j -1.71167e-14-0.181314j 1.43757e-15+0.0395386j -5.72789e-15-0.0688867j -1.56989e-15-0.0184619j 2.93159e-15+0.0353979j -3.72892e-15-0.0443453j 9.42149e-16+0.0286252j 5.33381e-15+0.0621582j 9.59206e-15+0.109616j -4.83398e-15-0.0636106j -4.30569e-15-0.00384868j -7.26116e-15-0.0762797j 
8.87894e-16+0.0277844j -9.34002e-16-0.0189571j 9.70399e-17-0.0115148j -4.02959e-16-0.0191005j -7.05384e-16+0.0123928j 4.79472e-17-0.028533j -9.38241e-16-0.0475413j 1.83977e-15-0.0611918j -7.82408e-16+0.0441657j 3.60713e-16+0.00341472j -1.2815e-16+0.00233026j -3.51562e-16+0.0476962j 1.81653e-16-0.0269699j 2.48334e-15-0.00269134j 6.00538e-16-0.0228896j -1.20327e-14-0.0402384j 7.72318e-16-0.0501536j 6.1353e-16-0.0215994j -5.11443e-17+0.0251918j -5.6846e-16-0.0033601j 7.80738e-16-0.0235942j 1.12593e-15-0.0433161j 7.04113e-15-0.0623169j 8.75757e-16-0.00511687j 2.0555e-15+0.0010748j 1.33861e-15-0.010633j 1.18682e-15-0.0156718j -5.13465e-16-0.025719j -6.54173e-14+0.0196521j -2.24592e-16+0.0149674j -1.0615e-16-0.0256047j -2.51381e-16+0.0219903j -1.17637e-16-0.0136394j -7.11562e-16-0.0313323j -2.00009e-15+0.0715359j -9.32304e-16+0.0132573j -1.59091e-15+0.00377867j 2.96067e-17+0.0315751j -5.96616e-16+0.0582185j -4.55536e-16+0.0552587j 5.0503e-16-0.0186008j 1.92143e-15-0.0794897j 4.18373e-16+0.0199197j -7.6877e-16-0.00821532j 1.93362e-15+0.0431651j -5.11243e-16-0.0128613j 1.22669e-15+0.00883406j -2.19393e-16+0.0790998j -7.20354e-16-0.00932871j -2.0507e-16+0.075657j -1.1252e-15-0.0208139j -2.43074e-15-0.0518216j -1.61457e-15+0.0392253j 5.08525e-16+0.026134j -6.64459e-15-0.037799j 3.61022e-16+0.049876j 
-1.33044e-15-0.0413292j -1.6022e-16-0.00640237j 4.38023e-16+0.0103889j 1.82128e-15+0.0523884j 1.05397e-15+0.0322414j 7.49897e-16+0.0020695j 1.35476e-15+0.0322678j -5.63464e-16-0.0343643j -3.88984e-16-0.00109281j 2.09499e-17-0.0164043j 9.1859e-16+0.0102071j -8.24124e-16-0.027634j -7.69294e-16-0.0193733j -1.81295e-15-0.0811271j 3.5261e-15+0.0498716j -1.62158e-14-0.0398853j -1.06881e-17+0.00568883j 3.24455e-16-0.0179731j -5.69249e-16-0.00441353j 1.3791e-15+0.0603978j 1.24788e-15+0.00325584j 5.75717e-16+0.00664875j 1.55209e-15-0.00168019j -2.11298e-16-0.0215053j -8.20259e-16-0.0308622j -1.92348e-15-0.0638005j -3.28954e-15-0.0779007j -2.7933e-15-0.0164297j -1.23707e-13+0.0369581j -1.02101e-15+0.0301305j 1.4308e-15+0.0319313j 4.84071e-16+0.0259809j 2.1384e-16+0.0165243j -1.87141e-17+0.0292512j -2.53849e-16-0.0265808j -7.29282e-16-0.0200573j 4.99625e-17+0.0254622j 5.97131e-15+0.0637695j -2.79601e-15-0.0426496j 1.89974e-15+0.0393402j -5.90492e-15-0.103244j -6.29228e-16-0.0597645j -1.70623e-15-0.0106067j 8.8266e-16+0.0478612j -2.42347e-15-0.103587j 5.70348e-16+0.0720521j -1.62098e-15-0.0958849j -2.40461e-15-0.0462345j 5.69555e-16+0.0758224j -4.19475e-16-0.0379927j 3.53777e-15+0.0991735j 4.96957e-15+0.150001j 1.06798e-15+0.0620001j -2.53846e-16-0.0273284j 4.49394e-15+0.0404483j -2.62979e-15-0.110497j 
1.96767e-16-0.0074036j -1.76059e-15-0.0314576j -1.53503e-16-0.00876625j 1.35588e-15+0.00571226j -7.94987e-17+0.00707394j 1.22229e-16+0.0458994j -8.47911e-17+0.0299172j -5.68595e-16-0.0312361j 1.72366e-16-0.0192409j 5.3509e-16+0.0165602j -3.60304e-16+0.0298515j 7.29637e-16+0.0119471j -1.5255e-15-0.0664327j -6.38148e-16-0.00350689j 2.02306e-15+0.0659906j -9.47836e-15-0.0198439j -3.80885e-16-0.0418185j 1.39256e-15+0.036572j -4.16541e-16-0.00797782j 8.27577e-16-0.0105046j 1.4527e-15+0.0809004j 9.44012e-17+0.0164122j -7.06924e-15+0.0740519j 6.09459e-16-0.010847j 1.17993e-15+0.0371441j -6.56917e-16+0.00543882j -2.52284e-15-0.102303j 3.25006e-15+0.00669451j 1.86169e-13-0.055276j 1.86037e-15-0.0687038j 5.71692e-16+0.0566457j 5.73349e-16+0.0264229j 2.00376e-16-0.00956577j 1.04127e-15-0.0516955j 8.35438e-16+0.0220941j 3.19649e-17-0.0422788j -4.98572e-16-0.0426856j -3.13625e-15-0.0465249j 1.6453e-15+0.022655j 1.10617e-15+0.0268667j -3.9068e-16+0.00968144j -7.88074e-16+0.0328655j 2.5584e-17-0.0342907j -3.33498e-16-0.0309818j -1.5706e-15-0.0511231j 1.9728e-16+0.0198405j -1.21767e-15+0.0311772j -1.71072e-16-0.0478529j 5.37852e-16-0.0511862j 8.44261e-16+0.034091j 1.99816e-15+0.138918j 1.65537e-15+0.047505j 1.22673e-15-0.00134747j -9.8382e-17-0.0284071j -2.55251e-14-0.0935847j -6.72102e-15-0.0600629j 
-1.26934e-16+0.00789989j -7.39953e-17+0.0227654j -6.48938e-17+0.00132802j 4.04865e-16+0.0519073j -1.20235e-16-0.0148989j 1.18515e-17-0.0228242j 1.63692e-16-0.0369567j -3.33289e-16+0.044839j -3.25709e-16+0.0280231j -3.99058e-16+0.0488966j 3.62294e-17-0.0522289j 4.25632e-16+0.00762781j -9.80113e-16+0.0324447j -6.95901e-16+0.0357373j -1.37879e-16-0.00779083j 4.19353e-15+0.0121035j 6.17964e-16-0.0254747j 2.15153e-16+0.0356318j 3.05504e-16-0.0264553j 4.08896e-16-0.0328773j 5.293e-16+0.00218988j 9.61181e-17+0.0143677j 2.93049e-15-0.0200197j -2.15079e-16-0.000999413j 6.19432e-16+0.0143675j -4.0727e-17-0.00346652j -5.86566e-16-0.0436173j 3.04241e-15-0.0082719j 1.49585e-13-0.0441882j 6.67339e-16+0.0148481j 4.68786e-16+0.0132462j 6.82692e-16-0.0265956j 9.4372e-16-0.0474744j -5.00694e-16+0.0363723j 4.69342e-16-0.00787426j -6.04296e-16+0.0316911j -2.09694e-16-0.0135883j 7.30234e-16+0.0102469j -6.97624e-16-0.00343789j 2.20283e-16+0.0397017j 1.7808e-15+0.0676015j -3.80135e-16+0.0413735j 7.72089e-17+0.00184237j 6.65634e-17-0.0217363j -1.70126e-15+0.0429444j 1.08868e-15-0.153661j 2.0259e-16-0.077627j -5.81652e-16+0.0465044j 5.80797e-16-0.0237351j -6.66369e-17+0.0377868j 1.50752e-15-0.127907j 6.37611e-16+0.038022j 5.70003e-16+0.0424373j -3.25205e-16+0.0732213j 1.77976e-14+0.0744706j 3.13844e-15+0.029053j 
7.56031e-17-0.0077664j 1.1234e-16-0.000808622j -6.55651e-16-0.0208336j 5.48413e-16+0.0416328j -3.20505e-16-0.0216484j 1.32892e-16-0.0313944j -8.21559e-16-0.0186682j -4.65496e-16-0.0202854j -7.94565e-17+0.000180304j 4.34301e-16+0.0412743j -5.09113e-16-0.01456j 1.69929e-16+0.0180969j -4.83662e-16-0.00539671j -4.44773e-16+0.0014219j 4.00551e-16+0.0320468j -5.8398e-15-0.0128147j 5.84104e-16-0.0297388j 8.34535e-16+0.00437505j -3.86058e-16+0.00467185j 2.97744e-16-0.0165384j -4.17741e-16-0.0362611j -2.2461e-16+0.0122882j -3.26966e-16+0.000791762j 2.08109e-15-0.0146839j 3.61668e-16+0.00667643j -3.27944e-16+0.0190065j -5.62399e-16-0.0470746j 1.90094e-15+0.0292836j 6.71995e-14-0.0207366j 8.84004e-16+0.0214205j -2.65595e-16-0.0263018j 6.32119e-16-0.0323583j 1.8273e-15-0.0741601j 1.21872e-15-0.0122845j 2.87641e-16+0.0246757j -8.54994e-16+0.0280806j -4.94261e-16-0.0109014j 5.45007e-15+0.0642431j -2.04923e-15-0.0226631j 1.33154e-16+0.00381408j -2.51151e-15-0.0465398j 1.08236e-16-0.0203504j 1.0848e-15+0.0416409j -1.03716e-15-0.020049j -4.00401e-16-0.0863683j 2.92227e-16+0.0390544j 4.77451e-16-0.0710793j 5.19222e-16+0.0240258j 8.64151e-16+0.0763785j 1.10908e-15-0.0045717j 2.38159e-16+0.0583415j -1.70604e-15-0.0224492j 4.93818e-16+0.0550328j -1.50699e-16-0.0517799j -5.36629e-15-0.0109991j -6.06513e-16-0.0423149j 
2.25507e-16+0.00186545j -2.13568e-16-0.0286733j 5.55436e-17+0.0107656j -3.04415e-16+0.0191322j 7.46925e-16-0.03358j 2.69494e-16-0.0170377j -3.99236e-16+0.0122621j -6.74652e-16+0.0629242j 1.37244e-16+0.000566087j 4.49531e-16-0.0281537j 4.69796e-16-0.0314767j -1.02403e-15+0.0268968j 2.34574e-16+0.0213222j -3.92467e-16+0.0371985j -1.57652e-15-0.0327758j 1.49263e-14+0.0443426j -1.51036e-17+0.0150149j -3.17846e-16+0.00783913j -9.99638e-16+0.0236073j 4.90653e-16+0.00512502j -3.39779e-16+0.00465574j -6.92082e-16+0.0367071j -3.44502e-15+0.0249571j 3.77108e-15-0.046493j -2.71706e-16+0.0135568j -9.74665e-16+0.0222301j -5.18406e-16+0.0340786j -4.38631e-16+0.00851406j -7.17938e-15+0.00196434j -6.35818e-16+0.0333137j -7.05149e-16+0.0423606j 1.45356e-15-0.056107j 2.23041e-15-0.0290059j 1.32332e-15-0.050067j 2.8699e-16-0.012538j -3.47925e-16+0.0204997j 2.962e-16-0.024249j 2.75415e-15+0.0402019j -5.64302e-16-0.0171182j 1.75635e-16-0.0100328j 1.69082e-15+0.0470277j -6.61299e-16+0.0503929j -6.44508e-17-0.0104139j 5.26936e-16-0.0141224j 1.96354e-15-0.00107129j -6.91407e-16-0.0232078j 2.34361e-16-0.0157448j 4.98389e-16-0.0245686j -4.74899e-16-0.0169655j 6.17505e-16-0.0165365j -1.10177e-15-0.034584j -3.54849e-16+0.033094j -8.15622e-18-0.0299361j 8.24723e-16+0.0108892j 2.1202e-15+0.0101838j 1.42253e-15-0.0237092j 
1.83163e-15+0.00724519j -1.02529e-14-0.0273036j -1.36629e-14-0.0404925j -9.36542e-16-0.00355991j -1.30334e-14-0.0392538j 1.6633e-15+0.0118977j -1.3985e-14-0.0387168j 2.72298e-15+0.00633048j -2.30462e-15-0.0088382j -5.63735e-15-0.0127387j -2.34821e-14-0.0667492j 8.54778e-15+0.0325558j -7.46429e-15-0.0280392j 4.6026e-16-0.00394713j -1.92961e-14-0.0591394j -1.35131e-14-0.0198554j 2.26602e-14+0.06789j 1.97685e-14+0.0573627j -4.51797e-15-0.00967594j 2.17355e-14+0.0532513j 5.11703e-15+0.0141943j -4.55635e-15-0.017174j 7.34786e-16+0.00479825j 1.63349e-14+0.0593432j 2.42332e-14+0.0635889j -9.74024e-15-0.0220299j 5.95317e-15+0.0171588j 9.16385e-15+0.0308226j -8.87691e-14+0.0288702j 1.96156e-14+0.0574239j 5.05845e-15+0.0124046j 1.18396e-14+0.0306722j -1.33456e-15+0.00115921j 2.187e-14+0.0613477j 1.63778e-14+0.0519575j -1.31469e-14-0.0368269j -1.85823e-14-0.0498511j 2.13486e-15+0.00238116j 8.10638e-15+0.0230388j -1.0327e-14-0.029837j 8.93262e-15+0.0250615j 9.70297e-15+0.0364185j 1.4958e-14+0.0466986j -1.5551e-14-0.0511708j 1.72017e-14+0.0444482j 1.61125e-14+0.0403839j 1.66108e-14+0.0598258j -2.87242e-15-0.00581274j -4.19421e-15-0.0143082j 2.75132e-14+0.084122j -5.0214e-15-0.0132029j -2.87549e-14-0.0927639j -5.52569e-15-0.01943j 4.85634e-17+0.00041512j -3.17052e-14-0.0627771j 2.91258e-15+0.0213975j 
4.97183e-16-0.0139595j -1.20524e-15+0.00308701j -2.26884e-15+0.00508024j -1.25187e-16-0.0118779j -2.44156e-15+0.00817093j 9.59231e-16-0.0310609j -1.96787e-15-0.00593719j 5.59389e-16+0.0113619j -5.88711e-16+0.00984276j -2.26838e-16-0.0398401j -4.15064e-15-0.0123254j 2.45524e-15-0.0371398j -1.74848e-15+0.0365302j -4.50053e-16+0.0266647j -3.17049e-15-0.00190097j -8.94221e-15-0.0228154j 4.25724e-15+0.0106867j 3.35571e-15-0.000593438j -7.64129e-16-0.0129624j 3.20048e-15+0.0639307j 1.35711e-15-0.00292678j -9.50441e-16+0.0117202j 1.04603e-15-0.00322759j 3.76574e-15-0.00130784j 4.38708e-15+0.0214024j -1.47444e-15-0.0371788j 2.96888e-16+0.0272591j -6.14109e-17-0.000796339j -9.94357e-14+0.0300001j 2.33085e-15+0.0276994j 5.44854e-16+0.0199635j 1.5847e-15+0.0357277j -3.97658e-16+0.00544382j 3.73979e-15+0.0207061j 3.3571e-15-0.0185766j -1.99685e-15-0.01645j -2.64066e-15-0.0241919j 7.87483e-16+0.0177679j 5.09069e-16+0.00650716j -1.63325e-15-0.00307524j 1.33618e-15-0.0143498j 3.13222e-15-0.0463561j 2.87728e-15-0.0201018j -3.1396e-15+0.0356748j 2.7271e-15+0.049451j 1.4436e-15+0.0552412j 3.4518e-15-0.0329307j -3.26771e-16-0.0242348j -1.26034e-15+0.00301777j 4.80063e-15-0.0222371j -1.55075e-15-0.00846025j -4.84898e-15+0.0330804j -8.64185e-16-0.00339673j 3.54161e-16-0.00127985j 7.23609e-15+0.0487779j 3.59602e-15-0.0142158j 
-1.55189e-15-0.0363405j 3.88418e-15+0.0473947j 1.43425e-16+0.00646716j -2.25897e-16+0.00309639j 3.99968e-16+0.0154216j 7.01036e-16+0.0354333j 1.63159e-15+0.0577746j -2.13174e-16-0.0123085j -6.84941e-16-0.028361j 2.1657e-17+0.00284983j -8.60871e-16-0.0209413j -1.31075e-15-0.0420892j 9.33643e-16+0.00484792j -1.42065e-16-0.0262135j -8.30799e-16-0.0146033j 1.60009e-15+0.00305895j -8.55912e-17-0.00209816j -1.71211e-15-0.0638513j -2.25891e-16-0.0263295j 1.78978e-15+0.0532304j -1.79055e-16+0.00469082j 5.65145e-16+0.0134838j -7.20031e-16+0.00236867j 8.10336e-16-0.0196514j 8.16361e-16+0.0150689j -1.1758e-15-0.0314822j -5.12652e-16-0.0230383j -3.00952e-15-0.0196191j -1.50249e-13+0.0451014j 2.34296e-16+0.0422163j 2.02807e-16+0.0257512j -1.23173e-16+0.00671984j 8.01983e-17+0.0310041j -6.78178e-16-0.00904626j -1.06033e-15-0.0737203j -1.2108e-16-0.0273687j -3.27943e-16-0.00734577j 4.50895e-15+0.0336705j -2.31029e-15-0.03397j 7.84779e-16+0.0137065j -2.22817e-15-0.0324556j 1.19577e-16-0.0084766j -3.12971e-16-0.013881j 1.7193e-15+0.067449j -9.09899e-16-0.0519494j 1.52484e-15+0.0594818j -2.29334e-15-0.0702508j -1.56761e-15-0.0637934j -2.59418e-16-0.00609682j -3.09616e-15-0.0997412j 6.73008e-16+0.0488108j 2.32995e-15+0.0994913j 6.95288e-16+0.0228648j -1.48383e-15-0.0468342j 1.62591e-14+0.0719867j 1.32831e-15-0.0652941j 
-4.75565e-16+0.00304837j 7.21393e-16+0.0211261j -1.02851e-16+0.00716991j -1.50393e-16+0.0482327j -4.23163e-17-0.0190068j 2.99456e-16-0.0216402j 2.15512e-16-0.0102817j 2.63288e-16+0.0213131j -3.3193e-16+0.0216406j -5.56216e-16+0.0141549j 1.26944e-17-0.0257953j -3.64285e-16+0.00229546j 1.85795e-16+0.0173196j 3.23922e-17+0.00663548j -6.9246e-16-0.032182j 5.03945e-15+0.0125176j 3.86845e-16-0.00926673j -4.52552e-16+0.0212254j -4.58958e-16+0.00331745j 1.02321e-15+0.00457827j 5.69451e-17-0.0061681j 2.35876e-16+0.00910411j 6.75169e-15-0.0599575j -7.6266e-16+0.0184514j 1.08239e-15+0.0291581j -1.27551e-16+0.00217561j -2.33507e-16+0.0126139j 5.09937e-17+0.0129691j 2.65159e-15-0.000832858j 1.23151e-15-0.0327927j 8.93184e-17-0.00140455j 2.50875e-16+0.00885125j -5.77476e-16+0.00315227j -4.95243e-16+0.0569712j -5.69133e-16+0.0153927j -8.33061e-16+0.0187738j 5.98121e-17-0.0352662j 1.32324e-15+0.029779j -1.14275e-15+0.0326758j -1.79414e-16+0.00228895j 1.13688e-15+0.0428793j 3.13291e-16+0.0130724j -4.84495e-17+0.0206263j 5.0294e-16+0.000810535j -1.3662e-16+0.0315372j 1.15658e-15-0.0219288j 2.8077e-16-0.0638846j -7.37915e-16-0.00395213j 1.80013e-16+0.0194863j -7.73392e-16-0.00667112j 6.25005e-16-0.0149125j 1.88796e-16+0.0302633j -3.74931e-16+0.0329192j -4.74438e-16+0.00475981j 1.19024e-14+0.0548347j 2.04808e-15-0.0182211j 
-1.98823e-15-0.00973543j -1.07668e-15-0.00169347j 4.91577e-15+0.0233328j 1.83105e-14+0.0827159j -2.52572e-15-0.0119017j 7.02753e-16+0.0045607j 1.56659e-15+0.0107368j 1.03997e-14+0.0470116j 4.30531e-16+0.00157104j 2.51241e-15+0.0125247j -4.84322e-15-0.0235782j 5.0233e-15+0.0225778j -6.84779e-16-0.00370639j -3.5455e-15-0.017953j -5.62346e-15-0.0247696j 1.53591e-14+0.0264222j -4.63496e-16-0.00117822j -1.0929e-15-0.00872506j 1.19382e-15+0.00559668j -1.84735e-15-0.00754881j 1.54122e-16+0.000655156j 5.58538e-15+0.0239055j -3.59417e-16-0.00859147j -7.21414e-15-0.0458867j 1.79919e-15+0.00866552j 1.67444e-15+0.00797712j -3.73197e-15-0.0168626j -3.99044e-15-0.0103244j -9.6345e-14+0.0305235j -3.7603e-15-0.0147912j 6.46469e-15+0.0303277j -1.47635e-15-0.00862442j 1.16975e-15+0.0107846j 3.75139e-15+0.018226j -2.03594e-15-0.012364j 8.22242e-15+0.0383358j -5.49358e-15-0.0249834j 6.24181e-15+0.0269102j 5.40582e-15+0.0280563j 6.19195e-16+0.0028762j 1.47123e-14+0.0568311j 4.46256e-15+0.0183101j -3.84308e-15-0.018585j 2.6457e-15+0.01511j 4.60218e-16+0.00150297j -1.3396e-14-0.0581776j -1.4786e-14-0.0714059j -1.0777e-14-0.0520743j 1.58482e-15+0.00603104j -4.97586e-15-0.0277299j 1.03867e-15+0.00679921j 2.41078e-14+0.114744j 2.31434e-15+0.0120337j 5.35118e-15+0.0218993j 2.19787e-14+0.0572114j -1.05842e-14-0.0607636j 
-3.64624e-17-0.00157125j 1.68098e-15+0.0233081j -3.23876e-16-0.0133238j -5.37042e-16-0.0224184j -6.13523e-17+0.00732189j 1.07623e-15+0.0548817j 1.33729e-16+0.00904581j -3.57978e-16-0.00614056j -6.70328e-16-0.0128019j 7.07393e-16+0.00816894j -1.03693e-15-0.0438435j -2.89662e-16+0.00989027j -2.1488e-16-0.00185435j 3.5079e-16+0.0172624j -1.26137e-15-0.0241422j 1.21168e-14+0.0312904j -2.66637e-17+0.00763043j -2.7882e-16+0.00769183j 2.78298e-17+0.038893j 8.6073e-17-0.00520721j 1.40432e-15+0.0494014j -3.61164e-16-0.0336449j 3.09468e-15-0.0351649j 1.20311e-15-0.0192992j 4.02487e-16+0.011486j -2.01307e-16-0.00683767j 1.1109e-15+0.0394295j -9.13809e-17+0.00631506j 1.46865e-15-0.000418501j 1.0903e-15-0.0182678j 1.31927e-16+0.0150665j -1.31216e-16-0.00210268j 7.32521e-17+0.02059j -6.45997e-16-0.0317509j -4.31629e-16+0.0411786j -6.05291e-16-0.0322916j -6.18553e-16-0.0371414j -3.6422e-16+0.00133478j 7.71501e-17+0.0225069j -1.08631e-15-0.0270657j 6.06708e-16+0.0296511j -1.60353e-16+0.00517623j -6.3431e-17-0.0284841j 6.29661e-17-0.00182698j 6.14873e-16+0.0593878j 7.65019e-16-0.0222565j 3.51884e-18+0.0242716j 3.96499e-16+0.0221678j -5.86734e-16-0.0548209j 1.28757e-16+0.0602482j 1.95238e-16-0.0100592j -1.31611e-15-0.0492098j -9.70995e-18-0.0163031j -1.91385e-16+0.0206634j -2.16513e-15-0.0175892j 5.61425e-16+0.0428746j 
-3.20436e-16+0.0123076j 1.5346e-15+0.0426592j -1.91097e-16-0.00472945j -4.18401e-16+0.0190015j 4.94248e-17-0.0216066j 3.50967e-16+0.0311444j 8.53628e-17+0.0125643j -4.96011e-17-0.02881j -2.10204e-16-0.0212655j -5.38861e-17+0.0416402j -3.45218e-17-0.0374496j -2.29904e-16+0.00283634j -8.55464e-17-0.0122837j 4.05405e-16-0.0278385j -4.8385e-16-0.0046834j 7.72089e-15+0.0217944j -5.91747e-17-0.00121694j -7.24342e-17-0.0152272j 3.38834e-16-0.00296776j -3.57081e-17+0.0250457j 5.94837e-16+0.00777758j -1.53159e-16+0.00755174j 3.50479e-15-0.0296552j 7.39833e-16-0.0136487j 2.73008e-16+0.0197315j -1.28477e-16-0.0236894j 5.62838e-17+0.0265902j -1.28576e-15+0.0105152j -8.70226e-14+0.025359j -2.13467e-15+0.0893041j -7.06182e-17-0.00727729j 3.9783e-17+0.014036j -1.05729e-15+0.0313347j -8.78279e-16-0.0155625j 6.40696e-16-0.0287544j 4.18555e-16-0.0429963j -3.09493e-16-0.0143783j 3.67361e-15+0.0443442j -1.44637e-15-0.0323031j -1.33947e-16-0.0127399j -3.5728e-15-0.102193j -1.49033e-16-0.0347454j -4.22824e-16+0.0310202j -3.54722e-16+0.0136883j 5.25003e-16-0.046253j -2.75947e-16+0.119521j 6.61523e-16-0.0351007j 1.13226e-16-0.0188023j -5.93275e-16+0.0541966j 3.07011e-16-0.0548048j -2.7042e-16+0.100957j -5.82437e-16-0.0289583j -3.03787e-16+0.0245478j 8.24119e-17-0.0594533j -9.54949e-16-0.00056364j 3.25961e-16-0.0093819j 
