-0.0416381-0j -0.00736065-0j -0.000613387-0j -0.0363191-0j -0.00605318-0j -0.0037068-0j -0.000756647-0j -4.45859e-05-0j -0.0228981-0j -0.0231354-0j -0.00369517-0j -0.00373346-0j -0.00301709-0j -0.00304836-0j -0.00043548-0j -0.000377137-0j -0.000439993-0j -0.000381045-0j -4.4446e-05-0j -4.49066e-05-0j -2.02867e-06-0j -2.0497e-06-0j -0.0170137-0j -0.0210534-0j -0.0122812-0j -0.00269011-0j -0.00332884-0j -0.00212672-0j -0.00194182-0j -0.00141781-0j -0.000306965-0j -0.00263168-0j -0.00175445-0j -0.000354453-0j -0.00153514-0j -0.00037985-0j -0.000125318-0j -0.00102343-0j -2.95377e-05-0j -0.000221579-0j -3.13295e-05-0j -0.000438613-0j -0.000155073-0j -0.000255857-0j -3.65511e-05-0j -2.61079e-06-0j -9.04593e-05-0j -3.87683e-05-0j -2.13215e-05-0j -9.72984e-08-0j -3.23069e-06-0j -2.26148e-05-0j -1.20401e-07-0j -1.88457e-06-0j -7.02337e-08-0j 
0.208944-0j -0.000255857-0j -2.13215e-05-0j 0.0024593-0j -0.0591721-0j 0.000251001-0j 5.12353e-05-0j 3.01907e-06-0j -0.000795944-0j -0.000722041-0j -0.000128445-0j -0.000116519-0j 0.0151401-0j 0.0137344-0j 0.00218529-0j -1.31094e-05-0j 0.00198238-0j -1.18922e-05-0j -1.54495e-06-0j -1.4015e-06-0j -7.05171e-08-0j -6.39696e-08-0j -0.000591401-0j 0.0014256-0j -0.00164103-0j -9.35087e-05-0j 0.000225408-0j -7.39251e-05-0j -0.000259469-0j 0.0142787-0j -1.06702e-05-0j 0.0001782-0j -0.0344197-0j 0.00177868-0j -0.000205129-0j 2.5721e-05-0j -4.35608e-06-0j 0.0396209-0j 0.000148223-0j -2.96078e-05-0j -1.08902e-06-0j -0.00428761-0j 1.05006e-05-0j 0.00493552-0j -0.000357301-0j -9.07516e-08-0j -1.20873e-05-0j 2.62514e-06-0j 0.000411293-0j -3.38211e-09-0j 2.18762e-07-0j -3.02183e-06-0j 8.15277e-09-0j -2.51819e-07-0j -9.38474e-09-0j 
-2.95377e-05-0j 0.000749052-0j 0.273495-0j -2.57644e-05-0j 0.000615998-0j -2.62957e-06-0j -0.00731239-0j 0.0821227-0j -1.62438e-05-0j -1.64121e-05-0j 0.000376037-0j 0.000379934-0j -2.1403e-06-0j -2.16248e-06-0j -0.00420857-0j 3.83791e-05-0j -0.00425218-0j 3.87768e-05-0j 0.0198175-0j 0.0200228-0j 0.0094406-0j 0.00953843-0j 2.37357e-05-0j -1.49351e-05-0j -8.71215e-06-0j -0.000538372-0j 0.000338757-0j 2.96697e-06-0j 0.000197608-0j 1.97798e-06-0j 0.00583407-0j -1.86689e-06-0j -1.24459e-06-0j -7.09367e-05-0j -1.08902e-06-0j -0.00367095-0j 1.7483e-07-0j -7.26013e-07-0j -0.0259006-0j -0.00214139-0j 0.000595438-0j 4.46352e-05-0j -1.10008e-07-0j 2.60372e-05-0j 0.0162973-0j -0.00945704-0j -6.41711e-08-0j -0.000374664-0j 0.00950675-0j -0.00179027-0j 0.00595061-0j -0.000218554-0j 0.00112648-0j 0.00347119-0j 0.000657114-0j 
-0.206801-0j 0.000253233-0j 2.11028e-05-0j 0.00124951-0j -0.0300639-0j 0.000127527-0j 2.60314e-05-0j 1.53392e-06-0j -0.00231849-0j 0.000795944-0j -0.000374144-0j 0.000128445-0j 0.0441013-0j -0.0151401-0j 0.00636547-0j -3.81859e-05-0j -0.00218529-0j 1.31094e-05-0j -4.50026e-06-0j 1.54495e-06-0j -2.05408e-07-0j 7.05171e-08-0j -0.00115112-0j -0.00213171-0j 0.000422517-0j -0.000182008-0j -0.000337052-0j -0.00014389-0j 6.68058e-05-0j 0.0277926-0j -2.07688e-05-0j -0.000266463-0j 0.0514678-0j 0.00346208-0j 5.28146e-05-0j -3.84607e-05-0j -8.47881e-06-0j -0.0102012-0j 0.000288507-0j 7.62314e-06-0j -2.1197e-06-0j 0.00641126-0j -1.57015e-05-0j -0.00127075-0j 0.000534272-0j -1.76642e-07-0j 3.11213e-06-0j -3.92537e-06-0j -0.000105896-0j -6.58306e-09-0j -3.27114e-07-0j 7.78033e-07-0j -1.21908e-08-0j 6.48361e-08-0j 2.4163e-09-0j 
-0.000438613-0j -0.349525-0j 0.000926905-0j -6.62856e-06-0j 5.20906e-05-0j 0.000130035-0j -0.00125823-0j 1.55915e-06-0j 0.000234341-0j 0.000235262-0j -0.00178309-0j -0.0017901-0j -0.00295201-0j -0.00296362-0j -0.000424735-0j 0.0349796-0j -0.000426405-0j 0.0351171-0j 0.00623837-0j 0.0062629-0j -4.97769e-06-0j -4.99726e-06-0j -0.000179221-0j 3.73306e-06-0j 0.000252014-0j 0.00133614-0j -2.78308e-05-0j 0.00214181-0j -0.00187882-0j -1.49351e-05-0j 0.000308164-0j -4.46124e-05-0j 3.11088e-07-0j -0.0168314-0j -0.00301172-0j -6.41884e-06-0j 0.000381262-0j 2.10011e-05-0j 4.46352e-05-0j -0.000433327-0j -0.00604536-0j 0.000350587-0j -7.94143e-06-0j 0.0236676-0j -9.2972e-07-0j -0.000503789-0j -0.000536115-0j 0.000125921-0j -6.27641e-05-0j 2.95085e-07-0j 1.04936e-05-0j 0.00850073-0j -6.14642e-09-0j 0.000708406-0j -4.14936e-07-0j 
-0.000292409-0j -0.233017-0j 0.000617936-0j -4.41904e-06-0j 3.47271e-05-0j 8.669e-05-0j -0.000838823-0j 1.03943e-06-0j -0.000160805-0j 0.000156841-0j 0.00122356-0j -0.0011934-0j 0.00202567-0j -0.00197574-0j 0.000291454-0j -0.024003-0j -0.00028427-0j 0.0234114-0j -0.00428078-0j 0.00417527-0j 3.4157e-06-0j -3.33151e-06-0j 0.000589424-0j -2.56163e-06-0j 0.000168009-0j -0.0043943-0j 1.90975e-05-0j -0.007044-0j -0.00125255-0j 4.91187e-05-0j -0.00101349-0j 3.06131e-05-0j -2.13469e-07-0j 0.0553553-0j -0.00200781-0j 4.40462e-06-0j -0.0012539-0j 1.40008e-05-0j -0.000146796-0j -0.000288885-0j 0.019882-0j -0.000240573-0j 5.44942e-06-0j 0.0157784-0j 6.37975e-07-0j 0.00165686-0j -0.00035741-0j -8.6407e-05-0j -4.18427e-05-0j -9.70477e-07-0j -7.2007e-06-0j 0.00566715-0j 4.21768e-09-0j 0.000472271-0j -2.76624e-07-0j 
0.295492-0j -0.000361837-0j -3.01531e-05-0j 0.00172352-0j -0.0414689-0j 0.000175906-0j 3.59066e-05-0j 2.11582e-06-0j 0.00109359-0j 0.00113662-0j 0.000176477-0j 0.000183421-0j -0.0208018-0j -0.0216202-0j -0.00300248-0j 1.80116e-05-0j -0.00312061-0j 1.87203e-05-0j 2.12269e-06-0j 2.20621e-06-0j 9.68872e-08-0j 1.00699e-07-0j 0.0016448-0j -0.000970647-0j -0.000542049-0j 0.000260066-0j -0.000153473-0j 0.0002056-0j -8.57055e-05-0j -0.039712-0j 2.96758e-05-0j -0.000121331-0j 0.0234352-0j -0.00494687-0j -6.77561e-05-0j -1.75126e-05-0j 1.21151e-05-0j 0.0130872-0j -0.000412239-0j -9.77975e-06-0j 3.02878e-06-0j 0.00291929-0j -7.14949e-06-0j 0.00163025-0j 0.000243274-0j 2.52398e-07-0j -3.99257e-06-0j -1.78737e-06-0j 0.000135854-0j 9.40632e-09-0j -1.48948e-07-0j -9.98142e-07-0j -5.55095e-09-0j -8.31785e-08-0j -3.09988e-09-0j 
0.000255857-0j 0.20389-0j -0.000540694-0j -0.000434746-0j 0.00341646-0j 0.00852858-0j -0.0825235-0j 0.000102259-0j 0.000140704-0j 0.00012764-0j -0.00107061-0j -0.000971208-0j -0.00177246-0j -0.00160789-0j -0.000255022-0j 0.0210026-0j -0.000231343-0j 0.0190525-0j 0.00374568-0j 0.0033979-0j -2.98873e-06-0j -2.71123e-06-0j 0.000104546-0j -0.000252014-0j 0.000290096-0j -0.000779414-0j 0.00187882-0j -0.00124939-0j -0.00216273-0j 8.71215e-06-0j -0.000179762-0j 0.00301172-0j -2.10011e-05-0j 0.00981833-0j -0.00346683-0j 0.000433327-0j -0.000222403-0j 2.41746e-05-0j -2.60372e-05-0j -0.000498807-0j 0.00352646-0j -0.0236676-0j 0.000536115-0j 0.0272441-0j 6.27641e-05-0j 0.000293877-0j -0.000617128-0j -0.00850073-0j -7.22485e-05-0j -1.72133e-07-0j -0.000708406-0j 0.00978529-0j 4.14936e-07-0j 0.000815454-0j -4.77638e-07-0j 
3.65511e-05-0j -0.000926905-0j -0.338433-0j 5.5238e-07-0j -1.32068e-05-0j 5.63771e-08-0j 0.000156775-0j -0.00176068-0j -1.95284e-05-0j -1.96052e-05-0j 0.000452076-0j 0.000453853-0j -2.57309e-06-0j -2.58321e-06-0j -0.00505958-0j 4.61398e-05-0j -0.00507948-0j 4.63212e-05-0j 0.0238247-0j 0.0239184-0j 0.0113496-0j 0.0113942-0j 1.49351e-05-0j -3.11088e-07-0j -2.10011e-05-0j -0.000338757-0j 7.05608e-06-0j 1.86689e-06-0j 0.000476346-0j 1.24459e-06-0j 0.00367095-0j -3.8886e-08-0j -2.5924e-08-0j -4.46352e-05-0j -2.62514e-06-0j -7.64633e-05-0j 1.10008e-07-0j -1.75009e-06-0j -0.0162973-0j -0.00516193-0j 0.000374664-0j 9.2972e-07-0j -2.29138e-09-0j 6.27641e-05-0j 0.000339461-0j -0.00595061-0j -1.54688e-07-0j -7.804e-06-0j 0.0229165-0j -0.00112648-0j 0.000123947-0j -0.000526837-0j 2.34638e-05-0j 0.00836749-0j 0.00158401-0j 
0.147746-0j -0.000180919-0j -1.50765e-05-0j -1.54666e-05-0j 0.000372137-0j -1.57856e-06-0j -3.22222e-07-0j -1.89871e-08-0j 0.00276602-0j 0.000548945-0j 0.000446365-0j 8.85856e-05-0j -0.0526141-0j -0.0104418-0j -0.00759418-0j 4.55569e-05-0j -0.00150714-0j 9.04123e-06-0j 5.36893e-06-0j 1.06552e-06-0j 2.45057e-07-0j 4.86341e-08-0j -0.000418183-0j 4.40628e-05-0j 0.000588032-0j -6.61206e-05-0j 6.96694e-06-0j -5.22729e-05-0j 9.29759e-05-0j 0.0100966-0j -7.54495e-06-0j 5.50785e-06-0j -0.00106385-0j 0.00125772-0j 7.35039e-05-0j 7.9499e-07-0j -3.08021e-06-0j -0.0141974-0j 0.00010481-0j 1.06094e-05-0j -7.70053e-07-0j -0.000132522-0j 3.24553e-07-0j -0.00176855-0j -1.10435e-05-0j -6.41711e-08-0j 4.33126e-06-0j 8.11383e-08-0j -0.000147379-0j -2.39151e-09-0j 6.76153e-09-0j 1.08282e-06-0j 2.51987e-10-0j 9.02346e-08-0j 3.36285e-09-0j 
-0.000253233-0j -0.201799-0j 0.000535149-0j -0.000220884-0j 0.00173582-0j 0.00433316-0j -0.0419282-0j 5.19555e-05-0j 0.000409855-0j -0.000140704-0j -0.00311857-0j 0.00107061-0j -0.00516297-0j 0.00177246-0j -0.000742849-0j 0.0611781-0j 0.000255022-0j -0.0210026-0j 0.0109107-0j -0.00374568-0j -8.70582e-06-0j 2.98873e-06-0j 0.000203491-0j 0.000376836-0j -7.46912e-05-0j -0.00151708-0j -0.0028094-0j -0.00243185-0j 0.00055684-0j 1.69576e-05-0j -0.000349895-0j -0.00450343-0j 3.1403e-05-0j 0.0191107-0j 0.000892607-0j -0.000647954-0j -0.000432893-0j -6.22426e-06-0j -5.06797e-05-0j 0.000128428-0j 0.00686402-0j 0.0353902-0j -0.000801652-0j -0.00701456-0j -9.38512e-05-0j 0.000572011-0j 0.000158892-0j 0.0127111-0j 1.86019e-05-0j -3.35045e-07-0j 0.00105928-0j -0.00251943-0j -6.20454e-07-0j -0.000209956-0j 1.22978e-07-0j 
-0.121884-0j 0.00014925-0j 1.24375e-05-0j -0.00215826-0j 0.0519291-0j -0.000220277-0j -4.49638e-05-0j -2.64952e-06-0j 0.000464301-0j 0.00221721-0j 7.49262e-05-0j 0.0003578-0j -0.00883173-0j -0.0421747-0j -0.00127475-0j 7.64712e-06-0j -0.0060874-0j 3.65178e-05-0j 9.01222e-07-0j 4.30367e-06-0j 4.1135e-08-0j 1.96435e-07-0j -0.000678446-0j -0.0012511-0j 0.000298137-0j -0.000107272-0j -0.000197816-0j -8.48058e-05-0j 4.71395e-05-0j 0.0163804-0j -1.22407e-05-0j -0.000156388-0j 0.0302065-0j 0.00204048-0j 3.72671e-05-0j -2.25726e-05-0j -4.99723e-06-0j -0.00719819-0j 0.00017004-0j 5.37904e-06-0j -1.24931e-06-0j 0.00376278-0j -9.21523e-06-0j -0.000896668-0j 0.000313565-0j -1.04109e-07-0j 2.19598e-06-0j -2.30381e-06-0j -7.47224e-05-0j -3.87991e-09-0j -1.91984e-07-0j 5.48996e-07-0j -7.15482e-09-0j 4.57497e-08-0j 1.70499e-09-0j 
2.43674e-05-0j -0.000617936-0j -0.225622-0j 3.68254e-07-0j -8.80452e-06-0j 3.75847e-08-0j 0.000104517-0j -0.00117379-0j 1.34004e-05-0j -1.30701e-05-0j -0.000310215-0j 0.000302569-0j 1.76566e-06-0j -1.72214e-06-0j 0.00347189-0j -3.16612e-05-0j -0.00338632-0j 3.08808e-05-0j -0.0163486-0j 0.0159456-0j -0.0077881-0j 0.00759614-0j -4.91187e-05-0j 2.13469e-07-0j -1.40008e-05-0j 0.00111411-0j -4.84189e-06-0j -6.13984e-06-0j 0.000317564-0j -4.09323e-06-0j -0.012073-0j 2.66836e-08-0j 1.77891e-08-0j 0.000146796-0j -1.75009e-06-0j 5.24692e-05-0j -3.61793e-07-0j -1.16673e-06-0j 0.0535986-0j -0.00344129-0j -0.0012322-0j -6.37975e-07-0j 1.57235e-09-0j 4.18427e-05-0j -0.000232939-0j 0.0195704-0j -1.03125e-07-0j 5.35511e-06-0j 0.0152777-0j 0.00370478-0j -8.50526e-05-0j -0.000351225-0j -1.61009e-05-0j 0.00557833-0j 0.00105601-0j 
-2.13215e-05-0j 0.000540694-0j 0.197419-0j 3.62288e-05-0j -0.00086619-0j 3.69759e-06-0j 0.0102824-0j -0.115477-0j -1.17254e-05-0j -1.06367e-05-0j 0.000271438-0j 0.000246235-0j -1.54495e-06-0j -1.4015e-06-0j -0.00303791-0j 2.77035e-05-0j -0.00275584-0j 2.51313e-05-0j 0.014305-0j 0.0129768-0j 0.00681459-0j 0.00618186-0j -8.71215e-06-0j 2.10011e-05-0j -2.41746e-05-0j 0.000197608-0j -0.000476346-0j -1.08902e-06-0j 0.000548327-0j -7.26013e-07-0j -0.00214139-0j 2.62514e-06-0j 1.75009e-06-0j 2.60372e-05-0j -3.02183e-06-0j 0.00516193-0j -6.41711e-08-0j -2.01455e-06-0j 0.00950675-0j -0.00594195-0j -0.000218554-0j -6.27641e-05-0j 1.54688e-07-0j 7.22485e-05-0j -0.0229165-0j 0.00347119-0j -1.78063e-07-0j 0.000526837-0j 0.0263795-0j 0.000657114-0j -0.00836749-0j -0.000606448-0j -0.00158401-0j 0.00963192-0j 0.00182337-0j 
0.000361837-0j 0.288344-0j -0.000764657-0j -0.000304678-0j 0.00239431-0j 0.00597698-0j -0.057834-0j 7.16652e-05-0j -0.000193321-0j -0.000200927-0j 0.00147098-0j 0.00152885-0j 0.00243528-0j 0.0025311-0j 0.000350389-0j -0.0288567-0j 0.000364174-0j -0.029992-0j -0.0051464-0j -0.00534888-0j 4.10638e-06-0j 4.26795e-06-0j -0.000290763-0j 0.000171588-0j 9.58216e-05-0j 0.0021677-0j -0.00127923-0j 0.0034748-0j -0.000714373-0j -2.42302e-05-0j 0.000499954-0j -0.00205058-0j 1.4299e-05-0j -0.0273067-0j -0.00114513-0j -0.000295038-0j 0.000618547-0j 7.98514e-06-0j 7.24146e-05-0j -0.000164761-0j -0.00980779-0j 0.0161145-0j -0.000365023-0j 0.008999-0j -4.2734e-05-0j -0.000817329-0j -0.000203844-0j 0.00578787-0j -2.38644e-05-0j 4.78736e-07-0j 0.00048233-0j 0.00323218-0j -2.82516e-07-0j 0.000269353-0j -1.57769e-07-0j 
2.11028e-05-0j -0.000535149-0j -0.195394-0j 1.8407e-05-0j -0.00044009-0j 1.87866e-06-0j 0.00522422-0j -0.0586713-0j -3.41546e-05-0j 1.17254e-05-0j 0.000790666-0j -0.000271438-0j -4.50026e-06-0j 1.54495e-06-0j -0.00884905-0j 8.0697e-05-0j 0.00303791-0j -2.77035e-05-0j 0.0416687-0j -0.014305-0j 0.0198501-0j -0.00681459-0j -1.69576e-05-0j -3.1403e-05-0j 6.22426e-06-0j 0.000384632-0j 0.00071228-0j -2.1197e-06-0j -0.000141178-0j -1.41314e-06-0j -0.00416806-0j -3.92537e-06-0j -2.61692e-06-0j 5.06797e-05-0j 7.78033e-07-0j -0.00771863-0j -1.24905e-07-0j 5.18689e-07-0j 0.0185043-0j 0.00152988-0j -0.000425401-0j 9.38512e-05-0j -2.31305e-07-0j -1.86019e-05-0j 0.0342671-0j 0.00675644-0j 4.5846e-08-0j -0.00078778-0j -0.00679195-0j 0.00127903-0j 0.0125119-0j 0.000156143-0j 0.00236857-0j -0.00247994-0j -0.000469465-0j 
-0.149277-0j 0.000182793-0j 1.52328e-05-0j -0.00175701-0j 0.0422746-0j -0.000179324-0j -3.66043e-05-0j -2.15693e-06-0j -0.00167357-0j 0.000515851-0j -0.000270072-0j 8.32451e-05-0j 0.031834-0j -0.00981229-0j 0.00459484-0j -2.75641e-05-0j -0.00141628-0j 8.49616e-06-0j -3.24846e-06-0j 1.00128e-06-0j -1.48271e-07-0j 4.57021e-08-0j 0.000422517-0j 0.00299751-0j 0.00117241-0j 6.68058e-05-0j 0.000473948-0j 5.28146e-05-0j 0.000185374-0j -0.0102012-0j 7.62314e-06-0j 0.000374689-0j -0.0723717-0j -0.00127075-0j 0.000146551-0j 5.40817e-05-0j 3.11213e-06-0j -0.0283065-0j -0.000105896-0j 2.11528e-05-0j 7.78033e-07-0j -0.00901524-0j 2.20788e-05-0j -0.0035261-0j -0.00075127-0j 6.48361e-08-0j 8.6356e-06-0j 5.51969e-06-0j -0.000293842-0j 2.4163e-09-0j 4.59974e-07-0j 2.1589e-06-0j 1.71422e-08-0j 1.79908e-07-0j 6.70479e-09-0j 
0.000180919-0j 0.144172-0j -0.000382329-0j 2.73414e-06-0j -2.14863e-05-0j -5.36367e-05-0j 0.000518995-0j -6.43115e-07-0j -0.000488968-0j -9.70407e-05-0j 0.00372054-0j 0.000738379-0j 0.00615957-0j 0.00122243-0j 0.000886239-0j -0.0729872-0j 0.000175883-0j -0.0144851-0j -0.0130168-0j -0.00258331-0j 1.03863e-05-0j 2.06126e-06-0j 7.39251e-05-0j -7.78928e-06-0j -0.00010395-0j -0.000551129-0j 5.80709e-05-0j -0.000883452-0j 0.000774973-0j 6.16042e-06-0j -0.000127111-0j 9.30868e-05-0j -6.49107e-07-0j 0.00694261-0j 0.00124227-0j 1.33933e-05-0j -0.000157263-0j -8.66252e-06-0j -1.84111e-05-0j 0.000178738-0j 0.00249359-0j -0.000731523-0j 1.65703e-05-0j -0.0097624-0j 1.93992e-06-0j 0.000207802-0j 0.000221136-0j -0.000262742-0j 2.58889e-05-0j -1.21716e-07-0j -2.18955e-05-0j -0.00350637-0j 1.28249e-08-0j -0.000292203-0j 1.71152e-07-0j 
-0.00014925-0j -0.118936-0j 0.000315405-0j 0.000381531-0j -0.00299826-0j -0.00748463-0j 0.0724222-0j -8.97422e-05-0j -8.20775e-05-0j -0.00039195-0j 0.000624525-0j 0.00298234-0j 0.00103394-0j 0.00493743-0j 0.000148763-0j -0.0122515-0j 0.000710398-0j -0.0585056-0j -0.00218498-0j -0.0104341-0j 1.74343e-06-0j 8.32551e-06-0j 0.000119933-0j 0.000221166-0j -5.27036e-05-0j -0.000894132-0j -0.00164884-0j -0.00143328-0j 0.000392918-0j 9.99446e-06-0j -0.000206221-0j -0.00264307-0j 1.84305e-05-0j 0.0112634-0j 0.000629842-0j -0.000380285-0j -0.000255138-0j -4.39197e-06-0j -2.98695e-05-0j 9.06217e-05-0j 0.00404551-0j 0.0207706-0j -0.000470491-0j -0.00494961-0j -5.50814e-05-0j 0.000337131-0j 0.000112118-0j 0.00746019-0j 1.31259e-05-0j -1.97468e-07-0j 0.000621693-0j -0.00177776-0j -3.64145e-07-0j -0.000148149-0j 8.67756e-08-0j 
-3.01531e-05-0j 0.000764657-0j 0.279193-0j 2.53898e-05-0j -0.000607041-0j 2.59134e-06-0j 0.00720607-0j -0.0809287-0j 1.61101e-05-0j 1.67439e-05-0j -0.000372943-0j -0.000387616-0j 2.12269e-06-0j 2.20621e-06-0j 0.00417394-0j -3.80634e-05-0j 0.00433816-0j -3.95609e-05-0j -0.0196544-0j -0.0204277-0j -0.00936293-0j -0.00973131-0j 2.42302e-05-0j -1.4299e-05-0j -7.98514e-06-0j -0.000549588-0j 0.000324328-0j 3.02878e-06-0j 0.000181118-0j 2.01919e-06-0j 0.00595562-0j -1.78737e-06-0j -1.19158e-06-0j -7.24146e-05-0j -9.98142e-07-0j -0.00351459-0j 1.78472e-07-0j -6.65428e-07-0j -0.0264402-0j -0.00196269-0j 0.000607843-0j 4.2734e-05-0j -1.05322e-07-0j 2.38644e-05-0j 0.0156031-0j -0.00965406-0j -5.88161e-08-0j -0.000358706-0j 0.00871342-0j -0.00182756-0j 0.00569715-0j -0.000200316-0j 0.0010785-0j 0.00318152-0j 0.000602278-0j 
0.0674506-0j -8.25949e-05-0j -6.8829e-06-0j 0.00159486-0j -0.0383733-0j 0.000162775-0j 3.32263e-05-0j 1.95788e-06-0j 0.000249629-0j -0.00272229-0j 4.02837e-05-0j -0.000439307-0j -0.00474833-0j 0.0517822-0j -0.000685362-0j 4.11143e-06-0j 0.00747412-0j -4.48366e-05-0j 4.84537e-07-0j -5.28405e-06-0j 2.2116e-08-0j -2.41183e-07-0j -0.000190913-0j -0.000898189-0j 0.00175517-0j -3.01861e-05-0j -0.000142016-0j -2.38642e-05-0j 0.000277516-0j 0.0046094-0j -3.4445e-06-0j -0.000112274-0j 0.0216858-0j 0.000574187-0j 0.000219396-0j -1.62053e-05-0j -1.40621e-06-0j -0.0423767-0j 4.78489e-05-0j 3.16671e-05-0j -3.51553e-07-0j 0.00270137-0j -6.61579e-06-0j -0.0052788-0j 0.000225114-0j -2.92961e-08-0j 1.2928e-05-0j -1.65395e-06-0j -0.0004399-0j -1.0918e-09-0j -1.37829e-07-0j 3.23201e-06-0j -5.13658e-09-0j 2.69334e-07-0j 1.00375e-08-0j 
-1.50765e-05-0j 0.000382329-0j 0.139597-0j -2.27845e-07-0j 5.44752e-06-0j -2.32544e-08-0j -6.46664e-05-0j 0.000726244-0j 4.07473e-05-0j 8.08672e-06-0j -0.000943286-0j -0.000187205-0j 5.36893e-06-0j 1.06552e-06-0j 0.0105572-0j -9.62737e-05-0j 0.00209518-0j -1.91065e-05-0j -0.0497119-0j -0.00986584-0j -0.0236817-0j -0.00469987-0j -6.16042e-06-0j 6.49107e-07-0j 8.66252e-06-0j 0.00013973-0j -1.4723e-05-0j -7.70053e-07-0j -0.000196483-0j -5.13369e-07-0j -0.00151419-0j 8.11383e-08-0j 5.40922e-08-0j 1.84111e-05-0j 1.08282e-06-0j 0.000159546-0j -4.53758e-08-0j 7.21877e-07-0j 0.00672229-0j 0.00212919-0j -0.000154541-0j -1.93992e-06-0j 4.78112e-09-0j -2.58889e-05-0j -0.000708309-0j 0.0024545-0j 6.38055e-08-0j 1.62836e-05-0j -0.00945259-0j 0.00046465-0j -0.000258624-0j 0.000217309-0j -4.89588e-05-0j -0.00345141-0j -0.00065337-0j 
-0.000182793-0j -0.145666-0j 0.000386291-0j 0.000310598-0j -0.00244083-0j -0.00609311-0j 0.0589577-0j -7.30576e-05-0j 0.000295849-0j -9.11904e-05-0j -0.0022511-0j 0.000693865-0j -0.00372683-0j 0.00114873-0j -0.000536216-0j 0.0441607-0j 0.00016528-0j -0.0136118-0j 0.00787577-0j -0.00242757-0j -6.28419e-06-0j 1.937e-06-0j -7.46912e-05-0j -0.00052989-0j -0.000207254-0j 0.00055684-0j 0.00395046-0j 0.000892607-0j 0.00154513-0j -6.22426e-06-0j 0.000128428-0j 0.00633253-0j -4.41575e-05-0j -0.00701456-0j 0.00247682-0j 0.000911125-0j 0.000158892-0j -1.72712e-05-0j 1.86019e-05-0j 0.000356365-0j -0.00251943-0j -0.0497642-0j 0.00112725-0j -0.0194641-0j 0.000131969-0j -0.000209956-0j 0.000440897-0j -0.0178739-0j 5.16168e-05-0j 1.22978e-07-0j -0.00148951-0j -0.00699095-0j 8.72456e-07-0j -0.000582589-0j 3.41241e-07-0j 
1.24375e-05-0j -0.000315405-0j -0.115161-0j -3.17942e-05-0j 0.000760163-0j -3.24498e-06-0j -0.00902375-0j 0.101342-0j 6.83979e-06-0j 3.26625e-05-0j -0.000158339-0j -0.000756126-0j 9.01222e-07-0j 4.30367e-06-0j 0.00177211-0j -1.61604e-05-0j 0.00846249-0j -7.71718e-05-0j -0.00834458-0j -0.0398484-0j -0.00397518-0j -0.0189829-0j -9.99446e-06-0j -1.84305e-05-0j 4.39197e-06-0j 0.000226694-0j 0.000418038-0j -1.24931e-06-0j -9.96183e-05-0j -8.32871e-07-0j -0.00245657-0j -2.30381e-06-0j -1.53587e-06-0j 2.98695e-05-0j 5.48996e-07-0j -0.00453008-0j -7.36161e-08-0j 3.65997e-07-0j 0.010906-0j 0.00107951-0j -0.000250722-0j 5.50814e-05-0j -1.35753e-07-0j -1.31259e-05-0j 0.0201114-0j 0.0039821-0j 3.23499e-08-0j -0.000462349-0j -0.00479254-0j 0.000753832-0j 0.00734326-0j 0.000110178-0j 0.00139012-0j -0.00174989-0j -0.000331264-0j 
-0.0148715-0j 1.82105e-05-0j 1.51754e-06-0j -0.000528229-0j 0.0127095-0j -5.39121e-05-0j -1.10048e-05-0j -6.48462e-07-0j 5.66507e-05-0j 0.0015912-0j 9.14196e-06-0j 0.000256778-0j -0.00107758-0j -0.0302671-0j -0.000155536-0j 9.33048e-07-0j -0.00436868-0j 2.62073e-05-0j 1.09961e-07-0j 3.08856e-06-0j 5.019e-09-0j 1.40973e-07-0j 4.20925e-05-0j -0.000306204-0j -0.00295445-0j 6.6554e-06-0j -4.8415e-05-0j 5.26156e-06-0j -0.00046714-0j -0.00101628-0j 7.59441e-07-0j -3.82754e-05-0j 0.00739296-0j -0.000126596-0j -0.000369306-0j -5.52458e-06-0j 3.1004e-07-0j 0.071332-0j -1.05497e-05-0j -5.33048e-05-0j 7.75101e-08-0j 0.00092093-0j -2.2554e-06-0j 0.00888573-0j 7.67442e-05-0j 6.45917e-09-0j -2.17616e-05-0j -5.6385e-07-0j 0.000740477-0j 2.40719e-10-0j -4.69875e-08-0j -5.44039e-06-0j -1.75112e-09-0j -4.53366e-07-0j -1.6896e-08-0j 
