-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
-0.0186737-0j -0.00040335-0j -0.0157855-0j 0.0153177-0j 0.0280179-0j -0.000352931-0j 0.00115024-0j 0.0201859-0j 0.0200169-0j -0.0274694-0j -0.000145577-0j -0.0344586-0j 0.0144215-0j 0.0130991-0j 0.00433945-0j -0.00251966-0j -5.38661e-05-0j -0.00207861-0j 0.00201702-0j 0.00361482-0j -0.00127289-0j -4.55346e-05-0j 0.00260435-0j 8.082e-05-0j -0.00128608-0j 0.00592759-0j 0.00176489-0j -0.00575195-0j 0.00221395-0j 5.77406e-05-0j -0.000375105-0j -0.0046704-0j 0.000727981-0j -0.00299965-0j 0.00158172-0j 0.000975216-0j 0.000260994-0j -0.00167872-0j -0.000242302-0j -3.56067e-05-0j -5.13938e-06-0j -0.00135992-0j -0.000196287-0j 0.00131962-0j 0.000190471-0j 0.00233189-0j 0.000336579-0j -0.00113779-0j -2.9374e-05-0j -0.000164226-0j -4.23977e-06-0j 0.00168005-0j 0.000242494-0j 5.1083e-05-0j -1.79878e-05-0j -0.000812875-0j 7.37319e-06-0j -2.59632e-06-0j -0.000117328-0j 0.00111551-0j 0.0020404-0j 0.000161011-0j 0.00139934-0j 0.0031639-0j 0.000294507-0j -0.00197994-0j 0.000201978-0j 0.000456669-0j -1.81742e-05-0j -0.00028578-0j 8.37661e-05-0j -2.62323e-06-0j 0.00147004-0j 0.000841623-0j 1.20906e-05-0j -0.004791-0j 0.000212182-0j 0.00094416-0j 0.000121478-0j -0.00141454-0j -0.000691521-0j 0.000136278-0j -5.30082e-06-0j -0.00250945-0j -0.000204171-0j -7.65107e-07-0j 0.00060636-0j -0.000362208-0j -0.00109404-0j 8.75206e-05-0j 0.00067454-0j -0.000157912-0j 0.000316021-0j 9.73615e-05-0j 4.56137e-05-0j 7.10145e-05-0j 1.02501e-05-0j 
0.000235792-0j 0.000257323-0j 0.000199322-0j 0.000201387-0j -0.000532806-0j -0.000659313-0j 0.000150105-0j -0.0003846-0j 0.000129995-0j 0.000185746-0j 9.28729e-05-0j 7.66162e-05-0j 9.38353e-05-0j 4.23993e-05-0j 9.34817e-06-0j -0.0045525-0j -0.00491726-0j -0.00375562-0j -0.00379454-0j -0.00335913-0j 0.0157687-0j -0.00415671-0j -0.00242475-0j 0.0111113-0j 0.00680423-0j -0.00219078-0j 0.00972236-0j -0.00221348-0j 0.00401027-0j -0.00271095-0j -0.000677737-0j -0.00223642-0j -0.00136952-0j -0.000714546-0j -0.000978433-0j -0.000360976-0j -6.89249e-05-0j 2.1197e-05-0j 0.0414694-0j 2.27158e-05-0j 0.0444408-0j 1.71715e-05-0j 0.0335941-0j 1.73495e-05-0j 0.0339422-0j 1.51439e-05-0j 0.0296272-0j -4.20691e-05-0j 1.87396e-05-0j -0.0823032-0j 0.0366618-0j 1.09314e-05-0j 0.021386-0j 1.67612e-05-0j -7.8682e-05-0j 1.02641e-05-0j 0.0327913-0j -0.153932-0j 0.0200805-0j 1.4666e-05-0j -3.88016e-05-0j 0.0286924-0j 6.04944e-06-0j 5.10027e-06-0j -0.0759107-0j -3.92037e-05-0j 0.011835-0j 0.00997807-0j -3.39514e-05-0j -0.0766974-0j 1.09314e-05-0j -0.0664219-0j -2.80085e-05-0j 5.46571e-06-0j 0.021386-0j 6.37667e-06-0j -0.0547953-0j -8.94885e-06-0j 0.010693-0j 9.565e-06-0j 0.0124752-0j -0.0175074-0j 3.38174e-06-0j 5.57958e-06-0j 0.0187128-0j 0.00661597-0j 3.94536e-06-0j 0.0109158-0j 1.45557e-06-0j 0.00771863-0j 2.18336e-06-0j 0.00284765-0j 6.80781e-07-0j 0.00427148-0j 0.00133187-0j 1.14639e-07-0j 0.000224278-0j 
-0.0114353-0j -0.0124795-0j 0.0282583-0j -0.00976677-0j -0.00882435-0j 0.0319211-0j -0.00727972-0j -0.00636975-0j -0.0053558-0j 0.0263336-0j -0.0554836-0j -0.00371569-0j -0.00386602-0j 0.00601104-0j -0.000453362-0j -0.00154297-0j -0.0016666-0j 0.00372102-0j -0.00128608-0j -0.0011385-0j -0.00077948-0j 0.00411841-0j -0.000821815-0j -0.00128608-0j -0.000669054-0j 0.00217059-0j 0.00328963-0j -0.000750211-0j -0.000464169-0j -0.000780563-0j -0.0072319-0j 0.00221581-0j -0.00571786-0j -0.00024218-0j -0.00028172-0j 0.00035765-0j -2.33606e-05-0j -0.001028-0j -0.000148379-0j -0.00110166-0j -0.000159011-0j 0.00243445-0j 0.000351382-0j -0.000841406-0j -0.000121446-0j -0.000734439-0j -0.000106007-0j -0.00069675-0j 0.00265675-0j -0.000100567-0j 0.000383469-0j -0.000530146-0j -7.652e-05-0j -0.000812875-0j -0.000556537-0j -0.000422881-0j -0.000117328-0j -8.03293e-05-0j -6.10377e-05-0j 0.00207924-0j 0.00187861-0j 0.000300112-0j -0.000293382-0j -0.00024735-0j 0.000271154-0j -0.000649294-0j -4.23461e-05-0j -3.57019e-05-0j -0.000477695-0j -9.37175e-05-0j 0.00154977-0j -6.89494e-05-0j 0.00135605-0j -0.0032653-0j 0.00022369-0j -0.000309252-0j 0.000195729-0j -0.000148211-0j -0.000471305-0j -0.000394078-0j -4.46367e-05-0j -2.13924e-05-0j -0.00516348-0j 0.00079103-0j -5.68803e-05-0j -0.000745284-0j -0.00235702-0j 0.000114175-0j -7.05915e-05-0j -0.000340206-0j -8.99544e-05-0j -1.0189e-05-0j 9.65159e-05-0j -1.29838e-05-0j 1.39309e-05-0j -5.55971e-06-0j -8.02475e-07-0j 
0.00330108-0j 7.13029e-05-0j 0.0027905-0j -0.00270782-0j -0.0049529-0j 6.239e-05-0j -0.000203335-0j -0.0035684-0j -0.00353853-0j 0.00485594-0j 2.57346e-05-0j 0.00609148-0j -0.00254938-0j -0.00231562-0j -0.000767114-0j -0.020948-0j -0.000447834-0j -0.0172812-0j 0.0167692-0j 0.030053-0j -0.0105826-0j -0.000378567-0j 0.0216522-0j 0.000671924-0j -0.0106922-0j 0.0492811-0j 0.014673-0j -0.0478207-0j 0.0184064-0j 0.000480046-0j -0.00311857-0j -0.0388289-0j 0.00605231-0j -0.0249386-0j 0.0131502-0j 0.00810778-0j 0.00216986-0j -0.0282278-0j -0.00407175-0j -0.000598731-0j -8.63645e-05-0j -0.0228672-0j -0.0032985-0j 0.0221896-0j 0.00320075-0j 0.039211-0j 0.00565603-0j -0.019132-0j -0.000493928-0j -0.00275972-0j -7.12471e-05-0j 0.0282502-0j 0.00407497-0j 0.000858966-0j -0.000302468-0j -0.0136686-0j 0.000123902-0j -4.36297e-05-0j -0.00197164-0j 0.0187575-0j 0.0343096-0j 0.0027057-0j 0.0235301-0j 0.0532013-0j 0.00494903-0j -0.033293-0j 0.00339413-0j 0.00767407-0j -0.000305602-0j -0.00480237-0j 0.00140854-0j -4.40819e-05-0j 0.0247189-0j 0.014152-0j 0.000203176-0j -0.0805612-0j 0.0035656-0j 0.0158762-0j 0.00204137-0j -0.0237856-0j -0.0116206-0j 0.00229007-0j -8.9134e-05-0j -0.0421967-0j -0.00343098-0j -1.28572e-05-0j 0.010196-0j -0.00608671-0j -0.0183965-0j 0.00147074-0j 0.0113425-0j -0.00265362-0j 0.00531393-0j 0.00163611-0j 0.000766513-0j 0.00119412-0j 0.000172247-0j 
0.0163395-0j -0.0171257-0j -0.0132826-0j -0.0139445-0j 0.0126088-0j 0.0144103-0j -0.00999001-0j 0.00804208-0j -0.0263336-0j 0.0123682-0j 0.0301938-0j 0.0248898-0j -0.0167959-0j -0.0294243-0j 0.0178992-0j 0.0022047-0j -0.00228708-0j -0.00174903-0j -0.00183619-0j 0.00162677-0j 0.00111377-0j 0.00185919-0j 0.00103758-0j -0.00176489-0j -0.00328963-0j -0.00102027-0j 0.00154505-0j -0.00107111-0j 0.00310927-0j 0.00368598-0j -0.00224717-0j -0.000920285-0j 0.00323734-0j 0.00360372-0j -0.00649372-0j -0.00303636-0j 0.00130586-0j 0.00146888-0j 0.000212014-0j -0.00151181-0j -0.000218212-0j -0.00114429-0j -0.000165164-0j -0.00120132-0j -0.000173395-0j 0.00104942-0j 0.00015147-0j 0.000995564-0j 0.00119935-0j 0.000143697-0j 0.000173111-0j 0.000669332-0j 9.66097e-05-0j -0.00111551-0j -0.00076374-0j -0.00207924-0j -0.000161011-0j -0.000110236-0j -0.000300112-0j 0.000976561-0j -0.000883023-0j 0.000140955-0j 0.00196524-0j 0.000353431-0j -0.000127453-0j -0.000927029-0j 0.000283658-0j 5.10133e-05-0j 0.00225577-0j -0.000133805-0j 0.000699621-0j 0.000325593-0j -0.000563203-0j -0.00185019-0j 0.000100982-0j 0.000390444-0j -8.12914e-05-0j 0.00220543-0j -0.000267053-0j 0.0019361-0j 5.63557e-05-0j 0.000318327-0j 0.00154093-0j -0.00174308-0j 0.000279452-0j 0.000222415-0j -0.00118008-0j -0.000251592-0j 0.00182181-0j -0.00017033-0j -0.00460605-0j 0.000262956-0j -0.00125352-0j -0.000664826-0j -0.00018093-0j 0.000417338-0j 6.02376e-05-0j 
0.00202149-0j 0.00220609-0j -0.00499541-0j 0.00172654-0j 0.00155994-0j -0.00564291-0j 0.00128688-0j 0.00112602-0j 0.00094678-0j -0.00465517-0j 0.0098082-0j 0.000656847-0j 0.000683422-0j -0.00106261-0j 8.01438e-05-0j -0.012828-0j -0.0138558-0j 0.0309359-0j -0.0106922-0j -0.00946533-0j -0.00648047-0j 0.0342398-0j -0.00683244-0j -0.0106922-0j -0.00556241-0j 0.018046-0j 0.0273495-0j -0.00623713-0j -0.00385903-0j -0.00648948-0j -0.0601249-0j 0.0184219-0j -0.0475374-0j -0.00201345-0j -0.00234218-0j 0.00297344-0j -0.000194216-0j -0.017286-0j -0.00249343-0j -0.0185245-0j -0.00267209-0j 0.0409355-0j 0.00590479-0j -0.0141483-0j -0.00204084-0j -0.0123497-0j -0.00178139-0j -0.0117159-0j 0.0446736-0j -0.00168998-0j 0.00644399-0j -0.00891447-0j -0.00128588-0j -0.0136686-0j -0.00935825-0j -0.0071108-0j -0.00197164-0j -0.00134989-0j -0.0010257-0j 0.0349627-0j 0.031589-0j 0.00504322-0j -0.00493326-0j -0.00415922-0j 0.00455659-0j -0.010918-0j -0.000711602-0j -0.000599951-0j -0.0080325-0j -0.00157487-0j 0.0260596-0j -0.00115866-0j 0.0228022-0j -0.0549064-0j 0.003759-0j -0.00520011-0j 0.00328912-0j -0.00249219-0j -0.00792002-0j -0.00662648-0j -0.000750095-0j -0.000359488-0j -0.0868245-0j 0.0133013-0j -0.000955843-0j -0.0125241-0j -0.0396335-0j 0.00191865-0j -0.001187-0j -0.00571697-0j -0.00151259-0j -0.000171221-0j 0.00162293-0j -0.000218186-0j 0.000234101-0j -9.34873e-05-0j -1.34852e-05-0j 
-0.00027509-0j -5.94191e-06-0j -0.000232542-0j 0.000225651-0j 0.000412742-0j -5.19917e-06-0j 1.69446e-05-0j 0.000297366-0j 0.000294877-0j -0.000404662-0j -2.14455e-06-0j -0.000507623-0j 0.000212449-0j 0.000192968-0j 6.39262e-05-0j 0.00531125-0j 0.000113545-0j 0.00438155-0j -0.00425172-0j -0.00761975-0j 0.00268314-0j 9.59834e-05-0j -0.00548977-0j -0.000170362-0j 0.00271095-0j -0.0124949-0j -0.00372025-0j 0.0121247-0j -0.00466683-0j -0.000121713-0j 0.000790693-0j 0.00984484-0j -0.00153453-0j 0.00632303-0j -0.00333414-0j -0.00205568-0j -0.000550154-0j -2.47298e-05-0j -0.048381-0j -5.24536e-07-0j -0.00102619-0j -2.00335e-05-0j -0.0391931-0j 1.94398e-05-0j 0.0380317-0j 3.4352e-05-0j 0.0672055-0j -1.67612e-05-0j -4.3272e-07-0j -0.0327913-0j -0.000846565-0j 2.47494e-05-0j 0.0484193-0j 7.52523e-07-0j -2.64986e-07-0j -1.19748e-05-0j 0.00147222-0j -0.000518413-0j -0.0234272-0j 1.64331e-05-0j 3.0058e-05-0j 0.0321494-0j 2.06143e-05-0j 4.66086e-05-0j 0.0588048-0j -2.91673e-05-0j 0.0403294-0j 0.0911841-0j -2.67732e-07-0j -0.0570623-0j 1.23399e-06-0j -0.000523785-0j 2.16557e-05-0j 1.23983e-05-0j 0.00241416-0j -7.0578e-05-0j 0.0423668-0j 1.39088e-05-0j 0.0242558-0j -2.08381e-05-0j -0.138078-0j 0.0272109-0j -7.80885e-08-0j -3.69677e-05-0j -0.0407673-0j -0.000152771-0j 8.93253e-06-0j -0.0723229-0j -1.61168e-05-0j 0.0174754-0j 9.93692e-06-0j -0.0315306-0j 4.65543e-06-0j 0.0194404-0j 0.00910779-0j 1.04614e-06-0j 0.00204665-0j 
-0.00673971-0j 0.0214832-0j -0.00569728-0j -0.0269858-0j -0.00520088-0j 0.0187978-0j 0.0125318-0j -0.00459361-0j -0.00371569-0j -0.0248898-0j 0.00775368-0j 0.0301369-0j -0.00328183-0j 0.0224919-0j -0.0534456-0j -0.000909393-0j 0.00286901-0j -0.000750211-0j -0.00355345-0j -0.000671009-0j -0.000459409-0j 0.00242526-0j -0.00059266-0j 0.00221395-0j -0.000464169-0j -0.000437623-0j -0.00310927-0j -0.00207285-0j 0.00376475-0j 0.00158172-0j -0.000135383-0j -0.000546628-0j -0.00128251-0j 0.00264903-0j 0.00268967-0j -0.00221333-0j -0.0079524-0j -0.000605881-0j -8.74514e-05-0j 0.00189648-0j 0.000273733-0j -0.00049082-0j -7.08437e-05-0j -0.00232482-0j -0.000335559-0j -0.000432862-0j -6.24783e-05-0j -0.000410649-0j 0.00156451-0j -5.92721e-05-0j 0.000225818-0j -0.00038232-0j -5.51831e-05-0j 0.00139934-0j 0.000958065-0j -0.000293382-0j 0.000201978-0j 0.000138285-0j -4.23461e-05-0j -0.00196524-0j -0.000378755-0j -0.000283658-0j 0.00237954-0j -0.000145783-0j -5.46685e-05-0j -0.00179401-0j 0.000343457-0j -2.10419e-05-0j 0.000967993-0j -0.000258943-0j 0.000912633-0j 0.000139718-0j -0.00033453-0j -0.000156228-0j 0.000131727-0j -0.00022302-0j -4.82852e-05-0j 0.00162117-0j -2.25496e-05-0j -0.0012817-0j -3.21901e-05-0j 0.000233996-0j 0.000282331-0j 0.00219472-0j -0.000184998-0j 4.0751e-05-0j -0.000137987-0j 0.000316781-0j -0.00127706-0j -1.99166e-05-0j 0.00115822-0j -0.000184328-0j -0.00389218-0j 0.000167175-0j -0.000561788-0j -0.00417375-0j -0.000602429-0j 
-0.000168458-0j -0.000183841-0j 0.000416284-0j -0.000143878-0j -0.000129995-0j 0.000470243-0j -0.00010724-0j -9.38353e-05-0j -7.88984e-05-0j 0.00038793-0j -0.00081735-0j -5.47373e-05-0j -5.69518e-05-0j 8.8551e-05-0j -6.67865e-06-0j 0.00325246-0j 0.00351306-0j -0.00784362-0j 0.00271095-0j 0.00239988-0j 0.00164308-0j -0.00868129-0j 0.00173232-0j 0.00271095-0j 0.00141031-0j -0.00457544-0j -0.00693429-0j 0.00158139-0j 0.000978433-0j 0.00164537-0j 0.0152443-0j -0.00467076-0j 0.0120528-0j 0.000510497-0j 0.000593844-0j -0.000753898-0j 4.92423e-05-0j -1.51439e-05-0j -0.0296272-0j -1.6229e-05-0j -0.03175-0j 3.58628e-05-0j 0.0701613-0j -1.23951e-05-0j -0.0242495-0j -1.08193e-05-0j -0.0211667-0j -1.02641e-05-0j 3.91377e-05-0j -0.0200805-0j 0.0765682-0j -7.80979e-06-0j -0.0152789-0j -1.19748e-05-0j -8.19857e-06-0j -6.22963e-06-0j -0.0234272-0j -0.0160395-0j -0.0121875-0j 3.06301e-05-0j 2.76745e-05-0j 0.0599241-0j -4.32193e-06-0j -3.64381e-06-0j 0.0541419-0j -9.565e-06-0j -0.00845533-0j -0.00712868-0j -7.03711e-06-0j -0.0187128-0j 2.28303e-05-0j -0.0137673-0j 1.99765e-05-0j -4.81023e-05-0j 0.0446648-0j -4.55571e-06-0j 0.0390817-0j -2.18336e-06-0j -0.0941065-0j -5.80532e-06-0j -0.0089127-0j -0.00427148-0j -7.60652e-05-0j 1.1653e-05-0j -0.0113574-0j -0.148812-0j -3.47221e-05-0j 0.0227976-0j -1.03991e-06-0j -0.0679297-0j -1.32515e-06-0j -0.00203446-0j 1.42181e-06-0j -0.00259251-0j 0.00278161-0j -8.19023e-08-0j -0.000160232-0j 
-0.00288845-0j 0.00302743-0j 0.00234805-0j 0.00246506-0j -0.00222895-0j -0.0025474-0j 0.001766-0j -0.00142165-0j 0.00465517-0j -0.0021864-0j -0.00533757-0j -0.00439994-0j 0.00296913-0j 0.00520152-0j -0.00316416-0j 0.0183295-0j -0.0190144-0j -0.0145412-0j -0.0152658-0j 0.0135247-0j 0.00925974-0j 0.015457-0j 0.00862624-0j -0.014673-0j -0.0273495-0j -0.00848234-0j 0.0128453-0j -0.00890506-0j 0.02585-0j 0.0306446-0j -0.0186826-0j -0.0076511-0j 0.0269147-0j 0.0299607-0j -0.0539877-0j -0.0252438-0j 0.0108567-0j 0.0246994-0j 0.00356278-0j -0.0254213-0j -0.00366693-0j -0.0192414-0j -0.00277549-0j -0.0202003-0j -0.00291381-0j 0.0176461-0j 0.00254538-0j 0.0167405-0j 0.0201672-0j 0.00241476-0j 0.00290904-0j 0.0112549-0j 0.00162347-0j -0.0187575-0j -0.0128424-0j -0.0349627-0j -0.0027057-0j -0.00185246-0j -0.00504322-0j 0.016421-0j -0.0148481-0j 0.00236866-0j 0.0330458-0j 0.00594298-0j -0.00214178-0j -0.0155881-0j 0.00476672-0j 0.000857251-0j 0.0379311-0j -0.00224852-0j 0.0117642-0j 0.00547141-0j -0.00947034-0j -0.0311112-0j 0.00169694-0j 0.00656536-0j -0.00136606-0j 0.0370846-0j -0.00448767-0j 0.0325558-0j 0.000947026-0j 0.0053493-0j 0.025911-0j -0.0293102-0j 0.00469604-0j 0.00373756-0j -0.0198432-0j -0.00422787-0j 0.030634-0j -0.0028623-0j -0.0774513-0j 0.00441883-0j -0.0210781-0j -0.011172-0j -0.00304043-0j 0.0070176-0j 0.00101226-0j 
0.00119142-0j -0.00379772-0j 0.00100715-0j 0.00477045-0j 0.000919395-0j -0.00332301-0j -0.00221534-0j 0.000812043-0j 0.000656847-0j 0.00439994-0j -0.00137067-0j -0.0053275-0j 0.000580151-0j -0.00397604-0j 0.00944794-0j -0.00756055-0j 0.0238524-0j -0.00623713-0j -0.0295428-0j -0.00557866-0j -0.00381945-0j 0.0201632-0j -0.00492728-0j 0.0184064-0j -0.00385903-0j -0.00363833-0j -0.02585-0j -0.0172333-0j 0.0312995-0j 0.0131502-0j -0.00112555-0j -0.00454458-0j -0.0106626-0j 0.0220236-0j 0.0223614-0j -0.0184013-0j -0.0661149-0j -0.010188-0j -0.00146957-0j 0.0318895-0j 0.00459993-0j -0.0082532-0j -0.00119049-0j -0.0390921-0j -0.00563888-0j -0.00727864-0j -0.00104991-0j -0.00690512-0j 0.0263075-0j -0.000996036-0j 0.00379475-0j -0.00642875-0j -0.000927322-0j 0.0235301-0j 0.01611-0j -0.00493326-0j 0.00339413-0j 0.0023238-0j -0.000711602-0j -0.0330458-0j -0.00636881-0j -0.00476672-0j 0.0400123-0j -0.00245135-0j -0.000918675-0j -0.0301665-0j 0.00577161-0j -0.000353598-0j 0.0162769-0j -0.0043514-0j 0.015346-0j 0.00234788-0j -0.00562516-0j -0.002627-0j 0.0022136-0j -0.00375011-0j -0.000811407-0j 0.0272602-0j -0.000378934-0j -0.021552-0j -0.000540938-0j 0.00393218-0j 0.00474744-0j 0.0369046-0j -0.00310879-0j 0.000684799-0j -0.00232026-0j 0.00532333-0j -0.021474-0j -0.000334688-0j 0.0194756-0j -0.00309754-0j -0.0654475-0j 0.00280928-0j -0.00944054-0j -0.0701821-0j -0.0101235-0j 
0.000240704-0j -0.000252286-0j -0.00019567-0j -0.000205422-0j 0.000185746-0j 0.000212284-0j -0.000147167-0j 0.000118471-0j -0.00038793-0j 0.0001822-0j 0.000444797-0j 0.000366661-0j -0.000247427-0j -0.00043346-0j 0.00026368-0j -0.00464734-0j 0.004821-0j 0.00368682-0j 0.00387055-0j -0.00342911-0j -0.00234775-0j -0.00391903-0j -0.00218713-0j 0.00372025-0j 0.00693429-0j 0.00215065-0j -0.00325684-0j 0.00225782-0j -0.0065541-0j -0.00776976-0j 0.00473686-0j 0.00193989-0j -0.00682405-0j -0.00759636-0j 0.0136883-0j 0.0064004-0j -0.00275265-0j 2.16386e-05-0j 0.0423334-0j -2.22711e-05-0j -0.0435708-0j -1.6857e-05-0j -0.0329787-0j -1.76971e-05-0j -0.0346222-0j 1.54594e-05-0j 0.0302444-0j 1.4666e-05-0j 1.76681e-05-0j 0.0286924-0j 0.0345655-0j 9.86019e-06-0j 0.0192903-0j -1.64331e-05-0j -1.1251e-05-0j -3.06301e-05-0j -0.0321494-0j -0.0220112-0j -0.0599241-0j 1.43861e-05-0j -1.30082e-05-0j 0.0281447-0j 2.89507e-05-0j 5.20653e-06-0j -0.0254489-0j -1.36564e-05-0j 0.0566386-0j 0.0101859-0j 3.32307e-05-0j -0.0267172-0j 1.03064e-05-0j 0.0650119-0j -8.29677e-06-0j -2.72559e-05-0j 0.0201632-0j 5.75178e-06-0j -0.0162316-0j 3.24891e-05-0j -0.053323-0j 2.85215e-05-0j 0.0112527-0j 0.063561-0j 2.27001e-05-0j -2.5678e-05-0j 0.0557989-0j 0.0444101-0j -1.73842e-05-0j -0.050236-0j 2.68378e-05-0j -0.0340101-0j -6.78535e-05-0j 0.052505-0j -1.84661e-05-0j -0.132747-0j -0.0361267-0j 6.14797e-06-0j 0.0120278-0j 
-9.92853e-05-0j 0.000316477-0j -8.39289e-05-0j -0.000397538-0j -7.66162e-05-0j 0.000276917-0j 0.000184612-0j -6.76702e-05-0j -5.47373e-05-0j -0.000366661-0j 0.000114223-0j 0.000443959-0j -4.83459e-05-0j 0.000331337-0j -0.000787328-0j 0.00191693-0j -0.00604764-0j 0.00158139-0j 0.0074904-0j 0.00141444-0j 0.000968397-0j -0.00511225-0j 0.00124928-0j -0.00466683-0j 0.000978433-0j 0.000922475-0j 0.0065541-0j 0.0043694-0j -0.0079358-0j -0.00333414-0j 0.000285376-0j 0.00115225-0j 0.00270343-0j -0.00558395-0j -0.00566961-0j 0.00466553-0j 0.016763-0j -8.92547e-06-0j -0.0174616-0j 2.79377e-05-0j 0.0546568-0j -7.23046e-06-0j -0.0141455-0j -3.42478e-05-0j -0.0670018-0j -6.37667e-06-0j -0.0124752-0j -6.04944e-06-0j 2.30475e-05-0j -0.011835-0j 0.0450896-0j -5.6321e-06-0j -0.0110185-0j 2.06143e-05-0j 1.41136e-05-0j -4.32193e-06-0j 0.0403294-0j 0.0276116-0j -0.00845533-0j -2.89507e-05-0j -5.57958e-06-0j -0.0566386-0j 3.50539e-05-0j -2.14758e-06-0j -0.0109158-0j -2.64283e-05-0j 0.0685788-0j -0.00420149-0j 1.42599e-05-0j -0.0517038-0j 1.34444e-05-0j 0.0278978-0j -4.92809e-06-0j -2.30146e-06-0j 0.0263023-0j -3.28539e-06-0j -0.00964122-0j 2.38821e-05-0j -0.00450253-0j -1.88813e-05-0j -0.00642748-0j 0.0467225-0j 4.15913e-06-0j 3.23313e-05-0j -0.0369389-0j 0.00813685-0j -2.03273e-06-0j 0.0632524-0j -1.88129e-05-0j -0.0039768-0j 1.70622e-05-0j -0.0368053-0j -5.73372e-05-0j 0.0333802-0j -0.112173-0j -6.14851e-05-0j -0.120288-0j 
0.0123905-0j 0.0135219-0j -0.0409887-0j -0.0414135-0j 0.00956143-0j 0.0118317-0j 0.00788778-0j 0.00690181-0j 0.00683102-0j 0.00976063-0j 0.00488032-0j 0.00402605-0j 0.00493089-0j 0.00222801-0j 0.000491231-0j 0.00167185-0j 0.00180581-0j 0.00137921-0j 0.0013935-0j -0.00482754-0j 0.000844588-0j -0.00597377-0j -0.0034847-0j 0.0013935-0j 0.000853341-0j 0.000804538-0j 0.00121931-0j 0.000812875-0j 0.000502941-0j 0.000995564-0j 0.000248891-0j 0.000821299-0j 0.000502941-0j 0.000262409-0j 0.000359318-0j 0.000132564-0j 2.53119e-05-0j 0.00111387-0j 0.000160773-0j 0.00119368-0j 0.000172293-0j 0.000902336-0j 0.000130241-0j 0.000911687-0j 0.000131591-0j 0.000795786-0j 0.000114862-0j -0.00295439-0j 0.000984734-0j -0.00042643-0j 0.000142134-0j 0.000574428-0j 8.29116e-05-0j -0.00344679-0j 0.000603024-0j -0.00211072-0j -0.000497502-0j 8.7039e-05-0j -0.000304656-0j -0.00301594-0j 0.000696312-0j -0.000435314-0j -0.00124401-0j 0.000268011-0j 0.000100504-0j 0.000703528-0j -0.000179558-0j 3.8684e-05-0j 0.000609273-0j 0.000101546-0j 0.000574428-0j 8.7941e-05-0j 0.000502625-0j 0.000287214-0j 8.29116e-05-0j 0.000335083-0j 7.25476e-05-0j 0.000160591-0j 4.14558e-05-0j 0.000502625-0j 4.83651e-05-0j 2.31793e-05-0j 0.000177705-0j 0.000293198-0j 7.25476e-05-0j 2.56495e-05-0j 0.000207322-0j 4.23195e-05-0j 7.64879e-05-0j 2.99244e-05-0j 0.000114732-0j 1.10401e-05-0j 3.57739e-05-0j 1.65601e-05-0j 5.16352e-06-0j 6.02411e-06-0j 8.69505e-07-0j 
