-0.0415727-0j -0.0420036-0j -0.00488403-0j -0.00604367-0j -0.00352548-0j -0.00298146-0j -0.000430337-0j -0.00347837-0j -0.00213006-0j -0.00050206-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00125541-0j -0.000181203-0j -0.00217052-0j -0.000383698-0j -3.19748e-05-0j -0.00245187-0j -0.00200194-0j -0.000433433-0j -0.00202269-0j -3.61194e-05-0j -0.000353896-0j -0.0017517-0j -2.94914e-05-0j -0.000357564-0j -0.00144508-0j -0.000309659-0j -2.9797e-05-0j -0.000461709-0j -2.58049e-05-0j -0.000255456-0j -8.16194e-05-0j -2.1288e-05-0j -6.80162e-06-0j -0.00171057-0j -0.000285094-0j -0.000174584-0j -0.00189325-0j -3.56368e-05-0j -2.09992e-06-0j -0.00149675-0j -0.000315542-0j -0.00099783-0j -0.00151226-0j -0.000193229-0j -3.94427e-05-0j -0.000249458-0j -0.0017462-0j -2.32418e-06-0j -0.000166305-0j -0.000152761-0j -0.000617376-0j -0.000252043-0j -0.00101862-0j -0.000101841-0j -0.000154344-0j -3.11822e-05-0j -0.00108041-0j -0.000291034-0j -2.07881e-05-0j -1.83743e-06-0j -3.15053e-05-0j -0.000630238-0j -0.000102896-0j -0.000178221-0j -0.00016977-0j -1.22495e-06-0j -1.85647e-06-0j -0.000164413-0j -6.30107e-05-0j -0.000180068-0j -3.63792e-05-0j -0.000103962-0j -1.2862e-05-0j -0.000110269-0j -0.00010504-0j -2.12212e-05-0j -2.14367e-06-0j -2.25085e-05-0j -7.57901e-07-0j -6.43234e-05-0j -2.74022e-05-0j -1.25047e-06-0j -1.313e-05-0j -1.32633e-06-0j -1.67803e-05-0j -7.7369e-07-0j -3.42527e-06-0j -2.01836e-07-0j 
3.66085e-05-0j -3.69657e-05-0j -0.000409877-0j 0.000489622-0j -0.000265641-0j 2.62544e-06-0j 0.0016846-0j -2.95688e-06-0j 1.87571e-06-0j -0.00189726-0j 0.00120354-0j -2.67853e-06-0j -0.00171866-0j 5.22503e-06-0j 0.00335261-0j -0.000553767-0j -3.22007e-05-0j 0.000383585-0j 0.00060387-0j -0.000510757-0j 3.51141e-05-0j 0.00051574-0j -0.000418291-0j -2.96997e-05-0j 0.000431426-0j 0.000353792-0j 2.99895e-05-0j -0.000331021-0j 2.50867e-05-0j -0.000357244-0j -0.00123524-0j -0.000298841-0j -1.92484e-05-0j -7.18271e-05-0j 0.000229293-0j 0.000855628-0j 1.50631e-06-0j 0.00693192-0j 1.53737e-07-0j -1.60941e-06-0j 0.000139504-0j 5.07375e-05-0j 1.31802e-06-0j -0.00740638-0j 8.78679e-07-0j -1.33088e-06-0j -1.64259e-07-0j -0.000149052-0j 0.00606543-0j -1.48441e-06-0j -5.42103e-05-0j 0.00404362-0j 1.3452e-07-0j 5.43655e-07-0j -0.00612461-0j 8.05354e-07-0j 8.96798e-08-0j -1.35832e-07-0j 0.000122066-0j -9.50825e-07-0j -0.00683113-0j 8.13774e-05-0j 4.43953e-05-0j -0.000123257-0j 2.62306e-06-0j 0.00250186-0j -1.51501e-07-0j 0.00370619-0j 2.95969e-05-0j -4.48285e-05-0j 2.63173e-06-0j 5.54866e-08-0j -0.00437563-0j -0.000137476-0j 8.21961e-08-0j 5.03497e-05-0j -9.70432e-08-0j 0.0120711-0j 7.45866e-05-0j -4.99998e-05-0j -8.80591e-05-0j 1.83121e-05-0j 2.67715e-07-0j 0.012111-0j 2.71271e-05-0j 0.00024293-0j -3.2027e-05-0j 2.686e-07-0j 8.83535e-05-0j 0.000243733-0j 8.86455e-05-0j 
-3.23577e-06-0j 3.26734e-06-0j 7.28369e-05-0j -8.70079e-05-0j 4.72056e-05-0j -2.32059e-07-0j -0.000919032-0j 2.61354e-07-0j -1.65791e-07-0j 0.00103505-0j -0.000656588-0j 2.36751e-07-0j 0.000937615-0j -4.61832e-07-0j -0.00182901-0j -1.6894e-07-0j 5.7222e-06-0j 0.00646185-0j 1.84225e-07-0j -1.55819e-07-0j -6.23992e-06-0j 1.57339e-07-0j -0.0070465-0j 5.27776e-06-0j 1.31617e-07-0j 0.00595997-0j -5.32925e-06-0j -1.00986e-07-0j -4.45802e-06-0j -0.00601811-0j -3.76839e-07-0j -0.00503426-0j 3.42051e-06-0j 1.2764e-05-0j 0.00386265-0j 0.0144139-0j 2.5753e-05-0j 4.2517e-06-0j -1.35885e-08-0j -2.75157e-05-0j -7.61063e-05-0j -0.019362-0j 2.25339e-05-0j -4.5427e-06-0j 1.50226e-05-0j -2.27537e-05-0j 1.45186e-08-0j 8.13154e-05-0j 3.72023e-06-0j -2.53785e-05-0j 0.0206872-0j 2.48016e-06-0j -1.189e-08-0j 9.29475e-06-0j -3.75653e-06-0j 1.3769e-05-0j -7.92665e-09-0j 1.2006e-08-0j -6.6593e-05-0j -1.6256e-05-0j -4.18987e-06-0j -4.43953e-05-0j -0.0169417-0j 6.72427e-05-0j 4.48458e-05-0j 1.53452e-06-0j 1.3391e-08-0j 2.27319e-06-0j -0.0112945-0j 0.017107-0j 4.49941e-05-0j -4.90437e-09-0j -2.68379e-06-0j 7.49997e-05-0j -7.26518e-09-0j -2.74682e-05-0j 8.57749e-09-0j 7.40383e-06-0j -4.06906e-05-0j 0.0190804-0j 4.80405e-05-0j -0.00698811-0j -2.36629e-08-0j 7.4283e-06-0j -0.010352-0j -0.00013253-0j 0.0122218-0j -2.37411e-08-0j -0.0337166-0j -0.000132968-0j -0.0338281-0j 
1.07782e-05-0j -1.1209e-05-0j -1.30335e-06-0j 1.5669e-06-0j -9.40805e-07-0j 0.000306652-0j -1.14839e-07-0j 0.000357761-0j -0.000644775-0j -1.33979e-07-0j 2.41464e-07-0j -0.000304129-0j 1.13894e-07-0j 0.000129123-0j -4.83556e-08-0j -5.79223e-07-0j 3.94644e-05-0j -8.53277e-09-0j -6.54302e-07-0j 5.19027e-07-0j 4.45798e-05-0j -5.39772e-07-0j -9.63879e-09-0j -3.53631e-05-0j 1.37575e-06-0j 7.64599e-09-0j 3.67765e-05-0j 3.74654e-07-0j -9.37347e-05-0j -7.95159e-09-0j -1.23211e-07-0j 2.02668e-08-0j -2.55264e-05-0j 8.39479e-06-0j 5.51917e-09-0j -1.81507e-09-0j -4.5648e-07-0j -7.608e-08-0j -0.0051816-0j -5.05231e-07-0j 3.66535e-06-0j -5.60382e-10-0j 3.88049e-07-0j -8.42051e-08-0j -2.6628e-07-0j -4.03559e-07-0j -0.00573498-0j 4.0568e-06-0j 6.46749e-08-0j 4.52724e-07-0j -6.20229e-10-0j -4.438e-08-0j 0.00440483-0j 8.09691e-07-0j -6.72599e-08-0j -2.71828e-07-0j -0.0030226-0j -0.00458088-0j -3.11588e-06-0j 8.48534e-07-0j 7.54541e-08-0j 2.13812e-06-0j 4.76376e-10-0j 3.24041e-06-0j 1.63397e-07-0j 1.34949e-07-0j 0.00513897-0j -4.53046e-08-0j -3.2689e-10-0j -4.95416e-10-0j -4.38751e-08-0j 0.00919098-0j 1.41422e-07-0j -3.63519e-06-0j -0.00308557-0j -6.50149e-06-0j 0.00963189-0j 2.72328e-08-0j 2.18266e-06-0j 5.55772e-10-0j -6.81338e-06-0j 9.9399e-10-0j 0.00185475-0j -7.31252e-09-0j -3.337e-10-0j -1.31201e-06-0j 1.04167e-09-0j -0.000498036-0j 2.00589e-10-0j 3.52299e-07-0j -5.38618e-11-0j 
4.48361e-05-0j -4.52735e-05-0j -0.000248364-0j 0.000296685-0j -0.000160965-0j -0.000618052-0j -4.42314e-05-0j 0.000696075-0j -0.000441558-0j 4.98151e-05-0j -3.16004e-05-0j 0.000630549-0j 4.51257e-05-0j -0.00123002-0j -8.80271e-05-0j -0.000337941-0j 0.00375039-0j -4.94695e-06-0j 0.000368517-0j -0.000311694-0j -0.00408971-0j 0.000314735-0j 5.39453e-06-0j 0.0034591-0j 0.000263281-0j -4.56272e-06-0j -0.00349285-0j -0.000202009-0j -0.00292183-0j 4.60724e-06-0j -0.000753815-0j 3.85404e-06-0j 0.00224184-0j 0.00836565-0j -2.9571e-06-0j -1.10347e-05-0j 1.84484e-06-0j 0.00209294-0j 0.00344185-0j -1.97111e-06-0j 0.000704039-0j -4.33937e-07-0j 1.61424e-06-0j -0.00223619-0j 1.07616e-06-0j -1.62999e-06-0j -0.00367743-0j -0.000752227-0j 0.00183132-0j -1.81802e-06-0j 4.63638e-07-0j 0.00122088-0j 0.00301162-0j 6.65839e-07-0j -0.00184919-0j 9.86354e-07-0j 0.00200775-0j -0.003041-0j 0.000616034-0j -1.16452e-06-0j -0.00206251-0j 0.000410689-0j -3.79695e-07-0j -0.000622044-0j 3.21258e-06-0j 0.000755382-0j -0.0033918-0j 0.001119-0j -2.5313e-07-0j 3.83399e-07-0j 3.22319e-06-0j 0.00124223-0j -0.00132112-0j -0.000693802-0j 0.0018402-0j 0.000254101-0j -0.0021726-0j 0.00364461-0j 0.000376418-0j 4.27627e-07-0j -0.00044441-0j -1.56616e-07-0j 0.00599357-0j 0.00365666-0j -2.32006e-07-0j 0.001226-0j 2.73914e-07-0j 0.00601339-0j -7.5565e-07-0j 0.00123005-0j -7.58148e-07-0j 
-5.08091e-06-0j 5.28399e-06-0j -8.81381e-05-0j 0.00010596-0j -6.36214e-05-0j -3.5858e-05-0j 0.000737504-0j -4.18343e-05-0j 7.5396e-05-0j 0.000860421-0j -0.0015507-0j 3.5563e-05-0j -0.000731436-0j -1.50988e-05-0j 0.000310542-0j -3.94183e-05-0j 0.000661997-0j -0.00252821-0j -4.45277e-05-0j 3.53217e-05-0j 0.000747805-0j -3.67335e-05-0j -0.00285591-0j -0.000593198-0j 9.36251e-05-0j 0.00226546-0j 0.000616907-0j 2.54966e-05-0j -0.00157235-0j -0.00235601-0j -8.38497e-06-0j 0.00600492-0j -0.000428193-0j 0.000140819-0j 0.0016353-0j -0.000537795-0j 2.15187e-07-0j 0.000742731-0j -4.2214e-06-0j 2.38168e-07-0j -0.00583896-0j -0.000685896-0j -1.82928e-07-0j 0.000822053-0j 1.25526e-07-0j 1.9024e-07-0j -4.67223e-06-0j -0.00646254-0j -0.000631389-0j -2.13416e-07-0j -0.000759148-0j 0.00043326-0j 3.58857e-06-0j -3.81692e-07-0j 0.000656625-0j 1.28141e-07-0j -2.46248e-06-0j -3.732e-06-0j 0.00496364-0j -4.00003e-07-0j -0.000736621-0j -0.00340606-0j 0.000583074-0j -0.00516203-0j -7.7026e-08-0j -0.00131744-0j 4.18667e-06-0j 0.000442286-0j -0.000400106-0j -0.000606378-0j 2.06829e-08-0j 7.4878e-06-0j -0.00138064-0j 0.00579092-0j -2.51378e-06-0j 0.010357-0j 7.84701e-06-0j -0.00026586-0j -0.00347702-0j 0.000680253-0j 0.0108538-0j 0.00121662-0j 1.51105e-06-0j 7.13885e-05-0j -0.000408442-0j 0.00209005-0j 0.00127499-0j -4.05745e-07-0j 0.000245516-0j -0.000561218-0j -6.59257e-05-0j 
-3.11141e-06-0j 3.23577e-06-0j -3.58568e-05-0j 4.31074e-05-0j -2.58828e-05-0j -6.63347e-05-0j 0.000147372-0j -7.73905e-05-0j 0.000139477-0j 0.000171934-0j -0.000309868-0j 6.57889e-05-0j -0.000146159-0j -2.79317e-05-0j 6.20542e-05-0j 1.67207e-07-0j 0.000813585-0j 3.35567e-05-0j 1.88881e-07-0j -1.4983e-07-0j 0.000919042-0j 1.55819e-07-0j 3.79063e-05-0j -0.000729033-0j -3.97146e-07-0j -3.00693e-05-0j 0.000758171-0j -1.08153e-07-0j -0.0019324-0j 3.12711e-05-0j 3.5568e-08-0j -7.97029e-05-0j -0.000526244-0j 0.000173064-0j -2.17052e-05-0j 7.13811e-06-0j 1.31774e-07-0j -2.09306e-06-0j 0.000745308-0j 1.45848e-07-0j -0.00352472-0j 4.43861e-06-0j -1.1202e-07-0j -2.3166e-06-0j 7.68684e-08-0j 1.16498e-07-0j 0.000824904-0j -0.00390115-0j 1.77929e-06-0j -1.3069e-07-0j 4.91264e-06-0j -1.22095e-06-0j -0.000633579-0j -2.33738e-07-0j -1.85041e-06-0j 7.84698e-08-0j 0.000434763-0j 0.000658902-0j 0.00299633-0j -2.44951e-07-0j 2.07584e-06-0j -0.00205609-0j -3.77322e-06-0j -0.00311609-0j -4.71686e-08-0j 3.71262e-06-0j -0.000739176-0j -1.24639e-06-0j 2.58919e-06-0j 3.92403e-06-0j 1.26657e-08-0j -0.00132201-0j 3.89072e-06-0j 0.00349572-0j 0.00044382-0j 0.00625205-0j -0.00138543-0j 7.49211e-07-0j -0.00209892-0j -4.40209e-06-0j 0.00655198-0j -7.87308e-06-0j -0.000266783-0j -2.01177e-07-0j 2.64313e-06-0j 0.00126167-0j -8.25077e-06-0j 7.16361e-05-0j -1.5888e-06-0j -0.000338783-0j 4.26622e-07-0j 
1.1209e-05-0j -1.13184e-05-0j 1.31685e-06-0j -1.57306e-06-0j 8.53452e-07-0j -0.00030983-0j 1.16029e-07-0j 0.000348943-0j -0.000221353-0j -1.30677e-07-0j 8.28954e-08-0j 0.000316095-0j -1.18376e-07-0j -0.000616608-0j 2.30916e-07-0j 5.85226e-07-0j -3.98734e-05-0j 8.62119e-09-0j -6.38175e-07-0j 5.39772e-07-0j 4.3481e-05-0j -5.45038e-07-0j -9.40121e-09-0j -3.67765e-05-0j -4.55934e-07-0j 7.95159e-09-0j 3.71353e-05-0j 3.49826e-07-0j 3.10643e-05-0j -8.02917e-09-0j 1.30541e-06-0j -6.71655e-09-0j -2.38348e-05-0j -8.89419e-05-0j 5.15342e-09-0j 1.92305e-08-0j 4.6121e-07-0j 7.68684e-08-0j 0.0052353-0j -4.92778e-07-0j -3.70333e-06-0j 5.66189e-10-0j 4.03559e-07-0j -8.21297e-08-0j 2.69039e-07-0j -4.07496e-07-0j -0.00559362-0j 3.95681e-06-0j 6.72599e-08-0j -4.54504e-07-0j -6.04942e-10-0j 4.48399e-08-0j 0.00458088-0j 1.6646e-07-0j -6.79161e-08-0j 2.46588e-07-0j 0.00305392-0j -0.00462558-0j -3.24041e-06-0j -2.9113e-07-0j -7.57507e-08-0j -2.16028e-06-0j 4.95416e-10-0j 3.27203e-06-0j 8.03144e-07-0j 2.77433e-08-0j -0.00515917-0j 4.10981e-08-0j 3.30277e-10-0j -5.00249e-10-0j 8.05799e-07-0j 0.00188952-0j -4.85216e-08-0j 3.64948e-06-0j 0.00279908-0j -1.3366e-06-0j -0.00330467-0j 1.33857e-07-0j -1.98e-06-0j -5.57957e-10-0j 2.33765e-06-0j 2.04349e-10-0j 0.00911665-0j 1.343e-07-0j 3.02716e-10-0j -6.44892e-06-0j -3.57395e-10-0j 0.00914679-0j 9.85952e-10-0j -6.47023e-06-0j 9.89211e-10-0j 
2.31911e-07-0j -2.4118e-07-0j 6.72359e-06-0j -8.08316e-06-0j 4.85334e-06-0j -1.71192e-08-0j -0.000113392-0j -1.99724e-08-0j 3.59954e-08-0j -0.00013229-0j 0.00023842-0j 1.69784e-08-0j 0.000112459-0j -7.20843e-09-0j -4.77461e-05-0j 1.79919e-06-0j 5.28217e-07-0j 0.00120438-0j 2.0324e-06-0j -1.61221e-06-0j 5.96684e-07-0j 1.67665e-06-0j 0.00136049-0j -4.73322e-07-0j -4.27338e-06-0j -0.00107922-0j 4.92239e-07-0j -1.16375e-06-0j -1.2546e-06-0j 0.00112235-0j 3.8272e-07-0j -0.00286061-0j -3.41662e-07-0j 1.12361e-07-0j -0.00077902-0j 0.000256194-0j -9.82189e-09-0j -5.6659e-05-0j -1.00244e-09-0j -1.08708e-08-0j -9.39012e-06-0j -0.00745816-0j 8.34949e-09-0j -6.27101e-05-0j -5.72943e-09-0j -8.68321e-09-0j -1.1095e-09-0j -1.0393e-05-0j 4.81653e-05-0j 9.74108e-09-0j -0.00825467-0j -3.30511e-05-0j 8.52167e-10-0j 1.74218e-08-0j -5.00904e-05-0j -5.8488e-09-0j -5.84758e-10-0j -8.86227e-10-0j 7.98245e-06-0j 1.82576e-08-0j 5.61929e-05-0j -5.47757e-06-0j 0.00634011-0j -8.3015e-06-0j 3.51574e-09-0j 0.0001005-0j 9.94195e-10-0j -3.37397e-05-0j -0.00435059-0j -0.00659352-0j -9.44042e-10-0j 1.7781e-09-0j 0.000105321-0j 9.31286e-06-0j -5.9694e-10-0j 1.66559e-05-0j 1.8634e-09-0j 2.02811e-05-0j -5.59168e-06-0j 0.0073968-0j 1.7455e-05-0j 0.0132291-0j 3.58824e-10-0j -5.44585e-06-0j -0.00444123-0j 3.36119e-06-0j 0.0138637-0j -9.63509e-11-0j 0.00266965-0j -9.02542e-07-0j -0.00071685-0j 
-5.28399e-06-0j 5.33554e-06-0j 8.90514e-05-0j -0.000106377-0j 5.77142e-05-0j 3.62296e-05-0j -0.000745146-0j -4.08032e-05-0j 2.58837e-05-0j 0.000839214-0j -0.000532358-0j -3.69622e-05-0j 0.000760214-0j 7.21023e-05-0j -0.00148295-0j 3.98268e-05-0j -0.000668857-0j 0.00255441-0j -4.34302e-05-0j 3.67335e-05-0j 0.000729373-0j -3.70918e-05-0j -0.00278552-0j -0.000616907-0j -3.1028e-05-0j 0.00235601-0j 0.000622926-0j 2.38069e-05-0j 0.000521089-0j -0.00237899-0j 8.88379e-05-0j -0.00199007-0j -0.000399817-0j -0.00149196-0j 0.00152693-0j 0.00569788-0j -2.17417e-07-0j -0.000750428-0j 4.26514e-06-0j 2.32298e-07-0j 0.00589947-0j 0.000693004-0j -1.9024e-07-0j 0.000801791-0j -1.26826e-07-0j 1.92096e-07-0j -4.55707e-06-0j -0.00630325-0j -0.000656625-0j 2.14255e-07-0j -0.000740436-0j -0.00043775-0j 3.732e-06-0j -7.84698e-08-0j 0.000663031-0j -1.16243e-07-0j 2.488e-06-0j -3.76841e-06-0j 0.00516203-0j 1.3724e-07-0j 0.000739517-0j 0.00344135-0j 0.000606378-0j -0.00521239-0j -3.78606e-07-0j -0.000270844-0j -4.20313e-06-0j -0.00040122-0j 0.000404252-0j -0.000612294-0j -3.79857e-07-0j 1.53937e-06-0j 0.000473692-0j -0.00581369-0j 2.28038e-06-0j 0.00212923-0j -2.69228e-06-0j -0.00130678-0j 0.00315418-0j -0.000682927-0j -0.00372391-0j 0.000250118-0j 7.42725e-06-0j -0.0013111-0j 0.000370518-0j 0.0102732-0j -0.000437444-0j 7.4518e-06-0j 0.00120678-0j 0.0103072-0j 0.00121077-0j 
-3.23577e-06-0j 3.26734e-06-0j 3.62284e-05-0j -4.32769e-05-0j 2.34796e-05-0j 6.70221e-05-0j -0.000148899-0j -7.5483e-05-0j 4.78829e-05-0j 0.000167696-0j -0.000106379-0j -6.83773e-05-0j 0.00015191-0j 0.000133384-0j -0.000296332-0j -1.6894e-07-0j -0.000822016-0j -3.39044e-05-0j 1.84225e-07-0j -1.55819e-07-0j 0.00089639-0j 1.57339e-07-0j 3.6972e-05-0j -0.000758171-0j 1.31617e-07-0j -3.12711e-05-0j 0.000765568-0j -1.00986e-07-0j 0.000640412-0j 3.15762e-05-0j -3.76839e-07-0j 2.64141e-05-0j -0.00049137-0j -0.0018336-0j -2.02668e-05-0j -7.56275e-05-0j -1.3314e-07-0j 2.11475e-06-0j -0.000753031-0j 1.42253e-07-0j 0.00356125-0j -4.48461e-06-0j -1.16498e-07-0j -2.2595e-06-0j -7.7665e-08-0j 1.17634e-07-0j 0.000804572-0j -0.003805-0j 1.85041e-06-0j 1.31204e-07-0j 4.79156e-06-0j 1.23361e-06-0j -0.000658902-0j -4.80528e-08-0j -1.86846e-06-0j -7.11839e-08-0j -0.000439268-0j 0.000665331-0j 0.00311609-0j 8.40419e-08-0j -2.084e-06-0j 0.00207739-0j -3.92403e-06-0j -0.00314649-0j -2.31848e-07-0j 7.63255e-07-0j 0.000742082-0j 1.13066e-06-0j -2.61602e-06-0j 3.96232e-06-0j -2.32614e-07-0j -0.000271783-0j -1.33489e-06-0j -0.00350947-0j -0.000402612-0j 0.00128532-0j 0.000475335-0j 3.68259e-06-0j 0.00190404-0j 4.4194e-06-0j -0.00224796-0j -1.61858e-06-0j -0.00131132-0j 3.69477e-06-0j -2.39772e-06-0j 0.00620149-0j 2.83082e-06-0j -0.00131565-0j -7.80942e-06-0j 0.00622199-0j -7.83523e-06-0j 
3.17557e-07-0j -3.30249e-07-0j 7.35764e-06-0j -8.84543e-06-0j 5.31103e-06-0j 4.50569e-06-0j -9.28363e-05-0j 5.25664e-06-0j -9.47378e-06-0j -0.000108309-0j 0.0001952-0j -4.46862e-06-0j 9.20725e-05-0j 1.89722e-06-0j -3.90908e-05-0j -1.70655e-08-0j -0.000111103-0j 0.000652745-0j -1.92776e-08-0j 1.5292e-08-0j -0.000125504-0j -1.59032e-08-0j 0.000737354-0j 9.95566e-05-0j 4.05335e-08-0j -0.000584909-0j -0.000103536-0j 1.10383e-08-0j 0.000263889-0j 0.000608286-0j -3.63014e-09-0j -0.00155038-0j 7.18638e-05-0j -2.36336e-05-0j -0.000422209-0j 0.000138851-0j -1.34492e-08-0j 4.29486e-07-0j -2.50916e-05-0j -1.48855e-08-0j 0.00147769-0j -0.00195585-0j 1.1433e-08-0j 4.75354e-07-0j -7.84535e-09-0j -1.189e-08-0j -2.77713e-05-0j 0.00163551-0j -3.65102e-07-0j 1.33385e-08-0j -0.00216473-0j 2.50534e-07-0j 2.13301e-05-0j 2.38558e-08-0j 3.79695e-07-0j -8.00879e-09-0j -1.46368e-05-0j -2.21827e-05-0j -0.00125617-0j 2.50002e-08-0j -4.25953e-07-0j 0.000861987-0j 0.00166265-0j 0.00130638-0j 4.81413e-09-0j -7.6181e-07-0j 2.48851e-05-0j 2.55753e-07-0j -0.00114092-0j -0.00172911-0j -1.29268e-09-0j 4.45067e-05-0j -7.98356e-07-0j -0.00146553-0j -1.49417e-05-0j -0.00262109-0j 4.66419e-05-0j -1.53734e-07-0j 0.000879945-0j 0.00193976-0j -0.00274683-0j 0.00346924-0j 8.98152e-06-0j 4.12806e-08-0j -0.00116468-0j -0.000528939-0j 0.00363567-0j -2.41171e-06-0j 0.000700098-0j 0.00014203-0j -0.000187989-0j 
2.4118e-07-0j -2.43533e-07-0j -6.79326e-06-0j 8.11494e-06-0j -4.40271e-06-0j 1.72966e-08-0j 0.000114567-0j -1.94802e-08-0j 1.23573e-08-0j -0.00012903-0j 8.18504e-05-0j -1.76464e-08-0j -0.000116883-0j 3.44229e-08-0j 0.000228005-0j -1.81783e-06-0j -5.33691e-07-0j -0.00121686-0j 1.98231e-06-0j -1.67665e-06-0j 5.81977e-07-0j 1.693e-06-0j 0.00132696-0j -4.92239e-07-0j 1.41623e-06-0j -0.00112235-0j 4.97042e-07-0j -1.08663e-06-0j 4.15785e-07-0j 0.0011333-0j -4.05488e-06-0j 0.000948027-0j -3.1902e-07-0j -1.19046e-06-0j -0.000727395-0j -0.00271435-0j 9.92367e-09-0j 5.72462e-05-0j 1.01283e-09-0j -1.06029e-08-0j 9.48743e-06-0j 0.00753545-0j 8.68321e-09-0j -6.11644e-05-0j 5.78881e-09-0j -8.76793e-09-0j -1.08215e-09-0j -1.01368e-05-0j 5.00904e-05-0j -9.77938e-09-0j -0.00805121-0j 3.33936e-05-0j 8.86227e-10-0j 3.58164e-09-0j -5.05791e-05-0j 5.30574e-09-0j 5.90818e-10-0j -8.94873e-10-0j 8.3015e-06-0j -6.26411e-09-0j -5.64138e-05-0j 5.53433e-06-0j 0.00659352-0j -8.38249e-06-0j 1.72809e-08-0j 2.06612e-05-0j -9.98103e-10-0j 3.0607e-05-0j 0.00439568-0j -0.00665785-0j 1.7338e-08-0j 3.6555e-10-0j -3.61355e-05-0j -9.34948e-06-0j 5.41515e-10-0j 3.42419e-06-0j -6.39328e-10-0j 9.96875e-05-0j 5.0725e-06-0j -0.00742588-0j -5.98874e-06-0j 0.00271969-0j 1.76372e-09-0j 0.000100017-0j 0.00402886-0j 1.65212e-05-0j -0.00475659-0j 1.76956e-09-0j 0.0131221-0j 1.65759e-05-0j 0.0131655-0j 
3.30249e-07-0j -3.33471e-07-0j -7.43389e-06-0j 8.88021e-06-0j -4.8179e-06-0j -4.55238e-06-0j 9.37983e-05-0j 5.12707e-06-0j -3.25238e-06-0j -0.000105639-0j 6.70128e-05-0j 4.64443e-06-0j -9.5695e-05-0j -9.05993e-06-0j 0.000186673-0j 1.72424e-08-0j 0.000112254-0j -0.00065951-0j -1.88024e-08-0j 1.59032e-08-0j -0.000122411-0j -1.60583e-08-0j 0.00071918-0j 0.000103536-0j -1.34331e-08-0j -0.000608286-0j -0.000104546-0j 1.03068e-08-0j -8.74546e-05-0j 0.000614221-0j 3.8461e-08-0j 0.000513807-0j 6.71015e-05-0j 0.000250396-0j -0.00039423-0j -0.00147111-0j 1.35885e-08-0j -4.33937e-07-0j 2.53516e-05-0j -1.45186e-08-0j -0.00149301-0j 0.00197612-0j 1.189e-08-0j 4.63638e-07-0j 7.92665e-09-0j -1.2006e-08-0j -2.70868e-05-0j 0.00159519-0j -3.79695e-07-0j -1.3391e-08-0j -0.00211138-0j -2.5313e-07-0j 2.21827e-05-0j 4.90437e-09-0j 3.83399e-07-0j 7.26518e-09-0j 1.47884e-05-0j -2.23991e-05-0j -0.00130638-0j -8.57749e-09-0j 4.27627e-07-0j -0.00087092-0j 0.00172911-0j 0.00131913-0j 2.36629e-08-0j -1.56616e-07-0j -2.4983e-05-0j -2.32006e-07-0j 0.00115274-0j -0.00174598-0j 2.37411e-08-0j 9.14988e-06-0j 2.73914e-07-0j 0.0014713-0j 1.35544e-05-0j -0.000538854-0j -1.60027e-05-0j -7.5565e-07-0j -0.000798243-0j -0.00194739-0j 0.000942429-0j 0.000713221-0j 4.41468e-05-0j -7.58148e-07-0j 0.00105654-0j -0.00259989-0j -0.00124739-0j 4.42928e-05-0j 0.00344119-0j -0.00260849-0j 0.00345256-0j 
-1.67367e-08-0j 1.74057e-08-0j -5.82684e-07-0j 7.00509e-07-0j -4.20604e-07-0j -1.18118e-07-0j 1.23007e-05-0j -1.37804e-07-0j 2.48357e-07-0j 1.43508e-05-0j -2.58637e-05-0j 1.17146e-07-0j -1.21995e-05-0j -4.9736e-08-0j 5.17947e-06-0j 8.99433e-10-0j 4.37649e-06-0j -0.000174752-0j 1.01602e-09-0j -8.05959e-10-0j 4.94377e-06-0j 8.38171e-10-0j -0.000197403-0j -3.92166e-06-0j -2.13631e-09-0j 0.00015659-0j 4.0784e-06-0j -5.81772e-10-0j -1.03949e-05-0j -0.000162849-0j 1.91325e-10-0j 0.000415065-0j -2.8308e-06-0j 9.30957e-07-0j 0.000113033-0j -3.71728e-05-0j 7.08834e-10-0j -3.40129e-08-0j -1.39054e-08-0j 7.84535e-10-0j -9.73868e-05-0j 0.00163769-0j -6.02573e-10-0j -3.76454e-08-0j 4.13486e-10-0j 6.26657e-10-0j -1.53905e-08-0j -0.000107787-0j 2.89141e-08-0j -7.03002e-10-0j 0.00181259-0j -1.98409e-08-0j 1.18209e-08-0j -1.25731e-09-0j -3.00697e-08-0j 4.22101e-10-0j -8.11151e-09-0j -1.22934e-08-0j 8.27876e-05-0j -1.31763e-09-0j 3.37331e-08-0j -5.68089e-05-0j -0.00139219-0j -8.60965e-05-0j -2.53727e-10-0j 6.03312e-08-0j 1.3791e-08-0j -2.02542e-08-0j 0.00095532-0j 0.00144783-0j 6.81304e-11-0j 2.46651e-08-0j 6.32254e-08-0j 9.65855e-05-0j -8.2805e-09-0j 0.000172742-0j 2.58483e-08-0j 1.21749e-08-0j -5.79925e-05-0j -0.00162422-0j 0.000181029-0j -0.00290489-0j 4.97745e-09-0j -3.26919e-09-0j 0.000975223-0j 3.48596e-05-0j -0.00304425-0j -1.33654e-09-0j -0.000586211-0j -9.36044e-06-0j 0.000157409-0j 
