0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
0.00157698-0.00213633j -0.000163311-2.14601e-05j 0.00207618-0.00294798j -0.000847448-0.00123336j 0.00204426-0.00281838j -0.000215092+0.00196145j -3.15077e-05+0.000185526j 0.000219489+0.000362055j -0.00344197+0.00698171j 0.000786343+0.00139979j -0.00100753-0.00163612j 0.000317169+0.000374127j -0.000750245+0.00102965j 0.000503514-0.000369923j 0.00280048-0.000879754j 0.00138574+0.000949646j 0.000462377+0.000568699j 0.000423459-0.00176789j 0.00103815-0.00230089j 0.00154631-0.00554733j -0.000783417-5.39465e-05j 0.000465369+0.00152793j 0.000793372-0.00351484j 0.00166687+0.00221311j 0.000318683+0.00218702j -0.00222576+0.00205756j 0.00464072+0.00302184j -0.000787383+0.00314409j 0.000139231+0.00564044j -0.000401354-0.00169679j -0.00181046-0.000656297j -0.0011857+0.00184685j -0.00107546+0.00505156j 0.00133166-0.00236868j -0.00301108+0.000268473j 8.64773e-06+0.00024521j -0.000923829+0.000995724j -0.00011202-2.78725e-05j -0.00193815-0.00372278j -0.00325339-0.00128267j 6.19321e-05+0.000750928j 0.00052222+0.00338048j -0.00164016+0.00174964j 0.00185805-0.00685182j -0.000426361+0.00291876j 0.00189805+0.000195592j 0.00216446+0.00627454j -0.000306517+0.00393137j 0.000324762+0.000502633j 0.00348319-0.0039222j 0.00573363-0.0124378j -0.000636128-0.00783815j 0.000811231-0.00321466j 0.00378958-0.00305946j -0.00313926+0.00275583j -0.00116177+0.00479276j -0.00112284+0.00144718j -0.00442166+0.00297664j 0.000217029-0.00178497j -0.000469024-0.000973984j 0.00159611+0.00644865j 0.00157058+0.00307805j -0.0022775-0.00148983j 0.00148889+1.62246e-05j 0.00562205-0.00198776j -0.00201117-0.00161882j 0.000418615-0.000808575j 0.000428806-0.000185793j 0.000725588+0.00084013j -0.00706981+0.000147362j -0.00087265-0.00288038j 0.00228902+0.00248061j 0.000849164-0.00105397j 0.00137315+0.00121959j 0.00417065+0.00218162j 0.000869945-0.00186645j -0.0013347-0.00276619j 
0.0024519-0.00456382j 0.00145566+0.00284973j 0.00244063-0.00717495j -0.000455292-0.00012238j 0.00158386-0.0010944j 0.000765959+0.00258323j -0.0023103+0.00274584j -0.00155923-0.000251036j -0.00196863+0.00575204j -0.00128825+0.000597274j 0.00414831+0.00113786j -0.000769016-0.00217885j 0.000316938+0.000194307j -0.000122335-0.000959224j -0.000233638-0.00175073j 0.00115482+0.00193682j -0.00257739+0.000408439j -0.000286058+0.00202151j 0.00210449+0.00353177j -0.00558307-0.00761633j 7.40306e-05+0.00325501j -0.0012371-0.00183086j -0.00410637-0.000574553j 0.00200984+0.00035803j -0.00021435+0.000229889j -0.00872046+0.00258451j 0.00340243-0.00780794j 0.00315445-7.46662e-05j -0.0011476-0.00280548j -0.000261797+0.00169889j -0.00443136-0.00170212j 0.0047796-0.000108555j -0.0058364-0.0038067j -0.00243463-0.00469418j -0.0019702+0.00121693j 0.00215343+0.00418663j 0.00216124+0.00339533j -0.00166825-0.000242334j -0.00276593-0.00537507j -0.00688985-0.000692181j 0.00634708-0.000493001j 0.000596114-0.00154196j -0.00026939+0.00265983j 0.00521463+0.00166263j -0.00197199-0.00550477j -0.00458017-0.0039879j 0.00896167-0.00203525j 0.003765-0.00285132j -0.00214669+0.00427678j 0.00164484-0.00386456j -0.000861463-0.00408586j -0.00597012-0.00773053j 9.40662e-05-0.000406308j -0.00415813-0.00231885j 0.00763594+0.00809365j 0.00452432+0.000429234j -0.00827663-0.00562708j 0.00511491+0.0027322j -0.00174086-0.00491915j -0.00240245-0.00102764j 0.00232397+0.00095743j 0.000905287-0.0013811j 0.000628949-0.00394363j 0.00149006+0.00435839j -0.00315195-0.00557821j -0.000498075+0.00489279j -0.000638655-0.000148583j 0.00296338+0.00268857j -0.000114349-0.000597151j -0.00314973+0.00230913j -0.00105436+0.000691404j 0.000406554-0.0024369j 0.00379933-0.00479548j -0.000221351-0.00105662j 0.00666205+0.00404961j -0.00092268+0.000558504j -0.00369488-0.000506335j 
0.0027921-0.00274503j -0.000668811+0.00124069j 0.00221787-0.00341991j -0.00240071-0.00106373j -0.000895654-0.00205764j 0.00179466+0.00226584j -0.0029306+0.00102535j 0.000693435+0.00277757j 0.00134066+0.0068341j 0.00150515+0.00309957j -0.000438686-0.00244786j 0.00185744+0.00116622j -0.00013013-0.00142869j 0.000278423-0.00057335j 0.000735831-0.000240631j 0.000777533+0.000787j -0.00107237+0.00085561j -0.000581995+0.000694538j -0.000257045-9.43425e-05j 0.00385579+0.000884017j -0.00274433-0.00184369j 0.00450313+0.00316347j 0.000910131+0.0035241j 0.00380264-0.00492637j -0.00248625-4.46563e-05j 0.00141925+0.00667527j 0.00358665-0.00268825j 0.00342273+0.00160263j 0.00375972+0.00554304j -0.000283023+0.00087791j 0.00595979+0.00219324j 0.00454891+0.00240391j 0.00284459+0.000784023j 0.000780583-0.000713393j -0.000308031+0.00429038j -0.000558901-0.00510826j -0.00585715+0.0029502j -0.00389144-0.0018228j 0.000429608+0.000281161j -0.0010989+0.000868737j -0.00179599-0.00147183j -0.00133516+0.00284967j -0.00159223+0.00359797j -0.00167559-0.00448837j 0.00632897-0.00115107j 0.00137929+0.00135866j -0.00193234-0.00525477j -0.000915878-0.00562429j 0.000307021+0.00863549j -0.000678265-0.00357937j -0.00445994-0.00740491j 0.00060767+0.000501763j -0.00624732-0.00372728j 0.00631919+0.00294658j -0.00889339-0.00870318j 0.00769094+0.000582143j 0.00403886+0.00525558j -0.00410725-0.00159637j -0.00647663-4.59542e-05j 0.00103154+0.00414575j 0.00445773+0.00475834j 0.00112696+0.000714831j 0.00049013-0.00541059j 0.000168941-0.00474326j -0.00046321+0.00124941j -0.00485458-0.00545209j -0.000551348-0.00536726j 0.000368778-0.0034532j 0.00445775+0.00250761j -0.00115835+0.000564423j -0.000854633+0.0010677j -0.000401919+0.000931783j 0.000149943+0.000905623j -0.00109418+0.0017353j 0.00395363-0.00399309j 0.000527983-0.00429923j -0.003094-0.00365781j 
-0.00192061-0.00557775j -0.000889416-0.000721358j 0.000400577-0.00075549j 0.000541505+0.00368633j 0.00223673-0.00255928j 0.000277605-0.00484403j 0.000875435-0.00332643j -1.03181e-05-0.00340094j -0.000131217+0.00183439j -0.000349975-0.00182739j -0.000350547+0.0031666j -0.000405951-0.00550386j -0.00188261+0.00541281j -0.000302568-0.00320724j -5.00809e-06-0.00236499j 0.00144309-0.00251341j 0.00299087+0.00129682j 0.00154829+0.000903056j 0.00126972-0.00561668j -0.000283623+0.00301839j 0.00490862-0.0020831j -0.00187846+0.00247801j -0.00192283+0.00240333j 0.000287222+0.00248196j -0.00421096-0.00423434j 0.000127762+0.00575731j -0.00483588-0.00505348j -0.00423806-0.00496948j -0.00249219+0.00452572j -0.00174226+0.00261596j -0.00426778+0.00898594j -0.00370357+0.00157862j -0.000575519+0.0101989j -0.00365765+0.00430791j -0.000490531+0.0105492j 0.00230975-0.00618985j 0.00304988+0.00106464j 0.0029838+0.00444564j -0.00114417-0.00188947j -0.00215266+0.0137152j 0.00349977-0.0103323j 0.00040743+0.00643845j -0.00111033+0.000778182j -0.00170641-0.00586283j -0.000128781+0.0032683j 0.000706621+0.000935314j 0.0047958-0.01194j 0.000175119-0.00246642j -0.00238725-0.00307142j 0.0021022-0.00550669j 0.00833711+0.0052135j -0.00377423+0.00757014j -0.000686141-0.00372843j -0.00251828-0.000360873j 0.00138459-0.00215058j 0.00161919-0.00690604j -0.00300027+0.00082728j 0.00635896+0.0063657j 0.00327799+0.0011833j -0.00103377+0.00571991j 0.00744711-0.0103644j -0.00109915+0.00412673j -0.00373539+0.00471717j 0.00628875-0.00368119j -0.00241359+0.00167098j -0.000222243+0.00110302j 0.000782517+0.000676839j 0.00223249-0.00100399j -0.00574618-0.0039103j 0.00508868-0.00160373j -0.00314703+0.00319095j 0.00622772+0.000370383j 0.00106108+0.00408116j 0.00283749-0.00133061j -0.000967111+0.00256528j -0.0070686+0.00302227j -0.000451704-0.000682411j 
-0.000653076+0.00152121j 0.000187307-0.000175086j -0.00151647+0.00116001j 0.00149177-0.000967887j 0.0018986+0.000597253j 0.000728326+0.00219019j 0.0016495+0.000436066j 0.00142448-0.000763357j -0.00728161+0.00221182j -0.000379781+0.000436763j -0.0011062-0.000940745j 0.00116883+0.000146384j -0.0018851-0.000743835j -0.00124917+0.0016912j 0.000687758+0.000311181j 0.000416304+0.00243755j 0.00331069-0.000407448j 0.00165381+0.000360884j 0.00371705+0.00273326j 0.00837652-0.00597568j 0.00342852-0.000417869j -0.00490694+0.000222664j 0.00572158-0.00329985j -0.00498379-0.000267852j -0.00301068+0.00190852j -0.00070553-0.00086287j -0.00200861+0.00298146j -0.00457671-0.000530591j -0.00458285-0.00344908j -0.0011594-0.00317692j -0.00698391-0.000496288j -0.00452791-0.000820047j -0.00739607-0.00253514j 0.000446038-0.00264862j 0.00184575-0.00534374j 0.00133671+0.00216364j -0.000438552+0.00277242j 0.00454538-0.00228078j -0.00271274-0.00451595j -0.000643708-0.00400853j -0.00188083+0.00178828j -0.00421877+0.0028481j -0.000169276-0.000679383j 0.00548087+0.00285416j -0.00237398-0.00287818j 0.00532254+0.00111534j -0.00458119+0.00365233j -0.00260258-0.000961072j 0.000612497+0.00169368j 0.00719769+0.00271761j 0.01677+0.00107272j 0.00814615-0.00417514j 0.00592265+0.00228214j 0.00393388-0.00188544j -0.00540157+0.00236262j -0.00549716-0.00109669j -0.000560402-0.00205095j -0.00411805-0.00181017j 0.00356101+0.00339682j -0.00238119-0.00121181j -0.00412622+0.00883992j 0.00114156+0.00297894j 0.0015697-0.0049484j -0.00297415+0.0017012j 0.00350186+0.00581305j -0.00286169-0.00311891j 0.00186811+0.00100587j 0.00253858+0.000313213j 0.000772877-0.0014752j -0.00768475-0.00579728j 0.000441937-0.00354726j 0.000358682+0.00397415j 0.000793806-0.00176996j 0.000988989+0.0029483j -0.000254621+0.0021471j 0.00297212-0.000473899j 0.00033815-0.000871804j 
0.00226202-0.000310512j 0.00119493-0.000501309j -0.00221178-0.00153622j -0.00159287-0.00119145j 0.00230772-0.000324921j 0.0031127+0.00155263j 0.00342343+0.0012413j -0.00102033-0.00122156j -0.00270934-0.000530696j -0.000950042-0.000342651j 0.000684178+0.000890833j 0.00102018-0.000113752j -0.00349976-0.00108342j 0.00304948+0.00228227j -0.000170285-0.00110024j 0.000977252+0.000731336j -0.00535558-0.00384325j -0.00041825+0.000562674j 0.00420487+0.00215987j -0.00388326-0.000764607j 0.000153528+0.000467285j 0.00200402+0.000321858j -0.00196683-0.000852584j 0.00613374+0.00705541j -0.00233915-0.00510634j -0.00492097-0.00168084j 0.00200375-0.00358737j -0.000890035-0.00146029j -0.00160316+1.58009e-05j -0.0021749+0.000642904j -0.000427078-3.79468e-05j 0.00241319+0.00225469j -0.00143862+0.00118881j 0.0022206+0.00201828j -0.00173732+0.00248177j -0.00209792-0.00167431j -0.00220978-0.000612512j -0.00290276+0.000103218j -0.00184438+0.0012245j -0.00652505-0.00220772j -0.0018817-7.23246e-05j -0.0093781-0.00261835j 0.00259106+0.00191942j 0.00620248-0.0011469j -0.000600437-0.000356074j -0.00572316-0.00380424j 0.00245225-0.000602234j 0.00149373+0.00109641j -0.00335377+0.000376423j -0.00155905+0.000462803j 0.00546913-0.00166706j -0.00366583-0.000908377j -0.00239445-0.00569454j 0.00450696+0.00696935j 0.00353105-0.00854334j 0.0041213+0.00462549j -0.004193+0.00471309j -0.00663454-0.00683493j -0.0151889-0.0113593j -0.00188638+0.0040229j -0.00200546-0.00258903j -0.00408568-0.00281232j 0.000555908+0.00173814j 0.00868156+0.00725811j -0.00347703-0.00339954j -0.00252474-0.00271471j -0.00120802-0.00573208j -5.98384e-05-0.0074448j 0.00265008+0.0114401j 0.00167984-0.00335619j -0.0014001-0.00609976j 0.00269791-0.00442972j -0.000517113-0.00209722j 0.0017013+0.0063435j -9.99774e-05+0.00215583j -0.00263467-0.0038829j -0.000170713+0.00550159j 
0.00148839+3.70892e-05j -0.00126548+0.000506412j -0.00196176+0.00351025j -0.00113596+0.00161956j -0.00423453+0.00506375j 0.00420743-0.00266498j -0.00321251+0.00105226j -0.00176623-0.00111864j -0.000915707-0.00154918j -0.00061682-0.00135714j 0.00342941-0.00132238j -0.000453944-0.000351211j 0.00108223-0.0005131j 0.000822-0.000494689j -0.00337783+0.0014954j 0.000931677-0.000813583j -0.00776455+0.00422181j 0.00264275+0.000127035j 0.00660266-0.000563867j -0.00101851+0.00112892j 0.000572563-0.00220376j -0.00258791+0.00211181j 0.00344186+0.00115951j 0.00418478+0.00114527j -0.00517663+0.000684453j -0.0043072+0.000871209j -0.00429382+0.00116845j 0.000192219-0.00183537j -0.00602872+0.00227222j -0.00252711+0.00428715j -0.002684+0.000730302j 0.000834421+0.00177359j -0.00814498+0.00440834j -0.00117185+0.00550413j -0.00279468+0.000903046j 0.00251834-0.00224674j -0.000865817-0.000147123j -0.010463+0.00586877j -0.002816+0.00106008j -0.00586775-0.00146354j 0.00386718-2.03943e-07j 0.0022894+0.000704308j 3.28594e-05-0.00325626j 0.00684441+0.000694213j -0.0051907+0.00152304j -0.00452914+0.00126444j -0.00874324-0.00101183j -0.00412069+0.00032042j 0.00139869-0.0017294j 0.00365226+0.00348226j 0.00173393+0.00315726j 0.00148589+0.000698733j -0.000199667+0.000938349j 0.00421354+0.00394682j 0.000575412-0.00228611j -4.94805e-05-0.000600644j -0.00173656-0.00135319j -0.00158675-0.000360292j 0.00229031+0.0015838j 0.00378009+0.00279661j 0.000331627-0.00602769j -0.0028459-0.00279029j -0.00448804-0.00290235j 0.0012887+0.000912049j 0.000243191+0.000772712j 0.00133035+0.00146492j -0.000459162-0.00078707j -0.00397211-0.00312688j -0.00428728-0.000843056j -0.000734903-0.00332243j 0.00377031+0.00367189j -0.00440524-0.0036559j 0.000457095+0.000728234j 0.00174815+0.00222937j -0.00527326+6.45519e-06j -0.00170414+0.000135124j 0.000978494-0.000189634j 
-0.000141227-0.00182083j -0.00094687+0.000394323j 0.00137384-0.00169385j -0.000515635+0.000743281j 0.00125425-0.0024259j -0.00202788+0.000206856j 0.00102391-0.00182248j 0.00169315-0.00199295j -0.000854281+0.00295186j -0.000248892-0.000928634j -0.00162013+0.00225784j -5.6476e-05-0.00210762j -0.00112498+0.00249237j -0.000710188-0.000578474j 0.000262305-0.0014935j 0.000385067-0.0011116j 0.00317768-0.00112539j -0.00181391+0.000525528j -0.0019628-0.00286026j 0.000395625-0.000478539j 0.000426417-0.000131477j 0.0005192-0.000636173j -0.00220898-0.000249903j 0.00157572-0.00019666j -0.000110139-0.00240122j 0.000304061+0.00118405j 0.00382614-0.0042095j -0.000473577-0.00300595j 0.00323527+0.000792842j -0.00141084+0.00106039j -0.00188386+0.00469128j -0.00147454+0.00223744j 0.00449695+0.00341266j -0.000613563-0.000261836j 0.000234561+0.00553606j -0.00147141-0.00137158j -0.00125011+0.00214059j 0.00497686+0.000214488j 0.00231967-0.000682006j -0.00232114+0.00729203j 0.00235309-0.00497351j -0.00183595+0.00223108j -0.000822355+0.00245184j -0.00521996-0.00313769j 0.00351491+0.00125642j 0.00146515-0.000689172j 0.00835244-0.00475161j 0.00594621-0.00115018j -0.00411808-2.96303e-05j 0.00120817-0.00437733j 0.00318284-0.000348947j -0.00330629+0.00273281j 0.000701907-0.00319456j -0.00241885-0.00132759j 0.000281752+0.000167822j 0.00309113-0.00153503j 0.000152591+0.000955822j 0.00257661+0.0032473j -0.000772659-0.0020197j -0.00350136+0.00141332j 0.00312441-0.00192851j 9.93096e-05+0.00248881j 0.00254846+0.00423983j 0.00318329-0.00176718j -0.00341926-0.00185696j -0.000879556-0.000275904j 0.00134287-0.000665864j 0.00134846+0.000217541j -0.00188033+0.000342011j 0.00160099+0.00112612j -0.00389023-0.00119008j 0.00460773+0.00105898j 0.000732712+0.00146405j 0.000494119-0.000158026j -9.47521e-05+0.0014434j -0.0029072+0.000702282j -0.000468061-0.000447788j 
-0.00186861+0.00403682j -0.00279124+0.000817498j -0.00299464+0.00445186j 0.000900592+0.000371793j -0.00386173+0.00137419j -0.000614845+0.00172534j 0.00107986-0.00346278j 0.000861439-0.0023758j -0.00309637-0.000213979j 0.000473503-0.00168345j -0.00195084+0.0013773j 0.00163093+0.000254396j 0.000183631-0.000472664j -0.000898771+0.00210026j -0.00247147-0.00079152j 0.000857556+0.00163298j 0.00142069-0.00290612j -0.00326994+0.00115665j -0.000162552+0.00122422j 0.00438677+0.000724115j 0.00241884-0.00401311j -0.000792437-0.000559424j 0.000618872-0.00115796j 0.00606646-0.000861646j -0.00022449-0.00221583j -0.00223672-0.00305906j 0.00997952+0.00056199j 0.00577653+0.00138876j 0.00391004-0.00160089j -0.0049652-9.56093e-05j -0.00976968+0.0033566j -0.00211668+0.0052331j 7.90848e-05-0.00166391j -0.000702689-0.00137584j -0.000739435+0.00067499j 0.00174584+0.00132026j -0.00647016+0.000316847j 0.0032364-0.0037801j -0.00374995-0.000986691j -0.00808258-0.00463032j 0.00650741+0.00423833j -0.00511944+0.000919745j -0.00170463-0.00114484j -0.004976+0.00407584j 0.00634707+0.00239028j 0.00405155+8.88172e-05j 0.00786855+0.000297649j 0.0111354+0.000367274j -0.00678941-0.000679702j 0.00504651+0.00515843j -0.000373869+0.000325004j -0.00167839-0.000655772j 0.00507421+0.00129015j -0.00265865-0.000679387j -0.000403674-0.000370091j 0.0040675+0.00761031j 0.00150152-0.00122566j 0.00258986+0.000864235j 0.000864196+0.000240957j -0.00509807-0.00311593j 0.000939577+0.00335311j 0.00204767-0.000854349j 0.00618678+0.00469284j -0.000717357-0.00158006j -0.00420711-0.00365219j -0.000916764-0.00129671j 0.00419654+0.000893736j 0.00140603+0.001972j -0.00109511-0.000666267j -0.00228547-0.00166253j -0.0026237-0.00180475j 0.00183093-0.00109435j 0.00102449+0.00256145j 8.75247e-05+0.000144814j -0.00329138-0.00137095j 0.00256959+0.00169389j 0.00126451-0.00112905j 
-0.0024394-0.000267719j 0.00107614+0.00437127j -0.00245697-0.00326163j -0.000988099-0.00103583j -0.00118284-0.000574022j 7.69487e-05-0.00173907j 0.00126058+0.00277088j 0.00117411+2.4721e-05j 0.00114533+0.00754637j 0.00071687-0.000494772j 6.43612e-05-0.00113209j -0.00178873-0.00189592j 6.30599e-05+0.0007887j -0.000349511+0.00164698j -0.00124922-0.00232391j 0.00337224-0.00165994j 0.000148409+0.000355979j 0.00162379-0.00088753j 0.00267404-0.00479642j -0.00268901-0.00587809j 0.00125853-0.0039608j -0.000322766+0.00139975j 0.000707738-0.003128j 0.00269043-0.00361995j -0.00357147+0.00673813j 0.00211271+0.00397403j -0.001478+0.00104285j 0.000149889+0.00199558j -0.00029145+0.00116504j -0.00068066+0.002396j -0.00173103+0.00703593j 0.00180461+0.00216437j -0.000521237+0.00651593j 0.000492148+0.000979933j 0.00182432+0.00128709j -0.00111201-0.0022715j 0.00199466+0.00149678j 0.00201034+0.00190324j -0.00463072+0.000109325j -0.00279065+0.00329959j -3.80001e-05-0.00209747j 0.000358553-0.000397432j 0.000244638+0.000849844j -0.000738618-0.00131297j -0.00114032+0.000110935j 0.000803748+0.00105675j -0.00323975-0.00215095j -0.00151913-0.000910266j 0.0023605+0.00269297j 0.00186744-0.00563149j 0.00165735-0.0104664j -0.00157434-0.00294301j -0.000697584+0.00194891j 0.00251323-0.00460757j -0.00084122+0.0036486j -0.00169856-0.00243524j -0.00132703+0.002237j 0.0015953-0.00137058j -0.000214094-0.00226214j 0.0012945-0.000770046j 0.00132255-0.00113176j 0.0027574-0.00158593j -0.00342411+0.001181j -0.000275264-0.000483022j 0.000383789-0.0005109j -0.00277252+0.00316812j -7.49048e-06-0.000146617j 0.000845687-0.00236876j -0.00138154+0.000245889j -0.00797344+0.00242198j -0.000107252-0.000979432j 0.00153083-0.00321844j 0.00232848-0.0033324j 0.00029236-0.00165212j 0.00284103-0.00450014j -0.000733257+0.00148736j -0.00468358+0.00457036j 
4.28812e-05-8.70018e-05j -4.02582e-06+0.00228543j 0.0016886+0.000217691j -9.30506e-05+0.00166365j 0.000530434+0.00783897j -0.000284662-7.56272e-05j -0.000416694+0.00512224j 0.000272201+0.00170231j 0.000255032-0.0017621j 0.000809117-0.00138609j -0.000910697-0.00386289j 0.000174625+0.00238331j -0.00115288-0.00289946j 0.000332015+0.000751127j -0.00268767+0.00648203j 0.000865007-0.00123649j 0.000634526+0.0085429j 0.000194673-0.000607376j 0.00397203-0.00423599j 0.00144464+0.00202159j -0.00368473+0.00429683j 0.000527224-0.00311102j 0.00565212-0.00440734j 0.00197772-0.00864783j -0.000493627+0.0012653j 0.000576501+0.00297246j 0.0018104-0.00595019j 0.00420926-0.00771283j 0.0055136-0.00322608j 0.00107804+0.00410924j -0.00558911+0.000202353j 0.00489639-0.00157056j -0.000493833+0.00370278j 0.00189416+0.0025214j 0.00118803+0.00290498j -0.000983574+0.000404642j -0.00339436+0.0055973j 0.00256038+0.0114326j 0.00167054+0.00301326j -0.0116962+0.00873288j 0.00702863-0.00471101j 0.000965301-0.00586028j 0.000346892-0.000293703j -0.00146487+0.000292236j -0.00188593+0.00201479j -0.00178268+0.0068681j 0.00243295+0.00272087j 0.00538058-0.00332484j 0.00161463+0.000437364j 0.00482283-0.000325805j -0.00487036+0.00827199j -0.00646883+0.0030297j 0.00359943+0.00154785j 0.00502732-0.000436953j -0.00187892-0.00153355j 0.00829435-0.0030297j -0.00333117+0.000524652j 1.27475e-05-0.00233442j 0.000600006-0.000730899j -0.00185979-0.00330644j -0.0057537-0.00221487j -0.00650307+7.54916e-06j -0.00151524+0.000503401j -0.00116862-0.000142435j -0.00705326+0.000126825j 0.00423355+3.06219e-05j -0.00248824-0.000159613j -0.00450152+0.00313199j -0.00197261+0.00359108j 0.000490105+0.000414367j 0.00492813-0.00165966j -0.00759272+0.00406271j 0.000682297-0.00198715j 3.5084e-05+0.00132863j -0.00425591+0.00226691j 0.000847978-0.000662991j -0.00275237-1.57698e-05j 
-0.000441446+0.000308549j -0.000520445-0.000584508j 0.000267128-0.00323971j 0.000419217-0.00252602j 0.000255051-0.00556067j -0.00106684+0.00342419j -0.000486224-0.00057118j 0.00255461-0.00254479j -0.000742556+0.000468921j 0.0017483+0.000663929j 4.7319e-05+0.00165069j -0.00442263+0.00221806j -0.000804604+0.00335521j 0.000323586+0.000534992j -0.00114755-0.00029754j -0.00165817+0.00230336j -0.00200353-0.0058802j 0.00234235+0.0024803j 0.000220731+0.00434758j 0.00287294+0.000281194j -0.00491308+0.0057743j 0.00135958-0.00765159j 0.00509802+6.07864e-05j -0.00388359+0.00199377j 0.000177264-0.00678611j 0.00548381-0.00301069j -0.0028251-0.00870394j 0.000419222-0.0061543j 0.0039554-0.00727407j -0.00247019+0.00240836j 0.000480888+0.000782381j 0.00297132-0.00545383j -0.00147969-0.00600629j -0.00495543+0.00218827j -0.001121+0.000669755j -0.000439625+0.0017142j -0.000820073+0.00420328j 0.00286971-0.0114593j 0.00517365-0.00511217j -0.00318998+0.00467853j -4.89371e-05-0.00227847j 0.00339665+0.00382296j 0.00563562+0.00176736j -0.0032719+0.00368728j -0.00652453-0.00396471j -0.00162045+0.000855595j 0.00483338-0.0162333j 0.00149371-0.00881188j 0.00565116+0.00343472j -0.00462308+0.00125167j 0.00267745+0.00203482j -0.00519473+0.00394326j 0.00241971-0.0017798j -0.00156194+0.00714026j -0.000113311-0.00280325j 0.00227804-0.00561842j -0.00262296+0.0010536j -0.0028101-0.00432374j -0.00318731+0.00434791j -0.00595671+0.00352007j 0.000510483-0.00177636j -0.000553244+0.0014999j 0.0046692-0.00648576j 0.00147272-0.00225759j -0.00129853+0.00742924j 0.00383263+0.00244098j -0.00237957-0.000792188j 0.00221608-0.00456674j -0.000474724-0.0022004j 0.00284153-0.00375972j -0.00370275+0.00312324j 0.00441141-0.00173365j -0.00015914+0.000350716j -0.00263842+0.0002359j 0.00392389-0.0019935j 0.000619772+0.000475266j 0.000338023-0.000214737j 
