0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
4.00389e-06-0.000514506j 0.00141749+0.00335174j -0.00427581-0.000233247j 0.000155146+0.000644509j 0.00153679-0.0028656j -0.00200487+0.000572778j 0.00105511+0.00199693j -0.00159471-0.00194781j 0.00137034+0.00418807j -0.0039689+0.00337337j -0.00197286+0.00259642j 0.00142403+0.000776436j -0.00520719+0.00198345j -0.00812223+0.00261075j 0.00334793-0.00418459j -0.000679364+0.00207107j 0.00724333+0.000310398j -0.00436822+0.00327567j -0.00461448+0.00495601j 0.00376864+0.000699061j -0.00554396+0.00334338j 0.00339821-0.00623759j 0.000158743-0.00127059j -0.00536858-0.000409549j 0.00568242+0.00189933j -0.00225613-0.000696883j 0.00117839+0.00343688j 0.00438068-0.00345089j 0.00235345+0.00081542j -0.00300606+0.000993925j -0.00675502-0.00117556j -0.00038705-0.00603818j -0.0018806+0.000128447j 0.000711628-0.000917133j 0.00287307+0.00558283j -0.00177112-0.000641882j 0.00214567-0.00495196j -0.00114235-0.00137557j -0.00102504-0.0106334j -0.00100488+0.00113835j -0.0037183-0.00654908j -0.00201148+0.00503901j 0.00125074+0.000106079j 0.00145649-0.00117426j 0.002108+0.00288178j -0.00352391+0.00259056j 0.00545344-0.00114962j -0.00290522+0.000199481j 7.14115e-05+0.00280372j 0.00302298+0.00472973j 0.00116067+0.000797652j 0.00252258+0.00362452j -0.00202092+0.00110519j 0.000468502-0.00348856j 0.00651651+0.00139214j -0.00469139+0.00159636j 0.000516505+0.000818353j -0.00198704+0.00093591j -0.00237273+0.00573657j 0.00120753+0.000147727j -0.00182911-0.00136339j 0.000515271+0.00437607j -0.00312681-0.000849602j 0.00343994+0.000523761j -0.000567408-0.0017368j -0.00264292-0.00500955j 0.00217718+7.62265e-05j 0.00483997+0.00243528j 0.000953167-0.000376086j -0.00274175+0.00107807j -0.00232428-0.00198135j 0.00220419-0.00130773j 0.000532174-0.000605631j 0.000698592-0.000642632j 0.00262914-0.00103615j -0.000934325+0.000421352j -0.00171931+0.00343564j 
-0.00390513-0.00433209j -0.000953534-0.00223464j -0.00462731-0.00573212j -0.00022936+1.49292e-05j -0.00584717-0.00317644j -0.000537174+0.00121775j -0.00112585+0.00203286j 0.00579174+0.00392036j -0.00279402-0.000499139j 0.00182576-0.0051912j 0.00545577-0.00179184j 0.00299013+0.000715987j 0.00146079-0.00148781j 0.00200958-0.00102973j -0.000117023+0.00227409j 9.35138e-05-0.000780267j -0.00120441+0.000778631j 0.000553034-0.00119687j 0.00299602-0.00115348j 0.0017456-9.19675e-05j 0.00733459+0.00119469j -0.0023784+0.0029291j -0.00124422-0.00273523j 0.00293419+0.000865671j -0.00234157-0.000944596j 0.00178852+0.000383892j -0.00538531-0.00322601j -0.00350876-0.000583054j 0.00250181+0.000759369j 0.00285077+0.0034305j 5.64461e-05+0.00229651j -0.000633602+0.00341822j 0.000687099+0.00358793j -0.00167259-0.00317272j -0.000255893-0.00469881j 0.000108558-0.000654212j 7.28162e-05+0.00456457j -6.01474e-05-0.000494875j -0.000652199+0.00236282j 0.00109087-0.00473223j 0.00196485+0.00144775j 0.00365428-0.00130098j -0.000228831-0.00162197j -0.000846708+0.00476924j -0.00138647+0.00354373j 0.00163033+0.00331678j -4.4415e-05-0.000556863j 0.000324152-0.00319052j -0.000419635+0.000271816j -0.00347221+0.000496143j -0.00177301-0.000393155j -0.00140814+0.000711334j 0.000378928+0.00193204j 0.000680623-0.00190388j -0.00432762-0.00148906j 0.00109665+0.00108881j -0.000165703+0.0030479j 0.00166491-0.00446535j 0.00134872-0.00312739j -3.74386e-05-0.002261j -0.000187464-0.000773494j 1.38531e-05-0.000707898j -0.00146102-0.000237915j -0.000801094+0.000936774j -0.0010711-0.00423087j 0.00135083-0.000993879j 0.000186704+0.00414581j -0.00157507+0.00162701j 0.000161163-0.0045086j -0.000551291-0.00624098j 0.00213077-8.73045e-05j -0.000979959-0.00185813j 0.000914566+2.9408e-05j -0.00243593+0.00197862j 0.00137222-0.00612549j -0.0011356+0.00348693j 1.59416e-05-0.000774644j 
0.00288029-0.00011646j 0.00068061+0.000199921j -0.00321584+0.000227427j -0.00405963+0.00173631j 0.00102914-0.00111584j 0.00449897-0.00209262j -0.00426742+0.00123079j -0.00020909-0.00209684j 0.000809153+0.000763269j -0.00900543-0.000254039j -0.00185768+0.00347586j -0.00223742+0.00366854j 0.00350808-0.00484724j -0.00186497-0.00213363j -0.00269689+0.00595692j -0.0105758-0.00020662j -0.00469941+0.00409062j -0.0029322-0.00548921j -0.00674416+0.00244358j -0.00299546-0.00208366j -0.00182897-0.00322845j 0.00418151+0.00261742j -0.00290824+0.00110891j -0.00786025+0.00434644j 0.00692897+0.00341215j -8.72514e-05-0.00221576j 0.00424831+0.000626153j -0.00300314+0.00467809j -0.0027738-0.00302636j -0.00168003-0.00509248j 0.00316132-0.000223033j 0.00234034+0.000875868j 0.00194096+0.000784183j -0.000427098+0.000842585j -0.000761919+0.000187264j 0.00321817-0.00165031j 0.0013341-0.00185837j -0.0026223+0.0010324j -0.00485171+0.00214619j 0.00166575+0.00165824j 0.00463519-0.00422036j -0.00416686+0.00307654j -0.00243897-0.000902007j 0.00804014+0.00408613j -0.00137061+0.00139047j 0.00279202-0.00288791j -0.00815984+0.00276985j 0.00181272-0.00120739j -0.00593797-0.00427607j -0.00209759-0.00148294j -0.000180289+0.000733289j -0.00387867+0.000861429j 0.00301289+0.000222473j 0.00376853-0.000928112j -0.00128495+0.00273034j 0.00393839+0.000722991j -0.00565426+0.000240047j -0.000227942+0.000454179j -0.00339726+0.000751875j -0.00270299+0.00246126j 0.00581944-0.00208733j -0.00383447-0.00257307j 0.00194451-0.0035228j -0.0012908-0.0013593j 0.00324455-0.00134614j 0.00176812-0.0050379j 0.00345633+0.000509906j -0.00448029-0.000817391j -0.000144715-0.0014508j -0.00237398+0.00134748j 0.00122942+0.00248205j -0.0019907-0.00298569j -0.0012589-0.0013838j 0.00172239+0.00247599j -0.00259232+8.92369e-05j -0.00166062-0.00268284j 0.0007593+0.00119634j 
0.0027479+0.00465033j -0.00314632-0.00166983j 0.00654767+0.00747074j 0.00136183-0.00108663j 0.0081668+0.00242267j -0.00208327-0.0025906j 0.00122913-0.000371726j -0.00349945-0.0010942j -0.000171795-0.00176616j -0.000910398+0.0025891j -0.00523937+0.00387776j -0.00364574-0.0024268j -0.00178978+0.00123914j -0.00245648+0.00388787j 0.00176036+0.000966561j -0.00221367-0.000940176j -0.000663822-0.00409137j -0.000907454+0.0022311j -0.00326252+0.00246314j -0.00122221-0.0019638j -0.00780589-0.00155522j 0.00321536-0.00195053j 0.00268299-0.00155339j -0.00458105+0.00261505j 0.00213828+0.0026651j -0.000428492-0.00386704j 0.00659183+0.00117063j 0.00332529-7.46055e-05j -0.000961015-0.0015714j -0.00141725+0.000984625j 0.00204189+0.00253339j 5.37356e-05+0.000228574j -0.0019548-0.00103422j 0.00271571+0.00374095j -0.0020103+0.00356856j -0.00150384+0.000678863j 0.000451411-0.00605112j -0.000309125-0.00141321j 0.00528255+9.35922e-05j -0.00195718+0.00263775j 0.000855247-0.00171019j -0.00120543-0.000958025j -0.00146274+0.00250292j -0.00211004-0.00545861j -0.000183649-0.00192095j -0.00269907-0.00280124j 0.000877724+0.0015507j 0.00181086+0.000657004j -0.000413874+0.00300666j 0.00601484-0.00269623j 0.00349365-0.000535429j 0.00118955-0.00311918j 0.000494416-0.00472437j 0.000235652+0.00385602j 0.00415724-0.00134214j -0.00224263-0.000648351j 0.00146139-0.00336392j -0.00026445+0.00315228j 0.000329143+0.000170265j 0.000979353+0.00135697j 0.00183906+0.000784704j -0.0018195+1.41694e-05j 0.00226225-0.000328271j 0.0014425+0.00114147j 0.00200812+0.00283731j -0.0013861+0.00361125j -0.000382063-0.00592914j 0.00116488-0.00145085j -0.000293625+0.00458564j 0.000547632+0.0041288j -0.00187743-0.00262625j 0.00199208+0.00439809j -0.00102602+0.00275827j 0.00268072-0.00194043j -0.00125609+0.00772149j 0.00238205-0.00259736j 0.00170811-0.00430405j 
-0.00156742+0.000169776j -0.00525156-0.00368918j 0.00516117+0.00267133j 0.00422451-0.00257115j -0.00527409-6.61774e-05j 0.000865393+0.000788459j -0.00754939+0.00562829j 0.00405505+0.0042459j -0.00601703+0.000970149j -0.00408126+0.00241407j 0.0093187+0.0022777j 0.00283358-0.00277971j -0.00145537+0.0014591j 0.00523987+0.00337786j 0.00290596+0.00247226j -0.00435605+0.0014838j -0.00512965-0.00485676j -0.00107229+0.00406175j 0.000659283+0.00784147j -0.000834805-0.00319167j 0.00208215+0.00693624j 0.00292406-0.00726933j -0.00463407-0.00262186j 0.0044936+0.00903849j -0.00153828-0.00580508j 0.000155598-0.00474034j -0.000370943-0.00417913j 0.000812911-0.00236326j 0.00208017-0.00130727j -0.00429028+0.0093614j 0.00280868+0.00766497j 0.00728535+0.00186131j 0.00531378+0.00347539j -0.00215365-0.000764459j -0.00660814-0.00265065j -0.00465353+0.00133902j -0.00146326-0.0012759j 0.000156+0.00126322j 0.00960183+0.000187385j -0.00108629-0.00239785j 0.00544276-0.00295621j 0.00692418+0.000649246j -0.00487382-0.00111064j 0.00539032+0.000216758j -0.000406725+0.00317361j -0.00359079+0.00124816j 0.00715373-0.00164097j 0.000328688-0.00168328j -0.00525023+0.00246094j -0.0030507-0.00629491j -0.000636909-0.00555383j 0.00173511-0.00292398j -0.00228137-0.00213404j 0.00139768+0.00074123j -0.000817417-0.00349027j 0.00378446+0.00152367j -0.00200837-0.00079745j -0.00247445-0.000935095j -0.00275777-0.00647839j 0.0031755-0.000201305j -0.00122376-0.00431607j 0.000113055+0.000583275j -0.00187179-0.00112263j 0.00284449-0.00173977j 0.00106973-0.00405664j -0.00392497-0.000167896j 0.000970773-0.00215643j -0.000268354-0.00102556j -0.00541017-0.003321j -0.00169649-0.00347075j 0.00359333+0.00273121j -0.0028372-0.000919712j 0.000795722+0.000742034j 0.00114138-0.00140758j 0.00399085+0.00324463j 0.00234692-0.000460754j -0.00221461-0.00806355j 
-0.00260068-0.000972091j -0.00113918-0.00308924j 0.00253976+0.000816075j 0.0058897-0.00284231j 0.00556602-0.00530153j -0.00481692-0.00404047j 0.00621854+0.00392648j 0.0090885-0.0017331j -0.00589877+0.000623638j 0.00685479-0.00272629j 0.00117366+0.000757696j 0.0013676+0.000358752j 0.00190403-0.00305087j 0.00478961+0.000268422j 0.000473537+0.00405682j 0.00162956+0.000743646j -0.00287765+0.00163149j 0.00505273-0.00184937j 0.00401043+0.00384692j 0.00153954+0.00172196j 0.00496856-0.00050913j -0.00155533-0.00502132j 0.00213994-0.00118779j -0.00210357+0.0068984j -0.000927991-0.00219836j 0.00560004-0.00613984j -0.00249403-0.00634762j -0.00404494-8.88984e-05j 0.00778125-0.00277021j 0.0117153+0.000531307j 0.0118225+0.000329633j -0.00601465+0.00140041j 0.0016949+0.00164139j 0.00146652-0.00208767j -0.00041949+0.00133486j -0.00405461+0.00102248j 0.00445503-0.000928075j -0.00339592-0.00463j 0.00332116+0.000488366j 0.00300173-0.000341914j 0.00409154-0.00360268j 0.00104608+0.00162789j -0.00157787+0.00398418j -0.00418796-0.00332887j -0.00296742+0.00382844j 0.00289984+0.00211517j -0.0040052-0.000722917j 0.00115331-0.00484522j 0.000135632+0.00339068j -0.00210346-0.00131453j 0.00498526+0.00179553j -0.00705103-0.0016579j 0.00151761-0.0028106j 0.00299203+0.000932932j -0.0056654-0.0026004j -0.00171578+4.54173e-05j -0.000876493+0.00332671j 0.000777561-0.00428973j -0.00419158-0.00154774j -0.00444892-0.00230868j 0.00434543-0.00239853j -0.00428229+0.000432152j 0.00398747+0.00126151j 0.000749816+0.00064913j 0.0017432-0.000620933j 0.0039619+0.00325269j 0.00138635+0.00107987j -4.95872e-05+0.00108887j -0.00200736-0.00154246j -0.00156301-0.00140157j -0.00144269-0.00680735j 0.00741874+0.00445304j -0.00209372+0.00247775j 0.000149016-0.00244963j 0.00467123+0.00157372j 0.000617054+0.00239528j 0.00113733-0.00171936j 
0.00144557-0.000739929j -0.00581795-0.00461674j -0.00854773-0.00191387j -0.00255013+0.00259357j 0.00252066-0.00651466j -0.00626969-0.00264084j 0.00218753+0.000956602j -0.000175874+0.0068284j -0.000935009-0.00765036j 0.00374018-0.00507917j 0.00157387+0.0044555j -0.00355472-0.00293616j -0.00209376+0.00167912j -0.00685582+0.00641782j 0.00490976+0.00428505j -0.00790886-0.002968j 0.00152502-0.00436818j -0.00323625+0.00214007j -0.00515149-0.000966875j 0.00118388-0.00384903j -0.00770324-0.000204158j 0.000182605+0.0039512j 0.00320741-0.0054536j -0.0058609+0.00319181j 0.005536+0.00473679j -0.00516354-0.00629978j 0.00514989-0.00312172j 0.00556853-0.00101916j -0.00301062+0.00165692j -0.00303627+0.00516299j -0.0056107+0.00343002j -0.00413544+0.00584015j -0.00642716+0.00352625j 0.000383314-0.00208105j 0.00117163-0.00469582j 0.00269707-0.000621354j -0.00318836-0.000962775j 0.000942754-0.000168609j -0.00364939+0.0033209j 0.000904565-0.00644765j -0.00282564-0.000189599j -0.0016959-0.00303123j -0.000824263+1.31049e-05j -0.00374518+0.00132473j -0.000907146+0.00263335j -0.000817143+0.00138186j 0.000545602+0.0049717j -0.00015029-0.00451379j 0.000385888+0.00387501j 0.00116678-0.00226495j 0.00164419-0.000666534j -0.000438384+0.000712634j 0.000417606-0.00214243j 0.000209208-0.0023037j 0.00344138-0.00427148j -0.00327667-0.000536587j 0.00188095+0.00387422j 0.0035659-0.00115617j 0.00450178+0.000696853j 0.00215045+0.00106726j 0.00279748-0.000681539j -0.0017734-0.000449035j -0.00261639-0.00085098j 0.00150828+0.00541873j -0.00107811-0.00423956j 0.00020216+0.00507977j -0.00162478-5.68911e-05j 0.000321823+0.00102856j 0.00480413-0.00137008j 0.0011059-0.00486788j -0.00157286-0.00501615j 0.000763891-0.00169053j 0.00032346+0.00358372j 0.000323819+0.00357895j -0.0009819-0.00322602j -0.00160391+0.000537435j 0.00318738-0.00250526j 
-0.00461605-0.00279701j -0.00331744-0.00235741j 0.00348679-0.000338753j -0.00414761-6.10511e-06j 0.0026879-0.00261563j -0.000283964+0.000660906j 0.000888207+0.000574473j 0.00164892+0.00568055j -0.00337822-0.00524737j -0.00791818-0.00251118j -0.00417235+0.00358866j -0.00556924+0.00126641j 0.00185215+0.00100396j 0.000584115+0.00735348j 0.00476248+0.00185181j -0.0063428-0.000243326j -0.00770352-0.00913763j -0.000783093-2.14866e-05j 0.000237599+0.00488978j -0.00455042-0.0044898j 0.000533764+0.00447252j 0.00294119+0.00346387j -0.00332005-0.00724916j -0.00102403+0.0056755j 0.0061618+0.000588124j 0.00150289+0.00467526j 0.00362729-0.000686199j 0.000304032-0.00298238j -0.00206288-0.00179632j -0.000662827+0.00148514j 0.0013997+0.00973109j -0.00172977+0.00427429j -0.00230527+0.00396067j 0.00283748+0.00422773j 0.00131595-0.00108826j 0.00188792-0.0023103j -0.00378466-0.00179362j 0.000165143-0.00275044j 0.000274996+0.000756688j 0.000315041+0.000888331j -0.00101866+0.000520914j -0.0025318-0.00287407j 0.00113083+0.00035724j -0.00372425+0.00141489j -0.00194894-0.000886322j -0.00281888+0.00115909j 0.00143316-0.00102527j 0.00316674+0.000702289j 0.00153921+0.000935944j 0.00277181-0.00115502j -0.000802006-0.00108642j -0.000382228-0.00236865j -0.000774002+0.00141187j 0.00316958+0.00322951j -0.000325411-0.000692477j -0.00113434+0.00143113j -0.000255103-0.00129089j 0.00346773-0.00316196j 0.00388793-0.00295516j 0.0012409-0.00322513j 0.00137462+3.64276e-06j -0.000243707-0.000632455j -0.000658649+0.00169097j -0.000395489-0.00140709j 0.000545206-0.000382309j 0.000139462+0.000847124j -0.00319499-0.00114235j -0.000773221-0.00151978j 0.00359494-0.000174692j 0.00131602-0.00301736j 0.000295377-0.00019494j 0.00133087+0.00318438j 0.00176881+0.00302498j -0.000314182-0.00204374j 0.000854793-0.00107742j -0.000147214+0.00185571j -0.000467889-0.0032091j 
0.00124005-0.000346309j 0.00383768+0.000704616j -0.000174214+0.00199113j 0.0040905+0.000402228j -0.000396444-0.00490047j -0.00440547+0.00201733j 0.00320739-0.00515854j -0.00201844-0.000930185j 0.000725589+0.000119537j 0.00848757-0.0017627j 0.00181807+0.002869j 0.00338301+0.00204324j -0.00238661-0.000224983j 0.00198195+0.00211557j -0.00109301-0.00200109j 0.00706946+0.00183981j 0.00781097+0.00224769j 0.00181822+0.00081088j 0.00190989-0.00121517j 0.00254305+0.00402471j -0.00206749+0.0021194j -0.00353302-0.00138142j 0.00351142-0.00186642j -0.000709967+0.00231395j -0.00102697-0.00280448j -0.0010304-0.000944503j -0.00328746-0.00472068j 1.20683e-05-0.00161916j 0.00253654+0.000685097j 0.00113427-0.00242856j -0.00312749-0.00392505j -0.0016391+0.0018393j -0.00117479+0.0019878j 0.000303711-0.00481745j 0.00372649-0.00216813j -0.00118163+0.00065505j 0.00106134+3.34338e-05j 0.000736176+0.000618779j -0.00129694+0.00300972j 0.00109138-0.000681032j -0.00242725+0.00226946j 0.000330337+0.00492511j 0.00331717-0.000424066j -0.00578805+0.00154099j 0.00033578+0.00124417j 0.00203889-3.65598e-05j 0.00140395+0.00385342j -0.00227462-0.00157009j 0.00351741-0.000545516j 0.00118332-0.00110516j 0.00292799-0.00105481j 0.000296394+0.00330088j -0.00032893-0.00165103j -0.00240001-0.00290257j 0.00076763-0.00222533j -0.00335587+0.00188982j 0.00231124+0.00135217j 0.000584952-0.00199399j 0.00311632+0.00144849j -0.000565411+0.00126475j 6.77301e-05-0.000957j 0.000376314+0.00218615j 0.000745974+0.000311986j 0.00142389+0.00265578j 0.000495965+0.0016426j 0.00303853+0.00062824j -0.000318903+0.00149662j 0.00209293+0.000947389j 0.00225194-0.000846398j 0.00163892+0.00159475j -0.00457803-0.00112601j 0.00418992-0.00210777j -3.01936e-05+0.000446972j -0.00076229-0.00118934j 0.000643051+0.000436007j 0.000258101+0.000943046j 0.00240389+0.00205562j 
-0.00454801-0.000598118j -0.00297576+0.00137449j 0.000775388-0.00108694j -0.00573729+0.00173504j 0.00381685+0.00123177j 0.00213931-0.00406598j 0.00184899+0.00509181j 0.00242445+0.00052334j -0.00161435-0.00228485j -0.0101411+0.0055761j -0.00564983+0.000317468j -0.00614978+0.0020186j 0.00184328-0.00200841j -0.00231727+0.00340337j 0.0052107+0.00210225j -0.00767004+0.00476796j -0.00900072-0.000956506j -0.00251212-0.000470706j 0.000155449+0.00516003j -0.00683892-0.00221705j -8.87585e-05-0.00176492j 0.00618967+0.000285143j -0.00319511+7.02503e-05j 0.000177603+0.00260433j 0.0063623+0.000835872j 0.00173792+0.00297724j 0.00497719+0.00225794j 0.00117864+0.00230968j -0.00312655-0.00108862j -0.000314785-0.00166858j 0.0043391+0.003683j 0.0018597-0.000855728j -0.000773084-0.000223015j 0.00391639+0.00528183j -0.000123325+0.00313024j 0.00204425-0.00347582j -0.00265688-0.00126953j -0.00161392-0.000860613j -0.000941712-0.00169916j -0.000659339+0.000751623j -0.000470246-0.00426867j -0.00490685-0.0031308j -0.000207027+0.00219766j 0.00224832-0.00290456j -0.000583859-0.000601178j -0.00164942+0.000199688j -0.00350196-0.000105729j 0.00252779+6.64928e-05j -0.000502875+0.00256827j 0.00185651+0.0026832j -0.0018705+0.00198485j -0.00190623-0.00106359j 0.000685663+0.00218506j 0.00403226+0.00173501j 0.000386124+0.00370539j 0.000631534-0.00259126j -0.00226816+0.00116838j 0.00157819-0.00196256j -0.00125267+0.000896959j -0.000437153-0.00250639j 0.00120567-0.00107251j -0.00203203-0.000889168j -0.000490227+0.00115885j -0.00263122-0.0021437j -0.00141657-0.000288484j -0.00138879-2.44815e-05j -0.00175238-0.000803442j -0.00231548+0.000696031j 0.0013601+0.00139455j -0.00236535-0.00129444j 0.00317686-0.00177266j 0.000236336+0.00389909j 0.00146538+0.00155816j -0.000207017-0.00140175j -0.000858665-0.00254762j -0.000577352+0.00211173j -0.00214688+9.08087e-06j 
-0.00600223-0.00290359j 0.001215+0.0010722j 0.00175311-0.001533j -0.00234319-0.000533422j 0.000189556-0.00186641j -0.00134756-0.000508854j 0.00588987+0.000414734j 0.000589005-0.00439348j 6.22785e-06+0.00212714j -0.00292635+0.00239814j -0.00511744-0.00129428j -0.00119098+0.00295171j -0.00165404-0.00426759j -0.00130892+0.000178189j 0.0050028-4.29756e-05j 0.00250863+0.0060938j 0.0002215+0.00346974j -0.00189882-0.00256095j 0.00553866+0.00298984j -0.00277544+0.00114413j 0.00112953-0.00166616j 0.000224726-0.000507093j 0.00235111+3.586e-05j 0.00495082+0.0028715j 0.000425204-0.00195713j 0.00214627+0.00357907j -0.00204761-0.000275591j 0.00188271+0.00238403j -0.00142066-0.00229138j -0.000695424-0.00882298j -0.000215667-0.00590027j -0.00193351+0.00144731j -0.00139089-0.00212269j 0.00222021+0.0028063j 0.00319975+0.00244847j -0.000223851-0.00132044j -0.000234814-0.00198193j -0.000750923+0.00166206j -0.000157909-0.00066354j 0.000709339-0.00117401j -0.00336744-0.00342413j -0.00173542+0.000185526j 0.003667+0.00352946j -0.00431444-0.00413805j -0.000446553+0.000585067j -0.00101098-0.00138643j -0.00163464+0.00399377j 0.000529637-3.44459e-06j 0.00216479+0.00291083j 0.00144032+0.00568582j 0.00154401+0.000190213j -0.00229468+0.00386757j -0.000412175+0.00113935j 0.00240815-0.000955125j -0.000662491+0.00620726j -0.00205779-0.0032573j 0.00155675+0.00311381j 0.000710421-0.00238172j 0.000290284+0.00395619j -0.00118557-0.00013778j -0.00153564-0.002519j -0.000992812+0.00310019j 0.000423571-0.000335146j -0.0036844-0.00101197j -0.00148836+0.00059603j 0.000127627-0.00265741j -0.000364802-0.000978593j -0.000333571+0.00248638j 0.000294398+0.00281916j -0.000433936+0.00131413j -0.000545006-0.0020537j 0.00348634+0.00279237j 0.000479044+0.00186072j -0.00139593-0.00280964j 0.00111872-0.00343655j -0.000374249+0.00398572j -0.000802624+0.00167601j 
-0.00510688-0.000844536j 0.00611172+0.000110287j 0.0110296-9.04003e-05j -0.00175676-0.00138452j -0.00116065-0.00229493j 0.00213718+0.00419818j -0.000128446-0.00599253j -0.00244427-0.000365285j -0.00260814+0.00127239j -0.00794666+0.00198037j -0.0048386+0.00592355j 0.00119956+0.00633253j -0.000337861-0.0017009j 0.00876607+0.00303674j 0.00214025-0.00442228j 0.00476345+0.00177252j -0.00494122-0.00397261j -0.000519627-0.00254265j 0.00714671+0.00340823j -0.00417525+0.00159223j 0.00265697+0.00675869j 0.000482566-0.00155354j -0.00484355-0.00411083j 0.00550484+0.0040791j 0.00169553-0.00657698j 0.00660233+0.00817323j -0.000718852-0.00102526j -0.00100299-0.00388615j -0.002494-0.00388342j -0.00478688-0.00759777j 0.00249454+0.00352683j 0.00183463+0.00120048j 0.00135266+0.00256061j 0.00468192+0.0026382j 0.00307927-0.00108212j -0.0010842-0.00245448j -0.00365598-0.000792762j -0.000717348+0.000340931j 0.00199064+0.00155251j 0.00173489+0.00564551j -0.00204082+0.00128274j -0.00138079+0.00513597j 0.00451424-0.00130993j -0.00342565+0.00254017j -0.000898982-0.00266237j -0.00210047-0.00212007j 0.00299798+0.00246975j 0.00236939+0.00383801j 0.00262272-0.00482358j 0.00506053-0.00167512j 3.35346e-05-0.00159025j 0.00184355+0.000938904j -9.48114e-05+0.00180902j 0.00206108+0.00185836j 0.00112751+0.00407239j 3.82431e-05+0.00312273j 0.000925749-0.00319833j -0.00316559-0.00343813j 0.00315812-0.00279892j -0.00125712-0.00100461j -0.00143432-0.00139005j 0.00172321+0.00241321j 0.00309566+0.000644874j -0.00213437-0.00293636j 0.00424473+0.00309978j 0.000480857-0.00630256j -0.00145695-0.000524112j 0.000431614-0.00222405j 0.00187674-0.000287959j 0.00245046+0.00333122j -0.00188629+0.00438808j 0.0040071+0.000414275j 0.00224028-0.000654198j -0.00369827-0.004089j 0.000540262+0.00108479j 0.00195688+0.00170239j 0.000980127+0.000708932j 
