-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
0.000632639+0.00160022j 0.000191905-0.00499147j 0.000623371+0.00136319j -0.00113237+0.00180896j 0.00248298-0.000857001j -0.000462463+0.000141066j -0.00522959+0.002478j -0.00173143+0.00219208j -0.00178771-0.00138489j 0.00375503-0.00283256j 0.00341661-0.00308701j 0.00266637-0.00616737j -0.000568468+0.00411681j 0.00221201+0.00669455j 0.00395875+0.00367172j 0.000206558-0.00870278j -0.00713718-0.00465902j -0.00265692+0.000825477j 9.41895e-05+0.000596311j 0.000265758-0.000581922j 0.000716785+0.00326445j 0.00186563+0.000540625j -0.00101593+0.0141141j -0.004836+0.00452072j 0.00704138-0.00807761j 0.00613488-0.00207971j 0.00390805+0.00646624j -0.0103323+0.00831178j -0.00380996-0.00230012j 0.000631101+0.000946579j -0.00110515-0.00566178j -0.0035335-0.00483065j 0.0008681-0.00190458j 0.00119984+0.00137387j 0.00147493+0.00463983j 0.00148114+0.0113087j 0.00391292+0.00818197j 0.00392072-0.00527613j -0.00283622+0.000653325j -0.000816513+0.000877111j 0.00122104-0.0104695j 0.000186552+0.00598223j 0.000623299-0.00256853j -0.00706018-0.00572608j 0.00135424+0.00181369j 0.000365612-0.00182632j 0.0050795-0.00115216j -0.000572986-0.000847976j 0.00227976+0.00277029j 0.00100497-0.00445914j 0.000151762-0.00485441j 0.000268359-0.0018061j -0.00186693+0.00123667j 0.000871281-0.000100032j 0.00177833+0.000792987j 0.00341188+0.00342672j 
-0.00225865-0.00172168j 0.00026064+0.00322447j -0.00322911-0.00344846j 0.00106772+0.00053095j -0.00403729-6.93359e-05j -0.000534876-0.000197983j 3.98318e-05-0.000876754j 0.00148382-0.00168631j 0.00213854-0.00118643j -0.00349022+0.00101043j 0.00348728+0.000660433j 0.00710054+0.00300705j -0.00106174-0.00058209j -0.00302105-0.00374953j 0.0027125-0.00209839j 0.00291545-0.00123438j -0.00326711-0.000231837j 0.0157354+0.00542891j 0.00483671+0.00164302j 0.00561881+0.00145792j -0.00707322-0.00358867j -0.00410446-0.00395407j 7.8971e-05-0.00200124j -0.0105684-0.000336162j -0.00704577+0.00454344j 0.00846064-0.00257381j 0.000332653-0.00401779j -0.00524019-0.0027069j -0.0138937-0.00170534j -0.00116133-0.00340218j 0.00526068-0.00437685j -0.00375106+0.00146616j -0.0126355+0.0015908j -0.000255043+0.000958152j -0.00128694+0.00333086j -0.00292664-0.00314119j -0.000128272-0.0022863j 0.0066254-0.00470241j -0.00768315+0.00163239j 0.00211843+0.000920755j 0.00450084+0.00275647j -0.00634421+0.00360824j -0.000613521+6.85632e-05j -0.0037519+0.00254725j -0.00109544+0.000622432j 0.000158038-0.00132453j 0.00188983-0.00328583j 0.000301916+0.00121934j -0.00724919+0.000246276j -0.00143108+0.00418057j -0.00109486+0.00256943j -0.000632351+0.00175052j 0.0041391-0.00132071j -0.000132036-0.00163185j -0.00211478+0.000833954j -0.00130538-0.00206766j 
-0.000666104+0.000132335j 0.00165801-0.00454022j -0.00207036+0.00132614j 0.000301903+0.00256284j -0.0021497+0.00101733j 0.00104771+0.000412299j 0.000208345-0.0039305j -0.00369275+0.00327719j -0.00210148-0.00624449j -0.00557854+0.003315j -0.00417431+0.00227869j -0.00371034+0.000791262j -0.00193101+0.00891643j -0.00474984+0.0136552j -0.00193983+0.0110135j -0.00653474-0.00197429j 0.000132427-0.00253378j 0.007226-0.00213558j -0.00362382+0.00972582j 0.00252232-0.00335432j 0.000799793+0.0013831j -0.00427866+0.00613833j 0.010467+0.00863511j 0.00558771-0.00597032j -0.00653367+0.000753598j 0.00445614+0.0122613j 0.000145225+0.00631217j 0.00135252-0.00421424j -0.00184735+0.00585123j -0.00435117+0.00580634j -0.00487617+0.00819119j -0.00645069-0.00143037j -0.00547992-0.00569128j -0.00210611+0.00257993j 0.00138393-0.0134943j 0.00368607-0.00181609j 0.00456703-0.00470561j 0.00177595+0.0118131j 0.00234198+0.00102041j -0.000441509-0.0036114j -0.00315845-0.00284405j -0.00388219-0.00203867j -0.00168652+0.000464724j -0.00235724+0.00634289j -0.00448806-0.00275991j -0.000742583-0.00406925j -0.000477682-0.00388424j 0.000384493+0.00283229j 0.000265926+0.00713138j 0.00250949+0.00103088j 0.00046696+0.00154158j -0.000816094-0.0013893j -0.000263696-0.000868348j 0.00237185-0.00032617j 0.000139771+0.00140651j 0.00213067+0.00287373j 
-0.000385917-0.00280579j 0.000843301+1.85532e-05j -0.00291611-0.00152659j 0.00155294+0.00147458j -0.00158121+0.000301184j 0.000379143-0.00207938j -0.0040552+0.00422726j -0.00203334-0.000754915j 0.00153175-0.00534746j -0.00157819-0.000665137j -0.00193108-0.00283724j -0.000365166-0.00577557j 0.00914802-0.000963403j -0.00440773+0.00401356j 0.00334415-0.00073799j 0.000118832-0.00499983j 0.00818669-0.000430835j 0.00786166+0.00393916j 0.00958585+0.00505045j 0.000698436-0.00330705j -0.00567698+2.63018e-05j -0.00381577-0.00116101j 0.00508813+0.00513861j -0.000212763+0.00552211j -0.00771025-0.000648539j 0.000933917-0.00503734j 5.97033e-06+0.00107557j 0.0125999+0.00294061j 0.00584656-0.00155889j -0.00222541+0.00261577j -0.00845624-3.63131e-06j -0.00268628-0.00103873j -0.00552719+0.00504839j -0.00273145+0.00397151j -0.00343792+0.00415153j 0.00294015-0.000386895j 0.00550109+0.00253767j -0.00403183-0.00455564j 0.00551979-0.0056196j -0.000280765+0.00296073j -0.00264312+0.00225526j 0.00272254-0.00181465j -0.00103508-0.00247984j 0.000815943-0.000829943j -0.000813169+0.00865644j -0.00546195+0.00749142j -0.00212409+0.0020554j -0.00267435-0.0032156j -0.00410058+0.00508481j -0.00231817-0.00215928j 0.000901555-0.00353145j 0.00162043-0.000554602j 0.00162611-0.000470814j 0.00196132-0.00025442j -0.00144301-0.000195569j -0.000413609+0.00176742j 
-0.0009256-0.00109594j -0.000177891+8.36959e-06j 0.000452436-0.00197775j -0.000251116+0.00370088j -0.00106327+0.000871281j -0.00156218-0.00054446j 0.000681383+0.00174569j 0.000424554-0.00227884j -1.64194e-05-0.00399277j -0.00199175+0.000726284j -0.000605665-0.00296105j -0.00203515-0.00206496j 0.00180147+0.0027249j 0.00213188+0.00379176j 0.00296321+0.000451481j -0.000259902-0.0036266j 0.000947422+0.00191819j 0.00208904+0.00183423j 0.00442586+0.00331733j -0.00274411-0.000838198j -0.0017122+0.00105851j -0.00208365-0.00129531j 0.00477911+0.00433209j 0.000725168+0.00165122j -0.00160777-0.00102159j -0.00149276-0.00144077j -0.000240723-0.0038872j 0.00646152+0.00311508j 0.000842193+0.000677057j -0.000302574-0.00107034j -0.0020893-0.00437574j -0.000988977-0.0014618j -0.00382017-0.00210088j -0.000968994+0.000684071j -0.00146179+0.000298553j 0.0025402-0.000289128j 0.00327755-0.000729785j -0.0017673-0.000995256j 0.00338126-0.000143383j 0.00203412+0.00390012j -0.00163183+0.000898677j 0.00253828-0.00103j -0.00243122-0.00085177j 0.000210934-0.000196716j -0.000344885+0.000806974j -0.00142583-0.00181895j -0.00046595+0.000831177j -0.00125202-0.000102849j -0.00232492-0.00064485j -0.00320422+0.000257075j -0.000298068-0.000569696j 0.000251219-0.00113442j 0.00127438+0.00133546j 0.000550853-0.000848397j -0.000293379+0.000687125j 0.000390336+0.000796207j 
0.000755916-0.00526392j -0.000204419+0.000371241j 0.000269024-0.00204327j 0.000826623+0.0053931j 0.00307423+0.00289217j -0.00142738-0.00297725j -0.00168462+0.000400484j 0.000966775-0.00401914j -0.00173652-0.0107572j 0.000617471+0.00616367j 0.00442024+0.00118486j -0.0064839-0.0026429j -0.00291494-0.00161696j 0.00682068+0.00920619j 0.0034781+0.00314769j -0.00152461-0.00329754j -0.00562544-0.00116972j -0.00319187+0.00197436j 0.0106567+0.00726505j -0.00737817-0.0047461j 0.000167942-0.00175735j -0.00182041-0.00067553j 0.00600645+0.00167608j -0.00136016-0.00313448j 0.0101798+0.00423465j -0.00436331+0.000942348j 0.000391693-0.00491096j -0.00162528-0.00453696j -0.00498529-0.00348437j -0.00156982+0.000390054j 0.0033044-0.00295609j 0.00668813-0.00344628j 0.00364436-0.00152241j 0.00270043+0.00253398j -0.00395772-0.00113947j -0.00273821-0.0045749j 0.00742021+0.00210584j 0.0030302-0.00117442j 8.53093e-05+0.00220823j 0.00218739+0.00409742j 0.00766549+0.00250009j -0.00271772-0.00287721j 0.000117634-0.00277284j 0.00564979+0.00108957j 0.00602264-0.00294514j 0.00376165-6.07108e-05j 0.00104041+0.000738885j 0.00132167+0.000350684j -0.00217059-0.00176147j 0.00143285-0.0033255j 0.00574425+0.000460571j -0.000226465-0.000886677j 0.00116392+0.000926562j -1.87852e-05+0.00322382j -0.00139677-0.00262077j -6.31255e-05+0.000997134j 
2.43649e-05-0.00117964j -0.00057962+0.00184028j 0.00179964-0.00178539j 0.00014841+0.000740958j 8.37675e-05+0.00021863j -0.00174139-6.14595e-05j 0.000174926+0.00153724j 0.00112285-0.00264749j 0.000522785-0.000253864j 0.00141608-0.000527402j 0.00106891-0.00157442j 0.000916683-0.00243595j 0.00271247-0.00338741j 0.00323314-0.00408726j 0.00346773-0.00432171j 0.00206845-0.00118234j -0.00053768+0.00142517j -0.00199313+0.00251824j 0.00527106-0.001108j -0.00297085+0.000353489j -0.000712476-0.000414969j 0.00112046-0.00352979j -0.000565046-0.00200503j -0.00107873+0.0025793j 0.00160708-0.000282205j -0.00186379-0.00565318j 0.000400114-0.00378861j 0.00214476+0.00259257j 0.00189123-0.00334236j 0.00113728-0.00382121j 0.00077465-0.00611103j 0.00140332+0.000575488j -0.000694112+0.00185597j 0.000279208-0.00051282j -0.00185805+0.00585767j -3.76636e-05+0.00033452j 0.00110574+0.00236153j -0.00126876-0.0047772j 0.000471155-0.00093088j -0.000303612+0.00287804j 0.00162+0.00286122j 0.00260798+0.000469448j 0.000707617-0.000446181j 0.00140023-0.00214234j 0.00219262+0.00260538j -0.00059425+0.00213227j -0.000274736+0.00309742j -0.000390765-0.00179829j -0.00180932-0.00288047j -0.00127787+0.000371629j 0.000345102+0.000416388j 0.000296699+0.000168711j 0.000594088+0.00207342j 0.000581552-0.001084j -0.000615504-0.000620076j -0.0011834-0.000469529j 
0.00282049-0.00210142j -4.21412e-06+0.000492069j 0.000586164-0.000255948j 0.00161379-0.00186983j 0.00171134-0.00121289j 0.00530686-0.00515178j -0.00491228+0.00341861j -0.00706969+0.00283679j 0.00355149+0.000709123j 0.0041532-0.00358816j -0.00175002+0.00047365j 0.0032802+0.000667954j -0.000960599-0.00469047j -0.0047496+0.000244421j -0.000174725-0.000141889j -0.00502885+0.00423375j 0.0022757-0.00285768j -0.00387843+0.00644581j 0.00102791+0.00315883j 0.00460239+0.000230751j 0.00488205-0.00757024j -0.00160145+0.000196696j -0.00489102+0.000572634j -0.00190349-0.00177356j 0.00477686-0.00754005j -0.00544356+0.00378822j -0.00219906+0.00739899j -0.00442566-0.000204214j -0.000536418-0.0055225j 0.000276089+0.0101856j -0.00207489+0.0118809j -0.00146834-0.000479161j -0.0016716+0.00398598j -0.00366617+0.0029236j 0.000497521-0.00180175j -0.00345421+0.00227407j -0.00192699+0.00589876j 0.00171307+0.00221381j -0.00356036-0.00166508j 0.000491116-0.00190571j -6.86815e-05-0.00361145j -0.00383952+0.000711954j -0.00233144-0.000304725j -0.000786024+0.00215737j 0.00184675+0.002947j -0.00141498+0.0106016j 0.000532393-0.00597628j 0.000210779-0.004005j -0.00231628+0.00582556j -0.00187098-0.0064203j 4.65169e-05-0.00339828j 0.00220007+0.00168023j -0.000691637-0.000958368j 0.00048475+0.00153246j -2.44901e-05-0.00227538j -0.000817546+0.00177369j 
0.00244036-0.00324013j 0.000595683+0.000679998j 0.0061111-0.00480642j 0.00111246+0.00215006j -0.000796137-0.00017704j -0.00152511-0.000775513j 0.00528738-0.00446546j -0.00464064+0.000292856j 0.0028655-0.00191333j 0.00160017-0.000171882j -0.00259844+1.2821e-05j 0.00705359-0.00241024j -0.000460363+0.00321633j 0.00496284-0.00423314j 0.00375633-0.00135869j -0.000635988+0.00362089j -0.00347139+0.00454622j -0.00886801+0.0104313j 0.00252992+0.00614238j 0.000656854+0.0014026j 0.00547443-0.00881256j 0.00149641-0.00361847j -0.0011324+0.000186806j 0.00124288-0.00247055j 0.00404561-0.0101681j -0.00789745+0.00682748j -0.00473083-0.000105889j -0.00359258+0.00678181j 0.00191165-0.00167485j 0.00370166-0.00441783j 0.00346094-0.0073701j -0.00281374+0.0034835j -0.00759241+0.000135635j -0.00367567-0.0014769j -0.00232038-0.00319336j -0.00174677+0.00361998j -0.00119573+0.00732391j 0.00189352+0.00369989j 0.00148125+0.00613524j 0.00290267-0.00229902j 0.00017406+0.00319419j 0.00116947+0.00196635j -0.000409334+0.00625392j 0.0022127+0.00103366j -0.00208509-0.00173355j -0.00302355+0.00249176j -0.00306289-0.00128297j 0.00218298-0.00388931j -0.00418752-0.000617579j -0.00141153+0.00639046j -0.00100825+0.00895929j 1.64474e-05+0.000442607j 0.00222323+0.00531489j 0.00256642-0.00372535j -0.000102361-0.00203752j -0.00152923+0.00279281j 
-0.000978174+0.000481759j -0.00252498+0.00336755j 0.00607259-0.00506696j -0.000344725+0.000177073j -0.0012524+0.0013439j 0.00274267-0.00232216j -0.00215741+0.00193849j -0.00386306-0.000694487j 0.000741848+0.00377481j 0.00158718-0.00232192j -0.00217448+0.00102467j -0.00160881+0.00349597j -0.00290858-0.00387829j 0.000888636-0.00535465j 0.00369535-0.00377439j -0.0070714+0.00697731j -0.00185241+0.00359083j -0.00342449+0.00559694j 0.00139767+0.00317441j -0.00226482+0.00272942j 0.00539231-0.00653092j -0.00209017-0.00196982j 0.00057396-0.00674536j 0.00347682-0.00610501j 0.0039659-0.00426294j -0.00566462-0.000996733j 0.00199295-0.00159488j -0.000967154+0.0030417j -0.0015384-0.00499964j -0.00245977+0.00488344j -0.00255601+0.00817103j -0.000897025+0.00349147j -0.00446438-0.0029254j -0.00146561+2.28892e-05j -8.5676e-05-0.0058109j 0.000491563-0.000445811j 0.00176977-0.00409757j 0.00227059+0.00598764j -0.00353076-0.00164125j -0.00249481+0.0034122j -0.00198672-0.00130473j 0.00076984+0.00196774j -0.00279073-0.00299581j -0.00111665+0.00831927j 0.0045537-0.000839253j 0.000279707+0.00299965j 0.00124363-0.00351976j 0.000956153-0.00312295j -0.00280263-0.00187615j -0.000976543-0.00582984j 0.000607629+0.00090507j 0.00132923+0.00210174j 0.00055672+0.00552027j 0.00109011-0.00661465j 9.81571e-05+0.00214689j -0.00224314+8.33958e-05j 
0.00124522-0.000459442j 0.00387024-0.00243256j 0.000545666+0.00302734j 9.77376e-05-0.000528509j 0.00114128-0.000163228j -0.000329946+0.000542237j -0.0037713+0.00030678j -0.00363305+0.000480074j 0.000501545-0.0011577j 0.00502213+0.00378324j 0.00127223+0.000846798j 0.00948376+0.00162962j 0.00422958+0.0024463j -0.00168589+0.00577078j 0.00303277+0.00471572j 0.00554605-0.00105987j 0.00502362-0.00388904j -0.0045901-0.00431954j 0.00279768+0.00112378j 0.00129757+0.000721147j 0.000527453+0.0013632j 0.00419083+0.00286417j -0.00771025-0.000711107j -0.00581076+0.00136952j 0.00729118+0.00344614j 0.00439912-0.0022099j -0.00462662+0.00333033j -0.00676288-0.00443324j 0.00986234+0.00172046j 0.00329457+0.00425642j 0.00437917-0.000165085j -0.00272545-0.00136507j -0.00496307+0.00396136j -0.00326935+7.14523e-05j -0.00793125+0.00434746j -0.00948459+0.00274304j -0.00882964+0.00376545j 0.00382235-0.00274299j 0.00326335-0.00220236j -0.000654616+0.00298338j 0.00402479+0.000224912j -0.00544597+0.00151406j 0.00017678+0.000837061j 0.00671207-0.00659135j -0.00744789+0.00430927j -0.0047397+0.00323968j -0.00135749+0.00286792j 0.00295408-0.00337548j 0.000187363+0.00633639j 0.000341411-0.00101393j 0.000597874-0.0019544j 0.001307-0.00159818j -0.00187249-0.000332841j 0.00341211+0.00109871j -0.000170356-0.000249153j -0.00175581+0.00508695j 
0.00336859-0.00388111j 0.00131874-0.000613194j -0.00216719+0.00248401j 0.00245039-0.00122083j 0.000915086-0.00238623j 0.00194909-0.00188282j 0.00218778-0.000304733j -0.00388745+0.00160072j 0.00163921-0.00411729j -0.000679982-0.00159176j -0.00248479-0.000178469j -0.00160827-0.00394425j -0.00327325-0.00237296j -0.00405465+0.00125737j -0.00466676+0.000678865j -0.00552147-0.00138378j -0.00117433-0.00169635j -0.000897889+0.00451121j -0.00224625+0.00088415j 0.00342103-0.00287084j 0.00260921-0.00276579j -0.00274872-0.000364471j 0.00153981+0.0045902j 0.003485+0.00329522j -0.000407015-0.00513917j -0.00875633+0.0062901j -0.00311763+0.00558357j 0.00021811-0.00087268j -0.0045718-0.000249836j -0.00160894+0.000584457j -0.0048986+0.00277077j -0.00138369-0.00202331j 0.00471009+0.00374164j -0.000943576+0.00116263j 0.00882492-0.00167406j 0.000664136-0.000567575j 0.00397738+0.00695544j -0.00653754+0.00131056j -0.00174519+0.00445475j 0.00267491-0.00655346j 0.00136143-0.00161021j -0.00112128-0.00328914j 6.75551e-05+0.00284432j -0.00320324+0.00104955j 0.00341318-0.00177186j 0.0013505+0.00599397j 0.000569704-0.0046878j -0.000689877+0.000879949j -0.00273822+0.00473301j 0.000369149+0.00220889j -0.00185886+0.000885798j -0.000266539+0.001211j -0.000688195-0.00340805j 0.000928017+0.00615195j -0.00106475-0.00528406j 9.11647e-05-0.000156633j 
-0.000402974-0.00108054j -0.00660317+0.00167523j -0.00084172+0.000796784j 0.00598914-0.000993065j 0.00209769-0.000691704j -0.00191832-0.00361966j 0.00255508+0.00254985j 0.00363522+0.00224258j -0.00703923-0.000777847j 0.0026183-0.00129049j 0.00132235+0.000506059j -0.0026519+0.00187207j 0.00777883-0.00170185j 0.0204151-0.0018882j 0.00976048-0.001763j -0.0043278+0.00430139j -0.00523661+0.000584908j 0.000936665+0.00128453j 0.0137488-0.00146744j -0.00378701-0.00428559j -0.00152017-0.00384321j 0.00323969+0.00215099j 0.0127108-0.00502172j -0.00472635+9.83179e-06j -0.00403872-0.00479194j 0.00484728+0.00198168j 0.00560298+0.00174082j -0.000114366+0.0029554j -0.00110567-0.00191564j 0.0100836+0.00126613j 0.00752035+0.00229159j -0.000359758+0.00167j -0.00285317+0.000897674j 0.00675434+0.00252068j -0.00908879+0.0015428j 0.00354531+0.000638889j 0.00319782+0.00126777j 0.00619148-0.00344356j -0.00220826-0.00218143j 0.00171729-0.00791149j -0.00638781+0.00162412j -0.00066469+0.00153236j -0.00109636+0.00566395j 0.00168907-0.000904712j 0.00239045+0.000746667j -0.00171624+0.0029379j -0.00509959-0.00048949j 0.00044211+0.00147624j 0.00335893-0.00479698j -0.00454386+0.00164871j -0.00320494-0.00234168j -0.000956413+0.00351681j -0.000687633-0.00163571j -0.000621761+0.0013042j 4.55864e-05-0.00295699j 0.00319838-0.00701586j 
0.00144692-0.00225447j -0.00137165+0.00247551j -0.0014191-0.00266938j -0.00376825-0.000966328j -0.000744633-0.000364828j 0.00305735-0.0033841j -0.00790788-0.000667206j 0.0051438+0.00103449j 0.00619169-0.00019276j -0.000808152-0.00428149j 0.00423409+0.00186698j 0.00040754-0.00466468j 0.00109484-0.00263787j -0.00910971-0.00293874j -0.000508027+0.000717195j 0.00706634+0.00124876j 0.0029541+0.000624874j 0.00323742+0.00822568j -0.00221342+0.00758168j 0.0022092-0.00399572j -0.00530817-0.00710114j 0.000516956-0.00515098j -0.00598922+0.00495166j -0.00486636-0.000307205j -0.00537928+0.000403988j 0.00762005-0.00235153j 0.00571699+0.00184234j 0.00384929+0.00710796j -0.000751247-0.0044172j -0.00223698-0.000296912j 0.00191236-0.000109254j 0.00744984+0.000681041j 0.00186726+0.001245j -0.00260194+0.0025907j -0.00300385+0.000390428j 0.0035748+0.00112283j 0.0023856+0.00734597j 0.00495623-0.00443365j 0.00207787-0.00202121j -0.0074743+0.000693295j -0.000858393+0.00200549j 0.00103947+0.00182563j 0.00591782-0.0044312j 0.000175955+0.00190472j -0.000800571+0.00678915j 0.0018565+0.00271284j -0.00132378+0.000452197j -0.00149723-0.0021621j -0.00107421-0.00395948j 0.00341258-0.00557502j 0.00603659-0.000938348j 0.0016853+0.000942061j 0.00113003-0.000772228j -0.00313948+0.00162528j -0.000817429-0.00110706j -0.000750924-0.00193429j 
0.00161262-0.000325337j -0.00022577+0.00057299j 0.000186542-0.000991481j -0.00320112+0.00117379j -0.00174433+0.00106467j -0.00134049-0.00314563j 0.000854188-0.000491013j 0.00408519+0.00222915j 0.00527992-0.00109671j -0.00489769+0.000136302j 0.0009761+0.00265185j 0.0017694+0.00193888j -0.000957547+0.00490043j -0.00405821+0.00656434j -0.0025436+0.0058493j 0.00609098+0.00457359j 0.000608434-0.0011162j 0.00221489+0.000323903j -0.00192409+0.0100748j 0.00166854-0.00254375j -0.00332116-0.00282771j 0.000460557+0.00159588j -0.00124964+0.00422431j -0.00226296-0.00546038j -0.00645358+0.00243949j 0.00444401+0.00368392j 0.00497229-0.000345125j 0.00208753+0.000909444j -0.000324029+0.001549j 0.00338305+0.0026884j 0.00949107+0.00393327j 0.00163202+0.00207266j -0.000285134-0.00530065j -0.000183671+0.000561722j -0.00557243-0.00724436j 0.00117697-0.00194661j -0.00197617+0.00105325j 0.00616156+0.00347652j 0.000490985+0.002317j -0.00262314+0.00221103j -0.00451911+0.00340632j 0.000795194-0.00163371j -0.000883396+0.000626327j 0.00414087+0.00435096j -0.00131508-0.000852241j 0.00237062-0.00233495j -0.00482872-0.00134088j -0.000673284+0.00160112j 0.00223955-0.00183964j -0.00297699-0.000687701j -4.2203e-05+0.00140952j 0.000969077-0.000405161j -0.000278661+0.0011515j -0.00127817+0.000467474j 0.000603616-0.000763795j 0.000343687-0.000706152j 
-0.000441639+0.00202699j -0.00339784+0.000610821j 0.00291447-0.000737237j -0.000345028+0.00177564j -0.00102431+0.00161647j 0.000761932+0.000373609j 0.00157424+0.00435505j 0.000648998-0.00281302j 8.23252e-05+0.000840342j -3.14007e-05-0.000796535j -0.000400153-0.00176511j -0.00038126-0.00061662j 0.000692287-0.00332198j 0.00582018+0.00132195j 0.00361585-0.000624397j -0.00346837-0.00350595j -0.00277076-0.00227627j -0.00245488-0.00400717j 0.00108506+0.000622985j -0.00129154-0.000642909j 0.0023138+0.00230684j -0.000549085-0.00173725j 0.00334729+0.000510421j 0.0016315+0.00214158j 0.0031125+0.00297926j -0.00370202-0.00873756j 0.00168554-0.00372321j -0.000770404+0.00292919j 2.7099e-05-0.00514182j 0.00144976-0.00160048j 0.000299831+5.56573e-05j -0.00101213+0.00249366j -0.00209034-0.000579571j 0.00107179+0.000310644j 0.00165649+0.00280251j 0.00189846+0.00122155j 0.000183864-0.000144927j -0.00251839-0.000458355j -0.00403115-0.00239414j 0.00326074+0.00407232j -0.00169282-0.00046959j 0.0016414+0.00270318j -0.00343051-0.00158654j -0.00359477+0.000258966j 0.0043548+0.00380518j -0.00108769-0.000276696j 0.00257655+0.000445952j -0.000342415-0.00012102j 0.00130842-0.00445478j -0.00285525-0.00158044j -0.00319224-0.000899674j -0.000773465+0.000679855j -0.000408479+0.00274624j 0.000101234-0.00387366j 0.00105132+0.0018003j 0.00107408-0.00182186j 
