-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
-0.00246152+0.00229647j -0.00568987-0.00221249j 0.00645731-0.00407884j -0.00628877+0.00578637j 0.0013156+0.00136721j -0.00452655-0.00394418j 0.00117147+0.00196919j -0.000498072-0.00412916j -0.000741233-0.00692389j 0.0116916-0.00026599j -0.00087077-9.56889e-06j -0.0105632-0.00139004j -0.00973448+0.000832976j 0.0083683-0.00168894j 0.0085501+0.0070961j -0.00205784-0.000168425j 0.00244872-0.00157177j 0.000190266-0.000427652j -0.00167337+0.00113252j -0.000381032-0.00238759j -0.00192923+0.000354655j -0.000207216-0.00150313j -0.000365933+0.00451857j 0.00116441-0.000928067j 0.00818581-0.00222443j 0.00395357+0.00575727j 0.000915899-0.00607656j -0.000766447+0.00367005j 0.00381007+0.000942557j 0.00113116+0.00492002j -0.00486773-0.00285242j -0.00383644+0.00322861j -0.00152317-0.00422968j -0.00172409+0.00172404j -0.00243455+0.00392372j -0.00501704+0.00161439j 0.000499615-0.00381613j -0.00182264+0.00243632j 0.00209794-0.00205403j -0.00262343+0.000753421j 0.000877003+0.000759191j -0.00204193+0.000480094j 0.0031264-0.00126417j 0.00167003+0.00144716j -0.00233389-0.00150005j 0.00275638-0.000636832j 0.000904583+0.00189309j 0.00123448-0.000120269j 0.000318952+0.00168145j -0.00180643-0.00184994j 0.000604467+0.00292042j -0.000215591-0.000475055j -0.00314569+0.000802323j 0.000139872+0.000178409j 0.000247099+0.00152379j -0.00349036-0.00272489j 0.0020916-0.00291039j 0.000508727-0.00466795j -0.00404427+0.00230231j -0.000191667+0.00733423j -0.00146885+0.000198235j -0.000572799+0.00425744j 0.00203641+0.00155661j -0.00385409-0.00178625j 0.00490715-0.0050747j -0.00542289-0.00460672j 0.000545575+0.00370762j 0.00117822-0.00332374j -0.00985292+0.00485337j -0.00100596-0.00288401j 0.00703818-0.0027704j -0.00210662-0.0029892j -0.000813663+0.000535654j -0.00030603-0.00347663j 0.000371221-0.00376044j -9.41571e-05+0.00152985j 0.000551936+0.00228971j -0.00100837-0.000963188j -0.00184685+0.00189892j -0.000772296-0.000629263j 0.0030935-0.000510014j 0.00622376+0.000700749j -1.99508e-06-0.000773826j -0.00311375+0.000807076j -0.00168575+0.00157836j -0.00393728-0.00121434j 0.000633194+0.000414125j 0.00203132-0.00158092j 0.00450769+0.000449581j -0.00105933+0.002691j 0.000241962+0.0011807j 0.00269073+0.000712916j 0.0035918-0.00101469j 7.2849e-05-0.0016881j -0.000925097-0.000895606j 
0.00230402+0.0020164j -0.00150481+0.000296002j 0.00299179-0.00139856j -0.00037415-0.000952162j 0.000479646+0.00203277j -0.00171826+0.0020408j 0.00139172+0.00235358j 8.82199e-05+0.00277423j 0.000675176-0.00161516j 0.00225032+0.000875123j 2.31813e-05+4.01044e-05j -0.000144781-0.000321975j 0.000139342-0.0014863j -0.000127376-0.00369641j 0.00207077+0.000495462j -0.00307558+0.00105865j 0.0018959-0.00417143j -0.00292626+0.00173253j -0.0014704+0.0048136j -0.000856406+0.00153923j -0.000563547-0.000631466j 0.000597212+0.000685914j 0.00148987+0.00581858j 0.00111998+0.000819808j 0.0101634-0.00131452j 0.00256505+0.0065014j 0.00223851-0.00608347j -0.00835915+0.00257488j 0.00258817-0.004148j 0.00146703+0.00309332j -0.00162991-0.00473559j -0.0016361+0.00383995j -0.00342342-0.00352048j -0.000625892-0.00293021j -0.002168+0.00334591j -0.00384127+0.00180223j -0.00331022-0.00307568j -0.0039459+0.000381114j 0.00472943+0.000930475j -0.00143289+0.00131668j 0.00246905-0.0027713j -0.000726928+0.00121349j -0.00287969-0.00211305j -0.00384698+0.000178249j -0.00507187+0.00297677j -0.00110792-0.00382166j 0.000829898-0.00760752j 0.000766544-0.00308432j 0.00173795+0.000105737j -0.003481+0.000747393j 0.00797688-0.000389116j 0.00192839-0.000899857j -0.00188548+0.000939288j 0.00298723-0.0032431j -0.00695801-0.00728554j 0.00194938-0.000330619j -0.000469208+0.00779456j 0.00902947+0.00681067j -0.00348301-0.00816527j -0.00240966-0.00131793j 0.00667476-0.00660771j 0.0016331-0.0042846j 0.00341017+0.00817191j -0.0031223+0.00202884j -6.40817e-05-0.00301201j -0.00825928-0.0132751j 0.00801554-0.0116456j 0.000946694+0.00226252j -0.000581028+0.00149707j -0.00187495+0.00667156j -0.00138711-0.00448934j -0.00691555-0.00579056j -0.00157316+0.00190294j 0.00324959-0.00777136j 0.00778202-0.0108407j -0.000575925-0.00523315j -0.00156929+0.00655794j 0.0050815-0.00542146j -0.0057997+0.000897673j -0.000232208-0.00026858j 0.00369906+0.00159075j 0.00897108+0.00164798j -0.00260308-0.0028337j -0.000409686-0.00140285j 0.000472159-0.00163702j -0.000643151+0.00589432j 0.00701267+0.00341559j 0.000162376+0.00803514j -0.0038037+0.0018065j -0.000670313-0.000974777j 0.000293213+0.00372253j 0.00177821+0.00156669j 0.00486302+0.00240665j -0.000203913+0.00257972j -0.00164512-0.000236619j 
0.00437923+0.00585861j -0.00773285+0.00363991j 0.0112007-0.00275207j -0.00466485+0.00159598j 0.00126942+0.00154218j -0.0127474-0.00223971j -0.00106337+0.00765911j 0.0035161+0.000425557j 0.00544064-0.00476151j 0.00238174-0.00145133j -0.00175717+0.00148198j 0.000317158-0.00514092j 0.00300562+0.000890262j 0.00158019-0.000792318j 0.00429979+0.000903669j -0.00176957+0.00261861j -0.00500758-0.00154025j -0.00286602+0.00364255j 0.000715496+0.00371613j 0.00273294+0.00471959j -0.00532199-0.00016859j -0.00123807-0.00188329j -0.00605151-0.0013976j -0.00118867-0.000143851j -0.00507357-0.00386253j 0.00676848-0.000283302j -0.00107013+0.00924616j -0.0076736+0.00511631j -0.00293866+0.00232031j 0.00050476-0.00907819j 0.00380007-0.00707854j -0.000440778+0.000414003j 0.00595279-0.000690183j -0.000526887-0.000915519j -0.00139559+0.000956126j 0.00131428-0.00161754j -0.00406082+0.00121072j -0.00299746-0.00311276j 0.000267469-0.00109545j 0.00112567-0.00185189j 0.000877974-0.00120622j 0.00100824-0.0041136j -0.000202071-0.00332704j 0.0064502-0.00227462j -0.00233864-0.0012992j 0.00615163-0.000594741j -0.00237105-0.00252247j -0.00145835+0.00264145j -0.00181175-0.00465211j -0.00141891+0.000341954j 0.0057488+0.00114639j -0.00170503+0.000254595j 0.000879966+0.00465481j 0.00748961-0.000972895j 0.000601377-0.00641182j 0.00175793-0.00298648j -0.00209043+0.00443671j -0.000299052+0.00415168j 0.000454328-0.0057676j -0.00142345-0.00237864j -0.000156652-0.00812502j -0.00321458-0.0078467j -0.00157316-0.00473056j 0.000633754-0.001101j -0.000473316-0.000107889j 0.0111227+0.00422559j -0.0049956-0.00561289j 0.00343211+0.00473702j 0.0120021-0.00453083j -0.00125599+0.00282875j -0.00404247+0.00180371j 0.00545496-0.00217479j 0.00244998-0.00217158j 0.000717022+0.00122424j 0.000917943+0.00535684j -0.00239242+0.00547841j -0.00745642+0.0015981j -0.00160917-0.0011941j -0.0050678+0.000499775j -0.00244688+0.00127947j 0.00271089-0.000445063j -0.00645824-0.00434224j -0.00154246+0.00206136j 0.00287739-0.00161376j -0.00198793+8.61083e-05j 5.08292e-06-0.00138849j -0.00080636-0.00158898j 0.00412466+0.000298559j 0.000470364-0.000864012j 0.000408071+0.000811053j 0.00284045+0.000409396j -0.00116287-0.00167833j -0.00164148-0.000281398j 0.000423999+0.000985103j -0.000616366-0.000200191j 
-0.00277855-0.00300753j 0.00277091-0.00268209j -0.00544329-0.000734534j 0.00280771+0.00121915j -0.00223656-0.00180983j 0.00811681+0.000887116j -0.00122004-0.00233194j -0.00227959+0.00106061j -0.00040686-0.000563815j 0.0013148+0.00333113j 0.00030706-0.00397882j -0.00138406+0.00168945j -0.00212052+0.00122043j 0.000238349+0.000795679j -0.00215453+0.00081179j -0.00305183-0.000608233j 0.00121693-0.00134562j -0.000472421-0.000509653j 0.000717159+0.00252873j 0.000549424-0.00118335j -0.00287599+0.0047075j 0.00167916-0.000325797j 0.0021723-0.00253893j -0.00471549+0.00579347j -0.00626919-0.00551784j 0.000600279-0.000916287j 0.00306275-0.00446194j -0.00768942-0.00529385j 0.00300963-0.00220474j 0.00826204-0.00349961j -0.000357092-0.00690811j -0.000772459+0.000247429j -0.0015712-0.000702693j 0.000174787+0.000349826j -0.000804457+0.00253128j -0.00077776+0.00232923j -0.00355084-0.000258737j -0.00150735+0.00108733j -0.00103211+0.000873208j 0.00162125+0.000837141j 0.00229015+0.000750506j -0.000378407+0.00456135j 0.00269554+0.00282931j -0.00251672+0.0011216j -0.00222146+0.00271595j -0.00203364-0.000685395j -0.0010842-0.00346775j -0.00101361-0.00102191j 0.00224593-0.00104194j 0.00212023+0.00325111j -0.00558831+0.00142117j -0.00155436+0.00118618j -0.000706056-0.000415727j 0.00144545-0.000429263j -0.00197392+0.00501707j 0.00164528-0.000313445j -0.000790219-0.002319j 0.00129013-0.00416848j 0.00162337+0.00144971j -0.00375497-0.00517199j 0.000388812+0.00741121j -9.98335e-05-0.00887988j 0.00414957-0.000715732j -0.00426754-0.00356072j -0.000457955+0.000174419j 0.0065036+0.00227838j -0.013937+0.0015392j -0.00869175-0.00297669j 0.00410355+0.00177541j -0.00677407+0.00468751j -0.000731051-0.00872477j 0.00813502+0.00280918j -0.00349806+0.0102852j -0.0127256-0.00263559j -0.00494911+0.00244054j -0.00668504-0.00305136j -0.00356176+4.81574e-05j -0.00108191-0.0108746j -0.00527931+0.00186316j 0.000477885+0.0052514j 0.00303028-0.00226639j -0.00336418+0.00520245j -0.00433601-0.00314696j -0.00695322+0.000856024j 0.00053242+0.000323046j -0.00237286+0.0028125j -0.00254787+0.00190332j -0.00341685+8.66834e-05j 0.000207609+0.00126697j -0.00172439-0.000418592j 0.000862372+0.000749728j -0.0011231+0.00115079j 0.00134098-0.000308253j -4.03818e-05-0.000669358j -0.000296807-0.000706987j 
0.00276828+0.00164074j 0.00184297-0.00101455j -0.00722342+0.00428017j -0.00341004+0.00483649j -0.00119613+0.00265272j 0.00199015+0.00157806j -0.00400062+0.00088619j -0.00497494+0.00220203j -0.00151032+0.00357206j -0.000871002+0.00263623j 0.00669981-0.00561906j -0.000414457-0.00226828j -0.00837463-0.00722028j -0.00280046-0.0108333j 0.00981064-0.000272774j 0.00279184+0.00349753j 0.0030419+0.000478301j -0.00152592+0.00465527j -0.00139462-0.00342509j 0.00305672-0.00496333j -0.00360654-0.000348339j -0.00467766-0.00210665j -0.00136515-0.00285247j 4.33575e-05+0.0010925j -0.00030722-0.0080762j 0.000433942+0.00105971j -0.00335402+0.00138145j -0.000221652+0.0059898j -0.00161813+0.00678757j 0.00204046-0.00468325j -0.0037823-0.00361203j -0.00215007+0.00333807j 0.00168029-0.00111535j -0.00240638+0.00442534j 0.000487999+0.00643024j -0.000104855-0.00413405j 0.00498433+0.00141595j 0.00131622+0.00169839j 0.000137702+0.000920507j 0.00111275-0.00217545j -0.00321695+0.00454059j 0.00130489-0.000340217j -0.00101036+0.00127687j 0.00275416+0.00272034j -0.00150836-0.00128754j 0.00302919-0.000985531j 0.00204045+0.00466315j 0.000731619-0.000238326j 0.00172813+0.000719079j 0.000252443-0.00190349j 0.000567618+0.00393472j -0.00485919+0.00407118j -0.0032536+0.00542847j -0.00833715-0.00668894j -0.00105666+0.00513747j 0.00104765-0.00475463j -0.00107537+0.000210614j -0.00571497+0.00196391j 0.00210756+0.00829931j -0.00210796+0.00876235j -0.00579776-0.000908022j 0.00179653+0.000365908j -0.00313563-0.00457471j -0.00380876+0.0018483j 0.00584786-0.00172306j 0.00395551+0.00665972j -0.00725231+0.00488696j -0.00124291+0.00461204j 0.000259773+0.00675203j 0.00260314-0.0078021j -0.000473965+6.3745e-05j 0.00854881-0.00671293j 0.000761104-0.00533358j 0.0024873+0.00781666j -0.00588535-0.00181327j -0.0042757-0.000267166j -0.0048743-0.000588404j -0.00206373-0.00449985j 0.00148012-0.00323889j -0.00620142+0.00296416j 0.00322798-0.00501636j -0.00143785+0.00183698j 0.000382152-0.00275515j -0.00239497-0.00112944j -0.003617+0.000163046j -0.00176699-0.00605624j -0.000640019+0.00287489j -0.00316341+0.0033149j -0.000833128+0.000623409j 0.0048898+0.00721147j 0.00169177-0.00111813j -0.00254708-0.000938662j -0.000206244-0.001605j -0.00180107-0.00251704j -0.000609777+0.000717441j 
-0.00150396+0.00384743j -0.00536802-0.0012374j 0.0036432-0.00184781j -0.00258542+0.00424359j 0.00421427-0.0053117j 0.00165134-0.00315017j -0.00949802+0.000400661j -0.00320308-0.00310536j 0.00520984+0.00466521j -0.000308233+0.00379901j 0.00121118-0.00841057j -0.00643937-0.00349681j -0.00316034+0.00063413j -0.00125196-0.000110462j 0.00119964+6.45693e-05j 0.000294859+0.00040173j -0.00140838-0.00504932j -0.00179937+0.0017256j 0.00258466+0.0023127j -0.000191334+0.000744687j -0.000306747+0.00206394j -0.000492943+6.20694e-05j 0.000612303+0.00511457j -0.00710408+6.48662e-05j -0.00096535-0.00599548j 0.00547572-0.0043536j 0.00316855+0.00473711j 0.00220552+0.000319859j 0.00209118+0.00226618j -5.99111e-05-0.00242776j -2.38527e-05+0.00300274j 0.00165863+0.00304163j -0.00144844-0.00117571j 5.0888e-05+0.000792281j 0.00247047+0.00159011j 0.00353703-0.00181909j -0.00258334+0.00165982j -0.00397832-0.00374256j 0.000939006-9.09498e-05j -0.00267538-0.00116422j -5.33554e-05-0.00186044j 0.00359598-0.00403297j -0.00378278-0.0025287j 0.000695245-0.00336788j 0.0003391+0.00449931j -0.00557369-0.000818032j 0.000204783-0.00415172j 0.000376774-0.00106141j 0.00612332+0.00110428j 0.00528133-0.000510598j 0.00477009+0.00677849j -0.0108945-0.00208555j 0.0072648+0.00528906j 0.001199-0.000830219j 0.000899443-0.000574586j -0.00100803-0.00997171j -0.00125431-0.00562576j 0.00182851+0.00955487j -0.00493012+0.00574755j 0.00398945+0.00115324j 0.00582194+0.00316991j 0.00796714+0.00585745j -0.00318777-0.00362076j -0.00255673+0.000866666j -0.000721791+0.00537795j 0.00185097-0.000438536j -0.00313305+0.00400206j 0.00413539-0.00617209j 0.0111319-0.00288756j 0.00160573-0.00207446j 0.000906488-0.0042177j -0.00616458-0.00309219j -0.00209773+0.000237403j 0.00304184-0.00466204j 0.00615975+0.0028982j -0.00313739+0.00315298j -0.00358793+0.00334511j -0.00176892+0.00280762j 5.08704e-05+0.00202085j -0.000136372-0.000667542j 0.000802139-0.00267846j 4.16306e-05-0.00292862j -0.0020596+0.00291096j 0.00563928-0.00355223j 0.00199889-0.000867138j 0.000319216-0.000377983j 0.00287006+0.00290225j -0.000673139+0.00223813j -0.00664681-0.00023753j 0.000729446+0.00183466j -0.000548226+0.000417215j -0.00292283-0.00098031j 0.001615+0.00170506j 0.000434115+0.00331698j -0.00166903-0.000661116j 
-0.00344685-0.00317124j 0.000392728-0.000390261j -0.00148894-0.00260381j 0.00261948-0.000160484j -0.00263989+0.00190375j -0.000496413+0.000541143j 0.00328187+0.00500314j 0.00143161-0.000270997j -0.000817753-0.00421743j 0.000215418+0.000428516j -0.0077973+0.00573728j 0.00575835+0.00334534j 0.00664738+0.00455052j 0.00247027+0.006556j -0.00579621+0.00120142j 0.000927705+0.000908789j -0.00140097+5.79241e-05j -0.00515323+0.00403362j -0.00660094-0.00538007j 0.00372726+0.000144941j -0.00641909-0.00367261j -0.00754873+0.00686484j -0.00675929-0.00378561j -0.00107623-0.00621705j -0.0058319+0.000951942j 0.00144502-0.00828176j -0.00178143+0.0137301j 0.00647489-0.001241j -0.000575817+1.98083e-05j -0.000883779+0.00298396j 0.00996294-0.000471024j -0.0040396-0.00587668j 0.00105048-0.00249021j 0.00371575+0.00118895j -0.00160515-0.00414295j -0.000606216+0.00317577j 0.00419378-0.00148868j -0.00175253+0.00309435j -0.000120434+0.000385228j -0.00315409+0.000437101j -0.00287097-0.00113351j 0.000707513+0.000476423j 0.000786612+0.00196589j 0.000196504+0.00115874j -0.00167524-0.000276582j 0.00231283-0.00270576j 0.000151241-0.0013652j 0.00119896+0.00246351j 0.00736209+0.00574308j -0.00182542+0.00286766j -0.000829503+0.00583156j -0.0080351+0.00629775j -0.00111963-0.000179611j -0.00205381-0.00369871j 0.00169689+0.00650882j 0.000870069-0.00413592j 0.00354868+0.00429566j -1.61577e-05-0.000446061j -0.00845426+0.00540743j -0.00270602+0.00639371j 0.00612818+0.00149872j 0.00590843+0.0041651j 0.00303241+0.00151158j -0.00381688-0.00147228j -0.00231157-0.00850438j -0.000508161-0.0037284j -0.00788524-0.00107569j -0.00248715-0.0059064j 0.00769274+0.000760666j 0.000439476+0.00791566j -0.00160119-0.011768j 0.000505649-0.00173361j 0.00146421+0.0130518j -0.00657969-0.00727485j 0.00628261+0.000137061j -0.00421939+0.00342925j 8.43646e-06+0.00592202j 0.00587482-0.00293891j -0.00827037+0.00630951j 0.00820593+0.00271975j 0.00414374+0.00587459j -0.00243644+0.00461769j 0.00238883-0.0013179j -0.00044288-0.000889228j 0.00428711-0.00178905j 0.00222453+0.000616617j -0.000280213+0.000912081j -0.000427287+0.000493475j 0.00145502+0.00261735j -0.00359466-0.00215199j -0.00535409+0.000436733j -0.000158249+0.00178187j 0.00220146+0.000914347j 0.000761831+0.0029112j -0.000526529-0.000503133j 
0.00160638+0.000864907j 0.000240124-0.00157318j -0.00253182+0.0006462j -0.00436263-0.00375956j -0.00502982-0.00328935j 0.000526201-0.00873391j -0.00430638+0.00652247j -0.00585733+0.00168542j 0.00469483+0.00195148j 0.00299992+0.00157659j -0.00865704-0.00558217j -0.00845089+0.0108799j -0.00863212-0.00339816j -0.000867637+0.000328689j -0.00212393+0.00297264j 0.00139565+0.000928859j 0.00295816-0.000962976j -0.00126866-0.000409436j -0.00464579+0.00164688j -0.00160444+0.00209425j -0.00115282-0.00242631j 0.00568229+0.00161979j 8.55701e-05-0.00262193j 0.00207501+0.000254523j 0.00266824-0.0011188j -0.00643598+0.00234324j -0.00449885-0.00507928j -0.00171507-0.00703607j 0.00302425-0.00288815j 0.0113965+0.00490636j 0.00212016-0.00877931j -0.00387013+0.00571197j -0.000628182+0.00586431j 0.00309918+0.00062235j -0.00347347+0.00412292j -0.0017936+0.000222358j 0.00182922-0.00232596j -5.8331e-05+0.0023806j 0.00202496-0.00130567j -0.000200918-0.000322878j -6.68932e-05+0.000928137j -0.00205837-0.000966886j -0.00163029+0.000864309j -0.00325459-0.000171998j -0.00188406-0.00139997j 0.000618779+0.00127045j -0.00278145+0.00175599j -0.00213612+0.000564382j -0.00295013-0.00129098j -0.000172552-0.00142738j -0.00106514+0.00367191j 0.00372052+0.00259408j -0.0024977-0.00135934j 0.00313928+0.00203649j -0.00112263-0.00397764j -0.00391716+0.000239359j -0.00375837+0.000232435j 0.00280708+0.000965344j 0.000880507+0.00178732j 0.00105324-0.00166743j -0.00144739+3.97721e-05j 0.00176157-0.00149603j 0.00165564+0.00031993j -0.001534+0.00263267j -0.00114321+0.000663577j 0.00533992-0.00506512j -0.00971407+0.0124349j 0.0027592+5.71143e-05j 0.00270393-0.00229511j 0.000103029+0.000145896j -0.00281839-0.0101356j 0.00237539+0.00144856j -0.00532943+0.00624336j -0.00628591+0.00151708j -0.00267091+0.00318588j -0.00596963+0.00263895j -0.00561884+0.00203276j 0.00549597+0.000557528j -0.00151932-0.00422079j -0.00807848-0.0039144j -0.00728091-0.00106313j 0.00652303-0.00439918j 0.00134946-0.00215329j 0.00288537-0.00114321j -0.00329783-0.000429738j 0.00243669+0.000189299j 0.00303374+0.00216092j -0.00198709+0.00266951j -0.000582999-0.000586316j 0.00293039+0.00224365j 0.00271066-0.000626356j 0.00106729+0.000683645j 0.00240537-0.000250924j -0.000429975-0.000879048j -0.00137102-5.873e-05j 
-0.00148747+0.00554584j -0.00554264-0.000856979j -0.00319867+0.00138759j 0.00137923+0.00689273j 0.00103397-0.000238688j -0.00427255+0.00309213j 9.25421e-05+0.00820508j -0.00455255+0.000480842j 0.00257174+0.00183843j -0.00343211+0.0039815j -0.00543436+0.00161545j 0.00483927+0.00055326j 0.000906264+0.00156583j 0.00127872+0.0027464j -0.00125824+0.00115027j -0.000441149-0.00138914j -0.00015541-0.00208961j 0.00198511-0.0058857j 0.00575032+0.00223358j -0.000300641-0.000618378j 0.00495275+0.00479236j 0.00451791-0.00407455j 0.00825996+0.00433457j -0.00715473+0.000223067j 0.00276777-0.00149173j -0.000549349+0.000383779j 0.00491894-0.00334036j 0.00145431-0.00914484j -7.26342e-05-0.00252114j 0.00262427+0.00161102j -0.00295649+0.00447018j 0.00484958+0.00132698j 0.000611779+0.000579863j -0.00180204-0.00246428j 0.00128834-0.00144474j 0.00083824-0.000179434j -0.00344601-0.000600791j -0.00166423-0.0018431j 0.000257758-0.000325205j 0.000612564+0.000739715j 0.00223592+0.00133807j 0.00271623+8.50134e-05j -0.00100785+0.000323474j -0.000563122+0.000804496j -0.00135558-0.000248483j -0.00292349+0.00162544j 0.00194472-0.00120629j 0.0014526-2.61359e-05j 0.00351696+0.00109936j 0.0140205+0.000503896j -0.00328166+0.0045374j -0.00314208-0.0080801j 0.00799763+0.00297015j 0.00216198+0.0080262j -0.00168975+0.00990637j 0.000598738-0.00322373j -0.0012945-0.00781261j 0.00413911-0.00363474j -0.00190034-0.00311896j -0.00436076-0.00643194j 0.00984039+0.00867907j 0.00105607+0.00318127j -0.00381088-0.00123711j 0.000893401+0.00186699j 0.00720054+0.00780333j 0.00132446-0.00526642j 0.00143277+0.00637178j -0.0038842-0.00116159j -0.000225626-0.00459476j -0.00133977+0.00037429j 0.000849025+0.00185315j -0.00269717+0.00205841j -0.000858899-0.00195874j -0.00198044-0.00238237j -0.00112293+0.00354299j -0.00112303-0.00210193j 0.0016952-0.00234379j -0.00182845-0.0019438j 0.00337607+0.0011858j -0.00304698-0.00259704j -0.00518704-0.00127318j 0.00114185-0.00317735j -0.00375646+0.00326827j 0.0030735+0.00104911j 0.000350084-0.00182219j 0.00204165+0.00112714j -0.00241815-0.00283707j -0.00107591-0.00356526j -0.000330355+0.00111405j -0.00013014-0.000130785j 0.000133525+0.000758852j 0.000664165+0.00177164j 0.00216123-0.0015518j -0.00120326-0.00146024j -0.000996245-0.00108005j 
-0.00317182-0.00305938j -0.00444879+0.000720171j 0.000366265+0.000796898j -0.0015526+0.00840718j 0.00333576-0.0041571j 0.00122929-0.00503823j 0.00016837-0.00585783j -0.000645831-0.00794841j -0.00178615-0.000436155j 0.00394335-0.00109726j -0.000788697+0.00451636j -0.00353637-0.000272734j -0.00428182+0.00434444j 0.0047544+0.00635934j 0.00274954+0.00459331j -0.00170692-0.00130817j -0.00206835+0.00400973j -0.00163402-0.00103221j -0.00365375-0.00287583j -0.00256333-0.00237438j -0.00061639-0.00334425j 0.000536702-0.00171098j -0.00163128-0.000254447j 0.00326373-0.00182302j 0.00481606+0.00177923j -0.00100784+0.00416829j -0.00251576-0.0088483j 0.00226489-0.000835177j 0.00418635+0.0015348j -0.000235261+0.00724508j -0.000566121+0.00213367j -0.000208706+0.000323843j -0.00229578+0.00136399j 0.00412406-0.00163128j 0.000914038+0.00252473j -0.000193002-7.3477e-05j 0.00128337+0.0022788j -0.000401665+0.0018319j -0.000379856+0.00184176j -0.00433808-0.000614137j -0.00268979-0.00187848j -0.000944355+0.0018162j 5.32949e-05+0.00120541j -0.000717868-0.000362515j 0.00226109-0.00183304j 0.00428688-0.00196109j 0.00429856-0.00040886j 0.00263804-0.00214119j 0.00551384+0.000507758j -0.000199885+0.00204309j -0.00163484+0.00220912j -0.00620945+0.000495807j -0.00384488+0.0018506j -0.00228432-0.00872132j -0.0144883+0.000376443j -0.00257948+0.00183738j -0.0106211-0.000748722j -0.00345875-0.010157j 0.0148769+0.000378278j -0.00788524-0.00795427j -0.00269436-0.000954465j 0.000580876-0.0105388j 0.00120903+0.00513076j -0.0173914+0.00255307j -0.00290008-0.00612044j 0.0131981-0.000967554j 0.000767947+0.000175142j -0.00485482+0.00508916j -0.0098401+0.00501764j -0.000577582+0.000909026j -0.00286024-0.00371522j -0.00571647-0.00166591j 0.00615934+0.00102475j 0.0060684+0.00241374j 0.00540126-0.00451346j 0.0038955-0.00390017j 0.00688557+0.00255781j 0.00440757+0.00169722j 0.000467117+0.00576684j 0.00328966-0.000463906j 0.000896141+0.00123405j -0.00259106+0.00149963j 0.00697116-0.00486872j 0.00259516+8.03247e-05j 0.00457647+0.00206113j -0.00510953+0.00149283j -0.000815615-7.75418e-05j -0.00143235+0.00173367j -1.10461e-05+0.00124132j -0.00277709-0.000185028j -0.00302083+0.000533784j 0.0021659-0.000463391j -0.000592145+6.0896e-05j 0.0021025-4.04746e-05j -0.00058893-0.000952198j 
