-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
0.000908742-0.00473888j 0.00434209+0.00188739j 0.00137961+0.00277648j 0.00346972-0.00183237j 0.00930168+0.00318096j -0.00550486-0.00349028j -0.00763911+0.00248707j -0.0084079+0.00151616j -0.00305368-0.00335117j -0.0043796+0.00255308j -0.00375808-0.00588877j -0.00301108+0.002484j -0.00564635+0.00381986j -0.000155192-0.00311494j -0.00388626+0.00194204j -0.00935568-0.0105232j -0.00190054+0.0133314j -0.00151839-0.00601312j -0.0010403+0.00223451j 0.0075364-0.0120153j -0.00292796-0.00658555j 0.0130745+0.00410512j 0.0112429+0.00258363j 0.00525802+0.000321721j 0.00652885-0.00465182j -0.00293143+0.00793591j -0.00221303-0.000146428j -0.00468406-0.00140175j -0.00803548-0.00293412j 0.00692151-0.00424027j 0.00921871+0.00135276j 0.00425952+0.00150127j -0.00610216+0.00232986j 0.00721402+0.0107795j 0.00278144+0.00225401j -0.00494984-0.00168089j -0.00868633+0.00642161j -0.00751113+0.00142244j -0.00684822+0.00649653j -0.0112086-0.00210713j -0.00189238-0.00382251j 0.00574916+0.00582332j -0.00186176-0.00270196j 0.00129317+0.000813072j -0.00764391+0.00585143j 0.00429365-0.00489678j 0.00247923+0.00256828j 0.000850857+1.59952e-05j -0.00957819-0.00138033j 0.00199136-0.00636112j 0.0057958-0.0104982j -0.00290912-0.000836204j 4.94256e-05+0.00134232j -0.00128253+0.00412742j 0.00136707-0.00404299j -0.00187031-0.00341391j 
-0.00353469+0.00143042j -0.00190527-0.00596436j -0.00792925-0.00100814j -0.00128524-0.00604296j -0.00110696-0.00228561j 0.00786334-0.00709974j -0.00148975-0.00476589j 0.00858562-0.00402731j -0.00271347-0.00298764j -0.000408625+0.014077j -0.00211686-0.00485012j -0.00578535-0.0025356j 0.00141902+0.00429809j -0.00395146+0.000964409j -0.00415227+0.0051344j -0.000128187+0.00631637j -0.000658398-0.00182937j -0.00666156-0.00806595j -0.00387674-0.00516363j 0.00809381+5.52382e-05j -0.00628902+0.0128013j -0.00120904-0.00360742j 0.000839302+0.000698435j 0.00526619-0.0129544j -0.00108906+0.00157535j 0.00431663+0.0142146j 8.02866e-05-0.00668501j -0.00591464+0.00629093j 0.00400528-0.0179512j 0.0106041-0.00615167j 9.93534e-05+0.00360399j 0.00492749+0.00426512j 0.00151561-0.00228103j -0.0123139-0.00221684j -0.00956503-0.00688497j -0.00673619+0.00872428j 0.00280095-0.00263609j 0.0120357+0.0014715j -1.19064e-05-0.0069037j 0.0104097+0.00567481j -0.0108589-0.00034091j -0.00138989-0.0024228j -0.0054048+0.0023224j -0.00272327-0.00772137j -0.0069943-0.00230096j 0.00308056-0.000709859j 0.00127938-0.00895312j -0.00148832-0.00133112j -0.00656422-0.00501897j -0.00768969-0.00919199j 0.00336996+0.00802372j 0.0020416+0.000454138j -0.00298511-0.00125307j -0.0038701+0.00368003j -0.00477999+0.00229431j 0.00342665+0.00347867j 
-0.00746938-0.000725497j -0.000687842-0.00932896j 0.00666577+0.006038j 0.00285975+0.0133511j -0.00351037-0.00892347j 0.00330719-0.00117986j -0.00122474-0.00573908j -0.00306225-0.0188825j -0.00176191+0.00795172j -0.00180933-0.0125039j -0.000887877-0.000849523j -0.00234177+0.0132145j 0.00293531+0.00516514j -0.00505374+0.000350934j 0.000347592+0.000138033j 0.00154746+0.0040133j -0.010027-0.00735749j 0.00697859-0.00360236j -0.000571444-0.00793521j 0.00621754-0.00281235j 0.00746736+0.00604088j 0.00760331+0.000738007j 0.000640871-0.00655397j -0.0113052-0.00350792j 0.00555388+0.00474389j 0.00237497-0.00327388j -0.00620536-0.00699395j -0.00123052+0.00415706j -0.00871212-0.00267873j -0.0060145+9.15533e-05j 0.00379407-0.00289083j 0.0035787+0.00460438j 0.00312723-0.00786456j 0.00576923+0.000549988j -0.000992331-0.00295358j -0.0040107-0.00609683j 0.00398812-0.00782928j -0.00243377+0.00602708j 0.00480941-0.00498908j 0.000309178+0.00443009j -0.000474626+0.000158041j 0.00283411-0.00122409j 0.00219122-0.00253318j -0.00117273+0.00792854j -0.00478598-0.000522139j 0.0036305-0.00484959j -0.00165777-0.00404227j 0.00537681+0.000443463j -0.000864513-0.0102723j -0.00491111-0.00321034j 0.00115501+0.0021124j 0.000184896+0.000232314j 0.000794925+0.0146124j 0.0133631+0.00129089j -0.00435421-0.00777084j -0.00513081+0.00417447j 
-0.000499209-0.000122158j 0.000889634+0.00105196j -0.0030623-0.00172902j 0.000274227-0.00273731j -0.000561462-0.00277386j 0.00740751+0.00882033j -0.00697533+0.00423386j 0.00594578-0.00920953j -0.00400629+0.00139238j -0.000776622-0.00414959j 0.00338093+0.008949j 0.00864307+0.00804752j 0.00993572+0.0017639j 0.00926661+0.0048392j -0.000711926+0.000266159j 0.0035049-0.00240904j 0.0010219-0.00799393j 4.24179e-06-0.00200981j 0.000482835-0.00510569j 0.00357912-0.00162104j -0.00163214-0.00282584j -0.00243926+0.00394453j -0.00866032-0.000499497j 0.00172537-0.000172092j -0.000894827+0.0115558j -0.00579706-0.00255587j -0.00735086-0.00260601j -0.00297129+0.00106651j -0.00125654-0.0071305j -0.00588158-0.0015718j -0.00454094+0.00416959j 0.00975607+0.00971248j -0.00161288+0.00634822j -0.00402549-0.00749799j -0.00527047-0.008946j -0.00710461-0.00489964j 0.0084406+0.000807467j -0.00416496-0.00302866j -0.00235067-0.00692849j 0.0102508+0.000670859j -0.000444421+0.00296779j -0.00341209-0.00814732j -0.0095475-0.000720107j -0.010553+0.00283584j -0.00847749+0.00564208j -0.00875169-0.00919383j 0.00669649-0.00330607j -0.00133303-4.28592e-05j -0.0103528+0.000146085j -0.00587599-0.00461547j -0.00533439-0.000402448j 7.36384e-06+0.00869648j 0.000600657-0.00406977j -0.00263255+0.000432977j 0.00323996+5.62062e-05j 0.00137118-0.00116458j 
0.00347469+0.0108641j -0.00865383+0.00445535j 0.00351286+0.00444726j -0.000882248-0.00578776j -0.000398711-0.00917725j -0.00995817+0.00180649j 0.00150238+0.00741586j 0.00783518+0.0153892j -0.00450399+0.00111497j -0.0074703+0.00572836j 0.00757939+0.00733874j -0.00300301-0.00787548j -0.000294175-0.000519521j 0.00559955-0.00843377j 0.00587775-0.00582083j -0.00380273-0.00332317j 0.000843918+0.00358262j 0.0065766+0.0126764j -0.0146981+0.00321329j -0.0064422+0.00662415j 0.0102787+0.000267691j 0.0032041+0.00171282j -0.00620305-0.00287625j 0.012356+0.0125195j -0.00860552-0.00145359j -0.00512731-0.0103202j 0.00203199+0.00609241j 0.0150285+4.54158e-05j -0.00573484+0.00705692j -0.0106721+0.011055j 0.0126639+0.00790945j 0.00990447-0.00775969j 0.000539034+0.0104923j 0.00439649-0.00829344j 0.0154603+0.00417453j 0.00800916+0.00569697j 0.00366545+0.00680975j -0.00353346-0.00885483j 0.00932532-0.0100073j 0.0116595+0.000796937j -0.000256521-0.00192812j -0.00170838-0.00349321j 0.00261136-0.0104744j -0.00327149+0.0107066j 0.00822818-0.000889152j -0.00549026-0.0102006j 0.010901+0.00364671j -0.00309984+0.00436375j 0.00584788-0.00227097j -0.00327674-0.00145886j -0.00315501+0.0107681j 0.00791901-0.00441134j 0.00193493+0.000534575j 0.00403298-0.00273008j 0.00015179+0.0055457j 0.00440202+0.000962557j 
-0.000428223-0.00110248j 0.00128861+0.00307036j 0.00148743+0.00202655j 0.00295445-0.00192484j -0.00164683+0.00345021j -0.0077519-0.00832412j -0.00727474-0.00165883j -0.00782895+0.00733686j 0.0031881-0.00297315j 0.00310633+0.00272205j 0.00141227-0.00469575j 0.00176239-0.0026942j -0.0089537-0.00506367j 0.00128377-0.00441101j 0.00056164-0.000748822j -0.00228355-0.00157776j -0.00413185-0.0014516j -0.0056406-0.0153205j -0.00100833+0.00469038j 0.00390622+0.0049756j -0.00486659-0.000738033j 0.0020665-0.00234178j -0.00490601-0.00413633j 0.00355838-0.00253042j 0.0133109-0.0106501j -0.00308603+0.0128566j -0.00247794+0.00241594j 0.00364482-0.00336467j 0.0136089+0.00804556j 0.00583055+0.00168152j -0.00236422-0.0100762j -0.00732379-0.00597184j -0.00256633+0.00613141j 0.000216241+0.00846861j -0.00101416+0.0063729j 0.000596114-0.00149327j 0.000156968+0.000477923j 0.0056871-0.00458517j -0.00418841+0.00446261j -0.00100453-0.00139696j 0.000127497+0.000369734j 0.000643342+0.00150951j 0.000756663+0.00163535j 0.0026628+0.00354297j -0.00126229-0.00011021j 0.00721395+0.00207139j 0.00242649+0.00337796j 0.000984973+0.000557731j 0.00131164+0.00210709j -0.00101371+0.00506437j -0.00273906-0.000974749j -0.00137456-0.000272358j 0.00263268-0.000218598j 0.00240461-0.00114641j 0.00101683+0.000703992j -0.000606261+0.000228861j 
0.00152876+0.00786471j -0.00445931-0.000577564j -0.00119549-0.0114089j -0.00702278-0.00772373j -0.0081897+0.00249663j 0.00654131+0.00285405j 0.00911532-0.000591043j 0.0172515+0.0140106j -0.00637874+0.00891552j 0.000962479+0.00311017j -0.00799678+0.00740905j 0.00571169-0.00429455j -0.00358424-0.00104333j 0.00463105+0.00289401j 0.00517055-0.00264704j 0.0136762+0.00870093j 0.00988886-0.00985357j -0.0108823+0.00532027j -0.00710332+0.00455881j -0.0061986-0.00728717j -0.0106744-0.00792664j 0.00295151+0.0142762j -0.00354602+0.0017157j -4.12061e-06-0.00998056j -0.0135115-0.022444j 0.00701366+0.00131279j 0.0105964-0.00676114j -0.000149498+0.000859739j 0.00521809-0.0011746j 0.00366257-0.00737274j 0.00455092+0.00659838j 0.00747776+0.00014709j 0.000288717-0.00600541j -0.0139752-0.00346886j -0.00574258-0.000227159j 0.0053212+0.000142563j -0.0112518+0.00316897j -0.00215887-0.00449434j 0.000808978-0.000170564j 0.000381658-0.00207392j -0.00763042-0.00122536j 0.00596649-0.00580791j -0.000223713+0.00151712j 0.000116623-0.00622219j 0.00710843-0.00545842j 0.00216698-0.00271089j 0.00616794-0.00508678j 0.00383908+0.0034412j 0.00188828-0.000308545j 0.003848-0.00325325j 0.00416869+0.0083812j 0.00351497-0.00827488j -0.0020217-0.00411618j -0.00296696+0.000766653j -0.0050574+0.0054822j 0.00398831+0.00509197j 
0.000994386+0.00695231j -0.00634019-0.000669024j 0.000327757+0.00342835j -0.00519734+0.0101679j -0.00264145-0.00397663j 0.00783158-0.00400471j 0.00729683-0.0123391j 0.00272044-0.00856126j -0.00182749+0.00472514j -0.00514708-0.00568107j 0.00747127-0.000288255j 0.00203484-0.00257144j -0.00321548-0.00171682j 0.00265357+0.00325345j 0.00255711-0.000763276j 0.00459977+0.0168131j 0.00528874-0.00585275j -0.00206312+0.00735396j -0.00173126-0.00525037j -0.00220545+0.0137185j 0.00844829+0.01438j -0.00893465-0.000740308j -0.00640221-0.00356176j -0.00488036-0.00573157j -0.00671516-0.00204485j 0.00676783+0.00828244j 0.00332183-0.00580924j 0.00943749-0.00240667j -0.00409255-0.00995191j -0.00355793+0.00547349j 0.00910414-0.000290566j -0.00403571-0.0092184j 0.00996717-0.00234598j -0.00658207+0.000446846j -0.00402237+0.00391547j 0.000984611+0.00926539j 0.00342937+0.00244841j 0.00770873-0.00696651j 0.00656617-0.00585519j 0.00402149+0.000603445j -0.0076689+0.00094012j -0.00294842+0.00160452j 0.00557495-0.00735518j -0.00394427-0.00415595j 0.00416256-0.0135163j -0.00446499-0.0118902j 0.00465122+0.00208711j 0.00163374+3.32596e-05j 0.00639517-0.00517128j -0.00597795+0.00391387j 0.00437687+0.0136679j 0.0057711-0.00242225j 0.00107968+0.0034578j 0.00393384+0.000416538j -0.00210111+0.00393021j 0.00369326+0.00238683j 
-0.00656165-0.00167462j -0.000710478-0.00569137j 0.0121796+0.00254571j 0.00267922+0.0197381j -0.000663464-0.00025327j 0.000635589+0.000244894j -0.00297806-0.0109968j -0.00536416-0.0127403j 0.000994952-0.000255138j -0.00025988-0.00339473j -0.00122241-0.00362431j 0.00695733+0.00573734j -0.00201736-0.00364874j -0.00481474-0.00076211j 0.00248673-0.000188557j -0.00973601+0.000633725j -0.0045178-0.00628144j 0.000181804-0.00229767j 0.00477851-0.00440264j -0.00995848+0.00212323j 0.000120712+0.00137332j -0.00816543+0.0029576j -0.00560131+0.00707393j -0.00362086-0.0122552j -0.014626+0.00219997j 0.00414816-0.0021179j 0.00639056-0.00167272j -0.00619896+0.00229887j 0.000160197-0.0058405j -0.0082607-0.0019292j 0.00770058+0.000454734j 0.00862702+0.00554616j 0.00422184-0.00590323j 0.00862245-0.00186455j -0.00172074-0.014341j 0.00362934-0.0015805j -0.0128327-0.00112681j -0.00513402-0.00130867j 0.00296219-0.00567751j -0.00277175-0.00340927j 0.00251284-0.00193607j -0.00228466-0.000933313j 0.0113851-0.00386807j 0.00411992+0.00716571j -0.00445094-0.00259496j -0.00336178-0.00130383j -0.00339019-0.00388513j 0.00541744+0.0059705j 0.00871217-0.00617993j 0.000245378+0.00528462j 0.00296034-0.0014999j -0.00301621-0.00241488j 0.00131794+0.0124268j 0.0124025-0.00364325j 0.00121151-0.00414355j -0.00566824+0.00231687j 
0.00366542+0.00531715j -0.00280542+0.0027636j 0.00723366+0.0023912j -0.0094891+0.00014668j -0.00853672-0.00487196j 0.00684672+0.00400931j 0.0106142-0.00470129j 0.00211505+0.00513333j -0.00832396+0.00766224j -0.00886559-0.00896252j 0.0015409-0.00207326j 0.00452378+0.00391625j -0.000745612+0.00436726j 0.0117948-0.00288067j 0.0034645-0.00356355j 0.0122754+0.00654256j 0.00233509-0.00320442j -0.00716959+0.0170429j 0.00442154+0.000472284j -0.00465989+0.00473347j -5.3876e-05+0.00806495j 0.00268941-0.00244123j -0.0103804-0.00503124j 0.000674721+0.0145094j -0.00973471-0.0104136j -0.00809815-0.00533083j -0.00238753-0.000937674j 0.0121282-0.00271359j -0.00140874+0.0158347j -0.00839428+0.00329287j 0.0070611-0.00806109j 5.35338e-05-0.000147376j 0.00295511+0.00801264j -0.00341274-0.00185073j -0.000848623+0.0120649j -0.00587779+0.0115377j 0.0038702-0.00669489j -0.00049699+0.00119496j 0.00846177+0.00570212j -0.0039932+0.00640456j 0.00423809+0.00013525j 0.000924088-0.00234873j -0.00228012-0.0023467j 0.00372083+6.20015e-05j 0.00629097-0.008809j -0.00113267-0.00730019j 0.00517259+0.00154056j -0.000122713+0.000816694j 0.000254614+0.00109317j 0.00216356-0.000987238j 0.00591556+0.00417293j 0.0058883-0.000496972j 0.000902488-0.00127174j -0.0014105-0.00114054j -0.000521324+0.00388906j 0.00418988-0.00178174j 
-5.33738e-05+0.00111874j -0.000802095-0.000978798j 0.000712364-0.00255137j -0.00528591+0.00403084j 0.00274596+0.000562116j 0.0102617-0.00317895j 0.00594681-0.00357111j 0.00530108-0.00125621j -0.00137322+0.0044128j -0.00626402+0.00214455j -0.0063861+0.000552473j 0.00592454-0.00159113j -0.00167045+0.00144856j -0.00288288+0.00461517j 0.00491817+0.00299654j 0.00346427+0.00849565j -0.0024139-0.00726304j -0.00286499+0.0113042j -0.000356684-0.00359966j 0.00344233-0.00353254j -0.00382449-7.67562e-05j -0.000715352+0.00635152j -0.000355579+0.00953737j -0.00469892+0.00640614j -0.0109685-0.00930967j 0.00740472-0.00715754j 0.00245637-0.00152004j -0.00385289-0.00418527j -0.00843634+0.00519706j -0.00734473+0.00435713j 0.00364439+0.0065322j 0.00988085+0.00417343j 0.00150658-0.00623383j 0.0088596-0.00477853j 0.000688711-0.00319661j -0.00277484+0.00669929j -0.00498311+0.00185817j -0.0059268+0.00555145j 0.00810441+0.00881225j -0.00446701+0.000564722j 0.00323095+0.00588006j 0.00466128+0.00341152j 0.000321199-0.0079616j 0.00771994+0.000550752j 0.00417787-0.00415842j -0.00121102-0.00189207j -0.00167664-0.00301304j 0.00163213+0.00303449j 0.000368167+0.00464846j -0.00059761-0.00303012j 0.00924736+0.000726691j -0.00047249-0.0026279j 0.00038168+0.000562772j -0.000460944+0.00140393j -0.00187345+0.000830335j 0.00122166-0.000134599j 
-0.00297318-0.00252063j 0.00176785-0.00228852j 0.00226207+0.000948156j 0.00179964+0.00321652j 0.00067386+0.00372193j -0.00345237-0.00582915j -0.00237786+0.000316026j -8.16881e-05-0.0024204j 8.22941e-05-0.0038274j 0.0019901+0.00125756j -0.00786579-0.00223931j -8.15942e-05-0.00196241j 0.000387765+0.00161619j -0.00444535+0.00317562j -0.00323937-0.000118745j 0.00366313-0.00920868j -0.00719202+0.00183931j 0.00723141-0.00722938j -0.00626805+0.000955883j 0.00300955+0.00108458j -0.00377109+0.00418534j -0.00155603-0.000246423j -0.00841832+0.00721821j 0.00494134-0.0049526j 0.00574538+0.00052118j -0.00530403-0.00518419j -0.00157769-7.09945e-05j -0.000111757+0.00576282j 0.000821205+0.00496672j 0.00374825-0.011478j -0.000195232-0.00438547j -0.0138768+0.0187405j -0.0019185-0.00379633j -0.00853959+0.0021277j -0.0107237-0.0031508j -0.00206143-0.000728619j 0.00511539-0.00583624j 0.00719083+0.00366202j -0.0038141-0.00206334j -0.00224027+0.000643541j 0.000462514-0.0123178j -0.00244191-0.0101875j -6.63051e-05+0.0128502j 0.00306109-0.00539103j 0.000158046-0.00349001j 0.00442123-0.00293916j -0.00170625+0.00267003j 0.00279242+0.00045182j 0.000228637+0.00145802j -0.000924714-0.000566926j 0.00148925-0.00500818j -0.00189909-0.00116754j 0.000701206+0.00260934j 0.00337237+0.000834213j -0.00119203-0.0028832j -0.00276849+0.00114407j 
0.00503108-0.00471471j 0.00701173+0.00783918j 0.00167781-0.000869997j -0.00250378-0.0080967j 0.00382429+0.00903263j -0.0151646+0.0103725j 0.00375602+0.00223538j -0.0048855+0.0106908j -0.0064351-5.55969e-05j 0.00462567+0.00308801j 0.00168757+0.00684777j 0.00843247+0.00892087j -0.00173651-0.00642601j 0.00021735-0.00643215j -0.00974085-0.00333773j -0.00839737-0.00629197j 0.00448592+0.00259005j 0.0102379+0.0103888j 0.00535166+0.00461243j -0.00322653-0.00167754j 0.00741378-0.00320315j 0.00437065+0.00407228j 0.00376853+0.00227656j -0.000666712+3.50341e-05j -0.00150826+0.00362222j 0.00249753-0.00659658j -0.00421978+0.00187683j 0.00311341+0.00273379j 0.000374484-0.0035853j -0.00153365+0.000632889j -0.011408-0.00624135j -0.014768+0.00972117j -0.00247541+0.00180574j -0.00190991+0.00698349j 0.00059756+0.00990869j 0.00110746-0.00592651j 0.00157779+0.00678152j -0.00333812+0.00143344j 0.00174507+0.00934902j -0.00160252+0.0029129j 0.00677183+0.00115563j 0.00492855-0.00406378j -0.00282538+0.00430706j 0.00539626-0.00653049j 0.00105667+0.00736209j 0.00329478+0.00298413j 0.000777323+0.00411683j -0.00127622+0.00403337j -0.0088408+0.0141661j 0.0132978+0.00729884j 0.00191408-0.0114963j -0.00239018+0.00326799j 0.0035546-0.00527388j -0.00565884-0.000464599j 0.00599315+0.00144695j 0.00286079-0.00702094j 
-0.00293933-0.000587037j -0.000941746-0.00355565j 0.00465787-0.00161897j -0.00104515+0.0092946j -0.0050899-0.00411125j 0.0108143-0.000255369j 0.00600444+0.00129641j 0.00102506-0.00407961j 0.000253712+0.00975503j 0.00711246-0.0107674j 0.00401366-0.00275077j 0.0033773-0.00346515j 0.00202549+0.00240647j -0.00287878+0.00103219j -0.000883449+0.0021949j 0.00470148+0.00645879j 0.00423992-0.00247216j -0.00718286+0.00724012j 0.00573015-0.0171286j -0.000545177-0.00109698j 0.000153271+0.00268967j -0.0106368-0.0084567j -0.00691953-0.000750386j -0.00260936+0.00857807j 0.0024516-0.00430937j -0.00864945+0.00494267j 0.00152279+0.00298663j -0.000642285-0.00469836j -6.56578e-05+0.000120228j 0.0052454-0.00457599j -0.00123574-0.000562853j -0.00141483-0.00810688j 0.000905349-0.000297877j -0.00839428-0.00126667j -0.00378093-0.00180932j -0.000953614+0.00675642j 0.00358877-0.000969824j 0.00287114+0.00607207j 0.00659136-0.00672282j -0.00298153+0.00671971j 0.00326154-0.00242758j -0.00301016+0.0016161j 0.00129256+0.00128817j 0.000911568+0.00185969j -0.00177565-0.00800528j -0.00301643-0.00268797j -0.00124837+0.00159151j 0.000199922+0.000399664j -0.000416813-0.0032178j -0.00442549-0.0035475j 0.00464959+0.000993401j -0.00494629-0.000563776j -0.00230411+0.00386228j 0.00479396+0.00100435j 0.000258888-0.00412048j -0.00448548+0.00139838j 
0.00470317+0.00449375j -0.00288679+0.00286947j -0.00408162-0.00463699j -0.00861771-0.00361268j 0.00325201+0.00347437j 0.00529348+0.00752282j 0.00932658+0.00299839j 0.00748972+0.00351868j -0.0053749+0.00226362j -0.0025667+0.0033348j -0.00423839+0.00725994j 0.00416546+0.00201076j 0.000894192-0.00201962j 0.00435073-0.00103951j 0.0149349+0.00378869j 0.0058079-0.000618544j -0.00297388+0.0039141j 0.00291783+0.00578815j -0.0134177+0.0132305j -0.000275593+0.00510622j 0.00366373-0.00151256j -0.00891117+0.00566923j -0.0112135+0.00336855j 0.00646589+0.00198008j -0.00512054-0.0035408j -0.00223629-0.00646855j 0.00235348-0.00480955j 0.00796149+0.00232502j 0.00498887+0.0155891j -0.0168109-0.00297398j 0.00711256-0.00143595j -0.000303347+0.00211619j -0.000310515+0.00697638j -0.000865884-0.00420738j 0.00511813+0.00703939j 0.00176595-0.000730753j -0.00251186+0.00514604j 0.00248218-0.00954005j 0.00275854+0.00236095j 0.00016341+0.0021707j -0.00198257+0.00410703j 0.00265884+0.00307826j 0.00352292-0.00244794j -0.000519352-0.00174378j 0.00256242-0.00601731j -0.00172131-0.00205385j 0.00476452+0.00398089j -0.00738968-8.88123e-05j -5.30093e-05+0.00223907j 0.00278347-0.000147636j -0.00107331+0.00532501j 0.0011429-0.00209173j 0.00107282-0.00361883j -0.00346329-0.00226637j 0.00152019+0.00580929j 0.00360449-0.00213983j 
0.00207863+0.000661353j -0.001475+0.00293202j -0.00574228+0.00685757j 0.00205441+0.00274997j 0.00726615-0.00538655j -0.00526161-0.00154182j -0.00365612-0.00464509j -0.00248581-0.000457736j 0.000298429-0.000140114j -0.000801817-0.00374369j 0.00339915+0.000584622j 0.00034357+0.00135629j -0.0035035-0.000359402j -0.00558955-0.00118597j -0.00582232-0.000261513j -0.0101568+0.00978415j 0.00501098-0.00425337j 0.00229342-0.00239024j 0.00809833-0.00476931j -0.00629582-0.00261827j -0.00077201+0.00236103j 0.000400733+0.00212119j 0.00262869-0.00483904j -0.00396897-0.00482493j 0.000342308+0.000655149j 0.00799583-0.000596021j 0.0038311-0.00288626j 0.0063497+0.00161999j -0.00576049-0.0041486j 0.00342628-0.0101381j 0.0132675-0.00461019j -0.00963892-0.00498796j -0.000595811-0.00269662j -0.00248629+0.00261621j -0.000459922-0.00680971j 0.000501601-0.00598996j -0.00368939+0.00780456j 0.00320276+0.00673998j -0.00163099-0.00281822j 0.00244796+0.000568362j -0.000411941-0.00493912j 0.00419783-0.00435942j -0.00132092-0.000289893j -0.00175381-2.99437e-05j -0.000810169-0.00180534j 0.00146898-0.00643085j -0.00137049-0.00193136j -0.000466505-0.00216383j 0.000999521-0.00288662j 0.0022917+0.00793321j -0.00393845+0.00181203j -0.000343767+0.00148946j 0.00158478-0.000196566j 0.000192466-0.00279453j 0.00338062+0.00220804j 0.00131097+0.00071422j 
0.00373004+0.00396634j -0.00463823+0.00217641j -0.00695796-0.00268883j -0.00269706+0.00336298j 0.00966135+0.00419717j 0.00354332-0.000395625j 0.0111646-0.00116235j -0.00136355+0.00267408j -0.00409058+0.00411473j 0.00333209-0.00516953j 0.000473212+0.00361984j -0.00447931-0.000553206j 0.00116839+0.00247602j -0.0057891-0.0021884j 0.00874409+0.00376263j -0.0024863-0.00339731j 0.00382231+0.00857869j 0.00151039+0.0134736j -0.00583452-0.000754145j 0.00489613+0.00227217j 0.0102859+0.00188142j -0.0165845-0.00166478j -0.00854914-0.00120026j 0.00128334+0.00658868j 0.00825601+0.00388518j -0.000720568+0.00174389j -0.00138281+9.01097e-06j 0.0112186+0.000585854j -0.00272283+0.00771162j -0.00807393-0.00923823j 0.00391898-0.00524469j -0.00604387-0.00876491j -0.00218607+0.00929685j -0.00390725-0.00143703j 0.00891516+0.00186727j 0.00675048-0.000580957j -0.00146507+0.00517152j 0.00173102-0.00344666j 0.00145909+0.000373036j -0.00293485+0.00225954j -0.00334836+0.000704834j -0.000999824+0.00091082j 0.00446484-0.00714174j -0.00221414+0.00156548j 0.00142177-0.00174289j -0.00107784-0.00257989j 0.00539109+0.00427171j -0.00665618-0.00224107j 0.00117633-0.00570161j 0.00345068-0.00302807j 0.00323576+0.00449107j -0.000974746-0.00695687j 0.000928022+0.00337265j 0.000597702+0.000814745j 0.000908391+0.00215672j 0.00101968+5.92149e-05j 
