-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
0.000333087-0.000593416j -0.000176111-0.000938418j 0.00107001+0.000347527j -0.00084238+0.0047287j 0.00407794-0.00120139j -0.000161166-0.000545196j 0.00404447-0.000136574j 0.00109651+0.0023769j -0.00106174+0.00112565j 0.00501952+0.00192445j 0.00128872+0.000897281j -0.0038962+0.00603999j -0.00317754+0.00185471j -0.0058003-0.00078563j 0.00167038-0.00181911j 0.00631848-0.00368037j 0.00283767-0.00538331j 0.00761551+0.00219198j -0.0053111+0.00238142j -0.00585946+0.00427034j -0.000552128-0.00437413j 0.00649873-0.0034183j -0.0111818-0.00067335j -0.00739098-0.00201038j 0.00436095-0.00414188j -0.00250414+0.00097328j -0.00276977+0.00425363j -0.00410343-0.00468245j 0.00317922-0.00148684j -0.00508964+0.00799621j -0.00207298+0.000515898j 0.000928545-0.00473577j 0.0011642-0.00423594j 0.00258508+0.00561693j 0.000895133+0.0022574j 0.003857+0.000331603j 0.00608208-0.000936829j -0.00349705-0.00567387j 0.00954223+0.00272101j 0.00175679+0.00501262j 0.00607017+0.00588409j -0.000442921-0.00223978j 0.00469599+0.000543989j 0.00767805+0.00392704j 0.00727861+0.00395347j -0.00140857+0.00366815j -0.00393982+0.00517582j -0.00426574+0.00131324j -0.000592386+0.000275137j 0.00014121+0.0050869j 0.00165962-0.00383714j -0.00256903+0.00167638j 0.00243828+0.00429665j 0.00433442-0.00438093j -0.00104502-0.000256426j -0.00113131+0.00121368j 
-0.000625352+0.000462455j 0.00081156-0.000430409j -0.00346509-0.00272383j -0.000350585-0.00468058j 0.000631836+0.00136567j 0.00284472+0.00502839j -0.00853311+0.00319961j 0.00120721-0.00147268j 0.00595077+0.000540154j -0.00470165+0.00192843j 0.00533838+0.00381639j -0.00166114-0.0161806j 0.00321764-0.0087453j -0.000715282-0.000547582j -0.00243538+0.000533735j -0.00949769-0.00949708j -0.00412029+0.0170258j -0.00550256+0.00046589j -0.00088437-0.00590941j -0.00856888+0.000541853j 0.00281338-0.00709237j -0.00262406+9.09979e-05j 0.0087388-0.00167594j 0.00579252+0.00672972j -0.00575138+0.0114733j 0.004357+0.000150988j 0.00338325+0.00247591j 0.00201513+0.00937827j -0.00309867-0.00258796j -0.00159114-0.00816333j 0.00255997+0.00352504j 4.30152e-05+0.0108056j -0.00207298+0.0160194j 0.00221771-3.8614e-05j 0.00926942-0.00304949j -0.00638393+0.00628081j -0.0046419+0.00155567j 0.00074222+0.00231282j -0.00382919-0.0107933j 0.00521864-0.00158932j -0.0069725+0.00567659j 0.00473026+0.00382929j -0.00674342+0.000268535j -0.00368886+0.000992794j -0.0107461+0.00460114j -0.00470871+0.00626448j 0.0026095+0.00743256j 0.00210635-0.00571861j -0.00371673-0.00359841j -0.00436273-0.0105273j -0.00564728-0.00541853j -0.00159424-0.00336783j -0.000133569-0.000366529j -0.00261085+0.00562976j 0.000640282-0.00105905j 0.000334068-0.00137257j 
-0.00914119+0.00287814j -0.00122026-0.0110783j 0.00474961-0.000253246j -7.46618e-05+0.00544919j -0.0101949+0.00790983j -0.00283261-0.00896267j 0.00586108-0.00319952j 0.00312288-0.00161124j -0.00481672+0.00627682j -0.0116238-0.00305214j 0.0012189-0.0015634j -0.00320883-0.00410768j -0.0101058-0.00392987j -0.00223238-0.00293808j 0.00791853+0.0100634j -0.0140703+0.00101494j -0.00886226+0.0038257j -0.0105947+0.00333356j -0.00504869-0.00760636j 0.00910278+0.0037753j -0.0019567+0.00490357j -0.00122673-0.00325895j 0.00449945+0.00779936j -0.00402147-0.00597713j 0.00436998-0.00406179j 0.00876556+0.00355673j 0.00120172-0.00529438j -0.00686415+0.00262356j 0.00305063+0.00184496j -0.00563336-0.00600427j 2.75545e-05-0.00628071j 0.00305763+0.00297719j 0.00110155-0.0151515j 0.00321089-0.00525516j 0.00467282+0.00649124j -0.000910144+0.0120108j 0.000789763-0.010605j 0.00500951+0.0125682j 0.00688201-0.00485379j 0.0149248+0.00675866j -0.00217191+0.00857575j -0.00119755-0.0051269j 0.00248038-0.00329004j -0.000230615+0.00501341j 0.00448964-0.00219132j 0.0109048+0.00590624j -0.00828561-0.00610366j 0.00391723+0.00154082j 0.010956-0.011669j 0.017787-0.00228555j 0.00647947+0.0130392j 0.00250931-0.00462946j -0.00777046+0.0156822j 0.0135904-0.00194026j -0.00292535-0.00307751j -0.00105972+0.00854112j 
0.00140992-0.00253652j 0.00191424+0.000219868j -0.00190616-0.00373418j 0.000743041-0.0015084j 0.00445666+0.00986344j -0.00598016-0.00683656j -0.000716488+0.00330824j -0.00467469+0.00883315j 0.00269603-0.00119753j 0.00668484+0.00580906j -0.00210924-0.00316789j 0.00751864-0.00410376j -0.0082262+0.00548564j -0.00192592-0.00704543j 0.00678351+0.00453924j -0.00907289-0.00927162j -0.00832136-0.00356691j -6.95388e-05+0.00186915j -0.00547178+0.000381903j 0.00255395-0.00605074j -0.00654543-3.65432e-05j 0.00842177-0.000727183j -0.00205148+0.00572134j 0.00698316+0.0036063j 0.00990727+0.00111568j 0.00678892-0.0115455j 0.00174259+0.00423099j 0.00589858+0.00102063j 0.0101266+0.00819477j 0.0112545-0.00533319j 0.00107907-0.00274151j -0.00994933-0.00638362j -0.00511999+0.00116702j -0.00522442+0.00525848j 0.0113157+0.000325328j 0.00836114-0.00067383j 0.00119217+0.00159588j 0.00687445+0.0040815j 0.00591459+0.00688611j -0.00169162+0.00350083j 0.00586095-4.81022e-05j -0.00435292+0.00430523j -0.000627171+0.00466351j 0.00598554+0.000932471j 0.00463232+0.00619104j 0.00253407+0.00359381j -5.62758e-05-0.00623024j -0.00585285+0.00103769j -0.00193095+0.0101952j 0.000722522+8.7707e-05j -0.00158155-0.00973739j -0.00445185+0.000387667j 0.000645498-0.00170589j -0.000595314-0.000361277j -0.000165374+0.000260793j -0.00115823-0.00289795j 
-0.0040181-0.00618845j 0.00680283-0.00374248j 0.00259269-0.000960998j 0.00164347-0.00331309j -0.0116952-0.000992001j -0.00210745+0.00438579j 0.00132943-0.00386051j -0.00383652-0.000611664j 0.00698759+0.00287936j 0.00390329-0.0115169j -0.00435061-0.0064527j 0.00799613-0.00104782j 0.00521096-0.00408277j 0.00813245+0.00746986j 0.0128404+0.00349348j -0.00217114-1.6877e-05j 0.0010084-0.00410725j -0.010791-0.00310068j 0.00488192+0.00111171j -0.0032538-0.00475647j -0.00976981-0.00203764j 0.0073041+0.0048982j 0.0104496+0.00374831j 0.0082941-0.00625178j 0.0014908-0.000803529j 0.00748554-0.00438345j 0.00620683-0.00460631j -0.0108421+0.00193532j 0.0108074-0.01336j 0.00192516-0.00282951j -0.0027309-0.00785642j 0.000919493+0.0137247j 0.00568557-0.0093446j -0.00238172+0.00438956j -0.000771583+0.00335618j -0.00965464-0.00530182j -0.00896695-0.00562494j 0.00197587+0.00454736j -0.00368151+0.00464581j -0.00372308+0.00216799j -0.00397396+0.00632239j -0.00566723+0.00925098j -0.00103208+0.00486512j -0.00339761-0.00209344j -0.0164343+0.00535318j 0.00225648-6.93319e-05j -0.00808116-0.00346576j 0.000573528-0.00718579j -0.00711893+0.00985383j 0.00310176-0.00258597j 0.00263512-0.0111987j -0.0033979-0.000758608j -0.00213542-0.00833519j -0.00492547+0.006585j -0.00351138-0.00380313j -0.00315359+0.000578906j 
0.000979757+0.00276962j -0.00218312+0.00350097j -0.00185291+0.00585652j 0.00068358-0.00259677j 0.00282426-0.00481355j -0.00666278+0.0013158j 0.00347284-0.00297704j 0.00100607+0.00405727j -0.00925964+0.00477378j -0.00672922+0.00182785j 0.00880258+0.012434j 0.00471456+0.0134557j -0.00841043+0.000912939j 0.00253732-0.00655452j 0.000833569-0.00273677j 0.00351389+0.000270282j 0.00586654-0.0104569j 0.00500547+0.00890753j 0.00270008-0.000550253j -0.00597953+0.00253806j 0.00537589-0.00868071j 0.0035683+0.00292239j -0.00719622-0.00648037j -0.0107209+0.00488722j 0.00768844+0.000899339j 0.00456939-0.00367774j -0.00850808+0.00355317j -0.00304206-0.00617395j 0.00466719+0.00285332j -0.00861804-0.0024743j -0.000432138-0.00968346j -0.0100189-0.000392949j -0.00114917-0.00452833j -0.000342191-0.00345386j -0.00667742+0.00567651j 0.0016858+0.00584307j 0.00707509-0.00582562j -0.00566575+0.00222556j 0.00757576-0.00509061j 0.0182376+0.0050058j 0.00244919+0.0055564j 0.00632926-0.00909878j -0.00106185-0.00523985j 0.00722518+0.00708777j 0.00912552+0.00483024j 0.00622197+0.0051338j 0.00422013+0.00365073j -0.00219801+0.0055601j 0.00151678-0.00171932j 0.00761403+0.00377365j -0.00802616+0.00854633j 0.00171959+0.00615835j 0.00320672+0.00716331j 0.00329012-0.00507139j 0.00453327+0.00371201j 0.00655485+0.000467099j 
0.000887838-0.000840664j 0.000711883+0.00150553j 0.00214107+0.000619231j 0.000561198-0.00451196j 0.00178283-0.00704569j -0.00246209+0.00283433j -0.00646901+0.00426652j 0.000536356+0.0023772j -0.00338706-0.00820721j 0.00745363+0.0100788j -0.0021374+0.00536425j -0.00658801-0.00164506j 0.00560587+0.0121086j 0.00568542+0.00034187j 0.000944512-0.00972879j 0.0118944-0.00988869j 0.0011305-0.00677621j 0.00329064-0.0032675j 0.00130405-0.00205519j -0.00845747+0.00148248j -0.003641+0.000497031j 0.00285716-0.00661681j -0.00645603-0.00636985j 0.0118972+0.0118216j 0.00761936-0.00184328j 0.00135626-0.00375158j 0.00601231+0.004802j 0.00944576-0.00115642j 0.00193723-0.0063829j -0.00662322+0.00783657j 0.00942169+0.00351835j 0.00574209-0.00117461j 0.000606773+0.00428805j 0.00930291-0.00533605j 0.00432279-0.000987205j 0.00145653-0.00581076j 0.0024551+0.0115675j -0.00242472-0.00422018j -0.00838587-0.00209175j 0.00621268+0.00756765j -0.00638042-0.00205145j 0.00406181-0.00261864j 0.00609712-0.000361984j -0.011053-0.0047623j -0.00539481-0.000253183j 0.000885258-0.00626579j 0.00421101+0.00243928j -0.0077356-0.00163254j -0.000780152-0.00857356j -0.00836612-0.000730023j -0.00854998+0.00421083j -0.00389138+0.00841105j -0.00181935-0.00194596j -0.00364135-0.001759j 0.00207469-0.000924903j -0.0016069-0.00179349j 
0.00877231-0.00243329j 0.0012713+0.00905027j -0.00248665-0.000569686j -0.000740827+0.00350589j 0.0178859+0.0108534j -0.00597372-0.00453553j 0.000876008-0.00445236j -0.0101495+0.00409549j 0.000966299-0.00563445j 0.00620909+0.00221283j -0.00541681-0.00861377j 0.0101673+0.000909875j -0.00091812-0.00552788j 0.00112477-0.00416776j 0.000768503-0.00011764j -0.00875752-0.00569115j 0.00195612+0.00697614j 0.000911265-0.00673548j 0.00253334-0.00212343j 0.00298582-0.00468005j -0.00101676+0.00605765j -0.00259304-0.00175317j -0.0011768+0.00015056j 0.00154778-0.00745051j 0.000275486+0.00035917j 0.00382171-0.00337788j 0.00146708+0.00481144j 0.0112171-0.00892333j 0.00769802+0.00838937j 0.00366408+0.00289466j -0.00661069-0.00845599j 0.000319435-0.0113899j 0.000325402+0.00163673j 0.00170336+0.0101842j 0.00638194+0.00482059j 0.0151859-0.0105785j -0.0117809+0.00617154j -0.0026513-0.0110652j -0.00373419+0.00780691j -0.0160291-0.00881982j 0.00690568-0.00846479j -0.0124042+0.00413533j 0.00518573+0.000794234j 0.00073497+0.000798316j 0.0118273-0.0031837j -0.00535756-0.00642794j -0.000184436-0.00376961j 0.000526606+0.0038561j 0.0010753+0.0095834j 0.00241925+0.0136525j 0.00672946-0.0081413j -0.00108877-0.000370442j 0.00426609-0.00743125j -0.00745762-0.00522399j 0.00344459+0.00257275j 0.000315387-0.00608503j 
-0.00158964+0.00158717j 0.00049827-0.00017862j 0.00635588+0.000487883j 0.00263024+0.00232092j -0.00759246-0.00289189j -0.00372816+0.00133081j 0.000614658+0.000163075j -0.0022612+0.000565411j 0.00313756-0.000984618j 0.00290497-0.00603156j -0.00234539-0.00238764j 0.00903877+0.00640038j -0.00136377+0.00189452j 0.00238238+0.00212122j 0.00015253-0.00478612j 0.00426283+0.00721837j 0.000388815-0.00679789j 0.00400801-0.00279087j 0.00685948+0.00697347j 0.00113291-0.00159577j -0.00385199+0.00605584j 0.00269514+0.00730685j -0.00403727-0.000833375j -0.00148646-0.000366077j 0.00332239-0.00642517j 0.00213111-0.00544473j -0.000994272-0.00372053j 0.00579585+0.00150301j 0.00497455-0.00474208j 0.00255785+0.00815635j -0.00264337-0.000743966j -0.00897004-0.0046011j 0.000254122-0.00125088j -0.010222-0.00313155j -0.00891725+0.00119826j 0.00801619-0.00742237j 0.001831+0.00409952j 0.00398676+4.08043e-05j 0.00283775+0.00518346j -0.0034442-0.00130537j -0.00211732-0.00476263j -0.000329593-0.00207363j 0.00301985-0.00341506j -0.00104546+0.000165689j -0.000982974-0.00226406j -0.00308598-0.00567471j 0.00344576-0.00465218j 0.00404044+0.00579539j 0.0042662+0.00477464j -0.00181912+0.00357396j 0.000880748+0.00203384j -0.00200672+0.00219215j 0.00311761-0.00391542j 0.00445791-0.00065659j -0.00143008-0.000493999j -0.000407673+7.79894e-05j 
-0.003598+0.000555661j -0.000274771-0.000742794j 0.0071838+0.0100644j 0.00109934+0.00266412j -0.00733792-0.00682822j -0.0038454-0.0104592j -0.00134402-0.00795921j -0.00688229+0.00297763j 0.00321989-0.00118078j -0.00164611+0.000952796j 0.00195774-0.00354686j 0.00261601-0.0133517j -0.00503285-0.00207351j -0.00344255-0.00394009j -0.00278938-0.0104586j -0.00647595-0.00916907j -0.0069544-0.00456496j -0.000103434-0.00875755j 0.00177332-0.0059392j -0.00334051+0.00363732j -0.00798894+0.0039648j 0.00985781-0.00081049j -0.00832936-0.000691601j 0.0164009+0.00442525j 0.00203982-0.00963443j 0.00779099+0.0064626j 0.00442503+0.00583722j 0.00664779+0.00400227j -0.000263162+0.00321705j 0.00431135+0.00200222j 0.0148971-0.00842216j 0.00211507-0.00045271j 0.0110758+0.00573407j -0.00055103+0.00711503j -0.00441662-8.86834e-05j -0.00544066+0.0140267j -0.00337166+0.00100359j 0.00156073+0.00362817j 0.000245768-0.00122895j -0.00141318+0.00419949j 0.000621346-0.00744691j 0.0070753+0.0107813j 0.00219722+0.00236681j 0.00157197+0.00351904j -0.00483108-0.0034169j 0.00647819-0.0115131j -0.00248065+0.0074517j 0.00152967+0.000676583j -0.0013518-0.00335972j -0.00233027-0.00653192j 0.00738962+0.00259773j 0.00444772-0.000559943j 0.000832462+0.00295031j 0.000122844+0.0045449j -0.00264168-0.00198299j 0.0012427+0.00252287j 
0.00284595+0.00752908j -0.00568463+0.00258731j -0.00892922-0.00118308j 0.000489362-0.00921969j 0.00171071-0.0124092j 0.00229024+0.000507688j 0.000510585-0.00671828j 0.00789491+0.0103792j 0.00359594-0.00121045j 0.000322969+0.00461667j 0.00206078-0.00216948j 0.00137104-0.00294149j 0.00463195-0.00159366j 0.00820254+0.00511888j 0.00676213-0.0022304j 0.00415165-0.00569218j 0.00290703-0.00422914j -0.00599133-0.000419307j 0.00178804+0.00138275j -0.00744725+0.00670508j -0.0140235+0.00282452j -0.00160995+0.0045407j -0.0139383+0.00516713j 0.0033026-0.00223611j -0.0105131-0.00357005j 0.0017158-0.00906307j 0.00616562+0.00396624j 0.00121376+0.00406487j 0.00237146-0.00583449j -0.00286736-0.00165479j 0.000731548+0.00141027j 0.00302055+0.00423841j -0.00281545+0.00449849j -0.00434007-0.00590607j 0.00711826-0.00584796j 0.000795803-0.00208297j 0.00267447+0.00149233j 0.0015532-0.00502698j -0.00112001-0.00275968j 0.00926834+0.00493378j 0.00332666+0.000465299j -0.00401719-0.0136313j -0.00791767+0.00280448j -0.00320919+0.00213831j 0.000820504+0.00100701j -0.00548835-0.00180262j 0.00299777-0.00470611j -0.0014428-0.00533869j 0.00332789-0.00137164j -0.0053078+0.000592853j -0.005018+0.00614798j -0.0010101-0.00284307j 0.0059069-0.00861448j -0.00458817-0.00326507j -0.00287862+0.00708254j 0.00553296+0.00215917j 
0.000945306+0.00538889j -0.00345131+0.00108026j 0.00173977-0.000325015j -0.00206836-0.00245758j -0.00327743-0.00453065j 0.00723465+0.00674004j -0.0113355+0.00271368j 0.00501784+0.000110958j 0.00985318-0.00726953j -0.00964964+0.00738972j 0.0049451+0.000853055j -0.0057409-0.00810659j -0.00318825+0.00539951j 0.000702336+0.000771332j -0.000450173-0.00417061j 0.00661323-0.00593295j 0.00359288+0.00728744j 0.00134275+0.0063738j -0.00474132+0.00737544j -0.0111946-1.45088e-05j 4.03173e-06-0.00968162j -0.0108762+0.00540184j -0.00596629+0.00339767j 0.00593787+0.00155923j -0.0238896+0.00192069j -0.00178591-0.00336611j -0.00505118+0.00634166j -0.00509731+0.00681886j -0.0053391+0.00456615j -0.00463086-0.0041996j -0.00416695+0.00891346j 0.0099883+0.00231044j -0.000950315+0.0104967j 0.0081862+0.000980488j 0.00430353-0.00502748j -0.00248342+0.00884194j 0.000145591+0.00246971j -0.00298459+0.00113924j -0.000173989-0.00478289j -0.00829095+0.00237434j -0.00079639+0.000352749j -0.00289053-0.00543375j 0.00159784-0.00683533j -0.000919954+0.0031121j 0.00137702+0.00777256j -0.00821066+0.00766604j 0.00139001+0.00613242j -0.00382555+0.00401918j 0.00188622-0.00153133j -0.00476682-0.00423989j -0.0014613+0.00447665j 0.00306415+0.00188256j 0.00175836-0.00150711j -0.00293333-0.000425528j 0.000764326+0.00182133j 0.00313479-0.00190257j 
-0.00401402-0.000740663j -0.00251444-0.00521324j -0.00565877-0.000791597j -0.000647236+0.00647848j -0.00232085-0.00234013j 0.0157172-0.0042901j -0.00663332-0.00335203j 0.00454527-0.0169364j 0.012241+0.00317029j -0.00461182+0.00224253j -0.00076803-0.00080928j -0.000188847-0.00480907j -0.00325661+0.000451573j -0.00600038+0.00606742j 0.00362907+0.0151364j 0.00357016+0.00228087j -0.00670702-0.000897332j -0.0107639-0.00202235j -0.00295433-0.00691055j 0.00884187+0.0063855j -0.00321913+0.00510865j -0.00593029-0.00748524j -0.00337371+0.00644198j -0.001444+0.00303201j 0.00343383+0.00197992j 0.00158534+0.00846455j -0.00386735-0.00840652j -0.000873846-0.00582385j -0.00248742+0.00215386j -0.00716275+0.00318077j -0.00396077+0.0031979j 0.0108836+0.00427777j -0.00166442-0.00219427j 0.013227-0.00195481j 0.0080327-0.00718763j -0.0034129+0.00653036j 0.00740885-0.00383051j 0.00691349+0.00158291j 0.00640902+0.00209875j 0.00484603+0.000845344j -0.00374001+0.0117152j 0.00018526+0.00249169j 0.00536253-0.00855967j -0.00539944+0.00621215j -0.00478016-0.00501547j -0.000467767+2.98948e-05j -0.00535999+0.00329897j -0.000834567-0.00707973j 6.16292e-05-0.00623739j -0.00973437-0.00472119j -0.00205332+0.00594727j -0.00098982+0.00260336j -0.0016274+0.00314861j 0.00148414-0.00067279j -0.00198509-0.000661506j -0.00183199+0.00389575j 
-0.000983303-0.0031617j 0.00212715-0.000744739j 0.00734142+0.00399484j -0.0020508+0.00683366j -0.00399847+0.00514515j -0.00880224-0.00636692j 0.0159543-0.00548053j -0.00242074+0.002748j -0.00941131+0.0066026j 0.00225632-0.00596535j 0.00403992+0.000248431j 0.00455191+0.0036746j -0.0031555+0.00153782j 0.00161421-0.00139129j 0.00624298-0.00397893j 0.0086516+0.00634331j 0.00236738-0.0189588j -0.000123097+0.00544305j -0.00818414-0.00542011j -0.00493528+0.00284982j 0.0030843-0.0025943j 0.00376856-0.00593102j -0.00378229-0.0057748j -0.00754572+0.00447336j 0.00599675-0.00605967j 0.000198338-0.00505858j -0.00139006+0.00245505j -0.00542337-0.00988757j 0.00118419+0.0124595j -0.00278672+0.000885471j 0.00299161-0.0126173j -0.00691007+0.00674696j 0.000804775-0.00241712j 0.00471828+0.00652319j -0.00901215+0.00645473j -0.00992818+0.00656958j 0.00380435-0.0132855j -0.00591709+0.000371099j 0.00192555+0.000174097j -0.000561869+0.00439337j 0.00631561+0.00448294j 0.000178079+0.00325262j 0.000124223+0.00144573j 0.0137707+0.00142844j 0.00748317+0.00274853j 0.00819624+8.36306e-06j -0.000974399-0.00213361j 0.00137488+0.00913055j -0.00054283+0.00868822j 0.00927155+0.00509051j 0.00647535-0.00682753j 0.000732045-0.00233937j 0.00198147+0.00837386j 0.0064348+0.00237749j -0.00149551-0.00133611j -0.000161634+0.000159375j 
-0.00266208-0.00313003j 0.000548179-0.00473161j -0.00811025-0.00352899j 0.00030135-0.00087255j -0.00123777+0.00970877j 0.0015453-0.0153419j 0.00645559-0.00552067j -0.0014102+0.00254853j 0.00471482-0.00473836j 0.000943244+0.00682853j -0.00670666-0.00681462j -0.00232146-0.0157014j -0.00243195-0.00235032j -0.0117982+0.00200443j -0.00179573-0.00108687j -0.0143328-0.00220113j -0.00326123+0.00691864j -0.0148796-0.00246831j 0.00111091-0.00632382j 0.0147864-0.00449781j -0.00691518+0.00376715j 0.00296136-0.00997207j 0.00858263+0.00600479j 0.0104729-0.00026j 0.00958587-0.00988963j 0.00477302+0.00732j 0.00664463-0.00436033j 0.00210146-0.00162448j 0.00228372-0.00861089j 0.0128879-0.00814624j 0.0109995-0.00961555j -0.00779078+0.00376008j 0.00180831-0.001198j -0.00838138-0.00300203j -0.000206616-0.00622864j -0.00614602+0.0113991j -0.000111192+0.00185064j 0.00711406+0.00849666j -0.0061329+0.00435791j 0.0108159+0.00398165j -0.00675834+0.000513237j 0.00398138+0.00432582j 0.00149622+0.0046158j -0.000708282-0.00455072j -0.00837213-0.00109414j 0.00813921+0.000185422j 0.000838946-0.00757267j -0.00113582-0.00376264j 0.000641394-0.00210574j 0.00085909-0.00688648j 0.00583997+0.000312579j -0.00200642-0.00413882j -0.00717913+0.000706112j -0.00143569+0.00324274j -0.00294913-0.000244295j -0.00257629+0.00444212j 
-0.0068843-0.0022303j 0.00203894-0.00764306j 0.0148434+0.000978471j 0.00190097+0.0114257j -0.00043465-0.00369507j -0.00341399+0.0018496j 0.00174039+0.00507837j -0.000456669-0.00833455j -0.0111777+0.00429839j 0.00459158+0.000640645j 0.00108841+0.00357128j -0.00383921+0.01073j 0.00479643+0.00197074j 0.000213616-0.00197853j 0.00106392-0.00412752j -0.00466342-0.00799873j 0.00559275+0.00626616j 0.00214402+0.00294347j -0.00213948-0.010553j -0.00572265-0.000311876j 0.006652+0.0019606j 0.00712978-0.00272439j 0.00363683-0.00600167j -0.00774511-0.00846918j 0.0083347+0.00212575j -0.00117522+0.0115493j 0.00569903+0.00401492j -8.28285e-05-0.00183763j 0.00170884-0.00650409j -0.00768882+0.0127984j 0.0039534+0.0033173j 0.0142021-0.00576225j 0.0050121-0.00206557j 0.00516039+0.00423514j -0.00159984+0.00807445j 0.00180813+0.00311186j -0.00768327-0.000244314j -0.010805-0.00298179j 0.00283594-0.00558649j -0.00854826+0.00451532j -0.00510906+0.000304593j 0.00182811+0.0159581j 0.00661963-0.00379526j -0.00284634+0.001751j -0.00518111-0.00300228j -0.00143241-0.00521566j 7.17881e-05+0.00574227j 0.0041475+0.00395189j -0.00367341-0.0138796j -0.00524299-0.0103291j 0.00297705-0.00395456j -0.00151359-0.0025214j -0.000422708+0.0134732j 0.0108935+0.00390091j -0.00329311-0.00897315j -0.00658715+0.00235876j 
-0.00870113-0.000915959j 0.000660923-0.00829999j 0.0101151+0.00798469j 0.00215049+0.00540948j -0.00841532-0.00227376j 0.00192523-0.00492149j -0.0111802-0.00648076j -0.00540644-0.0102625j 0.00178416-0.00224269j -0.00936359+0.00305241j 0.000179963-0.00725333j -0.00499406+0.00274604j -0.0066147+0.00629587j -0.00255597-0.00497069j 0.000182148+0.00419349j -0.00312246-0.00310563j -0.00490351+0.0019168j -0.000930834-0.0129022j 6.16443e-05-0.00659116j 0.00174061+0.00180317j -0.0062681+0.0124284j 0.00684135-0.000260965j -0.00293493-0.00618048j -0.00128435-0.00290124j 0.00447394+0.000333056j 0.00746276-1.93594e-05j -0.00898472-0.00642544j -0.00305347+0.00154081j 0.000227018-0.00176095j 3.42947e-05+0.00250809j 0.00171856-0.0022425j 0.0075217+0.00920139j 0.00133598+0.00199472j 0.00792674-0.00110206j 0.00135584-0.00670294j -0.00396671+0.00293572j 0.00478366-0.00581842j 0.00465364+0.00797619j 0.00124413-0.00352958j 0.00608838+0.00350636j -0.00349089+0.00067977j 0.00128523-0.00486602j -0.00228592-0.00450192j -0.0022806+0.002809j -0.00637206+0.00356504j 0.00192581-0.00349649j -0.00518692-0.00322061j 0.000913745-0.000849999j -0.000174435-0.0106965j -0.00228593-0.00593181j 0.0037534+0.00104523j -0.000654989+0.00269118j -0.000714643+0.0106206j 0.00922675-0.000584444j -0.0037502-0.00463174j -0.00150091+0.00342725j 
-0.00502319+0.00500049j -0.00332334-0.00540952j 0.0135498-0.00207716j -0.000826869+0.00915242j -0.00462929-0.000439931j -0.00943549-0.00230927j 0.01118+0.002849j 0.00584493+0.00251609j -0.00873125+0.0073341j 0.00274537-0.000443923j 0.00276467-0.00101078j -0.000735043+0.00536623j -0.0026018+0.00239498j -0.00343028-0.00637685j 0.0055502+0.00101243j -0.00291769+3.30113e-05j -0.00434819+0.00957052j 0.00224318+0.00752099j -0.00900154-0.0057148j -0.00377476-0.000299856j 0.00615948-0.000254307j 0.000221553-0.00475307j -0.0094013-0.00245644j 0.00260756-0.00301516j 0.000730158+0.000870458j -0.0112492-0.00459793j 0.00267826+0.0024054j 0.00205878+0.00328709j 0.00949926+0.00815473j 0.00600726-0.00851778j 0.0156215-0.000819582j -0.0055309-0.0043033j -0.00466432-0.00135296j -0.0165873+0.00207147j -0.00694891-0.00124328j 0.0095882+0.00363818j -0.00431644-0.0012481j -0.00171257+0.0015643j 0.0119443-0.0153939j -0.0116372+0.00282554j -0.00452707-0.00961061j -0.000701072+0.00510729j 0.00698786-0.000525831j 0.00290346+0.000587173j -0.00103325-0.00184011j -0.00349146-0.00278925j 0.00141891-0.000539942j 0.00501895+0.0076805j 0.00922357-0.00445868j 0.00213808-0.00267375j 0.00724021+0.000761224j 0.004113-0.00796495j -0.000137734+0.0133051j 0.0118636-0.00078624j -0.00221509-0.00187557j -0.0011567+0.00303582j 
