-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
0.0050613+0.00286876j -0.00168161+0.0062494j 0.00431324-0.00056467j -0.000546346+0.000243586j -0.00800336+0.0120412j 0.0149049-0.0018288j 0.00984656+2.74803e-05j -0.00125886+0.00544435j 0.00445469-0.010997j -0.00589196-0.00482569j -0.0155336+0.0100184j 0.00119077+0.00650633j 0.00596046+0.00195782j 0.0163618+0.00681565j 0.00202347-0.00617411j 0.0027566+0.000680744j 0.00233851+0.00200469j -0.00347671-0.000733777j -0.0134709-0.00883619j 0.0193189+0.00638701j 0.0224621+0.000328911j -0.00235695+0.00332069j -0.00372929-0.00562023j 0.00940243+0.00269233j 0.00821147+0.00233512j -0.00319237-0.0201317j -0.0246476-0.000650336j 0.00288884+0.0102418j -0.0123314+0.00515836j 0.00578402-0.00273462j -0.0090574-0.00602344j -0.0216709-0.00299118j 0.00425289+0.0160949j 0.00593343-0.00464117j -0.00927513+0.0128225j 0.0107424-0.00376924j -0.00407417-0.0069447j -0.000299804+0.0130281j -0.00246855-0.00787604j 0.00464086-0.00250367j -0.00864908+0.00910079j -0.0145453+0.00552974j 0.00898545+0.0078503j 0.00392817+0.0177507j -0.00278421+0.00857287j 0.0140401+0.00198372j -0.00691603+0.00592319j 0.0118706-0.00321023j 0.00476143+0.0059001j 0.0136505-0.000664629j 0.00503199+0.00126012j 0.0223627-2.25417e-05j -0.0126095-0.00704343j -0.0186023-0.00622625j 0.00160004+0.00706757j 0.00133005+0.0205177j -0.00693135+9.3991e-05j 0.000738962-0.0174678j -0.00295637+0.00515128j -0.00767874+0.00612961j 0.00689603-0.0121606j -0.000167959-0.0126378j 0.0170499-0.00482868j 0.00396643-0.00652664j 0.0189822-0.00626473j 0.00139149-0.00354501j 0.0115178-0.006619j 0.00725891+0.00130573j 0.00620486+0.00414496j -0.00266505+0.0098161j -0.00747034+3.04793e-05j -0.0123681-0.00807696j -0.010079+0.00358664j 0.000774381-0.00635031j 0.00627507+0.000959593j -0.00324831+0.00106096j -0.00020701+0.00262769j 
0.000107631+0.00267141j -0.00195358+0.000815401j 0.00820076+0.00491651j 0.00930038-0.00480286j -0.00909758+0.00305956j -0.0016029+0.00897106j -0.000319284-0.0106319j 0.00473621+0.00658338j 0.000637341-0.00696653j -0.00193891+0.00498684j -0.00687464-0.0010228j 0.00729062+0.00339672j -0.010799-0.000894995j 0.0057453+0.00602364j -0.0160992+0.00226044j 0.00979389-0.00633461j 0.00714443+0.00337821j 0.0057163-0.00698058j 0.00544192+0.00405734j 0.00171193-0.0073241j 0.00465286+0.00534297j 0.0126849+0.000385239j -0.00973069+0.00869066j 0.00746142-0.00458289j -0.00758434-0.011289j 0.0129883+0.00244143j 0.0026048-0.00454098j -0.0146607-0.00819757j 0.00347549+0.00588191j -0.00571643-0.000863076j 0.000199306-0.00537931j 0.00259647-0.00909998j -0.0152399-0.00265861j 0.00675873+0.0173705j 0.00039327-0.0081763j -0.00382404+0.0012971j 0.00713697+0.00203419j 0.00449746-0.00259637j 0.00197366-0.0135365j 2.13595e-05-0.00612672j -0.00661168-0.00304701j 0.0197045+0.001619j 0.00429844-0.0130848j 0.0130804-0.00267412j -0.000743085-0.0064827j -0.0110988-0.00898098j 0.0110561-0.00612158j 0.000421666-0.00369384j 0.00960969+0.014886j -0.0207425+0.00264679j -0.0106063-0.0113254j -0.000698943-0.0172526j -0.00240648-0.0104169j 0.000267666-0.0152645j 0.0109009-0.0041337j 0.00104396-0.0050035j -0.00598448+0.000225847j -0.0138136-0.00725953j 0.00640483-0.0103294j -0.000603273-0.0168878j 0.00622458+0.0017881j -0.00678671-0.00169236j -0.00933581-0.00051448j 0.00257506+0.00825935j 0.00190387-0.00723511j 0.00593314+0.00303101j -0.00379496+0.00146517j -0.00257029-0.000114953j 0.00913548+0.00105466j 0.00520001+0.0119341j -0.000392504+0.00449151j -0.00369563-0.00151828j -0.00790698-0.0174196j 0.0070223-0.00845679j 0.00491314+0.00310706j -0.00752659+0.00147389j -0.000624552+0.00667479j 
0.000577102-0.00625661j 0.00639176+0.000660038j -0.00463611+7.23329e-05j -0.00235989+0.00354662j 0.00942014-0.00631031j 0.00136483-0.00823545j -0.00183935+0.00436901j 0.00155928-0.00244082j 0.00426694+0.0137007j 0.00439139-0.00169304j 0.00194872-0.00674094j -0.000594614+0.00416438j 0.00149354+0.00350427j 0.00408091-0.000531054j 0.00950207+0.00360116j -0.00762644-0.0120062j 0.0065962+0.00178331j 0.00361668-0.00609425j -0.00640868-0.00113096j -0.00864284-0.00107687j 0.00634933+0.00203182j 0.00225227+0.00295632j 0.00105991-0.00281431j -0.00419028-0.00402547j -0.00894975+0.00786573j -0.016855+0.000786402j 0.00350392-0.000726861j 0.00132339-0.00846452j 0.00492008+0.0102793j -0.0115458+0.00190601j -0.0126377+0.00395871j 0.0108321-0.00209305j 0.00633778-0.00920318j -0.00290684-0.00527887j -0.00481997-0.014949j -0.00287496+0.00898508j 0.00751821-0.000402479j 0.00715717-0.00742639j -0.00293698+0.00219034j -0.00846288-0.00165282j -0.0118923-0.00370037j 0.0130371-0.0103119j -0.0159223-0.0102568j -0.00427943+2.63336e-05j 0.00615393-0.00872065j -0.0158178-0.00166455j 0.00205193+0.000194426j -0.0012798-0.00795262j -0.00159723-0.00683828j 0.00225809-0.00317086j -0.0129409-0.00610975j 0.00304451-0.00437136j 0.00656609-0.0074043j 0.00372176+0.0136525j -0.000593791-0.0112342j -0.0047625-0.0031606j 0.00431086+0.000413943j 0.00459186-0.00379189j 0.00342793-0.0073274j 0.00422752-0.00404355j 0.00274826-0.00611664j -0.0118856-0.00337817j 0.0126851+0.00814953j 0.00648278-0.00532737j -0.00363548+0.00428396j -0.00526755-0.00345603j 0.0131249+0.002455j -0.00232105+0.00784012j -0.00241902+0.00068668j -0.00729023-0.0102148j 0.00409593+0.00188826j -0.00958169+0.000917836j 0.0106539+0.00967668j -0.00115909+0.00892212j -0.00332372-0.00312578j 0.00470407+0.0013425j 0.00213857-0.00578936j 
-0.000906688+0.00229915j -0.00256341-0.000491426j -0.000649948-7.23635e-05j 0.00155289+0.00302053j -0.00473406+0.00151849j -0.0107956+0.00875423j -0.00818344-0.0152606j 0.00329662-0.0114213j 0.0034893-0.012222j -0.000156658-0.00467057j -0.0108814+0.00451534j 0.0114795+0.00128093j 0.00783448+0.00368546j 0.010168-0.0112544j 0.00743501+0.00399248j -0.00273682+0.000632814j 0.0134401-0.00472396j 0.00105994-0.0105556j -0.00306285+0.0208326j -0.0101622-0.00295032j -0.002391+0.00873585j 0.023722+0.0144294j -0.000709433-0.00742737j 0.00394398-0.000992372j -0.00752354-0.00445496j -0.0120356-0.0168621j 0.00416255+0.000393954j -0.016299-0.00787895j 0.00424976-0.000970441j 6.49025e-05-0.00475734j -0.00225783-0.00135287j 0.00180008+0.00972242j -0.00638721-0.00411661j -0.00728669-0.00196555j -0.0111576-0.0122321j 0.00057215+0.00992588j 0.0111557+0.00107576j -0.00572347-0.00697384j -0.00205651+0.00954705j -0.000346855+0.00441795j -0.00575166+0.00585971j 0.00752823-0.00502459j 0.00803214-0.00586492j -0.000299273-0.00267454j 0.00678061+0.00138547j -0.0044155-0.00842192j 0.00925063-0.00837171j 0.00596345-0.00805463j -0.0017994+0.0119304j -0.0032666-0.0195904j -0.0106917-0.00673273j 0.00869557+0.0041246j 0.0260852-0.0104992j -0.0103956-0.0034869j -0.00832416-0.0064j -0.0052726-0.00650278j -0.00350115+0.000501449j 0.00292197-0.00157615j 0.0101591+0.00657722j 0.0094205-0.00405737j 0.0123253-0.0140305j -0.0214071-0.0185412j -0.0031703+0.00827815j -0.00246808+0.00146566j -0.0146228-0.00421944j 0.000938406-0.0111412j 0.00499033+0.00683884j -0.0158741+0.000958126j 0.00799513+0.00618049j 0.000208352-0.0014807j 0.00939975-0.00495259j 0.0112305-0.000715767j -0.00574236-0.00869403j 0.00236883+0.00227208j -0.00553957+0.00281841j -0.00453592-0.0013225j -0.0017941+0.00429608j 
0.00521599+0.00146332j -0.000469028+0.00662596j -0.00336436-0.00646774j -0.00481186+0.0037028j -0.00548302-0.00761873j -0.00299091+0.00678552j -0.0057152-0.00777828j 0.00984238+0.00150518j 0.0120505+0.00591053j -0.00606824+0.0167654j 0.00437829-0.00197118j 0.0113916+0.00655669j 0.00317098+0.000934368j 0.0167985-0.00739175j 0.0131272-0.00540731j 0.000567545-0.0180358j 0.00344435-0.00969191j 0.00875872-0.000868576j 0.0022005-0.0110408j 0.0171771-0.0114577j 0.00333065-0.000341041j -0.006565-0.00656893j 0.00170907+0.0090123j 0.000683521-0.00201372j -0.0187863-0.00509136j -0.00869823+0.00656068j -0.0086703-0.00062111j 0.0061617-0.00852868j -0.00867187+0.0151047j 0.00278999+0.00289291j -0.005283-0.00659479j 0.0131294+0.0071248j -0.0022943-0.00537216j 0.00634036+0.00260386j 0.00650644+0.00049153j 0.00769737-0.00579408j 0.0167768+0.00425055j 0.00175682-0.00262575j 0.01214-0.0101582j -0.000250651-0.00984568j -0.00551161-0.0206046j 0.016321-0.000600371j -0.00883977-0.00699708j 0.00715784-0.0150726j 0.00593837-0.0117854j 0.00852408+0.00593175j -0.0193059+0.00585111j 0.0156927-0.0042746j 0.00232249+0.0184895j 0.0102627-0.0123223j 0.00326574-0.0157254j 0.00183202+0.00788027j -0.0122499-0.0123812j 0.00697414+0.0182048j -0.00301136-0.0110216j 0.00629343+0.00742793j -0.0081802-0.00554072j 0.00687645-0.0034754j -0.00175995-0.00348772j -0.0108032-0.0218287j 0.00579+0.00714511j 0.0031868+0.00472701j 0.000986417+0.00662584j -0.00263492+0.00308925j 0.00488822+0.00501369j 0.00751297-0.0029126j -0.00192295+0.00795197j 0.00193348+0.00326307j 0.00538472+0.00997606j -0.00140091+0.003214j 0.00462124-0.00403931j -0.0128685+0.00126455j -0.00704523-0.00650711j 0.00251046+0.000196522j -0.00123052+0.000332213j -0.00638305-0.00387675j -0.00545083+0.00506328j 
-0.00438583-0.000188547j -0.000574777-0.00424384j -0.00387962+0.00088026j 0.000116944+0.00177867j 0.00224964-0.00107459j -0.00195463-0.00148996j -0.00312407-0.000503375j 0.00211151-0.00480302j -0.000277607+0.00461279j -0.00417817-0.00250432j 0.00389316-0.00352161j -0.00222622+0.000114407j 0.0101896-0.00276384j -0.00176289-0.00372048j -0.00265201+0.00730707j 0.0161076-0.0079426j -0.0114724+0.0189104j -0.00493805-0.0135249j -0.00423586+0.00287213j 0.00121163+0.012445j -0.00280832-0.0013834j -0.0014293+0.00341296j 0.00735713+0.00574089j 0.00470761-0.00776375j 0.0075844-0.0020083j 0.00705277+0.00636802j -0.00140125+0.00114458j -0.0020364-0.00361345j 0.000797352+0.013864j -0.00972326-0.0102048j -0.00645665-0.00012599j 0.00742479-0.00885936j 0.00256651-0.00531455j -0.00233279+0.00510928j -0.00772783+0.0083637j 0.00467623+0.000305201j -0.00588148+0.00374286j -0.00187505-0.00319885j 0.00436955-0.000547267j -0.00484677-0.00288544j -0.000376593-0.00301438j 0.0064451-0.00763165j -0.00581542+0.00127602j -1.548e-05+0.0059755j 0.00631426-0.00275856j -0.0071041-0.00281079j -0.0017772-0.00295108j -0.00264671-0.00287198j -0.00109583-0.00169215j -0.00453172+0.00759757j -0.00870782-0.0129084j 0.0060027-0.000916276j -0.0100315+0.00664799j 0.0126797+0.0086672j 0.00680677+0.0026982j -0.0134653-0.00114489j 0.00053561+0.00524977j 0.00912655-0.00235486j 0.00781853-0.00274115j 0.00234222-0.00191126j -0.0127912-0.0103782j 0.0123435-0.00624441j -0.00597729+0.00264634j 0.00791616+0.00762782j 0.00628106+0.000991566j 0.00219885+0.00158279j 0.000370681+0.00476763j 0.0116801-0.00353312j -0.00528609-0.0053307j 0.000540814-0.00156252j -0.00337467+0.00147664j 0.00422038+0.0015545j 0.00283119-0.00203156j 0.0017274-3.74808e-05j -0.000374803+0.00117257j 0.00157449-0.00135252j -0.000935116-0.00183213j 
2.37129e-05-0.00605632j 0.0054759+0.000105863j -0.00684876-0.000777041j -0.00148012+0.00489775j 0.0135811+0.00132558j -0.00292946-0.000664845j -0.0063063-5.89383e-05j -0.000847432-0.00683915j 0.00280286+0.0121202j -0.00896535+0.0133671j 0.008087+0.00963343j -0.00317269-0.00272435j -0.000505142-0.0004748j -0.00352209-0.00375744j 0.0174776+0.00706049j -0.00884842-0.0028727j -0.0066435-0.00722675j 0.00235477-0.0059275j 0.00493341-0.00897617j -0.0266245+0.0109896j -0.00548359+0.00330294j -0.00390714+0.0134533j 0.00185376+0.0129742j -0.00963859+0.0216752j -0.00677182+0.0018536j 0.00349739+0.0108119j 0.0132342-0.00299793j -0.000464865-0.0136996j 0.000897306-0.00299612j -0.00224953+0.0150565j 0.00637379+0.00368721j 0.00935388+0.00978335j 0.00903969+0.00115391j -0.00157437+0.00115462j -0.014447-0.00294784j -0.000671038-0.00862513j 0.00171073+0.0152104j 0.0132935-0.00712915j -0.010551+0.0132983j -0.00740454-0.00988408j -0.00522-0.00946072j 0.00215334+0.00771454j 0.00106073-0.00361261j -0.00600026+0.00147718j 0.00573951-0.0062474j 0.00852801-0.00382841j -0.0214139-0.00815455j -0.00214298-0.000156076j 0.00726381-0.00579536j 0.0146991-0.0195631j 0.00253143+0.0114512j 0.000798615+0.0101982j 0.00190964+0.00322124j -0.0107995+0.00788108j -0.00521001-0.00680906j -0.0112838-0.0132884j 0.0118201+0.00127765j -0.0117376-0.00801697j -0.00277326-0.0181125j 0.00833836-0.00557532j -0.00623007-0.00211143j 0.00788437-0.00761373j 0.00391073+0.00036593j 0.00706034-0.00661437j -0.000964493-0.00132217j -0.0131426+0.000687878j 0.00883612-0.00862122j -0.00878207-0.00509474j -0.00673236+0.00214388j -0.00960963-0.00478353j 0.00819545+0.00364975j 0.0059145+0.00327753j 0.00554164+0.0027686j 0.00456532+0.0145533j -0.0164126+0.00459669j 0.00635978+0.00388138j 0.00424744-0.00624555j 
-0.0116112+0.00158098j -0.00314399-0.0111976j -0.0221912-0.00509561j -0.0063837+0.0180786j 0.0128002+0.00761529j -0.00256142-0.00591848j -0.0024938-0.00903681j 0.0127422-0.0152311j 0.0175783+0.00541231j -0.00638219+0.0165853j 0.0200868+0.00261449j -0.00267546+0.00972374j 0.00854777+0.00305059j 0.00166421-0.0148096j 0.00416422+0.00639203j -0.00258383-0.002445j -0.0175627+0.00106253j -0.000964036+0.00394827j 0.0112124-0.0134556j 0.000821996+0.0202725j -0.0136201+0.00531316j -0.00142495+0.000815511j 0.0100482+0.0047857j 0.004826+0.00429685j -0.000776608-0.00650386j -0.00152825+0.0282147j 0.00150661+0.00675771j -0.000197752+0.0200512j 1.71277e-05+0.0024945j -0.00717235+0.00100604j 0.00297168+0.00132942j 0.0048011-0.00284145j -0.00688523-5.58129e-05j 0.00827366+0.00230965j -0.00583617-0.00385283j 0.0128076-0.00741788j -0.00831349+0.00571119j 0.00232153+0.0118417j -0.00168303-0.00862198j 0.00664371+0.00638272j -0.000127957-0.00653154j 0.00461935+0.00645149j -0.000198672+0.00756422j -0.00874724+0.00162746j 0.00442538+0.00237212j -0.000291011+0.00105298j -0.0149184-0.00652429j -0.00407173-0.00148799j 0.00626746-0.00951872j 0.00872503+0.0145744j 0.001661+0.00452709j 0.00473904+0.0101458j 0.00358476+0.00854443j -0.00356212+0.000724937j 0.0133137+0.010343j -0.01029-0.00872877j 0.0184722-0.00252835j 0.000818351+0.00397794j -0.0129106-0.0133493j 0.0089027-0.0168526j -0.0280093+0.00276959j 0.0317976-0.0130521j 0.00190746+0.00646771j 0.00737146+0.00590962j -0.00390521+0.00435106j -0.00125349+0.00707781j -0.00547816-0.00680723j -0.00367716-0.01147j -0.00687743-0.00596698j -0.00889298-0.00176285j 0.0114843+0.00249767j 0.00735463-0.00887564j -0.0125779+0.00728955j 0.0110222+0.0160985j -0.0277285+0.0152797j 0.00316435-0.0107831j -0.0110367-0.00203891j 
0.00760186+0.00313396j -0.00226571+0.00847842j 0.00287209+9.07808e-05j 0.00316267+0.000614697j -0.00932463+0.00877241j 0.00770413+0.0099119j 0.00111677-0.00313696j 0.000653815+0.0092943j -0.00365224-0.00288231j -0.00757234+0.00624957j -0.0137809+0.00123049j 0.0121865-0.0107137j -0.0032288-0.00166925j 0.00241333+0.00697j -0.000459925-0.00956601j 0.021912-0.0078944j -0.00125028+0.00157458j 0.00375605+0.0019429j -0.000158385-0.00155235j 0.014222-0.0152579j -0.00437244-0.0110804j -0.00524986-0.00270747j -0.0145754+0.0217169j 0.000108637+0.00680687j 0.00225544-0.000326889j 0.0205092+0.00232715j -0.00400029-0.00275479j -0.00146232-0.0124474j -0.0120198+0.00311956j 0.0144743+0.0094604j -0.00332191-0.0105027j 0.00823904-0.000427909j 8.44889e-05-0.00375121j -0.00220704+0.00664507j -0.00256134+0.0143958j -0.000623418-0.00750833j 0.00542702-0.00444892j -0.00343649-0.010221j 0.00689351-0.000818521j 0.00429641-0.010849j 0.00665695+0.0031742j -0.0088503+0.00202872j -0.000456762-0.000588778j 0.00717716+0.00184089j 0.00121252-0.0215355j 0.00898859+0.0107135j -0.00664739+0.00365654j 0.00815562+0.00384222j 0.0114714+0.00933512j 0.00299738-0.0128175j 0.00156029+0.00867229j -0.00604277-0.00521007j -0.0192411-0.00627083j 0.0195318+0.000196728j -0.0151961-0.0147114j 0.0102767+0.0137166j -0.00905024+0.00583003j 0.00471699-0.0115898j -0.000550467+0.00502837j -0.0197128+0.000657375j 0.0036038+0.0104762j -0.00689484+0.013268j -0.0120911-0.00341129j -0.0114033-0.0021294j 0.00881761-0.000277407j 0.0015409+0.00926864j -0.00500397+0.000207547j 0.0035266+0.0107555j 0.00386111+0.00518309j 0.00809511+0.00446572j -0.0050951+0.00103569j -0.00758257-0.00816671j -0.00303693-0.00456282j -0.00526567-0.00337034j 0.007644-0.00577312j -0.00722125+0.0029577j 0.00290574+0.00630965j 
-0.00750401-0.00246059j 0.00178391-0.00699666j -0.00936245+0.00300796j 0.00256946+0.00747452j 0.0101732+0.00645401j 0.00384252-0.00340244j -0.0109156-0.00177712j 0.000329164-0.00971164j -0.00979822+0.00736968j -0.00552919-0.0101369j 0.00269654-0.00596918j 0.00095912+0.0071337j 0.00451425-0.00179342j -0.00124635+0.00435633j -0.0172947+0.00651201j 0.0159209+0.00464247j -0.0128877+0.00490048j -0.00205489-0.00475371j 0.00770307+0.0118982j -0.011155+0.00851389j -0.0200321+0.00334559j 0.00773401+0.0187115j 6.58255e-05+0.0180577j 0.00572709+0.00970655j 0.0147302+0.00515349j 0.0141908-0.000770932j 0.0105185+0.00659198j -0.0156014-0.0051768j -0.00839243+0.00467476j -0.0053903-0.00387868j -0.0039628-0.0078426j 0.00721738-0.0123931j -0.00111244-0.00896068j -0.00545677+0.0100015j -0.00137259-0.00521811j -0.00322334-0.00315537j -0.00191234-2.88526e-05j 0.00767143-0.00403425j -0.0101161-0.00207091j 0.0109774+0.0020256j -0.00769306+0.00615484j 0.0174242-0.00465744j 0.00852245-0.00613698j -0.0090709+0.0194604j -0.00432257-0.0094727j -0.0189546-0.0155762j 0.00358707+0.00122805j -0.0109938-4.11126e-05j 0.00336617-0.0256051j -0.0128389+0.0102074j -0.0159369+0.00540126j 0.00494174-0.00830842j 0.00491058+0.00277343j -0.000340259-0.0168468j 0.00206926+0.000245707j -0.0162147-0.0178464j 0.000588818-0.00271652j -0.00327081-0.00471692j -0.00316305-0.00684498j 0.00686457-0.00953969j -0.0121885-0.00851029j 0.0134567-0.0155225j -0.00191838-0.00124608j 0.00566332-0.00189828j -0.00365086-0.00772792j -0.00305645+0.00278629j 0.000975397-0.00550677j 4.46111e-05-0.00639333j -0.00776938+0.00073338j -0.00434428-0.000908022j 0.00174436+0.00548583j 0.00481749-0.00778662j 0.000450371-0.00674996j 0.00702235+0.00700294j -0.00985441+0.00408038j 0.00236014+0.00318394j 0.00311754-0.00323006j 
0.00140779+0.00271352j -0.00117712+0.00129898j -0.00675421-0.000637897j 0.00185733+0.00854085j 0.00253328+0.00715599j 0.00533393-0.00261199j -0.00163783-0.00737912j 0.00840002+0.000819406j -0.000565883+0.00564082j -0.000882596+0.00554539j -0.00870733+0.00552459j 0.000517016-0.0123291j -0.00722494-0.00583988j -0.00736344+0.00992785j -0.015388-0.00410435j 0.00572766+6.75754e-05j 0.00112711+0.00683418j 0.00558968+0.00413005j -0.00153827-0.00104772j -0.00135671-0.0174889j 0.00214749-0.00548656j 0.0125668+0.00607743j -0.00827977+0.00853768j -0.0120354+0.0190375j 0.00488868+0.0121892j 0.0116792+0.013804j 0.00248355+0.00749787j -0.00525866-0.000838905j -0.000165975-0.0121185j 0.00961554+0.0100985j 0.00862745-0.00518083j 0.0100832+0.0153411j -0.00434719-0.00654144j -0.00752612-0.00993477j 0.0119849-0.00656761j 0.00920325+0.000552768j -0.0145478-0.00435866j -0.00244575+0.00268174j 0.00343023+0.000429493j 0.00392593+0.0112288j 0.00111283+0.00556615j -0.00114928+0.0171442j 0.00562498+0.00577731j -0.0145745+0.00224463j -0.00716178-0.0190753j -0.00162405-0.00493888j 0.0151748-0.00118819j 0.00113445+0.0125832j 0.0226892-0.0141409j -0.00616927-0.016711j 0.00188316+0.0111078j 0.00324733-0.0277042j 0.0051433-0.00565297j -0.00275399-0.0272376j 0.00165862-0.00325113j 0.00106225+0.0156167j 0.00378259-0.00629214j -0.000145632-0.0040441j -0.00845554+0.00971517j -0.00402355-0.0146138j -0.00521026+0.0117428j 0.00594241-0.00373165j -0.0109208-0.000800625j 0.00920817+0.00135201j -0.00523637+0.00464751j -0.0107062+0.00493392j 9.77493e-05-0.00576706j -0.0138759+0.00450093j 0.00485278+0.00375572j 0.00181291-0.00220051j 0.0135024-4.34483e-06j -0.00361854-0.00486892j -0.0148343-0.00470641j 0.00357315+0.00976565j -0.0154254+0.00115251j -0.00541191+0.00220052j -4.43646e-05+0.00542205j 
-0.0077751+0.010481j -0.0110158-0.00944718j -0.00410508-0.00230349j 0.00324855+0.0037643j -0.00556341+0.0100652j -0.0117453+0.00689089j -0.0120944-0.0163526j 0.00708326-0.0112019j -0.00541386-0.00995639j 0.000384326+0.0108055j 0.0195623+0.00775377j -0.00216409+0.00493632j 0.00432054-0.00157858j 0.00361653-0.00832233j -0.0108128+0.00965j 0.0065466+0.00696443j -0.0149321-0.00521954j -0.00378102-0.0140208j 0.000785018+0.0135447j -0.0125876+0.00287134j -0.00732698-0.0014566j -0.00347883-0.00778791j -0.0117541+0.0044265j 0.00690682-0.0120749j 0.0198738-0.0070655j 0.0210145+0.00482449j -0.0085386+0.00491145j -0.000836625-0.00342079j -0.00726703-0.000481951j 0.00240571+0.00316452j 0.00740861-0.00584451j -0.00851038-0.00528193j -0.00572204-0.00768724j -0.0089204+0.0107583j -0.0236881+0.0107879j -0.000151632-0.0151647j 0.00663294+0.0121658j 0.00294272-0.0112537j -0.00809066+0.00453846j 0.0032766-0.00329837j 0.00687168-0.00262678j 0.00339309-0.0175532j 0.00710074+0.00273483j 0.00337764+0.0131605j 0.00437371+0.0187115j -0.0143241-0.00141642j -0.0138893-0.00516584j -0.00322007-0.00738905j -0.0102994+0.0165555j 0.00334022+0.0142944j -0.00199611+0.00507747j 0.00325977-0.00638653j -0.0102218+0.00177273j -0.00778267+0.00569166j 0.00648786+0.0125446j 0.00166856-0.0179375j -0.00820139-0.00216198j 0.0120021+0.00155021j 0.00402355-0.00213549j 0.00514746-0.00547833j -0.00374141+0.00227643j 0.00909047-0.00226254j -0.0101454+0.0110724j 0.00911768+0.0214744j 0.0106803-0.0220687j -0.00116079+0.00031262j -0.00462283-0.000718196j 0.0123148-0.012602j 0.0139906-0.00157028j -0.00363186-0.00788194j -0.0104642+0.00343434j 0.00974458-0.00206331j -0.01516-0.0161333j 0.0146811-0.000252564j -0.00431019+0.00568604j -0.000859622-0.00837817j -0.00952195+0.000633167j 
