-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
0.000267756-0.00105197j -0.00135004+0.000976366j -0.000127854+0.00144835j -0.000778852+0.00155971j -0.000432712-0.00110211j 0.0020813-0.00060116j 0.000337494+0.0021412j 0.00101681-0.00144689j -0.000623616+0.00237479j 0.00374905-0.00307517j 0.00345816-0.00207771j 0.00142259-0.000792046j -0.000131262-0.00204684j -0.00200505+0.00162508j 0.0014493+0.0017353j -0.004187+0.00676913j 0.00397048-0.00111389j 0.00532904-0.0022424j -0.00101071+0.000292155j 0.00015674+9.1668e-05j 0.00656279-0.0044065j -0.000391026+0.000905195j -0.00569883+0.00183611j 0.0054115-0.00056884j 0.00478421-0.0031254j -0.00298974-0.00201415j 0.000707378+0.000394053j 0.00905419-0.00668899j 0.000953025-0.00278615j 0.000420758-0.00121127j -0.00138853+0.00270913j 0.00357361+0.00146746j 0.0099685-0.0078155j -0.00129264+0.00365829j 0.00261513+0.00842881j 0.00229584-0.0013247j -0.00712261+0.000344596j -0.0108226+0.00825219j 0.00678259-0.00609557j -0.000933565+0.0051154j -0.000709129-0.00168164j -0.0028117+0.00976997j -0.0103404-0.00202815j 0.0110284-0.00282811j -0.0036432-0.00299077j -0.00458818+0.0046389j 0.00392728-0.00327361j -0.000305034-0.00101829j -0.00571515-0.00150308j -0.00436595-0.0022353j 0.013358+0.000948569j -0.00711647+0.00153973j -1.40306e-05-0.000959083j 0.00781532+0.000129528j 0.00289047+0.000743474j -0.00259575-0.000401006j -0.00741211-0.00302115j 0.00352917-0.00104312j -0.00200019+0.00230652j -0.00339478-0.00191165j 0.00407447-0.000906507j -0.00124056+0.00120039j 0.000651202+0.000715874j 0.00176821-0.000404451j 0.000453565+0.00010781j -0.00218549+0.000746481j -0.00134583+0.00104899j 0.00175395+0.00059891j 0.000145993+0.000895559j -0.00108647-0.000855485j 
0.00260911-0.00121699j 0.000350861+2.6315e-05j 0.000865043-4.70707e-06j 0.00047681+1.55434e-05j 0.00155273-0.00214966j -0.00416059+0.0023518j -0.00168649+0.00290774j 0.000254943-0.000293662j -0.000626511-0.000268263j -0.0024726+0.00420779j 0.00150018+0.00263239j 0.000299548+0.00286479j -0.00241038+0.00023182j 0.00281413-0.00132781j 0.00470084-0.00417071j -0.000374287-0.0027631j 0.00182285-0.00147856j 0.0010964-0.00208782j 0.00447896-0.00175906j -0.00260847+0.00630764j -0.000271833-0.0029709j 0.00179792-0.00163054j 0.00209301-0.00230458j -0.00401474-0.00112137j -0.000849536-0.000545458j 0.0060881-0.00500745j 0.000355076+0.000306516j 0.00705057-0.000568408j 0.00622911+0.00151223j 0.00726017-0.000717626j -0.00690952+0.00466285j -0.0162436+0.00233598j 0.00220851-0.00302769j -0.0107168-0.000476402j 0.00330448-0.00261991j -3.53244e-05+0.00240642j -0.0050697-0.00162033j 0.00525658+0.0022442j 0.0269599-0.00824953j 0.0118496+0.00532071j -0.00609158+0.00463946j -0.00771092+0.00202586j 0.00252812-0.00379943j -0.00171879-0.00275555j 0.00710696-0.00134468j -0.0131546-0.000998898j -0.00847717-0.0023373j 0.00793599+0.00450288j 0.00708325-0.00487167j -0.0018473-0.000470227j 0.00102428-0.00838972j -0.00598244+0.000781755j -0.00488797+0.00321678j 0.00587748-0.00124746j -0.000720792+0.0029099j 0.00835896-0.00506636j 0.00304894-0.00286759j -0.00232772-0.00462824j -0.00431723-0.00295283j 0.00179007-0.00102089j -0.00263643+0.00163377j 7.55906e-06-0.00324554j -0.00145729-0.00059584j 0.00356859+0.00180171j 0.00192991+0.00123295j -0.00182524+0.000212508j -8.17446e-05-0.000950439j -0.000530642-0.000760623j -0.00125544-0.00193642j -0.000767597-0.00105576j 
3.37668e-05+0.000769617j 0.00165595+0.000809596j -0.00241904-0.00107949j -0.00192069-0.00114832j -0.00287371-6.40304e-05j 0.00119688+0.000145057j 0.000268943-0.00231877j 0.000845516+0.000512884j -0.00364908-0.0033309j -0.000752635+0.00112354j 0.00439597+0.00354396j 0.00213508+0.00153169j -0.00183743-0.000981767j -0.000475564-0.00154201j 0.00249621+0.00375376j 0.00511009+0.00339337j -0.00314668-0.00152419j 3.89763e-06-7.87385e-05j 0.00107704-0.000329638j 0.00255288-0.00145611j -0.00199575-0.000439702j -0.00274401-0.000913498j 0.00102718+0.000782398j -0.00227514-0.00132246j -0.0014774-0.00181247j -0.00476353+0.00142361j -0.00353096-0.00403316j -0.000795157+0.00118286j 0.00219443+0.00305842j -0.00362412-0.00109823j 0.0042428+0.000707877j -0.00084686-0.00435797j 0.00582515+0.00695626j -0.00697743-0.0115378j -0.000128138-0.0072637j 0.00716917+0.0102792j -0.000593954-0.00725004j -0.00386456-0.00444128j -0.00334831+0.00874548j 0.00906026+0.00664937j 0.000343115-0.00135513j 0.00299588+0.00214702j -8.9576e-05+0.000480631j 0.00530137+0.00714771j -0.00720568-0.0047613j -8.30289e-05-0.00985674j -0.00518591-0.00604167j 0.00724952+0.0167445j 0.000300525-0.00377877j 0.00120188+0.00371631j -0.00768746-0.01321j -0.00123673-0.00862731j 0.000949139-0.00326181j -0.00215956+0.00464357j 0.00212027+0.00687028j -0.000653671-0.00038331j -0.00235456-0.00214475j -0.000519595-0.00477776j 0.00143991-0.000178003j -0.00146299-0.00996952j -0.00236984-0.00329326j 0.00111674-0.00348524j 0.00142621-0.00121104j -0.001582-0.000536125j -7.61021e-06-0.00467752j 0.00323542+0.0039885j -0.000916187-0.00608443j -0.000540094+0.00242521j 0.000387114-0.00221241j 0.000666345+0.00178956j 
0.00145668+0.00194687j 0.00052494+0.00163462j -0.00188031-0.000196143j 0.000489635+0.000163692j -0.00272214+0.00234538j -0.00184097-0.00378223j 0.000126574-0.00418461j -1.6271e-05-0.000825661j -0.00255853-0.00232526j 0.000443887+0.00218347j -0.00165817-0.00136114j 0.0059407+0.000857384j -0.00238652+0.00331817j 0.00228147+0.00195722j -0.00101245-0.00126694j -0.00200202-0.00154615j -0.00169585-0.00162828j 0.00092346+0.0009245j 5.39357e-05-0.00222408j 0.00927275+0.000871776j -0.000893926+0.00115612j -0.00805443-0.0030077j 0.000932751+0.00227721j -0.00255751-0.0040665j -0.00304753-0.0041526j 0.00410654+0.00807934j 0.0022337-0.00209864j 0.00241915+0.0029023j -0.00245239+0.00583329j -0.000266989+0.00264848j -0.000345625+0.0016438j -0.00295707-0.00626002j -0.00611394-0.00767407j -0.00072147-0.00374179j 1.49761e-05+0.00537828j -0.0048944-0.00470532j 0.00215264-0.00304949j -0.000524049-0.00561099j -0.00186635+0.00377701j 0.00121538+0.00368337j 0.00160291+0.00733771j -0.00214993-0.015038j 0.0027068+0.00263473j -0.00672649-0.007704j 0.0038033+0.00373394j 0.000619539-0.00887073j -0.00337848-0.00480338j 0.0036181+0.00267348j -0.00351201+0.000276146j -0.00285797+0.00274533j 0.00574651+0.00345482j 0.00014555-0.00863529j 0.000404743+0.0015344j -0.00615339-0.0133519j -0.00114881+0.00837511j -0.000803639-0.00481591j 0.000965228+0.00195171j -0.00366253-0.00456583j 0.00394282-0.00412862j -0.00156206+0.00614078j -0.00181499+0.00587919j -0.00147852-0.00577529j -0.000316386-0.00258399j -0.00152502+0.000733233j 0.000409383+0.0052717j 0.00349544+0.00109198j 9.54645e-05-0.00530673j 0.000296503-2.06661e-05j 0.000916998-0.00296918j -0.000447378-0.00126952j 
6.22321e-05+0.00281868j 0.000163342-0.00106579j -0.000112381+0.00116407j 0.000645915-0.000377226j -5.74568e-05+0.00168674j 0.000332138+0.00133687j 0.00025881+0.000787554j -0.000104577+0.00256953j -0.00117391-0.00192591j -0.00355183-0.00169715j 0.00119818+0.00796503j -0.00178997+0.00212914j -0.00113939-0.000204876j -0.00179843-0.00386635j 0.000780018+0.00618389j 0.00057774-0.00282353j -0.00267405-0.000550733j 0.0012758+0.0116565j -0.00494898-0.00409024j 0.00514465+0.00114783j -0.000283519-0.000539162j -0.00122619-0.000318478j -0.000684249-0.00833773j -0.00130513+5.41131e-05j -0.000383889-0.00249696j -0.00499626-0.00885129j 0.00276192+0.00600872j 8.64676e-05+0.00804368j -0.000105673+0.00475608j -0.000903381+0.000871276j -0.00247089-0.0128835j -0.00330516-0.00585669j -0.00643458+0.00173256j 0.000431187+0.00227652j -0.0120572+0.00169779j 0.000737848-0.00317292j 0.00299499-0.0106743j -0.000443786+0.00426101j -0.00257573+0.0066786j 0.00415597+0.00353219j 0.00442143+0.00494423j 0.00117129+0.000784003j 0.00348782-0.00670613j -3.27154e-05+0.00159416j -0.000602126-0.00864753j 0.00334795+0.00364048j 0.00292285-0.00719836j 0.00283152-0.00197736j 0.000218917-0.00402178j 0.00397309-0.00736186j -0.0082925+0.0104372j -0.00164407+0.00275106j 0.00482481-0.00335091j 0.0014231-0.00849912j 0.000495575-0.00328659j -0.00132448-0.00262564j 0.00513622-0.00450316j -0.00291436-0.000394933j 0.00495183-0.00720353j 0.00482539-0.00346238j 0.000447609-0.00651051j 0.000841633+0.000128346j -0.00102773+0.00120635j -0.00245833+0.000485288j 0.00163247-0.00229191j 0.000492611+0.000877005j 1.06554e-05-0.000161431j -0.000551497-1.84871e-05j 0.000991859-0.00124351j 0.00213059-0.000887295j 
0.000811322-0.00131614j 0.00096303+0.00174881j -0.000632445-0.00133652j -0.00207339-0.000701114j -0.000653813-0.00242934j -3.37092e-05-0.000771201j -0.000280672-0.00126238j 0.00179138-0.0016792j -0.0003407-0.00168958j 0.000670151-0.00245092j 0.0036648-0.00163771j 0.00190913-0.00314636j -9.88321e-05-0.00176496j -0.000240238+0.00419615j 0.00201194+0.00522943j 0.00304689+0.00249678j -0.00584251+0.000717355j 0.00188691-0.00250715j -0.00147836-0.00414929j -0.00546173+0.0104863j -0.00774419+0.00446033j 0.00434412-0.00161337j 0.00302758-0.00190635j 0.00598013-0.00626886j -0.00137401-0.00192571j 0.00356579-0.00643803j -0.00352902+0.00248263j 0.00143698-0.00174654j -0.00267979-0.00422385j -0.00494318-0.00617213j 0.00358499-0.00632777j 0.0105296-0.00402029j -0.00788671-0.00727248j 0.0157763+0.000421756j 0.0047052+0.00299846j -0.00217463+0.000612939j 0.00620822+0.0029385j 0.0107453+0.00105816j -0.014031-0.00490854j -0.00750684+0.00637849j 0.0009899+0.0046036j 0.0102545+0.00338973j -0.00365252+0.00363817j -0.00794997-0.00231479j 0.00903-0.00230433j 0.00940072+0.00425109j -0.00151615-0.00263212j -0.00783487-0.000811759j 0.00368767-0.00186217j 0.00108563-0.00211058j -0.00708117-0.00555343j -0.00013528+0.00228461j -0.00847266+0.00257568j 0.00086883-0.00938845j -0.0032946-0.00489349j -0.00651209+0.00268369j -0.000657638-0.00165451j 0.00197119-0.00156511j 0.000236356+0.00131793j -0.00368803-0.00111373j 0.00195902-0.00348889j 0.000758561+0.00163752j 0.00115027-0.000719915j 0.00128616+0.000151839j -0.00107463-0.00298028j 0.00103466+0.00249143j -4.21601e-05-0.00309357j 0.000130355+0.00128317j -0.000221873-0.00170113j -0.000983442+0.00183797j 
-0.000886605-0.000696799j 0.00173257+0.000167605j -0.000406956-0.000788547j -0.00109322-0.00137662j -0.000477175+7.22902e-05j 0.000135129+0.000182786j 0.000474864-0.000326142j -0.000367522+0.000408613j -0.000765154+0.000700317j -0.00185889+0.00222777j 0.000871709-0.000919535j -0.00204612+0.0013871j 0.000858268-0.000702874j 0.00238665-0.000741392j 0.00101427-0.00432266j 0.00460864+0.00261632j -0.00170532-0.0063261j -0.000350392-0.00535659j 0.000371671+0.00162358j 0.00520895-0.00485221j -0.00117773-0.00669311j -0.000867101+0.00115164j -0.000695759+0.00599091j -0.00431232+0.0041834j -0.00347047-0.000955222j -0.0100019+0.00839175j 0.00206178-0.00164597j -0.00865458-0.00768597j 0.00023432-0.00609884j -0.00045129-0.00272533j -0.00375893+0.00928278j -0.00262373+0.0103208j -0.00435573-0.00596654j -0.00286432+0.012261j 0.00321269-0.00514608j -0.000104245-0.00197218j -0.00353082+0.0137699j 0.0055971+0.00843554j -0.00271848-0.0205842j 0.0105816-0.00748532j 0.00105227+0.00115226j 0.00399161+0.00727078j 0.00193986+0.00845996j 0.00163874-0.00902605j -0.0121072+0.00458126j 0.00474781+0.0109485j -0.0066943+0.00570432j 0.00402557-0.00624544j -0.000337649+0.00185814j -0.00448032+0.00331219j 0.00296661-0.0105547j 0.00298788+0.00831427j 0.00302026+0.00198039j -0.00338206-0.0064655j 0.00152917-0.0029291j 0.00255403-0.00213548j -0.00214158+0.0033465j 0.00180695+0.00142162j -0.00267461+0.00364333j -0.00034515-9.83253e-05j -0.00266445-0.00112772j 2.27641e-05+0.00206079j 0.00107537-0.00071523j -0.000490687-0.000601755j -0.00107175-0.00239785j 0.000886685+0.00160368j -0.00054653-0.0013004j -0.000687002+0.00057571j -0.000442178-0.00068425j 0.000417327+0.00225817j 
-0.000678995+0.00261223j -0.000388448+0.00130725j 0.000640342+0.0024442j 0.00303726-0.0021503j 0.000706162+0.00682855j 0.000906643-0.00398589j -0.000655185-0.00119743j -0.000484801+0.000674039j -0.00117622+0.00399301j -0.00434658-0.00306487j -0.0029757-0.00127439j -0.00034927-0.00300468j -0.00405565+0.00601026j -0.00322969+0.0030414j 0.00666771-0.00146317j 0.00515543+0.000488061j -0.00233645+0.00321561j -0.00284745+0.00274595j -0.00345819+0.0103252j -0.00237307-0.00315134j 0.00397467-0.00769525j 0.000902707+0.0024137j 6.12747e-05+0.00682382j 0.000896617-0.00176101j -0.00271767-0.00355785j 0.00561286+0.000352947j -0.00155829+0.00238256j 0.000814747-0.00633225j -0.00674108+0.0110604j -0.00706082+0.0104732j -0.00162337-0.000979044j -0.00792494-0.00841059j -0.0119679+0.00353487j 0.00201291-0.00729249j 0.0102477+0.00324478j 0.00109978+0.00170169j 0.000704671-0.00292484j -0.0047663+0.0124581j 0.0041902+0.00966301j 0.00219531+0.00197716j 0.0021683-0.00675414j 0.00223452+0.00111007j -0.00387163+0.00363721j 0.00436961-0.00713347j -0.000189564+0.00400319j -0.000888944-0.00446625j 0.00535803-0.00570066j -0.00495645+0.00209666j -0.000981295+0.00849142j 0.00074298+0.000198929j 0.00399999-0.00749394j -0.0064501+0.0040243j 0.00029507-0.00568134j -0.00295205+0.0027528j 0.000454077-0.000802275j 0.00249587+0.00560265j -0.00358649+0.00510642j -0.00559426-0.0013106j 0.00324681-0.00353073j -0.00177184+0.00332485j -0.00291058-0.00278253j -0.00374676+0.00147974j -2.88894e-06-0.000171698j -0.00502314+0.00229539j 2.74235e-05-0.000270893j 0.00119643-0.00208918j -0.000576206+0.00299605j 0.000527472-0.00195104j 0.00244003-0.000540096j 7.02724e-05-0.000565313j 
-0.00145067-0.000336773j 0.000200502-0.000779924j 0.000864971+0.00240148j 0.00233906+0.00210632j 0.000125111+0.0015453j 0.00160474+0.000166509j 0.000563197+0.00401196j -0.00206492-0.00113506j -0.00258308+0.00355026j 0.00305932+0.000954395j 0.000183443-0.000911244j 0.00128624-2.12216e-05j 0.00247381+0.00865784j -0.00459391-0.00443976j -0.00300748-0.0126029j -0.0017617-0.00569585j -0.00285746+0.00570581j -0.00269442+0.00307902j -0.00547938-0.00345583j 0.00624691-0.00189266j -0.00309308-0.00899169j 0.00107871-0.00510713j -0.00600794-0.00054352j -0.00165572-0.00265269j -0.000376989-0.000360116j -0.0043102-0.0133411j 0.00205614-0.000700613j -0.00104971-0.00901585j 0.00195313+0.00508312j -0.00426359+0.00559227j 0.00412183+0.0126337j -0.00258408+0.016078j -0.00583368+0.00457754j -0.00104469-0.00850455j -0.000497906+0.00113524j 0.00182016-0.00018617j -0.000103996-0.00910702j -0.00812502-0.00344505j -0.00374564-0.0147706j 0.00424675-0.0126212j 0.00538153+0.00462024j -6.24525e-05-0.00510637j 0.00112502-0.00977203j -0.00104814-0.000345545j 0.0015971-0.0140417j 0.000990774-0.000718769j 0.00181921-0.00307242j -0.0047987+0.000298394j -0.00171563-0.00583332j -0.00354243+0.00845972j -0.00495955+0.000570133j -0.00520369+0.00306981j 0.00330633+0.0023806j -0.00344031-0.00491975j -0.00123267+0.00547029j 0.00224358-0.0128935j -0.00413995+0.00381983j -0.00206291+0.00944905j -0.00155963-0.000365038j 0.000327486-0.00146086j -0.00184045+0.00122995j -0.00246027-0.00339516j -0.00170283+0.00180706j 0.000553977-0.0037411j -0.00128071+2.99826e-06j -0.000608729-0.0017598j -0.00238516+0.00185124j 0.000955843-0.00234601j -0.000323724+0.000628751j 0.00129056-6.82889e-05j 
0.00126251-0.00175109j -0.00122765-0.000258266j 0.00406415+0.00369703j 0.00088862+0.00693429j 0.00157578-0.000696619j -0.0019233+0.00115268j 0.00367019+0.00283907j -0.00206405-0.00186243j 0.00580233+0.00215962j -0.0019005-0.00401244j -0.000481491-0.000118163j -0.000679448-0.00203103j -0.000712653-0.00146274j 0.000327478-0.00566414j -0.000770982-0.00206059j 0.00377234-4.97866e-05j 0.00394615-0.000945014j 0.00475975-0.00545968j 0.005514-0.00194143j -0.00222097-0.0053057j -0.0081186-0.00878447j 0.00171591+0.00445599j 0.0017-0.00402455j 0.00248894-0.0123653j 0.00163202-0.00397283j -0.000102826+0.000896664j 0.00594721-0.00575265j -0.00410829-0.000355351j 0.00833476+0.00635041j 0.0108065+0.000827134j 0.00373426+0.000615832j 0.00293022-0.00685756j 0.00928887-0.00572299j 0.000651497-0.00689975j -0.000296199-0.000667835j -0.00109542+0.000662526j 0.000530312-0.00683537j 0.0109285+0.00661268j 0.00447164+0.00601313j 0.00497582-0.00117422j -0.0110783+0.000834508j 0.00977932-0.00512364j 0.00325612-0.000410656j -0.0050525-0.00675671j -0.000532984+0.00115822j -0.00075472-0.00357651j -0.00193671-0.0118537j 0.000644217+0.0030258j -0.000540545+0.00476415j -0.00725487+0.00686849j 0.00219866-0.00608699j 0.00577134+0.00425019j -0.00515432-0.00593111j 0.00465483+0.000281113j 0.00177712-0.00127128j 0.00111845-0.0017758j 0.00149706+0.0056267j -0.000363559-0.00168503j 0.000335239-0.00226375j 0.000611352-0.000892973j 0.000876681-0.00437046j 0.00555231-0.00131513j -0.00229337+0.00181756j 0.00343228-0.00234731j 0.00225846+0.000878574j 0.00171938+0.00127261j -0.000254493+0.00680212j 0.00398617-0.00384291j -0.000916361+0.000414297j -0.00103507-0.00239605j 
-0.000700673+0.000596619j -0.00212289-0.000393267j -0.000816233-0.00237853j -0.00128025-0.00323931j -0.000868813-0.00276656j 0.000481863+0.00018125j 0.00492094+0.00203651j 0.000248659-0.000218634j 0.00355038+0.00121634j -0.00107971+0.00308757j -0.00196958-0.00339212j 0.00398983+0.00381948j -0.00481699+0.00223265j 0.00548326+0.00475209j 0.000790582-0.00735524j -0.00139205+0.000281463j 0.00334735+0.00454907j -0.000565247+0.00609482j 0.00863545+0.00116966j 0.00553945+0.00701007j -0.000512522+0.000556462j -0.00199918-0.00916069j 0.00545799+0.00366326j 0.00636627+0.00724915j -0.00126594+0.00768972j -0.000116319-0.0043608j 0.00344441+0.00532787j -0.00550256-0.00304682j -0.000755799-0.00128075j 0.00176787+0.00647488j 0.000706778+0.00523955j -0.00129644+0.0154123j 0.00726252+0.0114634j 0.00100305+0.00506037j 0.00369757-0.0113174j -0.000453365+0.0018j 0.0027931+0.0102674j 0.00926475+0.00146247j 0.00400538-0.0128874j -0.00164079-0.00282477j -0.006214-0.00929983j 0.00526535+0.0108978j 0.00124097+0.00477802j -0.00337039-0.000404307j 0.00702269-0.00134217j -0.00164324+0.00403922j 0.00167836+0.00395494j -0.00119221+0.00536615j 0.000633507-0.00377764j -0.0050696-0.00567557j -0.00300273+0.00403758j 0.0035309+0.00944096j -0.00240982-0.000880554j 0.00161561+0.00371446j -0.00399189+0.00206045j 0.00632103-0.000555086j 0.00318474+0.00324243j -0.00400268-0.00450058j -0.000491814+0.00398108j -0.00286792+0.00188913j -0.0031331+0.00489858j 0.000654905+0.00383698j 3.12701e-05-0.000403135j 0.000978745-0.0014702j 0.00103858+0.00404656j -0.000813013+0.00688588j 0.00249193+0.00110506j -0.00124421+0.00291672j 0.000255649+0.00168187j -0.000661954-0.00196764j 
0.000229267-0.00239674j 0.000238367-0.000540808j 0.000394688+0.000426122j -0.000632678+0.000700304j -0.0011156+0.00164958j -0.000687575+0.00273753j 0.00130409+3.87533e-05j -0.00119888-0.000694522j -6.61829e-05+0.00256957j -0.00261614+0.00285523j -0.00102162-0.000344526j -0.00170427-0.00267851j 0.000869713-0.000980629j 0.00335984+0.00408877j 0.00215422+0.000527816j -0.00145351-0.00334151j 0.00370751-0.00707381j 0.00199278-0.000922333j -0.00111871+0.00970038j 0.00344201+0.0112145j 0.00444831+0.00259882j -0.000176404-0.0026909j -0.00256195-0.0057703j -0.00640409-0.00301911j 0.00538287-0.0104609j -0.0114871-0.00396871j 0.00141344+0.00996842j 0.000727914-0.00908841j -0.0052247+0.00725156j 0.00152918-0.00081493j -0.00970453-0.00543365j 0.00313471-0.0176265j -0.00579386+0.0111914j -0.00363933-0.0124763j 0.00642678-0.000861296j 0.000253493-0.00185026j -0.000794469-0.0100417j 0.00655937-0.00621319j 0.00266061+0.00685347j 0.00439132+0.00710749j -0.00144293+0.00140067j 0.000120971-0.0042024j -0.0079577+0.00848779j 0.00140073+0.000880398j -0.00911463-0.00667608j -0.00415713+0.00196234j -0.00355764-0.00214564j 0.000880476+0.00622315j -0.000555879-0.00149134j 0.0008453-0.00734285j 0.00429736+0.00401196j 0.000578955+0.00271386j 5.33922e-05+0.00488322j 0.00206908-0.00524494j -0.00532579+0.00345337j 0.00261543+0.00372134j -0.00174641+0.000227019j 0.000207051+0.000212688j -0.00233103-0.000428974j 0.00115037+0.00122605j -0.00248587-0.000949238j 0.000661447+0.00122668j 0.000415746+0.000155186j -1.40237e-05-0.000352925j 0.000123457+0.000502118j 1.56999e-05+0.000795673j -0.00110868+0.0012284j 0.000179577-0.000241016j -0.00166737+0.000515048j -0.000996178+0.000267705j 
0.00104834+0.00169279j -0.000247149+0.00169426j 0.00018362-0.00148289j -0.000209423-0.00306909j 0.000712506-0.002592j 0.000887887-0.0027852j 0.00133508-0.000332747j 0.00149221+0.000489983j 0.000664899-0.00175689j -0.00278688-0.00369461j 0.00336206-0.00123993j -0.000648424+0.00118252j -0.00232291-0.00212976j 0.00101675+0.00239862j 0.00757215+0.00370435j -0.00316682+0.00542952j 0.00148251+0.00797479j 0.00905874+0.0015671j 0.000448821-0.00131526j 0.00731973-0.00391933j 0.00193835+0.00319076j -0.00385867-0.00187275j -0.00780335+0.000382299j 0.000372942-0.00300223j -0.00945334+0.00379929j -0.00939866-0.00194063j 0.00767754-0.00160499j 0.00387723+0.00288758j 0.00930407-0.0037995j -0.000899467+0.00380861j -0.0092049-0.00721531j -0.015033+0.00207155j 0.010393-0.00131242j -0.00722597+0.00278553j 0.00037796+0.00512689j -0.00268296-0.000410113j -0.0161295+0.000807842j -0.00625702+0.0067781j 0.0127196+0.00502484j 0.00461965+0.00801781j 0.00432239-0.00614559j -0.00242181+0.00452758j -0.00189719+0.000188656j 0.0039336+0.00263349j -0.0039267-0.00588681j 0.000313826-0.00173018j -0.00693096-0.00536737j 0.00369668+0.00247502j -0.00451969-0.00111637j -0.00797527-0.00576477j 0.00600358+0.0100532j -0.00133647+0.0043715j -0.00206538-0.00159693j -0.005632-0.000868142j 0.00287928-0.00235565j -0.00108327+0.00722687j -0.000792094-0.00445223j 0.000463547-0.00268817j -0.00212433-0.00326873j -0.00354837-0.00134399j -0.00119571-0.00303871j 3.9023e-06+0.00189562j 0.00195323+0.000850113j -0.000119381+0.00149925j -0.000334546-0.000880895j -0.000485393+0.00271378j 0.00189825-0.000955734j -0.000700201+0.00139141j 0.000837576-0.00161313j -0.000862519-0.00126907j 
0.00185932+0.00126074j -0.0016283-0.00152552j -0.000203888-0.000554244j -0.000699432-5.96242e-05j -0.000831926+0.000149318j 0.00172527+0.00128919j 0.00240703+0.000711189j 0.00147705+0.000719055j -0.00013989-0.000588458j 0.00141863+0.0061234j 0.00560044+0.0017797j 0.00625242+0.00880219j -0.00357578+0.000200219j -0.00497353-0.00323999j -0.00166021+0.00385249j -0.00268143-0.00242544j -0.00119814-0.00891438j 0.00595776+0.0051337j 0.00186789+0.00163974j -0.00637248-0.0110897j -0.00310911-0.00590651j -0.00181799+0.00189146j -0.0027088-0.0028861j 0.00493966+0.00809399j 0.00315953-0.00249315j 0.0010419+0.00723012j -0.000875711-0.000170977j 0.00439035+0.00760788j -0.000625171-0.00147353j 0.00471237-0.00511945j -0.00249986+0.00288337j 0.00424493+0.00877709j 0.00268862+0.00485227j 0.00445207+0.0116324j -0.0113031+0.0066837j 0.000128813-0.00465543j 0.0010645-0.00196363j 0.00809174-0.000592056j 0.00189568-0.00736238j 0.000333189-0.0124528j -0.00100401-0.00125857j 0.00127566+0.00631123j 0.000190776-0.00855847j 0.00203842-0.0049j -0.00281324+0.0078781j -0.000385693+0.00255299j -0.000887411+0.00068683j 0.000940571-0.00798098j -0.00250886-0.00142457j -1.48903e-05-0.00200694j 0.00535991+0.000474136j 0.00417217-0.00458596j 0.000909973-0.0115726j 0.00186594-0.000943382j -0.000635186-0.00153611j -3.18771e-05-0.0057175j 0.000217236-0.00420698j -0.00170447-0.00103912j -0.000801816-0.00135696j -0.000446174-0.00783134j -0.00341945+0.0023897j 0.00209612-0.00184701j 0.000554468+0.00211844j -0.000864292+0.000425624j 0.000754473-0.00088336j 0.000452965+0.00305089j 0.000907117-0.000554023j -0.000189724+0.00214477j -0.000436998-0.000315159j 0.000103196-0.00334108j 
