-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
0.00220907-0.00184441j 0.0019958+0.000481844j 0.000321276+0.00283039j -0.00183049+0.0014994j -0.000761145+0.00260711j -0.00317405-0.00201548j 0.000518854+0.00171562j -0.00061567-0.000826589j -0.00141073+0.00175995j -1.04101e-05-0.0013079j 0.00229123-3.38184e-05j 0.00402809+0.00175692j -0.00233539-0.00296211j -0.00156812+0.00207896j 0.00186829-9.92833e-05j -0.00372673-0.000696462j -0.000732998+0.00126773j 0.00132195-0.00172278j -0.00129652-0.00172218j 0.00230336+0.00234063j -0.00118894+0.00106492j -0.00396656-0.00323702j 0.00283773+0.000137134j -0.000581512-0.00305373j -0.000775728-0.000769026j 0.000273159+0.00511121j 0.00142112+0.00259866j 0.00194523+0.00306003j -0.00316148+0.000321047j -0.000947027+0.00290925j 0.00366786+0.00352456j -0.00301076-0.00263936j -0.00347568-0.000371332j -0.00465551+0.00172154j 0.00435162+0.00143879j 0.00253552+0.000275423j 0.00500803-0.00452548j -0.00251158+0.000874153j -0.00128561-0.00215692j 0.00267308+0.00352425j 0.00139685+0.000997514j 0.000628105+0.0018532j -0.00054186-0.00269271j -0.00179016-0.00388346j -0.00243186-0.000141352j -0.00385632-0.00238778j 0.0061557+0.00322189j -0.00150077+0.00764229j -0.00175647-0.00834615j -0.00492727-0.00138164j -0.00651222-0.000464405j 0.00151039+0.00131648j -0.00275788+0.00336006j -0.00944583+0.00560252j -0.00296661+0.0105451j -0.00399984-0.00512756j -0.00471974+0.00251353j 0.0102608-0.00498755j 0.0085441-0.0111542j -0.00101301-0.00695458j 0.00211747+0.00876689j -0.00713967-0.0118438j 0.00493147-0.00211066j 0.000876046+0.00228912j 0.00032806+0.00140423j -0.00230587+0.00888435j -0.00481264+0.00280261j 0.00578008-0.002349j -0.00119641-0.00759882j 0.000392824+0.000791379j 
0.000564667-0.00176678j 0.00283386-0.000241852j 0.00141973+0.00205516j -0.00144292+0.00146709j 0.00199557+0.00408024j 0.000459871+0.000118122j -0.00183121-0.0017622j -0.000286806+0.000295311j 0.000942315+0.00157355j 0.00131493+0.000198357j 0.00240266+2.70863e-05j -0.00461404-0.00397195j 0.00175169+0.00182366j -0.00275847-0.000557966j 0.00214544-7.17181e-05j 0.00448971-0.00247311j 0.000731548+0.00125011j 0.00124816-0.00372184j 0.00123071-0.000890138j -0.00476994-0.00212688j 0.000495518+0.00183986j 0.00415249+0.00283013j -0.00066951-0.00143715j 0.000269272-0.000720003j -0.000918925+0.00340356j -0.00389585+0.000636051j -0.00274719+0.00463201j -0.00506489+0.0030662j 0.00143085-0.00497301j -0.00484079+0.000675093j -0.00601469+0.0017773j 0.000470026-0.00132421j -0.00247313+0.00124925j -0.000112972+0.000474037j 0.00247813-0.000531968j 0.0103061+0.00543667j 0.00510248+0.000819816j -0.00228321+0.000534376j -0.0010674-0.00501458j -0.00367722+0.000183727j 9.24109e-05+0.00239581j 0.00220083+0.00542526j 0.00377926-0.00313375j 0.00169663+0.00334184j -0.00725785-0.00252324j 0.00144429+0.00572846j 0.00104543+0.00947149j -0.00986814-0.00230398j 0.00664771-0.00286166j -0.00235759+0.000409889j -0.0042323-0.00542679j 0.00237322+0.00482349j -0.00717097+0.00630578j -0.00457666+0.00671935j -0.00222298-0.00236547j 0.00522585+0.00240848j 0.000655212-0.00412215j 0.00674151+0.00595473j 0.00465906+0.000339426j -0.00114594-0.0020568j -0.0017821-0.00256812j -0.0030566-0.000726892j 0.00416197+0.00487935j -0.00409989+0.00448535j -0.00124409-0.00690117j 0.00372911-0.00268803j -0.00508759+0.00401823j 0.00407282+9.27984e-05j -0.00159061-0.00173531j -0.000643659+0.00248181j 
-0.00170867-4.07638e-05j 0.00129407-0.00146155j 0.00148795-0.000825042j 0.00246764-0.00202855j 0.00256613+0.000332732j -0.00301384+0.00214219j -0.000230129+0.00131362j -0.00213978+0.000179411j -0.00110976+0.00279421j -0.000272937-0.0011512j -0.00299712-0.000232468j -0.000106696-0.00126734j 0.000595551+0.000606937j -0.000189052-0.00100598j -0.00326777+0.000443946j -0.00549945-0.00237382j 0.00105732+0.00122803j -0.00139843+0.00257134j -0.00278277+0.00295784j 0.00107138-0.00181365j 0.00101156+0.0013271j -0.0020661+0.0023491j 0.000582851-0.000118452j -0.000586431+0.00207122j 0.000638774+0.00046484j 0.00237086-0.00309007j 0.00162524-0.00131689j -0.0022961-0.00292347j -0.00164215-0.000394795j 0.00278974-0.00136999j 6.89725e-05-0.00321972j -0.00223961+0.00169223j -0.00402837-0.000526545j -0.00273795+0.00818931j 0.00195613+0.00419672j -0.00452122-0.00459549j 0.00367985-0.000760405j -0.00151851-0.00412729j 0.00287753+0.000908417j -0.00690745-0.00651789j -0.00316226+3.17395e-05j 0.00357825-0.0065962j -0.00617823+0.00467549j 0.00169116-0.00229511j 0.00303915-0.000835807j 0.00185414+0.00287843j 0.0185968-9.39057e-05j -0.00938564-0.0109963j 0.00267032+0.00352786j -0.00490473-0.00173209j -0.00195958+0.012809j 0.0102566-0.000370136j -0.00255813+0.00135937j -0.0055377+0.000517643j -0.0062528-0.00105285j -0.0156062+0.00430086j -0.0050893+0.00376137j 0.003865+0.00426311j 0.00223406-0.00175395j 0.00710958+0.00576772j 0.00204145-0.000118296j -0.0130212-0.00604145j -0.004736+0.00405052j -0.00171074-0.000866093j 0.00219265+0.00453274j -0.003841+0.000448632j -0.00176458+0.00205572j -0.00372214-0.00104829j -0.00163843-0.00131215j 0.00197378+0.00140489j 
0.00196313+0.00174186j 0.00236039+0.000352431j 0.00112571-0.00533771j -0.00149772-0.00473719j 0.00280187-0.00699142j -0.00075216-0.000951826j -0.00514629+0.00169022j 0.0016059-0.000235488j 0.00125222-0.00569912j 0.0014964+0.000381973j 0.00271971+0.00344882j -0.00369533+0.00739569j 0.00571009-0.00444937j -0.00305405+0.000406899j -0.00165227+0.00186663j -0.00540485+0.000745718j -0.000124668-0.0036922j -0.00249962+0.000743364j 0.00161386+0.000259564j -0.00330353+0.00628546j 0.00140699-0.00496333j 0.00117264-0.00413333j 0.00143382+0.00283408j -0.000901567-0.000345478j 0.00138954-0.00462324j -0.00146084-0.0014393j -0.00112705-0.00664148j 0.00479087-0.00247132j -0.00296233+0.00171801j -0.000484575-0.0034604j 0.000903293+0.00468015j -0.00420788+0.00253567j -0.00263071+0.00233164j 0.00012248-0.00460688j -0.000381761+0.000123049j 0.00230803-0.00369269j 0.00336481-0.00244316j -0.00509881-0.0057444j -0.00807952+0.00266498j 0.00178875+0.00666093j 0.00565531+0.00208487j 0.00241417-0.00315771j -0.00797951+0.005264j 0.00680555+0.0021149j 0.0010772+0.00103709j 0.00812759-0.00456972j 0.0103955-0.00587325j -0.0098641+0.00621362j 0.00231536-0.0021691j 0.00154715-0.00057375j -0.00827413-0.00525137j 0.00981217-0.012747j 0.0111382+0.000418261j 0.00449903-0.00649713j -0.00520666+0.00161302j -0.000922498-0.00340793j -0.0114977-0.00344582j 0.0064247+0.00177707j 0.00126871+0.00240328j 0.00734686-0.00171908j 0.00203745-0.00197866j 0.00097973-0.00595019j 0.000331638+0.00183594j 0.00519199+0.0038877j -0.00375973-0.000297354j -0.0117502+0.000653164j 0.00917393-0.00586356j -0.00589681+0.000672188j 0.00186777-0.00356863j 0.000679986+0.00252343j 
0.00211963-0.00312965j 6.97054e-05-0.00344563j -0.000335774+0.00222964j -0.00321426+0.00534431j 0.00146243-3.70107e-05j -0.000625156-0.000661048j -0.00368961+0.00498546j 0.000458996-0.00260201j 0.00248266+0.00167997j 0.00382143-0.00114522j 0.00054364-0.00428475j -0.00379463+0.00110333j 0.004059-0.00286229j 0.00264867+0.00154941j 0.00354762-0.00292069j -0.00375266-0.00230204j 0.00182984+0.00244821j -0.000383261-0.000261728j 0.00223168-0.00273567j -0.000973806+0.00310896j 0.00441774-8.24266e-05j 0.0020681+0.00126662j -0.00141815-0.00359642j -0.000885214-0.000518495j -0.000197343+0.00202821j 0.00172167+0.00299913j 0.00161514+0.00531384j 0.00194028-0.00153365j -0.00373911+2.0897e-05j -0.00210084+0.00452925j -0.00280514+0.000343505j 0.000292147+0.00404469j -0.00377398-0.000756704j 0.00352433+0.00431044j -0.00538597+0.000307158j 0.00290797-0.0120116j -0.00275056+0.00105038j -0.00463149+0.00248679j -0.00674179+0.00193123j 0.00519204-0.0032275j 0.00798437-0.00028659j -0.00329456-0.00462428j 0.00514987+0.00385942j -0.00272556-0.00423575j -0.000269768+0.00605382j -0.0036192+0.000523939j -0.00546418+0.00282987j 0.00234243-0.00538355j -0.00932132-0.0026536j 0.00365526-0.00339533j -0.00776151+0.0115945j -0.00597575-0.00173829j 0.011946+0.00429627j 0.00197032-0.00199399j 0.00479883+0.000306937j 0.00947651+0.00455659j -0.00551662+0.00339577j -0.00110678+0.000554902j 0.00174388-0.00282979j -0.00258131+0.00170036j 0.00343744+0.00403364j 0.00549941+0.00692496j 0.00294101-0.00126939j 0.00739902+0.00361957j -0.00601835+0.0021425j -0.00402975-0.00291752j -0.00408204+0.00370694j 0.00457971+7.66346e-05j -0.00398699+0.00129612j 0.000623497-0.00214876j 
0.000791572-0.00331965j 7.75267e-05-0.000411049j 0.000943861+0.000480888j 2.02004e-05+0.000155077j 0.000505223+0.000764627j -0.00142709+0.00418329j -0.000560149+0.000853331j 0.00164129-0.00103892j 0.000629819+0.00140027j 0.000842217+0.000274037j 0.000562019-0.000177847j 0.00108886-0.00451518j -0.00215006+0.0025328j 0.00359568-0.00120196j 0.00120853+0.00119062j 0.000654646+0.00418493j 0.000307652+0.000910888j -0.00239613-0.000176306j -0.000685194+0.00125264j 0.00157197-0.00547131j 0.00276346+0.00173482j -0.00357556+0.00841499j 0.00152696-0.00441898j -0.000657779+0.000672162j -0.000681202+0.00223965j 0.00646351-0.0040189j 0.00273768-0.00501086j 0.00774364-0.00767943j 0.000365048+0.00252347j 0.00361791-0.00328855j 0.00551005-0.00654688j -0.00499108+0.00492941j -0.00331131+0.00647351j 0.001038+0.00572255j 0.00223936-0.00516798j 0.00147779+0.00241909j -0.00368402-0.00351218j 0.00393412-0.00260293j -0.00560289+0.00146756j 0.0132507-0.00492388j 0.00427151-0.00448916j 0.00503309+0.0046725j -0.0101152+0.00511629j -0.00417459+0.00712808j 0.00137959-0.00067822j -0.00467924+0.00249192j 0.00195777-0.00375025j 0.0125969-0.00342908j -0.0109855+0.00155034j 0.00185871+0.000219467j -0.0103099-0.000677685j 0.00354517+0.000275089j 0.00688497-0.000562101j -0.00259261+0.0120221j 0.0092812+0.00243173j -0.0133427+0.00782235j -0.00887055-0.00162682j -0.0168816-0.00390656j -0.00234225-0.00493932j 0.0048685-0.00208638j 0.00528254+0.00320459j -0.00392884+0.00614911j -0.00328676-0.00337562j 0.00618434-0.00084359j 0.00513614-0.00103441j -0.000645981-0.00115957j -0.00232804+0.00182017j -0.000493993-0.00119406j -0.00315731+0.0014663j -0.00214006-0.000121294j 
0.00267365+0.00026652j 0.000585952+0.000609719j 0.000538491+0.00215489j -0.00101617+0.00101913j -0.000832427+0.000976227j -0.000440492+1.36709e-05j 0.00251106+0.00242271j -0.001655-0.00275051j 0.000260466+0.000477273j 0.000726594-0.00063706j 0.00102307-0.000532651j 0.00212146+0.000483926j -0.00360979-0.00107978j -0.00155052-0.00351047j 0.00465325+0.00200649j -0.00216463-0.00126468j 0.00132994+0.00234355j 0.00188438+0.00335318j 0.00378425+0.000418848j 0.00132803-0.00228266j 0.000444547-0.0009791j -0.00288897+0.001014j 0.00315081-0.000242905j 0.00262806+0.00128683j -8.91561e-05+0.00081846j 0.000311407-0.00222274j 0.000460231+0.000622107j -0.00185792-0.00603666j -0.0039374-0.000839938j -0.00231277-0.000490318j 0.00172164-0.00402595j -0.00226876-0.00123643j -0.00646329-0.00522077j -0.00184093-0.00163193j -0.00469682+0.00424917j 0.00305971+0.0018668j 0.00496236+0.00755091j -0.00374393-0.00494843j -0.00339907+0.000982798j 0.0081396-0.00174197j 0.00247627-0.00287463j 0.00129538+0.00499925j 0.000663967+0.00417j -0.00310476+0.00169295j 0.000477414-0.00349749j -0.00898659-0.00197724j -0.00373024+0.0115139j -4.79013e-05-0.0122506j -0.00680338+0.0027611j -0.000579436-0.00671725j -0.0114646-0.00579467j 0.00129812+0.00500921j 0.00443312-0.00698055j -0.0045475-0.0131789j 0.00122979-0.00814592j 0.0053924+0.000931116j -0.0045589-0.00831873j -0.00785771+0.00278589j 0.00181946+0.0105975j -0.00405135+0.00631656j 0.00202093-0.00289887j 0.0040178-0.0101595j -0.00427957+0.01209j -0.000300475+0.00185884j 0.00147811+0.00220349j -0.00242105+0.00328598j -0.00243495+0.00210886j 0.00168473+0.00312081j -0.000877377-0.00470736j -0.000476708-0.00329737j 
0.000950281-6.77919e-05j 0.001215+0.00243112j -0.000584586-0.000480215j -0.00104394-0.00227254j -0.00127798-0.000378246j -0.00124787+0.00122298j -0.000647118-0.00217731j 0.000912399+0.00115575j -0.00065018-0.00255623j -0.00141425+1.99686e-05j -0.000389914+0.00470426j -0.000110294-0.00197188j 0.00100898-0.00010576j 0.00197893-0.000718472j -0.00270564+0.00342672j 0.000951666+0.00476715j -0.00299969-0.00477454j 0.00259895-0.000579098j -0.00298612-0.00390441j 0.00302216+0.0011195j -0.00186936-0.0016047j -0.000564196+0.00226116j -0.000160717-0.00139189j 0.00031412-0.00100936j -0.00238534-0.00287786j -0.00217568-0.00454247j 0.00178321-0.000443338j 0.000297242-0.000882735j 0.00135542-0.00112365j 0.000610859-0.00671092j -0.00351487-0.00214821j 0.00126575+0.0007172j -0.00984324-0.00638347j 0.00841334+0.0075967j 0.00326271+0.00461325j -0.00945017+0.00143101j 0.00238422+0.00407212j 0.00508256+0.00565585j -0.00410499-0.0118514j -0.00224785+0.00397963j 0.0033376+0.00610695j -0.00258166+0.00641518j 0.000750557-0.000382881j -0.00689814-0.00180096j 0.00317537-0.00549507j 0.00759556+0.0119431j -0.00113813-0.000777633j -0.00418835-0.00695373j 0.00433607+0.00144508j -0.00209104-0.00191689j 0.010033-0.00420001j -0.000490451+0.00557635j -0.00255308+0.00032615j -0.00379405-0.0110007j -7.28969e-06-0.00440005j -0.00408689-0.00480214j 0.00455049-0.00315627j 0.000643468+0.00338768j -0.00149296-0.00118848j 0.00679539+0.000783327j 0.00339914-0.0030842j -0.000637343+0.00143075j -0.000496913-0.00143385j -0.000204539-0.00121087j 0.00499348-0.00290532j 0.0016186+0.00138092j 0.00116387-0.00431292j -0.00105154+0.000167157j 0.00152978-0.00156814j -0.0016996+0.00240787j 
-0.00156087-0.0016867j 0.0017387-0.000104103j 0.00025402-2.1679e-05j -0.000372192+0.00268119j -0.000555946+0.00148533j -0.000340253-0.00399444j -0.00123018-0.0022639j 0.00211229-0.00200696j -0.00306077-0.00156736j -0.00177168-0.000122506j 0.00409525-0.00479306j 0.00133288+0.000448788j -0.00272149+0.00170774j -0.000783611+0.00276886j 0.00185021-0.00455185j 0.00632496-0.00473577j -0.00208383-0.000142726j -0.00204082-0.0014307j -0.0038031-0.00330938j 0.00180183+0.0039622j -0.00301046+0.0011101j 0.00119119-0.00318035j -0.00187452-0.000491889j -0.000299033-0.00251687j -0.000369817+0.000148866j -0.000529453+0.00364976j 0.00148237+0.00287009j 0.00271608-0.000900031j -0.000229173-0.00132846j -0.00121881+0.00389449j 5.06085e-05-0.00204042j -0.00133823-0.0014026j 0.00344155-0.00215293j -0.00302424+0.000925361j -0.00387383+0.00163614j 0.008075-0.00873968j -0.000326574-0.00044247j 0.00907304+0.00376934j -0.00145673+0.00369215j 0.00578087-0.00980108j -0.00369167-0.00276925j 0.0183446+0.000718041j -0.00570514-0.00295898j 0.00609256-0.00309342j -0.00244356+0.00615756j 0.00477392+0.00473814j 0.00494204+0.00936925j 0.00968599-0.00380603j -0.00202414+0.00116189j -0.00220621-0.00309969j -0.0143623+0.00704823j 0.00292682+0.00772146j -0.00658705-0.00359515j 0.00374107-0.00219784j -0.00290223-0.00552464j -0.00649414-0.0133381j -0.0077261+0.000351143j -0.00280235+0.00101435j 0.00145392-0.00253082j -0.00877165+0.0033035j -0.00517429-0.00241953j 0.00135942-0.00848986j -0.00013866-0.0088565j 0.00263321-0.00194438j -0.00744514+0.000360674j 0.00415767-0.000277066j -0.0010927-0.00238599j 0.000847908-0.00335312j -0.000804146-0.00053515j 0.000958632+0.00398207j 
-9.35864e-05+0.00305681j -0.00168062-0.00260382j 0.0019987-0.000502679j 0.00184694+0.000291044j 0.000977322-0.00126767j 0.00238148-0.000274458j 0.00342007+0.00353283j 0.000233037+0.000290834j 0.00291424+0.00137586j -0.00297693-0.00231993j 0.00186054-0.000284735j -0.00185557+0.00508819j -0.00301515-0.00171827j -0.00331834+0.000593468j 0.00359215+0.00307308j 0.00198421-0.00148356j 0.000383199+0.000611799j -0.000544784+0.00495714j -0.000516978+0.00411895j -0.000639098+0.00195105j -0.00200649-0.00316992j 0.00278494-0.00389707j 0.000281561+0.00171956j 0.00307801-0.000258744j 0.000309263-0.000349026j -0.00458041+0.000938614j 0.003727+0.00245917j -0.00215595+0.00090627j -0.00571866-0.000155856j -0.00261293+0.00220361j 0.000361615-0.00229009j -1.67608e-06-0.00215477j -0.00454804+0.000409086j 0.00781243-0.000305546j -0.00136269-0.00162827j 0.00250178-0.00211519j 0.00103705-0.00268243j 0.00711654+0.00332787j -0.00746437+0.00215951j 0.00349356+0.00462285j 0.00180009-0.000333724j 0.0105394-0.00189611j -0.00226378+0.00438617j -0.000251462-0.0064375j -0.00333135+0.00178958j 0.00868179-0.00657354j 0.00204756-0.0143699j -0.00479134+0.00736115j -0.00461839-0.00469216j 0.00119264-0.000871109j -0.00521995+0.000670673j 0.00735831-0.00077532j 0.00617976+0.000733403j 0.00462931-0.00338387j -0.0045441+0.0011983j 0.000209295+0.0118004j -0.0020172+0.0016185j 0.000171157-0.0103074j 0.00473485-0.00241622j -0.00101387-0.00506107j -0.0043779-0.00385651j 0.00218058+0.00549364j 0.00125785+0.00463719j -0.00175458+0.00239084j -0.0026996+0.0007806j -0.00500078+0.00184764j 0.00222303+0.00531777j -0.000652167+0.00106221j 0.000132909+0.000915912j 0.00240431-0.00463278j 
-0.000901454-0.00275809j 0.000580308-0.0035874j -0.00104904+0.00206956j -0.00240227+0.00534459j -0.000905904-0.00222845j -0.00256093+0.00166896j -6.19254e-06+0.00715009j -0.000580499-0.00149147j -0.00110631+4.07775e-05j 0.000119909-0.00432661j -0.000754932+0.000962232j -0.000836535+0.0050998j -0.00285907-0.0078522j 0.00494595-0.00263491j 0.000536267+0.000447674j -0.000154022+0.00571265j 0.00121449+0.000701379j 0.00018717+0.000257965j -0.000675943-0.000483349j 0.0021125-0.000455432j 0.00239738-0.00541097j 0.00209688+0.000567279j -0.00174012-0.000271728j 0.00157415+0.00127694j 0.000217468+0.0032896j 0.00184311-0.000364403j 0.00334743+0.000248054j -0.00182867-0.000966951j -0.00194188+0.00507201j 0.000540196+0.00430661j -0.00327607+0.00450131j 0.00488665-0.000981305j -0.00277732+0.0134027j 0.00928484-0.00602659j 0.00474247+0.00265039j -0.011599+0.00202819j 0.00681634-0.0019528j 0.00119084+0.0080444j -0.00302679+0.0155187j 0.000433607+0.00152888j 0.00260217-0.0134607j -0.00250797+0.00717507j 0.00794021-0.00286962j -0.00284625+0.00384704j 0.00440746-0.00130373j 0.00701837-0.00391944j 0.00888673+0.000401748j -0.0128055+0.00491864j 7.51066e-05+0.00258144j -0.00641593-0.00405711j 0.00909115+0.004545j -0.00150615+0.00191437j 0.00603191-0.0110246j -0.00972887+0.00483557j -0.00478285-0.0018474j 0.000985985-0.00343076j -0.00243452+0.00490547j 0.00823075-0.00260358j 0.00167386-0.00159121j 0.00762777-0.00298833j 0.00409605-0.00715232j 0.00507355-0.00138007j -0.000501486-0.00419848j 0.00677954-0.00455428j -0.000350345+0.0041601j -0.00365874+0.00577883j -0.00488657+4.24504e-05j 0.00201749+3.78874e-05j -0.0031179+0.00165634j 0.00215864+0.000406952j 
-0.00133384+0.00123255j 0.000759288-0.000417865j -0.00165366+0.000595276j -0.00131326-6.35674e-05j -0.00165699-0.000949262j -8.08371e-05+2.64456e-05j 0.000744935+0.00213453j -0.00077691+0.00143755j -4.38968e-05-0.000707059j 0.00150254-0.00545839j -0.00322824+0.00275867j 0.000594452+0.000588704j -0.00125847-0.00347235j 0.00220174+2.69204e-05j -0.00474791+0.00328221j 0.00172669+0.00556963j 0.00124008-0.00490345j -0.00560741+0.00481803j 0.00512725-0.0056766j -0.00210194+0.00366327j -0.000286005-0.00542956j -0.00130244+0.00114945j 0.005562-0.000697726j 0.00259129+0.00287891j 0.00120637-0.00203201j 0.00472061-0.0041724j -0.00639343+0.00473808j -0.00447026-0.000712232j 0.000483503-0.00114164j 0.00155063-0.0010921j 0.0117681-0.00550909j 0.00512451+0.000498003j 0.00719896-0.00994883j -0.00868334+0.0115458j -0.00570282-0.00520584j 0.00434214-0.00522723j 0.00134057+0.00303897j -0.00914491+0.0139685j 0.00205367-0.00384922j -0.000820119+0.00218353j -0.00502781+0.000600072j -0.00185206+0.0103841j 0.00219614+0.00265311j 0.00735031-0.00715278j 0.00399714+0.00176932j -0.00784393+0.00968764j 0.00710108-0.00252859j 0.00916397+0.000461447j 0.000109127+0.00036106j 0.00621332-0.00167489j -0.00806433-0.00209774j -0.0101166+0.000589843j 0.00326179-0.0048512j 0.0144562+5.68695e-05j 0.00880423-0.00192406j -0.000592882-0.00355611j 0.00210872+0.00538493j 0.00193179-0.00429409j 0.00650389+0.00180064j 0.00106127-7.80973e-05j 0.00697263-0.00239882j -0.00265398+0.00208374j 0.000281848-0.00193039j 0.000603564-0.00173676j 0.00146665+0.000879301j -0.00181338+0.00383037j -0.0010818-0.00187903j -3.53368e-07+0.00127925j 0.000892163+0.000392024j 0.00116657+0.00081251j 
0.000570217-0.0011187j -0.000169102-0.000778763j -0.00147016-0.00288369j 0.000487635-0.00208729j -0.000954026-0.00377618j -0.000554536-2.18109e-05j 0.000654186+0.00257341j -0.000255865-0.000880734j -0.00278562-0.000586153j -0.000282455+0.000324504j 0.00431487-0.00325683j 0.00166008+0.00229506j 0.00105931-0.00140889j -0.00186324+0.0025586j 0.00155033-0.00189509j 0.000947385-3.28178e-05j -0.00186845+0.000754522j 0.00476341+0.00162442j -0.000916048-0.000176679j -0.00115895+0.00219292j -0.0056707-0.000421064j 0.00288604-0.000651023j -0.000648795-0.00077544j -0.00209821+0.000800745j -0.00376012-0.00168495j -0.00322321-0.002998j -0.00751943-0.00234933j -0.00513633-0.0065133j 0.00866407+0.000666129j -0.000485606-0.00144096j -0.00408121-0.00478473j -0.00164391+0.00635132j 0.00473785+0.00313015j -0.00651782-0.000290287j -0.000209415+0.00246893j -0.00153691-0.00593814j -0.0104299+0.000332804j -0.00259283+0.00250023j 0.013879+0.00827225j -0.000317667-0.0110332j -9.41141e-05-0.00465447j -0.00511536-0.0087975j 0.00501366+0.00935668j 0.00405185-0.00295862j 0.000745542+0.000155847j -0.00573276-0.00221616j -0.0136441-0.00747328j 0.0043924-0.00231532j 0.00265595+0.00671798j 0.000893392-0.002834j -0.00220969+0.014825j -0.00993874-0.007268j -0.00645666-0.011293j -0.000108737-0.00436565j 0.00235729-0.00212457j 0.00152985+0.00647865j -0.00146444+0.0133296j 0.000445573+0.00916503j -0.00438719-0.00194998j -0.00366467-0.00563595j -0.00323081-0.0020573j -0.00261164-0.00109351j 0.000790372+0.000955216j 0.0022704-0.00569592j -0.000353836+0.000543586j -0.00146255+0.00652649j -0.000619801-0.00511675j -0.00210947+0.00280958j -0.00114496+0.000207374j -4.52775e-05+0.000159326j 
-0.000733948+0.000106384j -0.000368227+0.000808753j -0.001168+0.00141391j -0.00303704+0.003586j -0.00167204+0.0028016j 0.00163186+0.000959066j -0.00105462-0.00350683j -6.47492e-05-0.00264472j 0.000661148-0.00238683j -0.00259249+0.00345636j -0.00385299+0.00232957j -0.00226058-0.00237874j -0.00274456+0.00782999j 0.00342475-0.00450703j 0.00364242-0.00272724j 0.00490171-0.0022201j 0.00184175-0.00351106j 0.000467095+0.00182538j 0.00509769-0.00301326j -0.00247314+0.00052547j 0.00733173-0.00403845j 0.00352219+0.00366488j -0.00332767-0.0040143j 0.00421052-0.00516727j 0.00668462+0.000506914j 0.00141481-0.00376153j 0.00363211-0.000644216j 4.6321e-05-0.00115544j -0.00636635+0.00457226j -0.00128977-0.0009683j -0.0119022-0.00148672j -0.000469315-0.000828872j 0.00397114-0.00335808j 0.0100406-0.00285608j -0.00603784-0.00158768j 0.00294186+0.000240808j 0.00844045-0.00216137j 0.00206867-0.00911398j 0.00389851+0.000707987j 0.000399821-0.00171163j -0.0124031+0.00494362j 0.0136168-0.00868843j 0.00716243+0.00590365j 0.00398404-0.000356508j 0.00361677-0.00152448j 0.00491809+0.00206495j 0.00711561-0.00580609j -0.00378883-0.00586719j 0.00247322+0.00467165j -0.0070879+0.000810384j 0.0043544+0.00439812j 0.00806106-0.00646411j -0.00323539+0.00236783j 0.0127091+0.000411139j -0.00688289-0.00150723j 0.0111401+0.00744724j -0.00270582+0.000871582j -0.00886773+0.00827629j 0.00272856-0.000746305j 0.00348021+0.00148424j -0.00102223-0.00222548j 0.00593538+0.00241336j -0.00157976+0.00164279j -0.000773199-0.00042874j 0.00063447-0.00315835j 0.00507628-0.00234661j 0.000848136+0.00105757j 0.0030468+0.000752883j 0.00125535+0.00153457j -0.000107134+0.00108475j 
