-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
-0.000781443-0.00035047j 0.000190436-0.00136844j -0.00144524-0.000693588j 4.17435e-05+9.2981e-05j 0.00289938+0.00202676j 0.000443331+0.00539589j -0.000206353-0.000926058j 0.00079294+0.0017219j -0.00478509-0.00251321j -0.00476691+0.00730594j 0.0026449+0.00137467j -0.00211239-0.00168284j -0.00249239-0.00183193j 0.00188349-0.0025976j -0.0031831-0.00129011j -2.20856e-05-0.00257926j -0.000490718+0.00144657j 0.00348418-0.00487433j -0.00286029+0.00104449j -0.00548091+0.00259012j 0.000607631-0.00186754j 0.00501057-0.000805672j 0.00072427+0.0018163j -0.0031285-0.00411144j -0.0058093-0.00143976j -0.00323693-0.00204192j -0.00837921+0.00358127j -0.00167101-0.00563492j -0.00323698-0.00166749j -0.00250061-0.00353657j -0.00761037+0.00417124j 0.0028021-0.00684983j -0.00318992-0.00243847j 0.000849493-0.00199966j -0.00846899-0.00268721j 0.00646058+0.00376124j -0.000210533-0.00362965j 0.00532786-0.00635422j 0.00185516+0.00522711j -0.00238381+0.00258916j 0.00601812+0.00403186j 0.00258325+0.00636003j 0.0074085-0.00311338j -0.000278711-0.00796509j -0.00101311+0.00317337j 0.000283318-0.000582293j -0.00197599-0.00341141j 0.00049112+0.00581658j -0.000819009+0.00299564j -0.00319904-0.000345286j -0.00353627+0.000721967j 0.000793601+7.03149e-05j -0.00139315-0.00332518j 0.0021794-0.000630461j 0.0009979+0.00157072j 0.000416393-0.000832484j 
0.000759385+0.00131763j -0.00138299-0.000106406j -0.000154768-0.0015718j -0.00133463-0.00105442j -0.00136776+0.000116382j 0.000703592+0.00359557j -3.96627e-05+0.00170244j 0.000371537-0.0020318j -0.00700293-0.00353131j -0.00600211+0.00749452j 0.0073711+0.00225808j -0.000838022-0.00483809j -0.000928912-0.0063578j -0.000845479+0.00104314j -0.00664835-0.00811044j 0.00586107-0.0099468j -0.00417641-0.00395078j 0.00383372-0.00405507j 0.00738182-0.00279272j -0.0074365-0.000962679j 0.000392719-0.000753941j 0.000618073-0.00234056j -0.000805179+0.00182309j -0.00142196+0.00310286j -0.00728759-0.000284105j -0.00124121-0.00426513j 0.00241031-0.000705027j -0.00265997-0.00460075j 0.00086697-0.00265316j -0.00549312-0.000749409j -0.00341566+0.0033882j 0.00805774-0.00927375j -0.00380916-0.00972443j 0.000795023-0.00238279j -0.00330958+0.00694542j -0.0022363+0.000758237j -0.00413603-0.00472297j 0.00375261+0.000175941j 0.0030667+0.000464039j -0.00195029+0.000344039j 0.00505268+0.00452291j -0.00353054-0.00569604j 0.0012532+0.00328667j 0.00468627-0.006536j -0.00103217+0.000708162j -0.00846275-0.0033004j -0.00321646+0.00188769j 0.000264881-0.000416059j -0.00235289-0.00204841j 0.000607169+0.00336497j 0.00408982-0.00401154j -0.000577721+0.00188779j -0.000575217+0.00336188j -0.0039727+0.000121504j 0.000497816+0.000538722j 0.00164833-0.000519568j 
0.00133881+0.00129335j -0.0017607+0.00181697j -0.000537041-0.0011406j 0.00154182-1.43164e-05j -0.00120803-0.00120974j 0.00176812-0.00106513j -0.00135311-0.00164039j -0.000186932-0.00183244j 0.000815008+0.000816503j 0.000580267-0.00410321j -0.000538233-0.0023089j 0.000187353+0.00402323j -0.00139168+0.000684768j -0.00240814+0.0036597j 0.000107327+0.000568498j -0.000943553+0.00149505j -0.00175251+0.000794505j 0.00119354-0.00221453j 0.000186801-0.00288056j 0.00298318-0.000275254j -1.77669e-05-0.00102209j -0.00116772-0.00127771j 0.00235853+0.000396984j 0.0046713+0.00100368j 0.0025002-0.000955829j 0.00282638-0.00548727j 0.0023249+0.000416229j 8.55754e-05+0.00358611j 0.0006794+0.00227331j 0.00151418+0.0050324j 0.00889008-0.00102875j 0.00290653+0.00126749j -0.00228502+0.000491548j -0.00388272+0.000635921j 0.00299739+0.00201766j -0.00201928-0.00270368j 0.000218663-0.00561191j 0.00133272+0.00173184j -0.00262892-0.0017552j 0.000411701+0.000209203j -0.00216444+0.000570349j 0.00131431-0.00299423j -0.00311081+0.00736111j 0.00308089+0.00480867j -0.0049898+0.000305193j 0.000900542+0.00272348j 0.00404154+0.00245696j -0.000725711-0.000733314j -0.00222624-0.00539198j -0.00128759-0.00216675j 0.00231443-0.000315503j 0.00225278-0.0030034j 0.00207478+0.00444596j -0.00457358+0.00194204j 6.93181e-05-0.00084455j 0.000745737-0.000161392j 
0.000732748-0.0011513j 0.000900003+0.000354788j 0.000658557+5.54495e-05j -8.5687e-05+0.000430772j 0.000857904-0.000393992j 0.00204484+0.00159952j -0.00202339+0.00164797j 0.000789465-0.000178686j -0.00011375+0.0029254j 0.00143497+0.000219997j 0.000922799+0.000849299j 0.00155207+0.0010971j -0.000161457-0.000910271j 0.00149179-0.00128697j -0.002159+0.00204092j -0.000354352-0.00316951j -0.00335466-0.000341757j -0.00497947+0.00135151j 0.00329299-0.000738728j 0.00266008-0.000553094j -0.000716414-0.0011459j 0.00460106+0.00165098j 0.00267803+0.00244033j -0.00432405-0.00425278j -0.00521951-0.00112287j -0.00594302+0.00323634j -7.96217e-06-0.00257754j 0.00243479+0.00230077j -0.00381538-0.00275971j -0.00550038-0.00186728j 0.000583558-0.00422711j 0.00769266-0.000319219j -0.00286333-0.00353154j -1.07381e-05-0.000740139j 0.0023067+0.00149515j -0.00337284-0.000450997j -0.00362049+0.00248499j -0.000580989-0.00248624j -0.00497466-0.00173049j -0.000863864-0.00105902j -0.00424179+0.0011345j 0.000894179-0.00688821j -0.000213333-0.000663168j -0.00171859+0.00361127j 0.00174049+0.00189325j -0.000393882-0.00303759j 0.000157894-0.00275632j 0.00502813-0.00156635j -0.00130806-3.19941e-05j -0.00193538+0.000339271j 0.00126367+0.000325412j -0.00211922+0.000657294j -0.000522714-2.38978e-05j -0.000383471-0.00165698j 0.000211627+6.96589e-05j 5.51053e-05+4.61019e-05j 
0.00042335-0.000740351j -0.000181398-7.26113e-05j -0.000213932+0.000305408j -0.0008593+3.98533e-05j 0.000403517-0.00304257j 0.000863205+0.00238572j -0.00143643-0.00328093j 0.00204648-0.00255914j -0.00188045+0.00238645j -0.000197845+0.00172694j 0.000336568-0.00029839j -0.00285304+0.00907547j -0.00188268-0.000834688j -0.00248305-0.00282606j 0.00456583+0.0106475j 0.00258654+0.00578083j -0.00283156-0.000154237j 0.00276845+0.000414933j -0.00724736-0.00335942j 0.0013229+0.00102324j -0.00456463-0.00268862j 0.00542318+0.00466968j -0.00198677-0.000268289j 0.00739354-0.00806999j 0.00246443-0.00285172j -0.00216648+0.00584029j -0.000725538+0.00559441j 0.00145677-0.00448394j -0.00374189+0.00241641j 0.00655711+0.00506417j 0.00145997-0.00380972j 0.00105281+0.00427337j 0.00920569+0.00927756j -0.00028026+0.00547021j -0.00965358-0.00830197j 0.0107527+0.00167539j 0.00136177-0.00351289j 0.0028738-0.0020134j -0.00421436+0.00493657j 0.00411923+0.001967j -0.00675993-0.00080054j 0.00126871+0.00766272j 0.0019176+0.00140189j -0.00534731-0.00557377j -0.00408341+0.000622353j 0.00196021-0.00243162j 0.00107895+0.00175702j 0.00426752-0.000351137j 9.65469e-05-0.00155389j -0.00173093-0.00060522j 0.000484379-9.49115e-05j -0.000215372-0.00151079j 0.000734451+0.00317986j -0.00134661-0.00168002j -3.01163e-05+0.000711679j 0.00109534+0.000268351j 
0.00025272-0.000263545j 0.00148975+0.000113337j 0.00338291-0.000894739j 0.000807562-0.0013341j -0.00148782+0.00707415j 0.000462086-0.00312334j 0.00115593+0.00361383j -0.000655324+0.000203913j 0.0001909-0.00762221j -0.00199485-0.00846805j 0.00194836+0.000960235j -0.00518719-0.00255224j 0.00137341+0.000979487j -0.00274984-0.000113231j 0.00681225-0.00820916j -0.0157215+0.00446031j 0.0138028+0.00414012j -0.00951547+0.00915853j 0.00192609+0.0114553j -0.00575688-0.00341268j -0.00205779-0.00163779j -0.00277659+0.00130154j 0.00389394+0.00124697j -0.00427236+0.00984192j 0.00290382+0.00582117j -0.00429763-0.00321759j 0.00819707-0.00559972j 0.000313644-0.00110762j 0.00156843-0.00198209j -0.0195636+0.00714413j 0.0146358+0.00747877j 0.00304547+0.00647485j -0.000343679-0.0134956j -0.00510626+4.89225e-05j -0.00960683+0.0119437j 0.00320031+0.00372756j 0.00248639+0.00197462j -0.00010842+0.00304321j 0.000801548-0.00203266j 0.00322713-0.00324664j -0.00389622+0.00114685j -0.00701544+0.00542863j -0.000935037-0.00321039j 0.00445476+0.00190491j 0.000784824-0.00529642j 0.0060645+0.00131935j 0.000211404+0.000932839j -0.000611243-0.00171743j -0.00252283+0.000242012j 0.00224212-0.00270755j -0.0002993+0.00208492j -0.00193171-0.00100677j -4.68535e-06-0.00281683j -0.000261566+0.000138666j -1.86167e-05-0.00180969j -0.00218624-0.000337516j 
-0.00128055+0.00141088j -0.000962247-0.000885468j -0.000441291-0.00123676j 0.000972185+0.000494517j -0.00200033+0.000868447j -0.00156603-0.000318671j -0.00070329-0.00169381j 0.0012359+0.00019643j -0.00281931-0.00289571j -0.00146286+0.00484143j 0.00226834-0.00248267j -0.00317178-2.2371e-05j 0.00104125+0.000846846j -0.000984873+0.00144463j -0.000363984-0.00409j 0.000781242+0.00109872j -0.00436769-0.00518998j 0.00461555-0.00404948j -0.00474871-0.00237877j -0.00446633+0.000496194j 0.000297571+0.00622578j -0.00283695-0.000530071j -0.00221397-0.00143608j 0.00448084+0.0015256j 0.000295735-0.00619564j -0.00352138+0.00145691j -0.00394369-7.50159e-05j 0.00342654-0.00199847j -0.0010752+0.0063384j -0.000783467-0.00195737j -0.00199328+0.0032055j -0.0040797-0.000421481j -0.000940666+0.000759727j 0.000758181-0.000611132j -0.00803938-0.0024557j 0.00847047-0.00314739j -0.00107535-0.00216787j -0.000893939+0.00251821j -0.00423463+0.00306694j -0.00193145-0.00482908j -0.000496282+0.00562004j -0.000166535+0.00816514j 0.000565786-0.00274268j -0.000106512-0.00563588j 0.000654585+0.000458661j 0.0032797-0.000753213j -0.00183095+0.000918746j 0.00359292+0.00136644j -5.4431e-05+0.00119421j 0.000429352+0.00167906j 0.00204548-0.00213993j -0.00127275+0.00128967j 0.0012745-0.00087247j 0.00239056+0.00210385j -0.00043905+0.000390468j 0.000153659-0.000146071j 
-0.00114255+0.00118172j -0.000927414-2.65922e-05j -0.000607277+6.2886e-05j 0.00114964+0.00122496j -0.00222521+0.000755035j -0.000830417-0.00237735j 0.000217623-0.000907484j 0.000659396-0.0002074j 0.000197431-0.0016588j 0.00103528-0.00128627j -0.000804818-0.0070305j -0.00333466-0.0037193j 0.0003694-0.000172976j -0.00164538+0.00526949j 0.00334332-0.0120486j 0.00105707+0.00513153j -0.00292086+0.00232059j -0.000293472+0.00223727j -0.00229206-0.00217835j 0.000138551+0.00162703j 0.00141613-0.00174477j -0.0153187+0.00226296j 0.00195153+0.00172981j 0.0045292+0.00689523j 0.00854959-0.0072789j 0.00144938-3.78408e-05j 0.00562048-0.00656954j 0.00159702+0.00672388j 0.00187934+0.00483252j 0.00155166+0.00484683j 0.00027212+0.00129165j -0.00271245+0.00268226j -0.00407993-0.000507874j 0.00270675-0.00331307j -0.00477277+0.00291513j -0.0033649-0.00343913j 0.00293406+0.00264994j 0.000749619+0.00188701j -0.00302322+0.00130511j 0.00372484-0.00183198j 0.00328801+0.0119974j -0.00453428+0.00371776j 0.00673573-0.00284482j -0.00203396-0.00207424j -0.00192109-0.00198165j 0.00356432+0.0021377j 0.000959641+0.000849779j -0.00176993-0.00196768j 0.000568067+0.000994472j 0.00256216-0.000627726j 0.000690998-0.000506423j 0.00108598+0.00173169j 0.00202406-0.000775257j 0.00191437+0.00262989j -0.0011904-0.000188924j -0.000288856+0.000654715j 
0.000963946-0.00127025j 0.000167674+0.00064531j -0.00180593+7.48249e-05j 0.000973153+0.00260573j 0.00607529-0.00117794j 0.00702432+0.00512064j -0.00289738+0.00173866j 0.00233269+0.000773888j -0.00424414+0.00482503j 0.00452577-0.000465809j 0.000394206-0.000154892j -0.00297271+0.000487297j -0.00341633+0.00208625j 0.0012877+0.00382364j -0.00225169-0.00358333j -0.00571557-0.00618229j -0.000478442+0.0060135j -0.00643582-0.00239766j -0.00067063+0.00193993j 0.00282345+0.00397586j 0.000271068-0.00185026j 0.00620755+0.00161435j 0.00880069+0.000634533j -0.00239651-0.00344738j -0.00594427-0.0032915j -0.0110675-0.00233567j -0.00562463-0.0064993j 0.0057284+0.00226825j -0.00512059-0.00317614j -0.00717709-0.00162538j 0.0039242-0.0013294j 0.0109843-0.00878369j -0.00454901-0.00320749j -0.0001233-0.00546972j -0.00113094+0.00722186j -0.00155215-0.000169322j -0.00266383-0.00287642j 0.00591297-0.00437381j -0.00575787-0.000641756j -0.00184593+0.001568j -0.000741365+0.00479185j 8.50086e-05-0.00113399j 0.00219787-0.000694576j -0.00386081+0.0050758j -0.00125909+0.00232989j 0.00179203+0.00121526j -8.91628e-05-0.000700206j 0.00257164+0.00401082j -0.000938538-0.00314489j -0.00543181-0.00231188j 8.11993e-05-1.09207e-05j 0.000135656+0.00118988j -0.000654101-0.00143335j -0.00161915-0.00256791j 0.000915691+0.000392458j 0.000319219-0.000202094j 
-0.000856386-0.000258487j 0.00164634-0.000966541j 0.00347626+0.000450817j 0.000325822-0.00140278j -0.00355947+0.00228975j -0.00567192-0.0032388j 0.00256928-0.000597882j -0.000312843-0.000344677j 0.00205817-0.00475134j -0.00616844-0.00249625j -0.00182479+0.000504872j 0.00544365+0.00085325j 0.0034553+0.00032751j 6.9598e-05-0.00495616j 0.00327986-0.00178406j 0.00427145+0.00871584j -0.00447641+0.00031283j 0.00497542+0.000533987j 0.000530853-0.00200284j 0.00149494-0.0040245j 0.00230281-0.00691633j -0.00717168-0.00532341j -0.000978527+0.00497124j -0.000101074+0.000759621j 0.00488754-0.00288013j 0.0136313-0.00143048j 0.00220298+0.00734498j -0.00457351+0.00737929j -0.000600748+0.00712149j 0.000776959+0.00431159j -0.00122104+0.00238903j -0.00106703+0.00627286j -0.00715402-0.00197176j -0.00253708+0.00241641j -0.000874768-0.00816125j -0.00291606-0.00147055j 0.00765346-0.0021462j -0.00240222-0.00782423j -0.00435075-0.00105931j 0.00287521-0.00391243j 0.00229966+0.00946996j 0.00762262-0.00408619j 0.00946702+4.96535e-05j 0.000823361-0.00282458j -0.00195387-0.00025476j 0.00565615-0.000314202j 0.00120026-0.000298878j 0.00605372+4.35604e-05j -0.0013422+0.00184264j 0.00179929-0.000974827j -0.00173717+0.00069602j 0.000750993-0.00166345j -0.00220363-0.000955719j 0.00214918+5.21806e-05j 0.000119425-0.00130772j -0.00171302-0.000162175j 
-0.000158804+0.000975673j -0.000643046+0.000423443j 0.00192566-0.00159645j 0.00184438-0.000151051j -0.00478947+0.000738737j -0.000161911-0.000653932j -0.00462081+0.000256456j -0.000418489-0.00220084j -0.000678151-0.00153723j -0.00186678+0.00206792j 0.00320306-0.00340481j 0.000275652+0.0018801j -0.000151466-0.00387169j 0.000145512-0.000478852j -0.00376487-0.00174075j 0.000543722-0.000859103j -0.00585399-0.00683186j -0.00253963+0.00259359j 0.00384947-0.00319775j -0.000404526-0.00505624j -0.00218137-0.00134879j -0.000960343+0.00339829j 0.00111216+0.00598533j -0.00340676-0.000929018j -0.00341194-0.00162707j -0.00320187+0.00555925j 0.00489394-0.00161834j -0.00145909+0.00204471j -0.00431917+0.00192562j -0.00630104+0.002801j 0.00316504-0.00248552j 0.00311312+0.00506031j -0.00463341-0.00770887j -0.000705865-0.000329923j -0.00645148+0.0044945j -0.000870931-7.83401e-05j -0.00425679+0.00354941j -0.00273188-0.000587466j -0.00478826+0.00120207j 0.000694609-0.00432753j -0.0035427+0.00467892j -0.000262003-0.00175207j 0.00350892-0.00439223j 0.00326343-0.00330951j -0.000147599+0.00367122j 0.00244133-0.00508868j -0.000229541-0.00461004j 0.00576275-0.00553154j -0.00313575+0.00326271j -0.00242414+3.03891e-05j 0.00510067+0.000308361j -0.00359943-0.000732744j 0.00231185-0.000118033j 0.000846839+0.00289701j -0.000624907-0.000665427j -0.000563266-0.000144727j 
-0.00025746-0.000549272j 0.0013554-0.00075133j 0.00213384+0.000886263j -0.000319923-0.000684498j -0.000233879+0.000826177j -0.00168659+0.000192478j 0.00131019+0.0015038j -0.000123444-0.000159938j -0.00145025-0.00177284j -0.00362393-0.000516603j -0.000737278+0.00084316j 0.000646979+0.000302499j -0.00114844+0.000546688j 0.00114351-0.002534j 0.000359958-0.000823749j 0.00072634+0.00205812j 0.000303455+0.00476518j -0.000312748-0.00190668j -0.000625409+0.00139111j -0.00167472+0.00049063j -0.000497105-0.00665853j 0.000227636-0.00144081j 0.00130249+0.00197428j -0.000646867+0.000241942j 0.000696543-0.000561534j 0.00455877-0.00134087j 0.00163623+0.00518822j -0.00405352+0.0013531j -0.000755529+0.000807747j -0.00100092+0.00476962j -0.00136654+0.00275537j 0.00236795-0.00193214j -0.00184696-0.00162823j -0.00171688-0.00109756j -0.00298092-0.00108996j 0.000289116+0.00162924j 0.00488228-0.00412971j 0.00220512-0.00749783j 0.000545929-0.000208078j 0.00295919+0.000853694j 0.00440682+0.00618604j 0.00220856-0.00172431j 0.00806844+0.000351705j -0.00246528-0.00349667j -0.00204144+0.000653152j 0.00160451-0.000259256j -0.000243438+0.000741848j 0.00194715+0.00256175j 0.00100793+8.4464e-05j 1.03003e-05-0.000745245j -0.00227872-0.000249418j 0.000899264-0.000772468j -0.00359239-0.00130367j 0.00118244-0.00132532j 0.00126482-0.000508079j -0.000952994-0.00084997j 
-0.00063363+0.00243729j -0.0015938-0.00025982j -0.000647719-0.00205264j 0.00218452-0.00204188j -0.00227283+0.00073332j -0.0020649-0.00150711j -0.00140216-0.000330883j -0.00141342-0.000271936j -0.00285074-0.0027233j -0.00220191+0.00343097j 0.00106446-0.00171255j -6.4014e-05+0.002832j -0.00202657+0.00187582j 0.00030189+0.000692571j -0.00694394+0.00119716j -0.00218593-0.00420918j -0.00251975-0.00309067j 0.00460396-0.00978245j -0.00159562+0.00138115j -0.00600581-0.00295398j 0.000612953+0.00493115j 0.00546943-0.00375349j -0.00271973+0.000691506j 0.000823137+0.00118j -0.00574502+0.00419794j 0.00199731-0.00548875j -0.00710546+0.00902122j -0.00615804-0.00470942j -0.000973819+0.00415142j -0.00116651-0.00114615j 0.00224276+0.00767167j -0.00599241-0.00573826j -0.00385233-0.00346945j -0.00390823-0.00124438j -0.00454585+0.000813149j 0.00792624+0.00123074j -0.00159552-0.00842377j 1.98075e-05-0.00249197j 0.00298079+0.00269993j -0.00469753-0.00328636j 0.00400281-0.00319358j 0.00657334+0.00392627j -0.00132067+0.00182151j 0.00748134-0.00515745j -0.00120672+0.00430091j 0.00257829+0.000133519j -0.00165694-0.00224316j 0.00102313+0.00655413j -0.00248444+0.000829476j -0.00328094+0.00133829j 0.000123997-6.11353e-05j -0.0010217-0.00331014j 0.000934762-0.000882362j 0.00239558+0.00270558j 0.00115502-0.000374914j -0.000518178-0.00175298j 
0.000151959-0.000204358j 0.000401375-0.000613283j -0.000433571-0.000997179j -0.00074075+0.000580293j 0.00356666+0.00225586j -0.00123969-4.7254e-05j 0.00200298-0.00034862j 0.00187443+0.00335834j -3.60548e-05-0.000307952j 0.00130281-0.00191944j -0.000978584+0.00330486j 0.00407227+0.000297596j 0.00460276+0.00474959j -0.000633652-0.000487727j 0.00302088+8.27552e-07j -0.00146854+0.00153852j -0.00266251-0.00184961j 0.00290466-0.00421407j -0.0026836+0.000481848j 0.00147403-0.000940542j 0.00326263+0.00730162j 0.000637259-0.00654017j -0.0005368-0.00223795j 0.00156761-0.00226678j -0.000975927-0.00461258j -0.00146875-0.00369493j -0.00767194+0.000315086j 0.00671001+0.00186972j 0.000835896+0.00460735j -0.00327629-0.00657314j 0.00169879+0.000499532j 0.000147219+0.00131078j -0.00260893+0.00163874j -0.00193534+0.00270088j 0.00462506-0.00663073j -0.000297569-0.00613297j 0.0015965-0.00243691j -0.00417093+0.00157402j -0.007146-0.00397365j -0.00486238-0.00488313j -0.00592214+0.00110021j 0.00592539-0.00148755j -0.00484476+0.00180128j 0.000859428+0.0064022j 0.00299423-0.000701215j 0.00308335+0.00213966j 8.99041e-05+0.00215449j 0.00647019+0.00314996j -0.00193278-0.00149312j 7.47094e-05+0.000408j -0.000118645-0.000772714j -0.0011443+0.00127532j -9.88005e-05-0.000421448j 0.000245237-0.0024356j 0.000169397+0.000231619j 0.000162462+8.47493e-05j 
0.0014463-0.00161274j 0.000330411-3.48321e-05j -0.0021718-0.000663794j -0.00182698+0.00309208j 0.0121258+0.00261786j 0.00151116+0.00480434j 0.00442051+0.00136638j 0.00254381+0.00737293j 0.00258488+0.00237306j -0.0012538-0.00615693j -0.00517457+0.0063462j 0.00692252-0.00369766j 0.00260602+0.00428693j 0.00133513-0.00343522j 0.00678435+0.000981328j -0.00399861+0.00590674j 0.00674066+0.00656264j -0.00133097+0.00383268j -0.00197963+0.00559757j 0.0021333-0.000754541j 0.00128842+0.00138165j 0.00258036-0.00252495j 0.00486611-0.00153185j -0.00415626-0.00188063j -0.00174908+0.00307959j 0.000255971-0.00242107j -0.00408626-0.00408056j 0.00139557+0.000516384j 0.00247181-0.00129166j -0.00379224-0.00147827j 0.00144044-0.000207137j -3.36112e-05+0.0022609j -0.00360626-0.000481891j -0.000234835+0.00608448j 0.00693377+0.0003676j -0.00358365-0.000416309j 0.00390444+0.0047598j -0.00413764-0.0027393j 0.00165888-0.00310927j -0.00205908+0.00199779j -0.00255285+0.0016881j 0.00222114-0.000661014j 0.00200501-0.00418594j -1.55127e-05+0.00920115j 0.00432093-0.00092976j 0.00193558+0.00235107j -0.000485214-0.00422973j -0.000166004+0.000811065j 0.000447197+0.00289046j -0.00359341-0.00276242j -0.00627256+0.0038639j -0.000127745-0.000646194j -0.00215479-0.00335858j 0.00170111-0.00318211j 0.0023177+0.000434845j -0.00095749-0.00147064j 
-0.000214856+0.000467044j -0.000383159+0.000988161j 0.000152413+0.000288939j 0.0011589-0.0020832j -0.00655159-0.0010212j 0.00152668-0.00463803j -0.0017469-0.00176971j -0.00244376-0.00633049j -0.00189301-0.00332921j 0.000841957+0.000654263j 0.00548249-0.00348378j -0.00240396+0.00132795j -0.000547343-0.00428788j -0.00158034+0.00287358j -0.00626897-0.003078j -0.00227407-0.00538295j -0.00312507-0.00487959j 0.00181274+0.00176652j 0.00727508-0.00530269j 0.00207363+0.000251158j 0.00300316-0.00245466j -0.00254273-0.000654577j 0.00103794+0.001743j 0.00104148+0.00259375j 0.000528153-8.71187e-05j 0.0015986-0.00541673j -0.0016576-0.00249075j 0.00176954+0.00288074j -0.00141667-0.00316703j -0.00274316-0.00052383j 0.00489092-0.00115356j 0.00373425+0.000126334j -0.00678613-0.00389124j -0.00273228-0.00302044j 0.0059021+0.00112968j -0.00397532-0.000310507j -0.00526417-0.00244444j 0.00471249+0.0033706j -0.00398253-0.00107174j -0.00345282-0.000481799j 0.000363442-0.00418265j 0.00111597-0.00363879j -0.00551652+0.0076629j 0.00595915+0.00193289j -0.00425665+0.000792938j -0.00277025+0.0020189j 0.00176958+0.00196398j -0.0009454-0.00328253j -0.00351056-0.0046008j 0.00191083-0.00302598j 0.00574953-0.000862074j 0.00289405-0.00126553j 0.00276046+0.00545448j -0.00536871+0.00447111j -0.00287074-0.000886572j 0.00102424+0.0021923j 
