-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
-0.000951783-0.00254387j 0.0030146-0.000385124j -0.000433344+0.000582793j 0.000697319+0.000340023j -0.00117087+0.0016981j -0.000738007-0.000703476j -0.000651471+0.0011995j 0.000888018-0.00135349j 0.000635316-0.000485542j 0.00137606-0.00170885j -0.00364002-0.00144893j -0.000376144-0.00348564j -0.00012082+0.00307513j 0.00134393+0.0042236j 0.00417472-0.000247256j -0.00501706+0.00177839j 0.000499601+0.00724566j -0.00233874+0.000289757j -0.00193473+0.00531964j -0.00621266+0.00398939j 0.00212819+0.00012634j -0.00231102-0.00489017j 0.00153753-0.00143775j -0.00231499+0.00337138j 0.00322947+0.00239332j 0.00337637-0.000603346j -0.00273897+0.00310601j 7.08189e-05+0.00427296j 0.00136325+0.00275053j 0.00585279+0.0015923j -0.00297296-0.00152097j 0.00150346-0.00608294j -0.0021566+0.00329017j 0.000900455-0.00139581j -0.000194152-0.00152158j 0.0033801+0.00276652j 0.00327002-0.00396082j 0.00351872+0.000185955j -0.00187255+0.00377043j -0.000989822+0.000255173j 0.00690962+0.00206168j 0.000560975-0.000317165j -0.00120409-0.000636445j -0.00217873-0.00415502j -0.000443407-0.00227848j 0.000234851+0.000579248j 0.000427918+0.0043818j -0.00294604-0.000280652j 0.000362399-0.00146205j 0.00327294+0.001569j 0.00176456-0.00180692j -0.00370676+0.000810216j 0.00267772-0.00323159j -0.0012404+0.00100099j -0.00224365-0.00214065j -0.00189845+0.00163046j 
-0.00139357-0.00275098j 0.00231231-0.00124565j -0.000790766+0.001014j -0.000861328-0.00042769j 0.00157193+0.000859714j -0.00118679-0.0017844j -0.00124203-0.00174773j 0.000210222-0.00494094j 0.0013922+0.00102034j -0.000357545-0.000687767j -0.000254974+0.000991059j 4.50189e-05-0.00124597j 0.000649745-0.00155762j -0.00168558+0.00204317j -0.000329112+0.00253573j -0.00226135-0.00104196j -0.000533473+0.000996922j -0.000429829-0.00256369j 0.00219098+0.00159873j -0.00374893+0.00253051j -0.00276847+0.00289576j 0.00116851+0.00221706j 0.000152684+0.00378825j 0.000187975-0.00293268j -0.0050197+0.00418608j 0.00605764-0.000219926j -0.000617991+0.00258289j -0.00163932+0.00279693j 0.000502336+0.00131698j 0.000864626+0.0041874j 0.00682658+0.00153321j 0.00510216+0.00266366j -0.00303557+0.0011743j 0.0016761+0.0031179j -0.00375982-0.00122962j 0.00206063+0.00354453j 0.00107644-0.00814542j -0.00244213+0.000843921j -0.0058873+0.000658368j 0.000143222-0.00774073j 0.000481918-0.00548354j 0.000783338-0.00322839j -0.0091458+0.00201994j -0.003315+0.00188567j -0.00327811-0.000150505j 0.000546934+0.00122849j 0.00495953+0.00397442j -0.00327743-0.00650593j -0.00331386+0.00304186j 0.00490028-0.00279811j 0.00014087-0.00540331j -0.00489345+0.0013953j 0.00667416+0.000657667j 0.00204476+0.00352531j -0.00481976-0.00128901j -0.00106518+0.00293644j 
-0.00331798-0.00171773j 0.00249767-0.00278829j 0.000841476+0.00244154j -0.00117812+4.79968e-05j -0.000950662-0.000284006j -0.00198178-0.0021218j -0.000406662+0.000761922j -0.00104596+0.00142142j 0.00125274+0.000657973j -0.0017425-0.000432111j -0.00230711-0.000637216j -0.0003038-0.00241353j 0.000278826-2.16068e-05j 0.00328806+0.0023706j -0.00275216-0.00123334j 0.000196772+0.000789681j 0.00188203-0.00208153j -0.00184539-0.00239611j 0.00172092+0.00154117j -0.000421124+0.000106206j -0.00260087+0.000965143j 0.000341411-0.000635052j -0.00102959-6.07567e-05j -0.00348463+0.00169363j -0.00154945-0.00018172j -0.000380615+0.00260183j 0.000392581+0.00494782j -0.00196388-0.00132456j -0.00243742+0.00161866j -8.01657e-05-0.00121167j -0.00362154+0.000533972j 0.000326109-0.00380559j 0.00387551-0.00212925j -0.000393484-0.00285981j -0.00574271+0.000513634j 0.000541055+0.00309555j 0.000561437-0.00247521j 0.000715655-0.00283048j 0.000759371+0.00300318j 0.000595991-0.00187894j 0.0023594+0.000566561j 0.00204863+0.000511797j 0.000852759-0.00037806j -9.26222e-05-0.00358026j -0.000894197+0.00103108j 0.00179896-0.00242469j -0.00201384-0.000265468j 0.000893585+0.00218008j -3.52085e-05+0.003358j 0.00168534+0.00233912j 0.00158967+0.000572506j -0.000914067-0.00168471j -4.38271e-05+0.000357692j 0.0034938+0.00217664j -0.00224277-0.000483135j -0.000551295+0.00187952j 
-0.000994304-0.000398913j 0.00109321-0.00161121j -0.00138233-0.00105415j -9.79244e-05-0.00196631j -0.000583027+0.00464233j -0.00279549+0.000883898j 0.00187596-0.000356671j 0.00018294+0.00129226j -0.00228129-0.00278344j -0.000176193+0.0010664j -0.00203517+0.0032815j 0.0011214-0.000546793j 0.00179675+0.000265589j 0.00416071-0.00262679j 0.00338908+0.00279778j -0.00418914+0.00171057j 0.00239622+0.00272461j -0.00317193+0.00557383j 0.000815122+0.00604632j -0.00604977+0.00314057j 0.00337111-0.00274184j 0.00139187-0.000676885j 0.00115714+0.00503575j -0.00329527-0.00720992j 0.000769203-0.00143339j -0.0044132+0.000326022j -0.00578736+0.000616139j 0.00271959+0.00210263j -0.00201236-0.00553011j 0.000386361-0.00706008j -0.00392375-0.00568147j 0.0073325+0.000658082j 0.000400297-0.000245438j 0.000585228+0.00179521j -0.00123987-0.00641291j 0.00497332+0.00287777j 0.000294438+0.00122949j 0.00511207-0.00208209j -0.00297622+0.000818278j -0.000846452+0.0015902j -0.00035724-2.38103e-06j 0.00332956+0.00381398j 0.00542148-0.0016287j -0.00171207-0.00644537j 0.00027177+0.00049097j 0.00110867-0.000412656j -0.000497177+0.001053j 0.00312588+0.000665637j -0.00457272-0.000183931j 0.000773478+0.00173782j 0.000202261-0.00102915j -0.00279632+0.00110784j -9.52577e-05-0.00222844j -3.24517e-05+0.00159603j 0.00101645+4.78684e-05j -0.000218881-0.00156496j 
-0.0012912-0.00168259j 0.00282499-0.00157512j -0.000691012+0.00190889j -0.00141383-0.000800518j -0.000793875+0.00385169j -0.0020443+0.000647134j 0.00279641+0.00184148j -0.000365943+0.00179001j -0.0021059-0.00139755j 0.000683022-0.00273344j -0.00644311+0.00215027j 0.000177888-0.00243419j 0.00158083+0.00267441j 0.00566608+0.0023445j 0.00443178+0.000576829j -0.00410259+0.00369324j 0.00375248+0.009055j -0.00257236+0.00296823j 0.000776861+0.00780345j -0.00616696+0.00782964j 0.00505475-0.00668669j -0.000645737-0.00320343j 0.00299549+0.00164739j -0.00206084-0.00166065j 0.00438373-0.00204265j -0.00108446-0.00150688j -0.00520692+0.00524386j 0.0014879+0.00425305j -0.00153853-0.00333506j 0.00342309-0.00483233j -0.00611297-0.00388587j 0.0081794-0.00681667j 0.0013226+0.00347767j -0.000580758-0.00190051j -0.000566272-0.00496469j 0.00485681+0.00211382j 0.00345849-0.00363944j 0.0097267-0.00532189j -0.00162743+0.00159952j 0.0010684+0.00406638j 0.00573253+0.00275904j 0.00331202+0.00101665j 0.00554286+0.0018762j -0.00577262-0.00742329j -0.000342177-0.00183871j 0.00131197+0.00042201j -0.0016698+0.00546465j -0.000268482+0.00390123j -0.000100154-0.00466933j 0.00246578+0.00313034j 0.000848722-0.00188049j -0.000679674+0.000582697j -0.00200634-0.00180076j -0.00126706+0.000263896j 0.000647479-0.00113771j -0.000879603-0.00061021j 
0.00190112-0.00135196j 0.00182508+0.00187419j 0.00313717+0.000437401j 0.00162612+0.000523305j 0.00136474-0.00292786j 0.000158729-0.000142809j -0.00264057+0.000112284j 1.61284e-05-0.000856301j 0.00054613+5.4539e-05j -0.00460286-0.000125573j 0.00362199+2.92209e-05j -0.00246664+0.00335333j -0.00420313-0.0011132j -0.00196369+0.000823356j -0.00957995-0.000631655j 0.00403413-0.00465197j -0.00613751-0.00258666j 0.00135058-0.0158526j -0.00131201-0.00556783j 0.00488026-0.00419837j -0.00227582-0.000146497j 0.0102323+0.00247186j -0.00263539+0.00168177j 0.00496889-0.00266108j -0.00772735-0.000521677j 0.0028474-0.00382545j 0.000287808+0.0032977j -0.00647949-0.00146023j -0.00195647+0.000668375j -0.00612374+0.0105584j 0.00860454+0.0045449j 0.00720407-0.00147444j -0.00346509-0.006007j 0.000857946-0.00398571j -0.00146175+0.000904279j -0.0049334+0.00257265j 0.00575077-0.00910828j 0.00102505-0.0050194j -0.006348-0.00556682j 9.25682e-05-0.00624826j -0.00469044+0.00457052j 0.00185367-0.00662672j 0.000779503+0.0094307j 0.00294259+0.00720738j -0.00626196+0.000220924j 0.00479574+0.00134349j 0.003258-0.00193973j 0.00186132+0.00795727j 0.000148694-0.000103775j -0.00275119-0.00354946j -0.00406402-0.000835549j 0.00299386-0.00122895j -0.000917256-0.000825228j 0.00203172-0.0037984j 0.00105787+0.000809636j 0.000383659-0.000551534j 
0.00215293-0.00242923j 0.00209944+0.000918342j 0.00139263-0.00157726j 0.000797905+0.000253336j 0.00451644-0.000219763j -0.00227977+0.00200412j 0.00082736-0.00163958j -0.000246415-0.00157888j -0.0017522+0.00169654j 0.000444159+0.00350395j 0.00446662+0.00246795j -0.00196917-0.00105325j -0.000816328-0.00494965j -0.00242668-0.00693142j -9.6327e-06+0.00540378j 0.00481178+0.000171497j 0.000231947+0.00360704j -0.00268088-0.00075702j -0.00326863-0.000134394j 0.000617079+0.00156058j -0.00186108-0.00372914j 0.00456867+0.00669839j -0.00357972+0.00115546j 4.35457e-05-0.00736752j -0.00296976+0.00534712j -0.00101595+0.00515915j 0.00253311-0.00208552j -0.00193528-0.00452281j 0.00302806-0.00716395j 0.00223615+0.0104781j 0.00121531-0.00480959j 0.00313769+0.00447358j 0.00246171+0.00888821j 0.00949823+0.00330292j 0.00133455-0.0057157j -0.00388148+0.00304347j 0.00346096+0.00502988j -0.00387739+0.00288359j -0.00307483+8.76917e-05j -0.000168812+0.000587185j -0.00185084-0.00063656j -0.0081116-0.00190995j 0.00105054-0.00253738j -0.00423836+0.00292531j 0.00242818-0.00476212j -0.00130928-0.000437675j 0.00511707-0.00184513j -0.00461851-0.00464952j 0.000248404+0.0048859j 0.00370865-0.00515846j -0.00646328-0.00134147j -0.000561404+0.00419379j -0.0011883-0.00613541j 0.00161976-0.00172361j 0.00211359+0.000349659j -0.0014624-0.00238622j 
-0.000768746-0.00158763j 0.00199423-0.00021518j 0.00173346-0.000375931j 0.00245745+0.00174349j 0.00129777-0.000740336j -0.000727662-0.00266901j -0.000644384-0.000681295j 0.000875366+8.01359e-05j 0.00111959-0.000749342j 0.00132029+0.00225611j 0.00295275-0.000895572j -0.00181778-0.000884313j -0.000233445+0.0040912j -0.00161087-0.00196365j -0.000176095-0.000539906j -0.0016276-0.00180677j -0.00159525-0.00404542j 0.000726807-0.00549192j -0.00560448-0.00263756j 0.00218743-0.00104369j -0.000353286+0.00939149j 0.00338407-0.00327835j -0.00185874-0.00228012j 0.000473327+0.00230271j 0.000358321+0.00132373j 0.00166845+0.000692852j -0.00254961-0.0043274j 0.00017243+0.00298207j -0.000631765+0.00509767j 0.000548226+0.00108872j 0.00244911+0.00369148j -0.00716476+0.00181324j -0.00483953+0.000963327j 0.00148024-0.00233732j 0.0016723-0.00130759j 0.00292581-0.00263091j 0.00111075+6.93475e-05j -0.00817323+0.0047101j -0.00547417-0.00293306j -0.00422076-0.00879987j -0.00189556-0.000706634j -0.00195502+0.00370319j -0.00592117-0.00446417j 0.000283409+0.00674111j 0.00297405-0.00248247j 0.00519844+0.00191799j 0.00058478-0.0024542j -0.000160188+0.00152239j 0.00184573+0.00334209j 0.00150348-0.00295822j -0.00273036-0.000233396j -0.00136558+0.000804089j 0.00158052-0.00531572j 0.00476101-0.000382667j -0.00163643-0.000821216j -0.00225265+0.00117769j 
-0.00045394-0.000740565j 0.000381198-0.000367725j -0.00170517-0.000105734j 0.00123731+0.000933536j 0.00366216+0.000541152j 0.000499059-0.000429176j 0.00211063-0.00118444j 0.0015174-0.000162789j -0.000229116+0.00139236j 0.00457078+0.00032279j -0.000568873-0.00154205j -0.00214833-0.00304464j -0.00067268+0.00375924j -0.00229617-5.60602e-05j 0.00717101-0.00246822j -0.00253151+0.0024224j 0.00140515+0.00574212j 0.000162597+0.000485687j -0.00493148+0.000344158j 0.00110353+0.00624026j 0.00242221+0.00163714j -0.00608651-0.00494968j 0.00173781-0.00259787j 0.00144436+0.00354542j 0.00838816+0.00078546j 0.00426701-0.00207625j -0.000808017-0.00336908j 0.00115525+0.00607698j 0.00210985+0.00219492j 0.00731145+0.00115158j -0.0021539+0.00179167j -0.00645078-0.00217805j -0.00248291+0.00671387j 0.00285253-0.0023569j 0.00323498-0.00253872j 0.00110122-0.00406844j 0.00364178+0.000317295j -0.00138655+0.00246614j -0.000806513-0.000377716j -0.000840314+0.000157903j 0.00388961+0.00134155j -0.00233696+0.00371553j -0.000514111-0.00269411j -0.00563187+0.00288314j 0.000841714-0.00421166j 0.00112332+0.00469609j 0.00134997+0.0023482j -0.00497712+0.000278881j 0.00187822-0.000287604j 0.0039858-0.0031536j -0.00262344-0.000790365j 0.000967315+0.00303278j 0.000893906-0.00420454j 0.000427566-0.000609115j -0.0010158-0.000832075j -0.0016074+0.000888635j 
0.00190288-3.84786e-05j -0.000862557+0.00115724j -0.000407699-0.0014139j -0.000721529-6.1839e-05j 0.000234112+0.000492803j 0.00281015+0.00196875j 0.0013752-0.00126886j 0.00159022-0.00136168j -0.000968486+0.000283003j 0.00283777+0.000185685j 0.00147883+0.00185485j 0.000572154+0.0036222j 0.000961653+0.00211175j -0.00353198-0.00128217j 0.00405962+0.00134735j -0.00217087-0.000193219j -0.000762289+0.000324004j 0.00215686+0.00477818j 9.95959e-05-0.00225776j 0.00151159+0.00192796j 0.00142919-0.000867007j -0.00084613-0.00183172j 0.0029957-0.000757229j 0.00386168-0.00198776j 0.00262659-0.00414692j -0.00189825-0.00210875j -0.00270579-0.00561721j 0.00745292+0.00445682j -0.00200414-0.00102358j -0.00153606-0.003257j 0.00295172-0.00122784j 0.00449297+0.00131746j -0.00300016+0.00126696j -0.00188238+0.00202421j 0.00537556-0.00262809j 0.00212467-0.00392681j -0.000431089+0.000178348j 0.00177023+0.000617088j -0.00559919-0.00392841j 0.000503424+0.00029245j -0.00459932+0.00020415j 0.00133176-0.000606665j -0.00159843+0.000944474j -0.00372329+0.00402737j -0.000553978-0.00178523j -0.00136334+0.00200687j 0.000895158+0.00450732j 0.00445941-0.000697904j -0.00144104-0.00673523j 8.96896e-05+0.000297317j 0.000631638-0.000494822j 0.00208725+0.000826879j -0.000646399+0.00393516j -0.00662062-0.00290513j 0.000481054+3.94242e-05j 0.00125219+0.000305674j 
0.00149175+0.00232615j -0.00276459+0.00221126j 0.000311731-0.000744329j 0.000403529-6.88394e-05j -0.00286491-0.00453571j 0.000481678-0.00261344j 0.000609866+0.000545128j -0.00197136-0.00196347j 0.00337402+0.00123351j 0.000608687-0.00233989j -0.000184607-0.00286561j -5.88463e-05+0.000191569j -0.000982609+0.000514296j -0.00434975+0.00397967j -0.00181408-0.00155412j 0.0033148-0.00185596j 0.00243919-0.00097501j 0.00516466-0.00155281j 0.000964331-0.00144228j -0.000986462-0.00354804j -0.000270345+0.00333361j -0.00441002-0.00129789j -0.00426446-0.00741623j 0.00547383+0.0103297j 0.00299507+0.00571065j 0.00713567-0.00274513j 0.00492869+0.00124691j -0.00353245-0.00558381j 0.00751861+0.00229973j 0.00598494+0.00510174j 0.000564004+0.00370662j -0.0116103-0.0029091j 0.0041913+0.00338049j -0.000111805-6.80906e-05j 0.00644439+0.00520651j -0.00333239-0.000110332j 0.000924792+0.000193195j -0.00150621+0.0065076j 0.0111518+0.000685301j 0.00109614+0.00484031j 0.00509906-0.00545436j -0.00511895-0.00163103j -0.00705116+0.00342556j 0.0054531+0.000731082j -0.000173747-0.00243068j -0.00625769+0.00202795j 0.000608954+0.00244465j -0.00869851-0.000538854j 0.00451108-0.00331579j 0.0004155+0.00140451j 0.00142877+0.000890737j 0.00278446+0.000184145j -0.000133796+0.00290028j -0.0044381-0.00089144j 0.000288178-0.000542708j 0.000584677+0.000303253j 
-2.3056e-05+0.00188887j -0.00324524+0.000806745j -0.00146242-0.000922272j 0.000562162+0.00160855j -0.00209952-0.00445301j 0.00495703+0.0015878j -0.00263693-0.00108292j 0.00285808+0.000541629j -0.000808109+0.000449335j 0.000903564+0.00443912j 0.00592408-0.00798281j -0.00294228-0.000806874j -0.00139463-0.00299605j -0.00519856+0.00421868j -0.000715903-0.00907553j 0.00165667-0.00205486j -0.00954163-0.00491749j -0.00347687-0.00154421j -0.0014197-0.00897174j 0.0033036-0.00361409j 0.000227076-0.000419447j -0.0118959+0.00212102j 0.00189029+0.00411227j 0.00383304+0.00329736j 0.00342786-0.00810993j -0.00851678+0.000933705j 0.00874614-0.00774594j 0.00151722+0.00383087j -0.00245257+0.00373114j -0.00824027+0.00163162j 0.00406339+0.00264422j -0.000320542+0.00653352j -0.00410933-0.00710512j -0.000286831-0.00295385j -0.00935089+0.00644495j -0.00461453-0.00524831j -0.00601806+0.00456562j -0.000454329+0.00308525j -0.0036304-0.00104568j 0.00362067+0.00161697j -0.00655413+0.0121685j -0.00466788+0.000959788j 0.00705537-0.000412669j 0.00308304-0.00113649j -0.00184739+0.00174555j 0.00155042-0.00168712j -0.00312818-0.00335002j 0.00617983-0.00105945j 0.00114534+0.000822154j -0.00460569+0.000218687j 0.00385328+0.00322821j 0.00136433-0.000281492j 0.000466892+0.00507909j 2.73857e-06-0.000729409j -0.000388012+0.00106551j 0.00165821+0.00111816j 
-0.000106524+0.000584833j -0.000741748-9.46309e-06j -0.000357925-0.00232403j 0.00147644-0.000512847j 0.000376967+0.00137048j -0.000489281+0.000193217j -3.65493e-05-0.00219347j -0.000631355-0.00016686j -0.000995066-0.00383784j -0.00370826+0.000863931j 0.000238982-0.00120729j -0.000637378+0.00462385j -0.00222024+0.000647439j -0.000428931-0.0020342j -0.00449252+0.00341059j -0.00292904-0.000556008j 0.0009957-0.00201443j 0.00834008-0.00380955j -0.00486191-0.000672603j -0.00126593-0.00464761j -0.000115418+0.00200618j 0.00630151-0.000329423j -0.00162018-0.00027862j 0.00169341-0.000352293j -0.00467128+0.00242407j 0.00576712-0.00518579j -0.00971242+0.00467426j -0.00378407-0.00818927j -0.001472+0.00232334j 0.000535586+0.00103569j 0.00137759+0.00695787j -0.00646797-0.00190078j -0.00275395-0.00170626j -0.00518185+0.0021824j -0.00344054-0.00253433j 0.00626629+0.00686442j 0.00113375-0.00564038j 0.00279309-0.00256875j 0.00290611+0.0047207j -0.00273339-0.000540886j 0.00381172-0.00380945j 0.00530524+0.00871058j -0.000371447+0.000598489j 0.00826371-0.00221473j -0.00271279+0.00302496j 0.00287577+0.00167911j -0.000417033-0.00478319j -0.00171647+0.00500917j -0.00126738+0.000153149j -0.00489016-0.00302158j -0.00308975+0.00377434j 0.000918496-0.0048756j 0.000284998+0.000925628j 0.00170858+0.00156043j 0.000397734+0.000160848j -0.00018263-0.000488517j 
-0.000744698-0.00115603j 0.00107303-0.000299476j -0.000425584+0.00157322j 0.000539515+0.000627825j 0.00167195+0.00178761j 0.000288768-0.000858508j -0.000783958+0.000849068j -0.0018858-0.00079456j 0.00239129+0.00257568j 0.00137913-0.0045315j -0.00435241-0.000382067j 0.00554334-0.00211978j -5.57817e-05-0.0012741j 0.00410984+0.00145606j 0.0013909-0.0024605j -0.000171249+0.00130922j 0.00134886+0.00685575j -0.00756565+0.00206419j 0.00637086+0.00464518j 0.00421494+0.00378526j 0.00314458-0.00746297j -0.00282556-0.00108847j 0.00457936+0.00806429j -0.00798678-0.00420308j 0.000179907+0.00446346j 0.0064247-0.00175132j 0.00568648-0.000838841j -0.00734642+0.00822861j 0.000837418-0.00511544j 0.00181328+0.000911227j 0.00117937-0.00498973j 0.00612768+0.000489336j -0.00537703-0.00625191j 0.00247126-0.00197798j 0.00404842+0.00651873j -0.0103076-0.0017083j 0.000309745+0.000189743j 0.00248835-0.00700975j 0.0019842-8.00998e-05j 5.23925e-05+0.00107446j 0.00393207+0.00103322j 0.00429982-0.00846205j 0.00470962+0.00130063j -0.00270487+0.00432206j -0.00188965+0.00166256j 0.00136529+0.00102597j 0.0042874-0.00259416j -0.00406427-0.00418573j -0.00166575+0.00115703j 0.000695797-0.00446788j -0.00220239-0.000265748j 0.000820053-0.00232264j 0.00243636-0.00137265j 0.00183905+0.00318838j -0.000985593-0.00141313j -0.00172252+0.000149885j 
-0.00254401+0.00108167j -0.000680936-0.00269242j -0.00240145-0.000580434j 0.00100912+0.000688288j 0.00424994+0.00531801j -0.00283462-0.000656844j 0.000178561-0.00213922j -0.000351721-0.00130753j -0.00210126+0.00028809j 0.00100126-0.00545943j -0.00269295+0.00683744j -0.00179367-0.00467344j 0.00349332-0.000757997j 0.00260304+0.00158768j 0.00764351+0.000434588j -0.00361219+0.00556501j 0.00445968+0.00166781j 0.00100303+0.00016166j 0.00391378+0.00244908j -0.00486774+0.00835687j -0.000204867+0.00540548j 0.000633774+0.000270705j 0.00295903-0.000234801j 0.000157528+0.00011591j 0.000202868+0.00426754j -0.000923077-0.00348618j -0.00086281+0.0036028j 0.00633058+0.00214973j 0.000164119+0.000676605j 0.000172552-0.000987313j 0.00377055-0.00256661j 0.00548044-0.00508755j 0.00221275+0.00521573j 0.00274066+0.00281198j -0.00569748-0.00503497j 0.00771172-0.00154403j 0.000492659-0.00726411j -0.00110742+0.00423996j -0.007524+0.00434582j -0.00556673-0.00687406j -0.0039343-0.0068299j -0.001188-0.000233852j -0.00852327+0.0038323j -0.00473996-0.000207165j -0.000558195-0.00224134j 0.00272891+0.00195006j 0.00677991+0.00660367j -0.00537169-0.00476881j -0.0077857-2.13613e-05j 0.00891481-0.00155977j 0.00316811-0.008942j -0.00344985+0.00254394j 0.00814855-0.00136592j 0.0017141+0.00862223j -0.00274893-0.0016438j -0.00127148-0.000290302j 
0.000449296-0.000223622j -2.46672e-05+0.00035528j 0.000273229+0.00159044j -0.000794395+0.000366822j -0.000148517-0.00358454j 0.00134016+0.00270924j -0.00113155+0.000484156j 0.00149665-0.000436489j -0.00153374+0.00164079j -0.00113291-0.000407077j -0.000461069-0.00251036j -0.00894277+0.000800794j -0.00481118-0.00231007j -0.00102997+0.00196515j 0.000800107+0.00371286j 0.00028005+0.00250783j 0.00218307+0.00537077j -0.00281305-0.000416166j -0.00562333-0.00140144j -0.00262962+0.000616358j -0.00548205-0.00655524j 0.000250875+0.00864435j -0.000777693-0.00243599j 0.00644683+0.00256307j 0.00369592+0.000787349j -0.00502385+0.00384441j 0.00722834+0.00419676j -0.00153625-0.00585046j -0.000684162-0.000590662j 0.00213736+0.0112279j 0.000795086+0.000911214j 0.000611461-0.00203134j 0.010685+0.00665408j 0.00074423-0.00067875j -0.0120928+2.39852e-05j 0.00501373+0.00894799j 0.00368084-0.000692573j 0.00553371-0.000134321j 0.0033343+0.00484532j 0.00803002+0.00692817j 0.000349764+0.00200771j -0.00925411+0.00507611j 0.00579165+0.00132122j -0.00292012-0.00949277j -0.00441533-0.00247427j -0.000200643-0.00231808j -0.00141759+0.00207944j -0.00294692+0.00242923j 0.00336947-0.000760853j -0.00118852+0.00256916j -0.000604547+7.48549e-05j 0.00059814-0.000699293j -0.00126554+0.00149893j 0.000123582-0.00253278j 0.000590243+0.000966329j 0.00111168+2.61288e-05j 
0.000719052-0.00139937j 0.0013882-6.50144e-05j 0.00053217+0.000715763j -0.000812551-0.00062282j 0.00175833-0.000166412j 0.000733207-0.000256199j 0.00333174+5.9152e-05j 0.00142109+0.000965894j -0.00102637-0.000271425j 0.00307229+0.00080368j 0.00151945+0.0017946j 0.00175034+0.00209495j 0.00282998+0.00429725j -0.00217312-0.00374373j 0.00373798-0.000849142j -0.00125831+0.000458739j -0.00113225+0.00142451j 0.00145937+0.00253306j -0.00360557+0.000500381j 0.00432273+0.000641511j 0.00456927-0.000274434j -0.000786902-0.00682395j 0.000827842-0.00122423j 0.000309859-0.00207018j 0.00327803-0.00466592j 0.000545347-0.000274489j -0.00739629-0.00396125j 0.00571486+0.00435025j -0.00107+0.00143791j -0.00109746-0.00604092j -0.00123321+0.00133048j -0.000710676+0.00239961j -0.00398691+0.002875j -0.00187422-0.000342677j 0.00614077-0.0050937j -0.000940531-0.00593152j 0.00236485+0.00262155j -0.000685045-0.000796215j -0.00572345-0.00436841j -0.00122588-0.000789841j -0.00183957+0.00262929j 0.0045258+0.00266054j 5.95554e-05-0.0031524j -0.00253745+0.00573304j 0.0029732-0.00293855j 0.00166151+0.00233564j -0.00201126+0.00138716j 0.00646918+0.00368273j 0.000898383-0.00318516j -0.000387168-0.00118657j -0.0026643+0.00223229j 0.000811797+0.00199308j -0.00438273-0.00155648j -0.00109345-0.00581457j 0.000894707+0.00063155j 6.20155e-05+0.000506551j 
0.000339674+0.00136423j -0.00148079+0.000305864j -0.00057226-0.00157058j 8.38599e-05-0.000456649j -0.00079499+0.000181938j -0.00134696-0.00165988j 0.00235436-0.00163844j -0.000728313-0.000468418j -0.000814242-0.00224598j 0.000279997+0.000192525j 0.0021124+0.000824418j 0.00143796-0.000638092j 0.000754026+0.000261211j -0.00262215-4.53792e-05j 2.54022e-05-0.00237744j 0.00123033-0.00129491j 0.000172526-0.00253544j 0.00658296-0.00108928j 0.000867811-0.000761851j -0.00153512-0.00156714j 0.00198536+0.00497497j -0.00266961-0.0055008j -0.00257926-0.00238809j 0.00172592+0.00448426j 0.00127522+0.00236393j 0.00678215-0.00598837j -0.00257135-0.000266425j -0.00124059-0.00134831j 0.00431892+0.00191181j 0.00355029-0.00150742j 0.00102355+0.00382476j -0.0065566-0.000712253j -0.00257626-0.000294005j -0.00140488+0.00153399j 0.00639499-0.000101882j -0.000758965-0.00323548j -0.000372081-0.00239448j -0.00226557+0.00491323j 0.00334246-0.000994939j -0.00370753-0.00164612j 0.00304932-0.0033788j 0.00135138+0.000174436j -0.0066518+0.00263585j 0.00541967+0.00275097j 0.000467809-0.00144307j -0.00339937+0.00237499j 0.000132634+0.00141754j -0.00368124-0.000608997j -0.00123574-0.00185032j 0.00184721-0.000446111j -6.61075e-05-0.0007818j 0.000971552-0.000570008j 0.000194198+0.00199385j -0.00183236+0.00247287j 0.000212014-0.00097991j -0.000412487-0.000500257j 
