0.0369339+0.0228858j 0.0635832-0.0226884j -0.0868992-0.0361665j 0.00655759+0.0744689j 0.116626+0.0523643j -0.101495-0.067004j 0.0223995-0.153745j -0.141189-0.157585j -0.0737435+0.0506415j -0.0503757+0.0454872j 0.0486969+0.188938j -0.246307+0.292189j 0.116587+0.0138418j 0.101969+0.0480639j 0.0666094-0.0630173j 0.043284-0.137027j 0.0448763-0.147813j -0.126131+0.069706j 0.050341-0.0287446j 0.0820624-0.0377644j -0.0768715-0.0524965j 0.127003+0.11673j -0.165968-0.0554929j 0.0326483+0.0564512j -0.212233-0.114186j 0.0988771-0.0914598j -0.0799778-0.0708213j 0.0105241-0.085745j -0.162192-0.0585535j 0.1058-0.0274685j -0.0503434+0.171142j 0.017486+0.0419898j -0.0708651-0.0818258j 0.076203-0.10554j 0.135611-0.0703193j 0.0027921+0.124302j -0.0266416-0.064173j -0.0415958+0.0467125j 0.0450465+0.0705036j -0.0657684+0.0333962j 0.0179631-0.0209818j -0.0657522+0.0253187j 0.0102188-0.0390101j -0.0523191+0.122891j -0.0258925-0.00494054j -0.110241+0.0849777j -0.0225745-0.0204954j -0.214799+0.254431j -0.0158725+0.0890804j -0.0867427-0.021571j 0.0829208+0.148807j -0.104346+0.028281j 
0.000532974+0.00050317j 0.00061367-0.00100321j 3.89915e-05-0.000619533j 0.000387499+0.00064863j 0.00315744-0.000927561j -0.000296883+0.000177907j 0.000477303-0.000242687j -0.00247114+9.45843e-05j -0.00121392+0.000114155j -0.00016057+0.0014933j -4.38135e-05+0.00199471j -0.000989506+0.00356838j 0.00203882+0.000464788j 0.00119351+0.000985704j 0.000579621-0.000648493j 3.71258e-05-7.13406e-05j 0.00129829-0.0023017j -0.00193834+0.0016074j -0.000251116+0.000601876j -0.000621144-0.000302759j -0.000364507-0.0018808j 0.000799012-0.000375742j -0.00218758-1.19151e-05j -0.000573822-0.000193383j -0.00219498-0.000994261j -0.000643004-0.000417261j -0.00213614-0.000633008j -0.000701483-0.000112044j -0.000821215-0.00193236j 0.000467304-2.00553e-05j -0.00262495+0.00097109j -0.000903308-0.000300442j -0.00126125-0.00152307j -0.000209263-0.0037935j -0.000982556+0.00200844j -0.000649072-0.0014139j 0.00156475-0.00159847j -0.00318637-0.000546174j 0.00355009-2.98537e-05j -0.00223689+0.00110767j 0.00150123+0.0013504j -0.000275209+0.000312318j -0.000406033-0.00191375j -0.000306836+0.0015227j -0.00185271+0.00247533j -0.00025011-0.000119822j -0.000130238+0.000400672j -0.00458447+0.000239124j 0.000551618-0.000701604j -0.00120392-0.00177719j 1.47281e-05+0.00189309j -0.00133125+0.000132853j 
-0.00321419+0.000105383j 0.000178877+0.00206669j 0.00290811-0.0040579j 0.00116518-0.00378029j -0.00404535-0.00407567j 0.0051047-0.00192101j 0.00141224+0.0039932j 0.00742582+0.00342025j 0.00126403+0.000357535j 0.00553051-0.000170732j -0.00171274+0.000974439j 0.00205072-0.00537105j -0.0027158-0.00163822j -0.00194171+0.000740921j 0.000330422+0.000291852j 0.000117624+0.00437966j 0.00152596+0.00370971j 0.00121398-0.00519005j -0.00558359-0.00149719j -0.00251676-0.00164308j 0.000362421-0.00283521j -0.00362303-0.0015853j 0.00147252+0.000558353j 0.00182112+0.000904929j 0.00465465+5.76821e-05j -4.52275e-05+0.00283379j -0.000609351-0.00293327j 0.000994812+0.0018932j 0.00244416-0.000142545j -0.00182406+0.000591295j 0.0021476-0.00236167j -0.00177227-0.0101288j 0.0038641+0.00554523j 0.0039758+0.00100154j 0.00214868-0.00245276j 0.00926295+0.00212967j 0.00328369+0.000410293j 0.00856357-0.00359717j -0.000473998+0.00568287j 0.00215928-0.00335624j -0.000440496-0.00559429j 0.00264087+0.0067123j 0.0035644-0.00186181j 0.00566901+0.00127557j -0.00159974-0.00112752j 0.00358208+0.00246487j -0.000375245+0.00657357j 0.00764979-4.16598e-05j 0.00104429+0.00249451j 0.00623721+0.00450688j -0.005174-0.00621717j -0.00203714-0.00616821j 
0.00141477-0.00271533j -0.00434059-0.00076304j -0.00584645+0.00378113j 0.00405573-0.000824378j -0.00722605+0.00224058j 0.00273871+0.00197473j -0.0044142-0.00440336j -0.00175342-0.00265701j 0.00497484+0.00178965j -0.00109688-0.00355735j -0.00226182-0.00696628j 0.00226647-0.00284692j -0.00308464-0.000892232j -0.00141398-0.00567033j -0.000334365+0.00123899j 0.000462745-0.0020458j -0.00146329+0.00527873j 0.00691406-0.00410816j 0.00299466-0.000406463j 0.00396137+0.00361029j 0.0001631+0.0075294j -0.000911844-0.00081892j -0.000414419-0.000923742j 0.00242079+0.000409009j 0.00290996+0.00315182j -0.000585671-0.000601075j 0.00743643+0.00182443j 0.00251731+0.00191863j -0.000421312+0.00494605j -0.00624427-0.00211993j 0.00618785-0.000438958j 0.00390153+0.00163225j -0.000168966+0.00037484j -0.00714376+0.0130479j 0.00834437-0.000286822j -0.00100974+0.00905795j -0.0032538+0.00653601j 0.00681894+0.00429104j -0.00952746-0.00482621j 0.00547756+5.56485e-05j -0.00194713-0.00665993j 0.000356162-0.00225937j -0.00714103+0.00203723j 0.00247778-0.00165921j 0.00277812-0.00194918j 8.63584e-05-0.0123416j -0.00206857-0.000926919j -0.0018557-0.00494415j 0.00588004+0.00702256j -0.00283413-0.00968424j -0.00209788-0.0079269j 0.00585952+0.00880171j 
0.00222104-3.51059e-05j 0.000121105-0.000879496j -0.00373202+0.00343725j -0.00115833+0.00332647j 0.00183751+0.00292286j -0.00219803-0.000652904j -0.000723769-0.00330678j -0.00645592-0.00320289j -0.000156638+0.000115454j -0.00296801+8.601e-05j 0.00120873+9.54649e-05j -0.00175978+0.00525693j 0.00187138+0.00132959j 0.000764799-0.0002541j 0.00095006-0.0010099j -0.000181431-0.00536191j -0.000448172-0.00251737j 0.00042689+0.00230396j 0.00307638-0.000632699j 0.00212829+0.000413584j 0.000746447+0.000486257j 0.0019647+0.00064856j -0.0034782-0.000183106j -0.000125987+0.00189149j -0.00420047+0.000668193j 0.0015534-0.00184648j 0.00302783+0.00286611j -0.00149131-0.00269458j -0.00253675+0.00186236j 0.000542024-0.000747459j -0.000233628+0.00424421j 0.0014985+0.00836046j -0.00397393-0.00423045j -0.00411304-0.00122017j 0.00143162+0.00282829j -0.00680984-0.0017j -0.00448721-0.0041877j -0.00899473+0.00741949j 0.0019573-0.00476399j 0.000539755+0.0019667j -0.000346743+0.00276395j -0.000805124-0.00578518j -0.00272975+0.00157666j -0.00406557+0.000360913j 0.00371864+0.00103086j -0.0046355-0.0010134j 0.00171439-0.0049358j -0.00624494+0.00269633j -0.000693605-0.000961876j -0.00810272-0.00352572j 0.00397854+0.00655927j 0.00219944+0.00514817j 
1.92397e-05+0.0012417j 0.000991866-0.000355104j 0.00102792-0.00116661j -0.000963847-0.0027525j 0.000189857-0.00195009j -0.00108384-0.000984704j -0.00110934+0.00171325j 0.00267415+0.00222548j -0.00162638-0.00180962j -0.000155771-0.00196471j 0.000463319+0.000413525j 0.00104401-0.00227807j -0.00160944-0.00224601j -0.00107843-0.00178605j 0.000695371+0.00167411j 0.000343699+0.00183243j -3.96166e-05+0.000111835j -0.00108311-0.00226331j 0.00198996+0.00248993j 0.00167789+0.00109207j -0.000122355+0.0014456j -0.000464103+0.00185375j 0.00280875-0.000615501j 0.00165576-0.00214653j 0.00357623-0.000246235j -0.00016491-0.00300426j 0.000552618+0.000369384j 0.00140672+0.00134004j 0.00243487+0.000182341j -0.000661491-0.000296448j 0.00141204-0.00157095j 0.00112885+0.0016782j 0.000209742+0.000963596j 8.93855e-05+0.00523129j -0.00116494-0.00433254j -0.00303989-0.000392646j -0.00382687+0.00481968j 0.00460407+0.00130875j -0.0047894-0.00227567j -0.00129579+0.000103494j 0.00189238+0.00324549j -0.00183477+0.00113416j 0.00125546+0.00206092j 0.0010592-0.000917791j -0.00302068+0.000916204j 0.00207712-0.00135029j 0.00059781+0.00360413j -0.000196862+0.00118135j 0.00434198-0.00343205j 0.00258038+0.00189917j 0.000299215-0.00154851j 0.000419369+0.00116515j 
-0.00187048-0.00101536j -0.000451322+0.000443583j 0.000943634-0.000583208j 0.00249917-0.00431248j -0.000838391-0.00473817j 0.00735562-0.00539603j -0.00382866+0.00426948j -0.000165092+0.00154825j 0.00353489-0.00121096j 0.00650414-0.0018821j -0.00390674+0.00157832j 0.000800837+0.00188272j -0.00399418-0.000452536j -0.00162559-0.00271759j 0.00686153-0.00100887j -0.0013017-0.00311735j 0.0037328+0.00117452j 0.00244026-0.00631647j -0.005318-0.00333515j 0.00150539-0.00196434j -0.000698567-0.00124073j -0.00485482-0.00287879j -0.00486871+0.00119678j 0.00696123+0.00408971j 0.00366977+0.00235529j 0.00144195+0.00170324j 0.00176925+0.00127174j 0.00231299-0.00165228j -0.000200116+0.00655257j -0.0032225+0.000564487j 0.00473883+0.0043749j -0.00314059-0.00170377j -0.00161511+0.0011646j 0.00380646+0.00444473j 0.0062193+0.000122017j 0.00742815+0.00152804j 0.00159244-0.0038206j -0.00276625+0.00322651j 0.000433895+0.00779972j 0.00148838-0.00347096j -0.00186851-0.00871204j 0.00288012+0.001805j -0.00061561-4.6018e-05j -0.00167346+0.00398193j -0.00184394-0.00151071j -0.00329788-0.00235119j 0.00325959+0.000875788j -0.00125228+0.00425789j 0.00549932+0.00658126j 0.00152636+0.000103327j -0.00947199-0.0040453j -0.000256888+0.00209868j 
0.00486511-0.00193766j -0.0050687-0.00247161j -0.00466167+0.00645175j 0.00207821+0.00397119j -0.00479902+0.000282617j -0.00144201+0.00430322j -0.00103695-0.00194831j -0.00675557+0.000806597j 0.00529327-0.000924552j -0.00256627-0.0013065j 0.000110753-0.0064438j 0.00816314-0.00142955j -0.000213178+0.00437978j -0.00181751-0.00117051j -0.00352794+0.00139623j -0.00247581-0.0044763j -0.0021243+0.00221466j 0.0103157+0.00146448j 0.000520551-0.00138148j 0.00317399+0.00116496j 0.00590689+0.00367491j -0.0028842-0.00257865j -0.0010018+0.00183269j -0.00155774+6.86215e-05j -0.00311072+0.00472014j 0.000330375+0.00478273j 0.00915591+0.00552772j -0.00157397-0.0007596j 0.000960915+0.00633498j -0.00626293-0.000524658j 0.00325447+0.00337583j 0.0134449+0.00701778j -0.00157813-0.00108908j -0.00350923+0.00951131j 0.00707772-0.000563111j -0.00117537+0.0148851j 0.000572081-0.00128078j 0.00388943+0.00705599j -0.00978574-0.00674232j 0.0100452+0.00656669j -0.00303664-0.00257574j 0.00194817-0.00763318j -0.00545011+0.00603211j -0.00418538+0.00304422j 0.00681185+0.000464224j -0.00396161-0.00447942j -0.00420396-0.0126323j 0.0037974+0.00379767j 0.0101378+0.00362819j -0.00760589-0.0203065j -0.00201544+0.00487656j 0.0204582+0.0130515j 
-0.0030585-0.00314453j -0.0053846+0.000621923j 0.00341504+0.00181366j 0.000417918-0.00866341j -0.00434497-0.00218789j 0.00499908-0.00112122j -0.00594233+0.00941166j 0.00705066+0.00387019j 0.0068643+0.000647061j 0.0037368-0.000112028j -0.00486365+0.00419499j 0.00287764-0.00459455j -0.0103323-0.00283672j -0.00659788-0.00180546j 0.00258126+0.00123003j 0.00569997+0.00256566j 0.00684463+0.00316612j -0.00321574-0.00816689j -0.00426542-0.00165657j 0.00207117-0.00411007j 0.00590334+0.00116469j -0.00329127-0.0018389j -0.00825681-0.00186465j 0.00218068-0.00165458j 0.0019845-0.00205652j -0.00220445+0.00118627j -0.000446372-0.0027123j 0.00462063-0.000900087j 0.00406972+0.00349569j -0.00861034+0.000926755j 0.0024232-0.00253378j -0.00536993-0.0111454j 0.00631672+0.000131896j 0.00840839+0.00762837j 0.00166254-0.00785981j 0.0184303+0.0047878j 0.00650279+0.00549999j 0.00936519-0.0112654j -0.00340306+0.00632691j 0.00130763-0.00438476j -0.00249962-0.0132134j 0.00287662+0.00719773j -0.00289697+0.00019746j 0.00790187-0.000296877j 0.00162951+0.00362669j -0.00385665-0.00558349j -0.0015011+0.010727j -0.00211268+0.00776023j 0.00491534+0.0163788j 0.0175028+0.00262456j -0.0249872-0.0191935j -0.00249041+0.00317851j 
0.00539178+0.000169923j -0.00294622-0.00370914j 0.000801038+0.0073686j 0.00132729+0.00349462j -0.000350035-0.00186503j -0.00305097+0.00510927j -0.00328467+0.00298989j -0.00105065+0.00549587j 0.00275739-0.000857041j -0.00170556+0.000588543j 0.0042671-0.0056889j 0.011904-0.00661308j -0.00495129-0.000686373j -0.00512282-4.75484e-05j -0.00236051+0.00252842j -0.000975036-0.000242951j -0.00111675+0.000557989j 0.00133091-0.000291878j 0.00569143-0.00327882j 0.00571855-0.00219961j 0.00789618-0.000131411j 0.000869588-0.000973942j 0.00229313-0.00065278j -0.0017611-0.0025484j 0.00269055+0.00104395j -0.00151773-0.00318907j 0.00278063-0.000156463j 0.00255149+0.00133998j 0.00539682+0.0045629j -0.00339585-0.00011758j 0.00294405-0.00373209j 0.0135751+0.00713475j 0.00280689+0.00243287j 0.00350342+0.0184457j -0.000206547-0.0132576j -0.005418+0.0109901j -0.00287789+0.0153701j 0.0164186+0.00140176j -0.0174524-0.0065455j 0.00453903-0.000686851j 0.00443084-0.000841886j 0.000872997-0.00275206j -0.00381904+0.00287825j 0.000139293-0.00391872j 0.010671-0.00219057j 0.00248994-0.00319462j 0.00725363+0.00169319j 0.000284912+0.0103082j 0.0182886+0.00164598j 0.00585392-0.0171316j -0.00737751-0.00338268j 0.020107+0.0172688j 
-0.00140564-0.00246174j -0.00475409+0.000111384j 0.000227518+0.00124118j -0.000908271-0.00457111j -0.00178172+0.00403408j 0.00254066+0.00112706j -0.00209986+0.0045174j 0.00384363+0.000117664j 0.00212474+0.00227398j -0.00218331+0.00253613j -0.00350731+0.00337633j -0.00119804-0.00294637j -0.00314533-0.00252337j -0.00309487-0.000660242j -0.00251691+0.000357083j 0.00521422+0.00129833j 0.00217948+0.00123604j -0.00470657-0.00525533j 0.000870102+0.00186481j -0.000855957-0.0001591j 0.00303781+0.00105779j -0.000103796-0.000887112j -0.00493636-0.00291347j -0.00194358-0.00150485j -0.00283609-0.00270085j -0.00291358-0.00107882j -0.00257699-0.00286373j 0.00388941+0.000662156j 0.00162475-0.00543422j -0.0063063-6.64381e-06j -0.00412065-0.00366949j -0.00591441-0.0118838j 0.00879018-0.00157024j 0.00216189-0.00418975j -0.00233653-0.00396901j 0.0127552+0.00153833j 0.0115573-0.00144692j 0.00202751-0.0159019j 0.00368346+0.00429341j 0.00158392+0.000272662j -0.000879548-0.00414062j 0.00147492+0.00449535j -0.000500892+5.17809e-05j 0.00874482-0.000153829j 0.000271707+0.00852508j -0.00327274-0.000304129j -0.00766065+0.00755787j -0.00267781-0.00515147j -0.00647977+0.0136359j 0.0119103+0.00534987j -0.0132878-0.0145903j -0.00785033-0.00391575j 
-0.00143069+0.000184803j 0.00128459+0.000918329j 0.00242775-0.00220015j 0.000279471-0.00271529j 0.000242834-0.00326126j -0.00168709-0.00238612j -0.00130283-0.000781881j 0.00106117-0.000828978j 0.000515231-0.00298698j 0.00118311-0.00222207j 0.00106451+0.000266127j -0.00144798+0.00123853j -0.000645884+0.000888592j 0.000803263-0.00155574j 0.00250516+0.00104833j -0.00469015+0.0012258j 0.000199732+0.000853619j 0.000437751+0.000216289j -0.00438174-0.000559197j 0.00042389+0.00173806j -0.00273712+0.00079319j -0.00356377+0.00274793j 0.00143673-0.000294519j 0.00468329-0.00222203j 0.00407195+0.00155971j -1.25178e-05+0.00053906j -0.0018293+0.000571559j 0.000896734-0.00142116j -0.000946376+0.00119458j 0.00150489+0.00188312j 0.00155265+0.000921213j -0.000569264+0.00318675j -0.0031345-0.00200063j 0.000206-0.000417869j 0.000199891+0.00304075j -0.00122155-0.00104338j -0.00451796-0.00353572j -0.00334028+0.00393746j 0.00240529-0.000493156j -0.00461091-0.00330186j -0.00341842+0.000532435j -0.00261115-0.00239714j 0.00175747-0.00191962j 0.000239803+0.00211862j -0.00187793-0.00307241j 0.00249171-0.000225933j -0.00041848-0.00254547j 0.000961125+0.00306623j 0.001131-0.0044037j -0.00112486+0.00375528j 0.00228592+0.00341236j -0.00155588-0.00217574j 
0.000693888+0.000775709j 0.0013695-0.000625504j 0.00354609+0.000966562j -0.00117376-0.00373318j 0.00124089-0.00311494j -0.00346142-0.000384418j -0.00331739-0.000584116j 0.00318414-0.00116538j -0.000632852-0.00162525j -0.000808934-0.00192175j 0.00252721+0.000191785j -2.86071e-05-0.00107952j -0.00319446+0.00054237j -0.00130328-0.00149385j 0.00281164+0.00138119j -0.00367398+0.00122339j 5.4926e-05-4.32663e-05j -0.00313413+0.00211739j 0.000217167-0.00146991j 0.00248687+0.00160604j 0.0017049+0.00205097j 0.00114133+0.0035196j 0.00133521-0.00373818j -0.000463628-0.00355522j 0.00244187-0.00184913j -0.0009606-0.000266766j -0.00078256-0.000600823j 0.00302388-0.00113292j 0.00295674+2.92789e-05j 0.000331971+0.000339187j -0.00322519-0.00894383j 0.000336127-0.000528212j 0.0016925+4.55413e-05j 0.00265083+0.00167873j -0.00377847+0.000819151j -0.00170212+0.00237925j 0.00451474+0.0016794j 0.00493427-0.00790666j 7.65433e-06-0.00293265j -0.00310688-0.00275101j 0.000454473+0.00291449j 0.000392457-5.55613e-05j 0.00154689+0.000864465j 0.00358008-0.00129848j 0.00186824+0.000929783j 0.0020013+0.00105753j -0.00176991+0.00453937j -0.00509102+0.0033094j 0.00294997-0.00437451j 0.00826238+0.00149742j -0.00252648-0.00301366j -0.000222213+0.00184612j 
0.000909761+0.00197075j 0.00300157-0.00112228j 0.00325977-0.00105284j -0.00081272-0.00423785j 0.0045288-0.0037478j 0.000760717-0.00791561j -0.00395613+0.00185442j -0.00199795+0.00138583j -0.00251351-0.00374744j 0.00121724-0.00340431j 0.000720288+0.00112252j -0.00067511+0.00143864j -0.00312201-0.000282334j 0.00357086-0.00438225j 0.00410431-0.00258598j -0.0100767-0.00197529j -0.00151154+0.00105163j -0.00320062-0.00808524j -0.00178836+0.000255603j 0.000533652+0.000831625j -0.0033782-0.0059827j -0.00334044-0.00187441j -0.000694116+0.00227116j 0.0107239+0.00131929j 0.00590258+0.00155694j 0.00196844-0.00419381j 0.000654302-0.000895123j 0.00223682-0.000231284j 0.00220714+0.00733291j 0.00578057-0.00384082j -0.000247212-0.00232016j -0.000202053+0.00292704j 0.00297613+0.00607955j 0.000591072+0.00649751j 0.00462454-0.00387574j -0.00699732-0.00216087j 0.00228199-0.0039319j -0.00560314-0.00146629j 0.00244571+0.00489245j -0.00439655-0.00451777j 0.00317817+0.00209354j 0.000129459-0.000920389j -0.00124483-0.00102079j -0.00118948-0.00200815j -0.006351-0.00532137j 0.0032977+0.00152086j 0.00914608+0.000677333j -0.00503123+0.00535833j 0.00501784-0.0032829j 0.00224049+0.00202562j -0.0005466-9.13955e-06j -0.000849946+0.00132177j 
-0.00299194+0.000715215j 0.00408077+0.00159058j 0.00335173-0.00214906j -4.61275e-05-0.00503834j 0.00145668-0.00470356j 0.00258596-0.00392424j -0.00280637+0.00145122j 0.00314204+0.000256258j 0.000489622-0.00275006j 0.00595639-0.00698969j -0.00296043-7.11564e-05j -0.00061152+0.00196171j -0.00156015+0.000174294j -0.000670878-0.00213563j 0.00897003-0.00162982j 0.00174066+0.00270989j 0.00429353-0.000528681j 0.0016645+0.00361146j -0.00405732-0.0014883j 0.00245738+1.71904e-05j -0.00383923+0.00690973j -0.00160466+0.0045213j 0.000933519-0.000595293j 0.00245696-0.00180624j 0.0051987-0.000642206j 0.00188621+0.00504689j -0.000730974+0.00184063j 0.000468799-4.19064e-05j 0.00672471+0.00619914j 0.0014452+0.00260321j 0.00554347-0.00457877j -0.00297134+0.00162066j -0.00576865+0.000388155j 0.00674048+0.00390546j -0.00293284+0.00601204j -9.01284e-05-0.00269192j -0.00372475+0.00633936j 0.00522547+0.00568044j 0.00313472-0.00102408j -0.00532342-0.00368065j -0.00529958-0.00106211j 0.000904788-0.000316955j 0.00509402+0.00153444j -0.00257668+0.00374349j -0.00601287-0.00518956j 0.000355353-0.00305666j 0.0061203+0.000505614j 0.00154874+0.00568613j 0.00424493-0.0072767j 0.00255633+0.00574325j -0.00191677+0.0012157j -0.00193314+0.000855653j 
0.000650617-0.00153434j -0.00329559-0.0001447j -0.00139764+0.00235171j 0.000495062-0.000262101j -0.00286206-0.000155551j -0.0030631+0.00205506j -0.000167678-0.00104333j 0.000611464-0.00108571j 0.00172548-0.00143658j -0.00345659+0.00298465j 0.00301766+0.000308072j 0.000615135-0.00049703j -0.000172157-0.000864278j -0.00251919+0.00130691j -0.00433836+0.0027836j -0.00103441+0.000219751j -0.000426515+0.000579578j 0.00098237-0.000142957j -0.00243014-0.000216113j 0.00184033+0.00334134j 0.00494405+0.00191883j -0.00167222+0.00363385j -0.00255085-0.00353344j -0.000649507-0.00533959j 0.000499035+0.00134815j -0.00315946+0.00202284j 0.00019576+0.00282292j 0.00691509-0.00241013j -0.00298263-0.00725568j -0.00640155+0.0077016j -0.00352338+0.00221934j 0.00567358-0.00165661j -0.000596292-0.00505043j -0.0065687-0.0059812j -0.00422671+0.00509766j 0.00666729+0.00866457j 0.00736559-0.0101485j -0.00474722-0.00374098j -0.000657978-0.00572798j 0.000559667+0.00350361j -0.00493486+0.0042964j -0.00587679-0.00523666j 0.00129924-0.00638977j 0.0110094+0.00242807j 0.00927639+0.00756032j -0.00269711+0.00233334j -0.0131529-0.00068455j -0.000690524-0.00475826j -0.00190163+0.00286953j 0.000661282-0.000878214j -0.00028875+4.75371e-05j 0.00181082-0.0019991j 
-0.00213187+0.00201105j 0.0018752+0.000829134j -8.56631e-05-0.000978056j 0.00317712-0.00217607j -0.00154767-0.000660563j -0.00345691-0.00140906j -0.000534809-0.00116817j 0.00536132+0.000625103j -0.00134102-0.00320592j 0.000311878-0.00275889j 0.00196505-0.00358169j -0.00188502-0.0020036j -0.00638844-0.00337876j -0.000385725+0.000512569j 0.000705266-0.00103027j 0.00351489+0.00197799j -0.000790243-0.00215609j -0.00670668+0.000506828j -0.00267471-0.00125929j -0.00264084-0.00198503j -0.00839682+0.00403846j 0.00478866+0.000623372j 0.00613342-2.64551e-05j -0.000161858-0.00841662j 0.00999976-0.00548219j -0.00832114-0.00366623j -0.0112182+0.00457149j 0.00768131-0.00072737j -0.00280653-0.00135657j 0.00638314+4.48844e-05j 0.0074514-0.00648142j 0.00367842+0.00173255j -0.00747895+0.00128594j 0.00538344+0.0050424j -0.0102035-0.0033198j -0.00843178-0.00603015j -0.0020232+0.0249232j 0.00999624+0.00292466j -0.00462586+0.0033938j -0.0163148-0.00381024j -0.00387385+0.00565724j -0.0111874+0.00677862j -0.00794004-0.0118763j 0.00234898-0.00405082j -0.00468098-0.0181477j 0.00845845-0.0113445j 0.0218724+0.000985727j 0.00102039+0.00862347j 0.00140094-0.00818646j 0.00674459+0.00881944j 0.00115253-0.00379881j -0.00343951+0.000979339j 
-0.00166168-0.000374166j -0.000206791+0.000813083j 0.00072374-0.000978035j -0.000659143-0.00326139j -0.000521039-0.00212354j -7.92574e-06-0.00163696j -0.000986429+0.000773658j -0.000344997+0.0011054j 0.000903354-0.00258792j -5.71352e-05-0.00114432j -0.00223445+0.00370655j -0.00043434+0.000954326j 0.000165071+0.000937251j 0.000345611-1.17891e-05j 0.003128-0.00177037j -0.00112759+0.00335002j 0.00198972+0.00108436j 0.0030974-0.00240397j -0.00335511+0.000867958j -0.000217567+0.00177133j -0.00173823+0.00246636j -0.00326035+0.00072836j -0.00257363+0.000142508j 0.00150407-0.00128499j 0.0011855+0.000744075j 0.000862717+0.00299909j -8.30006e-05+0.00362878j -0.000902952+0.000196592j -0.00270784+0.00761605j -0.00396062+0.00497607j 0.00164286+0.00474786j -0.000185339+0.000687945j -0.00458953-0.0010742j -0.000523539+0.00200912j 0.000464011+0.000395108j 0.00242961+0.000519279j -0.00385809-0.00213575j -0.00189888+0.00247726j 0.00187931+0.00144625j -0.00278339-0.00201071j -0.00508464-0.0023943j -0.00141264-0.0018568j 0.00332989-0.00173063j 0.000163863+0.00322049j -0.00493441+0.00025016j -0.00230643-0.00327181j -0.00249914-0.00347773j 0.00179534+0.00206044j 0.00097338+0.000320592j -0.00116001+0.00141724j -0.0019053+0.00134599j -0.00064354-0.000186526j 
-0.00198489-0.00244354j -0.00313652+0.00167899j -0.00299344+0.00337379j 0.00109311+0.00234327j 0.0030388+0.00644028j 0.00540852-0.00440192j -5.41743e-05+0.00399424j -0.00315503+0.00559765j 0.00111266-0.000905589j 0.00390041+0.00192637j -0.00589425+0.00478279j 0.000119891+0.00170437j 0.0022666-0.00224092j 0.0005422-0.00512804j -0.00413039+0.00458241j 0.00512901-0.00758735j 0.00261582-0.00271631j -0.00220739-0.00594258j 0.00188505+0.00719917j -0.00536621-0.00084402j -0.00434291+0.000616736j -0.00411875-0.00595842j 0.00441646+0.00885139j 0.00919443+0.000593264j 0.00603487+0.00403587j -0.000151982-0.00121293j 0.00303951+0.00178793j 0.00283702+0.00477553j 0.00251031+0.00299929j -0.00265775-0.00549178j 0.0173612+0.00986242j 0.00105269+0.00233917j -0.00354553+0.00511958j -0.00139505+0.00151362j 0.00167421-0.00511227j 0.00658695-0.00935947j -0.000413637+0.00210553j -0.00554115+0.0126064j -0.0030334+0.00921142j 0.00377344+0.00216476j 0.00419884-0.00319424j -0.00145725+0.00861372j -0.0107089+0.00168726j -0.0069527+0.00102903j -0.011339+0.000246385j -0.00909468-0.00907027j 0.00687046-0.0140824j 0.00895069-0.00346843j 0.00267627+0.0121693j -0.00679638+0.00265806j -0.00384325+0.000365506j -0.000639894-9.99449e-05j 
-0.00372794-0.00285395j -0.00452725+0.00188506j -0.000722461-0.000343262j -0.00090998-0.00358076j -0.00112493+0.00232173j 0.00152184-0.00134245j 0.000314581+0.00198198j 0.000456326+0.00194523j 0.0020829-0.0023085j -0.00184458+0.00240729j -0.00601271+0.00874939j -0.00245371+0.00082395j 0.00179265+0.00183894j -0.000211517+2.80135e-05j -0.00243119+0.000818519j 0.000793136-0.00171066j 0.00414871+0.000385753j 0.00250952-0.00534298j -0.00478414+0.0070159j -0.00393721+0.00244016j -0.00433737+0.00468811j -0.00551219-0.00136682j -0.00240831+0.0041981j 0.000495647-0.00647252j 0.00323147+0.00758117j -0.00158757+0.00297825j -0.0033691+0.00768093j -0.000852057-0.00228105j -0.00949366+0.00437387j -0.00524224+0.00313744j 0.0119013+0.0142224j -0.00178407+0.00242204j -0.0121404-0.00330388j 0.000243368-0.000117209j 0.000970717-0.0028762j 0.00881836-0.00426053j -0.00868582+0.00365393j -0.000966726+0.0140148j -0.000322811+0.00301271j -0.00486672+0.00156815j -0.00652994-0.00212648j -0.00548409+0.00305461j -0.00353549-0.00379381j 0.000614674+0.00301064j -0.0115688+0.00306573j -0.00804712-0.0109084j -0.00244646-0.0146671j 0.00838768+0.00271332j -0.000710403+0.00793393j -0.00603373+0.0032997j -0.00537648+0.00271005j -0.00204745-0.00205986j 
