-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
-0.000958226-0.000129696j -0.000206459+0.000662347j 0.000346837+0.0041015j -0.00087435-0.00132445j 0.000798745+0.00333327j -0.00133071-0.00273647j -0.00377887+0.000305872j 0.00235826+0.00377635j 0.000834909-0.0063702j -0.00453395-0.00112868j -0.0106336-0.000278428j 0.00147006+0.00536653j -0.00565564+0.00247914j -0.00533718+0.0026965j 0.00152517+0.00292724j -0.00124813-0.00439621j -0.00816251-0.0029683j -0.00778748+0.00529895j 0.00548182-0.00858689j 0.000364824+0.00697039j -0.00198705+0.00732273j -0.00139536-0.0070554j -0.00186393+0.00225116j 0.00674027+0.00162823j 0.00868049-0.00230552j 0.00163991+0.00199674j -0.00673318-0.00362956j -0.000386549+0.00192602j 0.00336234-0.00541083j 0.00292032-0.00398204j 0.000311943-0.00488278j -0.00499289-0.00633969j 0.000872931+0.00206676j -0.000579349-0.00307144j 0.00402125-0.00396851j -0.00150132-0.000915405j 0.00210142+0.00133397j -0.000961366+0.00103632j -0.000753335-0.000142437j 0.000983034+0.00207164j -0.000530128-0.00231609j 0.00237826+9.76799e-05j 0.000888072+0.00111079j 0.000661109+0.000368664j 0.000560118+0.0016038j 0.00021248-0.000443964j 0.0011449+0.000807197j 0.000717052-0.00116585j 0.0048985+0.000768607j -0.00391703-0.00200994j 0.00167565+0.00480639j 0.00141413+0.000438959j -0.000282934+0.00206147j -0.00273204+0.000380904j 0.0052848-0.00147896j 0.00371026+0.00179801j 0.00188534+0.000205625j -0.00132776+0.00237384j 0.00701078-0.00458209j 0.00153895-0.00202094j 0.00306089-0.00128553j 0.00441408-0.00254267j 0.00228362-0.00997759j 0.00361798-0.00176393j -0.00712863+0.00124787j -0.0114904+0.000752649j -0.000876026+0.00216447j 0.00140146-0.00518821j -0.0059094+0.00695073j 0.00663577+0.00317586j -0.000995414+0.00240696j -0.0055472+0.00192104j 0.00124636+0.00350721j -0.00318421-0.000781776j 0.00475708-0.00102694j -0.00431366-0.00151418j 0.00192738-0.00224523j 0.00140261+0.00741243j 0.00173915-0.00149612j 0.000443909+0.00235973j 0.00539229+0.000905908j -0.000541661+0.00233166j -0.00145053+0.0012969j -0.00173919-0.000169352j 0.00125582+0.00132773j -0.00019348+0.000973187j -0.0008687+5.11583e-05j 0.000862599+0.000748698j -0.00185585+0.00217581j 0.00086043+0.000984138j -0.000384771-0.000383658j 0.000925428-0.000112452j 
-0.00111826+0.00048971j 0.00123417+0.00117297j 0.00061704-0.00357714j -0.00114551+0.000427289j -0.00254818-0.00304591j -0.0044191+0.00368261j 0.00602865+0.00122037j -0.00102503+0.00297071j 0.00338798+0.00717956j 0.00289696-0.00278705j 0.00689022+0.00108985j -0.000370821-0.00563563j -0.00441981+0.00257259j -0.00119273+0.00116014j 0.00250696+0.00121584j 0.00406011-0.00478907j -0.00558848-0.00389523j -0.000475431+0.00638043j 0.000229269+0.000617694j 0.00150474+0.00216944j -0.000764963-0.00304764j 0.00281847+0.00106332j 0.0019964-0.00328823j 0.00332536+0.00409348j -0.00239764-0.0054373j 0.0060925-0.0043111j 0.00192484-0.00140726j -0.0030746+0.00330681j 0.00067346+0.00291395j -0.000492128+1.4987e-05j -0.00146208+0.00435417j 0.00382924+0.000476776j -0.0017547-0.00246916j 0.00252778+0.00163154j -0.00014117+0.00386256j -0.00182659-0.000126904j -2.55651e-05-7.44043e-05j -0.00216042-0.00194431j -0.000626194+0.000812352j -0.000939039+0.00121635j -0.000808367-0.00207311j 0.00179873+0.000518537j 0.00224848+6.46984e-05j 0.000734813+0.0021101j -0.00359185+0.000774894j -0.00424858-0.00122743j 0.00127754-0.00133269j 0.00175097-0.00685327j 0.00449764+0.000698227j -0.00110209+0.000872628j 0.00167437+0.0052347j 0.000665493-0.00228947j 0.00512022-0.000124281j -0.00362455+0.00374706j 0.00169572+0.000424355j 0.00354188+0.0060722j -0.00875645-0.000652528j 0.0035546-0.00948027j -0.00272178-0.000377748j -0.0043908-0.00324553j 0.00355562-0.000333621j 0.00565324+0.00704437j -0.00587568-0.0102107j -0.000439005+0.00708113j 0.000950078+0.000188316j -0.00698401+0.00606833j -0.00279491+0.00230165j -0.00362221-0.00886313j 0.00362448+0.00401244j 0.00484912+0.000641976j -0.00472319+0.000180068j -0.000355439-0.00505452j 0.0037692-0.00106302j 0.00166072-0.0033713j -0.00487524+0.0021164j 0.00615006+0.00338952j -0.000886753-0.00732925j -0.00338024+0.000966536j 0.00223589+0.00286978j 0.00277809-0.00238207j 0.00615667+0.00107813j -0.000182799-0.00322214j 0.00121657+0.00431911j -0.00315624-0.00461372j 0.00223885+0.00149977j 0.00293028-0.000589723j -0.00107948+0.00370028j 0.000492639+0.000916947j -0.002718+0.00103179j 0.00125469+0.000442114j -0.00187468-0.000668111j -0.000892037-0.00159535j 
-0.000931482+0.000408257j 0.00102985+0.000381525j -0.0034966-0.00112891j -0.00010092+0.00228056j 0.00121192+0.00154187j -0.0017508-0.00401709j -0.00229338+0.000274893j -0.00252452+0.00198655j -0.0020421+0.00358018j 0.00150496+0.00132859j 0.00643409-0.00106779j -0.00202786-0.00683237j -0.00327256+0.00101908j -0.0023919+0.00101382j -0.00520878-0.000575733j 0.00240859+0.00327885j 0.00413172-0.0016676j 0.00380501-0.00292325j 0.00037111+0.000955413j -0.00607591-0.00123586j -0.00332824-0.00518805j 0.00285931+0.0024039j -9.51741e-05+0.00404073j -0.00484185+0.00196516j -0.00137995+0.000106782j -0.000601825-0.00382645j 0.00205472+0.00144164j 0.000962433-0.000956209j -0.00117896-0.00242886j 0.00174602+0.000580397j 0.00228168+0.000478945j 0.000652575-0.00110928j 0.00250244+0.0011551j -0.00134385+0.00194815j -0.00306747-0.00414589j 0.00237072-0.00365691j -0.00303584-0.000453474j -0.000160664-0.00222292j -0.00168221-0.000141366j 0.00155573-0.00137895j -0.00101778+0.000384555j -0.000686334+0.000873344j 0.000570365+0.000220351j -0.00162694-0.000993803j -0.000597327+0.00171321j -0.00487346-0.00179052j 0.00159777-0.00102219j 9.40414e-05-0.00279454j 0.00319825-0.00585779j -0.00809711-0.00150356j 0.000315207+0.00713519j 0.00811291-0.00171322j 0.00118243-0.00194625j -0.00848737-0.00190496j -0.000317956+0.00130207j 0.00775897+0.00611524j 0.000153669-0.000905228j 0.00270942+0.00189554j 0.00164035-0.00343474j -0.00146887+0.00580572j 0.00347095-0.00625003j 0.00280877+0.00156928j 0.00338487-0.0112152j 0.0013283+0.00808393j -0.00424996-0.00715983j -0.000144111-0.00325608j -0.00511961+0.00138507j -0.00495401-0.0025336j -0.00754734-0.00155951j -0.000154357-0.000653366j -0.00127177-0.0036101j -0.000201796+0.000806469j -0.00328393+0.00303753j -0.00321693-0.000771337j 0.00518459+0.00279139j -0.00167693+0.00312668j 0.00189609-0.000539132j 0.00504542+0.00386124j 0.00129893+0.00100844j 0.00186776-0.00193974j -0.00126582-0.000174082j -0.00029001-0.000516609j 0.000723897-0.000425164j -5.51129e-05+0.00382785j -0.00107911+0.000982788j -0.00194561-0.000221356j -0.000305204+0.00136514j 0.00223113+2.09989e-05j -0.00264156+0.00180491j 0.000115209+0.00158284j -0.000577071-0.000497151j -0.000240957-0.000798351j 
0.00182492+0.00303524j -0.00132797-0.00181965j -0.000499445-0.000135412j -0.000533874-0.00360461j 0.00457508+0.0102973j 0.0124243-0.0106759j -0.0103432-0.00846922j -0.00119057-0.0108548j 0.000378355-0.00281688j 0.00537064-0.00180015j -0.0126611+0.00636511j 0.00345688+0.00640329j -0.0100792+0.000232846j -0.00361669-0.000697925j 0.00428953+0.0120256j -0.00362704-0.00922195j 0.00367636-0.00344494j 0.00221861-0.00222376j 0.000780954-0.00542128j -0.000516973-0.00130784j 0.00573359-0.00272872j -0.00161214-0.00298946j 0.00464721-0.00275689j 0.00605959+0.00430058j 0.0055079+0.00209836j -0.00288354+0.00188721j -0.00374311-0.00314968j -0.00019242-0.00117913j 0.000982394+0.00163106j 0.00373846-0.00260726j -0.000412674+0.00170032j -0.00127575+0.00125739j 0.00107368+0.00211893j 0.0025318-0.000162758j -0.000375417-0.00156749j 0.000743369+0.000862034j -0.00147229-0.00197507j 0.000754597-0.000943718j -0.00186179-0.000415069j -0.0011139-0.0021666j -0.000219501+0.00490229j 0.000717344+0.00155207j -0.00503949-0.00072184j 4.90999e-05-0.00601335j -0.00126282+0.000901927j 0.00675201+7.3447e-05j -0.000516902-0.000310003j -0.00389716+0.006181j -0.00200788-0.00395131j 0.000308573+0.00105103j 0.000692733-0.00440555j 0.00306528-0.00217772j 1.68528e-05-0.00169866j -0.00548629+0.00621302j -0.00196424+0.00612625j -0.00514576+0.00394825j -0.00459914+0.00204511j 0.00285783+0.00482462j -0.000549492-0.00354131j 0.00303145-0.00236117j -0.00135393-0.000303388j -0.00367627-0.00682266j 0.0071902-0.00293211j -0.0107173+0.00529324j 0.00654862-0.0034413j 0.00113171+0.00175849j -0.00121794+0.0014136j -0.00278278+0.0079594j 0.00280972-0.00180702j -0.000505994-0.00279616j 0.00138793+0.00154972j 0.0056649+0.00273785j 0.00177051+0.000541191j 0.000566438+0.00410851j -0.00102149+0.000598704j 0.000829057-0.000305302j 0.00296972-0.00106549j 0.00367213+0.00195761j -0.00328868-0.000388439j -0.00411785+0.00121166j -0.00170896+0.000377318j 0.00149655+0.00215827j -0.00260076-0.0065773j 0.000942692+0.00287442j 8.03459e-05-0.00166546j -0.00144409-0.00128398j 0.000980298-0.00185786j 0.000152051-0.00151414j 0.00155142+0.00135923j -0.00027792+6.54675e-05j 0.00207242-0.000268197j 0.000957402+0.0003219j 
-0.000158975-0.0021647j -0.00120742+0.00133588j 0.00342656+0.00421038j 0.000546413+0.00238182j -0.00103931-0.00216542j -0.00943665+0.00260646j 0.00305657+0.00501587j 0.00300938+0.00649378j -0.00495426-0.00550522j -0.00565435+0.00866271j -0.000512068-0.00250507j 0.000959362+0.000347123j 0.00360757+0.000219291j -0.0022579+0.00038494j -0.00458144-0.00952477j 0.00061406+0.00343168j -0.00652907+0.000375351j 0.000532347-0.00162189j 0.0048983+0.00220709j -0.000744569+0.00354376j -0.00577+0.00105773j -0.00211478-0.00634759j -0.00677156-0.00293366j 0.00116134-0.00253211j 0.00278591-0.0018828j 0.00344095+0.00279796j 0.00087686-0.00339619j 0.000888652+0.00128553j 0.000638949-0.000646684j -0.00196386-0.0051981j -0.00419818-0.00316212j -0.00136367+0.00190824j 0.00130364-0.000621895j -0.00224395-0.00182391j 0.0027109+0.000828938j -0.000949772+0.00217524j 0.00305624-4.08082e-05j -0.000551498+0.00350679j 0.0021656-0.00124713j -0.000976033+0.0011215j 0.000482589-0.000459675j 0.000935759+0.000621271j 0.00413027-0.00190961j 0.000552426+0.00205127j 0.00346628+0.000808258j -0.00138341-0.003215j -0.00204736+0.000206919j -0.000529917+0.000293648j -0.00191938-0.00134481j -0.00504245+0.00287502j 0.00351036+0.00493904j 0.00196317-0.0040797j -0.00310016-0.00507256j -0.00171633+0.00201294j -0.00396458-0.000724628j 0.00195446-0.00640042j -0.00114098-0.00388128j -0.00453478-0.00156606j 0.00190466+0.00155749j 0.00266207+0.000196819j 0.00445448+0.00918372j 0.00290652+0.00208896j -0.000455135+0.00360822j -0.00401213+0.0028212j -0.000925663+0.00179658j -0.00371107+0.00303655j 0.00136397-0.00392278j -0.000175405-0.000874918j 0.00188678-0.0081917j 0.00487916-0.00288177j -0.00200128+0.000419471j 0.00259156-0.00167545j 0.00282996+0.00288057j 0.00105682+0.00399455j 0.000971027-0.00224055j -0.00333026+0.00314976j -0.00596177-0.00361613j 0.00110532+0.00421446j -0.00108328-0.00319437j 0.00221853-0.000999552j 0.00269898+0.00122822j 0.00133308-5.91162e-05j -0.00039048-0.00159212j 0.000178217-0.00354611j -0.0008846+0.000424175j 0.00135991+0.00211387j 0.00158252-0.000281193j 0.00228612-0.00214719j -0.000336941-0.000531185j -0.000648846+0.00138724j 0.00100672-0.000781904j 0.000253561+0.000693229j 
0.000687581-0.00229715j 0.000822588+0.00110964j -0.00292079+0.00298926j 0.00265238+0.0033679j -0.00196378-0.00474504j -0.0107546+0.00364002j 0.00600518+0.00570404j -0.00098027+0.00531102j 0.00240827+0.00238996j -0.000486627+0.0051573j 0.00829405-0.00882257j -0.00361039-0.00708471j -0.00240186+0.00171253j 0.00257685+0.000294676j -0.00360758-0.00840851j 0.00376026+0.00679186j -0.00596453-0.00434125j -0.00069391+0.00430634j 0.00165783+0.00083238j -0.00652088-0.000487902j -0.00821426-0.00321003j 0.00297873-0.00468801j 0.00337912+0.00434376j -0.00497453+0.000108279j -0.00256503+0.000480389j 0.00144819+0.00117908j -0.00171181+0.00148201j 0.00102076+0.000286347j -0.00158959+0.00130651j -0.000558351-0.000590542j 0.0025979-0.00481787j -0.000453379+0.000603477j 0.00623077+0.00228241j -0.00238034-0.00129794j 0.00049133-0.00130997j 0.000299392+0.00151702j 0.000945727+0.00101923j -0.00100664+0.000628402j 0.00323355+0.00114883j 0.00181491+0.000809292j -0.000851578-0.000393825j -0.00157624-0.00283703j 0.000710021-0.000409546j -0.000297417+0.00321422j -0.000141352-0.00143285j -0.00179706-0.000769161j 0.000941377+0.00220877j 0.0035575-0.00261169j 0.000580497-0.000799062j 0.00083099-0.00251081j -0.00532513-0.000873402j 0.00320205+0.00179916j -0.000614475+0.000459427j -0.00206254-0.00327069j -0.00646626+0.000987697j 0.003267-0.00394413j 0.00694117-0.00280414j 0.00577905+0.00116726j -0.00499746+0.00334983j 0.0026897+0.00836929j -0.00949993-0.00674419j -0.00398812+0.00515435j -0.000658673-0.0056147j -0.00120855-0.00513482j 0.00281185-0.00666413j 0.00570583-0.00456627j -0.00380917+0.00399522j -0.00649716+0.00647955j -0.00541104-0.000980268j -0.00376848+0.00031655j 0.00344154-0.00495681j 0.000259246+5.19275e-05j -0.00156355+0.0037202j -0.00165058+0.000394836j 0.00293625+0.00251343j 0.000995573+0.0010063j 0.0035045+0.00499452j 0.00117843-0.00275587j -0.000786787+0.00154739j -0.00132681-0.00205815j -0.00510531-0.000602962j 0.000886496+0.000418931j -0.00110543-0.000153917j 0.0031298+0.0020726j -0.00123526-0.000406661j -0.00308587-0.000495682j -0.00127904+0.000908089j 0.00107675-2.8394e-05j 0.000414321-0.00172786j -0.000577346-0.000852239j 0.000183545+0.000678327j -0.00081802-0.000194996j 
-0.00124257-0.00248435j 1.1567e-05+0.000580474j -0.00251089+0.00366129j 0.0014411+0.00359154j -0.000680793-0.000788751j 0.000916786-7.12094e-05j 0.00140931+0.00136973j 0.00285782+0.00253783j -0.00223896-0.00318175j -0.00601815+0.00560846j 0.00354048-0.00258823j -0.000667646-0.000836599j 0.002292-0.0021972j 0.00591471-0.0033866j 0.00311173-0.00814161j 0.00195939+0.00353583j -0.00376011-0.0031405j -0.00427569+0.00649249j -0.000964689+0.00289236j 0.000562606-0.000340127j 0.00100994+0.000576913j 0.00106086+0.00135936j 0.0055656+0.000946798j -0.00327736-0.000118856j -0.00812458+0.00328433j -0.00479688+0.0034556j -0.00462925+0.00041157j 0.00198547-0.00163739j -0.00346839+0.00168417j -0.00378519+0.000919228j 0.00368584+0.0011472j -0.00311525-0.000524264j 0.00303967+4.38733e-05j -0.00299047-0.000337016j -0.00164694-0.00209663j 0.000601875+0.00132196j 0.00174651+0.000214948j 0.00109156-0.000245677j 0.00176821-0.001213j 0.00151079-0.000857675j 0.0018267+0.000262404j -0.00105967-0.00187964j 0.00201617-0.000108424j -0.00134264-0.000520492j 0.00327835+0.00147906j 0.00116291-0.00549632j -0.00324049+0.00189758j -0.000239443+0.0053289j -0.00513905-0.00869422j -0.00971928+0.00612558j 0.0112051+0.00511409j -0.000406622-0.0109596j -0.00699496-0.00381841j 0.000123556+0.00710511j -0.00227935+0.00719065j 0.00407954-0.00136752j -0.0140973+0.00191528j -0.0127497+0.000552767j 0.000824787-0.00304167j 0.00788062-0.00420977j 0.00355054-0.00151807j 0.00671103-0.00713047j 0.010534+0.00236174j -0.00691458+0.00539673j -0.00656564-0.00689906j -0.00627472+0.000761788j 0.000308839-0.0111326j -0.0054083+0.0033149j -0.000399818-0.00581847j -0.000774042+0.00108892j -0.00465155+0.00786238j -0.00182281-2.65913e-05j -0.000553224-0.00209966j 0.00359336+0.00584767j 0.00272275+0.00180642j 0.00526894-0.00174068j 0.00015843-0.00124968j 0.00105415+0.00193351j 0.000129137+0.00110206j 0.000462614-0.00023155j -0.0023811+0.00300345j 0.00145338+0.000628762j -0.000859412-0.00489789j -0.000679687+0.00332056j -0.0023136+0.00125919j -0.000387312+0.00105772j -0.000776305-0.00285954j 0.00134806-0.00223615j 0.000759774-0.00152918j 0.000225456+0.00119234j 0.001478-0.00134984j 0.00133623+0.00251513j 
-0.000235738+2.9295e-05j 0.000238507-0.00125729j 0.00165938-0.00128247j 0.00252244+0.000766688j 0.00173314-0.00190078j 0.00319081+0.00562569j -0.00184577-0.000403176j -0.00018313-0.00291616j 0.00178018+0.00952357j 0.0067234-0.0038634j 0.00509462-0.000471164j -0.00663115-0.00403319j 0.00511973+0.00181536j -0.00316982+0.00536271j -0.00416698+0.00733365j 0.00337004+0.0061706j 0.00161487-0.00244073j -0.0011429-0.000842218j 0.000126741-0.00538354j 0.000773683+0.00349307j 0.00130558+0.00648123j -0.00123884-0.00452994j 0.00625709+0.00160041j 0.00335512-0.00169527j -0.00143277-0.00598852j 0.00280275-0.000847453j 0.00154523+0.000970702j -0.00198646-0.00420539j 0.00374018-0.00162218j -0.00208307+0.00173975j 0.00392281-0.000981358j -0.0016903-0.00584869j -0.000517276+0.00025204j 0.00293028-0.000422932j 0.00246299+0.000907106j -1.62062e-05+0.00181578j -0.000105561-0.00166164j -0.000711618+0.00126228j 0.000371383+0.00119443j -0.000714267-0.000339124j -0.000761265-1.84917e-06j -0.000949925-0.000985655j 0.00100305-0.00115917j -0.000600029+0.00114774j -0.00126902-0.00259158j 0.00587605+0.00049915j -0.00259454+0.00340017j -0.000962425+0.000806223j -0.00244042+0.0079215j 0.00834017+0.00389888j -0.00106343-0.00570691j -0.00614343+0.0020663j -0.00179187+0.00201072j -0.000114838+0.00447529j -0.00697628-0.00121374j -0.00475166-0.00549576j 0.00416555-0.000776637j 0.00565316-0.00472066j -0.00194818-0.00275618j 0.00888679-0.0058247j -0.00749472+0.00393558j -0.00286575+0.000330082j -0.00620786+0.002828j -0.00355704-0.00521744j 0.00310944+0.00167661j -0.00324524+0.00323525j 0.000212434+7.71159e-05j 0.00262408+0.0048903j 0.0113522+0.000360328j -0.0005798+0.00329922j 0.00303481+0.00195378j 0.000866733-0.00587485j 0.00587231+0.00435617j -0.00180724+0.00086315j -0.00841862-0.00377593j -0.00555719+0.00211335j -0.00297694-0.00266615j -0.00189813+0.00109949j -0.00136998-0.00602014j -0.00149834+0.00146084j 0.00287735-0.00147554j -3.9844e-06+0.00383259j -0.00308177+0.00226753j -0.00110047-0.00692231j 0.000925669-0.00314747j 0.00253448-0.00113109j 0.000469542+0.000356368j -0.00265545-0.000455116j 0.00133393-0.00135002j -0.00033497-0.00130503j 0.00150093+0.000712326j -0.0014814+0.000222146j 
-0.000892556+0.00121473j -9.52636e-05-0.000239786j 0.00259275-0.00218952j -0.00232947-0.00644101j -0.000343677+0.000179j -0.00242489-0.00562748j -0.00160411-0.00016822j -0.00456065+0.00331448j 0.000411433+0.00056708j -0.000804232-0.000901366j -0.000137265+0.00124965j 0.00102089+0.00147305j -0.00842088-0.00551472j -0.00504436+0.000214399j -0.00294107+0.0010914j 0.00439941-0.00514011j 0.00138476+0.0034232j 0.00345934+0.0011066j -0.000428876-0.00112336j -0.00348663-0.00136789j 0.00109122-0.0021969j -0.00347757+0.00377388j -0.00392389-0.00133342j -0.00360483+0.00183888j 0.00643103-2.52066e-05j 0.00276736-0.00195217j 0.00148763-0.00126541j -0.000397839+0.00539909j 0.00269014-0.00280669j 0.0046688-0.00109318j -0.00480044-0.00176094j 0.00190613-0.00236519j -0.00317824-0.000279884j -0.00218385+0.00192181j -0.00173827+0.000142855j -0.000468855-0.00843279j -0.00289733+0.000498313j -0.00141407-0.000507075j -0.00219295+0.000360625j -0.00176767+0.000501513j -0.00119364+0.000668275j 0.00186491-0.000588783j -0.00093428-0.000191966j 0.000888867+0.0028195j -0.00076616+0.00419635j -0.00187991+0.00280722j 0.000467629-0.00371584j -0.00332662-0.00594357j -0.00150471+0.00230372j 0.00382047+0.00197174j -0.000381454-0.00204253j -0.00180773+0.000845908j 0.00200309-0.00348504j -0.00604371-0.000236636j -0.00138687-0.00400786j 0.00759738+0.00682531j 0.0020229-0.00124966j 0.00240545-0.00989798j 0.00290227+0.0035846j 0.00188643+0.0058655j -0.000459291-0.00127207j -0.00391813+0.00495195j -0.00122855+0.00497953j 0.00698644+0.000926318j -0.00119246-0.00194594j 2.68391e-05-0.00969346j 0.00122008+0.00230674j -0.00299391-0.00131714j -0.00155703-0.00358738j -0.00346058+0.00457806j 0.000369468-0.00407971j 0.00497413-0.00663641j 0.000548116+0.00495607j -0.00196808-0.00188159j -0.00386857+0.0041695j -0.00261184+0.00481208j -0.00446421+0.00190894j -0.00201453-0.00113903j 0.0011735-0.0024324j 0.000142871-0.00482872j 0.000936351-0.00112887j 0.000317166-0.00592819j 0.00233488+0.00352315j 0.00134672-0.00250336j 0.000467626+0.000894009j -0.00192379+0.000484198j -0.00110095+0.000636445j 0.00178084+0.00140556j -0.00324723+0.000693713j -0.000956753+0.000633672j -0.00208267+0.00063672j -0.00215526-0.00173201j 
0.000990478+0.000977831j 0.000692869+0.000105881j 0.00332663+0.000266741j 0.000516818-0.00299872j 0.000168902+0.000688609j 0.00288911+0.00503928j 0.00069643-0.0012281j 0.00101803-0.00352516j -0.00266684-0.000942763j 0.00268171-0.00091704j -0.00143906+0.00281282j -0.000740223+0.00431819j 0.00951988-0.00418103j -0.000854084-0.00288319j -0.00428812+0.00129226j -0.00209282+0.00191999j 0.00932657+0.00313904j 0.00122352-0.00681712j 0.00171897+0.00374898j 0.00289507+0.000796981j 0.00344951+0.00367799j -0.0011999+0.00297054j 0.0029128-0.00289234j 0.00210073-0.000424044j -0.000253739-0.00333004j 0.000303035+0.00532953j 0.00427486+0.00152002j -2.1667e-05-0.00304804j -0.000590661+0.00257779j -0.00344688+0.000986282j -0.00213413+0.00182602j 0.00201783+0.00179877j -0.0029509-0.00346841j 0.00237427-0.00021327j 0.00201027+0.00397348j 3.46747e-05+0.00188551j 0.000136399-0.00147897j -0.000187133+0.00190739j 0.00118626-0.000242136j -0.00204068-0.000405116j -0.000463044+0.00270782j 0.00024185+0.0017237j -0.000273956-0.000410474j 0.00279019-0.000739658j -0.00237654+0.000685102j 0.000541162-0.000211723j 0.00254652-0.000865504j -0.00121806-0.000978945j -0.00276851-0.00323712j -0.00390988+0.00298822j 0.00509638-0.00162775j -0.000854055-0.0049156j -0.00066054+0.000612456j 0.00196661-0.0025767j 0.00235425-0.00402886j 0.00184579+0.0072189j -0.0012526-0.00283835j -0.00188438-7.41542e-05j 0.00250579+0.000860142j -0.0014751+0.00322949j 0.00446798-0.00471738j 0.0022274+0.00191346j -0.00246205+0.00616625j 0.00430472+0.00371128j -0.00217677-0.00233053j 0.00524711-0.00314974j 0.00105096-0.00127193j -0.00237174+0.000613579j -0.00350781-0.00301564j -0.00766812-0.00260908j 0.000496999-0.000860135j 0.000434015+0.00085063j -0.00385293-0.00443639j -0.0026537-0.00127106j -0.00127881-0.00302643j 0.00131073-0.00280834j 0.00536367+0.00327019j 0.00243438-0.00164442j 0.00194568+0.00471751j 0.00197519+0.0010211j -0.00143427-5.34627e-05j -0.00139591-0.00231879j 0.000855867-0.000395841j 0.000627366+0.000698652j -7.23128e-05+0.00155509j 0.000169811-0.00140736j -0.00144645+0.000832106j -0.000115971-0.000444249j -0.000201806-0.000599883j -0.00129049-0.000706547j 0.000659518-0.000356301j 0.0001394-8.35304e-05j 
