-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
-0.0023034-0.000556491j -0.000500759+0.000287761j 0.0036183-0.00115232j 0.00106073-0.00112253j -0.00205568+0.000228432j 0.0013235-0.00140247j -0.00328686-0.00160726j -0.00378092-0.00382003j -0.00653926-0.00316969j 0.0027761+0.0110397j -0.014127+0.00622417j 0.00401195+0.00669417j 0.00178894+0.00663119j -0.00227914+0.00337528j 0.00593981-0.00272423j -0.00423475+0.00305213j -0.00313002-0.0111904j -0.00507307-0.00925732j -0.00922156-0.00029642j 0.00738007-0.00220423j 0.0104249+0.00368179j -0.00414782+0.00779571j 0.00568885-0.00108378j -0.00705646-0.00675373j 0.00214808-0.000482816j 0.00140838-0.00223973j 0.000895354+0.0054424j 0.00165094+0.00125145j 0.0094877-0.0122233j -0.00417738-0.00522064j -0.00228975-0.00546458j -0.0110643-0.000376064j 0.00152474-0.0051175j -0.0010489-0.00653067j -0.00105917-0.00285756j -0.0121531+0.00092653j 0.00831382-0.000499047j 0.00813739+0.00364674j 0.002949+0.000690975j 0.00190832+0.00573779j -0.00236051+0.00183212j 0.00142466-0.00309619j -0.00164051+0.00645758j -0.00122801+0.00603557j 0.00410761+0.000389725j 0.0029686+0.000694904j 0.000789205+0.00463987j -0.00168508+0.00101618j -0.000787712-0.000753923j -0.0018759+0.00157445j -0.000274924+0.00283516j 0.000497315+0.00265368j 0.000300691+0.0026707j 0.00126674-0.000218012j 0.000497708+0.0014472j 0.00262847+0.00289248j 0.00275583-0.000997484j -0.00111318+0.00113385j 0.00189004-0.00204151j -7.14207e-05-0.00177061j 0.000279987-0.00272024j -8.2348e-06+0.00214802j 0.000492707-0.00280964j -0.000461198-0.000331067j 0.00185459-0.00123322j -0.00328644-0.00130899j -0.00179569+0.00210567j -0.00103775-0.000638749j -0.000354486+0.000357992j 0.000256072+1.44051e-06j 
-0.000543743-0.000282033j 0.00116261+0.00121599j 0.00131574+0.00112049j 0.000144715-0.00152419j -0.00114384+0.00016159j 0.00223069-0.000497381j -0.00259865-0.00153397j -0.00420507-0.00180522j -0.0046323+0.000944245j 0.00432229+0.00303289j -0.00307735+0.00684517j 0.00326914+0.0016643j 0.00497732+0.00337939j 0.00132214-0.00394314j 0.00120323+0.00347302j 0.00516945-0.00138898j 0.00215856-0.00167215j -0.00253735-0.00691026j 0.00146512-0.00345649j 0.00300859-0.00242877j -0.00239103-0.000835074j 0.000583975+0.00064496j 0.00449858-0.00270609j 0.00150739-0.000546799j -0.00276487-0.00104521j -0.00174215+0.00258442j -0.00558835-0.00225435j -0.00566736-0.00183732j 0.00156058-0.00383421j -0.000434926-0.00408223j 0.00188831+0.00427134j -0.00804716-0.00110051j 0.00437321-0.00387989j -0.000863043-0.00742075j -2.00913e-06-0.00230924j -0.00600414-0.000467034j 0.0056568-0.00406316j -0.000463921-0.00344835j 0.00196758+0.00344498j 0.000354367+0.000759652j 0.00455011-0.00250422j 0.00169459-0.00140698j 0.000505747+0.0005796j -0.00182427+0.0014521j 0.00129487+0.00312453j 0.00368014+0.00148677j -0.000662207-0.000195276j 0.000900817-0.00395041j -0.00529931-0.00178521j 0.0019126+0.000428644j 0.00288723-0.00231806j 0.00159113+0.00500634j 0.00198095+0.00306504j -0.000288615-0.000775903j -0.00297796+0.000282193j 0.000559623+0.000936437j 0.000840507-0.000379561j -0.000524376+0.00154871j 0.00095331+0.00037982j -0.00143785-5.4261e-05j -0.00032798-0.00151265j -0.00066958+0.00445764j 0.00154858-0.000548824j 0.000409382-0.000695452j -0.00023435-0.000209099j -0.000219278-0.000146857j -0.000328492+0.000613552j 0.000301875-0.00122712j -0.000299335-0.000415816j -0.000380529+0.000552182j 
-0.00299464-0.00158554j -0.00240227-0.00147143j 0.00235094+0.000143783j -0.00183694-0.0011647j -0.0117854+0.00118869j -0.00324646+0.000343126j -0.00799287+0.0029384j -0.00466778-0.0084897j -0.0038932-0.0098568j -0.00530891+0.00821151j -0.0141055+0.00301187j -0.0049193+0.00780745j -0.00130451+0.00636153j 0.00583833+0.00634218j 0.00242301+0.0080542j 0.00471457+0.0132007j -0.00224971-0.00440037j 0.00458113-0.0100872j -0.00521949-0.00387358j 0.00631827-0.00702908j 0.00173574-0.00453235j 0.00338622+0.0136068j -0.00121171-0.00783582j 0.00423204+0.00192559j 0.00416502-0.00497342j 0.00802753+0.0118911j 0.000689429+0.000437837j -0.00372841+0.00333778j 0.00191555+0.00141689j 0.00439919-0.0022689j -0.00616536-0.00897692j -0.00427941+0.00230136j 0.00533018-0.00848738j -0.000237787-0.00469962j 0.00264796-0.000360222j 0.000761266+0.00919228j 0.000434519+0.00266481j -0.00571652+0.000511446j 0.000910563-0.00250836j 0.00420642-0.0055806j -0.000884046-0.00516443j -0.0120077+0.00419024j 0.00182282+0.00804103j 0.00694856+0.00118179j 0.0012106+0.00367692j 0.00176328+0.00095337j -0.00620935+0.0041646j -0.0013188+0.00134206j 0.00523719-0.00228896j -0.00520556+0.00105989j 0.00309559+0.00235899j 0.00327483-0.00174183j 0.00863978+0.00390476j -0.00468379-0.00107224j 0.00404745+0.00207797j 0.00257453-0.000912144j -0.00125703+0.00313899j -0.00310715-0.000752091j 0.000553182-0.000867682j -1.83697e-05-0.00074825j -0.000448233+0.000708617j -0.00136356-0.00282241j -0.00146354-0.00247662j 0.00195821-0.00207767j 0.0009636-0.00536983j -0.00132933-0.000771244j -0.00330761+0.0025946j -0.00346542-0.000792313j 0.00120604+0.000663284j 0.00128109-0.00130728j 
0.00015265-0.000259569j 5.32769e-05+0.000261736j -0.000319659+0.000911904j 0.000719268-0.00247008j -0.00181001-0.000276147j 0.00119367+0.00391505j -0.000709454-0.00105824j -0.000926124-0.00085132j 0.000120847+0.00198241j 0.00132012-0.0024176j 0.000958023+0.003299j 0.00273792-0.000154697j 0.00119981-0.00213705j -0.00122668-0.00104335j -0.00384489-0.00250871j -0.00220769+0.00144075j -0.00203748+0.00359722j -0.000745641+0.000687946j 0.00383676+0.00367337j 0.000550933+0.000110233j 0.00308675-0.00371246j 0.00146217-0.00370764j 0.00347868+0.00364418j -0.00290922-0.0026395j -0.00335635-0.00245546j -0.000514711-0.00168195j 0.00196454+0.00302282j 0.00298305+0.00143671j 0.000482199+0.0048887j 0.0007673-0.00173262j 0.0026077-0.00185381j 0.00543792+0.000787553j -0.000131382-0.00222461j 0.00468911+0.00037743j -0.00194282+0.00317494j 0.000339812-0.00534428j -0.00301044+0.000593053j 0.000619516+0.00107085j 0.00185359+0.00110807j -0.000653503+0.00221021j -5.51581e-05+0.00343883j 0.00224631+0.00102749j 0.00188115+0.00245337j -0.000935478+0.00115603j -0.000287267-0.00228553j -0.00228686+0.00212418j 0.00154259+0.00098721j -0.000610586+0.00110843j 0.000633633-0.000109829j 0.00032179-0.000507175j -0.00131164+0.000833208j 0.00151373-0.000671571j -0.00097341-0.00368349j 0.000621488-0.000991057j 0.000604576-0.000826152j -0.000996502-0.00138141j -0.00215607-0.000384058j 0.000105697-0.000584522j -0.000161918-0.00201884j 0.00130679-1.32131e-05j -0.000884006+0.00205072j 0.00105675+0.00143024j -4.04545e-06+0.000252829j -0.00128746+6.93656e-05j 0.00135186-0.000587258j 0.00151298-0.000287585j -0.000553092-0.000726446j -0.00024553-0.00144943j -0.000642614+3.13801e-05j -0.000706612+0.000526662j 
-0.000976697+0.000622688j 0.000928764-0.000159823j -0.00253023-0.00170859j -0.00272651+0.00246837j -0.0034053-0.000236525j 0.00550607+0.000813859j 0.00301321+0.00123567j -0.00024711+0.000590384j 0.00254734+0.00269501j -0.00229789-0.00432724j 0.00227518+0.00129747j 0.00134418-0.00346134j -0.00394629-0.00284124j -0.00387905+0.00481784j 0.00146273+0.0106694j 0.000701983+0.00523469j 0.00869746-0.000770257j 0.0104344-0.00129407j -0.00373627-0.00454801j 0.000275177+0.00639662j 0.000486502-0.000402565j 0.00174089+0.00117741j 0.00143658+0.00119086j -0.0017949+0.000244932j 0.00294837-0.0020424j 0.00312909-0.00253542j 0.00377652-0.00136323j 0.00295538+0.000467004j 0.00252719-0.000552262j 0.00124594+0.00498947j -0.0055256+0.00560689j -0.00359873-0.00469381j 0.00337996+0.00279766j -0.00178051+0.0027411j 0.00616795+1.86156e-05j -0.00199046-0.00250319j 0.00038672-0.000834868j 0.00517563+0.0051832j -0.000748863+0.000564244j 0.00128802-0.00667144j 0.00439584-0.00185685j -0.00112513+0.00397404j 0.00116517+0.00215245j 0.00238609-0.0022066j 0.000765795+0.00017054j 0.000271577+0.000362676j 0.00130686+0.00257692j -0.00197105+0.001045j 0.0021743-0.000533832j 0.000149691+0.000340608j -0.0017664+0.00227693j 0.00269232-0.00134434j 0.00307434-0.00128003j -0.0049165-0.000282983j 0.0033366+0.00443157j -0.0018179-0.0105113j -0.00128432+0.001345j 0.00339418-0.00162526j 0.00167902-0.00195706j 0.00133961+0.00210558j -0.00159932+0.00259645j 0.00146995-0.000755239j -0.00412493-0.00012509j -0.000406124-0.000513878j 0.000665769-0.00219712j 0.00523278-0.000983402j 0.000773793+0.000696564j -0.000712634-0.00293129j -0.000532972-0.00106164j 0.000976813+0.00103849j 
0.00168799-0.000499577j 0.00116461-0.000975601j -0.00141713-0.00787987j -0.0032862+0.00359642j 0.00507246-0.00211005j -0.0060023-0.0123587j 0.0084536-0.00835328j 0.0114686+0.0019715j 0.00250763+0.00290327j -0.00534006+0.00504714j -0.00831491-0.0116011j 0.00178266+0.00331161j -0.00844962+0.00318431j 0.000236945+0.0028456j 0.000494938-0.0037586j -0.00475667+0.00272692j -0.000308477+0.00476981j 0.001734+0.00267055j -0.000269494-0.00287668j -0.00948922+0.002094j 0.00184453+0.00320568j 0.000472685+0.00527322j -0.000618559+0.00169268j 0.00211968+0.00684629j -0.00228032+0.00917052j 0.000918443-0.0024702j 0.00686131+0.00470219j -0.00125105-0.00249657j -0.0016338-0.00486767j -0.00524178-0.00170232j -0.00415873-0.00317144j -0.00292486-0.00181145j -0.000869705+0.000345978j -0.00405859+0.00691896j 0.00144815-0.00130986j 0.00183251+0.00826854j -0.00582787+0.00291716j -0.000307757+0.00345754j -0.00173333-0.00136728j 0.00399785-4.85885e-05j -0.00236241-0.00209043j -0.00169062+0.00063241j -0.00155696+0.000250355j 0.00190946+6.01581e-05j -0.000237178+0.000403404j -0.00243123-0.00223546j -0.00187118+0.00164678j -0.00018983+0.0018746j 0.00495281-6.26069e-05j -0.00243536+0.00287654j -0.00268467+0.00237258j -0.00495803-0.00179468j 0.000271969-0.00268686j -0.00163923-0.000101914j 0.00157142+0.000723133j 0.0025978+0.00539857j 0.00154811+0.001656j 0.00165625-0.00115508j 0.000892114+0.000493388j 0.00136629-2.31693e-05j -0.00108739-0.00570967j -0.000818125-0.00390348j -0.000327623-0.00184133j -0.00109179-0.00077794j -0.0012531+0.000291712j -0.00235282+0.00201115j 0.000998835+0.00109121j 6.82349e-05+0.000838816j -0.00350413+0.00082998j 0.00052413+0.00091544j 
0.00112815+2.14462e-05j -0.0018686-0.000928912j 0.00345857-0.000176356j 0.00307919-0.00885539j -0.000547338-0.0048353j -0.00914847+0.00478884j -0.00421841-0.00519339j 0.000166733-0.00692919j 0.000426581-0.00181387j 0.00446646+0.00355206j -0.00867564-0.000231562j 0.00222851+0.00237766j 0.00388254+0.000965713j -0.00292081-0.00171377j -0.00885705-0.00541972j -0.00251535-0.00826931j -0.00897277+0.00752992j -0.00734105+0.00187735j 0.00773799+0.00437625j -0.00116869-0.00550434j 0.000770893-0.00335433j -0.00570186-0.00224831j 0.000783696-0.00192634j -0.000712363-0.0060663j 0.000388329-0.00117446j 0.00208167+0.00452681j -0.000233225+0.00761124j -0.00123956+0.00293858j 0.00318257-0.00182535j 0.000856314-0.000382702j -0.00111226-0.00784204j 0.00301791+0.000450121j -0.00551481-0.00151168j 0.00012407-0.00573749j -0.00143852-0.00217682j -0.00337056-0.00303293j 5.68442e-05+0.00207713j 0.00125694-0.00240113j 0.00160512+0.00140785j 0.00237548+0.00282172j -0.000899513+0.00705328j 0.00515253+0.000496972j -0.00107266-0.00028916j -0.00695395+0.0038656j -0.00104205+0.000361374j 0.00248479-0.00342434j -0.00376065-0.000921088j 0.00250777+0.000514339j -0.00156719-0.000429389j -0.000451454-0.00610194j 0.0034598+0.000571422j 0.00317708+0.00233703j -0.0038546+0.00121078j 0.00478491+0.00327255j -0.000710997-0.00697636j 0.00163803+0.00166026j -0.00262746-0.000972995j -0.00358625+0.000327247j 0.00148107-0.0024369j -0.00139913-0.000639631j 0.00104249+0.00323598j 0.00244659+0.00116376j 0.000690978+0.000473929j -0.00184554-0.000384886j 0.0011122-0.00259969j 0.00027711-0.00234222j 0.000115502-0.000873543j -0.00116819-0.000648905j 0.00224491-0.00108968j -0.0017839-0.00137704j 
-0.000430939-0.00129573j 0.00217999+0.000449177j -0.00373815-0.00190629j -0.00203093+0.00552698j -0.000577799+0.00322366j 0.00871413-0.00452713j 0.00546821+0.00160927j -0.00060383+0.00731218j -0.000600317+0.00313849j 0.00163605-0.00328396j 0.00402395-0.000100459j 0.0012345-0.00178288j -0.00310061-3.05305e-06j 0.000762727+0.000965146j 0.00384708+0.00103651j -0.00227579+0.00947867j 0.00751109-0.00590452j 0.00523911-0.00450234j -0.0059108-0.00251847j -0.00036886+0.00583445j 0.00223828+0.00604081j 0.00311993+0.000839386j 0.00392802-0.00293603j -0.00182293+0.000826425j 0.00444016+0.00524075j -0.00296393-0.00497743j -0.00114032-0.00568633j 0.0022531-0.00297004j 0.00226625-0.00425722j -0.00502602-0.00262938j 0.000813418+0.00259134j -0.00589291-0.00240537j 0.00418612+3.67985e-06j -0.000125392+0.00228751j 0.000974752+0.0018981j -0.000303353+0.00131047j 0.000999068-0.00203386j 0.0027994+0.00253492j 0.00286317-0.0019935j -0.000774009+0.00129001j 0.00224412-0.00162159j -0.00056418+0.0006741j 0.00211605-0.00135831j 0.0028319-0.00196621j 0.00244743-0.000526762j -0.0013008+0.000651213j 0.0016704-0.00017469j -0.00122105+0.00285984j -0.000227928+0.00158959j 0.00198375+0.00338769j -0.000511962-0.000669484j -0.00422072+0.000152109j 0.00103905-0.00224812j -0.00124079-0.000114356j 0.00158839+0.00203374j 0.0014201+0.00239584j 0.00180591+0.0003841j 0.00238788-0.000135888j 0.00288338+0.000594538j 0.00177972+0.000367677j -0.00284676-0.00421547j -0.00196126-0.00165581j -0.000608662-0.00128837j -0.00113258-0.000968446j -0.000887851+0.0010182j -0.000628665+0.000220896j 0.000426766+0.000670811j 0.00207175-0.00125862j -0.00305752+0.00109275j 0.00128987+0.00137092j 
-0.000547387-0.00148969j 0.000866826+0.00159111j -0.00300915+0.00246123j 0.0022948+0.00753943j 0.000618483+0.00820908j 0.016641+0.00279864j 0.00411095+0.0135971j -0.00818017+0.0148771j -0.00426543-0.00265816j 0.000651321-0.000273635j 0.00404521-0.000970178j -0.00580374+0.00245508j -0.0038575+0.000620355j 0.00635441-0.00720008j 0.00289251+0.00366864j 0.0101595+0.0069596j 0.0104777-0.00815535j -0.00294333-0.0072998j -0.00443067+0.0034241j 0.00365+0.0093861j -0.00276493+0.0025395j 0.00557932-0.00135506j -0.00414808-0.00749059j -0.0057771-0.00326679j 0.0089061-0.00217513j -0.00182561-0.00283431j -0.00698947-0.00939367j 0.00431182+0.00513616j 0.000467456+0.00415811j -0.0043585-0.0010726j 0.000227671+0.00137442j 1.55373e-05+0.00282677j -3.17631e-06+0.000197478j 0.000565353+0.00077653j -0.00613617+0.00392898j 0.00595435-0.00425556j -0.00319959-0.00505573j -0.00110267+0.00307981j 0.0026048-0.00294289j -0.00576252-0.000596903j 0.000321459+0.000594877j -0.0019604+0.00200017j -0.00198531-0.00677637j 0.00240708-0.00371046j -0.00136597-0.00174397j -0.00438302+0.00272908j 0.00371548-0.00267917j 0.00114478+0.00331671j -0.00334209+0.0060311j 0.00504712+0.000887423j -0.000685634-0.00455344j -0.00531583-0.00176515j -0.00360371-0.00117916j 0.00312852-0.000717995j 0.000982407-0.00272646j -0.000287886+0.00489093j 0.00363717-0.000724077j 0.00173944-0.00124239j 0.000643347+0.00137672j 0.00011816-0.000368199j 0.000588846-0.00102341j -0.00187394-0.00252284j 0.00060287+0.00134252j 0.000634067+0.000367846j -0.000610069+0.00378411j -0.00221908-0.00195258j 0.000597743-0.00119127j 0.00349473+0.00196856j -7.8391e-05+0.00134836j 0.00225338-0.000219707j 
0.00227331-0.000823418j 0.00418539+0.00190773j -0.00367699-0.0100122j -0.0059768+0.00405932j 0.00905577-0.000515576j -0.00205682-0.0184661j 0.0131298-0.0122907j 0.0131269+0.00246457j 0.00434883+0.00851083j -0.00406258+0.000848538j -0.00350333-0.00632643j 0.00813349+0.00119106j -0.00877583+0.00308151j 0.00175952-0.00635576j -0.00249343+0.00567906j 0.00576821+0.00453766j 0.00497212+0.0118583j 0.00109889-0.00265169j 0.00597356-0.00732721j -0.0148984+0.00190441j -0.0048466+0.000838388j 0.00106573+0.00489927j 0.0042448-0.000884665j 0.00282307+0.00594324j -0.00645772+0.00866192j -0.00160638-0.00736513j 0.000274105+0.00213419j -0.00180327-0.00631407j -0.00433979-0.00523548j -0.00181683-0.00886686j -0.0060694-0.00189047j -0.0074836-0.00397563j 0.00579445-0.00274393j -0.00437613+0.00556045j -0.00178134-0.0010166j 0.00446528+0.00626406j -0.00693398-0.00439769j -0.00237248+0.0013922j -0.000927981+0.00303357j 0.00406829+0.00123361j 0.00197056-0.000174614j 0.00192654+0.00135771j 5.22476e-05+0.000237373j -0.00028659-0.00226981j 0.00219068-0.00151923j -0.00416124+0.00257049j 0.0017795+0.00373873j 0.00275374-0.00397279j -0.00257856+0.000196897j 0.00371852-0.000996809j -0.00277549-0.00410526j -0.0037535+0.00408073j -0.00432107-0.00438678j -0.00404816-0.00107349j -0.00159285-0.00152683j -0.000259634+0.00622351j 0.00286842+0.00161786j 0.00115289-0.00263162j 0.000266862+0.000687678j 0.0065891+0.00370563j -0.00309181-0.00549416j -3.33075e-05+0.000876442j -0.00030863-0.00340647j -0.00374378-0.00107583j -0.00382097+0.000977722j -0.00478784+0.00524549j 0.00257303+0.00140443j 0.000940678-0.00105547j -0.00556914+0.000711335j -0.00118443+0.00420245j 
0.000993873+0.00182959j 0.00127895-0.000659851j 0.00119887-0.00434797j -0.00271017+0.00025938j 0.00108448-0.0048336j -0.00721894-0.00527567j 0.00381489-0.00506546j 0.00527812-0.00396781j 0.00350799+0.00306756j -0.0056383+0.00158217j -0.00321905-0.00526537j 0.00155503-0.00125926j -0.00258386+0.000644816j -0.00291698+0.00331709j 0.000762703-0.00185971j 0.00026308-0.00376494j -0.00320652+0.00268007j 0.00166489+0.00245244j 0.0012851+0.000575374j -0.00555952-0.00360358j -0.00197818+0.000526964j 0.00127375+0.00171201j -0.00185278+0.00243343j 0.00435176+0.00212664j -0.00560674+0.0021682j 0.00136805-0.00252132j 0.00305713+0.00197368j -0.000171882-0.00595611j -0.00137353-0.00327289j 0.00121392-0.000183211j -0.00446745+0.000986771j -0.00388076-0.00176384j -0.0014043+0.0045233j -0.00349424+0.00366813j 0.000199611-0.00197637j -0.000640608+0.00476561j 8.49191e-05+0.00192557j -0.000758776-0.00185095j -0.00435199+0.00080425j 0.00274693-0.000875197j -0.00102478-0.00126832j -0.00206051+5.78833e-05j -0.000152572+0.000476578j 0.00156405-0.00147433j -0.00143379+0.000322655j 0.000995726-0.00187505j 0.0016273+0.00355515j 0.00217883-0.00129388j 0.00267858-0.00168429j -0.00285199+0.000399374j -0.00276493+8.30006e-05j 0.00105155-4.50217e-05j -0.000557528-4.50526e-05j -0.00165774+0.000931882j -0.000396566-0.00230816j -0.000606964+0.00124819j 0.00322056+0.000710623j 0.000798811-0.00162136j -0.00110684+0.000344323j 0.000340415+0.00203887j 0.000830705-0.000562607j 0.000972395+0.000556896j -0.00121624-0.00238058j -0.000512259+0.000828898j 0.000656529-0.000594435j -0.00129195+0.00283323j 0.00136633+0.00110445j -0.00112827+0.000570886j -0.000684699-0.000910622j -0.000560212+0.000823029j 
-0.000695635-0.00227426j -0.000751069-0.00104371j -0.00046948-0.00196908j 0.00279566+9.38385e-05j -0.00247035+0.00364206j 0.00360223-0.000251371j -0.00184693+0.00486597j -0.00463279+0.00375732j -0.00655888-0.00145714j 0.00851387+0.00702994j -0.00549329+0.0105673j 0.00178142+0.00443297j 0.00158861+0.00656287j 0.00234625-0.000444997j 0.0019794+0.000687662j 0.00141404+0.0070106j 0.00222106-0.00471868j -0.00395787-0.00191443j -0.0064328+0.00035514j 0.00569135+0.00267048j 0.00469755+0.000105521j -0.00300952+0.00518966j 0.000182968-0.00662279j -0.00473638+0.00091219j 0.00601617+0.000647435j -7.57328e-05+0.0025462j -0.00183119+0.00244526j -0.00292129+0.00487786j -0.000389124-0.00475736j -0.00318733-0.000649286j -0.000465188-0.00606908j -0.00130822+0.00536485j 0.00371-0.00728109j -0.00034517-0.00536128j -0.000610096-0.00207101j -0.00194289+0.0026602j 0.00112772-0.00277663j 0.00190691+0.00136279j 0.00406682-0.00178375j 0.00270488+5.18122e-05j 0.00208929-0.000324692j 0.00210194-2.1845e-05j -0.00113394+0.00205457j -0.000609223+0.00455123j 0.00165384+0.00147691j 0.00049691+0.000494563j -0.00178072+0.000281103j -0.00388426+0.00128491j -0.00138936+0.000128141j 0.000795909+0.00112325j 0.0020007+0.00199399j -0.00180942-0.000433287j 0.00401154+0.00304213j -0.00157191-0.000507753j 0.00190864+0.00311448j 0.0035868-0.000574985j 0.000138061-0.00100542j -0.00195332+0.00316382j 0.00193139+0.000510585j -0.0016031-0.00117336j -0.00141297-0.00328892j -0.00148844-0.0015295j 6.00319e-05+0.000586092j 2.9929e-05-0.00218104j -0.00200544-0.000488267j -0.00203331-0.0005717j -0.00160525+0.00129639j -0.000372812+0.000401958j -0.000687744+0.00183304j 0.00154203-0.000909398j 
-3.09749e-05+0.00140851j -0.00060877-0.00149181j 0.00207969-0.00248567j -0.000622421+0.00157794j -0.00305161-0.000372815j -0.00129086+0.000528576j 0.000454221-0.000620831j 0.00155039-0.0022868j 0.00136699-0.00242493j -0.00259728+0.00434952j -0.00746952-0.00253353j -4.9387e-05+0.00148946j -0.00353318+0.00071166j 0.000356607+0.00299082j 5.52347e-05-0.000758256j 0.000604277-0.000359739j -0.00288034-0.00111427j 0.000623634-0.000125431j 0.000664093+0.00128014j -0.00235631-0.00310545j -0.00280963+0.000540818j 0.00423908+0.00192048j -0.00431268-0.000159016j 0.00216519-0.000881691j 6.45099e-05-2.91415e-05j 0.00443636+0.000387142j 0.00120011+0.00191399j -0.000593872-0.000931696j 0.00403386-3.03136e-05j -8.12338e-05-0.00148365j -0.00498432-0.00039222j -0.00131568-0.00150819j -0.00364244+0.00181012j -0.00327041+0.00213048j -0.00171636+0.000703865j 0.00216213+0.00284793j -0.00214776+0.000343705j -0.000633349+0.00113689j -0.000870079-0.000123727j -0.000126232-0.00293762j -0.00211093-0.000138095j -0.00472636+0.00229586j -4.6717e-05+0.000643664j 0.00344353-0.0021827j -0.00169121+0.00207467j -0.000187801-0.00181305j -0.00140432+0.00252875j 0.00179324+0.00232795j 0.00340498-0.000704104j -0.00319238-0.00170016j -0.000890203+0.00158891j -0.000734108-0.00147375j -0.00101089+0.000762601j 0.000954376+0.00171466j 0.0029577-0.00222685j 0.0016532+0.00149601j 0.00213803+0.000556488j -0.000503926-0.00230332j 0.000377028+0.000620944j -0.00157838+0.00059231j -5.74072e-05+4.36377e-05j 0.000678776-0.00367678j -0.00202402-0.00297015j -0.000611247+0.000916785j 0.00189534-0.00132734j 0.000749558-0.00109598j 0.00037846+0.000102958j -0.00089902+0.00049332j 3.4747e-05-0.00112099j 0.000288309-0.000571046j 
-0.000115102+0.00112832j 0.000775308+0.00108752j -0.00113844-0.000985822j -0.00270613-0.00100211j -0.000601694+0.00127164j -0.00157513-0.00234271j 0.00160553-0.00261808j -0.00156535-0.00219147j 0.000589426+0.00312624j 0.000819091-0.00460038j 0.00361862+0.00200973j 0.00407022-0.00387454j 0.00284451-4.50391e-05j -0.0066415+0.000189867j -0.000802969+0.00503828j 0.000799914-0.000381464j -6.66351e-06+0.00265316j 0.000923046-0.00129981j 0.00125383-0.00101023j -0.00261417-0.00226401j 0.000890432-0.00102639j -0.0025559+0.00168891j 0.00325037+0.00144139j -0.000346835-0.00132721j -0.00292135+0.000647663j -0.000706711-0.00275756j 0.000976857+0.00105624j 0.00198292-0.0043409j 0.000848315-0.00149947j 0.00261247-0.00168225j -0.000757085+0.000496842j -0.00357953-0.00153576j 0.00212831+0.000757106j 0.000488612-0.00220159j -0.000675976-0.000417697j -0.00558942-0.000802978j 0.00215-0.00180377j 0.00118772-0.000952102j -0.000293363+0.00223126j 0.0022995+0.00140009j 0.00130955+0.000352126j 0.00316583+0.000374468j 0.00208491+0.00183458j -0.00359753-0.000705176j -0.000338875-0.00106427j 0.00163885+0.000758094j 0.00224297+0.00258951j 0.000370905-0.00216664j -0.00226478-0.00170099j 2.02942e-05-0.00164621j 0.000330322-0.000158782j 0.00218428+0.00302106j 0.00175769-0.00269121j -0.00142038+0.00220306j -0.00277541-0.000636869j -0.00054356-0.00273576j 0.00108246-0.00106292j 0.000635792+0.000492832j 0.000550207-0.00123546j 0.00313356+7.81607e-05j -0.00162189+0.00250743j 0.00189644+0.0033945j -0.00135759+0.000202655j -0.000681521+0.000920705j -0.00189721-0.00212644j -0.000581267+0.00227527j 0.0012474+0.00125351j -0.00162134-0.00097947j -0.000504607-0.000625582j -0.00106208+0.00149451j 
