0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
-0.0148929-0.032689j 0.0597081+0.00973707j 0.00724578+0.00466338j 0.0139969+0.00285889j 0.0122035+0.00598284j 0.026747+0.00437966j 0.00586815+0.000503398j 0.00401146+0.00367587j 0.00466785-0.00295422j -0.028579+0.01323j 0.0123447-0.0055112j 0.0176482-0.0163657j 0.00517595+0.00898547j 0.00917399+0.00415199j 0.00195139+0.00631783j 0.0133694-0.00219399j -0.0125434-0.0201609j 0.0123709+0.00252781j 0.00266398+0.00227617j -0.00124507+0.00319398j -0.0115379+0.00290263j 0.00192769-0.00426895j -0.00693248+0.00364646j -0.00322942-0.00330659j 0.0147012-0.00289425j -0.0198368+0.00722972j -0.00497813-0.00250631j -0.016104+0.00227018j -0.00633078-0.00226307j 0.00412576-0.00395076j 0.00927475-0.00692721j 0.0115908-0.00507819j 0.0131294-0.0048752j 0.0117197-0.00568118j -0.010369+0.00473152j -0.0056904+0.00771657j 0.000329169-0.010395j -0.0173591+0.00903345j -0.00920926+0.0087097j -0.0197058+0.0107567j -0.00739428-0.028691j -0.003718-0.0119322j -0.00246106-0.00967039j 0.000456636+0.0136045j -0.00690494+0.00492469j -0.00866469-0.0055355j -0.0272849+0.00478182j -0.0129288+0.00424651j 0.0304006-0.0237871j 0.0268883+0.00478918j -0.000875761+0.00235108j 0.0202723+0.0234244j 0.0186321-0.0300589j 0.025509+0.0122507j 0.0533531-0.0372639j -0.0140359-0.0471111j -0.150701+0.0330471j -0.0460911-0.0282616j 0.00141889+0.0270039j -0.00917232+0.00633632j 0.0401088+0.0702672j -0.0344182-0.0231282j 0.0152405-0.0191161j 0.0195371-0.0158573j -0.00678376-0.00822287j -0.0362539+0.0155825j -0.0105017+0.0319945j -0.019728-0.0122595j -0.0142489-0.00453889j -0.0189406-0.0354058j 0.0181046+0.0321699j -0.0173059-0.0383466j -0.0293182+0.00249652j -0.0269081+0.0139485j -8.79829e-06-0.0236262j -0.0326322-0.00606769j -0.000132613-0.00277371j -0.0454152-0.00700586j -0.0125896+0.00049914j -0.0348807+0.00403616j 0.0206938+0.00985085j -0.0209103-0.0101807j 0.0296711+0.00716043j 0.0207766+0.00188689j 0.00822961+0.0109082j 0.00321417+0.00259616j 0.0115708+0.00264608j 0.00835141+0.000400767j 0.0114517-0.00436568j -0.00668735+0.00138445j 0.0267742-0.00244376j 0.00707887+0.00444221j 0.0061794-0.0045712j 0.0188364-0.00557951j -0.00789583-0.00376547j 0.0181706-0.00100072j 0.00524139-0.00308078j 
-0.0243572+0.0018485j -0.0241051-0.0134308j -0.0166828+0.0107408j -0.0221666-0.0114334j -0.0348817+0.00911158j 0.01156+0.00206203j -0.00692195-0.00949495j -0.00683265+0.000613028j -0.00471909+0.0148171j -0.0201778+0.0104436j 0.00386324+0.00108257j -0.0107422+0.00983201j -0.00350632-0.00643615j 0.0116523-0.00449247j -0.00628396+0.00163405j -0.0087525-0.00289161j -0.0107858+0.00699161j -0.0221781-0.000637083j -0.0057597+0.00160067j -0.00500111+0.00435763j -0.00546566-0.0040252j -0.00287233+0.00194943j 0.00778444-0.00546595j 0.00949402-0.00011066j -0.00163961+0.00178516j -0.00285656-0.0014585j -0.0159704+0.00231503j 0.0129766-0.00654567j 0.0108351-0.00184978j 0.000483067+0.00100296j 0.00514807-0.00189423j 0.00143317+6.40469e-05j 0.001102+6.98719e-05j 0.00593109+0.00141649j -0.00965652+0.00219027j -0.0176999+0.00466393j 0.016005-0.00379489j 0.00369202-0.00697279j -0.00803716+7.92414e-05j -0.0136016-0.0137621j 0.00459011-0.0013637j -0.0431601+0.00247982j 0.00733922-0.00758282j -0.00323063+0.0309739j 0.02641+0.00606121j 0.0125742-0.0258795j 0.0257994-0.0156083j -0.0089101+0.0150108j -0.00290658+0.0404398j -0.00784777-0.0154041j -0.0955251+0.0339362j 0.00755161+0.0233525j 0.036013+0.0311503j -0.0799147+0.0146378j -0.016728+0.0270753j -0.0106095-0.0263683j -0.00083677-0.0101047j 0.0365511+0.0401076j -0.0244891-0.0565213j 0.00462297-0.033266j -0.00279257+0.0136505j -0.00185073+0.0173363j -0.00123827-0.0134956j 0.0291145-0.0453573j -0.00215639+0.0103464j -0.00658798-0.0159917j -0.0288688-0.00580199j -0.0444918-0.0116606j 0.0112889+0.0182814j 0.00263873+0.0224016j -0.0142185+0.0245044j -0.0172517+0.0106699j 0.00565783+0.0113362j 0.0336999-0.00449107j 0.0154459-8.62223e-05j -0.017084-0.0253993j 0.0101825+0.00340101j -0.027021-0.0166302j -0.000572647-0.00487908j 0.00767559+0.00888635j -0.0318015-0.0128081j 0.0190953+0.00484937j -0.0163574-0.00821126j -0.00254151+0.00362656j -0.0115362-0.00969198j 0.0188718-0.00285388j 0.00656021+0.00117587j -0.00445083-0.00222261j -0.0187876+7.94392e-05j 0.00495717+0.00526042j 0.00316196-0.00272486j 0.00117205+0.00581259j 0.00795563-0.000123553j 0.00318911-0.0027401j -0.00602848-0.00213543j 0.00443155+0.00104312j 0.011974-0.000296653j 
-0.0384397-0.00854992j -0.00950162-0.0129653j -0.0108835+0.00526583j -0.0383342-0.0103113j 0.00310829-0.00213847j -0.0231942+0.00929786j 0.0226326-0.00358681j 0.0186367-0.0120519j -0.0382107+0.0182878j 0.0158797-0.00646513j 0.00271019-0.00313347j -0.0191174+0.0105765j 0.0114832+0.0034026j 0.0153275+0.00680761j -0.0120651-0.00449315j -0.00829081-0.00315388j -0.00799538+0.00228887j 0.0250277+0.00252157j -0.0173707-0.00710666j -0.00707711-0.00297995j 0.0126061-0.000654016j 0.015385-0.00525044j -0.00868506-0.00256785j 0.0240874-0.00496439j 0.0206843-0.00194368j 0.00595916-0.00579049j 0.026261-0.00550246j -0.00656196-0.00269096j 0.00262183-0.000909443j 0.0167083-0.00110849j -0.00560939+0.00193089j 0.00517617+0.0011181j 0.00958957-0.000528186j 0.0203176-0.00216346j 0.0195254-0.0074135j 0.0121691-0.00502653j 0.00506023-0.00452207j 0.00321307-0.000193221j -0.003463+0.00333696j -0.00058331-0.00649192j 0.0131355-0.0115005j 0.00669788+0.00850977j 0.0139011-0.00519812j -0.00818218-0.00290948j 0.0232418+0.00207503j -0.000693035-0.0535121j 0.00260708+0.000943827j -0.0146731+0.00821759j 0.020239+0.013199j -0.0121719-0.00290029j -0.0711423-0.00786979j 0.0384868-0.0337578j 0.0846774-0.0174393j 0.0899681-0.0361385j 0.0110365+0.033574j 0.000745826-0.0510862j 0.025433-0.00565538j 0.0667984-0.0578466j 0.0439205+0.0253578j 0.0515793-0.0179901j 0.0113304-0.0267587j 0.0565222+0.0498631j -0.0297325-0.0378464j 0.0337113+0.0538316j 0.0317745+0.0210547j 0.004934-0.0244708j 0.0211631-0.00712813j 0.0127298+0.0254755j 0.0101781-0.00480244j 0.0158003+0.00086252j -0.0185939-0.0330493j 0.00557158-0.00455956j 0.00729876+0.0182905j -0.0126583+0.00455523j 0.00168508-0.00809385j 0.0245769+0.0161235j -0.032062-0.0070924j -0.000453288+0.00420232j 0.00321328+0.00877484j -0.024291-0.0158115j -0.000586321+0.0156555j -0.0208702-0.00319685j 0.0226343+0.0148296j 0.0119105+0.00194726j 0.0104742+0.0130249j -0.0219258-0.00315151j -0.00464935+0.00111449j 0.0160985+0.00449291j 0.0227575+0.00769125j 0.00318308+0.000106583j 0.0138635+0.00661034j -0.00413297-0.00499133j -0.000618724-0.000508408j 0.0229492+0.00575234j 0.0308573-0.00140826j -0.0068159-0.000922464j -0.00795803-0.00066232j 
0.0170065-0.00340334j -0.0283423+0.00344902j -0.0260011-0.00290073j 0.0129556-0.0305109j 0.00637627-0.00321731j 0.00868182-0.0157468j 0.00550566-0.016933j -0.0198807+0.0081101j 0.0105234-0.000675838j 0.00251513+0.00434044j 0.00983208-0.000696845j -0.000336803-0.000902209j 0.0168599-0.00643288j 0.00974045-0.0047639j -0.0229467+0.00651828j -0.00231375+0.00829713j 0.00123628-0.00168241j -0.0160166+0.00656579j -0.000873456-0.00927658j 0.0143163+0.00177474j 0.00919532-0.00120068j -0.006527+0.00555668j 0.04856-0.00418049j -0.0107248+0.00304167j 0.0197096+0.00219275j 0.00293189+0.00353593j 0.000835703+0.00634609j 0.0182525-0.00381943j 0.00276415-0.00274214j -0.00436439+0.00432536j 0.0167925-0.00445648j 0.00568377+0.000440026j 0.0168229-0.000358174j 0.010226+0.00540142j 0.0107531+0.00492958j 0.00963284+0.00198738j -0.00610411-0.00507865j -0.000581905+0.00539531j -0.00730192+0.00662549j -0.00150015+0.00478351j -0.002111-0.0141531j -0.0587123+0.0149975j -0.00621629-0.00520911j 0.000595943-0.0483319j 0.0488116-0.00965526j 0.0269931-0.0525972j -0.00111034-0.0110156j 0.0366833+0.0221618j -0.0851401+0.0750266j -0.139042-0.00918614j 0.0225525-0.0131835j -0.0209237+0.0379536j -0.0431555-0.0334844j -0.0108234-0.0144833j 0.036374+0.0713684j 0.0227444+0.051355j 0.00685796+0.0289362j -0.00201398+0.0192529j -0.000853297+0.00775243j 0.00244236+0.0106708j -0.00404735+0.0070813j -0.0102787-0.00158797j 0.00310711+0.00021516j 0.0370764-0.0504356j -0.0184968+0.0112408j 0.00343222-0.0164997j -0.0318617-0.0218692j -0.0673052-0.022759j 0.0332503+0.00544716j 0.0117196+0.0181195j 0.00959053-0.00147011j -0.0129031-0.0151811j 0.0150501+0.00783936j 0.0152652+0.018177j 0.0167278+0.0111699j -0.00680405+0.0059486j -0.0315594-0.0168617j -0.00212824+0.000574417j -0.0189932-0.0157874j 0.0028413+0.00684957j 0.0201881+0.00363087j -0.00513818-0.00913953j -0.00116079-0.0064576j 0.00377458+0.000357096j -0.00734984+0.000948666j 0.0166767+0.000430559j 0.0069217+0.00113136j 0.00254368-0.000200817j -0.0188204-0.00528976j -0.0156508+0.00208551j 0.0073959+0.00399513j -0.00193469+0.00212831j -0.000793405-0.00933172j -0.00240386+0.00444834j 0.0167338+0.0040828j 0.0165682-0.00202442j -0.00946274-0.00296696j 
-0.00705365+0.0158957j 0.00262302-0.00702011j 0.0156951+0.00358256j -0.00852053+0.00948881j -0.0252433+0.0190878j 0.0100773+0.00052131j 0.0289166-0.00378103j -0.0211734+0.0112694j -0.00239337-0.00345849j -0.0158105+0.0122794j 0.00572996+0.00330922j -0.00330685-0.00700966j 0.00713454-0.00244829j -0.0210194+0.000324424j 0.0173229-0.00193757j 0.0202677+0.0051188j 0.00874641+0.0055092j 0.010593-3.95838e-05j 0.0205981+0.00176036j 0.000903847-0.00345734j 0.0459278-0.0124851j 0.0553412+0.00311774j -0.0245745+0.000434656j -0.00432517+0.00263887j 0.0125149-0.00796286j 0.0176327-0.00138564j 0.0391272-0.00414116j -0.00956056+0.00237086j -0.0205288+0.0017495j 0.00321122-0.00228162j -0.0270553+0.00470133j -0.00723567-0.000329217j -0.00302557+0.0038946j 0.00190101-0.00327646j 0.0333822-0.0102931j 0.0221766-0.00865549j 0.00790935+0.00329267j 0.0274365-0.00165654j 0.0111181-0.0044731j -0.00237521-0.0150423j 0.032495+0.0183283j 0.0295252-0.00193537j 0.0165831-0.00992763j -0.00686315+0.0263944j 0.0614135+0.0145449j 0.0274698-0.0595806j 0.147773-0.0310902j 0.0746706+0.0218136j 0.00504826-0.0100707j 0.00843665+0.00918311j 0.0488517-0.0183411j -0.0330731-0.064361j 0.00904067+0.0277346j 0.0621202-0.032991j 0.0318462+0.0153298j 0.031696+0.0258165j -0.0180971+0.0240285j 0.00841589-0.0428455j 0.0266945+0.0299195j 0.0412893-0.00726013j 0.0393715+0.0202272j 0.0238251+0.00345113j -0.0393845-0.0180733j -0.00177948+0.0364501j 0.0137859+0.00445126j 0.00454252+0.000575543j 0.018656+0.00116239j 0.0443523+0.00794585j -0.0108604-0.0107285j -0.0060125-0.0065378j 0.00175062-0.0166027j 0.0153634+0.000726092j 0.0015339-0.00739375j -0.011241+0.0033838j -0.011256-0.00578664j 0.0250468+0.0118675j -0.0152862-0.00706129j 0.029398+0.00538193j -0.00450516+0.00410526j -0.0060685-0.00666448j 0.0107347+0.00667324j -0.0133751+0.00349303j 0.0162269+0.00544044j 0.00168625-0.000706234j 0.0154206+0.00665686j -0.0251743-0.00402508j -0.0149295+0.00300789j 0.00548886+0.00360334j 0.0198476+0.00225119j 0.00294621-0.00110306j -0.00854487+0.00266759j -0.00752253-0.00991247j -0.0060102+0.00969513j 0.0103488+0.00358749j 0.0218675-0.0017449j -0.0274958+2.07736e-05j -0.00640788+0.00207432j 
-0.01144+0.0213913j -0.00852384+0.021319j 0.0131091-0.00241387j -0.0244334+0.00185196j 0.00219337+0.00587521j -0.0192997+0.00947688j 0.0157825-0.0114169j -0.00179735-0.0014903j -0.0158926+0.00608203j -0.0243521+0.00798529j -0.0358557+0.0120439j 0.00942663-0.0072302j 0.0182943-0.00320793j 0.0277603-0.0158585j 0.0104454+0.00573505j 0.00615481+0.00705007j -0.0341677+0.00498194j 0.0121992+0.00101429j -0.00217287+0.00619001j 0.0109901-0.00754802j 0.0533958+0.00229543j -0.070915+0.0129168j -0.0012186-0.0101839j -0.00994878+0.00195932j 0.027015-0.00730087j -0.0224559+0.00403592j -0.00267542+0.00781362j -0.0155547-0.000778993j 0.0113331-0.0053572j 0.00872375+0.00497895j 0.00475277-0.00902635j 0.00776739-0.00149664j -0.0182155+0.000518422j -0.00417751-0.00035111j -0.00114085+0.00377216j 0.0209803-0.00540738j -0.0399334+0.0122359j -0.00465483-0.00167054j 0.0161494-0.00399591j 0.0437844+0.00968614j 0.00911291+0.0349342j 0.000451313-0.00348385j 0.0139109+0.00466275j 0.0162-0.0327666j -0.0635759+0.00133722j -0.0489769-0.0057413j 0.126621-0.00389419j -0.130875+0.0180851j -0.0471402-0.00578986j -0.091995+0.0279129j -0.0159597+0.0436374j 0.00299392+0.0281539j 0.00682057+0.0398318j -0.0639481-0.0172311j 0.0352874+0.0611347j -0.00521142+0.00313982j -0.0499803+0.031927j 0.0203055+0.0199775j -0.000437935-0.0351255j -0.0304073-0.00801406j 0.0433763+0.0359548j 0.00825002+0.00578397j 0.0348063-0.00983242j -0.000466248-0.0264003j -0.019743-0.0250085j -0.0177174-0.0143084j 0.0140178-0.00374366j -0.020743-0.00449137j 0.0138308+0.0106759j 0.0107448-1.42419e-05j -0.00113587+0.00726647j -0.0250886-0.011152j 0.0135731+0.00637322j -0.00377322+0.00425302j 0.00481536-0.00343423j -0.0158132-0.00572553j -0.00594744-0.00283997j -0.00964777+0.00108911j -0.0216561-0.00466506j -0.00553842+0.00704283j 0.00308013-0.00207326j -0.0016563+0.000810323j 0.00994934-0.00248138j 0.000213053+0.00119842j -0.000400053-0.00218541j 0.0155572-0.00215617j 0.0054214-0.00385326j -0.00189399-0.000519005j 0.00153958+0.00160124j 0.0256159+0.00147754j -0.00200505-0.00544856j 0.00466904-0.00952598j -0.0075835-0.00545836j -0.020206-5.95677e-05j -0.00673502+0.00166659j -0.00120412-0.002283j -0.0238553+0.00160861j 
0.006103-0.00848207j -0.0185181+0.0283655j 0.0162003-0.0102994j -0.0368281+0.0187149j 0.0010921+0.00245089j 0.0113831-0.00349642j -0.0127931+0.00689981j 0.0172317-0.00936079j 0.0105294-0.00542474j 0.0102221-0.00836963j 0.00708115-0.00890092j 0.00954188-0.00250356j -0.0123518+0.00858071j 0.0116533-0.00179584j -0.0153769+0.01063j -0.0249215+0.0156588j 0.000100945-0.00101438j -0.00031138+0.0112119j 0.00665534+0.00782869j 0.0984001-0.00723645j -0.0279118+0.00781283j 0.0160722-0.00849875j 0.0524755-0.00302673j 0.00887534-0.000973091j 0.0341738-0.00123931j 0.00789051-0.000417328j 0.012215-0.00183891j -0.0126052-0.000727386j -0.00282657+0.000323101j -0.00622471+0.00270608j 0.0229784-0.00327547j 0.00832987+4.77036e-05j 0.0134653-0.0044206j 0.0276499-0.0011641j 0.00794856-0.000176482j 0.0067557+0.0029247j -0.0107982+0.018652j -0.0423397+0.0200076j 0.000334537-0.00599265j 0.0479392+0.0360122j -0.0334317+0.0126086j 0.102305-0.0252452j -0.0189869-0.00333792j 0.0616867-0.00147606j -0.11273+0.0080054j 0.0715486-0.0296226j -0.0616672+0.0163097j 0.104927-0.0193496j -0.074962-0.0641217j -0.0643969+0.0533949j -0.0531625-0.05487j 0.010517-0.00502703j -0.0162141-0.0702127j 0.0403745+0.00470092j 0.035098+0.0310976j 0.00242807+0.00265218j -0.00426597+0.00466907j 0.00272179-0.0157287j 0.0378222+0.0252221j 0.0100094+0.0118945j -0.000767069-0.00127417j 0.0141735+0.0180291j -0.00920892-0.00318617j 0.0191844+0.007647j 0.00192962+0.00852326j 0.00232026-0.00437653j -0.00496639-0.00232525j -0.00833773+0.00103123j 0.0072664-0.00469587j 0.000843461+0.00629541j -0.00566891-0.00305689j 0.00589948-0.0055506j 0.00027593+0.00596764j 0.010218+0.00650676j 0.00889464+0.00253588j 0.00255315+0.00327833j -0.027768-0.00917034j -0.0153999+0.000191292j -0.00246945-0.00285704j -0.0142735-0.00244503j 0.0218864+0.0071209j -0.0137375+0.00255817j 0.013427+0.00433435j -0.00127268-0.0026436j 0.0118299+0.00349736j 0.00393936-1.31466e-05j 0.00595379+0.00468974j 0.00483483-0.00153316j -0.00345752+0.00078123j 0.00188667+0.00486637j 0.0313581+0.0014829j 0.000882251-0.00513673j 0.0011646-0.00475963j 0.0155741+0.000323376j 0.00196117-0.000941201j 0.00552396-0.00301684j -0.0131497-0.00103761j 
-0.00200287-0.0141426j -0.0115081+0.0136147j 0.0175305-0.0025448j -0.0268855+0.0307066j 0.00656188+0.011259j 0.0187806+0.0046454j 0.00531458+0.00400037j 0.00712014+0.00135567j 0.00461641-0.00164494j 0.00248277-0.00233047j 0.00625462-0.00662668j -0.0131828-0.00302337j 0.0151098+0.0067796j 0.0177492+0.0087528j -0.0100648+0.00472588j -0.00384319+0.00534343j 0.00893754-0.0242988j -0.0206952+0.0142276j -0.166674+0.0112465j -0.0765783+0.00159299j -0.00515808-0.00157448j -0.0116147-0.00325965j -0.00728397+0.00892216j 0.00423853-0.000623064j -0.0502666+0.00430055j -0.0174088+0.00297076j -0.0236309-1.56514e-05j 0.0213039+4.58193e-05j 0.0102927-0.00096771j -0.00706274-0.00312633j -0.00233712+0.000261726j -0.00709778-0.000357935j 0.0160521+0.000264447j -0.0282985+0.00281443j -0.031024+0.00566079j -0.0301617+0.0219403j 0.00421205-0.0261546j -0.0470653+0.0469347j -0.0323941+0.0187506j 0.0786904+0.0113252j -0.0721592-0.0592654j 0.14689-0.0260175j 0.11382-0.0157491j -0.0434377+0.0102541j 0.078176+0.0066095j 0.00891241+0.0888899j -0.0106021+0.00824658j -0.0599693-0.0358312j 0.00194183-0.0171003j 0.0477031+0.00954275j 0.00305333+0.00371015j -0.0142916-0.00489002j 0.00295129+0.00858448j -0.0279514+0.00721644j -0.0377629-0.0195767j -0.0125218-0.00635003j 0.0100305-0.00904426j -0.0211873+0.00371726j -0.0337875-0.00367379j -0.00423338-0.00307564j -0.0189059-0.00102318j -0.025909-0.0110992j 0.00834208-0.000872559j 0.00457182-0.00872227j 0.00244588+0.00254254j 0.00174588-0.00254087j -0.00384148+0.00265791j -0.0204362+0.000194939j 0.00571088+0.00218033j -0.00385284-0.000613016j 0.000483096+0.000961099j -0.00835552+0.000421397j 0.00106747-0.00162446j -0.000108405-0.00211011j -0.00220876+0.000914542j -0.00863915-0.00144958j 0.0143066+0.00113306j -0.000653232-0.00286902j 0.00784598+0.000182623j 0.00956196+0.000322911j -0.016685-0.000162701j 0.00422791-0.00366436j -0.0138954-0.00307963j 0.0111536+0.00419376j -0.0174457-3.70922e-05j -0.00162494+0.00125652j -0.00259738-0.00265456j -0.00584735-0.0022992j -0.0135462-0.0010286j -0.0187371-0.00237963j -0.0150954+0.00315931j 0.00401744+0.0109397j 0.00328329-0.0105554j -0.010173+0.00126111j -0.00621575+0.00171866j 0.0237944+0.00126553j 0.00702918-0.00178342j 
0.0237248-0.0160638j -0.00631931-0.00268689j -0.017424+0.00917153j -0.0662453+0.0125972j -0.0317635+0.00707189j -0.0264+0.0110841j -0.0259993+0.00421831j -0.0026162+0.00340081j 0.00981204+0.00221592j 0.00576214+0.000110732j 0.0123895+0.000969907j 0.0135436-0.0017747j -0.0169041+0.004342j -0.0146168+0.00940506j -0.00150868-0.00750113j 0.0133607-0.0156817j 0.0105856-0.00799649j -0.196915+0.0116094j 0.0287469-0.0123951j 0.0597473-0.015035j 0.0216463-0.00273746j 0.0219453-0.00676033j -0.0332923+0.00208741j -0.00136178-0.000989842j 0.00881857-0.00822449j 0.00577319-0.00415195j 0.0109037-0.00769785j 0.00244499+0.00451599j -0.00151769+0.00322169j 0.0234297-0.00530094j -0.0115527+0.0017539j 0.00370807-0.00187602j -0.0114694+0.0016359j 0.00267514-0.00743929j 0.00231148-0.00909935j -0.0301619-0.00582613j 0.0557854-0.0426302j 0.0137188-0.0279374j -0.0126795+0.0141015j -0.0493399-0.0553853j -0.0795156-0.0117604j -0.00634668+0.0102366j 0.174572-0.0117542j 0.0830325+0.0745257j -0.126059+0.0413659j 0.00981797-0.036339j 0.052162+0.00117917j 0.0661466-0.0101794j -0.0159513-0.0581692j 0.046864+0.0276094j 0.00500186-0.021775j -0.0138453-0.0245734j 0.00145317-0.00525286j 0.0351529-0.00188127j 0.000856902-0.00663538j 0.00766728-0.00372669j -0.0102465-0.000353811j -0.000986178-0.0156554j 0.0279042+0.00906189j 0.0156343+0.0012647j 0.0140061+0.000494625j 0.0210591+0.00478543j -0.0111165-0.00612682j 0.0302001+0.0109928j 0.00678679+0.00106441j -0.00759756-0.000495659j 0.00743331+0.00211524j 0.00801799+0.000299122j -0.010448-0.000820188j -0.00802364-0.00509624j -0.0066301-0.00208601j -0.00935055-0.000299535j 0.00444666+0.000369268j -0.00802117-0.00314233j -0.0122452-0.00338695j 0.0108528+0.0019191j -0.0042886-0.000110151j 0.00494379-0.00056717j 0.00132213+0.000289542j -0.007628-0.00271244j -0.00935681-0.00356j 0.0148438+0.000773841j 0.0146852-0.000261766j -0.00558851-0.000484508j 0.0167991-0.000850474j 0.0142596-0.00140758j 0.0023398+0.00268686j 0.00558445-0.00104262j 0.0159933+0.000426241j 0.00128434-0.00300003j -0.00169562-0.00296944j -0.00261027+0.00881081j 0.00313696+0.0113615j 0.0057752-0.00178372j -0.00769173+0.00100083j -0.00755701+0.00128202j 0.0219309+0.000723845j 
-0.0765128-0.0328079j -0.218975+0.0156041j 0.0530442-0.00242643j 0.0185859+0.00838365j 0.00426886-0.00292097j 0.00222422+0.000610348j 0.0586688+0.00113757j -0.0350856+0.000939556j -0.0511276+0.00127367j -0.0154341+0.0017047j -0.00767382+0.00208918j -0.0416521+0.00281331j 0.0161555-0.00329414j -0.0730002+0.00214028j 0.0677335-0.00718913j 0.158454-0.0170733j 0.108678+0.000990503j 0.0256652+0.00566998j -0.0559099+0.00742478j 0.00323125+0.00386859j -0.0260926+0.00581783j -0.0276397-0.0029214j 0.00715392+0.00234248j -0.0221273-0.000764588j 0.0227777+0.00135413j -0.00897821+0.00479042j -0.0282973+5.46967e-05j 0.00996093+0.00106022j 0.012559-0.00227689j -0.0428094+0.00161653j 0.00497552-0.0051731j -0.0154558-0.000587362j -0.0323318-0.00198538j -0.0298998+0.00328227j 0.0398415+0.00618239j 0.0552433+0.00537166j 0.150245-0.00305223j 0.0417587+0.0246366j -0.0507164+0.00793377j -0.0371259+0.028617j -0.0636924-0.0362773j 0.0832377-0.015051j -0.0435049-0.00872153j 0.000935176-0.00461573j 0.0126091-0.0017482j 0.00543778+0.00856932j -0.0198862+0.0067734j -0.0440132-0.00347712j -0.0159263-0.00043729j -0.0120457-0.000766547j 0.00422757+0.00181193j 0.0036215+0.00220433j -0.0151836-0.00099828j -0.0100175-0.000910882j -0.0075208+0.000364091j -0.00514285+0.00119197j -0.0200773+0.000866499j 0.00240186+0.00129794j 0.00528095+0.000391117j -0.00839988-0.00162703j 0.00898601+0.000296883j -0.00660777+0.00181637j 0.00451301-0.000348189j 0.00222113-0.00101106j -0.00785162-0.00158981j 0.00276329+0.00123849j 0.00498233-0.00221836j -0.00346626-0.000446689j 0.00584276-0.000157601j -0.00122682+0.000120358j -0.00306271-0.000103797j -0.000812591+0.00207848j 0.00401716+9.28283e-05j 0.0085292+0.00187872j 0.00376312-0.000936575j -0.00990527-0.00141137j -0.00161483+0.00178458j -0.00296592+0.00365334j -0.00491681+0.00283425j 0.0053966+0.0030306j 0.0128771-0.000210775j -0.00467781+0.000192818j -0.00631301+0.0027633j -0.0031998-0.000889058j -0.00860681+0.000181987j 0.00539493+0.000896289j -0.00218563-0.00807139j -0.0078767+0.00348078j -0.0153893+0.00342447j 0.0109306+0.00241239j -0.00538094+0.00150301j 0.000823594-0.0138028j -0.00798274-0.00622995j -0.0185969+0.00337324j 0.00377276+0.000516158j -0.00556071-0.00162971j -0.0236117+0.00169186j 
