-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
0.00365159+0.00933914j 0.00280748+1.82375e-05j -0.00659477-0.00126772j 0.000388577-0.0105203j 0.00330101-8.19012e-05j 0.00256268-0.0195339j 0.0180279-0.000375968j -0.000240746+0.00904493j -0.00834383-0.0136224j -0.0107925-0.00829169j 0.0149169-0.00518116j 0.00272952-0.0109694j 0.00600314-0.0043527j -0.000383657-0.00686147j 0.00670996+0.00576427j -0.00859852-0.00647404j 0.000851468+0.00244189j 0.00771243-0.0025507j -0.00293843-0.00588865j 0.00261621-0.00285044j 0.0125281-0.00401835j 0.00619809+0.00100436j -0.000306292+0.000435184j -0.00637513-0.00515303j -0.00363743+0.00274575j -0.000424315-0.00105288j 0.00588247+0.00340601j -0.000704234-0.00337228j -0.00638117+0.00355192j -0.00398524-0.0056868j -0.00589185+0.000155577j -0.00743766+0.00374582j 0.00263272-0.000821967j -0.00225396+0.00358521j -0.00797203-0.000310798j 0.000979021+0.00497696j 0.00031659-0.0035997j 0.00305922+0.00544649j 0.00887857-0.0024345j 0.000886604+0.0057612j 0.00506283+0.00150288j -0.00396839-0.0026927j 0.00452013+0.00323253j -0.0110982+0.00502313j 0.00502151-0.00238843j 0.00536247-0.00619676j -0.000287993+0.00431772j 0.00068257-0.00374692j -0.00651509-0.00269987j -0.000375917-0.00259146j -0.00194446+0.000635227j -0.00384977+0.000597298j 0.000652961+0.00491202j 0.000723377+0.003621j 0.00284791+0.00554029j 0.00210052-0.00348085j 0.000870816+0.00104715j 0.00136098+0.000375153j -0.00322722-0.00339984j -0.000640188+0.00133058j 0.00185039-0.000761701j 0.00281724+0.0013132j 0.00377475+0.0012248j 0.000956408+0.000461154j 0.000520596+0.000413287j -0.000466255+0.00117405j -0.000821614+0.00190915j 0.000443713-0.00177238j -0.00087891+0.000732598j 
0.00110666+0.000974041j 0.00161511-0.000846503j -0.00122115-0.00440752j 5.65212e-05-0.00314316j 0.000756232-0.00408711j -0.00323273-0.0013181j -0.00186877-0.00114501j 0.00112044-0.0060232j -0.00178609+0.00326948j 0.00267754-0.00518914j 0.00631285+0.00690841j 0.000154879-0.00115745j -0.000557914-0.00672036j 0.00148437+0.00914838j 0.00301372+0.00849435j 0.00295518-0.00264916j -0.00341121-0.000262948j -0.000790296+0.00171517j 0.00192882-0.00149347j 0.000547112-0.00654745j 0.000673011+0.00359315j 0.00272403+0.00740003j -0.000258828+0.00399631j -0.00183112-0.00489892j -0.000135435-0.001305j 0.000321454+0.00101793j -0.000311634-0.00338173j -0.000152997-0.000474557j 0.00130914-0.00140206j -0.00252097-9.36002e-05j -0.000427736+0.00193085j -0.000670285+0.000681338j 0.00101647+0.00262006j 0.00278221+0.00307716j -0.00221032+0.00101766j 0.00299947+0.00357227j -0.000545713-0.000777594j -0.000748962+0.000856869j 0.00209016-0.00250952j -0.0021752+0.00241109j -0.00195613+0.003364j -0.000887662-0.00253149j 0.00475064-0.000290836j 0.000459551-0.00308964j -0.00587524-0.00284468j 0.0020984-0.00384099j 0.00415341+0.00645537j 0.00445298-0.0014463j -0.000941848-0.00394158j 0.00202428-0.000657724j 0.00474977+0.00245099j 0.00103562-0.00734897j -0.00218241-0.00270529j 0.00728641-0.00485314j 0.00235423-0.00155922j -0.00510127+0.00295949j -0.00329923-0.00380263j -0.00336554-0.00361769j 3.72764e-05+0.00361536j 5.48156e-06-0.00377571j 0.00151431+0.00093455j -0.00189702+0.00178966j -0.00402515+0.00394909j -0.00210515-0.00381809j 0.00231575-0.00234571j 0.00115486-0.00150667j 0.000583247+0.00205884j -0.000410957+0.000817076j -0.000222027-0.00133785j 
-0.00031899-2.96226e-05j -0.00176453-0.000164173j 0.000444162+0.00096026j -0.00118098-0.00159291j -0.00229483-0.000721444j 0.00390727+2.60749e-05j -0.00193991-0.000574416j -0.00110187-0.00479537j -0.0034726+0.00186649j -0.00555551-0.0080279j 0.00707291-0.0038936j -0.01117+0.00452709j -0.00413278-0.000627739j -0.0121595+0.0129397j -0.000368144+0.0106454j -0.00851814+0.010441j -0.00134703-0.00899474j 0.00451347+0.00268867j 0.000835301+0.00850553j 0.00554888-0.00273923j -0.00381995-0.00156972j -0.00572175-0.00409849j -0.00139666+0.000402516j 0.00252923-0.00882815j -0.0013472+0.00143992j 0.000591045-0.00017094j 0.000317045-0.000324388j -0.00110072-0.00136495j 0.000525682-6.56999e-05j 0.000435217-0.000908204j 0.00158083+0.00122568j -0.00197408+0.00100785j 0.000384907+0.000259668j 0.000289895+0.00215606j 0.00361232-0.00117422j -0.00136632+0.00273292j 0.0041781+0.000701172j -0.00132972-0.00500801j -0.0128808-0.00172275j -0.00147108-0.00551548j -0.00283029-0.0115208j 0.00606789-0.00218767j -0.00325604+0.00132405j -0.0035356-0.000696119j -0.0108984-0.00708727j -0.00972432-0.00726939j -0.000701951+0.00240972j 0.003798-0.00978925j 0.0116791-0.00244435j -0.000269642-0.00290861j -0.00607724+0.007377j 0.00455775+0.00370849j 0.0063279+0.00766136j -0.00449912+0.00290058j -0.00227454-0.00482081j 0.00977695+0.00639543j 0.00713767+0.00356093j -0.00434279+0.0080613j 0.00692778+0.00259618j -0.00319238+0.00499006j -0.00501355-0.00874014j 0.000915632+0.00376078j -0.00176342+0.00196579j -0.00315169-0.0015598j 3.43672e-05+0.000100441j 0.00160018-0.000695883j -0.000639291+0.0013419j -0.000513129-0.000125806j -0.00125785-0.000877475j 
5.12824e-05-0.000922029j -0.000935061+0.000699644j 0.0017898+0.00174376j -0.000200256-0.00017343j 0.000209949-0.00218438j -0.00128666+0.0010212j -0.00522166-0.000376713j 0.0024977+0.00686032j 0.00695274-0.00117421j 0.00364296+0.0100265j -0.00971361-0.000191365j 0.00329186+4.64079e-05j 0.00336293+0.00142838j -0.000188463-0.00504787j -0.00544079+0.000280203j 0.00414233+0.00553354j 0.000775688-0.00473959j -0.00182188-0.00241288j 0.000151637+0.00139542j -0.000222503+0.00280924j 0.00270677-0.00268529j -0.00511676-0.00373843j -0.00193299+0.00264506j -0.00182679-0.00249292j 0.00180327-0.00200684j -0.00134333-0.00235208j -4.90496e-05+0.000176484j 0.000420829+9.07863e-05j 0.00097935-0.00148423j 0.00124412+0.00133188j 0.000412605+0.00166533j -0.00236101-0.00274952j -6.57588e-05-0.000841996j 8.77261e-05+0.00215013j -0.00110889+0.00391221j 0.00321161-0.00196614j -0.00591928-0.00149501j 0.00647679+0.00307313j 0.0123886-0.00363173j 0.00920376+0.00371546j 0.00670535+0.00338063j -0.00498163-0.0025865j -0.00949122+0.00611193j -0.00442198+0.000981349j 0.0104707+0.00623116j -0.00126316+0.00292746j -0.0111908-0.0162612j -0.0053776-0.000127541j -0.00940174-0.00241683j -0.00224994-0.00344719j 0.00082258+0.0061571j -0.00571126-0.00221033j 0.00942532+0.000382831j -0.000611298-0.00140111j -0.00461441-0.00299293j 0.0010562-0.00760171j 0.00423925+0.0059262j 0.00138854+0.0032773j -2.38149e-05+0.00367201j -0.00510736-0.00035322j 0.00439119-0.00280604j 0.0015299+0.00343874j -0.0027332-0.00231013j 0.000495055+0.000173563j 0.00306666-0.00272779j -0.00119698+0.00293834j 0.000789749-0.000231559j -0.00160671+0.000174011j 0.000479776-0.000153186j 
0.000522457+0.000577605j -3.78204e-05+0.000709211j 0.00121331-0.00211162j -9.70068e-05-0.000376854j 0.000357412+0.00300642j 0.000102364-0.00419256j 0.00407151-0.000762835j 0.00118627-0.00558903j -0.00559391+0.00231882j 0.0012533-0.00614925j 0.00684643+0.00173795j -0.00234077+0.00102115j -0.00313875-0.00164246j -0.00109769+0.00686015j 0.00496059+0.00354662j -0.000943441-0.0008967j -0.00258104-6.17179e-05j 0.000627145+0.00143234j 0.000927753+0.00105876j 0.000871598-0.00134727j -0.00342917+0.00216666j 0.002006+0.00280913j 0.00159719-0.00134411j 0.00292312+0.000304195j -0.00166579+0.0036041j 0.00129212+0.000321536j 0.00012876-0.00118917j -0.000937818-0.000356289j 0.0010468-0.000342151j 0.0022965-5.85304e-05j -0.00139448+0.000564871j -0.00130566+0.000529018j 0.00159265-0.00106558j 0.000638065+0.00310397j 0.000119115+0.0012466j 0.000896977-0.00320716j -0.003279+0.0017356j 0.00864042+0.00131j 0.00275831-0.00952868j 0.00875512-0.00161812j 0.00670241+0.0133961j 0.00110184-0.00778428j 0.00983696+0.00154294j 1.12198e-05-0.00171464j 0.00115295+0.0132017j 0.00373785-0.00867137j 0.00158012-0.00116282j -0.00245016-0.001493j -0.00378768-0.00492762j -0.00134799+2.50311e-05j -0.000669005-0.00415739j -0.00295709-0.00823336j -0.00116034+0.0040589j -0.00645816+0.00689594j 0.00724101-0.00220958j -0.00522647-0.00243489j -0.000659406+0.000765034j -0.00199315-0.00346727j 0.00274297+0.000991098j -0.00159121+0.00167655j -0.000649231-0.000976959j 0.00238179+0.00573573j -0.00143174+0.00120607j -0.00340771+0.00106958j 0.00215965-0.000162205j -0.000472182+0.0022739j 0.000729045+0.00277274j -0.000120347+0.00103144j -0.000556203+0.000583396j 
0.0032637-0.000363384j -0.00134042-0.00263533j -0.00460379+0.00085409j 8.67946e-05-0.000644591j -0.00099415-0.000240233j -0.00444606-0.000273718j -0.000518468-0.0054278j -0.00217964-0.00222028j 0.000152729+0.00149626j -0.00404749-0.0104516j 0.00739556+0.000515529j -0.00100274-0.0043489j 0.00259265-0.00134811j 0.000552877+0.00200494j 0.00434376+0.00704358j 0.00259254+0.00549431j 0.00420786+0.00293844j 4.30852e-05-0.000542852j -0.0108518-0.00204542j 0.00211574+0.00468349j 0.00804342+0.00143498j 0.000552304-0.00680813j 0.00230925-0.00103555j -0.00542623-0.00338572j -0.00158811-0.00405301j -0.00101658+0.000656889j 0.000648083+0.00149489j 0.00286301-0.000870389j -0.00247313+0.00367733j -0.00205304-0.00191835j 0.00316593-8.74191e-05j -0.00202956-0.00319344j 0.000372328-0.00317336j 0.00110574-0.000155196j 0.00491573+0.00243684j -0.000983018-0.0054544j -0.00202299+0.00101263j 0.000497541-0.00286374j 0.00039515+0.00142581j 0.000681585-0.00204372j 0.00163908-0.00131789j 0.001145-0.00325292j -0.0104546+0.00769305j 0.0036479-0.00552457j 0.0111401+0.000463688j 0.00168181+0.00615985j -0.0165606-0.00992123j 0.00245457+0.00876401j 0.00139187-0.000328918j -0.000140608-0.00150859j -0.003013+0.00927541j 0.00490184-0.00419024j 0.00663281-0.00465212j 0.00142146+0.00479196j -0.0014233-0.00155778j -0.000478001-0.00137005j 0.00223022+0.00633827j 0.00281886+0.00255046j -0.000308773+0.00409137j -0.00343181+0.00227959j 0.000223185+0.000824648j 0.000425588-0.001637j -0.00132021-0.00320548j 0.00607774+0.00316445j -0.000279191-0.0017755j -0.00064004+0.000838614j -0.00188457-0.0026251j 0.00121202+0.000170178j 0.00280958+0.000177113j 
-0.000858157-0.00120229j -0.00166757-0.00131164j 0.00321636+0.00041298j -0.00337113-0.000167173j 0.00320245+0.00440396j -0.00283213-0.00920846j 0.00679617-0.00448828j 0.00805855+0.000146968j 0.000321744-0.0080431j 0.00469739+0.00355784j -0.00709216+0.00497524j 0.00451378-0.00214268j -0.00591641+0.00311565j 0.00283964-0.00177959j 0.00654546-0.000985009j 0.00496342+0.00149409j -0.00786447-0.00760656j 0.000837887-0.000504455j 0.000369952-0.00190749j -0.006641-0.000883921j -0.0033301+0.000801172j -0.00235265+0.00364244j 0.00438778-0.00189434j 0.00643271+0.00102909j 0.00300275+0.00791272j 0.000549514-0.00206415j -0.00109374-0.000890765j 0.000128253-0.00137044j 0.0021913-0.00131822j 0.00286733+0.00106825j 0.00131555+0.00403611j -0.000941757-0.00110118j 0.000495366-0.00305554j 0.00545572+0.0032975j 0.00276681+0.00329901j 0.00387718-0.0064489j -0.00331616+0.000661377j 0.00165881+0.000733808j 0.00145695+0.00221722j 0.00395599-0.000372312j -0.00352274+0.00451269j 0.0029316-0.00132713j 0.00548868+0.00611478j -0.00109813+0.00173746j -0.00056865+0.00486782j -0.00541083-0.00106626j 0.000671293-0.00157385j -0.0055018-0.0134758j 0.00153155-0.0044873j -0.00065098-0.00256632j 0.000862249+0.000795697j -0.00417693+0.0061504j 0.00380099+4.60515e-05j -0.00662616+0.00149779j 0.00112242-0.00383971j 0.00796349+2.69243e-05j 0.00300423+0.000105776j -0.000886699+0.00174199j 0.00207266+0.00383038j -0.00168041+0.000798484j 0.00220991+0.00301711j 0.00250056+0.00593636j -0.00303005+0.00336229j -0.00441093+0.00273345j 0.00027281+0.000239633j -0.000208216+0.0012506j 0.0023678+0.000685508j -0.00130621+0.00241889j 0.000893445+0.000200596j 
0.000261464+0.00231231j 0.0031976+0.00343712j -0.000425589-0.00574849j 0.00507095-0.00497883j 0.00257919-0.000672348j -0.00106053-0.00289308j -0.00354857+0.0050072j -0.00154369+0.00279512j 0.00194898+0.0101547j 0.0096681+0.000959348j 0.00393976+0.00244662j 0.0067974+0.000757393j 0.00513589-0.00751292j 0.00287741+0.00153269j -0.00133419+0.00459634j 0.00606925-0.00100356j 0.00176943+0.00367713j -0.00357533-0.00382952j 0.0022503+0.00248924j 0.00904797+0.00267799j -0.000314816+0.00707563j 0.00609071-0.000230304j -0.00127971+0.00238176j -0.000357341+0.00180656j -0.000953791-0.00427041j -0.000786394-0.00190257j -0.00113182-0.00063208j -0.000236658-0.00166945j 0.00279986-0.000403917j -0.0024645-0.00196202j -0.00432548-0.002103j -9.33404e-06+0.00246092j 0.000926381+0.00768114j -0.00530212-0.00101374j -0.00870149-0.0087904j -0.00436178+0.0130313j 0.00437415-0.00474341j -0.000899039+0.00324995j 0.00710488-0.00586108j 0.000863042+0.00322035j 0.00744032-0.00919445j -0.00857489+0.00320114j -0.00416529-0.00909852j -0.00794293+0.00502406j -0.00451317-0.00648819j -0.00187921-0.00281368j 0.00583839+0.00263927j -0.00229645+0.00390101j -0.00721612-0.000841629j 0.000549204-0.00156312j 0.0033387+0.00310681j -0.000751252-0.00084371j 0.00111517+0.00518094j 0.00311974-0.00586044j -0.0063334+0.00309227j -0.00362261-0.00120651j -0.00194589-0.00138886j -0.000960692+9.34004e-06j -0.00353555-0.00478447j 0.000640536+0.000397288j -0.00134258-0.00883073j -0.000396873+0.000202112j 0.000216905+0.0017153j -0.00116286-0.00765258j 0.00210367-0.0023304j 0.00216467-0.000776015j -0.000613951+0.00313264j -0.000201267-0.00274854j -0.00326313-0.000681583j 
-0.0019-0.00577053j -0.00666076-0.0049613j -0.00130624+0.000654813j -0.00318765-0.00116677j 0.00349609+0.00444508j 0.00151513-0.0112438j 0.0125253-0.00626049j 0.00606274-0.00054722j -0.00369956-0.0100599j -0.00881271-0.00671681j -0.00305373-0.000664979j 0.00327486-0.00521613j -0.00235343+0.00170958j 0.000252291-0.00182673j 0.00600055+0.000717151j -0.00257933+0.000162926j 0.00150344-0.00301906j 0.00384005-0.00253527j -0.00293448-0.00203972j -0.00352782-0.00146997j -0.00254123-0.00400304j -0.00171596+0.00194465j 0.00374328-0.00272066j 0.00346048+0.000375337j 0.000645764+0.00795746j -0.000886273-0.000430763j 0.00137666-0.000696303j 0.000581085-0.00120929j -0.000762344-0.000564168j 0.00321386+0.000636736j 0.00416862+0.00222319j 0.00349212+0.000468155j -0.0018461-0.00198989j -0.00114032+0.00312859j -0.00523241-0.00472945j -0.00125591+0.00624897j 0.000833483-0.0029829j 0.000368691+0.00183123j 0.00182859-0.00464331j 0.00217748-0.00175537j 0.00077256+0.00115431j -0.0054891-0.00236809j 0.00205854-0.00595911j -0.00176216+0.00393911j -0.00225854-0.000388367j -0.00417221-0.000738899j 0.00105945-0.00356506j -0.00588611+0.00424739j -0.00464621+0.000179568j -0.00283293-0.00163747j 0.000921197+0.00367185j 0.00196135-0.00243897j 0.00121666-0.00259451j 0.00398181-0.00256669j -0.00438897-0.00313844j -0.00752016-0.00196547j 0.000101222-0.00184627j -0.00246803-0.000199667j -0.000711796-0.00351004j 0.000465787-0.00201851j -7.89727e-05-0.00156734j -0.00051364+0.00147147j -0.00149297+0.00364073j -0.00294199-0.0011533j 0.001405-0.00391655j 0.000134756+0.00111336j -0.000332864+0.000636522j -0.000299384-0.000985682j 0.000533715+0.000588056j 
0.000774417+0.000482754j -0.00289703-0.0025965j 0.000512885-0.00266039j -0.000386363-0.000960174j 0.000220325-0.000791179j 0.00217984+0.00369342j -0.00189069+0.00271661j -0.00151335+0.00331221j 0.00296891-0.0018486j -0.0012311+0.00233145j -0.00503911+0.0034807j 0.00116839+0.00188601j 0.00191394+0.00419149j -0.003492-0.0042951j -0.00447625-0.00657929j -0.00603971-0.00311431j 0.000916165+0.000676466j 0.0023381-0.000528829j 0.00504624+0.000723009j 0.000892787-0.00231551j -0.00573759+0.000369334j -0.000167875+0.000262956j 0.00102261+0.000926917j 0.00170507+0.000480125j 0.00298315-0.00168167j -0.00245161-0.00147071j -0.000570924-0.00030657j 0.00044818-0.00135717j -0.000276844-0.000273682j -0.00117397-0.00055605j 0.00131089+0.00310135j -0.000508349+0.00481927j 0.00203379+0.000732062j 0.000724352+0.000944881j -0.00496083-0.000758767j 0.000702443-0.000317982j -0.000773146-0.00424811j -0.00152105+0.00377722j 0.00686164+0.00174606j 0.00913597+0.00545645j 0.00475832-0.00590488j -0.00656434+0.00842921j 0.00442014-0.00136394j -0.00324705+0.00992447j 0.00538438+0.000995699j -0.00630906+0.00383999j 0.00478108+0.004214j -0.0112828-0.00720914j -0.00912104+0.00142756j -0.00318298-0.00425873j 0.00387064-0.00439027j -0.00729615+0.0145792j 0.00234209-0.00179364j -0.00474617+0.00257349j -0.00287616+0.00497471j 0.00816233-0.00378977j -0.00116753-0.00175698j 0.00464192+0.003048j -0.00577818-0.0057841j 0.00409763+0.000118596j 0.00300212+0.00404423j 0.0017497+0.00147246j -4.63229e-05+0.00368869j -0.00283481-0.00231002j -0.0022255-0.00356694j 0.0026094+0.000951553j 0.000897122+0.000322771j -0.000357584-0.000340209j -0.00156856-0.000661175j 
-0.000335867-0.00930704j -0.0108007-0.0088585j -0.00523735-0.00117654j -0.00142589-0.0015003j 0.00471903+0.000141248j -0.00292287-0.00421181j 0.00662111-0.00823603j 0.00293337-0.000338074j 0.00321252-0.0030095j -0.0133272-0.0136422j -0.00373063+0.00129583j 0.00660788-0.00545426j -0.00133315+0.00197224j -0.00037976+0.000260295j 0.00485759-0.000327666j -0.00553341-0.00410447j 0.00677527+0.000376686j 0.00642549-0.00263322j -0.0012724-0.000770589j 0.00113389-0.00560778j -0.00513656+0.000303076j 0.000391012+0.00318594j 0.00479323-0.000335329j -0.000295083-0.00188551j 0.0028607-0.00132586j -0.00339678-0.00168381j -0.000856479-0.00121369j 0.00342793-0.0020329j -0.000454163-0.000405562j 0.00232999+0.00294466j 0.00873549+0.00537759j 0.00284269-0.00406978j -0.000629851-0.00389382j 0.00110798-0.00254653j 0.00505982-0.00155684j -0.00074246-0.00287697j -0.000301911+0.00183784j -0.00627419-0.00311711j -0.0053346+0.00749953j -0.00536048-0.00110423j -0.00866224+0.00416078j 0.00481368-0.00311845j 0.00350672+0.00111168j 0.00439202-0.00694648j -0.00370327-0.00199327j -0.00394436+0.00186688j -0.000255517+0.000733185j -0.000452698-0.00431873j 0.00628426-0.00389023j -0.000297876-0.000864519j 0.00249979+0.000827119j 0.00216043-0.00100589j -0.000498695-0.00389648j 0.00143056-0.00213722j -0.00200386-0.00322757j 0.00295516+0.00294001j 0.00189306-0.00041723j -0.00262516-0.000649827j 0.00359241+0.000602041j 0.00130455-0.000739275j -0.000583871+0.00433959j -0.00138815-0.000292037j -0.00140869+0.00069762j -0.00155657+0.00305901j -0.000701718-0.00046196j 0.000676339-0.00265633j -6.68334e-05-0.00192365j -0.000440005+0.000393446j 0.00194885+1.44801e-05j 
-0.0147002-0.00256802j 0.0111291+0.0242254j -0.000623405+0.00600783j 0.00294964-0.000482619j 0.00842838+0.00246772j -0.00389728-0.0080966j 0.00787181-0.000763781j 0.0195731+0.00445277j 0.000163671+0.000959217j 0.0106968+0.00567945j 0.00397287-0.0235861j 0.00612636-0.00192852j -0.00631077-0.00276315j -0.00528088+0.000763232j -0.00218717+1.765e-05j -0.00247954-0.00267257j -0.0034694+0.000128921j 0.000470488-0.00556586j 0.00657489+0.000968252j -0.00114514+0.00267514j 0.00441382-0.00219326j 0.00105794+0.00272709j -0.0106213-0.0014428j -5.96557e-05-0.00069885j -0.00490858-0.00164083j 0.00680461+0.0035795j -0.00183477+0.00119265j -0.000278812+0.00206144j 0.00229655-0.000295041j 0.0122411+0.00244606j -0.0123283-0.00772408j -0.00426766-0.00657299j -0.00552463+0.00367506j 0.00466306+0.0038334j 0.00461774+0.00527581j -0.000131132-0.00166151j -0.00151471+0.00121136j -0.00146077-0.00353561j 0.0013339+0.00653943j -0.00532735-0.00193927j -0.0041365-0.00803623j 0.00888853-0.000611083j 0.000593906+0.00829086j 0.00572687-0.000469111j 0.0079769-0.00440934j 0.00229958+0.0014933j 0.00296427-0.00233446j -0.00427235-0.00616407j 0.00167556-0.00116326j -0.000214855+0.00219816j -0.00594977+0.00323871j 0.000290993+0.00406836j -0.00293486-0.00029261j 6.25465e-05-0.0013172j 0.0014316-0.0024736j 0.00272713+0.00104892j -0.0018514-0.000537321j 0.00683418-0.000280411j 0.00376351+0.00463919j -0.000239993+0.00181074j 0.000575716+0.00530383j 0.0042712+0.00158499j -0.00141559-0.00296332j -0.00182357+0.00189939j -0.000475116-0.000424989j -0.00157552+0.00401739j 0.00098362-0.00177758j -0.0014148+0.00182796j 0.000920982+0.00155905j 
-0.0111478-0.0183396j -0.0101283-0.000294904j -0.00310387-0.00127386j -0.000748512+0.00172358j 0.00566473+0.00150352j -0.00128325-0.00259302j 0.00366886-0.00666334j 0.012879-0.0016723j 0.0110935+0.00207975j 0.00107628-0.013316j -0.00948752-0.00165691j 0.0142207-0.00676807j -0.00267264+0.00145435j 0.00063835+0.0012302j 0.000457307+0.00503071j 0.00443008+0.000296748j 0.00857046-0.002954j 0.00187844-0.00487052j -0.00447435-8.34692e-05j 0.00336841+0.00223569j -0.00283339+0.000359866j -0.00347383+0.00174092j 0.000680637+0.00062569j 0.00114296-0.000687576j 0.00119071-0.00491349j -0.00166002-0.0012077j -0.00570205-0.00380897j 0.0025113+0.000920562j 0.00309121-0.00417862j 0.00988257+0.00969486j 0.00608544+0.000447135j 0.00393274-0.00443089j -0.00262239-2.35908e-05j -0.00632065-0.00220844j 0.00171586-0.00907327j -0.00494365+0.00245078j 0.00223159+0.00416406j -0.000220751-0.00115135j 0.00182175-0.00576932j 0.00308574-0.00533141j 0.0008883+0.00140491j 0.000854235+0.00320779j -0.00107459-0.00343383j 0.00161294-0.00269927j 0.000254599-0.00051742j 0.00158439-0.000210649j -0.000530641-0.00721941j -0.00442243+0.00957831j -0.000283532+0.00640181j -0.00329124+0.00181017j 0.00355092-0.00477252j -0.00215921+3.48521e-05j -0.00400142+0.00347151j -0.00462715-0.00263519j -0.00527996+4.69518e-05j -0.00266329-0.00134214j 0.0013937+0.00108267j -0.00351388-0.00222146j 0.00254078-0.00128047j -0.00173331-0.000235788j -0.0023679-0.00549666j -0.00161362-0.00223509j -0.00121716-0.00423157j 0.000368005-0.00221365j 0.000822008+0.00208262j 0.00070577+0.000674613j 0.00124432-0.000499256j -0.00205768-0.000359224j -0.00164058-0.000707155j 
0.00749519+0.0085436j 0.00297506-0.000637533j 0.000461667+0.00115073j 0.00244989-0.00461971j 0.000379952-0.00259527j -0.00248331-0.00282293j -0.00114031+0.00145326j -0.00745916+0.00360752j -0.00546854+0.00107975j -0.00127714+0.00668221j 0.00513569-0.000559553j -0.00324165+0.00127497j 0.00445753-0.00352069j -6.72677e-05-0.00195647j -0.0010817+0.000198329j -0.00257812-2.74178e-05j -0.0011705+0.00197438j -0.00122566+8.84017e-05j 0.0016123+0.000704504j 0.00277355-7.06951e-05j 0.00133586+0.000315872j 0.00423353-0.000827357j -0.000458012+0.00021616j -0.000480026+0.00134411j -0.00185912+0.0030767j -0.000563896-0.00299355j 0.00473794+0.00188728j -0.00234073-0.000374766j -0.00101606+0.000678229j -0.00138097-0.00372806j -0.00230398-0.00127169j -4.53617e-06-0.00430008j 0.00128726+0.00416588j 0.0021614-0.0110797j 0.0181588-0.00648651j -0.00990743-0.00889873j 0.00432909+0.00602652j -0.00578746-0.00811828j -0.00554309+0.00819967j 0.00066956-0.00282189j -0.00289462-0.00755149j 0.00150725+0.00591228j -0.0129073+7.51335e-05j 0.0126222-0.00656852j -0.00114399+0.00981166j -0.00263751+0.0121039j 0.00199981-0.00508298j -0.00163456-0.00225986j 0.00368457+0.00186245j 0.00711444+0.00288335j -0.00281222-0.00254531j 0.000771765+0.00225204j -0.00180968-0.00487777j -0.00363375-0.00506625j -0.00561913-0.00588083j -0.000340895+0.00294539j -0.00329274-0.00108496j 0.00236026-0.00162366j 0.00631864-0.000390294j 0.00170495-4.21918e-05j -0.00190969-0.000665406j -0.00105829-0.000106807j -0.00274465-2.92645e-05j -0.00196953-0.00131124j -0.000288016+0.000406028j 0.0010044+0.00349075j -0.000992781-0.000271594j -0.00195861-0.000596561j -4.98128e-05+0.00292094j 
