0.108884+0.0144261j 0.0129315-0.121667j -0.0608002-0.0787261j 0.107768-0.0831961j 0.0834868+0.0621334j 0.126329+0.000260655j 0.0059186-0.107774j -0.0452464-0.135749j 0.0738582-0.0459686j -0.06409+0.0139186j 0.012952-0.0512687j 0.022836+0.0911014j -0.141104+0.106701j 0.0671828+0.0903656j -0.0890816-0.0647731j -0.13169+0.0213083j -0.0199135-0.0595443j -0.0374848+0.0534353j -0.0107051+0.142676j 0.00317382+0.00674336j -0.180881+0.00405184j 0.0118948+0.173596j 0.0762036+0.0282496j 0.0309846-0.0597306j -0.145515-0.00183553j -0.047605-0.118751j -0.00758765-0.110369j -0.0701047+0.0448859j -0.0188796-0.0743954j -0.032184+0.0156021j -0.0764202-0.0268391j 0.0988518-0.0189061j 0.0283593-0.164671j 0.100793-0.0190412j 0.128433+0.00570482j -0.127584+0.0970469j 0.0255909+0.0414965j -0.102604-0.10644j 0.120072-0.0403568j -0.0350618+0.0816368j -0.00579666-0.0799345j 0.00379989+0.00399835j 0.0318985+0.0268474j 0.0256093+0.0439521j 0.0121812+0.283938j -0.0766646-0.10085j -0.00434084-0.0135613j -0.0249843+0.180787j 0.114589-0.0694773j 0.0217573+0.0439242j -0.0958904-0.0191189j 0.0747187+0.0372663j -0.00325236-0.00430143j 0.0278735+0.0116901j -0.0101928-0.0614418j -0.231709-0.0473907j 0.0989807-0.00683271j -0.014213+0.075464j 0.117622-0.152369j 0.0299142-0.0303571j 0.0632625-0.0593088j 0.0543396+0.111974j -0.0893022-0.121052j -0.0959157-0.0550625j -0.03545+0.0278507j -0.0479114-0.00608998j 0.0523476-0.0281062j 0.0469088-0.0872936j -0.0190337-0.00416828j 0.0285665-0.0181919j -0.0210855+0.0250465j 0.048878+0.0153811j 0.00965007+0.0646267j -0.0671814-0.0522125j 0.06172-0.0446667j 0.0092328-0.0414773j -0.0573722-0.0100576j 0.0134042-0.00335749j -0.051219+0.0243241j -0.000647738-0.0130499j -0.0131212-0.0272006j -0.00645296-0.0125476j -0.0205224+0.011202j 0.0263991-0.0294282j -0.0102751-0.0393005j 0.024873+0.00102021j -0.00651749+0.0124368j -0.0655423+0.0029798j 0.0244045-0.0785085j 0.0819901+0.0306959j 0.0143203-0.0624943j 0.0656581+0.0180725j 
-0.00148358+0.00193728j -0.00189874+0.00245144j 0.00256282+0.00269598j 0.00267119-0.00032596j 0.00165058-0.000785731j 0.0054729-0.00282353j 0.0034265+0.00775205j -0.00481518-0.0120583j -0.0031249+0.000985323j 0.0023274+0.00595778j -0.00368163+0.00318934j -0.00323366+0.0032292j -0.00627308-0.00255356j -8.08451e-05-0.00064576j -0.00323942+0.000908446j -0.00242885+0.00506086j -0.00843484+0.0016842j 0.00316933-0.000656935j -0.00505897-0.0025482j 0.00191914-0.000826157j 2.96693e-05+8.31148e-05j 0.000810009+0.000128582j -0.000484379+0.00667768j 0.0106984-0.00159488j 0.0018051-0.000108398j -0.000940595-0.00517378j -0.000616585+0.00609309j -0.00226858+0.00948325j -0.000611442-0.0059383j -0.0045395-0.00240566j 0.0012584+0.000329486j -0.00270396+0.00519514j 0.00504888+0.00429717j 0.00394077+0.00289833j 0.00329311-0.00161495j -0.00235305+0.0056109j -0.0020067+0.0018456j -0.00471211+0.000885351j 0.00573169-0.00731976j 0.00423011-0.000194839j 0.00417831-0.00346511j 0.00305538-0.00295339j -0.00411872+0.00371731j 0.00333383+0.00378833j -0.00379384+0.00177078j -0.00877648+0.00245546j 0.00227083-0.00252321j 0.00129474-0.00146414j -0.000209988-0.00415043j 0.00203433+0.00564916j -0.00429863+0.00103549j 0.0034987+0.00723772j -0.00251618-0.0014581j -0.0040597-0.0107486j 0.00164892+0.000157219j 0.000345604-0.00221712j -0.00747237-0.000863529j -0.00106735+0.000617661j -0.00348583-0.00115234j -0.00571155+0.0015026j -0.00175141-0.00188394j -5.53972e-05+0.0013613j -0.000337749-0.00205387j 0.0035853-0.00816026j -0.00986732+0.00464391j 0.00667491+0.00595974j -0.0136137+0.00508926j -0.00455083-0.00622321j -0.00107791+0.00242016j -0.00128584+0.0021078j -0.00323446-0.00588142j -0.000231656-0.000768246j 0.00337-0.000511661j 0.00200087+0.0014888j 0.000542611+0.00514452j -0.00592892+0.00122645j 0.00365753-0.000189417j 8.15736e-05-0.004648j -0.00346156+0.00824798j 0.000120469+0.000855771j -0.0045005-0.00200627j 0.00533071+0.000374088j -0.00223935-0.00107344j 0.00158655-0.00318396j -0.000936443-0.00263386j -0.00422772+0.00143107j 0.00163827+0.00057366j 0.00217187+0.00253929j 0.000493852+0.00107693j 0.000965318+0.00230419j -0.00112514-0.00111134j 0.000680513+0.000812022j 
-0.00168992-0.00359302j -0.00565264+0.00192339j -0.00231429-0.000859823j 0.00409913+8.90526e-05j 0.00124272-0.00150286j -0.00155803-0.0029472j 0.00879004+0.00725706j -0.00218675-0.00699427j 0.00353182+0.000358199j 0.000143466+0.0036178j 0.00155222+0.00579534j -0.00433217+0.00136949j -0.0019088-0.000823319j -0.000395546+0.00261997j -0.000556316+0.00438385j -0.00163889+0.00434012j -0.00185668+0.00618795j 0.000614246+0.00234354j -0.00430194-0.00293788j 0.00418531-0.00281956j 0.00326888+0.00364662j -0.000741607+0.00280653j 0.00879102+0.00385998j 0.00798055-0.00406606j 0.000771778-0.00466366j 0.00800502-0.0067456j -0.00297752+0.00349763j 0.00247426+0.00468746j -0.00292329+0.000513068j 0.00137242+0.00200528j 0.000543752-0.00221915j -0.00170959+0.00700554j 0.00208986+0.00467601j -0.000539448+0.00200884j 0.00155486-0.00620028j -0.00205075+0.000221774j 0.00663322+0.00107511j -0.00127818-0.00225426j 0.00211055-0.0018233j -0.000373713+0.000719397j 0.00264787+0.00121042j 0.00371307+0.00255777j -0.00252321+0.000369872j -0.00264632+0.00100755j -0.00271523+0.000766799j -0.00338357+0.000456561j 0.00374142-0.00124448j 0.0042029-0.00193041j -0.00209681-0.00365575j 0.00225294+0.00300994j -0.00720597+0.00100936j 0.00270919+0.00797238j 0.00565103-0.001728j 0.00214741-0.00481633j 0.000546049+0.00254303j 0.00232736+0.0035681j 0.00314717-0.001653j 0.0030728-0.00224658j -0.00119977+0.00181511j 0.00135908-2.45283e-06j -0.00427052-0.00202998j -0.00318044+0.000662305j -7.64414e-05-0.00254883j 0.000909449-0.00999128j -0.00424132+0.000182035j 0.00667686+0.000323304j -0.00453877-0.000716872j -0.00869351-0.0018351j 0.000961912-0.00166412j 0.000761407+0.000520606j 0.00225412+0.00185133j 0.00161717-0.00509876j 0.00114225+0.000858142j 0.00397194+0.00516399j 0.00258857+0.00359632j -0.00527956+0.00131526j -7.61678e-05-0.00375377j -0.00255325-0.00434174j -0.00143198+0.00266483j -0.00197209-0.000599542j -0.00621997-0.000998179j 0.0003809-0.00183622j -0.00472462+0.00417705j -0.00233705+0.000704039j 0.00385618-0.00152434j -0.000323154+0.00105862j 0.00450922+0.00089884j 0.00197436-0.000468387j 0.00160611+0.00288313j -0.00109501+0.00322191j -0.0058419-0.00263915j 0.0024551-0.0033905j 
-0.00266849-0.00107771j -0.000815213+0.00403748j -0.00124649-0.00797082j 0.00473837+0.00511373j 0.00372834+0.00427242j -0.00280505+0.000679622j -0.00781438+0.00861246j -0.00081081+0.00191923j 0.00293531-5.0971e-05j 0.00306444+0.00192917j 0.00540781-0.000235314j 0.010215+0.00373822j -0.00243309-0.00431307j -0.00184621+0.0008115j 0.000152857-0.00311112j 0.00382347-0.00143141j -0.000174311+0.00107774j 0.00557117-0.00136127j 0.0034219-8.75146e-05j -0.000750097-0.00113307j -0.0069485+0.00296514j -0.00522219+0.00142805j -0.00218759+0.00331381j -0.00548409-0.00408172j 0.00410576+0.000323345j -0.0144626+0.00334264j 0.0130622+0.00185313j -0.000262938-0.000273996j 0.0072712+0.00346238j 0.00204911-0.00528302j 0.000601365+0.000803266j -0.00935181+0.00814658j 0.00141382+0.00421035j -0.00268789-0.00529389j 0.00201583+0.00171809j -0.00141544+0.00530249j -0.000440605+0.000758769j -0.000562305-0.00185139j -0.00265196-0.00552079j 0.00303495-0.00412645j 0.00383258+7.15252e-05j -0.00276708+0.0105151j 0.00411174-0.0027307j 0.009442+0.000404641j -4.26536e-05-0.000869176j -0.00600436+1.73806e-06j 0.000645882+0.00291982j -0.004031+0.00267858j -0.00649252-0.00396264j -0.00664128+0.00270224j -0.0067921-0.000941201j 0.00139314+0.0051479j -0.000837559+0.000356786j -0.000568468-0.00223269j -0.00787305+0.00251776j 0.00113986+0.00391411j 0.000544828+0.00516494j 0.00492562-0.0014523j 0.00634486+0.00171647j -0.0127557+0.00658447j 0.00935461-0.000834955j 0.00774242-0.00859546j 0.00634413-0.00392182j -0.00679279+0.00247123j 0.00264371+0.00823263j 0.00433869+0.000740001j -0.0149291-0.00155337j 0.00883823-0.00267355j 0.0073046-0.0133713j 0.00017348+0.00853353j 0.00963828+0.00645428j -0.00744228+0.00726135j -0.00267667+0.00137696j 0.00366027+0.00154322j 0.00225326-0.00875356j 0.00141729+0.000124j -0.00827287-0.00294098j 0.00220492+0.00932666j -0.00399896+0.000290626j 0.00067314-0.0068017j 0.00345684-0.00418522j 0.0125934+0.00400074j -0.000764459+0.00531058j -0.00229332-0.00290088j 0.00145094-0.00204492j 0.00229515+0.000442026j 0.0043341-0.00316617j 0.0111678+0.0042626j 0.00256087+0.000490498j 0.00322764+0.00787624j -0.00251954-0.000549247j 0.0013851-0.00349377j 
-0.00577773-0.00575715j -0.00686517+0.00437113j -0.00637744-0.00926873j 0.00657464+0.00215611j 0.004439+0.00757822j -0.00259344+0.0049377j -0.00252216+0.00173565j 0.00236423+0.00705392j -0.00168215+0.00327996j -0.000649471+1.75468e-05j -0.000400231+0.00313448j 0.00270922-0.000392069j -0.00496273-0.00141541j -0.000694934-0.00513343j 0.00163635+0.00524042j 0.00203652+0.000309641j 0.0056005-0.0018756j 0.00291594+0.00310647j -0.000469479-0.0047081j -0.00301098-0.00845474j 3.1766e-05+0.00268374j -0.00510972+0.00646955j -0.00175049-0.00669253j -0.00218848-0.00486555j 0.00510328-0.00071115j 0.00493672+0.00413641j 0.00344182-0.00606171j -0.00196807-0.0109654j 0.00704888+0.00196084j 0.00417101-0.00030032j -0.00147003-0.00250274j -0.00790544-0.00052215j 0.000961584+0.00223265j -0.00153421-0.000706278j -0.00715229-0.0102405j -0.00563769-0.00464883j -0.00216034-0.0037731j 0.00109282-0.000383595j -0.00226425-0.00422302j 0.000400521-0.00141596j -0.000875641+0.00479702j -0.00432576+0.00415561j 0.0014324-0.00116161j 0.00202555-0.00612711j -0.00110413-1.40033e-05j -0.00615732+0.00325794j 0.00735216+0.00155396j 0.00380865+0.00376041j 0.00217033-0.0012335j -0.000919976+0.00496366j -0.00782923+0.000780375j -0.00549248-0.000428024j -0.00322455-0.00274124j 0.00425977+0.00666352j -0.00182744+0.0019984j -0.00211047+0.00101605j -0.00286439-0.00443334j 0.00380097+0.00220173j -0.00244415+0.00356221j -0.00420708-0.00118173j -0.002259+0.00349513j 0.00555971+0.00217744j 0.000805265-0.00726668j -0.00462179+0.00443798j 0.00986624-0.0046826j -0.00845505-0.00109744j -0.0114206-0.00670427j 0.0109068+0.00357132j 0.000109366-0.00190286j 0.00287947+0.000984559j 0.00572518+0.000598j -2.30838e-06+0.00374828j -0.000871039-0.00116083j 0.00201365-0.00322416j 0.00133872+0.000699384j -0.00216336-0.0025488j -0.00178582+0.00457707j -0.00061926+0.00532791j -0.00424417-0.00268561j -0.00425666+0.00217948j -0.00014405-0.00163647j -0.000849261+0.000576353j -0.0105572+0.000259136j -0.0131155+0.00262639j 0.0114102+0.00550371j -0.00760834+0.00410316j -0.0032346+0.00175151j 0.00970437-0.00130142j 0.00267166+0.00649571j -0.000756735+0.0056625j -0.0091366-0.00239795j 0.00113418-0.00699205j 
0.00262295-0.00169408j -0.000804251-0.00235449j 0.00276808-0.0044507j 0.00247287-0.00253187j 0.00193626+0.0019325j 0.00307492-0.00217049j 0.000489712-0.00681609j -0.00263816-0.0015915j 0.000929471+0.000557154j 0.000582185+0.00125292j 0.0031026-0.00507437j 0.00274003-0.00176823j -0.00366497-0.00160795j 0.000764095-0.00493154j -0.000450855-0.0007459j 0.00140353-0.000388944j 0.00348283-0.00251759j 0.000113163+0.00229706j -0.000110381+0.0019658j -0.00170854+0.00145161j 0.00119198-0.00325544j -3.72528e-05+0.00420497j 0.000570903+0.00190599j -0.000141193+0.00325372j 0.000458657+0.0017611j -0.00871322+0.00303006j 0.00503847-0.00113057j 0.00121132-0.00117949j 0.000325029+0.00166699j 0.0112026-0.000811698j -0.00201263+0.00039133j 0.00813216-0.001767j 0.000720275+0.00480766j 0.00280703-0.00387352j -0.00104771+0.00947856j -0.00469377-0.00102565j 0.0021793+0.00383341j -0.00178142+0.00305799j 0.00375195+0.00236276j 0.00290724-0.00819342j 0.000715041-0.00158529j -0.0019831+0.00308525j 0.0024139-0.00085413j 0.000592072-0.00222498j 0.00131497-0.000416964j -0.00159924-0.00301042j 0.000147846-0.00114738j -0.00012708-0.000302398j -0.000658243+0.000743241j -0.00390319-0.000935116j -0.000603002-0.00180312j -0.00142681+0.00448899j 0.00158441-0.00518578j -0.000504049-0.000288733j -0.00147774-0.00147702j 0.00656011+0.00333099j 0.000666098+0.00093723j 0.00727642+0.00809098j 0.00919265-0.00435245j -0.00676075-0.00271911j -0.00145902-0.00441755j 0.00545039+0.00260511j 0.00214232+0.00273749j 0.00011787+0.00121467j 0.0067418-0.00205141j 0.000860715+0.00191801j 0.00143419-0.000497733j 7.12379e-05-0.0140725j -0.00118567+0.00223453j 0.000368785+0.00445989j -0.00175891-0.00156152j 0.000885029+5.25484e-05j 0.00266497-0.00545711j -0.00338053-0.00202968j -0.000821814-0.00541541j 0.00578601+0.000427964j -0.00335636+0.00323414j -0.000989681-0.00229028j -0.00576058-0.0012477j 0.000177212+0.00186283j 0.00615239+0.00247438j 0.00182517-0.00199103j -0.00244407-0.00148267j 0.00050903-0.00730492j 0.00586034+0.000151517j 0.0011235+0.00282958j 0.00531814-0.00222009j -0.000400846-0.00304184j 0.00285875+0.000316742j 0.00335757+0.00350835j -0.000427191-0.00353774j 0.00344086+0.00160602j 
-0.00415922-0.00191213j 0.000458329+0.00226922j -0.00149385-0.00232225j -0.00847917-0.00189765j -0.00430219+0.00943699j -0.00412672+0.00115027j -0.00495123-0.00177807j -0.00115353-0.00312728j -0.00572995+0.00226276j -0.00567998+0.000840383j 0.000815878+0.00297236j -0.0112382-0.00421526j -0.00097965-0.00220388j 0.00510521+0.00129535j 0.00472532+0.00260893j -0.00026491-0.0028794j -0.00262056-0.00692264j -0.00132473-0.0026869j -0.00393914-0.00622579j -0.0055405-0.00156533j -0.00304884+0.00141781j 0.00797105+0.00124655j -0.00288307-0.000419652j -0.000498637+0.00450755j -0.0039087+0.00232763j 0.00206014-0.00614004j -0.00208296-0.00117457j -0.00447598+0.000781035j -0.00051403+0.00416801j 0.00630338-0.00398831j 0.00223828-0.00216175j 0.0150197+0.00527888j -0.00353325+0.00522457j -0.00607806+0.000692587j -0.0020413+0.0033214j -0.00278105+0.00466444j -0.00256719-0.000193844j 0.00220409-0.00203351j 0.00317236-0.00183296j -0.000504751-1.03007e-05j 0.00224277-0.000786026j 9.67943e-05-0.00122525j -0.0018477-0.000257992j 0.000737724-0.00392701j 0.00685371+0.000316285j -4.18542e-05+0.00868667j 0.0029976-0.00622347j -0.00394586-0.00771937j -0.00206324-0.0016727j -0.00393917+0.000408835j 0.00119561-0.00228406j -0.00460604-0.00216031j -0.000696121+0.0119996j -0.00318854-0.00774883j -0.000164178-0.00162002j -0.00425704-0.003626j 0.0110627+0.0066233j -0.000245172+0.00440603j 0.00100072-0.00659511j -0.00780602+3.95396e-05j 0.000856918-0.00348533j -0.0090212-0.00165155j 0.00134529-0.00160492j 0.00380684+0.00339789j 0.0048091+0.00231569j 0.00440737+0.00465182j 0.00357752-0.00469354j -0.00117971-0.00379745j 0.000552007+0.0100201j -0.00175106-0.00845696j -0.000200924+0.00308553j -0.0019769-0.00303301j -0.00154341-0.00561302j -0.00354154-0.00114996j 0.00282884-0.00343463j 0.00134383+0.00427349j 0.0012496+0.00261731j 0.00410243+5.26495e-05j -0.00523654-0.000898244j 0.000946758+0.00132437j -0.00114747-0.000358024j -0.00222145-0.0052894j -0.00182107+0.00115259j 0.00121988-0.00476644j 0.00242811-0.00223346j 0.00290891+0.00480771j 0.00128405-0.000416186j 0.000748249+0.00343049j -0.00161559+0.00411266j -0.000318653+0.00352501j -0.00425403-0.00179968j -0.00396324-0.00418881j 
-0.00326127+0.0019469j 0.00241511-0.000101066j 0.0014738-0.00361823j -0.0145319-0.00230542j -0.000325787+0.00639752j 0.000246042+0.0109212j -0.0115413+0.00353436j -0.0035892+0.00146795j 0.00150795-0.00205013j 7.32617e-05+0.00111927j -0.00678143+0.00611511j -0.00597526-0.00601807j -0.00303777-0.00355261j 0.00187841-0.00617679j -0.0024489-0.00384825j -0.00276854-0.00698606j 0.00152919-0.00787395j 0.0015546+0.00235113j 0.00142139-0.000914494j -0.00343686+0.00545939j -0.00212233+0.00162926j 0.00319015-0.0015823j -0.00136209-0.00237826j 0.0040089+0.00385938j 0.0014309+0.00688419j 0.00175118-0.00577014j -0.00587791-0.001695j -0.00169837+0.00462033j -0.00395905+0.00149504j 0.00102311-0.00226356j 0.000383541-0.00249998j 0.00520144+0.00750325j -0.00219537+0.00282942j -0.00176062+0.00571977j -0.00487903+0.00121436j -0.00068206+0.0093981j -0.00844524-0.00157166j 0.000460707-0.00427719j 0.00794847+0.00305355j 0.00416584+0.00265957j 0.00350424+0.0057534j 0.00643515-0.000482776j 0.00197385-0.00020025j 0.00102006-0.00722545j 0.000168143+9.3026e-05j 0.00818462+0.00549041j -0.00368715-0.00182953j 0.000873329-0.00485188j -0.00251209-0.000616831j -0.000395594-0.00332376j 0.00773372-0.0035028j -0.00160554+0.00535505j -0.0075451+0.00212417j -0.0032307+0.00198778j -0.00068394+0.00534665j -0.0022967+0.00240642j 0.00577869+0.00347031j -0.0039798+0.00358225j -0.000423427-0.00691473j -0.00788414-0.000554445j 0.0061874+0.00710097j -0.00339797+0.00681974j 0.000427381+0.00139705j 0.000322825+0.00514945j -0.00252526-0.000872376j 0.00171239+0.00111904j 0.0109307+0.000586516j -0.00230852-0.00302865j -0.00290767+0.00408251j 0.00931991+0.00389176j 0.00548836+0.00601291j -0.00943717+0.00551956j -0.00407709-0.003859j -4.20411e-05+0.0014435j 0.00234969-0.00209918j 0.00175754+0.000191541j 0.00511911+0.00491954j 0.00148446+0.00172983j -0.00131134-0.0071967j 0.00632982-0.000566326j -0.00329306-0.00385484j 0.00267512-0.00254086j 0.000922514+0.00327904j 0.00178502-0.00551553j -0.00519079+0.00180539j -2.61359e-05+0.00269353j -0.00540453-0.00100605j -0.00531131+0.00496753j -0.00734835-0.00177943j -0.00566122-0.00731895j -0.000106516+0.00249641j 0.000141426+0.00432345j 
-0.00377659-0.00168272j -0.00210655+0.00345219j 0.0015493-0.00214133j 0.000640405-0.000945781j -2.7779e-05+0.00106095j -0.00403537+0.00201984j 0.00169654+0.000584448j -0.00101653-0.00140712j 0.00104475+0.00133042j -0.00137031+0.000823134j 0.000841166+0.00385328j -0.000290113-0.00152292j -0.00263523+0.00249159j 0.000215155+0.00106932j -0.00292352+0.00366263j -5.99114e-05-2.26738e-05j 0.00269169+0.00280522j 0.002+0.00213253j -0.00129875-0.00275724j 0.00231411-0.00388042j 0.00327978+0.000557343j -0.000317169+0.00411239j 0.000389016+0.000621225j 4.4038e-05-0.00197028j 0.00201578-0.00225359j -9.98663e-06-0.00140395j -0.00204236+0.000334878j 0.00206463-0.00338934j 0.00350538+0.00183023j 1.89611e-05+0.00132809j -0.00161947-0.00147095j 0.000493666+0.00153324j 0.00347914+0.00301625j 0.00012757-1.3162e-05j -0.00441566+0.00218332j -0.00286568+3.06879e-05j -0.00138063+0.00218044j -0.000591263+0.000598256j 0.00146485-0.000924291j -0.00268491+0.00177377j -0.00198107+0.00238421j -0.00124332-0.00100511j 1.59595e-05+0.000162715j -0.00145305-0.000497196j -0.00107802+0.000228191j -0.00352806+0.0019095j 0.000568808-0.000176052j -0.00202264+0.000793889j -0.00154012-0.00242997j 0.00141968+0.00118285j -0.002624+0.00305572j 0.000973728-9.43939e-05j -0.00357303-0.00264823j 0.000195353+0.00344276j -0.000483711+0.00342634j 0.00282712+0.00212208j -0.000784132-0.00325025j -0.000252283-0.000834951j -0.00258263+0.00396528j -0.000867808+0.00161478j -0.0054821+0.00182747j 0.00290293+0.00344801j -0.00206152-0.00341065j -0.00182361-0.00149561j 0.000462484+0.000381824j -0.00122933+0.00252338j -0.00888289+0.00633821j -0.00263448+0.00421895j -0.00100736+0.00173849j 0.0010076-0.000892507j -0.00312694-0.00235587j 0.000397852-0.00512432j 0.00292961-0.0052737j 0.000100444+0.00319385j 0.0039277-0.00143915j -0.00122643-0.00216038j -0.00137684-1.05866e-05j -0.00310644-0.00497318j -0.00196923-0.000812779j -0.0018864+0.00186177j -0.00304986-0.000967459j 0.00040631-0.00349625j -0.00117487-0.00160145j -0.00350836+0.000630888j 0.00616057+0.00395822j -0.000497237+0.00319714j -7.38013e-05-0.00169479j 0.00587209+0.00114358j 0.000650752+0.00498552j -0.00391936+0.00145818j -0.00415029+4.89396e-06j 0.000171787-0.00196898j 
-0.00197388+0.000865703j 0.000871478+0.00261124j -0.0034538-0.00672513j 0.00608425+0.0044541j 0.00105861+0.00635669j 0.00144559+0.00418001j -0.00503961+0.00163381j 0.00454083+0.00451858j -0.00405094+0.000169183j 0.00219269-0.000536563j -0.000874074+0.000786035j 0.00555175+0.000628933j 0.00258289-0.000651672j -0.000556319-0.0050302j 0.00216527-0.00248325j 0.00140881-0.00207226j 0.000886917-0.00742275j 0.0006893+0.000248673j 0.00263044-0.000308384j -0.0020716+0.00243631j -0.00445654-0.000159263j -0.00128544-0.00298682j -0.00497326-0.0030143j -0.00437959+0.00324057j 0.00411481+0.00172828j -0.000879318+0.0053473j 0.000913672-0.00287402j -0.00139536+0.00107032j 0.00501613+0.00203946j -0.00134421-0.00099869j 0.000481495-0.00244425j -0.00464947-0.00545481j -0.00256607-0.00143347j 8.33504e-05-0.00189995j 0.00152673-0.00658245j 0.00256767-0.00389591j -0.00620742-0.00356432j -0.000780351-0.000806073j -0.00347031-0.000471949j 0.000697622-0.00261182j 0.000836571+0.0021636j 0.00089031+0.00426008j 0.00112099-0.000544865j 0.00417144-0.00289455j -0.00150193-0.00107974j 0.00658857-0.00284221j -0.00156212+0.00272131j 0.00695191+0.00121591j 0.00533449-0.000207848j -0.00304107+0.00203258j 0.000544218-0.00224481j -0.00241136-0.00177974j -0.00105391+0.000325382j 0.00280609+0.0021196j -0.00324193-0.000338902j -0.00544183+0.000272883j 0.00125569-0.00153473j 0.00273543+0.0024579j -0.00556703-0.00139169j -0.000133507-0.000518248j 0.0118327-0.00252091j -0.000185279-0.00265737j 0.00109753+0.000247812j 0.00107842+0.00464647j 0.000794668-0.000568345j -0.0018077+0.000216018j 0.00379487-0.0082688j 0.00452422+0.000845663j -0.000262392-0.00195703j -0.000952588+0.00189315j 0.008687+0.00396054j 1.58936e-05+0.00613154j -0.00545688+0.000756698j 0.000371387-0.00391225j 1.28955e-05-0.00242414j -0.00093486+0.00268672j 0.00598159+0.00345961j 0.00583418+0.00656852j 0.00235243+0.000487424j 0.00478429-0.00142211j 0.00862406+0.00016312j 0.00382553+0.00557598j 0.000630053+0.00370517j -0.000520318+0.00386768j -0.0106573+0.004863j 6.03316e-05+0.000206577j -0.00163906-0.00756006j -0.0018188-0.00382604j 0.00759603+0.00157303j -0.00370716+0.00373529j -0.0020584+0.00285398j -0.0024657-0.00149421j 
0.00371623+0.00224869j 0.0036595-0.00384958j 0.00484357+0.00147548j -0.00437383-0.00778152j -0.00816427-0.00346895j 0.00293196-0.000144184j 0.00275579-0.00483529j 0.00364497-0.0102127j 0.000387126-0.00552388j -0.00517723+0.0042002j -0.000984546-0.012171j -0.00124064-0.00622401j 0.00239644-0.00463458j 0.000780754-0.00307547j -0.000201136-0.00196505j 0.00224913-0.00239964j -0.00563054+0.00656593j -6.23109e-05-0.00890848j 0.00320774+0.00458321j -0.0023446+0.00527328j -0.00409414+0.00121264j -0.000736699-0.00716212j -0.0046477-0.00135298j -0.00413698+0.0045306j -0.00617918+0.0046277j -0.00315058+0.0012114j -0.00183505-0.00409146j 0.00139906+0.00502559j -0.0104033-0.00509217j 0.00254644-0.003805j 0.00511465-0.00227624j 0.00423847+0.000929446j -0.00549871-0.000821274j -0.00642492+0.0103691j 0.00196751+0.00227433j -0.00302514+0.00372987j 0.00346362-0.000523308j 0.00329584-0.000554198j -0.00271621+0.00430799j 0.00143091+0.000182675j 0.000871491-0.00496833j 0.0018643-0.00521509j -0.00124106-0.000606989j -0.00271489+0.000386717j 0.00134728-0.000196791j -0.0013149+0.00575603j -1.52493e-05-0.00633154j -0.00725735+0.000940109j -0.00156101+0.00233632j -0.00172155+6.8983e-05j 0.00165171-0.00602536j -0.00180217-0.00439005j -0.00222749+0.00681462j -0.0044086+0.000943885j 0.00106501-0.00574609j -0.00307274-0.000517217j -0.00279428-0.00583449j -8.45259e-05+0.00415092j 0.00210788+0.0046606j 0.0026315+0.00428736j -0.000503827+0.00124843j 0.00311751-0.00307787j 0.00478072+0.00520467j 0.00264576-0.000475798j -0.00489999+0.000855224j -0.000738139-0.000541718j -0.000745606-0.00198267j 0.000482106-0.000192612j -0.00166592+0.00655404j -0.00183673-0.00290811j -0.00885738+0.00436383j 0.00042235-0.00328332j -0.00126133+0.0053778j -0.00598167-0.000619584j -0.00264595+0.00421327j -0.00207156+1.28009e-05j 0.00165182-0.00291789j 0.00856315-0.00146912j 0.00122822-0.00145528j -0.00046334-0.000152914j 0.00482242-0.000108791j -0.00554645-0.00547617j 0.00276282-0.00158779j 0.00227572-0.00269608j 0.00140197+0.00273797j -0.00275144+0.0023976j -0.00233422+0.000118934j 0.00248871+0.00180005j -0.00123475-0.00222463j 0.00264003+0.00155197j 0.0060847+0.000779882j -0.00119256+0.000595335j 
