6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
-2.41444e-15-0.0128521j -4.92966e-16+0.0212112j 1.58819e-16+0.00215146j -2.45169e-16-0.0342017j 9.22549e-18+0.0092344j -1.9638e-17-0.0061556j -4.58867e-17+0.00075265j 2.92484e-17+0.0308682j 9.38836e-18+0.0107278j -2.98962e-17-0.0073957j -4.79731e-17-0.0023504j 4.23296e-17+0.00447815j -2.44033e-17-0.0118294j -1.58578e-17+0.0155564j -1.69281e-16-0.0120049j -7.15632e-17-0.00544098j 1.62376e-15-0.0330971j -2.45416e-16+0.0173422j 1.33912e-16+0.00316583j -3.80596e-17+0.014065j 2.26416e-17-0.0180392j 1.85966e-16-0.0237328j 4.28922e-18-0.0145851j 1.23385e-16+0.0145929j -7.72338e-18-0.0109386j 3.06312e-17+0.0168079j -6.97929e-17-0.0169239j 6.35176e-16+0.0132476j 1.03156e-15+0.0276758j -7.98834e-17-0.0111121j 5.12577e-16-0.019458j 1.09301e-16-0.0102826j -4.3131e-17-0.0288574j 2.27802e-17+0.0221163j -1.14466e-16-0.0106115j -9.61867e-17+0.0363557j 2.08849e-16+0.00872925j 1.74655e-16+0.00395315j -3.65864e-17-0.0034454j 5.91504e-17+0.0201696j -1.42506e-16-0.0196267j 3.82839e-17+0.0148806j 9.01206e-17-0.00980244j -4.97934e-17-0.00821026j 3.12643e-18+0.00109411j 4.92112e-17-0.0147495j -2.35001e-17+0.0056726j 2.48448e-17-0.0115095j 1.71112e-17+0.0243223j -4.48197e-17-0.0219295j 3.87406e-17+0.01561j 2.70255e-17+0.00855219j -2.06781e-16-0.0293899j -1.2208e-16-0.00763092j 2.47373e-15+0.00652425j -1.11982e-14-0.0266519j 
1.02948e-15+0.00111801j 1.45016e-16+0.0112724j 1.09841e-16+0.000565296j 8.36258e-17-0.0236502j 5.31773e-18+0.00269152j 1.55555e-17-0.0016447j 6.20446e-17-0.00662314j -2.08612e-16+0.0214675j 1.32993e-16-0.00700165j -1.18504e-17-0.00106168j 4.18745e-17-0.00583269j 3.52888e-17-0.00158894j 1.84387e-17-0.00543518j 5.89346e-17-0.00461567j -7.0773e-17-0.00923086j -2.50183e-17-0.000608876j 1.63268e-15-0.0273439j -2.08238e-16+0.00725799j 5.15618e-17+0.000825547j 7.93231e-17-0.00336241j 1.28747e-16-0.0136753j 2.53633e-16-0.0127158j 1.59257e-16-0.0155153j -9.33824e-17+0.0157421j 1.78085e-16-0.0141849j -5.79407e-17+0.00775255j -9.14222e-17-0.00275397j 2.87738e-16+0.00931331j 5.02196e-16+0.0191959j 1.77177e-16-0.0166784j 5.59058e-16-0.017455j 6.69197e-17-0.000629454j 1.12457e-16-0.0145289j -4.57174e-17+0.0100048j -1.52557e-17-0.00360483j -3.23074e-16+0.0240203j 1.03686e-16-0.00694255j 5.7335e-17+0.00407704j 2.50976e-16-0.00719456j -1.16819e-17+0.00954215j 7.88677e-17-0.0166539j -1.14671e-16+0.00892056j -2.0955e-16+0.00858956j 5.16559e-17-0.00861871j 6.84415e-17-0.00374478j 6.26573e-17-0.00592072j 7.16221e-18+1.46783e-05j -1.47482e-16+0.00641787j -1.56739e-16+0.0168443j 3.23067e-17-0.0081186j -5.93929e-17+0.00819022j -1.03227e-16+0.00961458j 6.0987e-17-0.0204818j -1.36956e-17-0.00619315j 8.21641e-16+0.00796805j -4.01381e-15-0.00846961j 
3.70389e-15+0.011343j 7.56891e-16+0.00572599j 9.30556e-17-3.5007e-05j 3.18362e-17-0.0193245j 2.15935e-17-0.000919187j 3.14492e-17+0.00193075j 4.12399e-17-0.0126455j -1.36568e-16+0.0175329j 9.78425e-17-0.019055j -8.01568e-19+0.00320109j 2.36717e-17-0.00898946j 9.43159e-19-0.00556209j -5.44998e-18-0.00200888j 9.744e-18-0.0180575j -1.15457e-16-0.00860271j 2.2032e-18+0.00147851j 1.43825e-15-0.0257425j -1.29037e-16+0.00131778j 5.4691e-18-0.00038647j 8.17456e-17-0.014964j 5.15018e-17-0.0132373j 1.74335e-16-0.00565128j 8.25345e-17-0.017805j -4.60974e-17+0.0185003j 1.30801e-16-0.0172549j -4.98695e-17+0.00330896j -1.12326e-16+0.00554803j 2.09876e-16+0.00783626j 4.38908e-16+0.0159255j 1.37489e-16-0.021645j 4.33562e-16-0.0176478j 6.16148e-17+0.00488312j 7.22761e-17-0.00674415j 2.11129e-18+0.00341787j 2.087e-17+0.0019011j -2.28222e-16+0.0179932j -7.56888e-17-0.0178298j 4.72726e-17+0.00439177j 3.79973e-16-0.0107058j 2.23046e-17+0.00480202j 3.28189e-17-0.0157088j -1.16372e-16+0.00604356j -2.74148e-16+0.0213398j 1.47463e-17-0.00979953j 5.93958e-17-0.00717072j 2.15057e-17-0.000660392j 1.58423e-17-0.00393572j -1.52611e-16+0.0185341j -9.55928e-17+0.0142822j 1.4545e-17+0.0003633j -4.04688e-17+0.00349042j -7.51957e-17+0.0111021j 5.97761e-18-0.0173137j -2.10343e-17-0.00561715j -1.34413e-16+0.0102396j 4.8666e-16+0.00337185j 
-2.61834e-15-0.00872911j -5.96401e-16-0.000793905j -9.67012e-18-0.00617726j 1.07668e-16+0.0060066j 4.34596e-17-0.00830187j -9.94194e-18-0.00987984j 2.2832e-17+0.00459183j -5.90326e-17-0.00356628j 1.39514e-16-0.0109382j -3.31556e-18-0.000868134j 4.02565e-17+0.0026538j 1.75256e-17-0.00473901j -1.38447e-17+0.00535397j 1.13318e-16-0.0113453j -9.80453e-17+0.00446727j 3.43814e-17+0.0167177j 5.52118e-16-0.00756915j -6.54643e-17-0.00257044j 2.06715e-17-0.00434298j 1.23611e-16-0.00901718j -3.40529e-17+0.0163794j 2.26908e-16-0.0128898j 1.75121e-17+0.00071457j -4.7461e-17-0.00505208j 1.13768e-16-0.00894743j 9.00145e-17-0.0134887j -1.54157e-16+0.0155789j -2.82524e-16-0.00348045j -2.91357e-16-0.00756245j 1.802e-16-0.0080936j -6.15759e-18-0.00368811j -9.17891e-17+0.0146044j 5.02353e-17+0.00685838j 4.31315e-17-0.00915637j 9.10369e-18-0.0162411j -8.29832e-17+0.00168926j -7.17884e-18-0.00740062j -1.84073e-16+0.00281535j -8.66589e-17+0.00311735j 2.54458e-16-0.0221201j 3.24516e-17-0.00947178j -2.0186e-16-0.00377825j -2.35938e-16+0.00974801j 2.72004e-17+0.000142761j 5.65416e-17-0.00377357j 2.01045e-18+0.0020343j 1.92769e-17+0.00144854j -1.5961e-16+0.0111056j 3.50149e-17-0.0115132j -5.5759e-18+0.00120759j -6.95975e-17+0.00726258j -6.48227e-17+0.00340207j 3.84783e-17+0.0113832j 7.34517e-17-0.00349655j 2.96648e-16-0.00678502j -1.35436e-15-0.00493457j 
3.11757e-16+0.000460154j -3.92942e-16+0.00455607j 1.50531e-16-0.00120834j 1.06061e-15-0.0099078j 1.10043e-16-0.00114821j 2.02758e-16-0.00240889j 4.1166e-16-0.00343101j -1.05232e-15+0.00941554j 9.09488e-16-0.00820388j -2.40942e-17+3.64265e-05j 3.41453e-16-0.00294497j 2.69516e-16-0.00259277j 1.06628e-16-0.000944074j 7.7847e-16-0.00733205j 3.07892e-16-0.00358228j -3.27e-16+0.00382283j 2.42416e-15-0.0153307j -3.03411e-16+0.00204202j 8.75196e-17-0.000774633j 6.54033e-16-0.00583789j 4.25062e-16-0.00320386j 9.08058e-16-0.00808937j 8.97903e-16-0.0081529j -8.16398e-16+0.00737898j 1.06445e-15-0.00978698j -5.65504e-17+0.000112538j -4.11924e-16+0.00360035j -3.09962e-16+0.00369218j -5.90116e-16+0.0074818j 1.23149e-15-0.0112081j 1.22482e-15-0.00974954j -3.45848e-16+0.00395795j 5.10026e-16-0.00444653j -2.0484e-16+0.0018441j 3.73878e-16-0.00448597j -1.29677e-15+0.0115166j 7.41468e-16-0.00716807j -2.81598e-16+0.00276492j 5.14332e-16-0.00359837j 8.56525e-17-0.000968706j 1.04718e-15-0.0104346j -4.2778e-16+0.00317184j -1.06156e-15+0.00887114j 4.87855e-16-0.0045695j 3.80118e-16-0.00337437j 1.7807e-16-0.00160476j 6.48245e-17-0.000382524j -9.0334e-16+0.00795565j -6.5042e-16+0.00552552j 2.24989e-16-0.002326j -4.97895e-16+0.00494974j -6.48048e-16+0.00592821j 7.94638e-16-0.00729681j 3.7786e-16-0.00383393j -1.53399e-17+0.0029439j -1.25714e-15-0.00327589j 
4.97749e-15+0.0186856j 1.07956e-15-0.00845773j 1.78266e-17+0.00749415j 1.25005e-18+0.00652898j 4.34638e-17+0.00706087j 1.25117e-16+0.0165813j 1.669e-17-0.00742745j 7.35223e-18-0.00843938j 5.79919e-17+0.00890454j 5.71323e-18+0.00483599j -8.54786e-18-0.00309424j 4.73071e-17+0.00409855j -2.51244e-17-0.00196981j 1.01304e-16+0.00727227j 2.0226e-16-0.00106321j -2.19699e-16-0.0203766j -1.20006e-15+0.0243088j 2.26326e-16-0.00447297j -3.62953e-17+0.00447602j 5.51608e-17+0.00494994j -7.81948e-17-0.0149173j -2.14529e-16+0.0284667j 7.29364e-17+0.00475213j -4.2888e-17+0.00125424j 5.96249e-17+0.0163789j 2.97205e-18+0.0109189j 1.53161e-17-0.0132098j 1.03506e-16-0.000920196j -5.10798e-17-0.00154814j 1.91053e-17+0.0150218j -6.24332e-17+0.0130923j -1.25266e-16-0.0150065j -9.59872e-17+0.0036185j 2.55507e-17+0.00248825j 2.14708e-16+0.0274108j 3.18022e-17-0.0182028j 1.06876e-16+0.00504251j 1.16803e-16-0.00545438j 1.86752e-16-0.00332424j -1.39515e-16+0.021317j 2.21307e-16+0.0212454j 2.66505e-16-0.00137958j 1.7987e-17-0.00756144j 4.12976e-17+0.00304549j 1.25189e-17+0.00425207j -5.0583e-17+0.00404078j -4.89106e-18-0.00487497j -4.86979e-17-0.00880142j -4.52383e-18+0.00535359j 3.47665e-18+0.00858861j -2.36385e-17-0.0170647j -3.15799e-17-0.00800447j 4.29538e-18-0.0029929j 2.62471e-17+0.00803363j -1.55084e-15+0.00690684j 7.14087e-15+0.0194231j 
2.16128e-15+0.00809268j 4.79378e-16-0.00339689j -2.97759e-17+0.0008723j -1.03142e-17+0.00171673j -3.09447e-17-0.000586141j -1.28344e-17+0.00423346j -5.52329e-18-0.00459184j 2.4229e-17-0.00194505j -9.33426e-17-0.00518234j 1.10586e-17+0.00282915j -1.04067e-17-0.0024318j -4.31315e-17-0.00148648j 1.31353e-17+0.00109772j -1.0098e-16-0.00598591j 1.54894e-17-0.000416796j 6.44904e-17-0.00208368j -2.46809e-16+0.00281534j 4.31166e-17-0.00323869j -4.88061e-17+0.000119092j -6.30363e-17-0.0053299j 2.04436e-17-0.00289868j -1.17578e-16+0.007123j -3.96918e-17-0.00139888j 1.38738e-17+0.00256486j -7.28672e-17+5.90176e-05j -6.61478e-17-0.000106263j 7.9422e-17+0.00202155j -1.47888e-17-0.000309995j -2.96317e-17-0.000700308j -7.90684e-17-0.00126282j -7.86432e-17+0.000812587j 6.65602e-17+0.000467279j 6.94627e-18+0.00359134j -2.34305e-17-0.00233566j -1.92718e-17+0.00673848j 5.57723e-17-0.004333j -1.4053e-16-0.00517626j 3.58331e-17-0.000418137j 1.06491e-16-0.00273085j -1.12262e-16+0.00143806j -4.91785e-17+0.00268009j 1.81118e-17-0.00111325j 4.76405e-17+0.00583833j -2.23249e-17-0.000669176j -3.01809e-17-0.00131981j -8.78332e-18+0.0029116j 1.06738e-18-0.00274189j 7.37016e-17+0.00519364j -2.07522e-17+0.000563336j 1.08583e-17+0.00509909j 3.58341e-17-0.00447015j 3.5347e-17+0.000131171j 1.42343e-17-0.0001228j -2.3841e-17+0.00113061j -6.86444e-16+0.00269665j 3.11289e-15+0.00842841j 
-9.52738e-16-0.00227038j -1.87563e-16-0.00462244j -4.58153e-17-0.00502032j 1.30377e-17+0.00977036j 1.78966e-17-0.00825106j -2.58933e-17-0.00567738j -1.5465e-17+0.00175866j 5.19721e-17-0.00744428j 4.73458e-18-0.0125982j 6.80339e-18+0.00136601j 3.71529e-18+0.00144027j -2.99888e-17-0.00511186j -1.67558e-17+0.00632326j -8.63163e-18-0.0138519j -9.35994e-17+0.00495457j 8.70335e-17+0.0136608j 2.03958e-17-0.00118752j 1.48055e-17-0.005577j -2.32602e-17-0.00393702j 3.13352e-17-0.0114561j -6.77434e-17+0.014514j 4.97957e-17-0.00486781j -8.26207e-17+0.00171277j 2.79121e-17-0.00482268j -2.26227e-17-0.00613259j 5.57564e-17-0.013255j -6.45977e-17+0.0158321j -2.77648e-16-0.00459223j -2.97887e-16-0.00985891j 2.39325e-17-0.00596989j -1.90468e-16-0.000426353j -3.51101e-17+0.0135696j 1.06197e-18+0.0106554j 4.88623e-17-0.0112335j -1.60141e-17-0.00936972j 7.59832e-17-0.00474361j -1.54248e-16-0.00941531j -1.34127e-16+0.00169753j -5.97442e-17+0.00182661j 1.66623e-16-0.0201718j -6.98823e-17-0.00441754j -1.30807e-16-0.00537809j -1.08842e-16+0.0117805j -2.54831e-17+0.000799031j 4.27849e-18-0.0038376j -2.50436e-17+0.00468438j 1.41399e-17-0.000642217j -3.64937e-17+0.0128345j 8.17964e-17-0.0122086j -1.7951e-17+0.0057835j -5.80484e-18+0.00228239j 1.24678e-17+0.00187992j -1.80679e-17+0.0128873j 3.12991e-17-0.00152455j -3.05339e-16-0.00525718j 1.50474e-15+0.00265947j 
4.98574e-16+0.00265072j 5.51962e-17-0.00381151j -6.59152e-17-0.000278626j 1.70653e-16+0.00594249j -6.52403e-17-0.00154797j -3.95233e-17+0.0013374j 4.80044e-17-0.000367767j -1.10743e-16-0.00539723j -6.05834e-17-0.0019775j 1.18876e-17+0.00140937j 3.90098e-17+0.000279418j -3.60038e-17-0.000795138j 6.06275e-17+0.00204649j -6.9831e-17-0.00284435j 9.14602e-17+0.00202077j 1.12845e-16+0.000699714j -2.32735e-16+0.00592317j -6.40383e-18-0.00311813j -5.45475e-17-0.000503279j -5.3332e-17-0.00257964j 1.40081e-16+0.00285075j -5.08458e-17+0.00453295j 5.62201e-17+0.00246073j -1.03195e-16-0.00237249j -3.6496e-18+0.00198014j -1.19999e-16-0.00279172j 1.26921e-16+0.00287383j -1.64882e-16-0.00227603j -2.96917e-16-0.00475443j 1.89997e-17+0.00194619j -4.6812e-17+0.00343946j 7.67918e-17+0.0016663j 1.12828e-16+0.00508838j -1.04496e-16-0.00384601j -4.80956e-17+0.00227445j -7.15116e-17-0.00649782j -7.45653e-17-0.00166368j -2.63789e-17-0.000728599j 5.02964e-17+0.000452136j -1.8332e-16-0.00322882j 3.44745e-17+0.00360139j -6.32808e-17-0.00259029j 3.08663e-17+0.00185603j 3.88418e-17+0.00139261j -1.46498e-17-0.000210729j 3.33106e-17+0.00266003j 5.4028e-18-0.00111252j 5.72371e-17+0.00211184j -1.35579e-16-0.00408332j 5.95268e-17+0.0040044j -3.0992e-18-0.00296115j -1.76847e-17-0.00150743j 1.81501e-16+0.00498114j 2.44963e-17+0.00140228j -5.24275e-16-0.000953092j 2.10883e-15+0.0050206j 
-1.48071e-15-0.00197364j -4.60935e-16-0.0128094j -1.77404e-16-0.00457498j 4.93507e-16+0.0264073j -9.82428e-17-0.00905837j -7.28237e-17-0.00311751j 1.27813e-16+0.00607619j -2.79099e-16-0.0228078j 1.38242e-19-0.00578932j 2.38287e-17+0.00223564j 1.22327e-16+0.00541706j -4.45069e-17-0.00324223j 1.20041e-16+0.00957321j -7.25667e-18-0.00874081j 2.06629e-16+0.0111622j 2.18969e-16+0.0117696j -7.06797e-16+0.0200947j 1.26346e-17-0.0105415j -1.07976e-16-0.003934j -1.29857e-18-0.00761245j 2.54006e-16+0.022358j 1.35012e-17+0.0062766j 1.54013e-16+0.0131201j -2.87729e-16-0.0157991j 9.51466e-17+0.00563955j -1.64965e-16-0.017081j 1.68784e-16+0.0156334j -6.77889e-16-0.0109907j -1.09887e-15-0.022991j 1.98812e-16+0.00754615j -2.36714e-16+0.0130108j 2.50447e-17+0.0119577j 2.61946e-16+0.020391j -1.91461e-16-0.0173106j -4.55713e-17-0.00449123j -1.84702e-16-0.0227095j -9.63529e-17-0.00315207j -2.24127e-16-0.00171497j -4.53075e-17+0.00675031j -2.07341e-16-0.0241204j 1.74768e-16+0.00922054j -2.34875e-16-0.0114322j -7.81951e-17+0.00395538j 1.28856e-16+0.00717031j 1.27191e-17-0.000510847j 6.16492e-17+0.0087393j 2.46283e-17-0.000820091j -4.05122e-18+0.00643401j -2.52942e-16-0.0230567j 1.28041e-16+0.0115525j -7.62383e-17-0.00474988j -9.80509e-17-0.00572406j 4.56165e-16+0.0264412j 1.45151e-16+0.00354157j -1.17429e-15-0.010233j 4.75402e-15+0.00951291j 
-2.15521e-14+0.00406443j -6.14874e-14+0.0109648j -4.84751e-15+0.000863825j 1.40943e-13-0.0249284j -1.47846e-14+0.00261312j 1.70636e-15-0.000345754j 5.00474e-14-0.00879708j -1.27363e-13+0.0225071j 5.45257e-14-0.0095884j 5.7327e-16-0.000129099j 4.07365e-14-0.00717506j 1.31523e-14-0.00231316j 3.06897e-14-0.00543033j 4.15505e-14-0.00730087j 5.70782e-14-0.0101028j 7.1844e-15-0.00123928j 1.63598e-13-0.0286747j -3.76769e-14+0.00665498j -5.02476e-15+0.000891096j 3.23988e-14-0.00567953j 8.90785e-14-0.0156932j 6.37915e-14-0.011318j 9.80702e-14-0.0173079j -1.01614e-13+0.0179317j 8.73985e-14-0.0154393j -4.65764e-14+0.00821443j 1.16554e-14-0.00208016j -5.58741e-14+0.00993801j -1.15108e-13+0.020457j 1.05404e-13-0.0186125j 1.05948e-13-0.0186509j 2.14719e-15-0.000355295j 8.11281e-14-0.0143566j -5.58793e-14+0.00988869j 8.74522e-15-0.0016249j -1.38364e-13+0.0244591j 5.39025e-14-0.00948428j -2.41664e-14+0.00429412j 4.99479e-14-0.00875417j -6.02735e-14+0.0106229j 9.69179e-14-0.017165j -5.21815e-14+0.00921691j -6.56661e-14+0.0115345j 5.42245e-14-0.00957792j 2.59882e-14-0.00457734j 3.00628e-14-0.00533131j 5.62058e-15-0.000967023j -5.10074e-14+0.00896195j -1.0386e-13+0.0183276j 3.89271e-14-0.00692434j -4.11793e-14+0.00732164j -5.94374e-14+0.0104987j 1.25105e-13-0.0221087j 3.57093e-14-0.00633415j -5.34538e-14+0.00954029j 3.11303e-14-0.00615799j 
8.62997e-15+0.0315828j 1.75517e-15-0.00984788j -9.32072e-18+0.00487873j 2.90964e-16+8.60432e-05j -2.98821e-17+0.000609823j 7.97704e-17+0.0175097j 1.21264e-16-0.0189595j -2.70158e-16-0.0019673j 5.84637e-17-0.0170282j 2.47785e-17+0.0101861j 7.39822e-17-0.0105404j -1.87981e-17-0.00437963j 5.59653e-17+0.00148937j -2.79935e-18-0.0193528j 1.85412e-16-0.00443188j -6.11544e-18-0.0120342j -1.07692e-16+0.00693418j 8.66025e-17-0.00956915j -1.18741e-16+0.001737j 6.06425e-17-0.0173782j 1.61069e-16-0.0173469j -9.58003e-17+0.0265841j 2.02425e-16-0.00815251j -2.28737e-16+0.013533j 1.66945e-16-0.000101274j -2.04703e-16+0.00466888j 7.52806e-17+0.00259969j -4.59047e-17+0.00157628j -1.78658e-16+0.00313181j 1.85066e-16-0.00554609j 2.1652e-16+0.000588045j 4.31024e-17-0.00231893j 1.47111e-16+0.00831871j -1.13188e-16-0.00405813j 1.44819e-16+0.0278202j -2.67077e-16-0.0114517j -1.36315e-16-0.0179344j 6.91676e-17-0.00147583j 5.91535e-16-0.0119952j -3.26855e-16+0.0128438j 2.67049e-16+0.00897986j 9.52499e-19-0.00130286j -2.34806e-16+0.0200002j 1.02114e-16-0.00407385j 4.77146e-17-0.0044462j 1.37945e-17+0.00879066j 2.34086e-17-0.0102254j -1.17752e-16+0.0169137j -2.69334e-16+0.00827154j 9.9856e-17+0.0164468j -6.72783e-17-0.016424j -1.23199e-16+0.00139003j 2.74768e-16-0.00734491j 5.22e-17+0.00381345j -2.48118e-15+0.0129927j 1.08771e-14+0.0299635j 
3.104e-15+0.0109109j 6.95812e-16-0.00204972j 2.75484e-17-0.000539038j -6.60452e-17-0.00326547j 3.44496e-17-0.00300942j 3.07896e-17+0.00302596j -1.42282e-17-0.00842301j 4.0155e-17+0.00298631j 1.65954e-17-0.015101j 6.12059e-18+0.00408463j -1.51111e-17-0.00519791j -1.91959e-17-0.00475656j -3.41185e-17+0.00185458j -1.9003e-17-0.0157628j -9.04702e-17-0.00234746j -1.5339e-18+0.00224911j 3.20821e-16-0.00756268j 2.70296e-17-0.00382771j -2.37693e-17-0.00106145j 4.02801e-17-0.0133852j -7.79663e-17-0.00383363j 1.99823e-18+0.00293199j -4.88079e-17-0.00755044j 4.51385e-17+0.0080449j 3.86989e-18-0.00807925j 1.92925e-17-0.00227711j -8.00536e-17+0.00800702j 2.76737e-17+0.00150428j 1.33548e-16+0.00285815j 8.48414e-18-0.0108773j 3.53739e-17-0.00607819j -5.13117e-18+0.00578557j -3.43849e-17+0.00340107j 6.23887e-17-0.00369492j 4.6695e-17+0.00428578j 2.29587e-17+0.00173674j -1.50806e-16-0.0138058j 7.7176e-18+0.00173317j 2.03865e-16-0.00601446j 7.77813e-17-0.00213074j -3.2979e-17-0.00471663j -2.54103e-17-9.37117e-05j -1.44327e-16+0.0163387j -3.2837e-17-0.00410325j 1.4566e-17-0.00488773j -3.41335e-17+0.0035545j 1.09226e-17-0.00409783j -6.48627e-17+0.0149748j 5.0706e-17+0.00275j -2.27483e-17+0.0061736j 2.35422e-18-0.0020616j 2.66574e-18+0.00481312j -8.00764e-17-0.0033314j -1.54686e-17-0.00151905j -7.00931e-16+0.00491774j 3.3327e-15+0.00946593j 
4.24716e-15+0.0157441j 9.16565e-16-0.00650275j 2.89612e-17-0.00117276j 2.33643e-17+0.00243783j 7.50604e-17-0.00558498j 7.8227e-17+0.00472266j 1.62415e-17-0.0104815j -1.66758e-17-0.00212033j 1.2812e-16-0.0208654j 8.69296e-18+0.00641649j 1.24013e-17-0.00594662j 5.67625e-18-0.0067991j -4.78198e-17+0.00459007j 8.4448e-17-0.022591j -6.5198e-17-0.000590203j -5.96867e-17+0.00408035j 2.38988e-16-0.00331435j 7.6549e-17-0.00801112j -3.61337e-17-0.0019769j 1.42343e-16-0.0193323j -1.14721e-16-0.00110143j 5.4807e-17+0.00783168j 4.66493e-18-0.00660909j -1.80637e-17+0.00714561j 1.10026e-16-0.00810709j 5.6447e-17-0.00617891j -1.64889e-16+0.0133239j -1.07719e-16-0.000667682j -6.84588e-17-0.0017517j 1.42198e-16-0.0115215j 3.33607e-17-0.00395441j -1.01072e-16+0.00932152j -2.58596e-17+0.00970263j 8.98864e-17-0.00884863j 1.44156e-16+0.00700358j -4.06205e-17-0.00459964j -1.36621e-16-0.0188306j -5.47877e-17+0.00145489j 2.83553e-16-0.0067447j 1.55183e-16-0.00677112j 8.87132e-17-0.00233699j -5.39736e-17-0.00295385j -3.09783e-16+0.0222038j 6.30922e-18-0.0035429j 5.85135e-17-0.00631417j -5.10509e-17+0.00718076j 2.35329e-17-0.00610178j -1.93081e-16+0.0208579j 4.71784e-17-0.0013275j -1.6625e-17+0.0117449j -5.4377e-17-0.00533652j -5.93339e-17+0.0044175j -3.35903e-17+0.00155071j 4.22003e-17-0.000516064j -1.33373e-15+0.00475186j 6.207e-15+0.0165934j 
9.61931e-15+0.033024j 2.09153e-15-0.0020715j 1.04588e-16+0.00602383j -9.74002e-17-0.0164986j 4.86938e-17+0.00353003j 1.17873e-16+0.0174893j 1.09303e-17-0.0237026j -2.06639e-17+0.0128585j 4.01572e-17-0.0199288j 1.097e-17+0.00943666j -2.3096e-17-0.0146243j -8.15369e-18-0.00472091j -4.36582e-17-0.00288901j -2.57851e-17-0.0205709j -2.95438e-17-0.011125j -1.1705e-16-0.0145379j 4.81339e-16-0.0103623j 8.09553e-17-0.0042294j -5.19002e-17+0.0028541j 6.19729e-17-0.0181108j -6.45518e-17-0.0284283j -9.59038e-17+0.0194543j 3.09658e-17-0.0184616j 1.74172e-17+0.0245019j 6.46816e-17-0.00832849j -6.14351e-17+0.0116077j -7.49042e-17-0.00140865j 3.5847e-16+0.00823441j 5.57279e-16+0.0169101j 2.2638e-17-0.015466j 3.07199e-16-0.0105492j 2.63441e-17-0.00470044j -5.4461e-17-0.00243372j 5.61059e-17+0.00392653j 1.60519e-16+0.0272014j -7.71046e-17+0.00450586j -1.65449e-16-0.0212653j 1.875e-16+0.000879253j 6.16862e-16-0.0170272j -1.00492e-16+0.0220275j 7.61073e-17-0.000964366j 1.17601e-16+0.00517972j -2.17305e-16+0.024075j -1.84614e-17-0.0097729j 3.35463e-17-0.00635528j -4.628e-17+0.00442777j 1.10011e-17-0.0102525j -1.16076e-16+0.0194041j -3.48868e-17+0.0209422j -8.20079e-18+0.0106115j -1.46739e-18-0.0117004j -3.1609e-17+0.00731j -9.3837e-17-0.0224366j -5.48539e-17+0.000104441j -1.76146e-15+0.0190264j 8.11778e-15+0.0245215j 
