6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
4.81914e-16+0.00190709j 6.98839e-17-0.00100964j -1.13484e-17-0.000518335j 9.33142e-17+0.000658957j -1.34186e-17-0.00130107j -4.44811e-18+0.00016703j 3.14317e-17-0.00134769j -7.7976e-17-0.000479847j 2.01183e-17-0.00378169j 3.62321e-18+0.000923164j 2.60909e-17-0.00076567j -5.0927e-18-0.00129597j 2.072e-17+0.000982249j 3.61595e-18-0.00406157j 2.1556e-17+0.000140751j 3.19438e-17+0.00154192j 1.33533e-16-0.000970592j -2.10809e-17-0.00134388j -1.65689e-17-0.000538407j 1.50178e-17-0.00343641j 5.70424e-17+0.00071373j 3.23557e-17+0.000452075j 4.81885e-17-0.000990875j -6.18021e-17+0.000832855j 4.41715e-17-0.0017498j -4.02269e-17-0.00166873j 1.11298e-17+0.0028769j -6.6761e-17-0.000276809j -9.93171e-17-0.000648982j 6.13028e-17-0.00222491j 4.86023e-17-0.000835195j 1.53322e-17+0.00221989j 5.89955e-17+0.00182429j -3.54549e-17-0.00183001j -1.09912e-18+0.00015771j -7.97033e-17-0.000560671j -2.02373e-17-0.00327742j -2.40204e-17+0.000383665j 6.54646e-17-0.000863541j -4.0359e-17-0.00223248j 4.35672e-17-0.000908203j -5.48164e-17-0.000640688j -6.01794e-17+0.00392173j 2.77014e-17-0.000545004j 1.37289e-17-0.00117296j 1.58797e-17+0.00119073j 6.56978e-18-0.000845245j -2.90135e-17+0.00378875j -6.65142e-17-0.000807321j 2.6228e-17+0.00183321j -2.16423e-17-0.000392965j -3.29475e-17+0.000875416j 8.30001e-17+0.000827401j 2.10396e-17-0.00028278j -2.21874e-16+0.000359956j 8.7674e-16+0.00222831j 
2.43646e-16+0.00136396j 2.74742e-17-0.00196717j -6.27271e-17-0.000463807j 9.24572e-17+0.00299329j -7.51995e-17-0.00129595j -6.05194e-17+0.00030005j 2.11476e-17-0.000352716j -5.22829e-17-0.00262461j -1.18651e-16-0.00220958j 1.13628e-17+0.000829065j 1.66657e-17+1.66189e-05j -5.40811e-17-0.000842416j 5.52388e-17+0.00133496j -1.2847e-16-0.00267748j 4.58871e-17+0.00107823j 1.44721e-16+0.00126687j -1.41748e-16+0.00211006j -2.35732e-17-0.00180666j -5.0255e-17-0.000506278j -9.87902e-17-0.00232213j 1.26181e-16+0.00199254j -7.7153e-17+0.0016817j 1.05619e-18+0.000856127j -4.55337e-17-0.0010038j -6.92997e-17+0.000124186j -1.21115e-16-0.00211367j 1.46292e-16+0.00252973j -1.00071e-16-0.00119246j -1.70223e-16-0.00251892j -5.92303e-17+1.62947e-05j -6.48709e-17+0.00117954j 1.1951e-16+0.00179581j 8.9817e-17+0.00294354j -9.46488e-17-0.00247423j -9.2585e-17+0.000496829j -1.09627e-17-0.00295388j -1.19567e-16-0.00182278j -5.77139e-19-0.000128392j 2.57529e-17+8.33849e-05j -1.82358e-16-0.00274172j -5.21548e-17+0.00103744j -5.56463e-17-0.00143435j 9.16463e-17+0.00215175j 3.79229e-18+0.000479734j -3.70169e-17-0.000520512j 3.04013e-17+0.00154723j 8.17251e-19-0.000658568j 1.13934e-16+0.00227631j -1.01964e-16-0.00239644j 4.45024e-17+0.00227713j 3.07891e-17-0.00116258j 2.31542e-17-0.000326354j 1.22052e-16+0.00279337j -1.01879e-17+0.000428543j -2.87433e-16-0.000556969j 1.09989e-15+0.00261979j 
4.99711e-16+0.00247751j 1.84025e-16-0.00442419j 1.51148e-17-0.00210354j -1.59969e-16+0.00687468j 8.73147e-17-0.00446614j 4.82583e-17-0.000787145j -6.05839e-17-0.000845579j 1.74377e-16-0.0057151j 5.60184e-17-0.00814465j -6.1841e-19+0.00200696j -4.12006e-17-7.00422e-05j 1.04009e-17-0.00309528j -8.09338e-17+0.00390082j 6.70996e-17-0.00925452j -1.11453e-16+0.00275307j -7.90917e-17+0.0058038j -2.37792e-16+0.00219035j 1.06628e-16-0.00460113j 7.91446e-18-0.00192576j 8.2065e-17-0.00785014j -2.26617e-16+0.00657293j -2.90295e-18+0.0015237j -1.27086e-16+0.00106228j 1.21666e-16-0.00207607j -2.30447e-17-0.00220675j 1.60358e-16-0.00698587j -1.60621e-16+0.00884218j -8.81222e-17-0.00290778j -3.74316e-17-0.00621446j -1.42556e-17-0.0025867j -1.9573e-16+0.00111657j -1.35517e-16+0.00691207j -1.41804e-16+0.00765482j 1.53659e-16-0.00712319j 9.30473e-17-0.00136225j 1.77864e-16-0.00560688j -7.54828e-17-0.00658147j -6.20775e-17+0.000421129j -3.93098e-17+5.95471e-05j 2.73513e-16-0.00978491j -4.74218e-17-4.49453e-05j 2.62513e-17-0.003635j -1.09276e-16+0.00795189j -5.67617e-17+0.000563943j 1.28856e-17-0.00227555j -7.62638e-17+0.00394143j 6.61636e-18-0.00155444j -8.36031e-17+0.00829792j 2.11926e-16-0.00666898j -7.34881e-17+0.00558995j 4.32481e-19-0.00134727j 3.15852e-17+0.000454507j -1.93232e-16+0.00740124j 9.46369e-18+0.000101854j -4.22577e-16-0.00180286j 2.33888e-15+0.00557786j 
1.25041e-15+0.0035359j 1.15694e-16+0.00488879j -4.43524e-17+0.00263982j 3.50813e-16-0.0117331j -1.69837e-16+0.00438618j -9.27465e-17+0.00309174j 1.29932e-16-0.0042079j -3.60841e-16+0.0099175j -1.13768e-16+0.00185359j 1.15324e-17-0.000201933j 9.04769e-17-0.00322743j -5.238e-17+0.00133346j 1.57867e-16-0.00431099j -1.69078e-16+0.00298746j 1.76368e-16-0.00537398j 2.1556e-16-0.00679642j 6.37848e-16-0.00782654j -1.94672e-16+0.00401647j -5.84826e-17+0.00204662j -1.42536e-16+0.00252095j 4.39814e-16-0.011741j 5.7899e-18-0.00018034j 2.31253e-16-0.00629553j -2.5225e-16+0.00805673j 5.2617e-17-0.00199611j -3.41451e-16+0.00841066j 2.94688e-16-0.00737432j 6.95284e-17+0.00504727j -1.42582e-17+0.0105607j 5.86194e-17-0.00325099j 3.68225e-16-0.00540553j 2.85501e-16-0.00608202j 3.06822e-16-0.00858734j -2.93755e-16+0.0076719j -1.69987e-16+0.00473976j -3.61949e-16+0.0089363j -1.29073e-17+0.000468192j 8.8212e-17+0.000495408j 2.37626e-16-0.00393138j -5.25205e-16+0.0124756j 7.98369e-17-0.00287637j -1.26452e-16+0.00504942j 9.2942e-17-0.00078846j 1.03967e-16-0.00340098j -1.64297e-17+9.70872e-05j 1.36691e-16-0.00326411j 3.90577e-19-0.000443213j 1.26007e-16-0.00214935j -4.27763e-16+0.0111536j 1.51719e-16-0.00389762j -6.33137e-18+0.000524561j -7.14704e-17+0.00240491j 4.02179e-16-0.012547j -1.0176e-17-0.00108614j 6.28118e-17+0.00569592j -1.10801e-15-0.00174503j 
5.15045e-16+0.00144001j 2.29449e-17+0.00214858j -8.73561e-18+0.000147379j 2.03998e-16-0.00532208j -5.72932e-17+0.000371368j -2.84105e-17+9.42506e-05j 7.56033e-17-0.00227953j -2.06034e-16+0.00480756j 1.49472e-17-0.00281443j 3.78963e-18+0.000198961j 5.78784e-17-0.001767j -9.41472e-18-0.000740861j 6.62214e-17-0.00101686j -2.28751e-17-0.00237917j 6.33183e-17-0.00221314j 8.13325e-17-0.000128563j 5.15935e-16-0.00633467j -1.05726e-16+0.00116092j -1.95693e-17+0.000124441j -9.00828e-18-0.00191291j 1.93859e-16-0.00344655j 7.85208e-17-0.00217496j 1.36878e-16-0.0039877j -1.45635e-16+0.00414299j 8.78966e-17-0.00363306j -1.33258e-16+0.0015665j 7.51379e-17+1.59918e-05j -1.55914e-17+0.00213272j -4.93589e-17+0.00437687j 1.07473e-16-0.00444217j 2.21758e-16-0.00418412j 9.36366e-17+0.00024889j 1.57384e-16-0.00277258j -1.21375e-16+0.00183426j -4.99432e-17-0.00010107j -2.24332e-16+0.00514205j 1.17111e-17-0.00272078j 1.07462e-18+0.000982113j 1.3634e-16-0.00213781j -1.74718e-16+0.00206999j 8.15156e-17-0.0038033j -1.05193e-16+0.00189559j -5.86326e-17+0.00328412j 6.63893e-17-0.00220262j 2.01959e-17-0.00121504j 6.33979e-17-0.000903042j 6.94884e-18-0.000425718j -1.76323e-17+0.00267826j -2.01693e-16+0.00393095j 7.13284e-17-0.00108707j -3.48145e-17+0.0013977j -6.89509e-17+0.0024324j 2.02622e-16-0.00474313j 2.04803e-17-0.00139124j 1.00928e-17+0.00223876j -4.41791e-16-0.00074805j 
-4.81673e-15-0.0178939j -1.04508e-15+0.00717269j 5.17928e-18-0.00385576j -9.15854e-18-0.00356515j -8.24358e-18-0.00176098j -6.13574e-17-0.0116233j -1.21597e-17+0.00933036j -1.61619e-18+0.00465224j 1.47934e-17+0.00449511j -1.25169e-17-0.00559727j 5.33056e-18+0.00475867j 9.8529e-18+0.000732458j 7.0441e-18-0.000597815j 1.4348e-17+0.0060769j -9.02217e-17+0.00138791j 5.86059e-17+0.0100364j 5.97257e-16-0.0111155j -1.37606e-16+0.00575369j 5.99543e-17-0.00176259j -6.9714e-18+0.00590633j 2.86303e-17+0.00989405j 1.63351e-16-0.0192867j -1.53793e-17+0.00103705j 2.21021e-17-0.00477101j -3.12967e-18-0.00511284j 4.66927e-17-0.00401338j -3.53634e-17+0.00189088j -2.5189e-17+0.000316702j 4.10099e-17+0.000617557j 1.28458e-17-0.00267098j 5.03258e-17-0.0048721j 1.82511e-17+0.0045943j 3.18315e-17-0.00560891j -4.1117e-18+0.00193767j -1.07609e-16-0.0188088j -2.69049e-17+0.0112749j 8.26011e-17+0.00582711j -7.20498e-17+0.00229152j -2.38362e-16+0.00532182j 1.27117e-16-0.0098786j -8.5918e-17-0.0103629j -1.14583e-16+0.00162073j 2.69342e-17-0.0059563j -7.50569e-18+0.000283746j 2.55361e-18+0.00054682j 3.44382e-17-0.00520781j -3.8279e-18+0.00553776j 9.6777e-18-0.00451936j 2.36883e-17-0.0034435j -1.10147e-17-0.00975213j -2.47644e-18+0.0118155j 5.68126e-18+0.00214831j -1.73457e-17+0.00217598j -1.9999e-18-0.00408771j 1.45912e-15-0.00655636j -6.66844e-15-0.0181702j 
-1.43396e-15-0.00578394j -3.31365e-16+0.00441618j 1.35303e-17-0.000238791j 2.70433e-17-0.00519822j -1.76731e-17+0.00136953j -2.23984e-17-0.00302725j 1.23036e-17+0.00242853j -5.02398e-17+0.00491305j 6.56704e-18+0.00379404j -5.72956e-18-0.00236763j 1.09779e-17+0.000932717j 8.41229e-18+0.00124733j 1.81842e-17-0.00200026j 8.94976e-19+0.00481109j -4.95987e-18-0.00128819j 1.74192e-17+0.000559022j 3.48851e-16-0.00578913j -7.81512e-17+0.00381116j 2.50717e-17+0.000290411j -1.21023e-17+0.00432687j 6.22865e-17-0.000677604j 6.65001e-17-0.00677554j 3.77448e-17-0.0011913j -2.27564e-17+0.000555569j 1.97773e-17-0.00157445j -2.07071e-17+0.00204164j 1.40402e-17-0.00297227j 6.17451e-17+0.00182198j 9.34003e-17+0.00382822j 1.7736e-17-0.000932581j 1.12963e-16-0.00297691j 3.54115e-17-0.00135767j 4.0496e-17-0.00541807j -3.45211e-17+0.00389159j -4.74439e-17-0.00493134j -7.07254e-17+0.00687752j 6.661e-17+0.00358186j 7.28765e-18+0.000758897j -4.43803e-17+0.000944824j -2.26218e-17+0.00159349j -4.45381e-18-0.00400216j -3.30232e-17+0.00242596j 2.26656e-17-0.00401456j 1.38634e-17-0.000732647j 3.80763e-18+0.000739821j 3.07274e-17-0.00332106j -3.46226e-18+0.00210929j 8.57841e-18-0.00389863j -4.72995e-17+0.00271379j 1.25379e-17-0.00534348j -5.09133e-18+0.00433329j -1.29302e-17+0.00109263j 3.1463e-17-0.0035903j -6.64615e-18-0.00159713j 6.35208e-16-0.000580497j -2.99949e-15-0.00768581j 
-2.31167e-15-0.008772j -5.00279e-16+0.00437075j 4.67935e-18+0.000437987j -1.98011e-17-0.00293759j -1.96227e-17+0.00290916j -2.62223e-17-0.00306955j -7.46003e-18+0.00533181j 3.11549e-18+0.00268996j -2.3875e-17+0.0103153j -7.83113e-18-0.003589j -4.94655e-18+0.0028643j 1.23433e-17+0.00336974j 1.32073e-17-0.0027007j -4.83849e-18+0.0114201j 1.5837e-17-0.000229561j -1.39702e-18-0.00160368j 2.93771e-17-0.000643805j -4.95846e-17+0.00480318j 3.36348e-17+0.000965022j -3.98916e-17+0.00984575j 3.80704e-17+0.000163417j 1.56167e-17-0.00573651j 9.1932e-18+0.00238863j 9.79746e-18-0.00283032j -2.37025e-17+0.00292666j -1.64206e-18+0.00342475j 3.96421e-17-0.00681786j 7.87587e-17+0.000955146j 8.4381e-17+0.00215671j -3.89296e-17+0.00461214j 3.02928e-17+0.000628541j 2.43709e-17-0.00452371j 3.56039e-18-0.00612084j -2.66266e-17+0.00521472j -5.35391e-17-0.00470537j -1.57759e-18+0.00443644j 1.03782e-16+0.00935682j 2.19628e-17-0.000358078j -1.40984e-16+0.00320753j -2.84154e-17+0.00354881j -2.58019e-17-0.000409428j 2.2972e-17+0.00214982j 1.14266e-16-0.0109615j 1.29198e-18+0.00124747j -1.46698e-17+0.00297611j 2.36517e-17-0.00427002j -1.08328e-17+0.00335932j 5.66659e-17-0.0103504j -1.05929e-17+0.0015889j 9.23937e-19-0.0069441j 1.3462e-17+0.00381241j 1.5139e-17-0.00150448j -2.12949e-18-0.0019997j -1.57909e-17-0.000342261j 8.09442e-16-0.00221163j -3.72762e-15-0.00983465j 
-2.22293e-15-0.00694297j -5.01351e-16-0.00252985j -5.66194e-17-0.00208318j 9.65296e-17+0.0093331j -2.39237e-17-0.0025379j -3.49804e-17-0.00397014j 1.5207e-17+0.00612943j -2.87867e-17-0.00783307j -1.17732e-17+0.00314806j 2.45791e-18-0.00139027j 2.26512e-17+0.004177j -6.99782e-18+0.000387307j 2.59777e-17+0.0026323j 4.43357e-18+0.00260716j 4.25729e-17+0.00472999j 5.9009e-17+0.00513199j -3.11362e-16+0.00708884j 2.73945e-19-0.00149305j -1.04772e-17-0.00134752j -1.31638e-17+0.00227967j 4.30973e-17+0.0104709j 9.10916e-18-0.00207694j 9.29195e-18+0.00683191j -4.54736e-17-0.00854305j -5.07128e-18+0.0033515j -7.8249e-18-0.00588302j 4.32039e-17+0.00337075j -2.07013e-16-0.00413059j -3.29936e-16-0.00856557j 2.17097e-17+0.00523425j -1.36676e-16+0.00533652j -9.70357e-18+0.00322701j 4.60784e-17+0.0050051j -3.71451e-17-0.00451166j -3.53832e-17-0.00605994j 4.64912e-18-0.0062804j 1.03836e-17+0.00391008j -8.1513e-17-0.000682229j -1.45609e-16+0.00496559j -6.15871e-18-0.00935681j 1.11026e-17+0.00268896j -5.72236e-17-0.00359392j 3.64265e-17-0.00438597j 2.21669e-17+0.00367749j -7.17347e-18+0.00132539j 1.43477e-17+0.0010516j 1.92912e-18+0.00186713j 2.63476e-17-0.00289587j -2.23688e-17-0.00926832j 1.99471e-17+0.000464049j -1.04714e-17+0.00103963j -5.07372e-18-0.00296141j 8.91275e-17+0.0103693j 3.76699e-17+0.000929962j 9.35718e-17-0.00605632j -5.21761e-16-0.00265298j 
-6.74211e-16-0.00235297j -1.65238e-16+0.000583979j -2.93757e-17-0.00198697j 6.02569e-17-8.84436e-05j -3.87637e-17-0.00259699j -4.83758e-17-0.00324267j 1.33859e-17+0.000647674j -4.29365e-17+0.000695744j -4.76821e-17-0.00468982j 4.42106e-18-0.000219331j 1.554e-17+0.000198918j -3.22444e-17-0.00184862j 3.01009e-17+0.00137038j -6.72797e-17-0.00465248j -2.3946e-17+0.00061791j 1.09374e-16+0.00548142j 2.56503e-16-0.00497153j -6.11466e-17-0.000387256j -1.71922e-17-0.00138716j -4.01816e-17-0.00370432j 7.58294e-17+0.0040836j 2.80647e-17-0.0051287j -2.62192e-18-0.00130806j -2.4926e-17-6.89176e-05j -2.34298e-17-0.00436804j -5.5624e-17-0.00384834j 4.8804e-17+0.00514712j -8.14849e-17-0.000320562j -8.0575e-17-0.000796338j -5.04482e-18-0.00439564j 4.27296e-18-0.0028468j 7.34987e-17+0.00492095j 6.98478e-17+0.0011769j -4.74738e-17-0.00230506j -7.67576e-17-0.00542919j -3.41296e-17+0.00257055j -8.05096e-17-0.00348449j -3.36958e-17+0.00131324j -6.29516e-19+0.000209082j -4.4011e-17-0.00651024j -5.34245e-17-0.00461647j -9.60862e-17-0.000508311j 2.32287e-18+0.00447671j -1.49572e-19-0.00080612j -1.08798e-17-0.00171436j 2.48002e-17+0.000311394j 4.07991e-18+0.000322738j 3.86734e-17+0.00469217j -5.38594e-17-0.00227938j 2.24995e-17-4.08073e-05j 9.13996e-18+0.00295818j 4.67506e-18+0.00206858j 6.59777e-17+0.00191944j -2.68792e-18-0.00169972j 1.14599e-16-0.00138169j -6.48848e-16-0.0019502j 
-2.31243e-15-0.00780715j -4.92095e-16-0.00014265j -3.87443e-17-0.00311292j 9.30988e-18+0.00478907j -1.71764e-17-0.00357323j -4.87898e-17-0.00603834j -1.2561e-17+0.00506035j 2.85437e-17-0.00336015j -3.86088e-17-0.00116438j 8.42644e-19-0.00161649j 1.35108e-18+0.00307781j -2.15486e-17-0.00106574j 8.96878e-18+0.002435j -3.53187e-17-0.0012541j -4.33001e-17+0.00329983j 8.52708e-17+0.00816816j 1.26856e-17-0.00100504j -3.21187e-17-0.000446194j 1.37394e-19-0.00200203j -2.87032e-17-0.000755908j 6.75173e-18+0.0101339j 2.96444e-17-0.00728079j -4.94772e-17+0.00301748j 1.88341e-17-0.00545265j -4.75421e-17-0.00195576j 1.29118e-17-0.00666288j 1.45843e-17+0.00595272j -1.43341e-16-0.00253685j -1.63957e-16-0.00536298j -2.62856e-17-0.0006201j -1.16724e-16+0.000325011j 1.86368e-17+0.00602578j 1.98029e-17+0.00303633j -4.90202e-18-0.0040322j -6.92786e-17-0.00970003j 4.88407e-17-0.000300769j -4.95487e-17+0.000320136j -7.23805e-17+0.00086199j -1.40147e-16+0.00359859j 5.54084e-17-0.011303j -7.80451e-17-0.00314079j -8.05306e-17-0.00221716j 3.12719e-17+0.000131731j -1.62689e-17+0.00151582j -1.56408e-17-0.000457551j 6.61202e-18+0.00020523j 1.40474e-18+0.0019559j 4.08569e-17+0.0013059j 2.81557e-17-0.00734543j -3.25156e-18-0.000930273j 1.28877e-17+0.00419231j 2.50252e-17+0.000116254j 7.83429e-18+0.00754999j 6.18415e-18-0.00122283j 3.50966e-16-0.00523315j -1.59078e-15-0.0051143j 
-6.80882e-16-0.00295716j -1.65708e-16+0.0031686j 3.9616e-18-0.00127934j 3.04448e-17-0.00479527j -2.19551e-17-0.000938287j -3.1726e-17-0.00316935j 1.13818e-17+0.000157468j -4.66498e-17+0.00480653j -1.18418e-17-0.00299602j -9.8747e-19-0.000939349j 1.14735e-17-0.000433036j -1.27797e-17-0.00108471j 1.85535e-17-0.000417268j -3.38242e-17-0.00235897j -3.89161e-17-0.00124433j 6.26295e-17+0.00363527j 4.67e-16-0.008653j -8.14024e-17+0.00180814j 6.14356e-18-0.000707676j -1.68637e-17-0.00169863j 6.12318e-17+0.000555364j 6.58592e-17-0.00697446j 1.44273e-17-0.00335241j -1.64052e-17+0.00231403j 5.29826e-18-0.00526235j -3.45154e-17-0.000859367j 1.13544e-17+0.00215085j 1.57923e-17+0.00159547j 6.76301e-17+0.00322013j 1.35214e-17-0.00545428j 9.59383e-17-0.00511437j 5.82223e-17+0.00274321j 5.34181e-17-0.00275313j -3.13091e-17+0.000966981j -5.99195e-17-0.00538822j -6.2796e-17+0.00692212j -2.27732e-17-0.00226127j -9.20759e-18+0.00163394j 1.34481e-17-0.00061403j -1.43948e-17-0.00246364j -3.70506e-17-0.00643438j -7.62945e-17+0.00158345j -1.81129e-17+0.00301959j 1.9003e-18-0.00193338j 1.74106e-18-0.0014384j 2.60483e-17-0.00153595j 1.94054e-18+0.000789196j 7.39182e-18+0.0028871j -4.61287e-17+0.00162029j 1.34815e-17-0.00262662j 7.67175e-19+0.00425912j -6.84099e-18+0.00299318j 3.25481e-17-0.00260432j -1.00081e-17-0.00241147j 3.75566e-16+5.89247e-05j -1.81176e-15-0.00455944j 
-6.59569e-17-0.000231428j -3.25556e-17-0.000137708j 3.81235e-17+0.000717905j 3.31822e-17+0.000608324j 5.46539e-17+0.0011305j 5.93719e-17+0.000837336j 1.89205e-17+0.000641972j -4.0538e-17-0.00076309j 1.38865e-16+0.00307985j -7.5851e-18-0.00029396j 1.5767e-17+0.000484511j 5.6822e-17+0.00108898j -2.50681e-17-0.000574878j 1.46986e-16+0.00310122j 2.8797e-17+0.000116047j -1.28512e-16-0.00206251j 7.3642e-18+0.00270853j 2.51693e-17+0.000404061j 3.09095e-17+0.000560053j 1.08659e-16+0.00254338j -5.22873e-17-0.000869931j 8.14514e-17+0.00161431j 6.95431e-17+0.00132728j -4.04814e-17-0.000908754j 1.19204e-16+0.00239946j 7.2191e-17+0.00142823j -1.06389e-16-0.00246086j 7.71152e-18-0.000139314j -1.70392e-17-0.000218538j 1.2446e-16+0.00269849j 7.83421e-17+0.00173466j -1.17549e-16-0.00220169j -2.59089e-17-0.00054801j 4.09281e-17+0.00101061j 1.02353e-16+0.00148456j -7.11239e-17-0.00131236j 1.43312e-16+0.00254946j -2.1974e-17-0.000654367j 2.64013e-18+0.00057294j 1.01146e-16+0.00229709j 1.32975e-16+0.00219897j 3.01313e-17+7.78734e-05j -1.13169e-16-0.00314129j 4.01652e-17+0.000755793j 4.77606e-17+0.00108063j -1.07295e-17-0.000368348j 3.26172e-18+0.000272232j -1.29897e-16-0.00306213j 1.6849e-17+0.000322009j -8.46918e-18-0.000467476j -5.73124e-17-0.000906508j -6.17947e-17-0.00126187j -3.96632e-18-0.000103549j 4.3524e-17+0.000790065j 1.28248e-17-8.17987e-05j -2.44434e-17-0.000122356j 
1.997e-15+0.00705614j 4.67408e-16-0.00154528j 1.17402e-17+0.00073662j -9.06282e-17-0.00140349j 1.47553e-17-0.000297302j 1.73141e-17+0.00332791j -2.64558e-17-0.00476654j 7.23959e-17+0.000965994j -3.30698e-17-0.00556657j 4.11204e-18+0.00231654j -2.65246e-17-0.00281495j -1.71079e-17-0.00156819j -2.42408e-17+0.000350766j -3.98377e-17-0.00597097j -4.00878e-17-0.00146189j -8.98716e-18-0.00163577j -5.43666e-17-0.00112164j 4.58456e-17-0.00194235j -1.68716e-17+0.000141604j -1.03038e-17-0.00520547j -6.42163e-17-0.0040031j -6.4991e-17+0.00439849j -5.96557e-17-0.00316944j 6.05281e-17+0.00414721j -4.61118e-17-0.00187939j 1.05372e-17+0.000681211j -1.52375e-17+0.00165105j 5.98577e-17+0.000854419j 1.18657e-16+0.00170166j -5.9109e-17-0.00333292j -3.54712e-17-0.00155604j 6.71974e-18+0.000551066j -5.25117e-17+0.00139571j 4.18537e-17-0.000909351j 2.30039e-17+0.00516439j 7.58896e-17-0.000710523j -9.34742e-17-0.00549962j 3.72936e-17+0.0001945j 9.45262e-17-0.00324053j 1.4586e-17+0.00212037j -4.83132e-17+8.3223e-05j 4.00615e-17+0.000100584j -9.73414e-18+0.00632049j -3.69562e-17-0.00167053j -1.12067e-17-0.00168086j -2.89225e-17+0.00181836j 7.27045e-19-0.00236406j 1.14796e-17+0.00550515j 5.44744e-17+0.00244438j -2.22257e-17+0.00343299j 2.52279e-17-0.00274642j 3.1339e-17+0.00138217j -8.18089e-17-0.00252265j -2.76014e-17+0.000148012j -4.44493e-16+0.00325238j 2.16471e-15+0.00619426j 
2.86865e-15+0.0108482j 6.17233e-16-0.00512984j -1.24599e-17+0.00101796j 2.94653e-17+0.00344276j 4.89787e-18-0.00112325j 2.86254e-17+0.00562693j 1.20399e-17-0.00592876j -1.02012e-17-0.00360804j -3.00922e-18-0.00712188j 9.75143e-18+0.00390548j 4.12676e-18-0.00304259j -1.50553e-17-0.00210026j -2.51579e-18+0.0018586j -1.35215e-17-0.00832995j 3.10324e-17-9.48001e-05j -4.02613e-18-0.00241067j -2.48622e-16+0.00475016j 7.18576e-17-0.00479987j -4.42802e-17+2.0057e-05j 1.44436e-17-0.00741875j -1.45013e-17-0.0030242j -7.16568e-17+0.00995475j 3.46904e-18-0.00129216j -2.1497e-17+0.00277384j 8.99049e-18+0.000410924j -2.86136e-17-0.000796007j 7.41645e-18+0.00328327j -5.10513e-17-0.000881477j -9.01825e-17-0.00191107j 1.37222e-17-0.00128463j -4.24499e-17+0.00170916j -8.31963e-18+0.00103989j -9.88357e-19+0.00568015j 3.78106e-18-0.00383606j 5.65673e-17+0.00898218j 6.13594e-18-0.00685411j -9.36085e-17-0.00702542j 1.03574e-17-0.000662897j 1.57185e-16-0.00338787j -4.91536e-17+0.00103404j 4.1964e-17+0.00409482j 1.99422e-17-0.0019769j -6.13319e-17+0.00792993j 4.49599e-18-0.000576089j 3.68654e-18-0.00176177j -2.05456e-17+0.00428425j 7.35158e-18-0.00372957j -2.27728e-17+0.00716466j -1.5858e-17-0.00018382j 9.33099e-18+0.0073542j -4.69426e-18-0.00627667j -9.44477e-18-0.000111474j 2.52045e-17+0.000928815j 1.0336e-17+0.0017074j -9.69695e-16+0.00321669j 4.41767e-15+0.0117839j 
