0.000674558-0j -0.00506801-0j 0.00559876-0j -1.25001e-05-0j 2.08288e-09-0j 0.0234298-0j 0.00200726-0j -1.35447e-06-0j 8.98058e-11-0j 0.000155159-0j -5.17082e-08-0j -6.43589e-10-0j -0.0601849-0j 0.000232739-0j -5.48448e-08-0j 1.45601e-05-0j -1.67209e-09-0j 4.16885e-07-0j -0.0167137-0j 1.59498e-05-0j -1.2952e-09-0j 6.08899e-07-0j 1.3923e-08-0j -0.00204277-0j 6.8077e-07-0j 1.46761e-08-0j -0.000144906-0j 1.66411e-08-0j -6.33762e-06-0j 0.00175331-0j 0.0065206-0j -1.18311e-06-0j 7.84443e-11-0j -9.41681e-05-0j 0.000191668-0j -1.78301e-05-0j -6.3875e-08-0j -9.73702e-10-0j -5.67748e-05-0j 8.99302e-06-0j -1.03277e-09-0j 3.43064e-09-0j -0.0542948-0j 4.49318e-08-0j 0.000209962-0j 0.00116888-0j -4.94774e-08-0j -2.30763e-12-0j 1.31351e-05-0j -1.50845e-09-0j -1.11545e-06-0j 5.31866e-07-0j 8.88153e-09-0j 9.05796e-11-0j -0.015389-0j -0.00190384-0j 1.46855e-05-0j -1.19254e-09-0j -2.45855e-08-0j 5.60636e-07-0j 1.28194e-08-0j -0.00417367-0j -0.00190753-0j 0.0204657-0j 6.35701e-07-0j 1.37045e-08-0j 0.000638668-0j -0.000136715-0j 1.57005e-08-0j 
1.02322e-07-0j 0.000296561-0j 0.116944-0j 0.0171511-0j -1.15556e-05-0j 9.0168e-06-0j 0.00388291-0j 0.000926545-0j -3.10764e-07-0j -2.68035e-06-0j -4.14354e-07-0j 2.80395e-11-0j -4.78989e-05-0j 0.000925169-0j 5.01252e-05-0j -3.79504e-07-0j -1.67633e-08-0j -1.45175e-08-0j 0.000140505-0j 9.56631e-05-0j 1.48096e-06-0j -2.12041e-08-0j -6.06588e-10-0j 3.52885e-05-0j 5.45523e-06-0j -6.394e-10-0j 3.77692e-06-0j 1.66833e-07-0j 2.207e-07-0j -0.00661024-0j 0.00232738-0j -0.00157734-0j 5.29042e-07-0j -0.122543-0j 6.45308e-06-0j -0.015755-0j 9.97578e-07-0j -8.26783e-11-0j 1.39696e-08-0j 4.56837e-07-0j 2.01793e-08-0j 1.84934e-05-0j 8.42171e-05-0j 0.000363632-0j -0.00162665-0j 1.91509e-05-0j -8.81314e-05-0j -5.21028e-08-0j 6.67253e-07-0j 2.94737e-08-0j 1.30389e-05-0j 3.60978e-08-0j 7.54142e-10-0j 2.01856e-07-0j -0.000252133-0j 0.0374768-0j -0.000171665-0j -2.65756e-06-0j -1.66862e-09-0j 3.80504e-08-0j 1.08851e-09-0j 2.06852e-06-0j -6.42228e-05-0j -1.53501e-05-0j -9.92816e-06-0j 1.16367e-09-0j 5.44203e-05-0j -6.94499e-06-0j -3.06772e-07-0j 
-2.98362e-05-0j 0.000224162-0j -0.000247637-0j 5.52888e-07-0j -9.21274e-11-0j 0.178593-0j 0.0153002-0j -1.03243e-05-0j 6.84539e-10-0j 0.00237225-0j -7.90572e-07-0j -1.47741e-08-0j 0.00266202-0j -1.02942e-05-0j 2.42583e-09-0j 0.000110983-0j -1.27454e-08-0j -1.84391e-08-0j 0.000739262-0j -7.0547e-07-0j 5.72876e-11-0j 4.64129e-06-0j -6.15823e-10-0j 9.03531e-05-0j -3.0111e-08-0j 1.11868e-07-0j 6.40929e-06-0j -7.36049e-10-0j 2.80318e-07-0j -7.75504e-05-0j 0.0497028-0j 5.23298e-08-0j -3.46965e-12-0j 4.16513e-06-0j 0.00146098-0j -0.000135909-0j -4.86883e-07-0j -1.4887e-08-0j 2.51119e-06-0j -3.97768e-07-0j 4.56801e-11-0j 2.61498e-08-0j 0.0024015-0j -1.98737e-09-0j -9.28677e-06-0j 0.0178711-0j 2.18842e-09-0j 1.02068e-13-0j 0.000100122-0j -1.14981e-08-0j -1.70542e-05-0j -2.35248e-08-0j -3.92837e-10-0j 1.38488e-09-0j 0.000680666-0j 8.42084e-05-0j -6.49552e-07-0j 5.27468e-11-0j -5.64379e-07-0j 4.27341e-06-0j -5.67011e-10-0j -0.0318135-0j 8.43715e-05-0j -0.000905213-0j -2.81176e-08-0j 1.04462e-07-0j -2.82488e-05-0j 6.047e-06-0j -6.94444e-10-0j 
3.68566e-05-0j -0.000276907-0j 0.000305906-0j -6.82982e-07-0j 1.13805e-10-0j -0.220615-0j -0.0189003-0j 1.27536e-05-0j -8.4561e-10-0j -0.00293043-0j 9.76592e-07-0j 1.82504e-08-0j -0.00328839-0j 1.27164e-05-0j -2.99662e-09-0j -0.000137097-0j 1.57444e-08-0j 2.27778e-08-0j -0.000913209-0j 8.71466e-07-0j -7.07673e-11-0j -5.73338e-06-0j 7.60725e-10-0j -0.000111613-0j 3.7196e-08-0j -1.3819e-07-0j -7.91739e-06-0j 9.0924e-10-0j -3.46276e-07-0j 1.62983e-06-0j -0.00104458-0j -1.09979e-09-0j 7.29196e-14-0j -8.7536e-08-0j -3.07045e-05-0j 2.85632e-06-0j 1.02325e-08-0j 3.12872e-10-0j -5.27763e-08-0j 8.35966e-09-0j -9.60031e-13-0j -5.49576e-10-0j -5.0471e-05-0j 4.17674e-11-0j 1.95175e-07-0j -0.000375586-0j -4.59928e-11-0j -2.14511e-15-0j -2.1042e-06-0j 2.41648e-10-0j 3.58418e-07-0j 4.94408e-10-0j 8.25602e-12-0j -2.91052e-11-0j -1.43052e-05-0j -1.76976e-06-0j 1.36513e-08-0j -1.10855e-12-0j 1.18612e-08-0j -8.98118e-08-0j 1.19165e-11-0j 0.000668607-0j -1.77319e-06-0j 1.90243e-05-0j 5.9093e-10-0j -2.19541e-09-0j 5.93688e-07-0j -1.27086e-07-0j 1.45947e-11-0j 
2.04527e-10-0j 6.22426e-07-0j -1.4622e-05-0j 9.06515e-05-0j 4.63386e-06-0j 6.36538e-08-0j 8.54693e-05-0j -0.000367975-0j 3.76304e-07-0j 3.25524e-06-0j -2.85722e-05-0j 7.80163e-09-0j 0.000157182-0j 0.128714-0j 0.0140081-0j 0.00395561-0j 0.000534307-0j 0.000927457-0j 6.21248e-06-0j 0.00215716-0j -3.61285e-06-0j -2.93706e-06-0j 3.8837e-05-0j -4.28572e-05-0j 0.00037617-0j -1.77904e-07-0j 0.00017108-0j 2.31087e-05-0j 3.05699e-05-0j -0.0171793-0j -8.47775e-06-0j 0.0739627-0j -7.56367e-05-0j -1.20991e-05-0j -0.00092532-0j 8.60788e-05-0j 0.00812181-0j -2.71606e-06-0j -1.07329e-11-0j 0.00489698-0j 0.000661462-0j 5.72006e-06-0j -6.1622e-07-0j 2.44668e-05-0j -0.000504616-0j -4.3447e-07-0j -5.49177e-05-0j -1.61343e-08-0j -1.55077e-05-0j -2.09471e-06-0j -0.000150861-0j 0.000590347-0j -1.07662e-07-0j 2.52665e-07-0j 5.72006e-06-0j 1.19021e-06-0j 0.00198618-0j -3.32649e-06-0j 1.1859e-07-0j -2.70426e-06-0j 3.57587e-05-0j -4.47458e-09-0j -4.00199e-05-0j -1.27944e-05-0j 0.000351267-0j -1.66127e-07-0j -3.8966e-08-0j 0.000161409-0j 2.18025e-05-0j 
-2.52652e-10-0j -7.68882e-07-0j 1.80625e-05-0j -0.000111982-0j -5.72419e-06-0j -7.86314e-08-0j -0.00010558-0j 0.000454559-0j -4.64847e-07-0j -4.02119e-06-0j 3.52952e-05-0j -9.63733e-09-0j -0.000194166-0j -0.159001-0j -0.0173042-0j -0.00488636-0j -0.000660028-0j -0.00114569-0j -7.67426e-06-0j -0.00266474-0j 4.46295e-06-0j 3.62815e-06-0j -4.79753e-05-0j 5.29414e-05-0j -0.000464682-0j 2.19765e-07-0j -0.000211334-0j -2.85461e-05-0j -3.7763e-05-0j 0.000361046-0j 1.78172e-07-0j -0.00155443-0j 1.58961e-06-0j 2.54279e-07-0j 1.94469e-05-0j -1.80907e-06-0j -0.000170691-0j 5.70819e-08-0j 2.25567e-13-0j -0.000102917-0j -1.39016e-05-0j -1.20215e-07-0j 1.29507e-08-0j -5.14204e-07-0j 1.06052e-05-0j 9.13099e-09-0j 1.15417e-06-0j 3.39086e-10-0j 3.25916e-07-0j 4.40233e-08-0j 3.17056e-06-0j -1.2407e-05-0j 2.26268e-09-0j -5.31011e-09-0j -1.20215e-07-0j -2.50139e-08-0j -4.17424e-05-0j 6.99108e-08-0j -2.49233e-09-0j 5.68339e-08-0j -7.51519e-07-0j 9.40396e-11-0j 8.41075e-07-0j 2.68892e-07-0j -7.38237e-06-0j 3.49139e-09-0j 8.18926e-10-0j -3.39224e-06-0j -4.58209e-07-0j 
1.47126e-10-0j 4.47739e-07-0j -1.05183e-05-0j 6.52097e-05-0j 3.33334e-06-0j 4.5789e-08-0j 6.14819e-05-0j -0.000264701-0j 2.70692e-07-0j 2.34164e-06-0j -2.05533e-05-0j 5.61206e-09-0j 0.000113068-0j 0.0925902-0j 0.0100766-0j 0.00284545-0j 0.000384351-0j 0.000667162-0j 4.46892e-06-0j 0.00155174-0j -2.59889e-06-0j -2.11276e-06-0j 2.79372e-05-0j -3.08291e-05-0j 0.000270596-0j -1.27975e-07-0j 0.000123065-0j 1.66231e-05-0j 2.19903e-05-0j 0.0240849-0j 1.18856e-05-0j -0.103694-0j 0.000106041-0j 1.69626e-05-0j 0.00129728-0j -0.00012068-0j -0.0113866-0j 3.80786e-06-0j 1.50472e-11-0j -0.00686544-0j -0.000927354-0j -8.01938e-06-0j 8.63924e-07-0j -3.43018e-05-0j 0.000707459-0j 6.09115e-07-0j 7.69932e-05-0j 2.26199e-08-0j 2.17414e-05-0j 2.93673e-06-0j 0.000211504-0j -0.000827652-0j 1.5094e-07-0j -3.5423e-07-0j -8.01938e-06-0j -1.66864e-06-0j -0.00278457-0j 4.66365e-06-0j -1.6626e-07-0j 3.79131e-06-0j -5.01327e-05-0j 6.27325e-09-0j 5.61069e-05-0j 1.79374e-05-0j -0.000492467-0j 2.32906e-07-0j 5.46294e-08-0j -0.000226292-0j -3.05665e-05-0j 
4.5935e-15-0j 4.82074e-11-0j 1.35424e-07-0j -5.68767e-06-0j 7.5099e-05-0j 3.44001e-12-0j 2.33036e-08-0j 3.49923e-05-0j -0.00046474-0j 8.88864e-10-0j 2.69286e-06-0j 4.19325e-08-0j 1.27639e-08-0j 7.05995e-05-0j 0.0749611-0j 3.29807e-06-0j 0.0057687-0j -4.35154e-05-0j 8.4325e-10-0j 3.61285e-06-0j 0.00221475-0j 1.37804e-07-0j 0.000208743-0j -1.17024e-08-0j -3.54532e-05-0j -9.56208e-07-0j 1.42641e-07-0j 0.000249495-0j -1.43431e-06-0j -4.68401e-06-0j -1.38288e-09-0j -0.00703342-0j 0.0934124-0j 3.77355e-07-0j -2.52665e-07-0j -2.68076e-06-0j -0.000765461-0j -1.45984e-05-0j -1.92748e-16-0j 4.08295e-06-0j 0.00714154-0j 6.16674e-05-0j -5.004e-11-0j -7.04637e-06-0j -2.7678e-07-0j -5.89727e-11-0j -0.00029388-0j 3.99795e-05-0j -1.29298e-08-0j -2.26158e-05-0j -2.52665e-07-0j -2.76985e-05-0j -5.78668e-07-0j -0.000154888-0j 7.76412e-10-0j -7.33612e-09-0j 3.32649e-06-0j 0.0020392-0j -5.56412e-09-0j 1.26881e-07-0j 0.000192197-0j -1.72527e-13-0j -1.09277e-08-0j -6.91439e-10-0j -3.31061e-05-0j -8.92904e-07-0j -2.26159e-12-0j 1.34578e-07-0j 0.000235392-0j 
-5.67435e-15-0j -5.95505e-11-0j -1.67289e-07-0j 7.02597e-06-0j -9.27697e-05-0j -4.24944e-12-0j -2.87869e-08-0j -4.32259e-05-0j 0.000574093-0j -1.09801e-09-0j -3.32649e-06-0j -5.17991e-08-0j -1.57672e-08-0j -8.72115e-05-0j -0.0925993-0j -4.0741e-06-0j -0.00712606-0j 5.37545e-05-0j -1.04167e-09-0j -4.46295e-06-0j -0.00273587-0j -1.70229e-07-0j -0.000257859-0j 1.4456e-08-0j 4.37952e-05-0j 1.1812e-06-0j -1.76204e-07-0j -0.000308201-0j 1.7718e-06-0j 9.8441e-08-0j 2.90631e-11-0j 0.000147817-0j -0.00196319-0j -7.93065e-09-0j 5.31011e-09-0j 5.63399e-08-0j 1.60873e-05-0j 3.06806e-07-0j 4.05087e-18-0j -8.5809e-08-0j -0.00015009-0j -1.29603e-06-0j 1.05166e-12-0j 1.48089e-07-0j 5.81693e-09-0j 1.23939e-12-0j 6.1763e-06-0j -8.40227e-07-0j 2.71739e-10-0j 4.75302e-07-0j 5.31011e-09-0j 5.82124e-07-0j 1.21615e-08-0j 3.25519e-06-0j -1.63174e-11-0j 1.54179e-10-0j -6.99108e-08-0j -4.28566e-05-0j 1.16938e-10-0j -2.66659e-09-0j -4.03929e-06-0j 3.62589e-15-0j 2.29661e-10-0j 1.45316e-11-0j 6.95771e-07-0j 1.87656e-08-0j 4.75305e-14-0j -2.82835e-09-0j -4.9471e-06-0j 
3.30431e-15-0j 3.46777e-11-0j 9.74168e-08-0j -4.0914e-06-0j 5.40221e-05-0j 2.47455e-12-0j 1.67633e-08-0j 2.51715e-05-0j -0.000334308-0j 6.394e-10-0j 1.9371e-06-0j 3.01639e-08-0j 9.18166e-09-0j 5.07854e-05-0j 0.0539229-0j 2.37245e-06-0j 0.00414968-0j -3.13026e-05-0j 6.06588e-10-0j 2.59889e-06-0j 0.00159317-0j 9.91288e-08-0j 0.000150158-0j -8.41809e-09-0j -2.55031e-05-0j -6.87843e-07-0j 1.02608e-07-0j 0.000179473-0j -1.03177e-06-0j 6.56686e-06-0j 1.93876e-09-0j 0.00986068-0j -0.130962-0j -5.29042e-07-0j 3.5423e-07-0j 3.75835e-06-0j 0.00107316-0j 2.04666e-05-0j 2.70228e-16-0j -5.72419e-06-0j -0.0100123-0j -8.64562e-05-0j 7.01548e-11-0j 9.87883e-06-0j 3.88039e-07-0j 8.26783e-11-0j 0.000412012-0j -5.60503e-05-0j 1.81273e-08-0j 3.17067e-05-0j 3.5423e-07-0j 3.88327e-05-0j 8.11278e-07-0j 0.000217149-0j -1.08851e-09-0j 1.02851e-08-0j -4.66365e-06-0j -0.0028589-0j 7.80075e-09-0j -1.77885e-07-0j -0.000269455-0j 2.41878e-13-0j 1.53204e-08-0j 9.6938e-10-0j 4.64139e-05-0j 1.25183e-06-0j 3.17069e-12-0j -1.88675e-07-0j -0.000330014-0j 
-2.14626e-05-0j 0.00016125-0j -0.000178137-0j 3.97718e-07-0j -6.62714e-11-0j 0.12847-0j 0.0110061-0j -7.42676e-06-0j 4.9242e-10-0j 0.00170646-0j -5.68694e-07-0j -1.06277e-08-0j 0.00191491-0j -7.4051e-06-0j 1.74501e-09-0j 7.98352e-05-0j -9.16836e-09-0j -1.32641e-08-0j 0.000531785-0j -5.07477e-07-0j 4.12095e-11-0j 3.33869e-06-0j -4.42989e-10-0j 6.49951e-05-0j -2.16602e-08-0j 8.04714e-08-0j 4.61049e-06-0j -5.29474e-10-0j 2.01645e-07-0j 0.000108724-0j -0.0696821-0j -7.33651e-08-0j 4.86436e-12-0j -5.8394e-06-0j -0.00204825-0j 0.000190541-0j 6.82598e-07-0j 2.08712e-08-0j -3.52063e-06-0j 5.57661e-07-0j -6.40423e-11-0j -3.66614e-08-0j -0.00336685-0j 2.78624e-09-0j 1.30198e-05-0j -0.0250548-0j -3.06811e-09-0j -1.43097e-13-0j -0.000140368-0j 1.612e-08-0j 2.39095e-05-0j 3.29812e-08-0j 5.50747e-10-0j -1.94157e-09-0j -0.000954277-0j -0.000118058-0j 9.10656e-07-0j -7.39497e-11-0j 7.91246e-07-0j -5.99122e-06-0j 7.94935e-10-0j 0.0446018-0j -0.000118287-0j 0.00126909-0j 3.94201e-08-0j -1.46453e-07-0j 3.96041e-05-0j -8.47775e-06-0j 9.73593e-10-0j 
0.214237-0j 0.0189573-0j -2.42552e-05-0j 5.10787e-09-0j -2.41382e-13-0j 0.00276628-0j -2.07597e-06-0j 2.75358e-10-0j -6.49619e-15-0j -6.34022e-08-0j 5.99238e-12-0j 4.65547e-14-0j 0.000260735-0j -9.51033e-08-0j 6.35588e-12-0j -2.96001e-09-0j 1.20953e-13-0j -4.83121e-11-0j 1.72859e-05-0j -3.24253e-09-0j 9.36895e-14-0j -7.05643e-11-0j -1.00713e-12-0j 8.34729e-07-0j -7.88933e-11-0j -1.06161e-12-0j 2.94588e-08-0j -1.20375e-12-0j 7.34457e-10-0j -1.81334e-06-0j -2.82488e-05-0j 2.40522e-10-0j -5.67435e-15-0j 9.73918e-08-0j -7.83206e-08-0j 7.28586e-09-0j 7.40237e-12-0j 7.04337e-14-0j -0.0460274-0j -1.82825e-09-0j 7.47062e-14-0j -3.97571e-13-0j 0.000235218-0j -9.13449e-12-0j -8.5796e-08-0j -1.20889e-06-0j 5.73385e-12-0j 1.66925e-16-0j -2.67033e-09-0j 1.09115e-13-0j 2.26766e-10-0j -6.16371e-11-0j -6.42454e-13-0j -6.55217e-15-0j 1.59158e-05-0j -0.00022478-0j -2.98552e-09-0j 8.62633e-14-0j 2.84918e-12-0j -6.49712e-11-0j -9.27303e-13-0j 0.015612-0j 7.79468e-07-0j 0.00241631-0j -7.36704e-11-0j -9.91329e-13-0j 0.0472994-0j 2.77937e-08-0j -1.13571e-12-0j 
-3.8931e-12-0j 1.38021e-10-0j -2.42583e-09-0j 2.01523e-08-0j -4.37063e-08-0j 3.34634e-07-0j -6.55808e-06-0j 4.2983e-05-0j 1.64665e-06-0j 8.64662e-05-0j -0.000375056-0j -3.55388e-05-0j -6.00058e-06-0j 8.63412e-05-0j -0.000264821-0j 0.106324-0j 0.00705495-0j 0.00403465-0j -3.16868e-07-0j 2.93706e-06-0j 1.37804e-07-0j 0.00220188-0j 0.000340875-0j 3.29329e-06-0j -1.4285e-05-0j 0.000269095-0j -2.66836e-05-0j -1.77055e-06-0j 0.000132986-0j -7.64895e-06-0j 4.86883e-07-0j 5.01327e-05-0j 1.92055e-06-0j -1.78529e-09-0j -0.0122537-0j -4.95376e-06-0j 0.0531518-0j 0.00824038-0j 1.81544e-13-0j -0.000763791-0j -5.06803e-05-0j 1.24058e-05-0j 2.35248e-08-0j 8.27395e-09-0j -3.38494e-07-0j -7.66003e-06-0j 1.03821e-06-0j 2.45523e-10-0j -0.000416834-0j -2.76584e-05-0j 7.10011e-05-0j 0.00256815-0j -9.44961e-07-0j 3.33131e-06-0j -2.91752e-07-0j 1.57784e-10-0j 2.70426e-06-0j 1.26881e-07-0j -0.000267748-0j 0.00202736-0j 0.000313856-0j -1.95882e-08-0j 3.07527e-06-0j 3.90297e-07-0j -1.33393e-05-0j 0.00025128-0j -7.40237e-12-0j -2.51753e-05-0j -1.67047e-06-0j 
4.80914e-12-0j -1.70497e-10-0j 2.99662e-09-0j -2.48941e-08-0j 5.39904e-08-0j -4.13373e-07-0j 8.10119e-06-0j -5.30968e-05-0j -2.0341e-06-0j -0.000106812-0j 0.000463307-0j 4.3901e-05-0j 7.4125e-06-0j -0.000106657-0j 0.000327133-0j -0.131341-0j -0.00871496-0j -0.004984-0j 3.91427e-07-0j -3.62815e-06-0j -1.70229e-07-0j -0.00271998-0j -0.000421083-0j -4.0682e-06-0j 1.76462e-05-0j -0.000332413-0j 3.29622e-05-0j 2.18716e-06-0j -0.000164277-0j 1.60754e-07-0j -1.02325e-08-0j -1.05361e-06-0j -4.0363e-08-0j 3.75204e-11-0j 0.000257529-0j 1.0411e-07-0j -0.00111706-0j -0.000173183-0j -3.81541e-15-0j 1.60521e-05-0j 1.06512e-06-0j -2.60725e-07-0j -4.94408e-10-0j -1.73889e-10-0j 7.11394e-09-0j 1.60986e-07-0j -2.18195e-08-0j -5.16001e-12-0j 8.76035e-06-0j 5.81281e-07-0j -1.49219e-06-0j -5.39732e-05-0j 1.98597e-08-0j -7.00121e-08-0j 6.13158e-09-0j -3.31605e-12-0j -5.68339e-08-0j -2.66659e-09-0j 5.62711e-06-0j -4.26078e-05-0j -6.59614e-06-0j 4.11673e-10-0j -6.46311e-08-0j -8.20265e-09-0j 2.80344e-07-0j -5.28101e-06-0j 1.55571e-13-0j 5.29095e-07-0j 3.51073e-08-0j 
-2.80048e-12-0j 9.92844e-11-0j -1.74501e-09-0j 1.44964e-08-0j -3.14399e-08-0j 2.40718e-07-0j -4.71752e-06-0j 3.09196e-05-0j 1.18451e-06-0j 6.21991e-05-0j -0.000269795-0j -2.55646e-05-0j -4.31649e-06-0j 6.21091e-05-0j -0.000190498-0j 0.0764833-0j 0.00507494-0j 0.00290231-0j -2.27938e-07-0j 2.11276e-06-0j 9.91288e-08-0j 0.00158391-0j 0.000245207-0j 2.36901e-06-0j -1.02758e-05-0j 0.000193572-0j -1.91947e-05-0j -1.27364e-06-0j 9.56629e-05-0j 1.07236e-05-0j -6.82598e-07-0j -7.02849e-05-0j -2.69256e-06-0j 2.50293e-09-0j 0.0171794-0j 6.94504e-06-0j -0.0745175-0j -0.0115528-0j -2.54521e-13-0j 0.00107082-0j 7.10525e-05-0j -1.73926e-05-0j -3.29812e-08-0j -1.15999e-08-0j 4.74561e-07-0j 1.07392e-05-0j -1.45555e-06-0j -3.44217e-10-0j 0.000584391-0j 3.87764e-05-0j -9.95418e-05-0j -0.00360048-0j 1.32481e-06-0j -4.67041e-06-0j 4.09029e-07-0j -2.21209e-10-0j -3.79131e-06-0j -1.77885e-07-0j 0.000375376-0j -0.0028423-0j -0.000440019-0j 2.74621e-08-0j -4.31145e-06-0j -5.47187e-07-0j 1.87014e-05-0j -0.000352289-0j 1.03779e-11-0j 3.52952e-05-0j 2.34196e-06-0j 
3.4916e-14-0j -1.59241e-12-0j 3.92221e-11-0j -5.44316e-10-0j 3.58313e-09-0j 2.61481e-11-0j -7.69779e-10-0j 1.01346e-08-0j -4.44761e-08-0j 6.75641e-09-0j -8.89522e-08-0j 3.18736e-07-0j 1.94463e-07-0j -4.67431e-06-0j 4.35154e-05-0j 5.02473e-05-0j -0.000381938-0j 0.0759477-0j 6.40969e-09-0j -1.19342e-07-0j 6.41444e-07-0j 1.04747e-06-0j 0.00318027-0j -8.89522e-08-0j 1.17111e-06-0j -7.2683e-06-0j 1.08424e-06-0j -8.24147e-06-0j -1.09024e-05-0j 3.10122e-07-0j 4.56801e-11-0j -4.08295e-06-0j 1.79182e-05-0j 3.61133e-11-0j -3.84944e-06-0j -7.76412e-10-0j 5.06803e-05-0j -0.000222412-0j -1.46511e-15-0j -0.00712599-0j 0.0541659-0j 5.90164e-09-0j -3.80363e-10-0j -3.36196e-10-0j 9.14278e-09-0j -4.48262e-10-0j -8.51146e-08-0j 1.14285e-09-0j -9.82819e-08-0j 7.47057e-07-0j 8.34618e-09-0j -0.000421997-0j -4.39856e-06-0j -4.48593e-08-0j 5.90164e-09-0j -2.12472e-12-0j -1.09883e-07-0j 5.90601e-07-0j -4.22938e-08-0j 9.64447e-07-0j 0.00292819-0j -1.3114e-12-0j -8.30634e-08-0j -1.05343e-08-0j 1.09358e-06-0j -6.78712e-06-0j 7.47062e-14-0j 1.02295e-06-0j -7.77562e-06-0j 
-4.31317e-14-0j 1.96711e-12-0j -4.8451e-11-0j 6.72392e-10-0j -4.42623e-09-0j -3.23007e-11-0j 9.50906e-10-0j -1.25193e-08-0j 5.49413e-08-0j -8.34618e-09-0j 1.09883e-07-0j -3.93734e-07-0j -2.4022e-07-0j 5.77416e-06-0j -5.37545e-05-0j -6.20704e-05-0j 0.000471808-0j -0.093818-0j -7.91788e-09-0j 1.47423e-07-0j -7.92374e-07-0j -1.29394e-06-0j -0.00392858-0j 1.09883e-07-0j -1.44667e-06-0j 8.97851e-06-0j -1.33936e-06-0j 1.01807e-05-0j 1.34678e-05-0j -6.51766e-09-0j -9.60031e-13-0j 8.5809e-08-0j -3.76576e-07-0j -7.58971e-13-0j 8.09015e-08-0j 1.63174e-11-0j -1.06512e-06-0j 4.67431e-06-0j 3.07914e-17-0j 0.000149763-0j -0.00113837-0j -1.24031e-10-0j 7.99386e-12-0j 7.06564e-12-0j -1.92148e-10-0j 9.42085e-12-0j 1.7888e-09-0j -2.40186e-11-0j 2.06553e-09-0j -1.57005e-08-0j -1.75407e-10-0j 8.86887e-06-0j 9.24419e-08-0j 9.42783e-10-0j -1.24031e-10-0j 4.4654e-14-0j 2.30934e-09-0j -1.24123e-08-0j 8.88864e-10-0j -2.02692e-08-0j -6.15401e-05-0j 2.7561e-14-0j 1.74569e-09-0j 2.21394e-10-0j -2.29831e-08-0j 1.42641e-07-0j -1.57006e-15-0j -2.14988e-08-0j 1.63416e-07-0j 
2.51167e-14-0j -1.1455e-12-0j 2.82142e-11-0j -3.91551e-10-0j 2.5775e-09-0j 1.88095e-11-0j -5.53737e-10-0j 7.29028e-09-0j -3.19937e-08-0j 4.86019e-09-0j -6.39874e-08-0j 2.29281e-07-0j 1.39886e-07-0j -3.36244e-06-0j 3.13026e-05-0j 3.61451e-05-0j -0.000274745-0j 0.0546326-0j 4.61078e-09-0j -8.5848e-08-0j 4.61419e-07-0j 7.53495e-07-0j 0.00228771-0j -6.39874e-08-0j 8.42433e-07-0j -5.22841e-06-0j 7.79941e-07-0j -5.92846e-06-0j -7.84262e-06-0j -4.34784e-07-0j -6.40423e-11-0j 5.72419e-06-0j -2.51208e-05-0j -5.06299e-11-0j 5.39682e-06-0j 1.08851e-09-0j -7.10525e-05-0j 0.000311816-0j 2.05405e-15-0j 0.00999046-0j -0.0759392-0j -8.27395e-09-0j 5.33259e-10-0j 4.71339e-10-0j -1.28179e-08-0j 6.28452e-10-0j 1.19329e-07-0j -1.60224e-09-0j 1.37789e-07-0j -1.04736e-06-0j -1.17011e-08-0j 0.00059163-0j 6.16667e-06-0j 6.28917e-08-0j -8.27395e-09-0j 2.9788e-12-0j 1.54053e-07-0j -8.28008e-07-0j 5.92949e-08-0j -1.35213e-06-0j -0.00410525-0j 1.83856e-12-0j 1.16453e-07-0j 1.47689e-08-0j -1.53317e-06-0j 9.51537e-06-0j -1.04736e-13-0j -1.43415e-06-0j 1.09012e-05-0j 
0.15411-0j 0.0136369-0j -1.74478e-05-0j 3.67432e-09-0j -1.73637e-13-0j 0.00198991-0j -1.49334e-06-0j 1.98078e-10-0j -4.67301e-15-0j -4.56081e-08-0j 4.31059e-12-0j 3.34889e-14-0j 0.000187559-0j -6.84121e-08-0j 4.57207e-12-0j -2.12927e-09-0j 8.70066e-14-0j -3.47531e-11-0j 1.24346e-05-0j -2.3325e-09-0j 6.73951e-14-0j -5.07601e-11-0j -7.24475e-13-0j 6.00458e-07-0j -5.67515e-11-0j -7.63664e-13-0j 2.11911e-08-0j -8.65913e-13-0j 5.28328e-10-0j 2.54225e-06-0j 3.96041e-05-0j -3.37206e-10-0j 7.95529e-15-0j -1.36541e-07-0j 1.09804e-07-0j -1.02146e-08-0j -1.03779e-11-0j -9.87463e-14-0j 0.0645293-0j 2.56316e-09-0j -1.04736e-13-0j 5.57385e-13-0j -0.00032977-0j 1.28063e-11-0j 1.20284e-07-0j 1.69484e-06-0j -8.03872e-12-0j -2.34024e-16-0j 3.74374e-09-0j -1.52977e-13-0j -3.17921e-10-0j 8.64137e-11-0j 9.00705e-13-0j 9.18598e-15-0j -2.23136e-05-0j 0.000315136-0j 4.18562e-09-0j -1.20939e-13-0j -3.99447e-12-0j 9.1088e-11-0j 1.30006e-12-0j -0.0218876-0j -1.09279e-06-0j -0.00338761-0j 1.03284e-10-0j 1.38982e-12-0j -0.0663126-0j -3.8966e-08-0j 1.59224e-12-0j 
