-0.0510762-0j -0.00737222-0j -0.0420036-0j -0.00742525-0j -0.000618771-0j -0.0256411-0j -0.0259069-0j -0.00427352-0j -0.00261699-0j -0.00431781-0j -0.00053419-0j -0.00264411-0j -0.000539726-0j -3.14775e-05-0j -3.18037e-05-0j -0.0186669-0j -0.0230991-0j -0.0134745-0j -0.00301236-0j -0.00245958-0j -0.0037276-0j -0.00035501-0j -0.00217444-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00177542-0j -3.6233e-05-0j -0.000380447-0j -0.00025626-0j -1.6538e-06-0j -0.000221927-0j -4.48361e-05-0j -2.61544e-05-0j -2.04648e-06-0j -1.19378e-06-0j 0.0436616-0j -0.0171631-0j -0.0105102-0j 0.00690351-0j -0.0150177-0j -0.00619448-0j 0.0054577-0j -0.00271372-0j 0.00363847-0j 0.000787751-0j -0.00166181-0j -0.0023745-0j 0.000909617-0j -0.00214538-0j -0.000979433-0j -0.00143026-0j 0.000321598-0j -0.00131377-0j 7.58014e-05-0j -0.000309659-0j -0.000875849-0j 8.03995e-05-0j -0.000189627-0j -0.00187721-0j -0.00125147-0j -0.000357564-0j -0.000270952-0j -0.00077431-0j 6.69996e-06-0j -0.000218962-0j -0.000126418-0j -0.000516206-0j -2.9797e-05-0j -0.000111762-0j 2.49693e-07-0j -7.74148e-05-0j -0.000312868-0j -3.16045e-05-0j -1.82469e-05-0j -0.000110616-0j -1.93537e-05-0j -0.000129052-0j -2.63371e-06-0j -2.60724e-05-0j -2.76539e-05-0j -1.61281e-06-0j -4.56266e-05-0j -1.07543e-05-0j -9.81524e-08-0j -2.30449e-06-0j -6.01058e-08-0j -1.14067e-05-0j -8.58834e-08-0j -9.50555e-07-0j -3.54251e-08-0j 
-5.12413e-05-0j -0.100758-0j -7.30099e-07-0j 1.85147e-05-0j 0.00676012-0j -2.5724e-05-0j 2.509e-05-0j 0.000615031-0j -2.62544e-06-0j -0.000599872-0j -0.00730091-0j 2.56073e-06-0j 0.00712096-0j 0.0819939-0j -0.0799729-0j -1.87272e-05-0j -4.01505e-07-0j 2.63334e-05-0j 0.000433529-0j -2.46753e-06-0j 9.2947e-06-0j -0.00485201-0j -0.000609609-0j 4.42468e-05-0j -5.29029e-08-0j -0.000104025-0j 3.46973e-06-0j 0.0228473-0j 9.48636e-07-0j 0.00682269-0j 0.010884-0j -6.2218e-05-0j 0.000489838-0j -0.0321269-0j 0.000233348-0j -0.0153046-0j -1.47587e-05-0j -2.98326e-07-0j -1.05442e-05-0j 0.000334757-0j 1.45441e-05-0j 1.82128e-05-0j -1.84484e-06-0j 6.7666e-06-0j -1.22989e-06-0j -0.00362759-0j 0.000239162-0j -0.000329889-0j 4.4108e-05-0j -3.72907e-08-0j -0.000413101-0j -2.48605e-08-0j -1.08708e-07-0j -1.31802e-06-0j 0.0161048-0j -7.33263e-05-0j -8.78679e-07-0j -0.00037024-0j -0.00259168-0j 1.81802e-06-0j 1.21201e-06-0j 8.91577e-07-0j 0.00357485-0j 2.2766e-06-0j 0.00588033-0j 3.15123e-05-0j -2.19737e-09-0j 1.51773e-06-0j 0.000325534-0j 0.00447658-0j 0.00111318-0j -7.7665e-08-0j -4.34667e-05-0j -7.48383e-06-0j 0.0115058-0j 1.07128e-07-0j -0.000264512-0j -5.44309e-05-0j 0.000118862-0j -0.0158706-0j 0.000364856-0j 0.00420111-0j 1.3415e-07-0j -0.0198739-0j 2.25012e-05-0j -0.00579483-0j 0.000795292-0j 0.000456889-0j -0.00109699-0j -0.00725654-0j -0.0013737-0j 
-0.00269434-0j -0.000388894-0j 0.319872-0j -0.000391692-0j -3.2641e-05-0j 0.0013141-0j -0.00136662-0j -0.031618-0j 0.00013412-0j 0.0328817-0j 2.7377e-05-0j -0.00013948-0j -2.84713e-05-0j 1.61321e-06-0j -1.67768e-06-0j -0.000984703-0j 0.00118382-0j -0.000710796-0j -0.000158906-0j 0.0187306-0j 0.000191038-0j 0.00270353-0j -0.000114704-0j -1.62183e-05-0j -0.0225181-0j -0.00325021-0j 0.0135205-0j -1.91134e-06-0j 1.94977e-05-0j 0.00195151-0j -8.72403e-08-0j -1.1707e-05-0j 2.29783e-06-0j -1.37968e-06-0j 1.04881e-07-0j -6.29734e-08-0j -0.000776034-0j -0.000905374-0j 0.00163171-0j -0.000122702-0j 0.00076965-0j -0.000326767-0j -9.70043e-05-0j -0.000143152-0j 0.0187365-0j -1.40014e-05-0j 0.000257996-0j 0.000121692-0j 0.00233398-0j -0.000113172-0j -5.16663e-05-0j 0.0218593-0j -5.71603e-06-0j 0.000203964-0j 0.000194498-0j -1.63349e-05-0j -0.0393959-0j -1.42901e-06-0j 2.94396e-05-0j 9.62062e-05-0j -0.0185824-0j 0.00272298-0j 1.38862e-05-0j -4.08458e-05-0j -1.19084e-07-0j -0.00490749-0j -6.66871e-06-0j 0.00788943-0j 0.000226915-0j -5.89559e-06-0j -4.438e-09-0j 1.20187e-05-0j -0.00231478-0j -1.66718e-06-0j -0.000408958-0j 5.66901e-06-0j 3.00467e-06-0j 0.000982775-0j -1.38931e-07-0j -0.000192898-0j 1.41725e-06-0j 2.50389e-07-0j -2.40686e-06-0j 8.18979e-05-0j -5.17767e-09-0j 1.18104e-07-0j 9.33146e-09-0j -6.01716e-07-0j 4.40149e-09-0j -5.0143e-08-0j -1.86872e-09-0j 
0.00272226-0j 0.000392924-0j 0.311988-0j -0.000382037-0j -3.18364e-05-0j 0.00136662-0j -0.00137995-0j -0.0328817-0j 0.00013948-0j 0.0332025-0j 2.84713e-05-0j -0.000140841-0j -2.8749e-05-0j 1.67768e-06-0j -1.69405e-06-0j 0.000994908-0j -0.00118847-0j 0.000644799-0j 0.000160553-0j -0.0189247-0j -0.000191789-0j -0.00273155-0j 0.000104054-0j 1.63863e-05-0j 0.0226067-0j 0.00326299-0j -0.0122651-0j 1.93115e-06-0j -1.95744e-05-0j -0.00177031-0j 8.81444e-08-0j 1.062e-05-0j -2.30687e-06-0j 1.25158e-06-0j -1.05294e-07-0j 5.71263e-08-0j 0.000784076-0j -0.000883058-0j 0.000560171-0j 0.000123973-0j -0.000799931-0j 0.00156043-0j 9.80096e-05-0j -0.000139624-0j -0.0189307-0j 1.41465e-05-0j 8.85709e-05-0j -0.00012648-0j -0.00235817-0j -0.000110382-0j 0.000246726-0j 0.0213205-0j 5.77527e-06-0j 7.00214e-05-0j -0.000196514-0j -1.59323e-05-0j -0.0135247-0j 1.44382e-06-0j 1.01067e-05-0j -9.99914e-05-0j 0.0193135-0j 0.00265586-0j -1.44325e-05-0j 0.000195054-0j 1.20318e-07-0j -0.00168476-0j -6.50434e-06-0j -0.0376749-0j 0.000221322-0j 2.81536e-05-0j 4.48399e-09-0j 4.12605e-06-0j 0.00240585-0j -1.62608e-06-0j -0.000140396-0j -5.89205e-06-0j 1.03151e-06-0j -0.00469311-0j -1.35507e-07-0j 0.000200488-0j -1.47301e-06-0j 8.59594e-08-0j 1.14937e-05-0j -0.000391093-0j -5.05005e-09-0j -1.22751e-07-0j 3.20352e-09-0j 2.87341e-06-0j -4.57466e-09-0j 2.39451e-07-0j 8.92382e-09-0j 
-0.00245958-0j -0.00035501-0j 0.292002-0j -0.000357564-0j -2.9797e-05-0j -0.00123475-0j -0.00124755-0j 0.0297089-0j -0.000126021-0j 0.0300167-0j -2.5724e-05-0j -0.000127327-0j -2.59906e-05-0j -1.5158e-06-0j -1.53151e-06-0j 0.00176779-0j -0.00111234-0j -0.000648865-0j 0.000285277-0j -0.0336262-0j -0.000179503-0j -0.00485353-0j -0.00010471-0j 2.91159e-05-0j 0.0211585-0j 0.00305396-0j 0.0123424-0j 3.43134e-06-0j -1.83205e-05-0j 0.00178148-0j 1.56619e-07-0j -1.06869e-05-0j -2.15909e-06-0j -1.25947e-06-0j -9.85484e-08-0j -5.74866e-08-0j 0.00210253-0j 0.00162538-0j -0.000506119-0j 0.000332439-0j -0.000723178-0j -0.000298296-0j 0.000262816-0j 0.000256995-0j -0.0507633-0j 3.79343e-05-0j -8.00245e-05-0j -0.000114344-0j -0.00632352-0j 0.000203172-0j -4.71647e-05-0j -0.039243-0j 1.54866e-05-0j -6.32649e-05-0j -0.00052696-0j 2.93254e-05-0j 0.0122197-0j 3.87165e-06-0j -9.1315e-06-0j -9.03973e-05-0j 0.0174604-0j -0.00488844-0j -1.30477e-05-0j -3.7287e-05-0j 3.22637e-07-0j 0.00152219-0j 1.1972e-05-0j 0.00720203-0j -0.00040737-0j -5.38191e-06-0j 1.2024e-08-0j -3.72792e-06-0j 0.00217501-0j 2.99301e-06-0j 0.000126849-0j -5.32671e-06-0j -9.3198e-07-0j 0.000897147-0j 2.49417e-07-0j 0.000181251-0j -1.33168e-06-0j -7.7665e-08-0j -2.19716e-06-0j 7.47622e-05-0j 9.29523e-09-0j -1.10973e-07-0j -2.8944e-09-0j -5.49289e-07-0j -4.13572e-09-0j -4.57741e-08-0j -1.7059e-09-0j 
-0.0455363-0j -0.00655177-0j 0.000391692-0j 0.312134-0j -0.000827747-0j -0.000232302-0j 0.000241587-0j 0.00182555-0j 0.00455715-0j -0.00189851-0j -0.0440955-0j -0.00473929-0j 0.045858-0j 5.46412e-05-0j -5.68251e-05-0j 0.000174073-0j -0.000209272-0j 0.000125652-0j -0.00132451-0j -0.00219281-0j 0.00159234-0j -0.000315501-0j -0.000956084-0j 0.0259834-0j 0.00263621-0j 0.000379299-0j -0.00158285-0j 0.00463398-0j -0.0312376-0j -0.000227741-0j -3.69752e-06-0j 0.0187558-0j -0.00557101-0j 0.00334498-0j 4.44519e-06-0j -2.66901e-06-0j 0.000137185-0j 0.000160049-0j -0.000288448-0j -0.00102274-0j -0.000136056-0j 5.77647e-05-0j -0.00163945-0j -0.0011932-0j 1.14321e-05-0j -0.000235884-0j 0.00215045-0j 0.00101433-0j 0.0128836-0j -0.00191269-0j -0.000430649-0j 1.33374e-05-0j -0.000291837-0j 0.00344714-0j -3.41659e-05-0j -0.000275198-0j -2.40374e-05-0j 0.00462742-0j 0.000495975-0j 0.00162596-0j -1.1338e-05-0j 0.0150309-0j 0.000233943-0j -0.000690325-0j 0.000385624-0j -0.0270894-0j -0.000340476-0j 4.81373e-06-0j -3.98603e-05-0j -9.9324e-05-0j -2.25872e-07-0j 0.000613624-0j -0.0127776-0j 0.00539865-0j 7.18382e-05-0j 0.000289436-0j -0.00972973-0j 0.00542492-0j 0.000449895-0j 3.38849e-05-0j -0.00458934-0j -0.000810824-0j -0.000122884-0j -1.43863e-05-0j -2.63518e-07-0j -0.000382452-0j 4.74926e-07-0j 0.00194848-0j 2.24014e-07-0j 0.000162376-0j -9.51086e-08-0j 
-3.96913e-05-0j -0.0780468-0j -3.2641e-05-0j 0.000827747-0j 0.302229-0j 1.93585e-05-0j -2.01322e-05-0j -0.000462839-0j 1.97577e-06-0j 0.000481338-0j 0.00549427-0j -2.05474e-06-0j -0.00571387-0j -0.0617041-0j 0.0641703-0j -1.4506e-05-0j 1.74393e-05-0j -1.0471e-05-0j 0.00033581-0j -1.91134e-06-0j -0.000403714-0j -0.00375835-0j 0.0002424-0j 3.42735e-05-0j 2.29783e-06-0j 0.00451833-0j -1.37968e-06-0j 0.0176974-0j -4.12039e-05-0j -0.00271292-0j 0.00843068-0j 2.47399e-05-0j -0.0212761-0j 0.0127747-0j -0.0101354-0j 0.00608559-0j -1.14321e-05-0j -1.33374e-05-0j 2.40374e-05-0j 0.000259301-0j 1.1338e-05-0j -4.81373e-06-0j -1.42901e-06-0j 0.000302518-0j -9.52672e-07-0j -0.00280992-0j -0.000545214-0j -0.000257168-0j 3.41659e-05-0j -1.66718e-06-0j 0.000109185-0j -1.11145e-06-0j -8.42051e-08-0j 3.00467e-06-0j 0.0124747-0j -0.00327824-0j 2.00311e-06-0j -0.000286786-0j 0.00590822-0j 1.41725e-06-0j 9.44834e-07-0j 3.98603e-05-0j 0.0027868-0j -6.01716e-07-0j 0.00455489-0j -7.18382e-05-0j -9.82393e-08-0j -4.01144e-07-0j 0.0145539-0j -0.00118318-0j 0.000862263-0j 1.77052e-07-0j -3.38849e-05-0j -0.000334584-0j -0.0262297-0j 8.35123e-08-0j 0.000603005-0j 1.43863e-05-0j 0.00531403-0j -0.0123721-0j 0.000284427-0j -0.00957723-0j -3.54564e-08-0j 0.00525276-0j 0.00100597-0j -0.00451741-0j -0.00181302-0j -0.000120758-0j -0.000855169-0j 0.00191794-0j 0.000363075-0j 
0.0460082-0j 0.00661966-0j 0.000382037-0j 0.304441-0j -0.000807345-0j -0.000241587-0j 0.000243944-0j 0.00189851-0j 0.00473929-0j -0.00191703-0j -0.045858-0j -0.00478553-0j 0.0463054-0j 5.68251e-05-0j -5.73795e-05-0j -0.000175877-0j 0.000210095-0j -0.000113985-0j 0.00133824-0j 0.00221553-0j -0.0015986-0j 0.000318771-0j 0.000867312-0j -0.0262527-0j -0.00264658-0j -0.00038079-0j 0.00143588-0j -0.004682-0j 0.0313604-0j 0.000206595-0j 3.73584e-06-0j -0.0170144-0j 0.00559292-0j -0.0030344-0j -4.46267e-06-0j 2.42119e-06-0j -0.000138606-0j 0.000156104-0j -9.90252e-05-0j 0.00103334-0j 0.000141409-0j -0.000275848-0j 0.00165644-0j -0.00116379-0j -1.15505e-05-0j 0.000238328-0j 0.000738256-0j -0.00105424-0j -0.0130171-0j -0.00186554-0j 0.00205651-0j 1.30087e-05-0j 0.000294861-0j 0.00118341-0j 3.452e-05-0j -0.000268415-0j -8.2521e-06-0j -0.00467537-0j 0.00017027-0j -0.00168993-0j 1.17841e-05-0j 0.0146604-0j -0.000243147-0j 0.00329656-0j -0.000389621-0j -0.00929987-0j -0.000332084-0j -2.29873e-05-0j -3.88778e-05-0j 0.000474309-0j 2.28213e-07-0j 0.000210659-0j 0.0132803-0j 0.00526559-0j 2.46623e-05-0j -0.000300823-0j -0.00334025-0j -0.025906-0j 0.000438806-0j -3.5218e-05-0j 0.00476991-0j -0.000278358-0j 0.000586818-0j 6.87e-05-0j -2.57023e-07-0j 0.000397499-0j 1.63043e-07-0j -0.00930469-0j -2.32828e-07-0j -0.000775404-0j 4.54179e-07-0j 
0.00304358-0j 0.000439302-0j -0.00626042-0j 7.66604e-06-0j 6.38837e-07-0j -0.00148443-0j -0.00149027-0j 0.0357163-0j -0.000151504-0j 0.0358567-0j -3.09257e-05-0j -0.0001521-0j -3.10472e-05-0j -1.82231e-06-0j -1.82948e-06-0j 0.00111234-0j -2.31693e-05-0j -0.00156413-0j 0.000179503-0j -0.0211585-0j -3.73893e-06-0j -0.00305396-0j -0.00025241-0j 1.83205e-05-0j 0.000440716-0j 6.36119e-05-0j 0.0297521-0j 2.15909e-06-0j -3.81603e-07-0j 0.00429435-0j 9.85484e-08-0j -2.57615e-05-0j -4.49723e-08-0j -3.03602e-06-0j -2.0527e-09-0j -1.38575e-07-0j -0.00260175-0j 1.77196e-05-0j -0.00184321-0j -0.000411373-0j 0.000839285-0j -0.00108178-0j -0.000325219-0j 2.80172e-06-0j 0.0628164-0j -4.69413e-05-0j -0.000291438-0j 0.000132703-0j 0.00782495-0j 2.21495e-06-0j -0.000171045-0j -0.000427822-0j -1.91637e-05-0j -0.000230402-0j 0.000652079-0j 3.19701e-07-0j 0.0445024-0j -4.79092e-06-0j -3.32556e-05-0j 0.000104911-0j -0.0202636-0j -5.32931e-05-0j 1.51425e-05-0j -0.000135223-0j -3.99243e-07-0j 0.0055436-0j 1.30517e-07-0j 0.0261185-0j -4.44109e-06-0j -1.95178e-05-0j -1.48789e-08-0j -1.35766e-05-0j -0.00252421-0j 3.26294e-08-0j 0.000461967-0j 6.18192e-06-0j -3.39414e-06-0j 0.00325355-0j 2.71911e-09-0j -0.000210351-0j 1.54548e-06-0j -2.82845e-07-0j -7.9681e-06-0j 0.000271129-0j 1.01335e-10-0j 1.2879e-07-0j -1.0541e-08-0j -1.99202e-06-0j 4.79972e-09-0j -1.66002e-07-0j -6.18653e-09-0j 
-0.0415688-0j -0.00598092-0j 0.000357564-0j 0.284938-0j -0.000755627-0j 0.000218275-0j 0.000220537-0j -0.00171532-0j -0.00428199-0j -0.00173309-0j 0.041433-0j -0.00432636-0j 0.0418624-0j -5.13419e-05-0j -5.1874e-05-0j -0.000312505-0j 0.000196636-0j 0.000114704-0j 0.00237784-0j 0.00393665-0j -0.0014962-0j 0.000566405-0j -0.000872781-0j -0.0466469-0j -0.00247704-0j -0.000356396-0j -0.00144494-0j -0.00831917-0j 0.0293514-0j -0.000207898-0j 6.63799e-06-0j 0.0171217-0j 0.00523463-0j 0.00305354-0j -4.17679e-06-0j -2.43646e-06-0j -0.000371678-0j -0.000287329-0j 8.94701e-05-0j 0.00277095-0j 0.000127841-0j 5.27317e-05-0j 0.00444179-0j 0.0021421-0j -3.09732e-05-0j 0.000639086-0j -0.00066702-0j -0.000953085-0j -0.0349059-0j 0.00343376-0j -0.000393127-0j -2.39441e-05-0j 0.000790681-0j -0.00106922-0j 9.25667e-05-0j 0.00049405-0j 7.45584e-06-0j -0.0125372-0j -0.00015384-0j -0.00152778-0j 1.06534e-05-0j -0.0269842-0j -0.000219817-0j -0.000630178-0j -0.00104478-0j 0.00840251-0j 0.000611242-0j 4.39431e-06-0j 7.15594e-05-0j -9.067e-05-0j 6.11962e-07-0j -0.000190332-0j 0.0120061-0j -0.00969196-0j -2.22826e-05-0j -0.000271959-0j 0.00301794-0j 0.00495226-0j -0.000807677-0j -3.18389e-05-0j 0.00431224-0j 0.000251499-0j -0.000112178-0j -1.31329e-05-0j 4.73082e-07-0j 0.000359359-0j -1.47311e-07-0j 0.00177871-0j -2.10488e-07-0j 0.000148228-0j -8.68219e-08-0j 
4.01026e-05-0j 0.0788555-0j -3.18364e-05-0j 0.000807345-0j 0.294779-0j 2.01322e-05-0j -2.03286e-05-0j -0.000481338-0j 2.05474e-06-0j 0.000486034-0j 0.00571387-0j -2.07478e-06-0j -0.00576962-0j -0.0641703-0j 0.0647964-0j 1.46564e-05-0j -1.75079e-05-0j 9.49879e-06-0j -0.00033929-0j 1.93115e-06-0j 0.000405301-0j 0.0037973-0j -0.000219894-0j -3.46286e-05-0j -2.30687e-06-0j -0.00453609-0j 1.25158e-06-0j -0.0178808-0j 4.13659e-05-0j 0.00246103-0j -0.00851804-0j -2.24428e-05-0j 0.0213597-0j -0.0115886-0j 0.0101753-0j -0.00552054-0j 1.15505e-05-0j -1.30087e-05-0j 8.2521e-06-0j -0.000261988-0j -1.17841e-05-0j 2.29873e-05-0j 1.44382e-06-0j 0.000295062-0j 9.62545e-07-0j 0.00283904-0j -0.000187174-0j 0.000267286-0j -3.452e-05-0j -1.62608e-06-0j -0.000521397-0j -1.08406e-06-0j 8.50777e-08-0j 1.03151e-06-0j -0.012604-0j -0.00319744-0j 6.87675e-07-0j 0.000289758-0j 0.00202831-0j -1.47301e-06-0j -9.82008e-07-0j 3.88778e-05-0j -0.00289645-0j 2.87341e-06-0j -0.00460209-0j -2.46623e-05-0j -9.58179e-08-0j 1.91561e-06-0j 0.0141951-0j 0.00565012-0j -0.000871199-0j 6.07825e-08-0j 3.5218e-05-0j -0.000326337-0j -0.00900474-0j -8.67981e-08-0j 0.000207013-0j -6.87e-05-0j 0.00518305-0j 0.0128589-0j -0.000295617-0j -0.00328789-0j 1.69318e-07-0j -0.0250839-0j 0.000981179-0j 0.00469514-0j -0.000622414-0j 0.000576663-0j 0.000888815-0j -0.00915885-0j -0.00173382-0j 
0.00202905-0j 0.000292868-0j -0.00417362-0j 5.11069e-06-0j 4.25891e-07-0j 0.00101862-0j -0.000993512-0j -0.0245086-0j 0.000103962-0j 0.0239045-0j 2.12212e-05-0j -0.0001014-0j -2.06982e-05-0j 1.25047e-06-0j -1.21965e-06-0j -0.00365827-0j 1.58988e-05-0j -0.00104275-0j -0.000590351-0j 0.0695861-0j 2.56566e-06-0j 0.0100439-0j -0.000168273-0j -6.02524e-05-0j -0.00030242-0j -4.36506e-05-0j 0.0198348-0j -7.10082e-06-0j 2.61856e-07-0j 0.0028629-0j -3.24107e-07-0j -1.71743e-05-0j 3.086e-08-0j -2.02401e-06-0j 1.40856e-09-0j -9.2383e-08-0j 0.000584416-0j -5.82764e-05-0j 0.000417527-0j 9.24043e-05-0j -0.000575919-0j -0.00072119-0j 7.3052e-05-0j -9.21431e-06-0j -0.0141101-0j 1.05442e-05-0j 6.60168e-05-0j -9.10607e-05-0j -0.00175768-0j -7.28455e-06-0j -0.00011403-0j 0.00140702-0j 4.30463e-06-0j 5.21909e-05-0j -0.000146473-0j -1.05143e-06-0j -0.0100807-0j 1.07616e-06-0j 7.5331e-06-0j -7.19898e-05-0j 0.0139049-0j 0.000175271-0j -1.03908e-05-0j -9.01487e-05-0j 8.96798e-08-0j -0.00125574-0j -4.29246e-07-0j 0.0174124-0j 1.46059e-05-0j -1.30119e-05-0j 3.34217e-09-0j 3.07538e-06-0j 0.00173212-0j -1.07312e-07-0j -0.000104645-0j -4.24204e-06-0j 7.68844e-07-0j 0.00216903-0j -8.94263e-09-0j 0.000144343-0j -1.06051e-06-0j 6.40704e-08-0j -5.31207e-06-0j 0.000180753-0j -3.33272e-10-0j -8.83758e-08-0j 2.38776e-09-0j -1.32802e-06-0j -3.29357e-09-0j -1.10668e-07-0j -4.12435e-09-0j 
-3.6233e-05-0j -0.0712466-0j -2.9797e-05-0j 0.000755627-0j 0.275896-0j -1.81896e-05-0j -1.83781e-05-0j 0.000434893-0j -1.85647e-06-0j 0.0004394-0j -0.00516253-0j -1.87571e-06-0j -0.00521603-0j 0.0579784-0j 0.0585792-0j 2.60421e-05-0j -1.63863e-05-0j -9.55869e-06-0j -0.000602865-0j 3.43134e-06-0j 0.000379338-0j 0.0067472-0j 0.00022128-0j -6.15296e-05-0j -2.15909e-06-0j -0.00424551-0j -1.25947e-06-0j -0.0317714-0j 3.8716e-05-0j -0.00247655-0j -0.0151352-0j 2.25843e-05-0j 0.0199914-0j 0.0116616-0j 0.00952346-0j 0.00555535-0j 3.09732e-05-0j 2.39441e-05-0j -7.45584e-06-0j -0.000702532-0j -1.06534e-05-0j -4.39431e-06-0j 3.87165e-06-0j -0.000543097-0j 2.5811e-06-0j 0.00761299-0j 0.000169113-0j 0.00024164-0j -9.25667e-05-0j 2.99301e-06-0j 9.96714e-05-0j 1.99534e-06-0j 2.28139e-07-0j -9.3198e-07-0j -0.0337981-0j 0.00588528-0j -6.2132e-07-0j 0.000776998-0j -0.00183259-0j -1.33168e-06-0j -8.87785e-07-0j -7.15594e-05-0j -0.00261853-0j -5.49289e-07-0j -0.0123407-0j 2.22826e-05-0j 1.76365e-07-0j -3.66193e-07-0j -0.0261279-0j -0.00108009-0j -0.00233615-0j -5.49174e-08-0j 3.18389e-05-0j 0.000600664-0j 0.00813585-0j -7.84698e-08-0j -0.000187038-0j 1.31329e-05-0j -0.00954005-0j 0.0116251-0j -0.000267253-0j 0.00297064-0j -3.23672e-08-0j 0.0047951-0j -0.00180598-0j 0.00424465-0j 0.000562356-0j -0.000110236-0j 0.000803534-0j 0.00175083-0j 0.000331441-0j 
-0.00177542-0j -0.00025626-0j -0.410601-0j 0.000502791-0j 4.18992e-05-0j -0.000891291-0j -0.000808535-0j 0.021445-0j -9.0967e-05-0j 0.0194538-0j -1.85686e-05-0j -8.25208e-05-0j -1.68445e-05-0j -1.09416e-06-0j -9.92571e-07-0j -0.000648865-0j 0.00156413-0j -0.00180048-0j -0.00010471-0j 0.0123424-0j 0.00025241-0j 0.00178148-0j -0.000290552-0j -1.06869e-05-0j -0.0297521-0j -0.00429435-0j 0.034248-0j -1.25947e-06-0j 2.57615e-05-0j 0.00494327-0j -5.74866e-08-0j -2.96543e-05-0j 3.03602e-06-0j -3.49479e-06-0j 1.38575e-07-0j -1.59515e-07-0j 0.00151769-0j 0.00116217-0j -0.000365336-0j 0.000239967-0j -0.000468691-0j -0.000257789-0j 0.000189711-0j 0.000183756-0j -0.0366429-0j 2.73824e-05-0j -5.77647e-05-0j -7.41066e-05-0j -0.00456456-0j 0.000145272-0j -4.076e-05-0j -0.0280594-0j 1.11788e-05-0j -4.5667e-05-0j -0.00038038-0j 2.09682e-05-0j 0.00882065-0j 2.7947e-06-0j -6.59147e-06-0j -5.85864e-05-0j 0.0113161-0j -0.00349532-0j -8.45622e-06-0j -3.22236e-05-0j 2.32892e-07-0j 0.00109878-0j 8.56022e-06-0j 0.00622403-0j -0.000291277-0j -4.65107e-06-0j 8.67937e-09-0j -2.69095e-06-0j 0.00140962-0j 2.14005e-06-0j 9.15646e-05-0j -3.45224e-06-0j -6.72739e-07-0j 0.000775319-0j 1.78338e-07-0j 0.000117469-0j -8.63059e-07-0j -5.60616e-08-0j -1.89879e-06-0j 6.46099e-05-0j 6.64626e-09-0j -7.19216e-08-0j -2.08929e-09-0j -4.74698e-07-0j -2.68036e-09-0j -3.95582e-08-0j -1.47425e-09-0j 
0.00175721-0j 0.000253631-0j -0.208616-0j 0.000255456-0j 2.1288e-05-0j -0.00259622-0j 0.000891291-0j 0.0624667-0j -0.000264976-0j -0.021445-0j -5.4088e-05-0j 9.0967e-05-0j 1.85686e-05-0j -3.18716e-06-0j 1.09416e-06-0j -0.00126297-0j -0.00233884-0j 0.000463572-0j -0.000203811-0j 0.0240237-0j -0.000377428-0j 0.00346753-0j 7.48086e-05-0j -2.08014e-05-0j 0.0444884-0j 0.00642134-0j -0.00881786-0j -2.45147e-06-0j -3.85211e-05-0j -0.00127275-0j -1.11894e-07-0j 7.63512e-06-0j -4.53976e-06-0j 8.99807e-07-0j -2.07211e-07-0j 4.10704e-08-0j 0.000506119-0j -0.00116123-0j 0.000321001-0j 8.00245e-05-0j -0.00152057-0j 0.000213113-0j 6.32649e-05-0j -0.000183606-0j -0.0122197-0j 9.1315e-06-0j 5.07547e-05-0j -0.000240424-0j -0.00152219-0j -0.000145153-0j 3.36961e-05-0j 0.0280365-0j 3.72792e-06-0j 4.01251e-05-0j -0.000126849-0j -2.09511e-05-0j -0.00775022-0j 9.3198e-07-0j 5.79156e-06-0j -0.000190072-0j 0.0367126-0j 0.00349247-0j -2.74345e-05-0j 2.66391e-05-0j 7.7665e-08-0j -0.000965434-0j -8.55323e-06-0j -0.00514538-0j 0.000291039-0j 3.84502e-06-0j 2.8944e-09-0j 2.36439e-06-0j 0.00457324-0j -2.13831e-06-0j -8.04528e-05-0j -1.12001e-05-0j 5.91098e-07-0j -0.000640953-0j -1.78192e-07-0j 0.000381103-0j -2.80002e-06-0j 4.92582e-08-0j 1.56972e-06-0j -5.34127e-05-0j -6.64084e-09-0j -2.33335e-07-0j 1.83574e-09-0j 3.92431e-07-0j -8.69588e-09-0j 3.27026e-08-0j 1.21875e-09-0j 
