-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
-0.000490494-0.00903737j 0.00475006-0.00956574j -0.00680972+0.00332107j 0.0111748+0.0207384j -0.000106745-0.00628075j 0.0636783-0.138262j 0.138162+0.0528525j 0.0615274+0.023403j 0.0136457-0.0072488j 0.132997+0.0243615j 0.0113805+0.025334j 0.00474796-0.0120755j -0.0352105-0.0108528j 0.0105356+0.0172665j -0.000203056-0.00535127j -0.0047107-0.00337081j 0.00390454+0.00486127j 0.00963661-0.00329566j 0.000703164-0.00447259j 0.00416119-0.0053223j 0.0499452+0.00515179j -0.0304133+0.000444231j -0.0156943+0.00223028j 0.00125953-0.00974276j -0.0101598-0.00246121j 0.0144061+0.0165242j -0.0212723-0.00115859j 0.00551261+0.0115264j -9.27716e-05-0.0191809j 0.00262409-0.00111333j -0.00359981+0.00867775j -0.00616496-0.0154676j -0.00026846-0.0001601j 0.00209585+0.00808773j 0.0049843+0.00995818j -0.00334685-0.00168777j 0.00334166+0.00172525j 0.00944775-0.00474577j -0.00619943+0.00256886j 0.00642991-0.00186294j 0.00839198-0.00478312j 0.00181233-0.000197313j -0.000404136+4.84745e-05j 0.00986102+0.00680511j -0.00519393+0.0258313j 0.0227712-0.00564976j -0.00509616-0.0118721j 0.00217553+0.00848368j -0.0047868-0.0107831j -0.0160569-0.00857009j 0.0162625+0.000282897j -0.0285223+0.0228348j -0.0230241+0.00371358j -0.0256336-0.00378383j -0.0399385+0.00438512j -0.0175294+0.0263683j 0.00160012-0.00928054j -0.013075-0.0281681j 0.0452578-0.0120511j 0.0320559-0.00656213j -0.0269934+0.028343j 0.0395157-2.03204e-05j 0.00104712-0.0149222j 0.0375061-0.00375597j -0.000334946-0.00780117j -0.00499237-0.0148667j 0.0018055-0.00038956j 0.00663512+0.00421281j 0.0188342+0.0133585j 0.0103614+0.00498526j 0.0113017+0.00324538j -0.00656313+0.00313161j 0.00691436+0.00156714j 0.00527122-0.00315555j -0.00219574-0.00160994j -0.00187098-0.00640802j -0.00136206+0.00113129j -0.000931019-0.000910709j 0.00534087+0.000225987j -0.00832408+0.00201268j -0.00395154+7.76417e-05j -0.0108374-0.00531452j -0.00164652-0.000595718j 0.00122369-0.00467435j 0.00201271+0.000165194j -0.0065405-0.000670841j -3.2756e-05+0.0049806j 0.00661026+1.8549e-05j -0.00170841-0.00227715j -3.96946e-05-0.00218646j -0.0024122-0.00325558j -0.00254001+0.00198237j -0.000500004-0.000146549j -0.00510418+0.000949976j -0.00237277+0.00364033j 
0.00105708+0.0375703j -0.0352389+0.0174074j 0.0354832+0.0213043j -0.0817375-0.0454193j 0.0161706-0.0675438j -0.169678-0.053189j 0.0898164+0.0711879j 0.096567+0.283972j -0.173802+0.0014865j -0.206895-0.0077777j 0.00892477-0.00504858j 0.0566075+0.0641461j 0.0370131+0.00134012j -0.0275103-0.0149189j -0.00807772+0.0157628j -0.00828273+0.00788206j 0.0195785-0.00686211j -0.00611289+0.0141211j -0.00202179+0.00705908j -0.0113165-0.0116024j 0.0174625+0.00399232j -0.00246223-0.00939549j 0.0150986-0.0111907j 0.0263856+0.00172612j -0.00742812+0.0308392j 0.017666+0.0107995j -0.00540299-0.0150922j -0.00369728-0.0357694j 0.0280792+0.0343754j -0.00688546-0.0255055j 0.001157+0.00865325j -0.000450199+0.029965j -0.00383193+0.00443792j -0.00315359-0.00102386j -0.00203893-0.0169899j 0.00105103+0.00202946j 0.00189245-0.0102088j -0.00216152-0.0018206j 0.00091345-0.00518241j -0.00415292+0.00403526j -0.00499251+0.00633438j -0.00244951-0.00147168j 0.0043999-0.00886087j 0.00128887-0.0060823j -0.000633881+1.50369e-05j 0.00387252-1.31618e-05j 0.00448864+0.00369309j 0.00330535+0.0009733j -0.00475888+0.00377641j -0.00243332+0.00192829j 0.0039049-0.00678333j -0.00520506-0.0138103j -0.00394719+0.0123664j -0.000886329+0.00299727j -0.0163576-0.00602759j 0.0129784+0.0124864j -0.000745114+0.0110082j -0.0064755-0.0109934j 0.00465893+0.0101004j -0.00108251-0.00159546j 0.00781017+0.0207282j 0.00922788+0.020954j 0.000961367+0.0056473j -0.00147017+0.00363549j -0.000339203-0.00338957j -0.0101252-0.00815688j -0.00521422+0.007899j -0.00814397+7.61204e-05j -0.00188781-0.0156229j -0.00265401-0.000614723j -0.00064004+0.00180859j -0.00429587-0.0226645j -0.00916015+0.00508704j -0.00301678+0.00088958j -0.00949614-0.0108133j -0.000958027+0.0059039j 0.00114819+0.000800797j -0.00888418+0.0185532j -0.00277987-0.00279091j -0.000140139-0.00565771j -0.00383334-0.0103621j 0.00865117+0.00598962j -0.000149683+0.00814524j -0.00672061+0.00359946j -0.00256119+0.00621371j -0.00173343-0.000895451j 0.00338858+0.00227188j -0.00153116-0.000814383j -0.00156196-0.0015331j -0.00464576+0.00528966j -0.00385438+0.0028345j 0.00381991+0.0032481j 0.00671812-0.00292781j 0.00820175-0.000807056j -0.000598405-0.0065351j 
0.00971488-0.0286808j -0.0166866+0.0110837j -0.0419016-0.0495423j 0.00442875-0.0507677j 0.171439+0.301958j -0.0387946-0.227623j -0.0419432-0.0466483j -0.0860167+0.0722981j -0.0384776-0.0156838j 0.1423-0.0142561j 0.0251516+0.0172174j -0.0620291-0.00458784j -0.0361118-0.0120429j 0.0322129+0.0196176j 0.00535856-0.00490495j 0.015086-0.0156532j 0.0115859-0.00926953j 0.00666801+0.0159104j -0.011566-0.00466588j -0.0463078-0.0316414j -0.0154168-0.0108132j -0.00435651-0.00866638j -0.00352856-0.00236951j 0.00981961+0.0118439j -0.032895-0.0370658j 0.0257802+0.0214176j 0.0095263-0.0158071j 0.0080554+0.0158552j 0.00171598-0.013914j 0.00289471-0.0100912j -0.000283537+0.0152428j -0.0135928-0.0400456j -0.00497683-0.0040094j 0.00391979+0.00180956j 0.0040388+0.0177935j -0.000960475-0.00302325j 0.00127738+0.00250795j 0.00140876-0.00876328j 0.00321075-0.00120512j -0.00810549-0.00097438j 0.00195122-0.00472677j -0.00578346+0.000581261j 0.00934876+0.0068575j -0.0118432+0.00409611j 0.00530968-0.000995812j 0.000192978+0.00695135j 0.0104247-0.00241853j 0.00686036+0.000106479j 0.00483602-0.00655144j -0.00388744-0.00312666j -0.0136318+0.00677885j -0.00766328-0.0122116j 0.00815201+0.0161752j 0.0189141+0.00467802j 0.00816388-0.010517j -0.00571658+0.00901681j -0.0124514-0.00398428j -0.00596181-0.00401291j -0.00958162+0.0130656j -0.0112554-0.00161639j 0.00398512+0.00172496j -0.0127092-0.00324618j -0.00744265-0.0103836j -0.0197345+0.000355165j -0.00568568-0.0106784j -0.0102991+0.00351039j -0.000890636+0.00833301j -0.011984+0.00225194j 0.00283376-0.00754125j 0.00366869+0.0117907j 0.00449786-0.000924486j -0.00710153-0.00464279j -0.00835823+0.00409695j 0.00301533-0.0120533j 0.00392014+0.00633393j 0.011802-0.0128045j 0.00379191-0.00452428j -0.00138983+0.010939j 0.00594088+0.00390887j -0.0124747+0.0073188j -0.00624284-0.00604516j -0.0106307-0.00508141j 0.00825432-0.00369634j 0.00142225-0.00390739j 0.00446808+9.18546e-05j 0.00654611-0.00262243j -0.00176828+0.00128022j 0.0120591+0.00473591j -0.00857979-0.00744948j 0.00629497-0.00270371j -0.000659971-0.00355968j 0.00018661+0.00486898j -0.00195038-0.000826541j -0.00443242+0.00200887j -0.00370152+0.0032055j 
0.010533-0.014136j -0.0898182+0.0205944j -0.0364408-0.207741j -0.0931559-0.235094j 0.0261789+0.0321698j -0.0400061+0.111498j 0.169475+0.259147j -0.0900072-0.159356j 0.053689+0.0202989j -0.093386-0.0354744j -0.0400356-0.0312838j -0.0640697-0.0205402j 0.0579956+0.023272j 0.00230989-0.00760419j 0.000700497-0.00350291j 0.00729138-0.0167442j 0.0251816-0.0357387j 0.00477237+0.0459004j 0.00780402-0.0117782j 0.0262681-0.0107674j -0.00695591-0.00234107j 0.0165266+0.0154515j 0.0261233+0.00563273j 0.00768436-0.00509373j -0.00116082-0.0040016j -0.0188517-0.00019239j 0.00035009+0.013314j 0.00998257+0.002429j 0.0058296+0.0117845j 0.0060165+0.0123099j -0.00869779-0.0123792j 0.000306674+0.00443664j -0.00165312-0.00848658j -0.00507289-0.012685j 0.000112106-0.0165146j 0.00118123+0.000770283j 0.000327059-0.0116282j -0.000646741-0.0166449j 0.0017916-0.0132162j -0.0123957-0.00117552j -0.00932519-0.000762878j 0.00120781-0.00824692j 0.0102258+0.0207796j -0.000412482+0.0153876j 0.0112459-0.0097364j 0.00979603+0.0120315j 0.0106247+0.0063042j 0.01415+0.00362195j 0.000813021-0.0133761j -0.0180915-0.00180172j 0.0014642-0.00630281j -0.00575295-0.00497508j 0.0026124+0.00663315j 0.00856888+0.00265599j -0.0133736-0.0113673j -0.00289849-0.000176102j 0.0179172-0.00514212j -0.0171643-0.00852522j -0.00570877+0.0096504j -0.00132468-0.000940712j -0.00303534-0.00921909j 0.0147834-0.00388209j -0.00398893+0.00307848j 0.00867513-0.00517965j -0.0121049-0.00249025j -0.00214229+0.0180466j -0.000235205+0.00184347j 0.00538406+0.007608j -0.000772928-0.000688985j -0.00381114-0.00303002j 0.00335842+0.00378849j 0.00220748+0.00689492j -0.00259788-0.00504561j -0.00215234+0.000642391j -6.50257e-06+0.00883263j -0.0018965-0.000216747j -0.0124549+0.00348231j -0.000287622+0.00233742j 0.00480192-0.00592768j -0.000927799+0.00914508j -0.00426458+0.0118946j 0.00098528+0.00416899j -0.0061299-0.0031679j -0.00109986-0.00278305j -0.00250283+0.00250403j 0.00719981-0.00290705j -0.00130094-0.00390946j 0.000884739-0.00118212j 0.00621948-0.00343093j -0.0056059+0.000417514j 0.00114291-0.00101917j 0.00439265+0.00215431j -0.00956509+0.00246124j 0.00649311+0.00199515j 0.00848447-0.00334588j 
-0.0260645-0.0356075j 0.0674075-0.0643813j 0.0179224-0.105471j 0.0608427+0.155123j -0.0674029-0.0909718j 0.101841+0.0974023j -0.157361-0.119062j 0.071479+0.0454108j -0.0636258+0.0173393j -0.0274297+0.0264349j 0.00360312-0.00235776j 0.066063+0.010443j -0.015192-0.0333195j -0.0148494+0.0254551j 0.0047539-0.00562551j -0.0193118-0.0132016j -0.0298712+0.0366133j -0.0216657+0.00209296j -0.0312345-0.019788j -0.00849723+0.0125701j 0.0238397+0.00499304j 0.0160063+0.00605522j -0.00922103-0.00166241j -0.012482+0.000521925j 0.0163666+0.0209824j 0.0204067-0.019684j 0.00671504-0.0166649j -0.0133727-0.0117164j -0.00491325+0.00218133j -0.00413908-0.00694795j 0.00811592+0.00474551j 0.00290527+0.0195289j 0.00284717+0.0109264j 0.00784957+0.0104564j -0.00187729+0.00171588j -0.00531522+0.00172738j -0.00437717+0.00324283j -0.00754846+0.0090222j -0.00345048+0.014809j -0.011165-0.0103454j 0.00519323-0.0118584j -0.00818985+0.0126724j 0.0131724+0.0105046j -0.0194834+0.0181042j 0.0127626-0.00975428j 0.00938015+0.00555307j 0.0235139-0.0167343j 0.0143911+0.00405833j 0.0150301-0.0154097j -0.0221193-0.00127879j -0.0113851+0.00934941j -0.0162607+0.00674461j -0.0129123+0.0157598j 0.0130652+0.0187831j -0.0127858-0.00939585j -0.0110357+0.0165651j 0.0032939-0.0140235j -0.0200727+0.0151903j -0.00637137+0.0146588j -0.00341521+0.0104836j -0.0218866-0.0105483j 0.0120658-0.0115129j -0.00942186-0.0128199j 0.00335526-0.000321419j -0.0152742+0.00807265j -0.0166478+0.008212j -0.012063-0.00158927j -0.00872058+0.00528287j 0.00774988-0.0014611j 0.00361813+0.00469227j -0.00100399+0.00380115j 0.0011512+0.00241545j -0.0188918+0.00119079j 0.00896441+0.00532915j -0.0164938+0.00243475j 0.00401153+0.00522883j -0.00777664-0.00225845j 0.00116873-0.00627808j -0.00208357-0.00312507j -0.00266769-0.00598151j -0.00794721+0.00423913j -0.000397176-6.26245e-05j -0.00360566+0.00221768j 0.00360315-0.00894101j 0.00162157+0.000303563j -0.000319412+0.00454208j 0.00169632+0.00210122j -0.00558849-0.00146959j 0.000520517+0.000468003j -0.0010026-0.00183558j 0.00734017+0.0022571j -0.000623457+0.000450122j 0.00706378+0.00235935j -0.000505761+0.00110466j -0.00289091-0.00069743j 
0.0461936+0.00411347j -0.00617927-0.024159j -0.00457403+0.0217803j -0.0363302-0.0219105j -0.0148192+0.23278j -0.0915506-0.0747282j 0.265597-0.056148j 0.237501-0.102998j -0.0733898+0.0299728j -0.0235578+0.00711954j 0.0204076+0.00792828j 0.0503571-0.0132187j 0.0168951+0.0145613j -0.00133055+0.011625j 0.00830955+0.00968798j 0.00967777-0.0111219j 0.00046864+0.015229j -0.00238761-0.0021014j 0.00476821-0.00438216j -0.0167754-0.00937716j -0.0286242-6.04586e-05j 0.0162334+0.0268292j -0.0150766-0.0199641j -0.0290493-0.0377138j 0.029482+0.0523123j -0.0130347+0.00714531j 0.00802636+0.00977955j -0.013443-0.0286836j -0.00454963-0.0189278j -0.00467313-0.00443595j 0.00490051+0.010676j 0.0153106+0.0151511j 0.00637294+0.0121391j -0.000683368+0.00858973j -0.00347975-0.0043987j 0.0014507-0.00322121j 0.000876791-0.00286294j -0.00252827+0.00874611j 0.00399599-0.0114289j -0.0032803-0.00233521j 0.00259639+0.000957986j -0.00456349-0.00243738j -0.00252314+0.000617626j -0.00217876+0.0127119j 0.000307064+0.00137361j 0.000196353+0.00423025j 0.00512055-0.00521703j -0.00343269-0.00236335j -0.00166889-0.0096887j -0.0038135-0.00651634j 0.00561218+0.0106528j 0.0197499+0.00673555j -0.00846111-0.00932892j 0.024216+0.00849853j -7.28502e-05-0.0116895j 0.00570763-0.0011437j -0.00338422+0.000650431j 0.0114883-0.000403661j -0.017904-0.00756356j 0.00576508+0.0196847j -0.0162295-0.000441387j -0.0168119-0.00416732j -0.0056014-0.00442151j 0.000337484-0.0176742j 0.0113574+0.0145157j 0.00258697-0.0163606j -0.0062081+0.003122j -0.00832873+0.00156968j -0.00132932+0.00935854j -0.00434263-0.0133523j -0.0118402+0.0129622j 0.00618518+0.0112379j 0.00109839+0.0091189j 0.00442757+0.00548911j 0.00352094-0.00698149j 0.00838201+0.0083641j -0.00639552-0.00145745j -0.0171218-0.00668984j -0.00255221-0.0041059j -0.00548355-0.00337935j 0.0023484+0.00103882j 0.0066873+0.00403408j -0.000745266+0.00391849j -0.00291425-0.0017187j -0.00343813-0.000363628j -0.00170112+0.00489263j -0.00361135-0.00402535j 0.00124461-0.00398268j 0.00498669+0.0065386j -0.00230475+0.00193715j 0.00104748+0.00171016j -0.000734097-0.0072687j 0.00366369+0.00147699j 0.00423577+0.000542478j 0.00195393-0.00534837j 
0.0299517+0.0416228j -0.118338+0.11863j 0.00094649+0.109614j -0.0891714-0.172615j -0.158709-0.105899j -0.0512322-0.0309547j 0.00935516-0.237456j -0.0658941-0.00948574j 0.0556656-0.030424j -0.00755808+0.0228632j 0.00337767-0.01129j -0.0620026-0.00387865j 0.00276742+0.00181273j 0.0269188-0.0111671j 0.000625071+0.0231091j 0.0179614+0.0144302j 0.0383154-0.0637429j -0.00592084+0.0050439j -0.00488239+0.0389546j -0.00377125+0.00877124j 0.0203221+0.0180212j 0.03269-0.0236874j 0.0100614-0.00691391j -0.019141+0.00218984j 0.0170559-0.00488482j 0.0330951+0.0324518j 0.032651+0.0153526j -0.0104249-0.00176888j 0.00275618+3.64204e-05j 0.00462527+0.00310485j 0.000755675+0.000123529j -0.00415322-0.00904083j -0.00434986-0.00468983j -0.000725416-0.0039175j 0.00111313-0.0023336j -0.00238761+0.00515615j -0.00125217-0.00442475j 0.00217202-0.0127287j -0.00568391-0.0181736j -0.0133468+0.014106j -0.00346397+0.00842593j -0.00613585-0.000910829j 0.0172644-0.00285477j 0.001872-0.00182828j -0.00678321+0.00647863j 0.00699552+0.0129958j 0.0123973+0.0118691j -0.0021927-0.00757891j -0.0107678-0.0121373j 0.000728407-0.00894955j 0.0110281+0.00845689j -0.0049146+0.00217276j 0.00655672+0.00706109j 0.0120535+0.0426521j -0.00872706-0.00966835j -0.00715146-0.00218533j -0.00396464-0.00700862j 0.00265247+0.00502619j 3.59226e-05-0.0156866j 0.00577275+0.00959944j -0.00914629-0.0190447j 0.00219901-0.0168774j 0.00304579-0.0114354j 0.00907181+0.00206839j 0.000209583+0.0103904j 0.00110547+0.00668137j -0.00492798-0.00341707j -0.000514942-0.00431152j -0.00151591+0.00506191j 0.004404-0.00746023j 0.00115773-0.00713781j 0.00283753+0.0102556j -0.00139372+0.00641553j -0.00305537-0.00291661j -0.00632112+0.00804429j -0.00403637+0.00262448j -0.00221775-0.00445291j 0.00428555-0.00767273j 0.00642063+0.0062271j -0.000784825-0.00619165j -0.0020555-0.00586937j -0.00604116+0.00282495j 0.00250338-0.00397748j -0.00470338+0.00393721j 0.00193783+0.00395262j 0.000384867-0.00246953j 0.0034602-0.0026249j 0.00518441+9.50935e-05j -0.0033597-0.00415409j 0.000943312+0.00625389j -0.00286499+0.00134511j 0.00210744+0.00496779j 0.00676878+7.15368e-05j 0.00436242+0.00154827j -0.00398046-0.00338453j 
0.175006-0.228133j 0.169437-0.0937771j -0.0799791+0.181615j -0.169903-0.0464032j -0.0643259-0.0351132j -0.0961545+0.0457625j 0.0540767+0.0192093j -0.0826898+0.0196139j -0.0122652+0.0088606j -0.0316582-0.0281215j -0.0330349+0.00182534j 0.000175898-0.0231834j 0.0614924-0.0248998j -0.0187348+0.00180602j 0.0383439-0.0315235j 0.050465-0.139762j -0.0688407+0.076531j 0.000381075-0.0305344j 0.0214419+0.0188718j 0.00357894-0.0124051j 0.024119-0.0161261j -0.00389894+0.0209459j 0.0028258+0.024474j 0.00479657+0.0111939j 0.000805068-0.0151492j 0.0136369+0.00934103j 0.00105024+0.0177257j -0.00313094+0.00742655j -0.000330161+0.0187837j 0.000752502+0.00780085j -0.00225208-0.00680345j 0.0034903-0.015484j -0.00226806-0.00712167j -0.00313042-0.00579111j -0.00408555+0.00512773j 0.00446416-0.0117629j 0.00144577-0.00298568j -0.00503765+0.0429909j 0.0152784-0.012063j -0.00399857-0.00788771j 0.0183654-0.0263037j -0.0160129-0.00494533j -0.0048584-0.0134415j -0.0125733-0.00912935j -0.0057681-0.00677159j -0.00909615-0.000767175j 0.00423428-0.0175228j -0.00863798-0.0220792j 0.00275688-0.00260126j -0.0010854+0.0147544j 0.00159829+0.00125914j -0.00616396+0.00901162j 0.00946816+0.0125224j -0.00688959+0.0112286j -0.00696344+0.00120576j 0.00114347+0.000771387j -0.00288409-0.00169835j -0.0029217+0.000273739j 0.0025094+0.00224545j 0.000734024-0.00359284j -0.000798549-0.00761052j 0.00107126+0.0015377j -0.000573545-0.00366856j 9.40097e-05+0.00168606j -0.00374848-0.00324005j 0.000126985+0.00317612j -0.000870681-0.000699518j 0.00171146+0.000350736j 0.00136261+0.0015182j 0.00219233+4.40921e-06j -0.000654817-0.00593688j -0.00106183-0.0025797j 0.00124885+0.00176328j -0.000624006-0.000833173j 7.22932e-05+0.00278909j -0.000207973-0.00216575j -0.00116851-0.00233621j 0.00560673+0.000679208j 0.0019012+0.00047333j 0.00278873+0.00141643j -0.00335702+1.51002e-05j 0.00347179+0.000207367j 4.9982e-05-0.00275771j 3.22647e-05+0.0015515j -0.000604037+0.00214013j 0.00598307-0.00378614j -0.00434037-0.000654674j 0.0016711-0.000934749j 0.000370238-0.00151684j 0.00162883+4.14198e-05j -0.000126001+0.000569551j -0.000774514+0.00309984j -0.00178885-4.33878e-05j 0.00402758-0.000388021j -0.00106509-0.00115413j 
0.110754-0.0629534j -0.0964067+0.149419j -0.00940504+0.203915j 0.126456-0.0985413j 0.0735581-0.0357848j 0.0954653+0.0365638j -0.113404+0.0603077j 0.138382-0.00300882j -0.0130982+0.0137833j -0.0282125+0.0389418j 0.00894614+0.0112697j 0.0314062+0.0178134j -0.0189983-0.0154231j 0.0285361-0.0277311j 0.00817688-0.00411721j 0.0459704-0.0432539j 0.0263363-0.0875054j 0.00565384-0.0427163j -0.0128523+0.0298743j -0.00515594-0.00820426j 0.00990862-0.0375296j -0.00966643-0.0113567j -0.0287217-0.00507494j -0.0114005+0.00607516j 0.00859388-0.00250105j -0.0170068-0.0289651j -0.0259699-0.0230631j -0.00427235+0.00488272j -0.00613038-0.02366j -0.00334101-0.0120763j 0.00392687+0.0133151j 0.00274585+0.00809544j 0.00500555+0.00999063j 0.000707568+0.0246191j 0.00244586+0.00438103j -0.00389315-0.000783009j 0.00151175-0.00617196j 0.0147849-0.00754149j -0.00205724-0.0243452j -0.00766094+0.0188647j 0.0167548-0.00638941j -0.0154034-0.00645076j 0.00930283+0.0081191j -0.00199586-0.00114824j -0.00812033+0.00172647j 0.0177009-0.00713667j 0.0107378+0.0192221j -0.0145803-0.0225087j 0.0150861+0.0105488j -0.0173467+0.00245528j -0.0100992-0.0107994j 0.0134382+0.0139412j -0.0106921-0.0117267j 0.0123848+0.000381086j 0.00453603+0.00468439j 0.00420007-0.00344546j 0.0018975-0.00567768j -0.0164261+0.0023775j -0.000226678+0.014633j -0.00631465+0.00858022j 0.00573748+0.0110853j -0.00245057+0.00921047j -0.00768142+0.00627008j -0.00545456+0.00781972j -0.0023523-0.00265436j -0.0035131-0.00739647j 0.00161354-0.00444402j -0.000951149+0.000418858j 0.00311869-0.00159777j -0.000652302+0.0033798j -0.00043391+0.00434536j 0.00157743-0.000457048j -0.00398389-0.00630821j 0.0065119+0.00424555j 0.000796382-0.00676199j 0.00278509-0.00106538j 0.00105506-0.00252323j -0.000152465-0.00223426j -0.00656465-0.00341972j -0.000768637+0.000528911j 0.00217085+0.0046129j 0.00250051-0.00204214j -0.00230423-0.000209122j 0.00445266-0.00636095j 0.00188067-0.0053949j -0.00444393+0.00358818j -0.000382761-0.00220501j -0.00461725-0.000131381j -9.93603e-05+0.00488738j 0.00240615-0.00611897j 0.00306418+0.00199006j -0.00194665-0.00652076j 0.00263512+5.2404e-05j -0.00489471-0.00384117j -0.00106718+0.00132084j 
0.0467116-0.114119j -0.0258801+0.0982052j -0.100941-0.118494j 0.111864-0.0370714j 0.0522793+0.0298724j 0.051703+0.0320844j -0.0291627-0.00767186j 0.0806356-0.034353j -0.01633+0.02598j -0.0360906+0.0433821j 0.00553472+0.00833587j 0.0207054+0.00524073j -0.00430978-0.0292969j 0.0141501-0.00270149j 0.00154954-0.0143269j 0.0241322-0.054738j 0.00293781-0.0564939j -0.00165913-0.00248304j 0.0216296+0.00737978j 0.0111292+0.00208822j -0.0219802-0.0195163j 0.00254271-0.00504581j 0.00901146-0.000284408j 0.00121924-0.000461919j 0.00870338+0.0114264j -0.00599713-0.0152723j 0.00254348-0.00943247j -0.000404979-0.00374318j 0.00124427-0.0101725j -0.000224464-0.00433974j -0.000114563+0.0050377j 0.00390405+0.0101886j 0.00271584+0.00879358j -0.00419529+0.0108384j -0.00183641-0.000879615j 0.00330961+0.000582383j -0.00021546-0.00244128j 0.00600997+0.00274248j 0.0146069-0.00550789j -0.00972863+0.00940961j -0.0273592-0.0205286j 0.00212364+0.0216026j 0.0212823+0.000548842j -0.00413931-0.0195508j -0.0105805+0.0205038j -0.0100306+0.0128615j 0.00644856-0.0336597j 0.0392396-0.0042741j -0.0265291+0.00423513j 0.0274204-0.0206051j 0.0210856-0.0231406j -0.013225-0.00169267j -0.0174953-0.00831219j -0.0416883+0.00239453j -0.0121276-0.0143492j -0.00562178+0.0163385j -0.00548274+0.00769084j 0.00324743-0.00198111j 0.0118182+0.00222225j -0.00422698-0.00622806j -0.0176595-0.00555736j 0.0126916-0.00214291j 0.0250638-0.00544209j -0.0046539-0.00283108j -0.000149401+0.00386007j -0.00454009+0.00755406j -0.00657681+0.00408122j -0.00931136+0.00542196j -0.000907693-0.00104435j -0.00844732+0.00207381j -0.0022923+0.00688483j 0.00425697+0.00215111j -0.0018681+0.00276962j -0.00329085-0.00139833j -0.00303417-0.00169823j 0.00571548+0.002493j 0.000252098+0.00110598j 0.00239193-0.00237891j 0.00399183+9.49317e-05j 0.00213871+0.000291804j 0.00225772-0.000279105j 0.00504344+0.00192796j -0.00191435+0.00409276j 0.00333617-0.00642083j 0.00272736-0.00079267j -5.17119e-05+0.00332407j -0.000273445+0.00363644j -0.00433396+0.00302681j 0.000534806-0.00102416j 0.00582675-0.000117792j 0.000601398+0.00146959j -0.00145493+0.00167298j 0.00264689+0.00243577j -0.00202213+0.00292881j 0.00183421+0.00243744j 
