-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
-0.00703003-0.00138788j 0.00628038-0.00517439j 0.00594671-0.000832752j 0.0068106+0.00738561j -0.00509603+0.00115867j 0.0160881-0.00602244j -0.00824874+0.00797191j 0.0157798-0.0122941j 0.00849507-0.00321469j -0.0187457+0.00530911j -0.0196626+0.000631173j 0.0447567-0.00986945j -0.0452581-0.0135769j 0.0451024+0.015354j 0.0471661-0.00176805j -0.00312502+0.00411497j -0.00614034-0.00540647j -0.00357582-0.00610407j -0.00130108+0.00708914j 0.00449037+0.0101443j -0.000350534-0.011451j 0.00210388-0.00774027j 0.000345646-0.0112629j -0.00213613-0.00944348j 0.00491319-0.00314283j -0.0059031-0.0144612j 0.00329392+0.0014236j -0.00325939+0.0132021j -0.00888305-0.0231347j 0.00752632+0.0196032j 0.00274267-0.00884355j 0.00243541-0.00441857j 0.00514459-0.0251913j 0.0014648-0.016313j 0.0125741-0.0258183j 0.0223013-0.0219827j 0.00453682+0.00784163j 0.00418981-0.00812784j -0.00636604-0.00171661j -0.00149939-0.00742376j 0.00511799-0.00410193j -0.00385644+0.003236j 0.00372314+0.000745685j -0.00122486+0.0054172j 0.00592378-0.00282118j 0.00520482-0.00708924j -0.000652959+0.0014751j 0.00204045+0.0021085j 0.00791883-0.00312483j 0.00233246-0.00264169j 0.00408061-0.0030167j 0.00615891-0.000822478j -0.00327354+0.0126221j 0.000878229-0.000543433j 0.00636629-0.00843285j -0.00920364+0.00251141j -0.00257699-0.000587393j 0.000849698-0.00417595j 0.00284392-0.00119643j -0.00228401-0.00555314j -0.00248042-0.00678193j 0.00935519+0.00750739j -0.00152203-0.00427556j -0.00151538-0.00231266j 0.00561309-0.00335173j -0.00480281+0.000258057j -0.00582389+0.000894848j -0.000418249+0.000517087j -0.00312932+0.0102538j 0.000730221-0.00707777j 0.00375316-0.00616922j -0.00223725+0.00677653j -0.00753411-0.00802923j -0.00540905+0.00779764j -0.00661186-0.0027524j 0.00420403-0.00907292j 0.00519116+0.00526057j 0.0032174-0.00481732j 0.00105222+0.00266942j -0.000759149-0.009141j -0.0118869-0.00742627j 0.00667107-0.00114652j 0.0109609-0.00426983j -0.00278344+0.000580762j 0.0117931-0.00668184j -0.00878063+0.00179843j -0.001573+0.00254643j 0.00761738+0.00241726j 0.0121372+0.00495016j -0.00662817+0.00812791j 0.00586675+0.00305088j 0.0137387+0.00676982j 0.00352944+0.00105402j -0.0107404-0.002045j -0.00706765-0.00408467j 
0.00353273-0.010098j 0.011528+0.00319626j 0.000763082+0.00251295j -0.0152952+0.0103354j 0.00407696-0.00138492j 0.0126109-0.00322268j -0.0210607+0.00897832j 0.0230091+0.0106498j 0.00313814+0.000842106j -0.00297255+0.00814952j 0.0483797+0.0184663j 0.0265121+0.0121391j 0.00462813+0.00660983j 0.0431702-0.000946572j -0.0351572-0.0125991j 0.00411027+0.00596321j -0.00652603+0.00396359j 0.00238376+0.00523587j 0.00600816+0.0144572j 0.000686688+0.00427922j -0.0093005-0.00612061j -0.000519774-0.0111957j -0.00610327-0.00375855j -0.010865+0.00197507j -0.00543599-0.00979656j -0.00953007+0.000123726j -0.00322407+0.000623737j 0.0111077+0.0129708j -0.00184475+0.0228263j -0.00789531-0.0159157j -0.00710803-0.0263764j -0.00562589+0.0135541j -0.00684717-0.00238552j -0.0101459-0.00729283j 0.0133209+0.0127942j -0.000706214-0.00924973j 0.0171085-0.0215938j -0.00783623-0.00680964j -0.00967579+0.0129342j -0.00756705+0.00142972j 0.00224189-0.0106768j -0.00271584-0.00187678j 0.00926308-0.00639437j -0.00108819-0.00136016j 0.00526468-0.0101619j -0.00383961-0.00248871j 1.0316e-05-0.00394019j -0.000168448+0.00442251j 0.00292356+0.00139227j 0.00391569+0.00296929j -0.00566554-0.00253618j 0.000398188+0.00264767j 0.0023991-0.000675965j 7.23829e-05+0.00134074j -0.0022687-0.00448545j 0.00391041+0.000750722j -0.00316961+0.00315602j 0.00494298-0.00283998j 0.00108866+0.000307493j 0.00196745+0.00163929j -0.000504718-0.00185795j 0.00538433-0.00495384j -0.00207425-0.00141345j -0.00287225-5.85275e-05j 0.00288629-0.00795175j -0.0049433+0.00477734j -0.0012455+0.00724164j -0.00692957-0.0110097j -0.00151674+0.00959979j -0.00126938+0.0137372j -0.0126089-0.00112284j 0.00440659-0.00976035j 0.00959976-6.23193e-05j -0.00116701-0.000287428j -0.00867782+0.00244319j -0.0116282+0.00463459j -0.00437569-0.0104235j -0.00890121-0.00981056j 0.00553195-0.00450103j -0.00919211+0.00387994j -9.74419e-05+0.00223213j -0.00536531-0.00148699j -0.00982354+0.00195201j 0.00164646+0.00930133j 0.00264473+0.00212753j 0.00715277+0.00535126j 0.00954031-0.000121147j -0.000127157-0.00413378j -0.0102903-0.00224375j 0.00392066+0.00493524j 0.0123338-0.00495386j 0.00290783+0.00238748j -0.00183164+0.00583025j 0.00452055+0.00491334j -0.0146973-0.00305162j 
-0.0116656+0.0117898j 0.00462354-0.00683567j -0.0102018+0.00550307j 0.0122947-0.00214408j 0.0149265+0.0219722j 0.0018948+0.014076j 0.0322493+0.0220989j 0.0202529-0.00621849j 0.00978788-0.0272995j -0.0157003+0.000499743j 0.0376151+0.00396603j -0.00207127-0.0441064j 0.0576291-0.0157278j 0.00711537+0.00180051j 0.00939388-0.00247545j -0.0033859+0.00532517j -0.0092586-0.0103943j 0.0045545-0.00491695j -0.0111106-0.00971127j -0.0122053-0.0143746j -0.00498166+0.00181168j 0.00250369+0.00176761j 0.00484345-0.00840208j 0.00190767-0.0132957j 0.00333335-0.0186401j -0.00954942-0.0022911j -0.000879137-0.0140567j -0.0177433+0.0126867j 0.00258277-0.00669809j 0.0104714-0.0213231j 0.00960312-0.0198818j -0.00157108+0.00766084j -0.00601437-0.0189017j 0.00706697-0.00149771j -0.0148673+0.0182409j 0.00146131-0.00393079j -0.0037618+0.0032626j 0.00535513-0.00540855j 0.00109241-0.00569263j 0.00336599-0.0078106j -0.000741928+0.0111174j -0.000204743-0.00209156j -0.00863789+0.00424866j 0.00266131-0.00767011j 0.00136244-0.00477146j -0.00135368+0.00425311j 0.00159581+0.00366614j -0.00838548-0.00549812j -0.00670795-0.00143561j -0.00129004+0.00431293j -0.000421159-0.00748438j 0.00399515-0.00378606j -0.00115178+0.00294976j 0.004919-0.00849716j 0.00549197+0.00180462j -0.00518449+0.00110093j -0.00700618-0.00875112j -0.0013592-0.000981613j 0.0050162+0.00102366j -0.00436791+0.000929444j 0.00112336+0.000942208j 0.00116066+0.00428611j -0.00211537+0.00648086j 0.00261877-0.00594436j 0.00186173+0.00278604j -0.000232608-0.00091086j -0.0088992+0.00891989j 0.00747974-0.00774565j -0.0104531-0.00464542j -0.00197114+0.00611845j -0.00449532-0.00323235j 0.00989945+0.00493822j 0.00432756+0.00251707j 0.00750979-0.00333841j -0.00707242-0.00715201j -0.00041782-0.0059687j -0.00530465-0.000439384j 0.00815396-0.00540306j -0.00191972-0.00821081j -0.00255996+4.48746e-05j 0.00143176-0.00451024j 0.00267841-9.53734e-05j -0.00420455-0.00386386j -0.000947189-0.00886452j -0.00357901+0.0054072j -0.00526263+0.00633751j 0.0113304-0.00293967j 0.00482444-3.50259e-05j 0.00301931-0.00388521j -0.00615632+0.00177446j -0.00670614+0.00304479j -0.00371947-0.00296703j -0.0106737-0.00645437j -0.00840479-0.00450413j 0.00525012+0.00215142j 
-0.0111944+0.00305815j 0.00772032+0.00193456j -0.00456569+0.0094671j 0.00350828+0.00792471j -0.0344598-0.0168041j -0.00367502+0.0236497j -0.0145868-0.0329694j -0.0115524-0.0292077j 0.0240932+0.0241815j -0.00254525-0.039406j -0.00279746-0.0553368j 0.00228382+0.00929393j 0.0262793-0.00286428j 0.00282106+0.00269524j 0.0051558-0.00184247j -0.00591352+0.00207685j -0.0120474-0.00892255j -0.00271771-0.0062978j -0.00100417+0.000772024j 0.0171227+0.00112328j 0.0200478-0.00199297j -0.00278696-0.000428567j -0.000978517-0.00886079j 0.0130398-0.0123546j 0.00791766-0.00271726j 0.0215585+0.017436j 0.0161483+0.00349989j 0.0105509+0.0111156j 0.0116936-0.00141338j 0.0194069-0.0116851j 0.00755262-0.000452148j -0.00626949-0.0110469j 0.0288175+0.0215331j 0.00199696-0.00964072j -0.00622537+0.0123384j 0.000806738-0.0041431j 0.000330507-0.00058049j -0.00115594-0.00949582j -0.00455364+0.00137404j -0.00468117-0.00236663j -5.18608e-06+0.000950353j 0.000271118+0.00289434j 4.86515e-05-0.00104979j 0.00765105+0.000606055j 5.53713e-05+0.010496j 0.0046753-0.00164193j 0.00176461-0.00745635j -0.000905125+0.00205053j -0.00203192-0.0135062j -0.00499642-0.00218695j 0.00604377+0.00480647j -0.00559305-0.00148755j -0.0033641+0.000175754j -0.0072207+0.00839383j -0.00467068+0.00481327j -0.00770396-0.00095941j 0.0084894+0.00017879j -0.0106369+0.00520779j -0.00601379-0.00366958j 0.00180448+0.000172537j 0.00663726-0.00186308j -0.00518892+0.00227893j 0.00246071+0.00349021j -0.007103-0.00415074j 0.000917018-0.0016903j 0.00310454-0.00236812j -0.0114392-0.00275215j 0.000862659+0.00252959j -0.000561386+0.00500349j 0.00155491+0.0191775j -0.00542251-1.4198e-06j -0.00488879+0.00654436j 0.000979353-0.000203607j -0.00803142-0.00767815j -0.00831582+0.000272848j -0.00424156-0.00283416j -0.00947946-0.00221492j -0.00404834+0.00713063j 0.00461642+0.0059234j -0.00686341+0.00525252j 0.00743836+0.004328j 0.00759786+0.00769957j -0.00122567+0.00590349j -0.00128529-0.0024298j -0.00301137+0.00208759j -0.00694469+0.00516688j -0.00799986+0.00870644j -0.00314269+0.00702338j -0.00709584+0.00539243j -0.00109667+0.0011916j -0.002285+0.00222104j 0.000604048-0.00243349j -0.00414065-0.00109409j -0.00430663+0.000409338j 0.000797503+0.00341211j 
-0.00693216+0.00355085j 0.0132858+0.00386767j -0.0179521+0.00675458j 0.00284273+0.00404459j 0.00483575+0.0331514j 0.0123776+0.0170621j -0.0414633+0.0133673j -0.0144812+0.00386235j -0.0241257-0.0504695j -0.0399483-0.0256282j -0.0285428+0.00941379j 0.00168736-0.0233034j -0.00266841-0.00332743j 0.0022974+0.00183492j 0.00243623-0.00217174j 0.000167717+0.00585355j -0.0142142-0.00644803j 0.00843956-0.00430873j -0.00865217+0.0020875j -0.0071871+0.00502703j -0.00692772+0.00491782j -0.0108459-0.0138251j 0.000559461-0.00804062j 0.0241232+0.0234361j 0.00161208+0.00241797j -0.0109951+0.0163711j -0.00017504+0.00677267j -0.0155694+0.00103564j 0.00893608+0.00273728j 0.0185101+0.0368555j -0.00327529+0.00363719j -0.010327-0.0175441j -0.0154349+0.0112726j 0.00793582+0.0108221j 0.00516792-0.00224207j 0.000261587-0.00102547j -0.000301773-0.00159625j -0.00597838-0.00765264j -0.00397189+0.00706752j -0.00445259-0.00326485j 0.00194586+0.00184849j -0.00479773-0.00378625j -0.00253445+0.00578455j -0.00667922-0.00224924j -0.00269407-0.0105396j -4.70437e-05+0.00717492j 0.00514295+0.00161603j -0.00717486-0.000403165j 0.00765171-0.0100971j 0.00452699-0.0100622j -0.0122556+0.00598668j 0.00625095-0.00166248j -0.0064273+0.00115648j -0.00496477-0.000845212j -0.0110028-0.000278025j -0.00188305-0.0110207j 0.003708+0.00750336j -0.00138313-0.013065j 0.000459111+0.000845935j -0.00270411-0.000608262j 0.00199797+0.0126432j -0.00863086-0.00329709j -0.00762573+0.00400586j 0.011404+8.21603e-06j 0.00501285-0.00487111j 0.0117254+0.00805127j -0.00127667-0.0100624j -0.00669339+0.00359928j -0.00326679+0.00147203j -0.0102034+0.00388001j -0.00188775-0.00246927j -0.0064114-0.00613039j 0.00190459-0.0010523j 0.00313517-0.00347141j -0.00564273-0.0090438j 0.00217664+0.00734063j -0.00546876-0.00996183j -0.0027742+0.000936063j 0.00205891-0.000826054j -0.00126737-0.00212496j -0.00226472+0.00644487j -0.0147305+0.00905576j -0.00668558-0.00180991j 0.0099144-0.00897396j 0.00158291+0.00252995j 2.84175e-05-0.000740118j -0.00716691-0.00549027j -0.00518047-0.0012371j -0.00082876-0.00529603j -0.000374953+0.0030709j 0.000130567+0.000624851j -0.000995538+0.00530077j -0.000200082+0.00188444j -0.00175719-0.000231633j -0.00136832+0.00301781j 
0.00110624-0.00504908j 0.00507345+0.00632643j -0.0116545+0.0069095j -0.0146265+0.00885821j 0.0343674-0.0177616j -0.00188871+2.36708e-05j 0.0220068-0.0216189j 0.0214835-0.0214842j -0.059147-0.00988288j 0.010535-0.0127511j 0.0394489-0.0162493j -0.0263263-0.00360796j -0.00588235+0.00235513j -0.00304936-0.000972103j -0.00417144+0.00194278j 0.000419848-2.79485e-05j -0.00413072+0.000882662j 0.00420975+0.0032359j -0.000600804-0.0031389j -0.00506004-0.0192823j -0.00934535-0.015168j -0.00734077-0.0091419j -0.0108036+0.00148594j 0.00786359+0.00306199j 0.0101718-0.00677185j 0.0134314-0.0251526j 0.00457308-0.00649111j -0.00182899-0.020866j 0.00802779-0.00131507j 0.0119057+0.0109557j 0.00169241-0.00397758j -0.0159274-0.00146794j 0.0188805-0.0239881j -0.00329578+0.00748601j 0.00496099+0.00115205j 0.000600856+0.000332644j 0.00241334-0.00158541j -0.00610509-0.00279534j -0.00357248+0.00648943j -0.00382554+0.00313258j -0.000210281-0.00177073j 0.00138656-0.00369543j -0.00047725-0.00119056j 0.00354718-0.00963552j 0.0127511-0.00565553j -0.00309924-0.00414229j -0.00322114-0.000807954j 0.00119279-0.00383076j -0.00676331-0.00726472j -0.00108856-4.27117e-05j 0.00291927-0.00522273j 0.00323727+0.0098186j -0.00516125+0.00256926j 0.0100686+0.010317j -0.00770175+0.00917382j -0.00180377-0.00299351j 0.00878778-0.00649888j 0.0041666+0.00556248j -0.00501104+0.00921527j 0.000726786-0.00622379j -0.0018261+0.00443184j -0.00344579+0.00220403j -0.00531186-0.00285477j 0.00513173+0.00956192j 0.00291215-0.00499314j 0.00656695+0.00148909j -0.00753889-0.0012584j 0.00119759+0.00345747j 0.00602716-0.00280206j 0.0091672+0.002142j -0.00255128-0.0002807j -0.000733016+0.00487923j -0.00129502+0.00280734j -0.00362941+0.0101145j 0.00478199-0.00227442j 0.00202851+0.0101676j -0.00192259-0.00195757j 0.0034595+0.0097591j 0.0149385-0.00561862j 0.00292023+0.00445399j 0.00868092-0.00310539j -0.00145726-0.00193284j 0.00363745-0.00107609j 0.00843917-0.00336946j -0.000264429+0.00386932j 0.00445298+0.00320377j 0.00528772+0.00997273j 0.00928094+0.00357772j 0.00350692+0.00595916j 0.00135376-1.7549e-05j 0.00183027-0.000732355j -0.00364451+0.000307297j -0.000634894+0.002346j 0.00222946+0.00255792j -0.00310253+0.00113001j 
-0.0100827+0.00597603j -0.00491076-0.0128357j 0.00802751+0.00733732j 0.0265756+0.00108181j 0.0295553-0.0188986j 0.000165218-0.00963842j -0.010654+0.016207j -0.0226373-0.00411173j -0.0410352+0.0385769j -0.0232445+0.024969j 0.00229277-0.00261464j -0.0136895+0.0153841j 0.00864191-0.0038289j 0.00314763+0.0011217j 0.00495587-0.000531511j -0.00510052+0.000738551j 0.00215832-0.00494051j -0.00827558-0.00612881j -0.00582596-0.0152307j -0.000309789-0.0117032j 0.00116817-0.0155319j 0.01099-0.0168014j 0.00198488-0.0291419j -0.00993292+0.0219246j 0.00602594+0.0151119j 0.00100164+0.000435305j -0.00548358-0.000414339j 0.00393392-0.00959249j -0.00127466-0.00207174j -0.0270977+0.0219882j 0.00319152-0.0100998j 0.0163647-0.00456318j 0.00654074-0.00117536j -0.00411523-0.000428327j -0.00873286+0.00523385j 6.9998e-05-0.00188475j -0.00322872+0.00124813j 0.0121211-0.00250475j 0.000998198-0.012588j 0.00690898-0.00808881j -0.000800486+0.00699677j 0.00412294+0.00137878j -0.00689847+1.44213e-05j 0.00767019-0.00278211j 0.0108422+0.0039121j -0.000895423-0.00623961j -0.00212495+0.00551521j 0.00353469-0.00878915j 0.0107208-0.000834639j 0.00838403+0.00133067j -0.00269516-0.0102105j -0.00354796+0.0100608j 0.00257812-0.00400725j -0.00430654+0.00262408j -0.00304153-0.0124586j 0.00512445-0.00189074j -0.00471329+0.00876957j -0.0027229+0.00270389j -0.000570138-0.00478972j 0.00565393+0.000560711j -0.0138316+0.00229494j -0.00146995-0.00265535j -0.00164377-0.000929797j -0.00790326+0.00533078j 0.00910633+0.0113153j -0.00116113+0.0148022j 0.0070808-0.00537144j -0.00141294-0.00245188j -0.00402362+0.00376998j -0.00655596+0.00400065j 0.00336432-0.00628035j 0.00282931-0.00528677j -0.00218623+0.0021606j -0.00428805+0.00141931j 0.00542592-0.00462559j -0.0129937+0.00281501j 0.00645404-0.00620671j -0.0115445-0.00171886j 0.00475341+0.00653492j -0.00309697+0.00315518j -0.000913232+0.00152692j -0.00496985-0.0124582j 0.000830178-0.00472204j 0.00779948+0.00906958j -0.00548976-0.000374858j -0.00246058+0.0015619j 0.00402085-0.00301706j -0.0012495+4.93026e-05j 0.00253558+0.003893j -0.0049138-0.000173455j -0.00310614+0.00168957j -0.00165639-0.00655903j -0.00522816-0.00451563j -0.00602053-0.00283611j 0.00320835-0.00128167j 
0.0024101-0.00552j -0.0272626+0.00597708j 0.0178547-0.0192615j 0.0237136+0.0158591j 0.0168061+0.0099387j -0.0281553-0.027583j -0.02358-0.0169567j -0.0173207-0.0143974j 0.00553121-0.0387197j 0.0192769-0.00316215j 0.00585046+0.00667934j 0.0170707+0.00430745j -0.0029879+0.00421165j -0.0103566-0.000203096j -0.000902709+0.00561092j -0.00888509-0.0163461j 0.018854+0.00476761j -0.0133069-0.00875822j -0.00414461-0.00351683j -0.0149178+0.00669918j -0.0153141-0.0178276j -0.0153557+0.00631434j -0.0245564-0.0160337j 0.01685-0.00173106j 0.0084918+0.0202317j 0.00266462+5.64396e-05j -0.00509111+0.00185493j -0.0078459+0.00237302j -0.00227-0.0157168j 0.0152629+0.00563448j -0.00745063-0.0112146j 0.00241271+0.0176849j -0.00090464+0.000517736j -0.00105726-0.00683456j 0.00118104-0.00315911j -0.00100697-0.000407773j 0.000784479+0.00261723j 0.00609624+0.0120889j 0.0049132-0.011481j 0.00207101+0.00337037j 0.00599799-0.00318719j -0.00159044+0.00545815j 0.00548255+0.00984475j -0.00675033+0.0024964j 0.000839113-0.00623765j -0.0022453-0.00739701j 0.000616817+0.00595269j 0.00590703+0.000569077j -0.00403707-0.00499225j -0.000265777-0.00659384j -0.00488333+0.00364317j 0.0071146+0.00277187j 0.0111031+0.00253523j 0.00617527+0.00309436j 0.00138806+0.00143857j -0.00807232+0.00506501j 0.00245482+0.0029059j -0.0106892+0.0067124j 0.00865432-0.000266j 0.0065582+0.00296464j 0.00484988+0.00448439j -0.000465819+0.0134142j 0.00625205+0.0120467j -0.0050876-0.00595871j 0.0056766+0.00406192j 0.0145948-0.00329355j -0.000419183-0.000968915j 0.00460181+0.00624589j -0.000297522+0.00845548j 0.00434159+0.00735132j 0.0014057-0.00431373j -0.00426869-0.00551633j 0.00180484+0.00133715j 5.40496e-05+0.00273529j -0.00570379+0.00357188j 0.00577778+0.00520981j -0.00725055+0.00638188j -0.00673291+0.00147658j 0.000905495-0.00848722j 0.00258842+0.00578037j 0.00488183-0.00470305j -0.00466964+0.00466787j -0.00155248+0.00132931j -0.00512858-0.00440123j 0.00247627-0.00358836j 0.003108-0.00483472j 0.0058563+4.85126e-05j -0.00103994-0.00150304j 0.00264676-0.00124456j 0.00282817-0.00326618j 0.000270469+0.0005306j 0.00278815+0.000203755j 0.00700888+0.000241941j 0.00400505+0.00270928j 0.00282784-0.000546822j 
0.0192813-0.00111411j 0.000415905+0.0144038j -0.0465391-0.00316375j 0.0141819-0.0289407j 0.0436738-0.00383211j -0.0134588+0.0166695j -0.0062594+0.0109998j -0.00488431+0.0106913j -0.00123071+0.0130991j 0.00666013-0.0105524j 0.00401776-0.00586882j 0.00438609-0.00906665j -0.00626631+0.00237639j -0.00492503+0.000718156j 0.00114919+0.00116759j 0.0111838-0.00219672j 0.000536871+0.00723257j 0.021677+0.00337222j -0.00613418-0.01291j 0.00430039+0.0167852j 0.00217056-0.0150201j 0.00158769+0.0111673j 0.0171628-0.00346517j -0.00196204+0.0364141j -0.0210053+0.00395579j 0.00297353+0.0166082j 0.00259203-0.0106735j 0.00434431-0.0023706j 0.0066568-0.00716709j -0.00295364-0.0032142j 0.00646916+0.000939431j -0.0132784+0.00176072j 0.00207286-0.00423659j 0.0025842+0.00244114j 0.00497827-0.00396237j -0.0020321+0.00134758j 0.00221275+0.00120743j -0.0158341+0.0107981j 0.00669774+0.0148485j -0.000368369+0.0108012j -0.00429129+0.00464759j -0.000774064-0.0139119j -0.00720095+0.00510718j -0.00894372+0.00319215j 0.00260735+0.00829176j 0.0109684+0.000341505j -0.0102765+0.00192287j 0.00196736-0.00250023j -0.0005691+0.0104995j -0.0113614-0.00331254j 0.00801605+0.00268748j 0.00320414+0.00173404j 0.00201105+0.0116817j -0.000659082+0.00792943j 0.00710358+0.00820526j -0.0120944+0.00881331j -0.0111997-0.00215107j -0.00619197-0.00421005j -0.00187547-0.000963701j 0.00568173-0.00367695j -0.00628402-0.00936192j -0.0108338+0.00697652j 0.0044418+0.0154713j 3.89695e-05+0.000150905j -0.00547102+0.00804903j -8.49626e-05+0.0064454j 0.00208919+0.00363399j -0.00341139+0.00389327j -0.00529399-0.00123395j -0.00115543-0.00185108j 0.00306311+0.00908375j 0.000372725+0.00323205j -9.237e-06-0.00454038j -0.00202101-0.00133214j -0.00081949-0.000208697j -0.0026032-0.000828981j 0.00142029-0.000615326j 0.00692651-0.00349636j 0.0014977+0.00183265j -0.00486016-0.00392216j -0.00169522+0.00184142j 0.00570781-0.00393987j 0.00288012-0.00177476j 0.00213429-0.00305139j 0.00119717+0.0011068j 0.00418189-0.00110873j -0.00329805+0.00767783j 0.00596651-0.000422331j 0.00369675-8.24693e-05j 0.00352168-0.00104392j 0.000358218-0.000555783j -0.00263661+0.00467073j 0.00407864+0.00345409j 0.00510128+0.000758123j 0.000250231+0.00185445j 
0.00771933-0.00743756j 0.0115411-0.0205306j -0.0192792+0.0198627j -0.00481688+0.0131282j 0.0351998+0.0342656j 0.0321878-0.0231508j -0.00174722-0.0176417j 0.0074471-0.0185176j 0.0180486-0.00631095j -0.0145965+0.0123823j 0.000855043+0.00772141j -0.015068+0.0146156j -0.00550866-0.00410295j 0.00184225-0.00715842j -0.00969227+0.000350609j 0.0073151+0.0110093j -0.000250234+0.00812083j -0.000213373+0.0143642j -0.0115002-0.015646j 0.0104584+0.0204626j -0.0260311+0.0126538j 0.00355011+0.0053992j -0.0198601+0.0148349j 0.00661757+0.0187388j 0.0159946-0.00808105j 0.00328094+0.0117382j 0.000211587-0.000577024j -0.00225366+0.00529963j -0.0133922-0.000856238j 0.00597032-0.00143143j -0.0114264+0.00285046j 0.0151485-0.00796115j -0.00230089-0.00412875j -0.00476059+0.00201679j -0.00524716-0.000139394j 0.00250601+0.00113749j -0.000264198+0.00187295j 0.00510866-0.0073268j -0.00679549+0.00183406j 0.00455723-0.0076924j -0.0021621-0.000163176j 0.00562564-0.00969784j 0.000325561-0.00554981j -0.00555253+0.00933134j -0.00296937-0.00114912j -0.00149716+0.00181259j 0.0025932-0.00111013j -0.00591836-0.0145037j -0.000981288+0.00480134j -0.0154167-0.00330484j 0.00240907+0.00983754j 0.0121694-0.0039587j 0.00113573-0.00501356j 0.0027958-0.00203294j 0.000122965+0.00128365j -0.00189617+0.0125841j -0.00250187+0.000791712j 0.0035751+0.00839351j -0.00483885-0.01059j 0.00634697-0.0140109j -0.00263051-0.00468211j 0.00672623+0.00481912j 0.0149208+0.00532561j -0.00315266+0.00956517j 0.00890565-0.0031308j 0.00411295-0.00638401j -0.00182975-0.00184008j 0.00228129-0.00413378j 0.00562551+0.00311544j 0.00820424-0.000702887j -0.00775434+0.00285345j -0.00683647+0.00423928j 0.00395271-0.0063397j 0.00155158+0.00171381j 0.000651443-0.000817066j 0.00213657-0.000491312j 0.00528079-0.00109673j 0.00301008+0.00987068j -0.00531907-0.00169731j 0.00477984-0.0052311j -0.00754116-0.00239118j 0.00228976+0.001915j -0.00119145-0.00156036j 0.00578846+0.00171089j -0.00541318+0.00174211j -0.00413096-0.00131627j -0.0027497-0.00698335j -0.00186233+0.00148182j 0.000759121+0.000399561j -0.00280801+0.000426151j 0.00193379-0.00191711j -0.00305189-0.00504341j -0.00403962-0.00366926j -0.00260592-0.000346181j -0.00325362-0.00341487j 
