0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
-0.00360108+0.00219967j -0.00547107+0.00128364j -0.0110336-0.0059938j -0.00130409+0.00175136j 0.000782281-0.00449562j 0.00109756+0.00723583j -0.0040294+0.00381815j -0.00303571-0.00348438j -0.00354826+0.00527913j 0.00323658+0.00377444j -0.00216324+0.0121204j -0.000256897+0.00137913j -0.000495314+5.56654e-05j 0.00955833-0.00355051j 0.0089167+0.0120595j -0.00176211+0.012121j -0.00189732-0.000188463j 0.00902301+0.0210036j 0.000586755+0.0074984j 0.000977152+0.0172006j 0.00224991-0.00276767j -0.0327051-0.019347j -0.0109175+0.0121887j -0.00637034-0.00552261j -0.00111109-0.0194728j -0.0129015-0.0149286j -0.0250268-0.0287739j -0.0351729+0.00408413j 0.00217364-0.0125246j -0.0524835-0.0209516j 0.0119213+0.0471625j 0.0321332+0.0275099j -0.00999922+0.0246783j -0.0409044+0.0285525j 0.0203199+0.00675194j 0.0250058-0.00551252j 0.0176294-0.00144243j -0.00888872+0.00969152j -0.018747+0.000217869j -0.00649692+0.0102399j 0.00590168-0.00552262j -0.000933648-0.000833038j 0.00729253+0.00247126j -0.00622478-0.00331052j -0.00151251-0.00300065j 0.00272238+0.0066303j -0.00189215+0.000570428j -0.00192811-0.00471078j 0.000419981-0.0045263j -0.00148925-0.000466888j -0.00154115-0.00947191j -0.00291027-0.0055437j -9.46803e-05-0.000472357j -0.00126717-0.00264632j 0.000708268-0.00277617j 0.00491102+0.00623946j 0.00160208-0.00187286j -0.00482855-0.00637248j -0.00357615-0.00862719j 0.00181322+0.00841165j 0.000742478+0.0050269j -0.00146623-0.00446075j -0.00220588-0.000356512j -0.000819457+0.00529979j 0.000494046+0.00109056j -0.00226753+0.0114073j -0.00858583+0.00571599j 0.00372046+0.0229521j 0.00518005+0.0184553j 0.00133752-0.000627408j 0.000861143-0.000667991j 0.00095408+0.0136554j 0.00625096+0.0127112j 0.000769427+0.00928709j -0.00539454+0.00246135j -0.00140209+0.022528j -0.00845831-0.0164459j 0.000333692+0.0110275j 0.00421547+0.00124979j 0.00500157-0.016226j 0.00347406-0.014586j -0.00993058+0.0318576j 0.00123778-0.0152832j 0.00113955+0.000947135j -0.00108553+0.00252035j 0.00249875-0.00602119j 0.00351584+0.00918437j -0.000391993-0.000193657j 0.000361323+0.00126438j 0.000660693-0.00130615j 0.00439507-0.00105343j 0.000721738-0.00186129j 
0.00814783+0.00702736j -0.00250759+0.00683918j 0.00788487+0.0118417j 0.00367562+0.000407052j 1.86569e-05-0.00360175j 0.00353272+0.00293455j -0.000500896+0.00738839j 0.00728959+0.00879313j 0.00673568+0.0104601j 0.000730169-0.00349325j -0.00356181+0.00442897j 0.000390982+0.00161967j -0.00585772-0.00370604j -0.0123222-0.0200162j 0.00109905+0.00333432j 0.00439094+0.010124j -2.17278e-05+0.000138322j -0.0114561-0.0233704j -0.0180716+0.00189031j 0.00946547+0.0130177j -0.0193436+0.00913397j 0.0189489+0.0194897j 0.00959259-0.00938732j 0.00978374+0.0104061j -0.00689465-0.0262377j 0.0181208-0.00187657j 0.0335422+0.0355897j 0.0112779+0.0187382j -0.0108847-0.00697844j 0.0306539+0.0393605j 0.0136039+0.00363309j 0.000106458-0.00595238j -0.0289344+0.0175313j -0.0439056+0.00986319j 0.0249979-0.00979709j -0.00799043+0.00770715j -0.00365294-0.0034437j 0.00639344+0.0134264j -0.00944548+0.0112624j 0.00632187+0.0132129j 0.000685697-0.00657052j -0.0121958-0.00247666j -0.00810345-0.0102255j -0.000882907+0.00358404j 0.00204827-0.00161872j 0.00164994+0.00788208j 0.00186579+0.00420274j -0.00430838-0.000868037j -0.0018257+0.000290055j -0.00193573-0.00197835j -0.00105933-0.00470128j 0.000939903+0.00525971j -0.0022645-0.00367344j -0.000601019+0.00176216j -0.00294541-0.00555749j 0.00111804+0.0047562j -0.00330504-0.00387921j -0.00384345-0.00742034j 0.00288846+0.0011081j 0.00696968+0.00578577j 0.00295052+0.00887134j 0.0017009+0.00239664j 0.0013415+0.0175185j 0.00136557-0.00984906j -0.000456895+0.0108967j -0.00280111-0.0167193j -0.00662121-0.017043j -0.00183693-0.0130647j -0.0024883+0.00832617j 0.00324596+0.0324434j 0.000922729+0.00429511j 0.00257808-0.000509096j 0.0106808-0.0101467j -0.000304846-0.00493834j -0.00291116+0.0149572j 0.00331369+0.00534558j -0.0105976-0.000956859j 0.00319039-0.0306067j 0.00252152-0.00552007j 0.00858946-0.0286461j -0.0111297-0.0017105j -0.00262313+0.0129097j 0.00361123-0.0261394j 0.00102281+0.00166398j -0.00455361-0.0142187j 0.00547285+0.000777713j -0.000829242-0.00295799j -6.76052e-05+0.00360696j 0.000442773+0.00412808j 0.00139621+0.00598589j 0.00116361-0.00262812j -0.00211943-0.00451791j 
-0.00295509+0.00530054j -0.00168479-0.00184646j -0.00542376+0.00308995j 0.00174382+0.00538027j -0.00155459-0.00528593j 0.00267958+0.00539539j -0.00792004+0.00101551j 0.00258271+0.00716125j -0.00259123+0.00201073j -0.0050533+0.00155269j 0.00437872+0.00196302j 0.000755134+0.000651339j 0.00226449-0.00328931j 0.00538799-0.0120952j 0.000321826+0.00808441j -0.00426439+0.01097j 0.00347529+0.00686551j 0.000845584-0.0195131j -0.0113394-0.00257274j -0.000197335+0.00498745j -0.00667756+0.0119578j -0.0074965+0.00948677j 0.000661702+0.00458852j -0.00773668+0.0251468j 0.0255222-0.0194387j -0.034754-0.0456135j 0.000226098+0.013408j 0.0156538-0.0103582j 0.00473142+0.0261824j 0.00757482-0.0150064j 0.00784462+0.0439292j -0.00559864-0.0233476j -0.0051281-0.00822324j 0.0120464-0.0154017j -0.0362118+0.0204592j 0.0257527-0.0102715j -0.0028557+0.000505271j 0.00286246+0.00556135j 0.00626898-0.0107504j -0.0093157+0.0112247j 0.00472425+0.000179373j 0.000788953-0.0117049j 0.00194626-0.00688364j -0.00212238-0.00435489j 0.000465081-0.001838j 0.0030514+0.00423601j 0.000198422+0.00097001j -0.00352372-0.0030573j -0.000918513+0.00144571j -0.00123693-0.00452352j -0.00114419-0.00252237j -0.000605199+0.00339656j -0.000716221-0.00665296j -0.000823061+0.000355513j -0.00134431-0.00733555j 0.0021241+0.00414574j -0.00157341-0.00561247j -0.00411944-0.00269272j 0.00278523+0.00458865j 0.00291534-0.00214925j 0.00241277-0.00249063j -0.000798068-0.00266455j 0.0024713+0.0195911j 0.000669816-0.00560021j -0.000309036+0.0136069j -0.00107925-0.0131752j -0.00627761-0.0208759j -0.00213458-0.0150821j -0.0029933+0.0214465j -0.000897895+0.0201918j -0.00156247+0.0056621j 0.0038935-0.00604974j 0.00707597-0.0404396j -0.000763971-0.0221933j -0.0110583+0.00280811j -0.00433021+0.000914322j -0.00614903+0.0268454j 0.00118721-0.00102672j -0.00189668+0.0083182j -0.00400413+0.0213225j 0.0034931+0.0033409j -0.00682542-0.00179939j 0.00451699+0.0133627j -0.00626103+0.0152431j 0.000432772+0.0137726j -0.00480591-0.00188821j 0.00600275+0.00139633j -0.00191399+0.00457473j -0.00104074-0.00377115j 0.000971843-0.00313831j 0.000494401+0.00246623j 0.000255822+0.000399508j 
-0.00721233+5.24535e-05j -0.00444461-0.00360015j -0.00044939-0.0021447j 0.00399262-0.00478695j 0.00676775+0.00978301j -0.012669-0.00130851j -0.0113236-0.00723961j -0.00423063-0.00945155j -0.0164425-0.00919468j -0.0130092+0.00373554j -0.00653622+0.00231343j -0.0117247-0.00236649j -0.000338955-0.00639663j 0.00542358+0.0128685j -0.0123797-0.0145098j -0.0160489-0.00757668j -0.0177332-0.0177729j -0.00187987-0.00348526j 0.0126946-0.00295343j 0.00907586+0.0045363j 0.0126534+0.00291495j -0.00167982-0.00761599j -0.0296155+0.0235712j -0.0172482+0.0183043j 0.0586476+0.0227909j 0.0200848+0.0124633j 0.0169218-0.00334418j -0.0352862+0.00211185j 0.0421282+0.0119593j 0.0273406+0.00803121j 0.0182633-0.0152045j -0.00754704-0.0369501j 0.00084171+0.0336905j -0.0446316+0.0116628j -0.036901+0.0228207j -0.00549019+0.00306404j 0.00827961+0.0104804j -0.020119-0.000502419j -0.00692244-0.00474533j -0.0238368+0.00295095j 0.0105361-0.00172123j 0.0032795+0.00278248j -0.00239754+0.00164769j -0.00179465+0.00707467j 0.00205695+0.00501639j -0.00687023-0.00524198j -0.00761427+0.000439204j 6.17449e-05+0.00300155j 0.00209105-0.0060969j 0.010023+0.00374369j 7.39695e-05+0.00357228j 0.00309845+0.000598137j -0.00130583-0.00683695j 0.000518004+0.000897232j 0.00288081+0.0065996j -0.00504857-0.00857156j 0.00371907+0.00896831j 0.00424481+0.00212121j -0.00349004+0.00566764j 0.00352406+0.0062814j 0.000444003-0.0167563j 0.00522536-0.0110285j -0.00390832-0.0189275j -0.000416884+0.00805063j 0.0029506+0.012111j 0.000155581+0.00524313j 0.00986014-0.00140727j -0.00541289-0.0103142j 0.00469823+0.00253185j 0.00458507-0.00996931j 0.00790664-0.00441914j -0.00193107+0.0154713j 0.00723693-0.00960608j -0.00118032-0.0265031j -0.00276682-0.0192462j -0.00189085+0.0137284j 0.00442885-0.0105255j -0.00807108-0.0027318j 0.0031363-0.0112034j -0.00201931-0.00732908j -0.000644419-0.01513j 0.00533439-0.016614j 0.00825009-0.00645769j -0.000585753+0.0195798j -0.00197495-0.00050618j -0.00268168-0.0110675j -0.00259766+0.00653638j 0.0010072+0.013774j -0.00580131+0.00501299j 0.00613509+0.00293569j 0.00164922+0.00209249j 0.00148081-0.00283272j 
-0.00299899-0.00226982j -0.00187191+0.000216583j -0.00794302+0.00127585j 0.00993344+0.00312579j -0.00712498-0.00590035j -0.00601581-0.00495625j -0.0121025-0.00702545j 0.00180033+0.0120733j -0.0131327-0.00620332j -0.00619797-0.000245636j -0.0104939-0.00575423j -0.0199524-0.00825297j -0.00440513+0.00361483j 0.00172386-0.0157061j 0.000939437+0.0101102j -0.0136624-0.00524062j 0.00687778+0.0159082j 0.0060097-0.00292348j 0.000887768+0.0170159j 0.0033554+0.00586715j 0.00598704+0.00318276j -0.00654756+0.00768184j -0.0514538-0.0352777j -0.0333328-0.0359804j 0.0547839-0.00334707j 0.0114615+0.00162347j 0.0169721+0.00817208j 0.00100323-0.0290651j 0.000793094-0.000576275j -0.00338593-0.000184114j 0.0345575-0.0262009j 0.0132867+0.012185j 0.0454982-0.0159159j 0.01963-0.00629838j 0.00673402-0.008093j -0.00189706+0.00290167j 0.00891376-0.00282405j 0.0107959-0.00335239j -0.00608385+0.00146045j 0.000414968-0.00558244j 0.00561848+0.00469338j -0.000734365-0.000407308j -0.00207158+0.00133049j -0.00872443-0.00174836j -0.00408504-0.00265412j -0.000681832-0.00219435j -0.00380771+0.00148169j -0.00415641+0.00120576j 0.00349762+0.00484496j 0.00268252-0.000713242j 0.0015299+0.0041656j 0.00533431+0.00349312j -0.00493115-0.00794707j -0.00179208+0.000989989j -0.0032528-0.00814315j 0.00299314+0.00695649j -4.46687e-05-0.00890033j 0.00205228+0.00217795j 0.0021274+0.00680039j -0.000551136-0.00945768j 0.00190793+0.00370304j -0.00249253+0.000187788j 0.00419065+0.00879026j 0.00112143-0.0022585j -0.00343953+0.00974205j -0.00162576-0.0130477j -0.00077068-0.0140788j -0.000852725-0.0113395j -0.0032359+0.0343192j 0.0018569+0.0339731j 0.00229592-0.0183204j 0.000949603-0.0237014j 0.0035751-0.0123757j 0.000150112-0.0157031j -0.00461842+0.0128902j -0.00367677-0.00495218j 0.00084844+0.0250744j 0.00360207+0.00843257j 0.000971819-0.0169502j -0.00692033-0.0186782j 0.0024061+0.0132199j 0.00356568-0.00698286j -0.00616578+0.0163882j -0.00210475+0.00225357j 0.00455217+0.000414739j -0.00315239+0.00842835j 0.00131668-0.00301013j 0.00111433-0.00897353j -0.0038786-0.000789219j 0.00202862-0.00332333j 0.00136991-0.00481678j -0.00217497+0.00126892j 
0.0019234+0.00374352j -0.00738204-0.00377472j 0.00555249-0.00323681j -0.00714413-0.00273612j 0.0150859+0.00890264j -0.00913935-0.00200062j 0.00266244-0.00591643j -0.00606478-0.00730929j 0.00592061+0.00826371j 0.0118516+0.000997427j -0.024613-0.0176533j 0.00536863-0.0120446j -0.00614365-0.0109917j 0.00453543+0.00213653j -0.0196928-0.0229457j -0.00966213-0.00482892j -0.00524745-0.000740225j -0.00396606-0.0172307j -0.0250766-0.0199377j -0.053721-0.0287771j -0.00608474+0.0177399j -0.00146185+0.00423177j 0.00500251-0.00309997j 0.0394123+0.0216385j 0.0162857+0.00410208j 0.0266762-0.00939866j -0.0212689+0.0035621j 0.017848+0.0179426j -0.0220969-0.0146875j -0.0468755-0.0330992j 0.00325234-0.0217386j 0.010268-0.0111696j 0.00187148-0.000139648j -0.00974049+0.0181975j -0.00749741+0.00216107j -0.0139963+0.00947443j 0.0113048+0.00456442j 0.00114927+0.0130393j -0.0181522-0.00668568j 0.00214389+0.00256361j 0.00450254+0.00167122j -0.00630451-0.000958954j 0.0029079+0.00345264j 0.00557612-0.000819345j 0.00619564+0.00246234j -0.00334791-0.00349751j -0.0025875+0.00197453j 0.00543722+0.0056911j 0.00318879+0.00275664j -0.00246668-0.00738657j 0.0062816+0.00873459j 0.00498015+0.00134593j 0.000779334+0.00564838j 0.00428802-0.000240582j -0.00371721-0.012154j -0.00533083-0.00410943j -6.46427e-05-0.00329853j 0.00320879+0.00745239j 0.00113594-0.0104624j -0.00171167-0.00012805j -0.00408607-0.00983262j 0.00245848+0.00815192j 0.000975839+0.0164173j 0.0046395-0.00020997j -0.0050383-0.0262231j 0.000761793-0.0275316j 0.000718541-0.00452461j -0.00141563+0.00631033j -0.000349427+0.0118756j -0.00345601+0.00496062j -0.000142508+0.0072067j -0.00413712+0.00680284j 0.00124335-0.00143542j -0.000807467-0.0133137j -0.00261165-0.00747649j -0.00584031+0.0015823j -0.0039318-0.00801567j 0.000180048-0.00318763j -0.000176771-0.0206618j 0.00595539-0.00337787j 0.00803233-0.0242722j -0.000464949+0.00283531j -0.00488421+0.00685986j 0.00278797-0.00550899j -0.00574991-0.00170447j 0.000749077-0.00771681j 0.00143449-0.00805996j 0.00509592+0.00196237j 0.00240091+0.00369511j 0.000698467+0.00156985j 0.00333272-0.000578226j -0.000599337-0.00190519j 
-0.00847512+0.0022188j -0.00391132-0.00410116j -0.00708149-0.00383658j 0.00163404-0.000436549j -0.000308536+0.00169931j -0.0120509-0.0093888j -0.00576343-0.00848235j -0.0016899+0.00197579j -0.0174888-0.00613187j 0.00208935+0.00270678j -0.0164169-0.015209j -0.00076317-0.00894999j 0.00417402+0.00162742j 0.0167483+0.00135832j -0.00121513+0.00314866j -0.0164421-0.0120798j 0.00517212+0.0140752j 0.00218345+0.00956383j 0.00336963+0.0112821j -0.0226263-0.0269611j 0.00585937-6.84217e-05j -0.00585193+0.00875846j -0.0175379-0.0298086j -0.0288815+0.00801669j 0.0371082+0.00532198j -0.00466355+0.0237721j -0.00649143+0.0151854j -0.0148255-0.000621507j 0.0158316-0.00887025j -0.0145419-0.018651j -0.0587313+0.0126535j -0.0194348+0.0158995j -0.0320699+0.0402287j -0.00552112+0.00224123j 0.0147357-0.00259845j -0.00339008+0.000395684j 0.00213854+0.00501494j -0.0135088+0.00494059j -0.00153336-0.0069209j -0.0216007+0.00816524j 0.00862413-0.00261826j 0.00557326-0.00393809j 0.00485189+0.00349651j -0.00392583+0.000234302j -0.00257747-5.63429e-05j -0.00410068-0.00453804j -0.00268676-0.000893388j -0.000327053+0.00279033j 0.00474067+0.00591105j 0.00421256+3.67962e-05j 0.00548632+0.00349939j 0.000318221-0.00287319j -0.000366189+0.00433912j -0.00104745-0.00328283j 0.000625192-0.00797761j -0.00101024-0.00406482j 0.00027273-0.0131049j 0.00617382+0.00819742j 0.000308898+0.00568373j -0.00570012-0.0104453j -0.00230497-0.00460793j -0.00319575+0.00400394j 0.000955843+0.00680214j -0.000382604+0.000543027j 0.000941131+0.00713906j -0.00123266-0.0249905j -0.000192519-0.0162836j -0.000573749-0.00392924j -0.00244901-0.00610167j -0.00199548-0.00813758j -0.00454072-0.00171453j 0.000681987+0.00772254j 0.00350775-0.0106813j 0.00467508-0.00596991j -0.0081714-0.00620401j 0.00119629+0.0149464j 0.00129215-0.00173366j 0.00424723-0.0234066j -0.000276425+0.043965j 0.00366943+0.0148393j 0.00356329-0.00287186j -0.0014539+0.00418452j 0.00629606-0.0215635j -0.00199099-0.0154983j -0.00252458+0.000739553j -0.00319809-0.00568003j 0.00268516-0.00201649j 0.000722301+0.00202207j -0.00336014-0.0018782j 0.00188226+0.00289026j 0.00212399+0.00320197j 0.00258488-0.00185893j 
-0.00152741-0.00125748j -0.00344631-5.88783e-05j -0.0119189-0.0101927j 0.0020886+0.00184716j -0.00157339-0.00176005j -0.00942099-0.000687152j -0.0146926-0.00947719j 0.000224836-0.00389104j -0.00836149-0.00946959j -0.0114909-0.012798j -0.0136618-0.00109337j -0.005558-0.00147239j 0.00742591+0.00656271j 0.0208738+0.0242253j -0.00161462+0.0195622j -0.0215342-0.00637545j 0.0178269+0.00567303j 0.0086929+0.0197864j -0.0439783+0.00299656j -0.0309809-0.0180902j -0.0279806-0.0245686j 0.0102357+0.000883811j -0.0193617+0.0144538j -0.0167217+1.32712e-05j 0.0546942+0.0248348j -0.0132147+0.0145111j 0.0281518+0.00271585j 0.0570039+0.0394918j -0.0211762-0.0141768j 0.00303583+0.0201086j 0.00979154+0.0106637j 0.00273993+0.000423817j -0.00634184+0.00718835j 0.0125381-0.00186532j -0.00423678+0.00159111j 0.000572478+0.000640918j 0.00356524-0.000295606j 0.00283408-0.000618301j -0.00281403+0.00221199j 0.00256668+0.0053818j 0.00283001-0.00431941j 0.000261496+0.00361671j 0.00727184+0.00834544j -0.00711-0.00320844j -0.00371086-0.00201912j -0.00506498+0.000623776j -0.00668194-0.00275075j -0.00267871-0.000599043j -0.000838968-0.00526965j 0.0050445+0.00367534j 0.00252268-0.00510047j 0.00166573-0.00553491j 0.000431985-0.000555049j -0.00216286-0.00533706j 0.00476726+0.00525159j 0.00282727+0.00356152j 0.00282594-0.00288035j 0.00542423+0.00473556j -0.00347088-0.00229855j -0.00443697+0.00655694j -0.000823986+0.00369958j -0.00200135-0.010566j -0.00174176-0.0108075j -0.00409874+0.0186163j 0.000275628+0.00275269j -0.00140488+0.0145673j -0.00194808+0.000597106j 0.00438155+0.0180474j 0.00461906+0.0097857j 0.00162541-0.00413953j 0.00133826-0.0100784j -0.000619676-0.00226086j 0.00161636+0.0193931j 0.00180969+0.0121043j -0.00766731+0.00709072j -0.000715859+0.00916739j 0.00171928+0.00340796j -0.00631023+0.0149269j 0.000567746-0.00393908j 0.00163902+0.00476739j -0.000944428+0.00703583j -0.0038423+0.00713526j 0.0014633+0.00194304j -0.00285273-0.00486622j 0.001839+0.00256906j -0.00324792-0.00467696j 0.00349187-0.00231034j 0.00167155-0.00216644j -0.000719902-0.00303361j 0.00104596-6.98229e-06j 0.000980326+0.000517663j -0.00232401+0.000805075j 
0.00607972+0.00254984j 0.000767823+0.00612613j 0.00516212+0.00671946j 0.00230095-0.00215897j -0.0052814-0.0024141j 0.00383836+0.00695994j -0.00123197+0.00285743j 0.0112472+0.0096941j 0.00217539+0.00360108j 0.00593325+0.00494996j -0.00306345+7.68942e-05j -0.00218852-0.00304243j 0.00301177+0.0109893j -0.0160516-0.0115826j 0.0120762+0.0192368j 0.00732057+0.00388428j 0.0260567+0.0208668j -0.00981768+0.0128494j 0.00857424+0.0414415j -0.0220302-0.036209j 0.00667823-0.0159374j 0.0309825+0.0470304j -0.0208113-0.00689398j 0.0121845-0.0111274j -0.0292166-0.00441287j -0.0071408-0.00543915j 0.0263679+0.00530585j -0.00518842+0.000837398j -0.00451897+0.0213269j -0.00549087-0.00813368j 0.00644712-0.0108763j 0.00195173-0.0254463j -0.00483834+0.00462069j -0.0152471-0.00465718j -0.0117262+6.37471e-05j -0.00111726+0.00126728j -0.00610439-0.00551657j 0.007271+0.00308883j 0.000191329+0.00691935j 0.00750941+0.00666257j -0.0027609-0.00304949j -0.00870094-0.00218807j -0.00474459-0.00177476j 0.00248577+0.00405821j -0.000241504+0.00103055j 0.000566729+0.00532654j 0.00203964+0.000582001j -0.00337943-0.00499209j 0.000448538+0.00662236j -0.00437974-0.00181514j -0.000956405-0.000505468j -0.00161733-0.00520397j -0.000445644+0.00463613j -0.00088351-0.000722875j -0.00202358-0.00108202j 0.00273046+0.0114112j -0.00276288-0.0134174j -0.00269697-0.00290607j 0.00403192+0.00510011j -0.00622631-0.0255192j 0.00134408+0.0216406j -0.00769759+0.0112007j 0.00242081-0.0233917j 0.00106355+0.0025898j -0.00305787+0.00703067j -0.00270932+0.00910132j -0.000359109+0.0149658j 0.00470439+0.0149519j 6.61733e-05-0.00716362j 0.00130643-0.00231968j -0.00305959-0.0300769j 0.00308784-0.0128271j -0.00621016+0.0312711j 0.00412437-0.00551782j -0.000712611+0.000988541j 0.00299222-0.00808574j 0.000145146+0.000610955j -0.00568456+0.00976496j 8.05117e-05-0.000746989j 0.00247412-0.00939124j 0.000331957-0.0134701j 0.000582006-0.000927538j 0.0023797-0.00207243j 0.00215686-0.0030168j -0.00186494-0.000257082j 0.0012881+5.6876e-06j -0.00107088-0.000740548j -0.000193077+0.00107052j 0.000533287+0.00100138j 0.00105448-0.000235208j -0.000363672-0.00226585j -0.00214716-0.00150423j 
0.0063486+0.00263703j -0.00228102-0.000465556j 0.00560859+0.00501728j 0.00849216+0.00150275j -0.00344781-0.000134473j -0.00111989-0.000256219j -0.0041872+0.000125039j 0.00934391+0.00302501j 0.0053412+0.00843141j -0.00139938-0.00446354j -0.0123958-0.00116692j -0.00868175-0.00536454j -0.00410816-0.00765437j -0.0152815-0.014583j -0.00692264-0.00866106j 8.14182e-05+0.00140539j 0.0180819-0.0120923j -0.0318886-0.021593j -0.0288832-0.0144551j -0.0039628+0.0130727j 0.0206925+0.0192324j 0.028629-0.00400014j -0.0312893-0.0208317j 0.000419629-0.000284205j -0.00518291-0.0091774j -0.0517111+0.0108669j 0.0576727+0.0124466j 0.0136043-0.00807094j 0.0104144-0.0113328j 0.00506049-0.000935543j 0.0167451-0.0127449j -0.0236559+0.0210019j -0.0145894-0.000161871j 0.00652876+0.0010534j 0.00153986-0.00963464j -0.00286119+0.00387345j 0.00144852+0.00210757j 0.0102476+0.00285605j -0.00240023-0.000632173j 0.0100288-0.000139908j 0.00191439+0.00217174j -0.00600348-0.000634502j -0.00800262-0.00221456j -0.00372184+0.00200978j -0.00024531+0.0030946j -0.00261739+0.000111665j -0.00259922-0.00140513j -0.00548965-0.00102664j -0.00185165-0.00428271j -0.00118166-0.00089462j -0.00175008-0.00119763j 0.00298296+0.0043368j 0.000788544-0.000658886j 0.000118568+0.00493928j -0.00261326-0.00432329j -0.00247317-0.00804751j -0.00191018+0.00676848j 0.000771995-0.00234j 0.000299129-0.010628j 0.00268823+0.00843647j -3.28667e-05-0.00364734j 0.00686962-0.0101795j -0.00251552-0.0121432j 0.00367388+0.0130282j 0.00481961+0.0102838j 4.10335e-05-0.000243511j 0.00118297+0.0164504j -0.00134454+0.0238417j 0.00560679-0.00359859j -0.00676427-0.00632511j 0.00158726+0.0338976j -0.00305116+0.0104625j 0.0050189-0.0139477j -0.000369619+0.00339745j 0.00515978-0.00743781j -0.00342575+0.0407173j 0.00660082-0.00358811j 0.000291649+0.0164831j -0.00133956+0.0178079j 0.0049192+0.00650955j -0.00513609+0.00388221j 0.000398321+0.0102246j -0.0019698-0.00270533j -0.000893689+0.000999363j 0.000529435-0.00733347j -4.34828e-05+0.00189776j -0.0012465-0.00100164j 0.00116613-0.00286827j -0.00109074+0.000151996j 0.00163055+0.00263667j -0.000483146-0.00099281j -0.00295243-5.73262e-05j 
