0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
0.0113047+0.0030607j -0.00567712+0.00697334j 0.00849429+0.00876502j 0.000166448-0.00569464j 0.00554997+0.00706691j 0.00012658+0.00795886j -0.004807+0.00811186j 0.00552112-0.0050105j 0.00197136+0.0113343j 0.00573169+0.000183203j -0.011997-0.00239566j -0.00484768-0.00431516j -0.00549216-0.00604231j -0.0074442-0.00943287j -0.000231187-0.00757794j -0.00524232+0.0049011j 0.001492-0.00499864j -0.000313654-0.00702032j -0.00841646+0.00500957j -0.0098104-0.00645602j 0.00323785+0.00319087j -0.00105482+0.0174361j -0.0127942-7.74569e-05j 0.00925251+0.00771375j 0.0123074+0.00296913j -0.0048811+0.0221866j 0.00145661+0.00754914j 0.00903958+0.0147089j -0.00380953-0.0111481j -0.00837866+0.0128558j 0.0397824-0.00949449j 0.0184934-0.00981157j 0.0434741+0.025569j -0.0203915+0.0360656j 0.0173825-0.0136896j -0.013989+0.00957472j -0.00302665+0.00595952j -0.0645397+0.0367751j -0.0443537+0.0197118j 0.0479828+0.00285321j -0.00244099-0.00291805j -0.0267998+0.00361877j -0.00850225-0.00612644j 0.00342375+0.00805998j 0.00532487+0.00296771j -0.00306082+0.00081398j -0.000871046+0.00343877j -0.00457531+0.00469217j 0.0020972+0.00117313j -0.00265346-0.000461184j 0.00130697+0.00030949j 0.00505309+0.00268113j -0.00403825-0.00343406j 0.000297512+0.00412843j -0.00461093-0.00315365j -0.00187615-0.00385742j 4.21607e-06+0.00168703j 0.00159927-0.0054789j 0.000787114+0.00656865j 0.00422782+0.00535214j -0.000323519-8.60232e-05j 0.0027839-0.00398408j 0.00110067+0.00826096j 0.00454571+0.00458191j 0.00231351+0.0056416j -0.000183744+0.00681049j 0.00353748+0.000537052j -0.000245225+0.000641725j -0.0048392-0.0132107j 0.00154442-0.00496084j 0.00590423-0.00798608j 0.00222331+0.0168317j 0.0041605+0.000477009j -0.00560327+0.0172607j -0.00731744+0.00643219j 0.00494775+0.00772779j 0.000320078+0.0023757j 0.00422175-0.0387998j -0.00118662+0.0166083j -0.00604078+0.00404378j -0.00540785-0.00195233j -0.0104451-0.0169683j -0.00112436+0.00139106j -0.00231506+0.0161221j -0.00482237+0.0421547j 0.00829892+0.00560545j -0.00406927+0.000816033j 0.00371975+0.00461514j -0.000575289+0.0300712j 0.00409641+0.00854122j 0.00378966-0.0114564j -0.00814897-0.00365079j 
-0.00323536+0.00490963j -0.00761386+0.000641599j -0.00604474+0.000865467j 0.00552813-0.0026644j -0.0061164+0.00149746j -0.00550238+0.00150943j -0.00319902+0.00252415j 0.00323396+0.000577855j -0.00883396+0.00258752j 0.00471051+0.00404724j 0.00364567-0.00394575j 0.00557326+0.0028084j 0.00148043-0.000634891j 0.00616455+0.00146899j 0.00105819+0.00336133j 0.000841968+0.000996011j -0.00100741+6.50713e-07j 0.00502918+0.000910147j -0.00477141-0.00117509j -0.00365818-0.00439642j 0.00104036+0.00179256j -0.0158282-0.000738216j 0.00637577+0.0129407j -0.0102198+0.00626762j -0.00299351-0.00773957j -0.015608-0.000888555j -0.0165621-0.00948337j 0.000249303+0.0021214j -0.00454893-0.00681825j -0.0179849-0.0116011j 0.0108739-0.0173327j 0.0122604-0.0118793j -0.0548185+0.0211294j -0.00164323+0.0076211j 0.0196018+0.0250146j 0.0280174-0.01357j -0.106378+0.0300965j 0.0194736-0.0313413j -0.0312418-0.00671047j -0.0419561+0.0289762j 0.0131332-0.00967361j -0.0048186-0.000151333j 0.000318402-0.00208237j -0.0121599+0.00339593j -0.00544015+0.000702479j -0.00490477+0.00553335j 0.00100277+0.00128897j -0.000845075+0.00253179j 0.00117939-0.00443794j 0.00232146-0.00120019j 0.00133961-0.00184538j -0.0030681-0.000439425j 0.00212751-0.00224221j 0.000710797+0.0038114j 0.00237664+0.00476922j 0.00251468-0.000892897j 0.00183066+0.000191749j -0.00326472-0.00369994j -0.00164595+0.00720829j 0.000635302+0.000926277j -0.000511511-0.00478884j 0.00441261-0.00374278j -0.000155848-0.00184294j -0.00272832+0.00382972j 0.00229284+0.00303205j 0.000435736-0.0021198j 0.00052697-0.00116458j 0.00230188+0.00322547j 0.00229526-0.000733909j 0.000749505-0.0058142j 0.00329713-0.00723668j -0.000717204+0.00482244j 0.00440278-0.00627254j -0.000607007+0.000746479j -0.00422203+0.00620981j 0.00183983+0.0104143j 0.000382518-0.00474146j 0.000338217-0.00506892j -0.00106012-0.011857j 0.00364057-0.00241747j -0.00134055+0.0308087j -0.00830427-0.0283972j 0.00499891+0.00653618j 0.00328538+0.00839222j -0.0170201-0.00654281j -0.00778951+0.0465511j 0.00538303-0.0193171j -0.0125294+0.0322546j -0.00317285-0.0166002j -0.00262127+0.0179446j 0.00639273+0.00414324j 0.00336372-0.00860474j 
0.00419845+0.0016349j -0.00294493-0.000970178j 2.59373e-05-0.00757705j 0.000185238+0.00696372j 0.00389939-0.00498439j -0.0069215-0.00464205j -0.00574704-0.0155783j -0.00508622+0.00208715j -0.00152183-0.0102825j -0.00413189-0.00708392j -0.00860434+0.000647468j -0.0133736-0.014799j -0.00672985+0.0021934j -0.00134625+0.00631564j -0.0109333-0.00315495j -0.00357224-0.0135586j -0.00600815+0.0102702j -0.00340809+0.00827857j 0.000964893-0.000350182j -0.0110624-0.00397665j 0.00627466+0.00811277j 0.0151106-0.00522534j -0.011806-0.0261807j 0.0198731-0.00548376j 0.0134046+0.0342023j 0.0255942-0.0131412j 0.0207113-0.00116868j 0.0215229+0.0179332j -0.00316004+0.00493232j 0.0241981-0.00382946j 0.00906584+0.0292697j 0.00698853+0.00216374j 0.0406385+0.0592937j 0.00297494+0.0495779j -0.0127938-0.0436915j 0.0261525+0.000835025j -0.0269177+0.0087992j 0.0179424-0.00481927j -0.00404351+0.00478408j -6.06812e-05+0.00802826j -0.000324838-0.00206444j -0.00532161+0.00715955j 0.00394421+0.00603721j -0.00093968-0.004443j 0.00120805-0.00134715j -0.00483859-0.000753706j -0.00854875-0.0063452j 0.00316219+0.000208423j 0.00203089+0.00198739j 0.0044156+0.00185433j -3.88815e-05-0.00118686j 0.00433108-0.000381421j -0.000914278+0.00735337j 0.000284075-0.00076531j -0.000518177+0.00341399j -0.00319442-0.00176913j -0.00119322-0.00407526j 0.00766698+0.00423183j 0.000584736-0.00222431j -0.00570721-0.00770943j -0.000440451+0.00373243j -0.00225157+0.00464293j 9.99937e-05-0.00901061j -0.00357546-0.00656252j -0.000631293+0.000108571j 0.00323369-0.0124701j 0.00311889-0.00427821j -0.00110411-0.00881696j 0.000406401-0.00391954j -0.000459891+0.00116977j -0.00851797+0.0151353j -0.00251626-0.0155746j -0.00531065-0.0117041j 0.00577863-0.0169609j 0.00783329-0.0133745j -0.00290237-0.00938426j -0.000164263+0.00322483j -0.00460805+0.0286503j 0.00280267+0.0216478j 0.00254284+0.0292824j -0.00448373+0.00299569j 0.00462392-0.00779979j 0.00370014+0.0116822j 0.00331679-0.0198962j -0.00952658-0.00491125j -0.00312873+0.0115727j -0.000372875+0.00402537j 0.000289721+0.0100348j 0.00109156-0.00535767j 8.21505e-05+0.00466038j 0.000503788+0.00173295j -0.00126371-0.00449086j 
0.00524237+0.00952557j -0.00195664+0.00229723j 0.00287964+0.00657802j 0.00298981-0.00240613j -0.00255276-0.00289421j 0.00525315+0.00764375j -0.00938565+0.0109737j 0.00915935+0.00537611j -0.00398114+0.0165366j 0.00278034+0.016314j 0.00508968+0.00232406j -0.0054208+0.0123173j -0.00461472-0.00368738j -0.00374001-0.0101442j -0.00064098+0.00675687j -0.000615884+0.0125316j -0.00339126+0.00757276j -0.0102-0.00155786j 8.48215e-05-0.0139681j 0.010248+0.00126836j 0.00188391-0.0107213j 0.0121905-0.00434869j 0.00139419+0.00833213j 0.00602069+0.0127082j 0.0148281-0.0381695j -0.000923825-0.00743409j 0.0288258-0.00348842j 0.00428749+0.00830557j 0.0170769-0.0268196j 0.0230185-0.0293775j -0.000526615+0.016382j -0.0354801+0.0161857j 0.0241017+0.0140224j 0.000740134+0.0106793j 0.0191827+0.0460207j -0.00136058+0.00774546j -0.00648523+0.00748633j -0.00705609+0.0196958j -0.00874914-0.00706447j 0.0155724+0.0232481j 0.00452835-0.00356312j -0.0131036-0.0098812j -0.0079714-0.00296536j 0.00224078+0.00883258j 0.00187128+0.000827415j 0.00553027+0.00801996j -0.000627304+0.00915994j -0.00636962-0.00536849j 0.00355046+0.00766054j -0.00154971-0.0138343j -0.00100843+0.00666395j -0.00563404-0.0109692j -0.00104331+0.000556597j 0.00222751-0.00074679j -0.00235361-0.00294901j -0.0030893+0.00889107j -0.000766067-0.00246683j -0.0061987+0.00511913j 0.00533906-0.00405496j 0.00315147-0.00458817j -0.00183988-0.00922256j -0.000938973+0.00482915j -0.00366522-0.0227025j 0.00285921-0.00466077j -0.0045479-0.0202348j -0.00521908-0.019727j 0.00245647+0.000543726j -0.000929196-0.00524921j 0.00633461+0.00290597j 0.000726657-0.00498696j -0.00209542-0.0113719j -0.00573926-0.025218j 0.000241294+0.0199288j 0.0105065-0.00998786j -0.0127008+0.00689972j -0.00565282-0.0190852j 0.00868457-0.000424946j -0.0147643+0.02625j 0.00839376-0.0194291j -0.00183616-0.00241521j 0.00805537-0.0298982j 0.0118167-0.0228509j 0.00816315+0.00272777j 0.0110622-0.0277558j -0.00413164+0.0173897j -0.00458911+0.00933374j 0.00266467-0.00493583j 0.00645087-0.00553159j -0.00152747+0.00975615j 0.00609543-0.00189811j 0.000209094-0.0017371j -0.00338183-0.002419j 
-0.00644334+0.00294108j -0.00858886-0.00819336j -0.0113626-0.00330206j 0.0091611+0.00844825j 0.00122364-0.00167788j -0.00641021-0.00571694j -0.00907726-0.0132465j -0.0102191+0.000483227j -0.0138876-0.0119729j -0.00791541-0.00242674j -0.00934228-0.00758384j -0.0122261-0.0187495j -0.00351275-0.00759211j 0.0147264-0.00373986j -0.00570911-0.00482626j -0.00636287-0.00730281j -0.00485853-0.000478918j 0.00188329+0.00206819j -0.00672262+0.00078283j -0.00888731+0.00475279j 0.0133472+0.00709358j -0.00748938+0.00397913j -0.00830266-0.0202452j 0.0133627+0.00289314j 0.0442359+0.0271957j -0.0247403+0.0263852j 0.00554505+0.011553j -0.00512615-0.00960833j 0.0360216+0.00984143j -0.0239601+0.00172344j 0.0500805+0.0415658j -0.0222306+0.00446342j 0.00613665+0.0299065j 0.00497042-0.0163714j 0.00763637+0.0040223j 0.0047316-0.0212981j 0.00421196+0.000862395j 0.0412565-0.00426718j -0.00301799-0.0173564j -0.0237617+0.00706097j 0.0147934+0.00294744j 0.00354711-0.00906077j 0.00301858-0.0030915j -0.0141032-0.00639294j -0.00331985+0.000386437j -0.00128458-0.00498287j -0.00499888-0.00282736j 0.00203804+0.00263357j 0.00346841+0.000625681j 0.00606617+1.7971e-05j 0.00288653+0.00568397j 0.00452034+0.00994835j -0.00173764-0.00589765j 0.000300252+0.00240672j 0.00029427-0.00170768j 0.000279272+0.000932473j 0.00187819+0.000646625j 0.00477454+0.00185916j -0.000659221+0.00159671j -0.000149226-0.00130798j -0.00025921+0.0037313j -0.000270496-0.00852959j 0.000758078+0.00450015j 0.00233375+0.00507477j -0.00211998-0.0207766j -0.000157091+0.0101495j 0.00174471+0.00230755j 0.00302989+0.00548891j -0.00419285-0.0229864j 0.000882558-0.00150004j 0.00280547-0.0207001j 0.00194307-0.00442151j -0.00456676+0.0238376j -0.00293395+0.0357426j -0.0035681+0.0179886j 0.00700451-0.0240868j 7.53399e-05-0.0157968j 0.0015064-0.0287381j 3.61724e-05-0.0307158j -0.00477504-0.0225107j 0.00919648+0.0176663j -0.00360153+0.00320584j 0.00638612+0.00169841j -0.00687215-0.00511227j 0.00148181-0.018017j -0.0111413+0.00216812j 0.00913606-0.00307446j -0.00130123+0.00128858j -0.00586754-0.0143671j 0.00245952-0.00126957j 0.00285558+0.00467132j 0.000486024+0.000679765j 
0.00220868+0.00626241j 0.00200148+0.00148034j 0.0131049+0.0118702j -0.0102526-0.00416744j 0.013782+0.00572442j 0.00279555+0.00349517j 0.0104119+0.00294217j -0.00970433-3.51494e-05j 0.0118216+0.0099067j 0.00310501+0.00137958j -0.0054837+0.00901483j -0.00417508-0.00298732j -0.00969931-0.00822415j -0.00874338-0.0130427j -0.0132055-0.0145664j 0.00918657+0.00837417j -0.0195744-0.0126233j -0.00267597-0.0124636j 0.0190002-0.00596542j -0.0146086+0.0157288j 0.00462123-0.00391421j 0.0165407+0.0168692j 0.000637477+0.0143529j 0.0215997+0.0294801j -0.00662978-0.0100122j 0.0558991+0.0453933j -0.00425566+0.0255347j -0.00751085-0.000460141j -0.0136979-0.00326031j 0.00939433+0.0279012j -0.0314224+0.0167637j 0.0209052-0.00999769j 0.0392025+0.00157059j -0.00353475-0.0218598j -0.0229341+0.0130298j 0.0543532-0.0329452j -0.0197324-0.00819277j 0.0225963-6.51729e-05j 0.0046385-0.0103763j -0.00622192+0.013101j -0.00322541-0.000648317j -0.00397574-0.0132289j 0.00128495-0.00802128j 0.0159566+0.0075577j 0.0102783+0.00586555j 0.0059387+0.000382442j 0.000744627+0.00198758j 0.00746608-0.0037236j 3.04517e-06-0.00125341j -0.00611138-0.00606293j -0.00390914-0.00102677j 0.00189271+0.00388928j 0.000927834+0.000195863j 0.00371738-0.000712543j -0.00368045-0.0101835j -0.00403071-0.00520313j -5.78487e-05+0.00380399j -0.00585259-0.00101294j 0.00189509-0.00144063j 0.00208451+0.00245733j 0.000933359-0.00915868j 0.00035569-0.00208545j 0.00151267+0.0110655j 0.00505062+0.00643299j -0.000956603-0.00435253j -0.00321212-9.62042e-07j -0.00132025+0.00898953j -0.00108755+0.0182073j -0.000828158+0.00945504j -0.00519328-0.0112151j 0.00208278+0.0115751j -0.000977274+0.0121957j 0.000440001-0.0191655j -0.00132987+0.000783951j -0.00467042-0.00695695j -0.00648256+0.0191822j 0.000866204-0.0113922j 0.00642694+0.0224385j 0.00159534+0.0164426j -0.00222836+0.014724j 0.0104028-0.00157208j -0.00649106+0.0160608j 0.000324045+0.0187647j -0.00216927+0.00854651j -0.00687005+0.00826123j -0.00613113+0.0146484j 2.63877e-05+0.00770189j -0.000935803+0.00759586j 0.00501333-0.0062423j -5.88399e-05-0.00729104j -0.000196889+0.000316029j 0.000655965-0.00174404j 
0.00265738-0.00190265j -0.000290545-0.00551635j 0.0056291+0.000347196j -0.003373-0.00441641j 0.00377807+0.0108961j 0.00101244-0.00317123j 0.00915427+0.0124571j -0.000779003-0.0152925j 0.00802909+0.00501561j 0.00363316+0.0085912j -0.00497322-0.0116019j 0.0147403+0.0079981j 0.00198829-0.00596003j -6.40957e-05+0.0101905j 0.00317539-0.0131066j 0.00181896+0.00546716j 0.00231714-0.0147118j -0.00276665+0.00674677j -0.0115041+0.00184115j -0.00375177-0.0256852j -0.0156683+0.00766612j -0.00281303-0.0231572j 0.0018741+0.00802269j 0.00680965+0.0241007j -0.0212859-7.0183e-05j 0.00140769+0.0338095j 0.00147269-0.0421126j 0.0090842-0.00979306j -0.0215082-0.0107197j 0.00257533-0.0452952j 0.000914641+0.00994735j 0.0278027+0.0204867j -0.000204649-0.0135501j -0.00990348-0.0106439j -0.00275209+0.016377j 0.0361427-0.0404473j 0.00690529+0.00309851j 0.0115711-0.00615491j 0.00334667-0.0129231j 0.00402896-0.00954236j -0.00459333+0.00269674j 0.00444229+0.00314524j 0.000856401-0.00454051j 0.00548317+0.00648773j 0.00504667+0.00655591j -0.00416589-0.00710567j 0.00377289+0.0028596j 0.00777742+0.00545317j -0.00561337-0.00451048j -0.00107782+0.0044477j 0.00217813+0.0116521j 0.00111812+0.00221767j 0.0045901-0.0123594j 0.0055694+0.00527915j 0.0038954+0.0140817j -0.00465696-0.00584212j -0.000309006+0.00468389j -0.000406743-0.00135818j 0.0023318+0.0151278j 0.00124495-0.000276371j 0.00272628+0.00658025j 0.00462125-0.00671661j -0.00113923-0.0213532j -0.0045932-0.0029755j 0.0031477+0.0143786j 0.00205945+0.00663067j 0.00868269-0.0171979j -0.00507619-0.0350634j 0.00201535-0.00761469j 0.0090405+0.0257804j 0.00268328+0.000898188j -0.00133414-0.0208618j 0.00376772-0.0109884j 0.00342839-0.0249407j 0.00339007-0.00338399j 0.00318089-0.0211554j -0.000182719-0.00138098j -0.00667144+0.00990989j 0.00590463-0.00676104j -0.00613882+0.00951349j -0.0111271+0.0124781j 0.0047545-0.022388j 0.00564123-0.0118004j -0.000322804+0.00543231j 0.00507133-0.00306305j -0.00173614+0.00198612j -0.00329669+0.0191117j -0.00467328+0.0080266j 0.00333841-0.00270762j 0.000111849-0.00483017j -0.0013319+0.00487399j 0.000547193+0.00238875j 
1.83334e-05+0.00281786j 0.00196884-0.000223313j 0.00860703+0.00344364j -0.00100809-0.00406911j -0.00375515+0.00226996j -0.00731735-0.00233025j 0.010279+0.00596146j 0.00731138+0.00131153j 0.00552568+0.00928568j 0.00475851-0.00209528j 0.000621417-0.00131047j 0.00848006+0.00387227j 0.0013898-4.17841e-05j -0.0152908-0.0114119j 0.00584763+0.00210067j 0.0105084+0.00258131j 0.003596-0.00497915j 0.00626824+1.31833e-05j 0.00543764+0.00330926j 0.0129242+0.00225445j -0.000693489-0.00822741j -0.00778282-0.00149209j -0.00819983-0.00935571j -0.000794036+0.00369682j -0.0330371-0.0215154j 0.0224187+0.0181671j -0.00778663+0.00303048j 0.00967897-0.0137626j -0.0110047-0.0238941j 0.0100818-0.00922455j 0.00813639+0.0309347j 0.0327377+0.0413461j -0.0304068+0.0226515j 0.0246813-0.0296431j -0.0408605-0.0132234j -0.0708315+0.0322797j -0.018002+0.00663237j -0.0127826+0.00268552j 0.00999804-0.0022609j -0.00331926+0.00635211j -0.00047894-0.00338617j 0.000668861-0.00604164j -0.00713115-0.00214584j 0.00438334-0.00115543j -0.00168039+8.02424e-05j -0.00550521+0.00391921j 0.00591044-1.46621e-05j -0.000982422+0.0037222j -0.0026696-0.00103939j -0.00249426-0.00122395j -0.000944952-0.00297394j -0.00233205+0.00388927j -0.000360285-0.000793001j -0.00235062+0.00199145j -0.00226373-0.00183715j 0.00132928+0.00430301j -0.00176821-0.00212094j -0.00501512-0.00471568j -0.00070906-0.000548613j 0.00230646+0.00228225j 0.00189273+0.00461325j -0.000454473+0.00108387j 6.31376e-06+0.00145322j -0.00112541-0.00128455j 0.000646858+0.00296837j 0.000943431+0.00296062j -0.0041342+0.00531176j 0.0013548+0.002383j -0.00102205-0.000796595j -0.00186103+0.000422307j -0.000233134+0.00470445j 0.00385446+0.00436463j -0.000663804-0.0101638j -0.00418669-0.0158459j 0.000511524+0.00262869j 0.000337412-0.00197517j 9.25061e-05+0.0366386j -0.00420904-0.0154896j -0.00755795-0.0208895j 0.0071299+0.0104373j -0.000825713+0.00259134j 0.00110846-0.02416j -0.00827233+0.00918298j -0.00627491+0.0132444j -0.00433343-0.00761234j 0.00424833-0.00970498j -0.000208302-0.0306706j -0.00048767+0.00439129j -0.00238265+0.00190196j -0.00154175+0.0107848j -0.00172563+0.00340584j 0.00179591+0.00113067j 
-0.00111374-0.00509745j 0.00142311+0.00283756j 0.00260823-0.00642342j -0.00867925-0.00316563j 0.00811565-0.000969415j -0.00334471+0.00672692j 0.00376445+0.00235337j -0.00790909-0.00918871j 0.00334074-0.00748561j -0.00595728-0.00182415j -0.00414322+0.020301j -7.18478e-06-0.00338377j -0.00322986-0.00151695j 0.00538772+0.00995278j -0.00558047+0.00867869j 0.00160469+0.00900376j -0.00996983-0.0136959j -0.0104972+0.00936067j 0.00492389+0.038052j -0.024632+0.0271706j 0.0077499+0.015487j 0.0120146-0.0159514j 0.0102449+0.0112301j 0.0219309-0.00951863j 0.0022541-0.00584902j 0.0141547+0.0160523j -0.000311381-0.0141911j 0.0157838-0.0355031j -0.00342746+0.0201703j 0.0058401+0.00364473j -0.0262775-0.0236176j -0.0124369-0.0165265j 0.00394819+0.0260069j -0.00421639+0.000626577j -0.020609+0.0338057j 0.00501109+0.00818068j -0.00291489+0.0014114j -0.00930398-0.00613821j 0.00294673+0.00745918j 0.00194575+0.000197965j -0.00629048-0.00700662j 0.000581325+0.00617786j 0.00596055+0.00422671j 0.00753338-0.00316528j 0.00164949-0.00402497j 0.000690086+0.0107736j -0.00117923+0.00295977j 0.00253207-0.00133667j -0.00192549-0.00495736j 0.000628305+0.00335293j -0.00271105-0.00990217j -0.000323186-0.00130562j -5.15221e-05-0.00984854j -0.000185507+0.000667077j 0.000733699+0.00598263j 0.00428562+0.0139622j -0.000149078-0.00544926j -0.00351449-0.00803037j -0.000981728-0.010762j 0.00337928+0.0150961j 0.00792241+0.0297066j -0.00313814-0.00928627j -0.00142882-0.00765307j -0.00725196-0.00331956j 0.000158991+0.00153406j 0.00115773+0.00797482j -0.0136084-0.0181482j 0.00500547-0.00596368j 0.0032331-0.00327259j 0.00622504+0.0334744j -0.00567745+0.0104049j 0.00413057-0.0318875j 0.00269285+0.00728715j 0.00172337+0.00944804j -0.00595556+0.0245691j 0.00423298-0.027577j -0.0117197+0.0299174j -0.0104442+0.0170616j 0.00282631-0.0200496j 0.00356006+0.025226j -0.00432171+0.0174533j -0.00485975+0.00530436j 0.00425821+0.00371607j 0.000999643-0.00322125j -0.00392859+0.00600128j -0.000855076-0.00621084j 0.00102696-0.00576489j 0.00312319+0.00119936j 0.00288342-0.0028696j -0.00107972+0.000556966j -0.00133445+0.000539642j -0.00085722+0.00287952j 
0.00226846-0.00214136j 0.00109015+0.000616188j 0.00793003+0.00591785j 0.000923662-0.00992139j 0.0032546+0.00997924j 0.00511382+0.00842139j 0.00484702+0.00671841j -0.00223981-0.00936079j 0.00400117+0.00609028j 0.00244319+0.00688402j -0.000164693+0.0176625j -0.00079611+0.00595334j -0.00419504-0.00788404j 0.00224774+0.00167073j 0.00021756-0.0110514j 0.00593333+0.0168615j -0.00837081-0.0239574j -0.000156484+0.0022084j 0.00429677+0.0104475j -0.0150313+0.00983722j 0.0124912+0.0140041j 0.00193098-0.0119788j -0.000406934+0.0333974j 0.00802136+0.0362583j 0.0231341-0.00757867j 0.01124+0.00707208j 0.0044863-0.0316689j 0.00965035-0.0249581j 0.00426402+0.0269018j -0.0154494-0.00582144j 0.010015+0.00658217j -0.029387-0.00884967j 0.0242935+0.00329219j 0.0303329-0.0217054j 0.0471169-0.0322678j -0.043519+0.00616026j 0.00282234-0.000942085j 0.0114197-0.00944223j -0.00502795-0.00272475j 0.0125839-0.0064293j -0.000392557+0.00203057j -0.00400491-0.00173246j -0.0068906+0.00147611j 0.00229063+0.0100504j 0.00118374+0.00834642j 0.00503558+0.00616709j 0.00133983+0.00271716j -6.14422e-05-0.00259828j 0.000563407-0.00664937j -0.0010092+0.00189061j -0.00343333-0.00245001j -0.00154893-0.00340072j 0.00170317-0.0127395j 0.00439533+0.00442262j 0.00223146+0.00984657j 0.00117028-0.00242147j 0.00145601+0.00503869j -0.00499055+0.005567j -0.000390357-0.0011992j 0.00671352+0.0172899j 0.00219324-0.00971604j 0.00621161-0.00741224j -0.00204666-0.0190786j -0.0006528+0.00915391j 0.00363235+0.0153462j -0.00344144-0.00666326j 0.00253597+0.000869677j -0.000916002-0.00263834j 0.00656328+0.00981138j 0.000590909+0.00120718j 0.00453354+0.013422j -0.00520992-0.0154285j 0.0103903-0.003226j 0.00462207+0.00746511j -0.00492063+0.0231673j -0.0035591+0.0273131j 0.0122325+0.00522367j -0.000944212+0.015329j -0.000206282+0.000407727j 0.00055939-0.0182551j -0.00369107+0.0310565j 0.010444-0.0107039j -0.00575137-0.00972657j -0.000321658-0.0174185j 0.000558279-0.0109568j -0.00231573+0.0133799j -0.000632167-0.0107639j 0.00440462-0.0162948j -0.00116782-0.00052371j 0.00158977-0.00247765j -0.00129708-0.00327857j -0.00268487+0.00321108j 
