-0.00496255+0.00255035j -0.00495177-0.00120098j 0.00150449+0.00032691j 0.00709132-0.000954002j 0.000377256+8.99917e-05j -0.00061097-0.000677769j 0.00104328-0.000300507j 0.00599105-0.000232778j 0.00324656-0.000228404j 0.00389799-0.00048132j 0.00112317-0.000362385j -0.0029406-0.000532931j 0.00364734-1.80313e-05j 0.0018482+4.49627e-05j 0.00226725+0.000494113j -0.00038595-0.00149089j 0.00290585+0.000543354j 0.00186705+0.000523309j -0.00338084+8.15766e-05j 0.00246606-0.00088476j -0.00207163-0.000943737j 1.60216e-05-6.68702e-05j -0.00518265-0.000819358j 0.00366644-0.00189698j 0.000327294+0.00178941j 0.000899423-0.00195013j -0.000409655-4.21642e-05j -0.000293819-0.00531612j -0.00727712+0.00105141j 0.00215498+0.00303307j 0.0195296-0.0051666j -0.00845512+0.00462522j -0.0169681-0.00121096j 0.0168206-0.00901466j 0.00170351-0.00255864j 0.00065606-9.1584e-05j -0.000530828+0.00599684j -0.0131378+0.00102169j 0.000414554-0.00028935j -0.000723285+0.00275948j -0.00635718+0.00275078j 0.00227634-0.0032674j -0.00412661+0.00172063j 0.00230396+0.00137001j 0.000471205-0.00401121j 0.00307093-0.00248594j -0.00302435-0.000651798j -0.00155555-0.00302774j -0.000198773-0.000953656j -0.0034681+0.00281048j -0.00155546-0.00149506j -0.00148688-0.00284756j -0.00118265+0.0026615j 0.00165824-0.00235229j -7.71905e-05+9.54716e-05j 0.00152898+0.00137857j -0.00072641-0.000792615j -0.00186796+0.00176703j -0.00182656-0.00244733j 0.000881316-0.00264056j 0.00151884-0.00161527j 0.00310715-0.00321687j 0.000946901+0.000116548j -0.00131926-0.00292574j 0.00052495+0.00340088j -0.00331011-0.000907192j -0.003037+0.00629742j -0.000184888+0.000979992j 0.00251642-0.00164424j 0.00302264-0.00934554j 0.0049214+0.0914558j 0.0612122+0.0214445j 
0.000658683-0.000821054j 0.00259153+0.00148588j 0.012944-0.00436771j -0.00354294-0.00457045j -0.0113091+0.000872322j 0.0138813+0.00140071j 0.0119065-0.00398481j 0.00644403-0.00367435j -0.0140108+0.00801626j 0.00793769-0.00806541j 0.026867-0.000334719j -0.0058248+0.00374533j -0.0216296-0.00849376j -0.000608988-0.00486111j 0.00750381-0.0102308j -0.0135833+0.0031099j 0.00466489+0.000318961j 0.0429823-0.00361761j -0.0161206+0.0106888j 0.0153935-0.0101444j -0.0243639+0.00733965j 0.00313371-0.0137852j 0.00889219-0.00421062j -0.00567661-0.00314501j 0.0057261-0.00351975j 0.0197638-0.00147052j 0.0100944-0.0118091j -0.00109459-0.000762395j 8.90375e-05+0.00273731j 0.0021442+0.00526199j -0.000290842+0.00112451j -0.00429052+0.00295467j 0.00263452+0.00608426j 0.00457367-0.00238212j -0.000384886-0.0163322j -0.00517013-0.0170159j -0.00362173-0.011723j -0.00248197+0.00300536j 0.00438264+0.0279738j -0.00088467+0.0105234j -0.00414577-0.00982176j -0.00294968-0.00685553j -0.00497057-0.00991389j 0.00377423+0.0195476j -0.00467003-0.00643282j -0.0017532-0.00154514j 0.00369972+0.0119212j -0.00235543+0.0120672j -0.00182623-0.0464259j -0.00452267-0.0224917j -0.000838077-0.0361352j -0.00932674+0.00475294j 0.00978853-0.00767804j -0.00825979-0.0180302j 0.00526431+0.0236302j 0.0211202-0.00208051j -0.00167393+0.0257848j -0.00897645+0.00644475j -0.0155212-0.0370572j -0.0199801-0.000928028j -0.0143047-0.0195069j 0.00130878-0.020195j 0.0173487+0.008571j -0.000196791+0.0177598j 0.0146287-0.035096j -0.00152963-0.0336739j 0.0184741-0.0175267j 0.00130353+0.00745918j -0.00644567+0.0111434j -0.00388163+0.00665979j -1.5106e-05+0.00587426j 0.00353353-0.000568926j 
0.00241815-0.00220619j 0.00123912+0.00332721j -0.00278765-0.00303663j -0.00296445+0.00153434j 0.00461902-0.000953246j 0.00876725-0.00812235j -0.0164119-0.00322287j 0.00610672+0.0093124j 0.000262754+0.00435271j 0.00337776+0.000543996j -0.0120536-0.00680499j -0.00658055-0.00691804j -0.00564114-0.00176995j 0.00336688+0.00326732j 0.0275946-0.00460462j -0.00992062+0.00630463j -0.0097028-0.00367414j -0.0131206-0.00616804j -0.0228771+0.000728242j 0.0032777-0.00456417j -0.00907511+0.00753398j -0.0303183+0.00187354j 0.008095-0.00582555j 0.00116652-0.00216246j -0.0354498-0.00383593j 0.00941038+0.00133868j -0.0017301-0.00312343j -0.0140041+0.0029154j 0.00876277-0.00991426j -0.00191019+0.00383519j -0.00425924+0.00326406j 0.0108279-0.00144467j 0.010552-0.00176357j -0.00392799+0.0059329j 5.65702e-05-0.00819394j -0.00307531-0.0128568j 0.00469123-0.014297j 0.00200903+0.00211411j 0.000639754+0.0131393j -0.000189195-0.028732j -0.00325561+0.0133922j -0.00324152-0.00725647j 0.00144497-0.00202237j -0.00200946-0.00842587j -0.000848941-0.00824517j 0.00296588-0.0217165j -0.00898862+0.0229357j 0.0010776+0.00297263j -0.000698994+0.028245j -0.00772928-0.0147666j 0.000842975-0.0283435j 4.16254e-05+0.00860473j -0.0151418+0.0333296j 0.0167793-0.0132943j -0.00322134-0.0200214j 0.0175943+0.0225616j 0.01214+0.0121662j -0.0178417-0.000285168j 0.00621929-0.00499917j -0.000203745-0.0772545j 0.00196592+0.0376237j 0.0115237+0.00913896j -0.0022933-0.00195913j 0.000374577+0.0239552j -0.00202098-0.0181309j 0.00449478-0.00373177j -0.000645627+0.00132659j -0.00024667+0.00753057j 0.00133582+0.00230073j 0.00250327+0.017312j 0.00328284-0.000621028j -0.00168104-0.00727027j 
0.00377372-0.00315263j 0.00083729+0.00504692j 0.00918293-0.000823662j -0.0023039-0.00455257j -0.000145018-0.00025377j -0.00245351+0.00207798j 0.00255747-0.000194214j 0.0044603-0.00437871j 0.00236179-0.00314674j 0.0102595-0.00455017j 0.00177819-0.00937758j 0.0056169+0.00523383j -0.00710266+0.00193042j 0.00829904+0.00134778j -0.00757712-0.000210717j 0.000955574-0.00449882j -0.0136509+0.0124511j 0.0138219+0.00666462j -0.013787+1.77383e-05j -0.0227749+0.00731027j 0.00115982+0.00984882j 0.00239625+0.00359784j 0.00189912-6.45837e-05j -0.000711888+0.00117606j -0.0210369+0.000465486j -0.00363053+0.00222824j -0.0104507+0.00301856j -0.00284994-0.00112164j 0.00167481+0.00475813j -0.00304691-0.011417j -0.000535217-0.000857779j -0.00197163-0.00122992j 0.003326-0.00192463j -0.000354469+0.00926238j 0.00415486+0.0160347j -0.000250724+0.0150012j 0.00285859+0.00620834j -0.00118522+0.00216331j -0.00355887-0.0100433j -0.00418408+0.00591826j -0.0119581+0.00527498j 0.00341462+0.00886472j 0.000478727-0.00432732j -0.00161869-0.0044396j 0.000594278-0.00536008j -0.00550884+0.00459846j 0.00210941+0.01374j -0.000833378-0.00443038j 7.42534e-05-0.000649183j 0.00299916+0.0117087j 0.0147505+0.0128299j -0.00686298-0.0710443j 0.00814919+0.0485199j -0.00346972+0.00478709j -0.00946447-0.0251422j 0.0117447+0.0286889j 0.0155477+0.0102252j 0.0150877+0.0189672j 0.011644+0.063123j 0.00321724-0.00253409j -0.0117959+0.0274804j -0.00864621+0.0242104j -0.011401+0.0306912j 0.0197907-0.00410659j -0.00220922+0.00387346j 0.014711+0.0255663j -0.00631544+0.00680008j 0.00740254-0.00298581j -0.00671521+0.00856029j 0.00467115+0.000624682j -0.000942331+0.00273854j 0.000894257+0.000546908j 
0.00173049-0.00105587j -0.00100413+0.00218599j -0.00343838+0.00298921j -0.000503651-0.00145623j -0.00268602+0.00208709j 0.00326137-0.00559865j 0.00667923-0.00934598j 0.00351446+0.00843293j 0.0129102+0.00231373j -0.00108285-0.00688343j 0.000717278-0.00378048j 0.007124-0.0026925j 0.00619358+0.00662108j 0.00836814+0.0151802j -0.0234227+0.0173878j 0.00590655+0.00892669j -0.00149976+0.00199432j -0.00596487+0.00423675j 0.0296919-0.00986546j 0.00206403-0.00225244j -0.0152451-0.00808849j 0.0072831+0.00209483j 0.0165929+0.00418088j 0.00517326-0.00291153j 0.0293529-0.0120544j 0.0102735-0.0100163j -0.0172677+0.0102278j 0.00100551+0.0055495j 0.000665865-0.00559596j -0.00595083-7.33764e-05j -0.00347245+0.00136224j 0.00560133-0.00344648j 0.00206256-0.0122248j -0.00396337-0.0021945j -0.00492178+0.00284121j -0.0055951+0.000963495j 0.00205129-0.0194257j -0.00141938+0.00334805j 0.000437621-0.00533076j -0.00384835-0.00428897j 0.00438611-0.00179284j -0.00125597+0.0164311j -0.00387363-0.00581334j -0.00465174+0.00547246j -0.00149111-0.0309519j 0.00380167-0.0217634j 0.00765613+0.0663562j 0.00109894-0.0182364j 0.0078027-0.00520091j 0.00400122+0.00707883j -0.00092025+0.00865334j 0.00643512+0.00523306j -0.00271304+0.018091j 0.000790362+0.0171938j -0.00460475+0.0298779j -0.00434544-0.04891j 0.0189424+0.00706647j 0.00307985-0.0287204j 0.0124833-0.0274247j 0.0176549+0.0480049j 0.00483221-0.0402713j 0.00174445-0.000431775j -0.00739219+0.0354503j -0.000689642+0.0089729j -0.006039-0.00720857j 0.00341773+0.0050874j -0.0120496+0.0252684j 0.0016997-0.00230835j 0.000688689-0.00213774j 0.0031024+0.00628201j 0.000955837-0.00580927j -0.00178259-0.0027817j 
0.00269245-0.000600082j 0.00018772+0.00283787j 0.000724207+0.00347949j 0.0103544-0.00813953j 0.00121787-0.00520655j 0.0112002-0.00392388j -0.000373272-0.000993139j 0.0343625-0.00774469j -0.0104765-0.000888018j -0.0164121-0.00487402j 0.000873107-0.00178543j -0.0203252-0.00300228j 0.0210023+0.007609j -0.00234695-0.000518897j 0.0296308-0.00156547j -0.0138859-0.0135854j -0.00546858+0.0034848j 0.000372946+0.0127673j 0.00646048+0.000153003j 0.0151921+0.00430188j 0.0170138+0.00222407j 0.0160214-0.00390352j 0.0173231-0.00356632j -0.0207834-0.00488813j -0.00820111+0.00302858j 0.00724117+0.00330346j -0.0121699-0.00401785j 0.00637318+0.0094947j -0.00330687-0.00353694j -0.00945158-0.0103968j -0.00226667+0.0011254j -0.0049856-0.004624j -0.0021408-0.00611294j 0.000444256+0.000983996j -0.0015669+0.0182752j -0.00834393+0.00835294j 0.00553339-0.00341911j -0.00951189-0.0080106j 0.000259554-0.00692804j 0.00372896+0.00270611j -0.00333069-0.0114291j -0.00248225+0.00917148j 0.000250544+0.00880123j -0.00318158-0.013603j -0.00231979-0.0315494j 0.00276358-0.0104007j -0.00624221-0.0615406j 0.00383895+0.0198046j -0.00832018-0.0198632j 0.00967466+0.0332247j 8.46741e-05+0.00607694j -0.00437131+0.0259887j 0.00662782-0.033718j 0.00859809+0.0123681j 0.0025686+0.00154202j 0.0122964-0.0131658j 0.0196762-0.0187425j -0.00722432+0.0248402j 0.0121058-0.00321676j 0.00698249-0.0213451j 0.00870392-0.0137628j -0.0113358-0.00464302j -0.00435218+0.00160357j 0.0153919+0.0176135j 0.000493961+0.00862736j 0.00321976+0.0133478j -0.00878169+0.00493316j 0.00118134+0.0173022j -0.00116354+8.06976e-05j 0.00210443+0.00722872j -0.0024188-0.00671757j 0.000210395-0.000842619j 
4.18461e-05-0.00154537j 0.00117038-0.0013766j -0.0110825-0.00114789j -0.00212043+0.003734j 0.0173752+0.00160494j -0.000618214+0.00108242j -0.00410797-0.000137351j -0.0216859+0.0165977j 0.00884604+0.00589568j 0.0188327-0.00160235j 0.0104635-0.000493543j 0.0129706-0.00388642j 0.00856476+0.000770747j -0.0132352+0.00772348j 0.00485955+0.00114536j -0.0156988-0.00186461j -0.0201274+0.00716835j -0.0285446+0.0107328j -0.00503074-0.00294624j 0.0148872-0.00706694j 0.00637962+0.0124602j -0.0250096+0.00663027j -0.0163636+0.00451844j -0.014323+0.000519102j -0.0172234-0.017948j 0.00243443-0.000779244j -0.0163884+0.00494933j -0.00509877-0.00450432j 0.007146+0.00275877j 0.00211534+0.00438787j -0.00536671-0.00667674j -0.00170831-0.000924278j -0.00389074-0.00995607j -0.00374236-0.000661528j 0.00605123+0.00350057j 0.00114535+0.000652601j 0.00194007-0.00659163j 0.00864687+0.00948563j 0.000518141+0.0119765j -0.00540592+0.00149436j 0.00541284-0.00929717j -0.000332607-0.0140995j 0.00989575+0.00257456j -0.00533058-0.0107122j -0.00531116-0.00424361j 0.00481866+0.00138837j 0.00037382-0.0165397j 0.00104002+0.013847j 0.00124514-0.00738211j -0.0187072-0.00111907j 0.00310775-0.00516304j -1.62113e-05+0.0502546j -0.000228808-0.00523396j -7.35534e-05+0.0379656j -0.0206626+0.0100541j -0.00795404+0.00654949j -0.0144211-0.00341697j 0.00990674+0.00876881j 0.00572763+0.014934j -0.00906393-0.0742252j 0.00164814+0.000443837j 0.00557191-0.0298554j -0.0110766+0.0158176j -0.00927541+0.0208591j -0.00355896-0.0308206j 0.00214008-0.0265899j -0.00604008-0.00164419j 0.00312846-0.0246507j 0.000319825-0.001857j -0.00242696-0.0167573j 0.00099658-0.00533784j -0.000790168-0.000413684j 
0.000553194+0.00260778j 0.00297724+8.82821e-05j 0.00330594-0.00476168j 0.00162336-0.000464473j 0.00371216+0.00685029j -0.00165612+0.00122249j 0.000276453-0.00291799j 0.0105463-0.00091992j 0.025214-0.0054561j -0.00350975+0.00639856j -0.0262147+0.0101977j -0.0239705-0.000185726j -0.0191863-0.0030639j 0.000801152-0.00120718j 0.0221052-0.011399j -0.0150676+0.00647919j -0.00515376+0.00209349j -0.0254311-0.00411318j 0.0382147-0.00750621j 0.0293053-0.00589651j 0.00697222-0.00139109j -0.00417711-0.0144305j 0.00910751-0.00779766j 0.0213462-0.00283547j -0.0139921-0.0014555j 0.0232529+0.00635828j -0.0117857-0.00133979j -0.0212131-0.00663336j -0.00250637+0.00798095j 0.0110977+0.00159634j -0.00323492-0.00782335j 0.00875413+0.00218509j -0.00089349-0.0025682j -0.00177512+0.00744249j 0.00342264-0.0068583j 0.000586607-0.000486868j 0.000465147-0.0105223j -0.00271508+0.000219014j -0.0112903-0.00649149j 0.000792443+0.0158739j -0.00877327+0.0294608j 0.0030136-0.0093353j -0.00552327+0.0297833j -0.00190469+0.015127j 0.00769452+0.0273317j -0.00476632+0.0112587j 0.000344483-0.0114341j 0.00494761-0.0257268j -0.00491513-0.0193127j -0.00823481+0.000341499j -0.00208716-0.0221434j 0.0160835+0.0226183j 0.00464277+0.00469207j 0.00838287+0.0389493j 0.00536659-0.00587485j 0.00929815+0.00869078j 0.0107606+0.00501903j -0.0119241-0.0539809j 0.00826061-0.0363032j -0.0101904+0.0150028j -0.0162245+0.032182j 0.00927817-0.0191846j 0.00288267-0.00256993j 0.00644024+0.0261545j -0.00280608-0.0013682j 0.00927997-0.0085254j 0.00888851-0.015649j 0.00338514+0.00911908j -0.00309044+0.00219146j 0.0054959+0.00378259j 3.98809e-05+0.00331657j -0.00104765-0.00438741j 
-0.00364643+0.00255102j -0.00363077-0.00177487j 0.00513816+0.000347995j -0.00614883+0.000751732j -0.0284448+0.000270817j 0.00544839-0.00269046j 0.00491494+0.00143632j 0.00666169-6.32003e-05j -0.00157992+0.00409559j 0.00787228-0.00205914j -0.00176558+0.00194023j -0.00450356+0.010299j -0.0097106-0.00547977j -0.011844+0.015677j -0.00737641+0.0101485j 0.00697713+0.00382872j 0.0271696+0.00592187j 0.0114815-0.0056249j 0.0482781+0.00304579j -0.0337305-0.00492543j -0.0240456-0.00692542j 0.00197061+0.00819434j 0.010199-0.00292815j 0.0288149+0.00157115j 0.0043017+0.00625296j 0.00681678-0.00247484j -0.00203032+0.0026659j -0.003249+0.00307852j -0.0114179-0.00631218j -0.00316509+0.00174149j 0.00340599+0.00503992j 0.00141969-0.000430167j 0.00203832+0.000188663j 0.00135138-0.00264186j -0.011313+0.00118994j -0.00241447-0.0121379j -0.00218154+0.000123969j -0.00240713+0.00983542j 0.00594905-0.00133127j 0.00660991+0.00765169j -0.000729417-0.000639096j 0.00766278-0.00732246j 0.00307332+0.0163051j -0.00102927-0.0134839j -0.000794324-0.00960601j 0.00600975+0.0129134j 0.00931525-0.0110351j 0.00950463-0.00595604j 0.00275936+0.0494461j 0.012531-0.00120155j -0.0103459+0.00151753j 0.00573266+3.25402e-05j -0.0126122-0.0608703j -0.00638277+0.0105913j -1.02495e-06-0.0289846j 0.00113424+0.044497j -0.00624854-0.0210339j -0.0183489-0.000894145j -0.000877502-0.0120578j 0.00478754-0.0811679j 0.014485+0.0317132j 0.00319629+0.0107199j 0.00791587-0.0232422j -0.00893436+0.02716j 0.00401979+0.00187208j -0.00965586+0.0107612j 0.0023691+0.00529627j -0.0041107+0.0105752j 0.00415621-0.00503634j -0.000683202+0.00857188j 0.000507963+3.91903e-05j -0.00104671+0.00121767j 
-0.000819438+0.00189878j -0.00479013+0.00106174j -0.0102068+0.00633086j 0.00227214-0.00163459j 0.00371736-0.00705133j 0.00565128-0.0164085j 0.0075741+0.000400429j -0.00100213-0.000473615j -0.000470075-0.00438227j 0.0203483-0.00496806j 0.00964151-0.00332867j 0.0457125-0.0108593j -0.0429892-0.00367786j 0.0299708+0.0027956j 0.0216143-0.000313862j 0.00459762+0.00392303j 0.0174308-0.0015304j -0.00621811+0.0125405j 0.0229161-0.0120685j 0.0108097+0.00804136j -0.0135305+0.00976767j -0.0140234-0.00112361j -0.0436966-0.00918554j -0.0374372-0.00547963j -0.0216297-0.00375135j 0.0032189+0.00332687j 0.00273537+0.00648001j 0.00357629-0.00120298j -0.00221133-0.00684918j -0.0131793-0.00120914j 0.00458127+0.00641284j -0.00504251-0.00278461j -0.00484193-0.00356503j 0.00605146+0.00215724j -0.00425407+0.00697506j -0.00770588-0.00801933j 0.00474157+0.0100903j -0.00406147+0.0011012j 0.000716957-0.0208185j -0.0142627+0.00430938j 0.00614791-0.00658431j -0.00542754+0.00136j 0.00894123+0.0227897j -0.00868511-0.0267617j 0.000822458-0.0140445j -0.00308842+0.00650386j -0.0042768-0.00361942j 0.000191524-0.0153797j -0.00174195-0.0343768j 0.0129159+0.0254821j -0.0166528-0.011192j 0.00444474+0.0358876j -0.0012513+0.0245908j -0.0106672+0.013274j 0.000214843-0.00147525j -0.00373031+0.0118304j -0.0163391-0.0171219j 0.00711186-0.0470307j -0.0053047+0.0381979j 0.000475989-0.00755322j 0.0155779+0.0104805j 0.00377286+0.004821j 0.00272829+0.0260428j -0.0160994+0.00816957j 0.00630287+0.0069938j -0.00876663+0.0103568j -0.0036426+0.0187518j -0.00185646+0.00468051j 0.0026244+0.00205075j -0.00370817+0.00364043j -0.000938797-9.71891e-05j 0.000574549+0.00489208j 
0.000394019-0.00596723j 0.00126444-0.000195698j -0.00348016-0.00098768j -0.0135464+0.00831411j -0.00580365-0.00596306j 0.00917261+0.00145972j -0.0159605+0.0155647j -0.0117324-0.000376107j 6.28291e-05+0.00277236j 0.000589954-0.00852489j 0.016181-0.00512456j -0.012974+0.0111968j 0.0113925+0.0026896j -0.00695892-0.0139752j -0.00636938-0.00198093j -0.0203109+0.00229015j 0.040271+0.00503689j -0.0302506+0.00495819j 0.00831308+0.00183643j 0.00141604+0.00733954j 0.028351+0.0102671j 0.0447847+0.00450334j -0.0152191-0.00864089j 0.0180709-0.00352959j 0.00302923-0.000316081j -0.00619926-0.00022502j 0.0213773+0.00280406j -0.00566843+0.00316803j 0.00952924-0.00101778j -0.0032212-0.00234681j -0.00159799+0.00659067j 0.00132993-0.00160216j 0.0102757+0.0159474j -0.00436344+0.00474505j 0.00246618+0.00413518j 0.00492872+0.00409556j 0.00819208+0.0238447j 0.00615845+0.00760124j 0.00602629+0.0120402j -0.00133899-0.0138501j -0.00169445-0.0221699j 0.00442831+0.00257598j -0.0084544+0.0447748j -0.003312+0.00184715j 0.00112881-0.00394213j -0.0101898-0.00701619j -0.004521-0.0286726j 0.0030436-0.0293978j 0.00162247-0.0388727j -0.005453-0.0102841j -0.00421225+0.0440342j -0.0127946-0.0314991j -0.0084033-0.0104422j 0.013007+0.000722878j 0.00317842+0.0222912j 0.00543503+0.0383281j -0.000556984-0.0549952j -0.00366738-0.00146037j -0.00273179+0.00400284j -0.000784798+0.0199351j 0.00257148-0.01878j 0.00120432-0.00977409j -0.000987459+0.00264078j 0.000317145+0.0175805j 0.00184185-0.00427177j -0.000455806+0.0116317j 0.00233236+0.00436991j -0.000805754-0.00307584j 0.00181796+0.00415518j -0.00153382+0.0104315j 0.00278933+0.00181671j -0.00133899-0.0028332j 
0.00312608-0.00172788j 0.00317775+0.00265495j 0.0105375-0.00158262j 0.00667865+0.00147432j 0.0114139+0.00303631j -0.0181479+0.00781695j -0.00525784+0.00510816j -0.00224437+0.000861451j -0.0325227+0.0058621j 0.0207205+0.00325358j -0.0228756-0.00185842j 0.0249005+0.0046019j -0.0187592+0.00595745j -0.00177682-0.00651394j 0.0346948-0.00181592j 0.0598555-0.0050881j 0.0365975+0.00220135j 0.0311387-0.00460733j 0.0880167+0.00498718j 0.0262193+0.00338315j -0.0202917+0.000358367j -0.0173147+0.00205786j -0.0184175+0.00390337j -0.0183073+0.00388143j -0.00797655+0.00391974j -0.00200794+0.00281537j -0.00297968-0.00242504j 0.00811201+0.00371451j -5.51814e-05+9.94133e-05j 0.0142715+0.00046653j -0.00753215-0.00209605j 0.00534402+0.00158707j 0.000530561+0.00511058j -0.00231908+0.00266737j 0.00893334-0.00959781j 0.0061327+0.00919627j -0.000498291+0.00843662j 0.00515136-0.00850177j -0.000735307+0.0110791j -0.00260743-0.0177922j 0.00267766-0.0092154j -0.00270408+0.00916256j 0.00526947+0.0290807j 0.00403873+0.0160425j 0.000411729+0.0176091j 0.00429317-0.036368j -0.00850768-0.00699042j -0.00185029+0.0110503j 0.00153591-0.000997023j -0.00733796+0.00228569j 0.0199757+0.0173405j 0.021503+0.0207509j 0.0210841-0.00358972j 0.00104707-0.00995001j -0.00265743-0.0161879j -0.00816499+0.0125984j 0.0131888-0.0168555j -0.0028409+0.0237789j 0.0210614+0.00819414j 0.00126988+0.00606096j -0.0125822-0.000861323j 0.00103309+0.0163131j -0.0116292-0.0143454j 0.011622-0.0278705j -0.00930882+0.00449218j 0.0112633-0.00111712j -0.00436163-0.0035137j 0.00318666-0.0162879j -0.00421953+3.05426e-06j 0.00555355-0.00769953j -0.000276896-0.00107863j -0.000539039-0.00215473j 
-0.000987789+0.00242906j -0.00114069+0.000223637j -0.00516524-0.00399986j -0.00206307-0.00279192j 0.00656421-0.00180142j 0.0170023+0.00527955j -0.0171823-0.00852409j -0.00452743+0.00505153j 0.000568081-0.000929472j 0.00232704-0.0134871j -0.0142474+0.0104068j -0.0204069+0.00483303j 0.018747-0.0108057j 0.00854842+0.00483444j 0.0437337+0.00452807j 0.00403918-0.0116252j 0.0290683-0.00162784j -0.0143639-0.0075677j 0.00868169+0.00520733j 0.00828906+0.000466092j -0.0107568-0.00223372j -0.0200731+0.000645837j 0.0175429-0.00213284j 0.00417408+0.000286399j -0.0067586-0.00431733j 0.00298954+0.0133397j -0.00342594-0.00379731j -0.00188974-0.0134322j 0.0017831+0.000394887j -0.0102659+0.00169038j 0.00576921-0.00764358j -0.000594633+0.00289074j 0.00218678-0.00407973j 0.00505999-0.00248668j 0.000386016+0.0117677j -0.00608849+0.0133961j 0.00301097+0.0218423j 0.00471416-0.0121391j 0.00142234-0.0197674j 0.0014125-0.0222152j 0.00192817+0.0220533j 0.00561428+0.0523671j 0.00383546+0.0184677j 0.00187184-0.0109649j 0.00681601+0.0409059j 0.0112098+0.0144023j -0.0113629+0.0182271j -0.00427728+0.00240448j -0.00575417+0.0202356j -0.0188315-0.00998754j -0.0291554-0.016303j -0.00978312-0.0102947j 0.0106328+0.0336982j -0.00702443-0.00188949j 0.0110254+0.036027j 0.00987664+0.0147619j -0.015916+0.0147951j -0.011332+0.0783379j -0.0277459+0.0068484j -0.017875+0.0720275j 0.000275028+0.000905766j -0.000454621+0.00788783j 0.0130127+0.0215397j -0.00824005-0.00800761j 0.00834004+0.00374813j -0.00872303-0.000835603j 0.00928618-0.0271048j -0.000137804+0.0122158j 0.000160397+0.00561762j -0.00530835-0.00538071j 0.000963874+0.00289201j 0.00256035-0.00321126j 
0.0013177+0.00151245j 0.00125155+0.00147684j -0.00114349-0.00193622j 0.0105528+0.00366235j 0.0138176-0.000176752j -0.00250632+0.00132309j 0.0204675+0.0048888j -0.000425336+0.014681j -0.00624203+0.0003959j -0.0442279+0.00233385j -0.00493625+0.00943668j 0.000351499-0.00536475j 0.0147545-0.00252583j 0.0183425-0.00268364j -0.0277296-0.0135914j 0.00566574+0.00349425j -0.00626155+0.00901108j 0.0300992-0.00522326j -0.0280988+0.000149211j -0.00498266-0.00448409j 0.0276052+0.00482875j 0.00506471+0.0109506j -0.015634-0.00892685j -0.00698432-0.00179301j -0.00356988-0.00199707j 0.0188781+0.0093984j -0.0040069-0.0046135j 0.000604027+0.000245528j -0.00430913-0.00894383j 0.0148161+0.0050399j -0.00947115-0.0059401j 0.0169231+0.00787938j -0.00158348-0.00463403j -0.004989+0.00400853j 0.0043791+0.000611776j -0.00614411-0.0137576j -0.00361949+0.0156452j 0.00580969+0.0142348j -0.00855199+0.0034181j 0.00257492+0.0216728j 0.00116179-0.00699051j -0.00580452-0.0060018j -0.00321265+0.0118603j -0.00731134-0.0331307j 0.023565+0.0240009j 0.0154666+0.0373926j 0.00837903+0.0184877j -0.00391258+0.0241764j 0.0113651-0.0512299j -0.0106428-0.0405581j -0.0034166-0.00298187j 0.016888-0.00412459j -0.0148935-0.0151749j -0.00428082-0.0283401j 0.0110093-0.019866j 0.00494277+0.0307493j -0.0108933-0.0343661j -0.0189359+4.06914e-05j 0.000174474+0.0324778j -0.00308747-0.0230988j -0.0046948+0.000565452j 0.0150686-0.00203469j 0.000666268+0.00514947j -0.00224431+0.00689589j -0.00223733-0.00855045j -0.000217484-0.0117144j 0.00464445-0.0224295j 0.00046987+0.00311056j -0.000364952-0.00361853j 0.0034545-0.000550905j 0.0011081-0.00135754j -0.00216162-0.00770269j 
