-0.0717802-0j -0.00728015-0j -0.0073556-0j -0.00417687-0j -0.00060288-0j -0.00516862-0j -0.000746025-0j -0.00301503-0j -0.000435181-0j -0.002935-0j -0.000518839-0j -0.00342416-0j -4.32366e-05-0j -0.00209686-0j -0.000605312-0j -0.00299614-0j -0.000370676-0j -5.04427e-05-0j -0.00123585-0j -3.08897e-05-0j -0.000529648-0j -4.41373e-05-0j -0.000218469-0j -1.82057e-05-0j 0.442547-0j -0.000376533-0j 0.49991-0j -0.000230578-0j -4.70666e-05-0j 0.408175-0j -2.77343e-06-0j 0.412404-0j -0.000425339-0j -0.000260466-0j 0.357153-0j -0.000347288-0j -5.31674e-05-0j 0.294636-0j -0.00021267-0j -0.000350887-0j -3.13292e-06-0j 0.0941376-0j -4.3411e-05-0j -0.000303877-0j -0.000214874-0j -0.000186086-0j -4.38609e-05-0j -2.55802e-06-0j -0.000250686-0j -3.79846e-05-0j -0.000153513-0j -8.00953e-05-0j -2.58453e-06-0j -4.90482e-05-0j -3.13357e-05-0j -2.23827e-06-0j -1.84648e-06-0j -1.00119e-05-0j -5.89958e-07-0j 
0.00529958-0j -0.000274613-0j -0.0002541-0j 0.015159-0j -2.2741e-05-0j -0.0367155-0j 5.50796e-05-0j 0.0423677-0j -6.35588e-05-0j -0.00011071-0j 0.001883-0j 0.000252808-0j -1.63091e-06-0j -7.90951e-05-0j -0.00429986-0j -0.000103502-0j 0.00134528-0j 3.72422e-06-0j -5.42426e-05-0j -1.16518e-06-0j 0.0017604-0j -1.52473e-06-0j 0.00092258-0j -7.99069e-07-0j -8.52185e-05-0j -1.42031e-05-0j 0.000188419-0j 0.00168236-0j 0.000170817-0j -7.85997e-05-0j -1.04616e-07-0j -7.27285e-05-0j 3.14031e-05-0j -0.00371969-0j 0.000134613-0j -1.30999e-05-0j -0.000377677-0j -0.000219678-0j 0.00155169-0j -1.21214e-05-0j 2.31306e-07-0j 0.000234871-0j 0.00015755-0j 2.24354e-05-0j 0.00143578-0j -0.00265748-0j 0.000145781-0j -9.64902e-08-0j -3.6613e-05-0j -0.000269825-0j 0.00433681-0j 3.91452e-05-0j -8.92827e-08-0j -0.00463674-0j 0.000440335-0j 1.65253e-07-0j -2.6968e-07-0j -0.000470789-0j 2.88331e-07-0j 
0.000605312-0j -0.00290402-0j -0.00293411-0j 0.0067599-0j 0.000969533-0j -0.0041936-0j -0.000601463-0j -0.00244627-0j -0.000350853-0j 2.47504e-05-0j 0.0199127-0j -5.75977e-05-0j -5.24698e-05-0j 1.76825e-05-0j -0.0463397-0j 2.5266e-05-0j 0.0142263-0j 0.000122105-0j 1.04217e-05-0j -3.74862e-05-0j 0.0203275-0j -5.35629e-05-0j 0.00838467-0j -2.20936e-05-0j -0.00373193-0j -0.000150197-0j -0.00421566-0j -0.000376108-0j 0.00365096-0j 0.00686589-0j -4.49539e-06-0j 0.00693704-0j -0.000169666-0j -0.000424859-0j -0.00301181-0j 0.000276328-0j 0.00412419-0j -0.00248462-0j 0.000691951-0j 0.000279192-0j -5.07808e-06-0j -0.000793848-0j -0.00671692-0j -0.000121215-0j 0.000699122-0j -0.000303534-0j -0.00678652-0j 8.27048e-06-0j -9.99973e-05-0j 0.00294647-0j -0.000250403-0j -3.19496e-05-0j 8.35619e-06-0j -8.00048e-05-0j 0.00243071-0j -3.62796e-06-0j -2.99291e-06-0j 0.000776624-0j -9.5625e-07-0j 
6.03113e-05-0j -0.000422853-0j -0.00042184-0j 0.000246561-0j 3.55879e-05-0j -4.27312e-06-0j -6.16772e-07-0j -0.000348354-0j -5.02805e-05-0j -0.0252498-0j 3.0627e-05-0j -0.000419302-0j 2.55225e-06-0j 0.0535393-0j 5.08596e-07-0j -0.0246404-0j -6.4941e-05-0j 4.2383e-08-0j 0.0312907-0j -5.41175e-06-0j 2.98878e-05-0j 2.49065e-06-0j -3.79543e-05-0j -3.16286e-06-0j -0.0261235-0j -0.00323932-0j -0.000420035-0j 1.3611e-05-0j 2.77834e-06-0j 0.023708-0j 1.63715e-07-0j 0.0236512-0j -5.20845e-05-0j 2.18849e-07-0j 0.000890635-0j 0.0029398-0j 4.46724e-08-0j -0.0334959-0j -1.23525e-05-0j 0.00293276-0j 2.63235e-09-0j 0.0218323-0j -2.52144e-06-0j 0.000110439-0j -1.23229e-05-0j -4.64044e-07-0j -2.5154e-06-0j -1.48577e-07-0j -0.00415351-0j -9.47227e-08-0j 1.74523e-05-0j 0.00270721-0j -1.48221e-07-0j -1.13752e-05-0j 3.56243e-06-0j -5.58159e-09-0j 2.09918e-07-0j -2.32195e-06-0j -1.36822e-07-0j 
-0.000764929-0j -0.00378949-0j -0.00350643-0j 2.2741e-05-0j 0.0146856-0j -5.50796e-05-0j -0.035569-0j 6.35588e-05-0j 0.0410447-0j 1.59796e-05-0j -0.000270068-0j -3.64897e-05-0j 0.00322736-0j 1.14164e-05-0j 0.000616704-0j 1.49392e-05-0j -0.000192946-0j -0.00736973-0j 7.82925e-06-0j 0.00230574-0j -0.000252484-0j 0.00301724-0j -0.00013232-0j 0.00158125-0j 1.23002e-05-0j -0.000195994-0j -2.71959e-05-0j 1.25539e-06-0j 0.0011465-0j 1.13449e-05-0j 0.000416943-0j 1.04975e-05-0j 0.000433344-0j -2.77567e-06-0j -1.94297e-05-0j -0.000180772-0j -0.00253492-0j 3.17078e-05-0j 1.15788e-06-0j -0.000167268-0j -0.000921863-0j -3.39007e-05-0j 0.00105745-0j 0.000309596-0j 1.07139e-06-0j -1.98303e-06-0j 0.000978464-0j 0.00038456-0j -0.000505237-0j -0.00181103-0j 3.23616e-06-0j 0.00054018-0j 0.000355834-0j -3.45998e-06-0j 0.00295547-0j -0.000658611-0j 0.0010748-0j -0.00315987-0j -0.00114914-0j 
0.000403541-0j -0.00193601-0j -0.00195607-0j -4.68393e-05-0j 0.000646355-0j 2.90574e-05-0j -0.000400975-0j 1.69502e-05-0j -0.000233902-0j -0.004826-0j -0.000137975-0j 0.0112308-0j -3.49799e-05-0j -0.00344786-0j 0.000321087-0j -0.00492654-0j -9.8574e-05-0j 8.14032e-05-0j -0.00203209-0j -2.49908e-05-0j -0.000140849-0j -3.57086e-05-0j -5.80974e-05-0j -1.4729e-05-0j 1.2701e-05-0j 0.0292865-0j 1.43473e-05-0j 1.29629e-06-0j -2.52975e-05-0j -2.33669e-05-0j -2.99693e-06-0j -2.3609e-05-0j 0.0330826-0j 1.46431e-06-0j 1.02502e-05-0j -0.0538803-0j -2.85765e-05-0j 8.45598e-06-0j -2.38487e-06-0j -0.0544387-0j -3.38539e-06-0j 2.70173e-06-0j 4.65415e-05-0j 0.0236353-0j -2.40959e-06-0j 1.04616e-06-0j 4.70238e-05-0j 5.51366e-06-0j 0.0194982-0j -2.04161e-05-0j 8.63035e-07-0j 0.00622976-0j 5.57079e-06-0j 2.75744e-07-0j -1.68424e-05-0j -2.41864e-06-0j -1.99528e-06-0j -5.38123e-06-0j -6.375e-07-0j 
-5.04427e-05-0j 0.000736237-0j 0.000743866-0j 5.85492e-06-0j 0.0115861-0j -3.63218e-06-0j -0.0071876-0j -2.11877e-06-0j -0.00419277-0j -2.06253e-06-0j 5.24698e-05-0j 4.79981e-06-0j 0.0192821-0j -1.47354e-06-0j -0.000122105-0j -2.1055e-06-0j 3.74862e-05-0j -0.0448723-0j -8.68475e-07-0j 0.0137758-0j 5.35629e-05-0j 0.0196838-0j 2.20936e-05-0j 0.00811917-0j 0.000310994-0j 3.80785e-05-0j 0.000351305-0j -1.62036e-07-0j -0.000453465-0j -0.000572157-0j 0.00510889-0j -0.000578087-0j 4.30142e-05-0j -1.83039e-07-0j 0.000250985-0j -7.00557e-05-0j -0.000512243-0j 0.000207052-0j 2.98109e-07-0j -7.07817e-05-0j 0.0057711-0j 6.6154e-05-0j 0.000834271-0j 3.07309e-05-0j 3.01198e-07-0j -1.3077e-07-0j 0.000842916-0j -0.00939918-0j 2.53517e-05-0j -0.000365964-0j -1.07879e-07-0j 8.09998e-06-0j -0.00949658-0j -3.4468e-08-0j -0.000301905-0j 0.00412308-0j 0.00340136-0j -9.64601e-05-0j 0.00108675-0j 
0.00483784-0j -0.000250686-0j -0.00023196-0j -0.000143827-0j -2.07596e-05-0j 0.000348354-0j 5.02805e-05-0j -0.000401981-0j -5.8021e-05-0j 0.0147291-0j -1.78658e-05-0j -0.0336341-0j -1.48881e-06-0j 0.010523-0j 4.07967e-05-0j 0.0137701-0j -1.27639e-05-0j 3.39973e-06-0j 0.00721654-0j -1.06366e-06-0j -1.67026e-05-0j -1.39188e-06-0j -8.75336e-06-0j -7.29447e-07-0j 0.0152387-0j 0.00188961-0j -0.0336928-0j -7.93977e-06-0j -1.6207e-06-0j 0.0140551-0j -9.55006e-08-0j 0.0130053-0j -0.00417793-0j 1.75549e-05-0j -0.0240713-0j 0.00174284-0j 3.58337e-06-0j 0.0392826-0j -7.32309e-06-0j 0.00161266-0j 2.11152e-07-0j -0.0419994-0j -1.49482e-06-0j -0.00298485-0j -6.77608e-06-0j 1.25418e-05-0j -1.38316e-06-0j -8.80831e-08-0j 0.00487106-0j 2.56008e-06-0j -2.04673e-05-0j -0.00520794-0j -8.15036e-08-0j 2.18828e-05-0j -4.17787e-06-0j 1.50854e-07-0j -2.46183e-07-0j 4.46681e-06-0j 2.63209e-07-0j 
0.000349477-0j 3.54449e-05-0j 3.58123e-05-0j 0.00784622-0j -5.85492e-06-0j -0.00486751-0j 3.63218e-06-0j -0.00283938-0j 2.11877e-06-0j -0.00208257-0j -0.000488613-0j 0.00484645-0j 2.10506e-07-0j -0.00148786-0j 0.00113707-0j -0.00212596-0j -0.000349082-0j -4.89878e-07-0j -0.000876913-0j 1.50393e-07-0j -0.000498793-0j 2.14892e-07-0j -0.000205742-0j 8.86383e-08-0j 1.09994e-05-0j -0.000267175-0j 1.24251e-05-0j 0.0207833-0j -4.43247e-05-0j -2.02363e-05-0j 1.3503e-08-0j -2.0446e-05-0j -0.000301806-0j 0.0234773-0j 8.87693e-06-0j 0.00049154-0j -5.00701e-05-0j 7.32309e-06-0j -0.0382365-0j 0.000496634-0j 1.52533e-08-0j 2.33976e-06-0j 8.15473e-05-0j -0.000215621-0j -0.0386328-0j 0.016773-0j 8.23923e-05-0j -2.48424e-08-0j -0.000177878-0j -3.57718e-05-0j 0.013837-0j -5.68329e-05-0j -2.50999e-08-0j 0.00442099-0j -2.95102e-05-0j 1.08975e-08-0j 8.98995e-09-0j -9.42866e-06-0j 2.87233e-09-0j 
-1.06616e-05-0j -0.00353589-0j -0.00352742-0j 0.0041936-0j 0.000601463-0j -7.26789e-05-0j -1.04239e-05-0j -0.00592494-0j -0.000849779-0j -3.0627e-05-0j -0.0246407-0j -5.08596e-07-0j 6.4928e-05-0j 6.4941e-05-0j -0.000409186-0j -2.98878e-05-0j 0.0522476-0j 1.0782e-06-0j 3.79543e-05-0j -0.000137672-0j -0.0240459-0j 6.33609e-05-0j 0.0305358-0j -8.04616e-05-0j 0.00461803-0j 0.00018586-0j 7.42524e-05-0j 0.00046541-0j -0.00451783-0j -0.00419102-0j 5.56276e-06-0j -0.00418098-0j 2.9884e-06-0j 7.48324e-06-0j -0.000157444-0j -0.000168674-0j -7.26413e-05-0j 0.0059213-0j -0.000422376-0j -0.00016827-0j 8.94427e-08-0j -0.00385944-0j 0.00410009-0j -6.33656e-06-0j -0.000421363-0j -1.58673e-05-0j 0.00409026-0j -5.04841e-06-0j 0.000238312-0j 0.000154027-0j 0.000596755-0j -0.000155329-0j -5.0363e-06-0j -0.000388958-0j -0.00579282-0j -1.89653e-07-0j 7.13265e-06-0j 0.0037757-0j -4.64898e-06-0j 
-7.10776e-06-0j -0.00235726-0j -0.00235161-0j -2.90574e-05-0j 0.000400975-0j 5.03592e-07-0j -6.94927e-06-0j 4.10539e-05-0j -0.000566519-0j 0.00597186-0j 0.000170735-0j 9.91696e-05-0j 4.32854e-05-0j -0.0126626-0j 2.83525e-06-0j 0.00582772-0j -0.000362024-0j 7.18803e-07-0j -0.00740059-0j -9.17815e-05-0j 0.000166614-0j 4.22406e-05-0j -0.000211582-0j -5.36411e-05-0j -1.57167e-05-0j -0.0362402-0j -2.52705e-07-0j -1.60408e-06-0j 3.1304e-05-0j 1.42634e-05-0j 3.70851e-06-0j 1.42292e-05-0j -0.000582699-0j -2.57916e-08-0j 5.35832e-07-0j 0.0328892-0j 5.03332e-07-0j -2.01521e-05-0j 1.45576e-06-0j 0.0328104-0j 5.96284e-08-0j 1.31349e-05-0j -2.84095e-05-0j 0.00123554-0j 1.45227e-06-0j 5.46881e-08-0j -2.83414e-05-0j -3.3656e-06-0j -0.0464676-0j -1.06726e-06-0j -2.05677e-06-0j 0.0302871-0j -3.35754e-06-0j 1.34058e-06-0j 4.01385e-05-0j -1.26435e-07-0j 4.7551e-06-0j -2.61618e-05-0j -3.09932e-06-0j 
-7.13367e-05-0j 0.000691719-0j 0.000698887-0j -0.000796662-0j 0.00534709-0j 0.00049422-0j -0.00331714-0j 0.000288295-0j -0.001935-0j 0.000425103-0j -0.00474307-0j -0.000989277-0j -0.00058911-0j 0.000303708-0j 0.0110378-0j 0.00043396-0j -0.00338861-0j 0.00137095-0j 0.000178999-0j -0.000420881-0j -0.00484189-0j -0.000601383-0j -0.00199718-0j -0.000248058-0j -2.24524e-06-0j -0.005214-0j -2.53627e-06-0j 4.43247e-05-0j 0.0201354-0j 4.13072e-06-0j -7.61072e-05-0j 4.17353e-06-0j -0.00588984-0j 5.00701e-05-0j -1.812e-06-0j 0.00959256-0j 0.0227454-0j -1.49482e-06-0j -8.15473e-05-0j 0.00969197-0j -8.59723e-05-0j -4.77602e-07-0j -0.0370446-0j -0.00420791-0j -8.23923e-05-0j 3.57718e-05-0j -0.0374285-0j 0.00014002-0j -0.00347134-0j 0.0162501-0j 2.95102e-05-0j -0.00110911-0j 0.000141471-0j 9.42866e-06-0j 0.0134056-0j -6.14216e-05-0j -5.06702e-05-0j 0.00428317-0j -1.61894e-05-0j 
-0.000855217-0j -0.00209623-0j -0.00193965-0j -0.00244627-0j -0.000350853-0j 0.00592494-0j 0.000849779-0j -0.00683705-0j -0.000980598-0j 1.78658e-05-0j 0.0143737-0j -4.07967e-05-0j -3.78747e-05-0j 1.27639e-05-0j -0.0328226-0j 1.67026e-05-0j 0.0102691-0j 8.64874e-05-0j 8.75336e-06-0j -2.7059e-05-0j 0.0134379-0j -3.54088e-05-0j 0.00704243-0j -1.85568e-05-0j -0.00269385-0j -0.000108418-0j 0.00595611-0j -0.000271489-0j 0.0026354-0j -0.00248462-0j -3.24494e-06-0j -0.00229903-0j 0.000239713-0j 0.000600263-0j 0.00425525-0j -9.99973e-05-0j -0.00582688-0j -0.00694425-0j -0.000250403-0j -9.25279e-05-0j 7.17459e-06-0j 0.00742452-0j 0.00243071-0j 0.000171259-0j -0.000231698-0j 0.000428849-0j 0.00224914-0j -2.99291e-06-0j -0.000279482-0j -0.00416292-0j -0.000699849-0j 0.000298811-0j -2.76935e-06-0j 0.000748251-0j 0.00679358-0j 5.12577e-06-0j -8.36488e-06-0j -0.00726343-0j 8.9434e-06-0j 
8.8847e-07-0j 0.000896432-0j 0.000894283-0j 3.63218e-06-0j 0.0071876-0j -6.2949e-08-0j -0.000124568-0j -5.13173e-06-0j -0.010155-0j 2.55225e-06-0j -6.4928e-05-0j 4.2383e-08-0j -0.0238604-0j -5.41175e-06-0j -1.0782e-06-0j 2.49065e-06-0j 0.000137672-0j -0.000396229-0j -3.16286e-06-0j 0.0505932-0j -6.33609e-05-0j -0.0232845-0j 8.04616e-05-0j 0.0295689-0j -0.000384836-0j -4.71197e-05-0j -6.1877e-06-0j 2.00509e-07-0j 0.000561134-0j 0.000349252-0j -0.00632193-0j 0.000348415-0j -7.5763e-07-0j 3.22395e-09-0j 1.31203e-05-0j 4.27629e-05-0j 9.02237e-06-0j -0.000493442-0j -1.81969e-07-0j 4.26604e-05-0j -0.000101649-0j 0.00032162-0j -0.000509249-0j 1.60647e-06-0j -1.81533e-07-0j -6.83602e-09-0j -0.000508028-0j 0.00573737-0j -6.04176e-05-0j -1.91309e-05-0j 2.57096e-07-0j 3.93795e-05-0j 0.00572362-0j -1.67572e-07-0j 0.000719494-0j 0.000215535-0j -0.00810607-0j -0.000468958-0j 0.00528344-0j 
-3.56683e-05-0j 0.000171121-0j 0.000172894-0j -0.00120327-0j -5.71303e-05-0j 0.000746467-0j 3.54415e-05-0j 0.000435439-0j 2.06742e-05-0j -1.45843e-06-0j -0.00354449-0j 3.39398e-06-0j 3.09181e-06-0j -1.04195e-06-0j 0.00824853-0j -1.48881e-06-0j -0.0025323-0j -7.19509e-06-0j -6.14104e-07-0j 2.2089e-06-0j -0.00361833-0j 3.15622e-06-0j -0.00149248-0j 1.30188e-06-0j -1.12262e-06-0j 8.85045e-06-0j -1.26813e-06-0j -0.00643017-0j -0.000649876-0j 2.06536e-06-0j 2.64893e-07-0j 2.08676e-06-0j 9.99765e-06-0j -0.00726365-0j -9.05998e-07-0j -1.62828e-05-0j -0.000734113-0j -7.4741e-07-0j 0.01183-0j -1.64515e-05-0j 2.99229e-07-0j -2.38801e-07-0j 0.00119562-0j 7.14267e-06-0j 0.0119526-0j -0.0051894-0j 0.00120801-0j -4.87343e-07-0j 5.8924e-06-0j -0.000524476-0j -0.00428104-0j 1.88265e-06-0j -4.92393e-07-0j -0.00136781-0j -0.00043267-0j 2.1378e-07-0j 1.76359e-07-0j -0.00013824-0j 5.63476e-08-0j 
-6.1555e-06-0j 4.31573e-05-0j 4.30538e-05-0j 0.00486751-0j -3.63218e-06-0j -8.43585e-05-0j 6.2949e-08-0j -0.00687708-0j 5.13173e-06-0j 0.00257705-0j 0.000604628-0j 4.27949e-05-0j -2.60488e-07-0j -0.00546434-0j 1.00405e-05-0j 0.00251485-0j -0.00128204-0j -4.3257e-09-0j -0.00319359-0j 5.52335e-07-0j 0.000590035-0j -2.54201e-07-0j -0.000749281-0j 3.22808e-07-0j -1.3611e-05-0j 0.000330612-0j -2.18849e-07-0j -0.0257181-0j 5.4849e-05-0j 1.23525e-05-0j -1.67091e-08-0j 1.23229e-05-0j 5.31585e-06-0j -0.000413516-0j 4.64044e-07-0j -0.000300042-0j 8.81908e-07-0j -1.74523e-05-0j 0.0233401-0j -0.000299323-0j -2.68663e-10-0j 1.13752e-05-0j -4.97775e-05-0j -1.12716e-05-0j 0.0232841-0j 0.000876813-0j -4.96581e-05-0j 1.51641e-08-0j 0.000423916-0j -1.86998e-06-0j -0.0329761-0j -0.000276303-0j 1.51278e-08-0j 0.0214934-0j 7.03282e-05-0j 5.69668e-10-0j -2.14247e-08-0j -4.58391e-05-0j 1.39644e-08-0j 
-0.000570144-0j -0.00139749-0j -0.0012931-0j 1.69502e-05-0j -0.000233902-0j -4.10539e-05-0j 0.000566519-0j 4.73739e-05-0j -0.000653732-0j -0.00348359-0j -9.95955e-05-0j 0.00795482-0j -2.52498e-05-0j -0.0024888-0j 0.000227428-0j -0.00325678-0j -7.11545e-05-0j 5.76583e-05-0j -0.00170679-0j -1.80393e-05-0j -9.31111e-05-0j -2.36058e-05-0j -4.8797e-05-0j -1.23712e-05-0j 9.16805e-06-0j 0.0211401-0j -2.02706e-05-0j 9.35711e-07-0j -1.82607e-05-0j 8.45598e-06-0j -2.1633e-06-0j 7.82435e-06-0j -0.0467408-0j -2.06886e-06-0j -1.4482e-05-0j 0.0194982-0j 4.03744e-05-0j 2.36336e-05-0j 8.63035e-07-0j 0.0180417-0j 4.78306e-06-0j -2.52681e-05-0j -1.68424e-05-0j -0.0333933-0j 7.98569e-07-0j -1.47806e-06-0j -1.55843e-05-0j -1.99528e-06-0j 0.0544953-0j 2.88449e-05-0j 2.41209e-06-0j -0.0582642-0j -1.84623e-06-0j -2.57891e-06-0j -4.70727e-05-0j 3.41718e-06-0j -5.57658e-06-0j 5.03283e-05-0j 5.96226e-06-0j 
4.20355e-06-0j -8.19462e-05-0j -8.27954e-05-0j -4.8791e-07-0j -0.00194455-0j 3.02682e-07-0j 0.00120633-0j 1.76564e-07-0j 0.000703693-0j -2.50495e-05-0j -5.8401e-06-0j 5.82937e-05-0j -0.00663712-0j -1.78962e-05-0j 1.35908e-05-0j -2.55713e-05-0j -4.17237e-06-0j 0.0154455-0j -1.05476e-05-0j -0.00474179-0j -5.96177e-06-0j -0.00677539-0j -2.45911e-06-0j -0.00279471-0j 1.32302e-07-0j 0.00061769-0j 1.49451e-07-0j 1.3503e-08-0j 7.61072e-05-0j -2.43405e-07-0j 0.0194888-0j -2.45927e-07-0j 0.000697755-0j 1.52533e-08-0j 1.06773e-07-0j -0.00113641-0j 8.59723e-05-0j 8.80831e-08-0j -2.48424e-08-0j -0.00114818-0j 0.0220149-0j 2.8143e-08-0j -0.00014002-0j 0.0004985-0j -2.50999e-08-0j 1.08975e-08-0j -0.000141471-0j -0.0358548-0j 0.000411241-0j 6.14216e-05-0j 8.98995e-09-0j 0.000131394-0j -0.0362264-0j 2.87233e-09-0j 5.06702e-05-0j 0.0157282-0j 0.0129751-0j 1.61894e-05-0j 0.00414561-0j 
7.12681e-05-0j 0.000531444-0j 0.000491747-0j -2.11877e-06-0j -0.00419277-0j 5.13173e-06-0j 0.010155-0j -5.92174e-06-0j -0.0117183-0j -1.48881e-06-0j 3.78747e-05-0j 3.39973e-06-0j 0.0139186-0j -1.06366e-06-0j -8.64874e-05-0j -1.39188e-06-0j 2.7059e-05-0j -0.0317833-0j -7.29447e-07-0j 0.00994391-0j 3.54088e-05-0j 0.0130124-0j 1.85568e-05-0j 0.00681943-0j 0.000224487-0j 2.74865e-05-0j -0.000496343-0j -1.16964e-07-0j -0.000327328-0j 0.000207052-0j 0.00368779-0j 0.000191586-0j -6.07728e-05-0j 2.58607e-07-0j -0.000354604-0j 2.53517e-05-0j 0.000723724-0j 0.000578688-0j -1.07879e-07-0j 2.3458e-05-0j -0.00815372-0j -0.00061871-0j -0.000301905-0j -4.34182e-05-0j -9.98211e-08-0j 1.84758e-07-0j -0.000279354-0j 0.00340136-0j 7.08552e-05-0j 0.000517053-0j -3.01511e-07-0j -7.57556e-05-0j 0.00314729-0j 3.22364e-07-0j -0.000843792-0j -0.0058253-0j 0.00950645-0j 0.00090215-0j -0.0101639-0j 
-0.00049376-0j 2.55855e-05-0j 2.36744e-05-0j -0.00283938-0j 2.11877e-06-0j 0.00687708-0j -5.13173e-06-0j -0.00793578-0j 5.92174e-06-0j -0.00150328-0j -0.0003527-0j 0.00343276-0j 1.51951e-07-0j -0.001074-0j 0.000805395-0j -0.0014054-0j -0.000251981-0j -3.46983e-07-0j -0.000736535-0j 1.08559e-07-0j -0.000329736-0j 1.42058e-07-0j -0.000172806-0j 7.44489e-08-0j 7.93977e-06-0j -0.000192857-0j -1.75549e-05-0j 0.0150022-0j -3.19953e-05-0j 7.32309e-06-0j 9.74699e-09-0j 6.77608e-06-0j 0.000426408-0j -0.0331699-0j -1.25418e-05-0j -0.000177878-0j 7.07417e-05-0j 2.04673e-05-0j 0.013837-0j -0.000164591-0j -2.15506e-08-0j -2.18828e-05-0j -2.95102e-05-0j 0.00030464-0j 0.0128034-0j -0.0236977-0j -2.73059e-05-0j 8.98995e-09-0j -0.00049715-0j 5.05403e-05-0j 0.038673-0j 0.000531534-0j 8.31843e-09-0j -0.0413476-0j -8.2478e-05-0j -1.53965e-08-0j 2.5126e-08-0j 8.81822e-05-0j -2.68637e-08-0j 
5.14828e-06-0j -7.51418e-05-0j -7.59205e-05-0j 0.000115586-0j -0.0011825-0j -7.17052e-05-0j 0.000733582-0j -4.18281e-05-0j 0.000427923-0j 2.10506e-07-0j 0.00103584-0j -4.89878e-07-0j -0.00196797-0j 1.50393e-07-0j -0.00241055-0j 2.14892e-07-0j 0.00074004-0j 0.00457976-0j 8.86383e-08-0j -0.00140599-0j 0.00105742-0j -0.00200897-0j 0.000436164-0j -0.000828659-0j 1.62036e-07-0j -3.88637e-06-0j 1.83039e-07-0j 0.000306167-0j -0.00895215-0j -2.98109e-07-0j -0.000521424-0j -3.01198e-07-0j -4.39012e-06-0j 0.000345853-0j 1.3077e-07-0j 7.15003e-06-0j -0.0101125-0j 1.07879e-07-0j -0.000563278-0j 7.22412e-06-0j -0.000589011-0j 3.4468e-08-0j 0.0164699-0j -3.13646e-06-0j -0.000569115-0j 0.000247089-0j 0.0166406-0j 0.000959299-0j -2.58744e-06-0j -0.00722474-0j 0.000203838-0j -8.26701e-07-0j 0.000969241-0j 6.51273e-05-0j -0.0059601-0j -0.00042081-0j -0.00034715-0j -0.00190428-0j -0.000110916-0j 
1.25649e-06-0j 0.000842228-0j 0.000840209-0j -0.00049422-0j 0.00331714-0j 8.56529e-06-0j -5.74891e-05-0j 0.00069826-0j -0.00468663-0j -0.000526039-0j 0.00586925-0j -8.73547e-06-0j 0.000728987-0j 0.0011154-0j 9.74656e-05-0j -0.000513342-0j -0.0124451-0j 1.21057e-05-0j 0.000651889-0j -0.00154573-0j 0.00572759-0j 0.000711392-0j -0.00727343-0j -0.000903392-0j 2.77834e-06-0j 0.006452-0j 4.46724e-08-0j -5.4849e-05-0j -0.0249163-0j -2.52144e-06-0j 9.41779e-05-0j -2.5154e-06-0j 0.00010374-0j -8.81908e-07-0j -9.47227e-08-0j -0.00585542-0j -0.000400625-0j 3.56243e-06-0j 4.97775e-05-0j -0.00584138-0j 1.51427e-06-0j -2.32195e-06-0j 0.0226125-0j -0.00021997-0j 4.96581e-05-0j 1.86998e-06-0j 0.0225583-0j -8.54698e-05-0j 0.00827284-0j 0.000849479-0j -7.03282e-05-0j -0.00539214-0j -8.52649e-05-0j 4.58391e-05-0j -0.0319481-0j -3.21083e-06-0j 0.000120756-0j 0.0208234-0j -7.87076e-05-0j 
6.28243e-07-0j 0.000208355-0j 0.000207855-0j -0.000746467-0j -3.54415e-05-0j 1.2937e-05-0j 6.14235e-07-0j 0.00105465-0j 5.00737e-05-0j 1.80471e-06-0j 0.00438608-0j 2.99693e-08-0j -3.82592e-06-0j -3.82669e-06-0j 7.28358e-05-0j 1.76115e-06-0j -0.00930016-0j -6.35338e-08-0j -2.23648e-06-0j 8.11242e-06-0j 0.00428021-0j -3.73358e-06-0j -0.00543542-0j 4.74125e-06-0j 1.38917e-06-0j -1.09519e-05-0j 2.23362e-08-0j 0.00795693-0j 0.00080418-0j -1.26072e-06-0j -3.27789e-07-0j -1.2577e-06-0j -1.76093e-07-0j 0.000127938-0j -4.73613e-08-0j 9.93922e-06-0j 1.29303e-05-0j 1.78121e-06-0j -0.0072212-0j 9.9154e-06-0j -5.27046e-09-0j -1.16097e-06-0j -0.000729822-0j 3.73385e-07-0j -0.00720389-0j -0.000271278-0j -0.000728073-0j 2.9748e-07-0j -1.40427e-05-0j -2.74171e-05-0j 0.0102025-0j 9.15284e-06-0j 2.96767e-07-0j -0.00664987-0j 0.00103113-0j 1.11754e-08-0j -4.20296e-07-0j -0.00067208-0j 2.73944e-07-0j 
