-0.00832018-0j -0.00590699-0j -0.0008526-0j -0.00338904-0j -0.00342416-0j -0.000599103-0j -4.99253e-05-0j -0.000605312-0j -5.04427e-05-0j -0.0023814-0j -0.00294684-0j -0.000396901-0j -0.00171899-0j -0.000243051-0j -4.96126e-05-0j -0.000491139-0j -0.00030076-0j -2.92345e-06-0j -0.000286498-0j -6.13924e-05-0j -0.000175443-0j -3.61758e-06-0j -3.58123e-05-0j -2.11026e-06-0j -0.00183307-0j -0.00213859-0j -0.000295811-0j -0.00130961-0j -0.00187126-0j -0.000241529-0j -0.000771856-0j -0.000345113-0j -3.48617e-05-0j -3.01911e-05-0j -0.000211338-0j -0.000281783-0j -3.55805e-06-0j -0.000301974-0j -0.000172556-0j -4.06719e-05-0j -1.62402e-07-0j -0.000124558-0j -2.49064e-05-0j -3.52229e-05-0j -0.000246561-0j -2.15696e-05-0j -4.15106e-06-0j -3.55879e-05-0j -0.000101701-0j -3.08201e-05-0j -2.542e-06-0j -1.89469e-07-0j -1.46793e-05-0j -3.63218e-06-0j -1.16026e-07-0j -1.27126e-05-0j -1.65786e-07-0j -1.4982e-06-0j -6.8383e-08-0j 
0.00413279-0j 6.02628e-05-0j -0.000831591-0j 0.00518659-0j -0.00523821-0j 0.000297586-0j 7.5445e-05-0j -0.000300548-0j -7.61959e-05-0j 0.00489851-0j -0.00588904-0j -0.0287324-0j 0.00323825-0j -2.55225e-06-0j 4.9808e-05-0j 0.0345423-0j 3.06834e-06-0j 5.90063e-06-0j -0.0189941-0j -5.98796e-05-0j -1.68721e-06-0j -7.09379e-06-0j 3.29265e-05-0j 3.90072e-06-0j -1.92489e-05-0j 2.18178e-05-0j -0.0287826-0j -1.37521e-05-0j 1.9642e-05-0j 0.000369636-0j -3.86997e-05-0j 0.0326237-0j -0.00510075-0j 1.49965e-05-0j -0.0205633-0j -0.000418965-0j 5.37678e-06-0j 0.0293703-0j 0.00026408-0j 0.00578147-0j 4.10163e-07-0j -0.0578671-0j -0.00364415-0j -1.69978e-05-0j -0.000377183-0j 1.0714e-05-0j -6.09434e-06-0j 0.00520491-0j 0.000743148-0j -1.53027e-05-0j 3.84136e-06-0j -4.649e-07-0j -0.010255-0j -5.48657e-06-0j 2.93034e-07-0j 3.01503e-05-0j -4.18538e-07-0j 1.081e-05-0j 8.24627e-07-0j 
4.99253e-05-0j -0.0034103-0j 5.11604e-06-0j 0.00585246-0j -0.0060095-0j 0.000340334-0j -2.94772e-07-0j -0.000349466-0j 3.02682e-07-0j 1.42896e-05-0j -1.73989e-05-0j -0.000696572-0j 1.03148e-05-0j -0.000282101-0j -2.8643e-05-0j 0.000848137-0j 0.000343483-0j 1.75422e-08-0j -0.000502813-0j 3.48753e-05-0j -0.000203631-0j -2.13591e-08-0j -2.06756e-05-0j 1.26626e-08-0j 1.09994e-05-0j 1.28326e-05-0j 1.77502e-06-0j -2.33229e-05-0j -1.10484e-05-0j 0.0407841-0j 4.63153e-06-0j 2.07085e-06-0j -6.11832e-05-0j -3.50418e-05-0j -3.76371e-06-0j 0.0475815-0j -2.05418e-06-0j -1.78293e-06-0j -0.086478-0j -7.13805e-05-0j 9.74496e-10-0j 7.4741e-07-0j 0.000129732-0j -4.08821e-05-0j -0.040966-0j 7.4302e-05-0j -2.39654e-06-0j 6.1456e-05-0j 0.0171731-0j 3.5198e-05-0j 4.35565e-06-0j 1.13691e-09-0j -2.57626e-05-0j 2.06334e-06-0j -2.0663e-09-0j -1.47551e-05-0j -9.7884e-10-0j -8.64959e-07-0j 4.10333e-10-0j 
0.00103341-0j 0.000738351-0j -0.00495571-0j 4.33224e-06-0j -4.44849e-06-0j 0.0070446-0j 0.000874971-0j -0.00723364-0j -0.00089845-0j 0.000606033-0j -0.000737898-0j 4.92971e-05-0j 0.000437458-0j 6.10767e-05-0j 0.0277454-0j -6.00235e-05-0j -7.43662e-05-0j -0.000104871-0j 3.55845e-05-0j -0.0337824-0j 4.40875e-05-0j 0.00012769-0j 0.0200277-0j -7.56999e-05-0j -2.38143e-06-0j -2.77834e-06-0j -0.00719712-0j 5.04955e-06-0j 2.39205e-06-0j 3.01902e-05-0j -1.00276e-06-0j -0.00839664-0j -0.000202632-0j -0.000725333-0j 0.0152607-0j 3.52219e-05-0j 0.00609743-0j 0.00722921-0j -6.40147e-05-0j -0.000236404-0j -9.74341e-06-0j -0.00303051-0j 0.000429658-0j -0.000846222-0j -3.03248e-05-0j 0.00153798-0j 0.00711367-0j 0.000203536-0j 1.27122e-05-0j 0.000728567-0j -0.0129289-0j -1.13673e-05-0j -8.53228e-05-0j -0.00612461-0j 2.06598e-05-0j -0.000305418-0j 9.78684e-06-0j 0.00256746-0j -4.10268e-06-0j 
-5.35025e-05-0j -0.00713813-0j 5.32653e-06-0j -2.17931e-05-0j 2.201e-05-0j 0.000745183-0j -3.21042e-07-0j -0.0007526-0j 3.24238e-07-0j 0.00299971-0j -0.00360628-0j -2.55225e-06-0j 0.00198302-0j -0.0289349-0j 6.17096e-05-0j 3.06834e-06-0j 0.0347858-0j -1.87991e-08-0j -1.68721e-06-0j -7.41879e-05-0j -0.019128-0j 2.26005e-08-0j 4.07943e-05-0j -1.24275e-08-0j -1.17875e-05-0j 1.33606e-05-0j 0.000372615-0j -8.4214e-06-0j 1.20282e-05-0j 0.000300421-0j -2.36986e-05-0j -0.000422343-0j -2.24176e-07-0j -0.00359421-0j 0.000266209-0j -0.000340513-0j 4.42561e-06-0j -0.000380224-0j 0.000214631-0j 2.54094e-07-0j -1.04432e-09-0j 0.000749139-0j -1.60159e-07-0j 0.00407387-0j -0.000306555-0j -0.00256783-0j -5.01623e-06-0j 2.28754e-07-0j 0.000603992-0j 0.0036676-0j 3.16181e-06-0j 1.18369e-09-0j -4.50704e-07-0j -4.51598e-06-0j -7.46098e-10-0j -0.00722612-0j 1.06564e-09-0j 8.89765e-06-0j -2.09959e-09-0j 
-5.04427e-05-0j -0.00334755-0j 5.0219e-06-0j 0.0060095-0j -0.00606932-0j 0.000349466-0j -3.02682e-07-0j -0.000352945-0j 3.05694e-07-0j -1.44377e-05-0j 1.73572e-05-0j 0.000703791-0j -9.54432e-06-0j 0.000285024-0j 2.89398e-05-0j -0.000846104-0j -0.000342659-0j -1.7724e-08-0j 0.000465254-0j -3.47917e-05-0j 0.000188421-0j 2.13079e-08-0j 1.91312e-05-0j -1.17168e-08-0j -1.11134e-05-0j 1.25965e-05-0j -1.79341e-06-0j -7.93977e-06-0j 1.13403e-05-0j -0.0412068-0j -2.23433e-05-0j 2.03275e-06-0j 6.18173e-05-0j 3.54049e-05-0j -1.28127e-06-0j 0.046706-0j 2.07547e-06-0j 1.83003e-06-0j -0.0294396-0j -7.00671e-05-0j -9.84594e-10-0j -3.60563e-06-0j 4.41644e-05-0j -4.01298e-05-0j 0.0420482-0j 2.52945e-05-0j -2.35245e-06-0j -6.30796e-05-0j -0.0828458-0j -3.61279e-05-0j 1.48279e-06-0j 1.11599e-09-0j 0.000124283-0j -2.11785e-06-0j -7.03428e-10-0j 7.11812e-05-0j 1.0047e-09-0j 4.17271e-06-0j -1.97952e-09-0j 
0.000688939-0j -5.11604e-06-0j -0.00330381-0j -0.000844729-0j 0.000867397-0j -4.88121e-05-0j 0.000583314-0j 5.01219e-05-0j -0.000598967-0j -2.06253e-06-0j 2.51131e-06-0j -0.00961228-0j -1.48881e-06-0j -2.10506e-07-0j -0.000192248-0j 0.0117038-0j 2.5631e-07-0j -6.9914e-05-0j -0.00693851-0j 0.000234078-0j -1.51951e-07-0j 8.51264e-05-0j -0.000138772-0j -5.04666e-05-0j -1.58762e-06-0j -1.85223e-06-0j 2.44942e-05-0j 3.36637e-06-0j 1.5947e-06-0j 6.11832e-05-0j -6.68504e-07-0j 2.85765e-05-0j 0.0395106-0j 2.49993e-06-0j -5.1937e-05-0j 7.13805e-05-0j -4.22491e-05-0j -2.46034e-05-0j -0.000129732-0j 0.0460957-0j -6.49561e-06-0j 1.03138e-05-0j -0.0837776-0j 2.91658e-06-0j -6.1456e-05-0j -5.3008e-06-0j -4.92906e-05-0j -0.0396868-0j 2.57626e-05-0j -2.51107e-06-0j 8.95842e-05-0j -7.57821e-06-0j 0.0166368-0j 4.24374e-05-0j 1.37732e-05-0j 1.05265e-06-0j 6.52456e-06-0j -1.77899e-05-0j -2.73512e-06-0j 
-0.00104412-0j 0.000724766-0j -0.00486453-0j 4.44849e-06-0j -4.49277e-06-0j 0.00723364-0j 0.00089845-0j -0.00730564-0j -0.000907393-0j -0.000612314-0j 0.00073613-0j -4.9808e-05-0j -0.000404781-0j -6.17096e-05-0j -0.0280329-0j 5.98796e-05-0j 7.41879e-05-0j 0.000105958-0j -3.29265e-05-0j 0.0337014-0j -4.07943e-05-0j -0.000127383-0j -0.0185317-0j 7.00453e-05-0j 2.40611e-06-0j -2.72722e-06-0j 0.0072717-0j 1.71901e-06-0j -2.45525e-06-0j -3.0503e-05-0j 4.83747e-06-0j -0.00824215-0j 0.000204732-0j 0.00073285-0j 0.00519516-0j 3.45738e-05-0j -0.00616062-0j -0.00742019-0j -2.17924e-05-0j -0.000232055-0j 9.84438e-06-0j 0.0146197-0j 0.000146268-0j -0.000830652-0j 3.11259e-05-0j 0.000523573-0j 0.00698278-0j -0.000208913-0j -6.1326e-05-0j -0.000747815-0j -0.00440136-0j -1.11582e-05-0j 0.000411612-0j 0.00628641-0j 7.03316e-06-0j 0.00147339-0j -1.00454e-05-0j -0.0123859-0j 1.9792e-05-0j 
-0.000122425-0j 4.52198e-07-0j 0.00180223-0j -2.5528e-07-0j 2.6213e-07-0j 8.67396e-06-0j 0.00985772-0j -8.90672e-06-0j -0.0101222-0j -3.57109e-05-0j 4.34811e-05-0j -5.8401e-06-0j -2.57775e-05-0j 1.86063e-08-0j 0.000104871-0j 7.11083e-06-0j -2.26548e-08-0j 0.0268543-0j -4.21561e-06-0j -0.00012769-0j 1.34307e-08-0j -0.0326974-0j 7.56999e-05-0j 0.0193844-0j 1.40327e-07-0j 1.63715e-07-0j 0.000852625-0j -2.97548e-07-0j -1.40953e-07-0j 1.84898e-08-0j 5.9088e-08-0j 0.000994729-0j 7.36905e-05-0j -4.4424e-07-0j -0.00180789-0j 2.15714e-08-0j -0.000713989-0j -0.000856426-0j -3.92054e-08-0j 8.59723e-05-0j 0.00778832-0j 0.000359017-0j -0.000156252-0j -5.1828e-07-0j -1.85722e-08-0j 9.41959e-07-0j -0.000832987-0j -7.4019e-05-0j 7.78552e-09-0j 4.4622e-07-0j 0.00151393-0j 0.00908637-0j 3.1029e-05-0j 0.000717172-0j -0.0165142-0j -1.87057e-07-0j -0.00782304-0j -0.000300641-0j 0.00327945-0j 
0.000417475-0j 0.00121199-0j 8.64649e-05-0j -0.00051552-0j 0.000529354-0j 0.00572131-0j -7.49884e-06-0j -0.00587484-0j 7.70007e-06-0j -2.52607e-06-0j 3.07572e-06-0j -0.00290241-0j -1.82342e-06-0j -0.00477302-0j -0.000973207-0j 0.00353393-0j 0.00581157-0j 5.96053e-07-0j -0.00209507-0j 0.00118496-0j -0.00344535-0j -7.25747e-07-0j -0.000702498-0j 4.30254e-07-0j -1.94443e-06-0j -2.26851e-06-0j 1.48427e-05-0j 4.12294e-06-0j 1.9531e-06-0j -0.00722237-0j -8.18747e-07-0j 1.73164e-05-0j -0.000515254-0j 0.0280452-0j -3.14721e-05-0j -0.0084261-0j -0.000105058-0j -1.49088e-05-0j 0.0153142-0j -0.000601129-0j 4.14327e-08-0j 6.24983e-06-0j 0.00109254-0j 0.0327194-0j 0.00725457-0j -0.0594666-0j -0.000122568-0j 0.000517551-0j -0.00304114-0j -0.0281703-0j 0.000222763-0j 4.83381e-08-0j -0.000216959-0j 0.000105526-0j -8.78531e-08-0j 0.0118091-0j -4.16174e-08-0j -4.4237e-05-0j 1.74461e-08-0j 
-0.000696079-0j -5.0219e-06-0j -0.00324302-0j -0.000867397-0j 0.000876031-0j -5.01219e-05-0j 0.000598967-0j 5.06208e-05-0j -0.000604929-0j 2.0839e-06-0j -2.50529e-06-0j 0.0097119-0j 1.3776e-06-0j 2.12688e-07-0j 0.00019424-0j -0.0116757-0j -2.55695e-07-0j 7.06385e-05-0j 0.00642023-0j -0.000233517-0j 1.40601e-07-0j -8.49223e-05-0j 0.000128406-0j 4.66969e-05-0j 1.60408e-06-0j -1.81815e-06-0j -2.4748e-05-0j 1.14601e-06-0j -1.63683e-06-0j -6.18173e-05-0j 3.22498e-06-0j 2.80507e-05-0j -0.0399201-0j -2.52583e-06-0j -1.76808e-05-0j 7.00671e-05-0j 4.26869e-05-0j 2.52533e-05-0j -4.41644e-05-0j 0.0452476-0j 6.56292e-06-0j -4.97556e-05-0j -0.0285203-0j 2.86292e-06-0j 6.30796e-05-0j -1.80454e-06-0j -4.83837e-05-0j 0.0407352-0j -0.000124283-0j 2.57741e-06-0j 3.0497e-05-0j -7.43877e-06-0j -0.0802589-0j -4.35586e-05-0j 4.68878e-06-0j -5.07816e-06-0j -6.69693e-06-0j 8.58216e-05-0j 1.31947e-05-0j 
0.000123694-0j 4.43878e-07-0j 0.00176907-0j -2.6213e-07-0j 2.64739e-07-0j 8.90672e-06-0j 0.0101222-0j -8.99538e-06-0j -0.010223-0j 3.60809e-05-0j -4.33769e-05-0j 5.90063e-06-0j 2.3852e-05-0j -1.87991e-08-0j -0.000105958-0j -7.09379e-06-0j 2.26005e-08-0j -0.0271326-0j 3.90072e-06-0j 0.000127383-0j -1.24275e-08-0j 0.032619-0j -7.00453e-05-0j -0.0179365-0j -1.41782e-07-0j 1.60703e-07-0j -0.00086146-0j -1.01294e-07-0j 1.44677e-07-0j -1.86814e-08-0j -2.8505e-07-0j 0.000976426-0j -7.44542e-05-0j 4.48843e-07-0j -0.000615457-0j 2.11745e-08-0j 0.000721388-0j 0.000879051-0j -1.33466e-08-0j 8.43904e-05-0j -0.00786903-0j -0.00173196-0j -5.31926e-05-0j -5.08744e-07-0j 1.90628e-08-0j 3.20669e-07-0j -0.00081766-0j 7.59745e-05-0j -3.75587e-08-0j -4.58009e-07-0j 0.000515384-0j 0.00891919-0j -0.000149689-0j -0.000736118-0j -0.00562191-0j 9.02395e-07-0j 0.00802971-0j 0.00145034-0j -0.0158206-0j 
-2.20641e-06-0j 0.000607561-0j -2.26099e-07-0j 8.84315e-07-0j -9.08045e-07-0j -6.0632e-05-0j 1.30272e-08-0j 6.22591e-05-0j -1.33768e-08-0j -6.31519e-07-0j 7.68929e-07-0j -1.05253e-07-0j -4.55854e-07-0j -0.00725946-0j 5.10288e-06-0j 1.28155e-07-0j 0.00883903-0j -7.75262e-10-0j -7.59757e-08-0j -6.2132e-06-0j -0.00524016-0j 9.43949e-10-0j 3.68345e-06-0j -5.59614e-10-0j -4.86108e-07-0j -5.67126e-07-0j -7.84454e-08-0j 1.03074e-06-0j 4.88275e-07-0j 2.48423e-05-0j -2.04687e-07-0j -9.15196e-08-0j -9.24488e-09-0j -0.000901749-0j 1.66334e-07-0j 2.89827e-05-0j 3.65962e-07-0j 7.87951e-08-0j -5.26752e-05-0j -1.07857e-08-0j -4.3067e-11-0j -3.30312e-08-0j 1.96027e-08-0j -0.00105204-0j -2.49531e-05-0j 0.00191205-0j 4.26956e-07-0j 9.28609e-09-0j 1.04604e-05-0j 0.000905769-0j -7.75979e-07-0j -5.02449e-11-0j -3.89276e-09-0j -3.67593e-07-0j 9.13186e-11-0j -0.000379702-0j 4.3259e-11-0j 1.54096e-07-0j -1.81343e-11-0j 
-0.000421801-0j 0.00118969-0j 8.48739e-05-0j -0.000529354-0j 0.000534623-0j 0.00587484-0j -7.70007e-06-0j -0.00593332-0j 7.77672e-06-0j 2.55225e-06-0j -3.06834e-06-0j 0.00293248-0j 1.68721e-06-0j 0.00482248-0j 0.000983292-0j -0.00352546-0j -0.00579764-0j -6.0223e-07-0j 0.00193857-0j -0.00118212-0j 0.00318799-0j 7.24007e-07-0j 0.000650023-0j -3.98115e-07-0j 1.96458e-06-0j -2.22677e-06-0j -1.49965e-05-0j 1.40357e-06-0j -2.0047e-06-0j 0.00729722-0j 3.94977e-06-0j 1.69978e-05-0j 0.000520593-0j -0.0283359-0j -1.0714e-05-0j -0.00827107-0j 0.000106147-0j 1.53027e-05-0j 0.00521339-0j -0.000590069-0j -4.1862e-08-0j -3.01503e-05-0j 0.00037193-0j 0.0321174-0j -0.00744623-0j -0.0202441-0j -0.000120312-0j -0.000531224-0j 0.014671-0j 0.0289145-0j 7.58348e-05-0j 4.74487e-08-0j 0.00104665-0j -0.000108314-0j -2.99077e-08-0j -0.056969-0j 4.27168e-08-0j 0.000213407-0j -8.41632e-08-0j 
-0.00014968-0j -7.10479e-05-0j 0.00146127-0j 6.07547e-05-0j -6.2385e-05-0j -0.00102035-0j 0.00389722-0j 0.00104773-0j -0.0040018-0j 2.97701e-07-0j -3.62476e-07-0j 0.00104062-0j 2.14892e-07-0j -5.87711e-06-0j -0.00818115-0j -0.00126704-0j 7.15589e-06-0j -0.000957985-0j 0.000751158-0j 0.00996126-0j -4.24232e-06-0j 0.00116643-0j -0.00590546-0j -0.00069151-0j 2.29154e-07-0j 2.67346e-07-0j -5.32163e-06-0j -4.85893e-07-0j -2.30175e-07-0j 0.000423382-0j 9.64902e-08-0j -6.20857e-06-0j -0.00870786-0j 0.000105058-0j 1.12839e-05-0j 0.000493946-0j 0.0271586-0j 5.34536e-06-0j -0.000897733-0j -0.0101592-0j -0.00013445-0j -2.24079e-06-0j 0.018464-0j 0.000122568-0j -0.00042527-0j -0.000222763-0j 0.0316851-0j 0.00874668-0j 0.000178275-0j -0.000105526-0j -0.0575867-0j -0.000156859-0j -0.00366664-0j -0.0272797-0j 0.000285086-0j 4.4237e-05-0j 0.00013505-0j 0.0114358-0j -5.66133e-05-0j 
-6.08942e-05-0j -0.000131428-0j 0.000292018-0j -2.5528e-07-0j 2.6213e-07-0j -0.00125395-0j -5.15582e-05-0j 0.0012876-0j 5.29417e-05-0j 1.82304e-07-0j -2.21971e-07-0j -2.90486e-06-0j 1.31594e-07-0j 0.00104421-0j -0.00493872-0j 3.53692e-06-0j -0.00127141-0j 6.17958e-06-0j -2.09684e-06-0j 0.00601332-0j 0.000753747-0j -7.52418e-06-0j -0.00356496-0j 4.46066e-06-0j 1.40327e-07-0j 1.63715e-07-0j -2.165e-06-0j -2.97548e-07-0j -1.40953e-07-0j -5.3739e-06-0j 5.9088e-08-0j -2.52583e-06-0j 1.19402e-05-0j -0.0124008-0j 4.59063e-06-0j -6.26955e-06-0j -0.00108535-0j 2.17465e-06-0j 1.13947e-05-0j 1.39303e-05-0j 5.74136e-07-0j -9.11621e-07-0j -2.53178e-05-0j -0.0144675-0j 5.39785e-06-0j 0.0262943-0j -0.00126624-0j -1.19935e-05-0j -2.2628e-06-0j 0.012456-0j 0.00230136-0j 6.69825e-07-0j 5.0277e-06-0j 0.00109019-0j -1.21739e-06-0j -0.00522161-0j -5.76695e-07-0j -0.000457012-0j 2.41753e-07-0j 
2.22927e-06-0j 0.000596382-0j -2.21939e-07-0j 9.08045e-07-0j -9.17083e-07-0j -6.22591e-05-0j 1.33768e-08-0j 6.28788e-05-0j -1.35099e-08-0j 6.38063e-07-0j -7.67086e-07-0j 1.06344e-07-0j 4.21803e-07-0j 0.00733469-0j -5.15576e-06-0j -1.27848e-07-0j -0.00881784-0j 7.83296e-10-0j 7.03006e-08-0j 6.19831e-06-0j 0.00484873-0j -9.41687e-10-0j -3.40831e-06-0j 5.17813e-10-0j 4.91146e-07-0j -5.56691e-07-0j 7.92583e-08-0j 3.50891e-07-0j -5.01175e-07-0j -2.50998e-05-0j 9.87443e-07-0j -8.98357e-08-0j 9.34068e-09-0j 0.000911094-0j 5.66249e-08-0j 2.84494e-05-0j -3.69754e-07-0j -8.08767e-08-0j -1.79321e-05-0j -1.05872e-08-0j 4.35133e-11-0j 1.59348e-07-0j 6.67331e-09-0j -0.00103268-0j 2.56123e-05-0j 0.000650917-0j 4.191e-07-0j -9.53142e-09-0j -5.04628e-05-0j -0.000929698-0j -2.64165e-07-0j -4.93204e-11-0j 1.87793e-08-0j 3.77305e-07-0j 3.10874e-11-0j 0.00183175-0j -4.44019e-11-0j -7.43387e-07-0j 8.74831e-11-0j 
1.14182e-05-0j -3.37048e-08-0j -0.000224663-0j -2.77306e-06-0j 2.84747e-06-0j -8.0899e-07-0j -0.00185629-0j 8.30699e-07-0j 0.00190611-0j -1.35881e-08-0j 1.65447e-08-0j -7.93825e-05-0j -9.80842e-09-0j -1.38683e-09-0j -1.30731e-05-0j 9.66552e-05-0j 1.68859e-09-0j -0.0104499-0j -5.73014e-05-0j 1.59176e-05-0j -1.00107e-09-0j 0.0127236-0j -9.43666e-06-0j -0.00754312-0j -1.04594e-08-0j -1.22026e-08-0j 4.05956e-07-0j 2.21779e-08-0j 1.0506e-08-0j 2.00851e-07-0j -4.40416e-09-0j 4.73615e-07-0j 0.00133879-0j 4.14327e-08-0j -8.60781e-07-0j 2.34326e-07-0j 0.00013445-0j -4.07765e-07-0j -4.25881e-07-0j 0.00156193-0j 0.0262738-0j 1.70937e-07-0j -0.00283876-0j 4.83381e-08-0j -2.01746e-07-0j -8.78531e-08-0j 0.000156859-0j -0.00134476-0j 8.45728e-08-0j -4.16174e-08-0j -0.000285086-0j 0.0306527-0j 0.000563729-0j -0.00013505-0j -0.0557105-0j 1.74461e-08-0j -0.0263909-0j 5.66133e-05-0j 0.0110632-0j 
0.000151231-0j -6.97406e-05-0j 0.00143438-0j 6.2385e-05-0j -6.30059e-05-0j -0.00104773-0j 0.0040018-0j 0.00105816-0j -0.00404163-0j -3.00786e-07-0j 3.61608e-07-0j -0.0010514-0j -1.9884e-07-0j 5.93801e-06-0j 0.00826593-0j 0.00126401-0j -7.13873e-06-0j 0.000967913-0j -0.000695049-0j -0.00993738-0j 3.92543e-06-0j -0.00116363-0j 0.00546435-0j 0.000639857-0j -2.31528e-07-0j 2.62427e-07-0j 5.37678e-06-0j -1.65412e-07-0j 2.36256e-07-0j -0.00042777-0j -4.65485e-07-0j -6.09434e-06-0j 0.0087981-0j -0.000106147-0j 3.84136e-06-0j 0.000484858-0j -0.0274401-0j -5.48657e-06-0j -0.000305613-0j -0.00997224-0j 0.000135844-0j 1.081e-05-0j 0.00628566-0j 0.000120312-0j 0.000436505-0j -7.58348e-05-0j 0.0311021-0j -0.00897775-0j -0.000860027-0j 0.000108314-0j -0.0196042-0j -0.000153973-0j 0.0176885-0j 0.0280004-0j 9.70514e-05-0j -0.000213407-0j -0.000138617-0j -0.055168-0j 0.000273112-0j 
6.15252e-05-0j -0.000129009-0j 0.000286645-0j -2.6213e-07-0j 2.64739e-07-0j -0.0012876-0j -5.29417e-05-0j 0.00130042-0j 5.34687e-05-0j -1.84193e-07-0j 2.21439e-07-0j 2.93496e-06-0j -1.21764e-07-0j -0.00105503-0j 0.0049899-0j -3.52844e-06-0j 0.00126836-0j -6.24362e-06-0j 1.94021e-06-0j -0.00599891-0j -0.000697445-0j 7.50614e-06-0j 0.00329867-0j -4.12746e-06-0j -1.41782e-07-0j 1.60703e-07-0j 2.18744e-06-0j -1.01294e-07-0j 1.44677e-07-0j 5.42959e-06-0j -2.8505e-07-0j -2.47936e-06-0j -1.2064e-05-0j 0.0125293-0j 1.56278e-06-0j -6.15419e-06-0j 0.0010966-0j -2.2321e-06-0j 3.87908e-06-0j 1.36739e-05-0j -5.80086e-07-0j 4.39782e-06-0j -8.61891e-06-0j -0.0142013-0j -5.54046e-06-0j 0.00895134-0j -0.00124295-0j 1.23103e-05-0j 1.09161e-05-0j -0.0127851-0j 0.000783448-0j 6.57501e-07-0j -2.42545e-05-0j -0.00111899-0j -4.14433e-07-0j 0.0251899-0j 5.91931e-07-0j 0.0022047-0j -1.16626e-06-0j 
1.2495e-05-0j 8.92714e-06-0j -0.000183939-0j 2.60544e-08-0j -2.67535e-08-0j 0.000171238-0j -0.0010061-0j -0.000175834-0j 0.0010331-0j -1.86063e-08-0j 2.26548e-08-0j 5.96053e-07-0j -1.34307e-08-0j -3.51566e-05-0j 0.00207033-0j -7.25747e-07-0j 4.28062e-05-0j -0.0027408-0j 4.30254e-07-0j -0.0025208-0j -2.53774e-05-0j 0.00333717-0j 0.00149444-0j -0.00197842-0j -1.43221e-08-0j -1.67091e-08-0j 4.4424e-07-0j 3.03683e-08-0j 1.43859e-08-0j 3.65018e-07-0j -6.03064e-09-0j 5.1828e-07-0j -7.52101e-06-0j 0.000839392-0j -9.41959e-07-0j 4.25855e-07-0j -0.0140953-0j -4.4622e-07-0j -7.73979e-07-0j -8.77451e-06-0j -0.000794892-0j 1.87057e-07-0j 1.59474e-05-0j 0.000979291-0j -3.66646e-07-0j -0.00177983-0j -0.0164445-0j 7.55454e-06-0j 1.53699e-07-0j -0.000843134-0j 0.0298875-0j -0.000927374-0j -3.16689e-06-0j 0.0141582-0j 0.00168548-0j 0.000353445-0j 0.000798436-0j -0.00593515-0j -0.000334707-0j 
-1.15365e-05-0j -3.30847e-08-0j -0.00022053-0j -2.84747e-06-0j 2.87581e-06-0j -8.30699e-07-0j -0.00190611-0j 8.38967e-07-0j 0.00192508-0j 1.37289e-08-0j -1.65051e-08-0j 8.02052e-05-0j 9.07576e-09-0j 1.4012e-09-0j 1.32086e-05-0j -9.64235e-05-0j -1.68454e-09-0j 0.0105582-0j 5.30211e-05-0j -1.58795e-05-0j 9.26291e-10-0j -0.0126931-0j 8.73177e-06-0j 0.00697967-0j 1.05678e-08-0j -1.19781e-08-0j -4.10163e-07-0j 7.54998e-09-0j -1.07836e-08-0j -2.02932e-07-0j 2.12464e-08-0j 4.649e-07-0j -0.00135267-0j -4.1862e-08-0j -2.93034e-07-0j 2.30015e-07-0j -0.000135844-0j 4.18538e-07-0j -1.44982e-07-0j 0.00153319-0j -0.026546-0j -8.24627e-07-0j -0.000966392-0j 4.74487e-08-0j 2.07076e-07-0j -2.99077e-08-0j 0.000153973-0j 0.00138029-0j -4.07993e-07-0j 4.27168e-08-0j -9.70514e-05-0j 0.0300887-0j -0.00271952-0j 0.000138617-0j -0.0189654-0j -8.41632e-08-0j 0.0270881-0j -0.000273112-0j -0.0533705-0j 
-1.26245e-05-0j 8.76288e-06-0j -0.000180554-0j 2.67535e-08-0j -2.70198e-08-0j 0.000175834-0j -0.0010331-0j -0.000177584-0j 0.00104338-0j 1.87991e-08-0j -2.26005e-08-0j -6.0223e-07-0j 1.24275e-08-0j 3.5521e-05-0j -0.00209178-0j 7.24007e-07-0j -4.27036e-05-0j 0.00276921-0j -3.98115e-07-0j 0.00251476-0j 2.34818e-05-0j -0.00332917-0j -0.00138281-0j 0.00183064-0j 1.44705e-08-0j -1.64017e-08-0j -4.48843e-07-0j 1.03382e-08-0j -1.4766e-08-0j -3.68801e-07-0j 2.90928e-08-0j 5.08744e-07-0j 7.59895e-06-0j -0.000848091-0j -3.20669e-07-0j 4.18019e-07-0j 0.0142414-0j 4.58009e-07-0j -2.63484e-07-0j -8.61306e-06-0j 0.00080313-0j -9.02395e-07-0j 5.42895e-06-0j 0.000961272-0j 3.76332e-07-0j -0.000605905-0j -0.016142-0j -7.75412e-06-0j -7.41471e-07-0j 0.000865408-0j 0.0101745-0j -0.000910311-0j 1.52776e-05-0j -0.0145322-0j 0.000573783-0j -0.00170508-0j -0.000819529-0j 0.0286322-0j 0.00161468-0j 
