0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
0.00223771-0.00119196j -0.00231493-0.00142094j -0.00405319+0.0230046j 0.0245901+0.0120455j -0.0141351+0.00152085j -0.00279772+0.00979143j -0.000660175-0.0131446j -0.0244493+0.010995j 0.00206968-0.00593449j -0.00575492-0.0239272j 0.00173449-0.000183892j 0.00917019-0.000924922j -0.0292512+0.00556747j 0.0109883-0.00970625j -0.00731107+0.0124553j 0.0153054-0.00822568j 0.0121371+0.0277721j 0.0115952+0.00387367j -0.00603135-0.0319539j 0.0023692-0.0104514j -0.0181929+0.00674037j 0.0223531-0.000313321j 0.00612913-0.0176802j 0.013079-0.00266039j -0.0103444-0.0121237j 0.00293347-0.0015464j -0.00494387+0.00360454j 0.00289168+0.00314284j -0.00434357-0.00530456j 0.00317879+0.00789301j -0.00292433+0.00962365j -0.00117988-0.000674945j 0.00926478-0.00101939j 0.0106876-0.000934867j -0.00422748-0.00295436j 0.0131814-0.00214628j -0.000464713+0.00771062j -0.00504186-0.00548197j 0.00623679+0.00837801j -0.00796028+0.00105638j 0.00759406-0.00670661j -0.00622975-0.00860289j 0.00407856-0.000616656j 0.000773699+0.0066145j -0.00271306-0.001802j 0.00610022+0.00404394j 0.0033813-0.00885801j 0.00426783+0.0030121j -0.00926178-0.00641174j -0.00149191-0.010004j -0.00284486+0.000518213j -0.00232604+0.00583175j 0.00050452-0.00459847j -0.00134277+0.000527069j 0.00358227-0.00247481j 0.00404152-0.0148025j -0.00305836-0.0075375j -0.000656844-0.00659624j -0.000183525+0.000563586j -0.00296149+0.00120237j 0.00257903-0.000738095j -0.00275679-0.00746374j 0.00464934-0.00418803j 0.00601922+0.00188832j 0.00636795-0.000933627j 0.00487928-0.000596285j 0.00235865-0.00412115j 0.00320748-0.00471963j 0.0107804+9.1879e-05j -0.00285279-0.00629574j -0.00481862-0.00685997j 0.00197052-0.00707411j -0.00270259-0.00106543j -0.00963362+0.00246345j -0.0066348-0.00480171j -0.00968697-0.00205228j 0.00196845+0.000208891j -0.0135921+0.00746416j 0.00379069-0.0123775j -0.00610108-0.00933808j -0.000870404+0.00342564j 0.00624703+0.00145121j -0.00799855-0.00666793j -0.0112636+0.0078357j 0.00490649+0.0120418j -0.0098075+0.00156817j 0.00815694+0.00317539j -0.00195531+0.00749108j -0.00280507-0.00244312j -0.00162347+0.00780294j 0.0103047+0.00378504j 0.00605602-0.0169328j -0.0156471-0.00713585j 0.00629395+0.0063429j -0.00792774+0.00485928j 
-0.00823879+0.00210062j 0.00346697+0.00846467j 0.0160763-0.00489691j -0.00333283-0.014035j -0.0220382-0.0106175j -0.00812879+0.0268696j 0.00645286-0.00236169j 0.0130496-0.00108071j 0.00770679+0.000705582j -0.00134329+0.0103461j -0.0146951-0.0147848j -0.00502785+0.00255131j -0.00761401+0.00480468j -0.0123974+0.00747843j 0.00305085+0.0134432j 0.00654859+0.00669982j -0.00469498+0.00950852j 0.00585524-0.0121692j -0.00591044-0.00698626j 0.000542908+0.013125j 0.0176658+0.00758418j 0.00869521-0.011043j 0.00858411+0.00167879j 0.00526129+0.0125601j 0.0149501-0.0118446j 0.00653109+0.00374423j 0.00485925-0.0101698j -0.00374194-0.00498323j 0.000105145-0.000913278j -0.012224-0.00832804j 0.00363987-0.0076829j -0.0102615-0.00319531j 0.00163844+0.00619127j 0.00265046+0.00453387j 0.00580393+0.0143726j -0.0203748+0.0122303j -0.00723227-0.00648865j 0.00462025+0.00524901j -0.00045294-0.00367591j 0.00351468-0.00256003j 0.00766297+0.00713581j 0.0102128-0.00783719j 0.00287014+0.0111413j -0.00182098-0.00470128j -0.00151637-0.00665867j 0.00261841+0.00235751j -0.00436791+0.0105243j -0.00997432+0.00407456j 0.0164731+0.0094547j 0.0029811+0.00720861j 0.00551602+0.00104472j 0.00439325-0.0106109j 0.00510049+0.000968409j 0.00436518-0.00626195j -0.00508114-0.0098902j -0.00226287+0.0115809j 0.00581658+0.00318482j 0.00362716+0.0017429j 0.000435072+0.00115025j -0.00352585+0.00405823j 0.00191875-0.00527905j -0.00379598-0.00683775j -0.00428-0.00221799j -0.0128552+0.00561374j -0.0092459+0.0104612j 0.00334503-0.00202011j -0.00514142+0.0057095j -0.000648292+0.00718731j -0.00476651+0.00285854j -0.0043187+0.0102774j -0.00212265+0.00663823j 0.011681+0.00879407j 0.0038458+0.00862959j 0.00743503-0.00129954j 0.0141905-0.0042705j 0.00328747-0.00784483j 0.00988321+0.00277773j -0.0106771-0.00642583j 0.00662066+0.0141291j 0.00687789-0.00211295j -0.00233371-0.006502j 0.00485688-0.000463687j 0.00289362-0.00828871j 0.0106766+0.00475302j -0.0017605-0.0310616j 0.0252112-0.00366393j 0.00330697-0.00498337j -0.00242589+0.0110396j 0.00512897+0.0165281j -0.0277196-0.015056j -0.0163999+0.02323j -0.0136673+0.00153775j -0.0029681+0.00912056j -0.00338325-0.00495107j 0.0034227-0.00164682j 
-0.0239786+0.0476025j 0.0486177+0.0258727j 0.0339375-0.00488259j -0.00375703-0.0312733j 0.00599935-0.0180312j -0.0181802+0.00224742j 0.00191216-0.00705323j -0.000453011+0.0138861j -0.00410967+0.0024861j -0.0131319-0.00957333j 0.00626486-0.00663333j 0.012847-0.00987111j -0.00759711+0.00946971j 0.00206326-0.00321107j 0.00893469+0.006371j 0.00624321-0.00674294j 0.00124544+0.00645344j 0.00204406+0.00292448j 0.00513102-0.00829294j -0.00647296+0.00300223j 0.000747022-0.00876693j 0.0134148+0.0190376j 0.00461635+0.00161424j 0.00234883-0.00300767j 0.00527294-2.53946e-05j -0.00725144+0.0031862j 0.00371492-0.0198299j -0.0106487+0.00617162j 0.0258551+0.00344655j -0.0131169+0.0101506j -0.0041706+0.000133748j 0.00781805+0.00306908j 0.00772462-0.00971702j 0.0154249+0.00614369j -0.00408293-0.0165054j 0.0269127-0.007627j 0.0097866+0.00878752j -0.0084525-0.00780901j 0.0135106-0.00816109j -0.00228229-0.0014779j 0.00182003-0.00914623j 0.0206828-0.00914344j -0.00427832-0.00454525j 0.0161688+0.0149636j -0.0141953-0.00742901j 0.000935282+0.0136784j 0.0193401+0.00388506j -0.00306414-0.0244438j -0.000332672-0.00516459j 0.0141156-0.0055663j -0.00372465+0.0171797j -0.00530254+0.00868301j 0.014579-0.00272364j -0.00421554-0.000498827j 0.00055437+0.00215507j 0.00892522+0.0139915j 0.00467403+0.0098487j -0.00129378+0.00922601j -0.00666729+0.00718705j -0.00430243+0.0232127j 0.00241199+0.00266914j 0.000890548+0.00439011j 0.00527515+0.00373402j 0.0128585-0.00223594j -0.00584201-0.0140163j 0.0129596-0.00303939j 0.00326591+0.00364829j 0.0171659+0.00953535j 0.00188705+0.0141812j -0.00258919+0.0103011j -0.0162708+0.00363067j -0.00135611+0.000882945j -0.0102358-0.0167893j 0.00107697-0.0150024j -0.00670215+0.00897215j -0.00318619-0.0253163j -0.00316844-0.015419j 0.000189438-0.00610646j -0.00902697-0.0205332j -0.0117596-0.00156776j -0.0200373-0.0165635j -0.032325+0.0181012j 0.0231337-0.024316j -0.0133643+0.00937566j 0.0167599+0.0121446j -0.00696225+0.0205458j 0.0230932+0.00594958j -0.00769319+0.0182082j 0.0146015+0.00313241j -0.0193483-0.0117982j -0.00808407+0.0146492j -0.0258271+0.0256874j 0.0245085+0.0328544j -0.0495266+0.0412899j -0.0427195-0.0479917j 
-0.0370185+0.0082155j 0.00861473+0.0354941j 1.18696e-05-0.00609723j -0.0113896-0.00370734j -0.00135328-0.00578425j -0.00121964+0.00767058j 0.0183624+0.00603646j 4.19633e-05-0.0115368j -0.000296145-0.0171469j -0.00229359-0.00835638j -0.00901041+0.0011483j -0.00477849-0.0051903j 0.00340637+0.00152735j 0.00510444-0.00254396j 0.00497872-0.00241183j -0.000656629+0.00341462j 0.00943661+0.000838438j 0.0131849+0.00323596j -0.0105585+0.00613185j 0.0059405-0.00926272j -0.00105158+0.010207j -0.00789524-0.0069844j 0.00794268+0.00757101j -0.00857608+0.0112853j 0.01601+0.00743036j -0.00450527+0.0109028j -0.0109883-0.00712794j -0.00820465-0.0122291j 0.0143486-0.00672251j 0.00632849-0.0171975j 4.33385e-05-0.0154848j 0.00781053-0.0026764j -0.00549881-0.00379j -0.00289585+0.00387959j -0.0268887-0.0027674j -0.011477-0.0138892j 0.0189215-0.0121206j -0.00528793-0.00544081j 0.00681173-0.0144855j 0.00600535+0.00314198j 0.00777653-0.0115016j 0.00848645-0.00848615j -0.000825537-0.00292717j 0.00662503-0.00733565j -0.00146857+0.00721151j 0.0089373+0.00476442j -0.00929268-0.0108788j 0.00879298-0.0144902j -0.00299226+0.000688472j -0.00466507+0.00332386j 0.0019438+0.0085451j 0.0050272+0.00892777j 0.00964245-0.00320829j -0.00477993+0.0042497j -0.00756141+0.00876492j 0.00275839+0.00541374j -0.0163271-0.00194621j 0.0061797+0.00386958j -0.00213902-0.0123439j 0.00465467-0.00989271j 8.96455e-05-0.00136787j -0.000316413-0.00620831j -0.0110632-0.00627316j 0.013965-0.00604538j 0.00310653+0.0116597j -0.00220272-0.00521104j -0.00569868-0.00292687j -0.00580432+0.00289688j -0.00181296+0.0141037j 0.0124064+0.00251055j 0.00540034-0.0014955j -0.0065301+0.00421837j -0.00409559-0.0140403j 0.0160569-0.000141482j 0.00756735-0.00527451j 0.00326196+0.00571848j -0.0116618+0.00480083j 0.0131292+0.00970815j -0.00240653-0.00995063j -0.00895198+0.00120185j -0.0151718+0.00448376j -0.00849162+0.005755j -0.0090794+0.0140556j 0.00240766+0.0216452j 0.0178593-0.000348522j 0.000784935+0.0144544j -0.0277151-0.0046328j -0.00332272-0.0275521j 0.00934746+0.00727389j -0.0199815+0.0109461j 0.00675272+0.0175823j 0.00867864+0.0218222j 0.0088163-0.00955286j -0.0220768+0.00817302j -0.00400214-0.0233908j 
-0.000219264+0.0112995j 0.0122474-0.00122579j -0.00320198-0.00407036j -0.00523995-0.0020788j 0.0175011+0.0085293j 0.00909811-0.023324j -0.0202413-0.00365748j -0.00375279+0.00730539j 0.000633055+0.0154473j -0.00414711-0.00195131j 0.0116574-0.00201821j 0.00919012-0.00208376j -0.00157687+0.00287678j 0.00362225-0.00289787j -0.00713948-0.000656054j -0.00404959-0.000938391j -0.00283736-0.00143815j -0.00909397+0.00225932j 0.00619568-0.004785j 0.00146299+0.00994539j -0.000861628-0.00305504j 0.00969788+0.00857896j -0.00690063-0.0132879j 0.0118483-0.0142985j -0.0161769-0.006423j 0.00264062-0.0118889j 0.00139778-0.0025269j 0.00417236+0.0138373j -0.00266296+0.00758281j -0.00326671+0.0160789j 0.0069379+0.00938805j 0.000806931+0.00164238j 0.000887694-0.00360696j -0.000642022-0.00155318j 0.0160449-0.00743529j 0.0167728+0.00298288j -0.00139511+0.0137681j 0.00110647+4.54717e-05j -0.00920752+0.00459607j -0.00346994+0.0012989j -0.00707392+0.00371203j -0.0061941+0.00418676j 0.00369468-0.000666973j -0.00139079+0.0030935j -0.00718186+0.00100643j -0.00280325-0.00709915j 0.0066474+0.0183546j -0.00555096+0.0113604j 0.0024028-0.000905976j 0.00593336-0.00650875j -0.00429007-0.00766305j 0.0017114+0.000510751j 0.0081239+0.0020824j -0.00329332-0.000478461j 0.00783842-0.00794515j -0.00642056-0.00589137j 0.00969444+0.00188169j -0.00355819+0.00897824j -0.00194039+0.0071553j 0.00344421+0.00412248j 0.00141723+0.000590441j -0.00646598-0.00124j 0.0120936+0.0038128j -0.00568369-0.00532116j 0.000980112-0.0149394j 0.00304502+0.00303219j 0.00569483+0.00184218j 0.00728687-0.00674961j 0.00124428-0.00312437j -0.0125698-0.00342872j -0.00412239+0.00304639j 0.00315821+0.001538j -0.00318212+0.0103265j -0.01199-0.00145137j -0.0073041-0.00511242j -0.00270757-0.0158672j 0.00115069+0.00694243j -0.00149385+0.00399368j -8.62524e-05-0.00376148j 0.000780161-0.00269996j -0.00802474-0.0175239j 0.012666-0.00353323j 0.0160962-0.0112486j -0.00866276+0.0145746j -0.00563529+0.0147735j -0.0222091-0.0127186j 0.00624574+0.0111985j -0.00559913+0.0137354j 0.0217883-0.00222443j 0.0233759-0.0189245j -0.0179026-0.0273959j -0.00882004+0.00287839j 0.00181307-0.000283159j 0.00414203+0.0137035j -0.010365+0.00427973j 
0.00574264-0.0107836j -0.00954484-0.007298j 0.00752125+0.0111786j 0.0129983+0.00272549j -0.00785873+0.00884948j 0.00416407+0.00854733j -0.000613127-0.00134564j -0.00581524+0.00503403j -0.00611242+0.00709336j 0.00609742-0.00311588j 0.000375958+0.0109437j -0.00167639+0.000446679j 0.00445869+0.00194616j 0.00450761-0.0051725j -0.00248072-0.000573927j -0.00784375-0.00657512j 0.0017025-0.00178521j -0.00752242+0.0054437j -0.00439568-0.00821779j 0.00164517-0.00366965j -0.00568917-0.000490519j -5.82174e-05+0.00655659j 0.0116233+0.0109432j -0.00910051+0.000963886j 0.00671015-0.0030511j 0.00742801+0.00223043j -0.00274509-0.003221j 0.00449444-0.00807631j 0.00875623-0.0113825j 0.000665363-0.00252918j -0.00520223-0.00634781j -0.00152135-0.00449403j 0.00369917+0.00563431j 0.00179676-0.00844655j -0.00461139-0.00182715j -0.00420362+0.000459819j -0.0107736-0.00338058j 0.00253917-0.00786221j -0.000117472+0.00429916j -0.0020185-0.00510847j 0.0115124+0.00945526j -0.00959563-0.00559496j 0.00405217+0.00127033j 0.00220912+0.00828645j 0.00875962-0.00439192j 0.00304101-0.00964038j 0.00505715+0.00427955j 0.00142297+0.0155841j 0.00417942-0.000125227j -0.0012689-0.00899136j -0.0108372-0.00497631j 0.00222524+0.00139693j 0.0116671-0.00636052j 0.00202832+0.00178455j 0.00610289-0.00640296j -0.00153694-0.00515925j 0.00502569-0.00550681j 0.00450248-0.00787606j -0.00664343-0.000688722j -0.00792206-0.000918317j 0.00695494-0.00297376j -0.0046009-0.00145612j 0.00168411-0.00466992j -0.00552489+0.00274002j -0.00570172+0.0100648j 0.00368621-0.0011393j 0.00185805-0.000433273j -2.07083e-06+0.00233776j 0.00699377-0.00483657j -0.0038123+0.000905867j 0.00213293-0.00119915j 0.00610609+0.00554239j 0.00118686+0.00412247j -0.00765783+0.00362342j -0.00243965-0.0010655j -0.00766072-0.01211j 0.00979554+0.00627407j -0.00682043-0.00603871j 0.00437269-0.00562653j -0.00103567-0.00335116j -0.00149719-0.00124827j 0.0131289-0.00256111j 0.00345549-0.00911463j 0.00620428+0.00569222j 0.000794834-0.000151094j 0.00367003-0.00361279j 0.025846+0.0136776j -0.0103277+0.0225801j 0.0101521+0.00254789j -0.00641824+0.00314966j 0.00285713+0.00655835j -0.00263321-0.00153212j -0.0128486+0.00394654j 0.014255-0.00770663j 0.0055371+0.0132198j 
0.00637884-0.0058662j -0.00607846-0.00662624j -0.00160876+0.00854126j 0.00703498+0.00573489j -0.0159963-0.00226987j -0.00409368+0.0144303j 0.000170103-0.00132217j 0.00462673+0.0049394j -0.0118426+0.00260822j 0.00571581+0.0077524j -0.00331892+0.00501852j -0.00950167+0.000794109j 0.000239201-0.00526779j -0.0100942+0.0019564j 0.00251747+0.0025824j 0.00369768-0.00218651j 0.00149732-0.00511382j 0.00177075-0.00646322j 0.00363188-0.0100276j 0.00399521+0.000971533j -0.00356587-0.000294043j 0.00302443-0.00924756j 0.00396601+0.0192772j -0.0146172+0.00664334j 0.00618624-0.00262709j 0.00443966+0.0043039j 0.00295036+0.0109204j 0.0142397-0.0086384j -0.00797665-0.00705559j 0.0110824+0.00623212j -0.0076467+0.0033888j -0.00752171-0.00272414j 0.00300239+0.00402746j -0.000518084-0.00273715j -0.0151652+0.0149167j -0.00564085-0.0155095j -0.00513908-0.000224777j -0.00331226-0.0110923j 0.0164511-0.00284055j -0.00454211-0.00529967j 0.00734047-0.00538723j 0.00110407+0.000117641j 0.0028322+0.0203283j -0.00390391-0.00200642j 0.0021262-0.00322346j 0.00392212+0.00985476j -0.0120945-0.00313076j -0.00974979-0.000343752j 0.0202164-0.0122016j 0.00538087+0.0249657j 0.00441251+0.00972319j -0.0144256-0.0034479j 0.0101866-0.00973636j -0.0102909+0.00154467j -0.0139189+0.00254537j 0.0084209+0.00347286j 0.00325862+0.00166593j 0.00819877-0.0107701j -0.00201499-0.0105343j 0.000977833+0.00690983j -0.00749551-0.00637089j -0.0123462-0.0078034j -0.00588345+0.0049111j 0.00610033+0.00594802j 0.00876438+0.0192664j -0.000769843-0.0064755j 0.00412924+0.0127402j -0.000349309+0.00671256j 0.00611594-0.0098178j 0.00847291-0.00251985j 0.00485081-0.00268249j -0.00127429-0.000112449j 0.00131606-0.00816275j 0.0137052+0.00330587j -0.00827854-0.0014315j -0.00342389-0.00447944j 0.0148841-0.0018497j 0.00849678+0.00236066j -0.00292399-0.00590419j 0.00473148+0.00796165j 0.00641857+0.0105662j 0.0075876-0.00225592j -0.012761+0.00375057j -0.0133122-0.0028707j -0.0100067+0.0295371j -0.0100582-0.0007373j 0.0174968+0.00826849j -0.010435+0.0114681j 0.00334381-0.00228837j 0.0140974-0.000610906j -0.00134123-0.00966946j 0.000885254-0.00157282j 0.000854414+0.000967977j 0.00560974-0.00612966j 0.00487785+0.00649859j 
0.013759-0.0108766j -0.00955083-0.0126525j 0.00140857-0.00245871j -0.000786993+0.00177899j -0.000506253-0.00870736j -0.0101027+0.00354166j 0.0120482+0.00656918j 0.000928445+0.000929502j 0.0102147-0.0135285j -0.00956366+0.00127458j -0.0096564-0.00421351j -0.00190946-0.000522277j -0.000888481+0.00654336j 0.00732267-0.003226j -0.00102844-9.72571e-05j -0.0013272+0.00476279j 0.0064946+0.00910633j -0.00514652+0.00836092j -0.00174254+0.0060719j -0.00157948-0.00582508j 0.0057244-0.000144815j 0.00329801+0.00149403j 0.000320571+0.00352512j -0.00279509+0.00127914j -0.0114671-0.00550363j 0.00414419-0.0102797j 0.000576217+0.00401693j -0.0106336+0.000481594j -0.00572946+0.00845644j 0.0076275+0.00480358j -0.00612254+0.00282162j 0.000511969+0.00981994j -0.00555923-0.00935843j -0.00660283+0.00476712j 0.00469528+0.00697661j -0.00273625-0.00139664j 0.00607413+0.00174041j -0.00298737-0.00210398j 0.00450928-0.0100357j -0.000485636-0.00761258j 0.00495403+0.0145146j 0.0124062+0.000185914j -0.00405332+0.0121337j -0.00893571+0.00228811j 0.0113804+0.00777554j -0.000141719-0.00340388j -0.00570171-0.0116617j -0.0126717+0.0111455j 0.00148146-0.00228376j 0.00173844+0.01233j -0.00348532+0.0193479j -0.0130476-0.00393928j -0.000918004+0.00129024j -0.00183869+0.00952635j 0.0115144+0.0126557j 0.00310728+0.00714473j -0.0030272+0.00258559j 0.0137708-0.00970534j 0.00389891-0.00594376j 0.00592862-0.00429744j 0.00252955-0.0018378j -0.00412286+0.0102379j -0.00265538+0.0036128j -0.00795831+0.00599118j -0.000558425+0.00689452j 0.00264356+0.00348962j 0.00242587-0.00989283j 0.00303412-0.00140788j 1.06522e-05+0.00552266j -0.00335427-5.10559e-06j 0.0120815+0.00165083j 0.00624775+0.0110302j 0.00586958-0.00272635j 0.0138038+0.00613106j 0.0102712-0.00401678j 0.0013889-0.000745111j 0.00403742-0.00256559j 0.00102854-0.0174776j -0.000979148+0.00659746j -0.00668274-0.00166261j -0.00422413+0.0114809j 0.0071501+0.00529756j -0.00270915+0.00932198j 0.00540929+0.00214554j 0.0151623+0.00164802j 0.00393031+0.00614701j 0.00994632+0.00525644j -0.01378+0.0190272j 0.00798998+0.00200819j -0.00261295+0.0239334j 0.0252104+0.00709034j 0.00180571-0.0130852j -0.0168047+0.00503659j 0.0054556-0.016929j 0.0170076+0.00635222j 
0.00256801+0.00301471j 0.004088-0.00457561j -0.000915673-0.00255683j 0.000391874-0.00083299j 0.00616436+0.00540943j 0.00498716-0.00690121j 0.00243113-0.00348656j 0.000608251-0.00427748j 0.00186766-0.00403202j 0.0023578+0.00301293j -0.00384144-0.00480521j -0.00967304+0.00623932j -0.00409634-0.008527j 0.00304913-0.00115664j 0.000159221-0.00330123j -0.00501347-0.00356984j -0.005341+0.000746164j 0.00869748-0.0012878j -0.00127337+0.00955628j 0.0042191+0.00392712j 0.00781288+0.00531043j -0.006557-0.00711377j 0.0092787+0.00118085j 0.00104984+0.00739263j -0.00379483+0.00136749j 0.00372672-0.00631982j -0.000999023+0.00293482j -0.00121563+0.00270918j 0.00730173+0.000708275j 0.00937844-0.00019244j 0.003234-0.00625772j 0.00352926+0.00629212j -0.0166319-0.00816336j -0.00870191-0.00927559j 0.00573555-0.00852251j -0.0014259-0.000882318j -0.00510627-0.00861995j 0.00976649+0.000940677j -0.00551812-0.00985135j 0.00540864+0.000231797j -0.00108106+0.0116299j -0.00626673+0.00991825j -0.00621776+0.000733572j 0.00722222+0.012033j 0.0072077-0.00237745j -0.0055502-0.0121399j -0.000966238-0.00177227j -0.00124022+0.001429j -0.000540357+0.00863996j -0.00420786+0.0132792j 0.00066666-0.00385219j -0.0102632-0.00475831j 0.000555392-0.00612215j -0.00247066+0.0107418j 0.00185531+0.00568324j -0.0134745+0.00891736j 0.00509359+0.00352799j 0.00481603-0.00527705j 0.00137167+0.00273419j 0.00995579+0.000677143j 0.000354446+0.00256039j -0.0040659+0.0027572j -0.00508586-0.00368316j -0.00364095+0.00321777j 0.00124226-0.000263113j -0.00375136-0.000299652j -0.00461249-0.00191074j 0.00323116+0.00150189j -0.00330562-0.00259981j -0.00186843+0.000384333j -0.00489648+0.0134839j -0.00347175+0.000815004j 0.0182174+0.00606425j 0.00679323+0.00243264j -0.00167185+0.00036647j 0.00765645-0.0130145j -0.000950871-0.0056438j 0.00188078+0.00338718j -0.00846819+0.012251j 0.00738125+0.0169215j -0.000985706-0.00610514j 0.00451365-0.0133308j 0.00909192-0.00074595j 0.0133604+0.00276023j 0.00480731-0.00485133j -0.00289296+0.00554556j 0.00509516+0.00574825j -0.00382527+0.00592705j 0.0100262-0.00522265j -0.00609681+0.00171026j -0.000234405+0.00440551j 0.00854582+0.00992677j 0.0113607-0.00301621j -0.00427805-0.00946936j 0.0116432-0.00362426j 
-0.017277+0.0090083j 0.0081297+0.018414j 0.00532131-0.00112613j -0.00536458-0.00719167j 0.0113557-0.00852217j -0.00745964-0.00698061j -0.00188581+0.00260648j 0.00607673+0.00323695j -0.00158677+0.00554133j -0.00419433-0.00156713j 0.00365247-7.69388e-05j 0.00474801-0.00235328j 0.00127726-0.000363649j -0.000858762-0.00339537j -0.00403698-0.00254759j -0.00147654+0.00261603j 0.00148587-0.00321432j -0.00187603-0.000607986j 0.000875852-0.00646959j 0.00817021+0.0131199j -0.00289437-0.00425843j 0.0101204-0.00388223j -0.0124687-0.00278276j 0.00956291-0.0110518j 0.000332811+0.00664328j 0.002128+0.00690007j 0.000261993-0.00335385j 0.0120157-0.00180063j 0.00552969-0.00125055j -0.001949+0.00534918j 0.00407248+0.00676201j -0.00290926-0.00717678j 0.0110641+0.00287038j 0.00994928-0.00850428j 0.00597164-0.00320806j 0.0038904+0.00750722j -0.00783183+0.0069825j -0.00249462+0.00796034j 0.00100518+0.0121126j -0.00844236+0.00447053j -0.0181264-0.00576838j 0.00322686+0.00478432j -0.000869443-0.0174699j 0.022429+0.00655153j 0.0187286+0.0112377j 0.00516846+0.0139673j -0.00854629-0.00472963j 0.0100627+0.00762762j 0.00148329+0.000184405j 0.00759162+0.0131395j 0.00476168+0.0123428j -0.00641269-0.0173932j 0.00107172-0.00391946j 0.00598995+0.00289523j -0.01124+0.0248234j -0.00411859+0.0137364j -0.00341898-0.00951978j 0.0166407-0.00989034j 0.0101032-0.0117972j 0.012953-0.00827629j -0.0114297-0.00760105j 0.00453855-0.000612193j -0.00526959-0.00809748j -0.00402897+0.0123932j -0.00154079+0.00118865j 0.00625102-0.000227929j -0.00605568-0.0136487j 0.0120359-0.00344577j -0.00866104+0.0183512j -0.00139969+0.00402854j 0.00446515-0.00391252j 0.001025+0.00227025j 0.0138675-0.00308003j 0.0234617+0.00955915j 0.0124634-0.00247263j 0.0054211-0.00544514j 0.00213634-0.00867766j -0.0170641-0.0106086j -0.00283472+0.00795008j -0.00395762-0.00423701j -0.0051013+0.00170478j 0.0011966-0.00149765j 0.000174347+0.0129964j -0.00152608+0.0287698j 0.0265578-0.00719977j 0.0116838+0.00883415j -0.0099298-0.00397314j 0.00183601-0.00376598j 6.31625e-05+0.00407491j -0.0104913+0.0181641j 0.0214469+0.0101434j -0.00371489-0.00120195j -0.0016451-0.000523522j -0.0143452+0.0174754j -0.0169459-0.0153995j 
