0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
0.0013369-0.00256696j 0.00153868+0.00184228j -0.00354801+0.0018403j -0.00120994-0.00202989j -4.96201e-05-0.00628875j 0.00169287+0.00395185j 0.000240504-0.000243259j 0.00295686+0.00417611j -0.00597895-0.000416408j -0.00152368-0.00301613j -0.00145584-0.00894936j 0.00215291+0.00469977j 0.000614202-0.00387168j 0.00440671+0.00959005j -0.00375226+0.0030844j 0.00157011-0.00348551j 0.00425255-0.00273323j 0.00224238+0.00094422j -0.000483499-0.00588738j -0.00231411-0.00295757j 0.00295451-0.00323944j -0.00544536-0.00226388j -0.00344491+0.00177932j -0.00576968+0.00396531j 0.0039616+0.00187519j -0.00226007+0.000537241j 0.00496804+0.00291631j -0.0036923-0.00111578j -0.00297753-0.00674606j 0.000899845+0.00134238j 0.00144924+0.00286226j -0.0091554+0.0026462j 0.00298139+0.0030511j 0.0004693+0.00236824j -0.000162202+0.000965006j 0.000534162+0.00161752j 0.00101047-0.00304504j -0.00198097+0.0031236j 8.13196e-05-0.0041793j -0.000680147+0.00167284j 0.00131356+0.00176966j -0.0019757+0.00138438j -0.000863927-0.00314599j -0.000233603+0.00107124j 0.00191112-0.000770208j -0.000545682+0.00398045j -0.00384075-0.00284261j -0.0031522+0.000810931j -0.00322069+0.00276602j 0.00126617-0.00245363j -0.00158469+0.00337791j -0.00329148-0.00100643j -0.00176226+0.00255795j -0.00378323-0.00807893j -0.00162528-0.00162351j 0.000178681+0.00181568j 0.00134141+0.00162531j -0.00929621+0.00193483j 0.000855882+0.00491157j -0.00408171-0.00261616j 0.000356569+0.00547487j 0.0046809+0.00661327j -0.000716659+0.000219035j -0.00516486+0.000274785j 0.00468851-0.000459806j 0.0106115-0.00173353j -0.000989764+0.00113948j 0.00137621-0.00151828j 0.000126172-0.000845126j 0.00197425-0.00521278j 0.0025821+0.000670925j -2.83601e-05-0.00260229j 0.00552903-0.00580333j -0.00155978+0.00327787j -0.00412838-0.000801249j -0.00319034-0.00256196j -0.00135713-0.00143342j 0.00188454-0.000161963j -0.00149392-0.00242423j -0.0003044+0.00415269j -0.00293449+0.00604367j 0.00311506-0.00296979j -0.00222275+0.00217743j -0.000160329+0.00321567j -0.000546713+0.00122519j 0.00078486+0.00171806j -0.00232287+0.00144423j 0.000118118+0.000393461j -0.000625173+0.000871674j -0.00443392+0.000915091j 0.00331912+0.00505998j -0.00122705-0.00107666j 0.000945267-0.00326759j -0.00206836-0.000150882j -0.000992976+0.00089577j 
-0.00262248+0.00407476j 0.00467315+0.0036858j 0.00351664-0.00343617j 0.00148069+0.00641012j 0.00154617-0.00201738j -0.00094685-0.00147955j -0.00695772-0.000199995j 0.00459366-0.00265936j -0.00338716-0.00593462j -0.00241903+0.000527475j 0.00637544+0.00139396j -0.0037547+0.00350494j -0.00405168-0.00211205j 0.00158003-0.00185693j 0.00348313+0.00568306j 0.00191252+0.010021j 0.00183469-0.00169198j 0.00238308+5.5374e-05j -0.00294533-0.000650553j -0.000266821+0.00209032j -0.00251152-0.00343282j -0.00266812+0.000345287j -0.000391758-0.00600832j -0.0016505+0.00114274j -0.00155618+0.00340612j 0.00288075-0.000979351j 0.00342742-0.000942914j -0.00116908-0.000313116j 0.006127+0.00210459j -0.000102643-0.000893015j 0.00171906+0.0021786j -0.00105001-0.00145109j 0.00420371+0.000893443j -0.000701112-0.00138655j 0.00102814-0.00136234j -0.00459947-0.00206717j -0.00368816+0.00195171j 0.00151605-0.000356325j -0.00274336+0.00406832j 0.00152806+0.00243511j -0.00557894-0.00614153j 0.00446771-0.00131903j 0.00339817+0.00260568j 0.00391646-0.00381959j 0.00139411-0.00573165j 0.00270123+0.00213758j -0.00578569-0.00178545j 0.000237918-0.00433814j 0.004141+0.00284524j 0.00147914-0.00568187j 0.00107537+0.00220248j 0.000668385+0.00183501j 0.00319272+0.000177314j -0.00591807-0.00400264j -0.00444897-0.00146743j -0.000185324+0.00212415j -0.00537647-0.00273208j 0.00185119-0.000945154j 0.00524188-0.000440327j 0.00263439-0.00344452j -0.00192127+5.2443e-05j -3.92622e-05-0.00293741j 0.00444341-0.000707013j 0.00377297-0.00441519j 0.00499394-0.000101123j 0.00463324+0.00262081j 0.0035123+0.00370402j -0.000355583+0.00317588j -0.000740461-0.00226036j -0.0049648+0.000171419j -0.00209447-0.00164778j -0.00251344-0.00673431j 0.00154932-0.000690236j -0.00374095+0.00113679j -0.00189789+0.00200346j 0.00416227-0.00167676j -0.00356645+0.000658892j -0.00180027-0.000156714j 0.00247633-0.00261849j 0.00119499-0.00077331j -0.000188684-0.00262786j 0.00571727+0.00144174j -0.000382995-0.0040096j -0.000955581-0.00471303j 0.00278703+0.000311486j -0.00193307-0.000376921j -0.00419058-0.00213554j -0.000129473-1.69432e-05j 0.00381782-0.00607878j 0.000272726-0.00188779j -0.00163408-0.000447033j 0.00108081+0.00295206j -0.00177612+0.00414795j -0.00203161+0.00528196j -0.00431241-0.00205736j 
0.000924086-0.000508074j -0.00145975-0.00225615j -0.0062687-9.77194e-05j -0.00287393-0.00108749j 0.000138533+0.0023017j 0.00124628-0.00252343j 0.00726497-0.00128408j 0.00198275+0.00173494j 0.000680449+0.00244948j 0.000147349-0.00169224j -0.00407294+0.00138223j 0.00235044-0.00385245j 0.00108576-0.00303534j -0.00093346+0.000532518j 0.000537155+0.000194991j -0.00213323-0.00438337j -0.000377429-0.000498147j 0.00078851-0.000139666j 0.00128673+0.00164903j -0.00190464-0.00159328j 0.000128517+0.00145767j 0.0051749-0.00286586j 0.00098537+0.00178699j -0.00034463-0.00168414j -0.00339471+0.00165281j 0.00224719+0.000334797j -0.00332281-0.00134799j -0.0030041-0.00513922j 0.000702834+0.00220086j -0.00077895+0.00270639j -0.000455197-9.49455e-05j -0.00271484-0.00142956j -0.00160775+0.000977599j -0.00108562+0.000142956j 0.00363874+0.00849199j -0.00321996-0.00255425j 0.00360567+0.00339095j -0.00181231-0.0017766j -0.00168577-0.00338761j -0.00126734-0.00115737j 0.000571341-0.00218515j 0.00367898+0.00417339j 0.000542247+0.00218935j 0.000909378+0.00375767j 0.00375707+0.00730157j 0.00170612-0.00220514j -0.00261537-0.000355687j -0.000532671-0.000865979j 0.00386131-0.000222775j 7.59585e-05-0.000369142j -0.00364549-0.0011679j 0.000201581+0.00236567j 0.00143941+0.00216494j 0.00131777-0.00148426j -0.00369982-0.00198013j 0.00286904+0.000661353j -0.00541173+0.00185066j -0.00296162-0.00239j 0.000627641-0.00379852j -0.00279792+0.000192137j -0.00111378+2.26764e-05j 0.00165785-0.00189069j -0.00171646+0.00214003j 0.000725767+0.00239325j -0.00259427+0.00325736j 0.00379467+0.00382907j 0.00532563+0.00415949j -0.00297232-0.00500922j 0.00441583+0.000816664j -0.000163051-0.00542506j -0.00203888-0.00017098j -0.00463013+0.00288836j 0.00333801+0.00391745j -0.0013359+0.00162103j 0.0032244+0.0015268j -0.00614337-0.00298161j -0.000798426-0.00434477j -0.00152867-0.000162114j -0.00473516-0.00237741j 0.0010711-0.00415966j 0.000993603+0.000266807j -0.00344585+0.00128801j 0.00173249-0.00504471j 0.000872034+0.000449924j 0.000316333-0.00195033j 0.000619373-0.00443778j 0.000308679+0.000786305j 0.00180066-0.00433427j -0.00169605-0.000935326j 0.00248636+0.000266766j 0.000630265-0.00169751j 0.00034038-0.00201352j -0.00303649-0.000415147j 0.000777593-0.00247567j 0.00310498+0.000196879j 
0.00165428-0.00283361j -0.0018544-0.00282535j -0.00406348+0.00133587j 0.00551056+0.00193447j -0.00494822+0.000813462j 0.00431822-0.00424129j -0.00198642+0.00392182j 0.0049155+0.00294884j 0.00135071-0.00147079j 0.0016787-0.00478619j -0.000150536+0.00787301j -0.00480415-0.00165826j -0.0101947-0.00240933j -0.00205757+0.00164913j 0.000282889+0.00268394j 0.00296763+0.00434539j -0.000478344-0.00267194j -0.00365148+0.000890917j -0.000785918+0.00721645j 0.00233155-0.00257161j -0.00305525+0.00149912j 0.000928293+0.00115032j -0.00626627-0.00195397j 0.00101957+0.00101394j -0.000424953-0.0027845j 0.00166004-0.0063504j 0.00030886-0.00305717j -0.00242021-0.00195168j 0.00155628-0.00463275j 0.000102495+0.0038351j 0.00293316-0.00104991j -0.00514545-0.00191243j -0.00228263+0.00164652j 0.00165384+0.00506424j -0.00252057-0.00181147j 0.00232444+0.00125063j -0.00369377+0.00402075j 0.00244234+0.00491158j -0.00192208+0.00304705j 0.000886962+0.00110312j -0.00051251-1.5989e-05j -0.000330498+9.21307e-05j -0.00190439-0.000479755j -0.00356984-0.00138657j -0.00171651+0.00131644j 0.00232495+0.00428679j -0.00382269-9.06375e-05j 0.0011814+0.00568824j -0.00229681+0.00193762j 0.00158239-0.000881864j 0.00478246+0.00216628j 0.00352004+0.000318105j 0.002851-0.00807154j 0.00111626+2.82894e-05j 0.00056076-0.000581209j -0.00197358+0.000393008j -0.000640653+0.00280306j -8.66709e-05+0.00264691j 0.00626581-0.000161194j 0.00354864-0.00749236j -0.000543657-0.00373778j -0.00241087-0.00445686j 0.00406789-0.00315539j 0.00384259-0.00389223j 0.00291678+0.00138932j -0.00103535+0.0012894j -0.000799627-0.00112559j -0.00201028+0.00369588j -0.00211322-0.000644873j 0.000584943+0.00178372j 0.000980718-0.00231352j 0.00748891+0.003933j -0.00174595-0.00154099j -0.000459567-0.00217771j -0.00161724+0.00025837j -0.000880528+0.00522632j 0.00387255+0.00409216j 0.00377264-0.000320104j 0.00119532+0.000369757j 0.000731144+0.000786314j 0.0020141+0.00224403j 0.0017278-0.00164621j 0.00101594+0.000968817j -0.00331724-0.0022588j -0.00278829+0.00245405j 0.000286277+0.00416661j -0.00209453-0.00250197j -0.00222784+0.000941547j 0.00317672-0.000274962j 1.30458e-05+0.000507845j -0.000323898-0.00191684j 0.000689073+0.00282434j -0.00283253+0.00178926j 0.000670425+0.00179586j 0.000465796+0.00309275j 
0.00473367-0.00100002j -0.000530028-0.00582028j -0.00487826+0.00028282j -0.00631617-0.00133853j -0.00156061+0.00451263j 0.0020967-0.000977016j 0.00370391-0.00482112j -0.00376483+0.000572765j 0.00256345+0.00512984j -0.00516593+0.00338856j 0.00379417+0.00475311j -0.00297005-0.00582283j 0.00264032-0.00108226j -0.0003946-0.00286872j 0.000157349+0.00995461j -0.00059516+0.0069101j 0.00132366-0.00138254j 0.00417017+0.00293115j 0.0027271-0.00560241j -6.34882e-05+0.00610907j 0.00118612-0.00215249j -0.00754306-0.000515417j -0.000469642+0.00215604j 0.00669515+0.00194239j -0.00581124-0.00247117j -0.00229065+0.000732025j 0.00023397-4.90193e-05j 7.68686e-05+0.00190145j -0.000439564-0.00265561j 0.00393809-0.000910085j -0.00184056-0.000912412j 0.00191058+0.00250988j 0.000410107-0.0017692j 0.00169825+0.00142484j 0.00127632+0.00311281j 0.00464657-0.00177937j 0.00364083-0.0063081j -0.000369864+0.000212067j -0.00149534-0.00255815j -0.00102164-0.00427969j 0.000477175+0.00287539j 0.00042712+0.00271041j -0.00252322-0.00129082j 0.00448979+0.00581084j 0.00630163+0.00395141j -0.0025057+0.000201994j 0.00942141+0.000991941j -0.00130748-0.00289678j -0.00103232+0.00222841j 0.00432404+0.00439923j -0.00250934-0.00178927j -0.00420829-0.000581399j -0.000907588+0.000421764j 0.0028795-0.00286528j 0.00437956+1.92361e-05j -0.00170801-0.00142058j 0.00207064-0.00160769j -0.00161273+0.00331527j -0.00304894-0.00219563j -0.00227459+0.00399716j -0.0014169-0.000546133j -0.00132585-0.00349463j -0.00523994+0.000416568j 0.00171497-0.000639162j -0.00263261-0.00179899j -0.00231574-0.000133682j 0.00113948-0.0023028j 0.00110421-0.00273436j -0.00172885+0.00247545j 0.00162409-0.00197153j -0.00193646+0.00130575j 0.003619+0.00446116j 0.00350294+0.000347577j -0.000917431-0.00363873j -0.00111225-4.95455e-05j -0.00197699+0.000996437j 0.00733202-0.00249564j -0.003094-0.00118773j 0.000346216+0.00214815j -0.00217847-0.00177376j 0.00840725+0.0030288j -0.000201247+0.00167351j 0.00396256-0.000111391j -0.00160357-0.00718616j -0.000217209+0.00410552j 0.00222829+0.00135459j 0.00103666-0.00376152j -0.00106232+0.00153417j 0.00165484+0.00385811j 0.00046287-0.000385386j -0.00165215-0.00303168j 0.000327877-7.14328e-05j -0.0033329+0.000223556j 0.00292486-0.0042462j 0.005635+0.003052j 
0.00715819-0.00310764j -0.00265078-0.00541704j 0.000260113+0.00524825j -0.00218434-0.00162827j -4.91854e-05+0.00295764j 1.88617e-05+0.000923703j -0.00394269-0.00718438j -0.00231637-0.00935395j -0.0039958+0.00129111j -0.00535832+0.00442086j 0.00910247-0.00101246j 0.00024615+0.00270087j 0.00562058+0.00371055j -0.00140299-0.00263404j 0.00232663+0.00433968j 0.00169909+0.00435973j -0.00172084+0.000561189j 0.00225238-0.00284032j 0.000687251-0.00286481j 0.000738189+0.00520129j -0.00283009-0.00287915j -0.000229684+0.000450967j 0.00111612-0.00251761j 0.00468298-0.000638296j -0.00304196-0.000220519j -0.00504056-0.00255423j 0.000712844-0.00344163j -0.00398085-0.00175312j -0.000367551-0.00649874j 0.00126979-0.00230605j -0.00633571-0.00074339j 0.00310675-7.82122e-05j 0.00370662-0.00689804j -0.00056472-0.00160915j 0.00280983-0.00190658j -0.00199849-0.00191116j -0.00432196-0.00554926j 0.00304621+0.00894618j -0.000573364+0.000734573j -0.00267608-0.00777563j -0.00509889-0.00203604j 0.00396617-0.000505824j 0.00275167+0.00797527j -0.0044438-0.0023591j 0.000436313-0.00146733j -0.00249211-0.000619306j -0.000731584+0.00235716j 0.00127171-0.0022j -0.000727865+0.00187987j -0.000788675-0.00561152j -0.010915-0.00609929j -0.00579712+0.00503433j -0.00110893+0.0046418j -0.00165271+0.00214236j -0.0022649-0.0033145j 0.00767464+0.00413978j 0.00396355-0.0017971j 0.00425288-0.00716303j -0.000371104+0.00509857j -0.00108605+0.0058365j -0.00111961-0.000110825j 0.0044335+0.00180576j -0.000333447-0.00270905j -0.00479764+0.0016095j 0.00585826+0.000608096j -0.00371425-0.00126251j -0.00366159+0.00649077j -0.000364443+0.00287926j 0.000438835-0.000439895j 0.00118953+0.00523396j -0.00134343+0.00170053j -0.00420283+0.000637297j -0.00369603-0.00278963j 0.00447681-0.000726882j 0.00243174+0.000523569j 0.00449413+0.000347028j 0.00502388+6.80686e-05j -0.00540046+0.000421138j -0.00318761-0.000979398j -0.0021346+0.00252707j -0.00338797-0.00350581j 0.000542759-0.000557875j 0.0030358-0.00458368j 0.00477322-0.0011492j 0.00395935+0.00279782j -0.00247044-0.00511833j 0.000393479+0.00359647j -0.00153117-0.00078278j -0.00389936+0.00239781j 0.00505084-0.00366961j -0.00427302-0.00529186j 0.000360136-0.00144727j 0.00156714+0.00192408j 0.00516863-0.0029979j 0.00429945+0.00324672j 
0.001347-0.00024126j -0.000351097-0.00447762j -0.0036354-0.00501813j 0.00405439-0.0060033j -0.00217231+0.00149147j 0.00166818-0.00253132j 0.00756916+0.00058544j -0.000765144+0.00116974j -0.00351947+0.000288524j -0.00150734-0.00217643j 0.00448698+0.000401343j 0.00052541-0.00427995j -0.00170945-0.000565513j -0.00550645+0.00326358j -0.00082749+0.00650363j 0.0050839-0.000120812j -0.00179008-0.0017369j -0.000133739+5.15653e-05j 0.00397509+0.00421363j 0.00122218-0.00062045j -0.00145439+0.000985333j -0.0025093-0.00109257j -0.00633494+0.00216445j 0.00332878+0.000497291j 0.000269323-0.0025923j -0.00407455-0.00475594j -0.000157123-0.003474j -0.00587155-0.00214679j -0.000858353-0.00413051j 0.0030209-0.00178858j 0.00130526+0.000572143j 0.00204172+0.00230321j -0.000296846-0.00385603j 0.00168448+0.00296074j -0.00503632-0.000928678j 0.00281556-0.00354911j -0.00185506-0.00274578j 0.00575919+0.00362086j -0.00150405+0.00261934j 3.72231e-05-0.00439981j -0.00202603-0.000901557j -6.84722e-05-0.00021739j -0.00665356+6.2755e-05j -0.00256467-0.00450238j -0.00426344+0.00085697j 2.43847e-06+0.004794j -0.000596054-0.00118935j 0.00368066+0.00531598j -0.00570813-0.00248594j -0.000869929-0.00513525j -0.00105372-0.00168851j -0.00328085+0.00025265j 0.00355597-0.0048586j 0.00240088+0.00361324j 0.00142334+0.000579618j -0.00108653+0.00686048j 0.0098338+0.00492884j -0.00597667+0.00126432j 0.000407652+0.00644314j 0.00473349+0.000899987j 0.000372354+0.00109764j -0.00208885+0.000364192j 0.00255995-0.00251586j 0.000184647+0.00273452j 0.00211948+0.000569699j -0.00248362+0.00207996j -0.00161385-0.000554487j 0.0018933+0.00586334j -0.000812521-0.00484776j 0.00503148-0.00224748j 0.0029951-0.00388796j 0.00597409+0.00216204j -0.0012703-0.00148787j 0.000875346+0.000465025j 8.36266e-06+0.00177075j -0.000135852+0.000381712j 0.0058373+0.00431613j -0.0017231-0.000590244j -0.00260022-0.000220538j -0.000486859-0.000656031j 0.00364308+0.000995899j 0.00100144-0.00424844j 0.00176462+0.0011438j 0.00322433-0.000106196j 0.000973577+0.00161466j 0.0010177-0.00302398j 0.000160251+0.00286711j -0.000551676-0.0012152j -0.00373829+0.00410918j -0.00010673-0.00016563j 0.00023447-0.00138746j 0.000522203-0.00194415j 0.000921647-0.000244224j 0.00214389-0.00211132j 0.00221052+0.00189702j 
0.00256775-0.00240836j -0.00102236-0.00312523j 0.00108274+0.000126975j 0.00492394+0.00425552j -0.00122929-0.0019735j 0.00071189+0.00220859j -0.00137119-0.00119742j 0.00128865+0.00594102j 0.00608171-0.00352392j 0.00245953-0.00350205j -0.000801842+0.00167282j -0.00493352+0.000894455j -0.00887097+0.00210584j 0.000211416+0.00267026j 0.00123154-0.00440149j 0.00320491-0.00226789j -0.00155489-0.00245837j -0.00150907-0.00272584j -0.000807228+0.000862984j -0.00148395+0.00203759j 0.00226303-0.000247981j -0.000709377+0.00345766j 0.00457801-0.00280756j -0.0029741-0.000710255j -0.00444393+0.00336855j -0.00419415-0.00323574j 0.0012339-0.00918758j 0.000225198-0.00640775j 0.00448671-0.009894j 0.00489966+0.00114529j -0.00252774-0.000314177j -0.00192171+0.00172417j 0.00133808-0.00527314j 0.00582045-0.000582448j -0.00365707-0.0024202j -8.38174e-05+0.00186829j -0.00339064+0.00091442j 0.00733312+0.0054331j -0.000301909-0.000408922j -0.00158804-0.0100117j -0.00213035-0.00121366j 0.000385987+0.00295601j 0.000386327+0.00153849j 0.000178725-0.00340011j -0.00246805+0.00101343j 0.00116201-0.000436124j -0.00219662-0.000587326j 0.00136837-0.000914948j -0.00400659-0.00280674j 0.00148087-0.000638267j -0.00360701+0.00851646j 0.000589326-0.000166012j 0.000685873+0.00498485j 0.00521615+0.003811j -0.000680648+0.00467533j 0.00225187+0.000921538j 0.00333387+0.00143715j 0.00601986-0.00470445j 0.000337176-0.00117214j -0.00451653+0.00774293j 0.000530525-0.00552898j 0.000189678+0.0016564j 0.00515382-0.00537985j 0.000780521-0.00159774j -3.97582e-05-0.00149178j -0.00211754-0.000891556j -0.00501427-0.00416474j -0.000935458+0.0012335j -0.00525058-0.0010618j 0.00273592+0.00504345j 0.00350279-0.000309223j -0.00120635+0.0037087j -0.00429611+0.00205529j -0.00254142-0.000850842j -0.00235039-0.00163232j 0.00121758+0.00571995j 0.00160439-0.00274085j 0.00476534-0.00200077j 0.0014263-0.00109636j -0.00244575-0.00112115j -0.00368301-0.0030366j 0.00369887-0.00420035j 0.0036176-0.000580934j 0.00435659-0.000910633j 0.000171092-0.00235357j 0.00109158-0.00236161j -1.1347e-05+0.00110583j 0.000840672-0.000907768j -0.00215857+0.00265363j 0.000649494+0.00185807j 0.00314042-0.000598823j 0.00140779-0.00267221j 0.000800724-0.00367243j 0.00201904-0.00480011j 0.00274685+0.00223312j 
0.00619397-0.0018074j -0.0026792-0.00277726j -0.00746103+0.00018183j -0.000533182+0.000865263j 0.00690707+0.00288523j 0.000216782+0.00278284j 0.000462945-0.00287807j -0.00239389-0.0019015j 0.00155998+0.0043682j 0.00448012+0.00457126j -0.00201802+0.00200056j -0.00450942-0.00307838j -4.64107e-05+0.00565205j 0.00119258-0.00667403j 0.00454943-0.00510918j -0.000324664+0.00231009j -0.00044961-0.000489113j 0.00226254+0.0018356j 0.00191268-0.00443292j -0.00199518+0.00441974j 0.00366573+0.00129163j -0.00382721-0.000992613j 0.00264631-0.000127773j 0.000611388-0.00178544j -0.00356322-0.00335629j -0.00171504-0.000795466j 0.00203922+0.00340526j 0.00214013-0.00149218j -0.00441199-0.0020117j 0.00555831-0.00140486j -0.00206527-0.00125642j 0.00221282+0.00488812j 0.00457502-0.00448152j 0.00161788+0.00170647j -0.000781783-0.00196012j -0.002859-0.00119205j -0.000811854-0.00536504j -0.00163562+0.00261787j 0.00071519-0.000850334j -0.000485661-0.00702525j -0.000623955-0.00107973j -0.00220513+0.00432926j 0.00149317+8.9187e-05j -0.000720709-0.00134282j 0.00306603-0.00182392j -0.00232292-0.00389349j 0.00836226+0.00402354j -0.00423959-0.00489962j 0.00232054-0.000314718j -0.00343893+0.00891957j -0.003588-0.0048238j -0.00186386-0.00215643j 0.00138437-0.003259j 0.00103396+0.00162185j 4.54621e-05-0.00243833j 0.000667131-0.0018959j -0.00575281+0.00118953j 0.00293015-0.00411196j -0.00377128+0.00152556j 0.00469478+0.00208767j -0.00156569+0.000559219j 0.00234085-0.00535725j -0.00144678+0.00276528j 0.00250498-0.00252191j -0.00086198-8.12443e-05j -0.0056836+0.00156902j -0.000147687+0.00119621j -0.0008368-0.00317839j 0.00265184+0.00319686j -0.00307978+0.000196981j -0.00490993+0.0040042j 0.000705476+0.00177378j -0.00190706+0.00156701j -0.00055677-0.00297306j 0.00330974-0.00212747j 0.00196065+0.00188334j 0.000987825+0.00273677j 6.23364e-05+0.0057474j -0.000197175+0.00265692j -0.000563774-0.00321914j 0.000739216-0.00261784j -0.00351119+0.0021685j 0.00310694+0.00108462j 3.01201e-05-0.00342614j 8.96478e-05+0.000404381j -0.00188818-0.00143516j 0.00292446-0.00273927j 0.0024558+0.000813569j -0.00222053-0.000646308j 0.00380542-0.00199763j -0.00175235-0.0030269j 1.9427e-05-0.00288165j 0.00360788-0.00097819j 0.00342823-0.00546581j 0.00357817+0.0025419j 
0.00382069-0.00604779j -0.00365562+0.000141697j -0.00432769+0.00953465j -0.00138702+0.00176487j -0.00271332-0.000510451j 0.00124816+0.00740259j 9.89628e-05-0.000692163j 0.00488824+0.00212375j 0.00174768-0.00062399j -0.000333375-0.00367812j -0.00238098+0.0039612j -0.00202042+0.00118499j -0.000872744+0.000491221j 0.00598528+0.00146895j 0.00224858-0.00245349j -0.00254952+0.000179251j 0.00250172-0.00232996j -0.000716162-0.000795697j -0.00283892-0.000419485j -0.00276295-0.00401926j 0.0014504+0.000645473j -0.000307798+0.00490811j 0.00687891+0.00360857j -0.00593828+0.00164755j 0.00364959-0.00177332j -0.00590557-0.00338604j -0.00140679-0.0044369j -0.00520403-0.00558183j -0.00127459-0.00634965j 0.00176768+0.00528093j -0.00392579-0.00184356j -0.0075687+0.00146222j -0.0019604+0.00319269j 0.00406871+0.00236593j 0.00327149+0.000708289j 0.00514077-0.00555657j 0.0032881-0.00267322j 0.00244513+0.000497664j -0.00031106-0.00347983j -0.00473965-0.00256629j 0.00499354-0.00255616j 0.00307032+0.00170418j -0.00275454+0.00305751j -0.00324388-0.000298827j 0.00799081+0.00435934j 0.0023815+0.000168744j -0.00928984-0.00509559j 0.00493094+0.000600695j -0.00258774-0.000601389j 0.0055903-0.00231203j -0.000126458+0.00671744j 0.00149052+0.00119431j -0.00419931+0.00157183j 0.00877426-0.00175718j 2.34674e-05+0.00259194j -0.000554712-0.0065482j 0.00314468+0.00516225j 0.000100875+0.00383522j 0.0057763-0.00203269j -0.00456258+0.000112731j 0.00249318-0.00410884j -0.00520138+0.00221522j 0.000356704-0.00115806j 0.0017587+0.00668788j -0.00155088+0.00115291j 0.0016928+0.004269j -0.000428086-0.0034712j -0.00446004-0.0063639j 0.00618829-0.00248905j 0.00355175-0.0069255j -0.00263279+0.000135322j -0.0011272+0.00367942j 0.00408354-0.00129266j -0.00256843+0.00042898j -0.0050017+0.00527834j -0.00439707+0.00549985j -0.00177917-0.00162444j 0.00565755-0.000716305j -0.00562179-0.000868297j 0.00359085+0.00403672j -0.00258038-0.00162358j 0.000961953-0.00425285j 0.00281009-0.00645242j 0.00182409-0.00339087j -0.00166337+6.06712e-05j -0.000647787-0.000820134j 0.00100639+0.00188069j -0.00109307-0.00333974j -0.00220318+0.00156996j -0.00352078+0.00524785j 0.00538603+0.00403901j 0.00186057+0.00171049j -0.00287121-0.00254302j 0.000291318-0.00351997j 0.00387229+0.00217291j 
