0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
0.00607667-0.00575158j -0.00236759-0.00343991j -0.00300999+0.00177788j -0.0100615-0.00614624j 0.00754971-0.00235109j -0.00325397-0.00100018j 0.00277967+0.00571437j 0.00225263-0.00377513j 0.00472538-0.00177524j -0.0067719-0.000919311j 0.00587687-0.000121368j -0.00176318-0.00070955j 0.00514898-0.00457226j -0.00445897-0.00499506j -0.00274498-0.00671144j 0.00281555-0.00456178j 0.0065005+0.000198578j -0.000459507-0.00269703j 0.000716873-0.00554444j 0.00103422-0.0077552j 0.0110021-0.000925476j -0.00289747+0.00449975j 0.00137466+0.00162462j -0.00525361-0.00143926j -0.000200846-0.00630446j 0.00186967-0.00243752j -0.00214199+0.00258213j -0.00454671-0.00442304j -0.00760798-0.00250825j 0.000286987+0.00136554j -0.000460559-0.00630486j -0.00589122-0.0018238j 0.00182849+0.00554746j -0.00346393+0.0029324j 0.00280877+0.0045412j -0.00586233-0.00219438j -0.00104005-0.00191472j -0.00478851-0.00588135j 0.00351872-0.00434213j -0.00335326+0.00603143j 0.00264353+0.00583989j 0.00146704-0.00186551j -0.00583414-0.00266003j 0.00219432+0.00760486j -0.00139402-0.00207406j 0.00131577-0.0013067j -0.00159478-0.00649692j 5.22216e-05-0.00514672j 0.00246542-0.00168069j -0.000108413+0.000936717j -0.00301871-0.00312778j 0.000597368+0.000300701j -2.51263e-06+0.00217154j -0.00170088-0.000177166j 0.00082845-0.000738437j 0.000700126-0.0052661j 0.000893183+0.00158894j 0.00217064-0.00279177j 0.000504405-0.00317267j 0.00101639-0.000982076j -0.0033153+0.000996099j 0.00190126+0.00622549j -0.00479292-0.00437345j -0.00104391+0.00365538j 0.00688152+0.000680036j -0.000683266+0.00865513j 0.000349757+0.000553981j -0.00158929+0.00215625j -0.000283624+0.00576901j -0.00278067-0.000982863j 0.00333184+0.000713642j 0.000130481+0.000648964j -0.00565854+0.00104875j 0.00283589-0.001516j -0.000177028-0.0020576j -0.000857292-0.00100228j 0.00307862+0.00289761j -0.00387726+0.000794719j 0.00106279+0.00237503j -0.00154833+0.00878173j 0.00420905+0.000787633j -0.00414721-0.00126499j -0.00610188-0.00220892j 0.00358495-0.00721053j -0.000866513-0.000416965j 8.3141e-05+0.000601439j -0.00525557-0.00362895j 0.00285867-0.00522629j 0.00405961-0.00590452j 0.00556759+0.00218293j 0.00519433+0.00114991j -0.00169592+0.00597855j 
-0.00530821+0.0010571j -0.00146083+0.00556609j 0.00131638+0.000538126j -0.00226214+0.00273885j 0.00767824+0.00592686j -0.00238525-0.002098j -0.0104805-0.00284796j 0.000200868+0.00269291j 0.00882865+0.00582846j -0.00383675+0.0059165j -0.00312327-0.00150502j -0.00671638+0.00550951j -0.00314719+0.0029877j -0.000195431+0.00389109j 0.00660382+0.00830211j 0.00507351+0.00501098j -0.0104702-0.00206284j 0.00726416-0.000608165j 0.00220029+0.00395651j 0.00581941-0.00255932j 0.00566307+0.00388491j -0.000170837+0.00145436j 0.00256888-0.00260816j -0.00438507+0.00461831j 0.00323062+0.00785597j -0.00192774-0.000252154j 0.00108154-0.00157292j -0.00497222-0.00522645j -0.000330757-0.000490889j -0.00173214+0.00129267j 0.0013525-0.00021613j -0.00269618-0.00104822j 0.00322992-0.0102883j 0.00520914+0.00478125j 0.00394655+0.00198644j 0.00307308+0.00443535j 0.000340014+0.00448636j 0.0019703+0.00155457j -0.0031967-0.00538916j 0.00700054-8.75407e-05j 0.00228877-0.000616729j -0.00227201-0.000231744j 0.00375472+0.000293895j -0.00214714-0.0111588j 0.00402916-0.00285645j -0.00110737-0.00446623j 0.00348221-0.00111861j -0.000471768-0.000475103j 3.70042e-05-0.0016906j -0.000766135+0.00132455j 0.00258731+0.00360371j 0.00486579-0.00171338j 0.00257643+0.00646138j -0.00261099-0.00221983j 0.00439415-0.00448885j -0.0041933+0.00655921j -0.00199259+0.00129653j 0.000136635-0.00434251j 0.000293229-0.00276653j 0.000514315+0.00186979j 0.000994193+0.00296105j 0.00119511+0.000333048j 0.00388498-0.000318728j -0.00253484+0.00307709j 0.00105202+0.00378206j -0.000203649-0.0016622j 0.000682912+0.00323923j 0.00245612+0.0015527j 0.000358348+0.00376072j -0.00354138-0.000176326j -0.00126136-0.00561631j -0.00273932-0.000632575j 0.00208134-0.00665447j -0.000916909-0.00284658j -0.000953416-0.00641722j 0.000916637+0.000857898j -0.0044582-0.00599616j -0.00212497+0.00259657j -0.000782727+0.00101658j -0.000874614-0.00272983j -0.00392218-0.00405563j -0.00274098-0.000108869j -0.00217375+0.00520503j 0.00145164-0.00238845j -0.000167348-0.00562136j 0.000538485+0.00540781j 0.00615722-0.00252379j 0.00185088+0.00202955j -0.00235324+0.00190658j -0.00190598-0.00334439j -0.00145283-0.00262305j 0.00235553-0.00278493j 
-0.000763634+0.000810978j -0.000113659-0.000779389j -0.000701289+0.00392912j 0.000531224-0.000682564j -0.000807225-0.00960355j -0.000371271-0.00540884j 0.00309011-0.00192141j -0.00240785+0.00169657j -0.002366-0.00107371j 0.00386255-0.000973425j -0.00149302-0.00148208j 0.00395341-0.00491907j -0.00361353+0.00158242j 0.00123439+0.000463759j -0.00719511-0.00262257j -0.00711998+0.000182091j -0.000128686+0.00610302j -0.00111146+0.00109848j -0.00281252+0.00120396j -0.00526745-0.00134461j -0.00317712-0.00221712j 0.0015265-0.00466521j 0.00082393-0.00110463j -0.00361526+0.00545529j -0.00240108-0.000471698j 0.00461997+0.0013461j 0.00377296+0.000688204j 0.00789252+0.00725341j 0.000465889+0.00388126j 0.00489761+0.00153989j -8.79222e-05+0.00140128j 0.00175229-0.000626333j -0.00603697+0.00368976j -0.00185626-0.0052281j -0.00175026+0.00330071j 0.00162392-0.00239579j 0.00111767-0.00312952j -0.000690457-0.00122546j 0.000293261+0.00538365j 0.00162765-0.007804j -0.000189479-0.00223308j -0.00303992-0.00346761j 0.00148586-0.0042305j -0.00145233-0.000940865j -0.00226036+0.00259606j 0.00166953+0.00134354j -0.000796741+0.002712j -0.00362604+0.00388277j 0.000125457+0.00653301j -0.000854169-0.0020148j -0.000534361+0.000732402j -0.00156212+0.000151931j 0.000211328-0.00202993j 0.0016936+0.00483582j 0.00405757+0.00736633j -0.000582242-0.00331745j 0.00232197-0.0053688j 0.000547002+0.000219815j -0.000440973+0.00155981j 0.00132072-0.00485823j 0.00448286-0.00133254j 0.000250009-0.000313009j 0.00341836+0.00015854j -0.00249822+0.000678862j -0.00196541+0.00271449j 0.00266799-0.00366945j 0.00345102+4.82145e-05j -0.00227778+0.000203197j 0.00173037+5.58067e-05j 0.00495722+0.000355491j -0.000348497-0.00153645j -4.76627e-06-0.00531227j 0.00331868+0.00575395j -0.00300799-0.00127221j 0.00102321+0.000536895j -0.00171326-0.00154363j -0.000383072+0.0014643j 0.00174459-0.00298549j -0.000189627-0.000632496j 0.00235681-0.000713459j -0.00171612-0.00101543j 0.00354474+0.00239785j 0.0011564-0.00120188j 0.00166465+0.00212139j 0.00185797+0.000196347j 0.000955131-0.00166589j 0.00150278+1.57976e-05j 0.000338253-0.00241237j -0.000913159-0.000224435j 0.000418573+0.000329164j 0.000710661-0.00137139j 0.000754488-0.000237464j 
-0.000592587-0.0043572j -0.00744309+0.00401732j -0.00737604+0.000575333j 0.000334696-0.0121958j -0.00293045-0.0116686j 0.00212383+0.0007166j -0.0027273+3.05772e-05j -0.000973674+0.00379081j -0.0055215-0.00197759j 0.0067112-0.0016662j -0.00427461-0.000524315j -0.00176325-0.00102028j 0.00143594+0.00415905j -0.00114017+0.00209402j -0.000744529-0.00480557j 0.00679363-0.00724962j 0.000244924-0.0112924j -0.00526073+0.00574236j -0.00254956+0.00447358j 0.0107061-0.00378733j 0.00304028+0.00558545j -0.00169019-0.00484101j 0.0021977-0.00151311j 0.00878649-0.000322464j -0.000937126+0.00221854j -0.00608128-0.000340791j -0.00176933-0.00262464j 0.000874869-0.0020845j -0.00242084-0.00305014j 0.00393851-0.00230358j -0.00658998-0.00614476j -0.0062261+0.000286899j 0.00220984+0.0014483j -0.002109+0.00473305j -0.000212681-0.00406297j -0.00135731+0.00513601j -0.00029439-0.000190546j 0.00150408+0.00271883j -0.00151467-0.00314075j -0.00171232-0.00348363j -0.00609589-0.000825066j 0.00135514-0.00659383j -0.000718226+0.00490355j 0.00958761+0.00156581j -0.00458393+0.00528609j 0.00241741+0.000886409j -0.00619651+0.00248322j 0.00404447-0.00652938j 0.00206845+0.00131473j -0.00128544+0.00132346j -0.00183566-0.00373242j -0.00391864+0.00298734j -0.00468406-0.00314024j -0.00333192+0.0015383j -0.0021004+0.00174292j -0.00442866-0.000117932j -0.00226758-0.00427613j -0.00547491+0.00116207j 0.00174781-0.00402754j -0.00022468-0.00148789j 0.000791149+0.000280223j 0.00179487+0.00142402j 0.000551874-0.00414821j 0.000915534+0.00370557j -0.00282444+0.00134191j 0.00247495+0.00155605j -0.0067041+0.00240917j -0.00393854-0.00443813j 0.00547755-0.000379844j -0.00182301-0.000620432j -0.00395132-0.00129633j 0.00346004-0.00163542j -0.000367475+0.000194003j 0.000153719+0.000282865j -0.000639527+0.00201796j 0.00151481+0.00109711j 0.00348298-0.00142181j -0.00245885-0.00369074j 0.00370086+0.00605415j -0.00301019-0.00112443j -0.000788207+0.00454897j -0.00477437-0.0047074j 0.00452658+0.00115865j 0.000110882-0.000470519j -0.00324404+0.00297597j 0.00142051-0.00577386j -0.00126059+0.00223193j 0.000113972+0.00189396j 0.00808741+0.00413561j -0.00314426+0.00736665j 0.000105793-0.00744535j 0.00551055+0.000140378j 
-0.00243343-0.00609744j -0.00681155+0.00388797j -0.007477-0.00240824j -0.00055338-0.00820473j 0.00102939+0.00195904j -0.00470797+0.00527997j -1.09461e-05+0.0032442j -0.000590406-0.0042798j 0.00416905-0.00269812j 0.00190111-0.00802023j -0.00417922-0.000586805j 0.000311428-0.0066106j -0.00594159+0.00574219j -0.00204405-0.00410481j -0.0038726-0.000275117j 0.00402299-0.00540393j 0.00168215-0.00280473j -0.00659286-0.00227224j -0.00525717+0.000163628j -0.000132828-6.9501e-05j 0.00428397+0.000874238j 0.0078615-0.0080855j -0.00117418+0.000540451j -0.00996005-0.00175098j -0.00312952-0.00292565j 0.00294752+0.00822804j 0.00931804+0.000761493j 0.00493688+0.00284622j -0.0123052+0.00307207j 0.00119572+0.00454429j 0.00690477-0.00501635j -0.00398753-0.000107848j -0.00198974+0.000112488j -0.00195915-0.000423916j 0.00754088+0.00641774j -0.00306628+0.000913304j -0.00217453+0.00470138j -0.00643334+0.00143471j 0.00268809+0.000648387j 0.001995+0.00382473j -0.00370329-0.000553581j -0.00203023+0.00118912j -0.000832775-0.00223299j 0.00010926-0.00118648j -8.35665e-05+0.000304752j 0.00163555-0.000913264j 0.00144686+0.00121606j -3.35115e-05-0.00143947j 0.00125152+0.000328174j -0.00531637+9.12799e-05j 0.00157002-0.00254734j -0.00415231-0.00218014j -0.00433983-0.00304675j 0.00178507+0.000890517j 0.00331755+0.00409831j 0.00136274-0.00222018j -0.00282304-0.00272458j -0.000168504-0.00302965j 0.0063321+0.000500123j -0.000101159-0.00610332j 0.00299464+0.000158313j 0.00654657+0.00521491j -0.00285757-0.00294166j -0.000283359+0.00420533j 0.004214+0.00438109j -0.00160301-0.00213652j 0.000710276-0.000683559j -0.00294855+0.00399499j 0.000372034+0.00248557j 0.00120726-0.000557402j -0.003155-0.00145322j 0.00388941+0.000961673j 0.000170139+0.00325426j 0.000393693-0.00216178j 0.00010772+0.00540466j 0.00579907-0.000443491j 0.00164456+0.000274418j -0.0015905-0.00205763j 0.00342397+0.00486011j -0.00125443+0.00375041j 0.000398274+0.0010131j -0.00301652-0.000831539j 0.00344267+0.00215782j -2.2228e-05-0.00282163j -0.00298544+0.00071111j -0.00098714-0.00589866j -0.007269+0.0015219j 0.000851197-0.00202617j 0.00614107-0.00327803j 0.00140612+0.00629456j 0.00250781-0.00644832j 0.00542489+0.00329971j 
0.00194407-0.00424995j -0.00596869-0.000356217j 0.000974258+0.00987634j -0.00602743-0.0020441j 0.00830591+0.00143748j 0.000620726-0.0043401j -0.00691061-0.000728312j 0.000174248+0.00445199j 0.00522329+0.00655334j -0.000849987-0.00437592j -0.0067786-0.00311841j -0.00970388+0.00243731j 0.00443181+7.05389e-05j -0.00144531+0.00276495j 0.00104733-0.000495353j 0.00636735+0.00459627j 0.00051221-0.000374025j 0.00246462-0.0016931j 0.00658078+0.00207281j -0.000528847-0.00668836j -0.00369864+0.00547863j 0.00423974-0.00209441j 0.0069809+0.00172632j -0.00233848+0.00417415j -0.00415856+0.00158556j -0.00357688-0.00769355j 0.000621333-0.00226004j 0.000718703-0.000505363j 0.00329031+0.00249303j -0.000766381+0.00121812j -0.00259355+0.00405172j -0.00683695-9.5269e-05j 0.00435385+0.00253305j -0.00300973-0.00324774j 0.0014832+0.000254359j -0.00306844+0.0052254j 0.00363437-0.00400172j 0.00350964-0.00238951j -0.000952903+0.000782368j 0.00888609+0.000864441j -0.00100672-0.00191262j -0.00172825-0.00137848j 0.0001779-0.00269601j 0.00171307+0.000342073j -0.00211799+0.00230013j 0.00101153-0.00215207j 0.00342581+0.000480728j 0.00192594+0.00125062j 0.00168698+0.0015486j 0.00447969+0.00370725j 0.00149539-0.000491205j 0.00335688-0.00287711j -0.00239777-0.00163316j -0.00428546+0.00323069j 0.00451076+0.0015306j -0.00268402+0.00595756j 0.00153403-0.00109512j -0.000670695+0.00251261j -0.00600042-0.0051937j 0.00377556+0.00441687j 0.00287673+0.000757912j -0.00109552+0.00123472j -0.00113593-0.00164183j -3.54521e-05-9.87464e-05j 0.000478599+0.00223359j 0.000957837-0.00119007j -0.0044653+0.00688251j 0.00620715-0.00346874j -0.0027027+0.00201259j -0.00513438+0.000171125j -0.000946869-0.00304398j -0.00310453-0.00140021j 0.000585679-0.00461283j 0.00407375-0.00248761j -0.00545944-0.00205091j 0.00404737-0.00367342j -0.00258986-0.00346478j -0.00312609-4.06513e-06j -0.00376392+0.00287188j -0.00450527-0.00234885j -0.0012938-0.00414689j -0.00601144-0.00433546j -0.00319085+0.00224617j 0.000481561-0.00735023j -0.00361754-0.000269746j 0.00203647+0.00451174j -0.000410314-0.00825745j 0.00697028-0.00129283j 0.000440421-0.0033823j 0.00277326-0.00248474j 0.00244122+0.000242763j -0.000306141+0.00275268j 
0.0037462+0.00146132j 0.00169017-0.00412001j 0.00119364+0.00110468j -0.00210246+0.000695364j 0.00594455-0.000878861j -0.000936043-0.0060298j 0.00274643+0.000588588j 0.00108914+0.00452523j -0.00381154-0.00334796j -0.00423066+0.00123372j 0.00486571+0.00166977j -0.000659173+0.00316486j -0.00140697-0.00151616j -0.000765203-0.00173578j -0.000828186-0.00981289j -0.00490871-0.00180478j -0.00326202-0.00160561j -0.000497678+0.00150677j 0.00230442-0.00521735j 0.00363589+0.00478619j -0.00480354+0.00267438j -0.00781751-0.00197797j 0.00208507-0.00758611j 0.00260504+0.00292092j 0.00215455+0.00136219j 0.000240108-0.00188539j -0.00672933-0.00340998j 0.00181953-0.00202865j 0.00348198+0.00680108j -0.00132123+0.000264895j -0.00405772+0.0059867j 0.00373078+0.000899014j -0.0028631+0.00188391j -0.0005256-0.000974237j -0.00434025-0.00189579j -0.0011136-0.00128801j -0.000837377-0.00571624j 0.00572922-0.00290603j -0.00458008-0.00251301j -0.000867596-0.00498719j 0.00701619-0.00562273j 0.00047842-0.000137599j -0.00273745-0.000370574j 0.0024786+0.00242643j -0.00289514+0.00191413j 0.000781774+0.00195338j 0.00112925+3.37845e-05j 0.000718186-0.00307395j 0.00459445+0.00338187j 0.00208785+0.000943478j -0.0013817+0.00411653j 0.00278167+0.0046225j -0.00247012+0.000230646j -0.000609519-0.00738005j -0.000377778-0.00113391j -0.00714068-0.00371529j -0.00388098-0.00365147j 0.00254501-0.00566736j -0.00722061-0.00178344j -0.00202427-0.00106675j -0.00194563+0.00259537j -0.000777531+0.0017219j 0.00500778-0.00353864j 0.000869981+0.00300087j 5.16666e-05-0.00378984j 0.0007765+0.000146093j -0.00178404+0.00135918j 0.00116036-0.00612096j -0.00285625-0.00479045j 0.00396311-0.000901889j 0.00333851-0.0038366j -0.00144709-0.00263626j -0.00495629-0.000112211j 0.00185284-0.00476829j -0.00219061-0.00332798j -0.000594904-0.00308358j 0.0052546-0.00174923j -0.00264875-0.00375745j 0.002458+0.0044613j 0.000255987+0.00400708j 0.000134313-0.000812494j 0.000876321+0.000427607j -0.00329288-0.00244708j 0.000173728-9.92658e-05j -0.0013773+0.0028823j 0.00111052+0.00226869j 0.00214168-0.00116372j 0.00037457-0.00301507j -0.00225156-0.00137466j 0.00619351-0.00244168j 0.00185621+0.00334589j -0.00443541+0.000242108j 
0.00469674+0.00518839j 0.00362276-0.00473508j 0.00460657+0.00590381j -0.000900925+0.00729499j 0.000441391-0.0063741j 0.00375186-0.00181824j 0.000663139-0.00529175j -0.00135597+0.0051929j -0.00695943-0.00168203j -0.00185105-0.000639637j 0.00215955+0.00308805j 0.00015227-0.003956j 0.00139755+0.00221692j 0.00254869-8.77282e-05j 0.00242296+0.00379635j 0.00453028+0.00326841j -0.00184105+0.000650856j 0.00355353+0.0032848j -0.00115917+0.00389933j -0.00436742-0.00281657j 0.00166575+0.00133335j -0.00139345+0.0021955j 0.00549822+0.00189844j -0.00154237-0.00411603j -0.00226771+0.0032219j 0.00256668+0.00649013j -9.24629e-06-0.000903532j -0.000522733+0.00278017j -0.000826526-0.00235874j -0.00146351+0.00308684j -0.00201544+0.000964494j -0.00219859+0.00279619j 0.00304644-0.00473434j -0.000640864-0.00272894j 0.00133352-0.0068345j 0.000459885+0.00158295j 0.000299326-0.00212856j 0.000572694+0.00533663j 0.00171581+0.00227479j -0.00252379-0.000490933j 0.000109563-0.00381882j 0.00113312+0.000868336j 0.00304833-0.00385198j -0.00142362+0.00497229j 0.00392087+0.00235319j -0.00100537-0.000120768j -0.000743713+0.000448588j -0.0024746-0.00253495j -0.00398623-0.00133907j 0.00249862+0.00600865j -0.00187126-0.00402849j -0.000726526-0.00208371j -0.00170998+0.000805532j -0.000179413+0.00193027j -0.00256043-0.00238367j 0.00577669+0.000499225j -0.000401221+0.00142462j 0.0017446+0.00200142j 0.000151502-0.00123944j 0.00328409+0.00618226j 0.00233217-0.00144962j 0.00306321+0.00120089j 0.00143333+0.00116693j 0.00125864-0.00224903j -0.00489456-0.00155366j -0.00298049-0.00208956j 0.000827936+0.000123798j 0.00203529-0.000183041j 0.00401683-0.000532898j -3.59807e-05+0.000693566j -0.00264877+0.00150228j -0.000877962+0.00269312j 0.00408322-0.000984197j -0.00255026-0.0001473j 0.00323684-0.00484672j -0.00151301-0.000864706j 0.000319233+0.000268037j 0.00174462+0.00281209j -0.000767915-0.00122479j 0.00048662+4.24776e-05j 0.000447305-0.00281481j -0.00104225+0.000304144j 6.91785e-05-0.00265003j -0.00294462+0.00418j 0.00703783-0.00107684j -3.52812e-05+0.00148905j -2.16437e-05+0.00333574j -0.00468859+0.0014466j -0.0048553-0.000491247j -0.00127616-0.0038769j 0.00060679+0.0045599j -0.00475279-0.000585424j 
0.00025741-0.0011467j 0.000727984-0.00209027j -0.00387141-0.00364589j -0.00215051+0.000205983j -0.00658488-0.00394142j -0.00541951+0.000334804j 0.00702675-0.00652701j -0.00293899-0.00302172j -0.00214535+0.000614594j -0.00221381+0.000487045j 0.00509287+0.00365891j 0.00594522-0.00395129j 0.00532699-0.00399712j 0.00283316-0.00542436j -0.00804638+0.000581213j -0.00796299+0.010229j -0.000423191-0.00142265j -0.00330028+0.00288873j -0.0155552-0.00215253j -0.000757088-0.000429485j -0.00130453+0.000894709j -0.00473305+0.00565421j -0.00311333+0.00156295j 0.0063998-0.000152972j 0.00801633-0.00622958j -0.00674933-0.000479169j -0.00264079-0.000274396j -0.00122706+0.00630379j -0.00516035+0.00375512j 0.00378085+0.00379592j -0.00229661+0.00364346j -0.00325206-0.00428285j -0.00990777-0.00305364j -0.00270981-0.00154344j -0.00178902-0.00146572j -0.00486808-0.0012576j 0.00950098+0.00195984j 0.00424739+0.0100468j 0.00204722-0.00173829j -0.00404886-0.00806385j -0.000567195-0.00309109j 0.00698952-0.0115978j -0.00593148+0.00244053j 0.00122784+0.00580874j -0.00403377+0.000241438j -0.0016708+0.00729071j -0.00248225+0.0043586j 0.00263359-0.000204509j -0.0029546+0.00540103j -0.000751874+0.00227838j 2.59704e-05-0.00415294j -0.00125215+0.00706653j 0.00630648-0.00540278j -0.00161892+0.00964694j -0.00429389+0.00371502j 0.00191701+0.000399212j -0.00228138-0.00310655j 0.00371199+0.00165781j -0.00372568-0.00335762j 0.00284479+0.00634275j 0.00728302-0.00353663j 0.00202141-0.00268156j -0.00325017+0.000828738j 0.00104156+0.00339289j 0.00213929+0.000533944j 0.000211824-0.00247152j 0.000332176-0.000359053j 0.00455792-0.00413873j 0.00209+0.000688597j 0.00394172+0.000971447j 0.00412554+0.00425843j 0.00033899-0.00328558j 0.00369438-0.00125375j -0.00221191+0.00267496j 0.00223376+0.00644257j -0.00110873-0.000539647j -0.000993338+0.00223987j 0.000246383+0.00421277j 0.00369941-0.00421773j 0.00122371-0.00250006j 0.00347733+0.00420971j 0.00299162-0.00149722j 0.00286652-0.00361708j -0.000461337-0.000628631j 0.000248391+0.00341812j -0.00225557+0.000633129j -0.00192309+0.000412653j -0.00052299-0.000943015j 0.00288848+0.000649045j -0.00307374+0.00123688j 0.00170792+0.00122026j -0.000441576+0.00293053j 
-0.00654445-0.00137189j -0.00243326+0.00384363j 0.000178188-0.00333082j 0.00200713+0.00325344j 0.00202845+0.00378696j -0.00192676+0.00011026j -0.00956914-8.26491e-05j -0.00094568+0.00444316j 0.00256115+0.00475738j -0.00346968+0.000263009j -0.00379896+0.00111675j -0.00394022-0.00183773j 0.00841619+0.00103469j -0.0016051+0.000436033j 0.00328799+0.00245426j -0.00235354+0.0056813j -0.00166389+0.00232943j 0.00256503+0.00777202j 0.00337916-0.00205713j 0.00294141-0.000201104j -0.00507831-0.00272838j 0.00179391+0.000433294j 0.00101663-0.00622093j 0.0048501-0.00350752j 0.00255113-0.000431095j -0.00245482-0.0080368j -0.00870255-0.00039973j -0.00218643-0.00335203j -0.000397492+0.00311589j 0.000495016+0.0031551j -0.000115355+0.00533474j -0.00157699+0.000220653j -0.00343096-0.000892022j 0.00221249-6.98077e-05j -0.00149932+0.00759371j 0.0031408-0.00160493j 0.0015759+0.00200501j 0.00166528-0.00188399j -0.00329563+0.000584715j 0.00640448-0.00360476j 0.00118305+0.000151069j 0.00657846+8.44383e-05j -0.00103678-0.00176913j 0.00161283-0.00508766j 0.00194374-0.00184423j -0.00158999-8.96596e-05j 0.000593326+0.000122793j 0.00175324+0.00463945j 0.00337255-0.00103433j -0.00279325-0.00184861j -0.00101789+0.00369638j 0.00214356-0.00128593j -0.000341224-0.00245773j -0.00215379-0.00356837j -0.00180148-0.000961095j -0.00199594+0.00334103j -0.00324994+0.00121414j 0.000283359-0.00140337j -0.00259657-0.000469723j 0.00075884-0.000739695j -0.00250288+0.00272904j 0.00125032-0.000683573j 0.00352747+0.0015162j 0.000679828+0.000933828j -0.000605322-0.000316105j 0.000106251-0.00883036j -0.000351213+0.00423178j 0.00742099-0.00367335j 0.00369017-0.00290181j -0.00388576-0.00144191j 0.000578804-0.000430974j 0.00367003-0.00576093j -0.0026681-0.00182265j -0.00072158+0.00176203j 0.00408889+9.27486e-05j 0.00764368-0.001613j -0.0055342-0.00498857j -0.00156533+0.00306252j -7.65267e-06-0.000253763j -0.00237488-0.00333245j -0.00257022-0.00112186j 0.000870459-0.0015712j 0.00262744+0.00457785j 0.000458191-0.00135615j -0.00481978-0.000219625j -0.000651352+0.00276683j 0.0050478-1.5503e-05j 0.00173375+0.00339268j -0.000135481+0.00369425j -0.00330386-0.000988379j -0.00375299-0.00300717j 0.00429693-0.00330201j 
