0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
-0.00256273-0.000989828j -0.000433316-0.00140926j 0.00229148+7.29383e-08j -0.00189318+0.0115028j 0.00060497-0.0125147j 0.00364012-0.0164458j -0.000519725-0.0101081j -0.00355153-0.00737692j 0.00650102-0.000881446j -0.00214376-0.00226768j 7.67564e-05-0.00280513j 0.00493362-0.00551041j -0.00470232-0.00152432j 0.00411498-0.00669092j -0.000307039+0.0110002j -0.000975655-0.00562241j 0.00564416-0.00326199j 0.000655088-0.0081822j -0.00854213-0.00608115j -0.00349562-0.00472423j 0.0059269+0.00132532j -0.00540814+0.00198214j -0.00711823-0.00248263j -0.00465967-0.00500331j -0.000419958+0.00176231j 0.00107958-0.00495738j -0.0110111-0.000484381j 0.00190997-0.00218277j -0.00418825-0.00365897j 0.00547303+0.00734154j 0.00561434-0.00227415j 0.000691544-0.0010955j -0.000191431-0.00719086j 0.00304097-0.00515942j -0.00316713+0.000427483j 0.00357463+0.00233807j 0.00192859+0.00359377j 0.000366799+0.000747957j 0.0059279-4.48658e-06j -0.00231979+0.00751789j -0.000211522+0.00788412j -0.000148984+0.00052148j 0.0032133+0.000471505j -0.00253444+0.00540286j 0.00214317+0.00763587j -0.00406087+0.00353273j 0.00502691-0.00183973j -0.00117249+0.00251585j -0.000813074-0.00168728j -0.000844133+0.000319762j -0.000133302-0.00271423j -0.00297362-2.68189e-06j 
0.0133167+0.00591561j -0.00497182+0.0110874j -0.0118567-0.0114679j -0.0153037-0.0108413j 0.00171271+0.000641766j -0.00887046+0.00533875j -0.00259544+0.0113235j 0.00579078+0.00432061j -0.00225211-0.0122085j 0.0153903+0.0133991j -0.00181622+0.00140314j 0.000944354-0.00100622j 0.000733707-0.0107133j -0.00515028-0.00397219j 0.0126746-0.00947433j 0.00132171-0.0114773j 0.00238106-0.00391385j -0.00456106+0.00182307j 0.00810762-0.000787016j 0.00464577+0.00779082j 0.00129255+0.00167759j -0.000674987+0.00839976j -0.0060133+0.0122862j -0.00301614-0.00546082j -0.000859356-0.00108393j 0.00670132-0.00439172j 0.00798898-0.00419685j -0.00544968+0.00334508j -0.00279194+0.00804929j -0.00258372+0.00349169j -0.00317086-0.00242946j -0.00862998-0.000507945j 0.00302384-0.00621485j -0.00633912+0.0103108j -0.00288283-9.90805e-05j 0.00190756-0.000833699j 0.00581177-0.00147599j -0.00255351-0.00538104j -0.00227154+0.00197805j 0.004534-0.00369719j -0.0105337-0.00205983j 0.0030882+0.00319596j 0.00464237+0.00407151j -0.00181336+0.000453011j -0.00455215-0.00390003j 0.00131547+0.00267937j -0.00344464-0.00606024j 0.00255644-0.0058962j 0.00591605+0.00561731j -0.00746466+0.00969035j -0.00520712-0.00898079j -0.0100136+0.00367306j 
-0.00998528-0.000626615j 0.000580774-0.00948055j 0.00274497+0.0118661j 0.00282592+0.0075038j -0.000723673-0.00671048j -0.00381955-0.00343653j 0.00288+0.000415475j -0.00360242-0.00323172j -0.00418347+0.00271184j 0.000330706-0.00829124j -0.00774239-0.0080684j -0.000501388-0.00510345j -0.00769819+0.00421255j 0.0116556+0.00213037j -0.00162999+0.00327504j -0.00315919+0.00159745j 0.000800988-0.000998946j 0.00151811-0.000853704j -0.00310857-0.0041936j -0.00323772-5.39828e-05j -0.00238715+0.00353901j 0.00397895+9.27948e-05j 9.84812e-05-0.00613792j 0.00198418+0.00245431j 0.00116571+0.00437269j 0.00243173+0.00198876j -0.0034507+0.00102214j 0.00284264+0.00357501j -0.000501318-0.00292123j 0.00461631+0.00191102j -0.000302628+7.07205e-05j 0.00542207+2.17259e-05j -0.000449081+0.00290431j 0.00186483-0.00656692j -0.000516786+0.000723305j -0.00100802+0.00224609j -0.00305762+0.0028649j 0.00129952-5.03358e-06j 0.00270478+0.00235338j -0.00169411+0.00702985j 0.0054407+0.00167733j -5.92914e-05+0.000122601j -0.000331051-0.00381333j 5.3354e-06+0.000296987j 0.00190346+0.00434212j -0.000303537+0.00329391j 0.0043241+0.00228184j -0.0038831+0.00274307j -0.00102981-0.00452359j 0.00393005-0.00273585j 0.00413868+0.00454616j 0.00506928-0.00439092j 
0.00204338+0.0021753j -0.00293557+7.73737e-05j -0.00155009-0.00522764j -0.0157075+0.00299236j -0.00359181-0.00712392j -0.00480111+0.0139085j 0.00260404-0.00182217j 0.00977826-0.0014045j -0.00148596+0.00644778j 0.000621346-0.00426049j -0.00564442-0.0047818j 0.00080324-0.00481579j -0.00322208-0.00440962j 0.000396114-0.00431698j 0.0110674-9.66481e-05j -0.000923551-0.00217705j 0.00343497-0.000925155j -0.000957747+0.000235503j 0.0083075-0.00349317j -0.00455854+0.00603033j -0.000802833+0.0051233j -0.00275497+0.00115551j 0.001739-0.00489337j -0.00330577+0.00296875j 0.000140504-0.00237614j 0.00496234+0.000299702j 0.00363063-0.00321111j 3.82433e-05+0.00299718j -0.00314413+0.000220448j 0.0043635+0.000858287j 0.000491988+0.000718227j -0.000226115-0.00361219j -0.000915407+0.000267999j -0.000741452-0.000829553j -0.00334714-0.000156358j -0.000121341+0.00532498j -0.00174648+0.0024945j 0.000138758-0.00533373j 0.00467123-0.000642012j 0.000968955-0.00244891j -0.00595815+0.000994541j 0.00560351+0.00191599j 0.00684594-0.00121312j -0.00432534-0.00332476j 0.00208866+0.00415358j 0.00581675+0.0037095j 0.00421836-0.00705315j 0.00410107-0.00251963j 0.00847373+0.0061661j -0.00643993+0.0108109j -0.00282845-0.00338627j -0.00376654+0.000891257j 
-0.000668911-0.00608089j 0.00667089+0.00083572j 0.00910147-0.00966937j 0.00637049-0.00724112j -0.0114727-0.0014169j -0.0116426-0.00652018j -0.0121708-0.000627561j -0.00340654-0.000934426j 0.014968+0.00292259j -0.000649361-0.000576588j 0.00510707-0.00619515j -0.00306348+0.00834044j -0.0163187-0.0104614j -0.00647944+0.00623852j 0.00688737+0.000307267j -0.0075937+0.000298569j -0.00101345-0.00477039j 0.0182434+0.00612064j 0.00830004-0.00237508j 0.00315512-0.00104786j 0.00188971-0.00301114j -0.00103244+0.00127639j 0.00480579-0.00168772j 0.00269279-0.00182089j -0.0112572+0.00194471j -1.09955e-05+0.00155124j -0.00246178-0.013143j -0.00411927+0.00553423j -0.00190545+0.00328956j -0.00416389+0.0138516j 0.00206578-0.00127383j -0.00133849+0.0029306j 0.00868633-0.00158461j -0.00920192-0.00446936j 0.00605931+0.00363447j 0.00478986+0.00328438j 0.00446016-0.0019803j -0.001207-0.00723367j 0.00153366+0.00413971j 0.000740907-0.00206754j -0.000665175+0.010128j -0.011011-0.00500578j 0.00518751-0.00244363j -0.000206068-0.00847175j 0.00386904+0.00478522j 0.00160563-0.00176052j -0.000441904-0.00415099j 0.00351766+0.00162099j -0.00201897+0.00147546j -0.00161653-0.000836077j -0.00203657+0.00126076j 0.000929997+0.00213685j 
-0.0001594-0.0105547j 0.0118657+0.00179467j 0.0117457-0.00562703j 0.00548548-0.0107795j -0.0121691+0.00775516j -0.00495787+0.00405195j -0.0111066+0.00597405j -0.00202581-5.31748e-05j 0.00392508+0.00508461j 0.00244649-0.00156548j 0.00612674+0.00248302j -0.00192698+0.0021603j -0.00552185+0.0063784j -0.00314189+0.0138361j 0.00232208-0.00927989j -0.000160786-0.00259288j -0.00172911+0.00270967j 0.00739288+0.00644348j 0.00843448+1.74581e-05j 0.000885424-0.000671275j -0.00643406-0.000161006j 0.00321438-0.00156979j 0.0103254+0.00152823j 0.00868925-0.00317609j -0.0097688+0.00316398j -0.00144275-0.000440898j -0.00501177-0.00666425j -0.00345888-0.00142295j -0.000161099-0.000652752j -0.0101148+0.00466213j 0.00203892+0.00121627j -0.00407436+0.00574444j 0.00423589+0.00161793j -0.00666519-0.00025184j 0.00888424+0.000834069j 0.00611518-0.00148608j 0.00496787-0.00424729j 0.000734798-0.00264601j -0.00100886+0.00284762j -0.00378378-0.00727559j 0.00240742+0.000126279j -0.0126878-0.00871631j -0.00195793+0.000223571j 0.00619006-0.0140473j 0.00483107-0.00441882j 0.00640743+0.000621112j -0.00592772-0.00537855j 0.00445861-0.00149488j -0.0069982+0.00671948j -0.00502153-0.0109164j -0.00432039+0.00378895j 0.00520901+0.00451761j 
-0.00307362+0.00142385j -0.000789494-0.00232863j -0.000391907+0.000284763j -0.00531624+0.00409599j -0.0039156-0.00619842j -0.00480963+0.00744882j -0.00964311-0.00494278j 0.00691956-0.00664672j 0.00347749-0.00126961j 0.00141431-0.00394143j -0.00668219-0.00877792j 0.00339209+0.00476974j -0.00374976-0.00757167j 0.00459328-0.00159984j 0.00461746+0.00399512j -0.00167783+0.00166294j -0.000315238-0.000690137j 0.00414268-0.000882775j 0.00239104-0.00189102j 0.0017496+0.0076068j 0.00145309+0.00515081j -0.0014145-0.0048374j 0.00158799-0.00581603j -0.00274484+0.0070368j 0.00209242+0.00063619j 0.000401767-0.00200616j 0.00294747-0.0036919j 0.00298856+0.00381107j 0.00241932+0.000760849j 0.00151862+0.00449403j -0.00185072-0.000744329j 0.00357532+0.000233332j 0.00240545+0.00257072j -0.00351283-0.00643379j -0.00133632+0.00164193j 0.00271615+0.00539715j -0.00399718+0.00236491j 0.00271184-0.00339303j 0.00426042+0.00065148j -0.000554251+0.00353263j -0.0015355+0.00471742j 0.000900083+0.00397286j 0.00331383-0.000931572j -0.0012605-0.00203229j 0.00182087+0.00605745j 0.000734036+0.00627161j 0.00884401-0.0017946j 0.00111956+0.000691216j 0.00541649-0.00208431j 0.00232185+0.00507044j 0.001605-0.00037057j 0.000443568-0.0037044j 
-0.00194399-0.00599612j 0.0061128-0.00256129j 0.00803308-0.00740708j -0.00551714-0.00523239j -0.0104504-0.000593543j -0.00931831+0.00743343j 0.000331054+0.00728439j 0.000308429-0.00342865j 0.00185412+0.00797055j 0.00211691-0.00425187j -0.000186296+0.00807962j -0.00707788-3.12747e-05j -0.0063772+0.00199212j -0.000318932+0.010194j 0.00937394-0.004715j -0.00190693-0.00307867j 0.0010437-0.00205175j 0.00648881-0.00554515j 0.00881654-0.00299714j 0.000378659+0.00110537j -0.00726937+0.0049373j 0.00522336+0.00369975j 0.00777746+0.00303402j 0.00347063-0.00355845j -0.0053861+0.00165314j 0.00350928+0.00359807j -0.00250506-0.00579945j -0.00444321-0.00232509j -0.00371236-0.00275453j -0.00178503-0.000897036j 0.00189348-0.000408174j -0.00178948+0.000621622j -0.00167067+0.000354965j -0.00732368-0.00369973j -0.00168893-0.000955249j 0.00542935+0.00233345j 0.00183899-0.00279077j -0.00390675-0.00565863j 0.00263084+0.00231203j -0.00321022-0.00840374j -0.00136862-0.000659925j -0.00551954-0.00317566j 0.00675327-0.00140579j 0.00259411-0.0116878j 0.00697053+0.00217352j 0.00467151+5.93802e-05j -0.00332262-0.00662738j 0.00598009-0.00474509j -0.00377104+0.00604338j -0.00482008-0.00420519j -0.00316674+0.00462262j 0.00479245+0.002566j 
0.00766403+0.0032986j -0.00392081+0.00641237j -0.00450408-0.00516192j -0.000772654+0.00293759j 0.00256688-0.00576729j -0.00295924-0.00024736j 0.00256054-0.00207083j 0.00605737-0.00276173j -0.00604402-0.00249963j 0.00134687+0.00722365j -0.00981965+0.00156327j 0.011513-0.00141346j 0.00466474-0.000628125j -0.00719389-0.00239554j 0.000494982-0.00342336j -0.000237104-0.00242607j 0.00259878+0.00730017j -0.00121572+0.00254602j -0.00805306-0.00183263j -0.000778992-0.00328832j -0.00486064+0.00211597j -0.00970295+0.00115894j 0.000296999-0.00457642j -0.00835524-0.000210067j -0.00284502+0.00300681j 0.000523863-0.00287874j 0.0088826+0.00014394j -0.00416455+0.00186498j -0.00561746+0.00867243j -0.00384567-0.00123393j 0.000674849+0.00381077j -0.00792876-0.00317329j -0.00175647-0.000930509j -0.00203469+0.00212633j -0.00164257+0.00309769j 0.000126145-0.00231414j 0.00841214-0.0018479j -0.0040927+0.00148719j 8.01568e-05-0.00177353j 0.00124571-8.25912e-05j -0.00125295+0.00034262j 0.00333156+0.000702703j 0.00310569+0.00285605j -0.00880173+0.00640581j 0.00132483-0.0011384j -0.00345647-0.00516111j 0.00207581+0.00157982j -0.00380504-0.000702294j 0.00463016+0.000713527j -0.00539549+0.00386196j -0.00168587-0.00657111j -0.00777247+0.000838232j 
0.0121913-0.000685141j -0.000179268+0.0106383j 0.00159738-0.00822253j -0.0170638+0.00188599j -0.00936629-0.00733234j 0.00230183+0.00375873j 0.00416683+0.0023879j 0.00859966-0.00227721j -0.00305401-0.00558622j 0.00683317+0.00676092j -0.00273892-0.00172431j 0.00352642-0.00303693j 0.00546882+0.00314674j -0.00375568-0.00284954j 0.00579555-0.00877465j 0.0069766-0.0098731j 0.00434491+0.00539801j -0.00200935-0.00277788j 0.00690394+0.00105228j -0.00134626+0.00229725j 0.000389705+0.00130782j -0.000420622+0.00217124j -0.00606416+0.00534489j -0.0040767+0.00284963j 0.000362664+0.00511422j -0.0033123-0.004507j -0.000441076-0.00140028j -0.00199084-0.00279933j -0.00044275+0.00748524j -0.00325789-0.00243384j 0.00228335+0.00302133j -0.00468994-0.000411511j -0.00582382-0.00368772j -0.00241942+0.00332987j -0.00406848-0.000324409j 0.00437794-0.00356426j 0.00148149-0.000782393j 0.000354595-0.0047562j 0.001142-0.00331984j -0.000536711-0.00743251j -0.00197129+0.000374647j -0.00317136+0.00387308j -0.0024389+0.00447635j -0.00213621-0.00191067j -0.00482708-0.00362051j 0.000891398+0.00470822j -0.00575721-0.00541123j 0.00361713-0.00378784j 0.00305145+0.0124785j -0.00903504+0.00604722j -0.00867025-0.0107135j -0.0110035+0.00695914j 
0.000267028+0.00576415j -0.0060105-0.000690394j 0.00514521+0.00301658j 0.00531922+0.0131556j -0.00301467+0.00471216j 0.000956974-0.0115297j 0.00958669-0.0105815j -0.000605402-0.00604542j -0.00653739-0.0054534j -0.00423534+0.00111068j -0.00817301-0.00769685j 0.00914101-0.00243091j 0.00707518+0.00134473j 0.00691577-0.00215859j -0.000122604+0.0078155j -0.00082401+0.00495656j 0.0048345+0.000142385j -0.00258541-0.00297307j -0.00525648+0.00106997j -0.00149572-0.00312287j -0.000155598+0.00190232j -0.00242081+0.00035643j 0.00324209-0.00486199j -0.0067712+0.00259384j -0.00521694+0.00310113j -0.00189317-0.00260217j 0.000544089+0.00185249j 0.00454263+0.00154832j -0.00148794+0.00192521j 0.00180921+0.000594461j -0.00249443+0.00231445j 0.00187003-0.00200807j -0.00538408-0.000249348j 0.00589986+0.00105716j -0.00279224+0.000425246j -0.00468448-0.000184531j 0.00125722+0.00104523j 1.30727e-06+0.00240888j -0.00106907-0.00450434j 0.00178784+0.00154287j 0.00503443+0.000520831j 0.00358291+0.00318679j -0.00268922+0.00116959j -0.00569788+0.010027j -0.00742391+0.00301147j -0.00271089-0.00181583j 0.00537155+0.00710147j -0.0078798+0.0035776j 0.00261329-0.00532272j 0.0062208+0.00194085j 0.00165952-0.000482864j -0.0016981-0.00285467j 
-0.0108405+0.00199495j -0.000440659-0.0097877j -0.00207487+0.00178573j 0.00848133+0.0038709j 0.00364975+0.00263082j -0.0113978-0.00510628j -0.00831679-0.000465837j -0.00970439+0.00221315j 0.00251277+0.00246219j 0.00105415-0.0105166j 0.00165063+3.14879e-05j -0.000896771+0.000389839j -0.00659832-0.00156971j 0.00649133+0.00343571j -0.00449932+0.00756639j -0.00317479+0.00237642j -0.00100791-0.00531213j 0.00449502-0.00181492j -0.00186954-0.00582603j 0.00338736-0.000229137j 0.000496672-0.00116391j 0.00351248-0.00465055j 0.00226835-0.00135104j 0.00242903-0.00744936j -0.000121492-0.00346477j 0.00610703-0.00178687j -0.00112369-0.00358306j 0.00277797-0.00237341j 0.00531869-0.00612489j 0.00240528-0.000255402j -0.00135238-0.000677447j 0.00319266+0.000969985j 0.00339895+0.00428608j 0.00261716-0.00515104j -3.88087e-05+0.00158121j 0.00168821+0.00120045j -0.00390212+7.40033e-05j 0.00529094+0.000754242j 0.00337065+0.00445023j -1.98864e-05+0.00397923j 0.00676723+0.00216852j 0.00212415-0.00291404j -0.000107001-0.00627494j 0.00349056-0.00120656j 0.00175274+0.00823569j -0.00107373-0.000628564j 0.00151537+0.00126995j -0.00109034+0.00641144j -0.00109771-0.00681692j 0.00849478-0.0016835j 0.00780995+0.00846385j 0.00869798-0.00685112j 
0.00566207+0.00368955j -0.00529168+0.00405258j -0.00581747+0.000920769j 0.000545432-0.00124759j 0.00167727+0.00587989j 0.0050891-0.00129225j 0.0173282-0.0013959j -0.00168402-0.000500379j -0.00403185-0.00338671j -0.0032007+0.0112383j -0.00187204-0.00169351j 0.000422561+0.00469148j 0.00238373-0.00585484j 0.00177443-0.00510171j 0.00182094+0.00244982j 6.54739e-06+0.00694535j 0.00033119-0.00461096j -0.00295967-0.00279342j 0.0002186+0.0013726j 0.00233094-0.0028518j 0.00149847-0.0026795j -0.00102205+0.0075137j 0.000101458-0.00237905j -0.00836581+0.00268323j -0.00111948-0.000680373j 0.00153507+0.00336497j 0.000196525-0.000413202j -0.0025116+0.00392891j -0.000662611+0.000164248j 0.00191314+0.00177781j -0.000446399+0.00318124j 0.00101835-0.00325811j -0.00145682-0.00343755j 0.00319071+0.0001662j -0.00648224-0.00275971j -0.00964814+0.00205311j 0.0029584+0.000394213j -0.00449066-0.0010623j -0.00297652-0.00269219j 0.00574089+0.000903258j -0.00414836-0.00370161j 0.00382322+0.0022563j 0.00289916+0.00226013j -0.0046555+0.00998105j -0.00548962-0.00485133j 0.00351259-0.0053532j 0.00494291+0.0037554j -0.00708918-0.000293232j 0.00537495-0.00184699j -0.00608015+0.00714954j -0.00109261-0.00724337j -0.00846647+0.00161961j 
0.00752463-0.00331337j 0.00208449+0.00591767j 0.00264134-0.00104657j -0.0131927-0.00851946j -0.00616363+0.00178564j 0.00901431+0.0136535j 0.0121571+0.00494731j 0.00787733+0.00373691j -0.00256959+0.000119375j 0.00246001+0.00509863j 0.00420747+0.00045883j -0.00624736-0.00196806j 5.76518e-05-0.0043269j -1.39646e-05-0.00308151j 0.00564881-0.00554463j 0.00343681-0.00202015j 0.00719796-0.00228854j -0.00463893+0.0031683j 0.00786879+0.00177313j 0.00345168+0.00177412j 0.00250702+0.00824601j -0.000286169+0.00583319j -0.00218241+0.00296244j 0.00260469+0.00151811j 0.00205813-0.00216178j -0.000475313+0.00353226j 0.000363976-0.00172127j -0.00506218-0.00392767j -0.00535816+0.00396109j -0.00221167-0.000713067j -0.00145228-0.00236872j -0.00224038+0.000272267j -0.00427774-0.00657754j 0.000109058+0.00190894j -0.00419743+0.00197609j 0.00211191+0.00343884j 0.00370172+0.00138223j -0.00507786-0.00131088j 0.000177207-0.00515247j -0.002192-0.00870879j -0.00582741-0.00338308j -0.00365554+0.00605793j 0.000458583+0.00417878j 0.00183154-0.0036611j -0.00230741-0.00316756j 0.000300921+0.00032898j -0.00281564-0.000932653j 0.00378819-0.00239687j -0.00125321+0.00540529j -0.00535556+0.00396423j -0.00702605-0.00502612j -0.00535926+0.00639907j 
-0.00849668+0.000692799j -0.000104961-0.00726573j -0.00351063+0.00198208j 0.013982-0.00302943j 0.00402147+0.0024138j -0.0102802+0.00193622j -0.00783305-0.00171303j -0.00773162+0.00209082j 0.00255399+0.00276493j -0.00116112-0.00495362j 0.000436622+0.000167711j 0.00536599+0.00466733j -0.0026124-0.00360829j 0.000595443+0.00429699j -0.00443583+0.0051772j -0.00357359+0.00594973j -0.00250622-0.00135868j 0.00512457+0.00232371j -0.0058037-0.00403785j 0.0042334-0.00238194j -0.0032225-0.00112289j -0.00190963-0.00537385j 0.00656518-0.00618655j -0.0015626-0.00283568j -0.00141288-0.00290109j 0.00409802-0.000173214j 0.00287467-0.00340097j -0.00112294+0.00135523j 0.00352164-0.00220817j -0.00236602+0.000156368j -0.00112956+0.00214584j -5.38119e-05+0.000295977j 0.00308811+0.00486613j 0.00044694-0.00638736j 0.000902007+0.00171341j -0.00182763+0.000903781j 0.000546488-0.00177593j 0.00100309+0.00281411j 0.00191332+0.0019148j 0.00123075+0.00366657j 0.00376404+0.000660699j 0.00145286-0.00368978j 0.00273636-0.00457351j 5.33852e-05+0.000102964j 0.00452257+0.00327966j 0.0011833-0.00445181j 0.00537311+0.00144889j -0.00335288+0.00436289j 0.00168648-0.00731401j 0.00269842-0.00213821j 0.00606179+0.00655864j 0.00680546-0.00501444j 
-0.012365-0.00481093j 0.00486409-0.0106854j 0.00403866+0.011171j 0.012807-0.0105744j 8.90543e-05-0.00355541j -0.00307804+0.00249383j -0.00889562+0.00765577j -0.00998748+0.00228815j 0.00613557+0.000871066j 0.00139775-0.00452706j 0.00491332+0.00249042j -0.0028355+0.00237282j -0.00126086+0.00126026j 0.00158976+0.00622976j -0.00481421+4.16142e-05j -0.000166912+2.7415e-06j -0.00302225-0.00484118j 0.00270042-5.37916e-05j 0.000778077-0.00246789j 0.0036112-0.000479159j -0.00174111+0.000463313j 0.00509515-0.00353679j 0.00209661+0.00067967j 0.00473767-0.00274292j 0.00160236-0.00202529j 0.00220901+0.00196767j -0.00503569-0.000879971j -0.00183472-0.00125357j 0.00576854-0.00693637j -0.00262204-0.000310878j 2.29006e-05+0.00136018j 0.00213092+0.00255265j 0.00226518+0.00455562j -4.24783e-05-0.00444253j 0.00316951-0.00292212j 0.00282838-0.00100713j -0.00347822-0.00255156j 0.00383138+0.00283604j -0.00168408+0.00314779j -0.00152214+0.000273952j 0.00479518+0.000197143j -0.00457258-0.00485024j -0.00147075-0.00495509j 0.00674189-0.00515518j 0.00371882-0.00293669j 0.00465451+0.000648692j -0.00094385-0.00165516j -0.00025178+0.00256244j -0.00440245-0.00443297j 0.00322101-0.00644858j 0.00338632+0.0112875j 0.0125462-0.00119759j 
0.00708517-0.0079928j 0.00669972+0.00648767j 0.00258151+0.000898875j -0.000538122-0.0178925j 0.00561111+0.003184j 0.0116939+0.00128215j 0.00633266+0.00884409j -0.000374047+0.0121995j 0.0032888-0.00382518j 0.0015651+0.00849795j 0.0106604+0.00374527j -0.00477366+2.30583e-05j 0.00246403-0.000917481j -0.00941706+0.000190097j 0.000717465-0.0082351j 0.00294477-0.00618129j 0.00229626+0.000909344j -0.00413077+0.00153076j -0.000752189+0.00174499j 0.00283733-0.00328533j 0.000600311+0.000364571j -0.000497036+0.00179803j -0.00268929+0.00729696j 0.00118449-0.00511982j 0.00112846-0.00300396j -0.00127158+0.00236653j -0.00281918+0.00245001j -0.00508616-0.00508162j -0.00211751+0.0013821j -0.00615762-0.00284366j 0.00268511+0.00155839j -0.00567795-0.00120178j -0.00438227-0.00519381j -0.00149895+0.00325062j -5.89763e-05-0.00231619j 0.00318606-0.00333412j 0.00637512-0.00251344j -0.00378377+0.0013914j -0.00470279-0.00427379j -0.000666784-0.00933308j -0.00217961-0.00358407j -0.00610397-0.000957027j -0.00312459+0.00246488j 0.00237901-0.00107029j 0.00145485-0.00888379j 0.000961077-0.00393903j -0.00875703-0.00240599j 0.00209841-0.00323545j -0.00800236+0.00566478j -0.00919161-0.00533031j -0.00855902-0.00371723j -0.00400848+0.0107771j 
-0.0126567-0.00910526j 0.00944512-0.012461j 0.0102277+0.00569651j 0.0153508-0.0139998j 0.00159561+0.010045j -0.000264564+0.00496116j 0.00259577+0.00526276j -0.00467809-0.000249922j 0.00323958+0.00859046j -0.00688406-0.00117832j 0.00101091+0.0129322j -0.00539454+0.00377867j 0.00106099+0.00103623j -0.00230151+0.0130143j 0.00326533-0.00171763j -0.00334658+0.00788651j -0.00523152-0.00309733j 0.00242346-0.00271722j -0.00159993-0.00335565j 0.00163335-0.00297868j -0.0100688+0.00526792j 0.00447448-0.00210624j 0.0142509-0.00569765j -0.000811237-0.00487686j -0.00828633+0.000634551j 0.00522251+0.00273629j -0.00142686+0.00114194j -0.000589606-0.000738237j -0.00349477-0.00741431j -0.00339258-0.00121894j -0.00037914+0.00298202j -0.00222154-0.00304122j 8.94551e-05+0.00566775j -0.00434082-0.00258357j 0.00392723-0.00332647j 0.000242214+0.000970368j 0.00344561-0.00680698j -0.00355917+0.00437675j -0.00580351+0.00216024j -0.0021138-0.00557426j 0.00232709-0.00457388j -0.00235471-0.00980733j 0.00307859-0.00459067j 0.00257604-0.00122678j 0.0110822-0.00297199j 0.00540701-0.0063867j 0.00107708-0.00383751j -0.000650882-0.00201229j -0.0090887-0.00672042j 0.000151873-0.0146605j -0.00133115+0.0158683j 0.0155063+0.00289052j 
0.00068538+0.0108116j -0.0103594+0.000225814j -0.00764428+0.00554063j 0.00708095+0.0078372j 0.0119591+0.000821546j -0.00116798-0.00855554j -0.000850949-0.00536242j 0.000272059-0.00178934j -0.00456431-0.00631098j -0.00354015-0.000458233j -0.00607088-0.00655047j 0.00551518+0.00114532j 0.00121521-0.00264066j 0.00445873-0.00506657j -0.00476205+0.00918766j -0.00508811+0.00649175j 0.000428798-0.00232322j -0.00190231+0.00173609j -0.00663118+0.00264376j 0.000320888-0.000529191j 0.00440243-0.00235096j -0.00288972+0.00085412j -0.000448354-0.00132664j -0.00333433+0.00302202j 2.99552e-06-0.00173622j 0.000784417-0.000239275j 0.00455258+0.000789966j 0.00242363+0.00579402j 0.00103861+0.00224648j 0.0027557+0.00216136j -0.00447564-0.000379413j 0.00403976-0.000540475j 0.00247263+0.00220823j 0.00277237+0.001445j -0.000725338+0.00052925j -0.00768648+0.000885823j -0.00119229+0.00179358j 0.00138572+0.00130771j -0.00142363+0.00108079j 0.00502377+0.00773057j 0.00183227+0.00301369j 0.00429624+0.0049604j -0.000540116+0.000732197j -0.00412293+0.0106907j -0.0083357+0.00329559j -0.00498859-0.00371725j 0.00647808+0.0108768j -0.00862834+0.00442655j 0.00529788-0.0117076j 0.0110086+0.00463298j 0.00819918-0.000656174j -0.00147826-0.00851479j 
