-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
-0.140835+1.8117j -0.0391128-10.951j -0.11396+7.35682j -0.606889+31.4755j 0.858936-13.198j -2.42478+48.2669j -0.109583-8.41617j -0.257392+78.9854j -1.29274+15.3105j -0.941596+6.17893j 1.86008-81.2685j 0.00124649-1.44458j -1.24925+103.496j -0.718329+28.5408j 1.50974-73.5677j 0.429614-53.7691j -0.634257-17.1789j 2.44235-41.2316j -1.41012+52.4238j -1.31619+124.518j 0.301743+28.9614j -1.12652+35.189j -0.00998738+54.2608j -0.0631898+5.93285j 1.43668-45.1436j 1.60203-56.8424j 0.188061+32.2002j -0.833412+64.2942j -0.923009-5.83459j -0.728664+54.0192j -0.314599+18.8062j -0.854271+32.7417j -0.133868+12.0062j -0.666994+1.33316j -0.105194+19.1583j 0.255263-12.5487j 0.128939-4.10222j -0.36298+10.2474j 1.5385-43.7235j -0.588275+17.775j -0.101324+21.0299j 1.55268-68.7588j -1.36843+62.807j -0.564116+21.1062j 4.11003-155.161j -6.77093+306.667j 1.76055-76.1623j -8.48394+371.135j -12.5468+502.177j 3.52703-150.896j -14.1999+621.737j 9.32604-425.42j -6.29886+266.758j -12.2582+557.272j -5.30138+219.345j 26.8103-1220.69j 20.7462-934.783j -0.713439+11.8985j -6.33858+304.272j -1.94714+81.1377j 7.79112-380.955j 27.3996-1292.22j 3.92318-161.608j -23.35+1114.36j 0.389919-28.1244j 20.859-1010.58j -7.53313+363.963j 1.81669-96.8506j 19.7626-968.088j -2.81154+91.0805j 28.0029-1372.03j -1.88862+49.3069j 5.532-301.48j 6.65163-337.408j 1.76549-94.9921j 12.9098-648.575j -24.7658+1232.24j 3.78676-195.615j 11.4531-602.674j 7.57131-362.176j 5.7678-338.713j -12.4217+615.517j -0.661429+53.0135j -5.31082+277.935j -8.95715+462.963j -0.497481+41.6052j 5.57164-309.783j 1.81545-103.151j 2.41059-152.578j 2.23025-92.5942j -0.749034+53.8356j 0.10425-6.91514j 
0.585486-7.43623j -0.0910872+40.4499j -0.172733-25.2345j -0.673418-115.82j -0.192282+47.7803j 0.405695-173.874j 0.0848702+30.402j -0.428956-290.131j -0.106072-56.8086j 0.946761-21.9781j 0.758343+298.529j 0.0591584+7.45372j -0.0747959-380.934j 0.483045-100.566j 0.536473+267.768j 0.763825+197.122j 0.183568+59.3526j 0.315398+157.095j 0.313649-192.105j -1.28951-457.754j -0.0505126-104.531j 1.00162-128.648j -0.474587-197.622j 0.039157-21.7169j -0.0205263+164.973j 0.261624+207.363j -0.716245-113.96j -0.337214-240.157j 0.777779+25.2031j -0.508254-197.834j -0.047453-66.7983j -0.556926-116.632j 0.0226401-43.426j 0.224034-6.06619j -0.153571-68.7623j 0.0706663+43.4356j 0.0354059+12.1539j 0.432457-37.8154j 0.924409+160.546j -0.522424-65.3604j -0.676391-78.0305j 2.58069+251.472j -0.240303-230.927j 0.0959338-77.4625j -0.243228+571.599j -3.30064-1122.89j -1.42029+280.29j -4.0926-1357.64j -3.28433-1840.17j 1.86181+552.419j -9.37536-2278.92j 4.80848+1558.11j -5.38697-978.579j -5.93296-2038.95j -2.72155-802.723j 18.2348+4471.22j 13.3038+3424.18j -0.356333-43.5728j -4.95629-1114.48j 0.714153-294.809j 5.38192+1395.33j 20.1831+4737.85j 2.36953+592.819j -19.7139-4081.51j -1.04882+103.84j 18.7899+3702.61j -6.18433-1333.27j 3.44486+354.167j 17.5316+3548.55j -1.3162-335.38j 28.167+5026.28j -1.48415-182.251j 7.32913+1106.07j 6.08424+1239.06j 1.95043+347.873j 13.6683+2377.75j -27.5315-4516.7j 4.92239+716.267j 15.3842+2208.62j 8.5231+1327.48j 8.88366+1240.1j -13.5818-2256.41j -2.22797-194.449j -9.94129-1016.08j -12.9822-1694.39j -3.66943-151.92j 8.54247+1134.48j 3.12777+378.332j 5.48736+561.119j 1.48901+339.606j -1.409-197.703j 0.805537+24.5934j 
0.165374-1.20382j -0.811346+7.38318j 0.663501-6.41886j 0.911677-20.8958j -0.6767+9.3255j -0.52077-32.7731j -0.267377+5.99485j -1.18177-54.7358j -0.280051-11.2391j 1.08785-2.25121j 0.419718+58.2298j -0.150334+1.80275j -1.15298-71.8445j -0.591842-19.0749j -0.313694+51.6906j 0.814139+37.2667j -0.33589+9.99477j 0.183756+29.2534j -0.540459-36.6176j -1.05563-88.4158j 0.196228-19.6844j 0.144414-24.0861j -0.571233-38.0614j -0.527994-3.58915j 0.959431+31.6391j 0.462713+38.9374j 0.826214-20.7521j 0.406592-45.6975j 0.607183+4.10014j 0.67222-37.7516j -0.0687422-12.5261j -0.39764-22.7485j 0.205324-8.29309j 0.0262613-0.442573j -0.277084-13.9008j 0.792367+8.67129j 0.352817+2.20439j -0.0595765-7.19892j 0.744755+31.4378j -0.282832-12.7625j 0.0693268-14.7625j 1.58185+46.7996j -0.279289-44.5505j 0.431676-14.8214j 2.55154+109.697j -3.73289-214.866j 0.213315+52.4817j -3.9478-260.053j -4.58785-352.298j 1.63759+106.339j -6.85642-435.457j 5.38822+297.709j -3.15663-186.964j -7.27674-390.867j -1.56684-153.139j 13.8597+855.495j 10.0848+655.263j -0.380568-8.07062j -3.58404-212.362j -0.871903-56.9478j 5.08279+266.123j 15.3205+906.255j 1.75966+113.424j -13.5571-780.037j 0.635337+19.8333j 12.2172+708.339j -4.69778-255.016j 2.17608+67.4287j 11.7125+678.063j -1.05609-64.0225j 17.0131+961.467j -0.748797-34.9682j 4.46607+211.14j 4.29024+236.897j 1.80977+66.2386j 8.64689+454.655j -16.2584-863.91j 2.96822+135.908j 8.03771+421.867j 4.81769+253.929j 4.23597+236.956j -8.14289-431.437j -1.6565-36.9871j -3.90516-194.496j -6.56823-324.114j -0.978002-29.2811j 4.00066+216.712j 1.74594+71.926j 2.303+107.47j 1.03461+65.1117j -0.526981-37.4452j 0.375331+5.00464j 
0.0467592+0.670525j 0.0803365-2.43954j 0.17708+2.18125j -0.32752+8.96856j -0.173814-4.47386j 0.280374+12.3822j 1.36613-2.85757j 0.132448+20.4769j -0.521059+3.72641j -0.235802+0.947823j 0.316136-22.1457j 0.119794-0.920779j -0.476379+28.2138j 0.328808+6.66127j 1.22235-19.5501j -0.361444-14.2764j 0.45392-2.98663j -0.322141-11.1291j 0.245152+14.2453j -0.059004+33.8581j 0.0176719+7.53591j 0.322498+9.31702j -0.212607+14.1186j -0.795708+1.10264j -0.170322-11.9042j -0.596601-15.341j -0.0744761+8.0098j -0.619348+18.3308j -0.684613-1.09865j 0.0257149+14.3076j 0.071617+4.93248j 0.811747+8.87092j -0.302723+3.15791j -0.113481+1.19865j 0.26702+4.94105j -0.32704-3.50899j 0.719792-0.822942j -0.374191+2.38487j -0.0480549-11.7036j -0.271286+5.10095j 0.433862+5.75523j -0.0621978-18.5426j 0.111885+17.1789j 0.211456+5.69251j 0.94896-42.7033j -1.69095+83.0747j 0.296454-21.3817j -1.57104+101.119j -2.36632+136.301j 0.650812-41.4723j -3.02092+169.201j 2.07399-114.787j -1.39522+72.3578j -2.55956+151.867j -1.71727+59.4981j 5.75365-332.078j 3.9548-254.099j -0.155008+3.80995j -0.435811+82.5046j 0.169991+21.9089j 1.74641-103.411j 5.31865-351.143j 1.34755-43.4413j -4.10613+303.054j 0.604826-8.13061j 4.16057-274.901j -0.845964+97.9945j 0.168502-26.5852j 4.73511-263.161j -0.987472+24.3259j 4.78629-372.578j -0.188005+13.0445j 1.14706-81.4523j 1.59361-91.3036j 0.753903-26.5051j 2.54711-176.085j -4.46821+335.217j 0.557389-53.734j 2.47455-164.077j 0.821168-98.509j 0.825868-92.1051j -2.24196+167.544j -0.538064+14.3822j -0.434245+75.1062j -1.71476+125.357j -0.786339+11.064j 0.941867-84.4114j 0.306111-28.9318j 0.533744-41.4808j 0.575322-24.7707j -0.106611+14.4627j 0.416261-1.93346j 
0.715965-3.81671j 0.179838+23.7537j 0.571734-14.6019j 0.834652-68.2413j 0.0271926+26.9299j 1.46159-100.537j 0.120145+17.9063j 1.46166-166.853j 0.523353-32.4406j -0.240595-11.9283j -1.74686+173.204j 1.13502+3.43124j 3.2754-220.587j -0.00971105-59.1276j -1.87267+155.361j -1.25821+114.872j -0.130666+34.1342j -1.29328+92.4784j 0.289855-112.451j 3.05867-265.664j 1.22715-61.7038j 0.245178-75.3973j 2.26288-113.101j 0.717356-11.2583j -0.49912+95.7071j -0.514871+119.669j -1.62538-66.0727j 0.995091-140.91j 1.81355+13.9613j 0.662308-114.399j -0.383027-39.5849j -0.141282-67.7172j -0.21599-26.3788j 0.110306-3.74133j -0.754165-38.2304j -0.90351+25.3878j 0.321392+7.07193j 0.774968-20.8519j -1.19769+93.4121j 0.719364-38.1211j -0.471728-45.981j -2.08093+146.619j 2.69191-134.946j 1.10111-44.6762j -6.37606+332.039j 11.1146-652.652j -4.22557+162.975j 13.2768-789.656j 20.5617-1069.25j -5.82717+321.573j 21.313-1325.01j -15.3062+905.013j 9.16188-569.313j 19.985-1186.36j 7.80866-466.552j -41.4285+2600.1j -30.7129+1990.24j 0.426824-24.9621j 9.23174-648.217j 2.86308-172.328j -12.3771+811.304j -42.3845+2754.98j -5.30453+344.278j 34.6327-2372.86j -2.26587+60.4345j -31.6079+2152.68j 11.5678-774.953j -1.48507+205.733j -30.1819+2063.31j 2.96067-194.813j -40.2844+2922.37j 1.26176-105.742j -7.74043+641.251j -10.0878+720.04j -2.80855+202.661j -18.092+1382.3j 35.4985-2626.04j -5.33635+416.523j -16.0081+1283.23j -10.7069+772.518j -8.30131+721.303j 17.7574-1312.61j 1.75813-113.287j 6.26664-591.694j 11.9352-984.47j -0.650729-88.5677j -7.9649+659.703j -2.21897+220.17j -2.86458+326.643j -3.46522+197.121j 1.75379-115.1j -0.0386631+14.1513j 
-0.247906-0.0107263j -0.015341-2.04769j -0.207557+0.801152j -0.263853+4.4914j 0.0159195-1.64384j -0.857476+6.4324j -0.494718-1.37968j -0.493146+10.7684j -0.198799+1.83738j 0.261087+0.92457j 0.342627-11.6886j 0.397938-1.02723j -0.118704+15.4959j 0.513604+4.29055j -0.00498175-9.98593j 0.452166-7.35707j 0.626324-2.57047j 0.179857-5.79696j 0.352883+7.0018j -0.473874+17.0483j 0.141084+4.5195j 0.0809917+5.15936j 0.85014+7.6813j -0.87341+0.494714j -0.188372-5.84297j 0.587336-8.36239j 0.226695+3.39095j 0.220611+8.73136j -0.783495-0.664074j -1.31533+6.95166j 1.15036+2.90425j 0.0049622+3.64625j 0.278345+1.42199j -0.204154+0.895104j -0.290188+2.63364j 0.444608-1.58298j -0.152916-1.24224j 0.148818+2.61224j 0.0698411-6.17317j 1.44297+2.34275j 0.101514+3.76841j 0.693164-9.11155j -0.820722+9.01686j -0.30572+2.73841j 1.05982-21.4815j -1.54059+42.8109j 0.599155-10.9804j -2.29013+51.3952j -3.45775+70.0241j 0.876001-20.2511j -4.22949+86.5228j 2.50883-59.3469j -1.77623+36.6096j -2.75872+77.9068j -0.238294+29.9557j 7.34237-168.993j 5.42595-129.222j -0.132471+1.08073j -2.16918+41.9614j 0.636569+10.8676j 2.34921-52.7589j 8.356-179.535j 1.86627-22.697j -6.07664+155.088j 0.148246-2.89609j 6.40564-140.375j -1.7633+49.6608j 0.758975-12.4583j 5.06101-134.487j -0.654226+12.4874j 8.1393-190.516j -1.53071+7.69779j 2.1887-41.0682j 1.00835-46.5108j 0.149872-13.1745j 4.45909-90.8469j -7.9655+172.295j 0.797359-28.453j 4.20419-82.8593j 1.63832-50.3524j 1.77214-46.5394j -3.35415+86.0216j -1.4054+8.0977j -1.61441+39.1305j -2.83733+64.9119j 0.652116+6.21464j 1.42598-43.0218j 0.863372-13.3672j 0.547507-20.7099j -0.601607-12.6274j -0.879368+7.01805j 0.0316015-0.0521105j 
0.207798-4.43921j -0.0479209+25.406j 0.148797-15.7597j 0.360603-72.2636j -0.623477+29.6161j 2.3659-108.521j -0.568146+19.0476j 0.553136-181.757j 0.275258-34.9697j 0.425956-13.3672j -0.683878+186.652j 0.201484+4.19965j 1.20809-237.894j 0.712125-63.1986j -0.928579+167.137j 0.105579+123.44j -0.198482+37.4082j -0.159095+96.9284j 1.18762-119.187j 0.384058-286.02j 0.374464-65.5076j 0.585285-79.9024j 0.406774-123.421j 0.284648-13.3666j -0.845908+102.572j -0.779527+129.117j 0.312952-71.8174j -0.0541119-149.305j 0.99894+15.8995j 0.20438-123.62j 0.375716-41.8172j 0.474279-72.9966j 0.127203-27.247j 0.30617-3.53837j 0.0720991-42.7817j -0.116624+27.233j -0.48807+7.85541j 0.338086-23.4227j -0.707053+100.51j 0.180411-41.0471j -0.247221-48.7618j -0.42743+157.273j 1.52235-144.045j 0.748649-48.1432j -3.50473+357.081j 6.27425-700.539j -2.91398+174.887j 7.03743-850.069j 10.0633-1149.94j -2.82791+344.998j 8.60999-1424.34j -6.59112+973.008j 3.62802-611.329j 8.83197-1275.35j 3.37421-501.377j -17.9451+2794.18j -12.9157+2139.99j 0.308842-27.5171j 3.96566-695.168j 1.89962-186.119j -6.35133+872.326j -17.2093+2961.49j -2.91128+370.032j 13.7216-2550.28j -0.746017+65.1827j -13.0604+2313.82j 4.22576-833.446j -1.15023+220.808j -11.8735+2217.98j 1.55085-210.081j -14.7+3139.93j -0.0417567-114.326j -2.06042+691.207j -3.11903+773.685j -1.09683+217.633j -5.72242+1487.21j 12.1219-2823.07j -1.1279+447.267j -5.77844+1379.14j -3.2911+829.973j -3.25339+775.625j 6.1799-1409.83j -0.0620598-120.902j 0.339478-635.741j 2.72679-1059.53j -1.06364-95.0694j -1.99272+709.307j -0.215334+237.382j -0.270432+350.56j -1.48498+212.233j 0.423353-123.248j 0.425943+15.32j 
-0.416611-1.0975j 0.0603885+2.37575j -0.905039-2.36738j 1.00062-8.45919j 0.335604+2.4875j -0.251722-12.0798j 0.323731+1.9901j 0.0602425-20.4912j -0.521933-3.41514j -0.154184-1.90734j 0.907514+20.6723j -0.286279+0.0888136j -0.106002-26.5372j -0.128098-7.16048j -0.181392+17.7353j -0.800289+12.9515j 0.526505+4.65506j -0.150326+10.9794j -0.325928-13.3687j -0.316851-31.1787j 0.821009-7.53393j -0.493717-8.89131j -0.0617977-13.421j 0.513357-1.83827j 0.0527187+11.318j -0.0002771+14.256j 0.21913-7.2579j -0.0723771-16.3952j 0.061852+1.47951j -0.376578-13.5633j 0.307308-4.47752j -0.455019-7.92922j -0.00154619-2.94052j -0.05618-0.142057j 0.0255318-4.74439j 0.1097+1.67241j -0.327956+0.476681j 0.321605-2.53934j 0.33406+11.7363j -0.0280342-4.90563j 0.46787-4.73906j -1.16959+15.8803j -1.70926-14.843j -0.739079-4.56286j 1.64419+38.362j -0.889886-77.4755j 0.453907+19.8413j 0.391977-92.7364j -0.546235-124.845j -0.75825+37.4998j -0.271255-155.442j 1.18561+105.686j 0.723268-65.8621j -0.0319786-139.695j -0.348664-54.8617j 0.412127+305.507j 0.985652+234.499j -0.0297834-2.05179j 0.18293-77.4665j 0.662187-19.8465j -0.213723+95.5925j 1.00549+324.017j -0.281871+40.9478j -1.66191-279.311j -0.624524+6.98145j 1.39298+253.108j -1.42765-90.1784j -0.0941495+23.2756j 1.45758+242.812j 0.361073-22.4713j 2.13139+343.882j -0.203441-12.6334j -0.0484272+76.1189j 0.139739+84.137j 0.126462+24.0992j 1.27488+162.912j -1.82287-308.773j 0.559122+48.4281j 0.876629+150.832j 0.6554+90.5596j 0.63214+85.0253j -0.393528-154.77j -0.568119-12.8594j -0.805291-69.4993j -0.918736-116.136j -0.369105-10.6372j 0.685722+77.4007j 0.444208+25.4391j 0.602416+38.7403j 0.350634+23.7151j -0.180696-12.978j -0.0726928+1.76784j 
-0.159726+0.292263j 0.203529-1.71426j 0.161564+1.23775j 0.345836+5.1215j -0.269654-2.20919j -0.390758+6.95458j -0.372231-1.19193j -0.287572+12.713j -0.196913+2.42665j 0.13732+0.419759j -0.576004-13.1143j 0.436753-0.276138j 0.256099+15.3708j 0.627259+5.20233j 0.1829-10.9317j 0.104061-8.16637j -0.375782-2.25229j 0.00322825-6.86325j -0.643136+8.85909j -0.441915+19.679j 0.334649+4.54962j -0.269144+4.23938j 0.0342821+8.38753j 0.165488+1.2743j -0.166379-7.75894j -0.341574-8.57828j 0.111726+4.74791j 1.0258+10.7995j -0.147607-0.947751j 0.355177+9.12853j -0.61679+3.97145j 1.15366+4.73845j 1.08889+1.64076j 0.910067-0.160088j 1.74892+3.60051j 0.109477-2.17338j 0.289083-0.189793j 0.29843+1.82264j 0.15908-6.95959j 1.10903+2.81901j 0.451283+3.19758j -0.22517-10.3962j -0.0561393+9.75547j -0.552209+3.26373j -0.885758-23.7507j 0.547124+47.5044j -0.235023-11.6714j 0.850729+57.9273j 1.24352+78.7106j -0.456635-22.5428j 2.03349+96.2096j -0.914745-65.6507j 0.701769+41.3096j 0.447427+86.0018j 0.971784+33.8725j -1.63283-189.641j -2.43829-144.914j 0.59533+2.83925j 1.60953+47.818j -0.459284+11.8689j -1.51902-58.8223j -3.14859-200.803j -0.67513-25.249j 2.94983+173.139j -0.762821-4.32508j -1.96497-157.292j 1.03163+56.1159j 0.100222-15.4424j -1.93183-149.345j 0.540857+12.7331j -3.75894-211.876j 0.137259+7.00409j -0.85161-47.0416j -0.771818-52.6965j 1.00869-14.4023j -1.99929-100.492j 3.04072+190.881j -0.540057-31.0072j -0.0857355-92.6347j 0.00127112-55.9761j -1.75905-51.5192j 1.14532+94.1449j 0.628677+7.13536j 1.00702+42.7949j 0.563496+71.577j 0.715755+6.02862j 1.26161-47.2607j -0.845384-15.7487j 0.308607-23.7444j -0.779264-14.3115j -0.00630233+8.43526j 0.13065-1.20769j 
-1.10606+7.85874j -0.262896-44.3916j 0.0999838+27.7843j 0.494478+129.503j 0.620769-52.5436j 0.674422+192.275j -0.484342-33.4311j -0.214686+320.575j 0.370279+63.8073j -1.47083+23.1879j -0.571581-330.883j 1.69993-8.91445j -0.58529+420.949j -0.309678+110.122j -1.05474-298.017j -0.180585-218.13j 0.830998-65.423j 0.119687-175.686j -0.773446+212.611j 0.264304+507.066j -1.59788+114.663j -0.88315+141.814j -0.0322014+218.947j -0.305263+23.217j 0.3235-182.547j 0.0523093-230.403j -0.0173934+125.529j 0.434798+267.312j -0.0719114-28.4953j 1.01957+219.152j 1.26134+73.9895j 1.46621+129.301j -0.0484715+47.7117j -0.717727+6.58998j -0.381926+76.4998j 0.115653-48.9644j -0.905478-13.4897j -0.896376+41.2921j 0.512392-177.524j -0.0807254+72.3938j 0.505186+86.4307j -1.07603-278.864j -0.807766+254.614j -0.53126+84.6653j 2.29673-631.255j -2.354+1241.59j 2.59411-309.952j -2.4191+1504.07j -5.77137+2036.88j 2.20538-611.651j -0.541257+2521.12j 1.36594-1723.73j 0.0151301+1082.06j -1.77899+2257.46j -0.947776+888.143j 0.70969-4947.99j 0.464983-3789.74j -0.757036+47.6164j 0.73078+1232.43j -1.01042+328.991j -0.222514-1544.8j -1.85722-5242.9j 0.96712-655.392j 3.20407+4516.61j 0.0329348-114.782j -3.90642-4097.38j 1.18818+1475.88j -1.19037-392.015j -4.19426-3926.95j -0.622601+370.625j -8.27659-5561.9j 0.371744+201.331j -3.65767-1223.18j -2.39888-1370.21j -1.35696-385.559j -5.29813-2631.61j 9.71417+4997.59j -2.44683-792.674j -6.04586-2443.31j -2.7871-1468.84j -3.93214-1373.37j 4.47384+2496.87j 1.36357+215.048j 5.49471+1125.62j 6.6624+1876.3j 2.6345+168.069j -4.53163-1255.42j -2.00631-419.148j -3.5371-619.911j 0.3923-375.812j 1.18521+218.686j -0.443351-27.4244j 
0.14365-1.82189j -0.193164+9.81434j -0.246567-5.86849j 0.0886898-27.8411j -0.0128696+11.1896j 0.323665-42.4464j -0.710245+7.47669j 0.418937-70.2455j -0.510384-13.9539j -0.991793-5.18757j 0.638705+72.6524j 0.237611+1.74695j -0.12333-92.1437j -0.158073-24.3091j 0.060198+64.3325j 0.535264+47.8618j 0.157785+13.6081j 0.434674+38.2677j -0.147411-45.6347j -0.725848-110.404j 0.111715-25.0318j -0.750502-31.0847j -0.225732-47.3686j -0.583218-4.954j 0.379367+39.4489j 0.31681+49.4488j -0.280571-27.3042j 0.0780676-57.8216j -0.145722+6.28937j -0.396329-47.8474j 0.0909492-16.13j -0.483743-27.7683j -0.143972-10.457j -0.233899-1.5113j -0.000650764-16.3726j 0.285588+10.0564j 0.0576941+2.9858j -0.148379-9.21261j 0.791692+38.6166j -0.390835-15.5495j -0.322913-18.7132j 1.37426+60.6021j -0.172072-54.9399j 0.224208-18.195j 1.70405+137.666j -1.59176-268.692j -0.149938+67.7992j -3.55135-325.77j -4.22391-442.997j 0.820164+134.1j -5.48181-548.518j 3.46703+375.22j -2.56767-234.026j -4.79059-490.018j -2.33705-192.993j 12.4886+1076.22j 9.72904+824.412j 0.27293-9.62135j -3.68195-267.849j -0.696248-70.8774j 4.64423+335.292j 13.755+1141.19j 2.6921+142.096j -11.7478-982.136j 0.586553+24.4812j 11.9537+891.003j -4.20574-320.582j 1.72611+85.9043j 11.3185+853.923j -0.631607-80.384j 16.966+1209.8j -0.580343-43.0779j 3.3637+265.989j 4.75287+298.661j 2.38128+83.7151j 8.13587+572.539j -15.8309-1086.19j 2.62841+172.504j 6.93348+530.905j 4.71036+319.436j 4.07615+298.391j -7.64704-543.416j -0.331901-46.9085j -4.97232-244.445j -7.07979-407.706j -1.18975-36.6714j 4.00984+272.712j 1.71421+91.6308j 2.17325+135.2j 1.01428+81.9195j -0.795559-47.5097j 0.240679+5.85107j 
0.501389+1.45223j -0.666285-12.1509j -1.02497+7.1232j -1.11908+33.449j 1.34568-14.4929j -1.54701+50.763j -0.28155-10.6876j -2.86059+83.3779j 0.130121+16.0022j -0.907867+6.10792j 0.675438-87.4817j -0.265962-2.11175j -1.90946+112.047j -1.7191+27.8939j 2.02843-78.0743j 1.84164-57.6072j -0.404616-17.7033j 1.04339-45.9974j -0.659872+57.8858j -1.28549+133.653j -1.24997+30.3803j -1.67289+37.8164j -0.0586983+58.9229j 0.00320367+7.83358j -0.670502-47.5026j 0.447212-60.6708j 0.585054+32.9987j -0.787331+70.3179j 0.0624178-7.13242j 0.153247+56.8831j -0.232457+20.3853j -0.18584+33.8047j -0.225112+12.1088j -0.4587+2.14989j -1.22835+20.283j 1.64817-12.8861j -0.23659-4.07629j 0.65354+10.11j 1.50299-46.6425j -0.903871+19.076j -0.0193544+23.426j 2.06877-73.0659j -2.38492+67.8387j -0.763502+22.6832j 5.69874-166.924j -11.0302+326.499j 3.09075-81.4586j -12.9364+395.654j -18.65+536.387j 4.58435-160.737j -22.0817+663.557j 14.583-454.029j -9.44271+284.259j -18.4187+594.108j -8.18855+233.408j 41.6794-1302.9j 32.3466-998.253j -0.247559+12.7803j -10.1282+324.615j -3.86352+86.3019j 12.2819-405.82j 43.3599-1379.49j 4.65126-172.091j -36.4729+1189.46j 0.659002-29.9775j 32.6519-1078.92j -12.1354+388.256j 3.04016-103.748j 31.5302-1032.87j -4.05141+97.7073j 44.1719-1464.73j -2.70873+52.9976j 8.89946-322.761j 10.5233-359.779j 3.16844-101.719j 20.7308-692.896j -38.5691+1315.93j 6.40074-208.574j 18.7181-643.406j 11.5672-386.831j 9.68205-360.977j -19.7748+657.077j -1.34927+56.2159j -7.96003+295.812j -14.1987+494.132j 0.0550109+44.2421j 8.65968-330.39j 3.08499-110.598j 3.92732-163.564j 3.08396-98.6809j -1.76534+57.9203j 0.176267-6.90678j 
0.888356-2.44532j -0.361267+12.6624j -0.444164-7.80119j 0.922889-36.1404j 0.0409019+12.6968j -0.0484113-52.1622j -0.588603+8.50466j -0.245807-88.0345j 1.29041-17.5366j -0.731415-7.39849j -1.60485+90.3113j -1.24854+2.84399j -0.215021-116.19j 1.18096-29.3917j -1.25254+82.3052j -0.838219+59.5968j -0.13361+17.984j -0.587198+46.697j 0.348719-58.9177j 0.142615-138.139j 0.314525-30.4013j 0.997706-41.1556j 0.127247-60.5653j -0.768753-6.92532j -0.515845+49.8778j -0.364155+62.9804j 0.355385-34.2116j 0.456164-73.6655j 1.15268+7.79561j -0.584264-60.4606j 0.163828-20.4922j -0.770539-34.7619j 0.0379555-12.8704j 0.164009-1.75156j 1.09131-20.6847j 0.380572+13.0509j 0.0229145+3.54784j -0.116162-11.6087j 0.0989217+48.8973j -0.240484-20.0278j -0.0057965-23.8858j -0.375724+76.7878j 0.511497-69.6173j 0.0465144-22.5819j -2.91682+173.44j 3.04497-342.043j -1.84651+85.2641j 3.95588-413.249j 6.95915-558.709j -2.39787+167.715j 4.44633-692.531j -3.74026+473.371j 2.79285-298.473j 4.93817-619.069j 1.42125-243.545j -10.1135+1358.8j -8.25669+1040.77j 0.16816-13.3103j 2.14191-338.3j 1.34815-90.9304j -2.2292+424.146j -10.1776+1438.79j -1.69359+179.523j 8.0145-1240.2j -0.153057+31.3969j -6.33751+1124.69j 2.68403-405.121j -0.0191354+107.778j -6.53894+1077.42j 0.488179-101.668j -8.07763+1526.96j 0.567715-55.3789j -1.46309+335.971j -1.85271+375.851j -1.35342+105.888j -3.93065+721.525j 7.12705-1371.4j -0.757644+217.373j -3.42211+670.872j -2.14766+403.178j -1.33745+376.288j 4.26413-685.695j -0.133092-58.9667j 0.259799-308.83j 1.83976-515.446j -0.531901-46.5364j -0.639875+344.406j -0.305606+115.015j -0.480922+170.608j -0.825869+103.231j 0.467841-60.0192j 0.0765791+7.37887j 
