-0.0998963-0.0392721j 0.0926774-0.0190954j 0.0411296+0.0060517j 0.0500107-0.00342269j -0.0485931+0.0162758j 0.0474961-0.0143187j -0.0655481+0.00252036j 0.0254394-0.000250744j -0.00573633+0.0283289j -0.00733661-0.0201895j -0.222318-0.0128364j 0.0173779-0.120878j 0.13173-0.10308j 0.165307-0.0167279j -0.0639118-0.17554j 0.20576+0.0777287j 0.0801748-0.280482j -0.107922-0.250577j -0.142262+0.0627411j 0.0172367-0.122022j 0.133556+0.180438j 0.049563-0.0548819j -0.058694-0.206857j 0.269981-0.134064j 0.101504-0.119879j 0.127398+0.0960068j -0.0436344-0.0271229j 0.00971587+0.207463j 0.221206-0.0212571j 0.0484422+0.00262215j 0.105672-0.000813944j -0.101358+0.0164005j 0.0207612-0.0450052j 0.0743381+0.0575278j 0.0566945-0.0400701j -0.00991147+0.0322032j 0.00583347+0.00126746j 0.0304904-0.0170391j 0.00420318-0.000921527j -0.0149433+0.00427364j -0.017973+0.00970806j 0.0195046+0.0139341j 0.015438+0.0126205j 0.0348122+0.0219717j -0.0118175+0.0391509j -0.0411667-0.0142033j 0.0283457-0.0757962j 0.085669+0.0316818j 0.102561-0.015013j 0.0463492+0.00472134j -0.00953843+0.0431809j -0.0127092-0.00930607j -0.0183162-0.00731263j -0.0071287-0.00169344j 0.000305437-0.00180796j -0.0247495-0.000681557j -0.00455657+0.00834257j 0.0223992+0.00503053j 0.00341868-0.0148081j 0.00365433+0.0146009j -0.00506537-0.0208932j 0.0166848-0.00793536j -0.0114286-0.0117694j 0.0143021-0.00333719j 0.0282566+0.00302516j 0.00652728-0.00337604j 0.0198512+0.000217723j 0.00857149-0.00632484j -0.00010425-0.019744j -0.0071575+8.15524e-05j -0.0088854-0.0160114j 0.0297173-0.0137336j 0.0170135+0.017181j -0.0341871-0.0072355j 0.0391388+0.0269358j 0.0388735-0.0450402j 0.049664-0.00812933j -0.0476569-0.00845257j -0.0118914+0.0049308j 0.0143128+0.00248781j -0.00305294-0.00547487j 0.00772589+0.00130491j 0.00523376+0.00324647j -0.00596017+0.00768683j 0.00610825-0.0138804j 0.0173964+0.0120117j 0.0141107-0.00128994j -0.0179348-0.016237j 0.0163327+0.0104435j 0.0140761-0.00320116j -0.0377265-0.000636583j 0.0572708-0.0110313j 0.0172178+0.0045904j -0.0170953-0.00212707j -0.0132627+0.00374067j 
0.0420234+0.00419643j -0.0568402-0.00834835j 0.0310989+0.00728074j -0.0117725-0.0189264j -0.0179886-0.000805449j -0.000974543-0.00461994j -0.0172707-0.0114282j 0.00174116+0.00487247j 0.0019208-0.00625428j -0.000613651-0.0120382j 0.105775-0.00241947j 0.04243+0.0362803j -0.029935-0.00311727j 0.0302362+0.010004j -0.0729925-0.00203758j 0.0238551-0.0249166j 0.00415068+0.000896606j -0.00470603-0.0241785j -0.0211474+0.0122381j 0.00617218+0.00663141j 0.0116809+0.00836822j 0.0392087-0.00426899j 0.00701095-0.00371198j 0.0404968+0.0138992j 0.0145034-0.00751376j -0.00208058+0.00700395j 0.0192368-0.0129282j 0.00354744-0.0061706j -0.00436264-0.013081j -0.0349738+0.00109785j 0.0230488+0.000275122j 0.0199565-0.0011327j -0.038442+0.0114941j -0.0271466-0.00819167j -0.0223551+0.00669085j 0.0125327+0.00466846j 0.0512629+0.00928602j -0.000760414-0.0138163j 0.035019-0.0195587j -0.022168+0.00352295j -0.00606126+0.00425257j 0.000335424+0.00434749j 0.00968313-0.00513782j 0.0117953+0.0095928j 0.0173644+0.00352264j 0.013569-0.00189784j 0.0127971-0.0147212j -0.00578885+0.00289163j 0.0757869+0.00410485j 0.255396+0.0391144j -0.0389352+0.284308j -0.0854323-0.0514672j 0.103465-0.0189835j 0.151485+0.0112249j -0.0257713+0.113298j 0.147838+0.0104777j -0.000803129-0.106941j -0.0185005-0.0362854j -0.0256772+0.0859034j 0.0373049-0.0602085j 0.0168749+0.103191j -0.0288754-0.0290306j 0.0129481+0.0159831j 0.0415024+0.0138963j -0.060257-0.0384732j 0.00243364-0.0251336j -0.0431224+0.0252543j -0.00657665+0.0172829j -0.00995918+0.0776211j 0.0300804+0.0455778j 0.0332987-0.032796j -0.0648019+0.0542952j -0.0483875-0.0181245j -0.018334+0.0155646j -0.0225359-0.0773947j -0.0287273+0.0938776j -0.0817131+0.0143846j 0.0733999+0.00553342j 0.00442654+0.00944204j 0.0252103+0.00548422j 0.0210825-0.0117903j 0.00180978-0.0146087j 0.00892698+0.00335017j 0.0106296+0.00177611j 0.00333855-0.0310407j 0.0225927+0.0497072j -0.00757014-0.00218043j 0.019851-0.00235967j 0.0285708-0.00640882j 0.060995-0.0037364j 0.000132445-0.0240972j 0.0143096-0.0201065j 0.0447884-0.0151602j -0.037883-0.0137414j -0.0439894+0.0088477j 
0.0262045+0.0487126j -0.0964928-0.0177042j -0.0310432+0.000912096j 0.0199902+0.00421878j -0.0233341-0.025658j 0.018362+0.0184809j 0.0080913-0.0216741j 0.000238266+0.00584577j -0.00191992-0.0138601j 0.0132148+0.0217855j 0.172901-0.00222818j -0.0721655+0.0339089j -0.0666829+0.0160189j 0.057962+0.0174184j -0.0137529+0.0156112j -0.0199768-0.0177899j 0.0392779+0.037769j -0.0148963-4.46022e-05j -0.0116577-0.00580028j 0.00158841+0.00969742j 0.0319222-0.00335702j -0.0240664-0.0158688j -0.0170616+0.00381756j 0.0253771-0.00471736j 0.0127951+0.00378652j -0.0131584+0.00595955j -0.0274387-0.00466526j -0.0458005-0.0013584j 0.0774404-0.00723633j -0.067686+0.0184653j 0.0582802+0.0206593j 0.0438701+0.00171723j 0.00135296+0.0565339j -0.0130249-0.0418339j -0.0919251+0.0103738j -0.00362092+0.0489166j 0.0107223-0.0323j -0.0311162-0.0424616j 0.00122861+0.00803543j 0.0376712+0.0203312j -0.00237541+0.0212752j 0.0462729+0.0090219j -0.00901106-0.00636985j 0.107468-0.0103806j 0.0676455+0.0309256j 0.0601212-0.00455686j 0.0583462-0.0057366j -0.0278971-0.0310544j 0.00956409+0.0347032j 0.275647+0.035514j -0.0455415+0.370735j -0.0727914-0.118149j 0.0408657-0.0637101j -0.0343375-0.0221177j -0.0252068+0.148462j -0.0699862+0.00914817j 0.000805033+0.0226167j 0.0200001+0.00117415j 0.00437698-0.0845803j -0.0318393+0.0368453j -0.0236411-0.105379j 0.0191285+0.00321078j -0.0217342-0.0332925j 0.00404496-0.0123751j 0.0434527+0.0647369j 0.00847583+0.00899666j 0.053181-0.0372435j 0.0293261-0.00411365j 0.00899513-0.0627937j -0.0376474-0.0318658j -0.0341098+0.0182301j 0.0470031-0.0554229j 0.0269714+0.0387531j 0.0153863-0.00911747j 0.0160053+0.124844j 0.0086184-0.142672j 0.111429-0.0197797j -0.0156775+0.0141449j 0.00928897-0.0550792j 0.0396846+0.0159959j 0.0293553-0.0240498j 0.00144865-0.030032j -0.00363686-0.00945223j -0.00645062+0.0181007j -0.008104-0.0252223j 0.00404204+0.0292928j 0.00820497+0.0134771j -0.024633-0.057498j 0.0111605+0.033208j -0.000934549-0.0418524j -0.0356181+0.0663478j 0.0767139+0.0206163j -0.0979482+0.0341621j 0.0188568-0.013436j -0.016952+0.00796925j 
0.0419542+0.0180888j -0.0136762+0.00319356j -0.00896398+0.000418384j -0.00836236+0.0121344j 0.0145856-0.00750894j 0.0160061+0.0119753j 0.0209736+0.00384061j -0.020283+0.00103299j 0.0168017+0.000848883j -0.00596306+0.0105198j 0.159306-0.00655444j 0.0651324+0.0334631j -0.0536542-0.000384179j -0.0233788+0.00867133j -0.0519646+0.00435403j 0.00472848-0.0370332j -0.0168907+0.0148j 0.00317927-0.0125529j -0.0279594+0.00928896j 0.0106234+0.0112247j -0.00307313+0.00744577j 0.0321373+0.00861195j 0.0206876-0.00847396j 0.0222214+0.0158233j 0.0128348-0.00265687j -0.00139933+0.00204064j 0.00246058-0.0127512j 0.0296002-0.0113122j -0.0439758-0.0104995j -0.0207425+0.00167562j 0.00481635-0.00386945j -0.032532+0.00160453j 0.0185495+0.00146128j 0.0632565-0.00491215j 0.060284-0.00850074j -0.0128016-0.0135684j -0.0175661-0.0168264j -0.002669-0.0148574j -0.00283814+0.0163145j 0.0173035-0.00494114j -0.00584973+0.0135031j 0.0193978+0.0253502j -0.00997253-0.0159411j 0.0608362+0.00253647j 0.0195208+0.0236058j 0.0267845+0.00163282j 0.0214587-0.042491j -0.00729003+0.0247298j 0.0857097+0.0137092j 0.213037+0.0419704j -0.0276466+0.285195j 0.0364332-0.0392219j -0.0625505-0.0276098j -0.0708192+0.000446697j -0.000662961-0.0676772j -0.0668323+0.00992522j -0.00203328+0.0706183j 0.00588559+0.0230141j 0.0183263+0.021734j 0.0123195-0.0227324j 0.0188908+0.0859113j -0.00481392-0.0346251j -0.00233043-0.0468831j 0.0150219-0.010705j -0.0405047-0.0554653j 0.00928719-0.0412463j -0.0223665+0.0360688j -0.00163975-0.0325268j -0.00343568-0.0166118j 0.0335116+0.0614097j 0.0437733-0.0562309j -0.0119499+0.0978152j -0.00691509-0.0754817j -0.0431218+0.0527006j -0.0529403-0.0609125j -0.0505597+0.0878474j -0.0711098+0.0113145j 0.0426061+0.0146679j 0.000279793+0.0210846j 0.0384954+0.0151507j -0.017449-0.0317521j 0.0284122-0.00873374j -0.0167389-0.0107456j -0.0441414+0.0404996j -0.0176965-0.0392262j 0.00791836+0.0399067j 0.019336-0.00603078j -0.0211613-0.0373059j 0.0183629+0.0158626j 0.0368582-0.000938332j -0.0540676-0.00790224j 0.0662541-0.0271827j 0.0427272-0.0180473j -0.0470523-0.0160391j -0.0565527+0.0106473j 
0.0269172-0.00546323j 0.0154078+0.00602149j 0.0081357+0.00113719j -0.005857+0.00374975j 0.00374879+0.00333765j -0.0068505-0.00586582j 0.00231196+0.00978483j -0.0041367-0.000429474j 0.00431793+0.00325975j -0.0121988-0.00788025j 0.0289472-0.00432962j 0.0796947+0.016373j 0.0408125-0.00462686j 0.00310121+0.000926367j -0.0156039+0.00314485j 0.015879-0.0109003j -0.0272158+0.00684137j 0.00578886-0.00122782j 0.0141406-0.000756185j 0.00523809+0.00303015j -0.00570488-0.0010648j 0.00381807+0.00266687j -0.00264262+0.00229371j -0.0165761+0.002978j -0.0178401+0.000395181j -0.00826416-0.00569424j 0.021567+0.000580947j 0.0153849-0.0105154j 0.0294062+0.0055113j 0.05604+0.0107758j 0.0518003+0.00663015j -0.0316463+0.0112837j -0.0215395+0.0135943j 0.0109199-0.00191198j 0.0463475-0.00224687j -0.00200744-0.0111817j 0.0090943-0.00585111j 0.0336062-0.0333652j 0.00457055-0.0131928j -0.021062-0.00364665j 0.010444+0.0140192j -0.0157707+0.0115489j -0.00895805-0.0272373j -0.0320387-0.0167055j 0.0823593+0.0108016j -0.0526829-0.0279657j 0.0204669-0.0307875j -0.0224974-0.00184139j -0.00549884+0.0212875j 0.011854+0.0154699j 0.00201544+0.0171565j 0.0477722+0.0436573j 0.0106922+0.0155248j 0.0120645+0.0310505j 0.0121306-0.104374j 0.0143675-0.0077271j 0.00953139-0.0196982j -0.0204497-0.00319467j -0.0014252+0.0359497j 0.00320019-0.112933j 0.0104488+0.137981j -0.0211749+0.00609922j 0.00368711+0.0444093j -0.0149258+0.0464864j -0.0350249+0.0423675j 0.0050618-0.0150589j -0.0222807+0.0364351j -0.00515178-0.00816377j -0.000568805+0.0794924j 0.00760891-0.0601864j 0.0130723-0.00766956j -0.0251046+0.0171154j -0.00682487+0.00306827j 0.0190099-0.0189045j 0.0167896+0.139951j 0.00343171-0.157213j -0.00692696-0.0407975j -0.0762142-0.0190729j -0.0256178+0.0646579j 0.0624513+0.028895j -0.0200509-0.0404062j 0.0501238+0.0166838j 0.00396113+0.00273516j -0.0619552+0.0207479j 0.0228967-0.0168961j 0.0308162+0.0144813j 0.0335946-0.0303106j 0.00361431+0.0207357j 0.058398-0.0317505j -0.0204254-0.0472893j 0.0771688+0.067052j -0.0397962+0.043432j -0.185237+0.030469j 0.0791798+0.00363981j 0.0225983-0.000964651j 
-0.00203525+0.0082385j -0.0133066-0.00777404j -0.00160625+0.00138283j -0.00365241+0.00474105j 0.00879491-0.00269972j -0.00483586+0.000840057j 0.00593249+0.00135782j -0.00573599+0.000357041j 0.00996599+0.00151277j -0.00900916+0.000791075j 0.0371281+0.0185648j -0.0367022-0.00832669j 0.00699532+0.0248412j -0.0163121+0.00948618j 0.0105342+0.00883784j -0.0247569+0.0135845j 0.0119813+0.00780824j -0.00767623+0.0112752j -0.0140514+0.00445396j 0.0112014-0.00225011j 0.00419331-0.00985267j -0.0116703-0.00753787j 0.0131431-0.00139838j -0.0290519-0.000614029j -0.00255288+0.00338871j -0.0124582+0.0141339j 0.0133501-0.00733266j 0.0060985+0.0123011j 0.00208251-0.000323341j -0.0201872+0.00531325j 0.0625525-0.00486001j -0.0115311-0.000267326j 0.00285111+0.0345939j 0.0221143-0.0277846j 0.0260403+0.0148957j -0.000864288+0.0145288j 0.00527105-0.0106185j 0.029438-0.0066537j 0.00869692+0.000502901j -0.0069794+0.0117022j -0.00447775+0.000703406j -0.0104791-0.0112391j 0.0115332+0.0126596j -0.0188572-0.00278324j -0.118461-0.0102835j 0.0216836+0.00459505j -0.0387382+0.0161113j 0.0893797-0.0132323j 0.0204236+0.00760781j 0.0135965+0.00449473j 0.00709774+0.0423919j -0.0112256-0.000410814j -0.0165862-0.00206893j 0.0160841+0.00335516j -0.00437931-0.048065j 0.00520982-0.0111121j -0.00271327-0.0313219j -0.012026-0.0296226j -0.00415394-0.0233255j -0.00340948+0.0982081j -0.0184949-0.11929j 0.0159656+0.0752822j 0.00918007-0.00348398j 0.00263481-0.0267196j 0.0450394+0.00912782j -0.0164037+0.0101914j 0.00306208-0.0433752j -0.00237667+0.0291481j 0.00175893+0.00949865j -0.0254605-0.000846801j -0.0386316+0.0147128j 0.0152029-0.0126607j -0.00286249+0.0142902j -0.000661835+0.00287063j 0.0103589+0.0628138j 0.0654414-0.056291j -0.0554292-0.0106624j 0.0377323-0.0198112j -0.00270089+0.0141186j 0.0155947+0.0048229j -0.00477788-0.0115792j 0.0133014-0.014919j -0.0023179-0.00280091j -0.0169021+0.0203114j 0.0157268-0.0203311j -0.0251067+0.0125823j 0.00519072+0.00612854j 0.0131473-0.0194008j -0.0410368+0.0288321j 0.0100703+0.094982j -0.0334416-0.196719j -0.0806235-0.164394j 0.395661-0.0201477j -0.0567231+0.0446076j 0.123777+0.00480339j 
0.0271357-0.00462061j -0.00182771-0.000623045j 0.00120249-0.000374138j 0.00267828-0.00570109j -0.00955675+0.00290607j 0.00356621-0.00574888j 0.0047677-0.0014354j -0.00497557-0.000843289j 0.00137+0.000362651j 0.000309525-0.00809481j 0.0479951-0.00120625j 0.0329879+0.0111852j 0.0290652-0.00300358j 0.0163967-0.00210484j -0.0177278+0.00336323j 0.0101144-0.0139531j -0.0263558-0.00604879j -0.000761087-0.00756436j 0.0107784+0.00829615j -0.00233784+0.0122061j 0.00556238+0.00936501j 0.000822848+0.0105548j -0.0130984-0.00467216j 0.00348967+0.020184j -0.00823576-0.00935619j -0.0150087-0.00703459j -0.00548987+0.0085895j -0.0281068-0.00169073j -0.0183682-0.00393173j -0.00285283+0.0101094j 0.0902985+0.0131328j 0.0205369+0.0165382j -0.0359051-0.00351606j -0.0194858+0.00307447j 0.0216683-0.00445342j -0.0013151-0.00297767j -0.00806003-0.00991721j 0.0275852-0.031937j 1.60996e-05-0.0152978j 0.0171434+0.0138735j 0.00542527+0.000332626j 0.00621071-0.0097781j -0.00668944+0.00464669j 0.0108403-0.00774957j -0.00868936-0.0157392j 0.0217252-0.00315305j 0.00183622+0.00302434j 0.0144295-0.014316j 0.0250213+0.00110546j -0.00796222+0.00921396j -0.00658461+0.0996854j 1.91613e-05+0.018086j 0.00574247+0.0145265j -0.00767301+0.0215251j -8.69473e-05-0.0708879j -0.0060103-0.0207029j 0.00510698-0.0485197j -0.0292267-0.0132531j -0.00317435+0.0061516j 0.00741189-0.0572881j -0.00999015+0.061457j -0.00359779+0.00204649j 0.0157311+0.00983165j 0.00549993+0.0134817j 0.0234295+0.0419059j -0.00608402-0.00280972j 0.000415516-0.00300647j -0.0148222+0.0139671j 0.00212751+0.00372939j -0.0130514-0.0530803j -0.0273444+0.0392941j -0.000292005-0.117301j -0.0281465+0.0806351j 0.000107042-0.0527328j -0.0102063-0.0492686j 0.00932153+0.0575158j -0.0175757+0.0177982j -0.0391372-0.0328802j -0.0188314+0.0407677j 0.0241193+0.0133818j -0.0102301-0.0169125j 0.0156969+0.0114597j 0.00178911+0.00380056j -0.0163919+0.0215825j 0.0340202+0.0491538j -0.0548464-0.115237j -0.00798198-0.0302258j -0.0316986-0.0646444j -0.012792+0.0464077j -0.217231+0.0495582j -0.0812597-0.0136727j -0.00650167-0.00692818j 0.0181399+0.00428534j 0.0658997+0.0588873j 0.140778-0.025344j 
0.0159011+0.0104364j -0.00265778+0.00953814j 0.00231821+0.00222302j -0.00414048+0.0123004j -0.0028483-0.00752447j -0.00468178+0.0102824j -0.00201247+0.00653531j -0.000642232+0.00115007j 0.00106357+0.00135861j -0.00565438+0.0169991j 0.0305602-0.00552424j 0.0197528+0.0157923j 0.00695166+0.00466028j 0.00380791+0.0149423j 0.0193894-0.030572j -0.00395564-0.0122412j -0.0133165-0.000210087j -0.0106348+0.00212529j 0.0130213+0.000503192j -0.0048897-0.0198844j 0.010947-0.011721j 0.0120162-0.00977935j -0.0129473-0.00144422j 0.026342-0.0306443j -0.0104906+0.0381943j -0.00433556+0.0101811j -0.00854178-0.0282325j -0.00826827-0.0185052j -0.014618+0.000644765j 0.017941+0.00271518j 0.0554623+0.0120955j -0.0447388+0.000562851j -0.0250097+0.00643397j -0.0237048-0.000133708j -0.0134549-0.00557642j 0.00546208+0.00291526j 0.00671801-0.00882219j -0.0052075-0.0178648j 0.0038542+0.00511225j -0.0304616+0.00501869j -0.0120943-0.00170892j 0.00614318+0.00170983j 0.00435516-0.00317793j 0.0131962-0.0043763j -0.00666909+0.000812871j -0.0185739-0.0134551j 0.00434045-0.0229572j -0.00668472+0.0100891j -0.0235476+0.00270349j 0.017179+0.00853408j -0.00715048+0.0504182j -0.00750584+0.00561616j -0.00716547-0.000202141j -0.00943272+0.00379058j -0.00854708-0.0288519j 0.00586722-0.0102037j -0.00345722-0.0151273j 0.00959875+0.0181811j -0.00157537-0.0119104j -0.0177599-0.0405515j -0.0137992-0.0243623j 0.00964064-0.00415851j -0.00771556+0.0151635j 0.0300486-0.00353886j 0.0131721+0.00302194j -0.0166813+0.0575555j 0.0251384+0.00426711j 0.0160327-0.0248333j 0.005946-0.123879j 0.00385424-0.050288j -0.00893416+0.0574352j 0.00391429+0.00158048j -0.0153263-0.0543244j -0.00679052+0.0223984j -0.00788465+0.00412182j 0.00613884-0.00476771j 0.0397997-0.00995825j -0.12307-0.0203817j -0.0419089+0.0367715j 0.0218672-0.00974414j 0.0804113+0.0289728j -0.0507374-0.0963722j -0.00478647-0.00639924j 0.0601192-0.0518658j -0.0324056+0.0388458j -0.0230029-0.0306548j 0.0323908+0.151665j -0.0542034+0.165328j -0.20255-0.0381717j 0.0865942+0.00402319j 0.12691-0.0296283j -0.100261+0.0122237j -0.00419893-2.7305e-05j 0.0367494+0.0261703j 0.0600656-0.0128365j 
0.00406271-0.00373476j -0.00526419+0.00157333j 0.00385446-0.00281646j 0.00519572+0.00152412j 0.00722557+0.00251874j 0.0100159-0.000186407j 0.00571272+0.00407886j 0.00460066-0.0030791j 0.000927208+0.00134951j 0.000810794-0.00473682j 0.00324511+0.00244316j -0.00124728-0.00417164j 0.0109945-0.0017221j 0.00793022-0.0102032j -0.0113469+0.00911008j -0.0051865-0.00926258j -0.00601733+0.00898302j 0.0106376-0.00170255j -0.0138583+0.00594664j 0.0141025+0.00441454j -0.021251+0.0236866j 0.0140268+0.00618404j -0.0319166+0.0107348j -0.0288319+0.0175858j 0.030742-0.0199418j -0.000401081-0.00139065j -0.01779+0.0295742j 0.00281812+0.0146679j -0.00319509+0.00453228j -0.0176238+0.00497154j 0.0215632+0.0118495j -0.00865576+0.00471333j -0.0496981-0.0121758j -0.0304135+0.0013219j 0.00740108+0.00389012j -0.000761732-0.000674156j -0.0187452-0.00766153j -0.00648502-0.0129533j -0.0139769-0.00529213j 0.0211458+0.00827791j 0.0174034-0.000217376j 0.00142048-0.00497238j -0.0151565+0.00488969j 0.00566195-0.000838171j 0.0136363+0.00156724j 0.015394+0.00226772j -0.00268338-0.00161319j -0.0174521-0.00999825j 0.0107652+0.000398828j -0.0243967-0.00467746j -0.00151731+0.0139512j -0.000226736-0.00130985j -0.00181224+0.00278377j -0.0151581+0.00151954j 0.00751019-0.0317364j -0.00781713+0.00377401j -0.000917204-0.00332487j 0.00909415-0.0115653j -0.00218362+0.0277266j 0.00462749-0.00302382j 0.0185318-0.00428286j -0.00478471+0.0298093j -0.014724+0.0262299j -0.0101867-0.00224166j -0.0147798-0.00784146j 0.0218852+0.0298053j -0.0127239-0.014557j -0.00142322+0.026543j -0.00401122+0.0177172j 0.00586388+0.0114935j 0.00209772-0.000810465j -0.00368288+0.0208106j -0.015787-0.00999796j -0.042649+0.00627055j 0.0477265-0.0106138j 0.0460127+0.0205217j -0.0789346-0.00951859j -0.0350658-0.0136588j -0.0290164+0.0627505j 0.0158068-0.0171095j 0.0515999+0.0167288j -0.0313531-0.0197376j -0.0291828-0.0287984j 0.0205371-0.0273453j -0.039929+0.0661063j -0.0537901-0.0510528j -0.0917966-0.107306j 0.0452239-0.151915j 0.11398+0.0661983j -0.169707+0.00945064j -0.113561+0.0756529j 0.0692586+0.0288299j -0.0518099+0.0203465j 0.0240726+0.0108592j 0.0322502-0.00936578j 
0.00132741+0.00487709j -0.00742646-0.00196379j -0.00399145+0.00111425j -0.0030325+0.00159459j -0.00671487-0.0024533j -0.00579896-0.00212643j -0.000760356+0.000507926j -0.00383446+0.00127325j -0.0016365+0.00267767j -0.00130065+0.000119057j 0.0230423+0.00988918j -0.00850698+0.00738019j 0.0116769+0.00178048j 0.000643368+0.00143838j 0.0002303+0.0268787j -0.0111444+0.0139217j 0.000349301+0.0105647j -0.00581054-0.0100037j 0.0177733-0.00626324j -0.0102858+0.00748896j 0.00545864+0.00379925j -0.0111153-0.00522411j 0.018277-0.00489746j 0.0103703+0.0106496j -0.0138019-0.0290139j 0.00813449-0.000493628j -0.00780867+0.00742096j -0.00814863+0.0154896j -0.00858878-0.00471205j -0.0450092-0.000680113j 0.0483715+0.013971j -0.0270415+0.00743443j -0.0261913-0.00117426j -0.00760388-0.00414302j 0.00204711-1.17004e-05j -0.00647335+0.00510436j 0.0077613-0.0102113j 0.0044714-0.0161033j 0.0055065-0.00716232j 0.0040387+0.00982738j 0.0074899+0.00731492j 0.00939504-0.00966148j -0.00633089+0.0052738j -0.00650686-0.00766134j 0.0324193+0.00527985j -0.0304183-0.00410765j -0.00333393+0.000192405j -0.0451719-0.00324764j -0.00559379+0.00240222j -0.0210579-0.00151629j -0.00607905+0.0350728j -0.036475-0.0107061j 0.00541568-0.00539779j -0.0017028+0.00854234j -0.00227801-0.00653622j -0.0311408-0.0154457j 0.00774004-0.0473359j 0.00604065-0.0112073j 0.0148991-0.013322j 0.0300953+0.00589066j 0.0323176-0.0273666j -0.00465069+0.0317703j -0.0166664+0.0380351j 0.044372-0.000961954j 0.00748286-0.020388j 0.0358557+0.0430241j -0.00019836-0.0212001j -0.00260526+0.020185j 0.00104755+0.0139645j 0.00189873-0.00173505j -0.0113191+0.0299997j -0.0247967+0.0255815j -0.0195459-0.0220669j 0.00674705+0.0120185j 0.0528494-0.00257304j 0.0622889+0.0250632j -0.074798-0.017308j -0.106053-0.0327913j -0.0571079+0.105223j -0.0682077-0.036825j -0.0797967+0.0377082j 0.019037+0.116448j 0.0256793+0.0342545j -0.0114132-0.0157241j 0.0436147+0.0107126j 0.0270759-0.0212565j -0.0109462-0.10193j 0.0421759-0.0293756j 0.100486-0.0267047j -0.0588209-0.0210656j 0.0100209+0.0926225j -0.00157081+0.0766866j -0.100425+0.025134j 0.0488024+0.00636724j 0.034942-0.0170588j 
-0.00811295-0.0117497j 0.010297+0.000800254j 0.00259122+0.00121353j -0.00107716+0.00273612j -0.00352633+0.00362918j -0.00866137-0.00291051j -0.00476879+0.00560917j 0.00356909-0.00169363j -0.00420723+0.00735288j 0.00790712+0.0018591j -0.0153395-0.00361881j -0.00912888-0.0194023j -0.00480578+0.00706622j 0.00401769+0.000122946j -0.0135066-0.0365264j 0.023505-0.0360374j -0.00566328-0.0218045j 0.00547059+0.00259354j -0.0136284+0.0190096j 0.00855231+0.00692978j -0.0185346-0.00896738j -0.0152819+0.013725j 0.0111427-0.000898207j -0.00900444-0.00187215j 0.00872551+0.0491421j -0.00093854+0.00388328j 0.0107949+0.00919239j 0.00659163+0.000765473j -0.00371093+0.0109263j -0.0101756+0.00982847j -0.0229737+0.011272j -0.00480358-0.00467247j -0.0565195-0.00875343j -0.0350058-0.000997328j 0.0273738-0.000126575j -0.00119321-0.00624625j -0.0311181+0.00508178j -0.0135886-0.0038003j -0.0186704-0.00520309j 0.00456489+0.00144087j 0.0113072-0.00721796j -0.0055186-0.00845489j -0.0133072+0.0126887j 0.00294568+0.00912401j 0.0148322-0.00621505j 0.0180751-0.0030534j -0.0125274+0.0133973j -0.0184475-0.0189352j 0.0370095-0.0108347j -0.0185292-0.00703837j -0.0012029-0.0124925j 0.000675916+0.00166233j -0.0211596+0.00124719j -0.0239576-0.0134749j -0.00430687-0.00364366j 0.0102456+0.0175217j -0.0106046+0.028432j 0.0331812-0.0313622j 0.001934+0.0264939j -0.0104073-0.0123402j -0.0044076+0.025242j 0.00373604+0.0447687j -0.00581247-0.0179472j 0.0217276+0.00309465j -0.0284499+0.0261667j -0.02344-0.0138615j 0.00762971-0.0368193j 0.0189651+0.0311007j -0.0102304+0.0305871j 0.0186172+0.0250738j 0.0402807+0.0269031j 3.21441e-05+0.0084094j 0.0368073-0.0134714j 0.0310211+0.0028498j -0.0264119-0.00664623j -0.0200389+0.0259899j -0.126357-0.0155541j -0.00146497+0.00179429j -0.0124171+0.0545969j 0.122353+0.0177495j 0.0964078-0.0314733j -0.012784-0.166909j 0.0185231+0.0134366j 0.0449856+0.040142j 0.016665-0.0322854j -0.0130647-0.0596393j 0.0509328+0.196558j -0.139059-0.047687j -0.172269+0.0962379j -0.0177219-0.0402104j -0.0781301+0.0781224j 0.0833391+0.0438573j -0.0786679+0.0189858j 0.00233125-0.0180332j -0.020211+0.00220959j 
