-0.000229938-0.0892027j 0.00306125+0.0294453j -0.0530058+0.000262071j 0.0270589+0.00531534j -0.0330674-0.00211108j 0.0644964-0.00348912j -0.0212776-0.0014125j 0.00672913-0.00462915j 0.0846789-0.00366481j -0.0176644-0.00877581j 0.0206202+0.00696589j -0.00111613+0.000830379j -0.00558793-0.000822087j 0.00602099+0.00130217j 0.0105674-0.000555671j -0.0111297-0.000892849j 0.00302653-0.00184895j 0.00332463+0.00123486j 0.00434786-0.0014523j 0.000812337-0.00151367j 0.0016411+0.00219116j 0.00191835+0.00194142j 0.00133749-2.86188e-05j -0.00154063+0.000429021j -8.65394e-05-0.00327197j -0.00371767-0.00176814j 0.00289984+0.00319974j 0.00398363+0.00158596j 0.00869105-0.00108853j -0.00489648+0.00357432j 0.00431992+0.00190945j 0.00891785+0.000522911j -0.00872633+0.00772552j -0.00314601+0.00308896j 0.00573167+0.00197636j 0.00230789+0.00140758j 0.00178659-0.000322095j -0.00927929+0.000873195j -0.000617451-0.000250917j 0.00395423+0.000368522j -0.00324406-0.00217789j 0.00822751+0.0014917j -0.00125632+0.000234026j -0.00162565+0.000384779j 0.000803015-0.000361987j 0.000853503+1.06761e-05j -9.95657e-05+0.00139701j 0.00156406-0.000782654j 0.00296702+0.000884416j 0.00292141+6.74142e-05j 0.00125054-0.00020962j 0.00472401-0.00117624j 0.00364663+0.000112849j -0.00196704-0.00134186j 0.00229515-0.00129921j 0.0136173-0.00095726j -0.00558535-0.00124738j 0.00847088-0.000386869j 0.00497923-0.000307678j 0.00571186-0.000113997j -0.00117711-0.000345505j 0.00127441-3.34968e-05j 0.00149672-0.000471645j 0.00623014+0.000500186j -0.00591015-0.000342205j 0.00108144-0.000426435j 0.000513931-0.000940782j 0.00516652+0.000448937j -0.000883794+0.000215455j 
0.00144668+0.00235578j 0.00311384+0.00187623j 0.00136713+0.00505195j -0.000507889-0.00545451j 0.00114383+0.000595309j 0.000448213-0.00416522j -0.00146268-0.0066397j -0.000370182+0.00202817j -0.00274356+0.00637149j 0.00108406-0.00616045j 0.00233227-0.00130808j 0.00909279-0.00331999j -0.00195765-0.00714604j 0.0301672+0.0312556j -0.00471297+0.0143767j -0.00520675-0.015686j -0.0142887+0.00190148j -0.0230797-0.0294258j -0.00887723+0.0216946j 0.00749542-0.0189861j 0.00373839+0.0353618j -0.00550246+0.0188907j 0.00319702-0.0237405j 5.58771e-05+0.00928057j -0.00111564-0.0157986j 0.00120529+0.0256936j 0.00784129+0.0387022j 0.00554758+0.0229241j -0.00135417-0.0206032j -0.00284433-0.000132429j 0.00203548-0.030114j 0.00564942-0.0287278j -0.000694307+0.0159869j -0.0188686-0.0137979j 0.022441-0.0165774j -0.0088396+0.0104251j 0.00218862-0.0046776j 0.0457692+0.00759078j 0.0710504+0.000799224j 0.0569073-0.00937774j -0.0289638+0.00165075j 0.0432721+0.00411128j 0.0488712+0.00753362j 0.000994786-0.00383871j 0.0724685-0.00754621j 0.013298+0.00830075j -0.0484552+0.0181704j 0.0539605-0.0123297j -0.0410149+0.00755394j 0.0159612-0.00226352j -0.0266756+0.00453745j 0.0588675-0.00446236j -0.0391207-0.00463745j 0.0357461+0.0056462j -0.0300485+0.000947086j -0.0144465-0.00149235j 0.0317918-0.00138014j 0.0150108+0.0118516j -0.0169413-0.0105734j -0.0230222+0.0091667j -0.00164367-0.00475565j -0.00577991+0.00142252j -0.000267688+0.00299195j -0.013998+0.00625751j 2.03011e-06-0.000990459j -0.00545783-0.00244943j -0.0206928+0.00253752j 0.013119-0.000293727j 0.0111142+0.00293426j 
0.0023247+0.00593073j 0.0110081+0.0144014j 0.0181544-0.00146721j -0.00162365-0.0018005j 0.00259691-0.0030527j -0.0013958+0.0011399j 0.00768818-0.00657744j 0.00234149+0.00613325j 0.00345733-0.000160316j -0.000269898-0.0112594j 0.0109292-0.00608652j -0.00361176-0.0385208j -0.0191617+0.000172184j -0.0197173-0.000448976j 0.037148-0.029721j -0.0305364-0.012626j 0.000455902+0.00787976j -0.00455766-0.0138663j 0.00340334-0.0183223j 0.00664146-0.0276832j 0.00877213+0.00320646j 0.00764496+0.0198804j -0.00434761+0.00658475j 0.008004+0.0248438j 0.00819155+0.0294954j 0.00215378-0.0149937j -0.000295538+0.0195267j -0.000299726+0.00142844j -0.0136233-0.0321913j -0.00627925-0.0253281j -0.00531494+0.0231473j 0.00408051-0.0163493j -0.0181324+0.0341461j 0.00758792-0.027125j 0.0284587+0.00293394j 0.000678365+0.0155553j -0.0255878-0.0142785j -0.1168+0.0194479j 0.0130522-0.0168203j -0.00595835-0.0182914j 0.0457093+0.0125567j -0.047636+0.00201602j -0.0126848-0.0227397j 0.038383+0.0183239j 0.0577633+0.00811271j -0.0278081+0.0013716j 0.0440668-0.0040497j -0.0480952+0.00211743j -0.0498571-0.0197438j 0.0179673+0.0111021j 0.039163+0.0264627j 0.00171285+0.0283233j -0.000720583+0.00934148j -0.0532966+0.0147065j -0.0197029-0.000951015j -0.0144337+0.0177125j 0.00441017-0.0117299j -0.0287451+0.00714894j 0.0240311-0.0015211j -0.0105358-0.00297333j -0.0220864+0.00497517j -0.0685846+0.00609248j -0.00225381-0.0072709j 0.0112647-0.00254195j -0.0196021+0.00573616j 0.0296088+0.00668277j 0.0356172-0.000491181j -0.00226163+0.00122732j -0.0123496-0.000498864j 
-0.00186596-0.00296446j -0.0079662-0.000403807j -0.00220038-0.0212907j -0.00833389-0.00724234j -0.00407448-0.0019522j 0.00620874+0.00545471j -0.00141189-0.00186791j -0.000505982-0.0040632j 0.0047685-0.00951279j 0.000621546+0.00236288j 0.00902246-0.00036024j 0.00905589+0.0177718j 0.0177529+0.0289745j 0.0225906-0.0100798j -0.0314101-0.0517251j 0.0128106-0.020628j 0.0125708-0.00887157j 0.00353932-0.0471261j -0.00533979-0.00744345j -0.000240075-0.0187049j -0.00454337-0.0441712j 0.000551099+0.0122152j -0.00594863+0.0137239j -0.00650143+0.0226463j -0.00414531+0.045393j 0.00179162-0.00325918j -0.00238464+0.00342822j -0.00402043+0.00438004j 0.0119426-0.028597j 0.00335889-0.0161235j 0.012187+0.00133957j -0.0120249+0.0229744j 0.0141676-0.0176911j -0.0109528-0.00348419j -0.00423771-0.00380388j -0.000134716-0.00405695j 0.0445498+0.013151j 0.0611936+0.000475916j -0.0659751-0.0073051j -0.0156689-0.0234783j -0.0188245+0.0338149j 0.00488499-0.0157785j 0.00372547-0.0106361j -0.0439765+0.0138866j -0.0584109+0.0126578j 0.0192483-0.00340227j -0.0426927-0.000895254j 0.0413816-0.0017711j 0.00767213-0.03055j 0.0205497+0.00956248j -0.0154952+0.0250764j -0.00461816+0.028596j -0.0147955+0.00475111j 0.012902+0.021016j 0.0406976+0.00528471j -0.0124764+0.0325589j -0.00110065-0.0160426j 0.0178417+0.00167414j -0.0250911+6.82465e-05j 0.00487181+0.00410067j 0.00173519-0.000252937j -0.0731634+0.00668642j -0.0330864-0.00717032j -0.0406515-0.00802942j 0.00866354+0.00939167j 0.0212967+0.00268249j -0.0177438+0.00521546j 0.0151341+0.00231734j 0.0207302+0.00151464j 
-0.00828002+0.00567861j -0.0423462+0.00616309j 0.0239876+0.0140516j -0.0121195+0.00494572j -0.000218114-0.00236217j -0.0040109-0.00215603j 0.00544766-0.00274017j 0.000577938+0.00515664j -0.00336521+0.00582392j -0.00173841-0.00597927j 0.0679715-0.0023266j 0.020822-0.0335301j -0.0322698-0.0164183j 0.0241458+0.00395776j 0.013113+0.00978819j 0.00743856+0.0122642j 0.0101857+0.00636811j 0.00699081+0.0324681j -0.0112575-0.00817693j -0.00714835-0.00628078j 0.00268449+0.0253147j 0.00684016+0.0025263j 0.00232143-0.00185856j 0.000688348-0.00203339j 0.000767999-0.0116588j 9.22787e-05-0.0152295j 0.00704614+0.00648811j 0.00478756-0.00735958j -0.000769303-0.00210504j -0.00698614-0.00334937j 0.026556+0.0172499j -0.00613955-0.0206427j 0.02852+0.0302009j -0.0410142-0.0112267j 0.0123282+0.00801035j -0.0156165+0.0212871j 0.096613-0.0155367j -0.084414+0.0112577j -0.0330374+0.00182328j -0.0977517+0.0064058j 0.0164646-0.0132091j -0.000285857+0.0069916j 0.00762523+0.00959857j -0.022195-0.00621999j -0.0161876+0.00512928j 0.0364345+0.000232236j -0.0705178+0.00140322j 0.0606353-0.000640852j -0.0170767-0.00342013j 0.010637+0.00246653j -0.00528989+0.00210946j 0.0271651-0.0166284j 0.00209413+0.00508885j -0.0208329-0.0235698j -0.0224033-0.00898687j -0.00435201+0.000827759j 0.0039425-0.01237j 0.0339673-0.000379483j -0.0540267-0.0161485j -0.00460989-0.00477228j -0.0168114-0.00731936j 0.00888333-0.000736023j 0.0162109-0.000630888j 0.0415839-0.000860278j -0.0244607-0.000589927j 0.0357449-0.00892675j -0.0345648+0.00349104j 0.0523658+0.00572573j 0.0415281+0.00491154j 
-0.0102026-0.00247503j -0.0485727-0.00508748j -0.0366963-0.00113962j -0.0230983-0.000705576j 0.00404991-5.58052e-05j -0.0084246+0.00194811j 0.00617537-0.000197659j 0.00419358-0.00461982j -0.00268536-0.000380759j -0.0101138+0.00590246j -0.030073+0.00237489j 0.0914448+0.0172047j 0.0163548+0.00795999j -0.0109594+0.00350888j -0.0085493-0.00280412j -0.00998838+0.00113205j -0.00755726-0.002634j 0.0141373-0.00232681j 0.0118072+0.00508801j -0.006685+0.00254118j -0.00154591-0.00403706j -0.00346192-0.00135699j -0.00036853+7.94135e-05j -0.00634157-0.00162212j -0.0209776-0.00311022j -0.00758808+0.00197212j 0.00207042-0.000894898j -0.00590208-0.00164285j -0.00917399-0.00456638j 0.0111566+0.0069684j 0.00145588-0.0114243j -0.00326067+0.0117063j 0.0499224-0.0140411j -0.02266+0.0136559j 0.0986893-0.0141592j 0.131637-0.00285442j -0.121103+0.0185577j -0.0664457+0.00385883j -0.0039416+0.00892156j -0.034554-0.0056135j 0.0261303+0.0083615j -0.00800198-0.00940494j 0.0464247+0.0303797j -0.0422282-0.017281j -0.00962359+0.0123639j 0.0107266-0.0098081j -0.0197309+0.0189593j 0.0204497-0.014657j -0.00895752-0.00778193j -0.00699662-0.00402282j -0.00556419+0.00358964j -0.00463063-0.0120642j 0.000145862-0.00825779j 0.000332791-0.0105895j 0.00845074+0.0016141j 0.0030537+0.0170014j -0.00636852-0.00475558j 0.0452292+0.00472026j -0.0417857-0.0146646j -0.037653+0.0150484j 0.00311035-0.0119771j 0.0119128-0.00101189j -0.0618375+0.00516912j 0.0124906-0.00566486j -0.00435938+0.00251826j -0.00323732-0.00997494j -0.0703156+0.00715836j -0.019224+0.000701435j 0.0685772+0.00590482j 
-0.00160585-0.000773028j -0.00346831-0.00179379j -0.018996+0.00056589j -0.00666759-0.000872399j 0.0047407-0.000551229j -0.00298209+0.000414161j 0.00295529-6.51622e-05j 0.00168232+2.00582e-05j 4.27397e-05-6.94295e-06j -0.00446801-0.000152356j -0.0446244+7.86352e-05j 0.00994307+0.00798618j -0.00677818+0.00229665j 0.00468186+0.00207569j 0.00597034+0.00233131j -0.00110055-0.000886487j 0.00265561+0.00205084j 0.00472079-0.000426098j -0.00390756-0.00108232j -0.00127889+0.00129457j 0.000996988+0.00185053j -0.00099798+0.000982436j 0.00217962-0.000913457j 0.00118944+0.000692079j -0.00178665-0.000160451j 0.00205812-0.000282823j 0.00275885-0.000665362j 0.00140268-0.00104317j -0.00146795+0.000430138j -0.00389487+0.00151219j 0.00247207-0.00494923j -3.32789e-06+0.00142849j 0.00413203-0.00316881j 0.00763769+0.00258586j 0.025329+0.00528627j -0.0368142-0.00949957j -0.0158366+0.0027021j -0.0099175-0.0015063j -0.0322426+0.00136099j -0.0550816+0.00576301j -0.0296817-0.000933567j 0.0259333+0.000220666j 0.0328119-0.0124186j -0.0202985+0.0107914j 0.018449-0.000828471j -0.014998-2.30904e-05j 0.0456017-0.000853633j -0.0275531-0.000829715j 0.0173865+0.00189414j -0.0111155-0.00106697j 0.00138568-0.00660026j 0.0105755-0.000498734j -0.022485+0.00738233j 0.008025+0.012568j 0.00324415+0.00499072j 0.018809-0.0101593j -0.0174267-0.0150535j -0.0296045+0.00679654j 0.0299166-0.010221j -0.14398-0.0124601j 0.019735-0.0250301j -0.00534135+0.00345j 0.0624515-0.0133039j -0.0709667-0.000108105j 0.0445942+0.000784793j -0.0192332-0.0179144j -0.0258264+0.02084j 0.26525+0.00856609j -0.0442509+0.0138639j 
0.00195852-0.00146602j 0.00792226+0.000388272j 0.00924265-0.00930433j -0.000724135+0.00103318j -0.00391518+0.00446288j 0.00666431-0.00265604j -0.00171568+0.00358672j 0.000917412-0.00369691j 0.00370987-0.000452419j -0.000451145+0.00581646j 0.0175073-0.00977388j -0.00298512-0.00819875j 0.0115597-0.00558425j 0.00094066-0.00301119j -0.0144617+0.000596495j -0.00204556-0.00200081j 0.0264328-0.00366228j -0.0102174-0.00581014j -0.00391348-0.00356859j 0.00988093-0.00151931j 0.0241195-0.012469j -0.00448679-0.00476559j -0.00480699+0.00114213j 0.002626-0.00217399j 0.00810326+0.00709193j -0.000762327+0.00642077j -0.00897774+0.000414108j -0.00635933+0.00900074j 0.00852703+0.00351601j 0.00178011-0.009158j -0.0121822+0.0137515j -0.0025205-0.00260637j -0.00557765+0.00161986j 0.00368922-0.00995385j 0.0347104-0.0160939j 0.0217295-0.0111011j 0.0272487-0.0204028j -0.0102294+0.0141725j 0.000857386-0.0097489j -0.00488271-0.0138768j 0.0321222+0.000487784j -0.0219767+0.00105721j -0.0194531+0.0314909j 0.0125715-0.0344316j -0.0153381-0.00165845j 2.40296e-05+0.000944268j 0.000876323+0.000616514j 0.00033261+0.00247093j 0.00709708-0.00580347j 0.00233157+0.0086702j 0.00871885+0.0385162j 0.015519-0.00596169j 0.00165017-0.000385648j -0.00027765-0.061397j -0.000463662-0.0197756j -0.022904+0.0292495j 0.0479664+0.0808806j -0.00981896+0.0229208j -0.0347932+0.0139429j 0.0114289+0.0290223j 0.0526117+0.0149823j -0.0451414-0.0036394j 0.109432+0.00773856j -0.0392674-0.0100919j -0.00862345+0.00356308j -0.223137-0.00891217j -0.0863075-0.010666j -0.0231592-0.00965885j -0.0585458-0.00543597j 
4.39531e-05-0.000263956j -0.000199346-0.00104935j 0.000741861+0.0032155j 9.16093e-05+0.00165118j 3.47905e-05+0.00199511j -0.000163424-0.00168999j 1.78913e-05+0.00224592j 0.00014816+0.00039844j 7.026e-05-0.000656055j -4.64165e-05+0.00176787j 0.000895541-0.000790948j 9.08228e-07-0.000785522j -0.00114634-0.00347061j -0.000636902+0.000453714j 0.00142907+0.00413966j 0.00067143+0.00439677j -0.000235649-0.000722582j 0.00031077+0.00413259j -0.000327414-0.00109829j -0.000367052+0.0088646j 0.000339661+0.00263923j -0.000313153-0.011239j 0.000484169-0.00335469j 0.000110981-0.00868965j 6.61226e-06-0.00103007j 0.000115398-0.00338113j 4.49388e-05-0.00728032j 0.00016737+0.00329075j 0.000555506-0.00476469j 0.000329987-0.00401929j -0.000328056-0.00170329j 0.000302175+0.00308914j -8.61817e-05+0.00326448j -0.000636431-0.000735871j 0.000135544-0.000453439j -0.00075016-0.000767789j 0.00184485+0.00192755j -0.00628761-0.0109817j 0.00393781+0.0336349j 0.00220156+0.0005588j -0.00349647-0.0133736j 0.00240519+0.0458529j 0.00143764+0.0070004j -0.0003133-0.00448512j -0.00139409-0.130072j 0.000411165-0.0376596j 0.00026222+0.0421884j -2.65073e-05-0.0168795j 0.00332223-0.0948921j -0.00310606+0.000511543j -0.00535563-0.000532489j -0.00282664+0.0338041j -0.000361881+0.0170667j -0.00185613+0.0182964j -0.00406389-0.0208227j -0.000576003+0.0105204j 0.000579509-0.00146836j 0.000910409+0.00135705j -0.000442492+0.00137944j 0.000999698+0.000283637j 0.00266642-0.00213017j 0.00618154-0.0156542j -0.00329231-0.000764029j -0.00693573+0.0038881j 0.0014834+0.00512978j 0.00104814+0.000765532j 0.000441691+0.000409207j -0.000419937+8.30655e-05j -0.000219867-6.28468e-05j 
-0.00135493-0.0041069j -0.00503528-0.0122729j -0.023228-0.00160223j 0.00120112+0.00225746j 0.00241187-0.000560082j -0.00166448-0.00333363j -0.00480054+0.00482774j -0.00339777-0.00346393j -0.00258696+0.000624687j -0.00140992+0.00775524j -0.0326133-0.000789476j 0.00422358+0.0219094j 0.00763862+0.00759396j 0.0188743+0.00236799j -0.0225563+0.00998712j 0.0101066+0.00308156j -0.0128636-0.00885857j 0.0103689-0.00808918j 0.00365793-0.00265322j 0.00139923-0.00101006j 0.0013878-0.0155016j -0.0020082-0.00242257j 0.00159883-0.0024325j -0.00257418-0.00384579j -0.00973414+0.00693608j -0.000129454+0.000890441j 0.00746381-0.00126163j -0.0036538+0.00965j -0.00380865+0.00631472j -0.00724417-0.0111296j 0.0132887-0.0045174j -0.00693522-0.00531347j 0.00365702-0.0148054j 0.00721772-0.0193593j -0.0223047+0.00668771j -0.000184441-0.01372j 0.0125113-0.00863423j 0.0594461+0.0390523j 0.00244221-0.0184442j -0.00747756+0.0132145j 0.0131842-0.0259789j -0.00939811+0.0209069j 0.0346739-0.0277009j -0.0268434+0.00910839j 0.00168666-0.000214963j -0.00688924-0.00363849j 0.0124305+0.0103314j -0.0051357-0.00815103j -0.0101105+0.00480243j 0.00419822+0.0206231j 0.00881049+0.0545831j -0.0044146-0.00535607j 0.000716898+0.0399031j -0.0087371-0.0710814j -0.00348942-0.0387467j -0.0393617-0.0174088j 0.00117974+0.008083j -0.04344+0.0398198j 0.0384305-0.0283553j -0.0842316-0.0251815j -0.00853076+0.0137691j -0.0106896+0.000549263j -0.0703758-0.0131765j 0.18832-0.00644953j -0.127391+0.00270352j 0.0247932-0.013796j 0.030826-0.00751114j 0.0232425+0.000279195j -0.0298471+0.00267517j 
0.00562398-0.000884966j 0.0305443-0.00311343j -0.00131769+0.00248772j 0.0189828+0.00340871j 0.00409834-0.000725303j -0.000207838-0.0016218j -0.00465183+0.00191177j 0.00214211+0.00066501j -0.00150294+0.000608537j 0.00214498+0.00226483j -0.0268535+0.00239687j -0.049588+0.00268506j -0.0282588+0.000419038j -0.0312527-0.00601848j 0.00880411+0.00422502j -0.0230192-0.000323388j 0.0024791-0.00496379j -0.0135381-0.00487885j 0.00323494+0.0022677j -0.00272139-0.00156536j -0.0243417-0.0105103j -0.00377302-0.00382405j -5.07196e-05+0.000695912j -0.00307898-0.00349299j 0.00376788+0.00283702j 0.0042645+0.00180843j -0.00632385-0.00171869j -0.000746896+0.0032172j -0.00780571+0.00254353j 0.0245178+0.00127855j -0.0245251-0.00262724j 0.0287169+0.00452416j -0.0351968-0.00903406j 0.0359227-0.00182312j -0.0614274-0.00556422j -0.0477349+0.00728811j -0.100778-0.0185284j 0.00679906+0.0117092j -0.0205059-0.0219097j -0.00755694-0.00620819j -0.0122166-0.0209739j 0.0131934+0.0208768j -0.00865203-0.0169399j 0.00488318+0.00193526j 0.00183757-0.00709839j 5.6091e-05+0.00458558j -0.00320087-0.00431963j 0.00220627+0.00799567j -0.0098309+0.0104088j -0.000231596+0.011493j -0.0112368+0.0257683j -0.0111103+0.0192142j 0.0144375-0.00457729j 0.0163474-0.0312418j 0.0172952-0.0267779j -0.0271996-0.0081291j -0.0305924+0.0113021j 0.0543649-0.0112101j -0.0875556-0.0121393j 0.00551163+0.000721494j -0.0850248-0.00673516j -0.0349274+0.00476645j 0.126284-0.0280845j -0.00973058+0.00222908j -0.0154819-0.000605583j 0.0464102-0.0269341j -0.0847206+0.0215657j 0.0466438+0.00401821j 0.195461+0.0100575j 
-0.0100374+0.000336743j -0.0539079-0.00463376j -0.0070404+0.0128683j -0.0115776+0.00599035j -0.00495248-0.00560494j -0.0101081+0.000210819j 0.00358048-0.000634234j -0.000725809+0.00258379j -0.0065663+0.001549j -0.00467589+0.000860309j 0.0357565+0.0136862j 0.0611233+0.00429307j 0.0267817+0.00518561j 0.00415617-0.0090779j 0.0212903+0.00195399j 0.00864376+0.00463194j -0.0173652-0.00797665j 0.00458227-0.000612979j -0.00262783+0.00913617j -0.0110714-0.00332247j -0.0144233-0.00859666j 0.0104838-0.00326643j 0.000692862+0.0017817j 0.00152754-0.00485749j -0.00287926-0.00186145j -0.00533078-0.00427277j 0.00580518-0.00222438j 0.0122007-0.00349062j -0.00232404-0.00139994j -0.0205157+0.0093249j 0.0209767-0.0131808j -0.0231964+0.0107164j 0.045818-0.0156941j -0.0445946+0.00637213j 0.0755932-0.00773202j 0.0594102+0.0409286j -0.0196805-0.010042j 0.0421828+0.0100783j -0.0185402-0.0302906j 0.00750478-0.0131682j -0.0268109-0.0375789j 0.0250386+0.0353743j -0.0160957-0.0275534j 0.00693551+0.0153406j -0.00408455+0.00226477j 0.00494805-0.00129503j -0.0107243+0.0125851j 0.0110547-0.00170684j -0.000661206+0.0206468j -0.00123261+0.0092776j -0.016761+0.0190904j -0.0046626+0.0400725j -0.0121234-0.0265208j 0.0093755-0.0105223j 0.00872165-0.0311859j 0.0233751-0.0280026j 0.00568189-0.026846j -0.0380006-0.0426515j 0.0591014-0.0170056j 0.0782901+0.00511802j -0.0930834+0.036862j -0.037663+0.00143897j 0.165678-0.0131487j -0.0287468+0.0105926j -0.00105902-0.00499602j 0.0236853+0.0158054j 0.0719599-0.0181522j -0.0300671+0.00063718j -0.0917251-0.00724246j 
-0.00250772-0.00141764j -0.00760373-0.00341482j -0.0356128-0.00226269j -0.0143755-0.00185442j 0.0109129+0.000155613j -0.0057518-0.000158664j 0.00618429+0.000694996j 0.00287843-0.00176095j 0.000837634-0.000183628j -0.00865259+0.00147041j -0.0860797-0.00170326j 0.0312754+0.0107846j -0.0135251+0.00404698j 0.0278711+0.00611016j 0.00781021+0.00239239j -0.00948817+0.000918161j -0.00492022+0.0010884j 0.0186799-0.000153582j -0.0155911-0.00376611j 0.00194471+0.00134549j 0.00318803+0.00225642j 0.00790658+0.00204229j -0.00579273-0.00181808j 0.000683447+0.00141644j -0.0107057+0.00136023j -0.00548898-0.0010603j 0.00811935+0.000418154j -0.00285509+0.0013201j -0.0079303+0.00130635j -0.00898307-0.00554301j 0.013709-0.00150562j -0.0100845-0.00545035j 0.0299847-0.000863697j -0.00631248-0.00656102j 0.118941+0.00905114j -0.127983-0.0167938j 0.0139954+0.0121365j 0.0125037+0.00896345j -0.00125328+0.00953115j 0.00169421+0.0154543j -0.00537848+0.00414026j 0.00328299-0.00680859j -0.000599161-0.0082059j 0.00149153+0.00950381j 0.0104945+0.00401226j -0.00998794-0.00466788j 0.0264693+0.00633334j -0.0180362-0.00974433j 0.00580313-0.00435213j -0.00125015+0.000381349j 0.0126964+0.00208585j 0.00998897-0.0182084j -0.027001+0.0286812j -0.0104823-0.00192891j -0.0186596+0.00575752j 0.000148432-0.00845462j -0.0626642-0.0104533j -0.101477+0.033128j -0.106034-0.00128409j 0.204933-0.025443j 0.0983313+0.0111357j -0.00647173-0.0029577j 0.0117202+0.0144834j 0.0291173-0.0031338j -0.0160465+0.00104691j 0.0128889+0.0206923j 0.0148189-0.0258061j 0.0310696-0.00271994j 0.0123528-0.00785336j 
-0.00212046+9.60861e-05j -0.0135664-9.21955e-05j 0.00463266+0.000435458j -0.00428427+0.000129944j -0.00435956-0.000237958j 0.000201557+7.60857e-05j 2.138e-05-0.000122672j -0.00212945+1.66632e-05j -0.000524429+3.17192e-05j 0.000654288-4.13925e-06j 0.0275769+0.000635261j 0.0202885-0.000251408j 0.0211617+0.000288078j 0.00911105-0.000156728j -0.00452733-0.000378055j 0.0138061+0.000486825j -0.00376342-0.000462992j 0.00359101+0.000297006j 0.00160567+0.000544388j 0.000346242-0.000170611j 0.0096661+4.13405e-06j 0.00174048+1.00335e-05j 0.000716705+0.000106705j 0.00204007-0.000125128j 6.00626e-05-0.000304758j -0.00175467-0.000342017j 0.00242469+7.281e-05j 0.0026101-0.00026116j 0.00504327-0.000244842j -0.0152099+0.000115572j 0.0112781-0.000152189j -0.0169906-1.21967e-05j 0.0156656-2.83314e-05j -0.0208587-3.86517e-05j 0.0167204-7.2313e-05j 0.0482135+0.00282154j 0.0498984+0.00113976j 0.0177485+0.0003028j 0.016127-0.000229164j 0.0214175-0.000687422j 0.00489775-0.00077932j -0.00798744+0.000610936j -0.0096802+0.00076202j 0.0135038-7.69201e-05j 0.00370995+0.00110822j -0.00677215-0.000785993j 0.0124364+0.00196412j -0.0133918-0.00128339j 0.00380191+0.000326807j -0.000475393-0.000200419j 0.00423411+0.000247486j -0.00495861+0.000925445j 0.0127348-0.00174556j -0.00153195+0.000223945j -0.000852525-0.00046373j 0.00374656-0.000287316j 0.0315862-0.000667981j -0.0382448-0.00233546j 0.116129+0.00167722j -0.000833404+0.00240921j 0.135604+0.00917307j -0.0121553-0.00123895j 0.0462285+0.00529445j 0.00230475+0.00023296j -0.00132089-0.000303989j -0.0640521+0.00763719j 0.151613-0.00820357j 0.031902-0.00185718j 0.311366-0.00428568j 
