-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
-0.00160593+0.000389708j 0.000566434+0.0067111j 0.00103354-0.00174726j 0.0046783-0.00278313j -0.0119084+0.000796386j -0.00202326+0.000307495j -0.00184347+0.00219993j 0.00961028+0.00111785j -0.000854002-0.00852644j 0.00371112+0.00630339j -0.0155431-0.00187056j -0.000263917+0.0112115j -0.00278819+0.00538159j 0.00455978-0.00525362j -0.00336669+0.0155904j -2.02445e-05+0.0038101j 0.00349669+0.00690926j 0.0119289+0.0146936j -0.00434507+0.00633635j -0.000161921+0.00437981j -0.00949366-0.00056449j -0.00479447-0.0107809j 0.0100507-0.00866729j -0.0029038+0.00171509j 0.00749799+0.00859176j -0.00106386+0.00332744j -0.000198364+0.00297832j -0.0152823+0.00451882j -0.00697214+0.0153839j 0.00660448-0.00340027j -0.00699666-0.00346637j 0.0029078+0.000393038j 0.00604127-0.0116187j -0.00842419-0.00115158j 0.0170171-0.00220964j -0.0148076-5.25838e-05j -0.00211082+0.00467349j -0.00495058+0.00692592j -0.0136592+0.00980143j -0.00925307+0.00368806j 0.00972658-0.0169939j 0.00740582+0.00371094j 0.00498611-0.00281093j 0.0019206+0.000133456j -0.00383056-0.00346865j 0.00228963+0.00584968j 0.00084428-0.0023045j -0.000502473-2.13949e-06j 0.00551334+0.0152262j -0.00138104+0.000268913j -0.00488077-0.00135622j 0.00163082+0.0161008j 0.00417974-0.00321469j -0.00531496-0.0198564j 0.00212147-0.00286833j 0.0114645-0.00409265j 0.00345729-0.00304071j -0.0039936-0.00742468j -0.000769361+0.00760404j 0.00316916-0.0172633j 0.0158379-0.0106136j -0.0154524-0.0116556j -0.00748131+0.00978222j -0.017818+0.0104352j -0.00572845+0.0288283j -0.0114018+0.00130827j -0.00473724+0.00415041j 0.0181824+0.00259359j 0.00671898-0.0143613j 
0.000242948-0.000154769j 0.00245755-0.00980246j -0.00240869+0.00877184j -0.000692515-0.00500561j 0.00186324+0.0246493j 0.00430203+0.00286409j 0.00306922+0.004877j 0.00560183-0.0164743j 0.0039911-0.00965814j 0.00375132-0.0172194j 0.00849966+0.00348646j 0.00953179-0.00119697j 0.0196677-0.00659737j 0.00202073-0.00375692j -0.00152821+0.00412794j 0.0169745-0.00381273j 0.00285661-0.00110064j 3.81986e-05-0.00153142j 0.000834806-0.00362751j -0.00135951-0.00307364j 0.00820522-0.00240433j 0.00903555+0.0016689j 0.000168891-0.00604927j -0.00215727-0.0031581j -0.00172589+0.00583212j -0.00874913-0.00349774j -0.00694199+0.00140469j -0.00810229+0.00171866j 0.00936925+0.00596386j -0.00740101-0.000177747j -0.00501418-0.0043063j 0.0128259-0.000322552j 0.0100797+0.0034029j -0.00801527-0.00425888j -0.00410931-0.00291353j 0.003456+0.000193965j 0.000847617+0.00142967j -0.00141876+0.00595685j 0.0143448-0.00945885j 0.00996729-0.00664795j 0.00552008+0.0103571j 0.0042055+0.0104306j 0.0183823+0.00926876j -0.0189812-0.0115373j 0.00460392+0.00502718j 0.0160765-0.0121665j 0.00326961-0.00368383j 0.00153876-0.00379159j -0.000550738+0.00494255j 0.00478437-0.0145426j 0.00134648-0.00800497j -0.0031631+0.00461537j 0.00050927-0.00170054j -0.00640697+6.23865e-05j 0.0052707+0.00443889j -0.00186065+0.0054023j -0.000310183+0.000855798j 0.00116819+0.000232482j 0.000941787-0.00106759j -0.00018413+0.000525562j -8.69908e-05+0.00242532j 0.0024751-0.000912825j 0.00139062-0.000863714j 0.000515539-0.000824175j -0.00100451-0.00217228j -0.00105841-8.02771e-05j 0.000798028-0.00197355j -0.00133123-0.00141635j -0.00154628+6.07759e-05j 
-0.000459626+0.000730611j -0.00510342+0.00814038j 0.00480269+0.000330033j 0.00198039-4.73094e-06j 0.0058339-0.00887155j 0.00582418+0.00561864j -0.00473417-0.000974194j -0.0110983+0.00137217j -0.00271392-0.00330033j -0.00590492+0.00454821j -0.0144803-0.0119504j -0.00220343+0.00906292j 0.0166527-0.00565467j -0.00714666+0.00538395j -0.0113669+0.0150275j 0.00501658+0.00730463j 0.0185353+0.00922931j 0.0040654+0.00455728j -0.00718137+0.00674713j 0.00358023-0.00497826j -0.015626-0.0110693j -0.000196563-0.0186145j -0.00348979-0.00392391j -0.00120756-0.00316434j 0.00580531-0.00205352j -0.0070181-0.00411487j -0.0025089-0.00498858j -0.00831329+4.48792e-05j -0.00500899-0.000527505j -0.0104166-0.00476903j 0.000419629-0.0150715j 0.00991076+0.00655745j 0.00531513+0.00184247j -0.0170572+0.00481942j 0.0224926-0.00846773j -0.00763626-0.00127039j 0.00192747+0.0065261j -0.00139171+0.015225j -0.00730537+0.00532732j -0.00407654-0.0100999j 0.012037-0.00498085j 0.014407+0.00504029j 0.00952651+0.00677236j -0.00823875-0.00901025j 0.0046801+0.00271493j -0.0069396-0.00831404j 0.00099566-0.00578855j -0.00059722-0.00232133j 0.00842487+0.00314306j 0.00824368-0.0124455j -0.00489663-0.00646685j -0.00278819+0.0117872j 0.000675831-0.00303248j -0.0106778+0.00109472j 0.0140441+0.00384249j 0.0106384-0.0142802j 0.00973667+0.00132814j 0.00255948-0.00787851j -0.00241519+0.000218142j 0.00284009-0.028486j 0.0120454-0.014133j -0.0224801-0.010148j -0.0100348+0.0146949j -0.0223984+0.0145563j -0.00326232+0.0336772j -0.0136303+0.00414947j -0.0175935+0.000553054j 0.0200996+0.0072395j 0.00990066-0.0151831j 
0.000755543-0.000798357j 0.002452-0.00510331j -0.00562762-0.000644752j 0.000749804+0.00171094j -0.00945261-0.00730473j -0.0066656-0.00395041j 0.000807335-0.00228525j 0.000394466+0.016633j 0.00209095+0.00431254j 0.00467412+0.00183164j 0.0162626-0.000126668j -0.00352992+0.00109524j 0.0231082-0.0201498j 0.00088073-0.00134597j -0.000928181+0.00493727j 0.00646693-0.0113455j 0.00336186-0.00569634j -0.00518353-0.00784116j -0.0105785-0.00235522j 0.0051289+0.00872327j 0.00324305+0.00464212j 0.00576628+0.000119061j 0.00110985-0.00463146j -0.00358868+0.00332733j -0.00500477+0.0057709j -0.00434108-0.00510689j 0.00130293-0.00402265j -0.00735026-0.000181287j -0.00717964+0.00470715j -0.0139209-0.00525624j -0.00378706+0.00384482j 0.00956431-0.000381449j -0.000674603+0.00277111j -0.0119664-0.00233171j -0.0156791-0.000442854j 0.00867956+0.000857824j 0.00325067-0.00538994j 0.00244873-0.000153823j 0.0269051-0.0194852j 0.00423624-0.00757661j 0.00356565+0.023834j 0.00526154+0.0103593j 0.0218016+0.0148312j -0.0114844-0.00888917j 0.00750737+0.010075j -0.0100521-0.00858062j -0.0147888-0.0077361j -0.0119083-0.00697089j 0.00125924+0.0180516j 0.0138762-0.0219599j -0.000123247-0.0118154j -0.00979441+0.0112245j 0.00289979-0.00188488j -0.0136638+0.00194205j 0.00754454+0.00537479j -0.00964211+0.0115999j -0.00410751-0.000135617j -0.00126372-0.00295952j 0.00642976+0.00204159j 0.0055825+0.0190477j 0.000190805+0.0189095j 0.0143194+0.00427001j 0.00411253-0.0129174j 0.0111879-0.00863885j -3.63509e-05-0.0171226j 0.00482499-0.00945398j 0.00793639-0.0119606j -0.0121081-0.0150691j -0.0108691-0.00456423j 
-0.000894716+0.00593326j -0.0116369+0.0112938j 0.0102517+0.0153847j -0.00229115-0.00847816j 0.00897033+0.00207915j 0.00610172+0.000629974j 0.00149812-0.000847553j -0.0101648+0.0100415j -0.00106146-0.00678644j 0.00404823-0.00896138j -0.0200419+0.0045906j -0.0147437+0.0168957j -0.0121447+0.00213746j 0.0122264-0.0172645j 0.00661269-0.00731975j -0.00500569-0.00158782j -0.0177887+0.00229467j 0.00125644+0.00339304j 0.00697638+0.00696541j -0.00259192-0.00232202j 0.00809709-0.00542763j 0.00963388-0.00471661j 0.00665849-0.00436524j 0.00301176-0.00554028j 0.000962954-0.00110267j -0.000763929-0.0116107j 0.00266751-0.00219163j -0.00277184+0.0077644j -0.00683043-0.00295512j 0.0143171-0.00722788j -0.0110171+0.0092992j -0.00336712+0.00129894j -0.0131889+0.00303254j 0.0124276+0.00471949j 0.0191939+0.00105196j -0.0028117-0.00689316j 0.00430786-0.0138759j 0.0019541-0.0125878j 0.00421609+0.00419175j -0.0287811+0.00734182j -0.00191887+0.000278634j 0.00333913-0.0151932j -0.000342787-0.00364145j 0.0295599+0.0210717j 0.011394+0.0164568j 0.0179291+0.0131801j -0.0145443-0.00387792j -0.0165986-0.00320074j 0.00457275+0.0069026j -0.00843183+0.0223581j -0.00602997+0.00772284j 0.00240005-0.000968299j 0.00228397+0.00378411j -0.00087177+0.0040752j -0.00825081+0.00377352j -0.00640537-0.0183139j 0.00212501-0.00313179j -0.00742627-0.0158615j 0.0106831+0.0139151j 0.0146547+0.00924604j 0.0118506+0.0157912j -0.00454595+0.00496202j -0.00860814-0.00754457j -0.000439294+0.00383112j 0.00246132+0.00637407j 0.000155294-0.016365j -0.00623573-0.0187037j 0.000696351-0.01861j -0.00709732-0.0289137j 
-0.00148767+0.00170907j -0.00293767+0.00838598j 0.00294302-0.0020205j 0.00359342-0.00283198j -0.0110204-0.00184264j 0.00282071+0.00312466j 0.00336374-0.00354014j 0.00799231+0.000445643j -0.000123055-0.00305091j 0.00211099+0.00670806j -0.0168795+0.00353205j -0.00460076+0.000934122j -0.00400435+0.0177981j 0.00101624-0.00830768j 0.00181052+0.0101687j -0.0056554+0.00901402j 0.0073488+0.00125235j 0.0030312+0.00829573j 0.000717588+0.00677258j 0.0036226+0.0115717j -0.00667104+0.00497602j 0.00706833-0.00487065j -0.0114013-0.0091315j 0.0135325+0.00310726j 0.0107437+0.00663819j -0.00579506+0.0016238j -0.000558562+0.00206119j -0.000895908+0.00408547j -0.00614891+0.00584351j 0.00318785-0.0111382j 0.00735158-0.00367214j 0.00828598+0.0032869j -0.00722667-0.00859337j -0.00707651+0.00241131j 0.0145831-0.00389372j -0.00151275+0.00202057j 0.00728003-0.00382569j -0.00986396+0.0212844j -0.0156634-0.00252634j -0.00611374+0.000162662j -0.00429638-0.0123459j 0.0152194+0.00284748j -0.0013238+0.00409907j 0.00875636+0.0026834j 0.00385991+0.0137213j 0.0033489+0.000516504j 0.000757267+0.000719362j -0.00240092+0.000701647j 0.011872-0.0150478j -0.00384982+0.00158701j -0.0088684+0.0124542j 0.00626026+0.00367262j -0.00404703-0.0041352j -0.000148703+0.00700307j 0.0147622+0.00939949j 0.00836443-0.00492569j 0.0119916-0.00137601j 0.00882552+0.00142365j -0.00161599-0.000416644j 0.00124506-0.0113069j 0.00793807-0.0033974j 0.00295968-0.0196105j 0.00437118+0.0146228j -0.0111594+0.00497768j -0.013655+0.0111823j -0.011298+0.00530132j -0.0126272-0.00254097j 0.0105073+0.0015849j 0.00542272-0.00570865j 
-2.73759e-05+0.00410126j -0.00811886+0.0121515j 0.00848393-0.00247746j -0.00105068+0.00275452j -0.00178502+0.000565463j 0.00507588+0.00126474j 0.00520422+0.00665096j 0.0019732-0.00202171j -0.00412077+0.00119281j -0.00300548+0.000842461j -0.0145277+0.00336962j -0.00967966+0.0107087j -0.00377036+0.0103234j 0.00151194-0.00345648j -0.00980241-0.00608121j -0.000279621+0.0120028j 0.00664132+0.00632246j -0.0114828-0.00394253j -0.00842022+0.00495357j -0.00359129-0.00150773j -0.0196466-0.00776683j -0.00131826-0.00244166j 0.000749839-0.00586594j -0.00252925+0.00141812j 0.00110168-0.00990424j -0.00273305+0.00141175j -0.000361551-0.00257272j 0.000936169-0.000308511j -0.0014418-0.00426758j -0.00886818-0.0100537j -7.31843e-05-0.00694098j 0.0105277+0.000629404j -0.00502882+0.00610447j -0.00298966+0.00738206j -0.00475089-0.00788512j -0.0106842+0.0150034j 0.00174667+0.00402877j -0.0178462-0.00283376j -0.0204692+0.0263338j 0.00460038-0.0141142j -0.00557774-0.00394932j 0.0132657-0.00593299j 0.00323864-0.0151366j 0.00609253-0.0107028j -0.00135526-0.0226363j -5.01468e-06+0.00129758j 0.00582323-0.0071892j 0.00208451-0.00363706j 0.00370587-0.0161251j -0.0038364-0.018779j -0.0102073-0.0251122j 0.0108973-0.0133625j -0.00176475+0.00279971j -0.00816262-0.00880158j 0.0131093+0.00122586j 0.00735+0.00490941j 0.00722404-0.00233947j 0.020116+0.00697412j -0.00223948-0.00356083j -0.0069942-0.000100209j 5.10503e-05-0.00634707j 0.00191984-0.0389808j 0.00826895+0.0156948j -0.0116497-0.0198925j -0.0192782+0.0044436j -0.0103723+0.0127096j -0.00264798+0.00391328j 0.00477198-0.00190233j 0.00187687+0.0163998j 
0.00309979-0.00216763j 0.0139396-0.00444061j -0.00537819-0.0102292j -0.00856497+0.000791712j -0.00167707-0.000716911j 0.00365353-0.00223432j 0.00132173-0.00216606j -0.000853474+0.00400843j -0.00606168+0.00243014j -0.000178349-0.00449373j 0.00922511+0.0243019j 0.024291-0.00828729j 8.95693e-05+0.0121298j 0.00505348-0.006637j 0.00367345-0.00622485j 0.0102969+0.0155704j 0.00300353-0.00733352j 0.00311601+0.00075312j -0.00578092-1.35545e-05j 0.00141301+0.00603481j -0.00199201+0.00187004j 8.12077e-05-0.00706862j -0.000926645-0.00745664j -0.00281382-0.000577453j 0.00113939+0.000139094j -0.00411342-0.00153621j 0.000634887+0.000329884j -0.0083775-0.00324369j 0.00761729-0.00434048j -0.00178141-0.00226243j -0.00189213-0.000788988j 0.0139246-0.00105388j -0.00907689+0.0156353j 0.00240971-0.0104085j -0.0297726+0.0014569j 0.012085-0.00685113j 0.0218466-0.0148061j -0.0252667+0.0280761j -0.0318845-0.0116321j 0.0148956+0.00917193j -0.0110164+0.0017076j 0.0226832-0.0114006j 4.70339e-05-0.000621876j -0.00327504-0.00490918j -0.0110622-0.00642217j 0.00335531-0.0050911j 0.00088326+0.00128066j -0.0040573+0.00508305j 0.00653822-0.0176379j -0.00357134-0.0134355j -0.016327-0.00429506j -0.000947342+0.0080862j -0.00586864+0.000883991j 0.00422614-0.0122011j 0.0238141+0.00552967j -0.0123397+0.020336j -0.00148912-0.0113997j 0.0188984+0.00690838j -0.0280126-0.0130966j -0.019187+0.0120152j 0.0173579-0.00527881j 0.0096272-0.042585j 0.0289781+0.000759591j -0.00625524-0.0197557j -0.0261349-0.0115428j -0.00198759+0.0107746j 0.0369096+0.0135861j -0.000684347+0.00257922j -0.00210305+0.0267531j 
-0.00206381+3.15978e-05j -0.0208157+0.000538474j 0.000271533+0.0109328j 0.00801063-0.00666946j 0.000490256-0.00168904j 0.000226767+0.00202324j -0.000965482+0.00670467j 0.000971151+0.00110522j -0.00127895-0.000793855j -0.00289501-0.00184013j -0.0177749-0.0307069j -0.0123768+0.0152599j 0.0115464+0.00296482j 0.00866053+0.00125802j 0.0184741+0.0163491j 0.00733939-0.00431829j -0.000547229+0.00268411j 0.00413052+0.000510744j 0.000955112+0.00341691j -0.000679243-0.0066505j -0.000901399-0.012901j 0.00194555-0.00675156j 0.00388612-0.00146306j -0.00246522+0.00129917j 0.00403537+0.00171702j 0.000344812+0.00131439j -0.00682147+0.00127499j -0.00438549+0.00328696j 0.00544564+0.0124484j -0.00424919+0.00373933j -0.0030205+0.00842702j -0.00473042-0.00371493j 0.00862745-0.00330452j -0.00826372+0.00379016j 0.0127355-0.0333963j -0.0383461-0.00450727j -0.0281489+0.0221751j -0.00094009+0.0198537j -0.00357288+0.00329308j 0.0250129-0.00401459j 0.0171498-0.0114642j -0.0246087+0.00465682j -0.0225147-0.00213818j -0.0222739-0.0194299j -0.00153909-0.0252669j -0.014851-0.0104738j 0.0242382+0.0085801j 0.0282074+0.0118067j -0.00549651-0.0277497j -0.0014916-0.00479202j -0.00462318+0.00712184j 0.00612679+0.0146599j -0.00433809+0.0192782j -0.0196262-0.00735673j -0.0217868-0.00522697j 0.00549394+0.00649833j 0.00101701+0.0185416j 0.05369+0.0262641j -0.0318707-0.0351159j -0.0145921-0.0457025j -0.0194935-0.0629025j -0.00831931-0.00181103j -0.0277556+0.0444923j -0.0310304-0.00399123j -0.00397367+0.0048033j 0.0131821+0.0196499j 0.0215856+0.0457651j 0.0255867+0.0255222j 0.0325334+0.0389762j 
0.00245337-0.00252984j -0.00204146-0.00548743j -0.0063611+0.00297503j -0.00197728+0.0109458j 0.00349176+0.00593442j -0.00293413+0.00112285j 0.00261552-0.00440733j -0.00359941-0.000262004j 0.001824-0.0013149j -0.00248024-0.00409239j 0.00377138-0.0114951j 0.0143437-0.0101105j -0.00651888-0.00377732j 0.0104727-0.00263463j -0.00254096+0.00424016j 0.00567019-0.000197944j -0.0052271+0.00234962j 0.000326057+0.00297832j 0.00857155-0.000387477j 0.00315753+0.00154888j 0.00817178-0.00880696j 0.0052635+0.000117302j -1.6756e-05-0.00150048j 0.000873472+0.000770231j -0.00866459-0.0075158j -0.00235607-0.00384286j 0.00472057+0.00136145j -0.00566175-0.00359385j -0.000340024+6.26445e-05j 0.0100302-0.00172962j -0.00042371+0.00188061j -0.00526376-0.00498869j -0.00453185+0.0184294j 0.00665131-0.00826766j 0.0151713-0.00693409j 0.0208603-0.0206332j 0.0101209-0.00141166j 0.0229081-0.0328039j -0.000195656+0.00515286j -0.000831855+0.00119123j 0.000623328-0.00812678j 0.00130582+0.0078643j 0.000473189-0.00743541j 0.00214064-0.00235093j 0.010339-0.00736363j 0.0082917+0.000586592j -0.0173769+0.00304673j -0.0116947-0.000835019j 0.00940341+0.00174706j 0.00515094-0.00372706j 0.00556891-0.0107127j 0.010251-0.00653906j 0.017164-0.00383764j 0.0107137-0.00541539j 0.0102506-0.00417137j -0.0168802+0.00122474j -0.00626572+0.006998j -0.0315963+0.00993573j -0.0237611+0.00880037j 0.0206781-0.00539553j 0.0170474+0.00306384j 0.0145287-0.00205802j 0.00773723+0.0141001j 0.035733+0.00795433j 0.0157243-0.00549605j 0.00442095-0.00910252j 0.00374836-0.0153381j -0.00422837+0.00865701j 0.00942375-0.0323861j 
-0.00512121-0.00691704j -0.0152447-0.028018j -0.0198331+0.00885914j 0.00416459+0.00827757j 0.0027429-0.00809243j -0.00301189-0.00242649j 0.00301985-0.00674647j 0.00686599-0.00166871j 0.00412641+0.000648983j -0.00542171+0.00387385j 0.0291139-0.0365565j -0.0133402-0.0166624j 0.000289109+0.00934359j -0.0063755+0.00608335j -0.000410538+0.0123065j -0.00530767+0.024503j 0.00908928-0.00630833j -0.000927079-0.0120124j 0.0154264-0.00187081j 0.000128538+0.00728286j -0.00366003-0.00188662j -0.00976208-0.00857856j -0.0098145-0.00888972j 0.000528602-0.00333081j -0.00529676-0.00499982j 0.000433458+0.000994682j 0.00365419+0.00543694j 0.00564096-0.00124232j 0.000912477+0.0111484j -0.00557055+0.0044654j 0.00187101+0.0167902j 0.00292354-0.00494867j 0.00450296+0.0119897j -0.00206504-0.0157598j 0.0240962-0.0162548j 0.0445707-0.0310045j -0.00156914+0.0270952j 0.0136203-0.00272766j -0.000974123-0.0121557j 0.0136028+0.00418001j -0.00172645-0.0126112j -0.00473318+0.00410085j -0.0244072+0.00840301j -0.0329959-0.0159655j -0.0152661-0.0394121j -0.00715885-0.0132358j 0.00810203+0.0135938j 0.0123196+0.0153325j -0.00247496-0.0323624j -0.0058433-0.00472731j -0.012427+0.00793686j 0.000213025+0.00846897j 0.0222209+0.00693452j -0.00426927+0.0104609j -0.00872178+0.00443155j -0.00224691+0.0156924j -0.0108564+0.0185322j -0.00486777+0.0363966j -0.0467404-0.00336385j 0.0246559-0.0440778j 0.00742884-0.0362154j 0.00254763-0.00766983j 0.0355141+0.0289713j 0.0333548+0.0163836j 0.0166168+0.00525142j 8.8512e-05+0.0220327j 0.0131174+0.0120596j -0.0030695+0.0257981j 0.0464761-0.00179722j 
0.00463978-0.00333874j 0.0167816-0.0152442j -0.00306815-0.0143869j 0.00152077+0.00803835j -0.00279091+0.00189955j 0.00459246-0.00369065j -0.00213256-0.00469761j 0.00446792+0.000516105j -0.00369204+0.000246434j 0.0040316-0.00458562j 0.0111174+0.010224j 0.0094669-0.0141591j 0.00043135-0.000497504j -0.00398547-0.00607453j 0.0143623-5.62157e-05j 0.00768416-0.000250474j 0.00673937-0.00178608j 0.00296649-0.00800773j -0.00681275-0.00703775j 1.11712e-05+0.00356869j -0.00320014+0.0024827j -0.0114362+0.00256922j -0.00520086+0.00187633j -0.00562924-6.09013e-05j -0.00409107+0.000125959j 0.00148339+0.00194849j -0.00163528-0.00276083j 0.00725904-0.00543778j 0.00369886-0.00283894j -0.0116841-0.00218923j -0.00249665-0.000590418j 0.00496177+0.00356674j -0.00816632+0.00478949j -0.000602822+0.00152194j -0.0268547+0.0168118j -0.0303536-0.0167303j -0.00601515-0.0252836j -0.0162551-0.0225281j -0.00145202-0.00431835j 0.00411422+0.010265j -0.010759-0.0103939j 0.0084346+0.00970449j -0.00871278+0.00546387j -0.012897+0.00540663j -0.00919938+0.00423946j -0.00538548+0.00294786j 0.0113589-0.00598971j 0.00866094-0.00797144j 0.00234064+0.0044258j 0.000150099+0.000954768j -0.00303794+0.0115109j -0.00268919-0.00652649j 0.00125011-0.018913j 0.000138464+0.0091678j -0.00504004+0.0025207j 0.00208543-0.00494505j 0.0187084-0.00149744j 0.0431347+0.00300911j -0.00336879+0.0237183j -0.0695033-0.0178103j -0.0386988+0.0255833j -0.0105764-0.00472844j 0.0275408+0.00662514j -0.0154239+0.00905772j -0.00879725+0.00232058j 0.00229434-0.00800013j 0.0410861-0.0159358j 0.00300065+0.00163057j 0.0102922-0.0380497j 
-0.000810199+0.00231481j -0.00660525+0.00601803j 0.00489481+0.00563859j 0.00145035-0.00187069j 0.000861854-0.000784495j -8.94333e-05+0.00208066j -0.000784338+0.00202798j -0.00187948+0.00256723j -0.000209988-0.000504742j -0.000234315-0.000471576j -0.010044-0.00375036j -0.00543569-0.00231535j -0.000706725+0.00618493j 0.000903789-1.36231e-05j -0.00166406-0.00107048j -0.00582182-0.000280162j -0.0024542+0.00180083j 0.00278795-0.00030446j -0.00547925+0.00564244j -0.00110059-0.000537221j 0.00422044-0.00387698j 0.00315957-9.05314e-05j 0.00384375-0.00220462j -0.000742366+0.00156167j -0.00249052+0.00267922j 0.00667399-0.00356057j 0.000167958-0.00126621j -0.0070486+0.00168709j -0.00521169-0.00161867j -0.000604538-0.00353991j 0.00143393+0.00204921j -0.000894982+0.00441125j 0.00638244+0.0029691j -0.00605615+0.00728297j 0.0207417+0.00855084j -0.00127363+0.010979j 0.00354945+0.0178814j -0.00101223+0.0148561j 0.0045089+0.0100203j 0.00299308-0.0191416j -0.00569828-0.00603289j 0.0051524+0.0052407j -0.0150895+0.0094961j -0.00862383+0.00240074j 0.00595317-0.0137909j 0.00134861-0.00431053j -0.000913176+0.00872872j 0.000859341+0.00450498j 0.00910043-0.010277j 0.00101524-0.00190161j 0.000469771-0.000500377j -0.00119032-0.0017355j 0.00873831+0.00378807j 0.00615466+0.00234309j 0.00168451+0.00181964j 0.00490206+0.0177155j -0.0066964+0.000826009j -0.000373981-0.0184564j -0.0169981-0.00142302j 0.0316333+0.000410875j 0.0181735-0.00930041j 0.00199815+0.00129438j -0.00401161+8.14247e-05j 0.00951526-0.00143124j 0.00522365-0.00044673j -0.0109748-0.0072892j -0.0366735-0.0182165j 0.00925816+0.0162474j -0.0139809-0.00209291j 
0.00226455+0.000706901j 0.00784236+0.00159907j 0.00203085-0.00594224j 0.00041208+0.0015419j -0.00110077+0.00274055j 0.000752543-0.0010275j -0.00204047-0.00195282j -0.00175983+0.000432595j -0.00135023-0.000712856j 0.00269015-0.00168009j -0.00049979+0.00958164j 0.00151907-0.00113855j 0.00102277+0.000191706j 0.00123376-0.00346139j -0.00297709-0.00636376j 0.00313143-0.00293228j 0.00158721-0.000187361j -0.00169509+0.00348194j 0.000865587-0.006983j 0.00125873-0.00103194j -0.00133157+0.000270779j 0.0034677+0.00408247j 0.00287491+0.00353029j 0.00038557+0.00110061j 0.00127576+0.00144679j -0.00695976+0.00444987j -0.000741653-0.00180197j 0.00267203-0.00568496j 0.00239717-0.00414797j 0.00430496+0.00446018j -0.00195497-0.00246971j -0.0075965-0.00622347j 0.00400151+0.000901217j -0.0139572-0.00697363j 0.00888196+0.0230184j -0.00917142-0.00981412j -0.000889415+0.0104519j -0.00813697+0.00171528j -0.00157273+0.00304678j -0.00371138-0.00180928j -0.00443472-0.000895505j 0.00345387+0.00319186j 0.0111068+0.00340722j 0.00572103+0.00659705j -0.00351383+0.00633196j -0.000823181+0.00735654j 0.000531821-0.0173017j 0.000157134-0.0162519j -0.00399251-0.00498268j 0.00134569-0.00417346j 0.00444936+0.00556294j 0.00932719+0.00131318j 0.00826089+0.00124929j -0.000370388-0.0017721j 0.00485654-0.000528138j -0.00674801+0.00328195j 0.00707979+0.0174094j -0.00781249-0.0198489j -0.000744462+0.037609j 0.0327573+0.0155264j 0.0290529+0.0271346j 0.000448954+0.00673169j -0.00363937-0.0265281j 0.00973542-0.00746124j 0.00563128-0.0037386j 0.0035055-0.0287439j -0.0223275-0.0439456j 0.0305811-0.00133429j -0.0367219-0.0883125j 
