-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
0.00194415+9.94657e-05j -0.00159818-0.000747703j -0.00523583-0.00263298j -0.000494143-0.00173573j -0.000618233-0.00866426j -0.00160684+0.00147311j 0.003664+0.0058989j -0.00122531+0.000231032j 0.00865786-0.0052739j 0.00144847+0.00838431j -0.00261001-0.00544566j 0.00141915-0.00420789j -0.00214492-0.00100134j 0.00144888+0.00162019j 0.00834377-0.00465353j -0.00368654-0.0111838j -0.00194294+0.00537639j 0.00633305+0.00456313j 0.00127129-0.0130142j -0.00183534-0.00584147j -0.000111587-0.00459767j -0.00358265-0.00896782j -0.00504068-0.00958168j 0.00327708-0.000581706j -0.0023336+0.00976953j -0.000148308+0.00107505j 0.00850696+0.00208792j 0.00333151-0.0145769j -0.0168344-0.0221508j 0.00211551+0.0137148j 0.003651-0.00402456j -0.00127773+0.023365j -0.0119124-0.0016695j 0.00680547+0.00336223j -0.00597964-0.01676j 0.00702116+0.0091445j -0.000874345-0.00748969j -0.000910283+0.00334507j -0.00282632+0.00653815j -0.00362072+0.00178712j 0.00209481-0.017392j -0.00559757-0.0135189j -0.00459042+0.00174104j -0.00807509-0.0116022j 0.00339913+0.00186151j -0.00788264+0.0224177j -0.00559689-0.0040147j 0.00487201+0.0112804j 0.00233125+0.00036566j 0.00883052+0.0106563j -0.00285043-0.0207628j -0.00177644-0.0060865j 0.00898593-0.0277666j -0.00938182+0.000444394j 0.00734797-0.00323568j 0.00856215+0.00408518j 0.011037-0.0121649j 0.00646224-0.00512198j -0.00279849-0.00132623j -0.00254466+0.0180908j 0.00546462-0.0181645j 0.00958303-0.0140517j 0.0194304-0.023754j 0.0112344-0.0104284j -0.00758487-0.00467359j 0.00420772+0.00504808j 0.000644392+0.0141658j 0.012552-0.00990822j 0.00480531+0.00817574j -0.0101508+0.0103405j 0.0105329-0.00345187j -0.000803137-0.00166375j -0.00389446-0.00457845j -0.00279559+0.00385176j 0.00067167-0.00151213j -0.00130273+0.004552j -0.00218478-0.00186406j 
0.00204307+0.00407947j 0.00556608-0.00163829j 0.000994689-0.00409323j -0.000223792+0.000228819j 0.000218442-0.00460497j -0.00201794+0.000489036j 0.00137999-0.00170317j -0.00726143+0.00872467j 0.000216616-0.00292611j 0.00142445+0.00155548j -0.00386467+0.00259851j 0.00216137-0.0033673j -0.000657418-0.000303547j 0.00300312+0.00510245j 0.00130699-0.00831248j -0.00144247-0.0089045j -0.00396337+0.000428424j -0.00448662+0.000460186j 0.00149335+0.00368105j -0.000545763+0.00841724j 0.0071722+0.00512472j -0.00290222-0.0015904j -0.00603812-9.69496e-05j 0.00793906+0.00143407j -0.0034977-0.0268757j 0.00315862+0.00402067j 0.00224762+0.0171427j 0.0146533+0.0102863j -0.000419772+0.00791914j 0.0063118+0.0133904j -0.0087427-0.0155186j -0.0029547+0.0122774j -0.00348834-0.021335j -0.00238105+0.0049272j -0.00118865-0.00706322j -0.00129956-0.0039855j 0.00118588-0.0353234j 0.00570358-0.000243012j 0.00202832+0.0072716j -0.00623376+0.000847986j 0.00621632+0.0326221j 0.00188365+0.00590202j -0.000121466+0.0154064j -0.00249928-0.00186088j -0.00149427-0.0048018j 0.0067064+0.00127559j 0.000227316+0.00316986j 0.0103418-0.00797492j -0.00224991+0.011187j -0.00479496-0.00234334j 0.00483379+0.0150152j -0.00233101+0.0158868j -0.00216695+0.02764j -0.0161442+0.0212828j -0.00733382+0.00168132j 0.0042307-0.00349894j -0.00732385-0.00435212j -0.00930305-0.00025746j 0.00428224-0.0169027j -0.0106307-0.00208869j 0.00423051+0.00138141j 0.00754162-0.0123688j -0.000545266-0.00947098j 0.00325672+0.00100018j 0.0095564+0.00973488j 0.00216683+0.00352637j -0.00549309+0.00231185j 0.0029097-0.0112906j 0.0110971+0.000651597j 0.000529343+0.00378041j 0.000139593-0.00269288j -0.00152998+0.00159596j -0.000233901-0.00352181j -0.00327255+0.000718482j -0.00364961+0.00153687j 0.000735737-0.00434789j 0.00477459-0.00387245j 
-0.00348337-0.000721309j -0.00262456+0.00404706j -0.00791182-0.000114808j 0.00107609-0.00641773j -0.003115+0.00263666j 0.000370679-0.00165847j -0.00195871+0.0037454j 0.00164142+0.00367118j 0.00456259+0.000735259j -0.000876469-0.00502066j 0.00315178+0.0130652j 0.00119379+0.0030281j -0.00393402-0.00959551j 0.00028364-0.0024223j -0.00808577-0.0020875j 0.00570344+0.00756562j 0.00519467-0.000199129j -0.00731601+0.00879014j 0.00194385+0.00151419j -0.000473147+0.00248928j -0.00366019+0.00432953j 0.00366615+0.000136885j 0.00482367+0.00549812j -0.00188162-0.00117733j -0.000292759-0.00506197j -0.0126195-0.0155141j 0.00102839+0.00187625j 0.0015872+0.0117904j 0.00302133-0.000355404j -0.00654499-0.00202966j -0.00700063-0.00659851j -0.00112634-0.00337009j 0.0035104-0.00838093j -0.00141515+0.00542377j -0.00335834+0.00903698j 0.00421444-0.00243242j -0.00138636-0.00914414j -0.00475473+0.0130595j -0.0118688-0.00438844j 0.00156215-0.0113314j -0.00623987-0.00499424j 0.00528174-0.0012531j 0.00522439+0.00128655j 0.00163224+0.00334555j 0.00535487+0.0129072j 0.0113396+0.0124962j 0.0110687-0.00321579j -0.0109135-0.000990916j -0.00126149+0.000371906j -0.0136677+0.00711926j -0.00555263+0.0188809j 0.0123845-0.000523551j -0.00230255-0.0121008j 0.0139074+0.00077512j 0.00311546-0.00266475j 0.000669701+0.0104641j -0.00242669-0.00880662j 0.00713641-0.00861228j 0.0121728-0.00788558j -0.00202236+0.00373119j 0.00252084-0.0222811j 0.0116463+0.0282381j -0.00994522-0.00177158j -0.000324002-0.0275918j -0.00182947-0.00724919j -0.00664683-0.00286431j -0.00268299+0.0147427j -0.00349019+0.00813992j 0.00186614+0.00399271j -0.0050423+0.00528822j -0.00405828-0.00721034j 0.00199941+0.0040246j 0.00386187-0.00801849j -0.00580393+0.00469622j -0.00153965+0.00369151j 0.0027309+0.00745761j -0.00471935+0.00305801j 
0.00307482-0.00153661j -0.00519958-0.000569059j -0.00147913+0.0024633j 0.00145211+0.00184369j -0.00284079-0.00348293j -0.00475057+0.00200128j 0.00882552+0.00687235j 0.00418855-0.00545595j 0.00104397-0.00071548j -0.000173132-0.00153292j 0.00369813+0.00577111j 0.00153739-0.00329691j -0.00034028-0.0060562j -0.000123964+0.00146133j 0.00464804-0.00595093j 0.00221203+0.0100376j 0.00396471+0.00176193j 0.00125846-0.0055342j -0.00304964+0.00451891j -0.00510507-0.012464j -0.00278957+0.000886867j 0.00735754-0.000300222j 0.00227972+0.00725009j 0.00074681+0.00157774j 0.00706742+0.00129717j 0.00224359-0.00808801j -0.00644858-0.00415176j -0.00382894+0.00821339j 5.59475e-05+0.00147593j -0.000502721-0.0054837j -0.00350827+0.00517752j -0.000495966-0.00679336j 0.00172309+0.00210158j -0.00462504+0.00693541j 0.000498108-0.00650196j 0.00555498-0.0148808j -0.00224913+0.00292286j -0.00906519-0.00970914j -0.00596468+0.00257379j -0.00358394-0.00821418j -0.00434634+0.000870225j 0.00892784-0.0127332j 0.00590415-0.0042417j -0.000932524-0.00383459j -0.000865572+0.00528821j -0.00208585+0.000648102j -0.00845348-0.0120257j 0.00295234-0.00974887j -0.000354395-0.00386866j -0.00932251+2.00122e-05j 0.00928932+0.0155689j -0.00653561-0.00652571j 0.0120716-0.00719191j -0.00320151+0.00475659j -0.010713+0.0222385j 0.00290087+0.0208717j 0.0218056-0.000403278j 0.00715663+0.0168523j -1.55443e-05-0.0007159j 0.0099729-0.0121125j 4.24473e-05+0.0400561j -0.0115761-0.0127539j 0.00206599-0.00973686j 0.016099+0.00224895j -0.00376113-0.000478469j 0.00455107+0.00884956j -0.00615863-0.0018107j -0.000645518-0.00620726j -0.00478071+0.00462759j -0.00171833+0.0124603j 0.0139625-0.00501642j -0.000979635-0.00339441j -0.00370222+0.0109043j 0.00115132+0.00205587j 0.0010704-0.00703612j -0.00262335+0.00826771j -0.0014779+0.000343465j 
0.000831197-0.0047676j -0.00293617+0.00107836j 0.00108486-0.000773811j -0.000948506-0.000481127j 0.00287845+0.0014172j -0.00058091+6.40631e-05j 0.000604716+0.00443346j 0.00387684-0.00472823j -0.00106798-0.000501962j 0.00184778+0.00720127j 0.00559892+0.00155797j 0.00196784+0.00735581j -0.00421519-0.00683106j -0.00243774-0.00226894j 0.00234459+0.00241499j -0.00426536-0.0123782j -0.00277721+0.00318938j -0.000125297-0.00766118j -0.0035974-0.0209075j 0.00307875-0.00503797j 0.00528844+0.00637969j 0.000819738+0.0057368j 0.00309084+0.0118569j 0.0010461+0.00783187j -0.00403866-0.0131147j 5.45442e-05+0.0115432j 0.00171579+0.0193279j 0.00183076+0.00244971j 0.00382197+0.000580125j -0.0036571+0.000686269j -8.82683e-05-0.0119861j 0.00512504+0.00416821j 0.00598248-0.0129833j -0.000709393-0.00502796j -0.00136819+0.0155405j -0.00117224+0.00901582j -0.0100065-0.0278205j 0.000176261-0.00354603j -0.0108482-0.0106424j -0.00434805+0.00779342j -0.00361555+0.0341921j 0.00182192+0.00962243j -0.00200113-0.000885101j -0.00331877+0.0268699j 0.00503481-0.00645277j 0.00757871-0.0105594j -0.000347434+0.0206934j -0.00606315+0.00878125j -0.00266837+0.0194776j -0.00819313-0.00108846j -0.0170443+0.00303134j 0.00300771-0.0233182j -0.00718526+0.00236343j -0.00178403+0.00405241j 0.00535021-0.012155j -0.00647543+0.00585429j -0.00867165+0.0263946j 0.00522636-0.00809488j 0.00830941+0.00697178j 0.0179685-0.00695768j -0.0106508+0.00835802j 0.00326524-0.0209365j 0.012131+0.00465483j 0.00861209-0.00422995j -0.00923026-0.00575427j 0.00146223+0.0107083j 0.0123151-0.0157395j 0.000846237+0.006428j -0.00789588-0.00124541j -0.0074494+0.00173441j 0.00363585+0.0017283j -0.00159524-0.0073032j -0.00136272+0.00251843j 0.00234992+0.0043532j -0.000188144-0.00447484j -0.000998151+0.0051806j -0.00160014+0.00222292j 
0.00370526-0.000269125j -0.00284332-6.91799e-06j -0.00413966+0.00389728j 0.000382289-0.00188115j -0.00182796-0.00507176j -0.000783796+0.000763058j 0.00173782+0.00414294j 0.00247733-0.00249288j 0.00570046+0.00651537j -0.00115275-0.00643198j -0.00356879-0.00901795j 0.00235931-0.00886456j -0.000286592-0.00399852j -0.00130235-0.00681388j -0.00171604-0.0140084j 0.00384569+0.00717043j -0.00823885-0.00909106j 0.00505415+0.0109682j 0.00362994+0.00270257j -0.00306983+0.000920191j -0.0012445+0.0156942j 0.00348414+0.000438735j 0.0113944+0.000738303j 0.00294641-0.00419921j 0.00341111+0.000117656j -0.00206592-0.0116563j 0.00363246+0.0176222j 0.00325324-0.00429419j 0.00950573-0.00253842j -0.00209509-0.0118671j 0.00162706-0.0137052j -0.00242516-0.00315692j 0.00095007+0.00941971j 0.0144162+0.00224839j 0.00697123+0.00924164j -0.0120196+0.0110388j 0.000404968-0.00208315j -0.000979793+0.00657568j -0.00863734+0.0020572j -0.00657871-0.0110885j -0.00208752-0.00358374j -0.00857797-0.00137393j 0.00336568-0.013089j -0.00576094+0.00404051j -0.0159736-0.00264351j -0.00292187-0.0167191j 0.00204683-0.0132225j 0.0154124+0.00597451j -0.00376506-0.0116963j 0.00600944+0.00237451j -0.0139487+0.0271121j 0.00489034-0.0107716j -0.0076632+0.00701508j -0.00491685+0.00512835j -0.0113421-0.00286214j 0.00838667+0.00697715j -0.00825783-0.0116071j 0.0114787-0.0178893j 0.00231985-0.00107008j -0.0128968-0.00606414j 0.00135075-0.00860009j -0.00459394-0.00171158j -0.000672978+0.00632761j 0.00123344+0.0079098j 0.00907071-0.0041349j 0.000596194-0.00747271j -0.0050929+0.00111463j 0.003879+3.04843e-05j -0.00205096-0.000303819j -0.0018743+0.00424682j 0.00370744-0.00356598j 0.00401034+0.00418429j -0.00183062-0.000101934j 0.00073456+0.00668789j 0.0043521-0.00118655j -0.0026104+0.00266074j -0.00204944-0.00173876j 
-0.000784471-0.00684063j -0.00361229+0.000803681j -0.0020976+0.00533891j 0.00180078-0.00729252j 0.00119239+0.00208119j 0.00463923+0.00580708j -0.0033126-0.00215267j 0.00238836-0.000673906j 0.00206341+0.0018209j 0.00010348+0.00419239j -0.0022345-0.0106671j 0.00177524-0.00506547j -0.0031844+0.000893855j -0.00446871+0.00630718j -0.00219436-0.0124787j 0.00157299+0.0146141j 0.000867875-0.00165583j 0.00703475+0.00224866j -0.00128443+0.00979148j 0.00027008+0.00480382j -0.00418044+0.00643906j -0.00655592-0.00122561j 0.00613458+0.010916j 0.00105418+0.00896268j -0.00331049-0.0077456j -0.00159799+0.0198742j 0.00654309+0.0143739j -0.00145257-0.00473994j 0.00885932-0.00876755j -0.00330182+0.0155981j 0.000784223-0.01396j -0.00458504-0.00508993j -0.00578537-0.0128484j 0.0053187+0.0228009j 0.00112563+0.01634j 0.000650746-0.00916371j -0.00168956-0.0129751j 0.00111681-0.0102182j -0.0122115+0.00910756j 0.00411983+0.0104969j -0.00922933+0.00808075j -0.00326923+0.00224785j 0.00107233+0.017562j -0.0163629+0.00981409j 0.00962767-0.000740969j -0.0133858-0.0122776j 0.00389816-0.0111298j -0.00225218-0.0122865j 0.0012048+0.0133924j -0.000661948-0.00806086j -0.00227934-0.0141099j 0.0071011-0.00172215j 0.0116659-0.00136507j 0.00195379+0.0144284j 0.00384035+0.00294278j 0.000581032+0.00113952j 0.00400118-0.000694863j 0.00903846+0.00161233j -0.00155243+0.00772389j -0.00891072+0.0177565j 0.000619787+0.00870974j 0.00574386+0.00463609j -0.00902901+0.0117461j -0.00641003-0.00531273j -0.00284619-0.00378937j 0.00603875-0.00145748j -0.0075503+0.00768308j -0.00396204+0.00710409j 0.00857189+0.000208231j 0.012624-0.00494866j -0.00152283+0.00286556j -0.00100269+0.00112862j 0.00256825-0.000584096j 0.000548224-0.000982534j 0.00500257-0.00145j -0.00158604+0.0039398j -0.00442534+0.00412193j 
0.00435917+0.00334924j 0.00219753+0.000507736j -0.00488439+0.00238349j -0.00487828-0.00290036j 0.00308411+0.00479889j -0.00155838+0.000409193j -0.00257336-0.000164153j 0.00274108-0.00233993j 0.00207666-0.000529979j -0.00341992-0.00619959j -0.00378117+0.000222686j 0.00378779-0.00637077j 0.00423799+0.00218827j 0.00107117-0.00442019j 0.00418017+0.00417971j -0.000153153+0.00669768j -0.00666024-0.000920824j -0.000141304-0.00172265j 0.000144829+0.000508574j -0.00276805-0.0015826j 0.00319637-0.00249231j 1.4323e-05+0.00158706j -0.00187541+0.016051j 0.00130284-0.00357085j 0.000621506-0.0085546j 0.00186862+0.0116189j -0.00892177+0.00778666j 0.000894849-0.0119806j -0.0067328-0.00766853j 0.00592409+0.010875j 0.000641562+0.00545048j -0.00250477+0.00202993j 0.00121724+0.00853002j 0.000238939+0.0217888j 0.00963499+0.0240228j -0.00218835+0.00751931j -0.0060401-0.00433063j 0.0046559-7.95956e-05j 0.000806964+0.00039453j 0.00771254-0.0107947j -0.00193448+0.0191958j -0.00100973+0.0127466j 0.00226403+0.0104131j -0.00976699+0.0158022j -0.00479399-0.0154312j 0.00392192-0.0066359j -0.0158622+0.0185571j -0.0006823-0.00920869j 0.00643236-0.000467265j -0.00588206-0.00445387j 0.0172426-0.000140993j -0.0032694-0.0165264j -0.00110301-0.00292007j 8.7466e-05-0.000818067j -0.0219738+0.00712353j 0.00693156-0.0145091j 0.00106547-0.0209805j 0.00587846-0.00671056j 0.00486445+0.00759055j 0.0025453+0.0129756j 0.000731168-0.00356604j 0.0072086-0.0259652j -0.00766043+0.0182464j -0.0119178+0.0126233j 0.00376928+0.00050432j -0.00710996+0.00960164j -0.00542461-0.00389043j -0.00587707-0.00826588j 0.00462542-0.00303608j -0.00120767+0.00428165j -0.00628751-0.000498062j 0.0100136-0.00712318j 0.00384534-0.00287959j -0.00403146+0.0108127j 0.00414477-0.00206224j 0.000560587+0.000318292j 0.00243504-0.00334154j 
0.0022265+0.00699618j 0.00644912+0.000210824j -0.00149538+0.00792434j -0.00311629+0.00126113j 0.00106734-0.00220991j -0.00251763-0.00463618j -0.000820092+0.00121946j 0.00231865+0.00951745j -8.92512e-05+0.00566183j -0.00371071-0.00327175j -0.00201381-0.00272545j 0.00730879+0.00312462j -0.00211914+0.00171662j 0.003849-0.0039772j -0.00470767-0.01617j 0.00582453+0.0145114j -0.00398062+0.00181108j -0.00433144-0.00382058j 0.00253835+0.00575856j -0.00298442+0.0124654j 0.00436868+0.00899026j 0.0029173+0.0082108j 0.00176682+0.00362024j 0.00872863+0.00902264j 0.00310172+0.0102923j 0.00261269+0.00147094j -0.00879885+0.00155744j 0.00508453-0.000135206j 0.00203647+0.00534403j 0.000794977+0.00108354j -0.00118876-0.000244079j -0.00425154+0.000545462j 4.45139e-05-0.000833587j -0.000966573+0.00134659j 0.00161008-0.00824376j 0.00671612-0.00702959j 0.00300825+0.0199888j 0.0064449+0.0108594j 0.00228333+0.00558222j 0.000220521+0.013993j -0.00997501-0.00991624j 0.00155504-0.0109211j 0.011297+0.00382607j 0.0165155-0.0091764j -0.0131989-0.000441548j 0.00470146+0.0088769j 0.0122819-0.0180587j -0.0133502-0.00157346j 0.000309144+0.00713394j 0.00420905+0.0193563j 0.00804335+0.00610845j -0.00714621-0.00972976j -0.000518585-0.0122924j 0.00104234+0.00126693j 0.0249236-0.00920037j -0.029084-0.00415247j -0.000133288+0.00367068j 0.00306788-0.0201109j -0.00357229-0.00718716j 0.0112145-0.0126379j -0.026046-0.00736556j -0.0022924-0.0163556j 0.00887202+0.0187489j -0.00224897+0.00537232j -0.00613744+0.0166391j -0.000407922+0.0120448j -0.00411944-0.0113344j 0.00346615-0.00386967j 0.00519044-0.00908446j 0.00105895-0.000954319j -0.00244461+0.00435176j 0.00790102-0.00386195j -0.00345784+0.00272046j -0.00460193+0.00601761j 0.00316733+0.000871163j 0.00127674-0.00662765j 0.00509384-0.00037661j 
0.000913449-0.00138847j -0.00160556+0.00151838j -0.000959785+0.000586666j -0.00126641-0.00448455j 0.00223185+0.000537508j -0.0031265-0.00362954j -0.00345123+0.00719979j 0.0010046+0.00145747j 0.00204799+0.00232763j -0.00573766-0.00777344j 0.0016738+0.00828094j 0.000744606+0.000133179j -0.00391938-0.00210335j 0.00375789+0.000763691j -0.00362306-0.00712555j 0.00154747-0.00564716j -0.000158665+0.00120914j -0.000385651-0.00484776j 0.00465421+0.00370932j -0.00282143-0.00517722j 0.000326667-0.00514182j 0.00190195+0.000245456j 0.00022656+0.00629997j -0.00376417-0.0041786j -0.00391702-0.00848591j -0.00198978-0.000197554j -0.00150707+0.0103112j -0.00158271+0.000330335j -0.00238238+0.00194547j 0.00272123+0.00318585j -0.00124865+0.00638303j -0.00440975+0.0118146j 0.00516724+0.00235529j 0.00508372-0.017361j -0.00104608+0.000857528j -0.00366087-0.00823177j 0.0035044+0.00481955j 0.000838696+0.00958211j 0.00553001-0.00795953j -0.00325743-0.00845527j 0.00414431-0.000262313j -0.00195434+0.000899019j 0.000199722+0.000301137j 0.0182428-0.0307741j -0.00879812-0.00585597j -0.00119368-0.0100235j 0.00185365+0.00854579j -0.0145088-0.0146344j -0.00951482+0.00436546j 0.00910664+0.0149961j 0.00510954-0.00146461j 0.0045258+0.014472j -0.00299338-0.0194641j -0.00756192-0.00382507j 0.00509011+0.0206596j 0.00339566-0.0143781j -0.0045452-0.00478291j 4.76115e-06+0.0161925j -0.00674618-0.00216976j 7.81819e-05+0.0120569j -0.0137829+0.00112662j -0.00247144+0.00138115j -0.000321367+0.0137989j 0.0037406-0.00403244j 0.00745194-0.0204586j -0.00123611+0.0139713j 0.00122339-0.00215599j 0.00296894+0.00581144j 0.00220674-0.00994804j 0.00168733-0.00341351j -0.00253463+0.00683359j 0.00319279-0.00953345j 0.00390603+0.0012865j -0.000734797+0.000962635j 0.00050621-0.00459728j 0.000433989+0.00221776j -0.00152572-0.00064576j 
-0.00180718+0.00142991j -0.00131098+0.00356875j 0.00530108-0.00375601j 0.0037694+0.00562566j -0.00255202-0.00420461j -0.00484377+0.00886331j 0.00164494-0.00540988j -0.00255684+0.00464723j -0.00332354-0.00389115j 0.00151004+0.00390365j 0.000123769+0.0128434j -0.00280369-0.00041278j 0.00175883+0.00478569j -0.00113295+0.00916949j 0.00238719+0.00694536j -0.00165025+0.00904148j 0.00389154-0.00667494j 0.000732128-0.0107717j 0.000732178+0.00113066j -0.002463-0.0150851j -0.00119911-0.00282637j -0.00468457-0.00985615j -0.00221977+0.0166386j 0.00014429-0.00181604j -0.00669257-0.0152754j 0.00618828+0.0145671j 0.00252029+0.0152604j 0.00309752+0.000840023j -0.00163019-0.0128686j -0.00793914+0.00610457j -0.00269042-0.00624552j -0.00138548-0.0107154j -0.00272111-0.0061113j -0.000528397+0.0032992j 0.00363664+0.0333392j 0.00419598+0.00101182j 0.000581601-0.0172068j -0.0023723+0.00827754j 0.00729269+0.00732507j -0.000764835+0.00845531j -0.00552435+0.0236299j -0.00281654+0.0072032j -0.00502048+0.00632313j 0.00795004+0.00577511j 0.003249-0.0208018j -0.00322368+0.00145532j 0.00856378-0.000660617j -0.00247403+0.0193637j -0.00887379-0.00511868j 0.00402733+0.0087707j 0.00443886+0.00198616j -0.00673353-0.00183888j 8.8387e-06-0.0119241j 0.00260519-0.0183264j 0.0131802+0.00112502j -0.00775346-0.00379457j 0.00523833+0.000908202j -0.00918156-0.000510579j -0.00960638-0.027473j -0.00140685-0.0157412j 0.000328033+0.00176052j 0.00167495+0.0171936j 0.00188337+0.00402706j -0.00122072+0.00488814j -0.00495952+0.00438765j -0.00244086+0.000214497j 0.001702+0.00341669j 0.00812141+0.00333321j -0.00526001-0.00511271j -0.00034745-0.00178105j -0.00213362-0.00303144j -0.00436947-0.00128801j 0.00152861+0.0131848j 0.000938938-0.0157023j -0.00521323+0.00221242j 0.0010099-0.00156778j 0.000984907+0.000912099j 
0.00741775-0.00171158j -0.0042962-0.00552884j -0.00400179-0.00428807j -8.41206e-06-0.0063473j 0.000175623+0.00755209j 0.000899518-0.0030922j 0.00286181-0.00157252j -0.00308201+0.000716312j -0.00336281-0.00584078j 0.000294848-0.0064874j -0.00185609+0.00673483j -0.00355707-0.011553j 0.00207334+0.0100313j -0.000335328+5.21082e-05j 0.00352246+0.00437448j 0.000281336+0.00410076j 0.00247522+0.000722745j -0.0040951-0.00442908j -0.00348594+0.00263255j -0.00381535+0.00239867j -0.00237455-0.000240633j -0.000502877-0.00617884j -0.00539835+0.009408j 0.00323798-0.00614043j -0.00933817-0.0097876j -0.00600482+0.0058056j 0.00585529+0.0111707j 0.000855656-0.0134366j 0.00194664+0.0110623j -0.00431498+0.00203297j -0.00260158+0.00373819j -0.00202033+0.00282875j 0.00383742+0.0129232j -0.0046062-0.00175528j -0.00225953+0.00160405j 0.00554851+0.00173833j -0.00560717-0.000317796j -0.00181119-0.00541313j 0.0058002-0.00492135j 0.00723573+0.0164861j -0.00912541+0.0217718j -0.00986967+0.0128205j 0.0144832+0.0055696j 0.0114317-0.0087534j 0.00674859+0.000450829j 0.00849974+0.00162282j 0.00970104-0.004113j -0.00142136+0.0069823j -0.00171416-0.00382335j 0.0119567-0.00456356j 0.000248998-0.00575233j 0.00239538+0.00958482j -0.00290449+0.00280849j 0.0197133+0.0130224j 0.0081395-0.00500893j -0.00417534+0.00718871j -0.000871924-0.00567651j -0.00237043-0.000630468j -0.00986198+0.0169177j -0.00333376-0.0155101j -0.00555537-0.0082402j -0.00187741-0.00580581j -0.00432638-0.00668181j -0.00207767-0.00193584j 0.00475406-0.00452883j 0.00934056-0.0207746j 0.00250307+0.00786247j -0.0104858+0.00365415j 0.0136624-0.000126272j 0.00216313+0.00181417j 0.00289751-0.00950448j 0.00536859+0.00854821j -0.00417683-0.00271878j -0.00219667+0.0090738j 0.00398226-0.00215735j -0.00657641+0.00582354j -0.0015929-0.00477653j 
