-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
-0.00164276-0.00192581j 0.000868061-0.00297784j 0.00321886+0.00190279j -0.00527956-0.00221025j -0.00384397-0.000355485j 0.00426759+0.00209982j 0.000866407+0.0174572j -0.0127656-0.0119114j 0.000437011-0.0100731j 0.0184145+0.00704856j -0.0157162+0.0206331j 0.00866883-0.0041649j -0.00200482-0.00214794j 0.0168911-0.0147168j -0.00328527+0.0019332j 0.0131397+0.00287988j -0.00429824-0.0052389j 0.0083971+0.000305157j -0.0163095+0.00790362j -0.015136+0.0155015j 0.00146258-0.002673j -0.00665173+0.0160881j 0.0147282+0.00919013j -0.019677+0.0107571j -0.0116637+0.00337767j -0.00338769+0.00506994j 0.0216404-0.00544537j 0.010105+0.00211284j -0.00913149+0.00109818j -0.0151439-0.000807965j -0.00890563-0.0032113j -0.0299234-0.00842791j 0.00979771+0.00899237j -0.0270589-0.0138406j 0.00099077+0.000567709j -0.00639243-0.000991143j -0.00627586-0.00079359j 0.0102831-0.00494653j 0.000203306+0.00713624j -0.00580923+0.000165823j 0.00854929+0.0139846j -0.00581716-0.00333889j 0.00795541-0.00425628j -0.0132547-0.00707128j -0.00310577-0.0055137j 0.00967764-0.00211289j -0.00102436-0.00272701j -0.00623443-0.00389149j 0.00911023+0.000203795j 0.00332649-0.00229459j 0.000391035-0.000796382j 0.00301806-0.00366153j -0.0088037+0.000399218j 0.00314895-0.00106005j 0.00520334+0.0056547j 6.68286e-05+0.00205264j 0.0034805+0.00285472j -0.00502251-0.00822525j 0.00335134+0.00379768j -0.00294127+0.00799105j 0.00166193-0.00667653j -0.00518451-0.000895097j 0.00121686+0.00207314j -0.000963599+0.00148291j 0.001699+0.00386497j -0.000655499+0.0013976j 0.00718056+0.00180889j -0.00458311-0.00739587j 0.00260777+0.000154215j -0.00279367-0.0030142j -0.00259302-0.00660613j 0.000937452+0.000227485j 0.000585308+0.00380217j 0.0011173-0.0011198j 0.000345203-0.0028255j -0.0017472-0.00229725j -0.00255906+0.00438309j 
0.00115814+0.00217556j 0.00238825-0.00169348j -0.00533621-0.00337109j 0.00645771+0.00598995j -0.00148692-0.00597327j 0.00507296+0.00564764j 0.00230976-0.00695475j 0.0142048+0.00914254j -0.0109661-0.0240595j 0.017831-0.0191799j 0.00708171+0.00875825j 0.00850674+0.00853281j 0.0123578-0.0182332j -0.0128737+0.000560694j 0.0163962-0.0202553j 0.00492596+0.00336973j -0.00757318-0.0084905j 0.0149334+0.00301115j 0.000111419-0.00600942j -0.00189402+0.00357898j -0.00635709-0.00160967j 0.00098612-0.009544j 0.0300099-0.0101232j 0.00366456+0.007547j 0.0117899-0.00415174j 0.00396567+0.000830115j 0.00523243-0.000500051j 0.00966501-0.000718578j 0.00963793-0.00020462j 0.0103742-0.00243161j 0.015794+0.00378861j 2.60978e-05-0.00888309j 0.0354464+0.00165718j -0.0284416-0.00605244j 0.00744769-0.00118429j -0.0096438-0.00556899j -0.00201319-0.00625405j 0.000126654+0.00265164j 0.0029914+0.0120093j -0.00281251+0.00496995j 0.00806607-0.00263224j 0.00353386+0.000364063j 0.00667997+0.00449676j -0.0140938+0.00592518j 0.00667035-0.00370462j -0.000316129+0.00239015j -0.00222917-0.00422927j -0.00236535+0.00484104j 0.00066403+0.0111171j -0.00344227-0.00164241j 0.000433397-0.00286381j -0.000625719+0.00332896j -0.00265798-0.00286915j -0.00545298+0.000988419j 0.00065834-0.00459579j -0.00201776-0.00440772j -0.00141408-0.00224141j -0.00104809+0.00981057j -0.00151344-0.00355021j 0.00593604-0.000682983j -0.00197293+0.000389441j -0.00356278-0.00167545j 0.000505108+0.00129536j 0.000297061-0.000858487j -0.00307134-0.00488536j -0.000443385-0.00233286j -0.00379034-0.0104461j -0.0064482+0.00426278j -0.00266086-0.00406823j 0.00180291+0.00849636j -0.00349485-0.00173477j -0.000392146+0.00137425j -0.001958-0.000600053j 0.00420733-0.000164009j 0.000727317+0.00993748j 0.000520312-0.000116056j 0.000860829-0.00412373j 
0.00142062+0.00536257j 0.000826911+0.00537647j -0.0109813+0.00221234j 0.00518607+0.0248125j 0.00203475-0.0109522j 0.00704776+0.00678271j 0.0105016+0.00445899j 0.0051771-0.00040421j 0.0169505+0.0227918j 0.00331164-0.00765609j -0.00556556+0.00172501j -0.00501019-0.02555j 0.0229887-0.00245845j 0.0114599+0.00280353j -0.0039658+0.00461849j -0.00358322-0.00701145j 0.00321032+0.00644553j -0.0126027-0.0120248j 0.00199691+0.0192956j 0.00844787+0.00559199j 0.00363354-0.00412494j 0.00547486+0.00325072j -0.00235015+0.0049j -0.0173938+0.000784666j 0.0218352+0.000593197j 0.00176863+0.0116964j 0.00277086-0.00608675j -0.00145776+0.00953457j 0.00337276-0.00812964j 0.000799787-0.00116384j -0.000486508-0.00744398j 0.0102742-0.000894536j 0.00264569-0.0069655j 0.00572476-0.0017251j 0.00534517-0.00168697j 0.00648117+0.00396086j -0.00257373+0.00168765j -0.00162853-0.00519738j -0.00711193+0.00348191j 0.00183016-0.00488282j 0.00527713+0.00174127j 0.00141118-0.00186563j -0.00358963+0.00222559j -0.0051856+0.00165851j 0.00384262-0.00429113j 0.00600969+0.00559606j 0.00342426+0.00180412j -0.00143151+0.00495009j -0.00417392+0.00111146j 0.00147331+0.00181046j -0.00364296-0.000155907j 0.00133332+0.0035882j 0.00152289-0.000565079j -0.000611332+0.000600346j 0.00264253-0.00253939j 0.000367834+0.00184538j 0.00359951-0.00159438j -0.00746219+0.00538236j -0.00225138+0.00277061j -0.00119774-6.40189e-05j 0.00366531+0.00106099j 0.00494867-0.00272727j 0.0028523+0.00725456j -0.00134379-0.00115315j 0.00437758-0.00690637j 0.000899281+0.00640013j 0.0016932-0.00132978j -0.0060424+0.000169688j -0.000602943+0.00682806j -0.00664541+0.00580444j 0.00336633-0.0047137j 0.00113527+0.00429382j -0.00013883+0.000882584j -0.000744204+0.00172103j -0.00277137+0.00424442j 0.00125697+0.000230301j 0.00356942-0.00275429j 
-0.00120311+0.00714617j 0.0023159-0.00156652j 0.000380168-0.00779547j 0.0006503+0.00256394j -0.00278988+0.000558232j -0.0109562-0.00728139j -0.00355877-0.00766485j -0.0213309-0.0292508j -0.0066823+0.0381106j 0.00576822-0.0155247j 0.00219255+0.0306047j -0.0137721-0.00338236j 0.0130883+0.00316387j -0.0187369-0.00154965j 0.00977223+0.0116035j 0.00315163-0.00139725j -0.00914535+0.0116276j 0.00481438-0.00833899j 0.00112655+0.00680131j 0.00150115-0.0093835j -0.000456+0.00609114j -0.00971229+0.00924841j 0.000216942-0.000182303j 0.0158754+0.0059307j -0.02218-0.00563902j 0.00299581+0.00302617j -0.00269745-0.01483j 0.0050937-0.00331854j 0.0124064+0.00665082j 0.00399355-0.00439895j 0.00862308+0.0075131j -0.00482136+0.00364797j 0.00489603+0.0038498j 0.00126308-0.00168303j -0.00603613+0.000911393j -0.0121814-0.00189623j 0.00623283-0.000836791j 0.00263845+0.00227459j 0.00130762+0.00171494j 0.00237739+0.003708j -0.00371284+0.00628187j -0.00253759+0.00145778j 0.0032973-0.00849098j -0.000564439-0.00171192j 0.00268212+0.0109426j -0.0135737-0.00181001j 0.000652925+0.0055229j -0.000922579+0.00189434j -0.0048145-0.00687603j 0.000348161+0.00588207j 0.00279716-0.00016843j -0.00746071-0.00713243j 0.00495022+0.0027994j -0.000638778+0.000434155j -0.00604717-0.00356261j -0.00183156-0.00513742j -0.00732298+5.827e-05j 0.00198491+0.00429266j 0.000323409+0.00113131j 0.00325814-0.0023538j -0.00687489-0.00457772j -0.00420132+0.00345286j -0.00549429-0.00891566j 0.0056487+0.00801903j -0.00579664-0.00101977j -0.00476892-0.00147434j 0.00144268-0.00170371j -0.00206731+0.00395211j -0.00265223-0.00101759j 0.00194215+0.00504095j -0.00138217-0.000441802j -0.00369864-0.00415709j 0.00202148-0.000433305j -0.00305417+1.4446e-05j 0.00129692-0.00145671j -0.000425216-0.00262419j 3.33116e-05-0.00174749j 
-0.00268971-0.00282004j 0.00129313+0.00784292j 0.00429124+0.0206885j 0.00770411+0.00427421j 0.0145957+0.0130433j -0.0023072+0.00363086j 0.0132198+0.0272908j -0.00210025+0.0121246j -0.0314769+0.00300955j 0.00743369-0.00127261j -0.0155355-0.0213256j 0.0135471-0.00998965j -0.00166476+0.0166896j -0.0145358+0.00054299j -0.0108382+0.00700273j 0.0031808-9.10035e-05j 0.0015128-0.00609664j 0.00940665-0.00938711j 0.0109554-0.00898351j -0.00223122+0.0118081j 0.00529454-0.00151267j 0.00629272-0.00114133j -0.00513377+0.0040289j 0.0115866-0.0121167j -0.0117368+0.00819932j -0.00229222+0.0116061j 0.0108254+0.00233561j 0.00361034+0.00667342j 0.00241264+0.00525034j 0.00289468-0.00539441j 0.00648737+0.00496683j -0.00251894-0.00458354j 0.00922874-0.000469859j -0.0014445+0.00747587j 0.000729535-0.0128346j -0.00668041+0.00144543j 0.00383683-0.00300055j -0.0065018+0.0122438j -0.00421605-0.000144097j 0.00124637+0.00705856j 0.000174808-0.00129568j -0.00306667-0.00157237j -0.000648155+0.00498068j -0.000761189-0.00317608j 0.00294997+0.0012846j -0.00539751-0.00507448j -0.00030913+0.00110578j -0.00215981-0.00125737j -0.00129451-0.00862956j -0.00217003+0.00518696j 0.00131645+0.00267071j -0.0016805-0.00692941j -9.28288e-05+0.00256031j 0.000504031+0.00202833j -0.00103544-0.00552696j 0.00211118-0.001285j -0.000961989-0.00605954j -0.00433468+0.00476805j -0.00241963+0.00536781j 0.00619097-0.00390456j -0.00179255-0.0050528j -0.000380404-0.000401364j -0.00328393+0.00471048j 0.00192603+0.00105896j 0.000564337-0.0015716j -0.00174082-0.00285617j 0.00113746+0.00106164j -0.00118673-0.0017594j -0.00292318+0.00579224j -0.00135698+0.00246718j -0.00094397+0.00460588j 0.000866564-0.0055562j 0.0021995+0.00179341j -0.00232447-0.00344761j 0.000950325-0.000917694j 0.000519925-0.00493442j -0.00179023+0.00312106j 
-0.0052027+0.000362884j -0.00322457-0.00302122j 0.00312462-0.00388861j -0.010384-0.00855869j -0.00823973-0.0144632j 0.0212749-0.00467759j 0.00980407+0.0210803j -0.022602+0.013512j 0.0139976+0.00110033j 0.00367511-0.00563769j 0.00260956-0.00584664j -0.0160186+0.0121987j 0.00295128-0.00180923j -0.0189649+0.00225508j -0.0124566-0.010141j -0.0186184+0.0039393j -0.00946857+0.00178889j -0.0255972+0.00210232j -0.00152575-0.000404245j 0.0193735-0.000575982j -0.00969611-0.000345878j 0.0265794+0.0024148j -0.0141522-0.00100123j 0.0192257-0.00122652j 0.00812956+0.00204861j 0.00937896+0.0164954j -0.00301787+0.00378438j 0.00454764+0.00612124j 0.00762016+0.00330785j -0.00887725-0.00571497j -0.00733249+0.0107281j -0.00132197+0.00878926j -0.00702148-0.000289087j -0.00212677-0.00637279j -0.00698219-0.00108715j -0.0106759+0.00247704j 0.00181946-0.00496631j -0.013817-0.0098141j 0.000164907-0.00523351j 0.00231183-0.000692463j 0.00647557+0.000922604j -0.00359049-0.00324981j -0.000538187-0.00487357j -0.0042909-0.00198529j 0.00534983+0.00176078j 0.0015275+0.0011318j 0.0116088+2.22113e-05j 0.00570423+0.000272005j -0.00175785-0.00139017j 0.00485383-0.000825482j -0.00491999-0.0018397j -0.00444903-0.00452949j -0.000550435+0.00122489j 0.00426143-0.00202137j 0.00336308+0.00250054j -0.00011875+0.00293166j 0.00580974+0.00189176j -0.00921671-0.0124946j 0.000914439-0.00110697j -0.00347181+0.0089937j 0.00184911+0.00175451j 0.000288432+0.000804293j -0.00175624+0.00312576j 0.00538142-0.00171156j 0.00408558+0.00186112j -0.00317441+0.00321577j 0.00509347+0.0030567j -0.0022373-0.00767546j 0.00167866+0.00394934j -0.00164272-0.00246272j 0.00190063-0.00572485j 0.002108+0.0045784j -0.0027838-0.00125532j -0.00202576-0.000718357j 0.000590893-0.00479795j -0.00423037+0.00497526j 0.0031028+0.00802424j 
-0.00210028+0.000543559j 0.00471336-0.00279279j -0.00148492+0.00116816j 0.00427494+0.00178846j 0.01723-0.00509158j 0.0214008+0.0227884j -0.0271661+0.00457421j 0.00543645-0.0144291j 0.000424302-0.0105181j 0.00445819-0.00582314j 0.00145822-0.000331812j -0.0241891-0.00532482j -0.0099976+0.0117632j -0.00963873-0.00086965j -0.00396361+0.0057662j -0.00529+0.00539426j -0.00637195+0.0011151j -0.030842-0.00167397j -0.00334327-0.00344731j -0.0204933+0.00587519j 0.00174874-0.00391591j -0.0067399-0.00207307j -0.0127962-0.00356907j 0.00377077+0.00896311j 0.00314808-0.00306392j -0.0246587-0.00393613j 0.00789659+0.00619165j -0.0160698-0.00590972j -0.00361347+0.0131091j -0.00209377-0.0113471j -0.00531288-0.00494353j 0.00315693-0.00451474j -0.0134578-0.00377285j -0.00266308-0.00222041j 0.0005294-0.00267482j -0.0057273-0.000676322j 0.00886984-0.00526652j -0.0021792+0.000959134j -0.00494716+0.0042832j 0.00568597-0.0083027j -0.00559652-0.00217632j 0.0107564-0.000147922j 0.0101982+0.00525692j 0.00425937-0.00199361j 0.00989266+0.00150548j -0.00385082-0.000306422j 0.00578391+0.0080239j 0.0091652+0.00830236j -0.00267722-0.002646j 0.00377618-7.33389e-05j 0.000244415-0.00272903j 0.00464023-0.0072949j -0.00232371-0.00611259j 0.00111364+0.00481907j 0.00305355-0.00217824j 0.00836402-0.0069044j -0.00305506+0.00493409j 0.0042398+0.00121272j -0.00783568+0.000703071j -0.0100787-0.00479324j 0.00574618+0.00553704j -0.00216939-0.00606126j -0.00621239+0.00258612j -0.00117515+0.00936467j -0.00647521+0.000593399j 0.000158554-0.00517126j 0.00246909+0.00203928j 0.00151728+0.00858678j -0.0048797-0.00327469j 0.000617232+0.00130805j 0.00170751+0.00310212j -0.00462688+0.00388291j -0.00474359-0.00453178j 0.00501829+7.41297e-05j 0.00181166+0.00680464j -0.00217601-0.00522155j -0.00287496+0.00125755j 
-0.00191773-0.00733963j 0.0032122-0.00213887j 0.00727941-0.0023524j -0.00851689-0.00960341j 0.026755+0.0246765j -0.0231442+0.0121357j -0.0018364+0.00179433j -0.023135+0.0157468j 0.0140804-0.00920075j 0.00866964-0.00666334j 0.0184162+0.00645183j 0.000503342+0.00321029j 0.0182045-0.0002935j 0.00977984-0.00144615j 0.0293477+0.00088632j -0.00572075+0.00964495j 0.038102-0.00134536j -0.0175511-0.00459984j 0.0123158+0.00941967j -0.000733833+0.000600622j -0.00501385-0.000136706j 0.0109141+0.00354728j 0.00432884+0.00420289j 0.000615253-0.0102738j -0.0151507+0.00760198j -0.0094421+0.00244881j -0.00537336+0.00778015j -0.00968448-0.00490664j -0.00590702+0.00258367j 0.0129368+0.00724656j 0.00587487+0.000518172j 0.00543679+0.0027675j 0.0104645+0.00265954j 0.00172218+0.00420813j 0.0085126+0.00387808j 0.00411372-0.0035492j 0.00328923+0.00168702j 0.00478362+0.00250981j -0.00637721-0.00412474j -0.000884823+0.00352584j 0.00328878+0.00135483j 0.00549616+0.0050162j -0.00709806-0.00206254j -0.00284315-0.00206041j 0.00452851+0.00193113j -0.00838969-4.6487e-05j -0.00419198+0.00522757j -0.00445013-0.00300051j -0.00898267-0.0049912j -0.000852249+0.00710121j 0.0065559-0.00161965j -0.00307866+0.00126354j 0.00241816+0.00550277j -0.0042231-0.00095114j -7.42222e-05+0.00107606j -0.00083871+0.000568772j -0.0037814+0.00168987j 0.000912646-0.00359198j -0.00110833+0.00129167j 0.00451722-0.00457984j -0.00565586+0.000388523j 0.00447524+0.00697091j -0.00682673-0.0028412j -0.000328541+0.0026074j 0.000714286+0.00316579j -0.00219292-0.00367618j 0.00462614+0.00109317j -0.00298084+0.000257589j -0.00082804-0.00400744j -0.00300845-0.00374585j -0.000736208+0.00460051j -0.00871694-0.00554536j 0.00453932-0.00687958j -0.00103038+0.00463233j -0.004748-0.00510288j -0.00162295-0.00135216j -0.00212726+0.00358874j 
0.00510463-0.00804485j 0.00991555+0.0292157j -0.0118733-0.00968321j -0.00398471-0.00775735j 0.0207852-0.0277547j -0.017538-0.0390701j -0.0224286+0.00771866j -0.00921653-0.00214721j 0.00475517-0.00655227j -0.00318489+0.0218442j -0.00165536+0.0135216j -0.00312703+0.00362079j 0.0048758-0.00247425j -0.00658633+0.00118453j -0.00313221-0.00580395j -0.00584627+0.00386609j 0.0027635+0.00696292j 0.00469684+0.00207502j -0.004088-0.000642827j -0.0103269+0.00766887j 0.00522103+0.0023862j -0.000729669-0.00756052j -0.00458572-1.35003e-05j 0.00489276-0.00234695j -0.00135421-0.000479386j -0.00285609+0.00357384j 0.00301683-0.00755566j -0.00320929+0.002896j 0.000958281-0.00136518j 0.000133345-0.00526154j 0.000810773+0.000408105j 0.00322705+0.00653902j 0.00140472-0.00174873j -0.00235141-0.0051919j 0.00305123+0.0012658j -0.00174285+0.00215478j 0.00143088+0.000961146j -0.00801404-0.00298967j -0.00240745-0.000817671j 0.000713672-0.00163948j -0.000783521+0.00379323j 0.00114119+0.00207888j -0.00190971+0.00173515j 0.00103057-0.00243213j 0.00422176-0.00444405j -0.00115704+0.000205507j -0.0002079+0.00258204j 0.000685062+6.2014e-05j -0.00123426-0.00264765j -0.00168494+0.00504515j -0.000791145+0.00126815j 0.00101677-0.0010307j -0.000679418-0.00138919j 0.000357446+0.0016534j 0.000675237+0.000726954j 0.00303484+0.00718175j 0.000961882-0.00138968j -0.00196897-0.00184618j -0.00531847+0.00170526j 0.00253808+0.00100591j 0.00128328+0.0014927j 0.000609514+0.00149196j -0.000910611-0.00199216j -0.00222666+0.00383851j 0.0012026-0.00805085j 0.000116228-0.00111721j -0.00174734+0.00144507j 0.000640024-0.00274823j -0.000886608-0.00245652j -0.00136776+0.00723164j 0.000569053+0.00171259j 0.00177467-0.00276502j 0.00070745-0.00459203j 4.24732e-05-0.00140785j -0.000492842+0.00818123j 0.000636994-0.00508305j -0.00147166+0.00362647j 
0.00929355+0.0287238j -0.00384718+0.00761606j 0.00852104+0.00852477j -0.0106862-0.0146215j -0.0187138-0.0320608j -0.0321856+0.028894j -0.0020123+0.0160812j 0.00521638+0.004788j -0.00118452+0.0065485j -0.00182768+0.0102677j 0.00752603-0.0175149j -0.00752073+0.0102701j 0.00268512-0.000340995j 0.00094768+0.00538244j 0.00015379+0.00178205j 0.00434881+0.00991742j 0.00987232-0.00653233j -5.10829e-05-0.0041611j -0.00704142+0.000732313j 0.00384855+0.0072987j -0.00460335-0.00418189j -0.00628199+0.000143206j 0.00253759+0.000252089j -0.00531947+0.00523586j -0.00167817-0.00245301j -0.00405829-0.00171018j 0.00342205+0.00196962j -0.00268125-0.00670878j 0.00256121+0.00400925j 0.000461494-0.00359504j 0.00210369+0.00118855j 0.00149867+0.00557146j 0.00206823+0.00060338j 0.000615451+0.000342168j -0.000149504+0.002335j 0.0012428+0.00186942j -0.000358597-4.6657e-05j 0.00260261+0.00821122j -0.0027147+0.00665612j -0.000648867-0.00187221j -0.00173807+0.00362703j 0.00257337+0.00038087j -0.00194118-0.000685477j -0.00119675-0.000110635j 0.00165271+0.00101413j -0.00330893+0.00284317j -0.000192703+0.000327618j -0.00117236+0.00233714j -0.00164913+0.000348088j 0.00101458-0.00304923j 0.000454147+0.00108709j -0.00113749+0.00116245j 0.00155521-0.00120677j 0.00120286-0.00289843j -0.000922746+0.00478644j 0.00113029+0.00113871j -0.0027247+0.00528369j -0.00384059+0.00136383j -0.000920358+0.00306985j 0.00193568-0.000266445j -0.000799748-0.000284826j 0.00121318+0.00378154j -0.00108227-0.00299017j 0.00189497+0.000622743j -0.00170855+0.00145925j -0.00180516+0.00598339j 0.00143342+0.00519523j -0.00379297-0.00146305j -0.00281854-0.00432485j -0.00191726-0.00174692j 0.00111762-0.00625988j -0.00253775-0.0059228j 0.00111548-0.00113869j -0.00147548+0.00847725j -0.00146447+0.000550511j 0.00112908-0.00435375j 0.000442395-0.00437497j 
0.010103+0.00436876j -0.00156669+0.00278304j -0.0231521+0.0228804j 0.0245759+0.0233077j -0.0239114+0.00903959j -0.00464301+0.00275797j -0.0164452+0.014776j -0.0230453-0.00183982j 0.0226382-0.00246382j -0.00994925+0.00537523j 0.0321289-0.00268609j -0.00343178+0.00260771j -0.0106099-0.00501276j -0.00389373+0.0015078j -0.0093449+0.0133199j 0.00650349-0.00453496j 0.00830573+0.00153475j 0.00383665-0.00388615j 0.0275705+0.0124675j -0.0101978-0.0131731j 0.00929883+0.00454649j 0.00614004+0.0140201j -0.00283273+0.00702239j 0.0135485-0.000307307j -0.00736577+0.00162867j -0.00571193+0.00950493j -0.0141443-0.00465387j 0.00119154+0.0034622j -0.00753421-0.00176307j -0.00194526-0.00651333j -0.00184137-0.00185005j 0.00512648-0.00122164j 0.0021633-0.000914798j -0.00804821-0.00239582j 0.0102966-0.00220404j 0.00117448+0.00364406j 0.000959741+0.00260779j -0.0116958-0.00222515j 0.00344959+0.00268546j -0.0046952-0.00234047j 0.00581632+0.00521507j -0.00360066+0.00043587j -0.00492418-0.00319653j 0.00329154+0.000466016j -0.000371082+0.00388598j 0.00808203-0.00165299j 0.00110825+0.000959447j 0.00283091+0.00367363j 0.00695518-0.00218042j -0.00373017+0.000183075j -0.00260377+0.00261839j 0.0037625-0.00150692j -0.00276999-0.00274328j -0.00131869+0.00121667j 0.00275419-0.0020252j 0.000301414-0.000411166j 0.00667938-0.00229189j 0.000153966+0.00786115j -0.00071409+0.00241866j 0.0033163+0.000174296j 0.00299349-0.00350332j -0.000658546-0.00307625j -0.0023169-0.00249916j 0.00183224+0.00158601j 0.000450793-0.00363925j 0.00525225+0.00441415j -0.00467644-0.00128495j 0.00514132+0.00305282j -0.002884+0.0011121j 0.00290653+0.00373034j -0.00534695-0.00291207j 0.00764113-1.14195e-05j -0.00121883+0.00832446j 0.00295032-0.00187851j 0.00235758+0.00414054j 0.00492251-0.00335549j -0.00316395-0.00836797j 
-0.002872+0.00347315j -0.00995113-0.00636102j -0.0208947-0.0269742j -0.0354563+0.0176101j -0.010855+0.00924032j -0.00696266+0.00206267j -0.018099+0.00221858j -0.0093457-0.0144721j -0.0129023-0.00111517j 0.0162058+0.000950014j 0.0129987-0.00572876j 0.0232708+0.000378434j 0.0042343+0.00229402j 0.00486517+0.00296969j -0.00278848-0.00710054j 0.00821635-0.0127293j -0.0117402+0.0084484j 0.0146632+0.0120025j -0.00834974+0.00627743j -0.00421856-0.00775723j 0.00557104+0.00623713j -0.00167333-0.00256205j -0.00916361-0.00576505j 0.00300933-0.00059873j -0.000804244+0.00603956j -0.00856958+0.000635791j 0.00618198+0.00261798j -0.0102728+0.00437147j 0.00515299+0.000492327j 0.00718229-0.00246831j 0.00476685+0.000774873j 0.00930195-0.000381954j 0.0089307-1.6526e-05j -0.00238423-0.00242998j 0.0101153+0.00771681j -0.00198708+0.00101898j -0.000233504+0.00418669j -0.00535237-0.00619371j -0.00604286+0.00226336j 0.00235865-0.00430963j 0.00122153+0.00750001j 0.00171195+0.00305873j -0.00330253-0.00771449j -0.00278926-0.00193034j 0.00333888+0.00488176j -0.00161942+0.00665313j -0.000785523+0.00427258j -0.00416661+0.00308205j -0.000921447-0.000409767j -0.00645848+0.00614068j -0.00260899-0.00438583j 0.000811609+0.00332483j 0.00218522+0.0043561j -0.00400264-0.0030203j 0.00757557-0.00151588j 0.00160219-0.00562525j 0.0056688+0.00356232j -0.013461-0.00242337j -0.00753606-0.00634788j 0.00382676+0.00612093j 0.00136548+0.00205231j 0.00447545+0.00262845j -0.00666967-0.0107285j -0.00212821+0.00633775j 0.00921114-0.00150652j -0.00418521+3.16003e-06j 0.00421726-0.00327907j -0.0074652-0.00292836j -0.00742224-0.00906251j -0.0120452-0.00160964j 0.00342187-0.00764568j -0.00146424+0.003949j -0.00146964-0.00591941j -0.000735818+0.00583137j -0.00569878-0.00453236j 0.00257579+0.00896505j 0.00587621-0.00148993j 
