0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
0.00243824-0.00197841j 0.000515349+0.0157974j 0.0152403-0.0102075j 0.0344826+0.0057935j 0.0352352-0.000593414j 0.0409372+0.00913693j 0.0403586-0.0312449j 0.0419748+0.0314301j 0.0481944+0.0568032j 0.0584045+0.0647095j -0.0389713+0.0116322j 0.109561-0.00736643j 0.107244+0.0535471j -0.0935664-0.00879423j -0.0325058-0.0179467j -0.0711709+0.0336704j -0.0533975-0.0245238j -0.0548852+0.101048j 0.0416302-0.0585581j -0.133852-0.133025j 0.0683643-0.174614j 0.0516017-0.0527954j -0.0158532-0.0331905j 0.0132662+0.147247j -0.0365879-0.0540098j 0.0687872-0.0143354j 0.0390915-0.0586903j 0.110509-0.0179197j 0.0684125+0.0289745j -0.117925+0.0320372j 0.170078-0.0245228j 0.0440095+0.173057j 0.0582912-0.113198j 0.0635197+0.0323731j -0.086-0.012706j -0.110208-0.0165803j -0.0184255-0.0240243j 0.0384512+0.0799008j -0.00922504+0.0299364j 0.0183069-0.0484016j 0.0610732+0.063859j -0.102111+0.0190668j -0.00664802-0.0271655j -0.0147362-0.0341712j -0.00809938-0.022079j 0.0491771-0.0518747j 0.00895489-0.0144504j -0.0228484+0.000798755j 0.064093-0.0359245j -0.0165632-0.0236523j -0.0248575-0.00416195j 0.00359349+0.00361644j -0.0163368-0.0105625j -0.0124086-0.0221552j 0.0160636+0.0236282j -0.0291929+0.0113988j -0.0119211+0.00169217j -0.0173171-0.000662842j -0.000698743+0.00612597j 0.0272606+0.0187294j -0.0169499-0.00860212j -0.00865696-0.00480741j -0.00421691+0.0325749j -0.0123342+0.00758293j -0.0106331-0.0031107j -0.00788687+0.0315077j 0.00229807+0.0239323j -0.0360568+0.0258494j -0.0109843-0.00780072j -0.0041838-0.000393346j -0.0158264+0.0143531j 0.00799792-0.0220006j 0.0287099-0.0345989j -0.018282-0.0146576j -0.00708977+0.000227414j -0.0176446+0.0073849j 0.0315439-0.0280198j -0.00509235+0.000276519j 0.00169023+0.00321737j -0.00636199+0.0112632j 0.00981745-0.0267668j -0.00898226-0.00563116j 0.00795849+0.00636486j -0.0103467+0.000439039j 0.0139305+0.00321608j -0.00476391-0.0202836j -0.0100556+0.00218232j -0.00387264-0.0180936j -0.018695-0.00243077j 0.00314024-0.0124825j 0.0119916+0.00177691j -0.01687-0.00156588j -0.00119109+0.0157455j 0.0101735-0.00593762j -0.00653056+0.00633451j 0.0133829+0.00264662j 0.016095-0.0235844j 0.0219746+0.00264434j 
-0.000210402-0.00938601j 0.00949837-0.00671173j 0.0420049+0.00859664j -0.0303894+0.0127765j -0.0833378-0.026941j 0.0286688+0.0367827j -0.0183257-0.107852j -0.0487924-0.0179303j -0.0484089+0.0129603j -0.00154092-0.0335375j 0.0171433-0.0521298j 0.0241981-0.0922568j 0.000467106-0.102849j -0.0523474+0.0917618j 0.0337175+0.0142706j 0.0265706+0.126678j 0.0295694-0.0802752j 0.0886655+0.0487333j -0.107423+0.106823j 0.0256128-0.0497822j 0.0865694+0.0106537j -0.0121461-0.0232982j -0.0805975-0.00754973j 0.0379815+0.0200918j 0.0210047+0.0514589j -0.0404535-0.0143359j 0.0453606-0.153552j -0.0253202-0.00133771j 0.0652922-0.0861264j -0.0970217-0.00321468j 0.0707119-0.0645597j -0.0802542-0.052652j -0.102093-0.038305j 0.000526386+0.0160827j 0.0822871+0.0589169j 0.0438575-0.0216197j 0.08123-0.071611j 0.064067-0.0488417j -0.0140165+0.0514542j 0.162905+0.0266158j -0.00137113-0.116076j 0.0711802-0.0165535j 0.0575385+0.0670181j 0.0307276-0.150304j 0.0127848+0.0217693j -0.0287735-0.0485448j -0.00796831-0.0247319j 0.00865092+0.0533971j -0.0330121+0.00564489j 0.0536422-0.00704097j 0.00672737+0.00917556j -0.0181137-0.00172985j 0.00348376+0.00597296j 0.0133289+0.0227817j -0.00964056+0.0176921j 0.00795641-0.0229793j -0.00182489+0.0265058j 0.0231647+0.029642j 0.00253503+0.0171681j 0.00736301-0.00748014j 0.0203216-0.0032579j -0.0254902+0.0193508j 0.00897869+0.0256378j 0.0107645-0.00218145j 0.0185055+0.00822401j 0.00844505-0.0262958j 0.00626374+0.0148175j 0.00787341+0.0102001j 0.010375+0.00490515j 0.0160834-0.0206002j -0.0253232-0.00289416j 0.0118541-0.025092j -0.00392832-0.0200797j 0.00132936+0.00490722j -0.00989414+0.0105279j -0.0139195+0.011261j -0.0374694+0.00393778j 0.0111045+0.00936854j -0.00784633-0.016932j 0.00198912-0.00792017j -0.00294417-0.0120022j -0.012298+0.0144587j 0.0188432-0.00111551j 0.00758881-0.0226331j 0.0133578-0.00848353j -0.0145721-0.00344231j 0.013884+0.0121781j -0.00681463+0.0319475j 4.27571e-06+0.011586j -0.00516502-0.000124672j -0.0116221-0.0044977j 0.0152162+0.0296785j 0.0287429-0.0367693j -0.0269876-0.0259803j 0.000814031-0.0176771j -0.0259892-0.0305513j 0.000645864+0.0062412j -0.0161734+0.00659455j 
0.00534392+0.0487435j -0.0101995+0.0375248j 0.0396026-0.0348221j 0.0336519-0.0795108j -0.0489563+0.038291j -0.00623374-0.112471j -0.104722+0.069129j 0.038956+0.0112396j 0.0465303-0.107819j 0.0139308+0.0167169j -0.0137368+0.00410955j 0.018671+0.0483745j -0.0693968+0.0489514j -0.0374586+0.0508635j 0.0244932+0.074699j 0.0636991+0.0337732j -0.0130161-0.0703902j -0.00247857+0.0102203j 0.15867-0.0859843j -0.0190055+0.0768614j 0.03502+0.0269775j 0.0579259-0.0968513j 0.0249544-0.0487359j -0.0094051-0.0154992j 0.0702271+0.013174j -0.0718287+0.087708j -0.0450734-0.105861j 0.12153-0.0341761j -0.022876-0.120853j 0.0297548+0.0825553j -0.0320532+0.0213366j -0.0890019-0.0388532j -0.175693+0.0255478j -0.00621018-0.0115612j 0.107901-0.0126178j -0.104436+0.0209123j -0.0519706-0.0353566j -0.0473115+0.00989529j 0.00351509+0.0276916j 0.0636897+0.0608971j -0.122063-0.019776j 0.00457202+0.0201885j 0.126367+0.112794j 0.0193203-0.0650644j 0.00959861+0.0511464j 0.0324724-0.0638798j 0.0356499-0.090566j 0.0296119+0.0588671j 0.0606031-0.0159223j 0.0149149-0.00276385j -0.0154214-0.0377823j -0.0102808-0.0101901j -0.0234128+0.00893123j 0.00638719+0.0482761j 0.0348631-0.00665591j -0.0603016+0.014365j 0.0213621+0.0054911j -0.0176116+0.00500411j 0.0194034-0.0177951j 0.0238722-0.00882381j 0.0114566+0.0116769j 0.0193525-0.0489855j 0.0283079+0.0226452j -0.0248728+0.00499296j 0.0242375-0.0128929j -0.000620837-0.023078j 0.0204691-0.00460468j -0.0105429-0.00202884j -0.00799923+0.0223822j -0.00735901-0.00924948j -0.00362779-0.00252208j -0.00554352+0.0306831j -0.0147353-0.00367045j -0.0071984-0.00263515j 0.00692109+0.0222025j -0.00221029-0.0298217j 0.00488559-0.031343j 0.0202218+0.0200465j -0.00431755-0.02218j 0.00571186+0.00821956j -0.0159067+0.00311067j 0.00123531-0.0028446j 0.0202423+0.0416778j -0.0147329-0.0293105j 0.0067665+0.00605018j -0.0184132-0.0183234j -0.00187997+0.0085672j -0.00688733+0.0266282j 0.0187313-0.00086062j 0.00169297+0.00141627j -0.0176859+0.020636j -0.0114609-0.00698211j -0.00543038+0.0321948j 0.0245107-0.0034563j 0.00558155-0.0219613j -0.030475-0.00785511j 0.0189122-0.0144006j 0.0185649-0.000172823j 
-0.0139836+0.0119702j 0.0036126-0.0108633j -0.0202051-0.0168462j -0.0566537+0.0461324j 0.109121+0.0395018j 0.0393491-0.0389456j 0.0958136+0.0242989j -0.0449054-0.0309599j -0.0374074-0.0291332j -0.0823671+0.0114874j -0.094133-0.0850252j 0.0366017+0.0361989j -0.0220711+0.0635613j -0.0654395+0.0613425j -0.000326914-0.0747843j 0.0347888+0.0772273j 0.0330538-0.120229j 0.0563155-0.013072j 0.103476+0.0490376j -0.0231432-0.00581251j 0.046796+0.0903192j 0.0695038-0.0265065j 0.00114155-0.0762612j 0.0213232+0.026832j 0.0449131-0.0246007j 0.00535333+0.0192994j -0.160103-0.148476j -0.142482+0.0856281j -0.0327957-0.108142j -0.122352+0.0704916j 0.100437-0.0366242j 0.0573254-0.0329443j 0.0302803+0.116987j -0.00779363-0.0204028j -0.0275642+0.0416623j 0.0177987-0.119783j 0.000366155+0.066846j -0.000628914-0.064092j 0.049234+0.0861839j -0.0373952+0.00483349j -0.027324+0.00499258j -0.0265101-0.00743699j 0.11953-0.126612j 0.0542668-0.0497793j 0.0202251-0.0300111j 0.0327097-0.0206232j 0.0379504-0.0814155j 0.0465795-0.0154396j -0.0561679+0.00603009j -0.0535943+0.00572481j -0.0403188+0.0261899j 0.0255797+0.0070844j 0.0143319+0.00929831j -0.00425835+0.00406664j 0.0186018-0.00829512j 0.00394663-0.0517615j -0.00765409+0.0149531j 0.00157272-0.0252083j -0.00118023+0.00911999j -0.024894+0.0102981j -0.0110066+0.00909695j -0.0015548+0.0185354j -0.0107806+0.0116056j -0.00506124+0.0129244j -0.0105348+0.00907899j -9.86145e-05-0.0222249j -0.0112789-0.00201404j 0.00891235+0.011515j 0.0188593-0.00733425j -0.00503162-0.0121861j 0.0033137-0.00825495j -0.039968-0.010407j 0.0114003-0.00323753j 0.0188071+0.00743821j -0.0121062+0.00288241j 0.0192682+0.00701349j 0.000195642+0.0149797j -0.0163494+0.0085525j 0.00253651-0.0117435j -0.0139379-0.00619208j 0.0191218+0.0118931j -0.00641217+0.00228558j 0.0127136+0.0195707j 0.00774144-0.0224308j 0.00448721-0.000878726j -0.0153372+0.00698293j -0.00763718-0.00407191j 0.0362334+0.017133j 0.00740139+0.00807668j 0.0303489-0.0331707j 0.00116762+0.0315856j 0.0120014-0.00695811j -0.000915673-0.00252143j 0.00119569-0.00299891j 0.0310274-0.0150547j -0.0138688-0.0150117j -0.0175431+0.0200526j 0.00131067-0.00906096j 
0.00139578-0.0196149j 0.0139561-0.0229901j 0.00710075+0.0206351j -0.0126025+0.018733j -0.0014953-0.0369844j -0.0452586-0.0135862j -0.0087363-0.0295585j -0.0278923+0.0227973j -0.146312-0.059357j 0.0253643-0.035943j -0.0417292-0.114215j 0.0375161+0.0263422j -0.00760927-0.0420237j -0.0235303+0.0633384j 0.00405055-0.10154j 0.023201-0.0625469j -0.0357987-0.0746834j 0.0232338-0.00251886j -0.0400173-0.0626076j -0.029073+0.0663127j 0.0430504+0.0365975j 0.236247-0.0523735j -0.00338772+0.0473495j -0.0751415-0.0384124j -0.00390987+0.102832j 0.0116154-0.0497166j 0.00751241-0.0612036j 0.17272-0.114981j -0.0256459-0.0373388j -0.180256+0.0236005j 0.0434807-0.0479786j 0.0917131-0.0406487j 0.00426125-0.0362341j 0.0457412-0.0148026j 0.058265+0.0260375j 0.0172995+0.127995j -0.0127983+0.148567j 0.0195959+0.00272967j -0.140397-0.0287717j -0.0786757+0.113471j -0.044573+0.0787058j -0.129253-0.0235192j -0.0133869-0.0459856j 0.0303059-0.0749636j -0.0607061+0.0793941j 0.0197821+0.016754j 0.00777691+0.00727176j -0.0177955+0.0128027j 0.0138492+0.019104j 0.0891613-0.00434834j 0.03035-0.064831j -0.0124725+0.00810941j -0.00834838-0.0446662j 0.0335442+0.0112178j -0.0232015+0.0290182j -0.00175397-0.0549689j 0.0192737+0.0167265j 0.0214128+0.0191802j -0.00604177-0.000356967j 0.0078059-0.0205108j 0.00485399-0.0121672j 0.0151343+0.00290559j -0.010305-0.0109185j -0.0104158-0.0407261j 0.0141318-0.0161288j -0.00219204-0.0337836j -0.00650599-0.00382759j 0.00204532-0.0206601j -0.016593+0.00695544j 0.0203036-0.032151j -0.0409236+0.0280073j -0.00427335-0.018643j -0.00489929+0.0264668j -0.0148084+0.0465753j -0.00995847-0.00319699j 0.00874726-0.0053946j 0.0228573-0.0485558j 0.0255859+0.0129255j 0.0279744+0.0142007j 0.0193918-0.030137j 0.00437686-0.00296622j 0.0118666+0.0321895j -0.037808-0.00134802j 0.0355009-0.0031717j 0.0166504+0.0461319j 0.00892085-0.0395631j -0.0177231-0.00102364j -0.00303305+0.00321353j -0.0101151-0.00575502j 0.012675-0.0378546j 0.0155388-0.00775077j -0.00378317-0.0102659j -0.00767157-0.00826813j 0.000356656+0.00483343j 0.0113194-0.00418302j 0.00277387-0.0160555j 0.0359835+0.0112619j -0.0214886+0.0507883j 
0.000832933-0.00770633j 0.000206821+0.00349397j -0.0102896+0.00462174j -0.00347535-0.0237895j 0.0195709+0.105587j -0.0581208-0.0614654j 0.00263527+0.0980414j -0.0334634-0.00152204j -0.00921632+0.0151639j -0.0872076-0.0240901j 0.145829-0.0278492j -0.130525+0.0389621j 0.00466336+0.117238j -0.118995+0.0125056j 0.0358435+0.0117155j 0.0508461+0.142889j 0.011937+0.0351065j -0.00061267+0.113893j 0.0313442+0.0625643j -0.0722205+0.0900428j 0.0488546-0.0445422j 0.00253345-0.0388534j 0.00362253-0.161005j 0.0427675-0.00610928j 0.0269244-0.054222j -0.0573535+0.036337j 0.0693556-0.0985392j 0.144487-0.0975865j 0.00606568-0.0971454j 0.0670828+0.00414274j -0.143723+0.0434899j -0.0641161+0.103326j 0.0433454+0.0424139j -0.0106391+0.026822j 0.00699098-0.010065j -0.056392+0.067113j -0.0575235+0.0312668j -0.100935+0.117971j -0.0642303-0.0985418j -0.0234406-0.0694212j -0.0799967+0.0807796j -0.0940741-0.0457832j -0.0630231-0.0138447j -0.0176989+0.136576j -0.0556978-0.0567633j 0.0042988+0.077396j -0.0323114+0.0178326j -0.0130349-0.0359627j 0.00207222+0.0470111j -0.0187539+0.0205408j 0.0315694+0.017721j 0.014667-0.0183304j -0.0026147+0.0373019j -0.00119021-0.0137549j -0.0278721-0.00762516j 0.0173829-0.0144458j 0.0112087+0.00661516j -0.0213671-0.0217979j 0.0137176+0.0182118j 0.0266218+0.0171757j -0.0153352-0.00106719j 0.010868-0.0056062j 0.0250804-0.0133163j 0.0256452+0.0145137j 0.0134303-0.0100436j 0.0161576-0.000457542j 0.0177527-0.0034029j 0.0192699+0.0150238j -0.0146848-0.0265004j -0.00230992+0.0137336j -0.00489313-0.00227729j -0.00823949+0.00448929j 0.00319709+0.000831859j -0.00117003+0.0106761j -0.00749788-0.0322847j 0.00666887+0.0259651j -0.0171554+0.0211297j -0.0167017-0.0117185j -0.00508382-0.00805881j -0.00173283+0.0116715j 0.0210997-0.00144308j -0.00828719+0.00054769j -0.0218802-0.00415485j 0.0104816+0.0236445j 0.00111093+0.0409531j 0.0232255+0.0373717j -0.0103314+0.0058325j -0.0121775-0.00708795j -0.000653154-0.0186607j 0.0223436+0.0177967j 0.0134561-0.0180718j -0.00407339+0.00878153j 0.00441227+0.0145631j 0.00549811-0.00831766j -0.0177594+0.000522802j 0.00589655+0.0263718j 0.000467509+0.01097j -0.0133913-0.00446432j 
-0.0220309-0.0225826j 0.0276787-0.0288889j 0.00465832-0.0439215j 0.0202144+0.028368j 0.00108989+0.0206374j 0.0289182+0.0213612j 0.0329039+0.0247628j 0.0760436-0.0319855j 0.0428682+0.0400366j 0.19562+0.0502247j 0.0227596+0.00513971j 0.0449403-0.0246786j 9.69351e-06-0.0258445j -0.0103347+0.0681073j -0.0784203+0.081503j -0.00537334-0.0460308j -0.0373072+0.0746612j 0.0398986+0.0698141j 0.101509-0.0402934j -0.0323432+0.0980246j -0.102654-0.0998123j -0.0523025-0.172576j 0.0244679-0.0119891j -0.0430943+0.0131504j -0.0338952+0.0213966j 0.0259528+0.0156988j -0.0344311-0.0156452j -0.0270735-0.0936988j 0.0411487-0.105148j 0.0491511+0.197147j 0.0869686+0.00292237j 0.0404698+0.0140397j -0.033569-0.0289674j -0.0510214-0.0916272j -0.124433+0.0883919j -0.117775-0.0792693j 0.0141677-0.0236461j 0.0181613+0.126481j -0.0915408+0.134921j -0.00922577-0.122155j 0.0952217+0.0043667j 0.0140309+0.13976j -0.00206942+0.00611787j -0.0151863-0.0912729j 0.0410668+0.0281126j -0.0409143-0.071175j -0.00914821-0.0290526j 0.0132086+0.0368759j 0.00606376-0.0543128j -0.0716625-0.0221923j -0.0263906-0.0201025j -0.0207134-0.0343189j -0.0115154-0.00746672j -0.00977344-0.0393462j 0.028728+0.00650934j 0.0186785+0.0210702j -0.00274884-0.025089j 0.00330111+0.0109597j 0.00323284-0.0107729j 0.00904872-0.0133789j -0.0239861-0.00376305j 0.0183668-0.0232152j 0.0183397-0.0338725j -0.0152432+0.00755433j -0.0297781-0.0370478j 0.0193312-0.0038399j 0.0263617-0.00778424j 0.0109414-0.000519206j -0.00773651+0.0178739j -0.00477854+0.000675567j 0.0267323+0.0150278j -0.0138804-0.0126935j -0.0136116+0.00690307j -0.00546955-0.0131479j -0.00759248+0.0196533j 0.00321132+0.0047103j -0.033584-0.0219752j 0.0270392-0.00576469j 0.00436653+0.000894208j -0.0146364+0.0137127j -0.00844412+0.0214764j 0.0113058-0.00187043j 0.0242115+0.00951353j 0.00703772-0.013945j -0.013553-0.025248j 0.00945485-0.00731016j 0.00728311+0.0019289j -0.00168354+2.90222e-05j -0.000330035-0.00286505j 0.0146358+0.012744j -0.00196011-0.00930766j -0.022355+0.0169881j 0.0211094+0.0236348j -0.00912422-0.0242814j -0.00860269+0.00213653j -0.00461325-0.00257784j -0.0156224-0.0191839j 0.016688+0.00449216j 
-0.0146677-0.0111986j 0.0209917-0.00593131j 0.0221345-0.0292467j 0.0484551-0.0133336j 0.0101997+0.00859924j 0.0593052+0.0031817j -0.104057-0.00636467j 0.0748959+0.00631779j 0.0528293+0.0967769j 0.0710525+0.0418195j -0.0446778+0.0520073j 0.0504955+0.0754162j -0.0586598+0.118969j -0.14443-0.0787622j -0.102418+0.0321528j -0.0169746-0.0722843j 0.00530294-0.0626722j -0.0115891+0.140848j 0.131745-0.107687j -0.0266409-0.09558j 0.0991889+0.171593j 0.110929-0.0925237j -0.0202673-0.0979357j -0.0107237+0.00240326j 0.00879369+0.0199862j 0.0323815+0.0267804j -0.0258749-0.0752715j 0.00373294+0.232368j -0.0106111+0.130038j 0.00311189-0.0484407j -0.0172559+0.0140361j -0.0183737-0.0740797j 0.0121437-0.0176262j -0.0395347-0.00557454j 0.00999287-0.00183544j 0.182678-0.0318483j 0.0676896+0.0636122j -0.00538601-0.0252158j -0.0500052+0.0986456j -0.0457591+0.0557207j 0.0828604+0.0124384j 0.0408351+0.0819021j -0.0590706+0.0282783j -0.0018307-0.000392507j 9.09421e-05+0.0204695j -0.0144234-0.0350347j 0.0118857-0.00279585j 0.041556+0.0194816j 0.0166539-0.0100794j -0.0414077-0.00536807j 0.00343229+0.0119043j 0.0322994-0.0198938j 0.00608416-0.000841298j 0.0104455-0.0178808j -0.00668183-0.0141937j -0.00474646-0.0184656j -0.00467743-0.00798063j -0.0106346-0.00540502j 0.0482254-0.00186352j 0.00398476+0.0106987j -0.0166892-0.0222441j -0.0120176-0.0181667j 0.00595451+0.0071891j 0.0259543-0.00530854j 0.0151508-0.0166493j 0.0107694-0.0108564j -0.00512729-0.00417963j 0.00772747+0.0163756j -0.00396666+0.00798387j -0.00331432-0.000190556j -0.0307699-0.0103322j 0.00105893-0.00129517j -0.00272921+0.0185383j 0.0168852+0.00948901j 0.0122637-0.00589514j -0.0258447-0.0169915j -0.0117281+0.0028666j 0.00325432+0.00610077j 0.0102004-0.00995367j 0.00111005-0.0252287j 0.00372069+0.00714665j 0.00608687-0.0268864j 0.0182664+0.0217784j 0.00278792-0.00215224j -0.0108+0.0100374j 0.016297-0.0231401j 0.0062784-0.00551157j -0.00272426-0.00498653j -0.00556648-0.00970789j -0.0157128+0.00191133j -0.00728004-0.0108735j -0.0195941-0.00391048j -0.00784749+0.0231727j 0.0123306-0.000397066j -0.0113455+0.000494026j 0.00739015+0.00280912j -0.000675521-0.00424209j 0.00178287+0.000891367j 
-0.015106+0.0335779j 0.00732907-0.0202087j 0.0369341-0.0643486j -0.00302323+0.0149457j -0.061131+0.0553021j 0.0718045-0.0575266j -0.0382465-0.0586576j 0.0590903+0.0177432j 0.091163-0.127512j 0.0508502-0.00626852j 0.0856976-0.112503j 0.00449914-0.0908438j -0.0234265-0.0294579j -0.0201944+0.117611j -0.0319096+0.103252j -0.092829+0.0262888j 0.0462749-0.0537485j 0.00969554-0.136413j 0.0823833+0.129426j -0.0168611-0.142655j -0.04176-0.00564809j 0.0709057+0.12727j 0.101614+0.0311879j -0.0183796+0.00468487j -0.0337203+0.00116161j 0.062106+0.00274794j 0.0563644-0.00533586j -0.00837085-0.0340426j -0.0244758-0.0334064j -0.0318254-0.0658771j -0.0358984+0.0783214j 0.0403087-0.0149655j 0.014053+0.00655373j 0.00789426-0.0428576j 0.0811332-0.132685j -0.0154368+0.0797166j -0.0241157+0.145837j -0.0394331-0.0737794j 0.0623026+0.0905304j 0.000347803-0.176696j 0.043611+0.0632574j -0.0409182+0.0415132j -0.0293528-0.0249971j -0.180009-0.0132237j 0.0393312-0.00183671j -0.0563343-0.0252047j -0.0533775-0.00822283j 0.0374784-0.00303644j 0.0336877+0.000124447j -0.0788788+0.0456072j -0.00807956-0.00421983j 0.0126786-0.0243342j 0.0188182+0.00841615j 0.0117362-0.0381772j 0.00640217+0.00218324j 0.017211-0.0190327j -0.0382005-0.0212501j -0.00318891+0.00317116j -0.0042944+0.0198934j 0.00183499-0.00795614j -0.0418508-0.0200882j 0.00970744+0.00701056j -0.0189232-0.0129337j -0.0119274-0.0128561j -0.00712735-0.0199737j -0.00674495+0.0143453j 0.00137226-0.0305285j -0.0105466-0.000363395j -0.00370296+0.00830171j -0.0010659+0.00582325j -0.00353711-0.002626j -0.0148303-0.00725718j 0.039353+0.00766374j 0.0243615+0.00718303j 0.00511143+0.012053j 0.00121881+0.00170148j -0.00699096-0.00973649j -0.0137622-0.0186939j 0.0125693-0.00360825j -0.0197692+0.00501787j -0.00438976-0.0034105j -0.0162523-0.0101989j -0.00571781+0.0105913j 0.0081788-0.0138074j 0.000245601-0.0223127j -0.0165174-0.0270351j 0.00797608+0.0140341j -0.0231464+0.00701208j -0.036347+0.0309286j -0.0167633-0.0102172j -0.00950171-0.0102707j -0.00608522+0.0144999j 0.0104484+0.0112368j 0.00685722-0.0213324j -0.0396174+0.00354992j -0.0126735+0.0198319j -0.0127854+0.00832588j 0.00668172-0.00291644j 
-0.00685641-0.00616285j -0.00186342+0.00508231j -0.0450525+0.0116215j -0.0142933+0.0019594j 0.0268948+0.00439041j -0.0556054-0.0215901j 0.0204875+0.0331559j -0.0728151+0.0181064j -0.0217537-0.00544435j 0.0534518+0.0537732j -0.0593258+0.112477j -0.102451+0.00193107j -0.0752698+0.0193987j -0.111018-0.0665321j 0.118894+0.0106738j -0.0445284-0.144581j -0.0917897+0.0153681j 0.0421535-0.0212078j 0.0162322+0.0307201j -0.250634-0.0121194j 0.0560377+0.0140021j 0.0711966+0.128506j -0.0139551-0.0168596j -0.0148403+0.0480042j 0.0504104-0.0129189j 0.0731264+0.101925j -0.0479679+0.0502779j 0.138911+0.125245j 0.122077+0.126956j -0.0400794-0.115583j 0.0367639+0.017178j 0.103804+0.192058j -0.134804+0.0119489j -0.0425491-0.0231647j 0.0764685+0.0470341j 0.0949145+0.0109002j 0.0328306-0.0439096j 0.167534-0.108796j 0.0315035+0.106195j -0.0524465-0.0849868j -0.0288761-0.13617j 0.031122+0.0354656j 0.105434-0.0290416j -0.0449475-0.0259522j 0.0138577-0.0442083j 0.00576758+0.0170086j -0.00461535-0.0140146j 0.00962335+0.0197334j -0.0297402-0.00467915j 0.0139268+0.00416155j 0.0099489-0.0118513j -0.0206898-0.00428836j -0.0214947+0.0113191j -0.0123413+0.0279281j 0.0234602+0.0120321j 0.0186892+0.0319149j -0.00542623-0.0115613j 0.00574384-0.00293305j 0.0478818-0.0283914j -0.0256073-0.0188488j -0.0224028+0.0077264j -0.00544316+0.000290903j -0.00887094+0.00378154j 0.0126188-0.0145606j -0.0148313+0.0193699j 0.0164874+0.0035238j 0.0268193-0.0142724j 0.0123374+0.000325921j 0.00442568+0.00951105j -0.020544+0.00955956j -0.00829079-0.0244525j -0.000717329+0.0192354j -0.0229552-0.0242106j 0.00811623-0.0324791j 0.0283879-0.0174187j -0.0232863-0.0258043j 0.0211564+0.0197605j 0.00059779-0.00911308j -0.00367082-0.0119387j 0.0172317-0.032883j 0.000550461-0.0138557j 0.00177619+0.0219023j -0.0114239-0.00217489j -0.00736883+0.0100847j -0.00778282+0.0150788j -0.0100546+0.00375589j 0.000886227+0.0234111j -0.00764076+0.0153515j -0.0072839+0.00271544j 0.0226342+0.00717444j -0.00816551-0.00362027j 0.00981434+0.0313702j 0.0219405-0.00476049j -0.0108232-0.00489657j 0.00333548-0.00550838j -0.0147532+0.00199908j -0.0106176-0.000964995j -0.00147562-0.00983627j 
