-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
-0.0312468-0.0349519j -0.0236449-0.0562394j 0.0198787+0.031345j 0.00241664-0.0147194j 0.0280994+0.0150243j -0.0075641-0.0304867j 0.0500626+0.00565448j 0.0137625-0.0153813j -0.0102736-0.0330489j 0.0124149+0.0143888j 0.0136518+0.0123655j 0.00708138-0.01019j 0.000558236-0.00139275j 0.0243965+0.0125193j -0.00427003-0.0110303j -0.0119477-0.0268195j -0.00678143+0.0169313j 0.00447141-0.0193137j -0.0113889+0.0157391j 0.00559755+0.0108086j -0.0195236-0.0253128j -0.00227352+0.0749278j 0.0129635-0.0224172j -0.0381724+0.00176221j -0.0345705-0.0136073j -0.0223623-0.00365917j 0.0215831-0.0176614j -0.0222528-0.0139652j 0.00231956-0.0392182j -0.0114196+0.0269988j 0.0237986-0.029273j -0.00455944+0.0394292j -0.0426887-0.0924639j -0.00727177-0.0765355j -0.0498564-0.07997j -0.0112845+0.031983j 0.033644+0.0844588j 0.0138048-0.0299984j -0.143461+0.0655597j -0.00771198+0.053803j 0.0738247-0.0442828j -0.0412252-0.0541755j -0.0882431+0.0465049j 0.0270526+0.0381462j 0.0278783+0.103059j 0.0162395+0.0523255j 0.0474193-0.0137238j -0.00173566+0.0088602j -0.0290294-0.0099469j 0.029137-0.0650564j -0.00282421+0.0383269j -0.0854088-0.0151088j 0.0203066+0.035375j -0.0393217-0.0310615j -0.00357846+0.0549846j 0.0494615+0.0774507j 0.0187758-0.042736j -0.00282065-0.138217j -0.0338208+0.158709j -0.0343247-0.0781187j 0.0239226+0.157876j 0.0406213+0.0791199j -0.143771+0.119042j -0.0846902-0.0340045j -0.0621097-0.00809303j 0.079134-0.0258473j -0.0796937+0.0349406j -0.0632861+0.0241169j -0.00515375+0.00255167j 0.0770114-0.0985863j 0.281143+0.0383046j 0.0273054-0.0213169j 0.33362+0.0132344j -0.0380773-2.10248e-14j 0.0722146-0.0246591j -0.0672861+0.0278613j -0.080444-0.0552342j 0.0276541-0.0632274j 0.0144474-0.0423671j -0.0281575-0.0186549j -0.00202808+0.0509626j -0.0716524+0.036927j -0.00355276-0.0708948j -0.0284537-0.00757409j -0.0457058-0.0982945j -0.0240964+0.0414554j -0.0175107+0.00942013j -0.0351792+0.069357j -0.0165521+0.0130589j -0.0300683+0.0707523j 0.0684677-0.0714887j -0.0023875+0.0472565j 0.00210212+0.0459546j -0.0275556+0.0102383j -0.0367896+0.0540653j 
0.0222379+0.0441569j 0.0118474+0.0279997j 0.0284335+0.00814647j 0.00743713+0.0361785j -0.0292951-0.0088553j 0.0166645+0.048708j -0.00735787-0.0388701j -0.0586814-0.00777644j -0.0249431+0.0127424j -0.00672084+0.00487759j -0.013446-0.0295219j -0.0153372-0.0312794j 0.030293+0.00792986j -0.00944801-0.0168956j 0.0281584+0.0121073j 0.02581+0.00317504j 0.00525264+0.0118275j -0.0277504+0.0189179j 0.00838905+0.000788683j 0.00624015-0.00819218j 0.0153733+0.0243935j -0.0458164-0.0240895j -0.010504-0.00625225j 0.0183134+0.0164133j 0.0321462-0.0029825j -0.0203285+0.0156415j -0.0488698+0.0276096j -0.0102007-0.00829093j -0.0163458-0.000332471j -0.0162555-0.0263803j 0.00735077+0.0213866j 0.0123414-0.0391074j -0.0215407+0.0218346j 0.0314648+0.0722617j 0.0225555+0.0252405j 0.0302284+0.0421507j -0.0336256-0.0448301j 0.031476+0.014164j -0.011924+0.0195725j -0.00187596+0.045444j 0.107084+0.0466108j 0.016558-0.0364607j -0.0440709-0.12835j -0.0111946+0.0295346j 0.0349645+0.00254051j 0.0271331+0.0265423j -0.0130901-0.016316j -0.00297957+0.00704593j -0.00665383+0.0247973j 0.0369437-0.0254278j -0.0857756+0.0211558j -0.0208701+0.0194363j 0.0466425-0.00550311j -0.0722614+0.0206819j 0.0813206-0.0262604j 0.11332+0.045065j 0.039014-0.0715316j 0.0738968+0.0871931j -0.015902+0.0314066j -0.0601869-0.0758786j -0.0255024-0.0371049j 0.0189835+0.0409757j 0.0313324-0.0581018j 0.0967658-0.0920759j -0.0102187-0.0446414j -0.0220834+0.047847j 0.0271327+0.0183302j 0.00393868+0.0604361j 0.0685805-0.0523811j 0.0166423-0.122587j 0.0513524+0.157242j 0.218868+0.0818968j -0.116487-0.0812969j 0.0722146+0.0246591j -0.00885787-3.88578e-16j -0.172533+0.122005j -0.0816202-0.0373763j -0.0943172-0.0260962j -0.0570892-0.0741238j 0.0599075-0.0636211j -0.0481074-0.0357911j 0.0782086+0.0698266j -0.0613518+0.0175196j -0.0203467+0.0419823j 0.0894692-0.0340146j -0.0102163+0.0124418j -0.0421562-0.0391778j 0.0716457-0.0195066j -0.0218597-0.0222446j 0.0224892-0.0297938j -0.0407459+0.0244835j -0.00347702-0.0507546j 0.0979315-0.0743255j 0.0181532-0.0161066j -0.00186973-0.0306323j 
0.000373779+0.0480194j 0.00784735+0.0289138j -0.00544775-0.0124511j 0.00610693+0.00719087j 0.00374658+0.00492971j 0.00460372+0.0646738j -0.0255543-0.0612503j -0.0277094-0.0310906j 0.0229849-0.00773489j -0.00206701-0.0127641j 0.00720609+0.00489541j -0.00131969-0.00648459j 0.00432668+0.0228765j -0.0307026-0.00931384j 0.00351211+0.00106572j 0.016338-0.015553j 0.0120813+0.00555226j -0.0279013-0.0281837j 0.0254671+0.0313537j 0.0156074+0.0153072j 0.0122992+0.0845541j -0.078573+0.00873645j -0.0398009-0.00380538j 0.00590117-0.0330254j -0.0333646-0.0229943j 0.00200367+0.00681137j -0.03079-0.00527561j -0.0114392-0.0257653j -0.0199083-0.0236196j -0.0177444-0.0313924j -0.00232273-0.00742336j -0.00804611-0.0202572j 0.0876017+0.0778385j -0.0584979+0.00530832j 0.0514124+0.0250685j -0.0373991-0.00276434j -0.0612401-0.0936946j 0.0545609-0.0462092j -0.0984421-0.0267257j 0.0430904+0.0280735j 0.205145+0.123328j 0.0706974+0.0630109j -0.0390809+0.124884j 0.0180652-0.0470131j -0.0305207+0.0136029j -0.0363615+0.0409148j -0.0384602-0.0236409j -0.0362878+0.129923j -0.058478+0.0045114j -0.0496622-0.0561345j -0.00881608+0.111624j -0.0600822+0.0166068j -0.178604-0.0842287j 0.002924+0.035535j 0.0601989+0.0248384j 0.01116+0.0783554j -0.117336-0.0251125j -0.0323648-0.110438j 0.010637+0.055422j -0.0965411+0.000288823j -0.105532-0.0063331j 0.0220022+0.0266733j 0.0811552+0.0138948j 0.0339384+0.0752785j -0.0378357-0.0332015j -0.00135346+0.00701294j -0.0251037+0.00230807j 0.046891-0.0387604j -0.0196143-0.0664735j 0.0773517+0.00293867j 0.00165884-0.066265j -0.111487-0.136977j -0.100483+0.0270087j -0.0672861-0.0278613j -0.172533-0.122005j 0.0431945+8.86444e-16j -0.0333623-0.0975269j 0.0292614-0.0662968j 0.104046-0.0689356j -0.0397306-0.036873j 0.0648224+0.0340995j 0.147542-0.0758421j -0.0849123+0.0132837j -0.01379-0.0331815j -0.0757946-0.0785221j 0.045688-0.0246189j -0.0194411-0.00369572j -0.028495+0.00194595j 0.0424634-0.0408312j 0.0400454-0.0119935j 0.0393026+0.0639072j 0.0815733-0.0120543j 0.0910271-0.0436421j 0.0119605-0.00988812j -0.00135704-0.0311954j 
-0.0266189-0.0106424j 0.0061283-0.00205177j -0.000422874+0.00730432j -0.000766897-0.00572025j -0.0350483-0.0289982j 0.012519-0.0253153j -0.0214917-0.00156747j -0.0125301-0.0325374j 0.0339596+0.0131388j 0.0167549-0.00661859j 0.00132575-0.015992j -0.0118669-0.00169293j 0.00291551-0.0257062j -0.0562772+0.00843471j -0.0283935-0.00295981j -8.85632e-05-0.00766271j -0.0368612+0.0191294j -0.00140845-0.0100337j -0.016969-0.0266042j 0.0349092+0.0171553j 0.0207231-0.0137085j 0.0117177-0.0222814j -0.0283674-0.0239896j 0.0396153+0.0409746j 0.00701144+0.0503438j -0.0192852-0.0198108j -0.0127394+0.00354105j 0.0198588-0.0206558j -0.0203132-0.0310784j -0.0138594-0.0182133j 0.024759+0.0310451j -0.00631878+0.00498997j 0.0596331-0.0283043j -0.0784601-0.0508878j 0.0274202-0.0506059j -0.0443769+0.0492485j -0.0140374+0.0168659j 0.0443168+0.0288775j 0.0154841+0.0740731j 0.0691024+0.0671063j 0.0220498+0.0120529j -0.140886+0.0498705j 0.0543558+0.0578997j -0.0211526-0.0250648j -0.0574391-0.00117367j -0.0471064+0.00184281j -0.0824156+0.00402987j -0.0216675-0.0386302j -0.106705+0.0334709j -0.0211126+0.00824142j 0.064574-2.92142e-05j 0.0276419-0.067607j 0.0879534-0.0492523j -0.0570167-0.0299422j 0.00689336+0.0760378j 0.0424028+0.0648642j -0.00197019+0.00658096j -0.0154281+0.0413021j -0.0448207-0.0700114j 0.0649005-0.0662567j 0.0812327+0.0470172j 0.0616925+0.0327463j -0.00448146+0.0232834j -0.0201497+0.140476j -0.00282483+0.103092j 0.0321591-0.0388759j 0.0519297+0.0922647j -0.0523263-0.091454j -0.058822-0.109345j 0.151503+0.0530224j 0.0123901-0.0129206j 0.00581467+0.0420965j -0.0460078-0.0231326j -0.080444+0.0552342j -0.0816202+0.0373763j -0.0333623+0.0975269j 0.0180404+3.26128e-15j -0.0331099-0.00734317j -0.0512744-0.00971337j 0.170279+0.052779j 0.0548897+0.0138581j -0.0468443-0.0335154j -0.0747405+0.00453752j -0.0098375-0.0126631j 0.0395043-0.0645991j -0.0337125+0.0627835j -0.0291329-0.00309331j 0.0355057-0.0046533j -0.0913759+0.0286709j 0.0147212+0.0704954j 0.0183588+0.0823507j 0.0173654-0.0969761j 0.00847646-0.00680599j -0.0209538+0.0253232j -0.00695777+0.0277465j 
0.0170401-0.0438394j 0.0168085+0.0270355j -0.0179824+0.000262695j -0.0081889-0.00330334j -0.0280987+0.00526448j -0.0451404-0.0456541j 0.00975909-0.000579193j -0.00627451+0.0156271j 0.00557852-0.0207266j 0.0245703-0.00739374j 0.0406845+0.0182061j -0.0134368-0.00112768j -0.0143453-0.0136999j -0.00153508+0.00568162j 0.00767276-0.0106292j 0.00457379-1.17389e-05j -0.0131326+0.00765212j -0.00639386+0.0362014j 0.00158909+0.0046122j -0.0079883-0.0274636j -0.0318895-0.0415146j 0.0403401-0.00521924j -0.0234374+0.00174272j -0.00119729+0.0352066j 0.0177372-0.0587188j -0.00740799+0.046791j -0.0256692+0.0637911j 0.00642487-0.0353851j 0.0203002-0.0278745j 0.0022857-0.00570325j 0.0531372-0.0225525j 0.0219303-0.0100096j -0.102057-0.0517163j -0.0677695+0.276511j -0.0634143+0.032567j 0.0480441-0.00821433j 0.0560117+6.19605e-06j -0.0259696+0.0666306j 0.0339058+0.0417874j -0.0226941+0.0132679j -0.0484695-0.00414883j -0.059342-0.0328445j 0.00708943+0.0970707j -0.000611995-0.0105412j -0.0428888-0.0304472j -0.122576+0.0754436j 0.0792419-0.0532085j -0.0866785+0.0938278j -0.0398968+0.079904j 0.0900031+0.053925j 0.0217109+0.0257299j -0.0385367+0.0400636j -0.145192+0.169051j 0.074314-0.0141845j 0.0175663-0.0798726j -0.116479+0.0304102j -0.100684-0.0440967j 0.042698-0.029713j 0.0468213-0.0386933j -0.0542233-0.0462208j 0.0304641-0.0146978j 0.0300665+0.0146322j 0.0165531-0.0120216j 0.0458829-0.0304892j 0.08426+0.110705j 0.0157255+0.0168087j -0.0312736-1.39945e-05j 0.0566261+0.0979263j 0.0215769+0.0602746j 0.0659855+0.11659j -0.0798066+0.0491709j 0.0905519-0.00696413j 0.128703-0.02346j 0.0276541+0.0632274j -0.0943172+0.0260962j 0.0292614+0.0662968j -0.0331099+0.00734317j -0.0767639+2.15383e-14j 0.114522+0.0238186j -0.00432784-0.0316811j -0.0364107-0.00153019j 0.0224397-0.0167782j 0.0324151+0.00292033j 0.0282127+0.0127315j 0.0716683+0.0563584j 0.0120323+0.0343306j -0.0175131-0.0229693j -0.113847+0.0120801j 0.0396313+0.00412866j 0.0679777-0.0181742j -0.00870538-0.0361481j -0.0813473-0.0111873j -0.00973212+0.00305998j 0.0100741-0.0274027j -0.0287004+0.021813j 
0.00231512-0.0256906j 0.0117293-0.0191148j -0.0404825-0.0174771j -0.00472928-0.025618j -0.0714258-0.0219016j -0.0339329-0.0853694j 0.0272072+0.0565657j 0.0376702-0.00426794j 0.0187485+0.0248933j 0.0249172-0.00483198j -0.0167145+0.0195716j 0.00480191+0.0172505j 0.00421294-0.0175984j -0.0152114+0.0243449j -0.0191534-0.011951j -0.0103635+0.00097036j -0.017804+0.000147249j 0.00793572+0.0364891j 0.00192989-0.0300515j -0.00946881-0.0174832j -0.0261142-0.0568255j 0.0544072+0.00189363j -0.0124147-0.013302j 0.0130087+0.0446314j 0.0182515-0.00431929j -0.0144071+0.0130943j -0.0100167+0.00580226j 0.0348557-0.0016008j 0.044027+0.0354759j 0.0184044+0.00202375j -0.0101044+0.0457566j -0.0123404-0.0249949j 0.057062-0.00423884j -0.0359885-0.101215j 0.00339858-4.96297e-05j -0.108377-0.0519514j -0.0513992+0.0736459j -0.0399566+0.0138529j 0.108839+0.0553642j -0.0397421+0.00689971j -0.044718-0.00388082j 0.171342+0.136125j -0.0931875+0.152569j -0.0383436-0.0105875j 0.101478+0.0892466j -0.037049+0.0827235j 0.0525617-0.151351j 0.0057248+0.0928473j -0.067645-0.0396974j 0.0671296-0.0645565j 0.0665219+0.212774j -0.0639297-0.0313045j 0.039142-0.0086278j -0.055472-0.00847192j 0.0851566+0.0178633j -0.0356935-0.0614564j 0.0240304-0.0323327j 0.0185781-0.0267388j 0.124437-0.033558j -0.0333934-0.105293j 0.064438-0.0482921j 0.0131309+0.0131804j 0.007151-0.0096778j 0.0451196-0.0306464j -0.0425417-0.107821j -0.076143-0.0883998j -0.071537+0.000104187j 0.0208133-0.0968276j -0.0197613-0.262448j 0.0638539-0.00435486j -0.0451735+0.00640958j 0.0421967-0.100146j 0.0329428-0.0608006j 0.0144474+0.0423671j -0.0570892+0.0741238j 0.104046+0.0689356j -0.0512744+0.00971337j 0.114522-0.0238186j -0.027746+2.52576e-15j 0.00822619-0.0191725j 0.0572282-0.00276105j -0.0408375-0.0387563j 0.0140248+0.0202782j -0.00943336-0.0114131j 0.0807494+0.0638857j -0.00937002+0.0426244j -0.0338481-0.0112257j -0.0840318+0.0294263j -0.026464+0.0128934j 0.0131078-0.0143317j 0.014661-0.0188419j -0.0487251+0.017276j -0.0253715-0.0189021j -0.00552336-0.02385j -0.0115184+0.0230077j 
-0.0199709-0.013386j -0.0278429+0.0202626j 0.0171542+0.0115691j 0.00283142+0.0281458j 0.0433202-0.00308408j 0.00575703+0.0212802j 0.0038916-0.0166733j -0.0348975+0.0122497j 0.0398218-0.0026164j -0.0212287+0.00664103j 0.000133635+0.00438722j 0.0108281-0.00340393j -0.0381687+0.00342211j 0.0273166-0.0146108j 0.0228513+0.0114058j 0.0228202+0.0254085j 0.00674649+0.00222529j -0.00504521-0.0124922j -0.00891743+0.026304j 0.0115188-0.00729635j -0.0192393+0.00247119j -0.0550963+0.0171462j 0.0116875+0.00332785j -0.0435395-0.0267776j 0.0351147-0.0551855j -0.00784019+0.00366376j 0.00879872+0.0073496j 0.0435718+0.0264134j 0.02792+0.0184298j 0.009753+0.0118674j -0.0163207-0.0199556j -0.00704951+0.000605192j 0.073653-0.0283401j -0.0921566+0.0180852j 0.017818+0.0216211j -0.0555589-0.0298227j -0.0227954+0.0350463j -0.0472244-0.037846j -0.0365883-0.0568288j -0.0594445-0.0923887j -0.0136731+0.0246919j 0.0517772+0.0931606j -0.0134378+0.0990889j 0.0223226-0.00718714j -0.0561513+0.0330891j 0.0101596+0.021787j -0.0657945-0.0891095j -0.0127017+0.122546j 0.0274169-0.0618906j -0.116934+0.0202677j -0.0251398+0.142007j -0.112496-0.0375153j -0.0243044+0.00267771j -0.0556225-0.040855j 0.0186031+0.0282569j -0.0490358-0.0655142j 0.0131409-0.0537942j 0.0619649+0.0594768j -0.0298885-0.058988j -0.0533579+0.0524302j -0.00664386-0.00108926j -0.0691787-0.0150895j 0.0196895+0.0434014j 0.147442+0.0613508j 0.0512324-0.150873j -0.0198119+0.156548j -0.0740219-0.0687962j -0.0212324-0.134556j 0.111658-0.058492j 0.0207397-0.0756158j -0.0841435+0.0860747j -0.0601635-0.128297j 0.0104016-0.0827415j -0.0281575+0.0186549j 0.0599075+0.0636211j -0.0397306+0.036873j 0.170279-0.052779j -0.00432784+0.0316811j 0.00822619+0.0191725j -0.0582717+1.38778e-16j -0.0520035+0.0352908j -0.012284+0.0850164j 0.0367785-0.00413907j 0.0286093+0.00186608j -0.0216622-0.0190073j -0.0442004-0.044766j 0.0128601+0.0270577j 0.0579412-0.00637707j 0.0658109-0.00331462j -0.00915666+0.0606284j -0.0256806-0.0238327j -0.0484402-0.00586711j 0.0178241+0.0358315j 0.0317472+0.0202294j -0.0121826-0.00184343j 
-0.00902726+0.0028642j -0.0632921-0.0272895j -0.00964595+0.0265868j -0.00299503+0.00782555j 0.0194147-0.0129334j 0.00793406-0.003307j 0.0132498+0.0422731j -0.00148067-0.0226698j 0.0341449-0.0348845j -0.00135091+0.0252291j -0.00306822+0.000437648j -0.0182498+0.0130683j -0.0272189+0.0013333j -0.00642429+0.0128808j 0.00782657+0.0204009j 0.0134895+0.0128114j -0.0245383+0.0202197j -0.00758565-0.00630545j 0.00642974+0.0411997j 0.00465963-0.0281063j -0.00362884+0.00167988j -0.0145696+0.0665948j -0.0062744-0.0284024j -0.0196+0.0209113j 0.00965911-0.0663157j -0.00417603+0.0235896j -0.0332956-0.00271718j 0.0267377-0.0481132j 0.0281222-0.00973395j 0.00781904-0.00501196j 0.0334201+0.059961j -0.00203918+0.0282783j -0.00713808-0.186025j -0.0912586+0.0867904j -0.0272551-0.0418564j 0.0367535+0.127108j 0.0303618+0.101737j -0.0238027+0.00959069j -0.0353373-0.0217833j 0.0233432+0.0209462j -0.0848875-0.0369547j -0.125903-0.00522495j -0.132883+0.104236j 0.0285738+0.0253504j 0.0388984-0.00862709j 0.0126432+0.0519168j -0.0360044-0.0281066j -0.0223779+0.114069j 0.0234439+0.0671493j -0.129934+0.108794j -0.01683+0.0649027j -0.0137769-0.0497439j 0.00363356-0.0010411j -0.059979+0.00176309j -0.001625+0.0383j -0.0433912-0.0511473j -0.0693459-0.0421917j 0.0381235+0.026116j 0.059593+0.0856108j -0.0538624-0.0425804j 0.0408323-0.00870708j 0.0186155-0.0182841j 0.0323295-0.0204745j -0.0540935-0.0886572j -0.0015573+0.0831857j 0.104295+0.15739j -0.091339+0.055886j 0.166359+0.0656922j -0.0762535-0.107165j -0.0872461-0.0387247j 0.0653697-0.092126j 0.0150998-0.0446858j 0.00703128+0.0213624j -0.00202808-0.0509626j -0.0481074+0.0357911j 0.0648224-0.0340995j 0.0548897-0.0138581j -0.0364107+0.00153019j 0.0572282+0.00276105j -0.0520035-0.0352908j -0.0139217+1.32273e-15j -0.0985053-0.0632495j 0.0338303+0.056475j 0.0183949-0.0453279j 0.0771405-0.0198974j -0.10062+0.0476268j -0.0640807+0.0735713j 0.0585053-0.00193095j -0.030353-0.0010372j 0.0238317+0.044245j 0.0919544+0.0502577j -0.0406768+0.0959562j 0.0245154-0.0590053j 0.00743925+0.0426342j -0.00433289+0.0291048j 
-0.0414578-0.0597103j -0.0342829-0.00204484j -0.00103403-0.00603596j 0.0221529-0.00748207j -0.0194633+0.00851075j -0.00328391-0.0217097j -0.0459726-0.00492906j 0.0335976+0.0582604j 0.00404842+0.0165374j -0.0257308-0.0109198j -0.0243157-0.0189013j -0.00186455-0.0115198j -0.0112583-0.0174875j -0.0282599-0.0298131j -0.0122939-0.032279j -0.0255067-0.0186093j -0.0351503-0.0196578j 0.0306418+0.0250046j 0.0182873-0.015167j 0.00324196+0.0241223j -0.00625298-0.022625j 0.0279239-0.0186468j -0.00438651-0.0188456j 0.0117279-0.00907647j -0.0503651+0.0104977j 0.021269+0.00248158j 0.0428067+0.00642425j -0.027077+0.0261448j -0.0239109+0.0249028j -0.00562817+0.0169188j -0.0745041-0.0829277j -0.0206007-0.011216j 0.105787+0.135015j 0.0620184-0.0110026j 0.0748697+0.048999j -0.126386-0.121734j -0.054213-0.0352857j -0.0184622+0.0238082j 0.0225031+0.0368257j -0.0271727+0.0306949j -0.0840624-0.056066j 0.0316921-0.171916j 0.100058-0.0625337j -0.0244454+0.0144776j -0.060425-0.0617081j -0.149873-0.0448568j 0.0295204-0.0260149j -0.0622255-0.0462329j -0.0342445-0.0332816j -0.0662234-0.0513063j 0.0984356-0.0129697j -0.0540949+0.0545606j 0.000322229-0.0844176j -0.0270899+0.0636337j -0.0480333-0.0122864j -0.077176-0.0952355j -0.160913+0.0555954j -0.0853118-0.0801678j -0.0155604+0.059258j 0.0546332+0.038926j 0.0578393+0.0465059j 0.0111596+0.00991014j 0.0670254+0.0525589j -0.0318362-0.0206659j -0.0549486+0.0443638j -0.0553634-0.039266j -0.0396248-0.0529248j 0.000426153-0.0071156j 0.0745899+0.051052j 0.00127159+0.0393994j -0.0325382-0.0548163j -0.00449964+0.032288j -0.0164839-0.0160919j -0.0716524-0.036927j 0.0782086-0.0698266j 0.147542+0.0758421j -0.0468443+0.0335154j 0.0224397+0.0167782j -0.0408375+0.0387563j -0.012284-0.0850164j -0.0985053+0.0632495j 0.125957+3.1225e-16j -0.0475851-0.000571583j 0.07184+0.0311061j 0.0280225-0.0283118j -0.0831851+0.0183596j -0.0341568+0.0386797j 0.0102029+0.0154924j -0.0614409+0.0186164j 0.0426851+0.0558709j 0.0399937+0.12603j -0.108294+0.0131286j -0.0492721+0.0107883j -0.0116797+0.0834587j 0.0215535+0.0472637j 
0.100406-0.0625609j -0.00567287+0.0755458j -0.0223504-0.028592j 0.0187802+0.00885858j -0.092346-0.15358j 0.0860156-0.0114852j -0.0250275+0.0092229j -0.0391009-0.00332953j -0.0168716-0.0247881j -0.016865+0.00186076j -0.0407193-0.0141403j -0.00443336-0.0114j 0.0222253-0.0258841j -0.0106346-0.0115824j 0.0126814-0.00231781j 0.0138004-0.0170957j 0.00678932-0.0208341j -0.0299216+0.00373846j 0.00259777-0.0115882j -0.0209649+0.00923319j 0.123558+0.0299683j -0.00592484+0.0274453j -0.0110591-0.0741282j 0.119779+0.0664001j 0.00808238+0.0405874j -0.010875-0.0666275j -0.0177713-0.0239225j -0.0292493-0.00607814j -0.0461043-0.0376773j -0.0136912-0.0067765j 0.0138503+0.0247949j -0.00481319+0.013799j 0.0206659-0.0289964j 0.0012247+0.0184192j 0.0215466+0.00463379j 0.105832+0.0182989j -0.0676335-0.0960075j 0.00170658-0.00811715j -0.100705+0.00412043j 0.0731949+0.0708568j -0.0721189-0.0190425j 0.0862218+0.0442138j 0.00987788+0.0128361j 0.0517001-0.0538353j 0.0171787+0.0495553j 0.0273879+0.0758403j 0.0021015-0.103596j 0.0211568-0.0492513j 0.0815608-0.101795j 0.0278092+0.120175j -0.00907149-0.0324456j -0.0376587+0.0389635j -0.0376608+0.0364493j 0.0221761-0.0355779j -0.0369734+0.0407087j 0.0268477+0.0266854j -0.0130978-0.0630838j 0.0326402+0.000410749j 0.0765903+0.0537187j 0.0205857+0.0211318j 0.0543908+0.16084j -0.0780189-0.0510543j 0.112795+0.0375992j 0.0144431-0.0180742j 0.0369429-0.0937629j 0.0172657+0.0447071j 0.0275652+0.0625502j -0.0665097-0.0151239j 0.0242995-0.0197728j -0.0262138+0.0904003j 0.00918513+0.0189959j -0.00497797+0.0469397j 0.0405718-0.00613554j -0.00355276+0.0708948j -0.0613518-0.0175196j -0.0849123-0.0132837j -0.0747405-0.00453752j 0.0324151-0.00292033j 0.0140248-0.0202782j 0.0367785+0.00413907j 0.0338303-0.056475j -0.0475851+0.000571583j -0.0123247+4.57967e-16j 0.0897167+0.0369491j 0.0148294-0.0399078j -0.0254853+0.00238177j 0.0284745-0.0205829j -0.0750208+0.0180556j -0.0332329+0.0132368j -0.00616712-0.0988109j -0.0424188+0.00553537j 0.00813944+0.00752294j -0.0373896+0.0330715j -0.000760085+0.0469325j 0.0131019-0.070407j 
