-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
-0.0133027+0.00620019j 0.00373276-0.0412503j -0.0285665-0.0269299j -0.00806362+0.00271789j -0.0140389-0.0287626j 0.018199-0.0275603j 0.00324871+0.00531885j -0.000802123-0.0200707j 0.00860158+0.0336429j 0.00469213-0.000566743j 0.0324689+0.0219935j -0.0104081+0.00286202j 0.0152303+0.0037491j -0.01577+0.000562764j -0.0080136-0.000449754j 0.00522939+0.00599046j -0.0202063+0.00479932j 0.00709919+0.0347495j -0.0177428-0.0417185j -0.00558906-0.0171939j 0.0498815+0.0108742j 0.00482438+0.00143224j 0.0683623+0.0183755j -0.00573155+0.0274723j -0.0128287+0.0302242j 0.0135265-0.0309062j -0.00760089-0.033067j 0.00363223+0.0138267j 0.0008761+0.00435792j 0.0140864+0.025602j 0.00720539-0.0147917j -0.0114259+0.0381009j 0.0186474+0.0267206j -0.0898744-0.115453j -0.0128857-0.0409867j -0.0159855-0.00597027j -0.0116756-0.0281683j 0.00512901-0.0686452j 0.0283953+0.0206695j 0.0237997-0.0481811j 0.00609485+0.00844859j 0.0427457+0.113652j 0.029834+0.084192j -0.0304921-0.0274243j -0.0740735-0.229901j 0.0608628-0.116835j -0.0979589-0.0605108j 0.0272268-0.022229j -0.00550109+0.00378046j -0.121023-0.0046058j 0.0398082+0.015814j 0.0128513-0.0434545j 0.0583392+0.0634857j 0.018111-0.095325j -0.0423621+0.0597836j 0.0203929+0.0751361j -0.0207917-0.0725275j 0.0555472+0.123727j -0.0386686-8.88178e-16j 0.0218564-0.0524591j 0.108988+0.0602134j 0.0489605+0.0229951j 0.0147268+0.00583461j 0.0574617-0.0920116j -0.0708074-0.00423577j -0.00188942-0.0875829j -0.146091+0.0883685j 0.0549189+0.042938j -0.0999574+0.0287668j 0.00749371-0.0237681j -0.0097546-0.0724491j 0.0536778-0.0101338j -0.0778218+0.0228315j -0.0338208-0.158709j -0.015902-0.0314066j 0.010637-0.055422j -0.0448207+0.0700114j 0.0468213+0.0386933j 0.124437+0.033558j -0.0298885+0.058988j 0.059593-0.0856108j -0.0155604-0.059258j 0.0765903-0.0537187j -0.0183659-0.0519344j 0.0158206+0.0440574j 0.0280509-0.00482562j 0.0384382-0.0820302j -0.00432007-0.0605452j -0.0185275+0.00769107j 0.0350003-0.0190739j 0.00379295-0.118539j -0.040326-0.084103j 0.024851+0.0895294j -0.025555-0.0404053j -0.0257681-0.0383748j 
0.0693291-0.0171053j 0.0444135+0.0565699j -0.0203462+0.00290229j -0.0126683-0.0177739j -0.0357783+0.0217266j -0.0254001-0.0738289j 0.0110752+0.0217416j 0.0187042+0.0378206j -0.00491608-0.0230129j 0.0420153+0.0228389j 0.00115215+0.0256755j -0.00785839-0.0068388j 0.00497626+0.00825105j -0.0213224+0.00041921j -0.0207627-0.03129j -0.0130798-0.00837243j -0.000125121+0.0402115j 0.00962836+0.0313143j -0.00586975-0.0495654j -0.00845748+0.00108744j 0.0767386+0.0330548j 0.0415072-0.0152787j 0.0935876+0.0376267j 0.0565984+0.0748215j -0.00789322-0.0529186j 0.00845118-0.00382647j 0.0312363-0.0504435j -0.0209854+0.0181691j -0.0316789-0.0368872j 0.00511207+0.020675j -0.0446998-0.0847332j 0.023392+0.0586502j 0.00647031+0.00238331j 0.00120922+0.0654197j -0.0325728-0.0505114j 0.038463+0.0415405j -0.00864239-0.0884834j 0.0356833+0.0146217j 0.0677253-0.0111484j 0.0483421+0.0214862j 0.00835228-0.135828j -0.0380575-0.0266969j 0.0116342-0.0589502j 0.0497983+0.0875097j 0.024817+0.0446899j -0.00939486+0.0430941j 0.00897852-0.0582889j -0.0299031+0.0459776j 0.0373836+0.0750659j -0.0352545+0.017548j -0.0255676-0.00624271j -0.00703979+0.0527048j -0.00333685-0.0305168j 0.0258321+0.0101211j -0.0168076-0.0175766j -0.0435188+0.0590045j -0.00661896-0.0376167j 0.0174184+0.026806j 0.0218564+0.0524591j -0.0794862-7.00134e-15j 0.0396039+0.107073j 0.00816226+0.0253301j -0.0704365+0.112649j 0.0449711+0.00616816j 0.0635454+0.0501345j 0.0253965+0.0134843j -0.0607002+0.0199057j -0.0683649-0.0377314j -0.006773+0.0091338j 0.0794973-0.0455885j 0.0968891+0.0300089j 0.0753945-0.0411673j 0.0228686-0.0471109j -0.0343247+0.0781187j -0.0601869+0.0758786j -0.0965411-0.000288823j 0.0649005+0.0662567j -0.0542233+0.0462208j -0.0333934+0.105293j -0.0533579-0.0524302j -0.0538624+0.0425804j 0.0546332-0.038926j 0.0205857-0.0211318j -0.0226939+0.0126939j 0.0135682+0.0148123j -0.012119+0.0598216j 0.0904711-0.138137j 0.0630727-0.0136054j 0.00959187-0.0999785j -0.113659+0.0553761j -0.0362163+0.0520356j -0.00799126+0.142446j 0.0116091+0.0712145j 0.00920346-0.0760275j -0.0356138-0.0272426j 
-0.0202735+0.0684776j 0.00417239-0.0641963j 0.0248759-0.0170549j 0.00798213+0.00698591j 0.0515303+0.0188924j -0.00298338+0.0282753j -0.00726471+0.00434603j 0.0218679+0.0514807j -0.011351-0.0191227j 0.0140042-0.0153433j 0.0120242-0.0270067j 0.00643421+0.01041j 0.00636218+0.0322828j 0.00181084-0.0167428j -0.00217494-0.0259525j -0.00142107+0.000902301j 0.00180425-0.0111491j 0.00984874+0.00961722j 0.037408-0.0015094j -0.00827706-0.0197017j -0.00270069-0.0536229j 0.00577146+0.00892774j 0.0423788+0.0660299j -0.0555692+0.0544576j -0.0219689-0.0260384j 0.0387554-0.0177494j 0.0359602+0.0288146j 0.0125956-0.0115985j 0.079573+0.0113414j 0.0267005+0.0301543j 0.0328383-0.0285841j -0.0337817+0.021432j -0.0284707+0.0444809j 0.0462911+0.0839515j 0.00321793-0.0221319j -0.0029588-0.0331012j -0.0436993+0.0324961j -0.0824368-0.0343801j -0.0470628+0.00439716j -0.018393+0.00489332j -0.0913302-0.0323635j 0.000634275-0.0820596j -0.00533929-0.0410471j -0.0155578-0.00192052j 0.0120234+0.0487091j -0.0249733-0.0768132j 0.0524453+0.050564j -0.00650929+0.0527483j 0.142501+0.031103j -0.0923001-0.0270126j 0.0309065+0.0812965j -0.0255902+0.0705642j -0.0474551+0.031582j 0.00929872+0.00306017j -0.0390668+0.00132578j 0.0778831+0.187559j -0.0598599-0.0233691j -0.0119797+0.00698162j 0.108988-0.0602134j 0.0396039-0.107073j 0.019427-5.15213e-16j 0.0937604-0.0409977j -0.110068+0.0814281j 0.0592937+0.0498533j -0.0306132+0.000618558j 0.0376108-0.00979758j -0.0193861+0.0476251j 0.0072102+0.0159784j 0.0411135-0.0198181j 0.109741-0.00787142j 0.00993908+0.180484j 0.0544351+0.014362j -0.0406486+0.0850484j 0.0239226-0.157876j -0.0255024+0.0371049j -0.105532+0.0063331j 0.0812327-0.0470172j 0.0304641+0.0146978j 0.064438+0.0482921j -0.00664386+0.00108926j 0.0408323+0.00870708j 0.0578393-0.0465059j 0.0543908-0.16084j 0.0802231-0.014024j 0.0955309-0.040549j 0.102129+0.00796501j -0.0904639-0.00907294j -0.00808694+0.0525062j -0.07929+0.0128096j 0.00917175-0.0541374j -0.0112917+0.0515418j -0.0403406+0.0234798j 0.0201464+0.040504j -0.125772-0.0684785j -0.0403942+0.0476478j 
-0.0799444+0.0593855j -0.0362665-0.0728943j 0.0414199-0.0202082j 0.0215668-0.0109475j 0.023649-0.0099159j 0.0561837-0.0864971j 0.00847032-0.0111195j 0.00298977-7.86883e-05j -0.0204217+0.0534991j -0.0239674-0.0489158j -0.0115696-0.0368893j 0.0159092-0.00930829j -0.00960411-0.0183868j 0.0138891+0.0251939j 0.0201612+0.00317352j 0.0194203+0.0152865j -0.00446159+0.0190923j -0.00151742+0.0406322j 0.0126675-0.0418266j -0.0247606-0.0448347j 0.0403357-0.100668j -0.0530109-0.0175962j -0.00265909-0.10314j -0.0329937+0.0144993j -0.0467756+0.0329134j 0.0340571-0.0568262j -0.0111189-0.0193059j 0.0154048+0.0274331j 0.00453916+0.0247723j 0.0133101+0.0224654j 0.0350706-0.0112287j -0.0164887-0.0469907j -0.020216+0.0359679j 0.0343516+0.0532664j 0.0134197+0.0114983j 0.0199638-0.0118309j -0.0177121+0.0408775j -0.0175499+0.0276843j -0.0791376-0.0065732j 0.0492309+0.0252137j -0.0323729+0.0176159j 0.0282055-0.042828j 0.0225041-0.0186664j 0.067128+0.00143155j -0.0326479+0.00217469j -0.0167025+0.0985502j 0.0353562-0.0362975j 0.0504442-0.0932983j 0.0496044+0.00448031j -0.0320738+0.0398388j 0.00269679-0.0990155j -0.0568117+0.0118376j -0.00937554-0.041857j 0.0360733+0.0406577j -0.087462-0.0600104j -0.103799-0.00892177j 0.0437046+0.0423935j -0.00722793-0.0395314j 0.0489605-0.0229951j 0.00816226-0.0253301j 0.0937604+0.0409977j 0.138402+6.8192e-15j 0.0162375+0.0819865j -0.0294555+0.0157225j 0.131802-0.020891j -0.0588079+0.0346442j -0.0332101+0.0452521j -0.121758-0.0172068j -0.0102482+0.0669585j -0.0786874-0.000446873j -0.00951239+0.0550307j -0.00489245-0.0433205j 0.00524725+0.0850652j 0.0406213-0.0791199j 0.0189835-0.0409757j 0.0220022-0.0266733j 0.0616925-0.0327463j 0.0300665-0.0146322j 0.0131309-0.0131804j -0.0691787+0.0150895j 0.0186155+0.0182841j 0.0111596-0.00991014j -0.0780189+0.0510543j -0.0273045+0.0370851j 0.0242105-0.0137528j 0.0335343-0.0858692j 0.0448209-0.124845j -0.01403+0.00521997j -0.0606463+0.0585731j -0.0131106+0.0918224j 0.0220929-0.101734j 0.0362217+0.0459854j 0.0914634-0.0264397j -0.0231495+0.0534652j 0.0135748+0.0413973j 
-0.0174149+0.0241396j -0.034237+0.0315484j 0.00456239+0.00321479j -0.00496926-0.03254j 0.00566939+0.0443404j 0.0319369-0.0431859j 0.026363+0.000460645j 0.014837+0.0120846j 0.000645087-0.0135293j -0.0284576+0.0251665j -0.00427045+0.0348506j 0.00400985-0.00444333j -0.0100547-0.0292302j 0.0210462+0.0177174j -0.0193237-0.021217j 0.0012681-0.041018j -0.0130235+0.00390315j 0.00268073-0.0166906j -0.0142909-0.0112256j 0.0124944+0.0789555j -0.0253878-0.00240004j -0.0162713-0.0702954j 0.0309856+0.0333441j 0.064909-0.00613561j -0.0260684-0.0339423j 0.0152892+0.029803j 0.0347187+0.00421767j -0.0129418-0.00670534j -0.0106382-0.0142921j -0.0194321+0.0213911j -0.0460701-0.0397178j -0.0120366-0.00217082j 0.0479417-0.00112392j 0.0299539+0.00126263j 0.0631997-0.0426017j -0.0430895-0.0171505j 0.0764589+0.0302608j 0.0878896+0.0493417j 0.0418004-0.00754495j 0.00387446-0.0494905j 0.0345464+0.0298549j 0.00803519+0.0551615j -0.00463542-0.00222375j 0.0478784-0.0182394j 0.0553354+0.0456538j 0.0672106-0.0263118j 0.0836219+0.0391084j 0.0302764+0.0088216j 0.0205278-0.0289631j 0.0470593+0.0407404j 0.0662417+0.0193549j -0.0285742-0.0164932j -0.0149364+0.0248233j -0.0316395+0.0293748j -0.0462453+0.0327834j -0.100467+0.0457755j 0.152707-0.01977j -0.0262983+0.0096835j 0.0147268-0.00583461j -0.0704365-0.112649j -0.110068-0.0814281j 0.0162375-0.0819865j -0.0670977-9.36751e-17j -0.022987-0.0684178j -0.0350974+0.0308402j -0.0625979+0.0288348j -0.0695713-0.0139503j 0.0728872-0.0245531j -0.0443151-0.0649266j 0.0517163-0.051879j 2.37693e-05+0.0535481j 0.0414601+0.0163076j -0.0473955+0.0411082j -0.143771-0.119042j 0.0313324+0.0581018j 0.0811552-0.0138948j -0.00448146-0.0232834j 0.0165531+0.0120216j 0.007151+0.0096778j 0.0196895-0.0434014j 0.0323295+0.0204745j 0.0670254-0.0525589j 0.112795-0.0375992j 0.0124121-0.0122631j -0.128713+0.0472713j 0.00353266-0.0195578j 0.122162-0.0160144j -0.00938102+0.000960123j 0.176008+0.0389595j -0.0181173+0.0384799j 0.0849504+0.0166904j 0.00495418+0.0574145j -0.0249486-0.0292756j 0.0706675+0.00619726j 0.0253883+0.0405454j 
0.017385+0.0679901j 0.00977168-0.0212515j -0.0227774-0.0119953j -0.0124732-0.0140758j 0.00588229-0.0117718j 0.0488429-0.0414814j 0.0119876-0.00432798j -0.00137228-0.000197736j 0.00937598+0.0107852j 0.0188254-0.0157439j 0.00678113-0.00541809j 0.00548154-0.00595994j 0.0369069-0.0157724j -0.00977448-0.00552381j -0.0366887-0.0134992j 0.00227077-0.00817121j -0.0376463-0.0226957j -0.0192492-0.0285075j -0.0442231-0.0193075j 0.0142416-0.0165109j 0.0463118-0.0394849j 0.0430817+0.0246319j 0.0594834-0.00878749j 0.0539453+0.00218355j -0.00846013+0.00281845j -0.00457711+0.0101815j 0.00877334-0.005896j 0.00138572+0.0222542j -0.0200432-0.0276818j -0.0088889-0.0129834j -0.0497308-0.0279127j -0.0274857+0.00680867j 0.0586424-0.00592299j -0.00717102-0.000449081j -0.00355576-0.0415348j -0.00793593+0.0576871j 0.0233008-0.0356283j 0.0100105+0.00771846j -0.0148877-0.0325271j -0.0550933-0.0550757j -0.0500674-0.0568697j 0.0376903+0.0512903j 0.00426005+0.0846109j -0.0650457-0.00442582j 0.0892937+0.0724191j 0.00612297-0.0269587j 0.038235+0.0366356j -0.0117009-0.0528641j 0.072172-0.0139502j -0.029425-0.0396069j -0.117622+0.00647157j -0.0822489-0.0849901j -0.0254265-0.0691179j -0.0593726-0.0182063j 0.14022+0.0317116j 0.123373-0.0452825j -0.037557-0.0200917j 0.0118389-0.127698j 0.0574617+0.0920116j 0.0449711-0.00616816j 0.0592937-0.0498533j -0.0294555-0.0157225j -0.022987+0.0684178j -0.126487+3.84935e-14j 0.0566023-0.0841825j -0.0432041+0.017124j 0.0375766-0.0254399j 0.0358284+0.0357462j -0.054332+0.053385j 0.0194395+0.0310613j 0.0270475+0.0311127j -0.160999-0.0354258j -0.147022+0.000686124j -0.0846902+0.0340045j 0.0967658+0.0920759j 0.0339384-0.0752785j -0.0201497-0.140476j 0.0458829+0.0304892j 0.0451196+0.0306464j 0.147442-0.0613508j -0.0540935+0.0886572j -0.0318362+0.0206659j 0.0144431+0.0180742j -0.0940661-0.033196j 0.0129619-0.0618931j 0.00240516+0.11962j -0.0395076+0.0838945j -0.125401-0.0115455j -0.0453891+0.0445344j 0.117969+0.146972j 0.113461+0.0251164j 0.00377736+0.00934288j 0.0664371-0.0529911j 0.0158742-0.00830661j 0.0359078-0.0824088j 
0.013588-0.00505003j -0.00640552-0.0120703j -0.00932486-0.0202091j 0.013351-0.0218802j -0.00982171-0.0446733j -0.0177911+0.0166156j -0.000589604+0.0308518j 0.00917693+0.0254892j 0.0316192-0.0104672j -0.0158215-0.0163576j -0.0245514-0.0132297j 0.0137143+0.0201825j 0.00391985+0.0023462j 0.00738292+0.0136088j 0.02562-0.0255418j -0.0135717+0.00254958j -0.0202159-0.00259301j 0.0249764+0.0182908j -0.0125007-0.00987142j -0.043248+0.0119468j 0.014975+0.0409034j -0.0233915+0.0257256j -0.0133945+0.0345547j -0.0559662+0.0629665j 0.000437931-0.013522j 0.0313298-0.0482271j 0.0274079-0.00680824j -0.00512258+0.0165526j -0.0247944+0.00452301j 0.00357169-0.0148336j -0.0182267-0.024319j 0.016169-0.0181028j 0.0345946-0.00211549j -0.00775874-0.0193384j 0.0080677+0.00342592j 0.00441464+0.0243316j 0.0142614-0.0275433j 0.0201277-0.0266192j 0.0131387-0.0482288j 0.0518654-0.0153421j 0.0251027-0.0539573j -0.0958807-0.0638739j 0.049412-0.00312283j 0.0490509+0.00441655j 0.0318591-0.0235883j 0.0672293-0.0889295j 0.0689223+0.0990825j 0.0298429-0.0164701j -0.00259142+0.0669414j -0.0157009-0.0455863j -0.00976059-0.0888984j -0.0320084+0.0528566j -0.118031-0.0988133j 0.0680059+0.0274977j -0.0175217+0.062669j -0.112638+0.055324j 0.0779493-0.0702285j 0.0683847-0.0117045j -0.0708074+0.00423577j 0.0635454-0.0501345j -0.0306132-0.000618558j 0.131802+0.020891j -0.0350974-0.0308402j 0.0566023+0.0841825j -0.146519+5.837e-14j 0.0230816-0.0602134j 0.0690305+0.0331158j -0.0228715+0.027986j -0.0504023+0.0105584j -0.0530461+0.0492991j -0.0163386+0.0202808j -0.0733375-0.0350664j 0.0243082+0.0153028j -0.0621097+0.00809303j -0.0102187+0.0446414j -0.0378357+0.0332015j -0.00282483-0.103092j 0.08426-0.110705j -0.0425417+0.107821j 0.0512324+0.150873j -0.0015573-0.0831857j -0.0549486-0.0443638j 0.0369429+0.0937629j -0.0438696+0.116123j -0.095863-0.0824699j -0.0331908-0.0503969j -0.114932+0.0735584j 0.00571665-0.0545554j 0.013326-0.00112168j -0.00769318+0.0328012j 0.048385+0.0180482j -0.0343184+0.0493557j 0.0698099+0.0824547j -0.0361003+0.00135778j 0.000348057+0.0387497j 
-0.0527072-0.0140265j 0.00854257-0.0340888j 0.014658+0.0155096j -0.00595695-0.0205817j 0.00994187+0.014974j 0.00309598-0.0131376j 0.0155481-0.0176059j -0.00935542-0.0378914j 0.000154519+0.00231693j 0.00654171-0.0246424j -0.0093959+0.00733758j 0.0215884+0.00260679j -0.0128553+0.0138849j 0.0242472+0.00278303j 0.00295425+0.0120063j -0.0538138+0.00663387j 0.0116211+0.00407405j 0.00428277-0.0205648j 0.00645501+0.00174459j 0.0492695+0.0348882j 0.00484966-0.00815503j 0.0165794-0.0278141j -0.00316286-0.0340335j 0.0186617+0.0204865j -0.0114423-0.00278849j -0.0101559+0.00475358j 0.0159723-0.0181357j 0.0315349+0.00375395j 0.029058+0.0249742j -0.0120291+0.0249985j 0.0514921+0.0152731j 0.00320265+0.0041601j -0.0143705+0.0301025j 0.0607202-0.0396612j -0.0230182+0.0184753j -0.00557953-0.02255j 0.00157028+0.0574578j -0.0315544+0.00957436j 0.00173191+0.0616436j 0.0307694+0.0622807j -0.0323498+0.0284286j 0.0123975+0.0513127j -0.0283101-0.0836303j -0.0404203+0.0536407j -0.0383975+0.0222159j -0.070679-0.0388018j -0.0583789+0.125749j -0.00551089-0.0391168j 0.0603662+0.00395382j 0.0238218+0.104363j 0.0504543+0.0278036j 0.0471927+0.00847588j -0.0591238-0.107232j 0.0187389+0.127672j 0.0117274-0.0102114j 0.104196+0.0143068j 0.0378054+0.097693j 0.0802587-0.0709524j -0.00188942+0.0875829j 0.0253965-0.0134843j 0.0376108+0.00979758j -0.0588079-0.0346442j -0.0625979-0.0288348j -0.0432041-0.017124j 0.0230816+0.0602134j 0.164508+6.51479e-13j 0.0754721+0.00220249j -0.145566-0.149286j -0.175477+0.0254473j 0.000672431+0.0579488j 0.0318494-0.0346068j 0.0241789-0.0311391j -0.0976685+0.0358479j 0.079134+0.0258473j -0.0220834-0.047847j -0.00135346-0.00701294j 0.0321591+0.0388759j 0.0157255-0.0168087j -0.076143+0.0883998j -0.0198119-0.156548j 0.104295-0.15739j -0.0553634+0.039266j 0.0172657-0.0447071j -0.0111708-0.0438736j 0.0767668+0.0559912j 0.00646375+0.114806j 0.132052+0.0138328j 0.00893089-0.0596139j 0.0178007-0.0225523j -0.0032297+0.0712022j 0.0890124+0.00615697j 0.0176438-0.0463712j -0.0939071-0.0170631j -0.0237651+0.0146363j 0.0323969+0.0332082j 
0.0582775+0.0267955j -0.0211045+0.0321987j -0.0118268-0.00224725j 0.0109905-0.0109152j 0.00473988+0.0307644j 0.0117996-0.0207566j 0.0338428+0.0267642j 0.00716604+0.00604411j 0.00787991+0.0107251j 0.023118+0.0172193j -0.000138295+0.0405509j 0.0297616+0.010238j 0.0359022+0.00347114j -0.0277396-0.000528455j 0.0172509+0.0158152j 0.0261079-0.00146775j -0.0302867-0.0201976j -0.00831162-0.0145081j 0.0073341-0.0180986j -0.0291145+0.0367644j -0.0176268-0.0465866j 0.00328208+0.0146602j 0.0752567+0.0403791j 0.0218546-0.0677284j 0.0227339+0.0127622j -0.0195382+0.0267093j 0.00159247-0.0089197j 0.00854273-0.00761222j -0.0414324-0.043451j -0.011465+0.00392266j -0.0396586-0.0323302j 0.0240182+0.0156669j -0.0147599+0.0130725j -0.0425485-0.0580604j -0.000191554-0.0126643j 0.00925529-0.045691j 0.065068-0.00939881j 0.0154251+0.0503942j -9.90117e-05-0.0240991j -0.103064-0.115562j 0.018687+0.0727957j 0.0180275-0.0744163j 0.0644647-0.0326394j -0.0384378-0.00509707j -0.0969103-0.00795584j -0.0228248-0.0317515j 0.0202047+0.0339314j -0.0666258+0.00804703j -0.0851226+0.00122382j -0.00467635-0.023029j -0.039258+0.00333076j 0.0263455+0.0409075j 0.0373607-0.0481926j -0.0279005+0.034071j 0.00945218+0.0106982j 0.00664744-0.0241841j -0.109426+0.0413382j 0.0226465+0.00979432j -0.146091-0.0883685j -0.0607002-0.0199057j -0.0193861-0.0476251j -0.0332101-0.0452521j -0.0695713+0.0139503j 0.0375766+0.0254399j 0.0690305-0.0331158j 0.0754721-0.00220249j 0.0333217+1.77636e-15j -0.0328784-0.0305545j -0.0209968+0.0916593j -0.0849337+0.06584j 0.0403032+0.0047783j -0.00990174-0.0511181j 0.10206+0.062995j -0.0796937-0.0349406j 0.0271327-0.0183302j -0.0251037-0.00230807j 0.0519297-0.0922647j -0.0312736+1.39945e-05j -0.071537-0.000104187j -0.0740219+0.0687962j -0.091339-0.055886j -0.0396248+0.0529248j 0.0275652-0.0625502j -0.00450355-0.107457j 0.0461135+0.0822557j -0.066984+0.059571j -0.0931476+0.0202766j 0.0900692+0.0122393j -0.0165132+0.109267j -0.0164134+0.0534758j -0.0263066-0.0426492j 0.00845091-0.0270455j 0.0520481-0.0757001j 0.0899245+0.00995117j -0.0305577-0.0843192j 
0.0335025+0.0170094j 0.0407985+0.0226836j -0.0139427-0.0138732j -0.0184092-0.0073822j -0.00180223+0.0260318j 0.00598457-0.0159956j -0.00497285-0.00667996j 0.029102+0.0373178j -0.0202548-0.026139j 0.00773245+0.0255817j 0.00629264-0.0254882j -0.00280227+0.00534774j 0.0192936+0.0365677j -0.0171696-0.00670727j -0.0076411-0.0156112j -0.0130011+0.0119872j -4.32107e-06+0.0235474j -0.00427737+0.0296056j 0.0184373+0.021111j -0.013262-0.0172443j 0.0019183-0.0231044j 0.0282361+0.012119j 0.0606312-0.00218749j 0.0356094-0.037476j -0.0149001+0.0241711j -0.0140418+0.0312084j -0.0045377-0.0140597j -0.0106206-0.00317608j -0.0172965-0.00369103j -0.00217552+0.00806835j -0.0438502-0.0268226j -0.00967313+0.0223694j 0.028625+0.0119181j 0.0149966+0.038736j -0.0113836+0.00949215j -0.0291054-0.00932633j -0.0189657-0.00995663j -0.00487478-0.0325671j -0.0138802+0.00225966j -0.0762591-0.0141457j -0.041233+0.0223607j -0.158068-0.0897156j 0.0351911-0.083295j -0.0446411+0.0158979j 0.146568-0.0443014j 0.0395865+0.0130507j -0.0490201+0.011074j 0.0359709+0.0213899j 0.027076+0.0693426j 0.0447037+0.0295379j 0.0471417-0.0794291j 0.10329+0.0659361j -0.149582+0.0497456j 0.0670289+0.00762273j 0.00617283-0.067774j 0.116702-0.0789995j -0.0501617-0.0101116j 0.0327193+0.0552502j 0.0549189-0.042938j -0.0683649+0.0377314j 0.0072102-0.0159784j -0.121758+0.0172068j 0.0728872+0.0245531j 0.0358284-0.0357462j -0.0228715-0.027986j -0.145566+0.149286j -0.0328784+0.0305545j -0.0125047-3.05311e-15j 0.00949868+0.0128619j -0.127491-0.0486618j -0.0319539-0.0347085j 0.0945782+0.0107997j 0.0662235-0.031755j -0.0632861-0.0241169j 0.00393868-0.0604361j 0.046891+0.0387604j -0.0523263+0.091454j 0.0566261-0.0979263j 0.0208133+0.0968276j -0.0212324+0.134556j 0.166359-0.0656922j 0.000426153+0.0071156j -0.0665097+0.0151239j -0.0392016-0.126817j 0.00231146+0.0327982j 0.0240566-0.13337j -0.0444264-0.071249j -0.06755+0.0453259j -0.0423227+0.0586172j -0.0194032-0.0618349j -0.0321149+0.0915772j 0.0284688+0.027864j -0.00874665-0.0499875j 0.0421357-0.0445569j -0.0154739-0.0707722j 
